Unnamed: 0,1_상암차고지(가상),2_월드컵파크7단지,3_상암고등학교,4_월드컵파크5단지,5_상암DMC홍보관.YTN,6_상암초등학교,7_상암휴먼시아아파트,8_월드컵경기장북측,9_월드컵경기장서측.문화비축기지,10_마포농수산물시장.월드컵공원,11_마포구청,12_마포중앙도서관,13_성산2교,14_연희104고지앞.구성산회관,15_서대문우체국,16_연세대앞,17_세브란스병원앞,18_이대후문,19_사직단,20_서울경찰청.경복궁역,21_경복궁,22_안국역.종로경찰서.인사동,23_창덕궁.우리소리박물관,24_창덕궁.서울돈화문국악당,25_원남동사거리,26_현대그룹빌딩,27_방송통신대.이화장,28_혜화역.마로니에공원,29_혜화역.동성중고(장면총리가옥),30_삼선교.한성대학교.조소앙활동터,31_돈암사거리.성신여대입구,32_미아리고개.미아리예술극장,33_길음뉴타운,34_월곡뉴타운,35_미아사거리역,36_도봉세무서.성북시장,37_미아역.신일중고,38_수유시장.성신여대미아캠퍼스앞,39_수유역.강북구청,40_강북구청,41_수유중앙시장,42_대한병원,43_수유시장.성신여대미아캠퍼스앞,44_미아역.신일중고,45_도봉세무서.성북시장,46_미아사거리역,47_월곡뉴타운,48_길음뉴타운,49_미아리고개.미아리예술극장,50_돈암사거리.성신여대입구,51_삼선교.한성대학교,52_혜화동로터리.여운형활동터,53_명륜3가.성대입구,54_창경궁.서울대학교병원,55_창덕궁,56_안국역.종로경찰서.서울공예박물관,57_덕성여중고,58_사직동주민센터,59_사직단.어린이도서관,60_이대후문,61_세브란스병원앞,62_연세대앞,63_서대문우체국,64_연희104고지앞.구성산회관,65_성산2교,66_성산동,67_마포구청.성산자동차검사소,68_월드컵경기장남측.월드컵공원,69_월드컵경기장서측.문화비축기지,70_월드컵경기장북측,71_상암휴먼시아아파트,72_상암초등학교,73_상암DMC홍보관.YTN,74_누리꿈스퀘어.MBC,75_월드컵파크5단지.상암중고등학교입구,76_월드컵파크7단지,77_상암차고지(가상)
2022-03-25 04:00:00,0,0,2,1,0,3,0,0,0,1,4,10,10,10,6,8,5,9,5,4,5,7,3,0,6,7,7,3,7,10,11,15,18,19,18,18,18,17,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 05:00:00,0,0,0,1,2,2,3,0,0,1,9,10,11,9,8,8,7,6,4,5,6,6,7,4,6,5,9,10,11,11,10,12,13,14,14,15,13,13,4,1,3,7,6,8,6,11,10,11,11,9,13,12,11,0,8,0,0,9,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 06:00:00,0,0,0,2,1,4,3,0,2,2,6,10,12,13,14,15,14,13,12,10,11,10,11,4,7,9,8,5,4,6,5,4,3,3,5,4,3,2,2,3,6,6,10,13,18,18,20,26,24,27,28,26,21,26,23,22,20,21,17,15,12,13,7,11,9,10,8,5,4,3,2,2,1,2,2,0,0
2022-03-25 07:00:00,0,1,1,3,4,5,4,5,0,7,14,19,25,33,42,45,38,33,31,20,14,17,20,0,16,8,3,6,5,6,6,13,11,9,6,5,4,3,2,3,17,19,27,28,33,35,36,42,46,48,47,45,48,46,37,36,34,33,32,25,21,20,19,18,14,16,17,10,15,13,13,13,11,9,2,0,0
2022-03-25 08:00:00,2,1,3,4,5,10,6,9,9,9,15,20,26,31,38,41,39,38,36,29,24,42,40,38,32,15,10,10,7,9,12,9,14,13,18,15,9,5,2,3,18,20,32,40,42,67,65,66,62,65,67,65,63,55,48,39,36,36,36,28,23,22,21,24,22,26,35,35,22,34,35,32,20,9,1,0,0
2022-03-25 09:00:00,0,1,2,5,5,8,4,7,9,8,10,12,14,20,24,31,31,31,25,25,22,22,19,14,22,15,13,11,9,9,7,6,8,7,5,8,10,5,2,2,7,8,23,26,25,29,31,57,59,56,55,57,51,47,44,43,42,38,37,25,22,19,19,18,15,12,18,19,18,14,16,12,9,4,0,0,0
2022-03-25 10:00:00,0,2,0,4,4,6,5,0,5,7,9,13,14,18,18,20,24,26,20,14,14,14,15,12,13,12,9,9,9,9,10,9,10,8,11,12,10,9,7,2,6,8,10,7,11,14,13,12,15,17,20,38,39,19,33,34,29,35,35,22,15,10,8,8,6,8,5,5,6,1,6,3,4,0,0,0,0
2022-03-25 11:00:00,0,1,0,1,2,4,1,5,6,5,7,8,12,14,11,13,14,16,12,12,13,13,14,9,14,16,12,9,8,7,9,7,8,6,7,6,5,4,3,2,3,3,9,10,11,14,16,15,15,13,18,18,22,24,19,15,15,17,19,17,14,8,7,7,3,6,9,10,9,8,4,4,2,3,1,0,0
2022-03-25 12:00:00,0,1,2,1,5,8,4,3,10,7,10,10,12,14,13,14,16,18,20,16,19,19,16,10,14,13,13,11,9,9,9,7,8,6,9,7,6,7,5,3,5,1,14,16,15,19,21,21,20,15,20,20,19,23,22,22,23,18,20,17,12,12,12,12,13,12,7,6,6,5,4,2,1,1,0,0,0
2022-03-25 13:00:00,0,1,1,2,5,6,1,0,2,8,8,11,10,13,16,15,12,15,13,14,15,12,14,13,12,14,16,12,11,12,17,10,13,9,16,15,12,9,5,3,6,5,12,12,12,15,19,20,21,22,22,21,23,22,23,20,18,22,21,15,13,11,9,9,6,5,6,7,2,6,5,5,3,1,0,0,0
2022-03-25 14:00:00,0,0,2,4,5,6,5,4,6,7,11,13,10,11,10,10,14,17,19,17,19,19,18,19,20,17,17,13,15,18,15,16,9,8,7,6,6,5,2,3,5,5,9,10,9,13,15,16,21,13,24,21,18,18,17,17,18,20,21,24,25,21,19,16,11,11,8,6,5,4,3,3,3,2,0,0,0
2022-03-25 15:00:00,1,0,5,4,8,5,6,7,9,7,10,10,13,11,12,11,16,19,19,20,22,23,26,27,21,25,22,20,23,24,22,22,17,16,12,13,14,11,5,3,4,2,10,13,13,12,14,11,12,15,14,13,14,15,16,17,23,25,13,20,19,19,16,15,14,12,11,12,0,12,11,9,6,1,0,0,0
2022-03-25 16:00:00,0,2,3,5,7,8,11,11,7,10,13,12,13,15,14,24,28,31,30,30,24,30,35,36,35,34,33,30,29,26,25,25,27,24,21,19,26,17,7,6,3,2,6,7,8,12,16,20,17,16,15,15,16,19,22,27,29,36,40,40,35,26,21,21,17,16,9,9,5,6,6,4,5,2,1,0,0
2022-03-25 17:00:00,2,2,5,7,19,24,27,24,23,24,22,20,23,28,28,32,34,44,41,39,39,41,56,56,54,56,48,38,39,33,30,30,27,21,18,17,17,14,8,3,4,3,15,24,27,30,29,27,23,26,21,20,21,22,22,28,29,31,27,26,25,23,23,20,16,16,13,11,0,10,8,4,3,2,0,0,0
2022-03-25 18:00:00,1,2,8,15,25,26,23,21,22,24,25,24,29,26,29,32,32,35,36,36,38,38,49,49,56,53,48,40,39,42,44,36,35,32,28,24,21,19,10,7,3,4,10,10,5,14,14,17,14,10,11,11,15,20,26,25,35,48,45,43,35,35,32,30,20,14,11,9,8,7,6,4,4,3,1,0,0
2022-03-25 19:00:00,0,1,3,6,8,6,8,0,10,9,14,17,15,15,19,25,27,28,23,23,29,33,34,35,33,34,30,26,29,29,25,24,27,23,20,19,21,20,9,7,7,6,10,13,13,13,15,13,12,15,14,12,15,10,17,19,19,22,23,22,21,20,16,21,17,16,9,10,9,8,6,5,4,3,2,0,0
2022-03-25 20:00:00,0,0,1,3,5,6,7,0,5,5,6,7,5,5,8,10,9,10,9,11,13,18,20,17,17,18,18,15,19,19,18,18,16,18,12,11,9,6,5,7,5,4,5,3,5,5,8,7,5,8,6,5,9,6,10,9,11,17,19,14,14,13,12,13,10,11,7,5,4,0,2,4,4,3,2,0,0
2022-03-25 21:00:00,0,0,2,3,6,7,9,0,5,11,11,10,10,12,8,9,12,15,14,18,19,19,19,20,18,19,18,17,19,16,16,15,16,17,18,16,14,12,5,5,1,0,3,3,4,3,3,2,5,6,7,6,9,0,12,14,11,14,15,13,12,13,12,12,11,8,6,4,5,2,6,5,3,1,1,0,0
2022-03-25 22:00:00,0,0,1,2,4,4,0,0,5,7,6,11,12,11,10,15,17,21,11,24,22,26,25,15,26,28,26,26,27,24,25,22,19,16,17,14,11,9,2,1,3,1,0,2,0,3,4,6,9,9,9,11,17,0,17,18,11,23,24,25,19,17,11,18,12,10,5,7,5,3,6,4,1,3,0,0,0
2022-03-25 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,5,4,0,6,0,0,6,7,6,6,7,6,12,12,13,15,14,13,11,8,9,8,5,3,3,3,5,5,5,6,7,6,5,6,9,11,15,16,17,19,18,20,19,17,16,11,9,8,8,3,3,2,4,2,3,2,0,1,0,0,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,0,1,0,0,0,2,3,2,0,0,3,6,6,4,0,5,3,0,4,3,4,3,2,0,2,2,4,5,0,6,8,10,12,13,12,15,18,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,0,0,0,0,0,1,0,0,0,1,4,3,0,6,8,7,5,8,7,6,5,6,4,0,2,0,9,8,11,13,14,13,16,13,14,13,14,14,3,1,4,0,3,4,4,6,8,2,3,6,5,0,0,0,0,0,2,4,1,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,0,1,0,1,2,2,2,0,1,1,2,2,4,4,5,6,8,8,4,6,0,2,2,0,1,5,2,5,6,5,0,0,6,7,3,8,5,3,3,2,3,3,4,4,4,6,7,7,9,9,10,9,9,10,0,9,6,9,5,5,5,6,5,4,4,2,3,0,2,0,0,2,0,0,0,0,0
2022-03-26 07:00:00,0,4,3,1,2,3,4,0,0,0,4,0,5,3,6,8,4,4,6,5,4,6,5,0,3,4,0,4,0,5,2,0,2,4,0,0,3,3,1,2,5,6,7,7,8,9,8,9,6,11,13,16,17,17,16,14,9,15,14,6,6,5,3,2,5,4,4,4,0,3,0,5,3,2,0,0,0
2022-03-26 08:00:00,0,0,2,1,4,3,4,3,0,4,7,4,9,6,8,9,10,12,6,8,4,7,6,0,2,6,5,3,5,6,4,0,4,3,2,2,2,2,1,1,4,6,8,9,9,16,13,15,18,17,15,14,15,14,15,12,11,11,10,12,9,8,6,6,4,4,5,6,4,0,3,3,3,1,0,0,0
2022-03-26 09:00:00,0,0,2,2,3,5,1,0,3,5,6,7,6,7,7,8,8,8,11,10,8,9,6,10,9,5,9,8,7,8,8,9,8,7,6,0,4,3,1,1,8,7,14,16,19,19,19,20,19,19,17,9,16,19,17,13,12,8,9,8,6,7,5,9,8,8,8,7,6,3,3,3,1,1,0,0,0
2022-03-26 10:00:00,0,1,2,4,3,5,6,4,5,4,4,6,7,9,11,16,17,19,20,19,18,10,9,0,6,10,7,7,3,6,4,1,6,4,7,1,6,5,3,1,4,5,6,5,6,12,13,15,15,14,16,17,19,19,17,13,15,18,17,14,13,13,10,11,10,7,9,7,6,8,7,6,4,2,1,0,0
2022-03-26 11:00:00,0,0,2,2,3,3,4,4,5,2,7,7,6,7,8,10,11,19,19,21,21,18,15,13,16,19,17,12,9,7,8,7,7,5,7,9,8,2,0,5,8,8,11,13,12,24,21,16,16,15,17,16,18,19,19,18,17,14,12,12,9,7,8,9,10,10,5,8,7,4,5,6,4,2,1,0,0
2022-03-26 12:00:00,0,1,2,4,6,8,10,10,6,10,13,10,14,16,18,18,19,24,20,21,18,17,21,21,22,22,21,12,12,13,9,11,11,11,9,7,7,5,2,2,5,6,9,14,14,21,21,22,24,25,24,23,21,22,18,20,18,21,20,19,19,18,10,16,12,10,8,8,1,0,7,5,4,2,1,0,0
2022-03-26 13:00:00,0,3,2,6,8,9,4,7,11,11,12,12,13,19,22,24,25,28,26,25,22,22,21,12,19,16,17,11,12,12,22,17,17,14,11,10,9,8,4,5,8,7,9,14,19,15,18,22,23,27,28,30,28,28,26,28,24,20,20,17,16,13,13,9,7,6,4,3,2,1,7,2,5,2,0,0,0
2022-03-26 14:00:00,0,1,3,5,6,7,10,5,10,5,9,19,21,19,22,22,23,25,21,24,22,22,21,0,22,24,20,15,11,14,13,12,12,10,12,13,9,11,7,5,7,7,8,7,9,13,16,17,21,18,20,21,26,18,27,22,24,24,24,22,20,18,15,13,14,12,8,7,5,6,6,0,3,1,0,0,0
2022-03-26 15:00:00,1,1,3,1,3,4,5,6,7,8,9,8,9,13,15,19,21,25,21,22,22,24,25,23,25,24,22,19,22,21,18,19,22,17,12,6,8,6,4,3,4,5,9,8,8,9,12,16,16,17,19,16,21,19,19,17,16,25,26,22,19,18,16,13,9,4,9,9,2,8,7,5,5,3,1,0,0
2022-03-26 16:00:00,0,3,2,4,3,6,0,4,3,6,14,9,16,17,18,20,28,33,33,31,31,32,34,18,32,29,23,21,19,21,26,25,27,22,21,19,18,16,7,5,6,7,8,9,9,11,12,13,12,12,16,21,25,24,25,28,27,32,34,29,25,23,17,12,9,10,7,7,8,3,6,4,3,1,1,0,0
2022-03-26 17:00:00,1,0,1,4,6,8,11,7,7,13,16,16,17,19,19,23,23,24,23,28,34,34,39,32,38,35,32,26,31,32,28,23,25,27,20,21,15,15,10,8,5,2,9,8,9,12,9,12,12,12,14,14,19,22,26,20,23,24,24,19,17,24,22,21,12,10,7,6,0,5,6,5,3,1,1,0,0
2022-03-26 18:00:00,0,3,0,2,5,3,6,2,3,7,8,9,6,10,15,17,20,24,23,29,31,24,26,19,27,23,24,21,22,21,32,37,35,30,28,25,24,16,9,4,7,8,11,11,10,15,16,17,16,17,16,12,19,11,20,19,18,19,17,22,18,12,16,15,11,9,7,11,8,6,10,5,1,4,2,0,0
2022-03-26 19:00:00,0,0,1,2,4,0,3,0,2,4,7,5,6,7,0,6,10,3,9,14,17,35,20,0,35,36,35,31,27,26,27,19,18,19,16,14,13,12,7,5,3,1,11,7,9,13,6,4,10,9,7,8,13,8,11,12,13,14,8,13,12,15,16,15,13,10,7,6,5,6,4,1,0,1,0,0,0
2022-03-26 20:00:00,0,1,0,2,5,1,5,6,2,4,5,3,0,6,4,6,8,10,0,13,14,18,20,0,16,0,19,20,18,18,18,15,12,13,9,8,9,9,8,2,3,2,2,4,2,6,6,6,5,6,8,8,12,14,15,16,17,16,15,14,11,10,11,10,9,8,7,8,7,6,4,4,2,0,0,0,0
2022-03-26 21:00:00,0,0,0,1,2,3,0,0,0,2,5,4,3,7,8,10,13,9,12,16,12,16,18,19,18,19,13,18,21,22,18,17,22,16,12,0,11,10,6,4,3,0,3,2,6,6,5,7,6,12,11,6,12,4,11,12,13,15,18,14,13,12,11,11,10,8,3,4,0,3,5,4,4,2,3,0,0
2022-03-26 22:00:00,0,0,0,3,2,0,3,0,0,2,1,2,7,2,7,10,8,10,9,11,12,15,17,17,18,16,19,15,15,15,17,17,15,14,11,9,8,8,5,5,2,4,6,8,6,10,8,6,8,8,10,5,14,13,15,12,13,18,22,20,16,16,11,7,6,7,9,12,13,10,6,5,3,2,0,0,0
2022-03-26 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,7,5,8,7,8,9,12,14,14,12,10,7,12,11,0,8,6,5,4,3,6,7,5,5,7,8,6,10,12,11,16,17,14,18,24,22,20,21,18,18,17,16,14,11,4,5,3,1,2,1,2,0,0,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,0,0,2,2,0,1,1,0,2,3,3,4,6,5,0,0,4,3,0,3,0,0,0,0,0,2,4,5,6,9,12,10,12,12,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,1,1,0,1,0,0,0,0,1,2,3,4,4,5,7,5,0,1,3,4,3,1,0,2,0,0,0,1,6,8,10,8,7,9,9,8,10,3,1,2,0,3,2,3,4,2,2,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,0,0,0,1,1,0,0,0,0,0,2,1,2,4,4,5,6,7,2,3,0,6,0,0,5,4,3,5,0,4,0,1,2,4,3,3,4,4,1,1,2,0,3,0,3,6,3,0,4,6,5,6,5,8,7,6,5,3,0,2,4,4,3,5,3,0,3,0,0,0,2,0,2,1,0,0,0
2022-03-27 07:00:00,0,1,0,0,2,2,4,0,0,1,6,7,7,6,8,10,11,8,10,5,7,3,3,0,2,3,3,4,2,2,1,5,4,4,3,0,2,1,1,0,6,5,6,4,8,8,10,10,10,12,13,12,8,11,10,7,6,5,1,4,3,0,1,2,0,0,3,2,2,0,1,1,0,0,0,0,0
2022-03-27 08:00:00,0,0,3,4,5,3,2,3,4,6,6,5,5,7,9,10,9,9,8,7,8,9,6,0,8,9,8,4,7,6,7,4,6,5,3,2,0,0,1,3,4,5,6,4,7,6,9,6,10,11,11,9,10,9,11,10,8,6,4,4,3,4,5,6,5,4,3,2,0,0,1,0,1,0,0,0,0
2022-03-27 09:00:00,0,0,3,4,5,9,7,0,0,4,13,5,16,6,17,8,0,18,16,10,10,10,9,3,6,5,10,5,9,9,8,8,9,6,5,2,4,5,3,2,3,3,10,12,5,19,20,21,20,21,23,22,16,15,21,16,15,12,9,12,8,6,6,5,4,5,5,6,3,0,4,2,3,0,1,0,0
2022-03-27 10:00:00,1,0,1,2,0,2,3,0,0,0,8,9,13,14,8,9,10,11,14,14,15,11,7,8,6,6,5,7,4,6,5,6,7,8,5,4,3,3,4,1,4,0,6,8,10,16,18,26,25,23,21,19,21,14,17,15,14,11,10,8,9,8,8,8,7,7,7,6,1,2,7,6,3,2,1,0,0
2022-03-27 11:00:00,0,1,2,4,5,6,5,5,7,6,10,8,8,10,10,14,17,11,18,18,17,16,12,7,9,10,9,6,3,7,9,5,8,5,7,5,3,1,2,0,4,6,8,7,8,10,11,16,18,14,13,17,15,10,15,14,12,15,14,11,10,9,8,8,3,10,7,8,5,3,4,2,1,0,0,0,0
2022-03-27 12:00:00,1,2,4,3,7,10,3,2,8,6,11,13,12,15,19,25,24,33,34,28,29,24,24,10,22,22,16,10,10,11,10,14,12,8,10,6,4,5,4,3,10,11,17,18,20,24,21,23,21,23,25,21,25,24,25,25,25,28,14,23,19,18,16,15,14,13,11,12,9,6,6,5,2,5,0,0,0
2022-03-27 13:00:00,0,1,2,2,3,4,4,4,6,9,12,15,18,18,23,20,21,23,21,22,21,20,23,17,24,20,22,15,13,11,10,10,8,10,13,12,9,10,3,2,7,4,7,10,13,20,13,24,24,26,26,25,26,29,24,16,15,18,14,18,16,17,18,16,14,12,7,7,0,5,3,3,1,0,0,0,0
2022-03-27 14:00:00,0,1,2,6,8,9,11,5,12,14,17,21,14,23,27,27,17,25,14,29,28,30,25,15,23,23,19,17,16,17,15,11,9,7,10,8,6,8,4,3,6,7,9,9,10,19,21,27,27,25,27,28,31,22,28,22,19,24,28,25,21,15,18,17,13,13,8,6,0,7,6,5,4,3,1,0,0
2022-03-27 15:00:00,0,1,3,0,3,5,0,4,0,9,12,12,12,12,12,11,12,14,10,13,18,22,32,7,30,28,24,22,17,19,21,20,11,14,14,11,9,9,4,0,3,6,11,11,13,12,20,21,23,17,18,18,27,28,28,23,20,23,22,22,18,15,17,16,13,11,6,6,0,3,5,3,4,1,0,0,0
2022-03-27 16:00:00,0,0,1,2,1,4,7,0,6,10,12,13,12,13,11,15,15,16,17,15,20,27,29,19,16,27,26,20,17,25,23,21,17,16,15,16,19,15,5,5,5,1,9,9,6,13,14,13,14,18,17,18,17,20,19,24,22,26,28,18,18,19,19,18,15,11,8,9,4,5,7,3,5,2,0,0,0
2022-03-27 17:00:00,0,1,0,4,5,6,5,0,2,7,9,10,11,12,12,17,18,23,24,27,33,39,43,42,43,42,39,32,26,24,15,26,14,15,16,14,13,15,12,7,4,2,5,11,11,8,11,10,8,7,10,10,8,14,20,19,24,27,27,22,21,22,22,22,18,15,11,14,13,3,7,6,5,3,0,0,0
2022-03-27 18:00:00,0,1,3,4,3,6,7,8,6,8,11,10,9,10,11,13,9,10,12,14,16,21,26,17,28,17,30,24,21,23,20,18,21,21,13,13,10,11,5,3,5,6,8,7,10,12,9,11,11,18,17,16,8,5,11,17,21,28,30,25,21,22,19,15,13,15,16,14,15,14,14,7,5,2,2,0,0
2022-03-27 19:00:00,0,1,1,3,3,2,0,3,2,7,6,7,4,6,5,7,13,15,6,15,16,14,16,8,14,16,17,11,16,16,16,15,15,14,12,9,13,12,4,3,4,4,5,6,5,6,7,7,0,9,7,14,15,17,18,21,14,21,17,13,11,13,14,10,8,6,4,4,2,6,4,1,0,3,1,0,0
2022-03-27 20:00:00,0,0,2,0,5,0,2,0,6,3,6,7,4,6,7,12,13,7,13,13,15,16,17,14,8,16,15,15,23,20,17,18,14,12,11,9,7,9,3,2,3,0,8,7,7,7,7,10,9,5,7,9,12,12,14,14,8,13,12,13,10,8,8,9,8,5,3,2,0,1,0,4,0,2,1,0,0
2022-03-27 21:00:00,0,1,0,1,2,2,2,0,3,1,6,12,3,13,12,15,14,12,8,12,10,14,15,0,14,16,17,16,19,21,20,20,14,19,17,16,15,13,5,3,2,4,2,3,4,4,3,5,3,5,7,7,12,0,13,19,22,25,24,23,21,22,18,15,11,9,4,2,0,0,1,1,0,2,1,0,0
2022-03-27 22:00:00,0,0,1,0,1,3,0,0,0,3,3,0,5,6,7,10,11,9,12,10,0,11,13,0,11,9,15,16,17,13,17,18,16,8,12,11,9,8,3,2,2,1,2,1,1,3,1,2,0,3,0,0,7,8,6,9,0,15,3,14,10,12,10,7,7,5,2,0,0,0,0,0,0,0,0,0,0
2022-03-27 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,4,0,0,9,0,8,7,7,8,10,10,11,10,10,7,8,6,6,1,4,1,2,3,6,5,4,5,2,5,0,8,9,7,10,10,12,11,13,16,9,15,14,14,9,9,6,4,2,1,0,0,0,0,0,0,1,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,0,0,1,0,0,2,0,0,0,1,6,9,9,12,7,11,5,3,6,4,3,3,4,0,3,5,5,7,8,7,7,10,0,12,13,15,19,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,1,1,1,1,4,1,1,0,1,8,9,8,13,14,14,13,12,10,10,8,9,8,0,7,7,5,5,8,11,13,13,12,15,18,16,16,11,6,1,3,2,4,7,5,7,8,9,10,12,17,0,19,20,4,0,19,16,14,12,9,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,0,0,0,1,2,3,4,0,1,2,5,6,8,14,11,13,12,11,9,10,8,9,7,0,8,6,6,6,7,7,6,1,6,4,6,5,2,5,2,2,7,4,12,14,16,17,18,17,19,19,24,21,23,22,23,20,24,22,18,16,11,9,8,7,5,5,6,0,5,4,0,2,3,3,2,0,0
2022-03-28 07:00:00,0,3,2,3,4,5,6,7,3,5,13,16,20,32,25,29,29,33,26,22,18,16,13,12,10,11,8,7,5,8,6,7,5,4,4,3,2,3,2,3,17,21,33,36,37,50,55,55,53,46,46,47,41,48,37,37,33,34,34,24,19,13,16,14,15,15,16,16,10,15,18,17,13,10,4,2,0
2022-03-28 08:00:00,0,0,2,6,7,8,8,8,7,8,20,25,27,42,47,49,46,45,39,40,34,33,32,31,20,15,15,15,14,12,6,6,8,7,11,10,7,5,3,6,27,28,35,41,43,50,55,67,62,61,59,63,66,65,59,57,54,44,43,30,28,27,28,28,25,26,30,38,19,36,23,26,16,11,2,0,0
