Unnamed: 0,1_외발산동차고지(가상),2_외발산동기점,3_신월5동주민센터.신월중학교,4_신화중학교,5_강서구청소년상담복지센터,6_화곡역,7_화곡본동시장,8_한국폴리텍1.서울강서대학교,9_우장초등학교,10_강서구청.한국건강관리협회,11_하이웨이주유소.KC대학교,12_등촌중학교.한국임업진흥원,13_영일고등학교.강서도서관,14_아이파크아파트.백석중학교.실로암안과,15_등촌2동주민센터.등촌동대림아파트,16_대일고교.임광아파트.배광교회,17_용문사.시립화곡청소년센터,18_목동사거리,19_목동역.홍익병원,20_목동7단지,21_목동대학학원,22_오목교역.동신한방병원,23_관악고등학교,24_양평신동아아파트,25_교보앞,26_당산동진로아파트,27_김안과병원,28_영등포시장,29_영등포시장로터리방면,30_신길역,31_신길역1호선,32_신길새마을금고,33_대방역,34_현대아파트,35_KT동작지사,36_동작구청정문,37_동작구청.노량진초등학교앞,38_장성교회,39_동작문화복지센터.동작보건소,40_상도노빌리티아파트,41_상도시장,42_상도동중앙하이츠빌.상도전통시장,43_숭실대입구역,44_봉현초등학교,45_성현동동아아파트,46_봉원중학교.행운동우성아파트,47_봉천사거리.봉천중앙시장,48_봉천사거리,49_낙성대입구,50_행운동주민센터,51_봉천사거리.봉천중앙시장,52_봉원중학교.행운동우성아파트,53_관악푸르지오아파트,54_봉천고개.관악현대아파트,55_숭실대입구역,56_상도동중앙하이츠빌.상도전통시장,57_상도시장,58_상도노빌리티아파트,59_동작문화복지센터.동작보건소,60_청화병원,61_동작구청.노량진초등학교앞,62_노량진수산시장.CTS기독교TV,63_현대아파트.유한양행,64_대방역,65_신길새마을금고,66_신길역,67_영등포로터리,68_영등포시장입구,69_김안과병원,70_당산동진로아파트,71_양남동로타리,72_양평1동주민센터,73_관악고등학교,74_오목교역.동신한방병원,75_목동대학학원,76_목동7단지.종로학원,77_목동역.홍익병원,78_홍익병원목동관,79_목동사거리,80_영도중.강서고입구.기아양서대리점,81_목동시장.대일고교.배광교회,82_목동성원아파트,83_목3동주민센터.현대아이파크.실로암안과,84_목3동시장.강서도서관,85_등촌중학교백석초등학교,86_강서구청사거리.서울디지털대학교,87_강서구청.한국건강관리협회,88_우장초등학교,89_한국폴리텍1.서울강서대학교,90_화곡본동시장,91_화곡역,92_화곡푸르지오,93_신화중학교,94_신월5동주민센터.신월중학교,95_신월중학교입구,96_외발산신광명마을,97_강서면허시험장.메이필드호텔,98_외발산신광명마을,99_외발산동차고지(가상)
2022-03-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 04:00:00,0,1,2,3,5,6,9,9,3,12,11,13,16,13,17,19,22,24,26,26,21,23,11,21,20,17,11,8,4,4,5,2,4,0,3,0,0,0,6,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 05:00:00,0,0,2,2,2,3,2,4,6,5,1,2,9,10,12,13,13,13,11,7,10,8,0,9,6,10,9,4,9,6,6,6,5,5,0,4,4,5,4,0,8,3,0,9,11,7,5,2,2,6,6,7,8,10,8,10,11,12,10,6,8,8,9,5,11,12,4,9,1,8,6,5,5,6,7,6,0,0,5,0,6,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 06:00:00,0,0,2,3,5,2,3,5,4,4,2,0,5,4,4,5,6,10,8,9,5,6,5,4,6,5,6,3,4,4,5,3,2,3,0,6,5,5,5,6,5,4,4,3,2,5,3,0,1,2,3,4,6,6,4,4,5,6,9,10,9,11,11,0,8,10,9,8,7,3,0,2,2,2,3,0,1,2,0,1,2,3,5,12,13,11,5,0,3,3,2,1,0,2,2,1,0,0,0
2022-03-12 07:00:00,0,0,1,5,6,6,7,5,6,5,0,4,5,6,7,7,12,11,10,15,13,14,15,7,14,15,11,8,12,13,11,11,12,9,9,8,7,7,5,4,0,5,4,4,4,1,2,1,1,2,3,5,6,9,7,7,10,8,10,11,10,9,4,7,8,7,6,6,5,4,4,8,2,8,7,6,3,0,5,7,6,8,8,7,6,6,6,5,5,4,4,2,3,3,2,1,0,0,0
2022-03-12 08:00:00,0,3,7,7,10,9,10,13,14,13,13,14,10,10,12,12,14,18,18,19,15,15,14,13,11,9,7,8,9,10,11,13,14,15,14,16,16,10,14,14,13,13,12,8,5,5,1,0,0,1,5,8,12,13,15,16,18,16,12,12,11,11,13,16,17,18,15,16,11,10,8,8,7,6,6,6,9,10,8,7,6,9,9,11,10,6,5,8,9,6,5,5,4,4,3,2,1,0,0
2022-03-12 09:00:00,0,6,7,8,11,9,13,16,14,14,15,14,10,10,9,8,15,17,15,17,15,16,15,10,11,14,10,10,10,8,9,10,11,12,12,14,11,13,15,14,13,12,12,14,15,10,6,3,1,2,4,3,15,17,10,12,11,13,12,15,13,13,11,15,17,8,15,14,10,11,10,3,13,10,8,8,9,7,6,8,9,10,11,9,8,7,6,7,8,6,4,2,3,2,4,2,0,0,0
2022-03-12 10:00:00,0,2,5,7,10,12,11,12,10,13,12,11,13,12,13,14,15,16,14,11,12,11,10,12,12,14,13,10,11,9,8,10,9,9,7,10,8,8,10,14,15,18,19,17,16,13,9,4,4,7,4,5,5,9,8,14,5,15,13,12,16,16,2,16,16,16,13,11,12,11,8,12,12,9,13,14,15,12,13,11,15,17,22,21,18,17,11,12,11,9,7,5,3,0,1,0,0,0,0
2022-03-12 11:00:00,1,3,6,7,8,5,5,8,11,14,11,17,21,21,19,22,24,20,21,18,15,16,12,0,11,17,19,19,12,4,17,13,9,10,9,10,8,9,12,13,14,11,10,11,12,8,7,3,2,5,11,14,14,13,13,14,19,13,17,19,11,17,15,18,17,20,18,16,15,13,10,10,11,9,7,6,7,3,5,6,5,3,7,6,4,0,8,9,9,6,4,1,4,0,2,3,0,0,0
2022-03-12 12:00:00,1,4,5,7,8,8,8,11,11,13,13,13,15,20,21,23,30,29,25,22,24,20,19,17,18,18,17,14,21,22,21,23,23,20,9,13,0,15,17,20,18,14,18,18,18,12,8,4,2,4,7,12,16,17,9,14,17,22,22,24,24,25,24,24,24,24,20,14,9,10,10,11,11,9,9,11,15,13,13,13,13,11,12,16,14,13,9,8,13,11,11,10,8,8,6,2,1,0,0
2022-03-12 13:00:00,0,2,4,6,6,8,7,10,13,14,10,12,17,16,21,19,20,24,22,20,21,19,15,13,13,14,9,11,12,11,12,13,9,18,15,9,13,13,12,13,14,13,18,17,12,11,5,8,2,4,7,9,10,9,15,17,19,19,23,23,22,21,22,28,29,30,22,10,12,11,7,14,16,12,21,10,11,9,10,15,14,15,18,17,14,14,11,13,12,6,3,2,2,2,1,1,1,0,0
2022-03-12 14:00:00,0,3,5,6,9,9,9,12,11,13,14,9,14,17,16,20,22,22,21,20,21,21,21,18,18,22,18,18,18,20,19,15,14,14,8,14,12,12,12,14,16,21,26,16,16,15,8,2,2,3,11,14,16,18,9,12,13,12,13,13,12,12,14,14,17,18,15,13,14,9,11,12,13,13,13,24,25,18,19,21,19,16,14,15,17,14,15,14,11,9,8,6,4,2,1,0,0,0,0
2022-03-12 15:00:00,0,4,6,9,11,9,7,9,7,9,8,6,10,14,13,16,17,19,13,18,13,16,16,16,20,20,20,18,19,18,13,17,12,16,15,18,20,19,18,19,16,12,16,14,14,13,6,4,2,7,14,17,18,21,26,26,25,26,29,36,36,34,34,36,12,17,14,15,18,10,11,10,12,12,17,19,18,14,11,11,8,6,9,14,10,7,6,5,3,4,7,1,1,3,0,3,1,0,0
2022-03-12 16:00:00,0,5,7,10,11,8,9,11,11,13,12,13,14,19,23,25,22,24,24,19,16,13,12,13,14,15,14,16,18,18,20,21,24,26,0,26,25,23,20,16,14,13,11,11,9,6,5,2,3,7,8,16,18,19,16,17,18,17,20,20,20,20,23,25,35,32,27,22,18,19,17,19,20,18,20,20,25,24,25,20,19,17,17,17,17,17,13,11,8,7,7,7,5,2,1,3,0,0,0
2022-03-12 17:00:00,0,9,10,12,10,11,11,11,12,13,13,12,15,18,19,17,18,17,16,17,13,14,15,15,15,14,16,16,17,9,17,17,17,13,15,15,14,16,19,15,17,17,16,12,13,10,7,4,2,3,9,12,15,12,9,9,12,10,8,12,11,11,10,9,10,15,14,17,18,21,18,16,16,13,19,20,30,24,24,23,25,23,24,24,17,16,13,10,11,9,5,6,2,0,4,2,1,0,0
2022-03-12 18:00:00,1,3,6,8,8,9,10,9,8,9,11,12,17,17,16,21,24,21,16,15,13,13,16,12,16,15,16,20,31,30,26,26,25,24,16,31,33,26,24,26,23,18,14,9,7,5,3,3,7,12,18,18,17,17,16,16,7,13,12,14,16,14,10,10,9,12,11,13,16,17,16,18,18,12,17,18,23,21,20,17,16,15,17,17,15,11,7,10,8,9,10,11,4,2,1,0,0,0,0
2022-03-12 19:00:00,1,2,3,1,6,8,7,5,7,7,8,8,9,9,11,11,11,11,12,5,8,9,8,7,9,8,9,11,12,11,0,12,11,10,4,24,21,19,17,15,12,10,14,12,12,8,3,2,1,2,6,6,5,4,5,5,0,5,8,5,3,14,16,17,16,11,9,6,5,17,19,6,18,16,18,17,24,20,17,17,11,5,7,7,6,6,3,6,7,4,4,3,1,0,0,0,0,0,0
2022-03-12 20:00:00,0,3,4,3,3,5,4,5,6,6,6,6,10,8,7,2,3,3,3,7,11,12,6,11,3,13,6,19,20,6,19,17,11,9,12,17,16,17,18,16,16,15,13,12,8,5,1,4,2,6,9,10,9,9,6,7,6,5,8,4,9,10,11,12,7,7,5,6,9,6,5,5,9,10,16,14,14,12,11,12,9,12,11,7,6,3,3,4,2,4,3,2,1,1,0,0,0,0,0
2022-03-12 21:00:00,0,1,4,5,8,10,10,9,7,7,9,3,7,6,6,6,8,7,6,9,10,14,13,4,12,7,14,16,18,21,20,19,19,16,15,21,19,19,12,19,18,17,16,10,6,6,5,3,6,6,9,8,6,9,8,5,10,7,6,7,8,10,9,8,8,10,11,12,17,17,10,8,16,7,15,16,18,18,15,11,10,8,7,8,9,9,10,9,8,7,3,1,0,0,0,0,0,0,0
2022-03-12 22:00:00,0,2,3,2,3,5,8,8,9,12,12,5,10,8,9,7,6,7,7,9,8,12,12,9,10,7,9,9,12,9,11,13,12,13,13,21,21,22,23,21,18,15,16,15,14,10,5,5,5,4,7,8,7,6,6,6,4,6,5,6,5,10,0,7,5,8,11,10,10,7,11,11,13,16,25,30,28,25,24,22,19,14,9,8,0,4,5,6,5,6,4,3,3,2,0,0,0,0,0
2022-03-12 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,6,5,0,6,7,7,0,7,9,7,9,12,29,30,28,29,28,27,25,30,28,27,26,26,26,25,21,14,11,9,10,5,2,3,6,7,3,6,8,6,6,6,1,3,6,8,7,6,5,6,5,6,7,6,8,7,8,7,9,8,10,11,15,18,18,18,15,15,14,12,15,8,7,7,4,5,4,0,2,0,0,0,0
2022-03-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 04:00:00,0,0,2,1,1,2,3,3,2,3,3,0,5,3,6,0,4,6,5,0,4,0,7,2,1,6,5,4,4,3,3,4,0,0,0,0,3,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 05:00:00,0,1,0,1,2,1,4,3,4,5,4,6,7,9,10,5,12,12,9,8,5,3,5,0,2,4,6,4,1,3,4,3,3,2,0,3,0,0,0,4,3,2,3,4,5,3,2,1,2,3,3,4,8,5,8,5,10,8,11,10,0,8,7,8,8,9,8,1,7,0,6,7,0,3,0,0,6,5,7,7,8,9,0,7,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 06:00:00,0,0,1,2,3,1,2,4,4,3,3,0,4,3,4,7,10,8,7,6,4,5,4,2,4,3,5,5,3,0,4,2,1,3,0,4,3,4,3,0,4,3,3,1,2,1,1,0,0,0,1,1,1,0,0,6,7,0,1,8,0,7,3,4,2,5,1,3,0,8,0,7,4,3,3,2,0,2,3,0,1,1,3,3,0,2,0,5,6,4,2,0,1,1,0,0,0,0,0
2022-03-13 07:00:00,0,0,0,0,1,0,1,0,0,2,0,2,1,1,4,2,6,6,5,1,2,4,4,0,3,5,5,2,6,0,0,2,6,4,0,3,1,2,3,2,4,5,4,3,2,2,1,1,2,3,1,4,4,4,3,0,3,3,4,3,4,4,3,4,4,5,4,2,3,5,4,5,2,5,3,3,2,3,4,2,2,3,3,2,2,0,1,3,2,3,2,0,1,2,1,0,0,0,0
2022-03-13 08:00:00,0,0,2,3,1,4,4,5,3,4,5,4,6,5,8,9,5,9,7,9,6,7,8,9,9,6,5,7,5,5,6,6,5,2,0,4,4,4,3,2,0,2,2,0,3,2,1,1,0,2,3,3,6,7,5,8,8,7,8,8,7,4,4,0,5,0,6,0,5,0,2,3,5,2,3,1,3,2,4,4,5,4,5,3,2,3,0,3,3,2,4,0,3,2,1,0,0,0,0
2022-03-13 09:00:00,0,1,5,8,9,6,9,8,9,1,8,2,7,6,5,7,9,11,10,9,5,9,5,6,12,13,9,6,8,3,4,5,7,10,8,7,8,4,11,13,12,8,7,6,6,5,3,2,2,4,5,7,7,8,8,6,8,8,9,8,8,7,9,3,11,12,6,2,3,5,4,0,4,3,1,2,4,3,6,9,0,8,10,10,5,4,3,3,3,2,3,1,0,0,1,0,0,0,0
2022-03-13 10:00:00,0,4,4,8,8,5,8,6,5,6,4,5,5,6,9,13,15,14,12,11,10,9,6,10,9,11,8,6,7,8,7,9,8,8,7,7,9,8,12,11,9,10,12,10,10,13,10,6,3,4,2,7,12,11,7,8,4,3,6,8,8,10,11,12,12,12,7,5,3,2,4,5,6,4,4,5,7,8,6,7,5,5,7,8,7,2,3,4,3,3,4,3,2,0,1,1,0,0,0
2022-03-13 11:00:00,0,1,3,5,6,3,2,4,4,3,5,5,3,3,6,5,9,15,14,12,9,12,12,6,8,12,10,8,10,4,9,7,6,7,0,7,8,8,6,9,7,6,7,7,5,6,4,2,1,3,4,5,7,10,11,8,10,12,11,13,8,10,13,6,12,12,7,7,5,5,5,7,8,6,5,7,5,4,5,4,5,8,7,6,6,5,6,4,5,4,5,3,1,0,1,2,0,0,0
2022-03-13 12:00:00,2,4,5,8,6,5,9,12,11,16,4,16,12,11,12,14,15,12,11,10,11,12,13,11,13,12,10,6,9,8,7,7,6,7,7,11,0,9,10,12,11,11,12,10,9,7,5,2,2,4,10,11,12,12,11,12,10,10,10,11,9,11,11,0,13,14,13,6,8,9,9,8,9,8,14,15,14,13,11,12,11,11,10,11,5,10,14,15,15,13,6,7,6,1,0,0,0,0,0
2022-03-13 13:00:00,1,0,4,6,11,7,8,9,9,10,11,10,13,16,16,17,15,16,14,11,9,13,13,14,12,11,10,11,14,5,14,10,12,8,12,15,14,13,10,12,10,12,12,11,8,9,3,3,3,5,6,5,7,8,11,8,14,10,13,14,13,19,19,17,19,22,20,12,12,12,10,11,11,9,13,11,10,6,8,9,10,9,11,13,11,9,9,8,6,8,6,2,1,1,2,1,0,0,0
2022-03-13 14:00:00,0,2,5,6,8,8,9,9,11,13,10,10,14,13,19,15,19,19,17,15,15,18,9,0,10,21,18,17,17,16,10,13,10,12,12,13,10,13,12,12,13,10,11,11,9,9,7,3,1,1,3,6,10,9,9,10,11,13,3,18,17,20,21,21,19,22,14,11,10,10,12,13,11,12,14,15,21,18,17,15,13,17,16,12,8,9,7,6,6,4,6,5,4,3,0,1,0,0,0
2022-03-13 15:00:00,0,3,7,8,7,7,4,8,6,8,10,5,7,7,10,11,11,12,12,13,12,10,9,10,8,10,9,7,10,7,12,10,8,8,6,11,11,14,13,12,11,13,10,9,7,8,4,2,2,5,10,10,14,11,12,13,16,14,13,16,13,14,18,17,16,17,14,11,11,7,10,11,10,13,15,16,13,11,7,9,12,11,10,11,11,7,7,7,6,3,3,4,0,0,0,1,0,0,0
2022-03-13 16:00:00,0,3,3,4,5,6,10,11,8,8,7,10,7,5,6,7,9,12,11,10,14,17,19,17,17,13,15,14,13,13,0,11,10,8,0,9,5,6,8,6,5,2,7,8,5,6,7,4,4,5,12,13,11,10,10,11,10,9,12,11,12,10,4,9,11,10,7,10,12,10,12,12,7,12,17,18,18,17,18,18,17,14,11,18,14,12,7,10,9,7,5,3,2,2,1,0,0,0,0
2022-03-13 17:00:00,0,2,2,5,3,3,5,5,4,8,10,9,9,8,9,10,12,15,6,11,8,11,8,11,13,14,16,20,24,18,23,22,22,16,13,19,18,17,16,17,16,13,13,10,10,9,8,4,2,3,14,13,14,13,12,11,12,13,14,11,0,9,9,8,10,8,0,9,6,7,8,8,9,10,11,11,16,16,11,10,9,10,9,8,6,6,5,4,5,4,3,2,1,1,0,0,0,0,0
2022-03-13 18:00:00,0,2,4,5,3,3,6,8,6,7,8,7,9,7,9,8,10,12,13,11,7,7,8,0,9,5,9,15,17,18,19,20,19,16,16,17,17,16,13,9,12,10,8,6,5,3,2,5,3,4,9,10,6,5,7,5,5,9,7,9,8,9,8,11,10,11,10,16,24,23,22,19,16,14,14,14,16,15,13,12,10,13,12,17,18,20,14,13,12,6,5,3,2,0,4,0,0,0,0
2022-03-13 19:00:00,0,1,1,0,2,6,9,10,9,5,7,3,7,6,6,4,7,7,5,4,4,8,3,8,8,7,8,8,11,12,11,11,6,6,3,12,8,10,10,12,10,9,7,4,8,7,4,4,3,4,8,7,6,6,6,4,1,5,5,9,0,8,6,1,12,12,10,11,10,10,11,11,11,12,15,16,21,14,19,17,15,13,11,9,9,7,6,10,8,5,6,4,1,0,0,0,0,0,0
2022-03-13 20:00:00,0,2,3,3,3,5,5,5,3,6,6,7,6,6,5,3,3,4,6,2,7,8,7,4,6,6,9,13,14,13,13,11,9,12,4,18,15,14,14,15,10,10,6,7,5,3,6,5,1,1,5,4,4,3,4,4,0,5,3,8,7,7,3,4,4,5,6,8,12,6,0,5,0,11,18,19,19,15,13,7,11,10,6,8,3,2,1,5,7,3,2,2,0,1,0,0,0,0,0
2022-03-13 21:00:00,0,1,0,3,2,6,10,10,6,9,8,5,8,2,1,8,7,9,6,7,9,10,8,5,6,7,10,14,15,16,14,13,11,10,7,13,12,10,13,13,11,9,10,5,4,3,1,1,6,3,5,0,6,3,7,2,6,4,4,2,0,9,10,8,5,8,8,10,12,8,11,12,7,10,17,18,22,21,18,15,11,11,8,10,7,9,8,6,3,3,4,3,2,3,1,0,0,0,0
2022-03-13 22:00:00,0,1,2,0,3,5,2,3,4,7,4,0,6,6,6,3,5,5,3,4,6,7,6,5,4,0,5,6,7,8,6,7,7,8,0,9,9,6,7,9,6,4,3,4,2,2,3,2,4,2,7,0,7,2,3,6,5,6,3,6,0,8,6,7,7,8,7,6,11,13,0,12,9,11,13,14,18,15,13,7,4,7,6,8,6,5,5,4,5,3,4,2,1,4,1,0,0,0,0
2022-03-13 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,6,11,0,8,10,9,10,6,11,9,4,7,4,6,5,7,5,3,2,3,1,0,3,6,9,7,6,5,6,9,7,6,6,2,5,0,0,0,9,10,6,5,8,3,4,4,7,9,10,12,10,12,10,11,10,6,8,8,7,10,8,4,4,4,2,2,1,0,0,0,0,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,0,1,5,5,7,11,19,21,9,27,27,27,31,32,31,34,32,34,32,25,24,26,17,19,19,15,11,9,10,7,9,7,6,4,3,4,3,0,5,6,7,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,0,1,4,5,4,5,4,6,9,10,3,0,6,8,10,11,13,11,8,8,6,7,8,9,10,8,9,6,10,8,5,9,0,10,4,6,2,2,5,3,5,4,3,6,12,7,4,2,1,6,8,9,11,12,13,14,9,16,17,19,22,18,18,20,20,21,15,13,14,15,13,3,9,8,0,0,6,4,5,7,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 06:00:00,0,0,4,6,7,3,4,5,5,6,7,6,8,7,10,12,16,10,9,7,9,9,11,3,10,9,10,10,11,7,6,6,3,4,2,3,2,5,5,5,6,5,5,5,3,2,4,2,0,2,4,3,7,10,10,11,11,5,4,13,12,9,9,6,10,12,10,7,5,4,5,3,5,6,7,9,7,5,6,8,8,10,11,9,10,6,7,9,9,7,5,3,2,3,1,1,0,0,0
2022-03-14 07:00:00,0,1,17,25,27,14,16,15,13,14,14,13,15,15,18,19,31,34,20,20,18,22,21,22,25,25,20,18,16,12,15,16,11,10,11,11,9,6,9,3,7,9,7,10,10,12,7,1,1,5,9,9,17,20,18,24,25,27,30,33,27,22,23,22,19,18,16,14,17,15,14,12,14,13,12,15,21,22,25,25,23,24,19,18,16,12,13,17,22,20,16,13,12,9,8,5,2,1,0
2022-03-14 08:00:00,0,3,24,39,34,14,21,23,20,22,25,26,24,29,32,37,48,53,41,40,37,38,27,19,18,18,18,14,19,20,20,24,23,22,21,23,21,18,16,19,19,19,15,13,14,14,8,3,5,9,12,13,17,20,18,22,26,25,27,32,31,27,37,39,42,35,29,26,20,15,13,11,15,17,19,19,17,16,19,20,19,21,23,22,20,14,12,14,21,33,32,25,8,7,6,4,2,0,0
2022-03-14 09:00:00,0,4,12,18,18,14,14,13,10,12,14,16,17,21,22,24,32,33,26,25,24,25,24,20,18,19,16,14,17,8,10,15,9,11,6,13,7,10,13,10,11,12,10,11,8,7,4,3,2,6,5,10,11,11,11,11,14,12,12,14,12,14,14,13,14,18,17,16,15,13,10,4,12,13,11,8,14,14,18,21,22,19,22,15,13,12,11,10,12,9,8,3,7,6,4,2,0,0,0
2022-03-14 10:00:00,0,5,7,8,7,8,8,7,9,13,16,17,19,19,18,20,21,20,17,15,12,13,9,14,17,18,14,11,15,17,15,14,13,11,13,16,14,7,13,14,16,10,10,6,6,5,2,3,1,4,5,8,10,11,14,15,14,13,14,17,15,14,13,12,13,14,12,10,7,7,6,6,7,8,8,8,8,7,8,9,7,8,10,11,12,9,6,6,7,4,6,4,0,3,3,1,1,0,0
2022-03-14 11:00:00,1,3,5,5,6,6,6,6,6,10,10,10,11,15,16,17,17,19,16,12,11,12,11,10,11,12,12,13,14,5,13,13,14,13,14,17,17,18,16,17,18,13,8,7,8,4,4,2,2,5,8,8,9,8,7,10,6,12,7,7,8,7,9,10,9,11,11,10,10,8,7,6,5,6,8,9,10,9,9,8,8,8,8,9,7,6,6,10,10,9,5,1,4,3,3,1,0,0,0
