Unnamed: 0,1_개화역광역환승센터,2_개화역1번출구.개화검문소,3_개화119안전센터,4_방화중학교,5_송정역,6_공항중학교.마곡엠밸리9단지,7_마곡엠밸리5단지,8_신방화5번출구,9_마곡엠밸리6.7단지.마곡중학교,10_마곡나루역,11_마곡나루역5번출구.서울식물원,12_마곡역(가로변),13_마곡동로사거리,14_발산역,15_등촌3동천주교회,16_등촌주공6단지앞,17_강서구올림픽체육센터,18_등촌9단지SBS공개홀,19_가양4.5단지상가앞,20_가양도시개발5단지아파트,21_가양초등학교,22_강서소방서.이마트.증미역,23_가양도시개발9단지.세현고등학교,24_가양7단지상가앞,25_강서구청별관,26_가양역.마포중고등학교,27_경복비즈니스고등학교,28_강서구청.한국건강관리협회,29_우장초등학교,30_우장산파크빌,31_우장산휴먼빌아파트,32_우장산동주민센터,33_양서1단지우장산아이파크이편한세상,34_우장산역,35_명덕고등학교.서울스타병원,36_발산역.우장산힐스테이트,37_발산역3번출구,38_서울호서전문학교.등촌주공3단지아파트,39_서울강서우체국,40_양천향교역.휴먼빌아파트,41_가양한강타운아파트,42_가양2단지성지아파트.동양고등학교,43_한보구암마을아파트,44_서울서진학교.우체국앞.허준박물관,45_가양도시개발4단지아파트,46_가양4.5단지상가앞,47_등촌주공9단지,48_강서구올림픽체육센터,49_등촌주공6단지,50_등현초등학교,51_등촌3동5단지아파트.등촌고등학교,52_등촌동부영아파트,53_서울호서전문학교.등촌주공3단지아파트,54_발산역2번출구,55_발산역9번출구,56_마곡동로사거리,57_마곡역,58_마곡나루역1번출구.웰튼병원,59_마곡엠밸리7단지(712동),60_신방화역4번출구.마곡중학교,61_신방화역7번출구,62_공항중학교,63_공항중학교,64_송정역,65_롯데몰.김포공항역,66_방화동도시개발11단지,67_개화119안전센터,68_개화역광역환승센터,69_강서공영차고지(종점가상)
2022-03-05 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,0,0,0,1,1,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,1,0,0,2,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,0,0,1,2,3,0,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,3,1,1,2,4,2,4,3,2,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,2,1,0,0,1,0,2,3,2,1,0,0,0
2022-03-05 07:00:00,0,0,1,2,2,1,0,2,2,1,3,0,2,1,0,0,0,0,0,1,0,1,1,3,3,5,2,5,7,9,8,7,5,3,2,3,2,0,0,0,0,1,0,0,0,2,1,0,3,0,2,4,2,2,1,3,2,2,2,1,2,1,1,1,2,1,0,0,0
2022-03-05 08:00:00,0,2,0,5,6,5,6,8,9,5,8,7,8,6,2,1,0,0,0,1,0,1,1,4,8,8,7,6,6,12,17,17,12,10,10,9,10,7,6,5,3,3,2,2,1,2,0,0,1,3,2,5,2,5,3,3,4,2,2,3,2,3,1,2,1,1,0,0,0
2022-03-05 09:00:00,0,2,0,3,3,3,3,4,3,5,8,5,6,2,1,0,0,2,1,2,2,2,3,3,5,6,7,8,9,17,18,17,14,12,10,9,6,7,0,9,4,6,3,4,2,1,3,2,3,2,4,8,7,5,7,6,7,4,3,2,2,1,0,0,0,0,1,0,0
2022-03-05 10:00:00,0,0,0,3,2,2,4,3,5,8,9,8,4,4,2,4,0,3,1,1,0,3,4,5,7,11,10,10,11,10,12,12,10,11,11,6,7,8,7,5,4,3,2,2,3,1,3,0,0,1,4,12,5,10,13,13,15,7,3,4,4,0,1,2,1,0,0,0,0
2022-03-05 11:00:00,0,1,0,4,3,3,3,8,10,6,12,11,7,4,3,4,0,3,4,3,0,7,5,1,8,12,11,10,10,12,14,16,13,16,15,13,5,5,4,5,3,3,4,3,4,3,1,0,2,2,3,6,4,5,8,9,8,5,2,4,1,0,1,2,3,1,1,0,0
2022-03-05 12:00:00,0,2,0,3,3,5,6,4,6,7,11,10,8,8,6,3,6,5,2,4,3,2,3,5,6,7,6,9,10,13,14,15,9,11,11,9,10,10,9,7,1,5,4,2,3,2,1,3,0,5,5,7,8,8,15,17,21,8,7,4,3,4,2,2,0,0,0,0,0
2022-03-05 13:00:00,0,0,0,3,0,4,1,7,7,6,5,4,5,4,2,0,2,3,0,2,3,3,5,9,13,9,7,9,11,14,16,19,18,18,19,19,10,9,10,11,8,5,5,6,4,3,2,1,3,3,8,10,6,8,12,12,14,8,7,5,3,2,3,1,3,2,1,0,0
2022-03-05 14:00:00,0,1,0,1,1,4,0,7,10,12,13,11,12,6,5,0,6,5,3,4,4,2,1,4,5,9,3,7,12,13,15,14,11,11,8,7,11,10,9,6,4,5,0,3,2,4,3,0,2,3,3,7,8,10,11,8,14,8,7,5,3,2,4,2,3,1,2,0,0
2022-03-05 15:00:00,0,3,0,5,3,8,4,6,12,11,10,13,13,10,11,0,5,8,5,3,0,2,3,4,8,12,14,14,17,21,17,15,13,14,8,7,12,11,9,10,6,6,4,4,1,1,0,0,0,0,2,0,1,5,5,7,8,6,8,7,7,4,0,2,3,2,0,0,0
2022-03-05 16:00:00,1,2,0,4,10,11,3,11,12,13,15,15,10,8,9,8,3,5,3,2,1,2,4,2,1,7,7,7,8,11,12,12,11,11,12,6,10,9,7,8,6,5,4,3,3,2,2,3,5,2,7,9,0,12,17,14,14,15,14,10,5,3,0,2,0,0,0,0,0
2022-03-05 17:00:00,3,2,0,3,4,5,7,8,10,9,14,12,12,7,5,4,3,0,2,3,3,1,0,10,14,16,0,12,14,13,16,15,13,11,11,12,11,6,10,9,5,8,7,6,4,6,9,0,2,2,3,4,0,14,15,12,11,8,10,8,4,0,4,3,2,0,0,0,0
2022-03-05 18:00:00,1,1,0,0,5,5,4,6,6,8,15,9,10,6,5,4,3,0,0,2,0,2,2,3,4,9,10,9,10,7,7,11,7,13,15,17,13,14,9,14,8,3,2,0,1,0,1,0,3,2,4,3,5,7,7,7,14,9,6,5,3,0,1,2,0,0,0,0,0
2022-03-05 19:00:00,0,0,0,2,5,8,1,3,4,6,7,6,6,5,5,1,2,4,1,3,0,1,1,2,1,9,4,5,4,3,3,4,1,5,6,3,7,6,7,7,5,3,0,2,0,1,0,0,1,0,1,2,2,2,7,8,9,9,6,6,4,2,3,0,0,0,0,0,0
2022-03-05 20:00:00,0,2,0,2,3,0,0,2,2,3,4,1,6,3,3,4,2,1,3,3,2,1,3,1,3,8,3,7,5,3,2,3,3,0,7,0,10,7,7,5,4,2,1,7,6,0,0,1,0,1,0,4,0,0,7,7,7,4,2,1,3,0,0,2,2,1,0,0,0
2022-03-05 21:00:00,2,1,2,3,0,2,1,0,0,0,2,0,1,2,3,1,0,0,0,2,0,3,2,4,4,5,0,3,5,2,4,1,5,7,7,7,10,11,8,4,3,3,0,1,2,1,0,0,0,0,1,4,0,11,4,13,11,11,6,5,2,0,0,2,1,0,0,0,0
2022-03-05 22:00:00,0,1,0,2,0,0,0,2,0,3,0,2,1,2,0,0,0,0,0,0,0,3,1,1,1,10,7,6,4,3,3,1,1,5,4,5,9,8,0,5,3,2,1,0,1,1,0,0,1,0,2,2,0,2,7,9,0,6,3,3,4,2,2,1,1,0,0,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,12,0,1,8,3,1,0,0,0,0,0,0,0,0,0,0,1,2,10,12,8,9,7,3,2,1,1,0,1,0,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,1,1,2,1,0,2,3,4,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,3,4,0,3,0,2,1,3,5,4,3,2,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 07:00:00,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1,0,2,1,4,2,2,1,1,2,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,2,1,0,2,0,1,0,0,0,0,0
2022-03-06 08:00:00,0,0,0,3,0,0,0,1,2,2,2,2,0,2,1,1,0,1,0,0,0,0,0,1,4,4,4,3,5,5,8,4,3,4,3,5,4,4,3,4,3,1,0,0,2,2,3,2,0,0,3,3,3,2,4,0,3,2,3,5,4,0,0,3,1,1,0,0,0
2022-03-06 09:00:00,0,0,0,1,3,1,1,2,3,3,5,4,2,1,0,0,0,0,0,0,1,0,1,3,4,6,5,3,4,5,6,5,5,8,9,8,6,4,3,2,1,2,0,1,0,1,2,0,0,0,3,1,1,4,3,2,4,2,3,2,1,0,0,0,1,0,1,0,0
2022-03-06 10:00:00,1,2,0,3,3,5,3,2,0,2,4,3,0,3,2,1,0,2,1,0,1,1,1,1,4,7,5,5,8,9,10,8,7,7,6,4,3,0,2,1,1,2,1,0,1,0,3,3,2,2,4,4,3,0,5,4,4,2,4,3,4,2,1,1,0,0,0,0,0
2022-03-06 11:00:00,0,0,0,2,2,3,0,5,7,4,5,8,7,4,1,0,2,0,0,0,0,1,3,3,4,2,3,4,6,13,13,12,11,7,8,7,4,2,1,0,0,0,2,0,1,2,0,2,0,0,3,5,6,4,5,2,4,6,0,0,4,0,3,1,4,0,0,0,0
2022-03-06 12:00:00,0,1,0,3,4,3,4,3,4,5,5,5,5,2,1,0,0,0,0,1,2,2,4,6,7,6,7,6,10,13,14,13,8,7,6,5,3,4,3,1,2,0,3,2,1,0,2,0,1,0,5,6,7,6,6,6,7,3,4,5,4,3,0,3,1,0,0,0,0
2022-03-06 13:00:00,0,3,1,1,0,1,0,4,9,11,14,0,4,2,1,0,1,2,0,0,1,3,4,5,6,7,7,6,9,13,17,15,14,19,19,20,9,7,2,8,8,5,6,4,1,3,3,4,3,2,3,0,4,2,7,8,4,3,1,2,2,4,5,0,1,0,0,0,0
2022-03-06 14:00:00,0,3,0,2,2,1,0,3,7,10,12,12,7,3,1,0,0,0,0,0,1,1,2,0,3,7,6,5,9,10,14,12,9,11,9,5,3,1,0,0,1,0,2,1,0,0,0,2,2,0,3,2,3,4,6,6,9,2,2,5,4,0,0,4,0,0,0,0,0
2022-03-06 15:00:00,0,2,4,1,4,3,4,7,8,10,11,9,10,4,3,0,0,0,2,0,2,3,4,0,5,10,11,11,15,16,12,14,12,11,6,8,10,10,0,8,3,5,6,5,4,3,0,1,2,1,2,3,4,8,9,5,8,8,4,0,3,3,1,2,2,0,0,0,0
2022-03-06 16:00:00,0,4,2,4,5,0,4,5,2,6,9,3,4,3,1,3,0,0,2,0,0,4,5,4,0,8,0,7,8,7,8,7,3,5,5,5,9,0,3,6,3,0,4,3,4,3,0,2,4,4,5,3,2,3,7,2,9,6,3,2,3,0,1,0,1,0,0,0,0
2022-03-06 17:00:00,1,2,4,5,3,4,5,7,7,7,12,8,12,9,7,3,0,0,4,2,1,4,1,3,5,9,12,7,9,11,10,9,6,7,6,5,5,0,3,7,4,3,0,2,0,2,0,0,0,3,4,4,7,11,9,10,9,8,4,3,3,4,2,2,1,0,0,0,0
2022-03-06 18:00:00,1,2,1,3,2,3,4,5,7,6,8,0,6,3,3,2,1,2,1,0,1,4,6,5,0,14,16,10,4,7,6,7,3,6,7,6,9,8,0,6,4,2,1,0,1,1,1,0,2,3,5,5,6,7,11,12,13,4,0,3,2,2,0,2,1,0,0,0,0
2022-03-06 19:00:00,0,1,0,2,1,2,0,3,2,7,0,0,6,2,2,0,0,0,1,0,0,2,1,0,1,5,0,4,5,5,5,4,3,5,3,3,5,0,7,7,5,4,3,0,1,0,3,0,0,4,2,5,6,5,4,5,7,7,5,2,3,3,1,0,0,0,0,0,0
2022-03-06 20:00:00,0,0,0,1,1,0,0,0,1,3,5,0,4,3,2,2,1,0,0,1,0,1,1,3,3,8,7,6,7,4,6,0,2,3,1,2,3,0,1,0,1,2,0,3,0,3,0,0,0,0,1,0,0,3,5,6,9,4,4,3,3,2,1,0,0,0,0,0,0
2022-03-06 21:00:00,1,3,0,1,4,0,0,0,2,3,1,0,4,4,2,0,0,0,0,0,0,2,4,0,0,6,8,4,3,4,3,1,3,3,3,2,6,4,0,7,5,4,4,3,1,0,0,1,0,0,0,2,0,4,7,8,4,13,11,7,5,3,1,1,0,0,0,0,0
2022-03-06 22:00:00,0,0,0,1,0,0,0,0,1,0,2,0,1,2,0,0,0,0,0,0,0,3,0,0,0,11,0,6,7,7,5,3,2,4,0,5,8,5,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,4,5,3,4,3,2,1,3,2,0,0,0,0,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,2,1,0,0,0,0,0,3,5,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,4,2,2,1,1,0,0,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,0,2,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,0,0,1,2,1,0,3,2,0,3,2,1,0,1,1,0,0,0,1,0,1,2,1,2,2,1,2,2,4,6,5,4,4,4,5,10,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,0,2,0,4,3,3,0,3,3,1,2,1,1,1,1,2,0,0,0,2,1,0,2,2,1,2,0,1,3,4,8,4,5,4,4,3,1,10,4,3,1,3,4,2,1,1,0,1,2,0,3,4,4,3,6,0,3,3,2,3,4,2,1,0,0,2,0,0,0
2022-03-07 07:00:00,0,1,1,4,6,7,7,10,13,12,14,11,8,4,2,2,0,1,3,2,1,2,4,6,7,8,4,5,15,22,24,24,15,15,13,13,17,15,14,19,17,10,9,8,7,6,2,7,2,6,4,14,16,10,8,6,12,3,2,2,3,2,2,1,1,0,0,0,0
2022-03-07 08:00:00,0,3,3,8,4,10,7,11,17,19,37,28,8,4,3,5,4,3,0,3,2,2,4,6,11,17,15,12,23,33,34,35,28,32,36,31,32,19,15,10,8,8,5,5,7,6,8,7,8,9,12,21,23,22,27,14,14,5,2,4,3,0,2,2,2,1,1,0,0
2022-03-07 09:00:00,0,2,0,3,4,5,7,6,9,10,14,10,7,4,5,4,0,3,2,0,1,2,2,6,4,7,6,8,14,19,22,20,14,15,13,10,7,7,3,5,2,4,5,0,4,2,4,5,3,2,6,8,8,3,11,9,12,4,3,1,0,0,0,0,0,0,0,0,0
2022-03-07 10:00:00,0,1,0,2,4,5,3,6,7,6,11,9,6,5,2,1,3,0,1,2,1,2,4,5,6,7,6,8,7,7,7,5,6,6,5,5,7,6,4,3,2,2,2,1,4,4,5,2,4,0,5,5,5,4,3,4,4,2,2,0,1,1,0,1,1,2,0,0,0
2022-03-07 11:00:00,0,2,1,1,3,2,3,5,7,9,8,7,5,7,5,4,2,3,3,2,1,2,3,4,5,5,4,6,8,12,9,11,8,10,9,8,9,3,8,5,4,4,1,2,1,1,1,0,1,2,4,6,2,4,5,8,7,5,2,1,0,0,0,1,0,0,0,0,0
2022-03-07 12:00:00,0,1,0,3,2,9,10,13,11,10,9,8,7,4,3,0,0,0,2,1,1,2,1,4,8,8,7,7,8,10,11,9,6,8,9,9,9,8,9,7,6,4,3,2,0,2,1,1,3,1,2,5,4,3,5,6,4,2,2,1,3,0,2,2,0,1,0,0,0
2022-03-07 13:00:00,1,3,0,5,5,6,5,6,8,9,10,9,9,9,7,2,4,3,1,2,1,1,3,5,8,8,9,7,13,15,12,13,11,16,16,18,14,12,8,8,7,6,5,2,0,1,2,0,2,0,4,5,5,5,5,7,5,5,4,3,2,0,3,2,0,0,0,0,0
2022-03-07 14:00:00,1,1,2,2,4,5,3,6,8,8,12,10,9,4,3,6,5,0,1,4,0,1,2,4,6,9,7,8,13,12,13,12,10,12,9,8,7,5,8,6,4,2,4,3,3,5,6,5,8,2,2,8,6,6,10,10,11,7,6,4,2,2,4,4,3,2,0,0,0
2022-03-07 15:00:00,0,2,0,2,2,3,2,6,8,9,14,13,13,10,4,7,10,3,8,7,3,3,2,1,4,11,11,11,13,13,19,20,14,13,15,13,9,10,9,9,10,8,7,5,3,4,5,6,5,3,14,15,6,6,16,10,17,12,9,6,5,4,3,4,2,0,0,0,0
2022-03-07 16:00:00,0,1,0,4,5,6,2,8,11,14,16,16,13,9,7,8,9,7,6,7,6,5,6,7,10,10,10,10,12,13,13,11,7,8,10,9,12,13,12,10,4,4,6,4,5,6,6,6,7,4,7,9,7,9,16,16,19,16,9,5,2,4,1,2,2,1,0,0,0
2022-03-07 17:00:00,1,3,5,6,3,4,4,4,5,8,13,9,10,8,6,6,5,4,2,3,2,3,11,14,18,22,23,16,13,14,13,10,9,11,15,10,13,16,15,17,7,5,6,5,4,3,4,5,5,7,10,12,7,15,17,21,25,14,12,6,4,3,2,3,1,0,0,0,0
2022-03-07 18:00:00,1,3,0,8,8,7,0,9,9,13,19,16,14,9,8,7,5,4,7,4,2,4,12,26,30,42,39,27,18,15,17,16,12,15,12,12,13,13,0,9,4,5,5,1,2,3,3,0,3,2,3,7,7,8,15,33,31,19,17,15,12,3,11,9,2,0,0,0,0
2022-03-07 19:00:00,0,0,0,3,5,4,3,5,5,8,12,9,10,8,6,6,5,4,3,2,3,4,3,5,8,14,8,11,11,11,9,9,7,7,6,8,10,11,10,8,5,5,1,4,2,2,3,0,1,2,0,1,4,5,11,20,23,16,15,13,10,6,1,2,2,0,0,0,0
2022-03-07 20:00:00,0,2,4,1,2,3,3,4,3,7,8,6,6,4,4,0,0,3,1,1,0,1,1,4,6,12,6,9,10,10,14,10,7,3,3,3,8,0,0,11,6,3,4,3,0,0,0,1,2,0,3,2,3,7,11,13,14,9,3,8,5,1,3,1,2,0,0,0,0
2022-03-07 21:00:00,0,0,0,2,3,0,0,5,6,6,7,6,5,5,5,3,2,1,0,4,2,1,2,2,5,14,13,10,8,7,5,6,5,3,5,5,7,6,7,17,10,4,3,2,1,2,2,1,0,0,3,0,0,5,7,6,5,6,6,2,4,5,4,2,1,0,0,0,0
2022-03-07 22:00:00,0,1,0,1,1,0,0,2,3,4,4,5,3,5,4,2,0,0,3,0,1,4,0,0,4,8,9,7,5,6,4,6,5,7,8,0,7,6,5,5,3,1,0,0,0,0,0,0,0,2,0,3,3,4,5,5,7,10,9,10,11,8,0,3,0,0,0,0,0
2022-03-07 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,5,4,2,3,0,0,0,1,1,0,3,0,1,2,1,1,2,0,1,0,0,0,0,1,2,0,0,0,4,7,2,8,5,4,3,2,1,0,0,0,0,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,0,0,0,0,0,2,0,4,2,1,3,0,1,0,1,1,0,0,0,0,0,1,3,1,0,1,0,2,3,5,6,3,5,3,3,3,6,0,3,1,1,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 06:00:00,0,2,0,3,6,6,3,4,3,3,1,0,0,1,0,2,0,0,0,1,0,0,0,1,2,2,1,1,3,6,7,4,2,3,3,2,5,4,2,1,0,1,2,2,1,0,1,2,2,0,2,4,2,2,4,1,6,1,1,2,2,3,2,1,1,0,0,0,0
2022-03-08 07:00:00,1,2,0,4,7,10,9,10,11,7,11,9,5,3,1,4,4,3,2,1,3,1,6,6,8,8,5,7,14,26,32,32,21,21,11,16,20,20,7,18,18,8,5,6,4,4,5,4,4,0,8,9,11,9,6,2,7,2,3,3,5,5,3,2,1,1,0,0,0
2022-03-08 08:00:00,0,2,1,11,6,13,12,12,15,10,27,23,9,10,12,13,5,0,4,11,6,1,5,7,8,22,22,18,32,42,45,39,32,33,34,31,25,18,14,12,10,8,9,5,8,7,7,6,8,9,9,18,20,19,21,14,19,3,3,3,5,2,3,2,3,1,0,0,0
2022-03-08 09:00:00,0,1,1,3,6,8,8,8,10,11,19,9,4,3,2,0,1,3,1,2,1,2,3,5,8,9,5,5,10,17,20,19,15,17,18,16,12,10,8,5,5,5,4,3,3,2,3,4,6,0,8,10,8,8,8,7,7,4,4,4,3,0,1,2,1,0,0,0,0
2022-03-08 10:00:00,0,0,1,5,3,4,5,6,8,7,7,6,5,6,3,3,2,4,2,1,0,1,2,2,4,5,6,5,11,11,15,15,13,12,9,7,8,3,3,2,3,3,4,1,3,3,3,1,0,3,5,10,6,5,7,6,5,4,3,2,0,1,2,1,1,0,0,0,0
2022-03-08 11:00:00,0,1,0,2,3,2,3,5,8,8,9,7,5,3,2,4,0,3,5,2,2,2,2,3,6,8,0,7,8,7,9,9,3,5,4,5,9,8,5,7,6,5,4,0,2,0,3,3,0,2,5,2,6,5,8,7,7,5,0,1,1,2,1,0,0,0,0,0,0
2022-03-08 12:00:00,0,0,0,2,2,0,1,2,2,4,5,3,4,4,5,0,1,4,2,2,1,1,2,5,7,10,10,11,10,13,12,7,7,10,10,9,12,6,6,4,2,3,4,1,2,2,2,0,3,0,2,4,3,5,7,8,7,5,6,5,2,4,0,2,0,0,1,0,0
2022-03-08 13:00:00,2,1,0,4,3,5,3,3,6,5,10,8,5,5,5,2,4,0,3,2,1,2,2,3,5,7,7,6,8,11,12,11,10,9,8,7,6,5,0,4,5,6,5,4,3,2,1,2,2,1,3,5,4,8,7,6,7,7,5,3,3,2,2,2,4,0,0,0,0
2022-03-08 14:00:00,2,0,1,2,2,2,2,4,5,11,12,6,5,5,6,5,0,4,2,3,2,2,3,4,13,14,15,14,19,18,20,20,13,14,11,6,11,12,11,10,6,5,0,3,1,1,0,2,2,0,3,4,0,4,5,6,8,4,4,3,0,3,2,1,1,2,1,0,0
2022-03-08 15:00:00,0,0,0,1,1,2,0,5,8,8,9,9,10,5,7,8,0,5,4,1,2,2,3,4,8,24,25,23,26,20,20,18,12,14,22,10,16,15,13,10,11,9,9,1,7,5,4,2,3,3,7,7,6,10,12,11,9,10,2,7,10,9,8,6,4,0,0,0,0
2022-03-08 16:00:00,0,0,2,3,2,4,4,7,11,16,16,8,9,8,5,0,4,4,4,2,2,4,12,13,15,37,35,33,35,31,26,17,14,12,9,22,20,22,0,15,6,4,5,2,4,3,2,3,4,5,2,3,6,5,7,8,12,10,8,4,2,1,1,2,1,0,0,0,0
2022-03-08 17:00:00,0,2,1,7,2,4,2,5,6,8,12,10,15,5,3,2,2,2,3,2,2,3,4,5,11,19,17,15,16,18,19,13,17,12,10,9,10,11,12,7,5,6,3,3,3,3,4,0,1,5,4,3,5,10,16,17,17,8,6,4,3,4,2,1,0,0,0,0,0
