Unnamed: 0,1_개화역광역환승센터,2_개화역1번출구.개화검문소,3_개화119안전센터,4_방화중학교,5_송정역,6_공항중학교.마곡엠밸리9단지,7_마곡엠밸리5단지,8_신방화5번출구,9_마곡엠밸리6.7단지.마곡중학교,10_마곡나루역,11_마곡나루역5번출구.서울식물원,12_마곡역(가로변),13_마곡동로사거리,14_발산역,15_등촌3동천주교회,16_등촌주공6단지앞,17_강서구올림픽체육센터,18_등촌9단지SBS공개홀,19_가양4.5단지상가앞,20_가양도시개발5단지아파트,21_가양초등학교,22_강서소방서.이마트.증미역,23_가양도시개발9단지.세현고등학교,24_가양7단지상가앞,25_강서구청별관,26_가양역.마포중고등학교,27_경복비즈니스고등학교,28_강서구청.한국건강관리협회,29_우장초등학교,30_우장산파크빌,31_우장산휴먼빌아파트,32_우장산동주민센터,33_양서1단지우장산아이파크이편한세상,34_우장산역,35_명덕고등학교.서울스타병원,36_발산역.우장산힐스테이트,37_발산역3번출구,38_서울호서전문학교.등촌주공3단지아파트,39_서울강서우체국,40_양천향교역.휴먼빌아파트,41_가양한강타운아파트,42_가양2단지성지아파트.동양고등학교,43_한보구암마을아파트,44_서울서진학교.우체국앞.허준박물관,45_가양도시개발4단지아파트,46_가양4.5단지상가앞,47_등촌주공9단지,48_강서구올림픽체육센터,49_등촌주공6단지,50_등현초등학교,51_등촌3동5단지아파트.등촌고등학교,52_등촌동부영아파트,53_서울호서전문학교.등촌주공3단지아파트,54_발산역2번출구,55_발산역9번출구,56_마곡동로사거리,57_마곡역,58_마곡나루역1번출구.웰튼병원,59_마곡엠밸리7단지(712동),60_신방화역4번출구.마곡중학교,61_신방화역7번출구,62_공항중학교,63_공항중학교,64_송정역,65_롯데몰.김포공항역,66_방화동도시개발11단지,67_개화119안전센터,68_개화역광역환승센터,69_강서공영차고지(종점가상)
2022-04-13 11:00:00,0,2,0,0,1,4,6,6,9,8,9,6,4,2,1,1,3,0,2,3,0,3,3,4,5,9,6,8,8,12,14,13,12,14,15,13,7,7,1,7,6,5,5,3,2,3,2,0,0,2,5,5,5,6,4,5,7,6,1,0,3,4,3,2,1,0,0,0,0
2022-04-13 12:00:00,0,0,0,3,2,3,1,4,6,7,8,9,8,3,3,0,3,4,4,1,0,3,5,7,11,14,13,12,11,12,11,9,7,8,6,6,8,8,7,6,5,3,4,3,2,3,4,1,0,0,4,3,0,6,12,9,7,3,4,2,0,0,0,1,0,0,0,0,0
2022-04-13 13:00:00,0,2,3,3,9,10,7,7,10,10,14,13,7,4,3,0,0,0,1,2,1,1,4,4,8,9,9,11,13,15,15,14,10,9,8,9,8,4,0,7,4,0,1,1,0,2,4,0,2,0,1,5,3,9,8,9,8,7,5,4,4,0,3,3,3,1,0,0,0
2022-04-13 14:00:00,0,1,1,3,1,4,2,3,4,6,7,8,7,4,4,0,0,3,3,2,2,3,4,5,6,8,6,9,9,10,11,10,8,9,7,6,10,9,6,10,5,6,8,6,7,3,4,5,0,3,9,6,8,4,8,6,7,7,6,4,2,3,1,2,1,0,0,0,0
2022-04-13 15:00:00,0,1,0,2,3,3,3,5,6,9,13,12,12,7,5,0,0,4,1,3,2,1,3,4,8,13,12,12,15,15,15,13,7,11,21,21,23,24,13,7,6,8,4,7,4,4,4,4,5,2,5,6,5,10,13,14,13,10,8,6,7,8,6,6,2,0,0,0,0
2022-04-13 16:00:00,3,1,1,5,6,8,2,9,10,12,11,9,11,6,8,0,7,7,6,5,4,0,14,3,16,38,41,40,43,35,31,21,14,16,16,11,13,14,23,20,11,9,8,6,6,4,5,3,0,4,10,6,13,13,15,17,17,10,12,11,8,6,4,4,2,1,0,0,0
2022-04-13 17:00:00,1,2,3,4,3,2,2,5,7,9,10,9,9,10,7,0,5,4,2,1,1,4,5,8,12,30,16,15,15,15,17,17,17,13,10,12,13,14,12,13,7,5,5,2,3,2,3,4,3,2,4,6,6,7,10,12,14,8,8,5,5,4,3,3,1,0,0,0,0
2022-04-13 18:00:00,1,2,2,5,4,5,3,8,11,16,20,15,18,12,9,8,5,4,5,4,4,6,11,22,23,29,26,22,22,23,20,16,12,14,14,12,14,11,10,14,9,6,5,6,3,3,4,0,3,0,5,6,4,9,15,20,23,17,15,13,12,9,8,7,4,2,1,0,0
2022-04-13 19:00:00,1,3,0,6,5,2,4,6,9,9,13,8,10,7,9,7,2,4,5,4,2,2,5,6,9,24,27,18,13,13,14,11,9,12,13,12,15,12,11,14,11,4,4,1,2,1,2,3,3,4,4,5,4,10,12,14,12,13,8,9,5,5,4,3,1,0,1,0,0
2022-04-13 20:00:00,0,0,0,0,1,0,0,2,3,5,9,2,2,3,4,2,3,2,1,1,1,3,3,5,6,8,8,8,9,8,8,8,5,5,4,2,5,3,3,6,2,0,3,1,0,1,1,1,2,3,2,5,2,6,11,10,11,7,5,4,0,3,1,0,2,1,0,0,0
2022-04-13 21:00:00,0,0,0,2,1,0,0,6,5,6,8,9,8,9,8,7,5,4,2,3,2,4,2,0,4,14,11,12,11,11,7,1,4,6,5,7,7,3,6,8,5,3,1,3,1,2,1,1,1,2,2,2,3,3,10,13,15,10,6,4,3,2,0,1,1,0,0,0,0
2022-04-13 22:00:00,0,0,0,0,1,3,0,4,6,3,6,5,5,5,4,3,3,3,2,3,1,1,0,3,5,13,13,11,10,11,8,5,2,0,5,7,8,5,0,12,5,2,1,1,2,0,0,0,1,2,3,4,2,3,7,8,9,8,5,6,6,3,0,2,0,0,0,0,0
2022-04-13 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,6,0,0,5,2,0,1,0,1,4,0,0,5,2,0,1,1,0,1,0,0,0,1,1,0,2,3,5,6,3,8,7,4,3,1,0,2,0,1,0,0,0
2022-04-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 04:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 05:00:00,0,0,0,0,1,1,0,2,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,2,2,3,5,7,0,6,6,6,4,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 06:00:00,0,1,0,5,5,5,2,4,3,2,2,0,0,1,1,2,0,1,0,0,0,1,1,2,3,3,1,2,4,5,7,8,5,5,5,5,3,2,2,1,1,2,2,3,2,2,3,0,1,4,2,6,2,2,4,3,4,1,1,2,0,0,0,2,3,0,2,0,0
2022-04-14 07:00:00,0,0,1,3,4,7,6,11,17,12,14,11,4,3,2,1,1,0,1,0,0,1,3,4,9,9,10,6,18,26,32,29,18,22,15,14,16,13,12,13,13,11,10,9,7,7,8,5,1,5,6,11,11,9,7,6,6,2,2,1,2,4,3,0,2,1,0,0,0
2022-04-14 08:00:00,0,2,3,10,9,12,12,12,15,13,31,25,9,7,8,4,3,7,8,13,10,1,5,13,16,34,29,21,25,37,39,40,34,34,32,26,20,13,10,9,8,8,9,4,4,4,6,3,4,5,8,15,16,14,33,12,17,4,5,5,7,8,7,4,3,1,1,0,0
2022-04-14 09:00:00,0,1,0,3,4,6,4,8,10,9,13,12,6,3,4,3,3,2,1,1,3,3,2,5,8,10,9,7,11,14,17,18,13,13,13,15,12,5,4,3,4,6,2,5,8,6,6,7,4,8,6,11,10,10,7,7,6,4,2,2,1,2,2,1,1,1,1,0,0
2022-04-14 10:00:00,0,1,0,3,2,4,4,6,7,5,8,7,5,2,2,2,1,0,2,0,1,1,2,1,6,5,5,3,8,10,12,13,10,10,10,7,6,4,5,4,5,4,3,2,1,2,3,4,5,5,0,7,7,3,6,7,6,2,1,2,0,0,2,1,1,1,0,0,0
2022-04-14 11:00:00,0,2,0,3,0,3,4,5,7,7,7,4,4,5,4,5,0,5,0,4,1,3,2,3,6,7,6,6,9,9,9,7,4,8,7,8,8,9,8,8,6,6,4,5,2,1,4,5,6,1,2,7,1,8,9,10,8,5,3,1,2,2,0,1,3,2,0,0,0
2022-04-14 12:00:00,0,2,0,4,4,6,4,4,5,5,7,5,4,2,3,0,0,2,2,1,1,1,4,10,12,9,8,9,8,9,17,18,15,13,7,7,9,8,6,4,5,4,2,4,2,3,3,2,0,0,0,2,5,3,6,7,8,5,3,2,3,0,1,2,0,0,0,0,0
2022-04-14 13:00:00,1,1,0,5,8,3,6,7,8,6,7,6,8,5,4,0,2,3,0,0,2,0,2,4,5,11,3,9,10,12,18,15,8,9,6,5,2,2,0,2,0,1,2,1,0,1,0,0,2,2,3,3,4,5,7,8,9,5,4,4,3,0,1,2,2,0,0,0,0
2022-04-14 14:00:00,0,2,0,2,2,1,1,3,5,7,11,4,6,5,4,5,0,3,2,2,1,3,2,2,6,11,9,9,13,15,15,12,9,10,9,3,16,18,0,8,6,4,3,2,4,5,5,6,1,6,9,10,9,9,8,8,11,6,7,6,1,4,0,3,1,0,0,0,0
2022-04-14 15:00:00,0,1,0,3,2,3,0,6,9,10,9,8,11,5,4,2,2,3,5,6,3,2,4,5,9,19,20,18,18,15,14,13,10,11,10,9,9,7,0,7,6,6,1,5,4,1,5,2,2,3,4,6,5,10,12,13,15,13,11,8,7,4,6,2,0,0,0,0,0
2022-04-14 16:00:00,0,4,0,5,6,7,0,6,9,9,13,14,10,6,5,4,5,5,5,4,3,1,8,11,13,48,48,40,41,36,34,15,9,11,11,10,13,9,11,13,13,8,10,10,8,6,5,6,5,7,7,9,7,10,13,10,16,15,12,5,8,4,6,3,1,1,0,0,0
2022-04-14 17:00:00,0,2,0,4,3,4,1,4,6,9,11,9,9,5,3,0,0,2,2,3,3,5,8,14,16,29,15,23,20,21,19,16,10,11,10,8,12,13,12,12,6,5,4,4,4,3,4,5,2,0,1,6,5,3,11,19,21,15,11,7,3,2,2,1,1,0,0,0,0
2022-04-14 18:00:00,2,3,0,6,5,4,3,6,5,11,15,16,14,11,11,10,7,6,4,3,2,4,8,12,16,30,29,29,28,23,23,21,16,17,17,16,14,12,12,12,8,4,4,3,1,2,3,0,2,2,3,4,6,7,15,20,21,15,11,9,8,7,6,5,0,0,0,0,0
2022-04-14 19:00:00,0,2,0,3,3,4,3,3,5,7,11,8,11,9,5,3,4,4,3,3,2,2,5,6,7,16,12,13,10,14,15,14,10,13,10,7,6,3,10,13,10,4,2,3,2,2,3,0,2,0,0,2,1,1,3,7,9,10,8,6,6,3,2,4,2,1,0,0,0
2022-04-14 20:00:00,0,1,0,1,2,1,1,3,4,5,6,9,10,7,5,5,4,3,1,0,1,2,1,6,7,12,11,9,9,6,6,6,5,6,7,6,12,10,0,11,7,5,3,1,1,0,1,1,0,0,2,2,1,5,6,8,9,8,10,11,5,9,3,7,2,0,0,0,0
2022-04-14 21:00:00,0,2,2,5,3,3,2,3,4,5,7,4,9,3,0,0,3,2,2,1,2,2,0,0,4,8,8,8,10,8,5,7,5,6,5,6,17,0,0,15,5,4,3,0,0,1,0,1,0,2,0,2,3,4,7,7,7,9,10,8,4,2,3,1,2,1,0,0,0
2022-04-14 22:00:00,1,1,0,0,0,0,0,5,0,7,12,11,7,7,5,1,3,0,2,0,2,1,1,0,2,10,11,8,5,4,6,4,3,5,17,20,19,18,10,17,7,3,2,1,0,0,0,0,0,3,4,0,0,7,9,10,11,11,7,6,1,4,0,2,0,0,0,0,0
2022-04-14 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4,4,2,3,1,0,2,0,3,2,0,0,1,2,1,1,0,0,2,1,1,0,1,0,0,0,0,3,4,1,4,3,1,2,1,1,0,0,0,0,0,0
2022-04-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 04:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 05:00:00,0,0,0,1,2,1,0,3,2,1,2,1,0,0,1,1,0,0,0,0,0,1,0,2,1,2,3,4,0,7,8,0,7,5,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 06:00:00,0,2,0,4,4,5,3,2,6,4,2,1,0,0,0,3,0,2,0,1,0,1,3,4,6,6,5,1,4,5,7,3,2,6,4,5,5,4,2,1,2,2,1,1,0,0,1,0,1,0,3,7,0,6,4,0,5,2,1,2,4,5,3,2,0,0,0,0,0
2022-04-15 07:00:00,0,1,0,3,6,8,5,8,13,10,10,7,7,6,3,3,2,0,1,0,0,2,3,5,7,9,10,6,13,20,25,24,14,14,11,9,12,12,10,16,13,8,8,0,9,9,8,3,3,3,4,9,11,9,6,3,6,4,1,3,4,3,2,1,2,1,0,0,0
2022-04-15 08:00:00,0,2,1,9,7,9,7,10,11,11,27,20,7,5,5,6,5,4,3,3,2,1,5,6,10,25,24,18,25,46,50,44,36,33,30,28,21,14,10,8,6,4,5,4,5,6,7,7,9,6,12,14,16,14,22,14,17,5,5,7,7,0,6,2,1,0,1,0,0
2022-04-15 09:00:00,0,5,0,9,6,8,10,9,8,8,18,13,3,4,2,1,1,0,1,3,1,2,2,3,7,12,11,7,11,13,17,15,14,11,15,11,7,7,4,6,3,3,2,3,6,5,6,5,4,5,3,8,6,6,7,4,5,3,2,1,1,0,1,0,1,0,0,0,0
2022-04-15 10:00:00,1,2,0,0,3,3,3,3,4,5,9,10,6,4,3,2,0,2,1,0,0,1,4,3,6,7,5,5,8,11,11,12,9,9,8,4,6,6,0,7,6,4,2,2,1,1,3,4,3,5,4,5,6,6,6,5,8,4,5,4,3,4,2,1,0,1,0,0,0
2022-04-15 11:00:00,0,1,0,3,2,2,1,4,4,7,5,8,4,4,2,2,1,2,1,2,1,1,3,3,4,7,2,9,9,13,8,12,7,7,8,8,7,7,5,4,6,5,5,4,1,1,0,1,0,3,2,6,5,6,7,4,6,4,5,3,4,0,3,2,0,0,0,0,0
2022-04-15 12:00:00,0,1,0,3,6,7,1,5,26,29,30,29,23,19,4,3,0,3,1,3,3,3,5,6,4,8,9,9,8,9,10,9,7,7,8,7,8,8,7,4,4,3,0,2,3,2,3,4,3,5,2,6,6,5,10,10,8,6,5,4,5,2,4,2,1,0,0,0,0
2022-04-15 13:00:00,0,2,0,4,5,7,6,7,8,9,21,5,22,7,6,2,4,3,3,3,0,2,4,3,7,11,4,9,8,14,16,16,9,10,8,6,5,2,1,5,4,1,3,1,3,5,7,6,10,12,9,12,9,8,8,7,6,5,2,3,5,4,3,2,3,0,0,0,0
2022-04-15 14:00:00,0,0,0,1,4,1,6,7,9,11,15,13,6,5,4,0,1,0,2,1,1,2,3,4,3,18,19,17,18,14,15,13,12,11,11,11,8,9,6,5,4,4,3,5,4,4,3,4,5,19,9,21,19,20,23,23,25,21,16,8,5,0,4,1,1,0,0,0,0
2022-04-15 15:00:00,0,0,2,4,3,5,6,7,7,8,9,10,9,5,6,3,5,3,5,3,1,2,17,18,19,30,20,31,32,33,34,20,16,18,27,28,21,21,18,7,5,3,6,4,1,6,3,3,0,3,3,10,9,5,10,10,15,10,8,9,9,6,8,5,4,1,0,0,0
2022-04-15 16:00:00,2,1,2,4,2,5,4,6,8,11,14,11,7,7,3,0,5,4,3,1,1,3,3,4,6,16,15,12,13,14,17,14,8,10,5,6,10,5,3,12,7,4,3,3,2,4,0,4,5,4,7,5,5,7,21,25,25,25,19,10,5,9,7,1,1,1,0,0,0
2022-04-15 17:00:00,0,2,0,4,4,5,4,9,11,12,15,15,15,9,5,4,5,3,4,4,5,7,10,12,14,21,21,22,24,23,23,25,25,19,12,10,9,12,10,4,7,6,5,0,2,3,5,0,7,1,4,5,6,14,17,18,22,7,5,3,4,2,0,1,1,0,0,0,0
2022-04-15 18:00:00,1,3,0,5,4,3,4,7,7,11,22,17,18,12,11,9,8,6,5,5,4,7,19,39,46,50,51,33,34,34,37,35,23,17,9,17,9,6,5,9,4,7,6,4,0,3,3,0,2,4,5,7,6,11,15,21,22,16,13,11,10,11,6,5,3,0,0,0,0
2022-04-15 19:00:00,1,2,0,4,2,3,2,8,12,15,20,18,13,9,7,3,3,4,3,3,1,2,2,4,5,24,24,12,8,7,6,5,6,8,11,10,10,7,8,17,10,5,3,0,3,3,4,3,4,4,2,6,1,8,10,5,9,9,8,5,7,5,4,4,3,1,0,0,0
2022-04-15 20:00:00,1,2,0,2,2,2,2,7,9,9,13,11,9,4,6,5,0,2,1,1,1,0,1,0,2,10,3,9,8,7,6,4,3,6,2,8,10,8,6,10,8,4,2,2,1,1,1,2,0,0,1,0,3,5,7,9,9,7,6,4,3,2,2,0,0,0,0,0,0
2022-04-15 21:00:00,0,1,0,1,1,2,0,5,6,10,11,6,6,6,5,0,3,4,0,2,1,3,0,4,3,10,7,8,7,8,7,3,7,5,3,5,9,10,2,13,8,6,4,5,3,3,2,2,0,0,2,3,4,7,9,12,13,13,11,6,5,5,4,2,0,0,0,0,0
2022-04-15 22:00:00,1,0,0,2,0,0,0,3,2,4,5,4,5,8,9,8,9,0,8,4,2,4,1,0,3,11,11,8,7,6,4,3,1,4,6,9,13,10,7,9,6,1,0,2,1,0,0,1,0,4,1,0,6,3,11,14,14,11,6,7,5,2,4,3,2,0,0,0,0
2022-04-15 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,2,1,0,0,0,1,5,0,0,2,3,0,2,2,4,2,3,3,0,0,4,4,2,1,1,0,0,1,0,0,0,0,1,0,2,6,0,0,8,6,5,4,2,0,1,0,0,0,0,0
2022-04-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
