Unnamed: 0,1_개포동차고지(가상),2_구룡마을,3_개포우성6차아파트,4_도곡교회.인바디빌딩,5_능인선원앞,6_구룡사입구,7_국악고교사거리,8_삼호물산,9_원불교앞,10_양재역말죽거리.강남베드로병원,11_뱅뱅사거리.구영동중학교,12_역삼초등학교,13_신분당선.강남역4번출구,14_강남역,15_신논현역.구교보타워사거리,16_교보타워,17_영동시장논현역,18_신사역3번출구,19_신사역6번출구,20_신사중학교,21_광림교회.현대고등학교,22_현대아파트,23_압구정파출소,24_한양아파트.압구정로데오역,25_일지아트홀,26_영동고등학교현대아파트,27_강남구청역,28_강남보건소.강남구립국제교육원,29_한국토지주택공사앞,30_선정릉역.무형문화재전수회관,31_선릉역,32_진선여자중고등학교,33_역삼e-편한세상이아파트,34_한티역3번출구.서울강남고용노동지청,35_삼성아파트입구,36_농협대치지점,37_대치SKVIEW아파트.서울교회,38_대치동미도아파트,39_공무원아파트,40_대청역,41_마루공원,42_대청초등학교,43_일원1동주민센터,44_가락시장.헬리오시티,45_가락1동주민센터,46_가락시장.헬리오시티,47_일원주유소.삼성서울병원후문,48_삼성서울병원사거리,49_연금매점,50_대치아파트,51_은마아파트,52_은마아파트,53_은마아파트입구사거리,54_도곡초등학교,55_한티역2번출구.서울강남고용노동지청,56_한티역,57_도성초등학교,58_진선여자중고등학교,59_선릉역.선정릉정문,60_선정릉역.무형문화재전수회관,61_한국토지주택공사앞,62_강남보건소.강남구립국제교육원,63_강남구청역,64_영동고교앞,65_일지아트홀.압구정동노인복지센터,66_한양아파트.압구정로데오역,67_압구정파출소,68_현대아파트,69_광림교회.현대고등학교,70_신사중학교,71_신사역5번출구,72_신사역4번출구,73_논현역,74_반포동,75_신논현역.구교보타워사거리,76_강남역,77_수협서초지점,78_서초문화예술정보학교,79_양재역.양재1동민원분소,80_양재노인종합복지관,81_동원산업앞,82_구룡사,83_구룡사입구,84_능인선원앞,85_도곡교회.인바디빌딩.건너,86_구룡산입구,87_개포동차고지(종점가상)
2022-03-05 04:00:00,0,1,0,0,0,1,2,0,3,2,2,0,0,0,3,3,0,3,0,4,0,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,1,0,0,1,0,1,2,4,3,3,3,3,2,4,3,4,2,2,2,1,4,3,1,6,5,3,1,3,3,4,3,2,4,4,0,4,3,1,2,2,0,1,1,0,0,0,3,0,0,3,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,1,0,0,1,0,1,2,2,0,1,2,2,2,2,3,4,2,1,1,1,1,2,3,1,5,3,3,2,3,2,1,2,1,2,0,2,0,0,1,0,0,3,1,0,2,1,3,2,4,5,3,2,3,2,2,2,3,3,6,7,0,1,9,6,2,1,1,1,1,0,0,1,2,3,3,2,1,0,1,1,0,0,0,0,0,0,0
2022-03-05 07:00:00,1,1,1,2,0,1,3,7,0,6,5,4,4,5,5,5,5,4,5,3,2,5,3,0,1,2,4,6,7,8,6,5,4,6,2,3,0,3,1,0,2,1,2,1,1,2,4,5,0,5,2,5,5,2,2,4,3,0,2,2,2,0,5,4,3,4,3,3,1,2,2,3,6,6,6,6,2,0,3,2,0,0,0,0,0,0,0
2022-03-05 08:00:00,1,2,0,1,0,3,5,7,8,9,8,11,9,13,14,13,15,14,9,8,6,5,5,4,5,0,4,2,5,8,6,5,7,9,4,3,2,1,4,5,4,3,1,0,1,6,9,11,9,15,11,11,14,15,13,14,10,7,9,12,5,12,15,9,3,4,5,2,3,5,5,4,9,8,9,7,5,6,5,5,4,2,1,0,1,0,0
2022-03-05 09:00:00,0,1,0,2,0,2,4,9,9,11,8,11,12,14,24,23,23,23,24,16,11,10,8,8,5,6,5,3,3,8,7,10,13,14,6,4,4,3,3,4,3,2,1,0,4,6,12,13,13,24,27,27,22,15,14,13,8,8,11,15,14,12,16,11,4,5,4,5,5,9,7,8,11,9,10,9,6,5,3,4,3,2,2,1,0,0,0
2022-03-05 10:00:00,2,1,4,5,0,4,6,9,9,8,7,9,12,14,18,18,21,18,16,11,11,10,5,6,2,1,7,10,10,2,5,7,10,14,7,4,6,6,4,4,3,0,3,1,3,5,10,13,9,14,13,12,11,9,7,9,10,9,12,12,12,12,15,13,8,9,10,7,9,11,12,13,15,14,16,13,8,4,7,6,5,2,1,0,0,0,0
2022-03-05 11:00:00,1,2,4,3,3,3,8,10,9,12,12,15,14,20,19,17,17,15,14,14,12,10,6,7,8,5,4,9,15,16,13,10,10,8,4,5,4,5,3,3,2,1,2,1,5,6,9,10,11,13,13,22,9,10,11,10,9,12,11,15,13,11,15,11,7,7,8,10,11,11,11,12,15,16,11,11,10,9,8,7,4,3,0,1,1,0,0
2022-03-05 12:00:00,2,2,0,4,3,6,7,15,18,19,20,21,22,21,19,21,18,18,21,13,10,11,11,11,14,17,15,13,13,18,16,10,13,15,14,19,19,14,13,15,13,6,2,1,4,8,10,12,14,19,20,12,25,26,26,21,20,15,16,22,21,23,19,14,13,12,12,10,9,16,14,19,22,20,22,20,16,12,12,7,5,2,2,0,1,0,0
2022-03-05 13:00:00,0,1,1,2,0,3,4,8,9,8,10,11,14,13,28,31,28,30,27,15,12,9,7,7,8,9,6,4,4,8,14,16,22,20,18,24,27,24,13,11,3,12,8,5,6,9,12,14,8,21,24,19,18,23,25,20,17,12,19,17,19,20,19,15,16,6,3,8,12,13,14,16,15,15,15,17,15,13,14,13,8,3,0,0,0,0,0
2022-03-05 14:00:00,1,2,2,3,0,5,9,11,12,14,18,16,16,11,22,31,31,28,25,19,13,12,12,18,16,15,12,10,9,9,8,10,9,12,9,16,19,18,16,10,9,14,7,2,3,7,10,11,9,10,11,16,20,21,18,15,17,14,12,12,11,11,13,11,10,13,14,14,17,17,17,17,21,20,19,19,17,18,15,13,11,8,4,0,2,0,0
2022-03-05 15:00:00,3,0,4,1,0,3,8,12,6,13,14,17,18,20,37,35,28,28,27,18,12,13,10,10,9,12,8,6,6,4,7,10,9,16,14,14,12,12,13,16,7,11,6,1,2,3,8,9,8,12,11,11,16,17,17,16,14,12,13,13,12,10,9,9,9,9,10,9,10,11,11,10,13,14,17,15,14,14,13,11,4,4,2,1,1,0,0
2022-03-05 16:00:00,0,0,0,1,3,5,10,17,12,17,14,19,22,18,18,23,26,34,30,17,13,14,12,11,13,15,11,12,16,15,13,17,19,24,13,13,15,18,11,10,7,7,4,1,3,4,9,12,8,0,12,11,13,18,18,21,20,17,14,15,15,14,17,11,23,24,9,9,12,12,12,15,18,17,15,15,16,16,10,9,5,4,3,1,1,0,0
2022-03-05 17:00:00,2,5,1,2,0,4,5,10,13,13,10,19,19,17,17,28,23,21,19,12,19,18,14,14,19,26,21,24,23,16,10,12,17,15,13,22,22,21,10,8,9,7,6,2,3,4,7,8,5,11,12,16,25,30,30,32,28,20,20,18,21,21,21,18,18,17,32,27,20,26,25,27,25,25,22,23,19,11,16,13,5,2,0,1,0,0,0
2022-03-05 18:00:00,1,1,2,3,0,4,8,14,15,16,15,17,20,20,20,25,22,19,23,17,14,15,16,12,20,21,14,17,15,16,10,14,15,16,15,20,20,22,17,12,11,10,5,4,2,3,5,8,7,9,13,16,19,15,12,15,20,18,18,20,18,14,15,10,11,11,10,9,10,13,15,17,15,8,10,11,11,12,15,12,7,3,1,0,0,0,0
2022-03-05 19:00:00,0,0,0,0,0,2,4,8,8,8,5,11,9,13,13,15,13,10,11,9,8,4,4,9,11,19,16,13,8,8,8,7,9,13,13,15,16,12,8,6,5,3,2,1,1,1,3,1,1,5,4,9,8,9,10,9,8,10,8,7,6,7,6,7,7,8,8,7,9,10,9,11,9,8,8,8,9,5,6,5,3,1,1,0,1,0,1
2022-03-05 20:00:00,0,0,0,1,0,3,1,6,6,7,6,8,11,11,11,11,12,9,8,13,11,8,0,4,6,6,5,6,3,4,3,5,8,9,9,11,13,12,8,7,5,3,3,1,1,1,1,0,2,3,4,5,8,7,6,8,11,13,12,13,10,8,10,10,7,10,7,6,8,10,9,9,11,9,14,12,11,8,8,7,4,2,2,1,0,0,0
2022-03-05 21:00:00,2,0,0,0,0,0,3,4,5,7,6,6,7,9,7,7,10,5,3,9,7,5,8,7,19,19,11,11,13,8,8,7,5,10,8,12,12,10,5,6,4,6,2,1,2,1,2,2,0,5,6,7,11,16,17,18,16,13,12,10,12,11,10,9,11,13,10,10,12,16,17,16,15,10,15,15,13,10,11,10,4,2,1,2,1,0,0
2022-03-05 22:00:00,0,1,0,0,0,1,2,3,4,3,4,3,7,11,14,13,13,7,11,8,7,5,6,7,12,12,10,12,10,11,10,9,11,13,30,43,42,42,21,18,17,14,13,5,1,0,2,3,0,2,0,2,16,23,25,22,22,20,20,19,17,14,13,9,8,10,10,9,8,9,10,12,11,8,16,17,15,14,5,13,9,8,1,1,0,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,3,0,1,6,16,18,15,12,20,21,6,13,8,0,10,12,10,11,4,9,5,6,7,7,8,8,10,6,7,11,10,6,3,1,0,2,1,3,0,4,3,3,6,7,3,6,5,4,4,3,2,3,4,5,8,9,9,8,9,10,9,10,12,12,12,16,15,13,12,10,7,4,3,2,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,0,1,2,4,0,3,0,0,0,2,0,1,0,2,0,3,2,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,0,0,0,1,5,8,1,4,3,2,0,1,0,0,1,0,0,2,0,0,2,1,0,2,0,1,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,1,0,0,0,0,2,3,0,4,5,0,1,4,4,2,3,3,1,2,1,0,2,1,0,2,1,1,0,0,1,0,1,1,2,1,2,0,2,2,2,1,1,0,0,0,1,4,1,3,2,1,2,1,0,0,0,0,4,3,4,0,0,4,2,3,0,4,3,1,0,0,1,4,3,4,3,2,3,4,0,4,0,3,1,0,0,0
2022-03-06 07:00:00,1,0,0,2,0,4,2,3,4,3,4,3,2,7,3,6,5,4,3,2,0,1,1,2,2,2,3,4,4,3,2,2,2,1,1,0,0,2,2,0,1,1,0,0,2,3,7,7,4,9,10,10,7,2,6,5,4,2,5,4,0,3,7,5,2,2,0,0,1,2,1,1,3,3,4,3,2,2,0,0,1,1,0,0,0,0,0
2022-03-06 08:00:00,0,1,2,1,0,0,4,4,3,2,4,9,12,10,9,6,5,3,4,4,2,3,0,2,1,2,1,4,3,4,2,4,9,7,4,1,0,2,3,4,3,0,2,0,1,3,7,10,0,15,14,19,16,12,12,10,8,8,11,7,5,5,4,3,1,3,4,2,3,3,3,2,9,3,7,4,4,4,5,6,5,3,1,2,1,0,0
2022-03-06 09:00:00,0,1,1,5,2,2,6,9,6,8,11,14,14,14,16,14,11,10,10,8,7,7,6,7,5,4,3,5,3,6,5,4,4,2,3,0,0,0,1,2,2,0,2,1,2,6,10,9,10,11,12,11,11,10,8,9,8,8,12,7,8,10,14,9,5,4,3,1,2,3,1,2,9,8,7,7,6,6,5,4,3,2,2,1,0,0,0
2022-03-06 10:00:00,1,0,1,4,0,2,5,8,6,8,9,12,13,14,7,8,11,9,7,7,5,7,8,7,4,5,4,8,0,9,3,10,7,10,9,5,3,3,4,2,2,2,0,1,9,4,7,5,6,8,7,4,7,6,5,7,7,6,11,12,11,10,14,14,11,9,9,5,5,5,7,9,10,7,5,7,6,6,5,7,5,4,3,1,0,0,0
2022-03-06 11:00:00,1,2,3,0,0,2,6,8,9,5,6,8,11,11,10,11,9,7,6,8,5,8,7,6,5,6,7,6,5,4,1,7,7,9,8,9,7,9,6,0,0,0,0,0,1,4,8,9,3,5,10,6,9,10,9,7,6,5,6,8,8,9,11,8,6,6,5,2,4,6,4,4,6,7,8,7,6,7,5,3,1,1,0,1,0,0,0
2022-03-06 12:00:00,2,0,2,4,0,3,7,11,12,13,14,13,12,10,14,18,14,12,12,9,8,8,9,7,10,6,4,5,6,7,9,10,13,11,13,16,12,12,8,3,7,0,9,0,3,4,7,6,6,11,14,15,21,26,21,14,15,9,8,7,6,5,6,6,5,5,4,3,4,8,6,5,6,5,5,7,2,3,2,6,2,3,4,3,1,0,0
2022-03-06 13:00:00,0,0,2,1,0,3,5,11,10,10,15,20,19,14,12,13,13,14,15,11,6,5,5,4,3,10,8,14,11,11,4,7,16,20,15,17,18,16,9,6,1,3,6,3,3,8,11,19,10,22,22,21,19,15,17,17,16,15,13,14,13,11,13,10,9,8,8,8,9,12,11,11,12,10,7,9,8,7,6,4,4,3,0,0,0,0,0
2022-03-06 14:00:00,0,0,0,3,0,1,7,6,8,8,6,9,10,11,19,21,20,16,20,16,7,7,5,4,3,4,4,4,6,5,6,6,9,10,11,10,9,8,7,7,6,5,4,3,3,4,3,6,7,9,9,11,11,14,14,12,10,7,9,5,8,9,11,11,10,8,9,7,5,8,7,7,9,8,8,8,7,6,7,7,4,2,0,2,0,0,0
2022-03-06 15:00:00,1,1,0,0,0,1,3,7,5,8,9,12,10,11,15,14,17,13,16,13,14,14,9,3,10,11,7,12,11,10,12,12,14,14,16,21,20,18,12,10,6,5,5,4,1,2,3,3,4,5,7,8,11,10,10,10,10,9,9,5,7,7,6,7,8,6,10,9,7,9,12,14,14,17,11,12,11,10,11,12,4,3,2,1,0,0,0
2022-03-06 16:00:00,1,0,2,4,0,3,7,8,9,11,9,12,14,13,17,20,19,18,18,11,9,9,5,9,12,12,7,9,10,9,6,6,8,9,19,21,21,21,18,5,3,3,2,1,2,6,7,4,7,8,9,10,16,16,17,17,16,11,12,13,12,14,15,15,13,11,10,8,9,10,11,10,10,7,14,10,8,7,6,4,3,3,2,3,0,0,0
2022-03-06 17:00:00,2,0,3,4,0,3,3,5,7,11,13,13,14,13,15,16,16,15,20,19,15,16,14,7,11,13,12,5,6,8,11,12,12,16,12,19,18,14,10,7,6,8,6,3,2,4,6,7,6,9,11,12,16,18,19,15,14,12,14,12,6,4,12,9,7,12,10,7,10,13,11,12,10,11,11,10,9,8,7,6,3,2,1,0,1,0,0
2022-03-06 18:00:00,0,0,3,0,0,1,2,5,2,7,7,10,12,10,14,17,16,15,14,13,12,10,9,10,15,18,11,6,10,8,6,12,14,18,14,16,15,16,16,13,11,8,5,5,1,3,4,4,0,3,5,6,8,5,5,8,12,12,14,15,16,12,10,9,7,11,13,13,10,10,12,14,13,11,17,19,15,16,16,13,6,3,1,1,0,0,0
2022-03-06 19:00:00,0,0,0,1,0,0,0,3,1,2,4,5,10,8,11,12,11,10,10,9,10,13,7,8,9,9,10,12,10,10,9,12,10,12,10,12,12,12,10,9,9,8,4,0,2,0,3,0,2,6,5,4,7,6,7,8,6,6,5,0,6,3,5,5,5,8,7,8,9,17,16,11,16,14,12,14,12,13,10,9,6,4,3,2,1,0,0
2022-03-06 20:00:00,0,1,1,1,0,2,2,2,0,6,3,5,7,7,7,10,12,11,9,7,7,6,5,6,8,10,6,6,5,5,4,6,4,5,5,6,7,6,6,4,6,5,1,1,0,2,2,3,0,4,5,3,3,3,3,4,3,6,5,3,3,4,1,3,6,5,7,4,6,10,10,12,13,11,8,11,9,7,6,5,4,1,3,0,0,0,0
2022-03-06 21:00:00,2,1,2,0,0,3,4,4,5,6,6,7,7,6,7,9,9,9,0,8,8,7,8,7,15,16,11,10,10,9,7,7,7,4,8,10,11,4,7,7,2,6,5,2,0,0,1,2,0,2,1,0,6,4,7,5,10,9,10,3,4,2,4,5,7,6,5,6,7,8,11,12,14,13,12,13,11,6,10,7,7,4,1,0,0,0,0
2022-03-06 22:00:00,0,0,0,0,0,1,2,6,8,9,0,9,12,13,15,10,7,6,6,8,7,6,7,9,12,11,9,8,7,10,8,7,8,9,12,13,12,13,10,10,11,11,6,5,3,0,2,4,0,0,3,0,14,15,14,14,13,15,16,15,14,9,10,12,5,8,7,4,6,6,5,6,7,8,8,8,7,7,6,5,2,1,0,1,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,1,0,0,0,3,0,4,8,0,6,6,6,7,9,7,7,6,9,3,11,10,6,4,3,2,3,1,1,0,2,2,1,2,1,2,4,7,5,2,5,6,5,3,2,3,4,3,5,5,5,0,6,6,5,6,7,7,6,8,9,3,7,2,4,1,3,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,1,0,0,0,0,2,6,7,2,5,5,6,0,7,1,7,6,7,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,1,2,1,3,0,2,5,6,3,3,11,8,5,3,4,4,3,4,4,4,2,9,14,8,10,9,8,6,4,4,3,3,3,2,0,4,0,2,1,3,1,1,1,0,1,2,4,0,0,5,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,1,1,2,4,0,4,5,6,4,6,4,3,5,6,7,5,4,2,3,2,3,5,4,6,5,5,4,5,5,5,4,4,2,4,1,3,1,4,4,3,0,3,1,0,1,3,7,2,0,5,4,1,6,3,0,7,3,6,5,3,5,0,4,2,2,1,2,1,2,4,5,7,4,6,7,5,3,3,4,5,1,5,4,1,0,0,0
2022-03-07 07:00:00,0,2,3,5,0,5,8,10,9,11,13,12,13,13,22,23,23,23,23,20,19,8,8,8,8,8,3,19,20,19,17,14,11,15,7,5,4,5,5,5,1,3,0,0,4,13,16,19,20,23,27,24,30,30,27,30,27,14,19,13,13,14,17,12,11,7,6,6,2,4,5,7,18,15,30,25,20,24,27,15,6,3,2,1,0,0,0
2022-03-07 08:00:00,2,2,5,7,3,12,16,22,22,21,22,26,32,34,40,36,36,33,34,18,15,18,15,14,11,11,8,17,15,12,6,7,6,11,10,8,7,9,9,11,4,8,3,0,3,11,23,23,22,29,32,33,29,29,27,27,33,18,24,24,23,20,21,15,9,12,9,7,7,9,11,14,59,62,67,60,37,34,41,36,18,9,7,4,1,0,0
2022-03-07 09:00:00,2,2,3,3,2,5,7,11,13,14,13,14,16,17,25,24,24,18,22,12,8,19,21,21,16,13,9,16,15,15,11,7,5,4,4,3,2,5,3,6,8,6,3,1,2,5,10,8,5,10,11,11,12,12,9,10,11,10,13,18,14,16,25,15,6,5,6,7,8,8,7,9,34,33,40,32,24,19,16,13,6,4,4,2,1,0,0
2022-03-07 10:00:00,1,1,1,1,0,2,6,9,9,11,10,12,13,14,21,16,15,13,13,9,6,9,8,7,6,4,5,6,4,9,12,7,6,10,4,9,6,7,5,5,1,1,0,0,2,7,13,12,13,14,11,14,9,14,9,9,9,10,17,19,17,14,18,11,7,10,7,6,4,5,7,10,9,12,12,10,8,7,7,6,4,3,3,3,1,0,0
2022-03-07 11:00:00,1,3,2,3,2,3,6,8,10,12,12,11,11,10,15,19,17,13,4,9,8,5,6,6,6,6,5,8,7,9,8,29,30,28,24,17,5,5,3,3,2,3,2,0,4,5,9,10,0,10,7,8,10,3,15,14,14,11,13,10,9,7,9,8,6,9,10,7,8,9,10,8,11,9,9,9,10,8,10,8,3,3,2,1,0,0,0
2022-03-07 12:00:00,3,0,1,1,2,3,5,6,7,8,9,8,10,9,13,14,14,13,12,11,6,5,5,6,7,8,7,7,7,7,6,46,45,41,30,16,12,12,5,4,2,3,1,0,2,2,5,4,6,13,13,12,14,13,10,11,10,11,14,14,15,11,8,7,7,6,7,6,8,7,5,7,9,12,9,13,13,12,7,8,5,2,1,1,0,0,0
2022-03-07 13:00:00,2,2,1,4,0,4,5,9,7,9,9,8,8,12,15,14,15,12,13,11,7,7,6,5,6,12,8,10,11,7,6,12,13,15,11,8,5,9,8,11,10,8,2,0,3,2,4,4,7,20,19,16,11,10,8,10,7,9,8,8,6,6,7,6,4,3,5,11,7,8,15,12,11,11,12,10,11,10,7,6,5,3,1,0,0,0,0
2022-03-07 14:00:00,0,3,5,3,2,4,5,12,13,13,14,15,13,14,18,20,17,16,16,14,14,14,11,8,7,11,11,12,9,9,9,10,13,13,9,8,10,12,7,8,4,3,2,0,1,2,4,2,3,6,7,7,9,10,7,10,9,8,14,15,17,12,12,8,8,6,4,6,7,7,11,5,14,14,12,9,8,6,6,5,3,3,2,1,0,0,0
2022-03-07 15:00:00,0,0,0,3,2,1,6,11,15,13,8,8,10,13,15,16,17,13,14,7,8,6,7,7,8,14,8,10,7,11,11,12,12,14,18,19,20,18,16,14,15,9,7,3,2,2,6,6,6,9,11,12,11,7,5,8,9,11,14,15,14,16,16,17,12,8,9,10,9,10,11,16,16,15,11,12,9,11,8,7,3,2,1,0,0,0,0
2022-03-07 16:00:00,0,0,1,2,0,2,5,10,12,13,12,15,18,16,17,18,14,11,13,11,12,11,11,11,17,18,20,16,16,15,15,21,19,17,13,14,10,8,10,9,8,5,3,0,3,7,11,13,17,30,25,22,15,15,12,16,17,16,18,19,15,11,11,21,20,19,18,17,18,11,14,15,16,16,14,13,17,17,16,12,8,5,5,4,1,0,0
2022-03-07 17:00:00,0,1,0,5,0,7,17,28,29,20,22,25,28,31,28,20,19,16,16,12,8,13,7,7,15,19,14,19,18,27,25,20,18,26,16,11,15,14,12,15,14,11,7,3,9,11,16,19,10,24,22,20,12,13,11,10,13,15,15,15,15,15,15,15,16,15,17,16,14,15,14,18,19,13,12,16,15,13,14,10,4,3,1,2,0,0,0
2022-03-07 18:00:00,0,2,0,5,3,7,13,34,39,32,36,41,40,30,36,34,18,17,18,13,12,16,19,10,19,42,23,26,29,23,12,14,14,17,19,17,19,19,16,17,16,14,10,3,1,6,9,11,13,15,14,14,11,11,10,10,19,17,24,19,15,9,9,8,11,11,11,10,14,16,19,18,21,24,25,27,31,30,23,23,11,6,2,2,0,0,0
2022-03-07 19:00:00,0,0,0,2,1,2,7,15,17,16,15,18,19,17,14,19,12,11,10,11,10,13,11,14,16,25,19,21,21,17,12,12,10,13,15,16,20,23,19,19,18,12,9,2,1,1,4,7,0,4,3,6,6,4,7,7,8,6,11,11,9,10,9,6,7,10,10,7,12,13,19,25,26,25,22,27,23,25,21,22,12,8,4,4,2,1,0
2022-03-07 20:00:00,0,0,0,2,0,3,5,8,11,8,7,11,12,14,25,17,18,15,15,12,6,10,8,5,6,13,9,9,11,7,6,9,10,12,14,15,15,16,9,9,6,7,5,2,1,1,3,4,1,5,5,6,9,10,8,12,9,11,11,11,12,8,8,8,7,8,7,8,10,12,17,17,15,14,15,18,17,18,17,16,12,6,4,3,1,0,0
2022-03-07 21:00:00,2,0,0,1,0,1,5,4,4,4,7,10,15,14,15,25,17,14,14,15,11,12,11,9,17,24,17,12,16,10,8,12,10,13,14,16,17,16,11,12,9,7,5,4,1,2,1,3,2,2,2,3,11,15,15,16,18,17,18,16,8,7,7,6,6,5,3,6,6,7,9,10,9,11,13,14,11,10,11,10,5,3,2,0,0,0,0
2022-03-07 22:00:00,0,3,0,1,0,2,5,7,8,11,9,10,17,22,22,20,14,10,11,8,7,7,8,3,11,12,8,9,7,7,7,9,13,13,31,46,52,46,29,26,22,17,13,5,1,0,0,0,0,1,2,7,26,27,20,20,22,21,24,20,15,14,10,11,11,10,11,6,8,10,5,9,16,16,15,17,17,17,10,9,5,3,1,0,0,0,0
2022-03-07 23:00:00,0,0,0,0,0,0,0,0,8,7,0,0,9,13,16,12,11,10,9,6,5,4,5,5,7,4,5,10,6,11,9,12,15,14,16,18,16,15,7,6,5,4,2,1,0,0,4,2,3,3,1,2,4,5,7,8,5,8,8,10,10,11,13,11,4,6,6,8,8,7,6,8,9,11,13,12,14,9,10,12,7,2,1,0,0,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
