Unnamed: 0,1_개포동차고지(가상),2_구룡마을,3_개포우성6차아파트,4_도곡교회.인바디빌딩,5_능인선원앞,6_구룡사입구,7_국악고교사거리,8_삼호물산,9_원불교앞,10_양재역말죽거리.강남베드로병원,11_뱅뱅사거리.구영동중학교,12_역삼초등학교,13_신분당선.강남역4번출구,14_강남역,15_신논현역.구교보타워사거리,16_교보타워,17_영동시장논현역,18_신사역3번출구,19_신사역6번출구,20_신사중학교,21_광림교회.현대고등학교,22_현대아파트,23_압구정파출소,24_한양아파트.압구정로데오역,25_일지아트홀,26_영동고등학교현대아파트,27_강남구청역,28_강남보건소.강남구립국제교육원,29_한국토지주택공사앞,30_선정릉역.무형문화재전수회관,31_선릉역,32_진선여자중고등학교,33_역삼e-편한세상이아파트,34_한티역3번출구.서울강남고용노동지청,35_삼성아파트입구,36_농협대치지점,37_대치SKVIEW아파트.서울교회,38_대치동미도아파트,39_공무원아파트,40_대청역,41_마루공원,42_대청초등학교,43_일원1동주민센터,44_가락시장.헬리오시티,45_가락1동주민센터,46_가락시장.헬리오시티,47_일원주유소.삼성서울병원후문,48_삼성서울병원사거리,49_연금매점,50_대치아파트,51_은마아파트,52_은마아파트,53_은마아파트입구사거리,54_도곡초등학교,55_한티역2번출구.서울강남고용노동지청,56_한티역,57_도성초등학교,58_진선여자중고등학교,59_선릉역.선정릉정문,60_선정릉역.무형문화재전수회관,61_한국토지주택공사앞,62_강남보건소.강남구립국제교육원,63_강남구청역,64_영동고교앞,65_일지아트홀.압구정동노인복지센터,66_한양아파트.압구정로데오역,67_압구정파출소,68_현대아파트,69_광림교회.현대고등학교,70_신사중학교,71_신사역5번출구,72_신사역4번출구,73_논현역,74_반포동,75_신논현역.구교보타워사거리,76_강남역,77_수협서초지점,78_서초문화예술정보학교,79_양재역.양재1동민원분소,80_양재노인종합복지관,81_동원산업앞,82_구룡사,83_구룡사입구,84_능인선원앞,85_도곡교회.인바디빌딩.건너,86_구룡산입구,87_개포동차고지(종점가상)
2022-03-13 08:00:00,0,0,1,3,0,4,5,5,4,4,4,4,4,4,5,4,5,4,1,3,3,5,5,0,3,7,5,7,4,6,5,6,11,10,5,2,0,2,3,0,2,1,1,0,2,2,5,3,0,5,5,8,7,6,4,5,2,4,3,3,6,2,4,1,3,1,5,3,2,3,5,4,6,0,7,2,5,5,3,2,1,1,2,0,1,0,0
2022-03-13 09:00:00,0,1,3,2,0,2,5,7,6,4,7,7,8,8,11,14,11,10,12,6,4,5,5,4,3,4,4,6,7,4,8,9,8,8,4,4,3,3,4,2,0,2,1,1,3,5,7,9,8,11,12,13,10,9,8,4,6,6,5,5,7,9,10,7,5,5,4,2,2,4,3,4,7,7,7,6,5,4,5,3,2,4,3,0,0,0,0
2022-03-13 10:00:00,1,1,1,3,1,2,1,5,6,5,4,10,11,9,8,11,11,10,7,6,3,4,5,5,4,6,1,7,6,8,7,7,6,7,4,4,5,3,2,4,0,3,1,1,1,2,6,4,0,10,10,6,5,6,5,6,6,1,10,9,10,8,9,8,4,4,5,4,4,3,2,0,5,5,6,3,5,4,5,5,4,1,1,2,0,0,0
2022-03-13 11:00:00,0,1,2,2,0,4,4,5,4,5,5,6,5,8,10,10,8,9,8,6,4,4,0,0,4,5,5,8,9,9,7,6,5,8,7,4,3,6,5,4,0,3,3,0,4,6,8,8,9,10,9,11,15,8,14,12,11,6,8,9,5,9,11,11,4,3,6,5,6,6,5,4,7,7,5,5,6,4,4,3,2,1,2,1,0,0,0
2022-03-13 12:00:00,6,0,2,3,2,5,7,7,9,8,11,12,14,11,12,11,12,8,13,11,11,10,8,6,6,5,5,4,0,6,5,9,13,11,12,17,18,8,8,3,6,4,4,0,5,6,10,10,12,17,16,17,24,20,22,19,14,12,14,18,20,21,21,17,11,8,8,6,7,7,6,7,11,10,9,7,6,6,5,3,4,3,2,0,0,0,0
2022-03-13 13:00:00,1,1,4,0,1,5,6,11,11,9,11,13,12,8,10,12,10,11,13,8,7,12,5,11,11,14,12,14,13,9,8,13,19,21,9,20,21,20,7,6,7,5,4,3,4,6,11,13,9,21,24,21,14,11,14,18,16,12,11,11,5,10,11,5,10,10,9,8,10,10,12,11,12,10,9,9,8,9,6,4,4,3,0,1,0,0,0
2022-03-13 14:00:00,4,0,3,3,0,0,6,10,12,13,12,15,11,7,8,9,10,8,9,5,4,4,5,7,8,11,7,8,10,13,8,9,9,10,13,12,14,15,11,10,3,2,7,6,1,4,7,7,9,10,11,12,10,11,9,8,6,8,9,8,8,7,8,6,5,6,5,6,6,12,14,7,12,14,12,13,10,0,6,5,4,1,3,0,1,0,0
2022-03-13 15:00:00,1,0,0,3,0,2,3,4,6,7,12,12,11,12,13,17,16,14,11,13,10,8,7,6,5,5,10,11,11,8,8,9,9,10,7,9,5,9,8,8,6,4,4,2,2,5,4,4,3,6,7,7,8,9,7,8,8,5,6,4,0,4,5,4,3,5,6,7,4,10,10,11,12,11,10,10,8,8,8,7,6,4,3,0,1,0,0
2022-03-13 16:00:00,2,4,5,6,0,5,6,8,7,8,7,9,11,11,8,10,10,9,11,10,9,11,9,9,11,12,11,10,7,10,11,13,10,11,14,11,12,12,6,7,0,4,4,1,2,1,4,2,5,12,11,10,13,11,11,11,12,9,10,11,9,7,7,6,4,12,15,11,12,21,20,19,22,21,19,15,15,9,14,11,6,2,1,0,0,0,0
2022-03-13 17:00:00,1,0,2,1,0,2,9,14,15,13,14,14,16,11,16,15,12,12,8,5,6,6,5,4,5,7,6,7,9,10,8,13,18,18,18,27,17,23,14,11,9,10,9,6,7,6,9,7,9,12,10,13,18,21,24,23,21,15,14,10,13,11,10,11,9,9,9,6,5,8,8,8,11,12,14,13,12,11,13,12,7,4,2,3,0,1,0
2022-03-13 18:00:00,1,0,0,1,0,2,3,7,11,11,12,18,18,15,13,17,18,19,17,9,8,10,8,8,10,13,11,12,5,9,8,12,16,18,14,14,13,12,11,10,9,8,4,2,1,2,3,6,1,8,10,11,9,8,7,7,8,11,12,13,13,11,7,10,11,10,8,10,12,13,13,15,13,12,13,14,13,12,10,8,4,3,0,1,0,0,0
2022-03-13 19:00:00,0,2,0,10,0,0,11,17,3,17,8,18,17,15,15,18,15,10,11,6,6,7,7,7,6,8,4,2,0,6,4,8,10,11,14,14,15,9,10,6,3,4,4,2,1,0,2,2,0,8,7,7,12,12,10,11,9,8,11,10,8,8,6,4,7,9,8,6,6,11,11,10,11,13,13,15,12,10,11,11,6,3,1,0,0,0,0
2022-03-13 20:00:00,0,0,0,1,0,2,3,5,4,3,6,4,5,6,14,16,11,10,5,7,6,5,6,6,13,14,8,8,6,9,7,6,8,9,8,11,12,10,9,10,7,7,1,0,1,0,3,2,0,3,0,5,10,12,11,11,10,7,8,8,6,6,5,6,6,8,8,7,12,13,11,14,11,10,10,10,9,8,9,8,6,1,0,2,0,0,0
2022-03-13 21:00:00,2,0,0,0,0,1,1,4,2,7,3,0,9,8,7,8,5,3,4,5,5,3,4,3,6,5,4,3,5,7,5,4,5,6,9,24,16,15,14,10,8,6,2,1,1,0,1,2,1,3,2,4,6,7,7,8,9,11,7,7,4,8,7,4,7,5,6,5,0,7,11,10,12,11,11,12,9,8,8,5,3,1,0,0,0,0,0
2022-03-13 22:00:00,0,0,0,2,0,1,1,4,3,5,0,5,6,10,13,14,9,13,11,8,7,6,7,8,10,11,8,8,10,13,10,8,7,8,14,23,16,23,13,12,11,8,6,4,2,0,2,3,0,4,5,7,17,20,18,21,17,16,17,14,12,6,5,11,11,8,10,9,11,12,10,11,12,5,10,11,10,10,7,5,3,2,1,0,0,0,0
2022-03-13 23:00:00,0,0,0,0,0,0,0,0,0,1,0,0,2,0,5,0,2,0,9,9,8,0,0,4,8,7,7,6,6,7,6,5,4,4,7,8,0,9,8,7,0,5,3,2,0,0,1,1,0,0,1,0,2,2,0,1,1,4,5,4,5,6,7,7,3,4,6,5,2,10,8,9,7,5,8,11,11,11,12,10,5,2,0,1,0,0,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,1,1,0,0,0,2,4,5,0,4,4,5,0,6,0,6,4,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,1,1,0,2,0,4,6,6,5,3,7,5,3,2,2,3,3,5,3,4,6,11,18,15,11,10,5,8,4,7,3,3,3,0,0,4,3,5,4,2,0,1,0,0,1,0,4,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 06:00:00,0,0,2,1,0,3,6,7,8,5,7,4,6,5,6,5,6,4,4,3,4,2,4,2,1,3,2,5,5,6,5,5,4,3,4,3,0,3,1,3,0,2,1,0,1,3,6,5,5,5,6,4,4,4,0,3,0,3,1,2,1,0,4,2,1,2,3,5,3,5,6,4,4,6,9,7,6,8,9,10,7,4,3,0,0,0,0
2022-03-14 07:00:00,1,1,3,5,2,6,11,14,13,13,15,14,15,14,20,22,24,23,22,16,15,6,5,3,3,4,4,9,9,14,12,11,11,12,10,9,3,8,7,4,0,2,1,0,5,9,13,15,18,21,31,27,28,27,24,26,25,16,16,19,15,13,18,8,7,8,5,3,3,5,5,8,26,26,45,39,35,23,14,20,6,3,1,0,0,0,0
2022-03-14 08:00:00,1,2,2,5,1,6,8,13,14,15,15,17,18,19,29,32,28,27,26,19,15,18,17,16,14,13,10,22,17,14,9,8,6,8,7,6,8,7,5,8,7,6,2,0,5,10,21,24,25,25,22,22,27,33,31,26,23,16,21,23,19,17,18,13,10,11,12,8,7,5,4,11,43,44,52,42,36,40,45,39,12,8,5,1,1,0,0
2022-03-14 09:00:00,1,2,1,3,0,4,9,11,13,14,18,20,28,31,35,35,40,40,43,15,9,13,11,11,7,7,5,7,7,8,5,4,5,10,7,5,3,3,3,3,2,1,0,0,2,5,8,11,12,11,12,8,13,12,7,13,14,11,12,14,13,11,11,9,5,7,6,5,7,7,6,11,33,29,28,20,13,11,14,11,7,6,5,4,0,0,0
2022-03-14 10:00:00,1,0,0,0,0,2,2,7,8,10,11,11,17,14,16,14,14,14,16,9,8,13,10,9,9,9,0,6,7,8,9,8,11,7,10,9,2,3,6,6,2,2,2,0,0,3,7,7,5,7,7,8,12,12,11,13,13,10,10,9,10,12,11,10,9,8,7,4,4,5,7,8,12,10,12,12,7,6,6,4,4,3,1,2,0,0,0
2022-03-14 11:00:00,0,0,1,4,0,5,2,5,4,6,9,7,9,12,12,13,16,12,11,8,6,7,5,4,5,6,3,5,5,6,6,6,6,10,10,8,7,5,5,5,0,2,1,0,1,2,5,5,0,6,6,7,7,6,5,6,4,5,8,6,7,6,7,8,5,4,5,9,10,11,12,11,10,11,13,11,9,7,7,5,3,2,0,1,1,0,0
2022-03-14 12:00:00,1,1,0,1,0,2,5,6,7,6,8,7,8,11,12,14,13,12,14,9,7,6,4,5,5,5,5,6,5,7,7,18,19,17,15,10,9,6,3,5,1,1,4,2,4,3,6,7,5,9,5,7,9,6,8,8,8,8,9,6,10,7,5,8,5,5,3,3,5,8,7,10,12,11,14,13,10,8,8,4,6,4,0,0,1,2,0
2022-03-14 13:00:00,1,1,1,1,0,0,4,6,5,6,10,9,10,10,12,10,10,9,12,7,4,5,5,4,3,7,7,5,9,6,7,8,10,11,7,7,7,8,4,6,5,3,1,1,4,3,5,7,4,4,6,8,8,7,7,7,7,6,6,6,6,6,7,0,6,5,4,4,6,8,9,8,9,8,8,10,9,7,6,5,2,1,1,0,0,0,0
2022-03-14 14:00:00,1,0,0,1,0,2,2,5,4,5,7,9,11,11,14,13,15,13,14,9,7,7,6,6,8,10,5,5,6,9,5,9,14,18,17,14,11,12,8,7,6,4,3,1,3,5,9,8,6,9,6,4,7,6,6,8,9,9,9,7,8,7,6,6,8,6,7,9,8,10,14,13,16,15,11,8,9,10,8,7,3,2,1,0,1,0,0
2022-03-14 15:00:00,0,0,1,1,0,3,4,8,9,8,11,11,13,10,8,8,8,9,9,8,9,10,11,13,15,15,9,9,9,10,8,23,24,25,16,13,10,10,8,9,5,7,4,2,1,2,4,3,6,7,10,13,12,9,8,9,5,9,8,8,5,9,5,7,6,5,4,8,9,11,13,13,15,14,11,8,8,8,10,9,8,3,0,0,2,0,0
2022-03-14 16:00:00,0,0,1,2,0,2,5,12,13,14,13,14,15,13,14,13,13,16,14,10,9,12,11,5,14,25,24,23,25,23,20,22,17,19,16,17,14,14,9,10,9,5,4,0,4,8,13,15,17,20,20,20,11,10,8,8,8,9,11,9,10,10,9,14,13,11,11,11,16,13,16,17,13,15,13,9,11,6,9,8,6,3,2,2,0,1,0
2022-03-14 17:00:00,0,1,0,2,0,3,9,29,31,34,31,30,32,19,20,18,12,8,17,18,12,15,11,11,11,12,7,8,7,11,11,17,19,23,13,12,12,11,9,11,7,8,6,3,8,12,15,18,20,32,31,29,15,16,11,11,11,12,14,13,10,8,7,5,6,7,8,6,7,9,11,11,15,14,12,12,16,17,16,14,5,5,4,3,2,0,0
2022-03-14 18:00:00,2,2,1,5,0,10,21,36,36,26,26,29,25,24,25,30,20,15,15,10,7,11,13,10,13,18,10,10,9,11,10,14,21,21,20,20,20,22,16,18,17,14,8,3,3,5,9,0,11,18,18,20,11,12,11,9,7,10,11,9,8,10,8,8,11,19,21,11,14,18,20,21,21,21,25,23,21,23,20,19,12,10,2,2,1,0,0
2022-03-14 19:00:00,0,0,1,2,0,5,8,16,15,11,15,19,19,16,19,29,17,19,17,7,8,8,7,7,11,16,9,10,9,10,8,13,13,18,10,13,16,15,13,18,16,11,6,2,1,2,3,3,0,5,9,11,14,15,11,9,11,11,13,13,16,12,11,10,10,10,12,9,11,16,19,16,21,23,20,20,21,17,15,13,12,2,1,0,0,0,0
2022-03-14 20:00:00,0,1,2,3,0,0,3,5,9,12,10,17,23,17,17,16,10,9,6,7,6,5,6,8,13,14,10,11,6,10,10,11,10,14,15,19,18,16,12,11,10,9,5,2,0,1,2,2,0,1,2,4,5,12,11,10,7,8,11,9,9,7,8,7,4,11,9,9,10,11,12,15,14,12,13,13,12,12,12,9,9,3,2,2,1,0,0
2022-03-14 21:00:00,6,0,0,1,0,2,4,6,7,7,7,9,11,12,15,19,10,9,7,7,6,7,9,9,14,15,12,15,18,16,12,10,10,13,18,20,21,19,13,12,8,6,5,4,2,2,3,2,2,3,3,5,25,12,10,11,13,13,13,12,9,7,6,6,10,8,9,7,7,8,9,9,10,8,10,13,12,12,13,10,5,4,2,1,1,0,0
2022-03-14 22:00:00,0,0,0,1,0,0,2,4,5,4,5,6,17,23,20,20,13,10,9,7,8,6,7,6,15,20,12,13,12,13,9,10,14,17,33,48,48,44,27,22,20,18,11,4,1,1,2,1,0,3,4,5,17,31,24,28,24,21,24,25,23,19,16,15,14,13,8,5,4,7,10,4,7,6,11,15,18,16,12,11,5,3,1,0,0,0,0
2022-03-14 23:00:00,0,0,0,0,0,0,0,0,0,3,4,0,3,0,5,8,8,8,8,10,0,11,0,11,13,15,13,12,9,7,9,8,9,11,10,12,10,11,8,13,4,8,4,1,1,2,1,0,2,3,2,3,4,5,8,9,10,8,12,10,5,10,5,3,4,7,6,4,1,5,6,6,8,9,6,3,10,9,12,5,7,2,0,1,0,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,1,0,0,0,0,0,4,6,0,5,6,6,0,2,7,6,2,7,6,8,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,1,1,0,2,0,1,3,5,3,4,13,9,5,4,3,3,2,3,3,4,2,3,17,14,12,11,9,8,9,8,4,3,2,2,0,5,0,4,4,2,0,1,1,0,1,0,4,5,0,5,2,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,1,0,1,3,0,3,4,5,5,5,6,4,8,9,8,4,3,2,2,2,2,4,5,3,4,4,0,3,3,3,2,5,4,5,3,3,0,4,3,1,0,2,1,0,1,3,5,3,6,4,5,4,2,2,0,2,6,5,6,3,3,1,3,1,0,2,3,2,2,5,6,7,5,6,6,3,3,2,0,0,2,0,0,1,0,0,0
2022-03-15 07:00:00,1,3,5,6,0,7,6,10,11,9,9,12,10,11,19,20,22,18,22,16,17,8,7,4,6,10,9,13,15,15,8,13,18,11,5,6,7,4,8,6,5,3,0,0,5,11,17,19,11,20,23,24,26,22,17,20,19,13,17,22,24,26,21,12,8,7,6,7,5,7,6,8,23,22,37,38,31,22,22,15,5,3,2,2,1,0,0
2022-03-15 08:00:00,2,3,3,6,2,7,9,16,17,17,16,18,20,15,28,31,35,37,35,18,14,11,10,9,9,12,13,17,16,13,6,7,7,9,8,9,5,10,8,8,7,5,4,1,6,13,21,23,17,21,17,19,28,27,27,27,25,20,27,38,38,34,43,20,13,11,11,8,7,8,9,13,42,38,52,46,34,34,39,33,14,10,3,1,0,0,0
2022-03-15 09:00:00,0,1,2,4,0,4,7,10,11,9,11,13,13,23,28,23,25,25,27,16,13,13,10,8,8,11,11,15,14,14,12,10,8,7,6,4,1,1,3,3,4,3,3,1,5,7,14,16,9,16,18,14,14,11,13,17,18,17,25,25,23,24,25,16,7,9,9,7,9,9,7,15,22,17,22,23,20,16,17,16,7,6,3,2,1,0,0
2022-03-15 10:00:00,1,2,1,1,0,1,6,7,8,7,9,10,12,13,14,15,14,17,15,10,5,7,7,6,5,4,3,10,12,6,5,6,5,7,4,2,2,4,2,2,3,2,1,2,2,3,7,0,6,5,8,9,9,10,9,10,12,9,12,12,12,14,16,17,10,12,11,9,7,6,7,7,11,12,16,11,12,15,17,10,5,5,6,2,1,0,0
2022-03-15 11:00:00,2,1,0,3,1,4,4,11,12,10,12,11,8,9,11,12,10,9,10,8,6,5,4,5,7,6,4,5,7,11,7,5,8,7,4,4,3,4,3,4,2,3,3,2,1,2,4,5,3,4,5,10,12,13,12,4,10,9,11,8,7,7,10,9,8,8,6,5,6,4,7,9,10,9,7,6,8,8,6,6,4,3,1,0,0,0,0
2022-03-15 12:00:00,2,0,3,0,0,2,4,7,6,7,8,9,11,9,9,11,11,11,12,7,6,8,4,6,9,10,11,16,13,11,8,6,8,9,8,6,7,8,5,6,4,4,4,3,3,5,7,9,10,10,8,6,6,5,5,7,7,9,9,8,7,7,11,7,7,9,7,5,4,8,10,12,18,16,15,16,13,12,8,5,3,2,2,0,0,0,0
2022-03-15 13:00:00,1,2,2,0,3,4,6,10,11,8,9,9,12,16,17,19,16,13,12,11,10,8,6,6,6,8,8,10,6,10,8,17,16,16,14,8,9,14,9,6,1,4,2,1,1,3,4,5,6,9,8,8,12,13,12,11,10,10,10,9,10,11,9,7,8,12,13,7,10,11,10,9,11,10,11,6,6,5,6,4,3,1,0,1,0,0,0
2022-03-15 14:00:00,0,0,1,2,3,4,5,11,6,12,13,14,14,19,13,17,18,16,14,10,10,9,8,6,8,9,6,8,7,6,5,7,7,10,11,11,10,11,6,5,5,4,2,0,1,4,6,4,3,8,7,8,7,8,8,7,8,7,10,9,7,8,7,5,6,7,8,8,12,15,18,19,19,18,15,15,9,8,9,8,7,5,4,2,0,0,0
2022-03-15 15:00:00,0,1,2,5,0,9,1,14,15,14,12,12,13,15,21,30,25,19,19,15,14,14,13,9,10,10,8,10,7,11,10,29,27,25,19,13,10,8,7,11,4,9,8,2,6,9,16,15,17,18,23,16,14,14,12,12,10,9,8,10,5,9,10,8,6,8,9,8,9,12,10,12,16,15,16,11,9,8,5,4,3,2,1,1,0,0,0
2022-03-15 16:00:00,1,2,0,6,1,4,7,10,13,13,13,15,12,8,14,16,12,10,8,6,14,21,9,19,20,29,22,20,17,17,17,16,15,16,12,14,14,19,13,16,15,10,6,2,3,10,17,22,29,37,33,27,19,14,15,16,13,11,13,13,8,11,11,22,20,22,10,27,19,15,14,16,14,13,10,13,13,9,10,8,5,3,2,1,0,0,0
2022-03-15 17:00:00,1,0,2,7,0,10,12,29,30,27,26,27,27,20,18,22,17,16,16,13,11,13,13,10,13,21,16,17,16,13,11,15,19,19,18,9,11,12,8,10,7,7,4,1,4,6,10,12,14,18,18,17,14,10,11,12,12,14,13,16,17,12,11,14,11,14,14,9,9,11,10,15,21,21,18,18,15,14,9,14,5,3,3,2,1,0,0
2022-03-15 18:00:00,0,1,2,8,0,9,14,33,41,38,40,46,43,27,38,41,25,19,16,12,9,15,13,10,28,49,23,19,19,15,13,15,16,19,13,17,17,18,15,18,16,13,5,2,4,5,8,11,12,14,16,12,13,14,12,12,14,12,20,20,22,23,20,20,20,22,16,13,13,20,25,26,28,23,18,20,24,22,19,16,9,7,3,0,1,0,0
2022-03-15 19:00:00,0,0,1,2,0,3,4,12,13,12,15,17,27,16,18,18,14,13,11,12,7,10,10,10,18,24,12,11,10,14,9,10,9,11,14,20,21,20,15,21,18,12,6,1,3,1,4,6,0,10,8,8,10,6,5,7,8,8,9,10,7,7,7,7,9,14,21,12,13,13,17,22,24,22,22,21,12,11,11,10,6,3,0,2,1,0,0
2022-03-15 20:00:00,0,0,1,1,0,0,3,5,6,5,6,9,16,17,21,21,15,14,9,14,11,11,10,8,15,18,13,13,12,11,8,8,9,10,13,16,19,20,12,11,7,9,3,1,0,0,1,3,1,4,3,4,7,10,7,8,8,8,9,8,7,6,5,7,6,6,7,8,8,13,15,18,17,16,14,15,13,13,11,11,10,5,3,2,0,0,0
2022-03-15 21:00:00,2,0,0,3,0,1,2,6,4,6,7,9,12,19,16,15,13,10,9,13,9,8,2,6,16,18,14,13,12,10,9,9,6,9,19,32,34,32,9,8,6,5,3,2,1,0,2,3,1,4,4,5,16,19,19,21,18,15,16,15,11,11,10,8,9,9,10,12,12,18,17,18,18,18,15,17,15,14,11,9,6,3,2,1,0,0,0
2022-03-15 22:00:00,0,1,0,0,0,4,5,3,6,8,9,11,15,16,16,14,10,8,7,6,6,8,8,9,10,14,13,17,16,13,6,9,19,31,41,47,47,42,24,18,16,13,10,3,1,2,2,2,3,3,2,4,30,32,31,30,30,29,26,19,17,12,11,11,13,10,9,7,6,9,6,9,11,14,14,18,14,17,15,13,10,5,2,1,0,0,0
2022-03-15 23:00:00,0,0,0,0,0,0,0,0,0,0,4,5,7,7,10,11,11,9,7,5,6,5,6,7,10,11,8,8,5,5,6,6,8,7,7,11,4,8,7,7,6,3,2,1,0,1,1,2,2,1,0,1,4,6,4,9,9,8,10,7,9,6,8,5,7,10,7,6,5,5,6,7,5,7,11,16,17,18,13,14,7,2,2,0,0,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,1,0,0,0,0,2,4,5,0,3,4,4,0,2,0,3,5,6,4,6,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
