Unnamed: 0,1_서부운수기점,2_북가좌2동주민센터,3_DMC래미안e.편한세상2.4단지,4_북가좌삼호.DMC아이파크아파트,5_DMC파크뷰자이별동상가,6_DMC파크뷰자이,7_모래내삼거리,8_모래내시장.가좌역,9_사천교,10_연희104고지앞.구성산회관,11_연남동,12_동교동삼거리,13_신촌오거리.현대백화점,14_신촌오거리.2호선신촌역,15_이대역,16_웨딩타운,17_아현역,18_충정로역,19_서대문역사거리,20_서울역사박물관.경희궁앞,21_광화문,22_종로1가,23_종로2가,24_종로3가.탑골공원,25_종로4가.종묘,26_종로5가.광장시장,27_종로6가.동대문종합시장,28_동대문역.흥인지문,29_숭인동,30_동대문우체국.서울풍물시장,31_용두동신동아아파트,32_용두역,33_동대문구청,34_신답초등학교.청계한신휴플러스,35_답십리역사거리,36_청년회의소.서울새활용플라자,37_장한평역,38_군자교입구,39_능동사거리.군자역,40_능동교회앞,41_어린이대공원앞.세종대학교,42_어린이대공원역.화양천주교회,43_서울화양초등학교,44_건대입구역사거리.건대병원,45_건대로데오거리입구,46_대동아파트앞,47_뚝도변전소앞,48_광진문화예술회관,49_건대입구(가상),50_건대입구역사거리.건대병원,51_어린이대공원역.화양천주교회,52_어린이대공원앞,53_능동사거리.군자역,54_군자교입구,55_장한평역,56_청년회의소,57_답십리역사거리,58_신답초등학교.청계한신휴플러스,59_동대문구청,60_서울시동부병원,61_신설동역.서울풍물시장,62_동묘앞,63_동대문(흥인지문),64_종로6가.동대문종합시장,65_종로5가.광장시장,66_종로4가.종묘,67_종로3가.탑골공원,68_종로2가,69_종로1가,70_광화문,71_서울역사박물관.경희궁앞,72_서대문역사거리,73_충정로역,74_아현역,75_웨딩타운,76_이대역,77_신촌오거리.2호선신촌역,78_신촌오거리.현대백화점,79_동교동삼거리,80_연희동대우아파트,81_연희104고지앞.구성산회관,82_사천교,83_모래내시장.가좌역,84_삼성래미안2차아파트,85_DMC파크뷰자이,86_동부센트레빌아파트,87_북가좌삼호.DMC아이파크아파트,88_모래내우체국.증가교회,89_북가좌초교사거리,90_북가좌2동주민센터,91_서부운수기점(가상)
2022-03-25 05:00:00,2,4,5,6,10,12,11,10,12,13,10,14,15,14,9,7,11,13,18,19,15,17,19,17,15,14,15,27,28,29,29,28,29,26,28,25,23,16,14,13,8,7,6,5,0,0,4,3,0,1,2,4,5,6,7,9,10,11,0,12,10,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 06:00:00,3,6,10,11,19,23,25,18,11,13,15,14,15,15,13,9,16,14,12,6,13,11,12,7,10,11,9,10,10,10,11,10,11,10,8,7,9,5,7,6,5,5,5,4,2,3,2,4,0,6,7,8,5,14,14,14,17,16,15,16,15,15,14,12,11,9,10,5,10,10,9,3,11,3,4,11,9,4,5,4,4,2,5,0,4,5,4,0,1,0,0
2022-03-25 07:00:00,7,13,28,37,53,61,58,47,41,40,36,32,24,24,24,27,30,27,26,24,28,21,20,21,20,18,13,16,16,24,22,7,13,15,12,10,18,18,13,13,12,9,10,5,6,5,5,8,0,11,13,14,16,26,25,29,32,37,34,33,28,25,24,20,19,15,15,15,13,10,7,6,6,6,5,5,3,5,3,6,5,5,6,3,3,5,1,4,2,1,0
2022-03-25 08:00:00,4,13,18,25,42,52,53,37,35,35,43,36,36,35,41,40,45,44,34,30,33,29,28,25,21,18,14,18,23,33,28,28,28,29,27,29,29,26,24,24,21,20,13,5,4,4,4,8,0,11,15,17,19,30,34,35,39,43,40,50,53,45,44,35,32,30,30,25,20,19,14,11,12,11,8,9,8,6,7,9,9,10,8,5,6,4,2,4,3,0,0
2022-03-25 09:00:00,3,12,20,25,31,35,27,25,24,24,26,25,21,20,21,22,21,20,19,18,19,15,14,13,13,10,13,15,12,11,13,11,11,13,12,14,14,16,16,13,16,12,9,6,5,6,7,10,0,13,16,16,18,25,30,30,29,42,44,43,39,34,30,23,20,16,15,12,8,9,6,10,12,10,10,9,9,7,7,6,5,4,6,6,5,3,3,2,1,1,0
2022-03-25 10:00:00,3,7,11,14,19,19,16,15,15,14,19,13,18,17,15,16,18,22,17,18,21,23,23,24,23,21,18,22,22,19,18,18,19,18,18,18,20,20,13,10,11,10,9,5,2,3,4,6,0,9,13,16,14,14,17,19,20,24,28,27,24,21,19,15,13,12,10,10,9,10,9,11,10,9,9,10,8,10,9,9,7,6,10,8,10,11,10,8,3,0,0
2022-03-25 11:00:00,2,8,12,15,18,17,17,15,18,19,22,21,17,16,13,13,13,12,9,12,13,12,12,11,12,13,12,14,12,15,13,10,15,15,13,13,14,13,11,10,9,8,4,3,2,2,3,5,6,13,14,13,18,18,21,21,22,21,20,19,16,21,17,17,18,16,15,14,13,11,7,10,11,11,11,8,8,15,16,11,10,8,9,11,5,5,4,4,1,0,0
2022-03-25 12:00:00,2,7,13,13,17,19,16,17,17,14,21,19,14,13,14,16,20,19,18,19,19,16,15,17,15,16,16,19,19,21,20,17,20,15,18,15,17,16,15,14,14,13,12,4,3,4,2,7,0,11,9,12,13,15,14,19,27,25,22,21,20,20,23,18,17,15,15,16,15,18,6,17,12,16,15,15,15,16,15,14,13,12,11,7,7,7,4,4,3,2,0
2022-03-25 13:00:00,1,7,12,18,21,22,21,21,20,20,19,17,18,19,19,18,13,17,14,15,14,11,12,11,11,11,14,17,16,22,21,19,17,18,17,19,21,20,21,21,16,12,11,9,6,4,5,7,0,8,14,10,14,14,16,20,20,20,21,21,18,18,17,15,16,15,20,20,22,21,22,26,15,15,27,23,23,27,23,20,18,19,19,22,19,16,13,13,7,5,0
2022-03-25 14:00:00,2,9,13,18,19,20,17,15,15,8,22,25,19,18,18,17,19,19,12,21,27,26,25,27,26,24,27,25,24,30,31,30,26,25,25,21,19,20,14,13,13,12,10,4,3,4,5,5,3,11,12,11,12,12,12,13,17,18,20,21,20,21,22,21,28,24,27,27,28,31,30,22,21,23,15,17,20,19,19,15,15,14,13,15,14,13,5,10,5,2,0
2022-03-25 15:00:00,4,8,12,11,13,12,11,15,16,14,15,12,14,10,12,14,17,15,12,14,20,17,20,18,19,18,23,27,21,31,32,33,21,29,23,22,21,18,19,17,13,14,10,7,6,4,5,15,3,27,31,30,27,26,26,24,15,16,18,17,18,16,19,18,19,18,21,21,22,33,37,36,36,30,27,24,25,28,27,20,21,18,20,19,16,14,11,9,7,5,0
2022-03-25 16:00:00,3,5,8,11,15,18,20,19,18,13,19,18,19,20,20,18,20,18,17,18,20,21,20,20,22,21,27,29,31,32,30,27,33,32,27,23,22,23,21,21,20,13,11,7,5,6,5,8,0,18,22,23,22,21,21,24,29,30,29,31,30,25,22,21,20,20,23,25,25,26,25,26,26,32,29,28,28,28,23,23,20,21,22,20,19,13,11,10,7,3,0
2022-03-25 17:00:00,4,6,11,12,11,17,16,16,15,16,20,24,20,20,19,18,18,20,21,29,30,34,33,36,37,39,43,34,34,38,39,36,35,38,32,35,36,40,37,36,34,27,20,13,11,8,6,10,4,21,22,18,23,21,20,22,21,18,24,25,21,24,23,29,33,33,33,33,33,34,37,40,37,36,35,29,27,43,40,32,31,35,38,37,28,24,21,15,6,3,0
2022-03-25 18:00:00,2,9,16,18,18,21,16,15,17,16,17,15,17,17,19,17,15,14,22,26,27,35,37,38,38,40,52,54,55,60,58,53,54,50,47,42,35,27,23,25,22,19,14,8,5,4,5,11,0,21,25,27,25,20,24,23,24,21,22,21,19,19,24,31,32,34,34,35,33,41,44,50,44,38,37,34,34,40,40,39,26,30,39,34,32,16,15,10,6,5,0
2022-03-25 19:00:00,2,5,6,6,10,11,7,10,11,14,14,14,14,13,15,16,8,11,12,11,11,11,11,17,16,20,24,24,28,29,34,31,32,32,24,21,18,18,19,19,18,18,12,7,6,5,10,18,0,31,27,25,22,19,19,23,25,21,20,21,20,16,13,13,18,19,21,22,21,25,30,30,25,28,30,28,30,33,33,34,32,30,36,34,26,15,13,11,7,4,0
2022-03-25 20:00:00,3,4,5,7,6,7,7,9,8,9,10,7,6,7,7,5,5,6,5,7,10,11,7,15,16,15,14,17,14,19,21,19,21,18,18,15,21,17,11,10,9,8,5,5,5,4,2,4,0,12,13,12,12,12,11,14,11,12,12,10,9,9,9,13,7,8,10,13,17,18,21,21,19,21,17,22,21,23,20,19,20,21,22,20,18,12,10,8,6,5,0
2022-03-25 21:00:00,2,4,3,4,6,3,7,8,9,5,11,13,11,10,9,6,7,6,7,7,9,12,17,18,9,21,21,23,26,26,24,19,23,21,18,14,12,10,8,7,4,5,6,6,4,3,2,5,0,13,14,12,11,13,11,10,10,8,7,6,6,8,7,13,12,9,13,13,16,16,17,17,16,16,11,13,22,18,19,17,18,20,24,25,24,20,14,8,6,3,0
2022-03-25 22:00:00,0,3,4,2,9,6,6,6,7,5,7,6,7,5,6,7,6,5,5,6,8,11,16,23,24,19,28,27,29,27,25,25,24,23,18,15,11,13,10,9,8,9,8,5,4,3,5,5,5,14,17,17,17,15,14,14,13,12,10,9,8,8,7,8,9,7,11,13,14,15,16,13,15,15,15,12,16,24,27,21,21,23,24,21,16,14,10,8,6,3,0
2022-03-25 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,4,2,3,12,19,25,19,23,24,25,24,22,22,12,19,18,16,12,11,9,8,7,5,5,4,7,6,4,5,9,0,24,22,23,23,20,16,14,12,11,9,10,10,6,11,12,10,11,13,17,27,29,28,30,32,30,27,22,15,22,23,17,22,34,33,30,23,20,18,13,5,2,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,6,8,9,10,6,11,11,10,8,7,10,11,12,0,0,0,12,12,8,9,9,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,2,2,4,4,5,7,5,6,7,2,7,6,6,6,5,0,7,7,7,8,9,10,10,8,8,12,13,26,27,28,32,33,11,29,29,25,23,17,8,6,4,5,2,4,2,1,1,0,0,2,0,2,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,2,4,6,9,11,8,8,7,9,10,6,5,7,3,4,3,8,5,4,7,8,5,7,4,6,4,3,6,7,3,8,6,8,4,9,8,6,9,6,4,5,6,4,3,3,2,3,1,0,2,4,4,6,7,6,7,10,8,13,15,13,13,11,5,4,3,4,5,5,5,4,3,6,5,0,6,4,5,0,1,4,5,5,4,3,2,2,0,1,0,0
2022-03-26 07:00:00,2,6,10,11,16,18,8,12,13,5,14,16,12,11,12,10,8,10,11,7,7,6,6,6,3,5,6,6,5,5,6,6,2,5,6,6,6,3,5,5,4,3,2,0,1,1,3,4,0,7,7,8,9,12,12,11,13,13,13,16,14,13,17,14,13,4,11,9,5,4,1,3,4,2,3,3,0,4,3,1,2,2,3,1,3,2,1,1,0,0,0
2022-03-26 08:00:00,2,4,7,7,13,19,17,16,12,13,14,13,9,11,13,14,16,18,17,16,10,16,14,13,11,10,9,7,6,7,5,5,7,6,8,7,8,10,7,8,7,5,0,3,1,2,1,4,1,6,9,7,9,11,10,12,18,19,16,17,15,18,15,14,11,9,8,5,6,5,6,5,5,4,3,6,5,4,7,5,5,4,3,1,3,1,2,0,0,0,0
2022-03-26 09:00:00,3,12,18,21,28,30,19,26,27,28,26,22,19,19,22,23,20,20,18,11,15,13,12,9,9,9,10,15,6,6,5,7,8,7,8,10,11,9,12,11,8,10,9,5,3,5,4,6,5,7,10,7,11,13,15,13,10,12,14,17,17,18,16,14,11,10,10,10,8,6,6,10,10,10,7,9,7,9,1,7,3,5,6,6,6,6,4,3,1,0,0
2022-03-26 10:00:00,2,6,10,13,21,19,20,20,20,21,25,22,16,14,13,11,17,13,17,18,19,10,15,17,13,14,13,14,14,15,14,12,13,12,12,13,10,10,8,10,9,8,7,3,4,3,3,6,3,8,10,13,13,15,17,17,19,19,22,24,19,20,16,15,14,11,13,13,8,12,13,12,9,14,8,12,9,9,9,8,7,7,7,5,5,4,2,2,1,0,0
2022-03-26 11:00:00,4,12,17,20,24,27,22,26,25,22,22,17,14,15,15,14,18,19,18,17,18,18,18,13,15,14,18,18,19,19,12,17,12,13,15,13,13,12,17,22,17,17,16,4,1,2,4,7,5,8,14,15,16,13,14,17,21,20,23,23,21,17,22,21,16,15,16,17,12,11,14,15,14,7,15,9,10,13,15,13,8,9,14,15,9,10,9,7,2,0,0
2022-03-26 12:00:00,3,14,16,12,20,23,25,22,22,18,23,23,19,18,17,17,18,18,16,16,16,16,17,16,17,16,17,18,20,21,22,17,17,17,19,18,20,22,22,18,13,10,9,6,3,4,10,18,0,23,24,21,24,27,30,28,30,31,31,30,25,25,27,21,19,16,16,17,12,13,13,16,10,14,14,12,13,18,11,18,12,13,13,10,8,8,4,5,4,2,0
2022-03-26 13:00:00,4,9,14,18,24,30,28,26,27,25,27,25,16,15,16,17,21,20,18,18,19,15,13,16,15,17,19,19,20,22,20,19,20,20,21,21,25,22,21,24,20,18,13,6,4,6,7,16,15,16,17,14,12,13,15,19,19,20,24,28,26,24,20,17,16,14,11,15,18,18,16,17,17,19,18,18,19,23,21,20,11,19,19,18,19,11,9,1,4,3,0
2022-03-26 14:00:00,3,7,9,12,16,19,17,21,22,11,27,31,17,17,19,16,20,20,19,19,18,18,22,20,21,23,23,26,26,29,25,23,27,27,27,27,26,22,22,15,20,22,13,10,6,3,11,16,5,25,23,21,29,30,29,28,34,37,22,39,37,34,30,26,25,26,31,31,30,26,14,25,25,24,12,14,15,15,14,15,19,20,23,22,19,15,12,11,6,4,0
2022-03-26 15:00:00,4,7,11,14,15,11,15,12,20,22,23,24,21,24,23,19,21,19,20,17,21,21,19,22,23,18,19,19,19,25,26,16,29,29,32,32,35,35,30,28,27,24,22,14,7,4,3,8,0,14,15,17,15,16,17,20,17,17,21,22,18,20,20,19,23,27,29,28,26,28,24,26,27,22,20,18,24,28,26,24,19,18,19,21,15,12,10,4,8,9,0
2022-03-26 16:00:00,11,13,16,17,18,20,20,18,13,20,23,31,30,28,30,29,30,28,25,24,25,24,25,23,24,22,22,25,27,29,27,26,26,26,31,33,34,26,25,26,26,25,20,12,6,4,7,13,0,15,21,25,30,28,24,23,27,27,27,28,33,32,30,31,31,29,26,21,27,29,28,27,28,29,26,28,24,22,22,21,21,23,27,26,21,15,12,11,7,5,0
2022-03-26 17:00:00,2,4,11,13,16,16,15,18,18,20,24,23,16,17,17,11,16,18,24,18,16,16,13,16,16,17,24,26,29,31,31,31,33,25,29,28,32,27,22,21,20,16,13,11,8,3,7,13,0,20,19,22,22,23,20,22,24,25,25,27,26,26,26,30,33,31,32,34,34,34,32,31,19,27,26,26,27,26,25,21,22,18,19,19,16,12,10,6,3,1,0
2022-03-26 18:00:00,2,5,9,10,14,17,19,14,13,14,14,15,17,18,20,21,19,14,16,18,15,14,19,18,21,16,16,22,24,30,27,27,24,24,24,25,26,24,23,22,24,22,18,12,8,6,5,9,0,14,16,16,13,13,17,19,22,22,22,21,19,20,22,20,23,21,19,29,28,27,27,15,29,27,25,24,20,26,21,19,21,20,23,19,16,13,12,7,6,3,0
2022-03-26 19:00:00,1,7,7,4,8,9,0,8,7,8,13,16,10,10,6,9,11,10,9,11,12,20,22,22,23,22,23,20,20,22,21,20,21,18,21,21,17,13,11,12,10,11,10,5,3,2,3,7,0,13,12,13,14,13,13,10,12,8,11,14,13,12,10,11,15,13,17,19,18,17,18,16,14,15,16,13,15,20,19,15,16,15,19,19,15,13,11,9,6,5,0
2022-03-26 20:00:00,1,3,8,10,6,9,6,8,10,9,9,11,11,7,11,8,8,6,7,6,10,8,13,13,23,24,27,30,30,31,30,29,26,24,20,21,20,16,12,7,10,7,5,6,4,6,2,8,0,15,19,19,19,13,14,13,12,13,10,11,11,12,13,14,21,19,21,23,22,25,25,26,13,27,26,26,21,33,32,32,31,30,33,20,26,20,18,15,7,3,0
2022-03-26 21:00:00,0,1,2,1,2,2,1,4,3,7,8,12,12,14,15,9,10,8,9,10,8,9,9,12,13,15,16,18,18,20,17,17,14,16,13,12,14,16,13,9,7,5,8,7,5,3,4,8,0,18,19,17,18,18,14,9,14,12,12,11,7,7,8,9,11,8,15,18,19,17,17,19,14,14,11,12,14,18,16,16,17,20,27,10,25,19,15,10,3,2,0
2022-03-26 22:00:00,2,1,2,1,0,0,0,4,2,6,6,13,10,9,9,8,8,7,7,0,9,13,14,19,9,21,22,26,23,23,19,17,15,13,17,14,13,12,10,9,8,6,5,6,6,4,6,10,19,25,23,24,22,18,17,13,10,9,8,9,9,9,7,8,8,9,12,13,12,14,11,16,15,15,11,17,17,20,20,19,16,23,22,22,13,11,9,7,5,1,0
2022-03-26 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,12,16,11,18,23,26,23,23,22,15,21,16,16,15,16,12,9,10,9,8,8,7,5,7,7,8,0,22,23,19,24,23,20,18,16,15,11,14,11,10,14,17,16,11,21,33,31,30,29,25,24,18,17,15,16,21,20,20,21,22,23,21,19,15,12,10,8,5,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,1,1,2,0,3,4,3,1,0,2,0,2,0,1,0,0,0,0,1,3,0,4,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,1,1,4,3,3,4,2,3,3,4,5,4,6,4,5,5,6,0,5,6,7,8,6,5,6,1,0,9,8,9,11,9,7,0,8,8,7,4,8,0,2,7,5,3,0,1,1,2,0,0,3,0,4,1,4,0,5,6,5,4,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,1,3,4,4,3,2,1,5,4,4,6,6,2,7,7,4,4,6,6,5,5,5,3,4,4,2,2,2,4,4,4,2,6,0,5,4,7,5,4,4,1,5,4,1,0,3,1,3,0,6,7,2,2,4,5,5,6,1,5,6,4,3,3,0,0,1,1,0,0,7,8,7,3,6,0,2,5,4,0,0,3,5,3,0,2,0,0,1,0,0,0
2022-03-27 07:00:00,1,4,5,1,6,7,8,7,4,0,5,6,4,2,5,1,6,5,6,5,3,4,2,3,1,2,3,4,3,4,1,0,0,3,3,3,4,6,5,3,0,4,3,2,1,0,3,1,0,2,5,3,5,6,6,5,6,7,7,8,5,7,2,1,5,2,1,2,2,0,1,3,2,2,2,1,4,5,4,2,2,2,0,3,2,3,0,2,0,0,0
2022-03-27 08:00:00,2,5,10,12,14,18,13,11,9,8,11,10,10,11,13,14,13,12,8,11,13,6,5,6,4,8,8,13,12,13,15,14,10,9,9,10,9,6,4,4,3,2,1,1,3,3,2,3,1,4,4,5,7,13,13,14,14,14,16,15,14,12,10,7,6,5,5,5,7,1,3,4,3,5,3,6,4,2,3,3,1,2,1,0,2,1,1,0,0,0,0
2022-03-27 09:00:00,5,10,12,13,17,18,19,23,24,24,21,18,12,10,15,14,15,17,18,14,13,15,11,14,15,16,16,13,6,6,5,2,6,7,8,12,13,14,14,5,7,11,5,3,3,3,5,6,5,7,7,4,6,9,9,14,20,21,22,18,12,10,11,8,7,7,6,5,6,4,4,7,6,8,3,5,7,7,5,3,3,3,2,2,4,2,2,0,1,0,0
2022-03-27 10:00:00,3,7,12,11,14,17,16,17,17,16,19,19,15,17,18,13,12,16,17,16,17,17,11,18,20,20,21,17,11,9,10,9,12,13,12,10,11,12,9,8,6,6,8,6,3,3,7,8,0,11,12,13,13,16,22,24,27,28,28,29,21,20,15,13,10,10,7,8,8,5,11,9,11,10,8,7,6,8,7,3,8,7,6,4,5,5,2,4,1,0,0
2022-03-27 11:00:00,3,5,7,12,15,16,15,16,20,16,23,21,15,15,17,16,18,16,14,15,19,20,21,18,16,15,11,12,13,12,12,7,13,14,16,18,16,17,17,17,12,10,9,4,5,4,3,4,0,7,11,13,15,16,16,20,21,20,22,24,17,14,12,8,9,5,9,10,9,10,3,4,5,7,8,6,7,7,6,6,5,5,8,8,6,5,0,4,2,0,0
2022-03-27 12:00:00,2,8,9,11,19,22,22,25,20,27,25,21,19,16,16,16,21,19,22,25,27,27,26,26,26,26,26,21,18,20,22,8,10,10,14,14,16,15,16,15,14,11,11,6,4,3,6,8,0,14,12,13,16,19,23,25,25,29,29,27,22,23,22,23,26,16,19,17,16,17,15,16,18,19,18,18,12,16,14,10,9,10,13,5,13,8,7,3,4,3,0
2022-03-27 13:00:00,2,8,15,16,21,21,22,23,25,26,23,26,25,23,25,24,26,25,13,16,17,19,18,16,16,21,21,17,19,24,23,22,25,26,26,26,29,27,24,23,13,22,18,6,5,4,9,10,0,17,11,12,14,16,18,21,24,28,30,31,26,24,22,24,24,20,19,18,19,23,24,24,23,21,19,18,17,17,15,10,9,8,8,7,8,5,2,4,3,3,0
2022-03-27 14:00:00,2,8,11,15,21,23,21,21,22,21,20,21,19,19,21,20,24,25,26,25,24,19,16,18,15,19,22,19,21,22,16,20,21,20,22,21,22,25,26,27,23,17,10,7,4,5,9,12,0,17,20,19,16,16,18,18,18,26,30,29,23,25,24,24,23,21,19,18,17,21,20,26,25,25,17,22,19,18,16,13,15,14,11,9,8,7,6,4,2,1,0
2022-03-27 15:00:00,3,8,12,13,15,11,19,16,17,17,20,20,19,13,15,11,13,12,13,15,12,14,14,16,13,14,19,29,29,36,35,31,32,35,29,29,25,27,23,21,20,17,14,9,5,4,5,8,0,12,18,19,18,20,26,25,27,25,27,26,21,25,26,26,23,20,23,21,23,16,19,22,21,23,17,20,21,27,16,24,21,17,19,19,18,12,7,10,5,1,0
2022-03-27 16:00:00,3,11,12,12,15,14,14,16,15,16,18,22,27,29,32,32,31,27,23,23,20,22,20,20,21,20,22,24,29,33,32,32,33,31,27,29,33,30,33,25,33,25,22,10,4,5,6,8,0,17,23,21,17,17,16,18,21,20,19,19,29,32,31,35,32,31,30,30,31,34,33,31,30,22,23,22,24,30,28,22,21,23,18,19,15,13,12,11,6,3,0
2022-03-27 17:00:00,3,6,10,12,13,14,13,13,12,13,13,16,13,15,19,18,21,19,16,15,16,15,17,20,19,20,20,18,20,28,29,25,24,24,22,16,30,30,29,32,29,22,12,6,4,1,8,10,8,16,17,16,18,20,23,21,19,17,22,24,25,23,21,19,24,23,25,29,30,32,29,31,33,33,31,32,28,28,25,24,23,22,22,20,15,11,9,6,4,1,0
2022-03-27 18:00:00,1,5,8,10,13,14,13,12,14,15,17,19,10,8,10,9,8,7,7,9,11,12,15,15,16,20,24,25,31,34,32,30,27,26,25,21,20,17,18,16,19,19,21,8,9,10,15,18,0,33,36,37,24,24,19,11,8,17,8,15,13,18,19,14,17,17,18,19,20,21,24,23,22,20,19,20,18,23,15,22,20,20,19,15,15,14,8,9,5,1,0
2022-03-27 19:00:00,1,2,3,3,3,4,5,6,0,8,12,14,9,11,9,10,13,12,14,11,10,10,13,13,10,16,17,23,21,25,20,19,17,17,17,17,19,19,19,16,7,12,8,6,5,4,2,7,0,14,14,16,13,12,12,8,9,10,14,14,15,14,11,5,6,5,17,18,12,17,16,17,18,9,19,18,16,19,18,23,22,20,25,20,15,10,7,7,5,4,0
2022-03-27 20:00:00,1,5,3,6,5,6,4,5,2,7,11,13,12,12,9,6,7,8,10,0,13,11,18,21,20,21,22,17,15,16,14,11,11,9,15,14,10,13,12,8,6,11,9,6,5,12,3,4,9,17,20,20,14,17,16,18,16,15,7,14,6,6,14,12,10,10,12,13,14,15,15,16,12,13,14,14,12,14,12,13,12,12,10,8,8,12,10,9,7,3,0
2022-03-27 21:00:00,0,2,3,3,4,3,4,4,4,4,8,10,7,9,7,0,6,7,8,8,8,9,14,17,18,20,18,16,18,20,16,14,12,9,14,13,13,9,11,9,8,9,7,8,4,1,3,3,0,13,14,11,12,11,13,14,13,11,7,11,10,5,6,6,9,10,17,10,8,12,11,10,9,11,13,11,14,15,13,12,12,8,18,17,8,14,13,11,6,4,0
2022-03-27 22:00:00,0,3,5,5,5,4,6,7,0,6,7,9,10,11,7,9,6,5,0,7,6,9,13,15,10,13,13,13,11,13,11,10,10,7,8,7,10,10,10,8,7,5,3,5,4,3,5,7,6,19,23,24,23,11,9,11,8,8,9,10,9,6,5,5,5,0,7,20,22,8,0,20,6,19,8,14,15,24,25,26,24,23,23,20,17,14,13,8,8,2,0
