Unnamed: 0,1_서부운수기점,2_북가좌2동주민센터,3_DMC래미안e.편한세상2.4단지,4_북가좌삼호.DMC아이파크아파트,5_DMC파크뷰자이별동상가,6_DMC파크뷰자이,7_모래내삼거리,8_모래내시장.가좌역,9_사천교,10_연희104고지앞.구성산회관,11_연남동,12_동교동삼거리,13_신촌오거리.현대백화점,14_신촌오거리.2호선신촌역,15_이대역,16_웨딩타운,17_아현역,18_충정로역,19_서대문역사거리,20_서울역사박물관.경희궁앞,21_광화문,22_종로1가,23_종로2가,24_종로3가.탑골공원,25_종로4가.종묘,26_종로5가.광장시장,27_종로6가.동대문종합시장,28_동대문역.흥인지문,29_숭인동,30_동대문우체국.서울풍물시장,31_용두동신동아아파트,32_용두역,33_동대문구청,34_신답초등학교.청계한신휴플러스,35_답십리역사거리,36_청년회의소.서울새활용플라자,37_장한평역,38_군자교입구,39_능동사거리.군자역,40_능동교회앞,41_어린이대공원앞.세종대학교,42_어린이대공원역.화양천주교회,43_서울화양초등학교,44_건대입구역사거리.건대병원,45_건대로데오거리입구,46_대동아파트앞,47_뚝도변전소앞,48_광진문화예술회관,49_건대입구(가상),50_건대입구역사거리.건대병원,51_어린이대공원역.화양천주교회,52_어린이대공원앞,53_능동사거리.군자역,54_군자교입구,55_장한평역,56_청년회의소,57_답십리역사거리,58_신답초등학교.청계한신휴플러스,59_동대문구청,60_서울시동부병원,61_신설동역.서울풍물시장,62_동묘앞,63_동대문(흥인지문),64_종로6가.동대문종합시장,65_종로5가.광장시장,66_종로4가.종묘,67_종로3가.탑골공원,68_종로2가,69_종로1가,70_광화문,71_서울역사박물관.경희궁앞,72_서대문역사거리,73_충정로역,74_아현역,75_웨딩타운,76_이대역,77_신촌오거리.2호선신촌역,78_신촌오거리.현대백화점,79_동교동삼거리,80_연희동대우아파트,81_연희104고지앞.구성산회관,82_사천교,83_모래내시장.가좌역,84_삼성래미안2차아파트,85_DMC파크뷰자이,86_동부센트레빌아파트,87_북가좌삼호.DMC아이파크아파트,88_모래내우체국.증가교회,89_북가좌초교사거리,90_북가좌2동주민센터,91_서부운수기점(가상)
2022-03-05 04:00:00,4,6,7,8,5,6,5,9,0,0,4,11,9,0,6,0,10,10,9,12,7,9,8,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,1,2,3,5,5,7,6,6,6,5,7,8,8,6,7,5,7,6,7,8,8,7,8,4,3,5,7,19,21,22,25,25,25,8,22,23,18,16,11,5,0,9,8,4,2,1,1,1,0,2,3,0,2,4,6,5,6,8,7,6,0,4,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,3,4,5,4,6,8,7,8,7,5,7,9,7,5,9,7,5,6,5,6,8,7,6,5,4,5,4,9,9,10,8,7,10,6,7,7,7,6,6,3,7,6,4,3,4,2,3,5,0,7,9,4,10,13,12,7,8,7,7,9,9,7,10,5,7,4,3,8,8,7,4,0,0,7,8,2,2,2,0,6,2,5,4,4,2,3,0,2,0,0,0
2022-03-05 07:00:00,2,5,6,10,11,13,12,14,12,12,11,10,4,6,6,7,8,9,6,7,5,6,4,5,5,5,5,7,6,8,7,6,5,6,8,3,8,6,4,4,3,3,2,0,1,3,2,5,4,4,4,5,4,7,6,8,7,8,7,9,10,8,9,7,6,6,5,3,4,2,1,3,4,2,3,4,3,4,3,2,1,3,0,2,0,1,2,1,0,0,0
2022-03-05 08:00:00,3,7,12,14,18,20,18,17,16,16,17,20,13,14,12,13,15,14,11,15,13,12,11,12,10,13,12,13,12,15,13,11,10,9,12,11,10,11,8,6,6,7,4,5,4,3,4,3,0,6,7,8,10,11,15,16,17,20,17,19,19,18,14,11,12,8,7,4,6,5,3,4,7,5,6,7,8,9,11,8,9,11,11,10,7,6,4,4,3,2,0
2022-03-05 09:00:00,5,10,15,22,28,23,25,30,33,32,32,28,20,15,24,22,26,22,23,24,22,19,17,14,15,14,14,13,12,8,9,8,10,10,11,12,11,9,11,9,8,8,5,2,5,4,4,7,2,7,8,10,16,20,19,21,24,24,26,26,25,20,18,15,13,12,10,12,6,6,5,6,5,7,8,7,5,6,5,5,7,8,6,7,4,6,4,3,2,0,0
2022-03-05 10:00:00,4,8,13,16,23,24,27,29,36,38,38,32,20,17,20,23,25,26,24,22,18,19,18,17,15,14,15,19,15,14,13,12,13,14,12,13,18,14,14,10,6,8,6,4,2,2,3,7,5,7,8,11,14,18,23,25,26,24,26,24,21,20,17,18,15,12,10,11,7,10,10,15,14,12,6,12,11,12,11,9,8,8,11,10,5,7,4,4,2,0,0
2022-03-05 11:00:00,3,7,11,16,24,25,22,24,26,25,23,24,22,22,21,22,28,29,28,27,24,19,19,22,16,17,12,16,18,20,20,19,21,24,27,25,24,25,25,26,21,17,15,4,1,4,8,15,0,20,22,21,21,19,24,26,33,32,36,42,38,35,24,18,27,22,21,18,19,20,22,21,19,19,19,18,11,17,15,13,14,15,17,16,12,10,6,6,2,0,0
2022-03-05 12:00:00,2,6,9,12,18,21,24,21,19,20,20,21,15,16,18,15,18,17,17,19,23,22,18,19,16,17,21,14,17,21,22,21,18,19,20,22,21,19,23,21,19,15,13,13,9,8,9,11,10,11,13,16,16,18,22,22,23,23,24,26,21,19,25,21,19,19,19,21,16,19,19,20,19,18,17,17,18,21,20,20,17,18,17,15,15,15,14,13,10,1,0
2022-03-05 13:00:00,1,7,11,16,19,22,26,25,24,22,23,27,21,24,23,21,20,19,18,19,22,19,21,23,23,21,20,25,25,28,27,22,22,27,26,25,25,23,20,20,19,14,11,6,5,5,3,7,0,12,15,14,18,22,23,22,24,24,23,26,23,24,23,23,25,22,21,24,23,22,23,27,30,28,22,21,20,22,17,16,12,14,13,11,12,10,10,8,7,3,0
2022-03-05 14:00:00,4,8,14,19,24,19,21,21,22,18,25,22,16,14,15,18,16,16,17,18,20,19,19,14,14,20,23,21,17,20,20,22,23,24,27,28,27,25,21,21,19,15,12,6,4,6,5,9,0,17,17,18,18,23,25,22,23,22,22,25,25,19,20,23,22,20,20,18,21,19,19,20,19,27,24,21,20,24,23,18,18,18,20,19,18,14,11,10,6,2,0
2022-03-05 15:00:00,2,8,15,18,19,21,20,23,23,27,34,39,28,27,25,24,23,22,22,21,18,22,21,19,18,16,20,21,26,28,28,25,24,24,24,22,25,26,26,17,24,26,15,10,4,4,7,11,6,16,19,22,25,24,21,25,27,28,29,28,24,23,20,20,21,20,21,22,22,22,23,29,28,25,25,23,20,25,22,24,23,17,15,11,15,14,10,12,9,8,0
2022-03-05 16:00:00,2,8,9,12,11,16,15,16,15,17,19,20,30,32,31,28,27,28,25,21,28,26,22,23,24,26,32,40,40,38,37,34,33,30,32,31,40,40,33,30,29,28,17,8,6,5,7,8,0,23,28,31,31,29,28,28,27,20,21,21,23,21,23,23,25,23,22,23,22,24,23,22,23,21,21,24,24,29,27,23,22,27,29,25,22,17,16,14,7,4,0
2022-03-05 17:00:00,2,6,8,7,9,11,12,12,12,14,18,20,16,16,19,18,16,16,13,16,17,13,18,20,24,21,24,23,23,28,29,30,31,30,33,31,28,26,26,23,22,27,25,11,5,3,11,21,0,27,23,21,18,19,19,20,19,17,26,21,20,18,21,26,25,23,25,25,24,27,28,27,27,25,24,24,22,29,26,23,24,28,30,25,23,18,15,11,7,4,0
2022-03-05 18:00:00,3,4,4,5,7,10,10,12,13,12,9,12,17,21,21,13,13,11,10,9,11,9,10,10,8,10,14,17,20,30,34,22,35,29,25,26,28,27,29,28,27,25,23,7,4,2,4,8,0,12,15,15,12,11,11,12,14,16,17,19,17,19,19,19,21,19,19,20,20,21,18,22,20,25,20,19,21,23,24,20,22,23,26,25,22,15,10,11,5,5,0
2022-03-05 19:00:00,1,3,5,7,8,8,3,10,6,10,13,11,9,0,10,11,12,11,10,8,13,13,11,16,14,18,14,16,18,22,19,11,15,18,14,11,16,16,16,7,14,13,11,4,3,1,2,4,6,13,10,10,10,11,12,14,12,12,12,13,12,12,11,13,17,17,18,22,19,15,16,20,18,16,15,17,15,20,16,19,18,20,23,21,18,13,12,9,4,2,0
2022-03-05 20:00:00,1,3,5,2,2,6,3,4,5,6,13,13,12,10,11,7,7,6,7,6,8,9,10,8,9,9,10,13,11,18,19,18,8,16,15,15,13,9,15,11,9,7,6,5,3,3,4,10,0,17,16,17,16,13,12,12,12,12,14,17,8,15,11,16,17,10,17,21,22,15,24,23,18,18,16,19,10,20,19,16,14,16,15,15,12,11,6,10,8,4,0
2022-03-05 21:00:00,0,2,3,4,3,2,1,3,2,3,5,9,11,8,10,8,9,10,9,8,9,11,12,14,14,12,16,18,18,19,17,16,15,16,13,13,13,12,9,5,8,4,5,4,5,8,3,11,0,16,18,18,18,10,13,11,8,10,9,8,9,8,7,9,6,10,15,15,17,21,11,23,11,21,19,17,14,17,15,15,15,16,20,19,14,11,9,5,5,2,0
2022-03-05 22:00:00,0,2,5,4,0,6,7,4,5,3,6,7,11,11,10,8,7,7,7,8,10,11,14,18,15,18,19,20,20,25,23,22,19,17,18,14,12,7,8,5,6,6,5,5,9,6,6,7,0,17,19,16,18,15,15,14,9,5,9,13,11,10,7,8,11,7,15,15,13,12,11,12,13,12,6,13,16,22,21,17,19,19,30,28,21,20,14,11,4,3,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,6,7,8,0,10,12,17,13,0,19,22,31,31,29,25,24,21,20,17,14,10,8,8,10,7,8,10,7,6,5,0,20,21,22,23,23,21,18,15,12,13,7,9,9,8,7,8,7,18,17,11,13,18,17,16,17,15,16,17,18,15,16,14,16,14,15,13,12,7,6,5,3,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,3,5,1,0,0,6,5,0,3,4,4,7,8,0,0,7,0,2,7,8,9,8,0,9,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,1,2,5,2,6,7,6,5,0,2,3,3,3,3,3,2,2,4,3,3,4,0,2,0,0,0,0,5,5,5,4,3,8,1,8,0,7,4,5,0,0,3,4,3,2,1,1,0,1,0,2,0,0,3,2,4,4,5,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,1,3,3,6,7,7,6,7,6,3,6,6,3,4,3,4,2,5,4,3,2,0,0,5,2,6,1,2,2,4,6,0,1,1,6,5,4,2,2,5,0,3,3,4,3,1,2,3,0,4,2,5,5,4,5,4,6,4,3,6,7,6,2,0,0,0,3,3,2,0,2,2,3,4,4,5,4,2,2,2,1,0,0,0,0,0,1,0,0,0,0
2022-03-06 07:00:00,2,4,5,5,9,2,9,8,5,2,2,9,5,0,4,1,0,5,3,4,4,3,2,1,4,3,2,4,3,4,2,0,1,0,3,4,4,3,5,2,1,2,1,0,2,0,1,1,0,3,2,3,2,3,3,4,5,6,8,5,5,4,7,4,0,8,6,1,4,3,2,5,4,3,0,3,0,4,3,2,1,3,2,2,1,1,0,0,0,0,0
2022-03-06 08:00:00,1,6,7,9,13,15,16,12,13,13,12,13,6,6,6,4,6,6,6,8,11,10,10,8,7,9,5,9,10,10,9,8,9,7,8,5,5,6,5,3,2,4,2,2,1,2,1,3,0,5,6,5,8,9,7,8,12,11,12,12,10,8,7,6,5,4,4,4,4,5,4,6,5,6,3,5,5,1,6,5,4,3,4,0,1,2,1,0,0,0,0
2022-03-06 09:00:00,5,6,9,12,12,13,16,15,16,18,15,14,11,11,12,12,18,18,18,17,13,9,11,13,12,14,15,10,8,5,5,3,5,8,6,6,12,12,11,9,4,6,6,4,2,3,3,6,3,5,5,5,5,7,11,10,12,14,15,16,14,14,13,11,9,12,9,8,5,7,6,4,7,6,3,7,4,5,4,4,3,3,2,4,1,2,1,2,1,0,0
2022-03-06 10:00:00,3,12,16,19,24,24,23,21,20,21,20,21,15,14,14,15,22,22,16,18,17,16,17,16,15,14,12,14,15,14,13,11,13,8,14,14,13,14,15,12,14,14,11,9,5,4,5,6,0,8,8,7,10,15,19,21,22,19,21,20,15,16,13,14,14,7,10,8,9,10,9,10,4,8,5,4,6,10,7,6,6,5,7,5,6,5,3,2,1,1,0
2022-03-06 11:00:00,2,7,12,13,15,18,15,17,20,19,22,21,19,12,14,15,20,19,19,21,20,18,17,16,15,13,14,12,12,10,11,10,10,9,11,11,10,12,15,10,15,11,7,7,6,7,8,6,5,9,11,10,12,11,11,12,17,17,15,14,14,15,14,10,15,6,14,10,5,7,8,3,0,7,0,7,7,12,8,12,8,7,6,4,5,4,2,0,1,0,0
2022-03-06 12:00:00,2,7,11,15,19,20,19,18,20,17,20,21,20,15,18,15,20,21,20,14,20,22,20,16,17,18,18,17,15,14,13,14,15,16,19,20,20,18,20,18,18,19,17,8,3,2,4,5,1,9,11,12,13,22,23,21,25,25,28,30,23,21,21,22,16,15,13,10,11,12,13,12,12,11,10,8,11,10,11,6,12,5,9,3,8,6,5,4,2,0,0
2022-03-06 13:00:00,2,8,12,15,16,19,19,23,24,23,27,25,18,17,19,20,16,16,17,17,18,17,16,15,11,17,18,16,16,19,18,17,19,21,21,19,18,18,18,11,12,15,14,7,6,5,5,9,10,9,13,15,21,26,24,14,29,31,33,30,27,23,26,25,21,19,16,18,13,15,16,14,14,10,7,12,9,12,11,10,9,12,14,11,10,6,5,2,3,2,0
2022-03-06 14:00:00,2,6,7,10,11,15,12,13,22,22,23,25,20,18,20,19,24,23,25,23,20,19,22,20,20,24,26,21,21,23,23,21,21,22,23,21,27,28,27,26,26,23,16,7,4,2,3,7,0,17,22,9,12,13,15,14,17,16,19,20,19,20,23,25,27,28,22,19,17,18,18,18,20,20,21,15,13,20,16,15,10,13,10,9,8,7,6,2,2,1,0
2022-03-06 15:00:00,6,10,18,20,23,14,19,18,19,13,16,19,18,19,20,18,15,14,4,13,13,15,14,15,16,15,20,19,22,23,26,17,18,26,29,30,33,35,33,32,27,22,16,9,5,3,8,13,0,16,16,22,29,29,31,29,31,32,35,33,30,30,27,27,31,27,27,23,25,30,32,34,34,35,16,31,30,29,29,23,21,20,19,18,17,8,7,8,3,2,0
2022-03-06 16:00:00,1,4,7,8,9,10,11,11,13,18,18,23,19,14,15,16,15,14,4,7,14,16,19,20,21,19,21,28,29,31,30,30,40,38,30,30,32,28,25,24,22,23,15,11,6,9,9,13,10,20,20,20,20,19,16,13,16,16,18,20,23,24,27,20,31,30,25,23,21,22,23,25,24,22,22,21,23,28,27,23,19,25,25,22,19,15,12,11,6,4,0
2022-03-06 17:00:00,2,7,6,9,13,12,15,15,14,16,19,20,12,11,13,11,3,4,14,15,13,18,22,21,20,17,16,18,19,32,32,28,26,27,27,31,36,35,30,29,25,22,15,7,3,3,4,9,0,15,19,21,21,22,20,17,18,19,18,19,18,19,20,17,19,21,23,20,22,27,29,30,28,27,26,23,19,32,32,31,30,21,23,22,19,15,12,10,5,4,0
2022-03-06 18:00:00,1,4,5,6,7,11,7,10,10,8,19,15,14,12,9,8,7,13,13,14,19,16,18,15,14,13,15,15,16,33,31,27,27,21,24,26,27,26,19,10,10,18,17,10,7,5,3,7,0,18,19,16,16,17,20,17,16,14,13,12,17,19,18,17,18,16,19,21,19,25,28,27,27,21,23,21,21,25,29,27,23,34,36,34,24,16,8,6,5,1,0
2022-03-06 19:00:00,2,3,7,2,2,4,3,3,8,10,12,13,11,10,9,6,9,6,6,8,8,8,10,17,18,20,23,21,20,19,20,19,17,17,16,11,15,9,12,11,12,11,8,6,5,3,8,8,1,15,17,18,17,14,14,12,10,16,13,11,15,13,15,13,15,16,16,15,13,18,20,21,18,15,15,12,15,18,18,17,16,14,15,16,10,14,10,9,4,3,0
2022-03-06 20:00:00,1,5,5,6,2,7,6,5,6,4,7,8,5,8,7,5,7,6,5,4,6,5,8,8,0,14,13,14,13,18,16,14,13,13,15,13,11,7,9,7,6,6,5,4,3,0,3,8,0,14,15,16,15,16,14,14,12,12,10,9,7,8,6,6,9,2,10,18,19,22,23,21,19,16,12,15,13,15,14,13,11,11,11,12,11,7,6,4,4,1,0
2022-03-06 21:00:00,1,2,6,5,6,5,1,3,2,2,5,8,10,8,11,9,8,6,4,5,2,10,16,5,6,16,8,17,15,13,10,9,10,9,9,6,8,7,10,7,4,9,8,6,4,2,2,5,0,9,10,13,12,13,12,14,11,11,9,10,10,7,6,0,5,4,7,6,13,15,6,16,17,16,14,13,2,14,12,13,12,13,13,11,10,9,7,5,4,3,0
2022-03-06 22:00:00,0,3,3,4,5,4,7,5,3,8,7,10,16,15,16,15,15,13,9,10,14,13,12,11,11,12,10,14,12,15,13,12,9,9,9,7,10,7,7,5,0,4,3,2,3,2,2,3,0,12,14,13,15,13,10,10,7,8,7,7,9,10,6,6,5,0,8,10,10,6,10,10,9,9,9,4,9,14,15,15,13,15,11,13,12,9,7,6,3,3,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,0,8,5,10,7,8,7,0,6,1,7,6,5,6,7,6,0,3,2,3,1,3,3,3,0,15,17,17,15,15,16,15,11,9,14,11,10,9,6,6,7,1,11,13,13,14,8,16,15,11,8,8,9,12,15,16,15,16,15,13,11,10,8,7,3,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,10,13,18,22,27,10,25,25,26,8,24,25,24,0,24,3,25,24,21,22,18,16,15,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,3,6,10,7,14,14,10,13,12,11,12,9,9,9,10,6,10,8,8,8,7,7,8,7,7,6,6,29,30,34,34,31,31,31,28,30,19,17,12,3,11,8,7,2,1,1,2,0,0,2,3,3,4,5,4,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,3,4,11,15,18,22,20,18,19,14,12,19,10,10,10,10,12,12,10,9,9,7,6,5,4,6,7,8,9,9,8,7,8,10,10,9,9,9,7,7,5,5,3,4,3,4,3,5,1,4,7,8,6,12,12,13,17,17,18,17,18,16,13,12,10,10,5,9,3,9,8,7,5,2,4,5,5,3,2,2,1,1,3,2,0,2,0,1,1,0,0
2022-03-07 07:00:00,6,17,26,32,43,50,44,39,37,36,32,34,28,32,29,33,35,30,26,24,23,19,17,18,15,14,14,15,15,16,14,16,17,21,18,19,20,23,15,13,10,10,9,4,5,5,10,15,0,18,24,27,29,21,24,35,42,42,35,35,35,33,32,27,23,20,18,16,10,11,5,7,8,6,4,5,2,6,7,8,7,5,7,6,5,3,4,1,3,1,0
2022-03-07 08:00:00,3,12,22,28,49,55,44,35,32,33,36,38,29,32,33,34,43,41,38,32,27,20,19,21,21,21,11,19,21,27,25,20,21,21,18,21,24,22,19,16,12,11,8,6,5,5,5,7,6,20,23,25,35,42,45,47,50,52,51,60,55,48,46,37,33,32,32,27,21,17,13,11,12,10,12,10,8,9,7,6,4,7,9,4,5,4,3,1,1,0,0
2022-03-07 09:00:00,4,10,18,24,33,39,30,24,22,21,27,30,22,23,24,24,25,19,17,15,14,10,8,10,7,9,10,9,12,13,13,14,16,15,20,15,19,18,16,14,10,8,9,4,4,5,6,7,0,10,11,12,14,18,23,29,40,43,45,44,43,38,38,38,29,27,24,17,14,13,12,14,14,12,11,13,13,7,11,8,7,7,6,3,7,7,5,3,2,1,0
2022-03-07 10:00:00,4,6,10,13,14,15,14,14,15,16,20,13,15,15,14,15,17,24,22,20,21,20,18,18,16,12,13,15,16,19,19,11,21,14,18,16,17,15,14,13,11,10,7,4,1,3,2,5,0,11,9,14,17,21,24,25,27,25,25,22,23,21,25,26,17,10,8,7,5,5,6,7,6,7,5,7,3,7,7,6,4,6,6,7,5,7,7,1,2,0,0
2022-03-07 11:00:00,3,9,11,11,16,18,17,17,19,19,22,21,19,20,20,17,15,14,13,14,14,17,16,17,17,10,10,9,9,11,10,12,10,10,15,16,17,14,12,10,7,6,5,3,2,1,4,5,0,8,12,11,13,16,15,20,21,20,23,23,21,22,22,22,17,16,14,16,13,13,13,14,15,13,14,13,12,14,12,12,7,10,14,13,12,10,9,7,5,3,0
2022-03-07 12:00:00,2,7,8,11,14,14,16,18,22,11,24,23,20,19,18,17,16,15,16,15,12,18,16,18,17,15,15,18,22,20,23,9,20,18,16,17,19,17,11,11,9,9,6,4,2,2,3,7,3,7,9,11,13,14,17,19,21,19,21,24,22,22,19,18,16,15,15,17,16,15,13,14,13,10,10,9,8,10,9,7,8,9,9,7,8,6,6,5,2,1,0
2022-03-07 13:00:00,3,11,13,18,22,23,18,18,17,19,18,18,16,14,14,15,16,15,17,14,16,12,15,14,14,13,14,17,17,20,21,20,19,17,15,11,13,18,20,21,24,20,10,7,3,2,5,6,0,11,12,15,16,19,21,20,22,19,25,26,25,21,19,19,17,15,15,14,15,15,15,17,16,17,12,17,18,20,15,13,13,15,16,14,15,12,10,9,4,3,0
2022-03-07 14:00:00,3,8,10,12,16,12,13,15,14,15,21,21,18,15,20,19,19,18,19,18,20,16,15,17,15,12,19,17,15,14,12,10,13,13,14,16,14,15,15,13,13,12,10,7,4,1,2,4,0,10,11,13,12,12,14,15,14,17,16,14,15,13,17,19,19,19,19,19,22,21,23,24,15,21,19,18,16,20,18,15,15,18,20,15,15,13,12,11,8,2,0
2022-03-07 15:00:00,3,6,8,6,9,12,13,12,13,16,22,18,16,16,16,15,14,13,17,13,15,19,19,20,20,22,26,27,27,28,27,25,24,25,28,28,25,24,23,25,25,22,18,14,12,8,5,10,4,15,16,16,20,24,28,29,28,24,32,30,27,25,26,24,23,20,21,21,20,21,23,29,29,26,26,23,22,23,18,19,20,17,20,18,17,12,12,8,8,4,0
2022-03-07 16:00:00,3,4,9,8,10,11,8,11,11,12,8,11,14,10,14,14,14,10,8,10,11,14,20,20,21,20,26,26,25,30,30,26,26,27,26,18,20,18,15,15,15,11,9,8,5,4,6,10,0,15,17,16,14,17,20,19,19,20,23,24,24,18,17,17,19,18,26,28,27,26,24,26,23,25,26,24,23,30,25,27,26,24,27,25,19,20,16,10,7,4,0
2022-03-07 17:00:00,3,7,8,9,15,17,14,15,14,12,14,15,18,20,24,21,19,21,19,25,23,21,23,22,23,25,28,27,25,33,31,29,30,31,28,26,24,21,17,17,14,14,12,10,8,7,10,12,11,24,25,20,22,25,22,21,21,18,19,17,19,17,14,18,21,22,22,23,25,29,32,30,31,29,28,25,27,31,27,32,32,27,29,30,25,17,14,10,6,6,0
2022-03-07 18:00:00,2,5,7,11,14,18,17,15,16,17,18,16,20,11,20,13,18,17,17,25,33,35,38,38,40,50,56,48,46,45,42,41,38,36,31,29,29,27,26,27,23,17,15,9,8,6,5,10,0,28,28,30,18,20,27,21,19,20,19,20,16,15,14,16,26,26,31,37,36,45,52,60,56,50,51,46,39,40,39,41,43,43,53,54,41,18,14,9,7,5,0
2022-03-07 19:00:00,4,5,3,4,8,9,8,7,9,8,9,11,12,11,13,13,11,10,13,9,12,13,11,13,15,18,25,24,24,29,26,24,24,23,23,23,20,18,16,12,14,13,12,8,8,7,3,8,0,19,17,15,14,16,15,16,15,14,13,15,12,10,10,10,12,13,23,28,30,36,38,42,42,34,31,30,30,43,39,36,33,35,38,36,25,18,14,12,4,3,0
2022-03-07 20:00:00,1,3,3,4,8,10,10,11,4,10,11,10,9,7,8,7,8,7,9,9,11,15,13,19,20,20,20,23,21,24,22,21,19,18,17,15,15,13,12,9,5,7,8,5,4,3,3,5,0,14,13,11,10,12,11,11,15,14,16,14,13,14,9,13,15,8,16,16,21,20,23,25,22,20,20,18,18,18,15,13,23,23,28,25,19,13,11,8,3,2,0
2022-03-07 21:00:00,0,1,2,2,4,5,5,7,7,6,5,7,8,4,10,8,9,8,11,15,19,22,20,19,20,20,23,24,25,26,23,21,19,17,18,15,14,11,7,7,9,8,6,4,2,2,3,5,4,10,14,12,11,11,10,9,9,8,8,8,6,7,6,6,7,7,10,14,15,17,20,18,17,19,21,22,20,26,26,22,20,19,18,19,13,11,11,8,6,3,0
