Unnamed: 0,1_복정역환승센터3번승강장,2_위례31단지.위례포레샤인후문,3_송파꿈에그린서문.위례포레샤인,4_웨례송파더센트레.송파푸르지오,5_호반써밋송파2차,6_세계로병원,7_거여아파트단지앞,8_거여역6번출구,9_거여역,10_보인고교.오금동삼성아파트,11_오금동상아아파트,12_오금공원앞,13_오금동현대아파트,14_한양삼익아파트,15_서울방이동고분군,16_방이우체국,17_송파나루역,18_송파구청.방이맛골,19_잠실역8번출구,20_잠실역.롯데월드,21_잠실리센츠아파트앞,22_잠실트리지움아파트앞,23_잠실역.롯데월드,24_잠실역1번.11번출구,25_송파구청.방이맛골,26_방이동사거리,27_송파나루역,28_서울방이동고분군,29_삼익아파트미성아파트,30_송파경찰서.오금역,31_가락래미안앞,32_개롱역3번출구,33_삼환아파트,34_거여역현대아파트,35_거여역7번출구,36_체육문화회관,37_세계로병원,38_호반써밋송파1차,39_웨례송파푸르지오.송파더센트레,40_위례포레샤인.송파꿈에그린서문,41_위례포레샤인.위례31단지후문,42_복정역환승주차장
2022-03-29 17:00:00,12,12,18,17,17,21,19,17,18,16,17,17,20,21,20,16,17,16,5,3,4,6,25,40,49,47,47,36,27,28,25,36,33,28,44,39,17,19,12,7,5,1
2022-03-29 18:00:00,19,15,20,16,18,19,19,17,18,22,19,23,34,28,24,22,25,26,8,6,4,10,41,61,65,65,64,57,47,48,45,44,44,41,38,37,36,31,21,9,4,0
2022-03-29 19:00:00,17,11,21,23,18,17,16,14,11,10,9,7,11,15,13,12,13,13,5,7,6,10,25,39,38,35,37,34,29,30,29,31,30,29,44,34,26,19,15,6,3,2
2022-03-29 20:00:00,13,10,9,7,6,6,5,5,7,7,5,8,9,7,8,11,14,12,3,2,3,7,19,26,27,28,30,30,25,24,20,24,20,18,25,25,21,14,12,3,1,0
2022-03-29 21:00:00,8,8,8,8,8,5,8,7,8,9,8,7,8,8,7,8,9,8,1,0,0,3,17,25,26,27,30,29,30,28,27,28,28,26,20,18,15,11,7,4,3,0
2022-03-29 22:00:00,10,8,7,6,6,7,7,9,11,9,9,10,9,8,9,7,8,8,5,4,5,6,15,29,32,27,30,35,32,34,31,23,22,18,29,27,20,13,10,4,3,0
2022-03-29 23:00:00,6,3,4,7,6,4,4,5,6,3,4,1,6,4,6,0,4,4,1,1,0,2,7,13,28,29,31,29,24,23,21,19,19,17,18,15,10,8,5,2,4,0
2022-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 04:00:00,0,3,0,0,0,5,14,16,19,8,0,19,17,19,15,12,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 05:00:00,5,3,2,3,3,3,5,5,8,4,7,6,5,6,1,5,7,5,1,0,0,1,5,7,1,2,3,5,7,4,3,3,5,6,7,8,2,6,4,3,5,0
2022-03-30 06:00:00,5,4,11,15,16,15,12,12,15,14,16,12,18,20,19,17,16,12,2,1,1,1,1,5,7,5,8,9,11,8,4,7,3,8,11,8,5,9,6,7,7,0
2022-03-30 07:00:00,5,5,17,33,36,44,54,45,48,43,45,46,46,49,49,47,51,42,7,3,2,3,3,5,8,6,7,6,13,15,9,11,12,11,12,11,11,11,12,13,14,0
2022-03-30 08:00:00,9,8,19,27,34,50,49,38,46,49,48,46,44,50,55,53,53,37,4,3,3,5,10,12,11,12,17,22,22,15,15,16,21,17,23,19,17,17,17,14,13,0
2022-03-30 09:00:00,6,4,13,16,20,22,26,28,34,32,27,32,33,39,38,38,36,25,4,1,1,1,4,6,6,5,9,9,11,7,8,8,9,8,10,11,10,12,10,10,9,0
2022-03-30 10:00:00,2,1,5,7,6,10,12,10,12,13,14,15,13,21,18,19,18,20,2,1,2,4,6,7,8,8,11,11,9,9,10,10,10,10,8,9,8,8,3,5,3,0
2022-03-30 11:00:00,5,2,7,8,10,12,13,13,17,16,18,18,18,20,19,18,19,17,5,2,1,1,7,9,10,9,11,11,12,11,9,10,10,9,8,7,5,5,5,3,6,0
2022-03-30 12:00:00,4,3,6,6,8,9,11,13,15,13,15,17,19,27,26,25,21,19,4,2,2,1,4,8,12,9,10,10,11,11,9,11,13,12,15,14,12,11,9,7,5,0
2022-03-30 13:00:00,6,6,7,9,10,12,11,12,14,13,14,14,15,17,16,15,16,16,4,3,2,4,12,16,19,19,13,16,15,13,10,12,11,13,11,11,12,11,9,5,6,0
2022-03-30 14:00:00,7,4,8,9,9,11,13,12,17,23,20,9,20,23,21,10,20,16,3,2,4,6,10,12,15,16,19,18,10,17,16,14,14,14,12,12,9,7,5,4,2,0
2022-03-30 15:00:00,8,6,7,9,9,9,14,14,18,17,19,12,18,20,22,21,18,13,5,4,0,2,11,18,21,20,22,19,17,27,18,24,23,19,17,15,12,12,7,3,4,0
2022-03-30 16:00:00,6,7,8,11,11,12,15,13,19,27,28,16,23,19,19,17,17,13,6,6,4,7,18,33,36,31,33,26,34,35,36,35,35,29,19,20,18,12,9,8,8,0
2022-03-30 17:00:00,18,9,15,16,17,24,24,25,25,25,32,32,35,34,33,29,26,19,5,4,4,7,20,26,30,29,31,34,28,30,26,24,23,18,23,25,23,19,14,7,7,2
2022-03-30 18:00:00,15,16,18,19,22,26,22,20,25,24,23,23,29,28,27,28,28,17,7,6,5,10,33,45,48,47,48,44,41,45,41,41,40,34,35,28,25,19,16,10,9,0
2022-03-30 19:00:00,16,16,16,17,12,17,16,12,11,11,9,11,11,13,15,14,11,11,4,3,4,6,22,32,49,44,44,41,36,34,25,38,36,32,46,37,33,28,20,7,6,0
2022-03-30 20:00:00,14,13,12,11,8,7,8,9,8,7,5,6,7,8,5,1,3,4,3,2,2,9,23,30,33,40,41,37,31,26,24,20,19,16,24,21,20,19,11,4,2,0
2022-03-30 21:00:00,13,13,12,12,11,12,8,7,6,8,9,8,10,7,5,5,4,7,3,1,0,6,16,22,25,26,27,24,21,18,16,15,18,18,24,23,18,13,8,4,3,0
2022-03-30 22:00:00,10,6,8,6,7,9,6,7,6,3,4,3,7,8,9,7,8,8,4,3,1,2,14,23,25,29,31,40,45,41,35,28,29,25,23,20,17,13,8,3,1,0
2022-03-30 23:00:00,6,5,7,5,6,6,4,1,5,6,4,1,6,4,0,2,7,8,2,1,2,3,9,13,24,23,24,19,17,17,16,15,15,13,12,14,11,8,4,4,1,0
2022-03-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 04:00:00,1,2,0,0,0,4,13,16,19,7,0,20,18,19,0,17,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 05:00:00,4,2,5,4,5,6,10,14,6,5,7,7,6,7,8,10,8,7,6,1,0,1,5,6,5,7,8,7,10,8,4,9,5,8,7,5,6,0,5,4,5,0
2022-03-31 06:00:00,3,3,10,12,13,14,15,14,15,15,16,15,16,17,9,17,16,11,1,0,0,1,2,2,1,2,3,4,4,3,1,4,2,6,9,7,7,9,7,8,9,0
2022-03-31 07:00:00,10,6,19,34,34,46,46,42,46,47,50,50,45,41,43,40,38,31,3,2,1,1,5,7,8,7,7,12,23,17,16,9,9,11,12,13,13,12,10,10,10,0
2022-03-31 08:00:00,7,10,18,24,30,35,41,35,41,48,49,48,44,53,52,49,47,26,6,4,1,3,15,20,18,21,22,25,24,18,17,16,18,18,22,18,16,18,15,14,15,0
2022-03-31 09:00:00,3,4,8,13,20,24,25,25,28,27,28,26,29,32,33,32,32,24,3,2,0,3,7,13,12,11,9,10,9,9,8,7,7,7,7,8,7,10,9,9,7,5
2022-03-31 10:00:00,2,3,8,9,12,15,13,17,19,20,24,24,26,26,25,27,28,24,4,2,1,2,2,6,9,8,8,10,5,11,8,5,5,5,8,6,5,5,4,4,3,0
2022-03-31 11:00:00,3,3,5,7,9,12,11,10,12,14,16,17,17,20,21,21,19,12,3,2,1,2,4,6,9,10,10,11,13,12,8,10,10,9,7,9,7,6,6,8,3,0
2022-03-31 12:00:00,3,4,6,7,11,11,10,15,17,17,12,18,18,20,19,24,23,20,5,4,0,2,6,9,12,13,12,13,12,13,10,11,9,9,13,14,13,14,12,6,5,1
2022-03-31 13:00:00,5,6,8,8,9,9,12,16,16,16,15,17,16,16,16,12,13,14,5,1,1,1,7,16,20,18,21,18,15,17,15,12,13,12,12,11,10,7,6,4,4,0
2022-03-31 14:00:00,4,4,6,8,9,10,19,18,14,17,18,14,16,18,17,16,18,13,3,1,0,4,9,14,17,15,15,15,14,15,15,15,14,15,13,12,11,10,7,5,4,0
2022-03-31 15:00:00,5,3,6,8,11,12,15,12,19,20,26,25,27,27,26,30,28,16,4,5,3,5,17,23,26,26,23,25,25,27,25,26,25,22,24,22,19,18,11,5,8,0
2022-03-31 16:00:00,9,7,14,15,16,22,22,16,19,21,25,26,21,20,18,16,22,16,6,5,3,4,15,21,26,26,27,25,46,49,51,51,46,32,25,21,18,17,12,11,8,0
2022-03-31 17:00:00,13,10,18,27,23,24,24,22,24,24,25,24,28,27,26,22,22,20,5,4,3,6,20,28,34,37,38,32,24,32,28,33,28,23,20,18,16,16,15,7,6,0
2022-03-31 18:00:00,24,19,20,23,20,26,20,19,25,25,22,22,29,33,29,29,26,27,7,3,4,9,31,50,46,45,47,45,47,38,37,36,36,34,29,27,23,19,16,7,4,0
2022-03-31 19:00:00,15,14,14,13,12,16,11,9,13,15,18,18,23,20,20,18,19,17,6,3,2,3,24,43,46,44,44,46,37,35,34,32,32,25,32,30,23,19,13,5,4,0
2022-03-31 20:00:00,9,7,10,9,10,7,7,6,6,6,5,6,6,8,7,8,8,9,3,1,2,4,16,33,40,36,35,30,22,20,18,20,19,18,23,16,12,9,8,3,2,0
2022-03-31 21:00:00,10,10,11,11,10,6,7,5,8,9,8,9,9,9,10,8,9,8,3,1,2,7,18,31,37,38,37,33,29,28,26,27,26,22,26,17,15,10,7,3,1,0
2022-03-31 22:00:00,11,9,7,7,6,11,12,10,12,11,13,4,11,10,7,8,11,10,3,1,1,5,11,22,27,28,33,41,36,33,30,25,24,23,25,20,18,13,11,3,1,0
2022-03-31 23:00:00,8,8,9,10,8,9,8,6,6,4,4,3,5,3,1,5,4,11,3,2,3,3,8,14,21,21,23,21,19,20,16,15,14,13,18,17,13,9,7,4,2,0
2022-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 04:00:00,1,3,4,0,0,6,13,14,18,19,20,0,17,18,17,12,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 05:00:00,2,1,2,3,4,4,6,9,5,8,10,10,8,8,9,9,8,8,3,1,0,0,5,4,2,6,7,8,6,6,7,8,4,2,6,5,3,3,2,3,5,0
2022-04-01 06:00:00,5,5,8,9,11,16,18,17,20,15,16,18,20,23,20,17,18,16,2,1,1,0,1,4,3,3,5,7,6,5,4,4,3,5,13,14,10,5,2,6,7,0
2022-04-01 07:00:00,6,6,22,33,36,48,45,44,47,40,38,38,36,35,34,32,32,28,2,1,3,2,4,8,9,9,16,22,37,32,8,12,11,10,12,12,13,15,11,11,10,0
2022-04-01 08:00:00,7,9,20,25,36,40,38,36,44,34,45,42,40,52,45,47,47,30,3,2,3,4,11,18,15,19,22,22,18,13,13,14,17,18,20,17,17,17,17,13,16,0
2022-04-01 09:00:00,4,4,9,13,19,20,24,20,25,28,30,34,35,40,39,40,40,27,7,4,0,2,7,10,10,8,7,7,10,8,9,10,10,9,9,8,8,5,8,8,7,0
2022-04-01 10:00:00,2,3,7,9,12,15,20,23,28,27,13,26,27,28,29,29,27,16,3,1,0,4,5,12,13,11,10,9,9,9,7,7,7,6,10,10,9,10,8,6,6,0
2022-04-01 11:00:00,2,3,8,10,8,14,13,18,21,15,18,19,19,22,23,24,22,16,14,5,3,5,8,10,14,12,13,12,12,11,7,11,8,7,8,5,5,5,5,4,5,0
2022-04-01 12:00:00,7,6,7,10,12,6,11,9,12,10,11,13,19,25,24,29,31,22,5,2,1,4,9,14,17,17,16,14,14,16,15,16,16,15,18,17,15,16,11,4,3,1
2022-04-01 13:00:00,6,6,9,11,12,13,14,14,16,16,12,11,18,18,14,14,15,10,4,1,1,3,6,12,14,16,18,18,19,23,11,15,13,12,12,10,7,10,8,4,3,0
2022-04-01 14:00:00,3,4,6,9,9,10,16,17,19,19,21,23,22,21,21,22,21,16,5,4,2,4,9,14,20,18,19,19,20,16,18,16,14,13,17,16,17,10,6,4,7,0
2022-04-01 15:00:00,5,5,7,9,10,13,17,19,22,20,19,19,19,20,20,23,22,14,4,3,1,3,16,25,32,30,32,29,45,45,42,43,39,35,22,17,16,15,10,5,6,0
2022-04-01 16:00:00,7,7,11,26,27,38,41,35,19,19,21,21,22,22,22,22,19,15,5,5,3,5,22,37,40,38,38,38,37,39,37,39,40,27,25,19,23,18,11,7,5,0
2022-04-01 17:00:00,13,10,12,17,12,20,24,34,34,24,31,29,37,39,42,44,37,22,5,4,4,6,30,41,45,47,45,44,40,46,32,26,29,21,27,25,22,20,17,11,9,0
2022-04-01 18:00:00,14,11,17,18,19,20,21,20,25,28,36,39,53,52,46,42,36,20,4,5,4,9,46,58,58,58,61,62,62,58,54,51,49,42,40,40,32,26,19,8,4,2
2022-04-01 19:00:00,21,11,11,12,9,14,13,11,13,8,11,13,34,36,34,28,27,15,5,4,5,7,32,40,45,44,48,41,38,45,38,40,37,30,39,32,24,18,18,5,4,0
2022-04-01 20:00:00,16,11,14,13,11,13,11,9,8,9,10,9,12,11,11,10,14,13,3,2,2,3,19,24,31,32,31,28,26,23,21,21,19,16,24,19,14,13,12,4,2,0
2022-04-01 21:00:00,11,7,10,9,7,4,6,6,6,8,7,9,8,7,7,3,6,7,4,3,1,3,14,26,35,33,30,28,23,22,23,20,19,18,17,16,12,10,9,2,1,0
2022-04-01 22:00:00,8,7,10,10,8,8,6,8,9,4,8,3,10,10,10,9,9,8,3,2,2,3,22,33,38,38,39,36,34,31,29,28,26,23,20,16,13,11,8,5,2,0
2022-04-01 23:00:00,9,6,8,6,2,4,4,6,7,4,4,6,4,5,3,5,6,11,2,2,0,5,23,37,45,48,45,44,35,30,29,25,21,20,19,16,14,9,8,3,1,0
2022-04-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 04:00:00,3,4,4,0,0,2,3,4,6,7,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 05:00:00,3,1,3,4,3,4,5,5,6,4,5,7,5,3,8,9,8,6,1,0,0,2,4,5,4,5,3,6,7,7,6,6,8,7,8,2,0,7,5,6,5,0
2022-04-02 06:00:00,6,5,7,4,4,3,4,4,6,8,9,0,8,9,7,6,9,7,0,0,0,1,0,2,1,2,4,5,4,3,4,4,3,3,10,11,6,4,2,1,2,0
2022-04-02 07:00:00,3,3,6,8,7,9,10,10,11,10,10,11,10,9,9,9,9,6,1,0,0,2,3,1,2,1,3,1,4,3,3,2,0,2,5,6,5,6,0,3,2,0
2022-04-02 08:00:00,6,7,12,13,15,15,16,14,17,17,21,21,19,18,21,20,20,16,3,1,0,3,3,5,6,5,6,6,6,6,7,8,4,8,8,5,4,7,5,6,8,0
2022-04-02 09:00:00,4,3,5,10,11,13,14,17,22,23,24,25,25,25,24,30,26,21,1,0,1,4,5,6,7,7,9,7,8,9,7,5,3,5,6,8,5,7,4,6,8,0
2022-04-02 10:00:00,2,3,7,12,14,25,23,23,23,23,23,18,27,32,29,25,20,19,4,3,2,4,6,6,9,12,14,13,14,14,10,10,10,9,7,7,5,5,4,3,3,0
2022-04-02 11:00:00,2,3,9,11,12,15,19,26,28,29,33,32,42,44,38,43,32,17,3,2,5,10,15,18,19,13,13,14,16,11,9,10,8,7,6,7,6,9,8,6,4,0
2022-04-02 12:00:00,7,8,11,16,19,26,24,29,40,41,38,37,38,42,41,42,37,22,5,1,0,4,10,20,20,16,16,16,13,16,14,15,12,9,15,12,13,12,8,7,6,1
2022-04-02 13:00:00,6,6,12,14,16,20,22,24,29,26,27,27,34,47,49,44,43,36,9,4,3,4,12,17,21,21,15,19,15,14,15,15,13,11,14,12,13,13,11,9,5,0
2022-04-02 14:00:00,4,5,10,16,15,16,15,17,26,25,26,26,29,30,30,31,34,22,4,2,2,3,15,24,29,27,27,25,25,24,18,21,20,16,12,13,12,10,9,5,5,0
2022-04-02 15:00:00,4,6,8,10,12,15,14,14,21,19,23,25,26,28,28,25,28,22,5,6,4,2,11,16,30,31,26,27,27,26,17,23,20,16,20,14,13,9,12,7,5,0
2022-04-02 16:00:00,6,5,9,14,14,20,23,23,29,27,30,32,35,38,38,36,33,21,4,2,4,7,17,45,46,37,37,34,31,23,21,20,18,20,21,16,16,14,13,7,3,0
2022-04-02 17:00:00,4,6,14,22,26,28,25,23,27,27,28,29,35,40,39,32,29,16,11,2,1,4,16,24,29,32,36,37,33,31,27,27,25,21,21,22,16,20,14,8,5,0
2022-04-02 18:00:00,7,7,13,15,15,14,13,13,13,14,15,17,17,22,25,23,25,10,4,4,2,5,23,29,31,29,28,29,28,30,27,27,26,26,23,17,21,19,18,10,6,0
2022-04-02 19:00:00,7,7,9,10,10,9,8,5,15,15,17,20,22,18,19,10,16,10,4,3,0,2,18,32,33,32,31,31,26,23,22,18,17,14,12,11,9,8,4,1,0,0
2022-04-02 20:00:00,7,6,7,8,9,9,9,7,6,5,6,8,6,3,6,4,7,9,5,5,1,3,19,29,35,37,37,36,33,30,27,25,25,22,18,12,11,8,6,3,2,0
2022-04-02 21:00:00,8,6,7,6,7,7,5,5,7,7,8,6,5,6,4,5,8,9,4,2,1,3,18,29,31,30,32,35,29,23,21,22,20,17,16,12,11,7,9,4,3,0
2022-04-02 22:00:00,11,9,6,9,7,11,11,7,8,9,6,4,7,6,6,5,3,9,4,4,2,5,11,25,39,42,43,39,33,32,28,30,29,24,24,24,20,15,10,3,1,0
2022-04-02 23:00:00,5,4,0,3,5,6,5,8,8,7,0,0,4,5,6,0,15,17,3,1,1,5,20,30,37,41,41,40,33,26,25,22,20,18,17,15,14,9,8,4,3,0
2022-04-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 04:00:00,1,2,2,0,0,3,4,5,0,6,0,0,4,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 05:00:00,1,1,2,0,0,1,3,3,2,3,4,2,3,4,0,0,0,3,2,0,0,0,0,0,0,1,4,5,7,3,0,2,3,5,7,2,0,4,3,4,5,0
2022-04-03 06:00:00,1,0,2,4,3,5,6,5,6,7,6,5,5,4,3,0,2,0,1,0,0,1,2,2,1,3,2,3,3,2,1,2,0,3,5,4,3,4,3,2,1,0
2022-04-03 07:00:00,2,2,4,5,6,7,7,8,10,9,11,4,11,12,10,11,5,12,0,0,1,1,2,1,2,3,4,3,2,2,3,4,3,2,4,3,0,5,6,7,9,0
2022-04-03 08:00:00,2,2,7,5,8,9,12,12,16,14,15,15,17,16,16,21,21,16,3,1,0,0,2,2,3,1,4,2,3,3,2,3,3,3,3,4,5,3,1,5,6,0
2022-04-03 09:00:00,3,3,7,11,12,11,16,26,33,28,0,32,31,35,34,36,37,27,13,11,10,7,1,4,6,4,3,5,6,4,3,2,2,4,4,4,4,3,3,6,5,0
2022-04-03 10:00:00,4,5,8,9,10,14,14,17,26,16,23,25,24,24,25,27,24,14,3,0,1,1,3,12,12,10,7,4,6,8,7,8,6,7,7,6,6,8,7,6,6,0
2022-04-03 11:00:00,3,8,5,11,14,16,18,19,18,19,22,23,24,29,28,21,19,15,3,2,0,5,7,9,12,11,7,10,12,11,9,8,7,6,6,6,0,6,3,7,7,0
2022-04-03 12:00:00,4,3,12,13,12,14,21,22,26,28,29,30,31,32,38,36,34,25,6,5,1,5,4,5,9,9,12,10,11,11,10,10,8,11,14,13,12,11,10,12,8,0
2022-04-03 13:00:00,6,4,6,9,9,14,14,15,20,20,19,22,25,31,31,30,31,17,3,1,0,4,13,21,19,18,0,16,19,17,16,14,15,12,10,10,3,5,5,3,3,0
2022-04-03 14:00:00,4,5,11,12,14,18,16,16,30,29,33,33,37,37,38,33,31,21,9,4,3,3,18,25,21,27,29,27,19,16,15,16,16,16,14,12,7,11,6,3,3,0
2022-04-03 15:00:00,3,2,8,11,7,13,16,17,20,21,21,22,27,28,28,27,26,13,4,2,0,4,16,25,40,37,38,36,23,18,17,17,21,12,9,9,7,8,2,4,2,0
2022-04-03 16:00:00,5,6,10,12,13,15,17,19,23,20,23,22,23,23,28,31,29,19,3,1,3,0,14,19,22,29,28,25,32,35,16,32,28,21,19,16,19,19,15,5,6,0
2022-04-03 17:00:00,11,7,7,10,11,12,13,12,21,17,18,18,21,23,19,22,32,19,5,0,4,4,17,28,29,32,37,39,35,32,29,24,22,20,19,13,13,9,12,3,2,0
2022-04-03 18:00:00,8,6,7,8,6,7,12,10,16,16,17,16,19,20,18,16,14,9,7,3,0,4,13,20,37,38,38,37,38,33,30,28,25,23,19,16,15,12,10,5,2,0
2022-04-03 19:00:00,8,4,6,4,6,8,11,10,10,11,10,7,10,10,8,8,6,8,3,4,1,4,18,22,24,20,25,24,21,20,15,18,15,14,17,13,11,7,5,3,2,0
2022-04-03 20:00:00,9,6,9,12,6,7,7,5,3,3,6,3,6,0,12,11,12,9,2,3,0,5,21,36,42,39,39,37,31,30,27,24,22,19,18,10,15,10,9,6,6,0
2022-04-03 21:00:00,10,4,4,6,5,7,9,9,2,3,5,6,5,4,1,2,3,3,2,0,0,3,32,33,37,38,41,40,39,36,36,34,31,27,21,10,15,10,7,3,2,0
2022-04-03 22:00:00,9,5,5,6,3,7,5,5,3,0,0,0,2,0,0,0,1,2,1,0,0,3,16,29,39,38,39,37,30,25,23,21,19,18,17,15,13,8,3,1,0,0
2022-04-03 23:00:00,2,3,6,6,6,5,5,8,7,5,7,2,5,2,4,1,5,12,6,4,2,3,11,16,22,23,24,23,18,18,15,11,9,9,11,9,8,6,9,5,2,0
2022-04-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 04:00:00,1,2,4,0,0,6,12,13,18,6,7,17,7,0,0,11,10,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 05:00:00,4,5,3,2,2,4,7,8,5,5,5,5,5,5,6,7,6,4,1,1,0,2,3,2,1,3,5,6,5,10,9,8,9,8,10,9,3,6,5,5,2,0
2022-04-04 06:00:00,5,3,9,12,8,16,18,20,14,15,14,15,13,20,20,20,21,17,1,0,0,1,1,2,2,1,3,5,9,5,1,3,3,6,10,12,10,8,6,6,6,0
2022-04-04 07:00:00,7,5,23,41,42,52,48,39,48,46,47,49,49,49,47,47,46,45,5,4,2,1,4,6,6,8,9,12,17,11,11,10,9,8,11,12,12,13,12,12,15,0
2022-04-04 08:00:00,10,12,25,32,42,49,55,46,55,56,62,61,56,61,53,49,48,39,4,2,3,6,11,14,15,15,18,15,18,12,13,15,22,21,28,22,21,19,20,23,21,0
2022-04-04 09:00:00,3,5,8,11,14,20,20,22,26,35,35,29,32,44,40,40,39,33,3,1,2,2,5,8,8,8,10,9,8,6,4,7,6,7,7,7,8,8,6,8,8,0
2022-04-04 10:00:00,3,3,9,9,11,14,16,19,18,24,27,28,29,25,25,26,23,19,9,1,0,6,5,6,11,9,12,12,10,8,5,7,6,5,8,9,6,7,7,6,4,0
