Unnamed: 0,1_거리공원,2_한국SGI,3_서울미래초등학교,4_신도림역,5_서울미래초등학교,6_거리공원.구로신협본점앞,7_구로보건소,8_구로구청후문,9_구로중학교,10_대림역,11_대림역12번출구,12_대동초등학교.명지성모병원,13_대동초등학교,14_흰돌교회,15_대림동우체국,16_동작상떼빌아파트,17_신대방역,18_신사동진양빌딩앞,19_보라매공원입구,20_보라매갑을아파트,21_롯데관악점.건강보험관악지사,22_봉천교,23_당곡중학교,24_은천교,25_봉일시장,26_은천초등학교,27_두산.벽산아파트.서울관광고등학교,28_현대시장앞,29_관악동부센트레빌아파트앞,30_중앙동성당앞,31_봉원중학교.행운동우성아파트,32_봉천사거리.위버폴리스,33_관악구청,34_관악경찰서.관악소방서,35_서울여상.서울문영여중고앞,36_서울대학교치과병원.동물병원,37_서울대학교,38_서울대학교치과병원.동물병원,39_서울여상.서울문영여중고앞,40_관악구청,41_봉천사거리.봉천중앙시장,42_중앙동성당앞,43_관악동부센트레빌아파트앞,44_현대시장,45_벽산.두산아파트.서울관광고등학교,46_은천초등학교,47_봉일시장,48_은천교,49_당곡중학교,50_롯데관악점.건강보험관악지사,51_보라매공원입구,52_신대방역,53_신대방경남아파트,54_대림동우체국,55_흰돌교회,56_대동초등학교,57_대동초등학교.명지성모병원,58_대림역,59_대림역,60_구로중학교,61_구로구청,62_구로보건소,63_한국SGI,64_서울미래초등학교,65_신도림역,66_삼각공원
2022-04-04 12:00:00,2,0,2,2,1,1,5,6,8,10,10,10,11,11,8,7,9,9,11,6,12,0,12,11,12,12,12,17,15,13,8,8,6,3,0,1,4,4,0,4,15,19,18,19,13,14,15,11,9,8,6,10,13,14,14,5,13,12,10,8,5,2,3,4,1,0
2022-04-04 13:00:00,1,7,6,3,1,2,6,2,8,9,9,12,13,6,12,8,15,16,17,18,14,3,15,11,16,20,20,24,22,17,14,11,3,2,1,0,1,0,1,6,12,16,15,15,21,24,26,27,21,10,7,10,12,11,9,9,8,9,6,4,3,2,1,2,0,0
2022-04-04 14:00:00,0,0,0,4,1,6,6,5,7,4,6,7,5,5,8,8,8,5,0,6,8,9,9,11,14,15,17,18,20,15,11,7,3,2,0,1,4,3,3,8,15,21,18,15,16,15,9,14,8,9,10,10,12,11,12,6,9,10,9,8,7,5,5,1,0,0
2022-04-04 15:00:00,2,5,4,4,5,3,4,7,8,8,12,13,14,7,12,14,16,13,7,12,13,12,11,9,7,6,5,7,8,9,3,1,4,3,0,0,6,5,4,6,23,32,24,23,15,15,16,13,9,12,10,11,9,12,7,10,9,7,8,9,9,6,0,2,0,0
2022-04-04 16:00:00,1,4,2,5,4,5,5,6,6,7,10,5,11,9,10,6,10,11,13,12,16,17,19,20,23,23,23,18,19,18,17,8,2,2,5,0,11,14,30,29,31,30,27,25,27,22,22,17,16,16,16,13,11,12,12,11,8,9,6,9,4,5,6,3,1,0
2022-04-04 17:00:00,0,5,0,11,10,9,6,8,9,11,12,14,14,15,14,14,10,10,12,14,17,18,16,17,19,20,22,21,18,15,12,6,2,0,0,1,9,12,16,13,24,22,21,21,18,16,14,16,14,19,8,15,16,16,17,14,12,11,9,7,4,3,9,8,1,0
2022-04-04 18:00:00,1,4,2,14,11,11,9,13,14,14,20,22,21,17,17,17,18,19,18,17,15,15,17,16,19,20,16,19,16,14,13,7,1,2,1,0,19,31,38,15,41,40,31,19,16,16,14,12,11,23,22,17,18,14,19,15,13,15,16,12,9,13,14,13,2,0
2022-04-04 19:00:00,1,3,0,16,13,8,10,8,9,9,9,9,11,13,13,14,13,15,10,9,14,15,13,12,11,10,9,10,9,8,4,2,3,0,0,0,6,4,5,5,26,29,21,21,21,19,14,14,12,13,7,11,11,9,12,11,12,8,7,7,5,4,4,3,3,0
2022-04-04 20:00:00,0,2,1,5,6,4,2,3,5,5,7,8,9,10,6,12,11,13,12,11,10,10,9,8,8,7,8,7,6,5,3,2,1,0,0,0,8,9,10,5,12,12,7,9,7,8,6,7,6,7,7,8,8,8,5,0,9,12,7,4,2,2,1,1,0,0
2022-04-04 21:00:00,0,0,0,4,3,4,2,5,3,6,7,9,10,9,7,6,6,10,9,6,5,4,7,8,9,8,11,9,6,4,1,1,0,0,0,0,6,5,5,7,14,13,12,13,13,13,13,12,13,13,12,12,11,9,7,5,8,9,9,7,5,4,5,3,0,0
2022-04-04 22:00:00,0,1,0,6,6,2,4,5,6,5,2,4,1,2,1,5,5,6,5,7,7,6,6,5,4,3,2,3,3,1,1,0,1,0,2,1,4,5,16,13,13,14,14,10,9,6,4,1,3,5,0,5,3,5,5,3,4,6,6,4,3,2,1,1,0,0
2022-04-04 23:00:00,0,0,0,3,0,1,1,0,0,1,3,0,0,0,0,2,3,6,7,5,8,9,11,0,10,9,7,6,4,3,2,1,0,0,0,0,0,0,0,1,3,0,1,0,1,2,5,2,4,6,4,3,4,4,3,0,3,4,5,4,4,1,2,0,0,0
2022-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 04:00:00,1,0,0,2,1,5,6,10,15,16,14,14,6,0,7,2,7,4,0,5,0,0,0,0,8,9,10,0,0,6,7,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 05:00:00,1,2,0,3,0,1,3,4,4,6,5,4,12,9,8,6,7,8,0,7,0,3,3,8,7,6,8,10,7,9,6,3,5,4,2,5,0,0,0,0,1,5,6,7,10,4,10,8,9,7,9,8,7,0,6,0,6,2,5,6,5,4,0,0,0,0
2022-04-05 06:00:00,1,1,1,1,0,2,3,5,4,6,2,6,5,7,2,7,5,3,5,2,3,2,0,5,8,11,8,9,10,8,6,3,2,0,0,0,1,0,0,2,3,6,8,8,11,12,13,6,14,9,7,6,6,5,6,4,5,4,3,2,2,2,6,0,0,0
2022-04-05 07:00:00,3,8,6,3,1,3,7,8,10,11,8,10,11,14,17,18,17,24,26,22,23,13,22,20,24,24,21,25,28,29,24,17,16,2,3,1,2,0,3,5,6,12,12,11,10,12,12,12,13,11,14,12,11,14,16,16,13,10,8,9,7,8,15,14,1,0
2022-04-05 08:00:00,6,11,7,11,8,10,9,12,15,15,13,14,16,18,20,17,18,18,23,21,21,20,22,21,25,30,31,39,37,30,19,14,22,21,15,5,3,0,3,4,5,16,17,19,18,13,17,18,16,13,14,14,13,15,15,17,14,12,13,13,10,11,12,8,1,0
2022-04-05 09:00:00,1,3,1,8,4,6,3,6,9,10,11,14,14,16,16,17,13,15,16,15,9,8,10,12,11,12,15,17,20,17,13,7,6,6,3,3,1,0,2,4,7,9,12,13,13,12,8,6,9,8,9,7,8,8,10,8,7,7,4,7,4,6,14,5,1,0
2022-04-05 10:00:00,0,0,0,2,3,4,3,7,4,10,10,5,6,10,9,8,5,11,11,8,11,9,9,13,19,19,19,17,18,17,13,9,9,8,0,5,0,1,0,2,7,8,8,10,11,10,10,12,12,9,10,11,10,10,9,8,9,4,8,3,7,6,5,4,0,0
2022-04-05 11:00:00,1,0,0,3,4,6,7,10,7,11,8,14,13,13,10,9,6,5,4,8,9,8,0,9,12,8,9,11,10,9,7,5,3,1,0,1,2,3,0,4,11,10,9,9,11,8,10,10,8,14,15,11,13,3,11,10,9,6,6,5,3,3,3,4,0,0
2022-04-05 12:00:00,1,2,1,2,0,0,4,4,5,7,10,11,3,8,7,7,5,6,5,7,9,9,9,10,11,10,9,9,9,7,4,2,5,1,4,1,2,2,0,3,3,14,14,15,11,8,11,12,9,8,7,9,5,8,4,6,4,6,5,3,2,5,5,4,0,0
2022-04-05 13:00:00,1,2,1,2,2,0,4,4,3,4,5,12,13,13,6,9,6,7,7,6,5,5,0,2,5,6,8,9,9,8,2,8,5,4,3,1,4,0,2,2,7,12,14,14,16,14,17,14,17,6,4,4,4,5,5,0,5,7,8,7,6,5,5,4,0,0
2022-04-05 14:00:00,2,0,1,4,2,0,7,3,0,2,4,3,7,7,6,6,5,5,6,2,9,0,11,11,12,16,18,22,20,17,14,6,2,1,0,1,2,3,5,10,8,10,11,16,20,18,15,13,13,12,9,12,11,12,13,11,11,9,8,6,3,2,2,1,0,0
2022-04-05 15:00:00,1,2,0,3,0,3,5,6,7,8,7,15,16,14,14,11,10,12,11,10,11,10,11,11,16,17,15,13,13,11,6,5,3,2,0,1,4,8,18,15,13,22,26,25,24,21,23,14,10,18,15,14,14,12,12,13,10,9,7,3,4,2,4,3,0,0
2022-04-05 16:00:00,2,7,0,5,6,5,4,6,7,6,7,11,11,11,10,11,12,12,9,12,16,16,14,23,24,25,27,23,19,16,9,6,4,1,1,0,10,2,20,21,26,30,25,29,15,15,16,11,15,16,0,17,15,14,12,12,11,11,9,8,5,3,5,4,0,0
2022-04-05 17:00:00,1,3,6,10,11,9,7,10,12,13,14,18,18,19,19,19,18,15,15,14,15,17,17,16,16,15,15,14,13,10,6,1,5,3,0,2,11,12,10,8,18,24,25,23,16,15,15,14,13,17,15,17,17,16,15,16,12,13,13,10,8,8,9,7,0,0
2022-04-05 18:00:00,2,3,0,20,21,18,12,18,20,10,17,20,19,22,19,16,17,19,18,18,20,18,19,17,17,20,19,17,14,12,10,7,3,2,0,0,15,23,20,22,41,39,30,27,22,22,23,23,16,30,28,14,13,11,9,12,16,13,14,14,13,25,24,5,2,0
2022-04-05 19:00:00,4,3,0,9,5,14,6,5,4,6,9,10,13,12,10,9,10,13,14,12,14,13,12,10,9,2,9,7,6,4,4,4,4,1,0,0,9,6,7,7,29,29,26,23,20,20,17,14,11,11,12,12,9,12,11,11,11,12,10,8,8,5,2,1,3,0
2022-04-05 20:00:00,1,1,0,8,0,8,5,6,5,3,7,7,8,10,10,11,12,11,9,8,6,5,3,4,4,5,3,6,6,2,6,5,2,1,0,0,6,9,5,8,16,13,13,7,6,6,6,7,4,7,4,4,8,10,9,7,5,8,7,8,5,3,0,2,0,0
2022-04-05 21:00:00,1,0,0,3,5,5,5,6,7,8,8,10,9,9,10,10,11,11,9,9,6,7,6,5,6,7,9,10,8,7,5,2,0,0,0,0,3,5,4,3,15,13,10,11,3,6,4,4,4,8,9,10,8,7,6,6,5,7,1,4,4,2,2,0,1,0
2022-04-05 22:00:00,0,0,0,9,11,10,4,1,2,3,4,6,5,4,4,5,5,6,6,5,7,10,5,6,7,6,5,6,3,2,3,0,2,0,0,0,4,0,0,3,9,14,9,12,13,12,11,11,10,10,7,11,11,0,4,6,7,6,5,4,2,0,1,0,0,0
2022-04-05 23:00:00,0,0,0,3,4,0,3,2,3,0,4,7,2,0,8,9,1,10,8,6,8,8,6,8,9,9,7,7,5,3,1,0,0,0,0,0,1,2,0,3,7,8,6,0,2,5,4,5,4,6,4,6,4,1,0,0,1,6,4,3,3,1,2,0,1,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,1,0,0,3,2,4,7,9,11,7,9,8,7,5,0,3,6,0,5,6,0,5,5,0,12,0,15,0,13,10,11,10,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,1,4,0,0,0,0,3,3,6,6,7,0,1,7,5,3,6,5,3,6,5,0,5,2,6,0,4,5,8,10,11,6,5,0,0,1,0,0,0,0,1,4,0,5,7,4,8,4,7,5,7,5,5,0,4,0,5,1,4,0,0,4,3,1,0,0
2022-04-06 06:00:00,3,6,2,1,0,0,2,3,4,5,4,7,6,7,5,7,6,8,5,5,6,7,4,3,8,3,8,10,14,14,12,5,2,1,0,1,0,0,1,2,2,4,2,3,5,7,9,5,10,8,9,8,6,6,7,6,4,2,0,3,2,2,4,0,0,0
2022-04-06 07:00:00,2,10,1,2,1,4,9,9,11,11,8,9,11,14,16,16,15,15,17,19,18,12,21,23,22,26,22,30,35,31,28,21,22,2,1,0,1,0,0,4,9,18,21,19,17,19,19,15,16,13,16,11,10,15,18,17,10,9,5,8,5,7,12,0,0,0
2022-04-06 08:00:00,5,10,0,9,4,6,9,11,15,15,14,14,12,15,15,15,18,19,19,10,9,13,16,17,21,28,39,51,52,31,24,19,21,20,15,5,3,0,0,6,11,17,16,18,18,15,20,22,26,19,15,13,11,12,13,14,11,9,8,8,6,12,28,25,1,0
2022-04-06 09:00:00,2,5,0,5,4,5,3,7,11,12,13,14,15,16,16,16,18,17,20,16,12,12,15,17,18,19,19,19,20,17,15,12,8,8,7,3,1,0,2,5,7,13,10,13,13,14,15,14,15,8,9,12,9,10,12,10,9,9,8,5,4,5,9,7,0,0
2022-04-06 10:00:00,2,2,0,6,8,9,9,8,10,6,8,7,0,7,7,8,8,10,8,9,11,7,12,12,12,13,8,15,14,9,9,6,9,0,7,1,1,2,3,3,2,6,7,7,7,4,4,7,6,5,7,6,5,6,5,3,6,4,3,1,3,2,7,1,0,0
2022-04-06 11:00:00,1,0,0,3,2,3,3,8,9,7,6,7,5,6,7,8,9,8,7,0,4,5,2,3,6,6,7,17,17,16,14,11,9,0,0,8,0,0,1,3,9,10,11,9,4,7,7,4,5,10,10,8,9,9,11,9,7,7,8,6,5,3,3,0,0,0
2022-04-06 12:00:00,1,2,0,2,4,3,3,2,3,7,0,7,9,7,7,6,4,5,6,6,7,8,10,9,10,11,12,12,8,6,4,3,4,3,2,0,1,2,2,3,4,13,12,10,11,11,11,5,10,7,8,8,10,11,10,10,11,10,6,5,4,1,0,2,1,0
2022-04-06 13:00:00,1,4,0,3,2,5,6,9,10,8,10,9,11,10,9,7,7,8,9,8,8,0,7,8,8,10,11,12,13,8,9,5,4,3,0,1,4,5,0,8,12,15,12,14,15,17,17,17,14,11,12,10,14,13,15,13,12,8,6,5,3,3,3,2,0,0
2022-04-06 14:00:00,1,2,0,4,2,5,5,7,9,10,9,8,11,4,10,0,14,16,15,12,12,9,8,10,13,14,14,12,13,10,7,9,5,2,4,0,3,7,9,7,16,13,10,9,9,8,3,11,10,14,15,15,14,14,15,11,11,10,7,7,6,6,4,4,0,0
2022-04-06 15:00:00,3,1,0,3,0,1,1,3,7,9,10,9,8,7,7,6,5,5,5,3,6,11,10,11,11,10,11,13,11,7,8,7,3,2,0,0,4,5,9,10,14,22,20,24,22,21,20,21,19,18,17,18,19,20,22,1,19,14,13,11,5,4,3,2,0,0
2022-04-06 16:00:00,1,0,0,3,5,3,6,6,5,7,7,8,9,10,12,10,9,5,9,8,14,16,20,31,37,35,28,22,18,11,7,5,5,3,5,0,8,9,27,29,37,38,36,22,12,9,9,9,9,10,0,12,13,15,14,12,7,9,7,5,2,2,3,0,0,0
2022-04-06 17:00:00,3,8,1,11,10,7,4,8,9,7,12,16,16,18,16,15,13,15,13,13,17,17,15,12,12,13,10,14,16,14,5,6,6,2,0,0,13,17,15,15,21,25,19,16,16,15,15,17,16,17,14,13,17,17,14,12,11,12,7,9,7,4,6,3,3,0
2022-04-06 18:00:00,1,2,2,20,17,15,14,23,23,22,22,25,27,24,25,29,29,36,31,28,25,21,22,22,24,27,21,20,22,20,10,6,1,0,0,0,17,19,17,14,27,30,29,27,21,17,15,14,12,26,11,21,22,20,18,17,17,21,14,14,13,10,17,15,1,0
2022-04-06 19:00:00,0,0,0,11,12,10,6,8,6,8,7,15,13,14,13,9,10,13,11,10,11,10,12,13,12,12,12,15,15,10,10,4,4,1,1,0,2,4,4,5,20,19,12,11,11,8,9,8,7,16,14,8,11,11,11,11,9,11,0,10,6,4,5,0,1,0
2022-04-06 20:00:00,0,0,0,3,3,4,4,5,5,4,8,9,10,11,13,12,15,14,10,11,8,9,8,7,5,0,4,3,1,2,0,0,1,0,0,0,15,16,12,3,6,8,3,6,5,0,4,5,4,8,7,8,6,6,5,6,5,7,7,6,4,2,0,0,1,0
2022-04-06 21:00:00,0,3,2,8,3,5,3,6,4,7,7,7,7,3,5,6,7,13,10,9,7,6,7,6,7,6,6,7,3,4,2,4,0,0,0,0,8,2,6,4,12,13,9,5,7,6,7,8,4,8,4,11,4,10,9,6,5,4,5,3,1,2,4,0,0,0
2022-04-06 22:00:00,0,0,1,6,7,8,6,7,8,7,6,7,8,8,9,0,7,9,9,8,9,11,8,11,9,7,6,6,4,3,0,1,0,0,0,0,3,5,7,11,15,15,10,14,12,11,8,7,8,11,9,6,7,6,6,4,2,5,0,3,3,3,3,2,1,0
2022-04-06 23:00:00,0,0,0,2,0,0,1,3,0,4,5,5,6,5,4,2,0,4,1,8,8,11,12,9,0,8,7,5,3,1,0,2,0,0,0,0,1,1,0,3,5,5,4,5,6,5,4,0,2,5,0,4,3,3,2,2,3,3,4,3,1,0,0,0,0,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,1,0,0,2,0,3,4,9,14,15,14,13,4,7,0,5,7,6,7,4,4,4,5,0,7,0,10,11,0,0,12,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,1,3,0,0,0,0,3,4,1,3,4,0,10,9,8,4,7,4,4,6,3,0,2,5,5,6,9,10,6,6,6,5,6,6,0,4,2,1,0,1,3,6,5,6,9,6,10,11,10,7,11,8,8,4,7,6,4,2,3,5,4,6,4,0,0,0
2022-04-07 06:00:00,2,4,3,1,0,0,3,5,1,3,3,5,6,4,5,7,6,4,5,5,4,0,5,4,6,5,8,7,11,13,10,4,2,3,0,0,0,0,0,2,5,5,4,3,4,5,2,5,4,3,5,4,5,4,5,5,3,0,0,1,0,1,1,0,0,0
2022-04-07 07:00:00,3,10,3,3,1,3,7,8,7,9,8,10,9,12,12,14,13,16,18,20,9,19,19,16,19,20,24,28,32,33,30,24,22,7,2,0,1,2,0,5,11,15,16,15,15,16,15,18,10,9,11,6,6,10,11,10,7,6,0,3,1,9,11,7,0,0
2022-04-07 08:00:00,10,13,12,11,4,12,9,8,13,16,15,15,16,17,16,19,15,17,16,13,16,19,19,21,25,30,35,38,38,34,27,18,18,12,9,3,5,0,0,8,11,18,21,22,23,25,26,26,25,17,21,18,16,17,20,20,13,12,12,14,10,11,15,14,1,0
2022-04-07 09:00:00,5,7,6,9,1,7,5,7,8,13,15,14,15,18,17,17,14,20,20,14,10,8,9,12,16,18,20,19,17,14,11,6,9,0,3,2,1,0,0,2,5,11,5,8,10,10,10,13,10,9,10,9,9,7,9,9,8,7,6,4,4,4,7,0,0,0
2022-04-07 10:00:00,2,5,0,3,1,2,5,0,5,7,5,5,4,5,6,6,5,6,4,4,6,0,5,7,13,17,16,24,21,17,14,8,5,0,4,3,1,1,0,3,5,10,12,15,15,15,14,16,8,6,10,5,9,6,8,3,5,3,4,2,3,2,5,4,0,0
2022-04-07 11:00:00,0,2,1,5,0,4,4,6,4,5,6,8,7,0,6,7,10,9,11,10,17,19,18,20,23,25,25,26,23,19,13,12,9,7,6,0,0,0,0,4,9,11,12,12,11,10,9,10,10,5,5,6,4,8,8,7,7,7,6,4,5,6,7,4,1,0
2022-04-07 12:00:00,1,5,1,3,2,0,3,3,5,7,8,9,10,11,13,12,9,10,9,11,12,0,11,12,14,15,13,15,14,11,10,7,3,2,0,0,1,3,0,4,7,10,9,12,7,14,11,8,7,5,9,6,5,10,12,13,11,8,4,3,0,0,1,0,0,0
2022-04-07 13:00:00,1,2,1,2,4,3,4,8,10,9,9,9,4,10,8,7,6,8,7,4,15,17,15,15,17,15,16,14,13,10,8,3,7,6,4,0,2,0,1,3,4,4,4,6,8,10,9,11,12,15,16,17,8,5,6,6,3,8,8,6,4,6,5,4,1,0
2022-04-07 14:00:00,1,0,0,2,2,3,4,4,5,7,9,5,10,7,11,12,10,8,10,11,11,0,12,11,12,13,14,15,15,13,9,4,1,0,0,0,6,0,2,4,9,12,12,9,11,9,9,9,7,14,0,10,14,13,13,12,11,10,9,6,2,1,1,0,0,0
2022-04-07 15:00:00,1,2,1,6,7,5,4,2,5,5,7,8,9,6,6,6,6,9,9,10,21,20,22,19,18,18,18,20,9,13,9,6,1,0,0,0,6,8,7,7,20,23,20,16,15,15,12,11,12,17,16,15,9,12,11,11,10,7,6,8,8,5,3,0,1,0
2022-04-07 16:00:00,0,2,0,5,7,2,8,10,9,8,6,9,11,12,11,10,9,10,8,7,15,17,17,26,25,24,30,23,20,12,11,10,5,3,4,4,5,7,25,24,30,44,41,40,21,15,17,18,15,15,14,13,9,15,18,18,16,16,13,10,4,3,4,3,0,0
2022-04-07 17:00:00,0,1,0,10,11,7,8,7,10,11,9,12,15,14,16,17,19,21,18,16,14,11,11,12,11,10,12,13,13,12,8,3,1,0,0,0,12,14,13,13,23,23,22,25,20,19,19,17,18,18,16,15,13,10,10,8,13,13,11,7,4,7,5,4,0,0
2022-04-07 18:00:00,0,4,2,10,5,9,11,14,19,20,18,20,20,21,18,19,21,22,21,18,18,19,20,18,17,18,17,19,17,12,7,7,5,4,3,0,27,32,31,14,22,24,23,24,20,22,21,19,16,24,21,16,14,16,13,12,9,15,12,13,15,15,24,22,2,0
2022-04-07 19:00:00,2,3,2,11,9,7,3,3,5,5,8,9,11,10,11,10,10,13,14,12,12,11,7,10,14,11,11,14,15,11,5,5,2,1,0,0,4,6,0,7,26,28,20,20,16,14,13,11,12,16,11,8,9,8,9,10,12,16,15,13,10,4,3,2,1,0
2022-04-07 20:00:00,0,0,0,7,5,8,6,7,8,6,10,12,13,13,13,13,11,13,9,8,12,11,9,10,11,9,8,10,7,6,3,4,2,1,0,0,1,2,2,4,12,12,8,8,6,4,6,0,2,10,11,7,6,2,8,6,6,7,5,4,3,2,0,1,1,0
2022-04-07 21:00:00,1,2,0,5,6,6,7,11,12,12,10,10,9,10,10,8,11,12,10,10,11,5,9,8,10,11,12,11,9,7,6,3,0,0,0,0,3,8,5,8,11,13,8,8,7,6,6,5,6,9,9,9,8,0,7,5,4,6,5,4,5,3,4,3,1,0
2022-04-07 22:00:00,2,0,0,7,2,7,5,4,2,4,3,4,3,4,3,2,4,5,7,7,7,11,5,12,11,9,5,7,5,4,3,1,1,2,0,0,5,1,7,10,12,10,9,4,7,6,4,6,4,8,9,10,9,10,5,7,5,5,5,5,3,1,1,0,0,0
2022-04-07 23:00:00,0,0,0,6,0,0,5,2,5,6,6,8,7,8,3,9,9,3,3,0,4,7,6,6,5,4,2,4,3,2,2,1,0,0,0,0,2,0,0,1,8,10,6,4,5,3,4,3,2,3,2,4,0,5,0,1,1,3,2,1,1,1,0,0,0,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,1,1,0,2,0,5,9,11,15,17,13,6,7,5,6,3,6,6,7,8,5,7,8,8,14,16,20,11,18,17,12,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,1,3,0,1,0,0,2,4,3,5,4,3,12,9,6,6,5,4,5,5,4,4,3,4,7,7,8,8,8,10,5,5,4,3,1,2,0,0,1,0,2,3,4,7,9,5,11,11,10,7,9,10,8,1,7,2,5,2,4,1,3,2,2,1,0,0
2022-04-08 06:00:00,1,2,1,0,0,0,3,2,2,6,2,4,3,5,4,5,4,5,2,4,3,0,3,0,4,4,7,7,10,4,9,4,0,0,0,0,0,0,0,2,2,3,4,3,5,6,6,7,8,7,5,5,7,6,7,4,3,0,2,0,2,2,7,2,0,0
