Unnamed: 0,1_거리공원,2_한국SGI,3_서울미래초등학교,4_신도림역,5_서울미래초등학교,6_거리공원.구로신협본점앞,7_구로보건소,8_구로구청후문,9_구로중학교,10_대림역,11_대림역12번출구,12_대동초등학교.명지성모병원,13_대동초등학교,14_흰돌교회,15_대림동우체국,16_동작상떼빌아파트,17_신대방역,18_신사동진양빌딩앞,19_보라매공원입구,20_보라매갑을아파트,21_롯데관악점.건강보험관악지사,22_봉천교,23_당곡중학교,24_은천교,25_봉일시장,26_은천초등학교,27_두산.벽산아파트.서울관광고등학교,28_현대시장앞,29_관악동부센트레빌아파트앞,30_중앙동성당앞,31_봉원중학교.행운동우성아파트,32_봉천사거리.위버폴리스,33_관악구청,34_관악경찰서.관악소방서,35_서울여상.서울문영여중고앞,36_서울대학교치과병원.동물병원,37_서울대학교,38_서울대학교치과병원.동물병원,39_서울여상.서울문영여중고앞,40_관악구청,41_봉천사거리.봉천중앙시장,42_중앙동성당앞,43_관악동부센트레빌아파트앞,44_현대시장,45_벽산.두산아파트.서울관광고등학교,46_은천초등학교,47_봉일시장,48_은천교,49_당곡중학교,50_롯데관악점.건강보험관악지사,51_보라매공원입구,52_신대방역,53_신대방경남아파트,54_대림동우체국,55_흰돌교회,56_대동초등학교,57_대동초등학교.명지성모병원,58_대림역,59_대림역,60_구로중학교,61_구로구청,62_구로보건소,63_한국SGI,64_서울미래초등학교,65_신도림역,66_삼각공원
2022-03-31 17:00:00,0,1,0,10,8,4,2,8,10,12,14,18,20,9,12,12,8,11,13,11,16,16,15,13,17,13,16,14,12,9,4,4,1,0,0,0,22,25,26,14,19,20,19,20,15,13,15,13,15,18,17,13,18,22,20,19,17,15,12,11,12,6,7,6,0,0
2022-03-31 18:00:00,2,4,3,14,15,17,10,11,15,17,14,18,19,19,18,19,18,19,15,15,31,28,32,27,28,29,21,20,16,15,12,3,1,0,0,0,22,20,20,12,25,26,22,18,18,17,14,13,11,21,20,14,12,15,14,14,13,12,8,9,10,13,14,9,1,0
2022-03-31 19:00:00,1,2,0,14,15,13,10,7,8,8,8,12,11,11,12,14,13,13,11,7,9,7,7,6,7,8,6,8,7,7,9,9,6,3,0,0,2,6,6,7,19,25,22,17,17,9,12,8,8,8,7,6,7,5,6,14,11,10,8,8,7,3,5,1,2,0
2022-03-31 20:00:00,0,1,0,9,5,7,4,4,5,3,2,8,7,10,11,7,14,13,11,10,11,10,10,8,4,7,6,4,5,3,2,3,0,0,0,0,5,9,0,4,15,18,14,10,8,7,4,6,3,9,8,7,8,7,6,2,5,6,5,4,4,3,4,0,1,0
2022-03-31 21:00:00,0,0,0,8,7,4,1,2,5,3,7,8,5,9,8,7,10,8,10,8,11,6,5,7,7,6,7,6,3,2,1,1,2,0,0,0,1,1,0,3,13,13,9,6,7,0,4,4,5,8,7,9,4,5,6,4,3,4,3,2,1,2,2,0,2,0
2022-03-31 22:00:00,0,2,0,6,7,6,4,3,2,4,5,8,7,6,2,6,4,5,4,7,6,6,7,6,7,7,6,8,5,2,0,0,0,0,0,0,1,2,0,4,9,11,6,7,5,3,4,3,2,5,1,6,8,6,8,4,5,6,4,5,4,3,0,0,0,0
2022-03-31 23:00:00,0,1,0,3,3,0,1,1,3,5,7,6,5,5,5,4,7,8,6,7,8,7,9,0,7,6,7,7,5,2,4,3,4,0,0,2,3,4,3,4,6,5,5,5,4,2,2,0,0,3,2,4,3,3,3,2,0,3,2,1,0,0,2,0,0,0
2022-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 04:00:00,1,1,0,2,0,5,7,10,15,10,9,7,4,2,0,0,7,8,10,9,8,0,10,0,17,21,25,0,25,23,17,12,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 05:00:00,2,4,0,0,0,1,2,5,6,8,7,5,8,7,4,2,5,3,3,4,5,0,4,4,6,0,8,9,10,13,11,6,5,2,4,3,4,0,4,0,4,8,6,7,8,5,9,0,8,5,6,8,8,0,8,0,7,6,4,2,0,4,4,3,1,0
2022-04-01 06:00:00,2,3,2,2,0,1,2,3,0,4,4,3,3,4,5,1,5,1,6,0,5,1,2,3,6,7,11,13,12,10,6,4,3,1,0,0,0,1,1,3,3,4,4,4,3,5,6,7,8,6,6,3,7,2,8,6,3,1,0,3,2,3,4,3,0,0
2022-04-01 07:00:00,4,9,8,4,0,3,9,10,6,7,8,11,14,14,16,19,18,19,20,15,16,0,18,19,15,16,17,22,28,29,26,18,15,8,2,0,2,0,0,4,5,12,15,18,16,9,18,12,11,9,13,11,10,13,13,10,8,8,7,6,3,7,11,10,0,0
2022-04-01 08:00:00,3,12,10,10,9,8,8,11,14,17,16,19,21,25,24,27,28,32,30,19,12,12,15,18,28,27,30,36,38,30,20,11,9,6,6,5,1,0,1,3,3,13,13,14,17,16,18,19,18,13,16,13,12,15,15,16,12,17,16,15,6,8,16,15,1,0
2022-04-01 09:00:00,1,5,0,7,4,6,6,12,13,16,14,15,14,18,18,22,21,20,19,15,9,8,7,8,10,15,17,19,18,16,13,8,6,5,5,3,1,2,1,3,5,10,13,11,9,8,9,10,8,6,8,7,7,8,10,11,9,8,7,4,3,3,7,0,0,0
2022-04-01 10:00:00,4,0,0,3,1,3,4,6,8,9,9,11,13,11,8,9,13,11,10,9,11,14,15,7,16,15,16,17,14,14,10,8,7,3,0,6,1,0,2,2,4,7,6,9,12,12,9,13,11,12,12,8,9,9,8,7,5,4,0,5,6,7,12,5,0,0
2022-04-01 11:00:00,0,2,0,3,4,3,5,7,6,4,7,6,5,8,6,7,5,6,8,8,8,0,6,6,8,10,11,15,14,11,9,8,7,2,0,2,3,4,0,5,8,12,13,13,14,12,9,8,7,6,6,1,5,6,3,4,4,5,4,1,2,4,3,2,1,0
2022-04-01 12:00:00,3,0,0,4,0,4,4,4,4,8,9,7,8,7,6,4,6,10,0,8,11,8,12,13,14,14,12,17,20,19,15,11,3,2,2,0,2,4,0,5,9,11,12,14,14,14,15,9,14,10,6,8,8,7,9,5,1,6,5,3,6,5,4,3,0,0
2022-04-01 13:00:00,1,1,0,3,2,1,0,2,3,7,7,10,11,6,8,9,9,10,10,7,8,7,8,6,11,12,13,13,13,9,10,8,6,6,0,4,7,2,0,6,14,18,18,19,16,16,15,14,13,9,10,9,11,12,9,10,8,6,3,5,6,5,4,2,0,0
2022-04-01 14:00:00,0,0,0,2,0,3,3,4,6,6,6,7,11,12,13,13,12,12,4,10,13,12,12,11,10,10,9,8,10,8,8,5,2,0,1,1,4,0,4,7,14,23,22,18,9,10,8,9,9,9,8,5,11,12,11,10,12,11,10,8,7,6,7,2,0,0
2022-04-01 15:00:00,0,1,0,4,5,4,5,6,10,11,11,14,9,14,13,11,7,9,9,8,12,15,16,16,16,19,18,18,17,14,9,5,1,2,5,0,8,10,24,25,25,27,24,22,16,13,12,9,11,14,14,17,15,13,13,11,10,9,7,5,5,5,0,4,1,0
2022-04-01 16:00:00,1,4,2,5,5,4,5,6,7,11,9,11,12,11,7,14,11,12,11,9,12,11,9,6,11,11,11,13,13,12,10,6,2,0,0,1,9,12,13,13,26,27,29,27,29,32,28,29,23,21,19,15,14,15,14,14,14,14,11,8,7,7,5,5,0,0
2022-04-01 17:00:00,3,10,9,9,11,13,11,10,11,11,16,19,20,20,16,14,15,15,9,14,11,12,13,11,17,19,20,16,12,8,7,5,4,0,0,0,11,13,13,10,22,30,25,23,22,18,13,12,13,13,10,11,10,11,10,9,9,10,9,7,6,6,10,9,2,0
2022-04-01 18:00:00,3,9,8,9,11,11,10,14,16,16,16,20,18,21,24,25,24,21,20,17,16,12,14,16,15,16,15,18,12,9,7,5,2,0,3,2,7,8,8,10,25,21,15,14,10,8,9,14,9,13,12,15,14,12,11,10,10,12,12,13,12,18,18,17,0,0
2022-04-01 19:00:00,1,4,0,15,8,8,9,8,6,10,10,13,18,15,16,15,14,19,20,16,22,19,17,13,12,11,11,13,12,7,5,3,3,2,0,0,8,9,9,8,23,25,18,14,10,7,6,6,3,9,1,6,6,7,8,7,6,9,6,10,10,6,5,4,2,0
2022-04-01 20:00:00,1,1,0,5,7,5,3,3,5,4,7,7,0,6,16,16,15,15,8,14,14,12,12,10,11,6,9,8,5,4,2,1,2,1,0,0,2,4,0,5,9,12,9,7,9,6,7,7,5,7,7,6,5,5,5,6,5,6,5,4,4,6,4,2,1,0
2022-04-01 21:00:00,0,0,0,8,8,7,4,6,7,7,8,9,3,9,8,5,9,10,9,7,6,16,18,17,18,0,15,8,4,7,6,1,2,0,0,0,2,0,0,8,12,13,8,9,7,6,4,5,4,7,4,8,7,6,5,2,3,5,6,5,2,1,2,1,0,0
2022-04-01 22:00:00,0,0,0,4,5,4,4,3,4,5,5,10,9,8,7,8,7,9,8,11,8,0,9,10,6,7,5,5,4,3,0,4,1,0,0,0,0,1,0,3,10,11,8,10,7,3,5,3,1,8,7,7,6,8,8,6,5,7,2,5,4,2,3,0,1,0
2022-04-01 23:00:00,0,0,0,6,0,5,1,0,0,2,3,5,4,4,5,6,7,8,7,8,10,11,10,9,9,8,9,9,8,5,3,2,1,0,0,0,1,0,0,3,15,14,13,8,6,0,2,0,2,3,2,4,0,2,3,2,2,4,5,0,3,3,1,0,0,0
2022-04-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 04:00:00,0,0,0,1,0,1,2,4,9,9,9,2,3,3,1,0,4,3,0,0,0,2,0,0,3,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 05:00:00,2,4,0,0,0,1,2,3,1,4,4,3,8,5,5,5,4,5,3,2,0,0,4,5,6,5,2,4,3,1,0,1,0,0,0,0,0,0,0,0,0,4,1,5,6,5,6,7,6,4,4,7,7,0,7,4,5,4,3,2,2,3,3,0,0,0
2022-04-02 06:00:00,1,0,0,1,0,0,1,2,0,3,0,4,5,1,5,4,3,0,0,0,3,2,0,3,3,4,5,6,5,7,0,3,1,0,0,0,0,0,0,1,1,0,2,0,2,1,2,0,4,3,3,3,0,4,5,4,3,1,0,4,0,2,2,1,0,0
2022-04-02 07:00:00,1,3,0,2,1,1,3,4,3,0,2,6,5,5,2,3,2,3,1,0,4,3,2,4,5,2,4,5,6,5,4,1,0,0,0,0,1,0,0,2,2,3,2,3,4,6,7,5,7,7,10,7,7,2,4,10,7,6,5,3,0,1,4,4,0,0
2022-04-02 08:00:00,1,4,0,5,4,5,5,6,8,7,6,8,9,9,8,7,7,6,8,7,7,8,8,12,14,14,12,19,19,17,14,9,10,9,8,7,2,0,0,1,7,9,9,7,8,6,8,8,9,7,8,8,7,8,11,9,4,5,6,5,4,4,5,3,1,0
2022-04-02 09:00:00,2,4,5,4,3,1,3,8,10,12,13,13,14,16,13,18,16,17,14,12,10,11,10,12,13,15,13,19,18,16,13,10,9,0,6,8,0,1,0,2,5,7,9,7,8,9,9,11,13,7,9,9,9,10,10,9,8,6,4,5,5,3,7,5,1,0
2022-04-02 10:00:00,1,3,0,2,0,2,4,6,6,5,4,5,7,9,10,9,7,8,6,5,6,5,4,5,12,13,17,19,22,19,16,13,11,0,6,7,2,1,0,5,15,11,9,8,9,10,10,12,9,10,11,12,13,12,11,10,6,6,7,5,4,2,6,5,0,0
2022-04-02 11:00:00,3,4,3,2,1,3,4,7,7,8,9,13,12,11,9,10,13,14,13,10,10,14,5,15,16,20,19,19,19,19,14,12,5,2,3,3,3,0,0,4,8,14,14,10,9,7,11,12,10,8,10,9,9,10,11,8,6,5,4,2,4,5,4,3,0,0
2022-04-02 12:00:00,3,5,4,3,4,5,7,6,10,14,14,12,16,17,9,22,21,20,22,19,19,19,20,13,19,23,25,25,27,23,16,9,5,1,1,3,3,4,0,6,6,9,0,12,13,15,16,14,15,15,17,16,16,17,17,17,18,14,11,9,6,10,17,14,0,0
2022-04-02 13:00:00,1,2,1,3,0,4,10,6,4,8,11,14,16,17,15,16,15,12,12,0,13,6,10,10,11,13,16,22,23,18,17,16,14,12,0,10,6,0,0,10,15,25,24,18,23,22,20,18,14,11,13,14,11,11,10,8,8,7,6,5,7,7,12,8,0,0
2022-04-02 14:00:00,2,8,7,4,3,3,1,33,34,1,39,42,7,42,42,38,11,11,14,11,14,17,17,16,17,18,17,24,22,18,15,12,10,9,0,6,7,0,2,8,11,15,15,11,9,8,8,8,7,12,10,11,4,15,14,13,13,8,5,3,4,5,4,2,0,0
2022-04-02 15:00:00,3,1,0,6,3,5,4,5,7,9,5,7,9,8,8,11,12,14,0,10,13,12,11,10,9,8,12,14,15,13,8,6,3,0,1,1,8,8,0,9,18,19,15,13,12,11,9,7,8,7,6,11,6,13,12,8,9,6,5,3,4,4,5,4,1,0
2022-04-02 16:00:00,0,1,0,5,4,5,3,5,0,6,12,11,13,14,15,13,13,9,5,9,10,11,12,12,12,12,12,12,11,13,9,2,1,1,0,0,13,3,2,13,17,20,21,23,20,17,16,13,10,13,8,17,16,17,18,18,16,12,8,5,5,3,6,3,0,0
2022-04-02 17:00:00,0,1,0,6,6,9,10,12,11,11,10,10,12,11,12,11,9,9,7,8,10,12,14,12,14,15,13,13,15,12,10,7,2,1,0,0,9,10,5,11,17,20,22,21,21,15,16,14,16,17,18,31,30,31,26,24,25,26,25,20,6,11,9,6,0,0
2022-04-02 18:00:00,1,0,0,4,5,4,4,5,4,7,10,9,9,10,13,14,12,11,13,11,15,13,14,14,14,13,14,12,11,7,8,6,3,2,0,1,5,6,0,7,27,28,22,13,11,8,9,8,5,11,8,12,13,10,8,8,8,9,7,6,9,8,11,8,1,0
2022-04-02 19:00:00,1,2,0,3,4,2,3,3,5,5,8,9,9,9,7,11,10,15,16,14,10,10,11,9,12,13,11,10,7,6,4,4,5,0,0,3,2,1,0,2,10,11,7,5,8,7,6,5,7,9,10,7,0,7,5,9,3,5,4,2,2,1,2,1,0,0
2022-04-02 20:00:00,2,0,0,9,0,5,5,4,7,6,7,9,11,6,8,7,7,8,8,4,9,7,7,6,6,7,7,8,7,2,1,3,1,0,0,0,3,0,0,6,10,11,4,10,8,5,7,7,5,10,6,11,10,10,10,9,7,7,4,6,4,3,1,0,0,0
2022-04-02 21:00:00,2,3,1,3,5,5,4,6,7,5,0,8,2,0,9,7,6,5,5,2,4,8,10,7,7,6,5,7,4,3,1,2,1,0,0,0,0,0,0,4,7,8,6,5,2,6,5,4,3,8,8,9,9,8,10,7,4,5,4,4,2,2,0,0,0,0
2022-04-02 22:00:00,1,0,0,6,7,5,6,5,6,7,8,9,8,1,3,7,7,7,10,10,12,15,6,1,14,0,15,12,2,9,6,4,1,0,0,0,3,0,0,4,8,0,4,7,8,9,8,9,6,7,5,5,6,9,7,8,6,8,7,7,8,4,3,1,0,0
2022-04-02 23:00:00,0,0,0,11,10,6,3,4,2,4,5,2,5,8,6,7,8,12,0,11,13,12,12,15,14,12,12,10,9,5,2,1,2,0,0,0,3,2,1,2,13,13,11,9,7,4,0,5,4,9,8,10,9,10,10,9,12,12,2,8,5,1,2,0,0,0
2022-04-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 04:00:00,0,0,0,0,0,0,0,3,4,2,2,1,0,3,0,0,4,0,0,2,0,0,3,0,0,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 05:00:00,1,2,1,0,0,0,1,3,0,4,5,3,0,4,1,5,1,0,0,0,0,0,1,0,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,4,1,3,0,0,3,0,2,3,3,4,5,3,5,6,6,6,5,2,1,2,0,0,0,0
2022-04-03 06:00:00,0,1,0,1,0,1,2,0,2,2,1,3,1,1,0,0,0,0,0,0,0,0,3,4,5,0,6,4,1,3,2,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,2,3,2,3,2,0,4,0,1,3,1,0,1,0,0,3,2,0,0
2022-04-03 07:00:00,1,3,1,1,0,0,0,1,2,0,3,0,2,3,0,1,2,3,0,2,3,2,2,2,3,4,0,0,2,0,1,1,3,0,0,0,0,0,0,1,3,4,2,3,3,3,4,0,3,5,6,1,0,4,2,3,1,2,1,0,0,1,1,0,0,0
2022-04-03 08:00:00,0,2,0,1,1,1,3,4,3,4,0,6,9,7,8,8,10,11,12,10,9,7,10,8,10,11,12,13,9,9,14,7,11,4,0,9,0,0,0,1,2,3,2,2,5,5,5,4,5,6,7,6,6,7,7,5,4,3,4,2,1,2,3,1,0,0
2022-04-03 09:00:00,1,0,0,1,0,2,4,7,3,7,7,6,11,13,5,15,11,14,9,13,11,4,5,10,12,5,14,14,12,5,13,9,6,0,0,4,0,0,1,4,3,4,5,4,6,6,5,10,3,5,7,9,10,5,9,8,3,5,5,3,3,3,4,3,0,0
2022-04-03 10:00:00,4,1,0,5,6,6,4,4,9,9,10,11,16,16,13,14,13,12,11,12,10,10,10,14,0,13,16,20,21,20,18,17,19,18,17,9,1,0,0,2,2,3,2,2,3,4,8,11,13,11,5,16,17,16,8,15,10,8,5,4,4,1,4,0,0,0
2022-04-03 11:00:00,0,1,3,1,2,4,5,7,4,8,13,14,15,15,18,16,13,15,14,13,13,12,1,11,17,17,17,21,20,18,0,13,6,0,0,2,2,0,0,2,4,7,9,14,15,10,14,15,13,8,9,12,5,13,12,12,11,6,6,5,2,3,3,2,0,0
2022-04-03 12:00:00,0,1,1,2,4,2,5,6,9,9,9,12,11,13,14,12,12,11,11,7,7,0,7,6,7,8,9,16,17,16,8,13,13,0,12,10,4,2,1,5,7,8,13,13,15,19,18,16,15,12,13,11,0,9,11,7,7,1,0,2,2,1,2,0,0,0
2022-04-03 13:00:00,2,3,0,2,4,5,6,7,7,7,8,11,11,9,11,6,8,7,9,10,12,8,12,13,15,18,19,18,14,10,8,5,7,6,0,4,6,0,7,11,12,7,12,18,17,17,17,12,14,9,10,11,8,8,12,13,8,7,8,0,7,6,4,2,2,0
2022-04-03 14:00:00,3,5,0,6,0,5,5,6,5,10,9,10,0,11,10,9,8,7,6,5,9,10,5,10,10,11,14,14,13,12,11,7,4,3,2,0,6,0,0,5,12,15,14,14,15,14,10,14,0,8,8,16,18,17,5,7,4,6,4,2,2,3,8,7,0,0
2022-04-03 15:00:00,0,2,0,3,3,2,4,8,10,17,15,17,18,20,19,9,11,15,16,13,17,7,15,13,11,11,9,12,9,0,8,9,8,6,3,2,9,0,10,12,21,25,24,18,18,15,14,13,11,10,13,12,11,13,18,18,16,16,14,10,8,4,6,5,0,0
2022-04-03 16:00:00,0,1,0,3,3,5,5,9,9,11,12,13,13,13,12,14,3,16,13,10,21,21,8,18,17,15,14,14,13,10,8,4,0,0,2,1,14,0,5,13,13,15,12,14,9,13,13,14,15,12,11,13,15,14,14,9,13,6,4,5,5,7,5,4,0,0
2022-04-03 17:00:00,0,3,0,2,5,5,6,6,8,7,9,10,11,10,9,13,11,11,12,12,15,19,20,23,21,20,19,20,18,0,11,6,3,2,1,0,4,0,3,6,13,20,19,16,12,12,11,12,8,7,6,13,13,11,3,6,9,9,0,7,4,3,9,6,2,0
2022-04-03 18:00:00,0,0,0,8,7,8,5,4,5,5,7,7,8,9,10,9,8,9,8,7,8,7,0,6,15,14,1,12,11,9,4,2,1,0,0,0,7,6,4,6,9,9,6,8,7,5,4,3,6,10,2,7,5,0,6,0,5,7,4,6,4,1,0,0,1,0
2022-04-03 19:00:00,0,0,0,2,5,4,1,1,3,4,7,11,14,18,17,16,13,4,12,10,14,9,13,13,11,13,9,4,7,4,5,2,3,1,0,0,2,1,0,3,12,14,12,13,8,4,5,6,7,6,7,4,4,3,2,0,3,2,0,0,3,5,4,1,0,0
2022-04-03 20:00:00,1,2,0,4,0,0,1,2,4,5,9,8,10,11,13,10,9,7,7,8,9,6,9,8,9,5,9,6,3,2,2,1,1,0,0,0,0,2,0,5,9,9,7,6,7,10,0,11,12,9,8,3,3,8,9,5,2,4,3,2,1,0,1,0,0,0
2022-04-03 21:00:00,0,0,0,4,6,0,4,4,4,5,5,5,4,4,7,6,6,8,0,9,9,10,8,10,8,9,6,5,4,3,2,1,2,1,0,0,3,4,0,3,7,8,5,7,8,7,8,10,2,11,9,8,5,9,10,8,7,5,6,3,3,2,1,0,1,0
2022-04-03 22:00:00,0,0,0,4,5,4,4,3,5,4,6,5,6,4,5,7,6,7,8,2,6,6,8,10,11,10,11,8,6,4,2,0,0,0,0,0,1,0,0,2,10,9,8,8,6,2,3,3,0,3,4,4,5,6,3,2,4,7,0,6,5,1,4,1,1,0
2022-04-03 23:00:00,0,0,0,3,7,6,4,2,0,3,4,5,0,4,0,3,3,5,4,3,4,5,5,0,6,5,4,5,3,2,1,0,2,0,0,0,2,2,0,3,5,5,3,4,2,0,5,4,5,7,0,8,0,2,6,4,4,6,4,2,4,0,0,0,0,0
2022-04-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 04:00:00,1,0,0,3,1,3,6,10,13,13,11,9,6,6,7,7,7,8,8,7,0,0,0,0,9,0,11,10,8,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 05:00:00,1,3,0,0,1,1,3,5,6,3,2,0,3,7,5,4,2,6,1,3,1,0,5,9,11,4,10,9,7,7,7,5,5,4,0,3,1,0,0,0,1,4,5,8,10,0,11,7,11,8,10,8,9,0,7,2,7,1,5,2,1,4,4,0,0,0
2022-04-04 06:00:00,1,2,0,2,1,0,1,4,4,6,3,7,8,6,4,5,7,2,8,6,6,4,2,6,7,8,7,7,11,8,6,4,5,0,4,2,0,0,0,2,2,2,3,1,3,4,3,0,3,3,4,4,3,5,6,8,6,3,2,0,1,4,7,6,0,0
2022-04-04 07:00:00,11,21,19,3,0,3,7,11,13,12,10,15,16,18,18,19,19,17,18,16,15,12,16,16,14,14,19,25,30,32,28,20,19,9,1,0,3,0,4,6,12,20,26,29,27,12,30,19,22,18,18,15,12,15,10,8,7,6,0,5,7,10,12,10,1,0
2022-04-04 08:00:00,3,7,1,11,10,13,14,13,17,17,16,11,15,18,18,19,25,45,45,26,11,12,17,21,18,32,43,45,45,27,24,16,15,12,9,1,2,0,2,4,8,14,16,21,23,21,18,17,15,13,14,16,12,13,22,20,13,13,11,10,5,8,11,10,1,0
2022-04-04 09:00:00,4,8,0,7,9,6,3,5,14,16,17,19,20,21,25,23,23,12,21,16,10,9,8,12,13,14,16,21,21,23,18,17,13,13,11,7,1,2,0,3,6,12,13,13,11,7,14,15,15,5,9,7,9,6,10,8,7,6,5,5,6,5,7,2,2,0
2022-04-04 10:00:00,0,0,0,3,4,5,6,8,10,10,11,0,6,10,7,10,7,10,14,10,12,6,16,12,13,15,19,18,16,13,8,6,3,3,0,2,1,2,2,6,4,6,5,8,13,11,15,16,12,7,8,8,8,9,10,12,10,8,8,6,5,3,7,2,0,0
2022-04-04 11:00:00,0,1,0,4,0,3,3,4,4,6,7,5,4,6,8,9,7,7,8,7,12,14,13,14,15,13,12,12,12,10,9,7,5,0,4,3,3,0,1,3,10,17,16,14,10,11,10,7,7,10,10,12,12,11,10,6,6,4,4,2,6,4,5,2,0,0
