Unnamed: 0,1_범일운수종점,2_시흥동은행나무.은행나무시장,3_은행나무입구사거리,4_경남아파트,5_시흥초등학교.금천구보훈회관,6_동산교회앞,7_현대시장.시흥4동주민센터,8_남부여성발전센터,9_독산동정훈단지,10_독산4동주민센터,11_독산동성당앞,12_독산동쌈지공원,13_독산동남문시장,14_독산3동주민센터,15_독산3치안센터.꿈꾸는나무,16_독산고등학교,17_신림청소년독서실.신림체육센터,18_난곡입구,19_호림박물관,20_남서울중학교.성보중고등학교,21_신림사거리.신원시장,22_패션문화의거리입구,23_롯데관악점.건강보험관악지사,24_서울특별시.보라매병원,25_롯데백화점관악점,26_패션문화의거리입구,27_신림사거리.신림역,28_남부초등학교,29_호림박물관,30_신림청소년독서실.신림체육센터,31_독산고등학교,32_독산3치안센터.꿈꾸는나무,33_독산3동주민센터,34_독산동남문시장,35_독산동쌈지공원,36_독산동성당앞,37_독산동정훈단지,38_남부여성발전센터,39_현대시장.시흥4동주민센터,40_동산교회앞,41_시흥초등학교.금천구보훈회관,42_은행나무입구사거리,43_시흥동은행나무.은행나무시장,44_범일운수종점
2022-04-09 11:00:00,1,6,0,0,5,4,7,9,13,16,3,16,17,16,18,19,12,12,14,14,9,10,7,5,0,5,6,7,6,5,4,4,0,0,5,5,6,7,2,5,0,2,1,0
2022-04-09 12:00:00,3,5,6,10,0,6,7,6,7,4,5,1,5,9,9,18,17,22,21,23,10,12,6,9,7,11,14,14,9,13,14,9,13,14,15,16,18,17,15,12,10,8,6,0
2022-04-09 13:00:00,2,6,8,11,0,12,14,11,10,9,5,9,12,14,6,14,13,14,13,15,10,12,10,7,12,10,15,16,18,16,14,13,12,4,11,0,9,8,9,7,5,4,3,0
2022-04-09 14:00:00,3,4,0,6,7,0,12,11,15,10,0,13,14,0,12,13,15,10,14,12,5,7,6,6,7,8,16,12,11,20,18,18,17,17,16,14,10,7,4,5,0,3,0,0
2022-04-09 15:00:00,4,5,1,12,0,11,12,11,12,12,0,13,14,13,15,16,14,13,0,0,7,11,5,4,2,5,25,28,29,14,13,12,11,9,7,8,2,5,7,0,4,2,0,0
2022-04-09 16:00:00,5,0,1,0,0,0,0,0,2,5,7,8,0,6,8,10,14,3,16,18,6,7,13,13,12,11,29,28,24,25,19,18,16,13,15,16,14,13,8,6,2,4,0,0
2022-04-09 17:00:00,4,6,7,10,11,12,13,11,14,16,13,12,14,14,16,17,16,17,15,16,9,8,5,14,4,6,18,16,19,22,17,18,17,16,14,11,9,5,8,7,6,5,1,0
2022-04-09 18:00:00,1,8,9,10,13,16,20,17,15,10,10,8,13,14,12,14,12,16,6,14,9,4,3,8,16,19,32,33,34,32,31,29,29,26,26,20,17,12,11,5,9,3,1,0
2022-04-09 19:00:00,1,0,0,0,2,0,2,1,3,4,0,1,3,5,4,5,2,1,2,3,4,6,4,5,13,12,16,17,20,18,12,14,15,14,15,12,13,12,12,11,9,6,2,0
2022-04-09 20:00:00,1,3,4,6,7,0,10,9,1,10,9,0,9,6,4,0,5,2,3,0,2,4,6,5,6,8,19,0,22,0,19,18,14,0,12,10,11,10,8,7,1,0,0,0
2022-04-09 21:00:00,0,1,0,2,0,3,5,4,5,7,8,1,0,10,10,9,3,8,8,0,3,3,6,5,7,9,28,21,19,16,8,8,8,9,10,8,7,5,3,6,1,3,0,0
2022-04-09 22:00:00,0,1,2,0,1,0,0,1,1,1,0,2,1,2,1,0,2,4,0,2,3,1,3,6,7,7,27,26,26,26,22,13,11,9,8,8,8,7,5,4,2,3,0,0
2022-04-09 23:00:00,0,1,2,4,5,4,0,7,0,8,7,0,4,0,0,0,0,0,3,1,2,0,1,0,1,4,21,22,0,22,19,15,14,11,8,9,7,6,0,4,3,1,1,0
2022-04-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 04:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 05:00:00,1,0,0,0,0,0,3,1,2,0,3,4,0,4,5,4,6,5,0,2,3,1,2,3,4,3,4,0,0,5,0,0,4,3,0,0,1,0,0,0,0,0,0,0
2022-04-10 06:00:00,2,1,2,3,0,5,7,3,4,6,8,6,9,8,0,8,9,0,0,2,3,0,1,1,2,0,2,0,0,0,1,0,0,0,0,2,3,0,0,0,2,1,0,0
2022-04-10 07:00:00,1,0,0,1,2,4,2,3,4,5,0,3,7,0,6,8,5,6,7,7,4,4,3,4,0,3,5,2,0,0,6,0,5,0,0,0,0,4,3,0,0,0,0,0
2022-04-10 08:00:00,2,3,1,0,0,0,7,8,10,0,9,0,3,8,6,7,6,8,0,7,4,3,2,0,3,3,5,8,0,7,0,11,10,9,1,5,3,2,2,4,2,0,1,0
2022-04-10 09:00:00,1,3,4,0,4,5,8,5,9,10,11,0,12,0,14,18,15,12,11,9,5,2,2,2,4,3,8,10,11,3,8,8,17,15,15,17,15,11,10,9,3,2,1,0
2022-04-10 10:00:00,2,2,3,0,3,4,7,7,6,8,7,10,12,12,13,13,12,0,8,9,8,8,0,0,5,4,5,0,0,6,5,0,4,6,3,7,5,4,4,3,0,0,1,0
2022-04-10 11:00:00,2,2,3,5,0,4,8,7,9,6,7,7,8,9,7,8,7,12,12,13,6,5,4,2,3,5,6,4,0,7,8,6,0,5,8,7,6,4,0,0,0,1,0,0
2022-04-10 12:00:00,5,8,0,9,10,11,14,17,18,17,17,17,22,10,23,23,23,25,0,22,14,10,3,6,9,8,7,5,6,3,4,3,5,0,0,7,8,8,8,7,4,0,1,0
2022-04-10 13:00:00,1,0,0,6,0,0,8,10,9,10,9,7,9,7,8,16,17,18,17,18,11,14,8,5,5,6,16,17,16,15,15,4,14,10,13,12,5,3,1,2,1,0,1,0
2022-04-10 14:00:00,5,7,10,12,0,11,13,5,18,9,0,20,21,23,22,21,23,24,22,22,16,10,7,9,10,8,16,15,16,9,16,17,16,14,6,11,12,10,7,4,2,1,0,0
2022-04-10 15:00:00,4,6,7,6,7,9,9,10,12,12,12,13,13,12,15,9,12,16,14,8,10,7,3,17,18,15,14,15,12,8,10,9,8,0,4,8,8,4,5,4,3,5,2,0
2022-04-10 16:00:00,3,6,9,8,7,8,10,6,9,12,11,15,17,16,16,10,15,16,17,13,11,9,10,13,16,16,14,16,15,11,15,16,5,3,6,5,5,2,0,0,0,3,0,0
2022-04-10 17:00:00,2,4,6,10,0,9,10,9,9,7,7,7,6,7,6,4,3,1,2,3,5,4,3,9,11,9,13,14,16,17,11,10,14,13,11,9,10,0,8,6,3,2,0,0
2022-04-10 18:00:00,4,5,6,7,0,7,5,6,9,8,7,6,9,10,9,8,8,11,0,10,4,3,4,12,15,17,19,18,0,15,14,15,14,13,11,6,10,9,8,6,5,3,0,0
2022-04-10 19:00:00,2,4,0,6,0,5,7,8,4,0,0,0,0,5,8,7,7,9,0,6,2,3,4,3,0,14,19,11,20,22,15,13,7,9,8,6,5,4,3,2,1,0,0,0
2022-04-10 20:00:00,0,3,3,5,4,7,4,4,4,3,0,0,0,0,0,3,0,4,4,6,4,5,5,6,8,11,23,22,20,21,15,16,15,6,14,13,10,6,9,8,4,0,0,0
2022-04-10 21:00:00,0,1,0,2,0,3,5,0,6,7,0,2,1,1,6,7,6,6,5,4,3,2,1,4,5,5,20,0,13,12,8,6,0,0,3,4,1,1,1,1,0,1,0,0
2022-04-10 22:00:00,0,1,2,1,0,2,0,1,2,3,2,0,0,4,0,3,0,0,3,4,3,3,2,2,4,5,19,17,18,16,14,13,12,12,5,10,9,8,7,3,2,3,2,0
2022-04-10 23:00:00,0,0,0,0,0,1,4,5,4,0,5,0,3,2,1,1,0,3,0,3,0,1,0,1,2,4,16,15,12,15,12,13,12,11,9,13,13,12,12,9,8,5,2,0
2022-04-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 04:00:00,2,0,3,6,7,7,10,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 05:00:00,1,2,0,1,3,3,4,5,6,7,14,14,11,15,12,13,16,17,16,13,8,18,10,5,0,7,8,10,11,11,0,12,4,0,12,10,10,8,9,8,6,3,1,0
2022-04-11 06:00:00,2,3,2,7,4,6,6,7,8,9,11,9,10,13,15,17,17,18,12,13,7,9,7,0,1,3,5,4,0,3,4,4,2,2,4,5,3,3,4,2,0,3,0,0
2022-04-11 07:00:00,6,11,13,17,18,21,28,31,32,35,36,38,37,38,42,34,33,39,40,31,11,23,11,6,7,6,14,10,9,9,9,10,11,14,12,13,14,17,17,11,16,9,2,0
2022-04-11 08:00:00,4,5,6,11,13,10,13,14,22,26,28,31,33,29,28,29,36,35,39,38,24,55,30,5,5,7,18,15,15,13,13,15,12,13,14,13,14,14,5,11,10,7,7,0
2022-04-11 09:00:00,4,8,11,8,7,12,15,17,18,19,20,20,22,24,28,30,26,30,32,24,20,29,16,17,16,15,15,13,5,5,10,10,10,0,9,8,6,3,4,3,2,1,0,0
2022-04-11 10:00:00,3,8,9,10,10,9,14,15,17,12,17,18,21,21,24,25,31,31,25,25,17,28,23,12,13,12,9,9,6,7,7,8,3,6,0,8,7,5,5,3,0,2,1,0
2022-04-11 11:00:00,2,4,0,5,5,7,5,4,9,7,6,6,10,6,7,7,6,7,9,8,12,11,10,23,18,18,19,10,16,14,9,9,6,9,5,4,8,7,3,2,4,2,0,0
2022-04-11 12:00:00,2,7,8,11,9,10,16,16,18,17,18,19,18,16,18,18,19,20,19,20,15,16,9,11,10,8,17,20,18,18,14,13,8,12,6,11,9,8,8,8,9,5,2,0
2022-04-11 13:00:00,3,5,4,7,7,8,12,11,10,12,13,14,15,16,17,16,17,18,17,16,14,19,15,11,12,13,16,15,0,12,11,11,12,12,10,9,8,3,2,0,1,0,0,0
2022-04-11 14:00:00,3,7,2,7,10,12,13,12,14,16,13,14,15,8,15,13,13,15,11,18,14,13,10,18,18,18,21,22,12,15,28,28,26,22,17,14,12,11,7,6,6,5,2,0
2022-04-11 15:00:00,6,9,6,8,8,9,10,8,12,8,11,10,9,10,9,12,11,13,14,13,10,13,10,19,18,17,26,25,23,23,43,43,41,40,39,36,30,26,23,19,12,6,3,0
2022-04-11 16:00:00,6,7,0,10,11,7,14,11,12,0,9,0,10,11,12,10,8,8,9,10,6,4,6,21,22,16,24,25,27,22,22,16,16,7,15,17,9,11,5,9,6,6,5,0
2022-04-11 17:00:00,2,9,2,10,11,5,12,12,12,12,11,13,13,12,13,12,13,14,14,13,6,5,2,17,21,24,22,17,22,20,20,20,18,19,17,13,15,13,11,7,3,4,2,0
2022-04-11 18:00:00,4,7,8,8,7,9,7,6,8,6,9,10,11,15,9,11,9,12,12,12,5,7,6,19,25,24,44,45,42,39,37,34,32,28,24,22,19,15,12,11,9,5,4,0
2022-04-11 19:00:00,3,3,2,5,6,7,8,5,9,12,9,14,16,18,16,17,16,16,18,19,8,6,2,7,9,10,40,40,40,37,27,25,23,21,22,18,18,15,13,11,10,4,2,0
2022-04-11 20:00:00,2,2,0,0,3,4,6,3,0,6,7,0,7,6,4,4,5,0,6,4,3,4,5,5,0,8,16,17,18,20,14,12,11,9,8,14,12,10,9,7,3,3,2,0
2022-04-11 21:00:00,1,2,0,3,0,2,3,2,3,0,4,0,4,4,1,2,4,7,0,6,3,6,4,7,5,14,23,9,24,24,21,18,15,13,12,13,6,5,4,2,0,1,0,0
2022-04-11 22:00:00,2,0,0,4,0,4,0,1,2,3,0,2,1,2,0,2,3,0,2,5,3,2,1,4,8,12,27,28,0,27,18,16,13,12,13,16,13,10,8,5,2,2,1,0
2022-04-11 23:00:00,0,0,0,1,0,0,0,0,2,2,3,0,0,0,0,2,1,0,0,1,2,2,1,2,3,6,13,10,9,8,7,5,4,0,3,5,4,3,3,2,1,1,0,0
2022-04-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 04:00:00,1,2,3,5,0,5,8,9,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 05:00:00,2,3,0,2,3,4,4,5,7,8,0,11,12,15,14,10,15,18,17,18,15,16,10,2,3,5,5,7,8,8,0,0,6,9,8,7,5,0,3,2,4,2,0,0
2022-04-12 06:00:00,2,3,5,5,8,6,10,5,6,11,12,13,14,17,17,21,14,24,25,25,12,13,9,1,1,3,3,4,0,2,4,5,5,4,0,3,3,0,2,2,0,0,0,0
2022-04-12 07:00:00,12,17,18,22,27,33,40,45,49,54,58,57,30,10,29,29,32,34,36,36,13,16,10,4,8,7,12,11,12,5,8,11,9,8,9,12,19,20,4,18,2,10,9,0
2022-04-12 08:00:00,4,8,9,14,16,17,16,17,26,31,34,19,58,60,57,29,32,34,38,38,24,60,29,7,18,12,23,23,22,20,19,21,22,20,18,18,10,11,7,5,6,4,2,0
2022-04-12 09:00:00,6,7,0,11,12,14,18,17,20,22,14,23,24,23,25,30,31,38,35,36,27,29,20,9,11,8,13,16,4,14,15,17,18,12,17,15,6,5,5,1,3,3,1,0
2022-04-12 10:00:00,4,6,6,10,0,10,10,12,13,11,14,14,15,16,14,19,20,23,24,24,16,24,19,13,16,11,14,0,12,11,12,11,12,13,14,3,13,11,4,4,2,1,1,0
2022-04-12 11:00:00,2,4,0,8,0,9,11,13,11,0,12,14,15,7,16,19,18,17,5,18,13,18,12,17,19,16,15,14,10,16,14,11,8,14,13,11,7,7,7,6,3,2,2,0
2022-04-12 12:00:00,3,3,4,7,0,5,7,6,7,9,14,14,12,13,15,16,13,14,5,13,8,8,11,19,15,15,16,14,12,12,10,11,5,10,3,10,11,11,10,0,9,6,1,0
2022-04-12 13:00:00,5,5,5,8,10,9,10,8,10,11,14,14,12,12,12,13,14,16,15,15,16,18,18,11,10,10,10,4,5,7,8,9,2,5,8,7,5,4,4,4,4,2,0,0
2022-04-12 14:00:00,2,9,4,11,4,12,11,12,13,4,0,11,11,12,11,14,15,16,14,15,14,15,11,21,20,21,24,22,15,16,25,22,17,15,16,13,14,12,11,12,10,5,1,0
2022-04-12 15:00:00,17,19,10,10,9,0,10,10,11,10,10,10,0,6,11,12,11,9,9,11,6,11,10,21,20,21,31,32,32,17,18,20,19,18,16,16,16,11,14,15,13,11,5,1
2022-04-12 16:00:00,5,21,4,3,25,24,26,26,18,14,15,16,14,12,11,14,12,11,11,16,12,10,8,15,16,21,24,28,31,28,39,41,38,21,35,28,26,25,18,14,13,8,5,0
2022-04-12 17:00:00,2,4,3,4,0,5,6,5,6,7,6,0,5,6,6,4,5,6,7,10,7,8,6,23,21,15,43,38,37,38,31,28,27,15,20,23,19,14,16,14,9,8,4,0
2022-04-12 18:00:00,5,10,0,11,12,11,11,11,11,12,14,15,10,17,18,11,12,12,14,15,8,10,9,31,44,27,33,33,31,30,27,24,19,18,15,13,23,24,18,17,15,10,3,0
2022-04-12 19:00:00,0,4,5,7,8,10,11,12,13,16,17,20,24,22,18,19,20,16,15,15,6,11,4,6,6,13,47,47,45,44,38,32,31,30,29,32,33,26,19,17,14,7,5,0
2022-04-12 20:00:00,2,4,2,5,7,0,6,1,7,6,7,8,9,9,9,8,8,7,8,8,5,4,5,7,8,9,22,20,15,21,14,10,9,7,6,9,9,8,7,5,4,3,1,0
2022-04-12 21:00:00,0,0,2,1,0,0,2,1,0,2,3,2,4,3,1,5,0,2,1,0,3,7,5,5,7,10,19,15,14,14,10,9,9,11,13,15,16,13,12,9,0,7,2,0
2022-04-12 22:00:00,2,3,4,1,3,0,0,3,4,1,0,0,0,2,2,0,2,3,4,1,2,2,3,7,7,9,24,28,26,25,23,18,8,17,18,15,15,12,5,7,5,5,3,0
2022-04-12 23:00:00,1,1,0,2,0,0,0,0,1,0,0,3,0,2,1,0,2,0,1,1,2,2,1,0,2,3,9,9,0,11,7,9,7,0,0,4,5,4,3,2,0,1,1,0
2022-04-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 04:00:00,2,3,4,5,6,6,10,9,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 05:00:00,2,4,0,7,8,7,2,8,9,8,0,0,9,13,11,12,11,15,14,16,15,14,10,2,4,5,8,10,11,12,13,14,0,0,12,11,9,8,7,8,6,3,1,0
2022-04-13 06:00:00,1,2,3,4,5,7,9,4,9,10,11,12,14,17,17,20,21,22,23,19,9,10,8,1,1,3,4,5,0,4,7,0,5,5,0,1,4,3,4,0,0,2,0,0
2022-04-13 07:00:00,10,14,15,20,23,29,33,37,41,47,51,52,54,56,36,34,34,37,32,34,16,31,30,4,7,7,10,9,10,8,11,12,11,11,13,15,14,16,16,3,4,10,2,0
2022-04-13 08:00:00,6,11,14,16,17,19,19,17,26,29,31,34,35,56,56,32,35,41,43,41,28,56,33,11,15,12,13,15,8,15,14,16,14,13,11,10,11,11,10,9,1,3,4,0
2022-04-13 09:00:00,2,8,6,11,13,15,18,10,26,19,17,28,29,31,32,38,39,41,40,39,25,39,31,12,13,10,10,10,8,8,10,11,8,6,0,8,6,4,2,0,0,1,0,0
2022-04-13 10:00:00,6,8,10,11,7,13,14,16,14,12,13,13,4,15,18,22,11,22,16,22,15,22,16,19,19,13,16,9,9,6,9,5,3,3,9,2,6,5,3,0,2,1,1,0
2022-04-13 11:00:00,2,7,9,10,4,8,11,11,14,13,11,10,8,10,12,13,12,14,15,13,8,20,15,19,18,14,14,14,15,14,12,10,10,9,0,8,9,9,6,2,4,1,0,0
2022-04-13 12:00:00,3,4,4,0,6,6,12,11,14,28,0,17,29,28,26,27,24,25,25,25,17,17,10,16,17,15,18,19,19,18,17,16,10,15,15,14,16,15,9,8,6,4,2,0
2022-04-13 13:00:00,4,6,9,13,15,12,10,11,10,10,11,12,14,15,15,18,17,28,29,29,15,20,18,10,7,8,8,7,0,3,6,6,6,5,5,4,5,3,0,3,1,1,1,0
2022-04-13 14:00:00,1,3,5,6,0,4,6,8,7,8,0,9,8,5,7,7,8,11,10,12,11,13,16,17,18,17,17,15,13,13,14,20,18,7,15,13,11,10,5,5,4,2,1,0
2022-04-13 15:00:00,6,7,3,8,5,8,7,6,10,11,9,12,10,7,12,14,11,13,9,15,11,14,12,24,26,21,34,24,28,24,35,31,27,24,19,15,15,14,13,13,8,7,2,0
2022-04-13 16:00:00,7,8,8,10,5,11,14,12,10,11,11,12,12,12,12,13,15,16,15,16,6,5,8,17,21,20,25,26,23,27,32,32,29,27,28,27,26,24,18,14,8,8,3,0
2022-04-13 17:00:00,3,3,4,6,0,3,5,8,8,9,10,11,13,13,15,14,13,12,13,14,6,6,3,18,19,19,31,31,29,27,21,18,17,16,17,11,11,19,15,14,13,4,0,0
2022-04-13 18:00:00,8,9,9,10,4,10,13,15,16,12,18,20,19,19,16,14,13,14,14,16,9,10,5,16,19,20,61,52,58,51,43,39,35,30,27,23,19,18,19,20,17,10,6,0
2022-04-13 19:00:00,1,2,0,3,6,0,10,8,13,14,0,17,21,22,20,17,16,15,14,12,6,3,12,8,9,12,31,26,21,38,35,32,30,33,33,28,23,18,14,14,12,8,4,0
2022-04-13 20:00:00,4,1,2,0,4,0,6,5,6,4,5,6,4,4,0,4,7,6,0,7,3,3,4,6,7,7,23,10,24,20,10,10,8,6,7,5,10,11,10,10,7,6,1,0
2022-04-13 21:00:00,1,3,0,0,0,0,4,1,0,4,1,3,6,6,4,3,2,0,1,4,3,4,1,4,2,11,22,16,20,17,15,12,8,10,10,8,8,6,6,5,4,3,1,0
2022-04-13 22:00:00,2,5,6,7,0,6,0,3,5,3,7,4,4,2,6,5,5,3,2,6,5,5,3,3,5,8,23,24,25,24,18,15,14,11,9,8,11,9,8,5,3,4,2,0
2022-04-13 23:00:00,0,2,0,0,1,0,2,1,2,1,0,0,0,0,0,0,0,1,0,2,0,1,1,2,4,5,13,0,10,9,11,7,6,5,4,3,4,6,5,3,2,0,2,0
2022-04-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 04:00:00,1,2,3,0,0,3,5,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 05:00:00,2,3,0,1,2,2,4,6,5,4,0,6,6,8,10,9,10,9,10,10,9,10,7,5,7,12,14,14,12,11,0,10,10,4,9,9,8,8,7,6,5,3,0,0
2022-04-14 06:00:00,2,1,2,3,4,7,8,7,4,8,9,10,7,11,12,14,13,13,13,9,9,12,9,1,4,4,2,3,4,4,8,7,5,0,6,5,3,0,2,0,0,1,0,0
2022-04-14 07:00:00,6,10,12,20,23,27,33,37,47,53,56,58,27,29,29,29,28,32,30,27,13,21,13,10,11,9,8,9,7,8,12,11,11,11,7,11,14,13,12,5,3,5,1,0
2022-04-14 08:00:00,5,8,10,13,14,16,20,21,25,27,30,32,59,61,62,34,37,38,37,38,26,44,31,6,8,6,19,27,28,30,32,35,32,31,28,27,9,8,8,7,5,4,1,0
2022-04-14 09:00:00,6,8,10,9,7,10,13,13,13,16,19,21,22,23,24,31,33,34,33,35,21,25,19,16,17,14,11,10,10,11,11,9,14,15,14,11,11,9,9,8,3,3,2,0
2022-04-14 10:00:00,2,8,9,10,10,8,8,8,9,12,13,14,11,14,13,16,22,25,24,23,13,27,20,19,19,15,13,17,7,10,9,10,9,8,8,7,6,4,1,4,5,4,1,0
2022-04-14 11:00:00,2,5,3,6,7,6,8,10,7,9,8,9,8,8,8,10,8,0,11,12,8,13,11,13,13,12,15,14,14,11,9,10,9,8,9,8,11,7,6,1,6,4,1,0
2022-04-14 12:00:00,4,7,9,10,0,11,13,17,17,20,21,0,22,26,24,23,25,25,27,26,19,15,9,17,18,14,15,16,6,14,14,13,12,11,9,10,6,6,8,9,8,7,2,1
2022-04-14 13:00:00,2,4,4,5,8,10,11,8,13,14,15,10,16,16,16,18,19,18,19,19,15,17,14,12,0,12,11,8,0,5,9,8,10,8,7,6,6,6,7,6,2,0,0,0
2022-04-14 14:00:00,4,0,0,3,0,5,9,8,3,7,8,2,10,10,10,11,14,15,7,14,13,9,8,21,20,17,18,16,16,19,15,14,13,9,12,13,13,11,8,7,5,3,1,0
2022-04-14 15:00:00,3,6,8,7,7,6,11,9,9,7,8,10,9,9,10,11,14,15,6,18,13,17,11,16,17,16,28,30,28,27,33,33,28,25,23,17,17,14,13,11,10,4,2,0
2022-04-14 16:00:00,9,8,9,10,12,11,12,11,11,13,12,13,0,11,11,10,11,13,15,14,7,9,5,18,12,21,32,33,34,31,34,32,31,29,12,25,24,18,12,7,11,10,2,1
2022-04-14 17:00:00,1,2,2,0,0,3,7,6,10,10,11,12,0,9,8,11,12,13,6,12,9,9,2,14,17,18,29,28,27,22,18,17,28,27,27,28,25,22,16,15,14,6,4,0
2022-04-14 18:00:00,5,8,9,12,12,13,14,13,13,13,14,15,14,14,14,12,15,15,17,14,7,9,2,23,23,17,26,29,26,26,23,19,19,18,20,19,19,18,15,14,14,13,5,0
2022-04-14 19:00:00,3,2,1,4,2,2,5,4,6,8,9,10,15,17,15,16,11,9,9,5,7,6,7,10,12,13,40,36,37,32,23,22,20,18,22,21,21,17,8,7,9,5,3,0
2022-04-14 20:00:00,3,0,0,2,0,3,4,2,1,5,2,2,3,4,3,4,4,1,0,4,3,5,6,6,8,6,17,19,20,18,15,12,11,12,14,13,10,7,2,4,2,1,0,0
2022-04-14 21:00:00,2,3,2,1,2,0,3,0,0,2,3,4,3,0,3,4,0,2,3,0,1,5,3,4,5,11,17,18,19,20,21,20,20,18,15,11,8,10,7,3,6,3,1,0
2022-04-14 22:00:00,0,0,0,0,0,0,1,1,2,0,3,1,2,2,2,0,0,2,3,0,2,2,1,3,3,7,27,26,27,25,23,20,19,20,18,14,12,11,10,9,7,5,1,0
2022-04-14 23:00:00,2,4,0,4,0,3,2,0,2,3,3,5,0,0,3,0,2,3,2,0,1,2,0,1,5,5,15,14,9,13,9,7,4,7,0,6,7,5,3,4,0,2,1,0
