Unnamed: 0,1_보성운수기종점,2_신림복지관앞,3_난우중학교입구,4_우림시장.난곡보건분소,5_남강중고등학교입구,6_세이브마트앞,7_신일교회앞,8_난곡우체국사거리,9_신림청소년독서실.신림체육센터,10_난곡입구,11_호림박물관,12_남서울중학교.성보중고등학교,13_신림사거리.신림역,14_관악우체국.양지병원,15_KT&G관악지점,16_봉천역.관악초등학교,17_KT관악지점,18_관악구청,19_청룡시장,20_영락고교.영락의료과학고,21_e편한세상서울대입구아파트,22_쑥고개,23_신림2교,24_서원동문화교앞,25_신림사거리,26_신림사거리.신림역,27_남부초등학교,28_호림박물관,29_신림청소년독서실.신림체육센터,30_난곡우체국사거리,31_신일교회앞,32_세이브마트앞,33_남강중고등학교입구,34_우림시장.난곡보건분소,35_난우중학교입구,36_신림복지관앞,37_보성운수기종점(가상)
2022-03-05 04:00:00,4,0,3,6,9,13,17,0,16,11,0,0,4,8,0,5,4,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,3,5,8,9,14,7,15,7,13,11,0,7,7,8,7,6,5,3,1,2,0,3,1,4,5,8,7,4,6,4,5,2,2,1,1,0,0
2022-03-05 06:00:00,3,4,4,9,12,15,13,12,0,10,9,9,4,3,4,3,3,3,3,3,3,2,0,4,2,5,7,8,2,6,4,2,3,1,0,0,0
2022-03-05 07:00:00,4,5,6,16,10,20,18,17,16,15,9,13,4,2,3,3,0,4,4,4,5,3,5,6,5,5,3,5,2,4,3,0,2,1,1,0,0
2022-03-05 08:00:00,6,8,13,19,26,35,39,41,40,35,34,34,9,9,7,6,5,8,8,5,4,7,8,7,5,7,7,7,5,1,4,2,2,3,2,0,0
2022-03-05 09:00:00,2,8,8,22,26,33,34,32,31,29,19,27,18,14,14,13,8,11,14,16,13,15,11,10,6,9,10,6,11,10,9,8,6,3,0,2,0
2022-03-05 10:00:00,2,7,8,16,24,29,29,30,29,21,23,28,18,16,15,12,10,10,14,13,10,11,10,11,8,16,16,10,12,11,10,9,7,3,0,0,0
2022-03-05 11:00:00,4,8,10,14,16,22,23,30,30,29,29,25,15,18,18,18,14,11,16,13,17,16,13,13,10,18,21,17,19,17,14,12,9,8,7,5,0
2022-03-05 12:00:00,3,4,4,12,15,21,22,25,26,25,24,24,10,11,8,11,11,13,10,14,14,18,17,18,13,15,13,15,15,15,13,13,8,6,5,1,0
2022-03-05 13:00:00,2,6,5,13,15,16,23,24,26,28,16,25,9,9,9,13,12,17,21,20,20,16,15,16,11,18,14,13,15,14,16,13,16,9,8,6,0
2022-03-05 14:00:00,0,1,0,2,21,21,24,23,23,20,22,9,13,12,10,11,11,15,15,20,19,21,20,18,14,23,23,22,23,17,14,13,10,5,3,2,0
2022-03-05 15:00:00,0,2,3,5,7,8,10,11,14,18,9,10,13,8,12,11,8,23,25,22,18,18,14,13,12,19,20,0,17,16,15,6,5,2,1,0,0
2022-03-05 16:00:00,2,4,5,7,11,14,15,4,16,16,17,19,6,10,8,7,10,14,17,17,16,12,12,12,13,20,19,18,18,11,17,12,10,3,0,1,0
2022-03-05 17:00:00,0,3,7,18,27,32,35,36,34,37,36,36,18,18,17,14,11,21,20,19,20,15,15,14,10,28,31,31,29,28,20,18,12,6,2,1,0
2022-03-05 18:00:00,2,4,4,12,15,22,23,15,24,25,23,24,10,8,7,12,11,22,21,21,20,14,12,11,11,27,28,29,19,27,20,18,15,12,11,4,0
2022-03-05 19:00:00,1,4,0,3,5,8,7,8,3,6,9,9,6,8,9,13,14,21,22,16,13,10,8,7,14,34,35,35,31,28,23,21,17,8,5,4,0
2022-03-05 20:00:00,0,1,0,4,6,3,9,12,2,11,5,3,6,6,5,7,6,22,24,23,17,10,8,7,12,28,29,20,26,23,20,19,11,4,0,2,0
2022-03-05 21:00:00,0,1,0,3,7,5,4,6,6,5,14,3,6,8,4,11,12,28,24,20,18,12,8,7,11,22,19,23,20,19,16,12,9,5,4,0,0
2022-03-05 22:00:00,0,0,2,5,4,3,6,2,4,3,3,2,4,5,5,9,3,13,14,14,13,12,8,7,12,23,23,23,24,16,15,12,7,3,2,0,0
2022-03-05 23:00:00,0,2,0,3,6,0,0,7,7,0,0,6,6,5,3,13,14,26,22,19,17,8,9,8,10,29,26,23,23,24,21,20,15,4,3,2,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,2,1,4,5,7,9,10,4,9,4,0,0,0,2,3,4,3,2,3,4,3,0,0,5,6,6,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,2,3,5,7,8,11,7,12,0,0,3,5,4,0,1,1,2,1,2,1,0,0,0,0,3,2,7,6,7,1,6,5,4,0,2,0
2022-03-06 06:00:00,2,3,4,8,9,9,11,8,11,10,9,5,3,2,1,0,0,1,2,1,2,3,3,2,0,4,3,2,3,2,1,0,0,1,0,0,0
2022-03-06 07:00:00,1,4,2,4,6,8,9,8,5,0,7,8,3,3,1,2,1,2,3,3,0,1,5,6,4,4,5,1,0,4,3,2,0,0,0,0,0
2022-03-06 08:00:00,3,4,5,11,15,18,24,24,19,19,19,18,7,6,2,3,3,5,5,2,5,5,7,4,5,4,4,0,5,5,4,0,3,2,0,0,0
2022-03-06 09:00:00,3,5,9,15,21,25,27,30,31,32,32,29,10,5,3,4,0,5,6,7,8,9,10,11,4,7,7,8,7,5,4,3,0,2,0,1,0
2022-03-06 10:00:00,1,2,6,13,22,26,31,26,30,29,19,27,11,11,10,8,6,7,6,8,7,7,5,7,6,7,5,6,6,5,4,3,2,1,1,0,0
2022-03-06 11:00:00,2,3,3,10,16,20,22,26,25,25,24,14,8,9,8,10,8,8,9,9,9,10,8,10,6,8,6,8,5,5,4,2,3,2,1,1,0
2022-03-06 12:00:00,9,5,8,26,37,40,44,42,45,42,42,38,14,11,10,8,7,7,13,15,16,18,19,18,17,24,25,24,13,13,11,6,5,4,3,0,0
2022-03-06 13:00:00,1,2,6,11,13,13,13,29,30,24,29,27,16,14,9,11,9,10,11,10,9,12,11,13,14,19,21,24,18,16,15,12,7,4,3,2,0
2022-03-06 14:00:00,0,4,2,12,18,22,23,25,26,25,19,24,9,11,15,14,12,14,13,16,16,13,13,14,13,28,31,28,10,8,6,4,3,1,0,0,0
2022-03-06 15:00:00,2,6,7,13,19,20,18,19,19,18,19,18,10,4,9,6,8,16,17,14,14,12,10,12,10,12,13,26,28,25,23,18,18,6,4,3,0
2022-03-06 16:00:00,3,9,15,10,16,19,22,21,21,20,21,19,10,8,6,7,6,14,21,24,19,18,17,8,7,16,17,16,15,13,10,7,4,2,2,0,0
2022-03-06 17:00:00,0,2,4,26,24,27,30,33,36,39,29,37,11,11,11,8,8,13,15,17,15,18,13,18,16,28,26,25,25,23,21,15,14,7,2,1,0
2022-03-06 18:00:00,3,4,2,9,13,17,18,17,4,18,19,17,4,5,6,9,7,20,20,20,17,13,10,10,12,26,4,25,25,12,27,24,16,5,3,0,0
2022-03-06 19:00:00,0,4,3,4,5,6,11,12,11,8,5,7,8,7,8,8,11,14,13,14,12,8,8,6,16,30,33,32,34,33,26,22,19,10,7,6,0
2022-03-06 20:00:00,0,2,0,3,2,5,7,4,4,5,6,0,4,2,1,4,4,13,15,16,14,7,5,3,12,21,23,11,22,19,17,17,14,7,2,2,0
2022-03-06 21:00:00,0,0,1,3,4,6,2,4,7,5,5,0,5,3,2,5,7,18,16,15,11,8,6,5,14,42,41,42,43,42,38,26,13,6,2,2,0
2022-03-06 22:00:00,0,1,2,1,3,5,0,2,7,6,7,3,4,4,0,3,5,17,19,20,14,12,8,7,11,20,18,15,16,13,8,11,10,4,1,0,0
2022-03-06 23:00:00,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,5,1,13,8,14,12,7,5,4,6,13,8,12,14,11,8,10,7,5,4,2,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,5,5,10,19,24,31,34,36,34,27,0,28,26,25,24,22,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,2,2,5,7,10,15,19,20,25,23,10,24,23,22,21,21,17,1,1,2,3,6,7,9,4,10,5,7,4,5,3,3,4,2,1,1,0
2022-03-07 06:00:00,2,5,2,12,18,23,25,26,25,21,26,23,9,3,2,2,1,4,4,5,5,4,5,7,4,6,5,6,4,5,4,3,2,1,1,0,0
2022-03-07 07:00:00,15,16,22,32,42,50,53,56,55,56,59,52,34,12,10,8,4,10,13,11,11,11,19,31,17,14,11,10,9,5,3,4,5,4,3,1,0
2022-03-07 08:00:00,5,9,14,33,39,48,51,52,51,48,50,48,31,31,28,22,14,11,10,8,10,9,11,23,8,9,10,8,11,10,10,8,5,6,1,4,0
2022-03-07 09:00:00,4,8,13,24,28,31,30,32,34,35,36,34,13,15,14,13,9,11,11,10,9,11,6,10,6,10,10,12,9,8,7,8,6,4,2,0,0
2022-03-07 10:00:00,2,6,10,15,19,23,27,27,30,28,22,28,11,11,10,11,11,9,11,11,10,10,11,11,6,11,12,0,11,8,8,5,5,4,3,1,0
2022-03-07 11:00:00,4,7,7,11,15,16,18,21,22,21,21,18,11,10,8,8,4,10,13,12,14,11,10,9,8,16,18,17,15,14,13,8,4,3,1,0,0
2022-03-07 12:00:00,1,5,6,9,11,15,17,19,17,18,16,15,12,9,9,9,7,7,8,8,8,11,11,10,7,16,15,16,15,13,11,11,10,8,5,3,0
2022-03-07 13:00:00,1,3,3,10,11,11,10,13,17,10,6,13,11,8,9,15,12,19,17,16,18,16,15,15,14,16,16,17,20,21,17,14,11,10,4,3,0
2022-03-07 14:00:00,2,8,10,17,18,22,24,32,31,27,26,24,18,15,12,13,12,14,15,16,15,12,6,11,11,26,29,26,20,17,16,14,11,10,7,5,0
2022-03-07 15:00:00,1,2,5,10,15,16,11,19,21,20,15,18,15,9,10,13,14,25,24,25,15,16,11,12,20,35,37,36,19,18,16,13,11,8,7,5,0
2022-03-07 16:00:00,2,4,5,8,11,14,16,17,12,18,11,18,14,17,15,17,16,21,21,28,29,27,22,16,22,26,29,32,33,28,24,16,11,6,4,2,0
2022-03-07 17:00:00,0,2,4,5,8,12,16,20,12,15,21,27,16,15,14,16,16,26,27,26,24,17,14,15,21,44,44,46,45,43,35,28,22,7,4,2,0
2022-03-07 18:00:00,3,5,6,8,13,18,20,18,16,16,15,15,11,10,10,17,12,39,42,39,35,32,26,22,25,54,47,47,46,44,36,32,25,14,12,8,0
2022-03-07 19:00:00,3,6,3,5,6,9,8,10,7,9,12,9,6,9,8,10,11,26,25,24,20,15,10,10,23,45,55,55,48,42,37,25,19,7,4,3,0
2022-03-07 20:00:00,0,1,1,5,6,9,3,8,3,2,1,0,2,5,5,17,6,16,17,16,17,12,10,8,12,24,26,26,39,35,29,22,15,9,7,4,0
2022-03-07 21:00:00,0,2,3,4,5,8,5,7,6,6,6,6,7,4,6,6,7,20,20,18,18,15,8,13,16,28,28,30,28,25,21,19,15,9,7,3,0
2022-03-07 22:00:00,0,1,0,3,4,6,7,8,0,7,1,6,4,3,4,4,6,26,25,27,22,12,7,6,10,19,15,20,19,18,14,16,14,8,4,5,0
2022-03-07 23:00:00,0,0,0,0,0,0,1,1,1,0,0,2,3,0,0,3,4,14,15,15,14,10,6,4,6,27,26,7,25,23,22,19,12,8,6,4,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,6,4,11,23,27,33,42,43,41,31,0,30,26,31,19,23,0,2,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,4,6,8,11,13,17,19,18,24,21,16,22,22,21,4,20,18,2,3,4,3,2,3,4,6,6,2,7,5,6,4,3,1,3,2,0,0
2022-03-08 06:00:00,2,4,7,16,23,22,26,22,25,26,25,23,13,3,2,1,1,3,4,4,4,5,6,5,4,7,6,7,1,0,5,4,5,0,4,2,0
2022-03-08 07:00:00,8,12,16,34,45,54,58,57,37,37,37,37,11,9,6,7,6,16,17,5,6,12,15,28,9,10,7,10,9,10,11,12,10,8,6,5,0
2022-03-08 08:00:00,7,13,18,35,42,45,49,50,55,56,46,48,22,22,19,17,14,10,9,10,9,11,15,24,11,13,12,11,9,10,9,10,5,5,1,4,0
2022-03-08 09:00:00,2,6,8,20,23,30,37,38,37,38,37,33,15,15,12,7,8,10,9,9,8,9,8,17,8,7,8,8,7,5,4,3,4,2,1,1,0
2022-03-08 10:00:00,3,6,8,16,18,19,23,17,27,28,26,25,14,11,9,12,11,10,11,9,7,9,8,10,8,13,12,4,7,5,6,5,4,3,2,1,0
2022-03-08 11:00:00,2,4,6,16,15,19,20,21,19,19,18,20,11,10,8,5,5,8,10,8,10,10,11,8,5,9,7,6,10,8,7,6,6,4,3,1,0
2022-03-08 12:00:00,5,9,8,13,16,25,24,23,23,20,22,24,8,6,7,9,3,11,11,9,7,7,8,8,7,17,17,6,19,16,10,7,7,4,2,1,0
2022-03-08 13:00:00,2,6,6,7,8,11,10,13,21,19,19,18,8,7,6,8,7,13,14,13,12,11,11,10,7,16,19,22,22,22,19,12,9,7,5,4,0
2022-03-08 14:00:00,1,4,5,13,14,22,25,26,16,15,15,12,15,17,5,15,9,24,25,25,23,22,22,20,18,26,26,19,15,14,11,9,6,4,3,1,0
2022-03-08 15:00:00,3,3,5,8,12,16,16,25,27,25,24,22,17,17,16,17,18,15,18,20,18,13,13,14,13,26,25,28,29,28,14,13,10,4,1,1,0
2022-03-08 16:00:00,10,4,7,13,11,17,17,18,17,20,24,23,14,14,15,15,12,27,27,28,24,23,21,20,22,30,29,30,27,27,24,15,12,5,2,4,0
2022-03-08 17:00:00,6,3,5,9,11,18,22,23,14,27,28,30,18,14,12,15,17,28,28,30,27,17,14,15,26,29,31,33,32,26,24,21,13,9,8,7,0
2022-03-08 18:00:00,0,4,2,12,17,28,34,34,32,29,28,25,13,13,13,14,13,36,37,34,32,23,17,17,22,62,61,59,58,53,43,30,21,9,7,6,0
2022-03-08 19:00:00,0,2,1,6,7,11,12,11,12,14,10,12,6,4,3,10,12,33,36,32,25,13,10,12,22,51,51,29,51,46,40,30,15,9,6,4,0
2022-03-08 20:00:00,2,3,4,5,7,10,12,14,10,11,10,12,8,9,8,7,10,27,26,26,24,12,9,10,13,32,34,27,32,29,25,20,15,12,9,5,0
2022-03-08 21:00:00,0,2,1,3,5,7,8,6,5,4,1,2,3,3,3,4,7,17,18,16,15,12,6,6,9,28,27,27,24,22,19,16,13,4,3,2,0
2022-03-08 22:00:00,0,1,1,3,4,5,6,7,0,7,1,6,3,5,1,6,7,28,30,25,23,20,17,12,13,22,17,21,19,16,15,12,9,4,3,2,0
2022-03-08 23:00:00,0,1,0,1,2,0,0,2,3,0,0,2,6,0,0,3,1,13,13,11,7,7,4,2,7,26,27,26,24,26,25,24,22,9,6,5,0
2022-03-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 04:00:00,2,0,1,4,7,12,15,14,12,9,0,10,9,8,6,3,0,4,5,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 05:00:00,2,0,1,4,6,7,4,6,8,5,0,4,3,7,0,6,5,3,1,0,3,1,2,3,5,8,8,6,7,6,5,6,4,2,3,2,0
2022-03-09 06:00:00,1,3,5,10,9,14,16,7,14,12,11,11,3,0,1,1,2,3,2,2,2,5,2,6,6,9,9,4,7,6,6,5,5,4,2,0,0
2022-03-09 07:00:00,2,4,7,8,13,17,21,11,7,8,10,8,4,3,3,2,1,7,2,7,1,5,3,6,3,5,5,2,8,7,6,3,2,0,0,0,0
2022-03-09 08:00:00,3,25,6,14,19,23,25,24,23,23,22,21,13,11,10,9,8,7,4,5,6,5,4,7,5,6,4,3,3,4,3,2,3,2,0,0,0
2022-03-09 09:00:00,4,6,9,15,19,24,25,24,25,25,24,26,12,11,14,7,7,7,9,8,10,8,7,7,6,9,11,12,11,9,7,6,4,1,1,0,0
2022-03-09 10:00:00,1,4,5,9,16,19,20,18,17,17,17,16,10,11,10,8,6,10,9,11,9,10,11,9,6,15,15,16,14,14,12,8,7,6,4,1,0
2022-03-09 11:00:00,0,5,6,14,16,21,22,25,32,33,31,30,18,12,9,12,9,12,14,12,11,8,9,10,8,12,9,10,9,8,8,7,6,7,4,3,0
2022-03-09 12:00:00,3,13,15,25,29,31,34,36,38,36,34,34,21,19,11,15,12,11,12,13,14,11,9,13,12,16,13,14,15,13,12,11,9,6,3,1,0
2022-03-09 13:00:00,3,5,8,18,22,27,28,31,33,33,35,34,20,19,20,20,17,14,11,15,13,13,11,11,14,18,19,19,19,20,19,14,11,7,4,3,0
2022-03-09 14:00:00,1,8,11,20,35,38,37,38,41,41,42,38,15,14,15,19,15,21,24,24,23,21,20,15,18,24,22,23,11,22,19,14,14,10,6,5,0
2022-03-09 15:00:00,1,6,10,17,20,26,19,30,21,31,29,38,16,8,12,14,7,12,16,19,19,17,16,14,15,27,28,29,28,25,20,17,13,8,5,4,0
2022-03-09 16:00:00,1,3,4,9,11,16,17,19,20,15,15,14,14,15,8,12,11,18,17,18,15,16,15,19,17,27,23,22,20,18,17,13,9,8,2,0,0
2022-03-09 17:00:00,2,6,12,17,21,24,30,32,33,34,32,28,11,10,9,10,10,21,21,22,21,23,19,17,16,29,30,29,25,28,26,16,11,8,7,2,0
2022-03-09 18:00:00,1,4,5,9,15,18,22,22,9,23,22,23,11,14,10,11,12,20,22,20,18,16,14,12,16,30,30,27,30,28,27,23,16,6,5,1,0
2022-03-09 19:00:00,0,3,2,4,6,9,10,11,11,2,10,8,4,5,4,6,7,14,16,13,11,8,7,6,6,16,19,12,29,17,24,17,7,6,4,3,0
2022-03-09 20:00:00,0,1,2,6,5,8,11,11,0,10,9,4,3,2,2,8,9,20,21,17,17,12,9,15,8,29,16,28,27,26,23,21,11,8,5,5,0
2022-03-09 21:00:00,0,2,0,3,3,4,4,5,2,4,4,4,6,5,5,4,5,19,23,23,19,16,12,7,13,22,24,23,20,21,19,17,13,6,4,3,0
2022-03-09 22:00:00,0,1,0,0,1,2,0,0,1,3,0,0,5,9,1,11,12,21,19,18,17,11,9,7,14,34,33,26,25,28,26,21,13,6,4,2,0
2022-03-09 23:00:00,0,0,0,0,0,1,0,0,2,0,0,1,5,0,4,1,0,16,13,13,12,10,5,3,7,29,27,28,13,24,21,17,12,8,4,1,0
2022-03-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 04:00:00,5,4,9,18,24,27,35,35,31,28,0,27,25,18,0,23,14,6,3,4,0,0,5,10,0,8,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 05:00:00,1,4,9,12,15,16,17,16,26,21,0,22,20,3,8,19,13,2,1,3,2,2,4,6,3,6,5,9,8,9,8,7,5,4,2,1,0
2022-03-10 06:00:00,3,5,6,14,21,30,33,35,34,33,34,30,27,3,3,3,2,3,3,3,5,7,3,5,5,6,6,6,6,5,3,2,3,2,1,0,0
2022-03-10 07:00:00,9,18,25,41,58,61,63,45,46,44,41,39,10,8,8,7,7,9,10,6,7,11,19,24,23,11,12,14,14,13,12,11,6,5,3,1,0
2022-03-10 08:00:00,8,13,17,35,48,57,61,62,62,61,64,61,29,25,20,14,12,15,17,8,8,7,11,14,9,12,11,12,11,8,9,10,8,5,3,2,0
2022-03-10 09:00:00,4,7,11,30,39,47,52,54,54,52,49,43,15,18,19,13,9,10,10,12,12,13,13,13,8,15,7,17,11,8,6,5,3,2,0,0,0
2022-03-10 10:00:00,3,4,5,11,19,20,18,21,23,23,22,23,11,10,9,8,8,9,10,13,12,11,10,10,6,15,16,15,13,13,7,5,5,4,1,2,0
2022-03-10 11:00:00,1,3,5,12,14,23,24,25,26,25,23,25,8,8,6,8,7,8,8,9,8,9,9,10,7,13,13,15,12,11,11,8,7,4,2,1,0
2022-03-10 12:00:00,3,7,8,12,15,19,22,22,24,23,22,21,12,12,8,8,6,8,7,9,8,8,7,9,7,12,10,10,11,8,7,10,7,6,5,4,0
2022-03-10 13:00:00,1,4,5,8,10,16,17,16,14,16,16,17,12,14,15,7,9,12,12,13,10,14,13,12,11,15,13,14,13,13,12,11,7,5,2,1,0
2022-03-10 14:00:00,3,5,5,13,16,19,19,17,21,20,19,21,12,12,13,15,13,18,0,17,17,17,11,8,9,15,14,9,12,8,9,7,6,5,2,3,0
2022-03-10 15:00:00,1,3,5,11,16,18,16,17,17,18,19,18,11,12,11,15,16,23,24,22,21,21,21,22,17,23,23,22,21,19,17,14,12,7,1,2,0
2022-03-10 16:00:00,2,6,9,14,16,18,21,21,22,23,24,26,15,12,8,15,11,21,23,23,22,21,18,18,13,29,31,30,29,28,23,14,12,6,4,5,0
2022-03-10 17:00:00,0,2,5,10,11,17,19,20,18,18,13,14,7,8,6,10,8,21,20,22,21,14,14,13,14,28,25,30,31,29,24,22,13,7,4,3,0
2022-03-10 18:00:00,1,3,7,9,14,22,28,30,31,34,6,35,23,22,20,17,12,33,34,33,30,28,22,18,26,66,67,49,65,63,53,44,31,17,6,4,0
2022-03-10 19:00:00,1,1,2,3,5,7,8,11,9,12,13,12,6,8,7,11,11,30,26,28,24,17,10,12,18,41,40,33,48,42,38,30,19,12,12,11,0
2022-03-10 20:00:00,1,2,3,5,4,6,8,8,10,11,19,17,14,2,10,8,7,19,18,18,19,14,9,7,11,35,36,36,28,18,24,19,15,8,6,4,0
2022-03-10 21:00:00,1,2,2,4,2,3,5,4,3,3,3,3,5,6,4,5,6,20,22,21,17,13,12,10,15,31,32,34,34,32,29,25,15,6,4,1,0
2022-03-10 22:00:00,1,0,1,3,4,2,5,6,2,1,0,5,2,1,3,4,6,30,29,28,28,17,13,11,13,22,21,21,27,26,23,19,14,7,4,3,0
2022-03-10 23:00:00,0,2,1,3,3,4,4,6,6,7,0,4,7,0,5,6,6,15,14,13,11,10,8,6,7,21,17,13,17,19,15,11,8,4,3,2,0
2022-03-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 04:00:00,7,3,11,20,24,30,37,37,34,28,0,27,26,24,20,19,16,2,0,0,1,0,3,6,6,5,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 05:00:00,2,2,4,9,13,16,18,19,22,21,15,20,19,18,5,17,14,3,2,3,3,3,5,6,5,9,8,0,9,6,5,5,4,3,2,0,0
2022-03-11 06:00:00,2,3,4,11,18,17,19,16,17,20,11,16,10,3,2,3,1,4,5,4,5,2,6,12,2,5,4,0,4,3,2,2,1,3,2,0,0
2022-03-11 07:00:00,9,13,18,37,50,56,58,42,43,44,43,47,12,10,10,10,9,10,4,6,7,7,18,39,9,15,17,6,8,6,2,5,6,5,4,3,0
2022-03-11 08:00:00,7,12,18,30,34,39,43,43,59,56,54,49,28,22,20,16,12,9,11,10,11,12,14,19,10,15,13,16,16,14,13,11,11,7,4,2,0
2022-03-11 09:00:00,5,10,16,29,38,44,49,57,59,58,56,50,16,19,19,12,10,8,8,8,7,10,11,13,8,11,10,11,10,9,8,6,6,4,3,2,0
2022-03-11 10:00:00,2,4,7,15,21,22,20,22,22,21,14,22,11,11,9,8,7,12,14,9,11,9,15,9,8,12,12,12,14,13,11,8,8,3,1,0,0
2022-03-11 11:00:00,4,9,14,20,21,22,21,20,23,22,23,21,8,8,7,11,6,13,12,12,10,12,12,13,12,10,12,11,13,10,11,8,7,4,3,2,0
2022-03-11 12:00:00,2,4,7,16,19,26,29,29,31,30,28,26,11,10,9,10,6,10,10,12,12,8,9,9,8,14,16,16,14,13,11,10,9,6,5,1,0
2022-03-11 13:00:00,4,3,7,10,13,15,17,22,21,20,21,19,10,7,9,9,9,15,13,12,11,10,6,7,6,8,9,10,9,10,9,7,5,4,3,1,0
2022-03-11 14:00:00,5,3,8,15,16,26,29,29,30,31,21,29,12,11,11,9,8,15,15,15,14,13,12,12,12,20,24,24,22,21,20,16,10,7,4,0,0
2022-03-11 15:00:00,1,3,5,13,17,20,19,21,21,22,21,24,14,14,7,17,14,14,17,19,16,13,12,10,8,16,15,18,18,17,15,14,9,5,3,0,0
