Unnamed: 0,1_보성운수기종점,2_신림복지관앞,3_난우중학교입구,4_우림시장.난곡보건분소,5_남강중고등학교입구,6_세이브마트앞,7_신일교회앞,8_난곡우체국사거리,9_신림청소년독서실.신림체육센터,10_난곡입구,11_호림박물관,12_남서울중학교.성보중고등학교,13_신림사거리.신림역,14_관악우체국.양지병원,15_KT&G관악지점,16_봉천역.관악초등학교,17_KT관악지점,18_관악구청,19_청룡시장,20_영락고교.영락의료과학고,21_e편한세상서울대입구아파트,22_쑥고개,23_신림2교,24_서원동문화교앞,25_신림사거리,26_신림사거리.신림역,27_남부초등학교,28_호림박물관,29_신림청소년독서실.신림체육센터,30_난곡우체국사거리,31_신일교회앞,32_세이브마트앞,33_남강중고등학교입구,34_우림시장.난곡보건분소,35_난우중학교입구,36_신림복지관앞,37_보성운수기종점(가상)
2022-04-12 14:00:00,0,2,6,7,10,14,16,18,16,17,16,15,11,4,7,6,4,13,14,13,10,11,11,11,10,15,16,15,15,13,3,9,6,5,0,4,0
2022-04-12 15:00:00,1,2,2,6,7,9,11,13,14,10,13,13,8,8,8,16,15,26,25,22,22,21,16,14,11,23,25,26,25,22,19,16,8,4,2,0,0
2022-04-12 16:00:00,2,6,10,13,18,19,19,20,22,22,23,22,14,13,12,15,12,27,26,26,22,20,16,14,15,33,36,37,39,37,31,21,16,10,7,4,0
2022-04-12 17:00:00,3,3,8,15,25,31,38,40,38,38,37,31,13,12,12,13,12,25,27,29,29,24,13,14,14,30,28,27,27,24,20,13,11,6,5,4,0
2022-04-12 18:00:00,0,3,0,4,6,13,16,18,19,20,21,20,15,13,14,12,13,41,41,38,35,24,20,17,25,57,62,60,59,58,43,33,24,12,10,6,0
2022-04-12 19:00:00,0,5,6,10,15,21,23,14,12,22,21,18,8,10,9,15,15,35,31,30,27,19,16,16,23,57,59,60,58,54,48,43,33,17,11,9,0
2022-04-12 20:00:00,2,3,2,3,7,8,4,9,6,7,4,6,5,5,3,6,5,16,19,21,22,16,11,6,9,27,29,24,26,28,27,23,13,11,4,3,0
2022-04-12 21:00:00,2,2,3,4,8,10,9,8,6,2,9,7,5,4,1,5,6,23,26,26,23,16,11,10,9,28,19,30,28,26,23,22,14,11,5,4,0
2022-04-12 22:00:00,0,2,3,5,4,5,3,6,4,2,0,4,3,3,2,5,7,31,31,33,29,22,15,12,16,27,29,21,25,23,20,19,17,8,3,5,0
2022-04-12 23:00:00,0,0,2,2,1,0,0,1,0,4,0,0,3,4,0,5,5,14,14,8,13,10,8,5,9,12,13,13,10,7,11,9,7,3,1,0,0
2022-04-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 04:00:00,6,6,10,21,24,29,37,37,36,31,0,28,30,23,24,20,17,5,6,7,8,7,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 05:00:00,1,2,5,7,12,13,14,13,24,23,0,24,23,21,27,22,16,5,2,6,4,3,5,12,10,10,7,11,10,9,8,7,6,3,1,0,0
2022-04-13 06:00:00,4,4,7,13,16,19,24,21,23,19,18,22,10,6,5,3,6,8,6,4,8,7,7,6,4,7,8,6,7,2,6,5,1,1,0,0,0
2022-04-13 07:00:00,11,15,21,35,47,51,53,53,55,52,27,46,35,10,11,7,2,8,7,6,6,11,15,31,11,14,12,13,13,12,12,13,4,5,4,3,0
2022-04-13 08:00:00,5,10,15,36,47,52,55,58,55,55,57,50,25,24,24,17,15,9,9,8,10,10,14,29,11,14,18,17,17,13,11,9,11,10,6,4,0
2022-04-13 09:00:00,7,11,12,22,33,39,40,40,39,38,43,43,18,18,15,14,14,7,7,8,10,9,11,17,8,12,11,9,7,7,6,5,5,3,3,0,0
2022-04-13 10:00:00,2,4,6,13,18,23,25,28,26,27,27,34,17,13,13,10,8,9,11,14,10,9,9,10,7,14,12,3,12,11,8,8,8,6,2,5,0
2022-04-13 11:00:00,1,3,6,9,11,19,20,22,21,19,18,13,14,11,9,9,8,9,11,6,11,13,13,12,10,12,13,13,17,21,19,12,6,4,3,2,0
2022-04-13 12:00:00,1,7,10,13,18,21,22,21,20,17,13,18,6,7,6,5,3,12,13,15,5,15,13,12,11,15,15,14,15,14,7,9,7,3,2,1,0
2022-04-13 13:00:00,3,7,8,14,14,17,21,23,22,21,20,19,14,11,1,12,9,10,10,8,7,7,7,9,9,10,12,8,13,10,10,10,8,5,4,1,0
2022-04-13 14:00:00,4,5,11,19,21,24,26,29,21,19,18,16,11,14,12,12,9,15,17,15,15,13,13,12,10,22,23,24,23,22,19,13,9,7,7,6,0
2022-04-13 15:00:00,1,3,4,6,5,10,12,8,30,31,28,28,15,13,11,15,15,13,14,15,14,13,10,10,14,32,31,33,32,27,20,16,16,9,8,2,0
2022-04-13 16:00:00,3,5,8,12,18,23,23,26,24,23,18,22,11,9,8,10,9,26,26,25,22,21,17,15,16,26,27,27,24,22,17,13,9,9,8,2,0
2022-04-13 17:00:00,5,3,4,10,13,16,19,22,23,22,21,26,17,16,17,16,12,29,27,27,24,17,18,19,25,28,29,27,25,23,21,15,13,6,4,1,0
2022-04-13 18:00:00,1,3,4,6,12,16,22,26,25,29,30,31,16,16,10,13,13,37,42,45,43,35,31,28,42,62,60,59,57,46,38,33,26,10,8,9,0
2022-04-13 19:00:00,0,3,1,5,8,11,10,11,12,10,12,11,7,6,4,12,11,31,34,33,29,21,14,12,15,38,33,34,34,32,29,27,20,9,6,5,0
2022-04-13 20:00:00,1,2,3,7,8,10,12,10,10,11,4,10,6,5,8,10,13,32,28,27,22,14,9,6,13,30,32,33,36,34,28,23,14,11,7,4,0
2022-04-13 21:00:00,0,1,2,3,5,4,5,6,0,4,4,3,4,3,5,7,6,18,18,17,15,8,9,7,8,21,19,18,19,16,18,16,13,8,6,5,0
2022-04-13 22:00:00,0,2,3,4,5,9,8,11,12,9,11,0,7,6,5,5,7,20,19,17,17,13,7,8,10,35,36,37,33,29,17,26,18,12,7,5,0
2022-04-13 23:00:00,0,1,3,0,4,5,4,3,0,3,0,0,2,1,0,5,6,11,9,7,14,8,7,5,13,13,12,7,14,13,7,10,7,6,3,2,0
2022-04-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 04:00:00,4,6,11,22,26,30,38,38,35,30,0,29,30,30,0,20,14,2,0,0,3,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 05:00:00,3,5,6,10,12,20,19,21,20,22,17,16,22,20,21,24,21,4,3,4,2,3,4,4,3,9,10,9,8,7,6,5,4,3,2,0,0
2022-04-14 06:00:00,2,5,7,13,19,21,23,20,22,20,21,21,18,6,3,7,8,7,5,4,5,3,4,6,2,5,4,3,5,3,7,6,5,4,3,2,0
2022-04-14 07:00:00,8,11,16,29,45,55,58,63,47,48,49,47,17,15,12,12,10,14,11,8,11,13,16,20,16,13,9,10,7,9,0,8,4,5,4,3,0
2022-04-14 08:00:00,7,16,23,37,52,52,58,57,63,61,62,51,22,21,21,15,14,13,9,9,9,12,18,36,16,17,17,18,16,12,11,10,11,9,8,0,0
2022-04-14 09:00:00,5,5,9,24,29,32,37,43,45,42,35,40,13,14,13,9,8,9,9,9,8,9,8,12,9,17,11,10,18,16,15,11,8,3,7,5,0
2022-04-14 10:00:00,5,8,11,20,25,30,32,38,35,32,31,30,15,14,13,10,8,6,5,6,7,4,5,9,7,11,12,12,8,11,10,5,8,5,2,1,0
2022-04-14 11:00:00,1,6,7,13,20,20,21,22,22,23,22,25,23,6,2,7,9,14,12,12,9,8,9,8,10,12,10,11,10,8,7,6,4,3,0,0,0
2022-04-14 12:00:00,3,5,6,12,16,22,23,26,25,23,21,21,8,9,6,5,6,6,6,6,5,6,6,8,6,10,11,13,14,14,12,4,5,6,5,0,0
2022-04-14 13:00:00,2,2,4,7,10,12,14,10,15,13,0,14,9,8,6,9,5,12,10,13,13,11,10,10,10,18,16,15,17,15,9,13,12,7,5,2,0
2022-04-14 14:00:00,2,4,9,15,26,28,28,24,25,24,22,23,9,10,11,12,11,17,16,11,13,11,11,9,11,20,23,24,14,11,8,9,8,6,5,3,0
2022-04-14 15:00:00,1,3,12,20,25,26,18,26,29,28,25,24,15,9,12,11,11,17,20,21,17,15,15,11,16,38,40,13,40,34,23,16,12,4,2,1,0
2022-04-14 16:00:00,3,1,3,10,15,18,15,17,15,14,12,17,13,12,13,13,13,26,26,27,24,22,20,19,16,27,29,30,32,26,22,14,11,3,2,0,0
2022-04-14 17:00:00,3,4,4,8,12,14,17,18,20,22,23,25,15,13,14,13,11,22,20,21,22,24,23,20,19,35,37,34,34,31,27,19,12,6,5,4,0
2022-04-14 18:00:00,2,4,6,9,10,16,18,21,23,24,25,23,18,18,13,17,12,31,30,32,28,28,23,20,30,57,57,58,54,52,43,31,24,10,9,5,0
2022-04-14 19:00:00,2,4,2,8,10,13,15,16,15,15,19,19,7,7,8,10,11,42,38,36,34,18,12,9,16,50,49,49,50,43,39,31,23,11,9,6,0
2022-04-14 20:00:00,3,1,0,3,1,5,6,7,8,9,11,8,8,9,8,10,9,25,26,25,23,16,11,8,14,30,31,31,28,25,24,19,15,8,5,2,0
2022-04-14 21:00:00,0,2,0,2,1,3,5,4,6,5,2,5,4,4,6,9,8,29,31,32,25,17,13,8,17,35,28,25,27,24,21,18,14,9,5,2,0
2022-04-14 22:00:00,0,1,0,2,3,5,7,8,0,5,3,4,3,4,3,4,4,21,20,20,18,15,11,8,10,19,20,24,35,36,35,28,20,10,4,2,0
2022-04-14 23:00:00,0,0,0,2,3,5,7,0,8,4,5,0,4,3,0,3,5,20,17,15,14,11,7,7,11,18,19,20,19,18,15,15,8,3,1,1,0
2022-04-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 04:00:00,6,7,11,23,27,30,37,37,34,29,0,27,26,25,24,19,15,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 05:00:00,1,3,7,9,12,14,16,17,25,24,25,24,22,20,2,19,9,2,3,4,4,4,5,7,6,7,7,9,9,4,9,5,4,3,1,1,0
2022-04-15 06:00:00,2,5,8,16,28,32,35,22,34,33,35,33,4,3,3,2,1,4,3,4,4,6,7,6,4,11,7,1,5,4,2,3,3,2,0,0,0
2022-04-15 07:00:00,9,16,21,37,47,53,54,55,51,42,45,44,14,11,10,10,6,16,4,6,5,9,16,23,11,9,11,12,12,11,2,10,3,8,9,7,0
2022-04-15 08:00:00,6,16,21,39,51,55,58,59,57,58,59,52,25,23,18,14,13,13,15,13,11,10,14,29,13,17,14,14,12,10,10,9,7,5,3,1,0
2022-04-15 09:00:00,3,6,10,20,24,31,34,35,37,32,33,31,16,15,14,10,8,6,7,7,9,9,9,20,12,15,18,17,5,12,7,5,3,3,2,1,0
2022-04-15 10:00:00,3,13,19,30,32,32,38,41,37,24,36,36,15,13,11,9,7,9,11,10,10,8,9,8,7,10,12,12,9,8,8,6,5,2,1,1,0
2022-04-15 11:00:00,1,6,6,16,19,23,28,23,27,25,26,25,13,12,11,11,9,14,15,16,13,14,16,17,9,17,18,11,10,16,10,6,3,5,4,2,0
2022-04-15 12:00:00,2,3,8,10,14,21,22,22,22,22,15,22,8,8,7,11,10,8,8,9,7,9,8,10,11,11,11,12,11,9,7,4,7,6,0,5,0
2022-04-15 13:00:00,3,6,8,15,17,18,20,21,22,20,19,18,13,12,11,11,10,12,13,14,13,9,12,7,9,18,19,20,7,17,14,9,7,3,2,1,0
2022-04-15 14:00:00,3,9,12,20,21,23,22,20,21,16,20,15,12,9,9,14,13,19,14,13,14,10,12,11,12,24,21,24,19,19,15,13,10,7,5,4,0
2022-04-15 15:00:00,0,1,2,4,9,11,12,23,24,26,23,23,10,9,12,12,11,18,18,16,19,18,17,15,14,26,26,28,31,23,20,13,10,5,3,2,0
2022-04-15 16:00:00,3,5,6,17,21,24,24,27,28,30,33,11,17,16,16,21,14,21,21,20,19,14,15,14,14,29,33,36,36,30,23,18,15,7,2,6,0
2022-04-15 17:00:00,1,1,6,14,18,17,20,21,20,17,17,19,12,14,12,13,12,20,20,24,22,20,15,13,14,45,46,45,45,41,30,26,14,7,5,4,0
2022-04-15 18:00:00,0,6,9,14,18,19,25,25,26,24,19,28,19,18,20,17,15,36,35,34,31,25,23,25,36,59,59,56,52,48,42,35,28,15,13,9,0
2022-04-15 19:00:00,0,5,7,13,7,17,19,21,22,19,19,15,10,14,13,12,10,31,30,30,29,24,20,18,20,53,56,56,54,50,41,31,21,13,12,10,0
2022-04-15 20:00:00,1,3,3,10,9,13,19,18,16,16,13,14,7,7,7,9,9,30,32,32,28,12,10,7,25,32,30,25,30,29,22,17,15,7,6,2,0
2022-04-15 21:00:00,1,1,5,6,7,3,9,8,4,5,7,8,7,5,6,6,7,19,18,20,17,14,12,10,14,36,33,33,33,32,25,20,15,11,8,7,0
2022-04-15 22:00:00,0,0,1,3,4,3,2,3,3,3,1,5,5,9,6,9,9,29,32,31,28,19,15,13,16,28,27,28,27,24,21,18,12,7,5,0,0
2022-04-15 23:00:00,0,1,1,0,3,5,6,8,3,10,9,8,4,4,0,5,5,11,12,10,12,16,10,9,10,28,31,28,28,27,26,23,12,8,5,4,0
2022-04-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
