Unnamed: 0,1_중랑공영차고지(기점가상),2_중랑공영차고지.신내역,3_신내데시앙아파트후문,4_서울의료원후문,5_중랑소방서,6_신내7단지아파트홈플러스,7_신내6단지아파트,8_봉화산역3번출구,9_신내8단지아파트.서울의료원,10_신내9단지아파트,11_신내10단지아파트,12_중랑구청사거리,13_성원아파트경남아너스빌앞,14_국민은행망우동지점,15_망우지구대,16_상봉터미널,17_망우3동주민센터.혜원여중고후문,18_동원시장,19_면목본동파출소,20_중화중학교.다문화가족지원센터,21_면중초등학교,22_면목동금호어울림아파트,23_면목동대원칸타빌아파트,24_용마폭포공원,25_용마산역,26_면목동,27_용암사입구,28_대원고교앞,29_중곡동종점,30_신성시장앞,31_중곡동입구,32_중곡동입구삼거리,33_군자역4번출구.용마초등학교,34_군자역먹자골목사거리,35_군자동주민센터앞,36_세종초등학교.세종사이버대학교앞,37_군자새마을금고앞,38_장안초등학교,39_화양사거리,40_성동세무서,41_제인병원,42_성수2가3동주민센터,43_리버하우스,44_상원,45_한양대정문앞,46_서울숲삼부아파트,47_왕십리역,48_코스모타워.서울신용보증재단성동지점,49_상왕십리역,50_왕십리센트라스아파트,51_성동고등학교,52_신당역.중앙시장앞,53_충무아트센터.스포츠센터.중부소방서,54_동대문역사문화공원,55_동대문디자인플라자,56_서울기동대.광희초등학교,57_신당역.중앙시장앞,58_성동고등학교,59_신당파인힐하나유보라,60_뉴타운아파트,61_상왕십리역,62_왕십리2동주민센터,63_왕십리역,64_행당1동주민센터.성동소방서,65_한양대정문,66_상원,67_리버하우스,68_성수2가3동주민센터,69_성동세무서앞,70_우리은행화양동지점,71_장안초등학교,72_군자새마을금고.성동광진위센터,73_세종초교앞,74_군자삼거리,75_능동우편취급국,76_KEB하나은행군자동지점,77_군자역5번출구.용마초등학교,78_중곡동입구삼거리,79_중곡동입구,80_신성시장,81_중곡동종점,82_대원고교앞,83_용암사입구,84_면목동,85_용마산역,86_용마폭포공원,87_면목동금호어울림아파트,88_한양수자인사가정파크,89_면중초등학교,90_중화중학교,91_중화중학교삼거리,92_면목본동파출소,93_동원시장,94_망우3동주민센터.혜원여중고후문,95_상봉터미널,96_망우역,97_국민은행망우동지점,98_성원아파트경남아너스빌앞,99_중랑구청사거리,100_신내동성3차아파트,101_신내동성1.2차아파트,102_신내9단지아파트.서울의료원,103_봉화산역2번출구,104_신내6단지,105_신내7단지아파트홈플러스,106_중랑소방서,107_서울의료원후문,108_신내데시앙아파트후문,109_중랑공영차고지,110_중랑공영차고지.신내역,111_중랑공영차고지(가상)
2022-03-05 04:00:00,0,1,1,0,0,0,0,0,1,3,4,5,0,4,5,4,9,10,3,7,0,0,5,7,3,5,5,6,8,11,14,13,11,10,11,12,12,11,11,16,0,0,13,11,0,7,6,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,0,0,0,0,0,1,0,2,2,3,0,0,2,2,4,5,6,12,8,13,9,14,8,15,16,0,16,18,20,16,9,8,9,5,8,9,10,7,10,11,13,12,8,6,2,3,6,5,5,3,1,4,7,14,16,17,16,15,16,13,12,15,16,0,12,14,11,8,10,5,5,7,8,4,7,4,0,4,0,0,3,4,0,3,6,0,5,0,0,6,0,0,6,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,0,1,0,0,0,1,3,3,3,2,4,5,3,0,2,3,2,4,6,10,5,5,9,8,9,0,7,10,13,12,9,11,10,5,12,10,9,9,9,7,0,6,5,5,3,4,4,4,3,2,1,0,0,2,1,4,5,3,0,2,5,4,5,4,3,0,0,2,4,5,7,6,6,3,5,5,0,4,7,8,5,4,6,4,3,0,3,4,0,5,2,6,7,5,3,1,4,3,2,4,4,1,0,0,0,0,0,0,0,0
2022-03-05 07:00:00,0,0,2,0,1,0,0,3,3,4,3,6,2,5,10,4,8,8,7,9,9,0,10,10,10,12,12,10,10,14,16,13,10,9,12,16,17,18,19,21,19,8,5,16,14,2,10,8,4,7,3,2,1,2,0,2,3,4,4,0,1,5,0,2,6,4,6,5,5,4,5,7,8,4,7,6,7,0,9,10,9,8,7,11,10,11,7,13,8,4,5,11,11,11,8,5,4,2,4,5,5,6,1,0,0,0,0,0,0,0,0
2022-03-05 08:00:00,0,0,1,1,0,1,2,5,6,6,7,9,8,8,9,11,10,9,8,13,14,13,13,11,10,10,11,12,12,15,14,11,9,10,12,16,17,16,15,14,10,16,9,17,13,14,13,13,14,9,7,5,3,3,1,0,2,3,4,3,1,5,2,0,7,6,2,2,7,9,10,11,10,5,11,8,11,5,7,10,11,9,7,8,10,6,9,11,12,13,15,13,10,16,14,8,6,8,6,5,9,10,1,1,0,0,0,0,0,0,0
2022-03-05 09:00:00,0,1,1,3,0,2,0,7,9,9,6,8,9,7,6,8,9,9,10,12,14,14,15,14,13,14,13,11,15,13,14,12,11,12,11,15,14,13,14,17,15,14,13,14,13,11,4,10,8,4,6,3,2,1,0,0,2,1,3,1,5,4,4,5,5,6,0,5,5,7,10,13,12,13,12,7,12,13,8,6,8,8,10,11,10,12,11,11,15,16,16,21,23,23,18,13,14,12,10,3,9,6,2,0,0,0,1,0,0,0,0
2022-03-05 10:00:00,0,0,0,1,0,0,1,6,8,6,7,6,8,8,9,10,4,9,9,9,10,15,10,13,12,13,14,16,16,23,15,21,11,12,11,14,15,13,14,15,13,15,14,13,11,8,11,8,6,6,5,5,5,3,1,0,5,7,9,0,11,11,12,11,11,13,12,11,12,9,9,14,17,18,19,12,19,20,19,11,6,10,8,9,10,11,12,12,14,14,14,14,17,15,14,8,8,7,8,9,8,6,0,0,1,0,0,0,0,0,0
2022-03-05 11:00:00,0,0,1,0,0,0,0,3,5,6,4,7,7,12,13,14,15,15,13,14,16,14,14,12,11,11,12,13,12,17,20,20,15,17,19,16,17,19,16,19,21,20,16,17,16,16,15,14,10,9,8,9,7,2,1,0,6,7,10,11,9,8,11,12,17,16,8,15,14,8,13,13,12,13,11,10,13,12,15,14,9,12,10,10,9,11,10,12,13,14,14,15,19,19,14,10,11,8,8,8,7,7,4,1,0,0,0,0,0,0,0
2022-03-05 12:00:00,0,0,2,1,0,0,0,8,10,12,10,12,10,9,8,11,13,17,9,18,18,13,12,14,14,13,14,14,15,23,28,25,23,19,17,19,19,17,17,19,18,14,17,16,12,5,6,13,12,13,11,9,5,2,3,2,4,5,4,4,6,7,9,10,11,6,12,11,10,11,10,11,12,15,9,16,17,16,16,12,12,11,10,12,14,14,15,16,15,15,17,18,14,12,10,9,11,9,7,7,8,2,1,0,0,0,0,0,0,0,0
2022-03-05 13:00:00,0,2,1,2,0,0,2,7,8,7,8,6,7,7,8,8,8,9,9,10,9,12,14,10,15,14,13,14,16,20,18,17,13,14,14,19,16,18,20,26,24,26,27,25,17,15,12,13,13,12,12,10,6,2,3,3,7,9,9,8,10,9,9,10,14,13,16,19,12,15,18,25,23,21,0,20,19,18,17,20,19,10,12,18,16,16,17,16,19,20,18,20,22,24,18,12,11,9,9,10,10,9,0,0,0,0,0,0,0,0,0
2022-03-05 14:00:00,0,0,1,0,0,0,1,9,9,12,9,15,19,18,12,17,16,19,16,14,13,12,14,9,7,9,8,10,13,16,17,17,17,17,17,16,19,12,16,16,18,15,19,17,13,14,12,12,11,8,7,7,4,3,4,0,10,11,14,13,12,10,11,11,14,13,13,17,16,17,16,19,18,25,16,27,24,24,16,15,18,18,19,19,20,20,20,22,25,14,27,27,28,24,12,10,18,14,12,13,10,7,4,1,0,0,0,0,0,0,0
2022-03-05 15:00:00,0,0,2,0,0,0,1,14,12,12,9,10,14,9,11,17,14,17,16,16,15,17,15,15,12,14,16,20,22,23,25,22,18,17,13,24,20,22,19,24,21,20,19,16,15,13,9,11,10,7,6,4,5,5,7,0,8,7,8,7,10,9,13,4,13,13,13,13,12,12,10,12,11,10,9,12,12,11,18,15,15,17,18,10,19,17,9,16,15,15,17,18,20,21,12,10,14,13,13,12,9,7,2,0,0,0,0,0,0,0,0
2022-03-05 16:00:00,0,2,0,2,0,0,0,7,8,9,11,10,13,15,16,20,20,22,22,20,13,11,19,16,17,18,17,22,23,18,19,16,24,19,20,22,19,21,26,27,27,0,26,25,20,24,24,18,19,14,11,10,10,9,7,7,10,9,12,11,10,13,15,13,13,15,8,16,15,12,15,13,16,17,16,17,16,18,17,20,16,16,16,15,19,14,16,16,17,16,19,15,15,15,11,10,16,7,11,8,7,5,3,0,1,0,0,0,0,0,0
2022-03-05 17:00:00,0,0,0,1,0,0,0,10,11,12,12,13,14,11,12,18,17,19,20,19,17,14,12,8,9,11,12,13,14,21,20,14,14,14,13,13,12,10,10,9,8,9,0,8,12,13,9,12,12,11,8,6,7,4,4,0,10,10,12,12,11,11,18,17,24,24,23,29,22,17,20,19,18,19,16,16,19,20,23,24,28,31,35,32,33,29,30,28,27,16,24,21,20,19,17,11,14,13,12,8,8,6,4,1,0,0,1,0,0,0,0
2022-03-05 18:00:00,0,0,0,0,0,0,0,11,14,4,4,6,6,8,11,13,15,15,15,14,15,16,12,13,12,10,13,9,8,14,14,15,17,16,16,13,12,14,13,13,9,14,11,15,10,7,9,10,9,5,2,1,2,8,0,0,10,12,13,12,12,12,13,14,15,14,13,15,15,16,18,16,16,16,14,17,15,15,28,29,25,23,20,19,21,19,18,16,14,13,13,14,15,14,15,14,14,13,9,5,5,4,1,0,0,0,0,0,0,0,0
2022-03-05 19:00:00,0,1,0,0,0,0,0,2,0,12,11,8,3,9,11,12,12,11,8,9,8,9,8,9,7,5,12,13,11,9,9,6,8,16,13,12,10,10,10,13,4,6,14,15,13,11,9,7,6,5,5,4,1,3,0,0,9,10,7,9,15,17,15,14,15,15,14,13,14,11,16,15,17,15,14,17,18,19,21,17,15,13,15,16,20,18,14,17,14,11,19,19,22,21,16,18,15,13,10,7,3,1,1,2,0,0,1,0,0,0,0
2022-03-05 20:00:00,0,0,0,0,0,1,2,11,8,4,2,2,0,5,6,5,2,3,2,4,5,0,3,4,4,4,5,6,6,11,13,11,12,10,10,6,6,6,4,8,4,4,3,5,4,6,4,5,3,2,2,0,2,5,0,0,6,8,6,5,12,10,14,8,16,15,9,11,10,13,15,13,12,10,9,10,14,13,14,15,13,14,15,14,12,11,12,7,11,9,11,0,10,10,9,8,9,8,5,6,3,2,1,0,0,0,0,0,0,0,0
2022-03-05 21:00:00,0,0,0,0,0,0,2,5,1,4,3,4,3,4,3,7,6,5,4,6,5,6,5,6,7,6,8,7,5,6,3,7,7,6,4,6,3,3,8,9,10,11,0,10,8,9,7,7,8,5,4,2,0,5,0,2,9,10,4,9,10,11,13,7,16,16,14,17,16,17,18,16,19,16,0,14,15,14,19,20,14,0,11,0,13,11,10,10,8,9,8,9,8,8,7,5,8,6,5,4,4,5,1,0,0,0,0,0,0,0,0
2022-03-05 22:00:00,0,0,0,0,0,1,0,16,11,9,5,8,4,4,5,7,5,5,5,4,6,2,5,0,5,4,6,5,7,7,7,8,9,12,4,12,9,8,9,12,0,10,1,8,7,6,6,5,4,3,1,1,2,4,3,0,7,5,9,0,6,8,10,11,15,14,0,10,14,11,13,12,12,13,17,14,19,19,20,19,16,15,12,10,13,9,10,12,13,12,9,7,8,10,10,9,8,7,5,4,3,2,0,0,0,0,0,0,0,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,3,7,7,8,9,8,7,9,9,6,7,5,6,0,5,4,3,3,1,5,7,0,0,1,0,2,4,0,8,5,6,8,9,11,13,14,19,18,16,14,13,12,16,15,14,13,12,14,14,0,13,11,10,9,10,9,11,11,10,9,8,6,6,5,4,5,2,5,6,5,4,1,3,2,1,0,0,0,0,0,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,1,0,0,0,0,0,0,0,1,0,0,2,4,5,7,10,5,0,4,6,5,6,0,5,5,7,0,8,9,5,4,6,6,0,0,5,0,7,6,0,0,0,5,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,3,3,4,0,11,4,5,10,6,7,8,12,10,7,6,6,0,0,8,10,10,10,0,0,7,7,6,2,3,2,3,0,2,1,1,2,0,0,3,2,0,0,0,3,5,0,4,3,0,0,1,4,5,3,7,0,0,1,5,0,5,0,3,0,2,0,3,0,4,0,5,0,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,0,0,0,0,1,2,0,3,1,2,0,3,5,0,2,0,0,2,3,4,0,3,0,2,3,4,3,8,6,5,7,3,7,5,8,6,5,0,2,4,2,3,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,3,0,0,0,3,0,2,0,6,0,0,8,7,6,3,1,5,4,3,1,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0
2022-03-06 07:00:00,0,0,0,1,0,0,0,2,2,3,4,3,4,2,1,0,3,1,0,6,6,4,3,7,6,6,7,7,8,8,9,6,5,5,3,4,3,5,5,7,6,0,2,5,4,0,0,4,1,3,0,0,1,0,0,0,1,0,2,0,0,4,5,4,0,0,0,2,4,2,0,3,4,2,0,2,3,0,2,2,3,0,3,3,0,4,5,0,4,5,2,5,7,7,3,3,3,2,2,1,1,2,0,0,0,0,0,0,0,0,0
2022-03-06 08:00:00,0,1,2,0,0,0,1,2,5,0,4,6,2,4,3,4,6,5,6,9,10,6,7,7,8,8,9,9,10,13,14,10,8,4,0,8,9,4,8,9,8,7,9,9,7,6,7,5,6,5,4,2,2,1,0,0,1,2,3,2,0,1,0,0,6,5,0,3,0,5,6,8,7,6,6,7,8,7,6,7,6,0,5,0,2,5,7,0,8,5,5,3,4,6,3,3,2,0,1,0,3,4,1,0,0,0,0,0,0,0,0
2022-03-06 09:00:00,0,0,0,0,0,0,2,6,7,6,7,6,4,3,2,4,5,4,6,6,7,6,11,9,9,8,9,8,7,10,11,11,13,12,11,15,14,13,7,13,11,0,0,9,9,9,7,7,9,5,8,7,7,5,3,0,4,1,4,0,2,3,4,0,3,4,2,4,5,6,6,7,8,10,11,11,13,10,7,9,7,9,9,10,11,10,13,14,9,0,6,16,15,12,9,7,8,6,4,3,1,2,1,0,0,0,0,0,0,0,0
2022-03-06 10:00:00,0,0,0,3,0,0,1,4,6,8,11,12,11,7,5,6,7,7,9,9,11,11,12,10,10,10,11,10,10,15,15,13,15,13,14,15,17,14,19,17,15,9,10,13,11,8,3,9,9,7,10,11,6,2,1,0,2,0,2,0,1,5,4,4,5,5,5,8,10,9,8,9,7,8,3,5,15,16,14,16,18,11,13,18,17,10,14,13,16,15,16,16,17,15,12,7,5,4,2,1,6,4,1,0,1,0,0,0,0,0,0
2022-03-06 11:00:00,0,0,0,2,0,0,0,3,5,1,8,9,4,7,9,10,5,9,10,8,10,11,12,10,8,7,6,6,7,11,10,8,7,5,0,7,8,9,9,14,13,14,12,16,15,0,7,8,9,8,7,6,5,6,2,8,10,13,14,10,9,7,9,0,9,5,11,9,9,12,18,15,19,20,19,0,17,16,12,12,12,12,11,11,12,12,16,18,16,21,16,23,25,23,13,10,9,11,7,7,2,2,0,0,0,0,0,0,0,0,0
2022-03-06 12:00:00,0,0,1,0,2,1,2,3,4,6,8,11,6,7,6,10,9,7,8,9,8,11,6,6,10,12,10,8,13,15,17,18,20,21,20,20,18,19,20,23,22,12,10,9,19,18,15,18,14,17,17,16,13,6,6,0,11,11,16,0,14,11,13,14,15,9,12,12,9,11,14,16,17,17,16,19,20,15,17,15,20,17,17,8,17,15,0,14,0,16,20,21,20,20,19,15,9,10,8,7,0,6,1,0,0,0,0,0,0,0,0
2022-03-06 13:00:00,0,0,0,0,0,0,1,6,5,6,7,8,8,7,7,8,6,8,6,7,7,8,5,7,7,6,9,11,12,14,16,18,14,13,11,13,14,16,15,18,17,17,13,0,10,14,7,13,11,10,7,6,2,5,3,2,6,6,5,0,4,5,6,6,13,8,7,8,8,11,13,12,14,15,0,13,17,16,14,16,14,13,12,11,16,15,15,15,17,15,18,17,19,18,11,10,13,12,13,12,9,6,3,0,0,0,0,0,0,0,0
2022-03-06 14:00:00,0,0,0,0,0,0,1,5,6,8,12,12,6,2,10,9,10,9,10,12,11,11,11,10,11,8,10,13,13,12,17,18,16,17,16,20,17,17,22,20,16,22,0,19,18,19,16,16,16,12,12,11,13,5,4,4,8,11,13,15,13,9,12,13,15,13,11,13,12,11,9,11,10,11,10,10,13,13,12,12,14,0,16,18,20,14,0,18,15,8,17,16,18,16,11,8,6,3,7,8,8,6,1,0,0,0,0,0,0,0,0
2022-03-06 15:00:00,0,0,0,1,0,2,0,7,6,6,2,11,10,5,0,8,7,8,9,11,12,13,0,11,10,15,11,14,13,17,19,20,17,19,18,15,18,12,14,17,16,14,15,12,6,12,10,12,9,11,9,8,0,5,4,4,11,15,15,14,15,11,13,10,17,17,16,20,20,15,14,15,14,16,15,13,15,0,13,14,13,14,17,18,20,18,17,11,16,17,18,23,20,15,12,4,13,11,6,12,7,5,0,0,0,0,0,0,0,0,0
2022-03-06 16:00:00,0,0,0,1,2,0,0,4,5,6,6,9,8,7,8,10,8,9,10,9,8,0,7,6,6,4,7,5,7,8,9,11,15,14,15,14,14,14,10,15,14,14,13,12,10,9,11,12,11,4,10,6,4,4,6,0,11,13,14,12,10,12,14,15,27,25,25,26,24,20,16,16,13,12,15,15,14,13,12,11,11,9,10,12,11,10,11,10,12,11,11,12,13,14,10,8,8,6,4,4,3,0,1,0,1,0,0,0,0,0,0
2022-03-06 17:00:00,0,0,2,0,1,1,0,4,6,8,7,7,8,10,11,16,16,15,15,17,16,11,10,8,10,6,9,9,9,13,11,12,12,10,10,10,11,11,10,14,15,13,12,11,12,10,10,15,13,11,7,3,4,1,0,0,9,6,0,8,8,9,9,8,11,12,10,13,11,14,17,18,18,18,20,21,17,16,16,17,16,14,12,12,14,14,7,12,12,14,12,8,12,14,16,13,14,14,14,11,8,4,3,2,1,0,0,0,0,0,0
2022-03-06 18:00:00,0,0,0,1,0,0,1,4,4,2,4,6,6,6,8,17,16,16,14,15,11,15,13,14,12,12,12,14,13,14,15,12,10,14,13,11,11,9,11,12,11,6,9,6,8,6,4,6,5,4,2,4,2,4,4,0,15,13,10,9,14,15,16,19,18,18,19,20,19,18,12,14,10,13,9,10,12,12,17,17,16,14,12,11,12,12,11,12,12,12,12,13,14,15,17,15,17,15,7,6,2,7,1,0,0,0,0,0,0,0,0
2022-03-06 19:00:00,0,0,1,0,0,0,1,7,6,7,6,6,5,6,7,11,7,5,18,17,15,8,11,7,6,5,8,7,6,8,9,9,12,14,9,12,12,13,16,19,14,0,21,19,15,14,12,14,13,16,17,3,15,9,2,1,7,2,8,7,1,8,9,9,11,15,17,18,8,16,13,10,11,8,7,8,14,14,13,13,11,12,10,12,10,13,8,13,14,15,10,13,14,12,9,8,15,13,10,11,7,5,6,1,0,4,0,0,0,0,0
2022-03-06 20:00:00,0,1,0,0,0,0,0,4,3,4,3,4,3,3,4,4,4,0,0,5,4,6,6,6,7,5,7,6,4,7,7,7,8,10,9,8,9,10,5,8,5,9,0,4,2,3,5,10,9,5,6,3,5,5,6,0,11,12,11,0,5,13,7,3,17,17,16,7,7,15,15,17,16,15,11,10,16,17,15,11,7,5,8,12,14,15,9,8,10,9,15,9,14,13,9,8,10,7,8,4,2,1,0,0,2,0,0,1,0,0,0
2022-03-06 21:00:00,0,0,0,0,0,1,0,3,0,1,2,6,1,2,3,8,7,6,5,5,6,4,2,1,3,2,3,4,7,8,10,11,12,10,13,10,9,8,9,7,8,9,10,10,8,7,5,4,4,0,4,2,3,5,3,4,7,0,0,4,7,4,6,0,9,10,6,7,9,10,12,8,11,11,9,12,15,14,14,15,15,12,11,8,10,8,0,15,13,14,11,12,12,13,12,8,10,9,7,5,0,2,0,0,0,0,0,0,0,0,0
2022-03-06 22:00:00,0,0,1,2,0,2,0,9,8,4,2,5,0,5,5,7,6,4,0,3,3,4,0,3,4,3,4,5,4,3,6,8,7,10,8,6,5,4,5,3,0,2,1,4,1,0,3,4,1,3,2,2,1,7,6,5,7,5,0,0,10,12,6,7,15,5,6,16,15,12,14,10,10,6,10,7,12,8,14,12,11,12,11,7,14,14,13,15,14,12,10,11,10,9,9,11,10,5,6,4,2,0,1,0,0,0,0,0,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,2,0,3,5,7,8,5,6,7,6,7,3,6,0,0,5,0,5,4,3,3,0,4,0,3,2,4,3,0,7,8,3,8,9,13,14,17,21,20,0,21,21,18,17,15,14,5,13,9,10,8,9,6,0,4,4,4,7,4,7,6,5,5,4,2,1,1,3,6,1,5,2,0,1,0,0,0,0,0,0,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,1,0,0,0,2,0,1,3,5,3,8,6,7,5,8,9,12,9,13,12,13,9,10,0,14,14,18,24,27,25,25,23,21,21,24,28,27,28,27,0,27,26,23,18,17,9,9,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,0,0,0,0,0,1,0,1,3,5,0,0,3,4,8,11,12,16,16,19,7,8,12,18,16,14,18,20,22,20,15,15,14,7,7,9,11,12,9,10,5,10,9,7,7,6,7,4,2,6,5,6,7,13,17,20,18,15,18,18,16,16,15,15,16,12,14,13,12,9,8,9,6,8,7,6,7,5,7,7,1,8,6,6,7,0,0,4,0,0,5,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,0,1,1,0,0,0,2,3,4,4,5,7,8,9,10,11,8,10,12,16,17,16,12,15,14,10,10,11,17,17,19,17,17,16,17,19,15,17,18,16,17,11,12,10,7,6,4,6,7,6,4,3,2,3,4,2,3,4,3,0,4,5,4,5,4,4,3,3,2,4,3,6,7,8,9,5,6,7,8,7,9,6,7,0,10,0,8,9,10,11,11,12,11,13,10,8,7,10,9,9,9,9,2,0,0,0,0,0,0,0,0
2022-03-07 07:00:00,0,1,2,0,1,3,7,8,13,8,13,21,22,24,27,32,30,31,31,27,29,33,36,33,38,41,38,30,32,38,36,33,34,36,37,37,40,43,42,35,36,38,36,33,23,21,19,19,16,14,12,7,5,2,3,0,5,8,9,8,10,12,13,9,17,14,13,15,13,15,21,29,28,32,34,33,36,43,50,43,24,13,11,12,15,16,18,20,23,24,25,24,24,28,26,20,15,17,19,19,33,30,2,0,0,1,0,0,0,0,0
2022-03-07 08:00:00,0,0,0,0,0,1,1,16,17,20,21,18,15,15,19,25,25,23,30,27,29,32,33,31,31,30,31,31,32,35,36,29,35,36,35,41,39,38,40,41,38,36,33,27,18,17,16,14,13,12,11,12,10,6,3,0,8,11,18,16,16,25,27,28,34,30,28,21,14,7,7,10,12,16,16,13,11,10,34,33,30,27,35,38,39,38,42,44,43,41,40,42,40,41,36,28,23,16,13,18,20,18,1,0,2,0,1,0,0,0,0
2022-03-07 09:00:00,0,0,0,0,0,1,1,7,6,10,14,13,17,17,16,18,17,16,19,18,19,21,22,21,19,19,20,22,25,27,33,28,31,33,33,36,38,34,29,30,27,26,27,20,12,11,11,9,8,8,7,8,6,3,3,2,8,9,6,8,11,13,15,16,23,24,24,22,14,8,18,13,19,14,15,17,16,15,10,20,22,21,22,22,27,26,25,27,29,26,22,22,24,23,20,16,15,12,8,10,9,6,0,0,0,0,0,0,0,0,0
