Unnamed: 0,1_은평공영차고지,2_덕은교.은평차고지앞,3_수색교,4_수색역앞,5_디지털미디어시티역,6_북가좌동삼거리,7_DMC래미안e-편한세상3단지,8_DMC한양아파트,9_북가좌초교사거리,10_북가좌2동주민센터,11_KT가좌지사,12_동도하이츠아파트,13_대림시장,14_응암3동주민센터,15_서서울농협본점,16_백련산SK뷰아이파크아파트,17_신진과학기술고등학교,18_본서부병원,19_은평세무서,20_은평구청,21_녹번역,22_산골고개,23_홍제역(중).서대문세무서,24_홍제삼거리.인왕산한신휴플러스,25_무악재역,26_안산초등학교,27_독립문역.한성과학고,28_사직단,29_서울경찰청.경복궁역,30_경복궁,31_안국역.종로경찰서.인사동,32_창덕궁.우리소리박물관,33_창덕궁.서울돈화문국악당,34_원남동사거리,35_현대그룹빌딩,36_이화동(이화장),37_충신동,38_동대문,39_종로5가.효제초등학교,40_이화동(이화장),41_창덕궁,42_안국역.종로경찰서.서울공예박물관,43_덕성여중고,44_사직동주민센터,45_사직단.어린이도서관,46_독립문역.서대문형무소역사관,47_독립문역.한성과학고,48_무악재역,49_인왕산.홍제원아파트,50_홍제역(중).서대문세무서,51_산골고개,52_녹번역,53_은평구청,54_은평세무서,55_본서부병원,56_신진과학기술고등학교,57_응암시장,58_응암3동주민센터,59_대림시장,60_동도하이츠아파트,61_KT가좌지사,62_북가좌2동주민센터,63_북가좌초교사거리,64_북가좌초교.DMC현대아파트,65_DMC래미안e-편한세상3단지,66_북가좌동삼거리,67_디지털미디어시티역,68_수색역앞,69_수색교,70_덕은교.은평차고지앞,71_은평권역공영차고지
2022-03-15 11:00:00,0,2,2,4,6,6,7,0,12,11,13,13,12,13,17,17,19,19,20,19,16,17,19,18,18,16,19,18,14,12,10,8,7,6,5,6,5,4,10,16,15,7,0,8,10,11,13,14,12,12,13,11,11,9,9,14,14,14,12,11,7,8,7,7,3,3,2,1,0,0,0
2022-03-15 12:00:00,1,1,2,2,5,6,9,10,13,15,15,12,15,14,14,15,17,16,15,16,15,15,19,19,10,10,18,15,10,12,11,9,0,9,8,5,7,5,7,14,17,19,20,15,25,22,19,15,16,14,13,14,16,17,16,17,16,13,15,15,11,9,7,10,9,7,3,2,1,0,0
2022-03-15 13:00:00,0,1,3,3,5,7,7,6,8,9,9,13,16,16,20,20,20,22,20,19,15,15,11,13,13,12,15,11,7,10,7,8,7,7,7,3,6,5,5,10,11,14,13,18,20,24,25,22,23,21,19,14,14,15,12,11,10,11,13,14,13,9,8,7,6,5,3,2,1,0,0
2022-03-15 14:00:00,1,2,0,0,3,4,5,6,6,7,8,11,16,16,17,15,17,17,15,15,16,17,14,13,12,14,14,8,13,12,22,23,10,21,18,8,6,4,5,7,8,13,10,15,18,17,18,16,17,14,13,13,16,16,17,18,16,13,13,9,10,7,8,7,6,4,3,2,0,0,0
2022-03-15 15:00:00,1,1,2,5,7,10,7,9,9,11,14,13,13,15,16,17,18,21,17,16,14,12,11,10,9,9,10,17,18,15,14,15,14,12,11,10,10,9,9,15,17,22,18,26,29,24,22,22,18,22,22,21,22,21,25,22,16,15,15,13,13,13,7,15,13,11,7,2,0,1,0
2022-03-15 16:00:00,1,1,3,7,10,12,13,10,14,11,11,13,21,23,24,21,21,17,17,15,13,14,13,12,0,12,13,11,15,14,15,16,12,15,15,11,10,6,10,17,19,28,30,38,45,42,41,35,31,26,31,36,34,30,27,29,29,30,26,24,23,17,15,14,14,8,6,4,2,1,0
2022-03-15 17:00:00,3,8,5,9,16,13,12,18,19,13,18,16,18,17,15,16,19,21,23,19,16,17,18,18,19,18,19,16,15,7,8,8,0,10,6,7,6,10,12,25,29,35,34,38,40,37,34,34,31,35,23,33,31,26,21,19,17,16,13,12,13,13,12,9,8,8,7,5,1,4,0
2022-03-15 18:00:00,4,1,5,9,12,14,13,13,18,22,23,22,27,27,30,26,23,21,26,23,16,15,14,14,13,12,12,10,8,11,10,9,7,9,8,8,9,7,15,32,28,31,36,41,42,44,42,39,36,41,47,46,44,38,36,27,27,22,18,17,14,15,13,14,16,13,18,16,12,3,0
2022-03-15 19:00:00,3,3,1,4,11,12,11,10,12,11,15,15,12,11,10,11,13,13,12,10,12,11,10,10,7,11,7,5,6,7,7,8,0,6,4,5,8,6,9,17,22,26,19,28,33,32,29,25,21,28,30,42,41,46,42,41,38,31,24,15,11,10,7,6,6,5,6,6,5,2,0
2022-03-15 20:00:00,0,2,5,2,9,5,6,2,3,7,4,6,7,6,10,10,11,9,8,11,5,8,7,8,7,6,6,6,5,4,5,5,0,5,0,4,4,4,11,13,15,19,17,20,21,21,20,19,17,14,17,20,19,18,15,15,15,13,13,12,11,8,10,9,8,7,3,1,1,0,0
2022-03-15 21:00:00,1,0,3,3,6,11,14,10,8,5,8,4,7,7,6,7,7,9,10,11,7,4,4,5,5,0,3,6,5,4,5,0,2,6,5,5,6,6,8,11,14,18,19,19,21,20,19,16,16,13,15,20,24,23,24,23,20,20,17,17,16,11,12,9,8,5,4,0,3,0,0
2022-03-15 22:00:00,0,1,0,1,5,1,5,3,4,5,6,3,4,6,7,4,6,3,5,5,3,2,5,6,0,2,8,5,7,4,9,5,6,4,3,4,4,2,6,12,20,20,17,23,26,25,24,24,23,23,20,22,20,20,17,14,13,11,11,9,8,7,5,4,0,3,6,4,2,0,0
2022-03-15 23:00:00,1,0,0,0,2,4,0,2,4,2,5,5,7,7,6,6,5,5,4,3,2,1,3,2,0,0,3,1,4,0,1,4,0,1,0,2,1,2,4,6,7,8,3,8,9,12,9,9,5,7,7,17,17,16,16,14,10,5,5,4,5,7,5,4,4,3,2,1,0,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,0,1,0,2,6,0,0,0,5,8,13,15,17,19,15,18,19,23,22,19,19,20,20,21,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,1,2,2,1,2,5,2,2,5,5,5,7,8,9,12,16,17,19,18,20,18,19,21,19,20,3,32,26,21,14,12,8,7,6,2,2,4,10,13,13,14,14,16,15,0,11,10,2,9,9,10,10,11,14,15,16,15,12,11,0,0,13,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,1,2,4,3,3,4,5,7,8,9,9,13,14,15,23,28,32,33,34,33,20,18,17,16,16,16,18,15,13,11,10,11,7,10,7,6,4,4,3,5,2,4,5,5,3,4,0,5,4,3,4,7,8,5,4,9,10,7,4,11,12,6,11,15,13,12,9,4,1,3,0
2022-03-16 07:00:00,6,7,8,10,6,5,7,8,13,13,17,21,27,29,32,36,47,56,60,45,44,29,41,45,46,36,32,29,26,23,21,22,18,13,8,4,3,10,12,20,9,11,6,11,9,6,2,5,5,7,6,7,8,7,8,9,11,11,11,12,11,10,14,18,21,15,6,4,3,0,0
2022-03-16 08:00:00,8,11,12,12,12,13,12,12,16,16,19,24,28,32,35,41,50,58,62,54,33,35,39,48,49,50,49,41,36,24,19,20,19,15,11,8,5,2,3,10,11,8,11,13,15,10,11,11,9,13,14,14,17,16,17,22,22,15,27,24,24,23,25,32,32,25,11,8,5,3,0
2022-03-16 09:00:00,4,2,3,4,8,5,5,6,7,8,10,14,17,20,24,32,34,30,33,49,30,29,33,36,37,38,36,26,22,16,14,9,10,12,10,8,4,2,3,4,5,5,6,6,7,7,9,8,8,8,8,7,10,9,10,12,10,0,11,12,14,9,10,14,16,9,4,2,0,0,0
2022-03-16 10:00:00,1,2,1,5,9,5,6,7,6,5,7,9,11,12,15,15,17,16,25,21,17,18,19,19,20,18,21,18,15,12,11,13,0,11,9,8,5,2,4,5,10,11,12,10,10,7,10,4,3,5,6,7,10,8,9,9,11,9,7,7,7,9,8,9,11,8,3,1,0,0,0
2022-03-16 11:00:00,1,2,3,4,7,9,10,9,9,6,13,15,20,22,22,24,21,23,23,22,18,15,13,15,10,16,18,16,14,14,11,10,9,10,4,6,4,5,8,11,12,12,13,13,13,17,18,17,14,13,12,12,14,12,15,16,13,12,11,12,11,12,11,8,8,8,3,1,0,0,0
2022-03-16 12:00:00,1,2,3,5,5,3,10,6,12,12,13,13,15,14,17,16,13,17,17,18,19,19,18,17,16,15,15,13,14,12,9,9,10,5,6,4,3,5,10,19,18,13,14,14,27,21,12,12,11,11,8,16,16,15,15,14,16,14,13,14,12,9,8,10,9,5,4,3,3,1,0
2022-03-16 13:00:00,1,1,3,4,7,7,6,6,8,10,10,11,17,18,18,17,17,17,18,17,15,17,19,21,22,9,23,17,13,10,9,9,7,6,5,5,5,3,11,25,23,25,23,22,27,30,28,26,22,19,17,19,19,20,20,19,15,15,16,15,12,9,7,6,7,3,3,2,0,1,0
2022-03-16 14:00:00,3,0,1,2,6,10,7,9,7,7,8,11,11,13,14,11,15,18,16,14,9,6,9,10,11,10,8,8,9,9,7,8,3,3,3,4,3,5,8,13,17,18,20,23,23,22,23,24,21,21,20,22,26,24,24,22,18,16,13,10,8,7,3,8,6,6,4,3,2,2,0
2022-03-16 15:00:00,1,3,3,6,9,12,15,15,16,16,14,15,16,20,21,23,19,17,17,15,11,12,14,13,15,8,16,13,15,14,17,11,0,9,13,7,6,11,10,15,15,24,25,36,38,49,44,38,31,25,25,33,31,29,27,22,19,17,16,17,15,12,11,10,8,6,4,2,0,0,0
2022-03-16 16:00:00,4,0,5,7,11,11,10,11,13,16,18,19,23,22,21,19,18,16,14,12,13,13,12,13,10,15,19,13,17,16,14,13,5,7,11,7,6,5,9,15,18,22,26,29,33,36,38,31,25,28,29,28,28,29,30,27,26,20,17,16,14,15,12,12,5,4,4,1,1,0,0
2022-03-16 17:00:00,2,5,4,7,15,19,18,17,15,15,17,17,22,16,19,20,19,22,25,18,13,11,11,9,12,10,18,15,13,12,8,10,2,9,8,4,5,10,16,27,28,33,34,37,39,39,37,34,27,27,29,34,31,28,27,25,22,18,13,9,10,9,8,10,9,8,8,5,3,1,0
2022-03-16 18:00:00,3,1,4,11,17,25,23,19,16,22,24,21,25,24,22,20,19,19,19,16,9,11,13,17,18,17,10,10,11,9,9,16,5,14,9,5,5,8,13,23,25,31,33,38,39,38,42,40,35,37,34,39,37,36,35,29,27,24,24,22,20,15,13,11,12,12,24,24,22,21,0
2022-03-16 19:00:00,3,4,5,5,12,16,16,13,11,9,12,13,16,15,16,14,14,13,7,12,7,7,6,5,0,0,8,5,6,7,6,6,3,6,4,6,6,4,8,21,27,30,34,35,34,38,37,35,31,32,27,32,32,31,32,25,21,20,15,12,9,11,11,6,10,3,6,4,3,1,0
2022-03-16 20:00:00,0,2,2,1,9,9,11,11,4,5,5,6,10,4,6,7,9,11,8,9,8,7,7,6,0,2,6,5,6,5,6,5,0,3,3,2,3,3,5,8,11,20,21,25,29,28,27,25,23,22,18,21,26,23,22,20,19,10,11,9,4,8,8,8,6,4,7,6,3,2,0
2022-03-16 21:00:00,1,1,2,1,6,6,4,3,3,6,5,4,7,9,7,5,6,10,11,7,7,6,6,7,8,7,8,6,8,6,9,4,8,7,6,3,3,3,4,11,15,16,17,22,26,27,27,23,22,21,23,19,19,17,18,16,11,11,9,6,6,5,4,4,3,3,5,4,1,1,0
2022-03-16 22:00:00,1,0,2,2,5,8,3,6,5,6,7,8,8,8,8,9,9,8,10,7,6,3,6,3,5,0,7,5,9,6,3,2,2,2,2,4,3,3,6,11,14,16,18,23,10,20,21,23,22,19,20,20,21,20,18,16,14,11,9,8,7,8,4,6,1,2,5,5,4,3,0
2022-03-16 23:00:00,1,0,1,0,2,4,4,3,0,2,0,3,3,5,5,6,6,5,8,7,7,4,3,4,0,0,2,6,6,7,6,1,0,3,5,3,2,2,5,7,7,12,13,14,10,14,10,10,10,11,8,17,9,13,12,11,12,10,7,6,3,4,3,0,1,2,2,1,0,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,1,0,1,0,2,2,0,2,3,4,6,9,11,15,18,21,23,23,24,24,19,20,22,0,22,22,28,21,17,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,1,0,0,1,3,3,3,4,5,7,5,9,8,10,14,16,18,20,21,22,23,22,21,23,23,12,23,21,20,15,12,9,8,5,4,3,2,7,8,9,11,11,12,6,13,11,12,11,9,8,8,7,6,8,6,7,4,0,0,0,3,4,0,0,0,3,1,0,0,0,0
2022-03-17 06:00:00,1,2,3,2,4,0,2,4,6,6,7,12,13,15,17,19,19,20,20,18,16,16,16,14,17,14,15,13,10,8,7,9,0,8,4,3,3,2,3,4,4,3,0,3,3,2,0,5,3,7,6,11,9,6,9,8,10,5,6,10,6,9,10,9,7,9,7,2,2,2,0
2022-03-17 07:00:00,6,7,6,7,8,7,7,7,10,13,20,19,19,33,35,37,49,53,57,48,47,30,34,39,39,34,32,31,27,20,19,18,8,6,5,2,2,11,16,21,18,10,9,8,9,7,7,2,7,7,7,10,7,5,7,9,12,13,10,11,12,15,19,18,21,18,3,2,1,0,0
2022-03-17 08:00:00,6,10,10,10,9,9,9,10,16,17,21,25,32,35,41,43,51,53,54,49,34,35,40,45,48,45,39,33,32,24,18,20,19,13,9,6,5,2,3,6,7,8,5,10,12,9,10,9,7,11,13,16,15,15,16,19,21,20,19,20,18,22,19,17,16,15,14,5,2,0,0
2022-03-17 09:00:00,2,6,3,9,7,9,5,10,8,9,9,11,17,21,28,32,35,33,37,35,33,31,36,38,30,32,36,30,26,20,17,15,14,13,10,9,5,3,2,4,5,5,5,6,7,8,9,10,8,6,4,9,7,8,9,11,11,9,11,7,9,9,10,15,17,11,4,3,2,1,0
2022-03-17 10:00:00,1,4,5,2,6,5,7,6,7,6,9,11,14,16,19,22,20,18,22,18,17,17,19,25,24,25,24,19,16,12,9,11,9,9,8,7,6,4,8,12,10,11,10,9,8,6,0,4,4,7,8,7,7,8,9,7,8,8,11,8,6,6,7,10,8,6,2,1,1,0,0
2022-03-17 11:00:00,1,2,4,5,8,10,11,9,13,13,11,10,15,16,20,19,18,15,16,21,21,21,26,27,27,28,26,22,21,8,6,8,7,6,4,3,4,4,9,11,10,8,9,12,10,13,15,8,12,8,6,9,11,6,8,8,10,7,9,10,7,5,5,5,4,3,2,1,0,0,0
2022-03-17 12:00:00,0,2,1,4,8,3,8,9,11,10,10,10,15,16,15,14,16,16,17,15,16,16,14,15,15,16,16,15,12,12,13,11,7,11,8,7,5,4,9,11,13,15,12,13,37,30,20,16,15,15,16,17,19,18,17,16,15,17,20,10,15,9,6,8,7,6,4,2,1,0,0
2022-03-17 13:00:00,1,4,5,6,6,8,9,10,9,8,11,12,17,20,17,15,16,14,15,15,12,12,15,13,14,15,21,18,16,13,8,9,9,8,3,6,5,4,5,14,13,18,20,18,11,18,18,13,15,12,15,17,18,22,18,18,16,15,13,11,9,13,10,10,5,9,4,0,2,1,0
2022-03-17 14:00:00,1,2,3,7,8,9,8,9,10,11,14,14,19,22,24,22,18,19,17,15,11,13,9,11,11,10,9,8,9,7,7,5,0,5,3,4,1,5,7,14,15,17,16,17,17,17,18,17,16,16,16,17,19,20,21,19,16,14,13,12,12,10,8,7,7,6,5,1,2,0,0
2022-03-17 15:00:00,2,1,5,8,6,8,8,7,10,9,14,15,12,15,13,15,17,16,15,13,10,8,10,8,11,8,9,10,9,8,18,19,6,18,16,9,6,6,9,18,24,30,32,36,37,30,12,30,26,23,21,23,24,22,20,21,19,14,16,15,12,10,13,11,12,10,7,4,2,0,0
2022-03-17 16:00:00,2,2,4,7,10,10,11,11,12,12,12,12,18,16,14,14,15,16,18,17,12,12,16,15,18,17,11,11,13,14,18,19,19,18,9,10,5,6,5,14,16,24,20,26,31,45,44,38,27,27,30,28,31,30,26,23,21,19,13,14,16,17,16,16,15,8,4,3,0,1,0
2022-03-17 17:00:00,2,4,2,7,11,11,11,12,12,12,15,13,14,15,16,14,17,22,21,21,16,13,9,6,11,9,7,6,9,9,8,8,0,7,6,5,4,6,10,19,19,23,25,26,31,31,33,33,30,26,30,38,27,31,32,27,24,23,16,16,14,9,8,6,7,6,4,7,7,5,0
2022-03-17 18:00:00,4,8,11,20,23,25,25,24,24,24,25,20,21,25,28,26,25,27,29,22,11,8,10,9,4,9,11,13,8,10,5,8,7,7,6,3,6,8,11,30,31,41,42,45,49,48,46,45,40,29,31,48,45,40,39,35,24,20,19,17,14,13,12,10,11,10,13,12,11,10,0
2022-03-17 19:00:00,2,4,7,5,16,18,16,11,12,9,11,8,14,10,10,10,13,13,10,9,6,5,4,5,3,2,2,2,7,7,8,6,0,0,4,5,4,5,7,20,23,22,25,28,30,26,24,25,26,33,38,39,41,36,31,23,23,18,15,12,13,12,10,9,8,5,16,13,9,4,0
2022-03-17 20:00:00,1,0,2,3,8,8,7,6,7,4,5,7,10,9,8,9,7,14,17,15,6,4,6,7,8,7,6,4,4,5,1,4,3,4,3,3,4,3,6,11,11,13,15,18,18,17,18,21,17,15,18,23,23,21,21,19,15,12,13,12,9,10,8,7,0,5,3,2,1,0,0
2022-03-17 21:00:00,1,1,0,2,6,5,6,3,5,3,10,11,11,11,10,9,9,7,8,7,6,4,7,5,6,5,8,6,4,6,2,5,0,6,5,5,5,6,7,8,14,19,20,21,18,21,21,18,14,14,16,14,16,20,18,15,12,10,9,6,5,5,5,6,5,1,4,3,1,0,0
2022-03-17 22:00:00,1,2,0,2,6,4,5,4,5,4,4,6,7,9,9,10,10,9,9,8,6,5,6,5,2,1,5,6,5,3,5,4,2,0,3,2,3,3,4,12,17,16,17,22,27,24,23,22,19,17,19,20,18,17,16,12,9,7,6,5,5,5,6,3,5,3,3,2,2,1,0
2022-03-17 23:00:00,1,0,0,2,5,4,6,1,7,4,6,5,4,5,6,4,5,4,7,5,6,6,5,3,5,0,5,4,7,3,5,4,0,0,0,0,2,0,1,5,7,11,7,13,17,13,11,10,9,9,5,11,6,5,10,7,8,7,5,5,4,3,1,0,0,2,1,0,2,0,0
2022-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 04:00:00,0,1,1,0,3,5,1,0,0,4,6,13,15,8,17,19,17,18,18,20,18,17,20,21,22,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 05:00:00,1,2,0,1,0,4,5,1,4,5,5,7,9,8,12,18,17,18,19,18,16,17,18,20,10,21,22,25,23,18,12,8,7,6,3,2,4,11,4,7,12,13,0,12,0,10,0,3,7,7,0,10,11,15,16,17,19,15,16,0,0,19,0,0,0,0,0,0,0,0,0
2022-03-18 06:00:00,2,3,2,2,3,3,3,5,6,8,10,13,14,18,21,25,33,36,36,20,14,15,14,15,18,18,20,19,18,11,10,9,0,6,4,4,4,2,4,5,5,6,0,5,7,6,5,4,5,7,4,9,8,6,6,8,7,8,7,8,6,9,11,11,17,11,16,5,0,3,0
2022-03-18 07:00:00,5,10,7,8,6,5,6,6,8,12,13,19,24,29,31,41,52,49,50,46,30,33,30,32,32,34,30,26,24,23,12,12,8,8,5,4,2,13,17,22,21,9,10,8,6,5,4,5,7,8,8,11,8,6,8,12,14,14,12,11,9,9,12,19,20,14,4,2,0,1,0
2022-03-18 08:00:00,2,11,12,14,13,14,15,15,15,16,19,24,30,33,41,48,62,59,62,52,38,36,40,51,51,50,50,39,35,26,22,32,29,17,13,9,8,2,4,8,9,12,11,9,7,9,10,9,6,10,14,16,14,15,16,20,22,22,23,23,22,22,22,24,24,22,15,8,4,2,0
2022-03-18 09:00:00,3,8,7,6,11,7,11,8,13,8,16,17,19,21,21,23,25,30,33,31,26,24,29,32,33,34,31,26,27,18,17,16,12,11,9,5,10,2,4,5,6,6,7,8,7,7,8,8,6,7,10,11,12,12,10,11,12,10,10,7,13,12,10,11,12,11,4,1,0,0,0
2022-03-18 10:00:00,0,1,1,3,5,6,5,5,8,9,10,11,13,16,24,26,28,27,25,26,21,23,20,20,21,20,24,21,19,17,16,15,10,14,12,9,7,5,4,6,6,5,7,8,5,7,9,8,6,7,8,10,12,12,14,13,12,13,10,10,8,9,8,7,0,6,3,2,1,0,0
2022-03-18 11:00:00,0,1,1,3,5,10,8,10,11,0,12,10,12,13,14,14,15,14,12,14,15,15,17,18,9,19,16,15,13,11,9,12,11,10,9,7,5,9,8,12,13,12,11,10,11,11,12,7,11,9,9,8,11,14,17,15,14,10,9,8,8,7,7,6,6,5,4,2,2,1,0
2022-03-18 12:00:00,0,1,1,3,7,0,4,3,8,5,10,8,12,13,17,18,20,22,24,25,21,18,19,20,11,19,24,20,16,14,12,11,10,8,7,4,6,3,4,8,7,9,5,11,23,12,12,10,8,11,12,12,11,12,13,12,15,15,11,13,11,10,9,9,6,6,4,2,0,0,0
2022-03-18 13:00:00,0,1,2,5,8,6,7,9,11,8,13,13,16,19,21,20,23,23,26,20,17,12,14,18,2,12,16,18,18,15,13,13,12,8,10,6,6,4,9,12,13,14,13,13,17,18,17,14,10,8,10,13,13,16,19,18,19,17,16,15,12,10,8,11,11,8,6,3,2,1,0
2022-03-18 14:00:00,1,2,3,4,8,9,7,8,10,10,12,16,16,18,17,15,16,15,15,13,10,15,11,12,11,10,13,11,9,8,6,6,6,9,1,5,4,5,12,14,16,23,25,25,25,28,27,30,24,20,19,24,25,19,19,18,18,17,13,12,10,11,9,10,7,5,2,1,1,0,0
2022-03-18 15:00:00,1,2,4,7,15,16,15,16,11,16,17,15,21,23,22,21,20,20,18,14,10,10,10,13,11,14,14,9,12,13,15,16,12,15,14,9,7,6,7,15,18,22,25,26,26,28,25,22,21,19,20,25,28,27,27,26,22,16,20,21,18,16,13,12,10,9,5,1,3,1,0
2022-03-18 16:00:00,1,4,3,9,9,13,14,14,24,23,24,19,17,20,21,21,20,23,22,21,16,14,12,13,11,14,14,11,10,11,13,11,10,8,10,4,3,2,5,9,15,26,28,33,36,41,42,41,32,29,27,24,27,25,27,29,22,15,15,10,15,16,14,12,11,8,6,4,3,1,0
2022-03-18 17:00:00,3,4,9,11,17,20,21,15,22,24,28,25,27,26,24,25,28,29,28,21,17,15,18,19,18,18,18,17,14,14,13,10,6,5,6,6,6,12,16,24,22,26,27,30,37,36,37,27,23,21,25,34,26,27,29,28,30,22,16,15,12,10,11,12,12,9,9,6,6,4,0
2022-03-18 18:00:00,8,13,19,21,26,27,26,26,25,25,20,17,21,26,26,29,31,27,24,20,17,13,9,11,9,12,11,9,10,10,11,10,0,8,8,5,10,12,15,29,25,33,27,41,48,48,49,44,42,33,35,51,50,43,35,33,31,27,25,20,16,14,14,11,9,8,13,9,8,5,0
2022-03-18 19:00:00,1,1,3,5,12,14,13,15,15,15,15,18,19,19,17,10,15,14,12,11,9,11,8,7,2,4,7,7,6,6,6,7,3,8,7,6,8,10,15,19,17,19,22,26,30,32,29,32,25,24,27,38,37,32,28,24,20,18,12,11,8,9,8,10,9,8,9,7,4,5,0
2022-03-18 20:00:00,1,1,2,3,14,16,14,11,10,9,11,10,14,5,13,12,12,10,7,6,6,4,6,8,2,5,7,5,6,3,5,7,0,6,4,3,2,1,7,14,14,16,19,19,22,23,23,21,22,21,26,28,32,31,28,21,17,15,14,10,8,8,9,6,7,6,4,4,3,2,0
2022-03-18 21:00:00,0,2,1,1,4,7,6,7,6,6,8,7,7,5,8,9,10,9,11,9,9,5,4,2,4,2,6,7,8,1,7,6,0,4,0,2,2,4,4,9,9,13,12,22,23,22,23,17,14,13,18,23,19,14,12,13,11,9,7,9,7,7,8,8,6,7,5,4,2,1,0
2022-03-18 22:00:00,1,1,0,2,5,3,3,2,5,4,7,10,11,6,12,0,10,7,9,8,5,4,4,2,5,1,4,5,7,6,8,8,0,7,6,6,5,2,8,16,23,26,27,32,34,30,27,25,22,20,19,19,16,15,14,11,9,6,7,6,5,4,3,0,2,2,1,1,1,0,0
2022-03-18 23:00:00,1,0,0,1,4,5,2,0,5,7,8,11,14,17,13,11,10,6,7,9,3,7,5,1,0,3,4,3,5,2,1,3,0,3,3,0,4,2,5,9,10,14,9,18,17,17,16,13,10,16,9,19,20,15,14,13,12,10,10,8,7,6,5,4,0,3,2,1,0,0,0
