Unnamed: 0,1_문래동시점,2_두산위브진주아파트,3_문래롯데캐슬,4_문래중학교,5_영문초등학교,6_문래힐스테이트아파트,7_문래역,8_당산동진로아파트,9_김안과병원,10_영등포시장,11_영등포시장로터리방면,12_신길역,13_신길역1호선,14_신길새마을금고,15_대방역,16_현대아파트,17_KT동작지사,18_동작구청정문,19_동작구청.노량진초등학교앞,20_장성교회,21_동작문화복지센터.동작보건소,22_상도노빌리티아파트,23_상도시장,24_상도동중앙하이츠빌.상도전통시장,25_숭실대입구역,26_봉현초등학교,27_성현동동아아파트,28_봉원중학교.행운동우성아파트,29_봉천사거리.봉천중앙시장,30_봉천사거리,31_낙성대동,32_낙성대입구,33_인헌중고.서울미술고,34_예술인마을.사당초등학교,35_남서울농협남현동지점,36_방배동래미안타워,37_서울교통공사,38_종로교회앞,39_방배동대우효령아파트앞,40_방배역.백석예술대학교,41_신동아아파트앞,42_서울고등학교,43_서초중학교,44_남부터미널,45_국제전자센터,46_서일초등학교,47_서초그랑자이아파트,48_뱅뱅사거리,49_뱅뱅사거리,50_양재역.양재1동민원분소,51_양재노인종합복지관,52_블랙야크양재사옥,53_양재역.서초문화예술회관,54_뱅뱅사거리,55_뱅뱅사거리,56_서초그랑자이아파트,57_서일초등학교,58_국제전자센터,59_남부터미널.한일시멘트,60_서초중학교,61_서울고등학교,62_방배동신동아아파트,63_지하철2호선방배역,64_대우효령아파트,65_종로교회,66_서울교통공사,67_사당1동관악시장앞,68_예술인마을,69_서울미술고.인헌중고,70_낙성대입구,71_행운동주민센터,72_봉천사거리.봉천중앙시장,73_봉원중학교.행운동우성아파트,74_관악푸르지오아파트,75_봉천고개.관악현대아파트,76_숭실대입구역,77_상도동중앙하이츠빌.상도전통시장,78_상도시장,79_상도노빌리티아파트,80_동작문화복지센터.동작보건소,81_청화병원,82_동작구청.노량진초등학교앞,83_노량진수산시장.CTS기독교TV,84_현대아파트.유한양행,85_대방역,86_신길새마을금고,87_신길역,88_영등포로터리,89_영등포시장입구,90_김안과병원,91_영등포방사선과,92_문래역,93_문래힐스테이트아파트,94_영문초등학교,95_문래중학교,96_현대6차아파트,97_현대3차아파트,98_문래동종점
2022-03-14 11:00:00,2,3,6,8,9,11,5,6,7,8,10,11,10,13,11,13,13,22,21,20,21,21,21,19,15,16,17,17,13,13,14,13,11,11,12,12,13,11,10,11,13,11,12,12,9,12,11,7,6,3,5,6,6,9,13,15,16,14,18,16,15,13,17,16,8,15,14,15,16,17,16,16,10,11,11,10,12,14,11,15,15,11,9,7,7,7,6,4,4,5,7,13,8,7,5,3,1,0
2022-03-14 12:00:00,2,3,10,12,11,8,5,8,7,6,8,7,8,7,12,14,8,13,12,14,11,12,13,9,16,19,18,15,15,14,15,14,18,17,16,15,12,7,9,11,7,14,19,15,12,12,11,7,4,3,3,7,13,19,10,19,17,7,11,14,12,13,10,10,9,11,11,13,15,17,13,16,19,17,15,15,15,14,11,13,12,9,10,10,10,11,10,10,7,9,7,11,9,5,4,2,0,0
2022-03-14 13:00:00,3,4,5,5,9,8,6,7,6,8,12,12,9,11,15,16,8,13,12,12,17,18,15,14,15,17,16,15,14,14,13,11,13,10,9,6,9,10,10,11,14,14,14,10,10,11,13,6,4,4,3,3,7,6,8,7,8,7,16,13,10,10,15,13,10,15,13,18,22,24,19,20,18,19,15,13,14,12,9,12,12,9,12,11,11,9,8,7,7,7,8,13,9,10,6,5,2,0
2022-03-14 14:00:00,3,2,6,12,16,14,9,9,13,14,18,20,19,18,16,18,20,25,15,26,19,17,17,16,14,14,15,12,12,11,13,9,13,12,12,11,8,8,9,14,15,14,19,16,11,9,10,9,5,5,3,7,8,8,13,15,17,16,23,26,27,23,22,18,16,16,14,14,15,16,16,15,18,18,19,18,16,15,17,17,16,15,14,13,14,13,13,11,11,7,4,11,10,6,5,1,0,0
2022-03-14 15:00:00,3,5,7,8,12,12,9,7,8,10,15,17,18,23,22,23,23,25,25,27,24,24,19,19,23,21,19,18,17,21,20,13,15,19,17,8,19,20,20,17,19,18,19,15,16,14,10,9,4,3,4,6,10,16,24,26,25,24,26,22,25,27,31,32,31,32,31,28,35,33,29,24,22,21,16,19,18,17,17,16,19,16,15,14,14,13,19,20,20,19,16,18,14,12,11,8,2,0
2022-03-14 16:00:00,4,4,5,5,13,10,8,8,15,19,21,21,21,19,18,20,22,24,24,26,26,26,21,19,17,17,16,18,19,18,15,13,12,10,9,9,8,8,9,10,11,25,25,24,21,19,14,12,6,3,4,10,11,13,14,14,14,15,19,21,31,30,22,20,18,17,22,23,25,24,25,20,18,15,17,16,18,19,20,19,13,11,11,12,13,12,13,11,9,9,9,22,18,14,7,5,0,0
2022-03-14 17:00:00,6,7,9,12,18,14,9,11,12,14,18,19,21,22,20,20,21,30,26,26,25,28,29,32,39,32,25,20,19,19,17,16,12,13,10,11,12,11,10,11,13,16,19,14,19,20,17,13,7,5,9,15,18,18,22,19,22,24,24,28,29,27,26,24,24,25,22,20,23,24,23,20,17,18,14,20,21,22,14,17,17,17,14,13,13,13,14,14,11,18,8,27,25,19,14,5,3,0
2022-03-14 18:00:00,18,8,27,14,47,45,26,26,30,32,33,37,35,34,32,30,32,42,43,43,39,37,36,32,36,28,26,25,28,30,28,26,22,19,17,16,18,18,17,20,24,24,28,28,19,22,23,19,10,6,14,37,29,34,41,46,47,51,61,60,64,63,55,54,49,41,33,37,28,25,26,33,32,30,26,24,23,22,22,25,26,24,23,23,19,20,20,17,15,17,19,36,31,27,14,7,2,0
2022-03-14 19:00:00,3,6,6,11,16,17,12,14,17,19,22,23,22,21,21,22,21,30,29,29,32,32,28,27,30,25,19,17,17,17,15,13,14,13,13,11,12,12,10,11,12,13,14,8,32,26,24,19,7,4,7,15,19,20,24,13,27,29,38,38,44,39,32,30,30,30,25,22,18,18,18,19,25,24,19,15,16,15,11,13,12,12,16,12,13,13,13,11,9,14,14,39,36,29,16,8,1,0
2022-03-14 20:00:00,5,2,7,2,8,7,6,7,11,12,14,13,11,10,14,13,9,20,21,18,17,16,13,12,18,11,11,9,11,13,14,12,12,6,7,7,8,6,5,8,13,11,14,13,9,13,11,9,5,5,4,8,11,8,10,11,12,12,15,17,20,15,25,24,22,24,19,19,16,17,12,14,13,14,13,15,13,14,8,15,14,13,11,12,10,10,13,12,10,8,7,22,19,16,8,4,1,0
2022-03-14 21:00:00,1,2,2,3,4,5,8,9,8,12,18,20,21,21,20,18,19,23,22,21,19,17,16,15,19,15,12,11,13,16,10,16,14,11,8,7,8,6,7,9,10,10,8,9,9,9,8,7,6,6,5,8,13,14,17,17,17,19,27,30,31,27,28,25,26,28,21,19,16,17,17,23,20,17,8,9,10,9,8,7,8,7,10,6,9,6,7,6,4,8,9,12,11,11,6,3,0,0
2022-03-14 22:00:00,1,0,3,4,5,5,6,7,11,12,16,12,18,19,18,16,18,31,32,29,27,27,29,29,26,20,9,18,18,17,13,9,8,6,6,5,5,5,5,8,9,6,8,8,8,9,7,6,3,2,4,6,7,8,21,12,18,22,26,25,31,30,26,23,22,26,28,26,24,22,23,22,21,20,18,16,17,15,14,4,14,13,14,13,11,8,10,9,9,10,8,21,16,16,7,3,1,0
2022-03-14 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,9,0,8,0,13,15,14,12,11,12,12,14,9,11,6,5,5,3,1,4,1,5,0,7,8,3,7,4,3,6,6,5,2,7,8,10,13,11,11,11,17,16,17,13,20,14,18,19,17,16,15,15,14,11,11,11,10,12,11,9,8,7,5,3,4,3,6,4,3,4,3,4,5,13,11,9,7,3,2,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,1,2,1,4,0,3,3,4,6,4,6,14,10,9,7,12,11,14,13,15,17,13,18,19,23,26,27,33,33,42,35,42,47,51,53,52,51,49,48,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,1,1,4,7,8,9,2,2,4,4,3,4,5,7,6,9,8,7,5,9,11,10,10,11,11,14,17,22,20,25,26,27,30,29,36,36,23,29,33,46,45,29,42,41,39,33,29,18,10,6,4,2,2,2,2,4,3,0,2,1,3,2,1,3,0,2,2,4,4,6,0,2,6,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,1,3,12,17,18,15,5,4,5,4,6,7,3,7,8,7,3,4,2,4,7,5,6,10,12,10,13,14,17,20,19,18,22,24,25,16,24,10,26,25,27,15,22,14,12,11,12,10,7,6,3,3,4,5,7,3,6,4,4,4,3,3,6,6,1,7,6,8,9,10,7,8,5,10,14,10,9,9,8,9,11,9,6,7,5,5,7,1,6,4,3,4,2,1,2,0,0,0
2022-03-15 07:00:00,4,12,29,41,49,43,17,16,17,17,18,19,13,13,14,16,16,15,14,8,16,15,16,17,21,26,29,31,32,33,34,33,32,38,38,33,31,32,33,35,35,31,33,27,29,26,23,22,13,12,5,4,10,18,22,32,29,14,17,17,19,12,9,10,10,11,11,18,18,17,18,12,12,21,27,23,23,24,25,27,29,25,18,19,19,19,21,20,17,12,9,15,12,9,8,0,2,0
2022-03-15 08:00:00,2,10,28,45,50,43,16,15,13,16,18,23,24,23,19,22,21,23,17,20,16,18,21,27,26,29,27,35,31,34,38,33,41,46,53,51,51,49,47,51,55,58,58,47,47,43,41,26,19,21,15,5,10,15,21,27,32,25,35,26,22,18,15,13,12,11,9,19,19,17,21,22,30,36,39,29,31,32,32,36,41,36,33,33,33,38,36,27,27,26,23,30,23,16,10,8,6,0
2022-03-15 09:00:00,1,5,15,22,28,26,9,10,11,12,13,12,11,14,11,11,11,15,14,15,18,21,23,21,18,19,22,22,22,28,28,33,32,30,42,40,44,45,38,51,57,53,40,35,32,26,19,12,9,7,5,4,8,8,10,14,12,10,16,13,10,11,7,7,5,5,14,13,16,15,16,14,15,18,18,26,22,20,18,16,18,16,15,19,19,16,16,16,15,12,10,22,16,7,3,5,4,0
2022-03-15 10:00:00,2,5,8,14,18,17,6,6,6,13,14,6,10,14,13,15,13,18,19,20,25,27,27,24,19,20,21,20,20,16,15,12,15,16,14,15,16,17,16,17,17,15,15,16,16,13,11,12,7,5,2,5,6,7,11,11,10,8,12,11,10,8,8,7,6,9,9,10,11,17,16,16,16,17,16,11,13,11,12,12,13,15,14,4,17,19,18,14,9,7,6,9,7,5,4,1,3,0
2022-03-15 11:00:00,2,4,6,7,9,10,7,9,14,14,13,16,16,15,14,15,15,20,19,20,20,24,22,21,17,15,16,14,15,14,13,11,12,11,13,12,13,14,8,15,14,14,13,14,16,7,6,9,6,6,3,3,7,8,8,11,10,9,8,9,9,11,13,8,8,8,9,10,11,13,12,9,10,11,13,11,11,13,10,12,12,12,11,8,9,9,8,7,5,6,4,6,5,4,3,2,2,0
2022-03-15 12:00:00,1,3,6,7,9,8,10,11,7,7,9,8,3,11,9,11,3,12,16,18,17,20,18,17,16,14,13,18,14,15,12,13,12,11,11,12,10,9,10,11,12,11,13,12,9,10,9,6,4,4,3,6,13,15,11,16,14,15,18,16,12,10,15,13,13,12,13,16,18,17,17,20,21,23,21,18,17,17,14,13,13,11,12,11,11,11,9,8,4,8,9,7,6,4,3,2,0,0
2022-03-15 13:00:00,2,3,4,6,9,10,8,9,9,11,13,13,10,15,13,11,12,16,15,12,14,13,15,18,19,20,19,16,16,15,15,14,17,14,12,10,7,10,10,9,8,13,12,10,11,11,11,7,5,4,6,7,9,13,15,18,17,13,14,15,17,17,21,9,20,19,18,17,16,18,26,20,20,19,20,19,20,19,18,16,20,21,18,20,19,19,18,12,11,10,8,8,4,5,3,1,1,0
2022-03-15 14:00:00,1,2,5,7,9,10,6,6,7,8,13,12,12,11,13,12,10,14,12,15,16,16,16,14,16,19,23,22,21,23,23,22,21,20,14,13,11,6,10,15,18,22,23,18,19,14,14,12,6,4,4,5,9,12,14,15,16,14,20,20,20,21,20,10,19,18,19,19,21,23,22,16,19,20,25,34,17,16,16,13,14,14,15,16,17,17,17,13,9,7,6,10,6,7,5,2,1,0
2022-03-15 15:00:00,1,2,7,12,12,13,8,10,9,9,13,14,15,11,13,16,19,20,20,21,18,19,14,12,14,15,12,13,13,14,14,13,15,12,13,15,15,16,17,18,17,21,35,29,21,16,13,8,7,4,1,6,7,9,12,15,14,18,22,19,24,24,21,21,18,22,21,19,17,20,19,19,15,16,16,15,33,30,29,26,20,18,20,19,19,18,22,20,18,15,10,11,10,9,6,2,4,0
2022-03-15 16:00:00,3,7,8,9,12,13,10,12,18,17,19,13,20,16,16,18,12,26,25,21,19,21,18,19,24,24,25,24,22,21,20,16,15,16,12,15,11,14,13,13,12,25,34,31,27,21,19,12,8,4,6,9,10,20,24,30,32,28,31,32,34,32,27,20,26,27,27,29,27,31,34,40,44,36,27,29,30,29,18,17,20,17,18,19,23,19,17,14,12,13,12,18,13,10,8,6,4,0
2022-03-15 17:00:00,6,7,9,11,23,17,10,17,21,23,29,27,26,28,27,31,35,41,39,32,25,24,26,26,32,31,30,28,21,25,22,20,19,18,15,11,14,19,19,22,21,21,22,17,23,21,17,14,6,6,8,21,18,21,22,22,26,26,34,32,35,35,31,30,26,28,21,21,21,22,21,25,25,23,22,31,30,28,25,23,25,26,21,17,20,20,17,17,16,15,15,23,19,15,9,3,0,0
2022-03-15 18:00:00,10,13,23,24,34,33,17,19,20,23,25,29,26,29,29,30,30,55,54,51,40,44,44,38,45,37,28,24,23,22,17,20,20,18,13,12,14,20,19,20,19,18,26,16,21,24,21,15,7,7,11,30,35,37,38,40,43,43,52,58,56,51,51,50,43,37,33,26,25,27,29,35,35,29,19,21,23,20,25,28,27,27,41,44,40,30,29,25,19,19,21,35,32,27,16,7,2,0
2022-03-15 19:00:00,5,4,11,12,17,18,11,13,17,22,23,24,25,24,24,24,22,31,30,35,32,31,34,31,36,30,27,28,21,23,21,16,14,11,12,10,12,11,14,12,12,13,13,14,17,15,14,16,9,5,7,15,15,14,15,17,21,19,25,27,30,26,22,20,18,20,26,23,22,21,24,25,24,23,24,22,21,16,15,14,13,13,14,12,14,13,12,14,9,10,13,35,31,28,19,6,5,0
2022-03-15 20:00:00,5,4,6,5,8,9,7,10,9,9,14,9,13,9,8,10,11,24,22,20,19,20,19,14,18,15,14,12,11,13,15,12,11,10,10,5,6,5,3,7,10,10,10,10,12,11,10,9,6,4,3,8,8,10,16,19,22,21,22,24,24,23,23,23,20,20,18,17,15,23,20,22,21,18,15,16,10,10,10,10,6,9,10,9,8,7,10,8,7,4,1,12,14,12,6,4,2,0
2022-03-15 21:00:00,2,2,3,2,4,6,6,8,10,9,12,15,13,11,11,11,13,24,22,23,15,15,13,16,18,14,12,14,14,11,10,8,9,6,6,9,9,6,6,9,10,11,9,9,11,12,11,8,5,3,5,9,14,21,26,25,29,30,32,33,24,30,26,18,27,26,23,22,19,21,18,20,21,19,17,14,13,12,10,8,12,7,12,12,11,11,5,7,6,7,4,12,11,8,5,2,0,0
2022-03-15 22:00:00,2,0,1,0,3,6,3,8,10,7,13,8,9,9,9,8,10,23,23,11,26,25,25,25,28,20,19,17,15,17,14,17,12,10,7,6,8,9,4,10,9,9,13,12,12,13,13,10,4,4,4,4,9,12,17,17,17,17,25,32,34,32,32,31,28,27,25,20,18,17,16,18,17,15,13,15,12,11,10,11,12,11,16,14,12,13,18,17,19,17,17,20,19,16,7,3,1,0
2022-03-15 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,8,9,7,9,9,9,9,8,7,6,8,12,11,9,7,5,6,9,7,8,4,6,8,9,8,10,10,7,7,6,4,4,7,4,11,15,19,18,19,11,20,20,20,21,21,22,22,20,17,14,11,14,15,20,20,17,17,12,9,9,7,3,7,4,7,7,2,6,7,6,3,6,7,23,19,16,11,7,3,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,1,2,5,2,3,1,5,6,4,8,9,10,12,6,15,16,16,18,17,21,22,24,24,27,29,33,36,38,46,45,45,48,50,54,50,49,46,44,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,2,3,4,5,7,3,3,5,3,4,5,4,3,9,3,3,2,9,10,11,13,13,14,14,15,14,17,18,21,26,27,28,35,33,41,40,39,32,35,32,31,30,38,35,34,31,22,14,9,6,2,1,3,2,2,3,4,2,1,5,3,2,2,0,0,3,2,4,5,3,6,4,4,5,6,6,7,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,1,5,8,13,14,17,6,6,6,6,5,6,5,6,4,4,0,6,5,3,8,9,9,10,11,15,16,16,15,14,14,15,17,18,18,20,14,21,22,22,24,20,22,21,11,10,9,9,6,3,3,3,3,8,3,7,6,6,7,5,4,2,3,3,1,4,5,6,7,7,8,6,8,12,12,11,7,4,9,10,10,9,8,6,7,10,8,6,4,2,1,6,3,2,1,0,0,0
2022-03-16 07:00:00,2,12,32,48,58,37,13,14,15,15,17,15,11,12,12,13,14,14,13,13,16,21,21,24,21,24,29,31,33,37,37,35,44,47,47,42,39,42,42,44,42,44,42,34,33,33,30,19,15,8,5,5,5,9,11,20,22,20,22,16,11,12,9,8,8,7,8,14,12,12,15,15,17,30,35,24,26,27,27,28,31,29,20,19,16,23,17,14,10,11,9,18,15,10,4,2,1,0
2022-03-16 08:00:00,3,15,31,53,58,51,18,16,14,12,17,19,20,21,20,26,25,35,36,33,28,31,28,24,22,25,30,36,37,40,38,32,35,40,44,40,41,43,42,50,50,46,45,38,43,37,32,30,21,24,15,9,14,18,20,22,23,16,30,29,24,25,20,17,11,10,9,17,15,13,15,21,31,42,39,24,27,28,30,31,33,29,24,28,29,32,31,24,19,17,16,41,30,22,19,14,7,0
2022-03-16 09:00:00,2,7,15,22,25,25,12,14,10,9,10,9,9,10,12,12,13,18,18,18,19,20,22,18,24,24,19,19,21,30,30,33,39,49,49,50,51,50,48,49,51,48,52,42,44,35,26,20,12,10,6,6,9,13,12,13,15,11,15,15,14,9,9,8,6,6,9,11,13,15,20,16,16,17,17,13,12,14,14,17,17,17,19,12,17,16,16,12,11,9,7,25,15,5,3,4,3,0
2022-03-16 10:00:00,2,3,9,11,26,21,7,6,6,6,10,12,4,13,12,9,7,14,15,14,17,19,19,21,16,17,21,20,16,15,14,13,13,17,20,17,16,17,10,14,14,13,13,15,15,14,10,9,4,4,4,5,5,8,10,10,9,10,9,9,10,9,8,5,7,9,9,9,10,13,14,15,18,16,16,15,12,11,17,17,17,16,15,13,15,13,13,10,9,6,3,7,5,3,4,1,0,0
2022-03-16 11:00:00,2,3,5,9,8,5,5,7,12,11,10,7,10,9,9,11,12,14,15,13,17,19,15,14,15,16,16,15,14,16,14,13,12,10,12,11,11,9,9,7,9,10,11,10,11,10,8,6,5,3,3,4,6,7,8,12,11,10,11,11,10,7,9,0,4,6,8,8,11,12,13,11,11,12,11,13,11,13,12,11,12,11,11,12,10,13,12,10,5,7,7,8,8,7,5,3,1,0
2022-03-16 12:00:00,2,4,9,10,13,13,7,4,9,11,12,11,12,11,12,12,7,14,13,12,10,12,11,13,17,17,14,16,14,14,14,12,13,12,11,9,10,9,10,10,8,8,13,10,10,12,11,10,4,2,3,5,10,11,14,18,16,11,10,13,14,13,12,11,7,12,7,8,11,12,14,16,18,21,21,18,17,16,13,13,15,13,9,8,9,12,10,7,6,10,7,9,7,7,4,3,1,0
2022-03-16 13:00:00,1,2,4,9,6,6,7,9,7,8,9,11,8,11,12,14,15,21,20,18,18,20,22,21,25,24,22,16,15,17,15,12,13,12,10,11,12,13,14,14,11,15,14,10,11,8,10,9,5,6,2,4,8,10,11,11,12,11,14,15,16,12,12,12,10,13,16,17,21,19,22,20,16,15,16,17,15,6,18,19,17,12,15,16,12,18,18,12,9,7,6,8,8,7,4,2,1,0
2022-03-16 14:00:00,2,2,7,8,9,12,11,11,9,11,13,14,12,10,11,12,13,14,12,15,16,15,17,18,19,19,18,17,15,15,15,15,16,15,15,11,10,8,11,12,13,13,11,9,11,11,8,9,5,3,2,5,6,8,11,13,15,18,25,22,21,20,21,20,11,22,23,22,20,25,23,19,16,15,17,18,17,15,16,14,15,16,16,14,14,12,13,12,10,9,8,8,8,7,4,3,2,0
2022-03-16 15:00:00,3,4,7,9,11,12,9,7,9,10,11,12,11,11,10,14,15,20,19,18,18,17,17,15,18,15,15,17,18,14,15,16,15,15,12,12,12,14,9,18,17,23,26,24,22,18,14,12,7,7,5,10,15,18,20,21,23,20,26,24,28,26,28,29,28,28,20,20,14,15,17,16,17,13,11,10,10,9,11,10,13,12,13,13,12,12,18,19,10,10,9,11,10,9,7,3,0,0
2022-03-16 16:00:00,3,5,6,12,22,20,11,9,13,18,21,22,17,18,15,16,15,25,24,25,26,26,27,22,23,19,17,21,18,19,17,18,16,16,10,14,13,14,14,15,17,16,17,17,15,14,13,11,5,4,4,9,11,23,28,30,31,32,35,35,33,31,28,30,29,31,26,28,32,39,39,28,25,23,21,20,19,16,17,12,16,15,16,14,15,14,15,10,18,15,7,13,12,11,6,4,2,0
2022-03-16 17:00:00,7,5,12,13,25,21,8,13,15,21,25,24,24,23,21,24,24,37,39,40,35,34,37,37,48,26,25,25,24,23,19,16,14,17,17,17,15,14,15,19,18,19,24,17,16,19,17,13,10,5,6,10,14,17,21,25,26,24,34,36,35,34,28,26,25,26,29,30,28,32,31,23,29,27,21,22,22,23,21,22,22,25,28,24,22,17,21,17,16,16,14,23,19,16,9,6,1,0
2022-03-16 18:00:00,11,8,14,19,32,32,14,16,21,23,26,30,32,30,30,33,36,47,48,43,37,41,39,28,45,41,33,29,23,23,21,17,18,13,8,7,9,12,14,20,26,35,44,25,30,29,23,18,8,7,10,27,22,25,32,34,42,41,48,58,58,53,41,41,39,33,29,28,22,24,27,31,34,35,27,21,21,23,18,23,23,24,25,25,22,19,21,22,17,23,23,40,39,36,19,6,2,0
2022-03-16 19:00:00,3,5,6,11,16,14,9,12,14,14,18,20,18,18,15,16,14,28,26,24,26,26,24,24,33,25,24,22,14,18,15,17,16,13,10,9,9,6,8,16,18,17,13,10,17,14,13,11,5,7,7,9,11,15,23,27,26,26,35,40,41,40,33,33,31,30,22,20,18,22,21,24,23,23,18,12,12,13,12,16,16,7,20,18,23,20,19,15,15,13,6,38,34,25,12,5,1,0
2022-03-16 20:00:00,2,3,3,3,8,8,7,8,12,13,13,15,14,13,12,13,8,17,16,16,18,15,14,14,18,15,12,14,16,17,14,16,12,11,10,9,10,10,8,9,9,10,10,8,10,12,10,9,5,5,3,8,11,14,17,19,20,22,25,26,30,26,30,25,32,31,28,28,28,27,22,18,19,16,15,12,10,11,9,9,11,10,10,9,8,6,7,8,5,6,5,15,14,12,8,4,1,0
2022-03-16 21:00:00,3,1,4,2,5,6,6,7,11,15,17,15,14,15,13,11,12,19,17,19,17,18,20,21,20,18,16,15,14,14,12,9,9,10,11,10,7,5,4,9,8,10,10,11,13,13,12,7,4,2,2,5,9,11,19,18,14,21,26,27,27,27,25,22,23,21,20,18,18,19,17,21,20,14,12,11,13,13,13,12,14,12,9,6,6,5,6,5,4,5,6,18,15,11,6,2,1,0
2022-03-16 22:00:00,5,0,8,1,2,1,5,6,7,9,12,13,14,15,11,13,17,29,29,28,24,24,22,21,23,15,16,13,14,13,12,14,13,11,11,11,6,10,7,9,9,10,10,11,13,12,12,12,10,6,6,7,9,16,16,17,18,20,21,28,28,28,28,28,26,25,25,21,21,26,26,27,24,23,15,14,17,17,13,12,12,8,14,12,10,11,16,15,16,15,12,14,11,12,7,4,0,0
2022-03-16 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,5,2,9,8,10,10,15,14,12,9,10,16,15,14,11,10,9,8,4,8,7,10,5,9,8,10,11,4,2,7,4,3,3,5,9,11,17,18,17,16,24,24,24,22,22,20,19,21,20,18,15,15,11,15,15,13,12,12,10,12,8,7,7,8,8,6,5,4,6,3,4,4,9,18,18,10,9,4,1,0
