Unnamed: 0,1_문래동시점,2_두산위브진주아파트,3_문래롯데캐슬,4_문래중학교,5_영문초등학교,6_문래힐스테이트아파트,7_문래역,8_당산동진로아파트,9_김안과병원,10_영등포시장,11_영등포시장로터리방면,12_신길역,13_신길역1호선,14_신길새마을금고,15_대방역,16_현대아파트,17_KT동작지사,18_동작구청정문,19_동작구청.노량진초등학교앞,20_장성교회,21_동작문화복지센터.동작보건소,22_상도노빌리티아파트,23_상도시장,24_상도동중앙하이츠빌.상도전통시장,25_숭실대입구역,26_봉현초등학교,27_성현동동아아파트,28_봉원중학교.행운동우성아파트,29_봉천사거리.봉천중앙시장,30_봉천사거리,31_낙성대동,32_낙성대입구,33_인헌중고.서울미술고,34_예술인마을.사당초등학교,35_남서울농협남현동지점,36_방배동래미안타워,37_서울교통공사,38_종로교회앞,39_방배동대우효령아파트앞,40_방배역.백석예술대학교,41_신동아아파트앞,42_서울고등학교,43_서초중학교,44_남부터미널,45_국제전자센터,46_서일초등학교,47_서초그랑자이아파트,48_뱅뱅사거리,49_뱅뱅사거리,50_양재역.양재1동민원분소,51_양재노인종합복지관,52_블랙야크양재사옥,53_양재역.서초문화예술회관,54_뱅뱅사거리,55_뱅뱅사거리,56_서초그랑자이아파트,57_서일초등학교,58_국제전자센터,59_남부터미널.한일시멘트,60_서초중학교,61_서울고등학교,62_방배동신동아아파트,63_지하철2호선방배역,64_대우효령아파트,65_종로교회,66_서울교통공사,67_사당1동관악시장앞,68_예술인마을,69_서울미술고.인헌중고,70_낙성대입구,71_행운동주민센터,72_봉천사거리.봉천중앙시장,73_봉원중학교.행운동우성아파트,74_관악푸르지오아파트,75_봉천고개.관악현대아파트,76_숭실대입구역,77_상도동중앙하이츠빌.상도전통시장,78_상도시장,79_상도노빌리티아파트,80_동작문화복지센터.동작보건소,81_청화병원,82_동작구청.노량진초등학교앞,83_노량진수산시장.CTS기독교TV,84_현대아파트.유한양행,85_대방역,86_신길새마을금고,87_신길역,88_영등포로터리,89_영등포시장입구,90_김안과병원,91_영등포방사선과,92_문래역,93_문래힐스테이트아파트,94_영문초등학교,95_문래중학교,96_현대6차아파트,97_현대3차아파트,98_문래동종점
2022-03-05 04:00:00,0,0,2,1,0,0,0,1,3,2,3,5,5,6,5,7,7,5,7,8,11,14,14,15,16,18,21,22,23,27,26,0,28,25,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,1,2,3,4,1,1,2,5,3,7,1,6,8,9,9,6,6,7,6,8,7,7,9,8,10,13,16,14,17,17,11,19,19,21,18,23,20,22,18,20,16,19,15,11,16,12,9,5,2,1,2,2,2,0,2,2,1,3,3,0,2,2,0,0,1,0,2,0,3,4,5,2,6,7,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,1,2,2,3,3,2,3,1,2,1,1,3,4,2,6,3,6,2,4,5,2,7,3,4,5,12,13,14,15,13,15,16,13,15,8,17,12,15,15,7,17,15,14,11,10,9,5,3,2,3,2,3,5,2,3,3,4,5,3,3,3,3,4,0,3,4,5,7,4,4,5,6,9,9,7,9,9,4,7,11,11,6,5,4,5,4,2,3,1,0,1,0,0,0,0,0,0
2022-03-05 07:00:00,1,3,5,10,12,11,6,5,6,5,6,8,5,10,12,10,9,8,5,7,6,7,6,7,10,12,10,12,10,14,16,6,11,14,15,13,8,12,13,8,12,11,10,8,9,7,4,5,3,2,1,2,3,6,6,7,7,6,7,9,8,4,3,1,6,5,5,6,6,5,7,5,10,14,16,14,17,16,14,14,16,14,7,8,5,7,5,5,5,3,0,4,0,2,0,0,1,0
2022-03-05 08:00:00,4,5,10,10,17,12,9,10,8,8,8,8,9,10,9,10,5,10,13,13,11,9,10,11,11,13,9,15,15,18,17,14,19,24,25,25,26,24,21,21,24,23,22,13,12,11,10,9,7,4,3,2,4,6,8,6,9,7,13,8,7,4,6,5,4,6,5,6,10,13,12,11,12,15,16,18,23,24,19,15,12,8,9,8,9,10,9,7,4,4,3,4,2,2,1,1,0,0
2022-03-05 09:00:00,1,4,13,14,16,15,7,7,11,10,11,8,11,10,10,15,9,13,10,14,13,15,15,15,18,17,18,25,24,22,21,14,14,15,15,15,16,15,13,16,21,18,15,12,14,14,13,11,6,4,3,3,5,7,10,11,11,8,14,12,10,7,7,8,4,7,7,10,11,10,12,10,10,13,13,13,16,15,14,16,18,14,15,16,16,16,18,10,6,8,6,7,5,4,2,1,0,0
2022-03-05 10:00:00,1,5,12,18,19,17,9,8,7,8,9,8,7,11,12,14,14,17,17,18,15,21,24,20,22,24,24,25,26,22,17,16,16,18,20,19,18,12,20,25,24,25,24,17,16,16,16,8,5,2,3,5,8,11,6,15,16,14,14,13,13,14,14,14,13,16,19,18,15,14,17,17,14,14,16,13,17,12,11,18,21,19,17,18,17,18,18,13,7,7,4,3,2,2,1,0,0,0
2022-03-05 11:00:00,1,5,14,15,21,19,7,9,9,9,13,11,12,15,15,14,12,12,12,14,16,19,16,20,23,26,28,27,23,30,28,27,26,29,30,30,32,31,29,27,25,23,23,17,15,11,11,7,4,2,2,4,8,12,12,15,12,11,16,17,17,18,20,19,18,18,17,19,22,24,22,22,22,22,29,26,28,29,26,26,23,20,19,15,22,22,22,19,12,13,8,15,11,5,4,1,1,0
2022-03-05 12:00:00,1,6,15,16,21,22,9,7,10,14,19,19,9,8,9,8,8,15,16,16,16,17,17,21,27,26,23,25,23,18,19,18,19,18,21,17,19,13,20,31,20,29,31,20,19,21,17,14,6,5,3,6,10,16,16,17,16,12,15,12,17,16,13,13,13,13,14,15,20,23,22,22,22,24,22,20,23,26,28,28,28,23,23,18,23,18,13,12,10,9,7,12,13,10,8,4,2,0
2022-03-05 13:00:00,1,2,10,13,16,19,11,10,11,11,12,11,18,16,14,15,14,20,20,18,22,22,25,24,28,28,33,32,27,24,21,19,18,16,16,18,10,19,20,8,13,13,13,12,11,14,15,13,10,5,2,4,7,9,10,11,12,11,17,20,18,14,17,17,15,16,23,22,21,22,22,20,19,20,21,18,18,19,18,19,25,22,19,18,20,22,30,24,16,9,5,10,9,7,5,2,1,0
2022-03-05 14:00:00,1,3,6,10,10,10,8,11,12,10,13,14,13,15,13,13,14,14,16,17,20,22,22,23,28,27,26,24,33,27,21,16,17,14,12,12,14,10,12,17,19,16,16,15,16,15,15,14,9,9,6,5,8,9,12,15,14,15,20,19,18,17,18,19,17,16,17,16,16,21,22,24,22,20,20,24,23,23,23,22,28,27,25,26,13,14,13,11,10,6,3,8,8,5,4,1,0,0
2022-03-05 15:00:00,1,2,6,9,9,9,5,7,12,19,20,20,18,18,18,19,18,21,20,18,20,23,21,19,24,22,22,22,19,24,23,15,14,15,16,15,14,17,18,15,12,19,17,16,18,19,21,17,13,5,3,9,11,14,12,17,19,16,18,19,19,16,21,22,19,16,16,14,16,24,24,26,25,25,25,28,17,25,19,21,21,18,19,20,28,29,27,22,12,13,15,15,11,13,6,3,2,0
2022-03-05 16:00:00,2,5,11,11,7,10,5,9,15,21,26,32,20,19,17,17,13,22,23,18,21,24,29,33,38,29,28,22,20,20,18,16,18,16,15,15,8,14,13,12,10,14,17,16,16,17,15,13,10,8,2,4,9,12,13,14,16,18,20,24,24,23,18,17,16,14,14,13,14,18,18,22,22,20,21,20,24,23,22,20,25,20,17,18,17,14,14,14,13,13,15,20,18,16,10,6,3,2
2022-03-05 17:00:00,4,5,10,11,7,9,9,5,15,19,25,29,13,28,27,27,19,37,33,31,29,26,25,25,29,26,25,21,22,20,19,17,17,16,17,15,14,13,12,13,16,19,19,11,14,13,11,9,5,4,3,5,9,11,13,11,12,13,21,21,24,25,24,22,20,22,20,19,16,17,16,20,21,20,19,18,21,21,22,23,23,23,19,18,17,20,21,21,12,10,9,15,14,10,5,1,0,0
2022-03-05 18:00:00,1,4,7,8,6,7,8,9,12,19,28,27,26,27,20,21,18,26,26,23,24,24,22,20,22,21,21,20,16,18,19,17,19,17,12,7,12,11,9,8,9,12,13,12,14,14,12,13,6,6,6,7,11,14,13,15,13,15,16,18,19,15,17,20,18,19,18,14,17,18,19,19,20,22,19,18,16,17,15,13,16,13,11,10,9,9,13,10,7,7,4,14,13,10,5,2,1,0
2022-03-05 19:00:00,1,0,1,1,4,6,6,5,9,10,8,12,15,15,16,18,16,18,21,24,20,24,15,23,21,19,14,18,19,15,15,15,14,12,8,7,6,8,9,10,12,12,17,16,18,12,9,5,4,3,2,3,5,7,16,8,15,16,22,15,17,15,18,20,19,8,17,18,21,23,20,18,18,17,16,15,14,13,12,16,12,12,12,12,8,8,8,9,9,8,9,16,12,14,9,3,1,0
2022-03-05 20:00:00,2,2,3,6,6,4,6,7,9,15,14,15,14,14,10,11,14,16,16,15,15,17,13,15,21,16,13,10,12,11,12,13,10,8,8,0,3,5,4,6,7,8,8,9,8,6,6,5,3,3,4,5,7,8,6,9,8,9,13,12,10,12,12,12,8,6,15,16,17,18,15,20,19,17,12,11,11,9,7,8,7,6,6,5,5,5,5,4,4,4,4,10,9,8,5,2,0,0
2022-03-05 21:00:00,1,2,3,2,3,2,4,5,11,14,18,14,14,8,13,11,6,18,19,20,22,23,21,20,24,19,16,16,14,12,10,9,11,12,9,7,7,4,9,12,11,10,9,13,8,13,12,7,4,4,3,3,6,7,10,8,11,9,17,20,18,17,17,10,11,11,18,16,14,14,13,16,11,14,10,8,9,10,6,5,6,7,8,7,5,5,5,5,3,7,3,21,19,15,8,3,1,0
2022-03-05 22:00:00,1,2,5,0,8,5,4,11,16,22,25,24,25,25,22,24,25,35,34,28,27,26,24,21,19,17,15,13,12,17,14,15,13,7,5,4,7,0,7,9,7,7,8,6,6,5,6,5,3,3,3,4,7,9,14,4,13,4,17,16,19,8,25,24,22,26,24,22,20,17,17,21,19,15,13,11,11,9,9,4,11,10,10,9,9,9,12,14,14,15,14,20,16,12,10,2,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,13,15,14,15,17,13,12,13,11,15,14,11,10,11,11,3,12,12,8,7,3,6,3,4,5,5,4,5,2,2,3,4,7,12,15,16,16,16,20,19,17,20,21,18,17,16,20,14,21,26,12,26,24,20,15,12,9,10,7,6,7,6,7,9,3,8,8,6,5,5,4,18,17,16,10,6,1,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,1,0,3,0,0,0,2,2,2,3,3,3,2,4,0,0,5,3,0,4,7,9,9,4,7,6,7,8,7,6,9,10,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,1,1,3,0,1,2,4,5,4,2,3,3,2,3,4,2,3,1,4,7,3,7,6,2,4,7,9,9,10,6,5,12,7,13,11,0,7,10,9,9,6,8,7,7,0,6,4,3,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,2,3,5,5,4,0,0,6,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,1,1,3,4,4,2,1,2,3,0,0,1,3,0,3,0,0,2,3,5,0,4,4,6,6,6,8,8,8,9,5,10,10,10,8,9,6,4,9,0,3,5,6,4,7,6,3,2,1,1,0,2,3,0,3,5,1,8,6,5,4,4,0,0,0,3,4,3,3,0,2,3,4,5,5,4,2,2,1,3,6,5,1,2,1,2,1,1,0,0,2,0,0,0,0,0,0
2022-03-06 07:00:00,2,3,4,5,5,6,4,3,2,3,4,1,2,5,2,1,7,7,6,4,4,5,6,5,5,8,8,5,8,11,3,3,12,13,5,10,9,10,4,7,5,2,8,7,4,3,4,5,3,1,0,1,2,2,3,1,2,1,1,2,0,0,1,1,0,2,2,3,3,5,6,7,10,2,8,6,7,6,7,8,8,7,6,5,5,3,5,5,4,1,0,3,2,2,1,0,0,0
2022-03-06 08:00:00,1,2,4,5,10,9,6,6,5,4,3,4,5,7,5,7,1,11,12,13,10,8,8,10,9,9,10,14,15,14,13,12,14,12,9,9,11,12,11,11,11,10,11,11,6,10,7,4,2,3,2,2,4,5,4,3,5,5,7,7,3,6,5,0,3,4,3,4,6,5,5,8,9,9,9,10,11,11,9,9,8,7,5,8,8,7,7,4,2,1,0,2,1,0,2,1,0,0
2022-03-06 09:00:00,2,2,5,9,10,6,4,5,5,0,4,4,3,5,0,6,5,5,5,7,10,7,13,12,14,14,18,20,18,18,19,16,14,12,11,12,0,12,7,13,12,12,12,12,12,13,12,9,4,2,2,3,4,6,9,10,10,8,9,8,7,4,6,7,6,5,5,9,7,8,8,7,7,11,11,9,12,13,13,13,15,16,17,18,17,16,15,8,3,2,1,5,2,1,0,0,0,0
2022-03-06 10:00:00,1,7,12,14,12,15,7,8,9,6,8,5,7,7,6,9,5,10,12,11,12,11,10,12,12,12,13,17,13,13,12,15,15,18,14,14,10,13,12,12,11,11,15,11,11,8,7,5,3,2,3,3,4,4,5,7,9,8,13,13,13,11,14,14,13,3,9,11,10,13,15,12,10,11,13,11,11,9,9,10,13,12,15,17,16,14,13,7,3,4,0,3,2,1,0,0,0,0
2022-03-06 11:00:00,1,4,4,9,6,8,5,5,6,8,6,8,6,8,7,6,4,14,12,11,13,12,12,15,16,22,17,31,25,22,17,15,12,13,11,11,8,13,12,13,14,13,13,11,7,2,10,7,4,3,2,1,4,5,6,7,6,6,10,7,8,6,7,8,0,9,11,10,14,15,13,12,12,13,13,15,17,18,21,22,22,23,16,0,15,13,15,12,9,7,5,4,3,3,2,0,0,0
2022-03-06 12:00:00,2,5,10,12,15,14,4,6,7,4,12,0,0,13,11,12,11,12,12,11,15,17,15,17,13,14,15,16,16,20,15,17,16,13,14,14,13,14,16,16,12,15,17,12,7,13,12,8,4,5,4,3,6,8,9,11,8,8,14,12,11,11,11,14,13,14,19,21,20,22,20,17,19,22,19,17,22,30,28,28,28,27,14,15,13,12,11,10,6,6,5,10,7,6,4,1,0,0
2022-03-06 13:00:00,2,3,5,6,6,6,4,5,7,8,12,12,9,11,10,8,9,15,15,10,14,15,13,14,16,18,18,20,21,18,15,14,16,18,22,17,12,16,18,15,20,18,18,16,10,14,13,11,8,4,4,4,6,7,7,8,6,7,8,13,16,17,16,15,13,12,12,12,16,18,18,23,26,23,25,20,23,23,19,21,19,16,13,10,15,15,10,10,6,6,7,8,6,5,4,1,0,0
2022-03-06 14:00:00,1,3,6,5,8,7,6,7,7,10,15,6,16,9,15,5,6,20,17,14,11,14,9,11,18,18,17,16,15,15,13,19,18,15,16,17,18,18,15,15,12,14,19,13,14,13,12,10,9,4,3,4,11,12,13,15,17,14,16,17,17,18,14,13,12,9,14,10,13,14,10,20,19,18,20,18,17,16,21,20,23,17,21,21,21,20,18,13,8,7,6,8,7,6,4,1,0,0
2022-03-06 15:00:00,0,2,6,7,12,13,8,6,7,8,9,14,14,12,10,12,12,13,14,16,14,13,14,13,23,19,16,13,16,15,13,18,18,16,17,16,14,15,16,16,6,14,8,12,13,15,15,11,4,4,3,5,8,8,10,11,11,10,9,11,12,8,9,0,7,8,13,12,17,15,16,18,17,14,14,13,12,11,12,16,15,14,13,11,14,11,13,14,13,9,9,13,13,12,9,3,1,0
2022-03-06 16:00:00,2,3,6,7,8,9,10,8,12,18,20,17,20,17,18,19,14,20,18,17,16,16,17,9,14,12,12,13,16,17,17,17,14,11,12,12,12,14,15,14,0,17,14,13,13,12,9,9,9,6,5,7,10,12,11,13,13,3,15,20,19,13,15,13,15,17,21,18,23,22,22,17,19,17,16,13,15,16,15,15,14,14,14,16,18,16,14,12,12,13,11,14,12,10,6,4,2,1
2022-03-06 17:00:00,1,1,4,4,5,6,6,7,9,11,17,18,17,16,0,17,0,22,21,20,21,23,23,22,28,15,16,13,12,17,14,13,16,12,15,11,11,7,6,10,8,10,7,5,5,9,1,8,3,4,4,7,13,15,19,21,23,17,22,24,22,21,22,21,20,19,20,19,20,28,23,21,19,16,17,11,15,18,18,17,13,11,10,8,9,11,9,8,6,7,6,9,15,13,12,9,7,0
2022-03-06 18:00:00,0,2,2,3,10,11,4,6,10,16,28,13,29,30,26,22,21,23,21,22,20,23,20,19,18,26,23,14,11,14,10,10,10,9,14,15,10,14,13,14,9,15,15,14,7,15,11,9,6,6,2,5,11,12,12,13,13,13,16,17,17,17,20,20,19,19,17,16,20,22,22,28,28,25,23,18,15,15,12,15,16,14,9,9,12,14,15,12,13,13,11,18,15,14,12,6,4,0
2022-03-06 19:00:00,2,0,2,2,5,5,4,2,5,9,12,11,13,15,18,17,20,21,21,19,19,20,21,21,24,24,25,27,26,26,23,19,14,12,13,11,10,11,10,12,11,14,13,12,11,12,9,8,6,2,4,4,4,12,12,12,13,14,19,18,14,13,21,22,21,22,22,16,13,16,17,17,14,15,12,13,12,11,9,7,5,7,7,5,5,6,7,5,4,6,4,9,8,6,7,4,0,0
2022-03-06 20:00:00,0,1,3,1,5,4,6,6,6,10,12,13,14,12,11,8,9,22,24,18,20,18,18,18,24,18,16,15,14,13,14,11,11,12,9,8,9,10,4,12,7,12,14,11,12,9,7,6,4,4,4,4,7,7,9,7,10,4,11,12,11,12,12,11,10,0,14,12,9,10,12,14,15,10,15,13,10,7,5,6,9,8,5,4,3,4,3,3,2,2,2,12,9,7,3,2,0,0
2022-03-06 21:00:00,1,1,1,2,2,3,4,6,8,14,18,6,17,17,9,13,14,21,20,16,15,12,14,13,17,11,9,10,11,12,12,14,8,6,6,6,5,0,6,8,10,8,7,7,7,6,6,3,6,4,2,2,5,7,11,10,9,12,20,20,21,22,18,14,14,14,17,18,15,12,10,13,13,12,9,10,8,9,7,5,9,5,10,8,7,8,8,6,5,6,6,11,5,9,6,5,0,0
2022-03-06 22:00:00,1,2,3,0,1,4,2,4,7,8,9,10,8,7,7,7,3,10,8,6,8,7,8,6,8,9,7,8,8,10,9,10,7,5,7,5,4,0,5,8,6,7,6,8,7,5,6,5,2,1,1,2,5,6,9,7,10,11,15,16,19,21,22,18,13,20,19,19,18,18,18,21,20,22,22,16,18,16,15,14,8,15,14,12,11,10,11,9,9,7,6,14,11,8,3,2,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,8,6,4,1,2,3,3,2,7,6,6,5,4,0,3,0,0,4,1,3,0,5,5,4,2,0,3,2,2,6,9,11,15,16,18,17,22,10,23,12,24,23,8,22,21,20,19,24,23,18,17,16,9,8,5,9,5,4,3,2,4,4,3,4,3,6,2,3,0,7,5,5,4,1,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,1,1,2,0,3,2,3,4,4,6,8,3,8,9,13,13,14,16,16,19,17,19,18,20,22,24,27,27,36,38,38,40,43,51,49,46,0,44,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,1,2,5,6,7,5,4,5,3,2,4,3,3,5,3,7,2,7,1,8,11,10,14,13,15,17,19,19,22,25,25,27,28,27,30,25,27,36,35,40,38,36,35,30,29,25,23,16,8,5,3,3,3,3,3,4,2,1,2,2,2,0,1,1,0,2,3,4,3,3,3,0,2,4,5,4,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,3,4,13,15,20,15,4,4,5,3,2,6,5,6,5,4,4,6,6,7,8,9,11,14,16,19,22,24,23,26,26,24,25,24,25,26,24,25,24,26,24,26,25,20,18,16,10,12,6,4,1,3,4,3,5,8,4,5,4,4,4,2,4,5,0,2,5,6,6,7,5,6,11,13,15,14,11,13,13,13,16,13,11,13,4,11,9,8,3,3,4,5,2,2,0,0,0,0
2022-03-07 07:00:00,2,13,35,44,52,52,20,20,21,20,19,16,9,14,13,15,10,12,11,9,11,13,15,16,19,22,25,38,41,44,43,41,36,38,40,34,34,33,32,32,35,34,34,30,29,25,21,17,13,13,6,7,9,13,13,23,23,13,14,15,12,13,12,11,10,9,9,17,13,13,16,16,19,29,32,29,36,40,30,36,42,40,28,25,22,22,22,12,10,12,13,17,11,12,10,7,6,0
2022-03-07 08:00:00,2,11,29,44,58,54,14,18,14,16,18,21,23,22,22,27,29,28,27,26,25,28,28,27,31,35,32,30,32,33,34,32,36,44,49,46,46,44,45,51,53,51,43,37,40,36,28,21,15,19,12,9,12,15,21,31,36,21,29,22,18,18,13,12,11,9,11,14,16,21,20,22,27,35,42,28,31,33,41,39,45,39,38,35,37,39,35,31,30,23,24,47,31,16,10,9,7,0
2022-03-07 09:00:00,0,5,18,25,29,25,9,11,10,6,9,9,7,13,12,14,14,14,15,16,17,23,25,23,25,24,28,33,30,26,25,25,31,33,37,36,37,36,35,50,54,53,43,36,36,30,26,16,12,7,5,7,16,20,21,22,23,20,19,17,14,15,16,15,14,15,14,16,16,16,17,15,16,19,21,17,19,20,19,19,17,16,17,17,16,18,19,17,14,12,10,17,14,8,2,6,4,0
2022-03-07 10:00:00,1,3,9,13,13,14,9,8,10,11,12,14,13,13,13,9,8,12,11,13,15,17,17,17,16,18,19,21,22,22,18,13,14,13,14,20,18,19,16,31,31,30,25,19,16,13,11,10,7,5,3,5,12,10,13,12,12,6,9,8,7,7,7,9,7,9,10,9,11,12,16,12,12,12,15,14,15,16,15,16,19,17,16,15,14,13,15,11,8,7,5,8,6,3,2,1,0,0
2022-03-07 11:00:00,3,3,5,10,13,11,8,5,7,9,13,17,20,19,20,21,24,35,35,35,34,33,25,20,20,18,18,19,22,22,18,14,13,11,12,10,12,11,10,11,10,11,14,7,7,4,8,5,6,4,3,4,5,10,12,13,12,13,14,15,17,15,13,8,7,14,14,13,15,20,20,15,14,16,19,16,14,13,11,11,13,12,10,7,8,7,7,9,7,6,6,10,8,5,3,2,1,0
2022-03-07 12:00:00,2,5,9,13,10,13,8,7,8,9,11,11,14,16,15,18,10,12,13,14,13,17,14,11,13,11,11,12,14,16,11,16,13,15,13,14,9,15,9,20,12,14,10,9,8,8,8,5,5,5,6,5,8,10,8,11,10,9,10,11,10,7,10,6,12,12,14,15,16,17,20,21,21,16,15,13,13,11,14,13,15,13,14,10,14,8,13,11,10,10,5,7,7,6,5,3,2,0
2022-03-07 13:00:00,2,4,5,6,13,14,12,12,15,17,16,17,15,15,14,14,20,20,21,22,22,22,23,21,22,19,16,16,17,18,18,15,15,15,13,12,10,11,10,12,14,18,18,18,19,18,17,10,6,5,3,3,6,7,10,8,15,13,18,20,21,18,24,26,12,23,18,21,20,20,22,17,16,21,21,16,16,15,14,14,14,11,13,15,15,13,15,11,9,7,6,16,12,9,7,4,2,0
2022-03-07 14:00:00,3,4,6,9,10,9,8,9,12,15,14,15,15,15,15,15,15,22,22,22,22,23,20,21,19,19,20,18,18,19,18,16,18,17,16,16,13,11,14,14,12,10,9,8,7,10,9,7,5,4,5,7,11,7,19,24,24,21,24,19,20,19,19,12,11,14,14,15,24,24,21,19,19,17,18,19,13,15,16,14,16,13,13,14,13,14,12,11,8,9,9,9,7,3,4,2,1,0
2022-03-07 15:00:00,4,6,9,10,12,9,9,9,10,14,17,18,18,18,17,18,20,32,31,30,24,24,22,19,21,19,18,18,15,14,11,14,12,12,15,14,13,14,12,11,11,13,14,17,19,15,14,13,7,5,4,9,14,17,21,19,18,19,21,28,32,33,32,31,31,30,26,23,24,24,24,23,23,22,18,25,26,25,22,22,25,24,20,19,16,15,34,33,30,30,27,19,16,13,10,5,2,0
2022-03-07 16:00:00,2,5,6,7,8,8,6,10,13,17,21,20,18,21,22,20,21,24,22,20,20,24,23,20,29,24,22,20,17,18,16,17,16,17,14,15,16,15,15,18,15,26,24,22,17,14,13,9,6,7,6,7,7,9,12,13,15,19,25,29,31,29,24,22,22,22,21,20,23,24,23,24,25,26,25,22,23,22,19,18,19,19,18,16,15,20,23,20,16,15,16,15,12,10,6,4,1,0
