Unnamed: 0,1_성북생태체험관,2_정릉초교,3_정릉동풍림상가앞,4_정릉동풍림아파트.청소년문화의집,5_솔샘사거리,6_삼덕단지.성북구립최만린미술관,7_정릉3동주민센터앞,8_봉국사,9_정릉2동주민센터,10_숭덕초교,11_정릉길음시장,12_길음시장,13_길음역,14_길음뉴타운10단지.라온유아파트,15_숭덕초교,16_정릉2동주민센터,17_봉국사,18_정릉3동주민센터앞,19_삼덕단지.성북구립최만린미술관,20_솔샘사거리,21_정릉대림아파트.청소년문화의집,22_정릉동풍림상가앞,23_풍림아파트삼거리,24_정릉초교,25_성북생태체험관
2022-04-10 12:00:00,1,3,4,6,0,5,7,5,5,7,9,3,12,7,6,7,9,8,10,9,7,7,6,5,0
2022-04-10 13:00:00,1,4,5,7,4,6,9,5,6,6,6,2,7,7,13,13,6,10,8,15,13,8,7,3,0
2022-04-10 14:00:00,1,3,4,2,3,5,5,4,5,3,0,2,8,9,5,6,4,3,6,6,5,4,2,0,0
2022-04-10 15:00:00,2,4,4,5,4,6,7,5,5,4,5,1,4,5,4,7,5,4,5,4,1,3,1,0,0
2022-04-10 16:00:00,1,1,6,3,4,3,8,3,7,4,5,4,5,7,10,9,8,9,9,8,4,2,3,2,0
2022-04-10 17:00:00,2,4,6,7,6,4,5,0,5,4,4,5,10,9,8,10,9,6,7,10,6,7,9,3,0
2022-04-10 18:00:00,0,2,4,6,5,5,3,4,0,3,1,1,4,5,0,6,4,6,6,6,3,3,2,0,0
2022-04-10 19:00:00,0,1,2,4,0,5,5,0,3,6,4,4,5,4,4,5,0,3,5,5,4,2,1,0,0
2022-04-10 20:00:00,0,1,1,0,1,5,4,0,3,3,0,2,8,5,0,6,6,11,10,9,3,2,1,0,0
2022-04-10 21:00:00,0,1,0,0,2,0,3,0,1,0,1,4,7,0,0,7,5,6,5,6,0,2,0,0,0
2022-04-10 22:00:00,0,0,0,1,3,1,2,2,3,0,2,2,7,0,3,0,0,6,4,5,2,3,2,1,0
2022-04-10 23:00:00,0,1,0,1,0,0,1,0,0,0,0,1,6,5,7,4,0,5,4,3,2,2,0,0,0
2022-04-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 05:00:00,0,1,2,0,0,2,3,0,2,3,1,3,5,4,5,6,2,5,4,3,0,2,0,0,0
2022-04-11 06:00:00,1,8,12,14,5,6,10,0,2,3,4,9,2,1,0,2,0,2,0,0,0,0,0,0,0
2022-04-11 07:00:00,4,18,48,50,28,15,14,13,15,15,12,2,3,2,4,5,4,3,5,3,2,0,1,0,0
2022-04-11 08:00:00,2,8,19,23,48,16,8,7,11,11,15,2,5,5,5,0,4,9,12,9,21,23,16,3,0
2022-04-11 09:00:00,2,6,7,6,2,4,6,0,5,7,6,2,4,5,7,3,0,2,9,8,5,4,0,0,0
2022-04-11 10:00:00,0,8,14,15,9,8,11,0,7,7,6,3,3,6,0,9,0,8,2,7,0,0,0,2,0
2022-04-11 11:00:00,1,3,4,2,2,7,11,0,5,9,8,5,10,10,9,5,0,7,7,7,5,5,3,1,0
2022-04-11 12:00:00,0,3,4,4,3,4,5,0,6,4,2,1,9,6,5,4,4,6,7,5,4,3,0,1,0
2022-04-11 13:00:00,0,5,6,7,3,6,7,0,6,4,3,0,5,8,9,11,0,9,8,7,7,5,5,4,0
2022-04-11 14:00:00,0,2,4,3,5,7,6,4,5,4,3,6,6,5,5,8,0,5,3,2,3,4,1,0,0
2022-04-11 15:00:00,0,3,2,6,5,6,12,11,8,7,3,3,6,7,6,10,19,46,46,44,38,29,19,6,0
2022-04-11 16:00:00,2,3,4,4,3,6,13,7,13,7,6,4,5,10,11,14,11,16,18,17,14,10,4,2,0
2022-04-11 17:00:00,0,3,5,7,5,6,7,0,8,9,7,6,18,19,18,18,17,12,10,14,7,5,3,2,0
2022-04-11 18:00:00,3,0,3,6,7,6,7,7,8,8,7,8,19,20,19,14,13,14,9,9,10,7,6,0,0
2022-04-11 19:00:00,0,1,2,3,2,3,4,0,3,2,1,4,17,16,13,14,13,17,11,14,6,11,9,2,0
2022-04-11 20:00:00,0,0,0,1,1,2,4,0,2,0,1,4,10,8,7,10,9,7,8,9,8,5,3,1,0
2022-04-11 21:00:00,0,0,0,1,2,1,2,0,3,4,3,3,7,4,8,10,3,7,6,12,11,8,8,3,0
2022-04-11 22:00:00,0,1,0,0,2,3,1,2,3,0,2,2,8,4,10,7,0,8,6,7,6,3,2,0,0
2022-04-11 23:00:00,0,0,1,1,0,0,0,0,0,0,0,1,7,8,10,8,9,6,4,5,4,3,2,1,0
2022-04-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 05:00:00,0,1,2,3,2,3,4,0,2,2,2,3,3,2,3,3,0,2,1,0,1,0,0,0,0
2022-04-12 06:00:00,0,4,5,9,4,5,7,0,6,6,7,0,1,2,0,3,0,2,1,2,0,1,0,0,0
2022-04-12 07:00:00,3,17,42,49,46,36,9,8,11,10,10,2,4,2,3,6,5,6,5,2,1,0,0,0,0
2022-04-12 08:00:00,1,10,27,32,21,21,13,13,15,14,17,2,2,2,4,0,1,6,15,9,19,20,15,3,0
2022-04-12 09:00:00,0,2,7,9,3,5,9,8,7,6,7,3,5,0,3,6,6,3,3,2,1,2,0,1,0
2022-04-12 10:00:00,1,3,7,9,6,10,12,10,10,8,8,3,6,7,5,0,0,6,5,4,2,2,1,2,0
2022-04-12 11:00:00,1,3,2,0,2,1,4,3,3,0,5,2,4,4,5,6,5,2,4,2,2,1,0,0,0
2022-04-12 12:00:00,1,5,7,8,2,4,5,0,0,3,3,1,2,6,5,5,0,4,3,3,2,1,0,0,0
2022-04-12 13:00:00,0,2,3,3,3,3,4,4,2,0,3,2,6,9,11,15,0,14,14,14,9,7,6,0,1
2022-04-12 14:00:00,0,1,2,2,1,3,6,0,4,4,3,4,4,3,0,5,8,48,51,48,34,23,14,2,0
2022-04-12 15:00:00,6,8,5,6,8,9,6,8,6,6,4,3,6,7,6,9,7,6,10,13,6,4,13,1,0
2022-04-12 16:00:00,2,3,6,5,6,8,13,9,11,11,6,6,6,8,6,11,0,24,25,22,16,13,7,3,0
2022-04-12 17:00:00,2,1,5,6,5,7,8,0,3,4,5,7,16,17,18,19,18,18,16,18,15,7,7,2,1
2022-04-12 18:00:00,0,5,7,6,2,3,10,9,9,7,7,7,21,20,18,19,16,13,10,20,16,10,9,2,0
2022-04-12 19:00:00,0,0,0,2,0,1,2,0,3,1,2,5,13,11,11,13,12,11,9,11,10,7,6,1,0
2022-04-12 20:00:00,0,2,1,4,5,4,3,0,1,4,0,6,9,7,8,9,8,9,6,7,6,4,3,0,0
2022-04-12 21:00:00,0,0,0,0,0,2,1,0,0,0,0,2,10,8,9,10,7,11,10,5,9,7,5,0,0
2022-04-12 22:00:00,0,0,0,0,1,0,2,1,0,1,2,3,9,8,9,14,0,13,5,6,3,2,2,0,0
2022-04-12 23:00:00,0,0,0,0,3,1,0,0,2,0,2,2,9,8,9,8,0,5,3,2,0,4,0,0,0
2022-04-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 05:00:00,0,2,1,0,1,3,3,0,0,1,1,3,3,4,0,5,0,3,0,0,0,2,0,0,0
2022-04-13 06:00:00,1,4,4,6,3,4,5,0,2,3,4,1,2,0,1,2,0,1,2,1,0,0,0,0,0
2022-04-13 07:00:00,2,19,44,45,30,14,10,9,14,13,16,3,2,2,2,0,0,4,7,2,1,0,0,0,0
2022-04-13 08:00:00,1,12,24,28,43,15,12,12,16,16,17,2,5,5,5,4,3,6,9,8,22,20,18,1,0
2022-04-13 09:00:00,0,3,8,11,6,7,9,8,8,6,5,2,5,0,3,4,0,2,6,5,1,0,1,0,0
2022-04-13 10:00:00,0,2,5,4,6,3,7,0,4,4,5,1,3,3,0,2,0,6,7,6,4,0,1,0,0
2022-04-13 11:00:00,0,2,6,7,3,5,6,7,0,5,3,3,4,6,5,6,8,7,9,9,5,1,3,1,0
2022-04-13 12:00:00,0,4,6,8,4,6,8,7,7,6,5,3,8,6,5,4,0,4,5,3,3,1,0,0,0
2022-04-13 13:00:00,2,5,8,9,5,8,4,0,5,3,4,1,8,8,5,9,0,9,8,2,4,2,0,2,0
2022-04-13 14:00:00,2,2,3,3,8,6,5,5,6,4,4,4,7,9,11,12,0,7,8,6,5,3,4,1,0
2022-04-13 15:00:00,0,4,2,0,3,6,11,9,7,5,4,4,9,1,10,10,11,52,54,51,41,33,19,4,0
2022-04-13 16:00:00,0,4,8,9,10,9,11,10,9,7,6,3,11,10,11,9,10,40,47,41,33,24,14,2,0
2022-04-13 17:00:00,0,1,7,8,5,4,7,0,2,1,8,6,11,13,10,15,0,13,13,14,10,6,5,1,0
2022-04-13 18:00:00,0,2,1,5,5,7,10,10,9,7,6,4,19,18,18,20,10,16,14,19,15,7,2,0,0
2022-04-13 19:00:00,0,0,1,2,3,4,8,0,6,5,4,6,16,15,16,17,16,11,10,16,13,7,5,1,0
2022-04-13 20:00:00,0,0,1,4,5,4,9,0,1,4,0,4,10,7,13,10,8,9,6,9,8,7,6,0,0
2022-04-13 21:00:00,0,1,2,3,1,0,4,0,0,0,3,3,7,4,4,6,8,6,3,4,3,1,2,0,0
2022-04-13 22:00:00,0,0,0,1,2,1,3,0,0,0,0,4,8,8,10,12,0,5,4,6,4,2,1,0,0
2022-04-13 23:00:00,0,1,2,4,5,4,4,0,3,2,0,3,7,5,7,6,5,7,4,2,1,0,0,0,0
2022-04-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 05:00:00,0,1,2,1,0,3,4,1,0,2,1,4,5,0,0,4,0,3,2,0,2,1,0,0,0
2022-04-14 06:00:00,1,4,5,8,4,4,4,4,0,5,4,1,2,1,1,2,0,2,2,1,0,0,0,0,0
2022-04-14 07:00:00,3,19,32,40,39,12,7,3,8,9,12,3,4,0,5,4,3,4,6,1,0,0,0,0,0
2022-04-14 08:00:00,1,12,27,28,23,15,12,12,13,10,12,3,4,2,4,5,0,10,12,8,31,32,21,4,0
2022-04-14 09:00:00,0,2,6,9,5,6,10,0,11,10,8,2,2,0,0,1,0,3,5,4,3,0,1,0,0
2022-04-14 10:00:00,1,3,8,9,3,6,8,7,8,5,5,3,9,0,0,10,0,8,9,8,0,9,8,1,0
2022-04-14 11:00:00,1,5,6,8,4,6,10,7,6,5,3,2,4,4,5,2,0,5,8,7,5,4,0,2,0
2022-04-14 12:00:00,2,5,6,8,5,6,8,0,6,5,5,2,4,4,4,7,0,4,3,3,0,1,0,1,0
2022-04-14 13:00:00,1,3,4,6,3,5,6,0,5,4,4,3,7,8,9,10,0,5,5,9,8,1,2,6,0
2022-04-14 14:00:00,0,4,8,9,6,11,10,0,6,3,2,1,7,6,8,9,4,56,54,48,34,27,17,1,0
2022-04-14 15:00:00,1,4,6,4,6,3,6,4,5,2,4,3,4,3,4,6,23,52,54,47,37,34,29,8,0
2022-04-14 16:00:00,1,3,4,5,3,3,11,0,6,4,10,4,8,9,10,15,0,21,25,23,17,14,9,3,0
2022-04-14 17:00:00,0,3,5,7,6,3,10,8,6,3,8,3,11,12,14,15,0,13,8,7,6,4,2,0,0
2022-04-14 18:00:00,2,1,2,7,5,1,8,0,6,6,5,6,13,12,14,17,12,15,13,12,9,6,4,2,0
2022-04-14 19:00:00,0,0,0,2,2,3,3,3,0,2,2,5,12,12,14,15,15,12,9,17,14,10,8,1,0
2022-04-14 20:00:00,0,1,1,1,2,2,3,0,1,1,0,1,13,11,12,7,0,4,3,5,2,3,4,3,0
2022-04-14 21:00:00,0,1,0,5,3,0,0,0,2,0,0,7,8,8,11,12,12,10,9,10,8,6,3,0,0
2022-04-14 22:00:00,0,0,1,0,0,2,4,0,3,0,0,3,8,8,9,10,0,5,9,6,5,5,0,1,0
2022-04-14 23:00:00,0,0,2,0,2,0,2,0,0,1,0,1,4,5,4,8,0,5,4,4,3,2,2,0,0
2022-04-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 05:00:00,0,1,1,0,0,2,3,0,2,1,3,2,3,5,0,7,0,4,3,0,0,0,0,0,0
2022-04-15 06:00:00,2,5,8,9,2,4,5,3,6,6,3,2,2,1,1,1,3,2,2,0,1,0,0,0,0
2022-04-15 07:00:00,1,20,34,39,38,15,12,9,10,10,11,4,4,0,3,0,2,6,10,1,1,0,0,0,0
2022-04-15 08:00:00,2,12,24,29,36,15,12,12,14,13,7,1,4,3,4,0,2,7,13,9,6,5,3,3,0
2022-04-15 09:00:00,0,4,7,8,2,6,8,10,10,9,10,3,3,3,0,3,1,4,5,3,2,1,0,0,0
2022-04-15 10:00:00,0,2,7,8,6,7,9,2,8,7,6,2,2,3,0,1,0,4,5,3,0,2,0,0,0
2022-04-15 11:00:00,1,2,3,0,2,3,5,2,5,4,3,3,8,9,8,5,0,9,8,7,6,6,5,2,0
2022-04-15 12:00:00,3,5,6,3,6,5,6,6,8,7,3,2,4,3,4,6,5,7,5,4,3,1,0,2,0
2022-04-15 13:00:00,0,3,2,3,2,4,5,0,5,3,4,4,5,7,9,12,11,12,11,12,11,8,0,6,0
2022-04-15 14:00:00,0,1,3,5,2,3,9,7,6,7,6,5,4,4,3,6,12,48,50,49,37,32,22,4,0
2022-04-15 15:00:00,2,3,5,5,4,0,6,0,4,5,6,3,6,7,8,9,5,22,18,18,15,10,14,2,0
2022-04-15 16:00:00,5,7,8,11,9,9,10,0,10,9,7,6,13,14,9,12,3,14,15,14,12,10,4,1,0
2022-04-15 17:00:00,0,0,4,7,4,5,8,7,6,3,4,4,12,12,13,13,7,11,10,14,8,10,6,2,0
2022-04-15 18:00:00,0,2,6,9,5,4,4,0,6,7,6,4,12,11,14,12,9,14,11,15,14,7,4,1,0
2022-04-15 19:00:00,0,1,3,5,3,2,4,0,2,0,5,5,10,13,11,12,10,11,9,11,9,9,5,3,0
2022-04-15 20:00:00,0,1,1,0,0,1,3,0,2,0,1,2,9,5,6,7,3,8,5,10,7,2,1,0,0
2022-04-15 21:00:00,0,1,0,2,1,0,2,0,0,1,1,4,11,12,12,13,0,10,6,8,4,3,5,1,0
2022-04-15 22:00:00,1,0,0,1,3,2,1,0,0,1,0,4,8,6,9,7,0,7,5,8,7,5,1,0,0
2022-04-15 23:00:00,0,1,0,2,0,1,1,0,1,0,0,6,9,10,10,13,0,8,4,6,0,5,0,0,0
2022-04-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
