Unnamed: 0,1_성북생태체험관,2_정릉초교,3_정릉동풍림상가앞,4_정릉동풍림아파트.청소년문화의집,5_솔샘사거리,6_삼덕단지.성북구립최만린미술관,7_정릉3동주민센터앞,8_봉국사,9_정릉2동주민센터,10_숭덕초교,11_정릉길음시장,12_길음시장,13_길음역,14_길음뉴타운10단지.라온유아파트,15_숭덕초교,16_정릉2동주민센터,17_봉국사,18_정릉3동주민센터앞,19_삼덕단지.성북구립최만린미술관,20_솔샘사거리,21_정릉대림아파트.청소년문화의집,22_정릉동풍림상가앞,23_풍림아파트삼거리,24_정릉초교,25_성북생태체험관
2022-03-05 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,1,2,1,0,2,3,0,0,2,3,3,3,0,0,2,0,1,4,3,1,0,0,0,0
2022-03-05 06:00:00,0,1,1,2,3,1,4,0,4,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2022-03-05 07:00:00,0,1,2,2,2,1,2,0,0,2,2,1,4,3,1,0,1,2,0,0,0,0,0,0,0
2022-03-05 08:00:00,0,2,3,4,2,3,6,1,4,5,4,1,2,0,1,3,0,4,3,1,0,0,0,0,0
2022-03-05 09:00:00,0,2,4,5,3,6,8,9,11,10,12,2,6,3,4,6,0,6,7,5,4,1,0,0,0
2022-03-05 10:00:00,0,4,11,13,4,5,7,0,8,8,5,2,20,21,5,6,7,21,5,6,20,5,19,3,0
2022-03-05 11:00:00,0,2,6,7,6,9,14,0,13,8,7,2,2,1,5,1,0,4,3,3,0,0,2,0,0
2022-03-05 12:00:00,2,3,9,10,7,8,7,2,4,6,4,3,4,4,5,6,7,5,6,3,5,3,2,0,0
2022-03-05 13:00:00,2,5,6,5,3,3,5,0,4,4,5,4,6,6,8,9,3,8,7,9,7,4,0,0,0
2022-03-05 14:00:00,0,4,5,7,4,3,5,0,0,4,3,3,2,5,1,5,0,7,4,5,3,2,1,1,0
2022-03-05 15:00:00,0,1,2,4,0,1,7,0,8,7,8,4,15,16,6,19,18,11,9,11,8,2,2,0,0
2022-03-05 16:00:00,1,4,5,5,4,4,6,7,6,5,6,3,6,7,0,9,6,11,6,8,4,7,4,1,0
2022-03-05 17:00:00,0,1,8,0,2,3,4,3,5,1,0,3,8,10,8,13,0,12,10,10,8,5,4,1,0
2022-03-05 18:00:00,0,0,2,0,3,1,3,0,0,2,3,2,7,9,11,11,12,9,7,9,8,5,4,1,0
2022-03-05 19:00:00,0,5,6,2,1,0,3,1,4,3,0,2,7,4,6,8,4,5,6,5,4,4,1,1,0
2022-03-05 20:00:00,0,3,4,6,0,2,3,0,1,0,0,3,5,5,0,7,0,6,2,2,0,4,0,3,0
2022-03-05 21:00:00,0,0,0,1,1,0,1,0,2,3,2,2,4,0,6,7,8,6,3,3,0,0,2,0,0
2022-03-05 22:00:00,0,0,0,0,1,0,1,1,2,1,0,4,8,8,9,9,7,8,7,9,7,4,2,2,0
2022-03-05 23:00:00,0,1,0,1,0,0,0,0,2,0,1,2,6,5,2,5,4,9,3,3,7,2,1,2,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,0,0,0,1,1,0,2,0,0,0,1,3,4,5,0,4,0,3,0,0,0,0,0
2022-03-06 06:00:00,0,0,1,2,0,2,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2022-03-06 07:00:00,0,2,0,3,0,1,2,0,1,0,0,0,1,0,2,0,0,1,1,1,0,0,0,0,0
2022-03-06 08:00:00,0,3,8,0,6,7,4,1,4,5,3,1,3,2,1,2,0,2,1,1,0,0,0,0,0
2022-03-06 09:00:00,0,0,7,4,4,6,7,6,2,5,5,2,7,4,3,5,3,3,2,1,0,0,0,0,0
2022-03-06 10:00:00,2,3,4,2,1,6,5,0,3,4,5,3,4,8,5,6,5,5,3,1,0,0,0,0,0
2022-03-06 11:00:00,0,2,3,4,2,3,6,0,6,4,6,3,2,3,6,2,0,3,1,7,6,2,0,2,0
2022-03-06 12:00:00,2,5,7,3,5,7,5,0,0,8,8,6,7,0,7,6,0,5,4,4,1,2,0,0,0
2022-03-06 13:00:00,0,5,7,8,4,6,7,8,6,5,5,3,4,5,5,6,7,8,5,5,4,0,3,1,0
2022-03-06 14:00:00,2,7,8,0,6,5,7,7,5,3,2,4,4,3,3,4,0,3,3,2,2,0,0,0,0
2022-03-06 15:00:00,8,2,0,3,2,6,3,0,7,6,3,7,6,8,9,9,0,11,9,8,7,6,3,2,0
2022-03-06 16:00:00,3,1,2,4,2,5,3,0,0,0,3,2,4,0,0,4,8,6,4,3,3,2,1,0,0
2022-03-06 17:00:00,1,0,2,3,2,1,4,0,7,2,4,4,7,6,5,9,4,8,7,6,6,5,4,1,0
2022-03-06 18:00:00,1,3,1,2,0,4,2,0,2,3,3,3,5,3,3,5,0,5,5,4,3,2,2,1,0
2022-03-06 19:00:00,0,0,0,2,2,5,4,0,3,1,2,1,4,4,1,6,7,5,4,2,0,1,0,0,0
2022-03-06 20:00:00,0,1,0,0,0,0,0,0,3,2,0,4,7,8,7,11,4,5,5,0,2,8,0,5,0
2022-03-06 21:00:00,0,0,1,0,0,1,0,1,0,0,0,2,5,5,6,7,6,5,4,4,2,1,2,1,0
2022-03-06 22:00:00,0,0,0,0,1,2,1,0,0,0,0,2,8,3,3,9,7,5,4,7,3,2,0,0,0
2022-03-06 23:00:00,0,0,0,0,1,2,1,0,0,0,0,2,5,4,0,4,0,4,3,2,0,6,4,1,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,1,1,2,1,2,4,3,4,3,3,3,2,3,0,1,0,1,3,2,1,0,0,0,0
2022-03-07 06:00:00,0,2,4,1,1,5,7,0,6,2,2,0,2,1,0,1,0,2,3,1,0,1,0,0,0
2022-03-07 07:00:00,0,13,25,28,25,9,10,7,13,11,12,2,2,0,2,4,3,3,5,4,0,0,0,0,0
2022-03-07 08:00:00,1,7,10,11,9,9,15,14,16,15,15,2,4,5,6,7,0,5,7,5,25,0,22,1,0
2022-03-07 09:00:00,0,5,8,10,3,4,5,0,3,2,6,1,1,2,4,4,0,3,2,2,0,0,0,0,0
2022-03-07 10:00:00,0,3,5,6,7,8,8,7,5,3,4,2,5,6,2,7,4,0,3,2,0,0,0,1,0
2022-03-07 11:00:00,1,5,8,5,6,9,10,0,7,7,0,1,5,6,7,9,1,4,9,8,4,3,0,0,0
2022-03-07 12:00:00,2,3,3,5,4,3,5,0,1,3,4,2,5,4,5,6,0,8,7,5,6,3,0,1,0
2022-03-07 13:00:00,0,4,2,0,0,8,5,7,5,4,3,2,4,3,4,5,1,5,4,4,5,6,5,3,0
2022-03-07 14:00:00,0,1,3,4,1,6,8,4,2,6,2,1,3,7,7,8,0,5,7,5,0,4,3,2,0
2022-03-07 15:00:00,0,2,2,5,3,5,4,0,0,6,6,5,12,13,14,13,6,37,37,35,22,14,12,5,0
2022-03-07 16:00:00,1,3,4,5,3,2,8,7,9,8,4,3,9,10,12,15,13,21,23,23,15,7,4,2,0
2022-03-07 17:00:00,2,3,5,6,5,5,10,4,9,8,7,9,11,11,14,12,0,8,5,8,7,4,3,1,0
2022-03-07 18:00:00,1,0,2,2,3,5,7,6,5,4,5,6,14,13,17,18,16,14,12,21,15,10,9,2,0
2022-03-07 19:00:00,0,1,1,4,2,3,4,0,3,1,2,4,14,16,18,20,15,17,12,13,12,10,4,1,0
2022-03-07 20:00:00,0,0,1,2,2,2,5,0,4,2,3,3,12,12,11,6,0,9,7,8,7,8,6,1,0
2022-03-07 21:00:00,0,1,0,1,0,1,3,0,1,2,0,2,7,7,10,13,14,12,6,7,3,2,3,1,0
2022-03-07 22:00:00,0,0,0,1,2,2,4,0,2,5,4,4,7,6,10,10,0,6,5,6,5,5,4,2,0
2022-03-07 23:00:00,0,0,1,0,1,0,0,0,0,0,0,1,3,4,3,8,1,6,5,4,0,2,0,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,0,1,0,1,0,3,2,0,0,2,0,2,3,4,0,6,0,4,0,3,0,2,0,0,0
2022-03-08 06:00:00,0,3,5,7,1,2,4,5,4,3,4,0,2,0,1,1,0,0,1,0,0,0,0,0,0
2022-03-08 07:00:00,0,11,21,24,23,6,9,5,7,8,10,2,3,0,3,0,0,3,5,3,1,2,1,0,0
2022-03-08 08:00:00,1,5,9,13,6,8,12,13,11,9,10,2,5,3,4,4,3,6,8,6,13,7,12,0,0
2022-03-08 09:00:00,0,1,4,5,2,3,5,0,8,7,5,3,3,1,4,5,0,5,4,3,1,0,2,1,0
2022-03-08 10:00:00,1,2,5,5,5,6,7,0,2,7,7,1,3,0,0,4,1,0,5,3,0,0,0,0,0
2022-03-08 11:00:00,0,4,5,3,2,4,7,0,6,6,7,3,2,3,5,6,5,3,4,0,3,3,2,1,0
2022-03-08 12:00:00,1,2,3,4,1,4,6,0,1,3,5,3,5,7,7,9,8,5,5,7,6,4,2,1,0
2022-03-08 13:00:00,1,2,6,7,6,5,7,0,6,5,6,3,5,7,8,9,6,9,9,7,8,7,6,2,0
2022-03-08 14:00:00,0,2,3,5,4,4,4,1,3,2,2,1,4,5,5,3,4,32,33,27,16,16,13,2,0
2022-03-08 15:00:00,0,2,2,4,2,3,4,0,0,3,0,2,4,5,6,6,0,5,6,2,4,5,3,1,0
2022-03-08 16:00:00,1,3,5,6,6,5,8,3,6,7,6,4,9,11,11,12,13,30,32,30,22,16,9,3,0
2022-03-08 17:00:00,0,0,3,6,4,4,6,0,6,5,5,2,9,10,8,11,0,11,10,13,10,6,4,1,0
2022-03-08 18:00:00,1,2,3,5,4,6,6,0,5,3,2,3,12,14,14,12,6,12,7,14,13,10,5,0,0
2022-03-08 19:00:00,0,0,1,0,2,2,2,0,1,2,1,4,10,12,14,15,0,13,9,9,7,7,5,1,0
2022-03-08 20:00:00,0,2,2,0,2,5,3,2,0,1,3,4,8,11,10,9,5,8,7,6,0,1,2,0,0
2022-03-08 21:00:00,0,1,2,0,1,3,4,0,4,3,2,3,7,5,5,8,5,4,4,6,0,5,2,0,0
2022-03-08 22:00:00,0,0,0,2,3,3,3,0,2,0,0,3,13,12,6,13,12,10,9,11,8,5,2,1,0
2022-03-08 23:00:00,0,0,0,1,0,2,2,1,0,1,1,4,11,10,11,9,10,7,4,4,2,1,0,0,0
2022-03-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 05:00:00,0,1,1,0,2,2,0,0,0,1,2,1,1,0,0,2,0,1,0,0,0,1,0,0,0
2022-03-09 06:00:00,0,0,1,0,0,4,2,0,0,3,2,0,1,1,1,2,0,2,2,2,0,1,0,0,0
2022-03-09 07:00:00,0,1,3,3,2,5,6,2,0,1,1,1,2,0,0,0,0,1,1,1,2,0,1,0,0
2022-03-09 08:00:00,0,2,3,1,1,2,7,6,5,2,3,1,3,4,0,2,3,5,4,1,0,0,0,0,0
2022-03-09 09:00:00,0,2,3,4,2,3,6,0,5,4,5,2,7,6,6,3,5,4,5,2,0,4,3,2,0
2022-03-09 10:00:00,4,7,9,7,5,10,11,9,6,9,9,3,4,3,0,0,0,7,7,6,5,0,0,1,0
2022-03-09 11:00:00,1,4,5,6,4,3,6,0,4,7,8,2,4,4,3,4,5,4,3,4,3,2,0,1,0
2022-03-09 12:00:00,3,3,6,8,4,10,11,10,3,5,3,4,12,8,14,15,0,15,10,10,3,8,6,3,0
2022-03-09 13:00:00,2,2,4,4,2,5,9,0,10,9,7,5,6,3,8,2,8,10,6,8,6,5,4,3,0
2022-03-09 14:00:00,2,3,5,6,4,5,6,0,5,4,3,3,4,3,1,5,4,7,7,8,10,6,8,7,0
2022-03-09 15:00:00,2,0,5,1,0,2,6,0,3,3,5,4,8,5,10,7,0,8,5,4,3,2,1,2,0
2022-03-09 16:00:00,0,2,6,4,5,6,7,0,8,6,0,4,8,0,5,7,2,7,6,6,3,4,0,0,0
2022-03-09 17:00:00,1,0,6,7,4,2,6,7,5,1,4,1,9,8,4,9,5,7,3,1,2,1,0,1,0
2022-03-09 18:00:00,2,6,7,8,4,5,0,4,3,1,2,2,4,6,5,6,9,11,10,11,10,7,6,3,0
2022-03-09 19:00:00,0,0,1,4,3,1,2,1,3,0,4,3,5,7,5,7,6,7,6,0,0,1,0,0,0
2022-03-09 20:00:00,0,0,1,0,1,2,4,0,6,0,2,4,15,13,4,13,5,5,6,5,5,5,0,3,0
2022-03-09 21:00:00,0,0,1,1,1,6,5,0,0,3,2,6,9,11,2,12,9,6,5,4,4,2,1,0,0
2022-03-09 22:00:00,0,1,0,3,2,3,2,0,2,1,0,3,5,5,4,7,0,5,4,3,2,1,0,0,0
2022-03-09 23:00:00,0,0,0,0,1,0,1,0,0,0,0,2,5,4,5,6,7,6,3,4,2,0,0,0,0
2022-03-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 05:00:00,0,1,5,0,4,4,6,4,5,4,3,3,3,4,5,6,0,4,2,0,0,1,0,0,0
2022-03-10 06:00:00,0,3,6,7,2,3,6,1,7,3,4,1,0,0,0,2,2,1,1,2,0,1,0,0,0
2022-03-10 07:00:00,2,11,22,26,23,12,9,6,10,9,10,2,2,0,2,0,0,2,5,0,0,0,0,0,0
2022-03-10 08:00:00,1,7,16,18,14,6,13,15,16,14,16,3,6,6,7,7,5,9,9,6,17,20,18,4,0
2022-03-10 09:00:00,1,2,4,7,3,3,8,5,6,3,7,1,3,2,3,2,1,4,3,4,1,0,1,0,0
2022-03-10 10:00:00,1,2,4,5,4,3,8,0,9,7,7,2,2,4,0,5,4,3,3,4,2,3,3,2,0
2022-03-10 11:00:00,1,4,8,5,5,4,7,0,6,4,6,0,3,4,6,5,3,4,7,6,4,3,1,0,0
2022-03-10 12:00:00,1,2,6,5,5,7,8,0,5,7,4,5,10,5,7,7,0,9,7,6,6,5,4,1,0
2022-03-10 13:00:00,0,5,7,8,5,6,10,2,9,8,7,3,5,0,2,2,0,5,5,4,2,3,2,0,0
2022-03-10 14:00:00,0,1,4,2,2,4,6,5,4,4,2,6,5,7,5,7,4,26,32,31,30,26,18,6,0
2022-03-10 15:00:00,0,2,3,4,3,3,5,3,2,2,3,2,7,11,12,12,6,8,5,9,6,5,1,1,0
2022-03-10 16:00:00,2,5,8,8,5,6,14,4,16,12,8,5,12,13,16,19,18,16,15,15,12,10,6,3,0
2022-03-10 17:00:00,2,4,4,6,8,7,9,8,5,2,3,5,10,11,13,15,0,14,11,12,11,6,4,1,0
2022-03-10 18:00:00,2,0,0,5,4,2,5,0,6,5,3,5,15,10,11,14,16,11,9,17,15,9,7,4,0
2022-03-10 19:00:00,0,0,1,1,4,3,4,0,3,4,3,6,10,11,11,12,10,11,8,13,8,4,3,1,0
2022-03-10 20:00:00,0,1,0,2,4,3,3,0,2,0,1,2,9,6,2,6,0,6,4,5,0,4,0,0,0
2022-03-10 21:00:00,0,1,0,0,0,0,2,2,0,1,2,4,8,8,9,10,7,5,4,4,3,1,1,0,0
2022-03-10 22:00:00,0,1,0,0,1,1,2,0,1,0,0,2,14,13,10,12,3,12,9,9,8,7,5,3,0
2022-03-10 23:00:00,0,1,1,2,0,1,1,0,1,0,0,3,6,4,9,8,0,7,3,0,0,0,2,0,0
2022-03-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 05:00:00,0,1,0,0,0,3,2,0,0,2,0,4,4,0,0,2,0,2,2,1,0,1,0,0,0
2022-03-11 06:00:00,0,2,3,5,1,4,8,0,10,2,2,0,1,0,0,1,0,1,2,0,0,0,0,0,0
2022-03-11 07:00:00,3,14,22,28,20,14,9,8,3,7,6,3,3,4,5,4,2,4,4,2,3,0,1,0,0
2022-03-11 08:00:00,1,9,21,23,14,8,10,9,9,10,11,1,4,2,5,6,0,9,12,6,13,16,12,5,0
2022-03-11 09:00:00,0,1,8,9,4,5,7,0,7,6,5,4,4,3,3,1,0,2,6,3,3,2,0,0,0
2022-03-11 10:00:00,0,3,6,8,3,6,5,0,6,5,7,2,1,2,3,5,1,7,0,6,0,4,2,2,0
2022-03-11 11:00:00,1,2,5,5,4,1,5,1,4,6,5,2,3,4,4,3,1,5,5,4,3,3,2,1,0
2022-03-11 12:00:00,0,1,4,8,4,8,8,4,4,2,3,2,4,7,8,7,5,7,5,5,3,3,2,1,0
2022-03-11 13:00:00,1,1,3,4,3,5,7,7,6,6,7,5,4,5,7,7,2,7,5,5,4,3,2,1,0
2022-03-11 14:00:00,0,2,3,4,1,4,5,0,5,4,2,3,6,4,5,6,7,24,24,22,21,16,12,3,0
2022-03-11 15:00:00,0,0,5,4,3,6,13,0,12,9,10,3,5,7,9,10,4,23,26,28,21,17,9,2,0
2022-03-11 16:00:00,1,3,7,5,3,5,5,5,5,5,7,5,13,11,16,17,16,15,8,12,11,5,4,2,0
2022-03-11 17:00:00,0,2,8,4,7,6,11,0,10,9,10,5,10,11,12,14,10,14,16,13,6,6,4,1,0
2022-03-11 18:00:00,2,3,5,7,8,9,6,5,6,6,3,7,12,12,12,12,9,13,8,12,11,6,4,2,0
2022-03-11 19:00:00,0,0,1,4,3,4,8,2,8,6,1,5,11,11,10,11,10,8,4,9,8,4,3,1,0
2022-03-11 20:00:00,0,0,1,3,0,3,0,0,0,0,2,3,11,10,11,13,7,8,6,5,3,3,0,1,0
2022-03-11 21:00:00,0,1,1,3,0,1,2,0,0,1,1,4,13,12,14,8,13,5,4,4,2,3,1,0,0
2022-03-11 22:00:00,0,0,0,0,1,1,3,0,0,2,1,3,9,11,10,13,8,8,10,11,7,9,8,3,0
2022-03-11 23:00:00,0,0,1,0,2,2,0,0,0,0,1,1,8,7,8,8,2,3,2,2,1,1,0,0,0
2022-03-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 05:00:00,0,0,1,0,0,2,0,2,1,0,0,2,3,4,0,5,0,3,2,0,0,1,0,0,0
2022-03-12 06:00:00,0,3,5,6,4,5,6,0,7,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0
2022-03-12 07:00:00,0,1,2,3,1,3,6,0,0,5,5,2,3,0,0,0,1,2,4,2,0,0,0,0,0
2022-03-12 08:00:00,1,2,5,4,4,5,7,6,7,3,6,2,3,1,2,2,0,1,3,2,1,0,0,0,0
2022-03-12 09:00:00,1,5,11,10,6,7,7,3,8,9,9,1,2,4,0,3,0,3,4,3,1,2,0,0,0
2022-03-12 10:00:00,0,3,6,10,6,6,6,4,8,6,6,3,6,6,8,7,2,8,8,6,7,5,4,1,0
2022-03-12 11:00:00,1,8,9,8,5,5,6,7,8,9,9,6,6,6,5,10,0,8,6,1,7,4,5,0,0
2022-03-12 12:00:00,2,6,13,11,5,7,8,7,2,5,6,2,4,4,3,6,5,10,9,7,4,5,3,1,0
2022-03-12 13:00:00,5,6,7,7,7,5,9,5,9,6,8,4,9,8,9,8,0,9,8,9,0,7,0,5,0
2022-03-12 14:00:00,0,6,7,8,6,8,11,0,10,7,6,1,5,9,10,13,0,9,8,7,4,7,0,3,0
2022-03-12 15:00:00,3,1,11,2,9,11,12,0,11,10,7,3,9,11,12,16,0,16,13,10,11,10,5,7,0
2022-03-12 16:00:00,2,2,5,8,4,7,9,6,9,9,7,2,10,9,7,8,0,7,5,5,4,2,3,1,0
2022-03-12 17:00:00,0,3,5,6,3,0,5,0,3,4,5,6,7,8,4,9,9,8,6,7,5,4,3,0,0
2022-03-12 18:00:00,0,1,2,0,1,3,4,2,2,0,0,5,12,13,0,13,0,11,8,8,6,4,0,2,0
2022-03-12 19:00:00,0,1,0,3,3,1,2,0,1,2,1,2,9,7,0,10,4,9,5,4,3,1,2,0,0
2022-03-12 20:00:00,0,1,0,0,0,1,4,0,3,4,3,3,9,4,5,10,4,4,2,4,5,2,4,0,0
2022-03-12 21:00:00,0,1,0,1,0,0,1,0,0,0,0,6,8,9,10,9,5,5,4,6,3,2,0,0,0
2022-03-12 22:00:00,0,0,1,2,3,3,1,0,0,1,0,2,9,10,11,8,8,7,3,6,4,5,4,2,0
2022-03-12 23:00:00,0,0,1,1,0,3,2,0,0,1,0,2,9,6,7,4,3,5,4,0,3,2,1,0,0
2022-03-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 05:00:00,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,2,0,1,0,1,0,0,0,0,0
2022-03-13 06:00:00,0,0,1,0,0,2,1,1,0,0,0,0,0,1,0,1,1,0,2,1,0,0,0,0,0
2022-03-13 07:00:00,0,1,1,2,1,0,3,0,1,1,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0
2022-03-13 08:00:00,0,2,3,0,2,3,6,5,0,4,6,1,1,0,1,0,0,1,1,0,0,0,0,0,0
2022-03-13 09:00:00,0,1,5,1,0,2,4,0,6,7,1,2,4,5,0,3,2,3,3,2,2,1,1,0,0
2022-03-13 10:00:00,0,4,5,8,4,7,6,0,6,5,3,2,4,4,6,6,0,4,3,3,2,2,0,1,0
2022-03-13 11:00:00,0,1,3,5,3,4,5,0,6,3,5,2,4,0,1,3,0,1,2,1,0,0,0,0,0
2022-03-13 12:00:00,0,2,3,5,6,6,7,6,5,4,7,4,5,4,5,6,0,3,0,4,2,2,0,0,0
2022-03-13 13:00:00,0,1,2,3,2,4,3,4,4,3,5,1,4,0,6,8,0,7,5,4,3,1,4,0,0
2022-03-13 14:00:00,0,2,3,4,1,4,4,0,4,4,3,3,7,3,6,4,5,4,4,5,5,4,0,1,0
2022-03-13 15:00:00,1,3,2,3,2,8,9,0,8,0,5,2,5,5,7,6,0,3,3,4,2,1,0,0,0
2022-03-13 16:00:00,0,3,3,0,3,3,4,0,0,1,0,1,4,5,2,6,0,5,2,6,5,2,4,2,0
2022-03-13 17:00:00,0,2,2,3,2,1,3,0,2,1,1,3,4,6,8,9,0,9,5,7,8,7,6,0,0
2022-03-13 18:00:00,2,0,4,3,2,0,4,3,0,2,1,2,8,7,4,8,0,7,5,4,2,3,2,1,0
2022-03-13 19:00:00,0,4,2,0,0,3,4,0,0,3,0,6,10,5,0,6,0,5,4,5,0,0,3,1,0
2022-03-13 20:00:00,0,0,1,0,0,0,3,2,2,0,0,2,9,9,10,9,4,6,3,3,5,3,2,0,0
2022-03-13 21:00:00,0,0,0,0,0,1,2,0,0,3,2,1,4,6,5,7,6,5,4,5,2,3,2,0,0
2022-03-13 22:00:00,0,0,0,0,0,0,1,0,1,0,0,2,6,5,6,7,6,5,2,1,1,1,0,0,0
2022-03-13 23:00:00,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,2,3,1,2,2,1,2,0,0,1
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
