Unnamed: 0,1_강동공영차고지,2_강일초등학교,3_강일고등학교.강일리버파크7단지,4_강일리버파크9단지후문,5_강일리버파크9단지.10단지,6_고덕리엔파크2단지,7_강명초등학교.고덕리엔파크3단지,8_고덕자이.고덕천물놀이장,9_고덕자이.상일여고,10_상일1동주민센터.고덕사회체육센터,11_고덕숲아이파크,12_강동고등학교,13_한영중고한영외고,14_명일동현대아파트,15_고덕삼환.주공9단지아파트,16_명일여자고등학교,17_길동성당,18_길동신동아아파트,19_강동농협,20_강동주유소,21_천동초등학교.천호도서관,22_강동성심병원(동신중학교),23_조은마디병원,24_성내구립도서관.엔젤공방허브센터,25_대순진리회,26_성내2동주민센터.성내복지관,27_성내삼성청구아파트,28_성내주유소,29_영파여고.강동구청역,30_현대아파트앞,31_풍납동극동.쌍용아파트,32_올림픽대교남단,33_테크노마트앞.강변역,34_현대아파트앞,35_풍납동극동.쌍용아파트,36_강동구청역농협중앙회,37_강동구청역1번출구.영파여고,38_성내주유소,39_성내삼성청구아파트,40_성내2동주민센터.성내복지관,41_대순진리회,42_성내구립도서관.엔젤공방허브센터,43_조은마디병원,44_강동성심병원(동신중학교),45_천동초등학교.천호도서관,46_강동주유소,47_강동농협,48_길동신동아아파트,49_길동성당,50_명일여자고등학교,51_고덕삼환.주공9단지아파트,52_한영중고한영외고,53_강동고등학교,54_고덕숲아이파크,55_상일1동주민센터.롯데캐슬베네루체,56_고덕자이.상일여고,57_강명초등학교,58_강명초등학교.고덕리엔파크3단지,59_고덕리엔파크2단지,60_강일역3번출구,61_강일리버파크10단지.9단지,62_강일리버파크9단지후문,63_강일고등학교.강일리버파크7단지,64_강일초등학교,65_강일리버파크6단지
2022-04-06 19:00:00,0,0,1,1,2,0,4,3,5,7,8,9,7,9,7,5,7,9,10,12,11,10,9,9,5,6,6,4,1,0,3,3,24,21,19,19,21,23,24,25,22,22,22,19,19,17,16,17,17,15,15,19,10,15,14,12,11,10,9,8,7,1,0,0,0
2022-04-06 20:00:00,0,0,1,2,3,3,0,5,7,6,2,5,5,4,4,6,7,10,9,8,7,8,7,8,10,12,9,7,6,3,4,4,9,10,9,10,13,13,13,11,13,9,12,10,10,12,10,8,8,11,11,12,12,9,5,3,7,6,5,7,5,4,1,0,0
2022-04-06 21:00:00,0,0,1,0,1,0,2,1,5,6,6,6,7,7,6,8,7,4,4,3,4,4,5,7,5,5,4,1,2,3,3,4,7,7,9,10,14,12,10,9,10,8,8,10,9,10,11,9,10,9,8,11,6,7,4,4,2,2,3,4,2,0,0,0,0
2022-04-06 22:00:00,0,0,0,0,1,1,1,0,12,2,0,15,14,13,13,10,9,9,10,11,10,6,4,4,3,2,1,2,4,3,3,0,4,2,7,6,10,10,9,8,11,4,11,12,13,12,9,11,11,6,16,14,13,10,9,5,1,3,4,3,2,1,0,0,0
2022-04-06 23:00:00,0,0,1,2,2,0,0,3,4,4,0,3,5,2,5,4,3,4,0,4,4,3,2,0,1,1,1,2,0,1,0,0,8,3,3,4,5,4,4,5,5,5,5,6,6,5,4,3,3,4,2,6,5,3,2,1,2,1,0,3,1,0,0,0,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,0,0,0,1,2,0,3,0,4,0,0,0,0,0,3,0,8,11,13,16,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,0,1,1,3,1,2,6,3,0,8,9,5,8,0,9,3,3,4,5,6,8,7,1,14,13,13,13,11,8,6,6,7,3,4,5,4,0,5,6,2,1,7,8,3,11,13,5,11,12,10,10,0,0,9,8,5,0,0,0,0,4,0,3,0,0
2022-04-07 06:00:00,0,0,0,2,1,0,1,3,4,5,3,3,4,5,7,10,11,7,13,14,9,6,13,8,13,11,12,9,7,8,5,9,3,4,3,0,4,3,4,5,5,3,4,5,5,4,6,8,7,7,5,8,10,9,6,3,1,2,2,0,1,0,0,0,0
2022-04-07 07:00:00,0,1,2,5,9,11,18,32,45,49,43,18,14,15,17,19,16,19,21,22,27,27,22,29,32,37,42,34,28,31,30,35,34,4,3,6,5,4,7,7,10,10,9,17,20,25,33,44,50,55,58,59,32,17,5,1,0,10,0,2,0,1,0,0,0
2022-04-07 08:00:00,0,1,1,4,11,10,11,15,16,21,30,22,20,22,22,26,26,29,33,37,35,35,36,34,33,40,43,39,28,25,23,33,7,9,4,4,4,6,9,11,12,14,15,16,13,16,15,15,16,17,17,17,16,28,13,6,0,3,0,5,4,2,1,0,0
2022-04-07 09:00:00,0,0,1,4,6,0,8,7,9,12,13,12,10,12,12,15,16,17,18,19,19,18,16,17,16,18,18,14,11,10,11,16,6,5,6,6,5,0,8,7,8,8,6,11,6,9,6,8,6,7,10,7,6,6,8,4,1,2,1,0,0,0,0,0,0
2022-04-07 10:00:00,0,0,2,1,2,3,5,1,8,5,9,10,8,1,10,10,12,12,13,6,7,13,10,9,8,6,11,7,9,9,0,13,2,2,3,4,2,1,6,5,6,7,5,6,7,1,6,6,2,5,6,3,0,4,2,1,2,3,0,2,0,0,0,0,0
2022-04-07 11:00:00,0,1,2,3,5,2,5,3,6,5,7,5,6,8,0,8,4,8,8,7,7,8,8,0,4,9,9,8,7,5,6,11,5,4,3,2,3,3,4,5,6,7,4,6,3,7,6,2,6,0,4,10,0,8,6,4,3,3,0,2,2,0,0,0,0
2022-04-07 12:00:00,0,1,0,1,2,0,1,3,8,9,12,12,5,11,10,11,12,11,13,14,11,10,8,9,10,10,9,9,10,4,7,4,5,4,4,4,2,5,5,4,7,0,7,8,7,9,10,11,5,9,5,10,3,7,6,2,0,3,0,2,2,1,1,0,0
2022-04-07 13:00:00,0,0,2,2,0,0,1,4,10,11,12,13,11,12,14,12,12,13,12,12,12,13,12,14,9,10,9,9,7,6,7,9,6,6,5,5,8,10,8,7,9,6,8,10,7,7,7,7,6,5,8,9,7,5,5,2,2,3,2,3,1,0,0,0,0
2022-04-07 14:00:00,0,1,0,2,4,2,5,0,10,8,13,14,13,11,7,8,9,9,8,8,9,10,11,11,6,7,6,6,6,4,6,5,3,5,6,7,9,10,8,11,13,12,12,12,9,11,12,14,12,9,15,17,16,11,8,7,6,3,0,2,2,1,0,0,0
2022-04-07 15:00:00,0,1,1,3,6,5,7,2,12,15,17,17,16,14,14,13,13,12,11,10,8,9,6,5,4,5,0,4,5,4,5,6,6,5,8,9,10,0,6,9,9,11,12,15,13,9,14,13,11,12,6,17,20,19,9,4,2,0,3,2,0,1,0,0,0
2022-04-07 16:00:00,0,0,6,1,4,4,6,7,46,51,52,45,43,44,45,41,34,32,26,22,19,19,15,14,9,8,8,4,4,3,5,0,7,7,8,8,10,10,11,13,13,12,14,17,14,11,16,15,18,17,15,24,38,36,29,18,13,12,10,6,4,3,3,1,0
2022-04-07 17:00:00,0,0,1,2,3,2,5,5,18,9,7,20,11,12,13,10,10,12,10,11,11,11,10,6,7,8,6,8,7,6,8,9,12,14,14,14,16,14,17,19,19,19,21,22,23,29,30,31,28,25,26,25,23,19,14,8,0,6,6,6,5,4,3,0,0
2022-04-07 18:00:00,0,1,0,2,0,4,4,5,9,14,15,13,12,12,11,8,9,8,7,9,10,10,9,9,11,12,12,10,9,10,13,18,20,21,21,27,34,34,39,38,37,36,35,32,29,27,31,28,28,28,25,24,21,18,16,10,10,8,8,9,4,1,0,0,0
2022-04-07 19:00:00,0,0,1,1,1,0,4,2,8,10,9,11,11,12,12,11,9,10,10,11,10,7,9,8,8,6,4,0,3,4,6,9,15,16,12,12,23,0,20,16,14,16,16,16,18,15,16,9,17,15,13,11,13,11,14,11,7,1,0,8,6,1,0,0,0
2022-04-07 20:00:00,0,0,1,2,2,1,3,3,9,6,4,6,6,6,8,7,8,7,7,5,4,5,6,0,4,2,2,2,6,0,5,4,10,11,9,8,13,12,13,14,13,12,12,14,14,14,13,9,8,9,10,10,7,8,7,5,3,2,3,1,1,0,0,0,0
2022-04-07 21:00:00,0,0,1,1,2,1,1,3,5,8,4,7,6,8,5,5,4,6,8,6,7,4,8,6,7,5,2,4,3,2,1,0,7,7,9,9,11,12,11,14,15,12,12,16,4,15,11,10,9,9,10,10,8,7,9,8,6,3,5,7,6,4,0,2,0
2022-04-07 22:00:00,0,0,1,0,0,2,0,0,3,5,5,4,5,6,6,5,5,5,6,5,4,5,6,3,6,4,5,4,5,0,4,4,7,12,11,10,17,16,14,13,11,12,13,14,14,11,11,10,9,12,11,12,7,10,9,5,0,0,1,4,2,1,0,0,0
2022-04-07 23:00:00,0,0,1,0,0,1,0,1,2,0,2,1,0,3,0,4,3,0,1,3,0,0,2,0,2,1,0,1,0,0,0,0,6,8,11,10,14,12,9,6,7,7,6,7,8,5,7,4,2,4,4,5,4,3,2,2,0,1,0,3,3,0,0,1,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,5,7,13,16,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,0,0,1,3,1,0,4,1,0,6,2,3,0,3,4,2,2,7,8,9,4,6,4,12,11,11,12,11,8,2,4,8,1,4,3,0,2,3,4,5,4,3,4,3,7,6,4,5,6,5,8,9,0,1,0,7,0,0,0,0,0,0,3,1,0
2022-04-08 06:00:00,0,1,0,2,3,4,5,6,3,7,8,6,6,3,7,8,6,10,11,9,12,12,11,15,14,14,11,10,10,9,8,7,4,6,4,2,0,1,2,2,3,3,5,7,6,6,5,9,7,8,7,9,0,4,1,4,5,3,2,1,2,0,0,0,0
2022-04-08 07:00:00,0,1,3,5,11,12,21,29,46,53,50,19,13,12,12,14,13,16,18,21,25,25,20,28,29,39,45,31,17,15,14,16,3,4,1,2,2,3,4,5,7,8,0,15,18,21,33,45,51,48,45,44,22,15,5,2,2,5,2,0,0,0,0,1,0
2022-04-08 08:00:00,0,0,1,2,4,2,7,8,12,15,28,19,18,19,11,21,21,24,30,35,34,32,25,32,32,34,36,35,30,26,28,29,4,9,4,6,7,8,7,9,9,9,7,10,7,9,11,13,16,20,23,24,23,21,16,8,7,3,6,5,4,2,0,0,0
2022-04-08 09:00:00,0,0,1,3,5,5,34,7,8,36,8,12,12,8,11,11,10,14,14,19,20,18,18,19,20,21,25,22,14,14,12,14,6,6,5,5,8,3,10,14,15,15,14,12,11,6,7,6,5,6,7,5,1,2,4,2,0,1,1,0,0,0,0,0,0
2022-04-08 10:00:00,0,1,2,3,6,7,2,5,9,10,5,9,8,5,7,8,12,13,13,11,12,9,11,8,10,9,12,9,8,4,4,4,5,6,6,7,3,10,1,11,12,14,13,9,12,11,12,11,10,10,11,8,7,6,4,1,2,0,0,0,1,0,0,0,0
2022-04-08 11:00:00,0,1,3,4,1,0,7,9,12,14,6,12,4,13,15,13,14,14,16,15,16,12,15,13,10,14,10,9,6,7,5,0,1,2,1,3,5,5,4,4,5,5,7,8,9,7,6,6,5,6,5,4,3,20,20,19,19,2,0,1,2,1,0,0,0
2022-04-08 12:00:00,0,0,1,1,4,2,2,3,8,10,11,12,10,8,9,7,10,11,11,12,8,8,7,8,11,9,13,12,9,8,9,8,5,6,2,5,8,6,5,5,6,3,6,8,3,7,6,8,10,4,9,8,4,7,6,6,5,4,1,5,2,1,0,0,0
2022-04-08 13:00:00,0,0,1,2,2,1,5,0,6,9,7,6,8,7,8,9,11,11,6,7,9,8,9,6,11,10,9,8,7,6,4,7,5,5,4,4,6,7,5,5,8,6,8,7,4,6,7,6,3,5,8,9,3,6,2,4,0,4,3,2,0,1,0,0,0
2022-04-08 14:00:00,0,1,1,3,3,0,3,0,6,10,12,7,9,7,8,8,9,9,9,10,8,11,9,6,10,9,9,7,5,6,5,5,4,4,5,7,11,12,11,12,17,15,14,8,11,11,16,15,16,15,14,29,25,21,13,6,2,4,0,2,0,0,0,0,0
2022-04-08 15:00:00,0,2,7,9,11,11,10,8,10,14,13,29,29,28,28,24,22,21,16,15,11,9,7,7,6,7,9,5,6,10,11,9,11,6,10,10,11,11,12,14,15,16,16,15,6,11,9,12,10,9,11,15,23,19,14,13,12,12,6,5,4,1,3,0,0
2022-04-08 16:00:00,0,0,2,4,5,1,6,12,43,43,43,41,32,27,24,29,22,21,19,19,20,17,18,14,17,15,13,12,11,12,13,12,10,9,9,10,11,13,15,17,20,18,19,15,18,15,16,15,16,17,17,23,25,17,13,12,11,9,4,8,4,2,1,0,0
2022-04-08 17:00:00,0,0,2,4,3,2,4,0,8,10,10,11,10,11,10,11,12,11,9,12,11,12,10,9,11,9,11,9,6,7,9,10,17,15,17,16,20,20,20,18,17,17,17,20,21,19,21,16,16,14,12,14,12,9,9,6,0,5,6,6,5,4,3,2,0
2022-04-08 18:00:00,0,0,0,3,4,3,4,5,16,18,18,19,17,19,20,18,17,13,15,14,13,13,12,12,10,9,10,10,10,10,15,30,15,18,19,22,27,27,27,27,29,27,26,28,25,25,24,21,18,17,16,17,16,14,13,10,8,7,5,7,6,3,1,0,0
2022-04-08 19:00:00,0,0,0,1,3,2,3,3,5,8,9,8,7,7,8,8,6,7,11,12,11,12,11,10,9,8,11,8,9,7,5,3,16,15,14,15,19,19,20,19,21,25,25,23,22,20,20,19,18,17,17,21,19,17,12,10,11,9,1,13,7,2,1,1,0
2022-04-08 20:00:00,0,1,2,3,3,2,4,4,6,9,8,6,4,7,1,6,5,3,6,7,7,11,12,12,5,4,3,3,3,0,0,4,9,5,8,9,14,12,12,12,13,11,14,18,16,15,15,12,10,7,11,11,8,7,8,9,4,4,0,7,5,1,0,0,0
2022-04-08 21:00:00,0,1,0,0,3,1,1,3,3,4,3,3,2,4,3,5,5,3,6,8,9,7,6,0,7,8,5,3,4,0,4,5,11,14,11,8,18,20,19,19,20,17,19,20,16,18,15,16,13,12,13,12,11,9,7,6,6,3,2,7,4,2,1,0,0
2022-04-08 22:00:00,0,0,0,0,0,0,1,1,5,6,2,7,6,6,7,2,5,4,3,0,2,3,1,0,1,2,0,2,3,0,3,1,6,10,7,8,13,12,12,10,9,11,10,9,11,13,12,13,12,10,9,17,18,15,12,8,8,0,4,9,5,4,3,0,0
2022-04-08 23:00:00,0,0,0,0,1,1,3,0,4,2,0,2,5,5,3,6,5,0,5,7,6,5,5,1,2,4,2,1,3,2,3,0,8,5,9,7,11,13,8,7,6,7,7,12,10,11,8,8,9,8,9,10,0,8,6,4,3,2,0,6,3,0,0,0,0
2022-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 04:00:00,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,4,5,9,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 05:00:00,0,0,1,0,3,0,8,9,11,12,0,6,0,13,11,4,0,7,8,8,2,7,10,8,8,10,9,6,5,0,5,3,1,3,3,3,1,0,5,1,0,7,8,9,0,10,6,5,5,4,0,0,0,3,0,0,4,0,0,0,0,0,2,0,0
2022-04-09 06:00:00,0,0,1,1,3,0,4,3,4,5,4,5,4,3,0,4,1,3,4,2,4,3,2,0,3,5,2,6,5,0,4,0,2,4,3,0,4,1,0,2,3,4,3,4,2,4,4,6,0,2,4,5,3,3,0,2,0,0,0,0,0,1,0,0,0
2022-04-09 07:00:00,0,0,0,3,3,1,0,0,0,4,0,5,0,3,4,4,0,5,6,6,10,9,4,5,7,8,7,5,6,0,5,7,1,1,0,0,1,0,1,4,2,3,3,4,3,3,0,0,1,10,0,0,1,9,8,6,2,2,0,1,1,0,0,0,0
2022-04-09 08:00:00,0,0,2,3,4,5,6,5,7,8,4,10,9,8,9,10,7,11,10,7,8,8,8,8,10,11,13,12,15,16,16,18,5,3,4,5,5,5,7,7,9,9,3,4,0,7,7,6,7,5,6,5,6,5,3,2,1,1,0,3,0,0,2,1,0
2022-04-09 09:00:00,0,0,1,3,5,4,5,5,8,10,13,9,9,10,10,10,13,10,11,13,13,12,13,11,13,19,23,17,12,0,0,4,6,6,7,8,8,10,10,13,5,16,9,16,14,12,2,10,3,11,1,11,8,6,4,2,0,1,0,0,0,0,0,0,0
2022-04-09 10:00:00,0,0,2,4,3,3,4,0,8,8,9,10,9,9,10,7,10,8,9,12,11,9,10,13,14,16,15,12,12,12,4,13,5,3,3,2,4,3,0,3,1,3,2,8,7,6,6,2,5,2,3,2,2,5,4,2,3,0,1,0,0,0,0,0,0
2022-04-09 11:00:00,0,0,0,1,3,0,5,3,8,15,17,17,18,18,16,12,8,6,13,8,15,14,14,10,13,14,16,13,11,8,11,10,7,7,8,6,8,9,9,10,11,10,8,3,8,10,11,9,7,7,7,2,1,6,5,3,0,2,1,3,1,0,0,0,0
2022-04-09 12:00:00,0,2,0,3,4,4,8,7,11,12,11,12,8,9,10,11,11,11,11,8,13,12,13,15,19,16,14,12,8,6,9,10,5,5,6,7,9,7,9,9,10,8,8,11,11,10,14,12,11,10,11,12,8,5,7,5,2,5,0,0,3,1,0,0,0
2022-04-09 13:00:00,0,1,2,1,2,0,3,5,7,8,10,11,9,5,11,10,13,12,9,10,8,9,8,9,10,12,14,15,14,12,11,12,6,8,6,5,10,12,13,11,9,9,10,12,10,10,12,15,14,15,16,15,8,14,12,7,7,8,5,2,5,0,0,0,0
2022-04-09 14:00:00,0,0,1,0,2,3,4,3,4,6,8,9,9,7,8,7,9,6,7,9,8,8,9,8,14,13,12,10,11,10,8,0,6,4,5,6,8,9,11,10,11,8,12,14,14,13,16,12,10,12,10,5,7,6,6,5,6,2,1,3,1,0,0,0,0
2022-04-09 15:00:00,0,1,4,5,6,2,7,6,9,11,13,15,14,5,15,16,18,15,16,5,17,6,15,15,15,17,9,9,6,5,6,7,6,9,7,4,7,9,10,7,9,8,8,12,14,13,17,16,13,10,13,14,9,9,7,5,4,3,4,2,2,1,0,0,0
2022-04-09 16:00:00,0,0,0,1,1,3,4,2,6,7,0,13,11,10,13,13,9,7,8,8,9,9,9,5,11,13,15,14,11,12,7,4,8,4,6,8,10,11,13,10,14,13,13,14,12,11,16,9,14,11,12,14,12,12,6,4,2,3,0,0,0,2,0,0,0
2022-04-09 17:00:00,0,0,1,2,2,0,5,0,7,9,8,0,5,7,8,10,12,11,12,7,14,13,11,10,11,11,10,9,7,2,7,6,6,7,9,7,11,10,10,12,12,12,11,9,6,8,8,10,7,10,9,9,7,8,7,7,5,3,0,0,2,0,0,0,0
2022-04-09 18:00:00,0,0,1,2,3,0,2,1,3,4,5,6,0,7,7,6,7,9,7,7,0,9,8,7,6,5,6,4,8,9,9,9,10,11,10,12,17,12,16,15,17,18,16,14,12,11,13,14,13,7,13,15,12,11,5,3,1,3,0,4,2,2,0,0,0
2022-04-09 19:00:00,0,0,0,1,2,0,0,2,2,5,4,3,4,5,4,5,4,8,7,8,3,7,9,1,8,9,9,6,6,0,3,2,10,4,5,8,12,15,16,15,13,11,12,12,9,11,13,11,11,11,12,13,7,10,7,6,4,3,2,1,2,0,0,0,0
2022-04-09 20:00:00,0,0,1,0,2,1,0,2,5,2,4,6,2,5,5,2,5,7,10,8,8,10,5,0,5,6,5,4,4,3,5,0,7,6,8,5,9,10,8,8,8,0,12,10,5,8,10,11,12,10,9,9,6,4,5,1,0,0,2,6,5,3,1,0,0
2022-04-09 21:00:00,0,0,2,0,0,0,0,2,1,2,0,0,3,6,3,7,6,5,5,7,6,6,9,4,7,6,3,3,5,0,6,4,10,8,7,9,9,10,8,8,4,0,7,8,6,4,6,4,4,5,7,8,8,0,5,4,5,4,2,2,1,0,0,0,0
2022-04-09 22:00:00,0,0,1,0,2,0,0,0,4,5,0,0,0,5,4,0,3,0,3,5,3,3,7,0,6,4,0,2,3,0,2,1,6,5,6,5,9,10,9,7,9,4,11,11,10,7,6,8,3,6,7,8,9,8,4,3,0,2,0,1,2,0,1,0,0
2022-04-09 23:00:00,0,0,0,0,1,0,1,3,4,5,5,3,0,4,4,3,2,3,4,3,0,3,3,0,2,3,0,2,1,1,3,0,10,11,8,9,12,11,9,8,9,8,9,9,8,6,9,7,6,4,7,6,5,3,1,0,0,2,0,1,0,0,0,0,0
2022-04-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 04:00:00,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 05:00:00,0,0,1,0,0,0,3,1,0,0,2,0,0,0,0,2,2,4,2,0,0,3,0,0,5,4,5,2,3,4,1,3,2,3,5,0,5,6,5,2,3,4,7,9,11,10,0,9,9,8,8,8,0,0,0,0,0,0,0,0,0,7,3,0,0
2022-04-10 06:00:00,0,0,0,0,0,0,2,3,0,4,3,5,2,5,3,4,0,0,2,2,4,2,0,0,5,2,6,4,3,0,2,0,1,2,2,0,5,6,4,0,4,4,3,5,5,4,0,6,4,3,4,0,0,0,0,2,0,1,2,0,1,0,1,0,0
2022-04-10 07:00:00,0,0,0,1,2,0,1,1,0,0,2,3,2,3,0,2,2,1,4,3,5,2,2,3,3,0,4,3,2,5,6,5,1,0,0,0,0,0,0,2,2,2,0,3,3,0,0,2,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
2022-04-10 08:00:00,0,1,3,2,7,6,7,4,10,13,14,15,13,16,16,12,11,11,10,9,7,8,8,10,9,10,8,7,8,3,7,9,3,2,4,0,4,6,7,8,9,8,9,5,6,7,4,6,5,6,5,0,2,3,2,1,0,0,0,0,0,0,0,0,0
2022-04-10 09:00:00,0,1,0,3,5,6,8,9,13,11,12,15,15,16,17,13,10,10,10,11,9,8,7,9,8,10,13,12,9,8,8,0,2,4,0,0,3,5,2,2,5,5,6,9,6,8,7,5,4,4,0,3,2,2,0,1,1,0,0,0,0,0,0,0,0
2022-04-10 10:00:00,0,0,1,2,3,2,4,0,8,9,10,13,12,14,11,11,10,11,13,12,13,13,8,7,12,11,13,9,8,7,5,4,4,7,3,1,3,3,3,4,5,0,4,4,3,3,4,3,4,3,6,5,1,3,1,2,1,0,0,0,1,0,0,0,0
2022-04-10 11:00:00,0,1,2,3,2,0,9,10,10,16,18,24,22,21,20,13,14,12,12,11,12,9,8,7,9,11,13,12,7,3,0,8,4,5,2,0,4,6,7,8,9,7,8,8,7,5,6,5,4,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-04-10 12:00:00,0,0,1,3,3,0,5,2,8,13,15,16,13,15,18,14,12,19,16,14,12,13,12,14,12,14,13,10,10,11,10,12,7,6,5,4,5,8,4,8,8,0,5,7,7,10,13,18,17,15,13,14,9,12,7,6,4,2,1,0,0,0,0,0,0
2022-04-10 13:00:00,0,1,2,0,0,2,4,5,6,11,12,14,13,13,13,12,14,14,12,12,12,13,12,7,10,9,10,10,9,8,7,8,6,4,6,6,8,8,9,10,9,0,6,4,4,8,11,12,13,13,15,14,4,13,8,5,0,4,0,3,2,0,1,0,0
