Unnamed: 0,1_개포동차고지(가상),2_래미안블레스티지아파트,3_개포1단지연금매장,4_개포고등학교,5_개일초등학교앞,6_그랑프리백화점,7_중대부고,8_단대부고.대치아이파크아파트,9_한티역7번출구,10_역삼중학교.강남세브란스병원,11_도곡1차아이파크.역삼청소년수련관,12_역삼럭키아파트.역삼월드메르디앙아파트,13_뱅뱅사거리.역삼동,14_서초문화예술정보학교,15_양재역,16_일동제약사거리,17_시민의숲,18_AT센터.양재꽃시장,19_하나로마트.코트라,20_꽃마을,21_개나리골입구,22_새원마을,23_본마을,24_청계산입구역,25_청계산.원터골,26_관현사입구,27_새쟁이마을,28_옛골,29_새쟁이마을,30_관현사입구,31_청계산.원터골,32_서초포레스타7단지,33_청계산입구역,34_본마을,35_새원마을,36_개나리골입구,37_꽃마을,38_코트라,39_양재2동주민센터.양재꽃시장,40_언남고교,41_일동제약사거리,42_양재역,43_뱅뱅사거리.구영동중학교,44_뱅뱅사거리뱅뱅프라자,45_도곡1동주민센터.역삼럭키아파트,46_도곡1차아이파크.도곡중학교,47_도곡렉슬아파트.강남세브란스병원,48_한티역6번출구,49_도곡렉슬아파트정문,50_중대부고앞,51_그랑프리백화점,52_구룡중학교앞,53_개포고등학교앞,54_개포1단지,55_개포중학교,56_개포동차고지(종점가상)
2022-03-11 21:00:00,1,1,4,0,0,2,3,5,11,10,10,11,11,12,17,12,11,10,10,0,9,5,8,5,4,0,3,3,0,1,5,6,7,8,3,0,5,9,7,9,8,7,9,9,9,7,3,3,3,0,5,4,3,1,0,0
2022-03-11 22:00:00,0,1,0,0,1,2,5,7,13,16,17,23,21,18,15,11,8,7,8,0,0,4,5,3,2,0,1,0,1,0,2,4,2,2,3,0,0,4,5,6,10,11,10,8,7,3,6,2,6,5,4,3,2,1,1,0
2022-03-11 23:00:00,0,0,0,0,0,0,1,0,4,2,5,3,1,6,10,9,9,9,6,0,7,7,4,4,3,0,2,3,0,0,0,2,2,0,0,0,0,0,3,0,4,3,0,5,4,4,3,1,3,0,7,0,6,0,2,0
2022-03-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 04:00:00,0,1,0,1,0,1,0,0,0,0,0,0,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,7,8,6,5,4,3,0,0,2,0,0,0,0,0,0,0,0,0
2022-03-12 05:00:00,1,1,1,0,0,0,0,0,0,0,1,1,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,1,3,2,3,1,3,11,9,8,7,4,2,0,1,3,2,1,0,0,0
2022-03-12 06:00:00,2,1,3,2,0,1,0,1,4,4,5,6,2,6,8,2,9,10,6,0,5,0,2,7,6,3,1,2,0,0,1,3,4,0,0,0,1,4,5,2,3,4,4,3,3,2,3,2,0,1,4,3,4,2,0,0
2022-03-12 07:00:00,0,1,3,0,0,2,0,1,6,6,7,8,3,5,10,9,8,9,8,8,7,0,7,7,4,0,1,2,1,0,3,3,3,4,3,0,3,3,5,3,3,7,6,4,6,5,2,1,0,0,2,3,2,1,0,0
2022-03-12 08:00:00,2,3,4,3,3,3,2,4,8,7,8,9,8,12,16,17,14,16,15,14,13,14,15,17,14,13,9,3,1,0,3,4,8,4,0,4,5,8,8,10,12,10,12,5,11,8,5,2,0,0,4,1,3,1,0,0
2022-03-12 09:00:00,3,1,3,2,2,1,3,4,9,11,12,10,13,12,21,22,15,24,25,27,24,23,25,34,31,30,29,4,5,4,5,8,10,7,8,2,9,8,9,8,9,6,7,6,6,8,6,3,2,0,3,1,2,0,0,0
2022-03-12 10:00:00,1,2,1,0,1,3,3,2,16,14,15,16,15,16,25,25,23,25,25,21,23,20,19,34,27,23,22,9,11,0,10,13,8,6,14,15,9,15,15,14,13,8,9,10,10,10,6,3,1,1,1,0,0,0,0,0
2022-03-12 11:00:00,2,8,8,5,7,5,8,6,10,12,13,13,11,14,26,20,22,23,22,0,14,20,5,19,15,7,11,7,8,9,10,12,15,14,10,0,9,11,7,6,10,7,8,7,6,9,7,2,3,1,5,0,4,1,0,0
2022-03-12 12:00:00,1,8,12,17,19,6,7,4,9,10,10,13,14,15,21,23,18,21,19,20,19,0,11,31,19,9,18,9,10,12,10,15,16,15,0,11,17,17,22,22,17,13,11,10,11,12,9,4,4,3,5,4,0,1,0,0
2022-03-12 13:00:00,3,6,7,6,8,5,6,5,12,12,11,13,14,17,20,23,19,22,21,0,14,12,19,19,15,13,9,14,17,11,19,18,20,18,19,0,20,19,16,18,13,12,13,9,11,15,13,5,5,4,1,2,1,0,0,0
2022-03-12 14:00:00,2,2,6,5,5,8,4,8,9,11,13,16,18,16,21,21,15,15,13,0,5,4,8,6,4,5,4,22,26,25,28,23,25,0,0,21,20,21,21,21,19,15,17,10,9,8,7,2,4,1,7,3,1,3,0,0
2022-03-12 15:00:00,3,4,4,5,7,7,7,7,9,11,12,14,13,15,12,11,10,12,8,6,0,0,7,8,9,8,7,32,25,35,33,34,29,30,30,24,22,27,26,26,25,16,16,15,12,10,8,4,3,0,5,0,4,3,0,0
2022-03-12 16:00:00,1,3,20,9,15,5,5,5,14,15,21,19,21,19,17,14,14,14,14,16,0,13,13,15,13,12,6,32,26,20,30,27,30,26,29,31,30,29,25,26,24,13,12,9,8,6,7,3,3,2,7,6,5,5,2,0
2022-03-12 17:00:00,2,2,7,2,8,3,4,5,15,16,10,19,16,14,10,8,3,9,15,7,14,6,11,9,9,5,7,30,31,33,31,29,25,21,22,21,23,28,25,26,28,21,19,16,12,13,12,3,3,0,8,6,6,5,3,0
2022-03-12 18:00:00,2,4,5,2,4,4,4,3,11,7,10,9,11,9,11,11,10,9,13,12,7,8,3,4,2,2,0,26,4,11,31,27,26,17,18,0,25,26,24,25,24,15,14,14,12,11,12,4,3,2,4,3,2,1,1,0
2022-03-12 19:00:00,1,0,2,3,2,0,2,3,3,2,5,6,6,4,5,4,3,7,10,9,0,0,10,8,7,6,5,12,0,11,12,12,8,11,0,10,0,14,15,5,13,9,8,8,6,7,6,2,1,0,3,1,2,0,1,0
2022-03-12 20:00:00,1,0,0,2,0,1,1,2,4,6,5,7,4,6,7,4,3,5,6,0,3,0,4,4,2,1,3,18,0,0,11,14,8,9,5,4,11,10,11,10,10,5,7,3,8,4,6,2,0,1,1,0,0,0,0,0
2022-03-12 21:00:00,0,1,2,3,1,2,2,1,8,7,8,6,7,5,8,10,4,8,7,6,0,0,5,5,3,2,2,7,0,0,9,10,5,0,8,0,9,10,12,13,12,5,5,1,3,4,3,3,1,0,6,5,3,2,1,0
2022-03-12 22:00:00,0,2,2,0,0,1,1,2,9,7,6,7,4,4,5,4,1,4,3,0,0,1,5,4,3,1,0,1,0,0,1,2,3,0,2,0,1,4,5,6,4,4,4,2,4,6,3,4,2,0,3,2,0,0,1,0
2022-03-12 23:00:00,0,0,0,0,1,0,0,0,4,0,8,8,7,6,8,7,6,4,2,1,0,3,5,5,4,0,3,2,0,0,1,2,0,0,0,1,0,0,1,2,3,5,4,3,3,2,1,0,0,0,4,2,1,0,0,0
2022-03-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 04:00:00,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 05:00:00,1,1,1,2,0,0,1,0,0,0,1,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,4,2,1,3,7,6,7,6,3,0,0,0,1,0,0,0,0,0
2022-03-13 06:00:00,0,1,0,0,0,0,0,0,2,3,4,1,2,1,4,0,1,3,2,0,0,0,1,0,1,0,0,1,0,0,1,2,2,0,0,0,0,1,2,1,1,0,3,1,5,2,0,2,0,1,2,1,0,0,0,0
2022-03-13 07:00:00,1,1,2,2,0,1,0,2,4,5,0,2,4,6,8,7,6,5,4,0,0,0,3,3,2,0,1,1,2,0,0,1,3,0,0,2,2,2,1,5,0,4,6,5,4,2,2,1,0,0,0,0,0,0,0,0
2022-03-13 08:00:00,1,2,4,0,5,3,3,4,4,4,6,7,3,10,10,8,9,10,10,4,7,6,6,10,5,1,1,2,2,3,2,3,3,4,0,0,3,3,3,3,4,2,3,4,4,5,3,2,1,0,0,0,0,0,0,0
2022-03-13 09:00:00,1,1,4,0,5,2,0,2,6,7,7,8,7,6,18,14,14,15,13,0,0,0,5,16,9,8,6,1,1,0,1,3,7,3,4,0,6,3,7,5,6,4,6,6,5,0,4,4,3,1,0,0,0,0,0,0
2022-03-13 10:00:00,1,3,2,0,0,1,1,0,4,5,4,5,7,8,10,9,8,8,9,0,3,7,4,12,10,0,8,5,4,1,5,6,7,7,8,0,0,4,5,0,7,6,5,5,2,4,3,1,2,0,2,1,0,2,0,0
2022-03-13 11:00:00,1,5,3,1,0,1,2,4,5,3,5,9,8,7,15,7,14,13,10,9,12,8,8,14,13,12,9,3,0,1,5,3,6,7,5,3,6,8,10,6,13,9,9,4,5,6,8,4,1,0,5,4,0,2,1,0
2022-03-13 12:00:00,2,3,3,3,2,1,3,3,8,8,9,11,10,11,11,11,2,7,11,12,7,1,11,14,14,13,11,3,5,6,6,10,12,13,5,0,14,7,7,8,8,6,4,5,7,5,7,3,6,2,2,0,1,1,0,0
2022-03-13 13:00:00,0,2,3,0,3,2,3,4,8,8,12,15,8,16,14,8,9,10,10,4,3,7,3,17,16,2,15,9,3,10,14,15,17,14,13,0,18,17,18,16,22,17,17,15,12,11,11,4,0,5,2,1,0,1,0,0
2022-03-13 14:00:00,1,3,5,4,5,3,2,1,5,6,3,6,8,11,9,7,6,8,12,9,8,11,9,8,4,7,2,15,5,17,20,11,12,11,6,11,8,10,12,9,11,8,7,6,5,5,4,2,1,0,1,0,0,0,0,0
2022-03-13 15:00:00,0,2,3,3,2,3,3,2,6,6,6,7,5,7,8,7,6,5,6,3,7,5,7,5,3,0,0,21,0,20,20,22,21,0,0,7,21,23,22,23,25,8,8,5,4,6,5,4,2,1,2,1,1,0,0,0
2022-03-13 16:00:00,2,3,6,5,2,4,3,2,6,7,8,9,6,5,10,9,6,8,9,0,5,10,9,4,3,3,1,12,8,15,11,18,9,7,0,0,7,18,16,11,13,11,10,10,9,5,8,4,2,1,5,3,4,1,1,0
2022-03-13 17:00:00,0,2,3,2,0,2,3,3,10,9,9,7,7,4,9,7,5,4,4,0,0,3,3,4,3,3,2,16,0,18,10,14,13,13,8,12,13,15,12,12,10,9,10,8,7,6,5,2,0,1,5,6,0,4,2,0
2022-03-13 18:00:00,1,2,1,3,2,2,1,0,4,2,5,7,5,8,8,7,5,6,10,4,0,5,8,4,3,2,2,8,6,5,10,11,13,14,9,13,14,16,14,13,11,9,5,4,7,2,5,1,0,1,5,0,4,2,1,0
2022-03-13 19:00:00,1,3,2,3,2,2,2,0,5,5,6,4,4,7,7,6,5,7,6,4,0,4,4,3,2,0,0,6,2,0,7,6,6,0,5,0,0,9,9,10,8,6,3,4,3,2,3,1,1,2,3,2,3,3,2,0
2022-03-13 20:00:00,1,1,2,2,1,2,3,3,7,6,6,5,6,4,7,7,2,6,7,1,0,5,2,5,0,0,4,7,0,0,6,10,2,0,0,3,0,9,6,2,7,7,7,6,3,1,2,1,0,0,2,0,1,2,1,0
2022-03-13 21:00:00,0,1,2,0,1,3,4,5,7,6,6,3,3,5,7,4,5,5,6,0,0,0,4,5,3,0,3,5,4,6,7,10,2,4,0,5,0,8,7,3,6,5,4,4,5,5,3,2,1,0,4,3,2,1,0,0
2022-03-13 22:00:00,0,0,0,0,0,0,1,1,3,4,4,5,5,4,8,6,6,9,3,6,0,8,4,7,2,0,1,1,0,0,2,3,1,0,0,0,0,5,4,0,4,5,5,4,3,3,4,2,3,0,2,2,1,1,0,0
2022-03-13 23:00:00,0,0,0,0,0,0,0,0,2,1,2,3,5,3,2,1,1,2,3,0,0,2,0,5,3,0,2,2,0,1,0,0,1,0,0,0,0,2,1,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,1,1,1,2,0,3,1,1,2,0,0,0,1,6,4,5,2,0,3,0,0,0,0,0,0,0,0,1,1,0,0,2,4,0,0,0,0,2,9,9,8,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,2,3,1,0,0,2,0,3,4,3,3,4,3,5,5,2,5,3,1,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,0,0,0,1,7,8,9,7,18,15,11,9,4,3,1,0,0,0,2,0,0,0
2022-03-14 06:00:00,2,4,7,1,6,3,2,3,9,12,14,16,13,11,10,7,8,7,2,0,0,0,0,1,1,0,0,2,0,0,4,5,6,7,0,0,4,6,5,0,7,8,6,4,5,4,3,3,2,1,6,5,4,2,1,0
2022-03-14 07:00:00,1,12,18,22,22,7,5,8,14,15,20,25,22,16,16,15,14,20,4,3,1,0,2,4,2,2,0,5,6,0,8,11,13,14,15,12,15,18,22,22,12,15,14,14,28,29,36,37,31,15,17,16,1,2,0,0
2022-03-14 08:00:00,2,12,14,11,9,6,9,9,42,38,29,24,20,21,36,28,21,20,12,11,1,10,10,9,4,3,1,7,9,3,3,17,23,20,23,22,20,15,16,17,24,39,37,31,21,15,19,6,5,4,6,1,4,1,0,0
2022-03-14 09:00:00,2,4,0,5,6,6,7,9,10,9,10,9,7,6,19,15,12,10,11,5,9,9,6,7,3,1,1,4,5,0,8,9,12,13,15,6,14,13,13,14,12,15,15,14,10,8,8,6,5,0,6,0,4,1,0,0
2022-03-14 10:00:00,1,2,4,2,4,3,4,4,6,7,9,10,10,8,8,7,7,6,7,0,4,0,6,9,8,6,2,3,3,2,2,5,7,8,8,6,0,8,8,6,7,4,9,8,6,8,5,1,2,0,1,0,0,0,0,0
2022-03-14 11:00:00,0,2,4,3,4,3,5,5,10,9,10,11,9,10,10,8,8,8,8,0,3,5,5,6,0,0,2,3,5,2,6,8,10,11,12,12,12,15,13,14,13,9,10,8,5,9,5,3,2,1,2,0,1,0,0,0
2022-03-14 12:00:00,1,4,3,3,0,2,5,8,11,13,14,11,9,8,12,13,6,11,13,7,0,1,11,6,4,2,0,3,5,6,7,8,6,4,3,5,9,10,7,7,9,7,8,7,6,6,5,3,4,1,3,2,2,1,0,0
2022-03-14 13:00:00,0,3,5,5,0,5,3,2,6,6,8,8,9,9,7,9,8,6,9,8,8,0,5,5,3,2,0,3,4,3,9,11,10,10,11,0,10,11,14,13,13,12,12,12,11,8,6,4,3,2,4,3,3,2,1,0
2022-03-14 14:00:00,1,5,2,3,5,4,5,4,7,8,11,12,8,9,9,10,9,9,8,7,0,6,6,6,5,3,3,6,7,3,11,12,13,6,12,5,11,10,10,12,12,11,10,7,8,8,6,4,3,2,3,12,5,9,1,0
2022-03-14 15:00:00,1,3,3,6,2,5,4,4,4,3,5,8,4,11,8,8,7,8,10,8,9,0,7,5,6,4,3,9,3,4,11,11,10,7,8,11,10,13,11,12,13,16,15,12,8,8,7,4,3,2,3,0,1,1,0,0
2022-03-14 16:00:00,1,2,7,37,39,35,41,32,31,30,17,14,15,12,15,13,10,10,10,11,0,9,10,5,4,2,2,3,3,4,5,8,9,10,0,9,8,14,17,22,23,19,18,15,16,14,10,5,5,5,6,2,2,2,0,0
2022-03-14 17:00:00,2,3,10,11,10,6,7,7,10,13,16,25,25,20,22,23,9,12,20,19,0,18,15,9,6,1,5,3,4,5,5,7,8,10,0,0,9,28,19,21,20,11,11,12,13,13,14,5,7,7,10,8,1,7,2,0
2022-03-14 18:00:00,1,2,7,1,6,4,5,6,13,11,21,28,30,27,18,22,23,18,28,23,0,27,22,9,7,6,7,7,3,4,5,10,10,11,0,0,12,57,49,54,47,27,31,27,45,58,47,8,6,3,9,6,6,4,2,0
2022-03-14 19:00:00,0,3,4,0,3,3,4,3,9,10,9,13,14,14,13,11,11,13,24,12,15,16,20,6,5,0,4,2,2,2,3,6,4,1,5,0,7,12,10,13,13,11,14,18,16,16,11,5,3,0,13,10,6,5,1,0
2022-03-14 20:00:00,0,1,3,1,1,0,4,3,8,9,14,12,9,10,10,8,10,11,13,1,0,6,6,8,5,0,4,2,0,0,4,3,5,0,0,0,0,4,4,3,3,9,10,8,9,9,7,5,4,2,5,3,3,3,0,0
2022-03-14 21:00:00,0,1,1,0,0,2,1,1,8,6,7,8,6,9,12,10,8,9,11,0,11,10,9,4,3,1,2,6,0,0,8,7,8,8,0,0,9,11,8,0,8,10,10,13,14,16,14,5,3,0,5,4,2,1,0,0
2022-03-14 22:00:00,0,1,2,1,0,3,5,6,16,9,17,17,14,11,10,6,9,5,10,0,0,9,8,5,3,3,2,2,0,1,0,2,4,0,0,0,0,3,5,6,7,7,6,7,7,6,7,6,2,5,3,3,1,1,0,0
2022-03-14 23:00:00,0,1,0,0,2,0,2,0,3,5,6,7,5,4,4,4,3,6,8,0,0,4,2,3,0,0,2,1,0,0,0,1,1,2,0,0,0,2,3,2,2,4,4,3,6,3,5,4,2,3,4,0,2,0,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,1,1,1,1,0,2,0,1,3,0,1,0,2,5,3,3,2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,2,5,0,0,0,0,0,5,0,6,3,4,3,0,0,0,2,1,0,0,0,0,0,0,0
2022-03-15 05:00:00,1,1,2,2,1,1,3,2,5,5,3,5,6,6,6,4,5,6,2,0,0,0,0,2,1,0,0,2,1,0,2,3,5,2,0,0,0,4,8,4,4,7,14,11,10,8,5,3,0,2,3,2,2,0,0,0
2022-03-15 06:00:00,1,2,5,6,6,2,0,2,10,15,14,17,16,11,8,6,7,6,2,0,1,0,0,2,1,0,0,2,1,0,3,5,7,8,0,0,6,7,6,4,6,8,8,6,4,6,6,4,3,0,1,1,1,0,0,0
2022-03-15 07:00:00,2,16,22,24,22,11,9,11,11,16,18,25,23,19,25,22,12,20,5,3,0,1,4,4,1,0,3,5,8,0,8,11,13,6,13,9,13,12,12,17,12,18,22,20,22,24,29,24,25,14,15,12,2,0,0,0
2022-03-15 08:00:00,1,6,8,8,10,6,6,8,21,23,25,23,18,17,26,22,19,20,14,13,6,11,10,11,8,7,3,6,7,4,5,17,20,19,20,17,18,14,19,20,20,32,36,29,24,12,9,5,6,4,6,5,3,0,1,0
2022-03-15 09:00:00,1,2,3,6,2,3,8,7,18,18,13,11,10,8,18,17,14,10,10,7,6,6,9,10,8,0,0,3,4,0,4,10,13,7,14,13,8,12,10,9,11,16,16,11,8,6,6,3,4,0,3,2,1,0,0,0
2022-03-15 10:00:00,2,5,4,5,5,6,8,3,9,10,11,13,10,9,10,8,7,9,11,8,7,6,10,15,7,6,2,4,5,3,6,10,12,15,8,0,16,16,13,15,14,6,12,11,7,6,5,1,1,0,3,2,0,1,0,0
2022-03-15 11:00:00,0,2,5,5,6,2,3,4,5,7,7,8,7,8,15,18,16,12,15,9,6,0,8,12,8,2,1,3,0,0,2,5,6,6,6,7,5,7,8,11,11,7,8,9,10,8,8,4,3,1,4,1,2,3,0,0
2022-03-15 12:00:00,0,3,5,2,6,4,3,4,9,7,8,10,11,11,8,9,8,9,12,0,10,9,6,12,9,7,6,4,5,6,9,9,9,6,7,8,4,14,10,6,10,8,9,7,8,6,6,4,5,1,7,4,2,1,0,0
2022-03-15 13:00:00,1,2,2,3,3,2,3,3,10,9,9,8,8,9,10,9,10,11,5,0,5,4,3,8,5,4,3,10,11,7,16,13,12,14,10,7,13,15,19,13,18,17,14,13,10,7,6,4,2,0,4,0,2,1,0,0
2022-03-15 14:00:00,2,5,5,6,7,4,3,4,7,12,8,11,9,10,9,8,7,6,8,8,7,0,7,6,5,4,3,6,7,4,10,11,12,0,8,6,15,17,10,11,15,16,15,12,14,13,9,7,5,4,3,1,1,2,0,0
2022-03-15 15:00:00,1,5,6,7,15,15,17,15,13,11,11,10,8,10,10,9,8,8,7,6,4,0,8,6,5,3,4,18,19,11,15,11,10,13,0,12,11,14,15,12,11,8,8,10,9,8,4,6,4,1,6,7,5,4,1,0
2022-03-15 16:00:00,1,2,13,25,24,23,29,26,24,25,16,13,13,14,19,18,18,17,18,16,8,17,14,8,5,4,3,4,6,4,12,17,18,12,13,14,16,21,20,19,20,15,16,20,14,14,10,5,5,2,10,0,9,6,3,0
2022-03-15 17:00:00,2,5,6,7,8,5,3,4,6,8,10,19,20,17,15,12,11,12,24,20,23,0,22,9,4,3,2,7,8,5,11,12,14,12,15,0,14,30,26,29,28,17,17,17,21,16,13,4,5,4,7,4,6,4,1,0
2022-03-15 18:00:00,1,4,9,1,7,6,7,8,15,14,20,34,35,29,19,16,16,15,28,28,17,25,23,9,7,5,5,8,8,11,12,15,12,13,15,16,10,51,47,49,46,22,22,23,29,38,29,7,5,6,10,9,6,7,1,0
2022-03-15 19:00:00,0,1,4,0,3,2,3,5,8,8,12,12,11,11,13,13,10,13,13,0,12,0,15,7,6,4,4,5,2,0,3,5,5,16,0,0,0,17,15,16,18,16,18,21,15,16,14,5,4,0,12,11,10,6,1,0
2022-03-15 20:00:00,1,2,4,0,2,2,3,4,7,5,7,8,11,12,14,7,13,14,14,12,0,11,13,3,2,1,2,4,0,3,11,12,14,8,15,0,13,13,10,10,11,7,11,11,10,13,10,4,3,2,5,4,3,3,0,0
2022-03-15 21:00:00,1,2,1,1,2,1,0,0,7,7,9,10,11,11,11,11,11,13,14,4,13,12,5,6,2,1,0,7,3,0,9,8,9,8,5,4,5,9,12,13,12,13,15,13,12,13,11,3,2,1,6,1,4,2,1,0
2022-03-15 22:00:00,0,1,3,1,0,1,4,3,14,8,13,13,14,12,10,9,10,11,11,10,0,9,4,6,3,5,5,4,0,0,3,2,5,0,5,0,4,8,6,4,9,7,7,9,9,6,7,5,3,1,7,2,6,5,0,0
2022-03-15 23:00:00,0,0,0,0,2,1,0,0,6,7,6,6,7,5,6,0,6,5,4,0,3,4,4,3,2,1,1,1,0,0,1,4,1,2,0,0,0,5,3,3,3,5,5,4,5,5,3,2,1,1,3,1,1,0,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,1,0,1,1,0,2,0,0,1,0,0,0,1,6,5,4,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,2,4,5,0,0,4,0,8,7,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,1,0,1,0,1,0,0,2,3,3,3,5,6,6,6,3,2,4,2,1,0,0,0,0,0,0,0,1,1,0,2,3,4,2,0,3,1,2,5,0,3,4,15,17,13,11,6,4,3,1,3,2,2,0,0,0
2022-03-16 06:00:00,1,4,5,6,5,2,0,2,10,9,12,15,14,11,11,10,9,11,7,5,0,1,1,4,0,2,0,2,1,0,4,6,7,8,4,4,5,9,9,5,9,6,7,6,5,5,3,3,1,2,5,0,4,1,0,0
