Unnamed: 0,1_양천공영차고지,2_신정숲속마을아파트.댓골마을입구,3_서서울생활과학고.궁동도서관,4_예림디자인고.오류고.서울공연예술고,5_수궁119안전센터,6_수궁동주민센터,7_금강수목원아파트,8_오남중학교,9_천왕역2번출구,10_천왕이펜하우스3단지입구,11_천왕이펜하우스4단지,12_천왕이펜하우스6단지,13_구로우체국.이펜하우스5단지후문,14_연지타운2단지,15_천왕역4번출구,16_오류2동주민센터,17_오류2동새마을금고,18_씨티월드,19_오류동역,20_오류1동주민센터.오류문화센터,21_경인중학교.개봉사거리,22_개봉역.한마을아파트,23_동양미래대학.구로성심병원,24_구일역.제일제당,25_신도림동.구로역,26_신도림역,27_문래동남성아파트,28_남부지방법원등기국.구로세무서(에이스하이테크시티),29_경방타임스퀘어.신세계백화점,30_김안과병원,31_당산동진로아파트,32_양남동로타리,33_양평1동주민센터,34_관악고등학교,35_오목교역.청학스포츠타운,36_현대아이파크아파트,37_목동중학교.서울출입국.외국인청,38_목동8단지.한전,39_양천구청.양천보건소,40_양천문화회관.양천일자리센터,41_목동10단지상가,42_신트리공원,43_신트리아파트,44_정랑고개.양천벤처타운,45_금옥중.금옥여고.백암고등학교,46_신정현대아파트.서부트럭터미널,47_양천공영차고지
2022-03-27 12:00:00,1,2,0,5,0,3,6,5,7,6,9,14,15,16,24,24,14,17,17,18,21,20,22,21,20,13,9,12,7,10,12,9,10,8,9,11,12,7,10,8,9,6,8,5,2,0,0
2022-03-27 13:00:00,3,2,0,1,6,6,9,8,5,4,6,10,0,16,17,20,25,27,26,15,22,20,19,20,21,12,11,10,13,13,15,14,17,17,20,22,19,20,17,16,13,12,6,3,4,3,0
2022-03-27 14:00:00,4,5,0,4,6,7,8,5,6,6,5,9,10,12,13,15,15,14,13,15,16,15,14,15,18,12,10,10,11,9,4,9,9,8,8,6,7,7,6,5,8,9,6,5,1,0,0
2022-03-27 15:00:00,3,2,2,3,4,9,10,1,9,6,5,8,9,11,14,16,16,15,18,19,20,21,15,16,20,16,11,8,7,10,12,10,9,10,14,13,14,10,13,12,12,11,7,6,4,0,0
2022-03-27 16:00:00,2,3,2,5,7,7,6,5,13,9,5,6,7,10,15,16,14,13,11,11,12,14,19,21,21,10,9,9,12,10,11,8,9,12,15,14,12,14,13,12,11,9,6,4,3,1,0
2022-03-27 17:00:00,7,5,0,4,6,3,6,5,4,9,9,9,6,7,10,9,9,10,4,2,8,7,6,7,7,5,15,13,16,18,14,0,15,16,16,18,22,23,23,20,19,15,12,10,5,2,0
2022-03-27 18:00:00,2,0,0,0,4,2,5,0,5,3,2,4,0,5,7,6,0,7,12,6,13,10,8,7,9,7,5,0,14,15,15,11,16,17,18,19,8,19,19,17,16,14,10,9,3,2,0
2022-03-27 19:00:00,4,1,0,2,2,3,3,2,6,4,4,1,2,2,6,0,6,3,6,7,8,5,9,3,9,6,7,8,15,19,16,18,15,15,21,19,19,14,18,16,15,10,13,9,3,0,0
2022-03-27 20:00:00,1,3,0,4,2,5,1,0,8,5,4,3,0,2,5,1,4,2,6,5,2,6,6,4,5,5,6,1,8,10,12,9,13,7,17,8,11,15,12,15,19,16,11,8,4,1,0
2022-03-27 21:00:00,1,0,0,2,3,4,3,0,3,2,4,6,3,6,8,1,7,6,5,6,7,7,2,0,5,4,0,5,8,8,8,8,7,2,11,10,11,9,12,18,21,10,19,16,9,1,0
2022-03-27 22:00:00,1,1,0,1,4,1,3,0,8,5,0,1,2,3,0,4,2,2,5,6,6,5,7,4,4,6,0,0,9,10,9,10,8,9,10,9,11,13,12,11,11,9,8,7,2,0,0
2022-03-27 23:00:00,3,0,0,1,2,0,0,1,8,6,1,0,0,0,0,2,4,0,6,5,4,0,3,2,2,2,4,5,10,10,9,7,7,6,10,9,7,7,0,6,6,7,5,4,2,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,0,0,0,3,4,0,0,5,6,11,12,17,0,21,8,21,0,25,27,28,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,0,0,1,2,1,0,1,1,2,4,8,6,8,8,7,9,10,13,13,15,13,28,26,20,18,15,13,11,8,7,5,3,3,5,4,2,1,0,2,0,0,1,0,0,1,0
2022-03-28 06:00:00,3,1,1,4,6,3,4,4,3,6,10,12,14,16,20,15,22,22,20,21,22,17,16,15,10,9,2,5,5,4,3,2,0,1,3,4,3,5,2,1,4,3,3,0,2,1,0
2022-03-28 07:00:00,6,8,7,4,16,17,24,9,10,13,19,38,41,43,37,41,42,42,40,44,46,40,44,41,38,27,15,13,17,15,13,12,10,10,13,10,12,16,17,17,16,21,16,5,3,0,0
2022-03-28 08:00:00,7,6,3,12,18,25,27,11,6,15,16,24,25,31,28,29,30,31,32,40,45,46,44,40,36,34,30,26,35,32,27,18,13,13,19,14,11,9,8,7,8,6,14,14,2,0,0
2022-03-28 09:00:00,1,0,0,6,7,4,6,3,4,7,4,8,9,13,14,15,19,22,20,22,22,38,36,30,24,17,13,12,12,16,11,9,6,8,9,4,7,6,5,4,3,2,3,2,2,0,0
2022-03-28 10:00:00,3,0,0,4,4,7,3,5,4,3,7,11,11,12,11,11,13,10,10,12,13,12,13,12,11,8,8,13,8,9,6,6,7,6,8,6,3,0,3,2,3,0,2,1,1,0,0
2022-03-28 11:00:00,1,0,0,9,10,12,11,5,13,12,12,15,4,11,12,12,15,12,12,11,11,13,15,17,17,12,11,11,8,8,7,5,8,10,8,9,8,6,2,7,6,3,1,1,0,0,0
2022-03-28 12:00:00,3,0,4,3,3,5,6,3,6,4,4,8,16,9,18,20,21,24,22,21,10,19,16,15,14,13,0,13,8,9,8,8,8,8,10,11,8,10,9,8,7,6,7,3,5,1,0
2022-03-28 13:00:00,4,0,0,3,5,0,4,3,3,4,3,7,7,11,14,8,16,13,15,14,12,5,11,10,10,8,0,7,10,10,10,6,8,8,10,11,10,5,7,7,5,3,5,3,0,3,0
2022-03-28 14:00:00,4,0,0,3,4,4,4,4,5,6,5,8,8,10,12,11,13,10,13,14,16,11,10,9,9,9,0,4,9,11,9,10,10,9,11,10,6,7,6,6,4,4,3,2,1,0,0
2022-03-28 15:00:00,2,1,13,16,17,13,10,16,8,6,7,9,10,11,13,13,12,11,10,3,15,16,16,17,14,13,4,14,11,11,10,9,10,11,15,13,11,10,8,7,9,8,8,8,2,2,0
2022-03-28 16:00:00,2,2,4,47,51,58,54,53,38,26,23,20,19,10,14,14,14,10,12,11,12,12,11,12,11,9,9,10,12,13,14,14,14,15,24,24,23,21,18,17,16,13,9,6,3,2,0
2022-03-28 17:00:00,4,3,5,10,14,18,19,18,14,10,8,11,17,19,19,18,19,18,14,14,14,13,17,23,20,13,11,12,13,17,17,17,19,26,28,26,23,25,22,22,23,21,16,13,6,2,0
2022-03-28 18:00:00,6,2,5,7,8,8,9,7,22,18,16,7,9,14,17,10,16,13,11,10,15,15,15,20,20,19,0,21,21,26,14,27,31,31,41,42,42,40,39,35,25,22,16,13,6,3,0
2022-03-28 19:00:00,3,2,0,3,1,4,5,4,14,11,8,5,6,7,9,9,9,8,8,9,10,12,11,10,9,5,0,2,9,9,10,10,11,9,26,24,21,20,23,37,42,34,23,19,8,2,0
2022-03-28 20:00:00,1,1,0,4,5,0,1,3,13,11,8,2,0,2,4,3,7,4,6,7,7,0,5,2,4,4,0,3,8,9,9,10,8,11,15,14,16,16,15,15,17,16,10,7,4,1,0
2022-03-28 21:00:00,3,0,0,4,5,4,5,0,21,14,9,3,1,2,4,3,4,3,4,4,6,5,4,1,1,3,5,4,8,7,9,9,9,8,12,14,16,15,16,18,18,13,13,12,6,3,0
2022-03-28 22:00:00,2,0,0,2,4,2,3,4,8,6,2,5,3,0,6,6,6,2,3,4,3,3,4,3,2,3,4,1,12,13,12,12,14,15,17,20,17,15,17,16,17,16,12,10,3,2,0
2022-03-28 23:00:00,2,0,0,3,0,0,0,0,2,0,0,1,0,1,1,2,3,0,0,3,0,2,2,2,2,4,3,2,5,5,3,8,9,8,13,3,5,12,14,13,3,11,9,8,3,0,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,0,0,0,3,4,0,5,6,7,12,13,22,0,26,28,29,12,30,33,34,36,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,0,0,0,2,2,1,2,1,3,2,3,5,3,7,8,0,4,13,14,13,15,33,32,29,25,21,18,11,6,9,6,5,4,6,4,3,0,1,0,0,0,2,3,0,1,1,0
2022-03-29 06:00:00,2,3,0,4,7,3,8,9,6,8,12,17,19,22,21,22,22,19,21,23,27,30,20,19,18,11,8,6,7,6,5,3,0,4,6,5,0,6,5,6,8,6,5,4,1,2,0
2022-03-29 07:00:00,13,14,8,4,8,8,9,8,7,11,17,28,31,41,44,45,49,45,44,53,52,53,50,40,43,24,21,18,17,18,21,21,18,18,20,11,12,14,17,22,33,38,39,34,2,4,0
2022-03-29 08:00:00,6,7,2,10,18,25,23,12,7,18,19,28,31,41,40,43,42,40,42,45,46,47,49,57,47,34,30,29,38,35,27,17,8,12,20,17,16,15,13,12,11,10,12,15,2,0,0
2022-03-29 09:00:00,3,4,0,5,5,6,5,4,3,4,8,13,12,21,20,19,27,23,25,26,25,25,24,24,25,18,16,16,13,10,9,7,6,5,9,7,6,4,3,5,3,3,2,2,1,2,0
2022-03-29 10:00:00,1,2,1,3,4,5,5,3,5,4,6,11,6,11,15,15,14,12,11,12,10,13,14,15,15,11,10,9,7,7,4,5,5,5,7,8,4,7,7,6,6,5,3,1,0,0,0
2022-03-29 11:00:00,2,0,2,5,4,6,6,2,4,6,6,7,11,12,10,10,11,10,9,14,12,11,11,10,11,8,6,7,9,10,9,8,6,6,9,7,10,10,4,9,6,4,5,4,1,0,0
2022-03-29 12:00:00,1,0,0,2,4,3,4,5,3,6,3,11,13,9,15,11,11,12,10,12,12,10,6,9,10,8,8,5,6,10,9,9,8,7,9,8,7,7,7,5,6,5,3,4,1,0,0
2022-03-29 13:00:00,1,2,0,3,2,5,4,3,7,6,6,6,7,9,11,8,16,20,18,18,13,12,11,11,9,8,6,9,11,9,8,8,9,8,11,11,8,8,6,6,6,4,3,1,2,0,0
2022-03-29 14:00:00,7,2,0,4,4,5,5,7,7,3,4,6,7,9,14,7,16,14,10,11,11,9,12,15,14,10,8,8,10,9,8,10,11,9,9,10,10,11,8,8,9,5,7,2,3,2,0
2022-03-29 15:00:00,3,2,2,6,7,5,8,6,6,7,6,7,6,9,11,11,12,11,10,10,9,7,9,9,10,8,5,9,11,12,11,10,11,12,14,13,14,12,7,8,8,7,6,2,4,2,0
2022-03-29 16:00:00,4,2,23,44,53,43,48,43,33,25,19,16,16,15,20,21,20,19,20,19,17,15,12,13,11,10,7,9,18,17,17,17,17,15,18,16,16,15,12,13,12,9,9,5,4,2,0
2022-03-29 17:00:00,5,5,6,15,17,18,18,16,16,14,11,12,16,18,16,17,16,13,12,9,9,10,13,15,15,15,17,16,17,18,18,20,21,21,21,18,14,15,22,20,23,22,14,10,4,2,0
2022-03-29 18:00:00,11,12,12,9,7,12,9,10,13,10,6,9,7,10,15,12,22,15,17,15,12,13,14,16,17,10,7,11,15,16,17,18,21,25,40,40,35,33,29,31,31,23,18,17,8,6,0
2022-03-29 19:00:00,4,5,4,5,5,8,8,6,35,26,14,8,10,12,12,11,13,10,6,8,7,6,6,6,6,5,6,0,9,13,8,9,13,14,20,20,20,19,17,16,13,12,10,8,5,0,0
2022-03-29 20:00:00,2,0,0,0,2,3,0,2,12,9,5,4,3,5,6,7,6,5,4,6,5,6,5,5,6,5,4,0,12,14,12,11,15,12,15,17,18,20,19,18,18,13,10,6,3,1,0
2022-03-29 21:00:00,1,3,1,8,10,11,2,9,15,11,8,2,0,1,3,5,5,3,3,4,5,7,4,6,5,6,3,5,11,14,9,10,11,11,15,16,10,16,17,20,22,19,11,10,3,2,0
2022-03-29 22:00:00,4,0,0,4,4,6,5,2,9,4,3,4,2,1,2,1,2,5,0,4,4,4,6,4,4,3,0,4,5,7,6,5,6,7,13,14,19,20,25,29,31,30,28,26,18,9,0
2022-03-29 23:00:00,0,0,0,1,0,0,0,0,0,0,0,2,3,1,2,0,6,2,3,2,1,1,1,0,1,3,4,4,10,11,7,10,9,8,12,13,12,13,14,12,11,8,9,7,3,0,0
2022-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 04:00:00,0,0,0,2,0,0,0,3,5,10,13,19,0,24,11,23,24,24,0,0,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 05:00:00,1,0,0,1,1,1,1,1,4,3,3,6,4,7,7,8,12,14,12,14,15,15,14,25,19,15,13,10,9,6,5,4,3,3,3,0,2,1,0,2,2,0,0,3,2,1,0
2022-03-30 06:00:00,4,4,3,2,4,4,5,5,4,5,5,14,17,22,22,16,17,16,18,20,20,21,22,20,18,11,7,5,6,4,2,0,2,2,3,3,3,4,1,3,0,2,0,1,0,0,0
2022-03-30 07:00:00,12,11,6,2,10,12,15,6,4,9,14,32,36,45,46,47,48,45,44,49,56,50,49,40,42,27,13,13,15,12,13,10,9,9,10,15,15,19,22,23,23,28,32,30,2,4,0
2022-03-30 08:00:00,5,5,10,12,21,28,26,11,6,11,14,29,34,37,31,32,34,32,35,37,44,52,53,53,52,42,40,37,35,27,22,14,11,13,26,21,12,9,6,7,6,5,8,7,2,1,0
2022-03-30 09:00:00,2,0,0,5,6,8,10,9,3,4,8,13,14,16,18,19,22,21,23,25,24,23,22,24,21,16,13,14,12,14,12,9,6,8,9,8,6,6,6,7,6,1,7,6,2,2,0
2022-03-30 10:00:00,1,0,2,3,0,5,3,0,4,4,5,8,9,13,13,14,16,14,15,13,10,14,13,14,12,11,10,8,6,8,9,8,5,7,13,12,12,6,10,7,7,3,5,2,0,1,0
2022-03-30 11:00:00,1,0,0,2,4,4,0,2,3,5,4,7,5,8,8,8,9,10,14,15,13,14,12,17,14,13,13,14,15,15,13,8,7,8,8,6,7,6,10,9,7,6,7,4,2,0,0
2022-03-30 12:00:00,1,1,2,4,5,6,2,4,6,7,5,7,9,11,16,18,18,15,13,12,14,14,13,12,9,9,8,7,6,9,8,9,6,12,12,9,8,7,7,8,9,6,4,3,2,0,0
2022-03-30 13:00:00,5,0,0,9,0,10,0,8,6,2,5,12,13,15,18,18,20,20,17,12,16,15,11,16,12,13,9,13,9,12,14,8,13,17,14,9,10,6,11,11,12,11,10,7,6,3,0
2022-03-30 14:00:00,3,0,0,8,9,5,8,9,11,10,6,7,2,9,9,9,13,11,8,8,12,12,15,4,14,9,3,3,6,6,7,9,10,10,12,10,9,8,9,7,8,4,6,4,1,0,0
2022-03-30 15:00:00,5,6,28,33,34,36,33,29,17,12,10,9,9,10,14,13,11,10,8,10,9,9,11,9,11,7,0,8,10,13,13,9,12,12,11,10,10,10,11,11,13,11,10,9,3,2,0
2022-03-30 16:00:00,2,3,5,42,42,51,50,37,39,30,24,18,16,15,17,16,17,17,18,20,14,11,10,14,11,9,8,9,10,12,15,17,16,22,23,21,21,20,18,17,17,16,11,8,4,1,0
2022-03-30 17:00:00,3,2,5,6,7,14,14,6,22,20,13,8,12,15,14,15,19,16,13,14,13,12,20,19,17,9,8,11,10,13,16,17,18,21,25,23,20,20,21,21,20,18,11,9,7,1,0
2022-03-30 18:00:00,5,0,0,5,8,11,12,10,14,10,8,8,10,12,15,13,19,17,17,14,15,17,15,15,15,16,13,12,19,19,17,18,20,23,33,29,30,30,28,27,29,27,18,17,8,3,0
2022-03-30 19:00:00,5,0,0,8,2,9,0,7,9,3,5,5,6,6,8,6,7,8,8,6,6,5,8,9,12,9,9,7,10,13,13,14,14,16,20,19,19,17,18,22,21,18,15,12,7,3,0
2022-03-30 20:00:00,3,0,0,8,9,10,9,5,10,5,6,5,0,6,8,4,5,8,7,8,4,9,8,5,6,6,5,6,8,8,5,10,12,13,18,18,17,20,20,16,18,17,10,8,3,1,0
2022-03-30 21:00:00,2,0,1,5,3,9,10,9,9,7,3,1,0,1,4,4,6,5,2,0,5,5,6,4,5,9,9,9,15,13,12,15,14,10,17,19,21,22,20,18,17,14,12,9,4,0,0
2022-03-30 22:00:00,4,1,1,3,0,6,0,5,14,10,5,2,3,2,4,0,5,3,4,3,4,3,5,4,4,2,0,2,9,10,7,6,12,10,18,19,23,24,33,35,35,30,23,18,8,3,0
2022-03-30 23:00:00,0,0,0,2,3,0,0,2,3,3,2,1,2,3,1,0,2,1,3,2,0,0,0,0,2,3,2,3,6,6,3,5,6,7,13,12,7,6,10,10,6,9,5,0,3,0,0
2022-03-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 04:00:00,0,0,0,2,3,0,0,4,6,10,13,20,0,25,26,27,28,25,27,0,28,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 05:00:00,1,0,0,2,1,0,2,2,1,3,1,5,5,7,8,9,14,17,19,18,18,17,16,23,18,10,4,10,9,10,7,2,3,2,3,0,2,1,2,1,3,2,3,3,2,1,0
2022-03-31 06:00:00,3,0,0,2,3,3,5,5,4,6,10,12,14,22,21,14,22,21,20,22,26,25,15,16,13,8,5,2,4,2,2,0,6,2,5,3,2,3,3,4,4,0,3,3,1,0,0
2022-03-31 07:00:00,14,5,7,4,6,2,7,6,6,9,13,31,33,34,35,36,40,38,40,42,43,40,43,43,39,19,18,13,14,17,19,16,12,14,14,16,16,23,31,35,36,33,32,24,1,2,0
2022-03-31 08:00:00,4,3,12,11,24,31,31,11,16,10,19,40,44,47,42,43,41,40,40,43,41,43,47,41,47,30,26,23,22,24,20,14,11,14,23,19,12,8,7,6,10,4,5,4,4,1,0
2022-03-31 09:00:00,2,0,0,3,6,5,8,7,5,8,9,14,8,19,19,21,23,23,24,26,30,29,25,23,20,13,12,13,14,13,8,9,9,8,11,12,8,8,3,4,3,0,5,3,0,2,0
2022-03-31 10:00:00,2,0,0,3,4,4,4,4,5,4,5,8,9,12,13,12,13,13,14,18,16,19,9,12,16,8,6,7,9,8,7,7,8,7,8,10,10,10,9,7,1,3,4,0,2,0,0
2022-03-31 11:00:00,2,0,0,5,7,7,3,7,6,2,5,6,6,9,10,9,10,9,10,12,10,11,10,11,14,11,10,7,8,6,8,7,8,7,8,7,7,8,5,6,5,5,4,1,0,0,0
2022-03-31 12:00:00,1,1,2,4,6,3,4,5,4,4,3,8,9,12,13,6,17,18,16,20,16,17,17,16,14,9,10,12,8,8,8,6,6,7,11,12,6,6,5,0,6,2,6,4,2,0,0
2022-03-31 13:00:00,1,1,0,5,6,9,3,6,5,3,3,8,9,11,7,12,17,12,14,13,11,10,9,11,11,9,5,6,13,13,14,14,14,13,14,12,6,6,5,6,6,5,4,2,1,0,0
2022-03-31 14:00:00,2,2,2,3,4,3,3,2,6,4,5,10,8,9,11,12,13,11,9,15,14,10,10,11,12,8,5,7,8,13,12,10,12,11,26,22,21,10,19,15,3,6,6,5,2,2,0
2022-03-31 15:00:00,3,1,0,6,7,7,5,3,9,8,6,12,12,13,14,13,13,11,13,15,19,18,17,15,13,9,6,11,13,12,12,13,9,12,12,12,13,11,10,8,10,11,7,5,2,0,0
2022-03-31 16:00:00,3,4,8,47,52,54,52,45,30,22,22,22,20,20,29,29,30,27,22,12,20,16,20,18,15,13,12,8,13,14,14,13,13,21,21,22,21,19,18,20,19,16,12,6,4,2,0
2022-03-31 17:00:00,5,4,4,10,4,8,9,10,20,17,13,10,13,14,19,22,21,18,17,15,14,14,19,21,22,14,15,17,20,21,21,24,21,21,19,19,19,19,16,14,12,9,8,7,3,2,0
2022-03-31 18:00:00,6,5,4,7,5,7,7,5,36,29,14,5,8,10,16,15,18,16,16,15,15,19,16,25,28,17,2,8,14,17,18,20,23,26,43,40,42,41,39,41,41,37,24,17,9,6,0
2022-03-31 19:00:00,4,0,0,6,7,9,5,8,24,16,6,6,7,7,8,9,11,8,5,8,7,6,11,14,13,12,12,12,11,11,13,14,14,19,25,25,26,25,25,24,24,20,14,10,4,2,0
2022-03-31 20:00:00,1,2,0,5,2,6,5,4,6,5,3,2,3,3,4,5,4,2,6,4,4,5,4,7,3,3,2,4,10,11,10,12,11,13,18,17,15,14,15,16,14,10,8,4,4,2,0
2022-03-31 21:00:00,3,4,0,5,4,3,0,4,9,6,4,2,3,0,2,4,5,7,6,4,5,0,6,3,3,4,2,2,9,9,10,11,10,9,17,17,16,17,19,18,18,16,14,9,4,1,0
2022-03-31 22:00:00,2,3,2,4,6,1,3,3,15,11,7,4,4,0,8,6,7,5,8,3,7,6,4,5,3,5,6,2,7,7,6,5,6,7,17,20,22,25,32,30,33,28,23,20,9,2,0
2022-03-31 23:00:00,2,0,0,0,0,1,2,1,6,3,0,1,0,0,1,1,1,1,4,4,4,2,3,0,2,4,0,2,11,8,10,11,11,10,14,14,9,13,13,14,15,12,9,7,3,0,0
2022-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 04:00:00,0,0,0,2,3,0,0,4,5,10,12,19,20,24,27,27,26,26,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 05:00:00,0,0,0,1,2,2,3,4,4,2,3,4,0,7,8,7,10,13,14,17,16,24,16,22,16,12,10,7,7,6,6,4,2,3,4,2,3,0,0,2,3,0,2,0,1,0,0
2022-04-01 06:00:00,3,4,0,6,9,5,0,9,6,7,8,15,19,23,26,11,20,16,15,17,21,23,20,19,17,6,4,0,6,5,4,3,2,3,5,7,6,7,1,4,8,6,3,3,1,2,0
2022-04-01 07:00:00,11,9,3,5,7,10,12,6,8,12,15,30,34,38,38,38,40,41,43,49,49,46,50,38,40,23,14,13,11,10,12,8,6,7,10,15,16,18,19,18,20,22,27,26,4,2,0
2022-04-01 08:00:00,6,0,0,14,20,25,25,12,7,10,12,19,21,29,33,35,37,39,42,47,47,46,47,43,36,29,25,27,28,28,23,17,17,18,20,19,15,9,15,15,14,11,22,26,4,3,0
2022-04-01 09:00:00,1,2,1,8,12,9,12,6,6,9,9,10,11,15,15,25,30,25,21,16,19,21,26,27,24,17,16,15,18,15,11,7,5,5,6,7,5,5,1,3,1,1,4,3,2,1,0
2022-04-01 10:00:00,2,0,0,3,4,5,7,4,5,6,7,11,13,12,12,14,15,13,14,16,16,15,14,9,12,12,5,10,10,12,13,11,8,7,7,6,5,7,2,3,3,5,3,3,0,0,0
2022-04-01 11:00:00,2,0,1,4,2,5,2,6,4,5,8,11,12,16,16,10,18,19,10,13,11,9,11,12,13,11,12,11,12,8,8,7,6,7,9,7,8,7,6,5,6,4,2,2,1,1,0
2022-04-01 12:00:00,1,1,0,2,3,4,3,2,4,2,5,8,11,7,12,11,14,17,16,14,11,13,10,12,14,11,11,4,8,13,10,9,10,9,12,11,9,8,7,7,6,5,4,2,3,1,0
2022-04-01 13:00:00,3,2,0,4,5,5,6,5,3,4,7,15,16,16,19,17,19,20,19,20,14,14,13,14,9,12,13,12,14,15,13,5,13,14,9,9,7,7,6,6,2,4,3,1,0,0,0
2022-04-01 14:00:00,1,0,3,7,5,11,10,8,5,8,7,9,12,13,11,14,14,12,12,13,11,17,16,17,18,14,13,13,15,16,15,12,11,12,16,12,10,9,8,6,4,4,3,0,1,0,0
2022-04-01 15:00:00,7,2,8,46,48,50,49,42,31,26,18,17,19,18,19,20,18,17,17,17,17,15,13,13,8,15,7,6,15,14,12,13,11,12,18,18,20,17,16,15,13,11,7,5,2,0,0
