Unnamed: 0,1_선진운수종점,2_구산사거리,3_역촌중앙시장,4_구산역1번출구,5_대조동주민센터,6_연신내역.로데오거리,7_선일하이츠빌라,8_세명컴퓨터고등학교,9_은진초교입구.은뜨락도서관,10_은평구민체육센터앞,11_신도초중교입구.한국고전번역원,12_은평경찰서,13_연신초등학교.연신내성당,14_북한산대창센시티아파트,15_불광중학교,16_북한산수자인아파트,17_수리초등학교입구,18_불광1치안센터.독바위역,19_불광1동공동주차장앞,20_불광대호아파트,21_불광초등학교,22_불광역3호선.서울혁신파크,23_한전성서지사.북한산푸르지오,24_녹번역,25_홍은동동부센트레빌,26_산골고개,27_홍은현대아파트,28_정원여중.스위스그랜드호텔,29_동신병원,30_서대문구청.서대문구의회,31_서대문자연사박물관입구,32_한성화교중고교.서대문소방서,33_연희3거리,34_연희교차로,35_서대문우체국,36_연세대학교앞,37_연세로.스타광장,38_현대백화점,39_동교동삼거리연희동방면,40_연희동대우아파트,41_연희교차로,42_연희3거리,43_한성화교중고교.서대문소방서,44_서대문자연사박물관입구,45_서대문구청.보건소.구의회,46_서대문구보건소별관,47_정원여중,48_홍은현대아파트.스위스그랜드호텔,49_홍은사거리.북한산더샵아파트앞,50_산골고개,51_녹번동대림JR아파트앞,52_녹번역,53_한전성서지사.북한산푸르지오,54_불광역3호선.서울혁신파크,55_불광역9번출구.불광초등학교,56_불광롯데캐슬아파트,57_불광대호아파트,58_불광1동공동주차장앞,59_불광1치안센터.독바위역,60_수리초등학교입구,61_북한산수자인아파트,62_불광중학교,63_북한산대창센시티아파트,64_연신초등학교,65_은평경찰서,66_신도초중교입구.한국고전번역원,67_은평구민체육센터앞,68_은진초교입구.은뜨락도서관,69_박석고개,70_신한은행갈현지점,71_연신내역.로데오거리,72_은평연세병원,73_구산역4번출구,74_역촌중앙시장,75_구산사거리,76_선진운수종점
2022-03-25 12:00:00,7,6,7,9,8,9,10,7,5,5,8,10,5,11,11,6,11,14,12,13,11,12,17,19,21,22,12,20,19,18,20,21,16,15,16,15,8,9,11,10,10,11,10,12,9,11,11,10,13,11,11,10,10,8,12,13,14,13,10,11,9,8,9,7,7,7,10,7,6,9,10,7,9,3,2,0
2022-03-25 13:00:00,11,5,14,16,16,9,8,9,8,9,7,7,7,7,8,9,9,11,12,13,10,15,10,12,13,16,16,19,20,17,19,15,11,12,10,8,9,10,10,8,10,11,7,12,14,18,22,25,23,22,19,16,17,17,18,18,14,13,11,9,7,6,5,4,4,5,5,7,8,7,8,7,7,6,3,0
2022-03-25 14:00:00,5,6,8,10,9,5,5,5,3,5,6,8,7,10,33,35,36,35,27,16,13,15,14,17,18,20,22,22,21,20,21,21,14,15,14,3,1,6,13,15,14,16,14,16,19,18,21,22,21,16,12,15,13,15,11,14,13,13,11,11,10,10,9,8,8,9,7,6,8,6,9,7,6,3,2,0
2022-03-25 15:00:00,10,11,11,18,15,13,12,14,18,19,12,22,22,21,23,22,20,21,20,15,13,13,15,17,15,17,16,17,15,14,13,14,13,10,9,11,0,19,20,26,13,15,15,12,16,18,9,21,22,24,23,24,24,16,18,18,16,15,12,12,11,11,8,8,7,10,5,10,17,16,17,12,8,7,6,0
2022-03-25 16:00:00,22,22,24,27,24,21,23,21,18,15,12,12,0,14,17,17,14,13,11,13,12,17,18,20,16,23,23,22,21,20,20,17,16,18,16,6,0,11,15,16,30,27,29,29,30,33,32,34,31,28,26,20,21,23,32,34,32,27,20,17,12,11,9,9,9,10,9,14,15,16,22,16,12,11,6,0
2022-03-25 17:00:00,10,11,10,13,13,14,14,16,11,14,13,13,11,12,13,14,10,13,10,13,9,12,16,18,20,17,18,15,20,19,20,18,14,13,13,8,0,15,23,23,26,29,29,25,22,25,21,25,29,26,23,19,17,21,33,34,26,20,17,19,15,14,13,10,13,15,14,16,11,10,19,17,14,11,10,0
2022-03-25 18:00:00,10,12,14,23,23,16,18,15,14,15,15,12,13,16,15,16,15,15,12,14,11,17,18,19,20,22,20,20,22,29,20,26,23,23,23,15,14,15,24,25,30,32,33,32,43,56,55,55,53,53,50,44,33,27,32,31,33,28,23,22,19,18,15,11,11,10,10,10,8,8,31,30,18,16,13,0
2022-03-25 19:00:00,4,5,5,13,18,20,18,16,14,13,13,14,11,17,17,9,13,10,11,10,8,14,9,12,10,14,12,12,12,0,12,14,13,12,12,9,0,16,27,35,43,45,45,42,39,33,31,30,27,27,26,19,16,18,24,24,21,20,19,19,17,10,9,8,7,7,7,6,7,6,39,38,31,25,18,0
2022-03-25 20:00:00,5,6,9,10,9,10,6,12,13,12,14,15,4,12,8,10,8,10,8,6,6,7,5,7,5,6,6,5,5,4,5,5,4,6,0,7,0,9,14,23,25,26,22,22,21,21,18,21,19,18,17,16,12,16,25,25,23,22,19,20,13,11,11,7,7,6,7,7,8,4,10,12,9,9,7,0
2022-03-25 21:00:00,3,3,1,7,10,14,12,11,7,5,8,7,8,8,9,5,7,7,7,6,8,7,4,5,4,4,3,4,4,5,0,6,5,4,4,9,0,15,22,23,23,20,22,20,21,22,19,21,20,19,16,14,12,13,18,13,13,9,8,11,9,6,3,5,3,2,1,1,1,6,11,13,11,7,6,0
2022-03-25 22:00:00,2,3,8,13,28,29,28,27,23,22,19,11,16,15,14,12,12,9,7,6,4,7,8,9,2,6,7,3,3,5,4,2,3,3,4,7,0,23,24,26,26,28,29,28,28,25,23,24,21,20,19,17,17,16,16,15,16,13,10,11,10,9,7,5,3,2,2,2,2,2,8,7,7,7,3,0
2022-03-25 23:00:00,0,2,1,1,0,13,6,0,0,13,12,5,5,11,10,9,5,3,3,7,6,5,3,4,3,4,3,4,0,5,1,0,4,2,1,7,0,17,23,26,27,28,18,26,25,24,23,16,21,21,9,22,17,14,14,13,12,10,9,10,8,7,7,2,6,5,2,4,3,0,20,19,14,7,5,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,1,0,0,2,1,2,1,2,2,0,0,0,4,5,6,8,9,10,12,13,12,13,16,17,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,3,4,6,8,7,3,3,4,2,0,3,3,4,5,6,6,5,6,4,10,9,14,14,5,15,16,9,19,17,18,19,18,16,17,14,1,0,3,2,4,6,3,4,9,10,10,9,10,8,7,8,9,7,6,3,4,2,0,5,0,6,0,0,0,0,0,5,4,3,2,0,0,0,0,0,0
2022-03-26 06:00:00,5,5,6,5,5,2,0,2,1,1,1,2,2,4,4,1,6,7,9,10,5,6,8,3,0,5,4,3,4,2,5,0,3,0,4,3,0,2,0,0,2,2,1,2,2,3,3,3,0,1,1,2,2,0,3,2,1,1,0,0,1,2,1,0,3,4,0,4,2,0,4,2,0,1,0,0
2022-03-26 07:00:00,7,7,3,8,8,3,4,3,0,2,4,4,3,7,8,9,8,9,11,10,9,9,8,11,11,12,11,13,12,10,9,10,9,7,5,5,0,2,3,4,5,2,3,3,0,5,3,4,3,0,1,0,3,5,5,4,4,7,4,6,5,2,3,4,2,7,7,9,2,8,5,3,2,2,2,0
2022-03-26 08:00:00,5,8,11,9,7,5,6,2,5,3,5,3,6,9,11,12,12,16,17,17,12,10,11,13,13,14,13,14,13,13,12,14,9,10,8,3,0,3,1,4,2,4,1,6,0,8,9,10,8,5,5,6,6,6,6,3,8,9,9,10,6,5,4,0,3,6,7,4,7,5,9,8,4,3,1,0
2022-03-26 09:00:00,10,13,13,19,18,13,6,16,15,13,4,4,5,9,7,8,11,19,20,22,20,10,14,13,13,12,12,13,14,13,14,10,10,11,7,4,3,2,2,3,5,5,3,4,5,5,6,9,5,4,7,6,5,7,10,9,3,7,5,8,3,8,5,6,5,6,9,7,9,6,8,8,3,5,2,0
2022-03-26 10:00:00,6,7,10,12,11,6,4,5,3,5,2,5,5,10,11,11,14,19,18,18,16,13,12,15,16,16,15,17,17,16,17,18,15,13,13,10,0,5,6,9,9,8,7,6,9,8,7,8,11,0,11,9,9,8,7,6,7,7,8,8,9,7,7,4,6,7,6,9,9,8,6,5,5,4,3,0
2022-03-26 11:00:00,8,9,11,11,8,9,10,9,8,7,11,13,6,9,15,17,18,22,23,22,17,17,14,17,18,22,20,20,16,16,17,17,16,13,12,5,0,7,18,17,17,4,6,9,9,9,9,10,10,7,9,7,7,6,7,8,9,5,4,8,8,7,8,7,5,24,25,28,28,28,29,23,11,7,3,0
2022-03-26 12:00:00,6,13,10,14,12,8,7,7,8,6,7,8,9,13,16,17,21,22,20,20,15,16,18,23,24,18,22,23,22,23,25,24,17,18,17,6,3,7,8,10,11,12,11,13,14,16,19,19,9,16,14,14,13,11,16,16,15,14,12,10,10,3,9,9,9,12,11,10,11,10,13,9,5,5,1,0
2022-03-26 13:00:00,11,9,20,29,26,18,19,15,15,8,5,6,8,11,12,11,15,17,16,16,10,21,24,17,19,18,18,19,17,15,21,19,16,15,15,8,5,10,10,12,15,15,16,17,16,16,17,18,17,14,14,12,11,9,13,14,14,11,11,12,8,10,6,8,6,8,6,8,11,10,9,8,5,3,3,0
2022-03-26 14:00:00,5,7,10,19,20,12,11,21,10,19,12,11,0,16,9,12,17,20,22,17,11,12,12,15,14,16,18,18,19,18,17,16,14,15,14,6,0,9,12,12,9,15,15,14,13,12,11,12,14,12,12,11,9,9,8,9,9,7,8,9,9,10,9,8,8,6,9,10,9,6,12,11,5,4,1,0
2022-03-26 15:00:00,3,5,10,18,23,13,12,11,8,8,11,12,9,11,11,10,11,13,13,13,13,14,15,18,17,21,20,21,16,20,20,21,15,15,11,7,2,6,12,8,16,14,12,13,15,17,18,17,17,17,15,13,13,13,6,6,6,6,7,9,8,8,7,6,5,26,26,27,8,5,17,15,12,9,5,0
2022-03-26 16:00:00,8,10,11,16,14,14,11,10,11,8,9,10,11,16,17,17,14,13,12,11,10,10,12,14,13,14,14,16,17,19,18,18,16,18,14,11,0,13,17,18,20,19,20,22,22,20,17,20,20,21,20,20,19,20,16,15,14,16,13,14,13,11,9,10,5,6,14,5,11,5,11,3,8,7,5,0
2022-03-26 17:00:00,4,8,9,17,16,14,13,13,14,16,14,13,14,16,17,18,15,18,14,19,20,21,22,24,23,18,16,20,19,14,18,16,15,9,12,11,0,17,22,23,24,25,28,30,21,30,32,32,18,30,28,26,24,18,17,16,18,15,14,13,12,12,11,8,10,11,13,12,11,8,9,9,7,6,6,0
2022-03-26 18:00:00,10,10,11,21,20,14,13,9,14,11,8,10,11,7,9,9,8,8,9,17,15,16,15,16,15,21,22,17,23,19,15,20,19,18,20,14,0,17,17,17,18,20,20,18,21,25,18,20,25,24,23,16,13,11,12,11,13,12,9,9,8,11,12,10,7,11,12,13,14,16,21,18,11,9,5,0
2022-03-26 19:00:00,4,4,2,6,17,20,20,19,19,14,7,18,8,6,19,18,17,7,6,6,5,7,8,10,6,15,13,14,16,12,16,15,15,14,13,7,0,11,14,16,19,20,21,20,21,22,23,22,18,14,13,15,12,10,13,14,17,15,16,15,12,10,9,7,7,5,7,3,6,5,11,9,8,10,4,0
2022-03-26 20:00:00,3,1,2,6,4,8,7,7,8,7,12,10,11,11,7,8,9,8,8,9,10,10,8,7,6,7,7,7,9,5,11,10,9,12,11,6,0,10,15,24,26,26,24,19,20,16,16,22,18,16,13,11,10,10,15,15,13,14,13,14,12,10,7,3,5,23,13,15,24,23,19,17,12,11,7,0
2022-03-26 21:00:00,2,0,1,5,7,8,7,8,7,6,5,7,0,6,6,5,7,8,6,4,4,8,9,10,0,10,9,8,8,7,4,8,5,3,3,9,0,17,24,32,36,40,41,39,37,36,33,31,20,30,27,23,19,13,19,18,14,15,13,11,10,9,7,7,5,3,2,2,0,2,11,10,7,8,6,0
2022-03-26 22:00:00,3,0,3,4,7,15,14,12,4,3,9,8,4,7,6,2,5,2,3,2,2,5,10,7,9,1,8,9,7,6,6,3,6,7,6,5,0,11,33,35,35,27,37,33,22,30,27,25,22,21,20,18,15,13,21,21,17,17,15,13,10,10,6,9,3,7,5,4,1,0,7,3,5,4,2,0
2022-03-26 23:00:00,1,0,0,2,0,9,10,8,7,0,0,5,0,4,6,5,0,2,3,2,4,7,9,8,0,4,5,6,5,4,5,6,5,2,1,6,0,14,32,32,31,32,30,29,25,23,24,21,21,19,16,13,12,11,15,8,13,11,8,10,9,7,5,1,4,3,1,2,1,2,8,6,4,4,4,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,3,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,1,0,2,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,2,1,4,0,1,4,3,2,1,0,0,2,0,3,5,2,4,6,4,0,5,4,6,5,0,6,4,5,5,5,3,3,0,0,0,1,0,2,5,4,7,8,4,0,7,7,7,6,5,0,4,5,3,4,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,1,0,0
2022-03-27 06:00:00,2,0,3,4,2,2,0,0,1,2,1,2,2,3,1,0,3,1,2,3,2,4,0,3,0,5,4,4,3,2,1,3,2,0,1,2,0,3,5,4,1,2,2,3,3,0,3,2,1,1,0,0,0,2,2,0,0,1,1,0,0,0,2,1,1,2,2,0,1,1,1,0,0,1,0,0
2022-03-27 07:00:00,3,2,4,6,4,3,1,2,2,1,4,3,1,4,5,4,4,5,6,4,4,5,4,5,4,7,6,5,3,4,5,3,4,2,0,1,0,1,2,2,3,0,0,3,5,4,0,5,4,4,2,1,0,2,3,1,3,3,4,3,3,2,0,0,3,5,3,4,2,0,3,0,1,0,0,0
2022-03-27 08:00:00,4,5,7,8,6,4,5,3,6,7,1,6,7,9,7,8,7,9,11,10,7,9,8,8,8,10,11,13,11,11,12,11,8,6,2,3,1,3,4,6,7,3,6,2,5,5,4,7,3,5,8,9,6,10,12,11,9,9,10,11,9,5,4,4,3,3,5,6,4,2,5,2,3,3,1,0
2022-03-27 09:00:00,5,7,9,9,11,6,5,6,7,0,8,6,4,9,10,11,9,12,15,14,11,12,15,13,12,13,12,12,13,12,11,9,9,7,5,3,0,5,7,10,10,11,10,9,7,10,10,11,10,8,9,11,8,6,8,3,7,2,7,5,3,5,0,6,5,7,6,8,4,6,6,6,4,2,0,0
2022-03-27 10:00:00,6,7,9,13,12,7,3,4,6,0,6,7,9,15,17,7,18,19,16,19,16,22,22,22,23,16,21,21,13,25,26,25,19,17,15,6,0,9,7,8,9,10,0,9,8,10,10,11,14,13,14,13,7,9,19,18,17,16,15,16,8,8,5,8,4,3,6,5,4,1,4,3,2,1,0,0
2022-03-27 11:00:00,6,8,7,8,6,2,6,6,2,7,6,6,6,6,7,10,11,15,16,16,11,11,13,14,14,15,19,22,15,23,23,21,18,16,11,3,0,4,4,6,7,8,4,6,7,5,7,6,3,4,3,5,2,5,2,4,3,2,2,5,0,9,3,8,8,6,7,8,3,3,8,3,5,3,1,0
2022-03-27 12:00:00,8,10,14,16,13,8,2,9,7,3,11,10,10,12,18,13,15,18,20,21,20,16,16,21,14,22,21,24,24,25,25,26,23,23,24,9,0,3,9,9,9,10,11,14,13,11,9,11,12,7,14,10,10,7,11,10,6,8,8,7,4,12,13,7,6,8,16,18,15,14,11,10,8,3,3,0
2022-03-27 13:00:00,4,4,6,9,9,6,6,7,8,9,11,10,11,16,22,23,21,24,24,22,18,18,19,21,23,26,24,25,26,25,26,23,20,19,13,6,2,12,17,18,19,20,19,18,17,16,17,17,16,17,15,19,17,11,13,15,14,12,12,12,8,10,11,8,6,9,6,7,7,6,7,7,5,3,3,0
2022-03-27 14:00:00,8,3,8,8,9,4,3,2,5,4,3,3,3,7,6,6,9,8,11,9,12,15,16,16,11,15,16,16,16,21,22,21,20,19,15,12,0,10,10,16,15,15,17,16,14,23,18,22,19,13,17,12,12,9,9,6,11,12,8,11,10,11,5,10,9,11,4,8,9,10,8,6,3,0,0,0
2022-03-27 15:00:00,6,7,11,11,14,12,9,10,11,9,9,0,6,7,11,11,11,13,14,16,11,17,19,26,25,28,27,26,18,23,26,25,20,17,15,6,0,9,10,17,18,20,26,29,30,29,27,27,21,21,18,16,17,15,19,22,21,20,18,14,13,10,0,9,7,7,8,9,7,6,8,7,6,5,3,0
2022-03-27 16:00:00,4,9,7,13,12,10,12,9,9,7,8,11,0,9,14,16,15,14,12,13,11,20,20,21,18,19,18,17,19,20,20,18,17,20,19,12,0,12,10,12,14,15,15,14,11,17,0,11,14,15,14,13,13,14,16,15,16,15,13,9,10,8,4,7,3,7,7,6,5,6,11,9,7,6,5,0
2022-03-27 17:00:00,6,4,6,8,7,9,8,7,4,0,4,7,4,8,10,6,8,8,11,11,7,7,11,14,15,22,17,18,17,17,14,19,18,16,15,6,0,10,19,15,17,18,20,22,15,20,0,20,20,18,15,16,6,12,14,16,15,13,7,8,6,7,0,1,7,6,6,2,4,5,8,7,5,4,2,0
2022-03-27 18:00:00,2,3,2,6,6,8,6,8,3,7,6,9,4,12,0,7,11,8,8,10,9,10,11,10,8,11,11,13,14,8,12,9,9,8,3,9,0,15,20,24,26,28,14,15,26,23,22,22,20,20,15,16,15,12,15,14,13,12,11,10,9,5,6,5,4,6,6,7,8,7,16,13,11,9,7,0
2022-03-27 19:00:00,2,2,1,7,8,7,7,5,4,6,0,2,6,5,7,5,4,5,4,3,8,8,8,8,0,9,9,6,8,7,7,13,12,11,10,7,0,9,12,19,23,24,24,23,23,24,17,27,31,29,26,17,15,13,18,17,16,15,12,10,9,9,5,5,4,6,3,4,4,1,10,8,6,3,2,0
2022-03-27 20:00:00,1,2,3,5,6,6,1,5,4,2,3,4,4,3,5,2,4,6,6,6,4,6,6,6,8,9,8,3,5,7,5,4,1,2,0,3,0,12,17,20,21,21,24,17,23,21,20,9,18,11,17,15,12,11,12,13,10,9,11,11,10,9,6,6,4,6,5,5,0,5,11,9,10,6,6,0
2022-03-27 21:00:00,4,1,3,5,5,10,8,5,3,0,3,0,3,3,2,4,2,1,5,2,4,7,2,7,6,10,6,9,7,6,0,2,8,9,2,5,0,7,14,18,19,19,16,19,21,18,18,18,18,17,16,12,13,12,13,12,11,11,9,9,8,6,5,6,4,2,3,3,5,4,9,7,7,6,4,0
2022-03-27 22:00:00,2,3,4,8,5,7,5,4,7,6,2,1,0,3,2,1,2,3,4,5,4,4,4,6,5,6,4,0,5,4,3,0,0,3,3,7,10,17,21,24,29,23,30,29,31,31,10,30,30,29,28,19,15,12,11,10,8,9,6,5,5,4,3,4,1,3,2,0,3,1,9,8,8,5,2,0
2022-03-27 23:00:00,2,0,0,3,0,7,5,0,3,0,3,3,0,4,5,0,4,3,4,0,5,5,3,5,4,0,4,5,4,3,3,2,0,1,0,2,11,13,24,28,27,19,26,23,22,16,19,17,14,15,14,10,6,12,10,4,0,0,6,5,4,3,5,4,3,2,0,3,1,4,12,11,10,9,4,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,1,0,0,2,1,2,3,4,4,0,5,3,8,6,9,9,12,0,0,13,13,15,16,16,17,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,5,8,4,7,7,6,0,5,3,0,4,3,3,7,7,8,7,7,9,9,10,16,17,19,20,19,18,19,18,17,13,19,14,9,15,3,5,3,2,6,7,6,5,6,7,6,5,7,5,6,5,6,4,3,5,4,3,0,4,6,7,8,0,7,5,4,4,0,0,3,2,0,0,1,0,0
2022-03-28 06:00:00,5,8,9,10,8,5,4,5,3,2,3,3,5,12,13,5,9,11,13,15,10,10,9,11,5,12,13,13,13,5,14,13,10,11,10,6,2,2,5,3,7,0,5,6,5,5,6,7,5,7,6,6,7,6,2,6,7,8,8,9,9,7,0,8,4,4,6,6,7,3,5,6,3,1,0,0
2022-03-28 07:00:00,21,26,31,33,30,27,26,10,10,9,10,11,12,16,22,21,18,25,28,30,23,18,21,26,26,28,29,33,26,24,25,21,21,23,20,17,7,3,6,8,9,12,13,12,12,21,16,23,22,19,18,19,16,15,14,19,25,10,12,14,13,15,16,17,16,24,20,16,16,17,12,14,10,10,6,0
2022-03-28 08:00:00,19,27,28,22,21,8,5,8,7,9,8,11,8,21,25,29,38,50,52,50,40,37,41,48,50,51,35,49,37,31,29,27,26,26,24,24,3,2,8,13,14,16,14,15,12,16,17,17,16,16,17,12,14,20,19,32,38,39,26,41,31,13,12,10,12,7,10,13,15,11,14,13,10,7,3,0
2022-03-28 09:00:00,8,10,18,15,16,4,4,5,6,4,6,7,8,14,14,16,21,23,26,27,20,18,21,22,26,25,25,25,23,26,27,26,18,18,15,13,6,5,11,12,12,11,10,8,12,12,9,10,10,8,7,9,9,4,3,5,5,7,5,6,5,5,5,3,7,7,9,8,7,6,7,6,4,3,2,0
2022-03-28 10:00:00,4,8,9,7,5,4,0,3,3,4,5,6,8,8,11,12,12,15,15,14,11,11,13,16,17,21,20,21,25,26,24,25,22,19,15,10,6,5,10,13,14,12,11,6,13,14,3,13,8,7,6,5,6,5,5,4,5,5,4,7,6,6,4,6,5,5,4,5,3,4,6,5,4,2,1,0
2022-03-28 11:00:00,4,6,9,7,5,4,5,4,0,6,6,3,8,10,12,13,11,13,12,14,9,10,10,11,11,12,10,13,13,14,6,12,7,14,14,10,4,5,9,10,12,12,11,8,9,12,11,14,11,7,10,8,4,5,5,5,5,5,6,4,2,5,5,5,4,3,4,3,0,2,6,6,5,2,1,0
2022-03-28 12:00:00,6,8,7,9,10,10,8,5,7,10,8,11,13,7,15,13,13,15,14,14,10,10,11,17,17,11,18,22,20,15,20,18,14,13,11,6,9,11,13,13,9,13,15,8,10,13,15,16,16,17,15,9,6,6,7,8,7,8,7,5,6,4,6,5,5,4,3,4,0,4,5,3,3,1,0,0
2022-03-28 13:00:00,6,3,8,7,7,6,6,5,4,7,4,12,6,14,16,12,13,15,19,19,16,11,12,16,17,18,19,20,19,20,18,19,15,15,16,12,7,8,13,15,14,16,14,17,18,20,21,21,19,17,15,13,10,10,15,14,13,13,10,8,8,8,9,5,3,8,6,8,8,4,7,6,5,5,2,0
2022-03-28 14:00:00,4,5,4,9,10,7,7,6,6,5,8,8,8,10,37,38,35,35,34,21,16,15,13,15,16,19,12,21,15,13,12,12,10,12,12,9,9,10,12,13,16,16,16,15,19,19,27,13,17,15,13,9,9,9,11,10,9,8,7,9,9,6,10,9,9,11,10,11,10,9,9,8,3,4,3,0
2022-03-28 15:00:00,8,5,6,10,8,8,9,6,16,14,12,11,10,11,12,8,8,9,9,10,7,10,11,9,8,11,10,7,8,10,9,10,8,8,6,8,9,9,12,13,15,16,15,11,16,15,15,17,23,19,15,16,16,17,24,24,20,19,18,15,13,12,11,10,10,10,9,9,12,4,12,11,7,6,4,0
2022-03-28 16:00:00,22,11,22,23,19,17,15,16,15,14,14,11,14,15,17,18,17,15,10,13,14,17,17,24,23,26,26,23,23,20,19,17,16,16,15,11,15,15,14,14,19,21,23,29,29,30,29,28,26,24,22,19,15,14,16,17,16,14,11,11,10,10,6,5,4,7,6,11,13,14,19,16,13,11,7,0
2022-03-28 17:00:00,7,8,9,13,12,14,16,14,14,13,16,15,16,17,19,20,20,16,16,16,11,20,22,24,24,25,13,23,20,21,19,17,16,18,20,20,12,17,14,17,18,17,19,19,20,19,20,20,20,19,16,15,13,11,15,14,17,14,11,10,8,8,7,8,6,9,8,9,12,9,13,13,10,9,5,0
2022-03-28 18:00:00,6,10,13,23,24,20,19,17,16,13,13,13,12,13,9,8,12,13,13,12,16,25,15,28,26,29,27,29,25,25,23,25,19,19,16,19,18,13,28,29,36,37,35,33,39,37,31,37,34,36,33,30,30,26,34,37,40,36,29,28,22,17,15,12,13,11,7,13,14,14,25,20,19,12,9,1
