Unnamed: 0,1_선진운수종점,2_구산사거리,3_역촌중앙시장,4_구산역1번출구,5_대조동주민센터,6_연신내역.로데오거리,7_선일하이츠빌라,8_세명컴퓨터고등학교,9_은진초교입구.은뜨락도서관,10_은평구민체육센터앞,11_신도초중교입구.한국고전번역원,12_은평경찰서,13_연신초등학교.연신내성당,14_북한산대창센시티아파트,15_불광중학교,16_북한산수자인아파트,17_수리초등학교입구,18_불광1치안센터.독바위역,19_불광1동공동주차장앞,20_불광대호아파트,21_불광초등학교,22_불광역3호선.서울혁신파크,23_한전성서지사.북한산푸르지오,24_녹번역,25_홍은동동부센트레빌,26_산골고개,27_홍은현대아파트,28_정원여중.스위스그랜드호텔,29_동신병원,30_서대문구청.서대문구의회,31_서대문자연사박물관입구,32_한성화교중고교.서대문소방서,33_연희3거리,34_연희교차로,35_서대문우체국,36_연세대학교앞,37_연세로.스타광장,38_현대백화점,39_동교동삼거리연희동방면,40_연희동대우아파트,41_연희교차로,42_연희3거리,43_한성화교중고교.서대문소방서,44_서대문자연사박물관입구,45_서대문구청.보건소.구의회,46_서대문구보건소별관,47_정원여중,48_홍은현대아파트.스위스그랜드호텔,49_홍은사거리.북한산더샵아파트앞,50_산골고개,51_녹번동대림JR아파트앞,52_녹번역,53_한전성서지사.북한산푸르지오,54_불광역3호선.서울혁신파크,55_불광역9번출구.불광초등학교,56_불광롯데캐슬아파트,57_불광대호아파트,58_불광1동공동주차장앞,59_불광1치안센터.독바위역,60_수리초등학교입구,61_북한산수자인아파트,62_불광중학교,63_북한산대창센시티아파트,64_연신초등학교,65_은평경찰서,66_신도초중교입구.한국고전번역원,67_은평구민체육센터앞,68_은진초교입구.은뜨락도서관,69_박석고개,70_신한은행갈현지점,71_연신내역.로데오거리,72_은평연세병원,73_구산역4번출구,74_역촌중앙시장,75_구산사거리,76_선진운수종점
2022-03-15 16:00:00,18,19,23,27,27,29,26,27,27,26,24,25,25,26,23,24,21,21,16,18,11,19,17,26,14,29,30,29,27,26,21,18,11,10,11,10,15,16,19,19,22,25,26,24,27,30,29,29,28,25,24,17,15,17,22,21,23,19,15,15,14,14,14,13,12,11,11,12,15,16,19,12,9,7,4,0
2022-03-15 17:00:00,11,13,16,22,22,14,12,11,12,11,9,11,10,11,11,9,10,9,6,8,7,13,17,16,17,19,17,18,20,17,15,14,15,13,10,15,17,18,22,26,31,35,34,35,35,42,42,34,37,35,34,31,23,19,19,17,16,13,13,14,13,8,10,5,9,7,8,8,7,6,18,14,12,7,6,0
2022-03-15 18:00:00,9,12,11,19,18,17,17,17,19,18,15,19,21,21,18,16,13,13,10,8,7,12,18,18,16,19,17,18,18,20,21,17,19,16,15,20,20,22,31,39,41,46,43,44,46,46,46,42,46,47,44,43,39,31,44,37,35,32,26,29,28,25,18,11,9,11,9,11,13,13,17,16,13,11,7,0
2022-03-15 19:00:00,6,7,7,8,12,13,12,12,13,12,7,7,8,8,9,13,10,9,9,7,5,7,5,14,7,15,15,14,12,11,8,10,8,6,5,9,14,16,24,23,27,28,30,29,30,31,29,28,26,23,21,25,25,33,47,43,41,36,25,27,25,20,14,17,12,11,9,9,7,10,32,29,30,25,21,0
2022-03-15 20:00:00,3,4,6,8,9,13,11,8,9,7,4,4,5,2,1,6,5,4,3,4,3,6,3,7,4,9,8,7,5,7,7,8,9,8,5,5,6,8,15,17,22,24,18,23,22,21,18,20,22,21,17,13,18,17,18,18,20,21,18,16,14,11,8,5,4,25,10,9,21,7,26,20,13,7,12,0
2022-03-15 21:00:00,4,3,3,7,17,12,8,11,8,7,8,8,7,7,9,8,6,4,5,5,4,7,8,9,7,7,5,5,3,8,7,6,5,7,6,4,11,12,22,27,28,28,26,24,23,21,14,19,18,19,17,17,15,12,16,10,13,11,9,8,7,5,5,3,3,2,1,4,0,1,15,14,14,12,9,0
2022-03-15 22:00:00,3,2,1,9,22,20,5,19,15,13,9,13,0,11,8,7,5,6,3,7,7,7,8,9,10,13,9,10,9,8,7,6,3,5,3,4,12,15,20,26,27,25,28,27,25,23,20,22,22,17,21,18,17,17,18,17,14,13,12,11,9,6,5,4,4,3,4,2,3,0,18,16,13,12,10,0
2022-03-15 23:00:00,0,1,0,2,3,5,4,5,4,2,0,4,0,3,0,2,1,0,2,0,1,6,5,6,5,3,5,6,4,3,6,0,0,5,4,4,16,21,27,25,27,28,27,26,27,24,23,21,11,10,19,14,8,9,10,4,9,8,7,7,6,5,5,2,3,2,2,3,2,0,15,7,11,7,3,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,1,0,0,2,1,2,3,3,0,4,0,3,6,6,7,8,12,13,14,17,16,20,0,22,20,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,5,8,10,11,10,5,4,4,2,0,2,3,4,7,6,5,7,5,8,8,8,12,13,15,16,17,8,7,20,21,16,15,20,19,13,4,8,2,10,9,13,12,10,12,11,10,9,10,9,10,7,7,5,2,1,1,4,0,5,6,6,5,6,5,3,0,2,1,0,0,4,0,3,2,1,0
2022-03-16 06:00:00,9,8,12,13,11,4,2,3,2,1,3,3,5,8,10,11,11,15,16,10,11,9,12,13,15,16,15,18,17,17,11,11,11,7,9,7,1,5,3,3,4,6,5,5,5,6,7,7,3,6,5,5,4,3,4,3,5,7,8,6,7,5,0,4,6,7,8,7,3,1,3,3,0,0,0,0
2022-03-16 07:00:00,22,27,35,25,23,18,16,13,13,6,10,10,12,24,32,31,25,33,36,37,31,19,21,24,18,29,30,30,29,25,25,23,22,21,20,15,5,5,8,12,13,14,12,11,11,15,17,20,20,19,11,12,12,14,10,14,15,19,20,20,20,23,26,19,17,21,20,14,16,10,16,14,10,9,8,0
2022-03-16 08:00:00,18,22,34,40,37,13,10,10,9,9,10,15,17,23,31,32,34,42,42,33,31,28,31,33,34,33,24,37,33,30,30,25,20,18,17,17,5,5,18,27,25,23,22,19,17,14,14,17,17,16,13,13,15,16,18,31,32,32,33,37,35,20,14,13,10,8,9,9,10,10,12,12,10,5,4,0
2022-03-16 09:00:00,6,9,6,14,16,6,2,3,6,2,4,6,7,10,10,15,16,19,21,21,22,15,17,16,17,17,17,20,19,18,16,26,27,26,23,16,7,7,6,7,5,6,5,7,8,12,14,13,14,7,15,11,9,7,6,7,5,8,9,10,9,8,5,6,5,4,8,4,10,5,6,7,6,5,3,0
2022-03-16 10:00:00,5,5,5,9,9,5,4,7,6,4,3,5,6,7,11,13,11,12,7,12,10,15,15,17,18,21,23,22,21,19,19,16,14,14,11,9,4,3,3,5,5,6,7,7,5,9,4,9,8,7,8,6,7,4,7,3,5,3,2,6,5,8,7,1,6,9,5,6,4,3,7,2,4,3,1,0
2022-03-16 11:00:00,5,6,8,10,11,3,3,4,6,0,5,7,7,11,15,15,17,22,23,21,19,13,13,18,19,22,22,16,16,21,22,21,16,15,14,11,5,6,9,10,7,6,8,9,10,9,8,9,9,9,8,7,8,7,8,8,8,8,6,7,5,4,3,4,4,5,7,6,2,4,5,5,4,4,3,0
2022-03-16 12:00:00,6,7,10,10,11,6,8,5,4,8,6,5,7,8,8,7,9,10,10,11,8,11,14,16,16,16,16,16,15,15,17,14,13,14,14,12,8,7,7,6,12,6,9,12,12,14,13,12,14,13,9,7,7,5,8,7,7,7,6,7,6,4,2,4,3,4,4,5,6,5,6,5,4,3,2,0
2022-03-16 13:00:00,6,6,6,9,10,6,8,6,5,3,4,7,6,8,23,9,22,9,11,9,7,11,14,13,11,15,15,16,14,12,11,13,13,15,13,9,7,9,10,10,12,15,16,18,21,18,19,21,17,15,9,15,11,9,11,16,14,14,8,9,7,6,1,7,3,10,13,9,12,11,11,5,9,6,2,0
2022-03-16 14:00:00,6,6,4,9,5,6,5,6,14,15,16,17,19,16,27,28,32,33,32,23,13,16,14,18,9,17,9,18,17,19,18,15,12,8,8,7,7,7,8,8,8,11,9,9,12,17,10,18,18,16,14,11,6,8,9,6,8,6,6,4,3,6,2,6,6,6,7,8,7,8,8,8,6,5,5,0
2022-03-16 15:00:00,19,20,22,22,21,21,18,18,18,16,14,16,14,11,19,18,20,21,19,12,9,11,13,14,12,13,12,13,14,13,12,13,9,9,8,11,13,11,13,14,16,17,19,16,21,20,19,19,20,21,16,17,16,17,21,20,19,16,9,8,10,11,10,8,10,9,6,7,4,6,13,11,6,6,5,0
2022-03-16 16:00:00,12,6,8,18,19,18,17,17,15,15,15,14,13,14,15,14,11,11,11,12,14,17,20,23,21,20,19,17,14,13,15,12,10,12,8,16,13,14,15,18,20,22,22,24,25,26,17,25,25,23,22,19,17,16,17,16,17,16,14,13,11,10,9,6,5,7,10,9,9,9,14,11,9,4,3,0
2022-03-16 17:00:00,7,8,10,14,10,11,9,10,9,8,8,10,12,11,13,15,12,9,9,8,11,23,25,27,14,29,24,22,23,23,21,18,17,16,14,12,10,12,23,27,26,25,24,25,26,25,19,25,27,27,25,21,17,14,17,16,17,17,16,15,14,11,10,8,10,9,10,14,8,12,21,18,11,8,6,0
2022-03-16 18:00:00,4,7,11,15,16,17,13,14,13,14,13,14,13,14,17,19,18,18,14,13,10,15,21,23,22,22,20,20,22,26,28,27,23,27,26,29,17,22,26,31,33,42,44,46,47,44,39,40,39,39,37,31,25,19,27,27,26,23,21,21,20,16,14,9,13,11,10,11,10,9,21,20,18,13,9,0
2022-03-16 19:00:00,5,2,8,12,14,11,12,14,13,8,6,6,0,7,9,7,8,10,10,11,10,10,11,16,14,15,9,9,12,12,10,10,11,10,10,10,16,22,29,32,31,34,33,33,34,32,28,30,29,27,25,19,17,21,28,26,25,22,16,16,13,10,9,6,5,7,8,7,12,13,31,31,31,24,17,0
2022-03-16 20:00:00,3,5,0,10,11,10,8,6,9,8,8,8,9,10,9,12,11,9,6,7,9,10,9,10,4,8,9,7,8,7,5,6,4,6,5,4,7,11,15,16,19,25,25,19,22,21,19,19,19,18,17,17,13,15,25,22,20,18,18,19,13,9,6,4,4,5,6,6,5,3,11,7,10,7,5,0
2022-03-16 21:00:00,3,4,5,9,9,11,7,6,10,6,8,8,5,4,6,6,4,5,4,6,6,12,11,10,8,7,5,5,6,4,2,4,3,4,0,3,8,12,17,22,25,27,24,25,26,22,17,23,26,26,24,16,15,11,18,15,14,12,9,11,8,5,4,3,3,2,0,3,4,4,10,7,8,6,5,0
2022-03-16 22:00:00,3,5,8,15,16,18,17,14,13,0,10,7,5,4,6,9,7,6,4,3,5,6,7,9,8,7,5,6,4,5,4,3,1,3,2,3,14,29,42,45,48,48,46,47,47,44,45,41,40,36,33,28,23,22,25,24,22,21,15,13,11,6,7,10,7,6,4,3,0,3,11,5,10,8,5,0
2022-03-16 23:00:00,1,1,0,2,1,3,1,0,0,0,2,3,0,2,0,2,2,2,0,3,2,5,1,6,1,1,2,5,4,0,0,3,2,0,0,3,7,10,20,25,26,15,24,21,18,16,14,12,11,10,9,8,6,8,10,9,5,8,6,8,3,6,4,3,3,1,1,1,2,0,12,8,7,9,7,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,1,0,3,2,2,2,3,3,1,2,0,4,6,7,8,9,11,12,13,15,7,21,23,23,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,8,6,11,9,8,8,7,6,3,2,1,2,3,4,5,6,7,6,7,8,8,12,15,16,17,19,23,18,21,20,22,20,19,0,14,3,7,9,10,11,15,14,13,2,11,10,10,11,11,10,8,3,6,0,5,0,0,0,6,7,8,9,0,8,6,0,3,1,0,0,3,0,0,0,0,0
2022-03-17 06:00:00,6,8,11,13,12,4,3,5,3,2,3,5,0,9,11,10,11,12,12,9,9,9,12,14,17,11,16,18,9,9,11,10,9,7,11,7,3,3,4,3,3,3,5,5,6,6,7,5,6,5,5,3,2,3,3,3,3,5,7,7,8,3,9,2,8,5,2,2,6,0,6,1,5,1,4,0
2022-03-17 07:00:00,21,26,32,32,33,26,25,13,14,13,11,9,8,11,16,16,20,25,27,29,24,20,20,23,23,22,23,27,29,25,24,27,22,20,18,15,5,3,6,8,7,10,10,11,13,16,15,17,15,12,12,12,14,16,16,17,17,21,15,21,17,17,19,17,15,20,21,22,14,23,17,17,16,10,4,0
2022-03-17 08:00:00,23,26,28,24,21,13,11,11,7,5,15,17,18,21,26,26,28,37,42,44,29,40,42,43,45,48,45,47,41,34,35,35,33,33,25,18,4,4,11,11,12,11,12,13,16,13,12,13,11,10,11,10,24,27,27,39,46,50,52,54,53,25,25,13,11,14,14,13,10,12,11,10,9,6,2,0
2022-03-17 09:00:00,6,10,12,12,9,3,3,4,5,4,5,5,6,6,11,10,12,15,14,14,14,17,21,24,24,27,27,26,26,25,26,24,21,21,22,19,7,3,9,5,5,8,7,7,8,8,9,11,10,9,7,8,8,8,7,5,4,6,8,8,6,8,7,6,5,8,8,8,7,5,8,7,6,4,2,0
2022-03-17 10:00:00,5,5,7,11,7,3,2,3,4,3,4,5,3,7,8,13,15,19,21,20,12,11,13,14,16,13,18,15,18,16,18,17,15,16,15,11,3,2,3,4,5,7,3,8,8,10,9,7,12,12,9,9,8,4,4,5,5,3,6,7,6,5,3,2,4,5,6,5,4,1,5,3,3,4,1,0
2022-03-17 11:00:00,5,7,5,9,9,6,3,4,5,6,7,8,6,8,9,12,12,16,10,13,13,15,16,17,14,17,16,16,15,16,16,15,11,10,11,10,7,7,6,8,3,8,8,7,8,8,9,8,7,6,4,5,6,4,5,8,6,8,7,7,6,6,5,2,5,4,4,5,5,4,4,3,2,2,0,0
2022-03-17 12:00:00,11,12,14,13,15,8,9,12,10,0,10,11,11,10,8,10,9,10,9,8,12,18,20,24,13,26,25,25,23,24,22,21,18,16,14,8,5,7,11,11,13,13,7,9,14,11,16,16,16,14,10,11,9,8,8,9,10,8,9,7,6,6,4,5,2,5,4,5,4,3,8,4,11,7,4,0
2022-03-17 13:00:00,6,7,8,5,4,3,2,5,3,3,6,7,7,10,6,8,10,11,9,11,12,11,13,17,18,17,11,15,16,17,12,16,15,14,14,10,6,9,11,12,16,11,12,16,14,13,14,16,18,17,16,14,11,8,7,8,8,7,6,6,3,6,7,6,5,9,10,12,11,9,11,8,8,3,2,0
2022-03-17 14:00:00,8,8,9,12,11,7,6,3,5,4,6,3,1,7,27,31,30,30,26,14,14,15,13,13,4,12,13,14,12,14,15,12,12,11,11,9,10,8,10,15,17,17,22,15,24,23,24,27,27,24,24,21,17,14,14,14,11,8,9,10,6,3,9,6,8,3,9,8,6,7,8,7,7,5,4,0
2022-03-17 15:00:00,5,10,9,14,12,9,12,5,17,16,5,15,13,10,12,14,13,14,15,13,12,15,17,18,14,20,20,12,17,20,18,19,16,12,11,14,16,18,21,22,25,18,26,27,25,24,25,23,23,15,19,18,16,12,17,16,14,14,13,10,8,11,7,5,8,11,8,12,12,12,11,8,9,8,5,0
2022-03-17 16:00:00,25,26,20,30,29,21,20,22,13,19,16,16,15,17,21,21,20,19,17,16,14,14,16,24,25,28,30,32,31,30,25,27,23,15,11,13,9,12,17,20,26,30,31,20,30,28,29,32,29,29,27,21,16,17,19,14,12,12,9,10,9,8,9,8,8,9,10,11,22,21,22,20,15,13,8,0
2022-03-17 17:00:00,10,12,13,13,14,13,14,14,20,18,17,17,16,11,17,17,15,14,16,15,10,16,19,23,21,26,26,28,26,26,24,23,21,22,21,19,17,18,20,25,27,28,29,28,31,28,28,30,29,29,27,24,23,24,19,21,24,21,20,16,15,11,9,5,4,9,7,8,9,11,19,16,11,11,8,0
2022-03-17 18:00:00,5,0,7,12,14,18,20,15,18,15,14,13,10,12,11,10,11,10,11,10,6,15,17,19,18,21,18,20,18,21,20,23,19,18,17,27,29,31,30,33,39,40,41,34,48,51,52,53,47,47,48,42,35,32,36,38,38,34,23,23,17,14,13,12,12,11,10,10,10,10,42,38,34,28,20,3
2022-03-17 19:00:00,2,3,4,13,15,16,15,11,11,10,13,14,9,17,16,8,14,16,14,12,12,11,10,15,11,12,11,12,13,10,11,14,12,14,12,13,12,12,19,21,23,25,25,24,26,30,28,27,24,22,21,21,19,21,30,28,25,21,29,37,26,22,18,17,6,18,17,15,14,13,26,24,23,17,10,0
2022-03-17 20:00:00,3,1,4,7,9,9,8,5,10,9,6,6,4,3,6,3,5,6,5,5,4,8,7,8,6,7,6,9,9,8,6,4,5,5,3,5,7,11,20,22,24,24,22,21,24,24,23,19,23,20,17,14,13,10,18,16,15,15,14,13,10,7,5,8,6,5,5,4,4,3,14,12,10,8,6,0
2022-03-17 21:00:00,4,5,7,16,15,12,12,12,6,9,8,6,6,7,6,6,4,7,6,5,6,8,4,9,8,4,6,3,1,2,2,0,3,3,2,3,8,15,22,26,28,29,19,20,21,20,20,24,23,21,22,20,17,13,20,19,16,16,14,15,11,13,11,4,3,9,5,6,5,1,10,6,9,6,5,0
2022-03-17 22:00:00,3,4,8,12,17,16,16,13,12,12,11,12,0,13,12,11,9,10,8,6,7,10,9,5,4,6,6,5,4,4,4,5,4,5,2,10,22,24,29,28,31,32,32,32,30,30,28,30,28,26,22,18,15,15,20,21,16,11,14,13,10,10,9,5,4,5,5,6,7,3,15,14,14,10,4,0
2022-03-17 23:00:00,0,0,1,3,0,8,6,1,2,5,0,3,6,7,6,5,1,4,0,5,5,7,6,6,5,5,3,4,5,6,0,0,5,2,4,3,9,14,17,15,13,18,15,13,15,17,13,12,15,13,11,16,11,14,16,15,13,11,10,9,7,5,3,3,2,2,1,2,3,2,14,13,11,10,8,0
2022-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 04:00:00,1,0,0,2,1,2,3,3,0,5,0,6,8,7,8,9,15,15,16,19,17,20,21,22,19,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 05:00:00,6,7,8,9,6,4,0,2,1,1,2,2,2,5,6,7,6,5,7,8,7,15,16,18,19,19,18,19,17,7,15,0,16,18,11,4,7,9,10,12,2,13,11,13,11,2,12,13,13,12,10,9,8,7,6,0,5,0,6,7,7,6,5,0,4,0,4,2,0,1,0,0,0,0,0,0
2022-03-18 06:00:00,7,8,11,10,9,2,0,4,2,3,3,5,1,7,10,9,9,13,16,16,12,8,9,11,14,15,7,14,10,13,14,14,14,13,10,8,4,2,3,3,4,5,4,5,5,5,5,7,7,7,6,2,3,3,3,3,2,4,6,4,3,5,4,2,5,5,7,5,5,5,7,3,6,1,0,0
2022-03-18 07:00:00,22,25,34,40,38,14,15,7,7,7,7,9,8,16,24,25,19,28,31,32,30,23,22,26,24,28,28,32,30,30,31,29,30,33,31,19,6,3,6,8,11,13,9,11,14,17,18,20,19,16,9,12,11,10,8,13,16,20,15,21,20,24,26,24,27,30,25,20,20,21,23,18,18,17,8,0
2022-03-18 08:00:00,22,25,25,22,24,8,9,10,11,12,7,9,9,13,17,22,21,31,35,34,24,34,38,40,43,43,41,45,39,36,36,30,28,27,21,19,5,3,10,11,11,8,17,6,17,19,20,19,15,13,12,10,20,24,23,35,38,41,43,45,37,16,13,9,7,8,11,9,7,5,10,9,6,5,3,0
2022-03-18 09:00:00,9,11,7,10,6,6,2,6,5,3,4,6,5,9,12,12,13,17,19,19,16,18,22,20,20,22,22,27,26,24,23,22,19,20,14,18,6,5,12,13,12,10,7,9,11,12,10,12,10,11,9,8,9,5,5,4,5,6,7,5,6,5,5,5,5,7,8,6,6,5,6,5,2,2,1,0
2022-03-18 10:00:00,2,3,4,6,7,4,2,3,5,6,6,9,6,11,12,13,13,17,18,18,17,14,15,15,16,17,14,18,17,18,20,22,20,17,19,13,11,4,7,9,6,8,3,6,7,12,12,11,8,0,6,10,7,6,8,8,4,7,4,7,3,6,5,4,3,5,6,7,5,4,5,4,4,4,2,0
2022-03-18 11:00:00,3,6,5,9,7,5,5,5,6,7,5,9,11,12,14,15,14,15,15,16,10,10,12,14,16,18,16,14,14,14,15,12,11,11,11,7,10,10,8,9,10,10,9,9,10,11,8,13,14,13,12,10,9,8,9,10,9,10,9,8,7,5,6,7,0,8,7,7,7,2,5,2,2,1,0,0
2022-03-18 12:00:00,5,7,6,9,10,8,3,8,5,6,8,12,9,11,14,12,15,15,16,16,14,17,18,20,21,12,12,24,22,20,20,19,14,13,12,8,9,10,9,10,10,14,15,15,13,14,17,16,16,12,11,10,9,8,9,7,10,9,8,7,5,5,6,4,4,7,5,4,6,0,5,4,4,3,2,0
2022-03-18 13:00:00,3,3,6,7,9,5,3,5,4,3,4,3,7,9,24,22,27,29,27,20,17,17,18,14,15,16,14,17,16,13,16,15,13,13,11,9,6,6,9,10,7,12,12,11,15,15,17,17,17,16,13,12,9,11,12,12,13,12,12,11,10,8,8,6,6,13,13,14,6,5,10,9,9,8,7,0
2022-03-18 14:00:00,4,7,10,12,9,11,6,9,7,2,9,8,6,5,4,5,7,11,13,14,14,13,14,16,13,18,15,17,16,17,18,12,15,14,13,10,0,12,10,11,12,15,16,16,17,17,12,16,15,13,12,11,9,10,13,13,12,11,9,9,8,7,5,0,3,6,8,8,4,12,9,8,6,6,3,0
2022-03-18 15:00:00,6,9,7,11,10,10,11,11,13,12,12,13,14,16,19,12,11,14,14,13,11,12,13,17,17,21,20,18,18,17,18,14,16,18,16,11,0,16,23,26,26,25,22,22,20,17,18,20,19,17,17,21,19,13,15,12,16,16,14,13,8,10,12,9,9,11,9,10,17,9,15,14,10,4,3,0
2022-03-18 16:00:00,22,21,23,29,30,32,29,29,29,27,24,22,21,25,28,27,25,19,16,15,12,13,15,15,14,18,17,18,16,16,15,12,13,12,12,7,0,11,14,18,20,22,20,22,26,25,25,27,25,26,22,18,16,12,18,17,15,16,13,11,8,6,6,5,7,6,8,11,10,9,17,15,13,3,10,0
2022-03-18 17:00:00,10,16,16,21,20,15,13,10,7,6,13,14,7,14,15,12,11,11,9,6,9,13,15,16,16,17,15,18,17,18,18,20,17,15,14,11,0,18,25,27,28,29,30,34,26,36,35,34,36,23,31,28,28,25,24,23,19,18,18,18,15,12,7,6,4,6,3,4,6,4,23,21,12,10,7,0
2022-03-18 18:00:00,8,12,13,14,11,14,14,13,12,10,10,11,12,12,12,11,14,14,13,14,12,16,19,21,20,24,23,24,21,22,23,22,17,19,20,15,0,17,23,31,34,34,37,39,47,45,43,42,39,35,34,27,22,17,24,25,24,21,15,22,21,16,15,13,11,15,15,17,7,16,25,17,18,15,12,0
2022-03-18 19:00:00,3,4,6,9,12,12,14,14,12,12,12,10,9,11,14,12,12,11,13,13,11,11,12,13,12,14,11,12,10,11,9,10,8,7,6,9,0,14,23,25,29,29,30,29,30,28,30,30,31,33,31,30,23,26,39,35,28,25,25,25,21,18,16,14,6,12,13,15,13,14,24,16,22,18,11,0
2022-03-18 20:00:00,3,5,6,8,10,10,8,9,6,7,6,8,8,10,12,11,9,10,7,6,5,7,8,13,9,12,10,5,10,5,5,9,5,3,3,4,0,7,11,17,19,19,19,20,18,17,16,17,17,17,15,14,20,20,23,24,22,20,17,12,15,14,15,11,7,9,6,8,6,5,15,14,13,10,7,0
2022-03-18 21:00:00,5,6,2,7,8,10,11,12,11,3,10,9,8,9,7,10,6,4,5,4,3,5,6,5,0,7,7,6,5,3,1,2,3,3,1,8,0,18,23,16,18,20,21,12,21,21,19,20,21,17,15,13,12,14,17,16,15,12,13,12,12,11,9,8,6,5,7,7,2,6,17,14,13,9,7,0
2022-03-18 22:00:00,5,6,8,9,15,22,20,19,11,16,14,14,8,10,9,6,5,3,4,4,3,6,7,6,5,7,5,6,4,1,5,6,4,4,4,5,0,13,22,24,27,29,28,27,28,29,26,28,27,22,21,22,16,12,20,13,18,13,11,8,9,7,6,3,4,3,3,4,4,5,12,11,10,6,3,0
