Unnamed: 0,1_진관공영차고지,2_동산동능모퉁이.한국지역난방공사,3_삼송주유소앞,4_삼송역,5_세수동,6_명현학교,7_고양중학교,8_고양동산초등학교,9_동산마을22단지,10_스타필드고양,11_창릉동주민센터.용사촌입구,12_큰골입구,13_동산동능모퉁이.한국지역난방공사,14_은평뉴타운10단지,15_구파발역입구,16_박석고개.신도고등학교,17_세명컴퓨터고등학교,18_연신내역.연서시장,19_동명여고.천주교불광동성당,20_불광역3.6호선,21_불광역3호선.서울혁신파크,22_한전성서지사.북한산푸르지오,23_녹번역,24_산골고개,25_홍제역(중).서대문세무서,26_홍제삼거리.인왕산한신휴플러스,27_무악재역,28_안산초등학교,29_독립문역.한성과학고,30_영천시장,31_금화초등학교.서울시교육청,32_서대문역사거리.농협중앙회,33_서울역사박물관.경희궁앞,34_광화문,35_을지로입구역.광교,36_롯데백화점,37_신세계앞,38_남대문시장.회현역,39_경찰청.동북아역사재단,40_서대문경찰서.농협은행.유관순활동터,41_영천시장,42_독립문역.한성과학고,43_무악재역,44_인왕산.홍제원아파트,45_홍제역(중).서대문세무서,46_산골고개,47_녹번역,48_한전성서지사.북한산푸르지오,49_불광역3호선.서울혁신파크,50_불광역3.6호선,51_동명여고.천주교불광동성당,52_연신내역.연서시장,53_세명컴퓨터고등학교,54_박석고개.신도고등학교,55_구파발역입구,56_은평뉴타운10단지,57_동산동능모퉁이.한국지역난방공사,58_창릉동주민센터.용사촌입구,59_스타필드고양,60_동산마을22단지,61_고양동산초등학교,62_고양중학교,63_명현학교,64_세수동,65_삼송역,66_삼송주유소,67_진관공영차고지,66_힐스테이트삼송역,67_삼송주유소,68_진관공영차고지,3_삼송테크노밸리,6_삼송마을16.17단지,11_용사촌입구,58_용사촌입구.밥할머니공원앞,63_삼송마을20단지,67_삼송테크노밸리
2022-04-07 00:00:00,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-07 01:00:00,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-07 02:00:00,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-07 03:00:00,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-07 04:00:00,5,1,,3,0,,7,8,13,5,,14,13,12,7,0,14,14,16,19,24,0,25,26,27,13,11,26,0,22,0,18,14,13,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,0.0,,0.0,1.0,4.0,14.0,0.0,0.0,0.0
2022-04-07 05:00:00,0,1,,1,3,,7,5,11,13,,6,10,13,11,10,11,12,12,14,15,11,14,15,17,13,0,16,12,13,13,9,5,10,5,3,4,6,7,8,4,4,6,5,12,11,13,14,14,12,14,17,16,15,7,6,0,,3,2,1,0,,0,1,,,0.0,,0.0,0.0,0.0,11.0,4.0,0.0,0.0
2022-04-07 06:00:00,0,0,,2,0,,7,13,17,17,,21,20,22,20,21,23,20,21,22,23,24,17,18,18,11,17,18,13,14,11,9,8,10,5,4,2,2,2,0,3,2,2,3,4,3,4,2,4,3,5,6,5,4,6,5,4,,0,2,7,6,,5,1,,,0.0,,0.0,0.0,3.0,20.0,3.0,5.0,0.0
2022-04-07 07:00:00,1,0,,2,4,,12,22,35,32,,33,32,30,27,28,32,25,28,26,28,35,36,36,36,44,48,46,45,40,29,18,13,15,9,7,4,2,3,4,6,6,6,9,12,7,15,21,22,24,24,36,21,17,11,1,6,,1,3,13,4,,14,0,,,0.0,,0.0,0.0,6.0,28.0,2.0,7.0,0.0
2022-04-07 08:00:00,0,0,,8,9,,12,14,27,38,,40,39,37,37,37,36,26,33,36,32,36,36,38,42,41,49,54,50,45,35,28,21,18,12,12,7,5,7,9,8,8,9,11,12,16,19,23,20,20,18,19,21,20,22,25,13,,9,8,9,9,,9,5,,,4.0,,0.0,0.0,10.0,41.0,10.0,9.0,2.0
2022-04-07 09:00:00,0,1,,4,0,,8,15,19,20,,22,21,33,29,31,33,22,20,21,21,23,20,25,31,27,33,30,35,36,29,24,19,12,8,7,5,4,4,3,2,4,0,4,6,0,7,10,9,10,11,12,12,11,12,11,10,,4,1,6,5,,4,1,,,0.0,,0.0,0.0,5.0,20.0,5.0,0.0,0.0
2022-04-07 10:00:00,0,1,,1,2,,10,11,14,16,,17,12,11,12,16,26,21,24,21,24,25,23,22,25,17,27,26,21,19,18,15,16,18,16,8,5,2,2,2,6,7,7,5,6,11,14,13,14,13,8,7,9,9,9,11,10,,1,0,1,2,,1,0,,,0.0,,0.0,0.0,0.0,12.0,6.0,0.0,0.0
2022-04-07 11:00:00,0,1,,2,1,,7,10,12,16,,4,0,19,18,20,22,22,23,21,16,17,16,14,17,15,14,18,17,15,14,15,18,18,15,9,5,4,4,7,7,9,7,6,11,16,4,5,7,9,12,12,13,11,15,13,13,,5,4,6,4,,5,0,,,1.0,,0.0,0.0,0.0,13.0,12.0,0.0,0.0
2022-04-07 12:00:00,1,0,,2,2,,3,5,7,9,,13,11,10,10,12,13,13,12,9,8,7,8,8,8,7,6,8,9,8,13,5,13,13,9,6,10,12,10,7,8,4,5,3,8,3,10,0,17,21,19,17,18,20,21,15,20,,8,4,4,3,,0,0,,,0.0,,0.0,0.0,0.0,10.0,13.0,1.0,0.0
2022-04-07 13:00:00,1,0,,1,0,,4,7,13,18,,22,22,10,19,19,16,18,16,14,16,18,18,16,9,11,0,9,6,7,6,8,5,9,11,9,8,14,15,16,19,0,18,19,16,19,18,15,15,16,16,20,20,20,21,18,18,,13,3,4,2,,3,1,,,0.0,,0.0,0.0,2.0,19.0,15.0,1.0,0.0
2022-04-07 14:00:00,0,1,,1,0,,2,5,8,13,,14,14,13,13,13,12,13,12,11,14,13,12,12,12,15,15,16,15,12,11,10,8,11,10,8,7,12,18,23,21,21,16,17,21,25,24,25,21,18,15,17,16,17,17,18,17,,11,10,5,3,,1,1,,,0.0,,0.0,2.0,1.0,15.0,14.0,2.0,0.0
2022-04-07 15:00:00,2,3,,3,2,,4,7,9,16,,18,18,17,19,19,17,13,13,10,11,13,12,8,8,6,0,9,7,9,6,8,9,9,10,10,11,15,19,19,22,24,22,24,20,17,19,18,17,25,19,13,14,15,16,13,13,,7,6,5,3,,2,0,,,0.0,,0.0,1.0,1.0,17.0,11.0,1.0,0.0
2022-04-07 16:00:00,0,0,,2,2,,3,5,8,12,,16,17,14,15,23,38,32,40,36,33,33,27,25,11,9,11,12,11,8,0,7,6,6,6,7,17,39,19,29,42,40,38,36,38,35,34,33,23,23,22,27,25,24,23,20,20,,14,13,14,6,,3,1,,,0.0,,0.0,1.0,3.0,15.0,18.0,5.0,0.0
2022-04-07 17:00:00,3,3,,6,0,,7,15,19,26,,27,24,23,22,22,19,10,9,17,17,20,17,17,13,15,9,17,14,13,4,11,11,13,9,11,13,22,35,44,49,48,47,34,33,30,28,28,29,33,35,32,30,32,31,28,32,,14,10,16,9,,2,0,,,0.0,,0.0,2.0,5.0,27.0,22.0,8.0,0.0
2022-04-07 18:00:00,1,0,,7,5,,5,6,8,15,,21,22,12,21,14,19,24,23,20,20,20,16,13,13,12,11,11,11,8,7,10,16,22,20,17,26,29,39,53,48,48,47,45,46,45,39,37,36,43,41,53,44,43,42,40,34,,17,15,8,5,,1,0,,,0.0,,0.0,4.0,4.0,16.0,30.0,4.0,0.0
2022-04-07 19:00:00,0,1,,4,0,,4,5,5,12,,8,14,12,14,14,13,14,8,5,12,6,11,12,15,17,16,16,12,7,5,5,8,9,9,14,14,17,20,25,25,38,38,37,40,37,34,33,33,35,28,43,28,27,28,39,34,,21,18,12,8,,3,1,,,0.0,,0.0,2.0,3.0,16.0,27.0,5.0,0.0
2022-04-07 20:00:00,0,1,,4,4,,7,7,10,11,,9,14,11,12,9,7,14,11,10,10,8,7,8,6,7,6,1,3,5,4,4,3,1,3,5,9,12,16,18,24,0,22,21,19,16,17,12,11,11,17,20,19,19,15,8,14,,10,8,4,4,,2,3,,,2.0,,0.0,0.0,6.0,15.0,12.0,2.0,0.0
2022-04-07 21:00:00,0,0,,5,4,,2,3,5,10,,12,0,11,7,8,7,11,9,9,11,11,9,10,7,0,8,5,7,5,3,3,0,4,2,3,5,9,12,13,13,14,13,10,17,16,14,16,16,15,15,22,18,19,9,14,13,,8,6,5,3,,2,2,,,1.0,,0.0,0.0,3.0,11.0,9.0,0.0,0.0
2022-04-07 22:00:00,0,2,,3,0,,2,2,5,9,,0,0,11,10,7,5,11,10,9,7,0,6,0,3,4,0,0,3,2,1,0,0,3,4,6,6,12,12,16,12,15,14,14,14,0,12,10,12,13,10,15,13,14,11,13,11,,9,8,5,3,,0,0,,,0.0,,0.0,0.0,2.0,12.0,11.0,1.0,0.0
2022-04-07 23:00:00,0,0,,2,3,,4,3,5,5,,6,0,7,3,4,7,10,11,5,6,6,5,5,9,10,0,2,9,2,2,0,3,2,3,4,3,9,8,9,9,0,7,8,9,12,11,11,8,10,8,16,15,11,15,14,6,,7,6,5,3,,0,0,,,0.0,,0.0,0.0,0.0,6.0,10.0,1.0,0.0
2022-04-08 00:00:00,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-08 01:00:00,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-08 02:00:00,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-08 03:00:00,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-08 04:00:00,3,2,,3,2,,9,11,16,15,,15,0,13,0,0,16,18,20,21,22,11,21,22,15,25,0,24,22,19,0,17,15,13,8,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,0.0,,0.0,0.0,2.0,16.0,0.0,0.0,0.0
2022-04-08 05:00:00,0,0,,1,1,,8,7,11,0,,0,7,13,11,9,11,12,8,13,13,14,16,15,17,18,0,0,17,19,19,16,13,8,4,5,5,6,4,7,8,8,7,6,13,13,15,13,0,9,8,9,10,9,6,5,0,,2,0,2,0,,1,2,,,0.0,,0.0,0.0,1.0,9.0,3.0,0.0,0.0
2022-04-08 06:00:00,0,0,,1,2,,9,15,23,24,,25,17,24,20,14,16,17,18,11,14,17,14,16,15,15,16,11,14,15,13,14,13,10,7,5,2,2,3,3,4,3,2,4,5,6,6,5,7,7,8,8,6,7,7,5,6,,1,3,6,5,,8,0,,,0.0,,0.0,0.0,4.0,20.0,5.0,4.0,0.0
2022-04-08 07:00:00,1,0,,2,3,,11,21,29,31,,40,35,38,34,33,39,23,25,27,31,33,33,36,36,45,47,46,45,40,27,16,15,12,9,6,4,1,3,4,0,4,6,8,12,17,39,39,40,40,12,18,18,16,9,8,4,,0,1,11,11,,20,1,,,0.0,,0.0,0.0,5.0,34.0,1.0,12.0,0.0
2022-04-08 08:00:00,0,0,,4,5,,10,16,26,27,,31,29,30,27,35,36,23,21,24,29,33,30,33,42,48,50,50,50,46,37,29,26,25,13,10,4,7,9,6,5,6,6,7,8,11,16,12,12,17,15,18,19,20,23,15,8,,4,5,10,8,,16,4,,,5.0,,0.0,0.0,5.0,29.0,5.0,0.0,0.0
2022-04-08 09:00:00,0,0,,1,2,,4,8,10,11,,24,0,22,19,19,28,27,24,19,22,22,21,18,22,22,0,21,30,29,28,23,21,16,9,8,5,3,6,6,5,7,4,8,11,13,14,14,13,13,13,14,13,15,22,13,12,,3,1,6,3,,5,2,,,0.0,,0.0,0.0,3.0,10.0,6.0,4.0,1.0
2022-04-08 10:00:00,0,0,,4,0,,7,10,12,14,,20,12,11,22,22,21,21,20,22,26,27,28,25,24,25,25,26,30,27,24,23,20,16,8,9,4,4,3,3,4,5,6,3,8,11,13,5,9,10,9,9,6,11,11,11,6,,7,4,3,2,,1,0,,,1.0,,0.0,0.0,0.0,16.0,9.0,3.0,0.0
2022-04-08 11:00:00,0,0,,2,0,,2,5,7,9,,9,0,10,12,13,13,12,13,13,13,15,14,15,11,13,9,12,16,15,14,13,13,17,12,9,6,7,11,12,7,8,0,12,12,13,14,13,11,13,12,17,20,22,20,22,21,,3,3,3,2,,1,1,,,0.0,,0.0,0.0,1.0,10.0,10.0,3.0,0.0
2022-04-08 12:00:00,0,0,,2,0,,3,8,8,10,,0,12,13,11,12,14,15,13,16,17,0,17,18,19,21,18,23,22,20,16,13,15,15,16,13,8,13,10,11,12,14,13,11,10,8,8,12,15,20,17,22,21,21,20,25,23,,7,7,6,5,,2,0,,,0.0,,0.0,0.0,0.0,11.0,22.0,4.0,0.0
2022-04-08 13:00:00,1,0,,5,1,,4,7,8,12,,15,8,15,12,11,12,18,19,20,16,21,18,14,15,16,18,17,13,16,14,13,15,14,12,10,7,9,12,18,17,16,17,15,17,17,20,18,17,19,19,20,17,19,28,31,18,,6,5,4,2,,3,2,,,0.0,,0.0,0.0,6.0,14.0,23.0,3.0,1.0
2022-04-08 14:00:00,0,1,,2,2,,4,7,11,17,,17,19,17,17,18,15,16,14,15,16,15,13,14,14,15,14,15,15,12,11,11,8,12,12,10,13,14,22,30,13,19,17,15,18,15,20,19,23,21,18,22,23,20,21,22,19,,11,8,6,3,,2,0,,,0.0,,0.0,0.0,2.0,19.0,17.0,0.0,0.0
2022-04-08 15:00:00,0,1,,1,0,,3,7,7,12,,21,20,16,19,21,36,22,20,18,16,10,12,10,9,10,8,7,6,6,4,8,8,8,7,10,16,18,23,23,31,24,23,23,24,25,25,22,19,21,22,20,26,26,23,22,19,,11,10,7,7,,4,1,,,0.0,,0.0,3.0,0.0,20.0,17.0,6.0,0.0
2022-04-08 16:00:00,1,0,,5,0,,6,8,12,23,,34,34,34,19,19,21,17,21,19,19,10,18,20,16,16,22,21,17,10,8,6,7,7,10,9,10,21,18,23,30,28,28,26,31,35,34,33,33,34,28,25,25,24,21,19,16,,15,12,8,2,,5,1,,,1.0,,0.0,1.0,2.0,29.0,12.0,6.0,0.0
2022-04-08 17:00:00,0,1,,4,0,,5,7,8,15,,22,22,21,17,18,21,23,24,18,21,19,14,15,16,15,16,8,17,11,13,10,8,10,9,11,16,27,33,39,43,42,40,37,38,39,36,31,31,35,31,33,27,26,29,30,28,,17,13,28,26,,24,2,,,1.0,,0.0,2.0,0.0,22.0,24.0,25.0,0.0
2022-04-08 18:00:00,0,2,,5,8,,6,10,12,18,,18,27,14,25,22,19,15,13,11,15,14,9,12,8,8,7,6,8,6,4,10,9,17,19,13,17,22,45,54,55,54,49,46,50,50,43,43,39,40,35,44,37,35,45,33,29,,15,11,10,3,,0,0,,,0.0,,0.0,4.0,7.0,18.0,23.0,2.0,0.0
2022-04-08 19:00:00,0,1,,4,5,,6,8,12,16,,18,20,15,19,18,17,19,15,12,21,20,22,13,5,2,3,0,4,0,0,2,3,6,5,11,12,18,24,26,31,27,22,20,25,24,25,24,23,23,26,23,20,20,22,46,42,,21,19,7,7,,1,0,,,0.0,,0.0,1.0,0.0,18.0,28.0,3.0,0.0
2022-04-08 20:00:00,0,2,,3,0,,3,2,4,12,,14,13,0,14,12,10,8,8,6,6,4,5,5,4,3,2,6,6,2,0,5,2,4,6,7,12,13,14,24,23,24,22,20,20,20,24,24,27,30,21,24,17,19,18,14,16,,9,7,5,2,,1,0,,,0.0,,0.0,1.0,0.0,13.0,11.0,0.0,0.0
2022-04-08 21:00:00,0,1,,4,5,,3,6,5,15,,23,3,19,16,15,13,14,17,15,15,14,13,12,6,1,3,0,5,3,0,2,1,1,3,3,4,8,9,11,12,9,10,7,10,20,19,19,20,17,12,16,11,7,12,11,10,,4,6,7,3,,1,0,,,0.0,,0.0,0.0,0.0,21.0,8.0,2.0,0.0
2022-04-08 22:00:00,0,0,,4,3,,3,2,5,15,,18,13,17,17,15,15,15,9,16,14,13,11,9,6,5,4,0,3,2,0,2,0,3,3,8,6,12,14,19,18,12,10,9,15,14,12,11,12,14,12,14,13,11,16,17,16,,12,7,3,3,,0,2,,,0.0,,0.0,0.0,2.0,17.0,14.0,1.0,0.0
2022-04-08 23:00:00,0,0,,4,3,,0,4,4,2,,0,0,0,7,7,7,25,27,23,2,7,3,6,5,6,2,1,5,2,0,0,2,0,3,6,8,13,11,12,6,0,9,11,13,14,12,11,12,13,11,23,19,19,21,11,17,,7,7,4,4,,0,0,,,0.0,,0.0,0.0,0.0,0.0,13.0,2.0,1.0
2022-04-09 00:00:00,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-09 01:00:00,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-09 02:00:00,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-09 03:00:00,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-09 04:00:00,1,0,,1,0,,5,6,9,8,,7,5,7,4,0,6,9,10,10,0,0,0,0,12,0,0,0,7,5,0,0,0,0,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,0.0,,0.0,0.0,2.0,5.0,0.0,0.0,0.0
2022-04-09 05:00:00,0,0,,2,3,,7,6,8,12,,3,0,8,7,8,9,6,7,7,8,8,4,6,7,5,0,0,9,9,0,7,7,6,5,4,2,5,1,8,10,0,8,7,11,12,12,11,10,9,6,8,9,8,6,5,0,,2,0,1,0,,0,0,,,0.0,,0.0,0.0,3.0,13.0,3.0,0.0,0.0
2022-04-09 06:00:00,0,0,,2,0,,3,5,5,6,,0,0,5,3,8,7,4,6,6,4,6,5,5,6,4,7,4,3,4,3,2,5,4,3,2,0,0,2,4,5,2,0,1,6,6,5,7,5,4,7,4,5,4,0,3,4,,0,2,3,1,,2,1,,,0.0,,0.0,0.0,1.0,8.0,1.0,0.0,0.0
2022-04-09 07:00:00,1,0,,1,0,,3,5,4,6,,0,6,6,6,4,10,8,4,7,9,6,8,9,8,0,5,0,4,7,3,6,4,3,2,1,0,0,1,0,0,1,0,0,2,2,5,0,3,4,6,8,8,6,11,12,9,,1,1,3,4,,3,0,,,0.0,,0.0,0.0,2.0,6.0,3.0,0.0,0.0
2022-04-09 08:00:00,0,0,,1,2,,4,10,13,10,,18,17,11,16,15,20,11,13,4,14,18,16,16,15,17,19,16,16,16,11,7,5,4,0,3,0,1,3,1,5,4,2,4,5,6,8,9,11,11,14,19,20,21,22,20,14,,0,5,8,6,,5,1,,,0.0,,0.0,0.0,0.0,16.0,7.0,0.0,0.0
2022-04-09 09:00:00,0,1,,3,1,,5,7,10,11,,13,0,15,12,0,12,14,18,17,21,21,19,16,14,16,17,0,13,11,12,7,9,8,6,7,4,3,4,5,2,0,4,0,7,6,10,10,11,12,15,18,20,16,11,16,14,,3,1,3,2,,5,0,,,0.0,,0.0,0.0,2.0,12.0,6.0,3.0,0.0
2022-04-09 10:00:00,1,0,,2,1,,7,9,16,17,,14,20,21,20,18,20,20,20,21,21,26,25,22,23,25,21,26,25,16,16,15,10,10,9,3,5,3,4,5,4,2,5,4,7,10,12,11,10,10,9,12,12,17,14,13,12,,8,3,7,4,,4,0,,,0.0,,0.0,0.0,2.0,21.0,15.0,4.0,0.0
2022-04-09 11:00:00,2,0,,3,2,,3,6,17,21,,25,0,13,23,24,26,20,20,23,25,27,27,29,32,33,14,36,36,40,40,42,37,33,26,16,2,5,6,8,7,0,9,11,18,17,22,24,25,25,22,16,19,18,16,16,15,,9,7,6,5,,0,3,,,0.0,,0.0,0.0,0.0,22.0,10.0,4.0,0.0
2022-04-09 12:00:00,0,0,,2,0,,5,9,12,15,,17,17,17,15,17,18,18,22,22,27,26,26,23,23,27,26,25,26,25,19,17,18,16,9,15,7,9,11,12,19,20,19,20,22,24,27,27,25,29,21,34,37,31,30,29,26,,6,5,6,4,,4,0,,,0.0,,0.0,0.0,3.0,18.0,21.0,3.0,0.0
2022-04-09 13:00:00,0,1,,7,5,,6,8,15,19,,18,25,23,21,23,29,23,19,24,26,22,20,19,24,27,26,26,23,23,20,17,14,14,13,13,11,15,13,15,19,20,19,17,16,19,18,21,20,23,29,30,30,34,37,38,35,,16,10,5,4,,5,1,,,0.0,,0.0,0.0,4.0,24.0,26.0,3.0,0.0
2022-04-09 14:00:00,0,0,,2,2,,5,9,14,22,,28,29,30,19,28,28,15,16,18,19,17,6,14,14,15,16,17,15,14,11,16,14,14,13,11,16,15,17,20,20,0,18,19,20,22,20,18,18,18,17,20,21,23,23,24,0,,12,11,9,9,,6,3,,,0.0,,0.0,0.0,3.0,26.0,22.0,8.0,0.0
2022-04-09 15:00:00,0,0,,2,4,,5,7,7,11,,19,18,17,18,17,27,22,21,18,17,19,18,16,14,12,13,9,13,11,7,10,9,10,10,14,17,22,21,23,26,26,24,21,19,21,22,25,23,27,19,20,19,21,22,25,26,,8,5,3,3,,2,1,,,0.0,,0.0,0.0,1.0,18.0,19.0,2.0,0.0
2022-04-09 16:00:00,0,0,,2,1,,1,4,7,26,,25,25,25,21,19,21,21,17,17,19,20,22,19,15,17,16,15,18,15,13,13,15,20,19,21,19,24,26,28,24,28,25,22,23,28,30,30,27,27,28,26,27,30,35,36,28,,13,9,9,7,,2,0,,,0.0,,0.0,0.0,1.0,29.0,27.0,6.0,0.0
2022-04-09 17:00:00,0,0,,4,0,,2,4,10,24,,25,22,23,22,20,22,21,22,20,17,15,14,13,11,9,5,0,8,8,11,6,12,15,15,9,8,22,27,29,30,21,27,30,22,25,26,29,34,36,33,28,22,23,28,30,31,,11,6,6,7,,5,0,,,0.0,,0.0,0.0,2.0,22.0,26.0,4.0,0.0
2022-04-09 18:00:00,0,0,,3,1,,0,4,5,22,,26,26,27,20,24,21,16,17,10,15,18,14,12,10,8,8,8,9,8,6,12,14,13,10,12,10,15,19,22,30,29,29,27,29,33,33,32,31,27,25,31,30,29,31,33,30,,13,11,7,4,,3,0,,,0.0,,0.0,0.0,2.0,25.0,21.0,0.0,0.0
2022-04-09 19:00:00,0,0,,3,0,,1,3,7,23,,29,18,16,20,24,20,11,12,11,13,10,13,11,11,11,8,9,7,5,2,1,0,4,4,11,15,16,16,21,12,11,0,12,14,8,18,18,18,19,16,18,13,10,14,13,12,,10,3,3,1,,1,0,,,0.0,,0.0,0.0,2.0,27.0,12.0,0.0,0.0
2022-04-09 20:00:00,0,0,,4,3,,2,4,4,15,,18,0,17,11,15,12,10,7,4,8,5,4,6,3,5,0,4,3,2,6,0,0,3,1,8,20,24,21,25,22,19,17,11,14,15,14,6,15,16,15,16,15,14,16,11,15,,8,7,6,2,,0,0,,,0.0,,0.0,0.0,1.0,16.0,11.0,1.0,0.0
2022-04-09 21:00:00,0,0,,3,4,,3,3,8,24,,26,24,21,14,18,16,17,13,15,7,6,6,4,3,4,0,2,1,1,0,0,0,2,4,6,9,12,5,15,18,16,18,19,17,16,19,18,17,14,10,14,14,13,11,9,6,,0,7,2,1,,0,0,,,0.0,,0.0,0.0,0.0,27.0,8.0,0.0,0.0
2022-04-09 22:00:00,1,0,,2,0,,2,6,8,20,,25,24,21,17,0,16,12,10,9,10,4,8,7,5,5,0,0,5,3,2,1,0,3,4,4,5,6,6,8,12,12,11,8,9,10,9,7,11,11,10,17,15,14,15,12,14,,10,8,3,1,,0,0,,,0.0,,0.0,0.0,1.0,26.0,12.0,0.0,0.0
2022-04-09 23:00:00,0,0,,6,5,,4,3,1,2,,0,3,0,2,4,3,15,15,18,22,19,14,3,5,0,6,4,6,7,0,4,0,3,1,2,1,3,4,5,11,4,12,6,11,11,12,11,9,12,9,17,14,15,15,7,12,,9,8,6,4,,0,1,,,0.0,,0.0,0.0,3.0,4.0,12.0,0.0,0.0
2022-04-10 00:00:00,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-10 01:00:00,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-10 02:00:00,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
