Unnamed: 0,1_진관공영차고지,2_동산동능모퉁이.한국지역난방공사,3_삼송주유소앞,4_삼송역,5_세수동,6_명현학교,7_고양중학교,8_고양동산초등학교,9_동산마을22단지,10_스타필드고양,11_창릉동주민센터.용사촌입구,12_큰골입구,13_동산동능모퉁이.한국지역난방공사,14_은평뉴타운10단지,15_구파발역입구,16_박석고개.신도고등학교,17_세명컴퓨터고등학교,18_연신내역.연서시장,19_동명여고.천주교불광동성당,20_불광역3.6호선,21_불광역3호선.서울혁신파크,22_한전성서지사.북한산푸르지오,23_녹번역,24_산골고개,25_홍제역(중).서대문세무서,26_홍제삼거리.인왕산한신휴플러스,27_무악재역,28_안산초등학교,29_독립문역.한성과학고,30_영천시장,31_금화초등학교.서울시교육청,32_서대문역사거리.농협중앙회,33_서울역사박물관.경희궁앞,34_광화문,35_을지로입구역.광교,36_롯데백화점,37_신세계앞,38_남대문시장.회현역,39_경찰청.동북아역사재단,40_서대문경찰서.농협은행.유관순활동터,41_영천시장,42_독립문역.한성과학고,43_무악재역,44_인왕산.홍제원아파트,45_홍제역(중).서대문세무서,46_산골고개,47_녹번역,48_한전성서지사.북한산푸르지오,49_불광역3호선.서울혁신파크,50_불광역3.6호선,51_동명여고.천주교불광동성당,52_연신내역.연서시장,53_세명컴퓨터고등학교,54_박석고개.신도고등학교,55_구파발역입구,56_은평뉴타운10단지,57_동산동능모퉁이.한국지역난방공사,58_창릉동주민센터.용사촌입구,59_스타필드고양,60_동산마을22단지,61_고양동산초등학교,62_고양중학교,63_명현학교,64_세수동,65_삼송역,66_삼송주유소,67_진관공영차고지,66_힐스테이트삼송역,67_삼송주유소,68_진관공영차고지,3_삼송테크노밸리,6_삼송마을16.17단지,11_용사촌입구,58_용사촌입구.밥할머니공원앞,63_삼송마을20단지,67_삼송테크노밸리
2022-03-05 04:00:00,1,0,0.0,2,0,5.0,4,6,8,7,5.0,8,5,8,4,0,7,7,6,6,0,0,6,7,9,10,0,9,7,6,0,0,5,7,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-05 05:00:00,0,0,0.0,2,0,1.0,9,3,11,16,17.0,17,0,6,14,4,8,10,6,13,12,6,11,6,10,11,0,8,10,8,0,7,3,4,3,2,0,3,4,5,5,4,5,6,8,10,13,14,11,9,7,8,5,4,0,1,0,0.0,2,1,1,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-05 06:00:00,0,0,0.0,1,0,0.0,1,3,4,5,6.0,8,0,0,3,9,7,6,3,6,5,8,7,8,8,7,6,8,6,6,0,5,4,6,4,2,1,0,3,1,0,0,1,2,0,1,2,3,4,6,6,8,7,5,4,5,2,3.0,0,2,2,0,0.0,3,0,0.0,0.0,,,,,,,,,
2022-03-05 07:00:00,0,0,0.0,1,0,1.0,2,3,5,4,1.0,4,0,5,3,5,8,6,7,5,6,6,7,0,0,0,6,0,5,6,6,5,2,1,0,2,3,3,4,0,3,2,1,2,5,6,6,5,6,6,5,7,6,6,8,0,7,4.0,2,1,2,0,0.0,4,1,0.0,0.0,,,,,,,,,
2022-03-05 08:00:00,0,0,0.0,1,1,0.0,5,7,12,0,11.0,14,7,4,15,16,15,8,12,10,8,12,11,13,12,9,9,0,9,8,7,6,5,4,6,2,4,2,5,7,5,6,4,6,4,3,0,5,2,6,3,8,5,6,5,6,5,3.0,2,4,4,3,3.0,2,1,0.0,0.0,,,,,,,,,
2022-03-05 09:00:00,0,0,0.0,3,5,1.0,6,7,11,12,10.0,12,9,11,13,8,14,15,14,17,17,17,17,14,15,19,18,18,20,16,11,10,12,11,5,5,2,2,4,6,1,7,8,9,9,11,12,13,10,11,11,14,14,8,7,15,13,9.0,6,3,4,2,1.0,2,0,0.0,0.0,,,,,,,,,
2022-03-05 10:00:00,0,0,0.0,1,2,0.0,5,10,14,10,14.0,15,14,15,13,16,19,15,16,16,17,20,17,17,23,26,27,28,29,19,19,18,17,17,16,11,7,4,2,6,7,8,8,8,12,11,12,10,14,11,11,14,17,19,24,21,15,14.0,5,0,2,2,1.0,0,0,0.0,0.0,,,,,,,,,
2022-03-05 11:00:00,0,0,0.0,2,2,0.0,3,11,12,16,19.0,21,20,18,16,19,20,19,18,13,15,15,13,13,17,18,18,19,23,26,29,28,25,26,26,23,7,4,8,7,10,8,8,8,15,15,20,20,21,21,18,15,16,17,21,23,20,13.0,8,6,5,4,3.0,4,0,0.0,0.0,,,,,,,,,
2022-03-05 12:00:00,2,0,0.0,5,0,0.0,5,9,12,14,14.0,16,17,15,15,19,20,18,14,12,17,9,16,14,20,24,24,26,19,18,17,12,10,10,11,13,7,11,16,12,14,15,10,14,20,23,14,12,24,24,23,21,27,29,34,36,34,30.0,5,0,8,6,0.0,6,0,0.0,0.0,,,,,,,,,
2022-03-05 13:00:00,0,1,1.0,1,2,0.0,3,6,8,11,12.0,14,13,15,10,14,18,18,16,13,14,14,17,18,20,21,22,24,21,20,17,13,12,16,13,12,8,11,9,9,19,16,17,13,23,16,22,26,26,33,32,38,41,46,48,48,43,29.0,10,9,4,5,5.0,0,2,0.0,0.0,,,,,,,,,
2022-03-05 14:00:00,0,0,0.0,2,1,1.0,2,6,8,15,0.0,8,0,14,14,20,16,19,12,13,25,8,14,12,12,11,11,12,10,11,7,16,12,11,11,18,15,16,15,17,23,20,19,14,19,19,24,23,23,23,23,34,38,39,41,39,36,25.0,24,8,7,4,3.0,1,0,0.0,0.0,,,,,,,,,
2022-03-05 15:00:00,0,0,0.0,1,3,0.0,5,10,12,25,31.0,32,31,28,24,25,16,18,16,9,27,24,26,21,17,16,0,7,12,13,8,11,11,13,9,12,9,13,16,18,15,17,19,21,23,22,23,23,20,21,21,24,36,36,37,42,41,35.0,5,4,3,2,3.0,2,0,0.0,0.0,,,,,,,,,
2022-03-05 16:00:00,0,2,2.0,6,0,0.0,6,6,9,34,35.0,37,35,35,28,25,30,27,23,20,17,16,16,15,13,6,0,15,15,8,12,13,14,14,14,13,17,14,16,23,25,22,26,22,23,18,19,21,23,31,31,43,39,38,34,33,30,21.0,8,5,5,3,2.0,4,0,0.0,0.0,,,,,,,,,
2022-03-05 17:00:00,0,0,0.0,1,1,0.0,2,5,8,31,37.0,40,39,42,40,39,35,28,21,14,19,18,18,21,19,16,12,12,11,7,5,5,7,8,8,9,17,23,26,24,25,26,25,24,21,23,22,22,22,29,28,28,32,21,36,36,33,22.0,14,10,6,4,5.0,0,0,0.0,0.0,,,,,,,,,
2022-03-05 18:00:00,0,0,0.0,0,0,1.0,0,4,5,18,20.0,21,23,23,18,0,14,17,13,12,10,9,9,8,15,15,13,0,12,9,6,5,6,8,6,13,12,16,16,20,21,23,22,20,25,29,29,30,29,35,25,24,20,18,18,19,0,18.0,13,11,7,4,3.0,1,0,0.0,0.0,,,,,,,,,
2022-03-05 19:00:00,0,0,0.0,0,0,0.0,0,3,10,26,32.0,0,29,28,27,24,19,16,16,18,18,14,12,11,7,3,0,6,6,5,4,3,0,5,5,7,13,17,10,13,12,12,14,10,18,19,14,18,17,16,14,13,10,1,13,15,17,14.0,10,7,4,2,0.0,1,0,0.0,0.0,,,,,,,,,
2022-03-05 20:00:00,0,0,0.0,1,0,0.0,1,2,2,23,26.0,0,0,0,8,25,25,15,12,12,11,10,10,9,4,1,0,0,0,2,0,1,0,6,4,9,13,12,15,19,22,19,17,14,16,17,14,12,12,10,11,8,9,3,10,9,8,7.0,6,5,5,3,1.0,3,0,0.0,0.0,,,,,,,,,
2022-03-05 21:00:00,0,0,0.0,1,0,0.0,2,1,3,15,18.0,0,17,8,16,13,7,13,14,13,13,12,11,8,8,9,12,0,11,8,4,3,2,2,1,2,5,6,8,12,11,7,10,10,10,12,17,18,14,13,16,13,11,10,11,12,11,8.0,8,7,3,0,2.0,1,0,0.0,0.0,,,,,,,,,
2022-03-05 22:00:00,0,0,0.0,1,0,1.0,0,1,3,15,18.0,18,20,18,17,15,11,10,3,4,0,2,9,0,2,1,0,1,10,7,0,0,6,0,3,2,0,5,6,7,10,8,10,9,8,9,10,3,9,6,0,10,8,6,10,12,9,10.0,10,8,6,4,2.0,0,0,0.0,0.0,,,,,,,,,
2022-03-05 23:00:00,0,0,0.0,5,0,3.0,2,1,4,0,6.0,0,0,1,7,0,3,13,10,13,7,11,10,4,5,6,4,0,3,0,4,0,0,0,2,2,0,3,4,5,6,4,4,5,4,0,6,0,7,8,5,8,8,0,0,4,7,2.0,5,1,2,1,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-06 00:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-06 01:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-06 02:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-06 03:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-06 04:00:00,1,0,0.0,3,0,0.0,3,4,2,3,3.0,3,0,4,0,0,2,2,0,3,0,0,0,4,3,0,0,0,0,3,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-06 05:00:00,0,0,0.0,1,1,1.0,2,1,3,6,0.0,7,6,0,2,3,3,3,4,0,2,0,3,2,3,0,0,0,2,3,0,1,1,2,1,0,1,0,4,10,9,0,7,0,6,3,0,0,0,3,0,4,3,2,1,0,0,0.0,0,0,1,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-06 06:00:00,0,0,0.0,2,0,0.0,1,2,0,2,5.0,6,0,0,5,6,5,5,6,2,5,5,4,3,6,5,0,0,2,0,0,3,0,2,0,1,0,0,1,1,2,0,0,0,1,2,2,3,4,4,2,4,5,4,1,2,3,1.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-06 07:00:00,0,0,0.0,2,0,2.0,1,3,2,3,3.0,0,0,0,2,0,5,5,6,1,6,7,3,2,2,3,0,0,3,3,0,2,0,1,0,2,1,0,1,2,0,0,3,2,4,3,5,0,4,5,0,4,4,2,4,5,4,2.0,0,1,1,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-06 08:00:00,0,0,0.0,0,1,0.0,4,5,7,0,5.0,9,8,2,7,6,6,7,0,6,7,10,6,8,5,3,5,6,4,0,4,0,3,2,1,0,1,0,0,1,0,4,5,0,7,8,7,10,9,8,8,11,7,4,6,7,3,4.0,3,2,2,2,1.0,1,0,0.0,0.0,,,,,,,,,
2022-03-06 09:00:00,0,0,0.0,1,0,2.0,4,6,9,10,12.0,13,0,10,10,9,14,17,18,17,19,22,22,22,21,21,22,0,16,15,11,10,8,9,12,3,1,1,0,1,2,1,2,4,4,5,7,8,5,4,4,8,7,6,9,9,7,5.0,3,0,0,0,0.0,1,0,0.0,0.0,,,,,,,,,
2022-03-06 10:00:00,0,0,0.0,1,0,1.0,6,11,14,11,15.0,0,0,14,8,14,18,12,11,9,7,9,10,11,12,13,0,21,21,16,14,11,7,7,3,5,1,3,7,9,8,1,0,6,6,6,3,5,3,5,7,7,9,12,9,13,12,8.0,2,1,2,0,0.0,3,0,0.0,0.0,,,,,,,,,
2022-03-06 11:00:00,0,1,0.0,0,0,0.0,4,7,7,7,12.0,13,12,6,8,7,8,8,11,12,17,16,17,17,15,15,16,7,13,16,12,9,10,6,4,2,1,3,4,5,11,9,0,8,12,7,11,11,8,9,6,8,9,0,9,8,0,6.0,2,0,5,1,0.0,3,2,0.0,0.0,,,,,,,,,
2022-03-06 12:00:00,0,0,0.0,0,2,0.0,5,11,8,10,12.0,14,15,12,16,10,18,18,16,13,13,0,0,13,12,16,17,16,17,15,16,16,14,17,8,5,7,11,11,12,14,10,10,13,14,15,17,17,16,20,16,19,18,19,21,21,20,16.0,6,4,5,0,0.0,1,0,0.0,0.0,,,,,,,,,
2022-03-06 13:00:00,0,0,0.0,4,0,3.0,6,10,14,17,20.0,21,21,21,19,20,23,24,25,29,27,33,30,26,23,22,21,18,16,18,16,15,13,11,16,12,4,7,6,7,7,12,12,10,13,17,19,20,20,26,25,23,16,12,20,17,13,15.0,4,3,3,4,2.0,3,0,0.0,0.0,,,,,,,,,
2022-03-06 14:00:00,0,0,0.0,1,0,1.0,5,7,9,21,13.0,22,0,15,10,11,15,14,13,10,10,10,11,10,11,12,14,13,14,12,12,9,10,7,6,8,11,10,11,15,19,21,8,20,22,23,23,24,21,22,20,30,34,32,31,34,30,23.0,5,5,3,2,0.0,4,0,0.0,0.0,,,,,,,,,
2022-03-06 15:00:00,0,0,0.0,1,0,0.0,2,2,3,11,17.0,8,15,8,17,18,20,18,14,17,18,19,17,15,8,7,9,0,7,8,8,10,9,7,9,12,10,14,13,18,19,18,6,17,15,21,20,25,26,28,24,26,29,17,29,30,23,24.0,14,12,5,4,0.0,3,0,0.0,0.0,,,,,,,,,
2022-03-06 16:00:00,0,0,0.0,0,1,0.0,3,0,5,19,21.0,22,16,18,19,17,16,21,7,16,12,11,10,6,9,8,0,6,7,6,6,2,8,9,7,4,10,11,12,13,16,12,13,17,15,15,15,14,13,16,14,18,21,17,21,23,22,12.0,7,6,5,3,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-06 17:00:00,0,0,0.0,2,0,0.0,4,9,11,22,24.0,10,0,25,18,18,16,14,13,13,7,13,12,11,11,10,9,6,8,3,11,0,4,9,9,6,8,9,11,9,14,15,14,15,18,13,15,14,12,13,13,14,16,18,19,23,20,12.0,7,2,9,3,0.0,2,0,0.0,0.0,,,,,,,,,
2022-03-06 18:00:00,0,0,0.0,1,0,0.0,0,0,3,18,23.0,27,22,23,24,25,23,20,16,15,12,12,10,10,8,4,0,5,7,8,0,6,9,6,5,8,11,16,17,21,23,24,20,18,15,14,11,11,10,13,11,16,12,8,15,0,14,10.0,7,5,3,0,0.0,3,0,0.0,0.0,,,,,,,,,
2022-03-06 19:00:00,0,0,0.0,0,1,0.0,0,4,2,28,31.0,33,32,31,25,24,21,18,18,16,17,14,13,10,6,6,7,8,7,2,0,1,0,5,1,8,14,14,14,16,15,9,14,12,13,16,14,13,12,22,21,19,13,11,14,8,12,6.0,11,9,7,4,3.0,1,0,0.0,0.0,,,,,,,,,
2022-03-06 20:00:00,0,0,0.0,1,0,0.0,1,2,6,21,20.0,20,19,19,19,18,17,14,12,11,12,11,10,6,5,0,6,2,1,6,5,4,2,1,3,8,12,15,14,0,10,11,6,10,11,11,10,6,8,5,6,18,14,0,0,13,0,8.0,7,6,4,3,0.0,2,0,0.0,0.0,,,,,,,,,
2022-03-06 21:00:00,0,0,0.0,2,0,0.0,3,2,9,15,19.0,19,18,16,16,15,13,10,9,7,9,5,9,10,6,0,4,5,3,0,3,1,0,1,1,2,4,0,6,5,6,3,0,7,6,14,12,10,11,11,13,11,12,11,4,12,9,8.0,7,6,5,1,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-06 22:00:00,0,0,0.0,2,0,0.0,0,0,5,14,19.0,18,17,18,16,13,13,6,0,8,8,6,5,6,5,4,3,2,0,1,0,1,0,1,1,0,0,3,4,6,6,9,8,9,8,10,10,8,9,7,6,10,5,5,6,4,5,4.0,8,7,8,7,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-06 23:00:00,0,0,0.0,1,0,0.0,1,0,0,3,5.0,0,0,4,6,5,6,8,9,8,8,0,6,4,0,5,6,5,3,4,3,1,0,0,0,1,0,0,3,4,4,0,0,0,5,4,3,3,3,4,5,9,8,6,0,4,4,5.0,1,4,2,1,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-07 00:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-07 01:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-07 02:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-07 03:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-07 04:00:00,0,0,0.0,1,2,0.0,9,11,12,11,13.0,14,13,12,0,0,14,18,0,19,20,21,20,23,26,28,15,27,25,23,22,20,19,18,10,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-07 05:00:00,1,0,0.0,1,2,0.0,5,6,9,11,13.0,9,5,11,10,9,11,12,11,10,10,8,11,13,11,15,9,11,13,12,11,4,10,9,3,3,2,1,3,2,4,5,5,0,6,6,6,7,6,6,6,5,4,5,0,3,4,2.0,0,0,1,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-07 06:00:00,0,1,0.0,2,0,3.0,7,12,14,15,16.0,15,13,15,13,16,21,20,22,22,24,25,24,23,22,21,22,24,24,19,18,14,10,8,4,3,2,1,1,0,0,0,0,2,2,3,5,2,6,5,8,5,5,4,0,4,3,1.0,1,2,5,4,7.0,5,0,0.0,0.0,,,,,,,,,
2022-03-07 07:00:00,0,0,0.0,1,2,3.0,10,21,29,31,34.0,36,35,34,29,34,44,28,26,26,27,29,27,27,31,22,33,35,34,23,19,17,12,11,7,7,4,2,3,4,0,3,1,6,8,8,11,16,16,18,18,24,18,17,19,16,6,5.0,2,3,7,9,9.0,2,1,0.0,0.0,,,,,,,,,
2022-03-07 08:00:00,1,0,0.0,5,0,6.0,8,16,29,31,34.0,36,34,37,30,33,41,27,30,37,41,51,50,50,48,47,48,51,44,39,33,23,19,19,15,10,7,5,8,6,10,2,9,9,7,7,9,12,14,14,17,22,24,24,23,19,9,11.0,3,8,13,13,9.0,9,1,0.0,0.0,,,,,,,,,
2022-03-07 09:00:00,0,0,0.0,4,0,0.0,8,13,16,18,21.0,22,21,21,21,23,31,25,26,23,21,20,19,21,23,25,25,27,24,24,25,21,17,14,11,9,4,2,2,3,5,0,0,4,4,6,6,6,7,7,7,8,9,8,12,3,6,6.0,1,3,6,5,4.0,3,1,0.0,0.0,,,,,,,,,
2022-03-07 10:00:00,0,1,0.0,2,3,0.0,4,10,11,12,13.0,11,14,13,18,19,23,15,16,15,13,15,16,16,19,10,23,23,26,24,22,20,22,19,13,9,6,2,3,3,5,4,0,0,6,5,9,6,7,9,7,11,7,7,8,8,7,3.0,2,1,3,2,4.0,2,0,0.0,0.0,,,,,,,,,
2022-03-07 11:00:00,0,0,0.0,1,0,0.0,5,8,7,8,9.0,10,0,11,8,11,14,13,12,13,12,12,10,13,17,16,21,20,18,14,13,12,10,9,8,8,6,9,8,7,6,4,7,3,7,9,10,0,10,11,12,16,13,13,14,16,15,11.0,4,3,7,4,2.0,3,1,0.0,0.0,,,,,,,,,
2022-03-07 12:00:00,0,1,0.0,0,0,0.0,3,4,7,10,10.0,9,6,13,11,11,19,16,18,15,13,14,12,8,10,9,0,10,11,9,6,7,7,7,8,6,3,9,8,7,12,11,2,10,12,14,14,15,13,18,16,15,17,20,21,22,21,17.0,8,3,3,2,2.0,4,0,0.0,0.0,,,,,,,,,
2022-03-07 13:00:00,0,0,0.0,1,2,4.0,4,6,11,16,19.0,7,19,18,12,7,15,13,12,14,11,11,12,12,13,10,12,10,11,8,10,9,8,8,9,8,6,6,6,9,9,8,7,10,13,15,14,16,15,11,10,12,13,11,12,15,12,9.0,4,2,4,3,4.0,1,0,0.0,0.0,,,,,,,,,
2022-03-07 14:00:00,0,0,0.0,1,0,2.0,4,6,8,13,15.0,17,12,16,14,16,15,14,15,10,12,11,10,7,6,7,0,0,6,7,4,7,9,7,7,6,9,14,15,17,18,17,16,16,16,13,17,18,17,21,19,18,17,18,15,15,13,10.0,7,4,8,5,2.0,3,0,0.0,0.0,,,,,,,,,
2022-03-07 15:00:00,0,0,0.0,3,3,4.0,4,3,6,12,17.0,10,7,6,12,27,23,28,24,18,13,12,11,11,10,11,10,9,7,7,5,8,7,7,6,8,7,17,17,18,16,18,18,17,24,25,18,23,21,22,20,17,18,16,18,18,14,13.0,8,6,7,5,3.0,4,1,0.0,0.0,,,,,,,,,
2022-03-07 16:00:00,1,2,1.0,4,0,2.0,3,7,9,16,21.0,23,16,22,19,15,17,18,18,17,15,14,11,9,10,12,10,9,8,7,3,8,9,10,8,9,7,19,20,20,24,23,16,22,21,20,20,19,24,28,23,19,22,23,23,17,12,19.0,12,8,8,6,0.0,5,1,0.0,0.0,,,,,,,,,
2022-03-07 17:00:00,0,1,0.0,2,0,1.0,2,6,7,13,14.0,7,9,10,13,14,15,10,11,13,14,17,14,11,4,5,4,5,7,6,4,6,9,9,6,7,9,21,29,34,39,38,34,32,31,29,28,28,26,27,24,16,16,19,19,16,15,13.0,12,9,21,20,22.0,21,2,0.0,0.0,,,,,,,,,
2022-03-07 18:00:00,0,0,0.0,11,8,7.0,3,4,7,25,27.0,0,16,26,24,22,21,17,14,14,12,11,10,9,6,0,7,5,7,4,2,8,7,6,9,10,17,20,26,33,35,36,37,35,38,41,40,33,31,39,37,43,33,30,30,28,24,20.0,18,16,5,4,3.0,4,2,1.0,0.0,,,,,,,,,
2022-03-07 19:00:00,1,2,2.0,10,7,4.0,6,3,3,12,15.0,0,7,0,16,20,13,10,6,10,11,7,6,5,5,3,4,0,3,2,0,3,5,4,5,5,12,15,19,24,24,26,26,29,30,28,23,18,17,14,23,39,36,32,34,35,34,24.0,14,10,6,4,2.0,0,0,0.0,0.0,,,,,,,,,
2022-03-07 20:00:00,0,0,0.0,4,1,3.0,3,2,3,11,14.0,0,9,6,8,3,7,9,7,8,7,9,8,10,7,5,8,2,9,7,0,0,3,6,4,1,10,11,9,15,17,16,14,17,16,15,17,16,17,18,18,22,16,13,11,8,0,12.0,7,7,4,3,1.0,1,0,0.0,0.0,,,,,,,,,
2022-03-07 21:00:00,0,0,0.0,2,0,1.0,1,1,3,8,11.0,13,14,11,11,16,13,14,10,7,8,6,4,3,5,4,0,2,5,3,0,2,3,1,5,4,6,8,12,15,9,7,10,6,8,11,9,8,9,10,7,17,16,15,15,9,12,12.0,10,8,2,3,2.0,0,0,0.0,0.0,,,,,,,,,
2022-03-07 22:00:00,0,0,0.0,2,1,0.0,1,0,6,21,27.0,0,0,24,22,6,17,12,11,9,8,6,5,2,4,3,3,0,2,2,0,0,0,0,5,6,4,10,10,15,9,16,14,12,14,12,13,11,8,12,10,23,15,12,14,12,11,10.0,9,5,7,2,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-07 23:00:00,0,0,0.0,3,0,0.0,2,1,1,0,0.0,0,0,3,0,3,4,12,13,15,18,8,5,0,2,2,0,2,3,1,2,0,1,2,4,2,3,6,6,8,6,8,0,5,10,14,13,10,9,11,8,14,13,12,11,4,4,5.0,4,3,1,1,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-08 00:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-08 01:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-08 02:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-08 03:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-08 04:00:00,3,0,2.0,2,1,0.0,8,10,12,0,14.0,9,12,8,0,0,14,18,19,20,22,0,22,23,27,29,0,0,29,29,28,25,22,23,13,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-08 05:00:00,0,1,0.0,1,2,2.0,4,6,7,0,11.0,7,0,9,8,0,10,10,15,12,11,13,10,11,0,12,0,5,9,6,9,6,10,8,5,2,5,6,0,10,9,8,7,8,10,11,13,10,13,8,10,9,10,9,7,1,5,3.0,0,0,3,0,2.0,0,0,0.0,0.0,,,,,,,,,
2022-03-08 06:00:00,1,1,0.0,1,0,2.0,8,16,17,13,18.0,19,20,19,17,17,24,17,16,12,14,16,16,19,19,22,11,11,13,13,12,8,7,8,7,4,1,1,3,4,5,4,2,2,6,5,6,4,4,6,7,9,4,6,5,5,3,3.0,0,1,4,5,0.0,4,1,0.0,0.0,,,,,,,,,
2022-03-08 07:00:00,1,0,0.0,3,4,7.0,11,25,34,28,34.0,36,34,32,30,26,35,23,26,29,32,40,38,35,35,37,36,38,37,30,25,17,16,17,8,7,3,2,2,4,1,3,1,1,4,7,9,14,13,17,19,21,10,10,9,10,7,4.0,3,2,11,13,14.0,13,1,0.0,0.0,,,,,,,,,
