Unnamed: 0,1_강동공영차고지(기점가상),2_강동공영차고지,3_고덕리엔파크1단지,4_해뜨는주유소,5_고덕천교차로,6_고덕자이.고덕천물놀이장,7_고덕자이,8_강동첨단업무단지.상일여고입구,9_상일초등학교,10_초이동,11_강동자이.프라자아파트,12_길동주민센터.둔촌2동주민센터,13_길동사거리.강동세무서,14_강동역,15_천호역,16_천호역.풍납시장,17_영파여고.강동구청역,18_현대아파트앞,19_풍납동극동.쌍용아파트,20_잠실파크리오아파트상가.올림픽회관,21_몽촌토성역,22_신천동진주아파트,23_잠실역8번출구,24_잠실역.롯데월드,25_잠실5단지,26_잠실새내역.잠실2동주민센터,27_잠실엘스아파트앞,28_종합운동장사거리,29_잠실종합운동장,30_강남경찰서면허시험장,31_한국무역센터.삼성역,32_포스코건너편,33_선릉역,34_서울상록회관.한국기술센터,35_아가방빌딩.하나은행,36_역삼역,37_신분당선강남역,38_래미안아파트.파이낸셜뉴스(중),39_뱅뱅사거리,40_양재역.서초문화예술회관,41_일동제약사거리,42_현대빌라.에코맘코리아,43_우성아파트.양재초등학교,44_코오롱아파트.양재1동주민센터,45_우면주공아파트.우면한라아파트,46_서울시품질시험소한국교원단체총연합회,47_성촌마을입구,48_삼성전자서울R&D,49_형촌마을입구(서초네이처힐1.2단지),50_네이처힐5단지,51_네이처힐3.4단지,52_서울시품질시험소한국교원단체총연합회,53_우면주공아파트.양재1동주민센터,54_우면코오롱아파트,55_우성아파트.양재초등학교,56_현대빌라.에코맘코리아,57_양재역.서초문화예술회관,58_뱅뱅사거리,59_래미안아파트.파이낸셜뉴스(중),60_신분당선.강남역4번출구,61_강남역.역삼세무서,62_역삼역.포스코타워역삼,63_한서병원,64_한국자산신탁.센터필드,65_선릉역,66_포스코빌딩,67_무역센터.삼성역,68_강남경찰서.강남운전면허시험장,69_잠실종합운동장,70_종합운동장사거리,71_잠실새내역4번출구,72_잠실트리지움아파트앞,73_잠실역.롯데월드,74_잠실역1번.11번출구,75_잠실진주아파트,76_올림픽회관,77_풍납동극동.쌍용아파트,78_강동구청역농협중앙회,79_강동구청역1번출구.영파여고,80_천호역,81_천호역6번출구.천호사거리,82_강동역,83_길동사거리.강동세무서,84_길동주민센터.둔촌2동주민센터,85_강동자이·프라자아파트,86_초이동,87_상일초교,88_강동첨단업무단지.상일여고입구,89_고덕리엔파크3단지,90_강명초등학교,91_고덕천교차로,92_해뜨는주유소,93_고덕리엔파크1단지,94_강동공영차고지
2022-03-05 04:00:00,0,0,0,0,0,1,2,2,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,0,1,0,0,2,1,2,4,1,6,8,6,10,12,11,12,8,6,0,5,7,11,10,9,8,8,0,6,5,3,4,0,4,5,1,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,1,0,1,1,4,3,4,6,6,8,7,7,8,8,8,9,9,10,11,10,11,8,9,8,6,0,7,7,6,4,3,4,2,4,2,1,2,4,4,3,0,2,1,3,2,1,0,0,0,1,0,3,4,3,1,3,4,3,0,4,4,0,0,4,1,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 07:00:00,0,1,2,3,0,1,4,6,5,4,4,10,10,10,6,13,14,15,17,16,0,15,11,13,5,12,6,11,7,5,3,10,5,9,9,8,5,1,0,4,3,0,2,1,0,1,1,0,3,2,6,6,8,9,11,11,10,8,7,6,3,2,2,0,1,2,1,1,0,3,1,0,4,5,4,4,6,7,6,4,5,3,5,5,0,4,3,2,0,0,0,0,0,0
2022-03-05 08:00:00,0,2,2,2,5,6,8,11,14,4,16,16,17,16,16,17,21,23,28,26,16,24,17,11,15,13,12,10,9,8,6,5,4,6,5,2,4,2,3,3,3,0,4,0,2,0,0,0,4,5,7,0,12,10,13,12,10,9,6,5,4,3,1,2,4,5,5,2,3,2,4,6,8,5,7,3,3,0,4,5,3,4,3,5,7,6,6,4,3,1,0,2,1,0
2022-03-05 09:00:00,0,1,3,0,1,4,5,7,11,13,20,20,21,23,22,23,27,27,34,33,28,23,17,18,14,17,16,14,4,11,7,6,6,7,6,9,6,5,4,3,0,4,2,1,4,3,1,0,2,4,11,9,16,19,23,25,15,15,16,16,13,11,10,10,9,9,7,6,7,6,6,7,5,6,8,1,7,9,8,10,8,8,7,4,5,2,4,3,4,1,2,0,0,0
2022-03-05 10:00:00,0,1,1,0,2,4,5,6,10,11,13,23,22,26,27,32,32,31,32,35,33,29,24,11,10,10,11,11,12,10,10,9,11,10,9,8,5,4,1,5,5,4,2,1,1,0,0,0,1,6,9,10,15,12,16,16,14,12,13,14,10,9,9,9,10,9,8,5,5,6,7,8,6,8,8,10,9,8,7,4,8,9,6,7,5,3,4,3,2,3,1,0,0,0
2022-03-05 11:00:00,0,4,0,5,1,5,11,7,12,12,15,18,25,24,24,24,29,24,33,41,40,34,15,17,17,14,12,12,10,5,7,7,9,14,10,9,8,7,4,5,8,0,4,2,5,0,1,4,3,6,12,8,19,23,22,24,17,17,17,19,17,17,14,12,13,12,11,10,11,10,20,17,20,20,23,21,6,8,10,9,9,8,8,8,6,6,7,5,4,4,3,1,0,0
2022-03-05 12:00:00,0,0,2,3,0,3,4,6,8,8,10,11,12,15,14,15,21,21,25,26,26,23,15,16,11,15,12,12,13,12,11,10,11,12,11,9,7,8,6,9,2,10,11,8,4,1,2,1,4,8,11,0,22,24,25,26,24,24,20,19,18,23,19,17,15,16,17,11,16,15,16,18,16,13,13,18,15,12,13,11,13,13,11,8,2,7,4,2,3,2,1,0,0,0
2022-03-05 13:00:00,0,3,4,2,3,5,7,7,10,10,14,16,17,14,14,16,17,21,27,27,27,20,16,15,15,14,13,14,12,11,11,12,12,11,9,9,10,9,10,12,12,11,3,7,3,0,2,1,9,8,12,6,13,14,15,15,15,15,17,19,19,18,20,22,20,25,24,13,20,11,22,21,18,22,23,22,23,13,23,22,20,15,10,9,8,8,9,8,7,2,0,1,0,0
2022-03-05 14:00:00,0,2,0,4,5,6,6,7,8,5,13,25,31,31,29,30,32,20,33,32,31,26,20,19,19,20,16,15,14,15,15,15,15,10,8,10,9,7,9,10,8,8,5,4,8,10,4,1,2,4,7,2,16,19,23,23,19,19,16,18,16,15,14,15,14,12,13,14,10,15,14,15,14,20,19,15,15,17,11,9,11,11,10,11,9,7,6,4,4,4,1,0,0,0
2022-03-05 15:00:00,0,2,2,3,2,5,6,8,9,8,12,22,20,21,20,19,19,18,23,24,23,22,12,13,13,10,9,8,7,10,7,7,7,8,14,14,12,13,10,11,12,11,7,5,7,0,3,1,3,4,6,6,12,12,14,17,15,17,17,15,13,11,12,11,14,15,13,9,15,17,16,17,16,15,15,10,13,14,17,20,15,12,15,13,11,10,10,10,8,6,4,2,0,0
2022-03-05 16:00:00,0,1,2,3,4,4,5,7,9,10,13,17,18,23,20,20,20,19,22,23,24,23,20,22,22,18,17,19,16,15,13,16,14,17,16,16,13,11,8,10,13,12,11,8,7,4,3,2,6,10,14,16,13,17,16,14,15,15,15,19,22,23,19,20,16,16,14,16,18,22,25,23,30,32,18,16,14,13,12,12,9,13,13,11,12,9,11,7,1,5,2,1,0,0
2022-03-05 17:00:00,0,0,0,1,1,5,9,10,15,15,16,22,23,20,18,17,20,22,25,26,25,25,18,12,13,12,11,10,8,0,12,9,13,12,11,12,9,9,10,10,10,9,9,8,9,4,3,1,3,5,8,14,19,23,26,17,20,22,20,17,14,13,13,15,16,18,25,23,25,24,26,25,24,31,32,31,24,22,20,18,17,16,12,11,10,11,6,5,2,3,1,0,2,0
2022-03-05 18:00:00,0,1,1,3,3,4,6,8,10,0,11,13,13,14,10,10,13,11,13,13,11,13,10,19,16,12,8,7,9,9,16,20,21,25,27,28,16,14,14,15,17,8,12,11,8,7,2,1,0,3,5,0,7,4,5,15,12,15,15,17,14,14,13,11,12,13,13,16,17,18,24,21,16,28,28,29,24,19,17,16,16,16,17,12,3,10,7,5,6,5,3,1,0,0
2022-03-05 19:00:00,0,2,3,6,7,4,7,7,5,6,6,10,4,10,8,11,9,10,12,11,9,7,6,6,7,3,6,4,4,3,6,7,5,10,11,11,8,8,6,8,9,8,8,7,6,0,2,1,0,2,2,3,5,5,7,6,6,8,7,7,9,12,8,7,10,11,15,9,15,16,15,14,16,19,22,19,19,18,14,20,21,17,16,12,9,9,12,15,10,9,6,7,5,0
2022-03-05 20:00:00,0,0,1,0,0,7,6,6,3,9,11,13,10,11,12,12,14,15,6,12,8,7,10,8,5,7,6,5,0,0,7,6,7,7,8,6,8,8,11,8,11,0,6,5,8,0,4,3,0,2,1,3,6,0,7,8,2,4,5,3,5,7,8,9,13,13,13,6,11,9,12,14,17,21,24,23,20,19,21,20,13,11,12,10,9,6,12,9,6,3,3,2,0,0
2022-03-05 21:00:00,0,1,0,0,0,0,1,3,3,3,4,7,8,3,8,7,9,6,10,11,10,9,7,9,4,8,9,7,7,8,13,10,10,11,12,14,11,7,6,7,7,8,9,6,5,3,1,0,1,1,3,0,2,0,4,0,1,1,3,4,5,7,6,7,7,10,10,11,10,13,19,22,24,26,30,25,20,22,18,21,22,18,16,14,12,8,8,7,4,1,3,1,0,0
2022-03-05 22:00:00,0,1,2,0,3,3,3,5,6,0,5,6,8,9,10,12,11,10,12,14,14,12,10,12,12,15,14,13,5,12,10,16,14,16,15,12,14,12,9,11,13,8,9,3,6,4,2,0,1,0,2,0,4,0,0,0,5,3,7,9,8,9,7,10,10,8,7,8,7,0,9,10,11,14,24,26,22,14,18,17,16,22,20,12,9,7,7,5,4,3,2,1,1,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,6,0,0,0,5,8,11,9,8,8,7,7,7,7,8,12,10,9,7,3,3,1,1,0,2,3,0,0,0,2,1,0,3,3,8,10,10,11,11,12,13,14,15,8,12,9,9,17,27,30,29,22,25,22,22,17,14,11,11,11,9,8,8,4,3,1,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,1,0,1,2,2,3,2,0,3,6,7,4,8,6,5,0,2,0,2,4,3,2,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,1,0,0,3,3,2,4,4,0,6,7,6,5,8,8,8,9,9,0,10,10,5,5,0,2,1,4,3,2,3,0,0,0,1,2,1,2,2,0,0,0,3,2,1,0,0,1,2,2,3,0,6,5,7,6,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 07:00:00,0,1,0,2,2,3,4,3,5,0,8,11,5,8,8,8,4,2,7,6,0,6,4,6,5,1,4,3,3,0,3,2,0,2,1,1,0,0,1,3,4,0,0,0,1,0,1,0,0,1,3,0,4,4,7,3,5,4,3,4,4,3,1,3,0,2,2,0,0,3,4,5,4,5,1,4,5,0,3,3,2,0,1,0,2,0,1,0,0,0,0,0,0,0
2022-03-06 08:00:00,0,1,0,0,2,3,5,7,9,7,13,18,18,16,15,12,11,7,12,11,0,11,8,7,7,6,7,9,6,4,7,5,5,5,4,3,4,4,4,4,4,0,3,1,2,1,0,0,1,5,6,2,10,9,12,5,8,6,6,4,5,4,5,4,7,3,3,2,0,4,1,1,5,5,3,4,2,3,2,4,2,4,3,3,2,1,4,0,0,3,0,0,0,0
2022-03-06 09:00:00,0,2,0,3,0,2,4,5,6,7,8,10,12,11,12,15,17,19,18,20,19,15,12,10,10,8,4,5,7,7,6,7,6,5,5,0,6,4,4,5,2,3,4,4,1,3,1,1,3,6,7,2,10,9,12,14,9,8,8,6,7,6,7,2,8,5,6,7,8,5,6,5,5,7,5,6,5,6,7,4,6,2,5,5,5,4,3,3,3,4,2,0,0,0
2022-03-06 10:00:00,0,0,1,2,3,4,7,1,1,2,4,6,8,8,10,11,11,12,14,15,14,13,9,10,0,10,9,10,9,8,7,7,5,4,4,3,3,4,3,3,4,1,1,0,2,0,1,1,4,3,5,2,7,8,13,7,13,15,15,15,14,14,10,8,8,7,6,5,6,5,5,3,4,4,5,6,5,4,6,6,5,8,9,9,9,7,4,3,1,2,1,0,0,0
2022-03-06 11:00:00,0,2,6,7,0,9,12,11,14,0,17,18,15,14,10,11,12,12,14,15,16,14,8,9,7,5,6,11,12,10,8,5,6,6,5,5,5,3,6,3,2,3,0,0,1,2,0,0,2,5,9,2,19,18,19,19,15,3,3,4,6,5,6,6,4,6,5,2,4,6,7,4,4,5,6,5,5,5,6,8,5,5,3,3,1,4,3,0,3,0,1,0,0,0
2022-03-06 12:00:00,0,2,0,3,0,4,7,11,17,19,23,34,30,24,15,16,18,19,21,20,20,18,11,10,10,9,9,8,7,7,6,6,5,7,8,7,7,3,5,4,4,5,2,5,4,3,3,1,3,4,7,7,13,16,15,18,15,21,20,21,24,22,11,12,10,8,10,7,10,0,13,16,14,15,15,14,7,5,15,16,12,11,9,6,4,3,2,1,0,1,0,0,0,0
2022-03-06 13:00:00,0,1,0,0,2,3,4,6,11,5,14,16,16,22,17,17,18,20,24,25,24,22,20,18,17,15,11,10,0,9,9,11,10,9,8,9,6,3,5,6,5,3,4,3,2,0,0,0,2,6,9,2,15,12,21,21,17,13,15,13,12,8,23,21,20,20,12,0,10,10,11,12,12,9,10,7,10,11,13,12,9,8,3,4,2,2,2,1,0,0,0,0,0,0
2022-03-06 14:00:00,0,2,2,1,2,5,4,9,9,10,9,12,12,13,12,12,14,14,15,17,16,13,7,6,5,10,10,8,12,9,11,14,14,15,8,14,8,7,7,11,9,9,8,6,5,3,1,0,2,3,14,15,17,17,16,17,20,21,18,20,14,16,15,16,13,11,11,10,9,11,12,9,9,16,15,10,13,11,11,9,7,5,5,5,4,2,6,7,5,3,1,0,0,0
2022-03-06 15:00:00,0,1,0,0,0,4,5,4,6,0,7,10,8,9,11,11,17,13,18,21,22,15,12,17,16,15,7,0,0,6,8,9,10,7,9,13,10,10,10,9,10,9,8,4,5,4,0,0,1,4,6,7,15,17,22,23,16,14,15,15,15,17,17,16,12,10,10,11,6,10,12,15,15,19,20,18,16,14,10,10,7,9,8,5,0,2,4,3,0,1,0,0,0,0
2022-03-06 16:00:00,0,2,0,0,4,5,4,6,11,3,10,15,13,15,19,16,16,17,18,12,18,15,11,13,11,10,15,11,9,13,13,14,13,12,13,12,10,10,8,10,12,9,13,10,8,7,4,2,3,9,13,7,16,10,13,13,11,12,7,10,9,10,11,21,21,21,19,22,22,22,21,10,19,18,18,19,17,14,13,13,16,12,13,8,7,6,4,3,1,0,0,0,0,0
2022-03-06 17:00:00,0,2,3,3,1,4,3,7,8,0,7,11,12,12,18,17,19,18,19,19,16,19,14,13,10,9,4,5,8,9,10,11,11,12,11,11,10,9,7,5,5,4,0,3,3,0,3,1,1,1,6,11,18,11,20,21,9,9,9,8,7,8,7,6,9,7,10,9,5,9,11,12,18,25,27,8,24,23,20,21,16,17,18,13,12,11,9,6,5,3,1,0,1,0
2022-03-06 18:00:00,0,0,1,0,2,4,0,7,3,0,9,12,10,7,10,14,12,8,10,10,9,9,8,8,7,7,5,6,2,5,8,12,8,11,12,8,8,9,6,8,14,13,11,12,3,2,1,0,1,3,8,8,11,12,13,13,8,10,10,12,15,9,16,11,13,16,20,17,14,12,17,13,18,23,27,26,25,24,15,16,15,17,15,16,17,14,8,5,4,3,2,1,1,0
2022-03-06 19:00:00,0,1,0,1,0,2,5,6,7,0,10,11,12,13,12,12,11,9,10,0,4,8,7,7,8,0,8,7,8,4,10,12,7,10,3,11,12,11,6,10,9,8,8,6,5,1,1,0,0,1,2,3,4,4,7,11,13,14,17,15,13,2,15,14,11,10,14,9,15,13,14,14,13,26,22,21,19,18,17,16,15,13,13,9,8,6,6,4,2,0,0,0,1,0
2022-03-06 20:00:00,0,1,0,1,2,3,2,4,5,0,6,4,4,4,8,6,5,7,8,11,8,8,7,8,8,4,10,9,10,11,14,13,12,10,12,8,5,7,8,4,9,0,8,6,4,2,1,0,1,2,3,5,8,10,8,10,7,6,6,7,7,5,2,3,2,2,6,5,0,7,8,7,13,22,26,11,24,22,19,17,18,22,22,16,9,8,4,2,3,1,0,0,0,0
2022-03-06 21:00:00,0,0,0,0,2,1,3,3,5,0,2,4,4,6,8,7,4,7,4,4,5,6,3,2,2,0,1,2,3,1,6,7,5,8,11,10,11,8,2,9,10,9,7,6,2,0,0,2,0,2,5,1,8,4,0,1,3,4,4,5,6,5,3,8,10,8,12,4,11,12,11,10,13,18,21,21,17,16,16,13,15,13,13,12,14,15,11,8,3,1,0,1,0,0
2022-03-06 22:00:00,0,1,0,0,3,0,1,0,0,0,7,11,1,11,2,0,10,1,11,12,11,9,9,9,0,5,8,8,1,0,8,7,6,5,5,4,5,4,4,7,10,8,9,7,2,0,1,0,1,2,1,0,5,3,6,0,5,4,4,3,4,6,5,8,7,3,5,7,6,7,8,9,12,18,24,0,23,14,22,20,17,13,8,8,7,4,3,3,2,0,1,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4,1,0,3,6,7,6,3,8,9,7,7,5,3,2,0,0,0,1,0,0,1,3,1,2,2,2,2,3,5,5,6,5,7,8,10,0,0,9,6,8,10,12,19,20,18,10,18,19,14,12,9,10,8,7,5,3,2,1,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,1,0,1,4,5,8,4,12,13,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,1,2,0,0,4,5,4,7,3,7,9,10,8,19,19,23,25,26,14,9,28,28,30,29,28,27,27,25,18,14,14,14,11,7,5,2,5,4,5,6,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,0,4,5,6,5,7,11,11,12,13,16,20,21,20,17,21,19,19,21,21,20,17,15,13,9,0,12,11,10,6,12,4,3,3,4,6,4,5,8,6,5,0,5,4,5,4,2,0,2,5,6,7,11,12,14,13,13,12,11,11,10,10,9,7,13,4,4,3,0,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 07:00:00,0,7,9,4,6,20,20,28,27,27,44,47,41,32,32,33,38,35,42,43,42,39,29,25,29,26,28,26,23,21,19,13,12,11,10,11,10,9,8,10,12,9,6,5,4,3,2,1,7,15,21,22,29,32,36,37,34,20,20,21,27,26,22,18,35,14,12,10,8,7,9,11,10,9,15,14,17,16,19,20,21,21,21,23,29,14,10,2,1,2,0,0,0,0
2022-03-07 08:00:00,0,5,10,12,15,21,22,25,30,31,35,38,40,36,37,44,43,44,49,52,51,48,37,34,37,35,36,40,41,40,46,42,50,33,21,20,21,17,21,25,21,16,15,12,7,0,2,1,7,15,21,22,29,32,37,35,30,32,38,42,44,38,31,22,26,10,6,5,6,7,9,9,8,13,14,11,13,13,11,15,13,26,31,33,33,30,25,5,4,3,1,3,0,0
2022-03-07 09:00:00,0,1,3,0,4,9,9,13,17,17,24,24,22,20,20,25,22,24,26,27,24,22,15,16,15,16,14,16,15,14,12,11,15,9,12,12,8,8,6,7,8,7,4,6,5,0,2,0,3,6,11,12,16,23,29,32,32,30,34,35,33,32,22,16,27,10,9,8,9,7,5,6,6,7,6,6,6,5,10,12,10,10,8,8,9,6,7,3,3,1,2,1,0,0
2022-03-07 10:00:00,0,0,1,3,1,5,7,5,7,5,8,13,13,12,14,16,12,18,17,19,18,18,13,15,15,14,12,10,9,8,7,14,11,9,10,11,8,7,7,5,5,3,5,4,7,4,2,1,5,7,8,6,10,11,13,10,13,25,26,23,20,12,10,8,11,8,7,8,9,11,11,12,16,15,14,5,13,12,10,8,6,6,5,4,4,3,3,2,1,0,0,2,0,0
2022-03-07 11:00:00,0,0,1,0,1,2,5,6,4,0,9,10,11,11,13,12,13,7,9,9,9,9,7,8,8,6,7,6,5,5,6,6,7,10,8,13,10,7,9,8,7,5,4,2,5,0,2,1,2,4,6,3,11,12,15,15,11,10,9,8,7,8,8,7,7,8,9,8,5,6,7,8,8,9,9,8,6,5,7,6,5,4,7,6,7,0,5,3,3,2,2,1,0,0
2022-03-07 12:00:00,0,2,3,0,4,6,9,14,13,12,12,15,17,18,19,16,19,19,21,20,20,20,14,14,13,11,13,14,10,11,9,11,11,13,11,11,7,7,8,8,9,7,6,1,6,4,2,1,2,3,5,6,8,9,10,8,10,13,13,13,13,11,10,8,13,9,9,8,10,10,9,7,5,9,9,4,10,11,10,6,5,7,5,10,11,5,12,8,5,3,0,0,0,0
2022-03-07 13:00:00,0,3,2,1,2,3,7,9,9,0,6,12,13,12,15,17,18,19,20,20,0,18,12,13,12,13,13,13,13,12,13,11,12,11,12,12,10,8,9,10,14,12,10,7,7,6,1,1,3,3,5,5,9,10,14,16,16,16,22,21,19,15,18,16,16,15,14,15,16,15,17,17,19,20,18,16,16,16,12,11,12,8,8,6,6,4,5,4,3,2,1,0,0,0
2022-03-07 14:00:00,0,2,4,2,3,3,5,6,7,0,10,9,10,14,16,18,18,20,14,19,18,18,16,11,19,17,12,11,10,9,11,14,13,10,15,15,8,6,8,8,9,3,7,6,3,2,1,1,2,2,7,8,11,14,13,16,15,16,14,17,20,20,19,16,17,16,17,16,21,24,26,27,28,27,27,25,25,22,17,15,14,11,11,8,6,7,5,4,7,4,0,3,1,0
2022-03-07 15:00:00,0,1,2,2,3,5,7,10,15,14,13,12,12,13,13,13,15,13,16,15,14,16,10,10,9,8,8,7,8,10,11,15,16,17,14,16,10,7,8,9,6,7,5,4,4,2,3,0,1,3,6,6,15,0,14,19,15,15,16,18,12,18,15,15,17,12,19,25,23,14,23,19,23,25,25,21,20,16,21,21,17,14,12,12,12,11,8,5,3,3,2,1,0,0
2022-03-07 16:00:00,0,1,3,5,0,3,6,11,13,5,12,12,11,13,14,14,18,15,19,17,16,16,16,15,11,14,9,10,7,8,7,10,12,13,12,14,17,12,11,11,9,5,7,3,5,1,1,0,3,4,7,10,12,13,16,16,13,15,15,15,12,11,9,12,14,16,17,18,17,19,20,18,21,24,30,30,28,28,26,26,20,17,14,17,17,15,14,9,4,4,1,2,0,0
2022-03-07 17:00:00,0,1,4,1,0,3,5,19,24,24,23,24,24,18,17,16,20,22,24,23,13,23,22,20,17,13,14,14,14,12,9,18,13,15,18,20,17,18,16,17,15,13,14,11,10,9,5,3,1,5,11,13,20,22,26,28,18,19,21,18,17,14,12,17,16,21,28,28,26,25,28,29,24,33,35,22,36,33,32,27,21,26,22,18,17,4,10,7,6,2,2,1,0,0
2022-03-07 18:00:00,0,1,2,0,6,7,10,17,23,26,26,27,27,23,17,21,22,22,22,23,22,25,19,17,15,12,13,12,10,13,17,42,33,39,43,40,26,25,27,26,28,27,25,22,21,17,4,5,2,3,5,7,15,19,24,32,27,25,28,30,22,21,22,24,24,26,29,34,31,34,40,40,39,37,40,37,37,39,36,36,31,38,29,25,25,23,18,16,10,8,5,4,1,0
