Unnamed: 0,1_강동공영차고지(기점가상),2_강동공영차고지,3_고덕리엔파크1단지,4_해뜨는주유소,5_고덕천교차로,6_고덕자이.고덕천물놀이장,7_고덕자이,8_강동첨단업무단지.상일여고입구,9_상일초등학교,10_초이동,11_강동자이.프라자아파트,12_길동주민센터.둔촌2동주민센터,13_길동사거리.강동세무서,14_강동역,15_천호역,16_천호역.풍납시장,17_영파여고.강동구청역,18_현대아파트앞,19_풍납동극동.쌍용아파트,20_잠실파크리오아파트상가.올림픽회관,21_몽촌토성역,22_신천동진주아파트,23_잠실역8번출구,24_잠실역.롯데월드,25_잠실5단지,26_잠실새내역.잠실2동주민센터,27_잠실엘스아파트앞,28_종합운동장사거리,29_잠실종합운동장,30_강남경찰서면허시험장,31_한국무역센터.삼성역,32_포스코건너편,33_선릉역,34_서울상록회관.한국기술센터,35_아가방빌딩.하나은행,36_역삼역,37_신분당선강남역,38_래미안아파트.파이낸셜뉴스(중),39_뱅뱅사거리,40_양재역.서초문화예술회관,41_일동제약사거리,42_현대빌라.에코맘코리아,43_우성아파트.양재초등학교,44_코오롱아파트.양재1동주민센터,45_우면주공아파트.우면한라아파트,46_서울시품질시험소한국교원단체총연합회,47_성촌마을입구,48_삼성전자서울R&D,49_형촌마을입구(서초네이처힐1.2단지),50_네이처힐5단지,51_네이처힐3.4단지,52_서울시품질시험소한국교원단체총연합회,53_우면주공아파트.양재1동주민센터,54_우면코오롱아파트,55_우성아파트.양재초등학교,56_현대빌라.에코맘코리아,57_양재역.서초문화예술회관,58_뱅뱅사거리,59_래미안아파트.파이낸셜뉴스(중),60_신분당선.강남역4번출구,61_강남역.역삼세무서,62_역삼역.포스코타워역삼,63_한서병원,64_한국자산신탁.센터필드,65_선릉역,66_포스코빌딩,67_무역센터.삼성역,68_강남경찰서.강남운전면허시험장,69_잠실종합운동장,70_종합운동장사거리,71_잠실새내역4번출구,72_잠실트리지움아파트앞,73_잠실역.롯데월드,74_잠실역1번.11번출구,75_잠실진주아파트,76_올림픽회관,77_풍납동극동.쌍용아파트,78_강동구청역농협중앙회,79_강동구청역1번출구.영파여고,80_천호역,81_천호역6번출구.천호사거리,82_강동역,83_길동사거리.강동세무서,84_길동주민센터.둔촌2동주민센터,85_강동자이·프라자아파트,86_초이동,87_상일초교,88_강동첨단업무단지.상일여고입구,89_고덕리엔파크3단지,90_강명초등학교,91_고덕천교차로,92_해뜨는주유소,93_고덕리엔파크1단지,94_강동공영차고지
2022-03-15 06:00:00,0,1,2,4,6,8,10,13,15,15,22,27,23,23,24,23,24,23,24,22,21,21,18,17,16,14,14,7,12,12,10,8,8,6,6,6,7,9,8,11,10,8,5,5,4,3,2,1,2,3,3,4,9,10,11,2,10,7,7,4,12,12,9,7,5,5,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 07:00:00,0,5,10,11,17,20,27,29,18,19,26,33,35,31,33,34,31,29,36,34,37,34,29,33,31,30,24,28,24,22,18,15,15,12,12,8,12,12,13,14,13,12,8,5,5,1,3,1,5,17,24,19,34,30,43,46,26,19,23,22,25,24,18,18,18,7,6,7,3,7,9,14,13,14,15,14,16,20,24,27,29,29,28,32,38,31,16,4,0,4,1,0,0,0
2022-03-15 08:00:00,0,5,6,9,14,16,16,34,38,27,48,49,46,44,36,40,44,41,50,51,49,41,28,27,25,29,24,30,28,29,28,17,19,20,14,16,17,18,16,18,19,15,13,12,12,12,2,0,8,14,25,24,38,39,42,38,43,39,50,48,47,43,34,26,49,11,10,10,9,8,7,8,8,10,13,13,15,13,14,20,22,27,32,35,38,39,29,6,4,3,3,0,0,0
2022-03-15 09:00:00,0,3,1,4,5,6,10,9,13,12,17,22,18,23,26,30,33,30,34,35,33,28,15,13,14,13,13,17,16,16,13,11,14,12,11,12,15,15,11,9,10,9,7,6,5,4,3,1,2,10,12,7,20,16,27,32,31,35,40,40,32,26,23,19,15,9,8,5,6,7,7,2,5,7,9,6,8,6,7,5,8,8,8,3,9,1,5,2,2,1,0,0,1,0
2022-03-15 10:00:00,0,3,1,2,4,5,8,12,14,13,9,14,14,14,15,15,15,17,19,20,19,16,13,13,12,12,11,10,8,9,7,9,12,8,9,11,6,10,10,10,10,9,7,7,7,4,5,1,5,6,4,4,13,16,21,20,17,16,16,19,16,14,11,10,13,9,8,7,8,7,5,9,8,10,9,11,10,11,10,8,7,6,6,5,4,4,2,1,2,3,0,2,1,0
2022-03-15 11:00:00,0,1,0,0,0,2,5,7,7,0,13,16,17,13,15,17,18,17,16,17,22,22,10,9,6,8,6,5,9,10,9,10,9,13,13,11,9,7,6,6,5,4,0,3,5,1,3,1,3,3,6,4,7,7,9,8,10,9,12,13,12,13,11,9,7,4,4,9,5,11,12,13,12,11,11,10,9,8,8,9,7,6,4,3,5,3,5,4,3,0,3,2,1,0
2022-03-15 12:00:00,0,4,1,3,0,5,6,10,10,0,7,11,13,13,13,15,12,13,16,15,16,14,12,9,10,8,8,8,7,8,9,7,8,9,10,8,7,8,5,6,7,4,5,2,2,1,0,0,2,6,5,0,11,10,12,10,11,12,13,13,11,13,8,8,8,8,8,7,7,9,10,10,11,11,10,10,7,5,6,7,10,9,8,9,8,6,3,0,3,0,0,1,2,0
2022-03-15 13:00:00,0,2,3,4,6,6,9,12,12,4,11,11,11,13,15,15,16,17,18,18,11,14,14,9,13,9,8,9,9,8,7,10,9,10,10,11,9,9,6,7,7,6,4,6,4,3,2,1,3,5,6,5,14,11,15,8,12,16,18,23,21,19,20,20,19,14,15,17,20,18,18,21,21,22,16,14,14,13,12,9,8,7,7,8,8,7,5,4,4,2,1,0,0,0
2022-03-15 14:00:00,0,1,3,3,0,2,4,7,13,8,16,14,13,13,15,17,17,18,17,21,22,14,13,13,14,11,10,9,10,11,10,9,10,13,13,16,15,14,9,4,6,4,5,3,2,1,1,1,2,4,5,7,7,5,8,10,9,10,11,10,13,14,15,18,17,17,18,18,20,18,24,10,14,21,19,20,19,20,21,15,15,14,11,10,9,10,9,5,4,3,2,1,0,0
2022-03-15 15:00:00,0,2,0,1,1,4,6,12,10,11,7,12,12,11,12,9,10,10,11,13,12,12,13,12,10,7,5,5,7,10,12,15,14,17,14,13,11,11,8,7,10,9,7,7,5,3,2,3,2,4,7,8,17,7,19,19,7,7,9,11,13,14,15,16,15,10,17,16,18,19,22,24,24,25,26,27,25,25,26,22,19,14,14,8,9,5,7,6,5,2,4,3,0,0
2022-03-15 16:00:00,0,1,2,2,3,4,4,22,32,32,30,29,29,22,16,15,17,18,16,17,16,14,13,12,10,8,7,6,7,8,10,13,12,14,14,16,16,12,13,15,20,17,14,11,8,5,4,3,4,4,7,8,12,11,15,15,14,15,16,21,18,17,16,18,18,16,17,19,18,19,22,23,24,24,26,25,23,22,20,22,21,19,21,17,16,13,12,9,8,7,4,1,2,0
2022-03-15 17:00:00,0,3,2,0,3,3,9,21,23,22,21,22,22,23,22,22,16,17,16,20,18,16,16,16,15,11,10,9,8,7,11,26,16,21,21,21,15,15,15,13,15,0,13,11,9,8,6,5,2,4,4,5,15,21,32,34,25,24,29,23,15,13,15,19,15,20,20,24,26,30,32,29,25,30,37,37,34,32,27,23,20,19,19,17,16,15,8,5,3,3,2,0,1,0
2022-03-15 18:00:00,0,1,0,0,4,4,12,18,24,23,24,27,22,22,20,24,24,23,25,25,24,20,17,16,12,11,7,8,8,7,13,36,29,30,36,44,35,33,29,32,34,32,27,22,16,15,5,4,3,2,6,7,13,23,43,50,21,26,26,26,18,20,18,24,24,29,38,49,46,46,36,34,35,39,40,38,38,37,39,36,37,32,24,21,21,18,15,13,10,5,4,2,0,0
2022-03-15 19:00:00,0,3,2,5,6,7,10,15,17,8,16,15,14,12,12,17,18,14,16,19,17,16,11,12,3,11,8,3,5,9,12,18,16,25,23,27,21,17,17,16,18,16,14,12,8,7,3,2,1,2,6,2,14,15,17,20,12,13,16,17,17,13,12,11,12,18,19,20,21,24,27,26,25,28,32,31,25,25,25,23,34,32,24,18,16,16,14,13,10,7,6,5,4,0
2022-03-15 20:00:00,0,1,2,2,3,2,5,7,9,0,8,11,8,6,9,12,14,11,11,10,6,8,9,9,9,8,8,4,9,9,10,13,14,15,14,13,16,11,13,12,11,17,15,12,6,0,3,1,0,1,3,1,7,6,9,10,7,8,8,9,10,11,12,13,12,14,18,12,19,22,26,0,29,30,31,28,26,24,22,21,24,24,20,16,15,14,10,8,5,3,2,2,4,0
2022-03-15 21:00:00,0,4,3,1,4,3,4,7,8,5,8,9,12,12,15,13,11,11,11,11,12,11,11,13,10,10,9,8,6,8,12,13,12,13,16,18,13,13,13,11,12,10,6,4,4,3,3,4,2,2,2,0,5,5,6,6,8,9,11,15,12,16,16,16,16,18,21,23,22,23,25,19,23,26,29,27,25,22,17,17,16,14,18,14,13,11,9,7,6,2,1,0,0,0
2022-03-15 22:00:00,0,1,0,0,2,1,4,6,6,0,5,5,5,5,8,6,10,6,10,8,7,10,8,7,0,3,8,4,7,5,7,10,10,11,11,13,14,13,13,16,17,16,14,12,0,4,3,3,3,0,4,4,0,0,5,4,7,8,11,11,13,15,14,15,15,18,20,19,25,20,25,24,24,26,31,30,29,25,27,25,23,18,12,9,9,7,4,3,1,0,0,0,0,0
2022-03-15 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,4,6,8,11,9,11,12,10,9,7,5,0,4,1,0,0,2,1,3,0,0,2,0,3,2,4,5,8,12,17,19,21,22,20,23,20,18,24,21,19,19,22,26,26,25,23,23,20,17,15,10,10,9,6,4,3,2,1,1,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,0,1,2,0,4,6,0,7,0,10,11,13,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,0,2,2,0,2,3,5,3,7,2,8,9,9,8,9,18,20,21,22,24,11,25,40,35,11,31,10,29,25,19,15,10,3,2,6,3,2,3,4,5,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,0,1,2,3,4,6,12,14,19,21,22,27,27,20,19,19,21,20,22,21,22,20,11,13,12,13,10,12,12,11,9,8,8,6,7,9,7,9,9,7,8,3,7,3,6,3,2,0,2,4,6,2,17,13,19,17,11,8,9,10,8,8,9,7,12,3,2,3,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 07:00:00,2,3,4,4,6,18,17,22,27,22,33,36,33,38,34,31,33,31,37,37,35,28,23,24,25,23,18,17,15,14,13,10,12,10,9,9,7,7,10,16,16,8,13,9,6,5,6,2,8,14,24,25,40,44,52,52,35,32,32,30,27,24,19,18,24,12,7,7,5,8,8,11,12,13,12,13,12,11,10,14,17,26,22,24,28,22,15,3,3,0,0,1,0,0
2022-03-16 08:00:00,0,4,6,10,14,12,12,20,24,20,29,34,33,39,42,47,45,45,47,49,50,45,34,35,32,29,28,26,26,25,23,17,21,12,12,15,22,21,15,25,20,17,14,13,5,1,2,0,5,18,23,25,31,34,40,41,37,37,44,48,50,45,36,24,37,14,13,10,6,12,13,14,15,15,13,14,15,15,17,17,21,37,46,48,49,46,39,4,2,2,0,0,0,0
2022-03-16 09:00:00,0,2,3,0,3,12,14,14,17,11,20,17,21,23,23,27,29,29,34,35,31,30,18,16,17,18,20,18,18,18,18,11,19,12,8,8,13,10,12,14,11,10,9,7,6,3,2,0,3,8,15,16,22,25,30,30,21,20,26,25,27,25,19,22,24,9,6,2,5,7,6,6,9,10,11,10,8,7,9,8,6,10,10,10,3,12,8,3,1,1,2,1,0,0
2022-03-16 10:00:00,0,1,2,2,3,4,7,14,17,0,11,18,16,20,22,20,21,22,25,22,20,19,16,18,17,15,13,12,9,9,11,6,10,9,8,7,5,4,4,3,4,1,3,0,3,2,2,1,2,3,6,7,10,11,13,13,13,15,18,16,15,13,12,10,12,9,7,5,6,7,8,9,10,10,12,11,9,9,8,9,8,10,6,7,6,2,3,3,1,2,0,0,1,0
2022-03-16 11:00:00,0,1,1,2,1,3,6,7,9,6,9,12,16,21,23,22,28,18,26,27,26,25,13,11,12,10,9,9,5,10,6,10,9,13,10,11,7,6,8,6,6,4,5,1,2,1,1,1,1,4,5,6,10,11,13,15,16,16,17,18,17,14,15,20,20,14,11,10,8,12,14,13,9,10,11,10,10,9,8,7,7,5,4,4,5,1,4,3,1,1,1,0,0,0
2022-03-16 12:00:00,0,1,0,0,2,4,6,11,12,0,13,21,21,15,16,17,15,16,18,16,16,15,12,13,12,9,8,8,8,9,11,11,15,13,11,9,7,5,4,7,10,2,9,7,6,3,4,2,3,4,5,0,7,8,10,8,5,14,17,16,17,10,11,10,10,8,11,11,11,12,11,9,10,10,11,12,13,12,12,9,9,17,16,7,6,3,3,4,0,3,1,0,0,0
2022-03-16 13:00:00,0,2,0,4,3,4,5,8,10,7,12,18,21,21,22,24,22,20,20,17,0,16,13,13,8,10,14,4,13,11,10,10,9,10,12,14,12,8,6,6,10,4,5,3,4,3,2,1,1,3,5,1,7,7,13,14,11,10,12,14,15,14,15,15,13,12,14,17,21,21,21,23,23,24,24,19,17,19,17,16,15,10,15,12,4,2,9,4,2,2,1,0,0,0
2022-03-16 14:00:00,0,1,3,1,4,1,5,12,15,9,12,13,13,12,15,15,18,17,19,18,11,17,12,11,10,9,9,10,10,10,9,13,10,11,11,12,13,13,10,9,8,8,10,7,5,5,2,1,3,4,5,5,8,10,10,13,10,10,11,12,17,16,13,12,13,16,20,21,25,23,24,24,27,29,20,17,17,16,18,15,17,14,12,10,8,6,9,8,5,3,2,2,1,0
2022-03-16 15:00:00,0,2,3,4,3,4,6,15,21,9,21,22,19,17,16,15,11,13,14,15,15,13,14,0,12,11,6,5,3,6,11,12,10,12,14,16,13,11,11,7,9,8,6,6,4,2,2,0,4,6,2,2,12,8,11,15,12,14,16,16,16,19,13,16,21,22,26,28,26,18,20,20,19,20,29,29,28,26,23,20,14,16,12,10,8,4,5,14,15,14,8,3,2,0
2022-03-16 16:00:00,0,1,0,4,2,3,4,11,18,12,17,17,15,16,16,16,16,17,17,19,17,15,14,14,11,9,8,6,6,6,9,15,12,13,13,17,10,9,8,9,10,8,6,4,6,2,3,2,2,5,12,0,12,13,12,13,13,15,18,22,25,26,25,23,22,24,23,22,24,16,21,19,24,29,27,25,22,19,19,17,16,16,14,12,9,10,11,7,4,2,0,0,0,0
2022-03-16 17:00:00,0,2,1,2,3,4,6,8,13,10,14,18,19,21,24,23,23,20,23,26,24,20,16,17,15,11,9,8,12,7,9,18,14,20,22,23,20,15,13,15,13,11,10,9,6,5,2,2,3,1,5,8,18,21,26,27,19,21,19,19,16,16,17,20,18,32,36,45,43,38,33,31,30,31,33,32,30,32,26,24,23,25,20,16,15,15,11,9,10,7,5,4,2,0
2022-03-16 18:00:00,0,3,2,0,2,5,13,26,34,34,35,36,34,26,24,26,28,27,29,29,25,25,18,17,18,12,11,12,10,12,13,33,24,27,34,36,26,28,23,17,23,22,18,13,10,6,5,4,6,5,11,12,20,24,31,39,23,23,33,21,18,16,18,21,22,28,33,36,35,37,38,37,37,43,47,46,34,32,29,30,30,41,39,28,25,24,21,14,12,11,8,6,1,0
2022-03-16 19:00:00,0,3,3,4,5,6,2,14,12,0,9,16,13,18,15,12,10,20,19,20,15,13,10,8,9,11,9,8,7,8,13,17,22,29,31,34,29,24,21,19,19,17,16,14,9,8,4,3,2,1,3,0,6,8,14,26,11,12,14,19,20,18,17,20,19,18,22,23,22,23,26,28,32,34,31,28,42,41,22,38,32,36,40,28,23,22,17,16,13,11,8,3,2,0
2022-03-16 20:00:00,0,1,0,1,2,0,4,8,9,0,2,10,10,8,6,8,9,9,13,16,14,11,7,9,8,7,8,6,7,8,12,14,13,15,15,13,13,14,15,16,14,11,10,6,4,3,1,3,2,2,4,5,7,8,5,9,9,9,3,10,8,11,8,8,11,12,16,17,17,17,16,18,17,24,24,26,22,20,15,21,18,16,16,16,6,8,15,13,9,5,4,3,2,0
2022-03-16 21:00:00,0,1,2,3,2,1,4,7,9,10,5,11,12,11,11,12,11,10,11,10,10,12,12,11,0,10,8,9,9,12,10,11,11,16,18,20,16,14,12,12,11,6,9,9,7,4,3,4,3,4,4,0,5,3,6,7,7,8,11,8,8,12,12,13,16,17,20,14,22,21,23,0,23,28,29,26,26,24,25,24,20,17,12,14,9,8,6,5,3,0,2,1,0,0
2022-03-16 22:00:00,0,0,1,1,0,0,3,4,5,0,6,7,6,7,9,8,9,7,10,6,9,7,5,10,3,9,8,9,3,10,9,7,9,11,11,12,11,10,10,8,12,11,9,5,0,0,3,0,1,2,2,3,0,0,4,5,5,6,5,6,15,14,13,15,20,24,28,28,27,25,25,25,25,28,30,29,28,25,24,23,21,19,18,13,12,13,11,8,4,3,2,0,0,0
2022-03-16 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,0,4,4,7,6,7,9,10,9,13,11,11,8,6,6,7,0,6,2,2,2,2,4,3,0,0,2,5,4,6,8,9,10,9,9,12,13,19,22,10,17,17,18,19,21,22,25,24,22,23,20,17,19,18,19,15,7,13,8,5,4,2,1,1,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,0,0,0,0,0,1,3,4,7,0,11,14,16,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,0,0,2,0,0,3,5,4,6,0,7,7,8,7,9,25,25,26,27,27,10,28,26,17,5,25,24,13,12,20,13,11,7,9,6,5,3,4,4,5,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 06:00:00,0,1,1,2,5,5,8,10,14,15,21,25,22,22,23,23,25,28,29,29,27,22,18,19,18,6,17,19,19,16,10,11,11,6,7,4,2,3,2,5,5,0,3,4,4,0,2,0,2,5,8,0,10,9,13,11,10,7,9,5,9,10,6,0,7,6,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 07:00:00,0,4,10,11,20,22,16,19,23,22,27,30,29,34,36,30,33,36,42,32,27,28,21,23,27,27,18,18,15,15,17,11,10,9,7,9,11,14,14,17,15,14,11,8,7,3,2,1,6,14,23,24,30,33,41,39,21,17,24,22,20,19,16,15,26,5,6,5,6,6,8,7,7,7,9,11,14,14,20,25,19,28,33,40,41,38,13,3,3,2,0,0,0,0
2022-03-17 08:00:00,0,2,3,4,6,14,19,25,32,31,39,50,45,41,38,39,37,37,43,52,50,50,38,35,35,33,33,34,34,26,22,21,20,13,14,16,12,13,15,21,21,16,14,12,8,6,2,1,5,10,16,17,28,24,34,33,40,37,41,39,44,38,30,19,35,12,8,6,7,7,10,9,11,17,14,16,16,13,13,14,17,27,33,33,33,33,22,7,6,5,3,2,0,0
2022-03-17 09:00:00,0,1,2,3,2,7,12,20,23,24,13,26,29,28,24,26,27,26,29,32,35,26,25,25,24,24,24,25,26,26,26,20,18,11,10,10,8,9,9,9,10,6,6,5,3,1,2,1,2,8,10,11,20,21,24,23,20,18,24,23,25,22,19,17,28,7,3,1,4,7,8,7,6,10,12,10,7,6,8,7,6,14,15,14,17,15,21,6,5,5,3,2,0,0
2022-03-17 10:00:00,0,1,1,0,2,5,6,9,11,0,12,15,17,17,15,18,20,22,24,22,23,22,16,15,17,15,14,17,18,19,19,14,13,13,12,9,7,9,5,6,2,7,5,2,7,5,4,1,3,6,5,6,11,14,17,15,14,9,10,12,15,15,14,15,14,12,9,5,6,4,6,2,5,6,9,10,7,8,5,6,4,3,6,5,6,5,4,3,0,3,2,1,0,0
2022-03-17 11:00:00,0,0,0,1,3,4,4,6,9,7,10,15,12,14,19,16,15,16,18,19,18,19,13,12,10,8,10,13,11,11,8,11,11,13,11,11,10,9,8,7,8,6,5,5,5,4,2,1,2,6,9,0,10,12,16,17,12,13,16,19,17,15,12,12,12,12,8,8,9,7,11,11,9,9,10,8,9,9,11,9,9,5,3,4,4,0,3,1,0,0,1,0,0,0
2022-03-17 12:00:00,0,3,4,0,0,5,6,7,7,8,8,11,13,15,16,19,15,17,16,17,10,17,14,13,11,10,9,7,8,7,6,7,7,7,8,8,6,4,5,3,4,0,5,3,5,3,1,0,2,3,4,3,8,9,9,7,11,11,13,18,13,17,15,16,14,11,11,10,11,10,16,15,12,14,17,16,8,7,8,7,7,7,6,8,6,5,4,5,4,5,0,4,3,0
2022-03-17 13:00:00,0,1,1,2,4,7,12,12,14,14,16,17,17,12,11,13,14,15,16,18,17,13,12,13,11,11,7,6,4,6,8,11,10,16,15,15,12,9,8,7,9,8,5,7,4,2,2,1,4,6,9,7,12,13,16,15,12,14,20,18,17,16,15,16,18,20,15,16,15,14,15,16,15,15,17,15,13,13,16,13,9,7,8,2,7,6,6,3,3,1,1,0,0,0
2022-03-17 14:00:00,0,0,1,0,2,0,3,8,3,4,9,14,15,15,18,19,17,16,18,14,17,11,11,13,6,8,8,12,11,11,9,11,11,13,14,12,11,8,9,6,8,5,6,5,5,3,2,4,2,3,6,5,9,11,11,11,11,11,17,15,16,14,13,13,12,13,10,8,10,14,17,13,14,16,14,16,16,17,17,18,16,13,11,13,6,12,13,10,6,5,3,0,0,0
2022-03-17 15:00:00,0,1,2,0,1,4,6,12,16,18,21,21,21,17,17,19,23,24,19,26,18,22,16,14,12,9,10,9,0,7,10,11,14,13,11,15,12,10,9,11,12,10,9,8,6,5,1,0,2,4,6,6,14,12,17,16,14,12,14,17,18,18,14,18,19,18,19,24,23,24,15,14,24,19,18,18,16,16,17,16,15,14,13,14,13,12,8,5,1,1,0,0,0,0
2022-03-17 16:00:00,0,0,1,0,2,5,5,18,28,21,30,27,25,23,29,27,27,29,33,34,32,24,17,14,13,16,12,11,9,12,12,18,23,27,23,22,14,11,12,13,12,11,9,7,5,4,5,0,2,1,3,4,7,8,8,8,7,8,11,13,16,17,16,16,16,16,18,19,19,18,20,22,22,25,28,28,25,26,26,24,18,18,16,12,11,12,14,16,17,17,11,4,3,0
2022-03-17 17:00:00,0,1,2,0,5,8,11,20,23,22,21,24,24,22,27,24,26,24,25,26,21,16,14,11,11,10,7,10,0,9,12,25,18,24,24,27,18,15,16,18,17,15,11,9,7,4,3,2,2,3,5,7,24,25,22,29,22,20,24,20,17,15,14,19,19,22,24,27,29,30,30,31,31,34,36,35,33,34,38,24,22,21,19,15,13,8,14,11,8,2,5,3,2,0
2022-03-17 18:00:00,0,1,0,0,3,3,11,23,29,30,29,31,29,18,18,17,19,20,30,18,26,23,17,16,14,11,10,9,0,10,16,48,31,39,43,47,40,32,27,30,32,28,22,21,20,7,6,2,3,5,7,8,15,19,31,36,27,28,32,30,20,22,19,25,27,29,35,38,34,35,40,40,40,40,38,39,37,36,35,36,30,39,38,35,37,34,28,24,18,12,10,8,6,0
2022-03-17 19:00:00,0,2,3,0,4,1,6,11,9,8,11,13,14,11,12,12,12,10,16,17,15,15,11,12,9,7,5,6,1,5,6,11,13,22,24,26,19,17,18,17,17,16,15,12,13,6,5,2,2,3,6,0,8,9,11,16,13,14,16,14,15,12,11,13,13,19,21,15,18,19,23,21,23,32,33,31,30,32,36,35,33,41,37,28,23,18,14,10,9,5,5,3,2,0
2022-03-17 20:00:00,0,3,0,0,0,0,1,5,8,0,9,10,8,7,15,16,14,8,17,9,14,14,10,9,8,7,5,6,0,6,6,11,12,14,16,18,12,10,9,10,9,5,8,13,8,6,2,4,2,1,3,3,7,6,8,9,8,9,8,9,13,12,10,13,16,15,19,14,14,17,19,21,29,29,26,26,25,26,27,23,21,19,19,14,12,12,11,7,5,4,2,1,0,0
