Unnamed: 0,1_상대원차고지,2_보통골동양공업사,3_스타타워.동방렌탈,4_공단오거리.공단주유소,5_고려당사거리,6_공단본부.샤니,7_상대원1동주민센터,8_대원터널앞사거리,9_성남자이아파트,10_대하초등학교.중원청소년수련관,11_아튼빌후문,12_영성중학교.하대원동주민센터,13_현대아파트.중원도서관,14_중원구청,15_성남종합운동장,16_성일중고.성일정보고.동광중고,17_성호시장,18_성호시장입구.단대리약국,19_성남시의료원.신흥1동행정복지센터,20_성남시여성비전센터.성남수정새마을금고.한국사회적기업진흥원,21_중앙시장,22_통계청.태평역,23_성남수정경찰서,24_수진리고개.태평고개,25_가천대역.가천대학교,26_복우물.웃말입구,27_복정파출소.복정캠퍼스맛집거리,28_동서울대학교,29_복정초등학교,30_복정동주민센터,31_복정역2번출구,32_복정역1번출구,33_장지역.가든파이브,34_문정법조단지.건영아파트,35_문정로데오거리입구,36_가락시장.가락시장역,37_송파역,38_석촌역,39_석촌호수.한솔병원,40_잠실역.롯데월드몰,41_잠실역.잠실대교남단,42_잠실대교전망쉼터,43_자양동잠실대교북단,44_동서울우편집중국앞,45_구의역3번출구,46_구의3동주민센터,47_올림픽대교북단사거리,48_래미안구의파크스위트,49_구의사거리.광진소방서앞,50_어린이회관,51_화양리,52_화양사거리,53_성동세무서,54_제인병원,55_성수2가3동주민센터,56_리버하우스,57_상원,58_한양대정문앞,59_서울숲삼부아파트,60_왕십리역,61_코스모타워.서울신용보증재단성동지점,62_상왕십리역,63_왕십리센트라스아파트,64_왕십리교회,65_왕십리도선동주민센터,66_도선고등학교.꽃재교회,67_상왕십리역.센트라스아파트,68_왕십리2동주민센터,69_왕십리역,70_행당1동주민센터.성동소방서,71_한양대정문,72_상원,73_리버하우스,74_성수2가3동주민센터,75_성동세무서앞,76_우리은행화양동지점,77_화양리,78_어린이대공원역3번출구,79_어린이회관,80_구의사거리.광진소방서앞,81_래미안구의파크스위트,82_올림픽대교북단사거리,83_구의3동주민센터,84_구의역2번출구,85_자양동잠실대교북단,86_잠실대교전망쉼터,87_잠실역.잠실대교남단,88_석촌호수.한솔병원,89_석촌역,90_송파역,91_가락시장.가락시장역,92_문정로데오거리입구,93_문정법조단지.건영아파트,94_장지역.가든파이브,95_장지동,96_복정동주민센터,97_동서울대학교,98_복정파출소.복정캠퍼스맛집거리,99_복우물.웃말입구,100_가천대역.가천대학교,101_수진리고개.태평고개,102_통계청.태평역,103_중앙시장.농협,104_성남시여성비전센터.삼성생명.한국사회적기업진흥원,105_성남시의료원.신흥1동행정복지센터,106_단대리약국,107_성호시장,108_성일중고.성일정보고.동광중고,109_성남종합운동장,110_중원구청,111_제일아파트.현대아파트.중원도서관,112_하대원시장,113_영성중학교.하대원동주민센터,114_아튼빌아파트후문.성남방송고,115_아튼빌아파트.중원청소년수련관,116_성남냉동,117_대원사거리,118_상대원1동주민센터앞,119_공단본부.샤니,120_고려당사거리,121_공단오거리.공단주유소,122_스타타워.동방렌탈,123_보통골동양공업사,124_상대원차고지
2022-03-25 12:00:00,0,2,0,0,0,0,2,4,5,6,7,6,7,10,9,11,9,10,9,11,11,11,12,11,17,18,16,40,28,21,15,16,15,14,15,16,19,20,17,16,19,13,13,12,12,12,10,14,14,12,10,7,12,12,12,14,16,12,9,5,5,3,1,3,5,3,4,5,6,7,10,10,12,11,11,13,16,12,13,14,11,12,10,10,11,0,11,12,13,15,14,14,17,19,23,21,25,7,22,10,8,7,10,8,12,10,5,6,6,7,6,5,4,3,2,3,1,0,0,0,0,0,0,0
2022-03-25 13:00:00,0,1,0,3,2,0,2,0,0,3,4,4,5,6,7,10,11,11,11,13,12,14,14,12,15,15,16,42,24,39,23,22,21,23,25,27,25,24,25,18,16,11,13,13,16,14,11,10,14,10,7,9,14,8,12,11,10,8,5,8,5,3,1,0,1,2,4,5,9,8,10,9,10,10,11,12,15,23,15,22,20,17,16,15,17,16,16,11,10,16,14,13,14,16,4,14,24,20,21,17,13,12,16,18,14,16,13,12,6,11,8,7,5,5,6,5,3,0,1,2,1,0,0,0
2022-03-25 14:00:00,0,1,2,4,0,0,5,1,6,6,7,9,13,17,17,20,19,23,20,18,11,15,15,16,21,22,22,30,27,27,24,23,21,12,15,15,13,13,12,11,14,0,15,16,17,13,16,17,18,17,10,9,14,15,13,6,6,9,7,7,3,1,1,0,1,2,3,5,6,9,9,12,13,12,15,14,16,20,19,15,14,12,10,10,10,11,14,14,14,16,16,13,13,14,13,13,13,11,11,11,11,9,13,11,11,12,10,10,5,10,3,12,8,10,10,8,4,0,1,0,0,0,0,0
2022-03-25 15:00:00,0,1,2,1,3,5,3,6,8,4,9,10,11,14,13,13,11,14,15,16,12,11,11,10,10,10,12,22,22,24,13,0,20,19,17,14,14,13,13,9,9,9,11,10,10,13,16,20,33,30,16,14,13,12,13,11,12,9,7,4,2,2,0,2,3,7,8,7,11,0,12,11,10,10,10,11,16,18,18,13,14,14,13,11,11,0,17,16,19,16,14,15,16,16,15,16,25,23,21,11,9,8,11,11,14,13,12,11,9,6,7,6,5,4,2,2,2,0,3,2,0,0,0,0
2022-03-25 16:00:00,0,2,3,4,6,7,8,9,9,9,9,13,14,17,15,29,27,26,26,25,23,17,15,14,18,16,12,28,30,30,23,20,21,19,19,19,20,19,22,17,17,16,16,15,10,19,20,24,21,17,14,12,14,13,13,11,10,8,10,9,7,4,2,4,6,5,3,5,10,10,12,14,12,12,10,11,22,23,24,19,16,15,13,15,23,23,29,24,20,18,19,16,9,9,8,7,28,6,24,11,12,15,20,22,24,16,15,17,17,13,12,9,9,6,5,4,3,2,1,0,0,0,0,0
2022-03-25 17:00:00,3,6,12,11,20,25,28,31,32,31,31,31,29,26,18,20,11,13,22,23,21,15,13,7,16,19,20,39,41,38,28,28,28,29,32,31,35,32,30,18,22,16,19,18,19,16,15,14,18,13,14,18,30,29,30,32,29,19,18,10,7,5,2,1,4,4,4,12,15,15,25,26,24,26,29,29,30,36,20,31,22,20,19,18,20,18,19,20,14,18,17,23,29,25,30,23,21,17,14,19,15,19,19,20,26,20,19,20,17,12,13,11,8,7,8,5,4,2,4,0,3,0,0,0
2022-03-25 18:00:00,11,1,8,18,24,27,29,31,34,33,32,29,28,30,25,21,21,18,16,16,18,14,15,16,21,20,19,24,30,28,21,16,19,20,34,29,29,29,32,30,33,29,25,23,24,24,33,33,33,23,19,12,34,31,33,35,32,19,18,11,8,6,5,3,4,4,5,7,9,11,20,23,38,45,48,60,51,44,40,31,20,21,17,15,15,17,29,20,22,20,21,27,30,42,42,37,33,32,30,23,21,21,19,15,14,14,15,15,13,14,12,8,10,6,5,5,4,4,3,1,0,2,0,0
2022-03-25 19:00:00,0,0,5,4,7,13,14,15,17,17,15,16,13,19,16,15,15,13,10,7,8,10,8,4,11,11,8,10,9,10,8,9,9,14,25,27,26,25,21,18,17,13,13,12,20,22,16,16,14,15,9,10,9,7,10,12,27,14,11,7,5,4,2,1,2,4,5,7,10,11,19,21,25,27,30,23,23,36,31,28,25,23,23,21,18,6,30,28,27,22,26,27,25,25,23,23,25,23,19,17,14,20,20,14,16,15,12,11,11,8,7,6,7,5,3,2,0,0,0,0,0,0,0,0
2022-03-25 20:00:00,0,1,0,1,2,3,5,4,5,4,5,6,4,8,7,9,9,8,7,8,6,5,5,6,15,8,6,8,7,5,4,0,5,5,6,6,7,7,10,11,8,7,10,11,14,13,14,14,19,14,9,8,9,12,7,6,7,5,5,4,3,4,3,2,3,2,3,4,6,7,14,15,19,18,19,16,16,22,20,12,11,9,10,10,6,5,18,18,14,16,17,21,24,25,27,24,21,20,14,11,10,14,13,9,17,14,12,11,9,7,5,7,5,3,2,0,1,0,0,0,0,0,0,0
2022-03-25 21:00:00,0,1,1,3,0,2,3,4,5,6,7,5,7,8,6,6,6,5,8,9,9,9,11,7,16,11,0,10,8,10,8,6,10,10,9,9,7,6,8,11,12,8,12,10,10,9,11,10,12,10,7,5,6,8,7,0,8,9,4,6,5,1,1,1,4,5,6,9,10,10,12,14,9,17,13,11,12,14,13,11,7,8,7,5,8,0,10,12,9,12,11,12,13,13,12,13,11,9,8,8,5,14,10,8,7,8,6,6,8,5,8,7,6,6,4,1,3,2,0,0,0,0,0,0
2022-03-25 22:00:00,0,1,0,0,0,0,2,4,5,5,6,4,5,6,8,7,8,5,7,8,6,6,7,5,11,9,7,6,5,8,7,0,6,8,10,13,14,14,12,11,10,7,6,9,8,7,11,9,11,8,6,5,4,6,5,6,6,7,7,6,4,3,2,4,0,0,6,10,15,9,17,13,18,16,16,13,15,19,18,12,8,7,7,8,7,0,10,8,10,11,11,11,14,13,17,16,14,0,12,8,11,11,9,8,10,9,5,8,7,8,7,2,5,4,2,1,3,2,0,2,0,0,0,0
2022-03-25 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,7,5,0,6,0,5,8,0,6,13,11,9,8,7,14,8,9,18,17,16,15,19,12,0,17,16,17,18,16,17,15,15,11,7,6,5,4,5,6,9,9,9,8,7,5,2,1,0,2,4,3,4,8,9,9,13,15,14,14,18,12,10,8,7,7,8,10,7,16,16,14,14,15,10,9,6,11,7,13,7,12,13,12,11,13,9,9,15,14,13,14,8,11,10,9,5,2,1,0,0,0,0,0,0,0,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,0,1,0,1,0,0,1,4,6,5,2,6,6,7,9,8,0,0,5,6,0,2,3,8,0,0,0,0,0,7,0,0,9,6,8,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,0,0,0,0,1,2,1,3,0,4,2,5,3,3,3,4,1,4,4,5,4,4,5,7,5,5,5,4,5,2,6,0,5,0,4,6,4,3,3,4,2,2,2,5,0,3,6,4,11,3,10,9,10,9,10,9,8,7,6,5,3,2,0,0,1,0,2,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,0,1,0,0,1,3,2,4,3,4,2,5,6,5,5,6,4,3,6,5,5,6,3,5,4,6,7,8,4,0,2,0,3,3,3,3,3,0,2,1,0,0,3,2,2,1,1,2,4,2,5,6,7,5,3,0,1,1,2,1,1,0,1,0,3,0,3,0,2,0,2,1,1,4,3,5,6,4,0,4,4,3,3,3,5,4,4,3,7,2,6,8,5,4,0,0,2,0,1,0,0,0,3,0,4,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 07:00:00,0,1,0,1,0,2,3,0,3,1,5,1,4,3,2,3,4,5,4,5,6,4,7,6,8,9,10,7,11,11,10,9,9,9,8,10,7,9,10,6,0,0,3,2,5,0,0,8,9,8,7,7,9,9,8,7,4,6,0,0,1,0,0,0,1,0,2,5,6,7,8,7,6,5,3,6,10,12,11,8,10,11,10,9,12,8,11,9,7,6,6,5,5,6,4,5,0,0,6,7,6,4,5,6,8,11,7,10,4,8,3,4,5,3,0,4,3,0,3,2,1,0,0,0
2022-03-26 08:00:00,0,1,0,0,0,3,4,3,2,2,5,6,7,9,9,11,10,11,10,9,7,6,9,10,10,9,9,7,9,9,6,7,9,9,10,13,15,15,14,9,8,3,11,6,9,8,7,12,11,10,8,7,10,9,9,10,7,6,6,5,4,2,1,1,2,2,2,2,2,2,4,4,0,3,4,6,15,22,13,16,6,16,8,7,8,7,9,8,9,7,7,3,5,5,0,0,4,4,5,4,6,5,4,5,9,12,3,12,11,6,8,6,5,6,9,10,8,6,4,3,1,0,0,0
2022-03-26 09:00:00,0,2,3,0,0,4,3,5,5,4,6,7,9,7,8,10,10,8,7,6,7,7,11,13,15,17,5,14,11,13,11,0,9,12,6,13,14,11,10,7,8,4,9,11,9,5,6,9,11,9,7,9,14,12,13,14,12,9,8,7,6,5,3,2,4,3,7,9,3,7,9,11,10,6,9,9,12,15,14,13,11,11,11,9,11,4,9,9,11,9,11,12,10,11,14,13,17,18,19,16,15,8,12,8,11,9,7,11,10,8,7,6,6,5,5,4,2,3,3,1,0,0,0,0
2022-03-26 10:00:00,1,3,0,0,0,3,4,4,8,3,6,8,9,11,15,17,17,14,13,12,10,7,8,9,8,12,0,13,17,17,15,0,12,14,16,15,19,22,21,9,8,0,10,11,5,8,7,9,11,8,5,4,10,12,6,11,10,8,8,6,3,5,4,1,2,0,3,5,3,0,6,4,7,4,6,5,7,9,6,8,8,8,12,11,13,6,8,7,8,5,9,8,5,5,5,8,10,0,8,12,12,7,8,6,7,9,6,7,5,6,5,1,4,3,4,3,2,0,0,0,0,0,0,0
2022-03-26 11:00:00,1,0,0,1,0,0,1,2,4,6,9,11,12,13,14,15,16,13,12,12,10,9,8,11,12,11,12,14,7,12,10,9,10,12,10,11,15,18,18,7,8,0,7,9,10,12,14,13,14,13,12,17,16,11,15,0,13,14,12,9,4,2,0,2,2,0,3,5,7,7,9,8,10,9,11,6,16,17,15,14,12,14,8,9,10,7,11,11,4,8,7,6,8,7,6,5,15,10,15,17,15,12,12,11,16,12,11,11,10,12,10,7,5,4,3,2,3,2,0,0,0,0,0,0
2022-03-26 12:00:00,0,2,0,0,3,2,6,7,8,9,16,17,18,20,20,13,17,15,10,12,12,13,12,9,12,11,14,16,17,14,13,6,10,15,16,19,21,22,21,11,13,12,11,11,12,16,18,21,18,15,10,12,13,14,14,14,12,14,13,13,7,7,6,3,2,0,5,6,8,6,8,9,11,10,9,7,16,17,17,16,20,20,19,20,20,17,18,17,15,13,11,9,8,6,0,8,9,5,9,10,9,13,11,11,14,14,11,14,7,12,12,5,8,4,4,3,2,0,0,1,0,0,0,0
2022-03-26 13:00:00,0,0,0,0,0,1,4,3,4,6,8,11,12,14,15,22,24,18,12,10,12,11,12,15,15,16,14,18,17,16,14,0,18,26,28,29,28,29,32,9,11,8,11,10,9,12,13,15,16,16,15,15,13,9,15,16,14,8,7,7,1,1,0,2,2,4,4,4,12,7,17,18,9,10,8,10,19,22,22,22,25,24,27,25,23,0,19,13,10,7,8,9,7,7,7,6,6,7,9,8,9,12,12,13,16,13,11,8,6,4,6,5,4,4,3,2,2,1,0,0,0,0,0,0
2022-03-26 14:00:00,0,2,0,0,0,1,2,7,9,13,15,19,21,24,20,20,19,19,21,17,14,16,15,17,20,17,14,12,16,16,15,13,15,16,16,21,23,24,20,13,10,12,13,11,12,10,16,17,13,11,6,6,17,0,16,0,11,9,6,4,6,6,4,1,2,2,3,4,8,9,9,10,17,20,18,8,13,17,17,16,13,17,19,23,24,11,19,14,13,11,14,12,12,12,10,8,7,8,6,8,7,8,9,11,22,21,2,7,9,5,3,4,2,4,2,1,2,0,2,0,0,1,0,0
2022-03-26 15:00:00,0,2,2,2,1,3,6,2,5,6,11,12,13,15,17,17,19,19,15,10,10,11,12,16,18,22,16,23,24,23,22,0,16,17,16,15,17,18,19,12,13,11,12,10,8,9,11,11,10,9,5,9,15,2,16,18,18,11,12,7,1,3,4,5,9,0,11,12,13,4,15,16,18,15,14,14,20,23,20,18,15,15,18,18,16,14,12,11,8,9,13,5,11,9,9,10,8,9,7,6,8,8,11,12,14,21,10,19,18,15,16,14,12,9,6,4,3,4,2,3,0,2,0,0
2022-03-26 16:00:00,0,3,4,4,2,7,3,4,8,7,6,8,10,10,15,15,16,9,12,13,13,13,14,17,19,19,16,18,18,16,16,15,17,17,17,17,19,22,27,20,20,0,19,13,17,19,22,22,18,14,11,9,14,9,7,0,9,8,7,4,3,2,1,3,4,4,5,7,11,10,12,11,13,12,12,13,18,19,16,14,12,12,11,9,20,17,17,10,15,12,12,14,12,18,0,0,17,11,16,18,12,14,16,11,19,18,15,12,13,9,7,5,5,2,1,1,1,0,0,0,0,0,0,0
2022-03-26 17:00:00,2,1,2,7,3,9,6,8,9,14,12,14,18,19,18,22,22,18,15,14,14,10,7,10,14,8,10,11,13,19,16,11,16,17,23,25,23,21,16,15,12,11,18,15,12,8,11,14,14,12,10,8,9,13,12,14,13,10,11,9,5,2,1,0,3,2,3,4,6,3,13,14,14,11,13,12,15,17,17,14,15,16,16,13,14,12,19,18,21,23,26,21,18,24,22,21,20,15,13,18,17,12,15,15,16,18,17,18,19,12,8,7,6,3,2,1,0,1,0,0,0,0,0,0
2022-03-26 18:00:00,0,4,0,5,1,6,6,9,9,8,14,16,14,14,15,14,15,12,10,5,6,5,6,7,10,7,8,10,13,14,15,6,19,16,8,16,17,16,18,16,15,12,13,11,10,12,14,12,10,10,10,8,9,4,9,10,12,7,10,7,5,4,3,2,3,2,6,10,7,6,13,3,13,11,12,15,21,21,20,18,19,13,12,11,11,8,9,9,12,9,9,10,8,8,7,5,7,7,8,7,9,16,16,14,23,21,16,13,11,14,5,6,3,3,5,0,4,0,1,0,0,0,0,0
2022-03-26 19:00:00,0,0,0,1,1,2,3,4,4,3,5,4,6,7,8,9,8,5,7,5,8,9,3,6,3,5,8,11,5,11,8,0,10,11,12,11,13,14,17,14,15,10,11,10,8,9,9,8,9,8,9,7,10,4,0,8,0,9,8,6,4,3,0,2,2,0,2,6,8,9,9,9,8,9,12,7,7,9,7,6,5,7,6,6,7,6,13,14,17,16,16,15,13,12,8,7,10,8,10,9,8,13,11,12,13,11,9,10,13,13,12,11,10,8,0,0,5,2,2,0,1,0,0,0
2022-03-26 20:00:00,0,0,0,0,4,3,6,3,4,3,2,1,4,5,6,3,7,6,8,7,9,9,7,2,3,1,2,7,5,6,4,0,8,6,7,6,5,10,11,11,13,7,9,12,9,7,8,2,10,9,11,11,14,5,15,10,8,5,4,3,4,3,1,1,3,0,4,6,6,7,8,9,10,10,8,12,13,14,11,13,12,14,12,14,11,6,15,16,15,12,14,11,7,8,12,11,9,5,11,10,7,7,7,9,9,8,2,7,8,6,4,5,3,3,1,2,0,2,3,0,0,1,0,0
2022-03-26 21:00:00,0,1,0,1,0,0,3,4,5,4,5,7,5,7,6,7,4,5,4,7,9,7,6,6,7,6,5,2,4,5,4,2,6,7,3,7,7,5,11,14,13,13,11,9,10,7,9,8,10,7,5,4,5,4,1,4,2,6,3,6,4,3,1,1,2,1,2,5,6,8,9,11,12,13,11,8,8,12,10,7,7,7,10,8,14,8,13,14,15,18,14,17,16,16,0,15,17,0,16,13,13,11,12,12,12,11,10,11,10,8,2,5,9,6,5,1,1,0,0,0,0,0,0,0
2022-03-26 22:00:00,0,0,1,1,0,0,2,1,3,3,4,4,0,5,6,9,9,7,6,7,8,8,9,7,10,8,7,4,7,6,7,0,7,7,9,9,11,7,13,9,10,8,11,7,8,11,11,10,10,8,5,4,8,2,5,7,3,4,4,5,6,5,4,3,3,1,0,5,5,7,9,10,4,9,4,7,7,11,10,9,8,6,5,6,6,0,10,18,16,14,15,16,13,17,18,17,18,15,13,10,11,10,8,9,8,7,6,6,7,6,3,5,5,4,3,2,0,0,0,0,0,0,0,0
2022-03-26 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,2,5,4,2,6,7,0,10,5,0,8,0,8,10,11,10,11,10,11,13,14,15,11,9,13,14,16,16,16,14,10,8,7,3,2,0,4,5,3,1,4,3,1,1,0,0,2,5,6,6,11,13,3,15,13,10,12,12,11,10,8,1,8,9,7,0,9,9,12,14,17,7,15,14,15,13,8,12,10,9,4,14,12,8,11,17,16,16,6,13,8,7,11,5,4,0,4,0,3,2,0,0,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,2,0,1,0,2,4,5,2,4,5,0,0,4,3,5,0,6,5,2,0,7,0,0,0,0,0,0,0,1,6,0,7,6,4,5,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,0,0,0,0,1,0,0,1,0,2,3,4,2,2,2,0,1,4,3,4,6,8,10,9,10,3,0,5,9,3,2,2,2,8,6,1,7,5,3,2,2,5,6,6,8,4,5,10,9,9,8,8,0,0,7,6,4,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,1,0,2,3,0,4,3,2,0,1,6,7,3,6,5,5,6,4,6,7,8,3,6,6,0,5,5,4,6,6,2,5,4,5,4,2,4,3,1,4,3,0,2,0,1,3,3,4,1,3,4,3,4,3,4,2,3,3,2,2,1,0,0,0,3,0,2,2,3,0,2,3,0,2,2,2,3,6,4,5,6,7,7,4,6,0,4,5,0,5,3,2,3,1,0,0,0,0,1,0,0,4,4,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-03-27 07:00:00,0,1,0,0,0,0,3,2,2,3,2,4,1,3,1,0,3,1,7,9,4,6,6,1,7,9,9,3,4,8,7,1,6,5,3,3,4,4,4,3,1,0,3,2,2,3,3,4,4,1,1,5,2,4,5,6,0,5,1,0,0,0,0,0,1,2,5,5,6,7,8,4,3,9,7,6,8,5,4,2,5,5,4,4,5,0,4,7,8,6,4,3,3,5,1,2,0,0,6,5,2,0,0,2,2,2,1,2,3,2,2,2,1,1,2,0,1,1,0,0,0,0,0,0
2022-03-27 08:00:00,0,1,0,2,0,0,4,3,6,1,7,5,8,7,7,7,5,8,6,6,7,7,8,9,9,8,2,6,4,3,5,1,2,1,2,5,6,5,4,4,0,0,5,4,4,5,5,3,4,3,6,7,8,2,6,7,8,7,6,5,3,2,0,0,1,1,2,2,3,1,0,2,0,3,0,4,6,7,6,4,3,5,6,5,7,5,4,2,5,5,6,7,7,3,6,2,0,3,5,5,1,3,2,3,4,3,0,4,3,2,3,1,2,6,5,0,0,0,4,0,0,0,0,0
2022-03-27 09:00:00,0,1,2,0,2,0,3,5,6,4,6,6,7,7,7,10,9,8,10,10,12,8,11,11,10,11,11,11,12,11,9,8,8,10,11,7,12,12,12,9,1,0,10,2,8,7,5,8,9,7,5,7,12,12,0,10,6,8,5,3,2,0,1,0,1,0,2,0,5,0,9,8,7,10,8,6,14,14,14,14,16,12,12,5,7,0,6,8,9,9,8,6,10,8,9,3,9,0,11,7,7,9,10,6,10,8,9,6,4,7,6,6,5,3,2,1,2,0,1,0,1,0,0,0
2022-03-27 10:00:00,0,1,0,0,0,1,3,4,6,6,7,8,11,12,7,10,10,7,8,13,12,10,11,12,9,13,14,16,18,21,18,17,12,13,12,13,11,9,10,7,8,10,8,8,4,11,12,14,13,9,8,9,8,8,6,8,8,5,3,4,6,5,2,1,2,0,2,1,4,3,4,4,1,7,5,7,10,16,5,15,12,11,13,12,11,0,10,4,7,11,11,9,8,8,6,10,5,9,10,12,13,10,9,9,10,6,9,8,6,5,1,3,2,3,3,0,2,0,0,0,0,0,0,0
