Unnamed: 0,1_덕은동종점,2_덕은동입구,3_대덕동주민센터,4_월드컵파크9.10.11.12단지,5_DMC첨단산업센터,6_수색교,7_수색역앞,8_디지털미디어시티역,9_북가좌동삼거리,10_DMC래미안e.편한세상요진아파트,11_모래내시장.가좌역,12_사천교,13_연희104고지앞.구성산회관,14_연남동,15_동교동삼거리,16_신촌역,17_신촌로터리,18_서강대학교,19_광성중고등학교,20_대흥역,21_용강초등학교,22_동도중학교.서울디자인고등학교,23_공덕역.1번.출구,24_공덕오거리,25_용마루고개.브라운스톤공덕아파트,26_용마루고개.효창파크푸르지오아파트,27_효창공원앞역,28_용산꿈나무종합타운.보건분소,29_원효로제1동주민센터,30_전쟁기념관,31_녹사평역,32_용산구청.크라운호텔,33_한강중학교앞,34_반포한강공원.세빛섬,35_서울지방조달청.서울성모병원,36_서울중앙지방검찰청대검찰청,37_서초역1번출구,38_지하철2호선교대역2,39_서초동유원아파트,40_롯데칠성,41_강남역.역삼세무서,42_역삼역.포스코타워역삼,43_한서병원,44_한국자산신탁.센터필드,45_선릉역,46_포스코빌딩,47_한국무역센터.삼성역,48_포스코건너편,49_선릉역,50_서울상록회관.한국기술센터,51_아가방빌딩.하나은행,52_역삼역,53_강남역12번출구,54_강남역.강남역사거리,55_서초동진흥아파트,56_서초동유원아파트,57_지하철2호선교대역4출구,58_교대역10번출구,59_서초역.서울중앙지법등기국,60_서울중앙지방검찰청,61_서울지방조달청.서울성모병원,62_반포한강공원.세빛섬,63_한강중학교,64_용산구청.크라운호텔,65_녹사평역,66_전쟁기념관,67_용산꿈나무종합타운.보건분소,68_효창공원앞역,69_용마루고개(서울자동차고등학교),70_용마루고개.신공덕삼성아파트,71_공덕오거리,72_공덕역.2번.출구,73_동도중학교.서울디자인고등학교,74_대흥역,75_광성중고등학교,76_서강대학교,77_신촌로터리,78_현대백화점,79_동교동삼거리연희동방면,80_연희동대우아파트,81_연희104고지앞.구성산회관,82_사천교,83_모래내시장.가좌역,84_DMC래미안e.편한세상요진아파트,85_북가좌동삼거리,86_디지털미디어시티역,87_수색역앞,88_수색교,89_DMC첨단산업센터,90_월드컵파크9.10.11.12단지,91_대덕동주민센터,92_덕은동입구,93_덕은동종점,27_효창공원앞역.이봉창역사울림관,68_효창공원앞역.이봉창역사울림관
2022-03-26 07:00:00,0,0,0,2,4,4,4,5,5,8,9,10,8,12,11,7,5,7,6,10,9,12,6,9,11,12,14.0,10,13,13,12,12,11,6,13,7,7,10,5,11,11,10,9,7,8,7,1,2,3,4,3,2,1,4,5,4,3,4,6,5,7,5,7,7,6,5,5,5.0,8,8,7,4,5,6,5,4,4,3,2,2,0,0,1,0,1,2,1,0,0,0,0,0,0,,
2022-03-26 08:00:00,1,0,0,3,7,6,7,6,4,6,6,7,7,9,11,9,8,4,9,6,10,9,10,10,9,11,13.0,14,18,16,19,20,21,20,14,9,14,9,9,7,8,7,6,5,5,3,1,2,2,1,3,2,3,5,4,6,4,6,8,6,7,4,8,9,8,6,8,8.0,8,9,8,9,8,8,10,8,5,4,0,4,3,2,0,3,3,5,4,5,3,2,0,0,0,,
2022-03-26 09:00:00,0,1,3,8,5,7,9,8,7,9,9,12,13,15,16,14,13,12,11,11,12,10,9,10,11,12,19.0,18,20,21,19,17,20,19,20,12,19,18,18,15,12,11,10,8,9,2,1,1,2,4,5,4,6,9,8,8,8,9,17,3,14,13,11,13,13,10,11,10.0,16,16,17,14,13,12,9,8,6,7,6,3,1,1,2,1,1,2,1,0,0,0,1,0,0,,
2022-03-26 10:00:00,0,1,1,5,7,8,6,6,7,8,11,12,13,12,11,10,11,12,10,13,8,11,9,11,13,14,15.0,10,17,16,18,17,18,17,13,0,14,12,14,10,9,10,9,9,5,3,2,3,5,7,9,4,10,10,12,11,12,13,16,6,15,11,15,15,16,11,9,12.0,14,16,16,13,9,10,7,9,8,7,8,6,4,3,4,5,0,3,4,2,0,0,0,0,0,,
2022-03-26 11:00:00,0,2,1,5,6,7,9,17,18,18,14,13,13,20,21,19,15,11,10,11,14,14,14,15,15,17,17.0,16,20,21,19,18,19,19,18,12,18,16,20,17,12,8,7,4,4,4,3,5,5,7,7,8,8,10,12,14,16,11,13,0,14,15,21,22,19,18,21,25.0,22,25,22,23,25,23,19,16,16,16,11,8,7,5,6,7,3,6,3,2,5,3,0,0,0,,
2022-03-26 12:00:00,0,2,3,8,9,10,9,10,4,11,12,15,13,15,14,15,17,19,15,15,20,19,18,20,19,26,29.0,27,31,32,33,28,32,29,26,23,19,17,18,15,13,13,10,9,8,6,3,2,5,10,11,13,12,12,15,17,15,17,22,20,24,25,38,38,36,30,29,30.0,33,32,29,29,29,29,32,29,27,23,19,14,12,9,7,7,6,3,3,1,0,0,0,0,0,,
2022-03-26 13:00:00,0,3,1,8,12,14,13,8,10,9,20,22,23,23,24,28,31,32,33,33,35,20,31,28,25,25,25.0,23,31,33,33,33,34,36,37,35,27,25,22,22,17,18,14,9,8,4,6,8,12,17,15,14,13,20,21,19,20,19,27,26,33,31,34,48,41,39,23,25.0,29,31,23,22,21,19,20,16,18,16,16,11,6,4,7,7,6,5,4,1,1,0,0,0,0,,
2022-03-26 14:00:00,0,1,2,5,5,6,7,9,10,12,11,14,14,16,18,20,22,21,20,19,19,20,20,23,23,23,24.0,22,22,29,22,21,17,17,15,15,15,15,12,20,12,10,8,7,6,3,6,6,7,8,11,12,13,22,23,24,22,20,32,33,34,35,40,39,33,38,36,34.0,33,30,31,30,27,25,20,19,24,20,7,4,2,4,3,3,4,2,3,4,3,1,0,0,0,,
2022-03-26 15:00:00,0,11,0,14,9,15,15,16,20,18,14,12,13,22,20,18,14,17,18,15,19,22,24,25,23,19,22.0,22,25,30,34,33,22,17,23,17,15,16,19,17,13,11,10,10,6,3,6,11,15,13,12,13,19,24,25,31,37,36,37,36,36,26,31,33,32,26,27,26.0,27,26,24,23,23,26,17,22,22,17,12,13,12,13,9,9,8,7,5,7,4,1,0,0,0,,
2022-03-26 16:00:00,0,13,0,14,12,14,13,7,9,9,12,13,17,19,23,28,29,31,31,15,31,27,21,21,17,19,20.0,19,21,23,23,22,31,32,27,12,24,24,22,14,16,13,12,10,8,6,6,13,8,12,13,14,18,21,22,23,24,23,32,33,36,42,41,23,34,32,31,28.0,32,31,26,25,30,23,21,21,17,16,15,12,11,9,7,6,4,5,3,2,2,0,0,0,0,,
2022-03-26 17:00:00,1,2,3,6,8,9,7,17,20,21,28,29,24,27,28,21,22,24,27,24,23,25,23,25,14,13,25.0,25,24,26,28,26,31,33,31,26,21,20,20,16,13,14,10,10,11,8,9,7,15,16,16,17,18,23,23,25,29,28,31,30,31,32,46,48,37,35,33,27.0,29,25,25,26,34,34,20,33,24,20,17,15,12,12,10,7,7,7,4,4,3,2,1,0,0,,
2022-03-26 18:00:00,0,0,0,3,5,7,7,11,9,9,10,10,9,10,14,15,17,18,18,17,19,21,11,24,11,23,20.0,11,21,20,21,20,19,27,24,12,20,14,15,13,9,7,6,6,5,2,8,9,4,10,11,16,15,21,20,17,22,24,33,35,35,37,38,34,31,31,29,25.0,24,23,22,22,24,21,22,19,19,18,16,15,11,10,8,6,5,8,4,9,6,4,0,0,0,,
2022-03-26 19:00:00,0,0,1,3,0,3,2,6,5,4,5,4,10,12,14,14,15,16,13,15,16,15,13,15,10,16,17.0,15,13,14,14,12,12,20,18,11,18,12,13,10,6,5,3,2,2,3,5,7,7,9,10,7,8,16,11,11,13,15,17,16,20,20,19,19,16,25,20,20.0,23,21,16,13,15,15,17,16,13,12,10,8,10,4,11,10,0,8,7,5,5,2,0,0,0,,
2022-03-26 20:00:00,0,0,0,1,0,2,0,3,8,7,2,0,5,8,13,19,19,17,22,19,18,17,17,20,19,13,18.0,17,18,18,20,20,15,20,21,20,17,12,12,10,8,6,5,3,1,1,6,7,6,11,12,6,12,14,0,12,16,16,23,22,24,29,34,34,36,18,31,29.0,15,14,13,15,15,18,21,21,9,18,14,12,11,9,8,8,7,9,6,5,3,1,0,0,0,,
2022-03-26 21:00:00,0,0,0,1,2,0,0,4,0,2,3,3,5,5,9,9,10,10,10,12,11,11,11,13,12,10,11.0,10,14,15,16,16,19,21,20,16,15,15,13,10,8,7,6,5,3,0,6,7,8,12,14,15,16,23,17,21,25,15,18,0,19,22,22,21,21,18,19,29.0,27,26,23,17,14,13,13,12,13,11,14,11,10,9,6,2,8,7,3,6,3,0,0,0,0,,
2022-03-26 22:00:00,0,0,3,1,4,2,0,0,5,3,4,6,7,8,12,18,15,19,21,22,20,18,16,19,16,12,15.0,14,13,16,17,16,14,19,16,16,11,16,21,19,9,7,8,8,5,4,10,7,13,15,18,21,24,32,30,30,31,32,33,34,35,42,38,42,41,25,24,21.0,18,20,19,17,15,18,20,11,16,12,11,14,11,12,14,12,9,7,4,4,3,1,0,0,0,,
2022-03-26 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,13,14,0,10,13,11,12,11,10,10,7.0,12,13,14,21,22,22,21,19,13,18,9,6,6,9,8,5,4,2,4,4,5,5,6,6,8,10,18,19,18,19,20,22,0,22,23,19,22,24,39,35,30.0,30,26,25,21,19,19,15,19,17,17,10,8,7,6,4,5,3,5,4,1,3,0,0,0,0,,
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-27 04:00:00,0,0,0,1,0,2,4,0,5,6,4,2,5,7,3,1,0,0,4,0,0,2,0,2,1,0,2.0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-27 05:00:00,0,0,1,1,2,0,1,2,4,2,4,0,4,5,7,6,7,6,8,6,5,5,3,7,8,0,6.0,8,9,7,8,6,6,4,1,5,3,1,3,2,3,4,5,2,4,1,3,0,2,0,0,2,1,2,1,0,4,0,0,0,1,0,4,0,6,3,0,8.0,0,0,3,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-27 06:00:00,0,0,0,2,3,1,0,1,0,4,2,2,3,3,3,4,3,0,3,3,3,0,0,10,0,4,9.0,8,9,8,9,8,7,9,7,0,5,4,4,2,3,3,2,1,0,1,1,0,1,0,2,4,0,5,6,7,8,2,12,0,6,5,2,6,7,5,4,4.0,3,6,0,0,0,5,3,0,4,3,0,2,1,3,0,4,2,2,0,0,0,1,0,0,0,,
2022-03-27 07:00:00,0,0,1,5,0,0,4,5,0,1,4,6,4,5,3,3,3,3,5,5,6,4,1,6,3,6,7.0,8,9,7,12,0,12,6,10,4,7,7,6,0,3,4,4,3,2,1,1,1,1,2,3,2,3,1,0,4,3,2,4,0,4,2,6,7,6,6,5,3.0,1,2,3,1,1,2,2,0,3,2,1,2,0,3,0,0,2,0,0,0,2,0,0,0,0,,
2022-03-27 08:00:00,0,1,0,3,3,6,5,5,4,5,4,5,6,7,8,6,7,7,8,9,11,12,12,11,9,8,10.0,10,13,10,15,12,14,13,11,10,9,8,7,7,5,5,5,4,3,4,1,0,3,4,2,0,0,3,3,2,1,3,4,0,7,8,10,9,8,9,5,10.0,1,3,4,3,4,6,0,4,4,5,6,5,4,3,1,0,4,2,3,0,2,2,0,0,0,,
2022-03-27 09:00:00,2,3,4,6,8,4,7,5,6,4,5,6,8,9,11,9,8,6,11,8,13,15,14,13,12,11,15.0,11,18,18,19,16,17,16,13,14,11,9,8,9,3,7,5,6,3,1,0,1,5,5,6,7,9,11,0,8,9,8,14,0,16,12,12,5,6,8,10,8.0,10,11,6,11,6,3,7,2,5,2,2,1,1,0,0,0,2,3,1,0,0,0,0,0,0,,
2022-03-27 10:00:00,0,1,2,4,5,6,3,7,9,7,8,11,12,8,9,7,7,6,9,7,8,7,8,11,12,13,15.0,16,17,19,20,21,22,21,16,16,15,15,16,15,14,11,8,7,6,5,2,1,2,5,6,8,8,12,13,3,14,13,19,12,19,14,16,16,12,12,12,13.0,14,14,15,14,17,18,19,16,15,13,9,6,3,1,4,6,0,2,0,0,0,1,0,0,0,,
2022-03-27 11:00:00,0,1,1,3,6,5,4,6,8,7,10,9,12,12,13,9,8,8,9,10,12,9,11,11,11,12,14.0,13,15,17,19,22,19,15,13,12,13,11,9,8,12,10,8,7,6,3,2,3,1,4,2,2,7,8,4,8,10,11,17,13,15,15,16,20,21,20,22,22.0,23,21,19,19,11,11,10,13,11,8,10,6,2,3,0,5,4,3,0,4,0,1,0,0,0,,
2022-03-27 12:00:00,0,1,2,6,10,10,9,13,11,12,13,13,14,16,14,15,16,8,15,14,15,20,20,23,20,22,21.0,20,23,28,26,18,25,24,21,13,21,19,11,17,11,11,7,10,5,4,8,9,12,13,12,14,12,18,12,13,14,13,18,22,24,21,23,25,23,20,21,22.0,22,18,20,20,19,22,22,21,22,17,13,8,6,4,3,0,2,3,2,0,0,1,0,0,0,,
2022-03-27 13:00:00,0,0,2,4,8,11,0,12,13,13,11,15,20,17,19,17,20,18,17,18,20,21,24,25,24,25,30.0,29,31,37,39,38,33,32,23,25,24,22,14,20,15,13,14,11,9,3,1,3,7,6,8,10,12,13,19,16,12,16,20,0,23,23,21,24,14,18,14,21.0,21,21,17,16,15,19,0,9,14,12,8,11,9,5,5,4,3,3,0,1,0,0,0,0,0,,
2022-03-27 14:00:00,0,1,2,3,4,6,8,13,6,16,15,14,15,17,22,15,17,16,17,17,19,22,24,26,21,30,27.0,27,30,25,24,22,20,18,17,15,14,12,14,18,14,12,10,8,9,5,5,4,5,7,9,10,9,11,13,15,19,22,26,25,25,25,25,26,23,20,18,18.0,17,18,17,18,16,15,15,14,13,10,10,8,8,6,5,4,3,1,2,1,1,0,0,0,0,,
2022-03-27 15:00:00,0,1,3,4,5,5,5,6,7,8,8,8,8,11,22,23,26,16,24,22,21,21,19,20,19,21,26.0,23,28,29,28,25,24,29,31,30,26,20,21,16,14,13,7,14,13,11,6,7,10,11,10,11,11,12,15,14,16,15,23,24,19,17,20,24,23,18,15,16.0,15,13,15,19,22,21,20,17,15,14,15,13,9,5,4,0,2,6,7,0,6,2,0,0,0,,
2022-03-27 16:00:00,0,4,0,5,5,7,2,4,7,8,8,7,8,11,12,11,11,14,14,14,10,15,17,19,18,18,17.0,16,24,20,28,26,24,25,26,24,22,18,19,17,13,12,9,10,8,5,7,9,11,6,6,8,12,20,19,20,21,20,30,31,36,33,31,30,31,30,24,26.0,27,23,22,22,23,25,26,27,24,13,8,5,3,4,4,0,0,6,3,1,2,0,0,0,0,,
2022-03-27 17:00:00,0,1,1,2,3,2,4,5,6,8,2,3,4,8,11,13,16,17,16,13,13,12,14,13,12,13,18.0,17,16,17,18,20,17,24,24,21,19,18,17,15,10,6,7,6,5,5,4,6,11,14,14,11,17,17,16,18,20,13,26,12,26,34,35,28,26,25,23,26.0,26,25,21,21,15,20,22,23,23,19,14,8,8,6,6,4,4,5,1,3,3,0,0,0,0,,
2022-03-27 18:00:00,0,0,0,5,1,3,1,6,6,5,6,5,7,9,9,14,19,18,22,24,29,15,28,25,23,18,17.0,12,13,16,18,15,15,20,23,13,21,22,23,21,12,8,7,3,3,6,5,4,4,6,6,12,13,18,19,17,20,21,20,17,27,28,29,28,23,20,19,20.0,15,19,14,16,14,20,14,21,19,15,14,10,8,7,8,4,4,9,7,4,6,0,2,0,0,,
2022-03-27 19:00:00,0,1,1,2,1,0,2,2,1,2,2,2,2,8,12,14,14,15,12,12,12,15,14,15,13,12,14.0,13,15,14,16,12,14,17,18,15,17,15,15,15,6,5,5,5,2,3,6,8,7,7,8,10,10,15,10,14,15,18,24,0,26,26,27,30,25,23,14,14.0,12,11,11,10,10,15,16,17,15,15,14,8,9,10,6,5,5,4,2,3,5,1,0,0,0,,
2022-03-27 20:00:00,0,0,0,1,1,2,0,1,0,1,2,0,3,9,12,14,8,7,13,12,14,11,11,16,12,13,13.0,14,11,16,13,12,10,17,12,11,9,5,8,6,5,2,6,5,4,5,7,8,8,7,11,12,8,12,14,11,12,13,16,0,17,20,18,19,20,20,17,16.0,15,14,13,11,10,8,11,8,8,7,6,4,4,3,5,0,4,3,3,0,3,1,0,0,0,,
2022-03-27 21:00:00,0,0,1,0,4,0,1,2,1,6,8,3,9,12,13,14,17,14,6,13,12,11,11,10,9,8,8.0,7,8,9,10,10,7,12,9,7,10,10,9,8,4,6,5,4,3,1,7,5,3,6,5,7,7,11,12,10,13,10,16,17,18,24,24,23,14,10,15,11.0,8,11,9,7,9,10,9,6,12,10,9,13,9,8,6,5,4,4,2,1,1,2,0,0,0,,
2022-03-27 22:00:00,0,0,0,1,0,0,0,3,1,1,3,0,5,6,10,12,16,17,16,15,16,14,16,17,16,12,13.0,11,10,12,12,9,10,12,9,6,6,7,5,4,9,10,2,6,2,1,3,8,10,11,13,17,19,23,22,19,7,24,25,10,29,27,29,31,33,21,27,27.0,16,24,18,14,13,13,14,13,12,11,10,9,7,7,4,0,6,4,3,2,1,1,0,0,0,,
2022-03-27 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,0,11,12,11,3,0,13,17,15,16,14.0,11,9,8,8,12,9,10,10,7,7,5,6,8,3,3,0,1,0,0,1,3,6,6,6,6,5,9,0,8,6,8,8,0,12,13,12,14,12,10,7,8.0,6,6,6,7,6,6,7,8,7,7,6,6,4,3,4,0,3,3,3,4,1,0,0,0,0,,
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-28 04:00:00,0,0,0,0,3,4,7,8,11,2,16,16,19,18,22,21,20,21,22,23,25,19,15,14,13,18,23.0,22,22,20,23,23,24,0,21,20,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-28 05:00:00,0,0,0,3,1,1,2,3,5,8,9,10,0,11,12,13,12,5,14,12,13,14,14,16,11,12,17.0,16,18,18,17,21,21,8,16,20,17,17,16,17,14,11,12,12,8,4,7,5,1,6,15,10,9,11,8,9,8,8,7,3,7,0,9,2,8,4,0,0.0,0,0,6,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-28 06:00:00,0,1,2,5,7,6,6,7,9,12,16,17,19,23,21,15,15,16,15,17,19,17,17,18,20,23,22.0,24,27,27,27,26,27,24,18,8,19,15,11,12,10,8,7,5,10,3,4,4,6,5,6,4,6,8,6,3,11,12,17,6,11,4,6,5,6,4,5,7.0,2,2,6,5,5,5,4,5,5,3,4,0,4,9,8,7,5,12,10,0,6,9,7,0,0,,
2022-03-28 07:00:00,0,1,1,7,17,20,19,17,18,26,24,23,23,32,29,27,26,29,26,25,26,26,30,36,29,37,40.0,41,46,46,51,48,48,42,39,33,35,26,28,23,23,23,18,15,27,5,7,6,9,7,8,9,6,14,13,17,18,21,28,27,25,25,30,23,21,20,14,14.0,23,21,19,12,14,12,12,11,8,8,8,4,5,6,6,7,8,16,18,17,9,3,1,0,0,,
2022-03-28 08:00:00,0,1,1,6,6,11,11,7,9,19,19,19,20,24,33,35,29,29,29,31,31,23,30,35,35,40,48.0,48,52,52,62,57,60,58,40,35,36,36,38,33,47,40,27,20,32,5,10,7,17,12,13,14,15,19,21,23,22,25,34,33,30,31,36,33,31,31,26,28.0,31,32,28,22,22,16,17,14,10,9,6,10,9,8,5,6,10,25,28,27,13,9,3,0,0,,
2022-03-28 09:00:00,0,1,2,5,8,10,11,11,12,13,12,10,10,12,19,18,13,13,18,16,14,19,18,25,26,28,26.0,24,28,30,34,31,29,28,26,24,23,31,29,28,28,22,14,13,21,4,4,5,4,7,8,7,7,12,12,12,14,12,15,16,16,17,19,17,16,17,18,17.0,18,16,15,12,10,14,13,15,14,10,6,5,6,5,6,4,6,6,10,4,5,3,2,0,0,,
2022-03-28 10:00:00,1,0,0,4,7,6,4,7,6,8,9,8,9,13,11,12,14,16,15,16,12,13,12,13,12,13,14.0,14,19,18,22,21,21,20,18,17,16,16,18,18,15,12,8,7,7,3,4,5,7,8,7,7,10,13,14,12,13,9,13,14,14,16,17,17,16,15,11,11.0,19,21,18,17,16,15,12,7,10,9,6,5,2,1,2,1,0,2,3,2,1,0,0,0,0,,
2022-03-28 11:00:00,1,0,2,5,7,6,6,6,7,7,7,7,8,11,12,13,12,12,12,14,9,13,16,19,18,16,17.0,18,20,21,17,17,16,15,14,15,14,15,15,12,12,13,10,6,5,3,2,5,6,11,12,9,9,13,14,12,13,12,18,20,22,20,20,21,20,20,20,22.0,24,21,21,17,12,18,10,16,10,10,7,5,1,4,4,4,3,4,3,0,2,0,0,0,0,,
2022-03-28 12:00:00,0,1,2,3,4,4,5,7,8,9,8,10,9,9,10,11,11,10,8,11,12,14,14,17,17,16,16.0,17,19,20,18,21,19,17,15,8,14,12,14,12,10,10,9,9,6,3,2,7,7,11,14,13,14,14,13,14,15,13,18,16,17,16,17,18,16,14,12,12.0,12,12,11,9,11,12,11,11,9,7,8,6,6,5,3,0,4,5,4,3,2,1,0,0,0,,
2022-03-28 13:00:00,0,1,2,3,2,5,6,7,8,8,12,13,10,9,11,9,9,11,13,12,13,12,16,18,11,17,14.0,19,20,20,19,15,15,13,14,13,11,12,14,14,13,10,9,7,7,3,5,9,8,9,12,14,16,16,16,15,15,16,21,21,22,16,18,23,23,22,19,16.0,18,17,16,17,14,15,11,12,11,9,8,7,7,5,5,6,7,2,4,3,2,0,1,0,0,,
2022-03-28 14:00:00,0,1,2,3,5,4,6,6,8,8,9,9,7,11,10,12,14,15,14,12,11,14,12,12,13,13,15.0,16,18,19,21,19,18,19,17,17,19,18,17,18,14,10,8,7,4,2,5,9,12,12,11,11,18,21,21,19,17,18,18,15,21,20,24,24,22,24,20,25.0,17,14,13,12,14,14,16,15,12,12,9,8,5,5,6,5,2,4,3,6,4,1,0,0,0,,
2022-03-28 15:00:00,0,2,0,4,7,6,7,4,5,6,6,7,7,7,12,16,17,19,18,15,16,27,27,19,13,15,16.0,15,16,17,18,18,15,16,17,16,17,14,14,15,13,12,11,9,11,7,6,10,12,17,13,17,15,21,26,18,19,21,25,23,24,23,22,26,24,24,21,25.0,24,25,22,19,18,14,13,13,12,9,11,8,5,8,10,12,4,7,7,6,5,2,0,0,0,,
2022-03-28 16:00:00,1,16,7,17,10,16,14,6,6,3,5,6,9,8,10,13,15,19,20,19,19,21,20,22,19,20,22.0,19,24,26,25,18,16,19,17,15,21,23,21,18,15,11,9,9,5,6,6,17,25,25,23,23,17,21,20,21,16,15,24,27,38,40,33,32,28,20,27,25.0,26,26,23,21,19,16,16,16,15,15,12,10,10,8,9,4,5,4,3,4,3,0,0,0,0,,
2022-03-28 17:00:00,0,14,8,17,16,12,18,11,8,7,12,12,11,12,13,10,13,11,15,17,19,19,20,21,19,17,19.0,16,21,30,30,30,28,26,31,21,17,13,14,11,8,7,6,5,3,2,5,23,16,16,16,20,18,20,20,18,19,20,30,26,48,45,40,44,37,36,28,26.0,25,23,22,19,23,21,21,20,16,14,14,15,13,14,17,10,13,17,15,12,7,3,0,0,0,,
2022-03-28 18:00:00,0,2,2,10,26,25,24,16,16,15,8,11,10,12,13,15,18,22,21,22,23,24,27,36,33,31,32.0,27,29,33,32,29,24,25,24,30,27,28,30,28,14,13,11,11,7,9,7,24,19,25,27,33,33,36,37,34,34,34,51,54,55,53,47,48,39,33,30,27.0,30,30,30,29,28,29,25,28,21,19,18,16,15,15,14,13,12,16,16,13,10,2,1,0,0,,
2022-03-28 19:00:00,0,1,2,5,6,7,7,7,6,0,8,7,11,13,12,19,23,22,20,22,24,11,12,14,11,13,14.0,25,27,32,30,28,24,27,30,27,22,20,19,12,10,9,7,4,2,2,7,13,12,19,19,23,24,27,28,26,28,30,32,33,39,39,38,38,33,34,29,29.0,23,21,18,18,15,14,16,13,15,15,12,12,11,13,14,10,12,15,13,11,6,2,1,0,0,,
2022-03-28 20:00:00,0,0,1,2,3,1,2,5,3,0,7,0,9,13,13,13,14,15,17,18,23,27,28,23,21,19,18.0,0,17,16,16,17,14,16,15,13,12,11,10,11,7,3,6,3,2,1,7,8,6,12,11,15,22,27,26,24,26,28,27,14,34,39,37,38,33,30,25,22.0,17,21,22,19,13,17,17,18,11,16,17,14,8,6,8,4,4,7,6,5,3,1,0,0,0,,
