Unnamed: 0,1_덕은동종점,2_덕은동입구,3_대덕동주민센터,4_월드컵파크9.10.11.12단지,5_DMC첨단산업센터,6_수색교,7_수색역앞,8_디지털미디어시티역,9_북가좌동삼거리,10_DMC래미안e.편한세상요진아파트,11_모래내시장.가좌역,12_사천교,13_연희104고지앞.구성산회관,14_연남동,15_동교동삼거리,16_신촌역,17_신촌로터리,18_서강대학교,19_광성중고등학교,20_대흥역,21_용강초등학교,22_동도중학교.서울디자인고등학교,23_공덕역.1번.출구,24_공덕오거리,25_용마루고개.브라운스톤공덕아파트,26_용마루고개.효창파크푸르지오아파트,27_효창공원앞역,28_용산꿈나무종합타운.보건분소,29_원효로제1동주민센터,30_전쟁기념관,31_녹사평역,32_용산구청.크라운호텔,33_한강중학교앞,34_반포한강공원.세빛섬,35_서울지방조달청.서울성모병원,36_서울중앙지방검찰청대검찰청,37_서초역1번출구,38_지하철2호선교대역2,39_서초동유원아파트,40_롯데칠성,41_강남역.역삼세무서,42_역삼역.포스코타워역삼,43_한서병원,44_한국자산신탁.센터필드,45_선릉역,46_포스코빌딩,47_한국무역센터.삼성역,48_포스코건너편,49_선릉역,50_서울상록회관.한국기술센터,51_아가방빌딩.하나은행,52_역삼역,53_강남역12번출구,54_강남역.강남역사거리,55_서초동진흥아파트,56_서초동유원아파트,57_지하철2호선교대역4출구,58_교대역10번출구,59_서초역.서울중앙지법등기국,60_서울중앙지방검찰청,61_서울지방조달청.서울성모병원,62_반포한강공원.세빛섬,63_한강중학교,64_용산구청.크라운호텔,65_녹사평역,66_전쟁기념관,67_용산꿈나무종합타운.보건분소,68_효창공원앞역,69_용마루고개(서울자동차고등학교),70_용마루고개.신공덕삼성아파트,71_공덕오거리,72_공덕역.2번.출구,73_동도중학교.서울디자인고등학교,74_대흥역,75_광성중고등학교,76_서강대학교,77_신촌로터리,78_현대백화점,79_동교동삼거리연희동방면,80_연희동대우아파트,81_연희104고지앞.구성산회관,82_사천교,83_모래내시장.가좌역,84_DMC래미안e.편한세상요진아파트,85_북가좌동삼거리,86_디지털미디어시티역,87_수색역앞,88_수색교,89_DMC첨단산업센터,90_월드컵파크9.10.11.12단지,91_대덕동주민센터,92_덕은동입구,93_덕은동종점,27_효창공원앞역.이봉창역사울림관,68_효창공원앞역.이봉창역사울림관
2022-03-05 04:00:00,0,0,0,2,2,1,3,3,4,4,7,0,8,7,11,6,0,6,5,6,12,10,9,10,5,11,11.0,0,14,13,12,10,9,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-05 05:00:00,0,0,0,1,1,2,3,4,5,2,6,3,3,8,6,7,0,8,7,7,0,8,11,12,2,11,13.0,12,13,13,14,12,16,15,12,5,11,10,11,8,7,8,7,4,4,1,3,4,5,7,7,9,9,8,0,8,0,6,7,2,8,0,0,0,9,2,8,7.0,8,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-05 06:00:00,0,1,1,1,1,2,2,1,2,4,3,5,0,7,8,4,9,3,3,1,3,8,7,6,3,9,10.0,7,9,0,10,11,10,0,10,7,10,9,10,4,7,7,6,4,3,2,2,1,4,3,3,2,3,4,4,3,5,4,9,0,6,3,5,6,0,0,4,0.0,3,3,4,3,4,3,4,5,2,7,7,8,9,9,8,5,7,17,12,11,10,0,8,0,0,,
2022-03-05 07:00:00,0,2,0,3,3,2,3,4,6,4,9,8,5,7,8,7,8,7,6,7,9,9,8,5,9,11,13.0,14,17,16,15,15,16,6,14,12,9,8,8,6,5,2,3,2,4,1,3,2,3,2,3,4,3,4,5,6,5,7,9,3,8,3,5,8,7,5,7,5.0,8,9,10,7,7,10,8,9,8,4,3,3,2,3,0,4,5,2,3,4,1,2,0,0,0,,
2022-03-05 08:00:00,0,0,0,1,3,5,4,4,5,6,5,9,11,13,14,15,9,0,15,16,11,13,17,16,17,16,17.0,16,26,19,18,16,18,20,15,8,14,12,13,12,10,5,6,5,5,4,1,3,4,3,4,1,3,4,4,4,5,5,9,0,10,9,11,10,11,10,10,10.0,12,14,8,6,9,10,2,8,4,5,7,6,7,5,4,0,3,4,5,2,1,1,0,0,0,,
2022-03-05 09:00:00,0,1,1,6,6,9,9,8,10,6,8,7,9,10,12,10,13,11,9,13,9,13,11,11,12,14,15.0,16,16,25,26,27,30,29,23,22,20,18,19,8,12,10,8,5,3,2,2,2,1,6,3,5,8,8,9,7,8,11,14,14,14,12,13,14,14,15,13,13.0,19,23,28,23,22,20,17,13,6,4,2,3,2,1,1,2,1,1,0,2,3,1,0,0,0,,
2022-03-05 10:00:00,0,0,0,5,6,7,7,9,11,12,14,17,17,15,18,15,10,13,14,14,14,14,11,14,15,17,16.0,16,23,23,23,21,22,20,19,7,16,15,13,12,10,10,9,7,9,3,2,3,6,6,5,6,6,7,9,7,6,9,16,11,13,12,14,15,14,12,12,14.0,16,15,13,10,10,10,11,6,9,8,5,5,4,1,2,1,0,1,1,0,1,0,0,0,0,,
2022-03-05 11:00:00,0,1,1,5,9,7,8,8,6,9,8,10,10,13,13,13,14,12,13,15,13,13,12,15,16,17,18.0,19,21,23,26,21,25,26,23,22,23,21,21,13,6,6,5,4,5,4,3,4,3,8,13,14,15,18,18,15,14,14,19,0,24,27,32,29,30,28,26,24.0,17,19,22,23,22,24,22,19,10,9,10,10,7,6,7,7,4,5,7,6,2,2,0,0,0,,
2022-03-05 12:00:00,0,0,1,7,5,8,6,8,7,8,7,9,8,11,14,15,18,19,21,20,12,18,20,24,22,24,23.0,21,25,24,25,21,17,20,23,19,17,18,19,20,10,8,9,7,5,4,3,7,9,6,10,8,16,17,14,16,18,19,28,26,32,30,30,28,15,22,20,16.0,16,22,22,20,20,22,22,22,14,15,14,11,5,4,6,5,4,3,5,3,4,2,1,0,0,,
2022-03-05 13:00:00,0,1,1,4,9,8,7,6,5,7,8,10,12,14,14,15,17,19,21,18,20,21,21,28,27,27,29.0,29,32,31,25,26,27,18,25,24,21,20,14,13,17,13,11,10,10,6,5,6,10,9,12,13,14,22,23,21,25,27,35,0,40,36,28,29,28,28,23,24.0,25,23,28,25,23,25,16,23,18,13,12,9,6,5,5,7,3,6,4,2,1,0,0,0,0,,
2022-03-05 14:00:00,0,1,1,1,3,7,1,7,5,8,9,11,8,14,16,14,14,12,12,12,14,14,15,17,17,16,15.0,18,19,24,25,24,26,27,21,21,21,19,21,20,13,10,10,12,6,5,6,6,7,9,12,11,11,16,20,20,21,21,25,25,25,24,37,38,32,31,26,25.0,26,20,20,19,20,22,22,17,19,17,15,11,9,8,5,6,6,2,3,1,0,0,0,0,0,,
2022-03-05 15:00:00,0,8,0,10,12,7,5,10,13,14,13,14,16,15,18,23,21,20,21,21,18,20,20,21,18,18,21.0,20,23,9,24,24,21,25,31,27,24,14,16,11,12,13,9,9,6,4,11,11,10,13,13,18,16,23,23,25,22,12,17,0,19,21,26,22,21,24,22,23.0,19,20,19,16,17,19,18,19,18,19,20,18,9,6,5,10,6,4,5,3,4,2,0,0,0,,
2022-03-05 16:00:00,0,9,10,11,13,16,16,14,15,17,14,9,15,13,12,14,14,17,19,20,20,18,20,21,20,18,19.0,19,20,21,21,21,19,17,18,13,13,19,17,18,15,15,14,14,13,12,3,5,6,12,14,13,12,15,15,17,18,23,29,28,36,41,38,38,33,26,31,27.0,28,28,28,27,27,30,28,26,23,21,15,13,10,11,8,7,7,4,2,0,2,0,0,0,0,,
2022-03-05 17:00:00,0,10,2,12,14,14,12,8,10,13,12,10,13,15,17,18,19,17,18,17,15,16,15,21,16,15,20.0,18,22,20,20,17,16,17,16,15,11,12,13,12,9,9,6,10,5,2,7,10,10,12,16,21,15,21,18,12,16,17,31,0,31,33,30,31,29,28,23,21.0,22,20,19,19,20,22,22,28,26,20,14,11,8,7,5,5,3,6,6,6,3,2,0,0,0,,
2022-03-05 18:00:00,0,1,2,4,7,9,6,8,10,11,15,15,14,15,15,11,11,13,15,13,11,13,14,13,12,13,12.0,6,14,17,15,13,13,14,13,9,11,11,13,14,12,14,12,8,6,4,5,5,6,9,10,13,14,15,24,21,25,15,29,10,35,41,40,37,32,28,26,28.0,28,27,27,25,22,18,12,18,14,13,12,9,9,8,8,7,8,4,3,1,2,2,0,0,0,,
2022-03-05 19:00:00,0,0,0,3,0,1,2,1,3,2,3,6,6,10,15,16,17,18,16,8,11,15,15,20,20,21,21.0,19,16,12,12,11,9,11,10,0,7,6,5,6,4,5,3,5,2,2,6,1,7,5,9,9,11,12,11,12,13,13,16,13,17,18,21,18,18,17,15,14.0,14,13,12,13,12,19,18,16,14,13,11,8,9,8,8,7,5,5,4,3,1,1,0,0,0,,
2022-03-05 20:00:00,0,1,0,1,0,1,2,3,2,3,5,0,3,7,11,12,10,0,14,13,16,14,17,17,16,13,16.0,16,12,14,12,13,11,13,14,7,10,6,5,3,3,4,3,2,1,0,9,11,16,19,19,18,7,19,11,17,16,13,15,14,14,19,20,20,17,17,15,14.0,13,13,13,8,12,12,11,13,11,7,8,7,7,8,9,10,8,6,4,2,2,0,0,0,0,,
2022-03-05 21:00:00,0,0,0,2,2,0,0,1,2,1,0,4,5,7,11,17,18,18,17,16,15,18,17,16,15,14,13.0,12,14,16,15,16,12,15,13,11,11,11,9,8,10,7,4,2,7,4,5,6,6,7,9,13,16,17,7,14,13,13,15,7,17,14,16,16,15,14,13,15.0,13,11,9,9,6,8,6,7,8,10,8,8,7,5,4,0,3,4,6,4,2,3,0,0,0,,
2022-03-05 22:00:00,0,1,1,1,2,2,0,1,0,2,3,4,6,16,7,22,29,30,29,27,26,32,29,27,13,25,19.0,17,18,19,21,19,15,12,14,7,10,11,8,7,7,5,5,4,2,2,7,9,10,11,13,12,16,23,22,20,23,18,26,18,25,27,23,28,26,25,19,17.0,15,13,11,10,9,9,10,9,8,9,8,7,8,7,4,6,6,5,4,4,4,2,0,0,0,,
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,5,6,8,0,0,5,7,0,5,6.0,7,7,6,12,14,12,0,12,0,11,11,9,8,10,5,6,3,2,3,4,4,11,11,11,12,9,17,15,16,15,7,16,0,17,18,19,18,18,17,12,12.0,12,7,15,14,13,13,15,15,14,12,11,9,9,6,5,4,3,7,2,4,2,0,0,0,0,,
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 04:00:00,0,0,1,0,2,2,0,0,3,3,2,0,0,4,3,0,0,0,1,2,2,2,3,3,4,5,6.0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 05:00:00,0,0,0,1,0,1,0,2,2,2,4,0,4,4,5,4,0,0,4,4,5,3,5,6,2,7,8.0,0,9,10,7,6,4,7,5,4,4,5,6,4,6,7,6,7,2,0,1,1,1,2,2,0,3,4,1,3,4,4,4,0,5,3,5,6,0,7,5,6.0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 06:00:00,0,1,0,1,2,0,0,0,1,2,3,4,0,3,4,4,5,4,5,4,7,6,7,6,0,7,6.0,0,7,2,6,8,6,4,7,5,4,5,4,3,3,2,2,1,4,1,0,1,0,0,1,1,0,3,2,0,3,2,5,0,2,1,3,5,3,2,2,3.0,4,4,3,3,2,1,0,0,2,1,1,0,3,4,0,0,3,3,2,1,0,0,0,0,0,,
2022-03-06 07:00:00,0,0,1,2,5,2,6,7,5,6,6,7,7,6,8,8,0,7,0,1,3,2,7,7,10,11,7.0,13,8,5,12,10,7,4,7,2,6,4,3,3,3,0,2,2,1,1,0,0,1,0,2,0,0,3,3,2,0,4,3,0,5,2,6,8,6,4,3,5.0,4,4,3,0,4,3,2,1,3,0,2,3,0,1,0,0,0,1,2,0,0,1,0,0,0,,
2022-03-06 08:00:00,0,0,0,2,3,3,4,2,4,2,3,4,3,8,8,5,5,0,7,5,8,6,6,8,9,12,16.0,17,20,21,15,14,14,13,11,10,10,7,7,6,6,6,3,5,2,2,0,1,3,2,3,0,4,5,0,4,1,5,7,0,5,3,5,6,7,6,6,6.0,6,6,7,4,3,2,0,3,3,0,1,0,2,2,0,0,2,1,3,0,2,1,0,0,0,,
2022-03-06 09:00:00,0,1,0,3,6,4,4,5,2,4,7,8,9,11,10,12,16,15,13,14,12,13,13,15,12,16,18.0,20,20,10,19,14,13,12,12,10,10,7,9,6,8,7,6,6,5,4,4,4,5,4,5,4,5,4,4,5,3,5,8,5,7,6,7,7,7,5,6,7.0,9,9,8,9,3,4,3,0,2,3,2,2,0,0,0,0,1,2,1,0,0,0,0,0,0,,
2022-03-06 10:00:00,0,0,0,3,4,7,5,7,7,8,9,9,8,10,11,8,12,13,8,12,7,15,14,12,9,8,11.0,11,15,15,19,18,22,20,16,16,14,15,14,13,13,11,12,10,9,5,2,3,4,4,4,5,6,7,7,9,10,11,14,9,17,16,17,21,20,15,16,15.0,12,11,10,8,8,9,10,9,10,8,6,5,4,5,4,3,3,3,3,1,1,0,0,0,0,,
2022-03-06 11:00:00,0,0,1,5,3,4,5,6,6,8,9,8,10,10,9,10,13,11,12,12,7,13,13,11,12,16,17.0,9,18,17,17,16,18,16,17,14,13,14,12,12,9,6,7,4,9,7,5,9,11,13,12,10,6,5,5,5,4,0,9,10,12,11,16,16,17,12,9,11.0,11,13,11,13,12,12,13,13,11,7,5,4,1,3,4,3,1,2,1,1,1,0,0,0,0,,
2022-03-06 12:00:00,0,0,1,5,7,7,8,8,6,9,15,9,13,17,18,20,20,17,17,17,15,22,13,13,14,15,12.0,13,21,20,19,19,19,20,13,13,18,15,19,17,11,10,9,8,6,5,1,3,8,6,7,13,7,11,4,12,10,10,18,0,22,19,21,18,17,15,13,11.0,14,14,13,15,13,14,12,13,8,10,9,7,6,2,2,5,1,6,4,3,3,1,0,0,0,,
2022-03-06 13:00:00,0,0,0,3,5,9,10,11,11,15,10,11,12,11,11,15,12,12,12,12,15,18,22,18,12,19,24.0,23,25,21,22,20,22,20,18,10,16,15,15,13,11,10,6,7,6,4,7,9,8,9,10,8,12,16,14,17,16,17,22,10,22,19,22,30,24,18,23,21.0,23,24,24,24,23,23,21,9,18,13,10,6,5,2,1,5,5,5,4,0,1,0,0,0,0,,
2022-03-06 14:00:00,0,0,0,1,3,6,1,10,11,12,15,18,18,17,13,12,15,17,18,17,18,17,14,15,12,15,17.0,21,23,25,28,27,28,26,23,23,15,15,16,15,12,10,8,8,8,4,14,16,17,23,28,28,23,13,11,13,14,11,20,17,18,19,18,18,17,13,21,20.0,22,20,22,22,26,26,25,24,19,17,14,8,6,5,7,5,0,5,4,0,1,0,0,0,0,,
2022-03-06 15:00:00,0,3,3,5,7,2,9,8,6,7,11,11,8,19,14,12,14,12,14,15,17,18,17,21,22,27,27.0,26,30,26,28,28,28,27,20,18,14,9,11,11,11,9,7,6,4,2,4,9,10,8,10,7,8,24,23,21,22,23,27,26,29,27,27,31,30,31,27,25.0,25,17,27,25,13,23,21,10,18,14,6,6,4,5,4,4,3,4,3,0,2,1,0,0,0,,
2022-03-06 16:00:00,0,5,1,4,5,5,10,9,10,8,7,8,8,11,15,14,10,10,12,13,11,12,12,13,13,13,14.0,10,16,16,17,17,16,21,17,16,14,12,12,10,7,6,6,3,6,5,6,3,9,11,8,12,11,21,22,19,19,19,25,21,25,25,24,29,27,27,26,26.0,23,22,22,19,16,14,15,14,13,12,11,9,11,9,8,9,11,5,2,4,2,1,0,0,0,,
2022-03-06 17:00:00,1,1,0,2,2,2,0,7,5,6,11,6,11,14,15,20,21,20,17,22,19,18,23,23,21,20,21.0,20,19,21,18,15,15,17,14,13,16,15,12,13,9,9,8,6,5,5,6,4,8,10,10,5,12,15,15,14,16,15,20,0,24,21,23,24,20,19,15,14.0,15,13,16,17,19,18,16,19,15,13,13,9,8,7,5,3,1,6,7,1,4,3,0,0,0,,
2022-03-06 18:00:00,0,0,1,5,3,3,1,3,2,4,3,4,5,6,7,7,11,8,10,9,11,13,12,13,0,16,13.0,12,10,17,14,12,10,15,14,8,16,12,11,10,7,6,4,7,5,3,4,0,7,8,7,10,15,17,16,17,19,19,23,23,28,33,32,32,28,27,21,19.0,16,14,13,10,8,12,11,12,11,10,11,10,7,6,5,6,4,5,4,3,4,1,0,0,0,,
2022-03-06 19:00:00,0,1,0,0,0,2,0,3,2,0,2,2,3,6,12,21,19,18,17,18,18,18,16,12,11,12,12.0,10,11,11,13,11,8,12,10,8,11,9,3,9,6,2,4,0,2,0,7,9,10,12,14,14,17,7,19,17,16,17,24,21,20,22,22,21,20,19,15,13.0,12,11,10,11,11,10,11,11,10,10,7,4,3,5,4,0,3,2,0,0,0,0,0,0,0,,
2022-03-06 20:00:00,0,1,0,2,0,1,0,5,1,3,3,0,4,6,9,11,10,4,11,5,11,7,8,8,6,5,7.0,2,8,6,4,9,9,8,8,6,6,7,5,2,3,2,2,3,1,2,5,6,7,6,9,7,7,11,6,11,12,12,17,5,13,16,17,20,18,14,12,15.0,14,8,15,11,13,14,10,7,11,11,8,7,4,5,2,3,4,4,3,2,4,1,0,0,0,,
2022-03-06 21:00:00,0,0,0,3,4,0,0,0,2,2,3,1,4,6,10,17,18,19,21,19,20,25,23,18,10,15,14.0,12,13,13,14,15,14,18,16,13,11,13,12,10,7,3,2,2,1,2,7,8,9,11,13,10,13,17,8,9,11,17,23,0,22,24,22,23,20,19,19,20.0,17,16,16,14,13,15,14,13,12,14,9,9,8,6,7,5,4,5,5,2,0,1,0,0,0,,
2022-03-06 22:00:00,0,0,0,0,0,0,1,3,3,2,2,3,4,5,3,7,10,7,9,1,6,14,13,12,3,11,5.0,3,8,12,7,13,6,12,12,7,10,11,5,10,5,4,4,5,2,1,6,4,7,10,11,11,13,15,0,15,16,18,18,0,19,21,21,25,24,23,18,18.0,17,16,14,13,12,11,10,13,13,11,10,8,6,5,4,4,3,2,2,4,2,0,0,0,0,,
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0.0,0,3,0,5,6,4,0,4,5,4,4,3,2,2,0,1,0,1,0,1,2,3,0,5,3,7,9,9,3,8,9,10,6,8,9,14,13,10,10,6,6.0,5,0,6,12,11,7,10,3,6,3,4,7,0,3,5,0,2,4,3,2,2,0,0,0,0,,
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 04:00:00,0,0,1,2,2,3,6,7,10,11,15,16,18,17,20,16,19,20,19,18,19,18,13,14,15,17,22.0,20,20,17,20,27,28,21,26,0,19,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 05:00:00,0,1,0,3,4,5,3,5,8,5,9,7,10,10,12,12,9,10,11,11,15,11,11,11,14,13,15.0,16,17,18,18,24,21,22,25,24,23,20,19,21,24,16,16,15,9,6,11,11,8,7,10,9,8,10,9,7,5,6,8,6,7,0,4,0,0,6,3,0.0,7,0,8,0,0,9,0,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 06:00:00,0,0,1,4,7,9,8,9,11,19,20,23,26,27,23,20,10,11,21,22,17,18,19,21,25,27,26.0,27,28,26,30,29,31,0,18,13,20,17,19,17,22,21,18,3,8,2,2,4,6,2,3,3,1,7,4,5,8,5,13,9,9,4,8,8,6,9,5,6.0,9,8,6,6,3,7,6,5,4,4,3,9,7,7,7,4,7,21,16,15,13,12,11,0,0,,
2022-03-07 07:00:00,0,1,2,9,10,13,18,18,11,16,18,15,16,20,22,22,21,24,24,24,25,25,27,33,30,34,38.0,43,48,49,45,45,51,47,35,33,34,34,34,30,25,21,19,17,31,13,4,8,6,5,6,4,7,11,14,16,15,17,30,24,19,18,21,16,20,19,17,19.0,20,21,18,19,15,13,12,10,10,6,5,6,5,5,4,7,10,11,13,14,10,7,2,0,0,,
2022-03-07 08:00:00,0,2,1,11,14,17,16,13,12,16,14,16,15,23,25,24,27,23,20,23,19,22,22,27,25,25,28.0,30,38,39,53,50,49,47,35,32,30,33,32,33,33,31,27,16,48,7,9,11,20,14,16,14,10,18,17,16,16,15,25,17,21,22,34,35,31,28,21,22.0,30,28,21,20,17,16,14,11,10,8,7,7,6,6,5,0,8,16,17,16,12,6,1,0,0,,
2022-03-07 09:00:00,0,1,1,6,7,9,8,11,12,12,14,15,16,16,16,13,11,15,14,12,13,16,16,20,19,18,25.0,24,29,30,31,30,32,30,29,28,30,30,29,26,23,18,12,11,29,3,5,5,9,7,8,7,8,10,11,13,9,11,15,15,16,15,18,17,18,18,16,16.0,20,21,20,17,18,16,17,12,9,7,6,4,4,5,5,6,5,5,7,7,3,2,1,0,0,,
2022-03-07 10:00:00,0,1,2,6,7,6,3,5,7,7,8,8,7,10,9,9,9,11,12,10,10,9,11,11,12,12,11.0,12,17,20,24,21,28,27,25,24,26,23,25,21,23,17,13,7,7,4,2,4,5,6,9,10,11,11,13,12,11,10,12,9,12,8,13,15,14,15,14,11.0,8,8,7,7,9,9,7,9,5,4,4,2,2,4,4,4,3,4,4,3,2,1,0,0,0,,
2022-03-07 11:00:00,0,2,1,5,7,5,8,7,8,8,8,8,9,13,19,14,12,14,15,14,13,10,12,14,12,13,12.0,12,16,16,15,13,13,12,11,10,9,9,10,8,9,9,8,8,9,5,3,8,8,9,11,12,13,13,12,14,12,16,17,12,19,18,19,20,18,18,17,14.0,18,22,20,10,18,17,15,16,12,10,3,2,1,4,6,7,5,4,3,2,3,2,1,0,0,,
2022-03-07 12:00:00,0,2,1,4,6,5,6,7,8,7,7,8,7,9,9,10,10,9,8,13,10,12,21,21,19,17,14.0,13,18,19,17,17,16,11,13,14,14,11,11,13,15,16,16,15,4,2,5,4,6,5,10,12,11,20,19,18,15,12,16,6,19,17,18,19,16,18,15,13.0,14,12,12,10,9,13,14,12,9,5,6,7,4,2,1,0,2,2,3,0,1,0,0,0,0,,
2022-03-07 13:00:00,0,2,0,4,6,8,7,7,3,5,6,8,4,10,11,13,15,16,15,15,15,15,15,13,14,14,12.0,12,18,20,21,21,26,25,18,15,16,17,19,16,12,12,9,14,11,6,5,7,8,11,13,18,20,18,13,16,16,23,25,7,19,16,17,18,18,17,14,15.0,19,13,17,11,12,12,13,15,14,13,11,6,10,6,6,6,5,3,4,5,2,0,0,0,0,,
2022-03-07 14:00:00,0,2,1,5,6,6,3,5,6,6,5,6,9,11,13,13,15,12,16,13,12,11,11,12,9,11,12.0,11,15,15,19,16,16,16,16,16,15,14,14,11,13,12,10,9,10,6,5,12,10,12,12,12,14,13,15,14,16,19,18,19,21,20,19,18,17,17,17,15.0,16,15,16,15,17,16,15,17,15,14,10,7,6,5,7,5,6,7,4,6,3,2,0,0,0,,
2022-03-07 15:00:00,0,0,0,6,8,7,4,1,3,8,8,9,4,12,7,8,9,11,11,8,7,9,10,12,13,9,15.0,14,12,12,12,13,12,11,12,13,14,13,13,9,13,11,10,10,7,4,2,8,8,10,12,13,11,13,14,12,15,17,23,14,21,22,22,26,26,26,25,23.0,23,21,22,18,16,17,18,11,17,14,13,12,9,10,7,6,5,8,5,4,2,0,1,0,0,,
2022-03-07 16:00:00,1,17,0,23,13,14,8,10,12,13,11,12,15,14,15,13,13,13,15,15,17,15,14,15,14,14,16.0,15,17,17,13,13,15,10,20,17,17,14,13,13,12,9,7,8,9,5,6,13,12,15,12,15,17,18,18,20,14,17,17,16,23,22,26,23,23,20,20,21.0,22,24,24,23,23,21,19,16,12,15,12,10,9,8,10,11,10,16,18,6,9,2,0,0,0,,
2022-03-07 17:00:00,0,20,21,23,27,26,22,10,10,10,10,14,13,21,24,20,20,16,16,15,13,14,14,21,19,20,16.0,14,16,20,19,17,16,16,22,19,19,16,18,14,10,10,11,8,5,4,9,14,13,15,18,18,16,16,18,15,16,16,23,24,45,43,42,42,33,29,28,27.0,25,24,26,26,24,22,21,18,18,15,15,14,10,8,8,6,6,8,6,5,3,1,0,0,0,,
