Unnamed: 0,1_중랑공영차고지(기점가상),2_중랑공영차고지삼거리,3_당너머,4_신내SKV1센터,5_신내데시앙포레아파트220동앞,6_새솔초등학교입구,7_우디안아파트114동앞,8_중랑경찰서후문,9_새우개마을,10_신내능마을,11_신내교회.신내데시앙아파트,12_신내초등학교,13_능산지하차도,14_하나은행망우동지점,15_망우지구대,16_망우역,17_지하철7호선상봉역,18_상봉1동주민센터,19_신내쌍용아파트,20_이화연립경동제일교회앞,21_중흥초등학교,22_지하철7호선중화역2번출구,23_지하철7호선중화역3번출구,24_중화2동주민센터,25_이문동현대아파트앞,26_쌍용아파트,27_신이문역,28_쌍용아파트,29_이문동현대아파트,30_중화2동주민센터,31_지하철7호선중화역3번출구,32_지하철7호선중화역2번출구,33_중흥초등학교,34_이화연립경동제일교회앞,35_신내쌍용아파트,36_상봉1동주민센터,37_망우역.상봉터미널,38_망우역.망우지구대,39_우림시장.망우사거리,40_능산지하차도,41_신내새한아파트앞,42_신내교회.신내데시앙아파트,43_신내능마을,44_중랑경찰서후문,45_우디안아파트114동앞,46_새솔초등학교,47_신내데시앙포레아파트222동앞,48_신내데시앙포레아파트220동앞,49_당너머,50_중랑공영차고지.종점
2022-03-26 18:00:00,0,1,0,0,3,4,6,0,5,1,3,8,12,12,10,11,21,20,19,16,15,9,7,4,4,2,5,7,8,5,8,14,14,13,12,13,9,7,12,11,9,9,4,6,3,2,1,0,0,0
2022-03-26 19:00:00,0,1,0,0,1,0,0,1,1,2,0,1,3,3,5,6,9,9,8,6,0,4,10,6,6,3,4,5,6,5,10,11,12,12,10,11,10,10,11,10,8,3,3,5,2,3,1,0,0,0
2022-03-26 20:00:00,0,0,0,0,0,1,1,2,0,1,1,3,5,7,8,9,10,5,2,6,4,7,6,6,4,2,7,3,4,5,7,3,2,6,5,0,5,6,7,6,6,4,0,4,1,0,1,0,0,0
2022-03-26 21:00:00,0,0,0,0,2,0,0,3,0,1,0,7,0,5,7,4,10,9,7,8,6,5,5,3,3,2,6,0,7,7,5,6,5,4,3,2,6,7,6,0,5,0,0,0,0,1,2,0,0,0
2022-03-26 22:00:00,0,1,0,0,0,0,0,1,0,1,0,2,0,4,5,7,6,3,3,5,4,3,4,1,2,0,3,4,0,2,9,9,9,0,7,2,7,6,5,7,5,1,0,5,0,3,0,0,0,0
2022-03-26 23:00:00,0,0,0,0,0,2,0,0,0,4,5,4,5,5,1,6,5,3,7,0,5,4,12,0,5,3,3,5,0,6,9,3,8,6,2,0,6,9,12,9,3,6,1,0,0,4,2,0,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,1,0,0,1,2,2,1,2,1,2,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0
2022-03-27 07:00:00,0,0,0,0,1,1,2,1,0,0,2,2,3,3,2,1,0,0,0,1,3,0,1,2,0,1,2,3,4,5,5,0,4,0,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0
2022-03-27 08:00:00,0,1,1,0,1,1,0,1,2,0,1,3,4,5,3,4,5,0,1,0,3,3,3,4,0,2,4,5,12,8,9,9,9,4,10,0,10,7,4,3,2,1,3,2,0,0,1,2,1,0
2022-03-27 09:00:00,0,0,0,0,1,4,0,2,0,0,5,6,5,6,3,5,3,3,4,7,6,4,4,7,6,3,4,5,6,8,7,8,9,8,0,10,6,4,4,2,1,0,3,2,0,0,1,2,0,0
2022-03-27 10:00:00,0,1,1,0,1,2,0,2,3,3,5,7,6,7,6,5,7,0,0,4,8,6,7,8,6,4,9,10,5,9,9,11,14,5,14,9,8,7,7,7,4,5,0,1,4,1,0,0,0,0
2022-03-27 11:00:00,0,1,1,0,0,3,0,3,0,1,3,3,5,5,3,4,5,2,3,3,3,1,3,0,1,1,3,2,3,5,7,9,12,6,10,11,6,4,3,0,2,0,0,0,0,0,2,0,0,0
2022-03-27 12:00:00,0,1,1,0,3,6,0,1,0,0,3,9,10,15,14,12,11,11,6,6,9,7,7,6,0,4,4,5,8,5,7,9,12,6,6,6,5,5,3,5,7,6,0,0,4,2,0,1,0,0
2022-03-27 13:00:00,0,0,0,1,1,6,0,0,2,5,3,8,6,9,10,17,13,15,12,9,12,9,9,11,9,8,9,7,8,8,8,12,9,12,11,7,7,6,6,4,3,0,0,2,1,2,0,1,0,0
2022-03-27 14:00:00,0,0,0,0,1,2,0,0,0,0,5,7,6,9,9,8,9,6,4,4,6,5,7,9,7,6,3,8,9,8,5,7,8,8,8,6,6,6,5,3,4,3,0,2,0,0,0,1,0,0
2022-03-27 15:00:00,0,0,0,1,4,7,0,7,7,6,6,0,7,10,11,5,11,7,4,9,6,6,10,9,5,7,8,9,6,8,8,11,0,6,10,11,7,5,5,5,7,5,6,4,1,1,0,0,0,0
2022-03-27 16:00:00,0,1,1,0,0,3,4,2,0,5,7,7,8,9,8,10,9,10,0,11,5,8,8,8,7,5,4,6,6,3,4,5,6,7,7,7,9,5,5,4,2,0,0,0,2,1,1,0,0,0
2022-03-27 17:00:00,0,0,0,0,2,6,0,0,5,2,5,3,7,8,9,12,16,15,18,17,14,11,15,14,11,4,7,12,11,11,15,15,13,2,0,4,8,7,7,7,5,5,4,4,3,0,2,3,0,0
2022-03-27 18:00:00,0,0,0,1,0,2,0,2,3,2,0,1,3,4,5,11,12,0,10,10,5,9,10,0,9,7,5,7,8,7,7,8,3,9,8,6,5,3,3,0,4,0,0,4,2,3,1,0,0,0
2022-03-27 19:00:00,0,3,3,2,1,1,0,2,0,0,3,3,1,5,7,6,7,8,7,0,5,3,8,9,8,2,7,8,6,6,7,8,0,0,7,7,6,4,0,3,1,0,4,1,3,2,0,1,0,0
2022-03-27 20:00:00,0,1,1,0,0,1,0,2,0,3,2,1,4,8,10,13,12,10,9,7,6,6,8,6,5,3,5,0,0,1,8,0,4,9,7,4,6,8,8,4,3,2,2,4,3,2,0,0,0,0
2022-03-27 21:00:00,0,0,0,1,2,1,0,3,0,4,2,7,2,5,6,5,7,8,0,8,2,4,8,7,4,2,6,0,7,4,4,5,4,0,0,0,8,5,6,8,6,5,7,6,0,5,2,0,0,0
2022-03-27 22:00:00,0,1,1,0,0,2,0,0,0,3,4,3,3,5,0,7,8,5,5,7,2,5,5,0,4,3,2,1,3,4,4,6,7,5,3,3,6,4,4,3,2,2,0,0,1,1,0,0,0,0
2022-03-27 23:00:00,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,1,2,5,0,4,0,5,0,6,3,5,3,4,2,4,0,2,2,3,4,2,2,1,0,0,1,0,0,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,0,0,0,0,2,3,4,2,5,0,1,2,3,4,2,6,5,3,4,5,3,4,3,3,2,1,2,4,8,9,7,9,12,5,5,3,9,8,7,5,2,0,0,3,2,0,0,1,0,0
2022-03-28 07:00:00,0,5,4,2,1,3,4,0,5,6,8,11,14,13,16,14,12,15,9,12,11,13,18,21,1,12,13,6,21,20,10,9,12,13,12,11,10,10,7,3,0,2,1,0,2,2,3,5,1,0
2022-03-28 08:00:00,20,5,18,3,5,4,0,6,0,8,10,9,15,18,16,16,15,14,13,17,17,10,14,27,26,17,5,9,16,19,12,13,17,18,17,18,19,15,10,10,12,3,10,7,6,7,7,15,0,0
2022-03-28 09:00:00,2,2,1,1,3,3,0,3,5,2,4,5,4,11,12,11,10,9,10,10,8,7,7,14,4,13,3,7,9,9,7,7,5,6,7,14,13,8,4,3,2,1,0,2,1,1,1,1,0,0
2022-03-28 10:00:00,0,0,0,0,1,3,0,3,1,6,5,6,7,7,6,7,8,6,3,4,3,2,5,5,4,2,2,4,6,4,8,9,10,11,7,10,8,8,9,7,6,6,0,4,3,2,3,1,0,0
2022-03-28 11:00:00,0,1,0,0,1,2,0,1,0,4,2,6,9,9,12,10,8,7,4,7,6,3,5,0,2,1,3,8,6,7,7,9,11,13,9,12,8,7,6,4,3,0,2,3,0,2,1,0,0,0
2022-03-28 12:00:00,0,0,0,0,2,3,0,1,0,4,2,5,5,5,4,7,8,7,6,7,6,3,5,1,3,1,3,5,7,6,8,9,10,6,8,7,4,3,6,5,5,3,4,3,2,1,1,0,0,0
2022-03-28 13:00:00,0,0,0,0,2,4,1,5,4,5,7,10,9,10,6,11,12,10,9,7,8,4,5,5,5,4,4,7,8,7,9,9,8,8,7,3,6,4,11,10,7,3,2,0,5,4,1,0,0,0
2022-03-28 14:00:00,0,4,0,0,3,2,0,3,0,5,4,5,6,7,5,6,9,6,2,8,4,4,5,4,2,1,8,9,3,7,7,6,9,9,10,13,7,6,3,3,4,5,2,1,0,3,1,2,0,0
2022-03-28 15:00:00,0,1,0,0,4,7,3,9,0,10,6,9,10,9,10,11,12,10,7,3,10,5,5,2,3,1,10,0,12,10,10,11,9,11,9,10,7,6,8,8,7,6,5,4,3,2,0,0,0,0
2022-03-28 16:00:00,0,3,0,1,2,7,0,2,0,5,8,8,11,10,9,10,11,9,0,11,7,8,9,7,5,1,5,8,10,9,12,13,13,14,13,12,7,4,8,9,9,7,6,7,6,3,1,0,0,0
2022-03-28 17:00:00,0,5,0,4,3,5,0,6,0,7,6,8,9,12,13,14,19,16,7,14,10,8,16,17,14,9,15,7,7,14,15,15,11,15,14,10,13,12,19,18,15,14,7,13,10,8,2,3,0,0
2022-03-28 18:00:00,0,4,0,3,3,5,3,5,6,8,3,10,13,15,15,16,17,16,15,10,7,7,17,19,13,10,23,28,28,17,15,15,15,16,16,14,11,15,17,14,10,7,6,6,3,4,2,2,0,0
2022-03-28 19:00:00,0,1,0,3,4,4,3,5,0,2,5,6,8,12,10,15,16,14,12,12,10,8,12,11,7,4,13,9,6,8,12,16,14,13,12,11,14,18,16,15,10,7,8,10,9,4,2,0,0,0
2022-03-28 20:00:00,0,2,0,0,1,0,0,0,0,2,0,4,6,7,8,15,19,0,14,14,8,6,14,12,12,7,7,9,10,7,10,9,9,6,6,0,9,8,13,12,12,11,9,11,9,8,2,0,0,0
2022-03-28 21:00:00,3,2,0,1,0,2,1,0,0,1,0,1,3,3,3,4,6,5,0,3,5,4,4,4,3,2,4,3,3,4,8,7,7,6,6,9,9,10,8,7,7,6,6,9,8,7,3,3,0,0
2022-03-28 22:00:00,0,1,0,1,1,2,0,3,0,0,2,1,3,6,7,8,10,9,8,0,4,3,5,1,3,1,2,0,3,1,3,6,0,4,5,4,5,5,4,5,3,2,2,2,3,2,0,0,0,0
2022-03-28 23:00:00,0,0,0,0,1,0,0,0,0,0,1,2,1,2,4,2,5,5,6,5,0,3,8,1,5,2,2,2,0,3,5,0,4,3,2,0,2,2,3,2,0,0,1,0,0,1,1,0,0,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 06:00:00,0,0,0,0,2,2,3,2,0,0,1,2,5,4,3,3,2,1,6,4,3,6,5,3,4,2,3,5,4,4,5,6,7,8,7,6,6,4,5,5,4,3,0,3,0,2,0,1,0,0
2022-03-29 07:00:00,0,7,6,0,2,3,5,3,4,5,10,14,15,17,17,16,9,11,11,14,13,12,14,20,7,14,9,10,12,14,14,7,12,13,14,7,12,10,8,4,5,6,2,5,0,3,7,22,19,0
2022-03-29 08:00:00,0,9,8,1,3,6,0,9,5,10,22,12,13,18,20,19,18,17,18,16,17,18,23,23,23,19,5,12,14,16,22,23,24,27,17,20,22,19,14,13,12,6,13,9,6,6,7,4,14,0
2022-03-29 09:00:00,0,3,0,1,3,2,0,0,5,3,6,7,10,11,8,4,4,5,6,7,4,4,5,6,5,5,3,3,7,6,5,8,10,10,10,9,9,7,6,5,7,3,5,4,3,3,2,1,0,0
2022-03-29 10:00:00,0,1,0,0,1,5,3,2,0,8,4,6,5,5,4,3,5,2,6,3,3,2,5,7,6,5,3,4,4,4,7,8,9,11,12,8,10,8,6,6,3,5,2,3,2,3,0,2,0,0
2022-03-29 11:00:00,0,0,0,0,2,3,4,1,2,5,7,6,7,10,11,3,11,0,2,10,9,6,5,2,2,1,5,2,5,4,7,10,11,0,13,11,10,8,5,4,6,0,4,2,0,0,2,2,0,0
2022-03-29 12:00:00,0,4,0,3,3,3,1,0,0,4,2,5,3,6,7,8,7,7,7,6,5,3,7,3,3,1,4,8,7,7,8,10,9,9,9,7,8,8,9,12,8,7,5,4,5,3,2,1,0,0
2022-03-29 13:00:00,0,0,0,1,2,8,0,1,0,6,7,6,7,5,9,9,12,6,11,11,7,6,7,8,7,5,2,5,4,5,9,10,14,6,12,10,9,6,3,3,2,0,2,4,1,3,2,0,0,0
2022-03-29 14:00:00,0,4,0,0,2,5,5,9,5,7,6,8,7,8,3,6,7,3,6,4,5,4,3,0,2,1,3,6,8,7,7,8,8,3,4,9,4,3,3,0,5,3,0,0,0,1,0,1,0,0
2022-03-29 15:00:00,0,1,0,1,2,5,3,2,4,5,5,7,6,9,8,8,9,6,0,8,8,5,5,2,0,2,9,8,10,11,10,13,19,21,20,18,10,8,10,12,11,7,5,10,8,4,0,1,0,0
2022-03-29 16:00:00,0,1,0,2,4,9,0,10,0,7,10,11,13,14,15,18,18,17,18,16,14,9,12,4,8,6,11,3,11,8,16,17,18,16,14,15,9,8,9,10,8,0,6,5,5,2,1,1,0,0
2022-03-29 17:00:00,0,2,0,0,1,4,0,3,3,4,4,5,9,13,12,13,17,17,16,16,14,9,13,13,7,4,11,12,15,12,14,15,16,16,13,12,11,10,8,8,7,6,4,6,4,2,0,2,0,0
2022-03-29 18:00:00,0,1,0,1,4,5,2,4,6,5,0,7,8,12,15,14,21,21,12,11,15,10,25,25,17,9,18,20,18,14,19,21,17,16,13,9,11,14,13,12,9,6,3,6,4,3,3,5,0,0
2022-03-29 19:00:00,1,0,0,3,0,5,0,7,8,9,9,5,9,11,10,13,15,14,10,13,13,12,13,6,6,3,22,11,21,12,13,14,14,10,10,5,10,15,18,19,11,11,9,10,6,3,1,1,0,0
2022-03-29 20:00:00,0,1,0,1,1,2,1,2,0,0,2,5,7,4,9,6,8,0,0,5,4,7,11,10,7,2,7,9,6,6,7,7,10,5,8,5,7,6,6,5,2,4,2,4,3,1,1,0,0,0
2022-03-29 21:00:00,0,0,0,1,1,0,0,0,0,2,1,3,6,6,6,8,14,13,5,11,10,3,7,4,5,4,5,7,6,7,7,6,3,5,5,6,5,7,4,6,5,3,2,3,1,2,0,0,0,0
2022-03-29 22:00:00,0,0,0,1,2,5,0,0,3,4,0,7,3,8,3,6,7,6,3,7,7,6,8,6,7,5,8,0,7,5,5,4,5,4,3,1,2,5,6,5,4,0,4,3,3,2,2,0,0,0
2022-03-29 23:00:00,0,0,0,0,0,0,1,0,0,0,1,2,2,1,2,1,3,1,3,2,1,0,10,9,5,1,2,0,1,0,5,4,3,2,3,0,2,4,4,3,2,0,0,1,0,1,0,0,0,0
2022-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 05:00:00,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 06:00:00,0,1,0,0,1,4,5,4,2,0,3,4,5,6,3,5,4,5,6,3,6,6,4,6,4,3,1,5,6,6,6,7,9,10,5,9,8,6,3,5,4,3,1,3,1,0,0,1,0,0
2022-03-30 07:00:00,0,4,3,0,2,4,6,2,3,5,6,12,13,15,13,9,7,8,8,9,9,10,12,15,0,12,11,12,16,16,16,9,11,10,12,11,7,7,6,6,6,0,2,5,0,6,7,16,4,0
2022-03-30 08:00:00,0,15,3,2,2,5,0,7,6,7,9,11,14,16,17,13,12,13,14,17,17,11,13,16,17,15,10,16,16,17,12,18,21,19,21,22,22,18,11,10,12,0,12,9,6,6,10,11,0,0
2022-03-30 09:00:00,0,3,0,1,4,3,0,4,0,5,6,6,6,8,6,5,4,8,9,10,9,6,4,6,4,5,3,8,12,8,8,6,8,7,9,8,9,6,7,5,4,3,3,3,2,3,2,2,0,0
2022-03-30 10:00:00,0,1,0,0,1,2,0,3,2,3,3,5,3,6,7,6,5,6,7,3,7,4,2,0,0,0,4,8,9,8,7,8,6,9,8,10,5,3,3,1,2,0,0,2,0,0,1,1,0,0
2022-03-30 11:00:00,0,1,0,1,3,2,2,3,1,3,0,4,6,6,7,8,8,9,9,7,9,7,4,3,0,1,3,4,5,5,8,9,10,9,9,0,7,7,6,5,5,4,4,3,3,1,2,1,0,0
2022-03-30 12:00:00,0,0,0,0,2,4,0,3,0,5,6,3,4,8,10,8,9,4,8,9,8,6,6,5,5,1,2,4,7,6,8,6,7,6,10,11,8,7,7,6,7,5,4,4,1,3,1,0,0,0
2022-03-30 13:00:00,0,0,0,1,2,6,1,2,3,5,5,7,6,6,7,6,8,5,4,7,6,3,5,2,3,3,5,4,5,6,9,11,12,15,14,7,10,6,5,6,7,2,7,4,0,1,1,0,0,0
2022-03-30 14:00:00,0,0,0,1,1,6,0,3,4,4,6,6,7,9,8,11,12,10,9,8,6,8,4,3,4,2,6,3,5,7,13,14,15,9,14,14,13,8,7,5,4,0,2,3,0,1,2,1,0,0
2022-03-30 15:00:00,0,9,0,7,1,3,0,3,4,3,5,9,8,10,7,8,9,9,9,8,4,5,7,5,4,0,7,4,8,6,10,8,14,15,4,3,9,6,7,6,7,3,1,3,2,0,0,0,0,0
2022-03-30 16:00:00,3,0,0,1,2,5,4,0,4,5,4,7,10,10,13,15,20,21,20,17,9,6,9,8,6,3,5,2,6,5,7,11,12,11,9,7,6,6,6,8,6,5,5,5,4,4,2,2,0,0
2022-03-30 17:00:00,0,2,0,2,1,5,2,6,0,5,4,5,8,11,10,13,15,16,13,14,12,12,14,12,11,8,9,7,13,12,13,15,16,16,14,12,12,15,11,11,7,6,1,9,7,5,2,6,0,0
2022-03-30 18:00:00,0,5,0,2,1,5,0,4,0,5,7,8,9,11,13,14,23,23,24,20,15,11,15,13,9,3,21,22,22,16,17,19,17,16,15,16,15,12,14,15,10,9,6,6,5,4,1,3,0,0
2022-03-30 19:00:00,0,4,0,7,6,6,0,4,0,5,7,7,8,12,13,15,14,13,15,14,13,10,11,9,8,5,15,17,18,14,15,14,14,10,12,11,13,17,20,19,12,11,5,9,4,6,1,11,8,0
2022-03-30 20:00:00,0,0,0,0,0,1,0,0,0,2,1,4,5,6,8,8,9,9,10,6,7,9,10,2,6,3,10,11,12,10,8,7,0,5,5,3,9,8,8,7,6,11,10,9,7,6,3,3,0,0
2022-03-30 21:00:00,0,0,0,1,2,1,0,0,0,2,3,5,0,6,5,6,13,9,12,9,8,6,5,0,2,2,4,6,5,5,5,8,7,6,5,7,5,6,8,7,1,2,4,1,3,2,1,0,0,0
2022-03-30 22:00:00,0,1,0,0,0,0,0,0,0,0,1,3,6,7,1,6,8,7,0,2,7,5,6,5,4,2,7,0,0,5,7,6,4,2,5,0,7,6,4,4,0,1,2,0,1,3,2,0,0,0
2022-03-30 23:00:00,0,0,0,0,0,1,0,1,0,0,2,2,3,3,3,4,4,5,3,4,5,3,8,8,7,5,2,0,1,1,6,3,3,3,2,0,2,5,6,3,5,0,0,3,0,1,0,0,0,0
2022-03-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 05:00:00,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 06:00:00,0,2,0,0,1,2,3,2,0,2,4,5,3,4,2,3,1,3,5,2,6,4,4,6,4,5,3,5,7,6,8,4,9,9,5,8,5,5,5,4,4,1,3,2,1,0,1,1,1,0
2022-03-31 07:00:00,0,3,2,0,2,3,5,0,3,4,6,9,11,9,10,11,12,13,15,19,19,13,13,21,19,16,7,13,20,20,7,7,10,10,12,13,8,9,8,4,2,0,2,0,0,1,4,9,9,0
2022-03-31 08:00:00,0,14,12,2,2,5,3,7,8,9,12,14,14,15,16,12,11,11,13,15,15,10,14,15,12,10,8,16,24,22,11,17,20,19,18,17,16,18,14,16,15,7,16,10,9,6,6,6,6,0
2022-03-31 09:00:00,0,4,0,0,2,4,0,0,3,4,5,6,7,8,9,5,5,4,5,4,3,4,2,4,0,3,7,5,11,13,13,15,17,7,13,6,13,9,6,3,6,2,0,6,0,2,1,1,1,0
2022-03-31 10:00:00,0,0,0,0,3,5,0,3,5,5,3,4,5,7,4,6,4,0,7,6,5,3,2,3,0,2,4,4,5,4,6,7,8,8,5,9,6,3,4,4,3,0,2,3,2,1,2,1,1,0
2022-03-31 11:00:00,0,0,0,1,2,2,2,3,2,4,3,5,3,4,4,3,4,0,5,6,4,4,3,3,0,2,2,7,8,5,6,7,8,10,9,11,6,6,5,4,3,2,0,0,2,0,2,0,0,0
2022-03-31 12:00:00,0,1,0,0,2,5,3,0,0,4,6,9,7,7,4,7,11,4,7,0,4,4,6,4,4,3,2,3,3,4,6,8,10,10,11,8,9,6,3,4,4,3,1,4,3,0,2,0,0,0
2022-03-31 13:00:00,0,0,0,0,2,3,0,2,0,5,7,4,6,3,5,6,8,4,4,9,8,8,10,11,8,4,2,7,9,10,7,6,8,10,9,8,6,4,4,5,4,5,4,2,0,0,1,2,2,0
2022-03-31 14:00:00,0,1,0,0,2,4,0,1,0,0,3,4,6,7,6,7,10,10,9,10,6,6,7,6,5,6,5,9,10,8,7,12,13,6,12,11,9,7,5,4,6,5,4,2,0,3,1,0,0,0
2022-03-31 15:00:00,0,0,0,1,3,5,0,6,0,5,7,7,4,5,1,9,8,5,9,8,6,6,7,1,5,3,5,7,9,10,9,11,14,15,13,16,7,7,7,7,4,4,6,2,3,4,1,0,0,0
