Unnamed: 0,1_중랑공영차고지(기점가상),2_중랑공영차고지삼거리,3_당너머,4_신내SKV1센터,5_신내데시앙포레아파트220동앞,6_새솔초등학교입구,7_우디안아파트114동앞,8_중랑경찰서후문,9_새우개마을,10_신내능마을,11_신내교회.신내데시앙아파트,12_신내초등학교,13_능산지하차도,14_하나은행망우동지점,15_망우지구대,16_망우역,17_지하철7호선상봉역,18_상봉1동주민센터,19_신내쌍용아파트,20_이화연립경동제일교회앞,21_중흥초등학교,22_지하철7호선중화역2번출구,23_지하철7호선중화역3번출구,24_중화2동주민센터,25_이문동현대아파트앞,26_쌍용아파트,27_신이문역,28_쌍용아파트,29_이문동현대아파트,30_중화2동주민센터,31_지하철7호선중화역3번출구,32_지하철7호선중화역2번출구,33_중흥초등학교,34_이화연립경동제일교회앞,35_신내쌍용아파트,36_상봉1동주민센터,37_망우역.상봉터미널,38_망우역.망우지구대,39_우림시장.망우사거리,40_능산지하차도,41_신내새한아파트앞,42_신내교회.신내데시앙아파트,43_신내능마을,44_중랑경찰서후문,45_우디안아파트114동앞,46_새솔초등학교,47_신내데시앙포레아파트222동앞,48_신내데시앙포레아파트220동앞,49_당너머,50_중랑공영차고지.종점
2022-03-31 16:00:00,0,2,0,1,0,7,6,5,5,7,4,9,17,19,17,18,21,21,20,17,16,11,12,12,9,6,5,5,7,8,12,15,15,13,4,11,12,9,14,12,14,7,13,8,10,7,3,2,2,0
2022-03-31 17:00:00,0,2,0,3,1,8,0,7,0,8,6,8,8,12,15,15,19,18,0,16,15,11,17,15,10,7,13,16,10,16,16,21,22,12,21,14,16,14,11,8,8,7,3,8,7,5,3,3,3,2
2022-03-31 18:00:00,0,2,0,5,4,4,0,6,8,9,11,11,13,14,15,16,17,14,0,12,10,11,15,16,16,11,15,16,18,15,18,21,21,20,15,15,14,15,14,12,12,11,9,7,3,5,2,2,2,0
2022-03-31 19:00:00,0,1,0,3,3,4,0,5,6,7,6,6,8,12,11,13,12,14,12,10,11,9,11,12,6,3,10,12,11,11,12,13,12,13,11,8,14,19,23,16,13,9,4,8,8,7,2,0,0,0
2022-03-31 20:00:00,0,1,0,1,1,0,0,0,0,1,0,0,1,6,4,7,12,13,0,13,11,9,10,7,6,2,11,8,11,7,7,7,6,6,5,4,6,7,8,9,10,3,0,8,12,9,1,0,0,0
2022-03-31 21:00:00,0,1,0,1,0,0,0,2,0,3,0,3,3,4,4,5,8,6,7,8,5,6,7,6,4,2,9,9,9,8,7,10,8,7,5,7,9,6,4,9,5,9,1,8,6,4,1,1,1,0
2022-03-31 22:00:00,0,1,0,0,2,2,0,0,0,0,2,2,2,3,0,4,6,4,0,3,5,2,7,3,4,2,3,0,2,2,4,5,2,3,4,3,3,2,8,7,5,0,2,4,0,3,1,0,0,0
2022-03-31 23:00:00,0,0,0,2,0,3,0,0,0,4,5,3,2,4,3,6,7,2,3,6,5,4,0,1,1,1,5,0,0,2,5,7,5,0,3,2,4,5,7,0,7,6,6,5,1,4,3,0,0,0
2022-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 05:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 06:00:00,0,0,0,0,1,2,3,2,4,2,5,6,4,7,2,8,7,0,4,3,6,2,5,3,4,3,2,3,4,5,5,6,8,0,7,4,6,7,7,6,5,1,4,3,2,1,2,2,1,0
2022-04-01 07:00:00,0,2,1,0,1,5,2,3,4,10,15,17,19,15,16,11,8,11,9,14,12,11,14,26,5,14,9,14,13,13,6,9,13,14,14,6,12,10,4,3,3,1,1,2,0,1,2,8,4,0
2022-04-01 08:00:00,0,14,12,1,2,7,0,6,8,9,14,11,16,18,15,18,19,19,20,20,15,16,19,25,25,21,6,16,25,26,14,19,23,22,21,24,20,17,10,7,8,7,2,6,0,3,5,4,0,0
2022-04-01 09:00:00,0,4,0,1,3,4,4,3,4,6,6,10,11,9,6,7,6,6,4,7,8,8,7,10,0,9,5,6,7,6,8,10,7,12,13,8,10,8,5,3,3,4,3,6,0,1,7,2,0,0
2022-04-01 10:00:00,0,2,0,1,2,3,0,1,2,6,4,7,6,8,9,10,9,5,3,4,3,2,5,0,3,1,2,4,4,9,11,10,13,11,14,16,10,9,5,3,1,0,0,2,1,1,3,2,0,0
2022-04-01 11:00:00,1,1,0,0,1,1,2,5,2,7,3,5,4,6,5,7,8,7,8,8,7,4,2,0,2,1,6,4,5,6,7,9,10,11,11,13,12,10,9,9,5,1,4,0,0,2,3,0,0,0
2022-04-01 12:00:00,0,1,0,0,1,0,2,1,0,2,3,0,4,7,7,9,10,9,0,8,7,6,7,5,3,1,3,6,2,7,11,13,13,13,11,7,7,5,6,5,5,5,3,3,0,2,1,0,0,0
2022-04-01 13:00:00,0,0,0,0,2,3,0,1,3,4,3,6,4,6,5,6,7,8,8,7,9,6,5,6,5,2,5,4,5,7,9,10,11,12,12,14,16,12,9,7,11,7,4,4,2,3,2,1,0,0
2022-04-01 14:00:00,0,1,0,0,3,5,0,6,5,7,6,5,7,10,7,8,12,13,5,11,10,8,5,6,5,4,3,4,4,6,10,12,12,14,13,13,9,7,7,5,5,4,4,2,2,3,0,0,0,0
2022-04-01 15:00:00,0,1,0,1,2,7,4,2,3,8,4,6,10,14,8,15,20,11,18,12,7,8,10,9,5,6,6,4,8,6,9,11,13,15,14,16,12,11,5,5,4,5,4,0,0,1,1,0,0,0
2022-04-01 16:00:00,0,0,0,3,3,7,0,4,6,6,7,8,7,13,13,15,13,14,12,12,11,7,6,2,2,2,7,8,11,11,10,12,9,13,11,12,13,9,14,13,10,8,7,5,5,3,2,0,1,0
2022-04-01 17:00:00,0,3,0,3,2,4,3,3,0,4,4,5,5,11,12,13,16,13,11,9,7,8,8,9,5,2,9,10,10,8,14,15,17,11,15,14,15,13,13,11,11,9,9,8,6,5,3,2,2,0
2022-04-01 18:00:00,0,3,0,4,4,10,7,6,9,5,6,8,9,11,11,13,15,16,16,16,13,8,17,16,9,7,18,20,23,17,17,16,18,17,15,18,13,13,15,13,8,0,8,7,4,3,1,1,0,0
2022-04-01 19:00:00,0,1,0,2,3,1,0,5,4,7,6,6,7,11,11,12,15,10,14,11,10,8,17,12,15,8,12,16,14,15,15,14,15,15,14,13,12,10,12,9,11,7,9,10,9,8,3,0,0,0
2022-04-01 20:00:00,0,2,0,1,0,1,0,0,0,2,2,0,3,4,7,8,10,7,7,9,8,5,10,6,5,3,8,10,9,6,9,8,7,6,5,7,10,11,13,13,13,12,10,9,5,6,2,0,0,0
2022-04-01 21:00:00,0,2,0,0,0,1,0,0,0,0,1,3,3,6,7,8,9,8,9,10,9,7,10,0,4,4,4,6,0,5,7,8,7,6,3,5,5,6,5,6,4,3,5,5,4,2,0,0,0,0
2022-04-01 22:00:00,0,0,0,0,0,2,0,1,0,0,0,5,4,5,0,7,8,6,0,1,5,6,8,7,4,1,3,4,0,3,6,9,1,0,8,7,7,6,7,5,5,3,4,2,0,3,1,0,0,0
2022-04-01 23:00:00,0,0,0,0,0,2,1,1,0,0,2,1,2,2,2,4,8,9,8,7,6,5,8,0,5,3,5,0,0,1,3,2,0,5,3,0,6,7,0,7,5,6,1,0,1,5,0,0,0,0
2022-04-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 05:00:00,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 06:00:00,0,0,0,0,1,2,1,0,2,1,1,3,2,2,1,1,0,0,2,3,4,2,3,3,2,0,1,2,4,6,4,6,7,7,5,6,4,0,2,3,2,1,1,0,0,0,0,1,1,0
2022-04-02 07:00:00,0,1,0,0,1,2,3,2,0,1,3,4,4,5,5,1,4,2,2,5,6,3,4,8,0,0,6,4,7,8,7,8,10,0,10,9,8,5,5,3,2,0,1,1,0,0,1,0,0,0
2022-04-02 08:00:00,0,2,1,0,2,3,4,5,4,7,4,3,5,7,5,4,6,3,4,7,5,5,5,3,4,4,7,4,4,8,7,11,10,12,10,11,9,5,2,1,1,2,1,0,0,0,0,2,2,0
2022-04-02 09:00:00,0,1,0,0,2,5,0,1,0,0,3,4,5,6,7,6,5,4,5,9,2,7,6,2,0,5,5,8,8,9,9,10,6,8,8,9,7,4,2,1,1,0,0,0,0,0,1,2,2,0
2022-04-02 10:00:00,0,0,0,0,3,7,0,3,2,5,1,5,7,7,8,7,6,5,5,5,6,4,5,6,2,4,3,10,11,11,12,13,14,14,15,15,13,7,6,6,4,5,0,3,4,3,0,2,2,0
2022-04-02 11:00:00,0,0,0,0,1,4,0,5,3,0,7,8,8,11,11,7,9,6,8,8,5,7,6,7,6,3,5,9,12,9,9,14,15,16,15,5,8,10,10,9,5,4,4,3,4,2,1,0,0,0
2022-04-02 12:00:00,0,0,0,1,4,4,0,0,0,7,6,8,4,7,6,9,9,8,9,10,9,6,8,8,7,4,3,6,15,14,7,10,11,7,10,11,7,6,7,6,5,3,1,4,0,2,3,2,2,0
2022-04-02 13:00:00,0,0,0,3,5,15,0,7,0,8,4,17,16,16,11,9,11,12,10,11,10,7,5,4,3,2,9,6,7,7,12,13,14,12,14,13,9,7,7,4,6,1,0,5,4,2,5,5,5,0
2022-04-02 14:00:00,0,1,0,0,4,7,0,0,2,0,6,4,7,9,10,12,12,0,6,10,8,4,8,3,7,2,7,8,11,9,11,12,14,6,13,11,6,8,9,9,7,0,3,0,5,1,1,0,0,0
2022-04-02 15:00:00,0,0,0,0,1,3,3,4,0,3,6,7,9,9,12,12,15,14,11,14,11,9,11,2,9,4,7,9,11,12,11,10,13,14,12,8,10,8,13,9,8,7,2,0,4,4,4,3,3,0
2022-04-02 16:00:00,0,2,0,0,1,2,0,3,0,1,4,5,5,9,10,9,13,12,10,10,9,7,9,9,6,3,6,11,13,10,13,11,14,15,14,16,12,10,13,13,14,13,12,10,2,8,4,1,1,0
2022-04-02 17:00:00,0,0,0,0,2,5,0,3,0,4,4,6,2,6,10,14,19,6,19,22,21,12,10,11,10,3,5,8,9,9,14,20,19,19,18,20,14,11,10,8,8,8,6,5,2,3,2,1,1,0
2022-04-02 18:00:00,0,1,0,1,3,4,0,3,5,5,4,4,6,12,12,16,23,22,20,19,16,12,11,0,10,5,9,10,9,8,10,10,10,10,10,12,9,8,9,10,9,5,8,6,0,4,2,0,0,0
2022-04-02 19:00:00,0,0,0,0,2,2,0,0,0,4,1,2,0,4,4,5,11,14,16,14,11,9,7,7,7,3,9,10,11,8,10,10,11,12,8,12,10,8,8,7,4,2,3,4,2,2,0,0,0,0
2022-04-02 20:00:00,1,2,0,0,1,0,4,5,6,0,4,4,6,5,3,6,8,7,6,7,0,6,8,6,4,4,4,4,5,3,8,10,4,9,5,6,5,5,6,5,4,7,6,0,4,1,0,0,0,0
2022-04-02 21:00:00,0,3,0,2,1,1,0,3,0,2,2,3,2,4,6,3,8,6,0,4,3,1,3,3,0,0,7,0,6,4,4,4,0,3,4,3,5,6,7,9,8,0,7,2,5,4,0,0,0,0
2022-04-02 22:00:00,0,1,0,0,0,0,0,0,0,0,1,1,0,4,4,4,6,6,0,2,4,2,8,4,5,4,3,4,0,1,5,5,7,8,7,0,8,7,9,8,6,7,2,10,0,5,2,0,0,0
2022-04-02 23:00:00,0,4,0,2,0,2,0,2,0,2,1,2,0,1,3,0,4,4,2,4,1,3,4,2,3,1,5,0,0,3,6,4,3,5,2,3,7,9,6,8,3,4,2,1,2,2,1,1,1,0
2022-04-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 05:00:00,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 06:00:00,0,0,0,1,0,2,0,0,2,0,1,0,1,2,0,0,0,0,0,1,0,0,1,0,1,0,1,1,2,1,3,4,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2022-04-03 07:00:00,0,1,0,0,1,0,0,1,0,1,2,3,4,3,0,2,2,1,2,4,1,1,2,4,0,2,1,2,4,5,3,0,4,0,2,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0
2022-04-03 08:00:00,0,1,0,0,2,2,2,3,0,4,4,5,4,4,2,1,3,4,2,3,3,5,4,2,4,0,3,5,6,5,4,5,4,4,6,4,5,3,4,5,2,1,4,2,0,0,0,0,0,0
2022-04-03 09:00:00,0,0,0,0,2,3,4,5,4,3,1,5,6,6,4,3,2,4,7,8,3,6,4,0,5,3,3,6,12,11,6,7,5,7,7,6,5,1,5,2,2,0,1,0,0,0,1,0,0,0
2022-04-03 10:00:00,0,0,0,0,2,4,0,7,0,8,9,9,9,8,8,7,7,6,6,11,10,7,7,3,6,4,4,6,5,8,11,14,15,14,13,14,11,8,5,5,5,0,3,2,0,1,0,2,1,0
2022-04-03 11:00:00,0,0,0,0,1,5,0,0,1,0,2,1,2,5,6,7,9,10,11,10,7,5,4,4,3,2,2,1,3,5,11,14,15,12,13,14,7,6,2,6,5,7,3,2,6,4,0,1,0,0
2022-04-03 12:00:00,0,0,0,0,2,3,4,5,0,2,5,8,8,7,8,10,16,8,16,4,16,15,10,6,5,4,7,10,12,10,9,10,11,12,11,11,7,6,4,3,2,0,3,6,2,0,1,2,0,0
2022-04-03 13:00:00,0,0,0,0,3,4,2,0,6,5,1,10,4,5,7,6,10,10,8,9,6,5,5,4,4,2,5,5,7,5,7,9,10,11,10,10,8,7,8,7,2,2,0,4,6,4,3,0,0,0
2022-04-03 14:00:00,0,0,0,0,1,3,3,2,4,1,4,6,6,5,3,6,7,7,0,7,5,3,6,7,7,6,6,7,10,10,12,14,15,0,15,7,8,5,7,6,6,3,0,5,4,2,1,0,0,0
2022-04-03 15:00:00,0,0,0,0,1,2,0,1,0,3,5,9,6,7,3,6,12,10,0,9,10,8,7,7,3,3,8,12,14,13,10,9,9,7,8,9,8,7,8,7,5,0,4,4,1,3,0,1,0,0
2022-04-03 16:00:00,0,0,0,0,2,0,1,0,0,2,3,4,4,9,13,11,14,15,4,11,8,8,6,5,3,1,5,5,8,6,7,9,8,9,8,8,12,14,15,9,6,5,1,3,0,3,1,0,0,0
2022-04-03 17:00:00,0,0,0,1,1,4,0,5,5,4,3,2,4,6,7,9,12,11,0,11,5,4,6,4,3,0,8,9,7,9,12,11,12,12,7,11,8,7,11,16,12,11,10,9,4,5,2,1,0,0
2022-04-03 18:00:00,0,0,0,1,1,2,3,0,3,7,6,6,7,10,14,20,24,23,22,19,18,16,18,14,12,7,4,5,5,6,10,12,13,11,11,8,10,9,6,3,3,2,4,5,4,1,2,0,0,0
2022-04-03 19:00:00,0,0,0,0,1,1,0,4,5,0,3,2,2,4,7,10,9,11,0,5,9,9,7,6,3,3,6,6,7,3,7,10,8,6,7,4,5,5,3,3,3,4,1,0,1,2,0,0,0,0
2022-04-03 20:00:00,0,0,0,0,1,2,0,2,0,0,0,4,8,13,11,11,15,5,14,0,12,10,11,8,5,3,3,2,1,6,6,6,5,4,4,4,6,8,8,8,6,0,5,6,5,1,2,0,0,0
2022-04-03 21:00:00,0,1,0,0,1,0,0,1,0,3,4,1,2,4,6,7,10,9,8,7,7,5,7,4,4,5,8,8,7,4,3,6,2,5,0,3,3,2,2,3,1,0,0,9,2,2,7,1,0,0
2022-04-03 22:00:00,0,0,0,0,1,2,2,0,1,2,0,2,1,4,1,5,8,4,6,6,3,7,12,9,4,0,2,4,3,4,5,6,6,6,5,6,5,5,4,3,4,3,2,0,1,2,0,1,0,0
2022-04-03 23:00:00,0,2,0,1,0,0,0,2,0,0,1,2,0,3,4,0,4,0,5,0,4,3,4,1,3,1,3,1,0,4,6,6,0,4,4,0,6,10,7,9,6,1,0,5,5,4,2,0,0,0
2022-04-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 05:00:00,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 06:00:00,0,0,0,0,1,2,3,2,0,2,3,2,3,3,3,4,3,0,2,3,4,2,5,3,1,0,6,3,7,7,9,10,12,4,8,11,8,6,7,7,0,2,6,5,0,3,1,2,0,0
2022-04-04 07:00:00,0,3,0,0,2,3,4,3,3,7,7,10,9,10,11,12,12,5,15,13,11,13,17,26,25,20,9,12,19,21,9,11,15,16,11,4,11,11,10,4,5,0,2,1,0,3,7,5,0,0
2022-04-04 08:00:00,0,28,23,3,7,7,3,6,8,9,12,13,17,14,13,11,8,9,13,16,14,21,22,24,23,9,4,6,14,20,18,23,26,25,26,24,22,17,9,10,5,11,7,7,0,3,6,8,0,0
2022-04-04 09:00:00,0,5,4,1,4,6,0,7,3,6,3,4,5,6,6,7,7,9,8,9,7,8,8,15,0,12,7,4,10,10,6,10,7,11,12,11,9,6,3,4,3,3,1,3,0,1,0,1,0,0
2022-04-04 10:00:00,0,0,0,0,3,3,0,4,4,7,6,8,9,8,7,8,6,7,7,6,5,4,2,3,0,0,4,5,6,4,4,7,8,9,10,11,8,7,7,6,0,3,1,5,0,0,0,0,0,0
2022-04-04 11:00:00,0,0,0,0,3,4,0,5,6,0,1,8,4,4,5,3,5,5,4,7,6,3,4,6,4,0,5,4,1,4,6,4,6,7,6,1,5,5,7,6,4,3,3,4,3,0,2,0,0,0
2022-04-04 12:00:00,0,1,0,0,1,3,0,1,0,5,3,7,8,6,6,8,5,6,0,5,6,5,9,10,7,6,4,5,0,3,6,10,11,6,10,4,7,6,6,4,6,4,1,3,0,2,0,0,0,0
2022-04-04 13:00:00,0,1,0,0,2,4,0,0,3,4,3,5,2,4,3,5,6,9,6,9,5,3,6,7,5,2,4,7,8,8,8,10,10,6,8,10,7,8,7,6,5,0,4,3,0,2,1,0,0,0
2022-04-04 14:00:00,0,2,0,1,2,3,0,3,4,4,3,4,3,5,6,6,8,7,2,8,7,7,7,2,6,2,3,5,3,5,8,9,16,19,18,17,6,3,6,0,4,3,2,0,2,1,0,0,0,0
2022-04-04 15:00:00,0,0,0,0,1,2,0,0,0,5,2,7,7,9,12,12,11,11,12,11,10,8,6,3,2,1,10,9,10,10,14,12,16,15,9,10,11,9,9,9,6,4,3,3,0,3,2,0,0,0
2022-04-04 16:00:00,0,1,0,4,0,7,3,6,7,8,6,7,16,15,21,25,22,24,23,20,15,13,12,8,6,2,6,9,6,8,12,17,16,8,17,19,14,12,14,12,11,9,6,7,4,3,1,0,0,0
2022-04-04 17:00:00,0,2,0,2,4,6,0,3,0,3,4,7,7,8,11,12,16,16,15,12,10,9,14,9,4,5,9,12,11,8,11,15,14,14,15,10,12,12,11,10,10,8,7,6,5,4,3,3,0,0
2022-04-04 18:00:00,0,2,0,3,0,4,6,10,0,10,2,5,11,18,15,18,22,21,21,20,15,12,18,17,12,9,14,12,17,15,13,17,14,10,13,12,13,16,18,16,10,8,6,7,3,4,3,2,0,0
2022-04-04 19:00:00,0,3,0,2,1,2,3,3,0,4,3,6,7,12,6,15,17,17,12,15,13,8,21,12,13,6,13,15,15,12,14,12,11,10,9,9,13,13,18,19,17,15,14,13,11,8,9,7,6,0
2022-04-04 20:00:00,0,0,0,1,1,2,3,3,0,4,2,5,3,5,7,8,9,0,5,8,6,4,6,4,4,3,7,11,6,8,7,7,5,6,6,0,7,13,16,15,7,6,5,7,3,6,0,0,0,0
2022-04-04 21:00:00,0,0,0,1,0,2,0,3,0,0,1,4,7,8,3,9,7,0,0,7,4,5,7,5,5,3,8,1,4,5,7,6,7,6,5,4,6,5,4,10,7,5,4,5,3,2,1,1,0,0
2022-04-04 22:00:00,0,0,0,1,0,2,0,1,0,0,3,1,4,6,1,5,4,3,2,0,4,3,7,6,5,2,4,0,3,2,4,5,3,4,3,4,4,2,4,3,3,3,0,2,1,0,1,0,0,0
2022-04-04 23:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,3,6,3,5,4,4,3,7,1,4,2,5,5,3,3,4,2,3,3,3,0,2,4,0,2,3,1,0,2,0,1,0,0,0,0
2022-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 05:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 06:00:00,0,0,0,0,1,2,2,0,0,1,1,3,3,5,2,3,4,5,6,4,5,4,3,5,0,4,3,5,4,4,8,9,12,4,0,11,7,6,5,5,4,1,2,3,1,2,0,0,0,0
2022-04-05 07:00:00,0,4,3,2,3,3,3,2,0,5,6,9,10,12,7,8,6,8,10,9,8,8,10,11,11,10,9,17,13,16,19,8,12,9,11,12,9,6,6,4,3,2,2,1,0,0,2,5,0,0
2022-04-05 08:00:00,0,22,17,2,3,4,5,5,6,8,11,13,15,16,13,13,13,14,15,15,15,17,17,25,25,23,5,13,14,13,12,23,25,26,28,25,20,17,17,11,9,5,7,5,4,3,3,5,0,0
2022-04-05 09:00:00,3,5,2,1,2,4,4,1,0,7,6,9,10,10,8,7,4,6,5,9,10,10,11,6,4,9,3,7,11,10,5,7,9,0,7,7,8,7,6,3,4,2,2,3,0,2,2,0,0,0
2022-04-05 10:00:00,0,1,0,0,4,7,0,1,8,2,7,6,7,8,9,7,7,4,5,6,6,6,4,8,9,7,3,5,9,6,6,7,8,9,10,10,6,6,5,4,3,0,0,1,1,0,1,0,0,0
2022-04-05 11:00:00,0,0,0,0,0,2,3,4,0,6,6,2,8,8,9,7,9,2,8,8,5,6,7,6,6,1,8,11,13,9,8,10,6,11,10,10,9,7,8,7,7,8,6,5,0,3,1,1,0,0
2022-04-05 12:00:00,0,1,0,0,3,3,0,0,0,4,0,6,5,9,9,10,9,8,6,7,8,7,7,6,4,3,4,3,5,6,9,10,10,0,8,11,9,6,8,5,5,3,2,1,1,2,1,1,0,0
2022-04-05 13:00:00,0,1,0,1,2,4,0,3,3,4,6,3,4,5,4,5,8,5,9,10,4,6,4,8,4,2,6,8,6,10,10,10,9,10,9,9,12,9,6,7,6,4,3,2,3,1,1,1,0,0
