Unnamed: 0,1_중랑공영차고지(기점가상),2_중랑공영차고지삼거리,3_당너머,4_신내SKV1센터,5_신내데시앙포레아파트220동앞,6_새솔초등학교입구,7_우디안아파트114동앞,8_중랑경찰서정문.우디안101동앞,9_신내우디안아파트107동앞,10_능말입구,11_중랑공영차고지.신내역,12_신내교회.신내데시앙아파트,13_신내초등학교,14_능산지하차도,15_우림시장.망우사거리,16_망우역.망우지구대,17_망우역.상봉터미널,18_상봉역.중랑우체국,19_중랑역.동부시장,20_중랑교,21_삼육서울병원,22_시조사삼거리,23_떡전교사거리.동대문노인복지관,24_청량리미주아파트.동대문세무서,25_청량리역환승센타,26_청량리.청과물도매시장,27_제기동역.서울약령시,28_용두동사거리.한국의류시험연구원,29_신설동역,30_동묘앞,31_동대문(흥인지문),32_종로6가.동대문종합시장,33_종로5가.광장시장,34_종로4가.종묘,35_종로3가.탑골공원,36_종로2가,37_종로1가,38_광화문,39_서울역사박물관.경희궁앞,40_서대문역사거리,41_충정로역,42_아현초등학교,43_마포경찰서,44_아현동주민센터,45_공덕역,46_마포역,47_여의도환승센터,48_여의도공원,49_국회의사당역,50_여의도환승센터,51_파크원타워.LG트윈타워,52_마포역,53_공덕역,54_아현동주민센터,55_마포경찰서,56_아현초등학교,57_아현동가구단지,58_충정로역,59_서대문역사거리,60_서울역사박물관.경희궁앞,61_광화문,62_종로1가,63_종로2가,64_종로3가.탑골공원,65_종로4가.종묘,66_종로5가.광장시장,67_종로6가.동대문종합시장,68_동대문역.흥인지문,69_동묘앞,70_신설동역,71_용두동사거리,72_제기동역.서울약령시,73_청량리수산시장,74_청량리역환승센타,75_서울성심병원,76_휘경동입구,77_삼육서울병원,78_중랑교,79_중랑역.동부시장,80_상봉역.중랑우체국,81_망우역.상봉터미널,82_망우역.망우지구대,83_우림시장.망우사거리,84_능산지하차도,85_신내새한아파트앞,86_신내교회.신내데시앙아파트,87_중랑공영차고지,88_중랑공영차고지.신내역,89_능말입구,90_신내우디안아파트107동앞,91_중랑경찰서정문.우디안101동앞,92_우디안아파트114동앞,93_새솔초등학교,94_신내데시앙포레아파트222동앞,95_신내데시앙포레아파트220동앞,96_당너머,97_중랑공영차고지.종점
2022-03-05 04:00:00,0,0,0,0,2,2,1,3,3,4,0,4,5,6,9,10,10,10,14,15,17,17,21,12,19,18,15,16,14,17,26,24,25,23,23,27,24,20,17,14,15,19,21,21,16,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,0,0,0,3,4,0,3,6,4,5,6,7,8,10,11,13,13,12,8,11,0,12,8,13,12,10,10,11,11,11,9,8,9,10,9,9,8,8,7,6,5,5,4,7,5,2,1,1,5,4,8,9,0,9,10,10,8,10,11,12,11,12,11,10,10,11,15,16,0,15,13,10,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,0,0,0,5,6,2,3,4,5,3,7,8,9,11,9,9,11,9,14,15,16,16,15,10,11,10,6,6,7,8,7,7,4,7,8,2,6,7,9,9,5,10,11,9,5,2,0,1,3,3,8,7,6,6,7,7,6,8,7,8,6,9,9,7,6,5,8,5,5,6,3,6,8,7,4,17,7,15,13,10,10,8,3,5,2,0,2,1,2,1,0,0,0,0,0,0
2022-03-05 07:00:00,0,2,0,0,4,8,0,6,8,0,7,9,15,14,9,11,8,11,11,11,13,12,13,12,15,14,14,9,13,11,11,10,8,3,8,7,7,6,7,7,7,6,5,5,2,3,2,1,2,2,3,4,5,6,10,12,13,6,14,13,14,13,4,10,10,4,8,6,5,0,4,2,5,3,3,4,5,5,9,6,5,3,4,4,5,0,1,6,1,1,5,4,1,1,2,0,0
2022-03-05 08:00:00,0,2,1,0,4,5,0,10,13,12,12,14,19,16,16,18,19,21,20,22,22,22,23,24,21,20,21,18,18,18,17,14,11,9,7,6,6,5,6,7,8,6,4,5,6,5,2,0,2,6,5,5,5,6,6,8,9,11,14,13,12,13,13,14,13,10,10,15,14,13,13,12,14,11,10,9,10,11,13,16,14,14,11,9,8,3,0,4,0,5,0,0,0,3,0,0,0
2022-03-05 09:00:00,0,1,0,2,6,8,9,13,19,10,12,19,19,19,20,21,21,18,21,26,28,27,29,27,30,34,36,36,28,23,18,15,12,12,9,8,6,2,8,10,13,11,10,7,7,7,2,0,2,16,15,13,13,15,18,19,18,19,18,17,20,19,13,14,11,15,12,10,8,8,9,9,10,11,11,11,11,11,12,10,6,5,3,0,5,4,0,3,0,1,0,0,3,1,1,0,0
2022-03-05 10:00:00,0,2,1,0,3,6,0,8,12,11,9,14,15,18,21,26,25,22,23,21,23,26,25,21,22,21,24,23,22,19,19,18,15,12,13,9,13,11,12,14,15,17,13,11,12,11,9,0,1,6,5,16,15,16,19,21,18,18,16,16,17,15,12,16,15,14,14,11,14,16,17,16,14,8,9,8,14,11,16,13,12,10,11,8,10,6,5,5,0,9,2,0,7,1,0,0,0
2022-03-05 11:00:00,1,0,0,0,5,12,15,18,22,12,21,22,28,28,25,22,22,24,24,25,28,28,26,28,26,24,28,31,30,29,29,22,24,22,19,21,23,25,25,25,26,28,20,20,15,14,3,1,4,12,14,12,13,15,16,16,18,17,17,20,22,22,19,19,22,16,17,14,15,17,18,16,14,17,16,18,17,19,23,16,12,8,5,5,4,3,5,4,2,4,2,3,1,3,2,0,0
2022-03-05 12:00:00,0,0,1,0,4,8,8,11,14,10,14,14,18,18,22,23,22,20,23,26,27,20,21,26,22,27,19,28,27,28,26,24,22,20,19,17,16,16,15,20,23,21,20,17,14,10,3,1,3,9,13,13,14,16,21,22,23,21,20,20,17,15,14,14,15,16,19,17,21,23,21,18,19,23,22,23,22,21,16,15,14,13,14,13,12,0,11,10,8,7,7,2,3,3,2,1,0
2022-03-05 13:00:00,0,2,1,0,5,11,0,13,17,8,17,19,19,23,29,32,24,17,17,19,21,26,25,23,24,26,24,23,20,21,20,23,22,24,23,23,23,24,27,28,29,28,31,27,21,16,7,1,2,13,16,17,17,23,21,22,21,23,22,19,23,25,26,22,20,21,20,18,19,20,20,17,17,16,14,13,17,16,20,18,14,14,11,15,13,11,10,6,7,8,6,3,3,2,0,0,0
2022-03-05 14:00:00,0,1,0,1,3,8,4,12,16,0,16,15,17,18,20,17,21,22,23,24,26,26,27,28,30,28,28,27,24,26,25,21,31,32,33,38,37,34,37,40,43,15,37,33,29,24,4,3,4,9,6,12,17,19,18,16,20,21,20,14,15,18,25,25,23,24,27,29,31,31,27,25,17,27,25,27,23,26,24,23,13,12,15,10,9,8,0,10,9,6,6,2,4,0,3,0,0
2022-03-05 15:00:00,0,1,0,0,3,11,3,13,16,11,16,14,19,17,20,22,21,21,21,23,19,22,21,15,22,21,22,21,20,19,19,19,23,26,26,25,25,21,23,25,28,26,22,18,17,19,14,1,3,16,18,18,14,18,20,21,20,19,16,19,19,21,24,26,30,30,33,30,29,30,27,25,25,28,30,25,30,30,31,24,20,20,21,18,18,16,12,17,10,15,12,7,7,2,1,0,0
2022-03-05 16:00:00,0,0,0,1,4,6,0,11,13,12,12,13,16,18,20,22,23,15,12,10,14,14,16,16,12,15,16,18,18,22,26,25,24,22,17,17,21,26,29,28,29,27,25,24,17,17,5,3,2,12,24,21,19,20,16,20,20,20,15,17,21,25,23,23,27,27,31,29,36,35,32,30,29,32,33,31,27,27,32,32,25,22,24,25,20,19,18,21,0,17,15,9,11,6,0,0,0
2022-03-05 17:00:00,0,1,0,5,6,11,0,14,17,5,18,18,14,14,19,19,26,28,18,17,16,6,16,15,11,12,14,14,11,15,19,22,23,22,20,26,26,27,17,29,28,21,19,16,12,11,4,4,5,12,18,16,24,26,24,22,27,25,20,19,20,20,18,21,23,25,29,31,34,33,32,31,31,30,26,25,25,25,24,21,16,16,17,17,19,20,19,23,22,18,13,9,6,2,3,0,0
2022-03-05 18:00:00,0,2,3,4,4,3,0,6,9,8,6,10,11,14,11,11,21,17,12,13,11,9,10,7,11,9,13,8,14,14,15,18,17,13,15,13,13,14,15,17,26,22,14,19,11,9,3,1,1,21,32,17,14,16,14,13,17,18,8,7,16,16,16,18,19,15,19,23,22,23,21,18,18,23,21,19,22,19,22,20,22,19,18,16,14,7,8,19,10,15,7,0,7,3,2,0,0
2022-03-05 19:00:00,0,4,0,3,2,1,0,4,5,0,4,2,7,6,8,14,20,15,15,10,12,4,11,5,11,12,13,12,10,12,10,9,11,8,10,8,10,11,15,16,13,12,11,10,10,6,1,0,3,12,16,14,20,18,12,11,10,9,8,9,11,14,16,18,18,14,20,21,20,19,18,19,18,27,25,23,15,19,19,19,15,14,14,11,12,8,11,13,12,7,6,4,3,3,1,0,0
2022-03-05 20:00:00,0,3,0,5,1,2,0,2,0,0,1,0,3,5,9,8,10,9,7,6,6,0,5,3,5,3,0,6,6,0,5,7,4,4,6,3,9,12,11,11,12,10,10,8,7,7,4,3,4,13,19,17,18,18,18,15,16,17,14,12,14,16,18,8,7,21,11,12,11,10,12,14,13,16,16,17,20,19,23,20,15,14,13,10,8,3,6,10,9,5,3,2,3,2,0,0,0
2022-03-05 21:00:00,0,0,0,0,0,1,0,2,1,0,0,2,5,2,6,7,14,20,13,10,4,5,3,3,4,0,3,3,0,0,6,5,8,3,9,12,11,13,9,15,10,8,6,5,5,4,2,1,1,8,11,10,11,8,12,11,10,10,10,12,15,14,16,15,14,14,19,18,18,14,15,15,14,16,15,14,16,14,14,15,16,16,18,17,15,13,12,10,10,6,5,0,1,0,0,0,0
2022-03-05 22:00:00,0,0,0,2,0,3,0,4,0,3,4,5,4,2,3,5,5,5,5,4,4,4,0,2,4,3,4,4,3,5,2,4,7,0,3,6,5,0,4,5,5,4,4,3,2,4,2,0,2,8,0,9,7,8,9,7,8,6,6,8,5,13,14,18,18,20,20,21,21,20,10,18,14,21,19,19,19,19,21,22,19,15,12,9,6,6,4,7,0,6,5,4,3,1,0,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,5,6,3,8,7,6,0,7,5,5,0,0,7,0,10,12,12,11,10,11,8,8,8,6,5,3,1,0,1,6,3,3,6,4,5,0,2,6,7,0,10,0,12,14,12,16,18,17,18,14,16,13,7,15,10,14,13,12,10,14,19,17,15,11,8,7,6,9,4,7,6,5,0,3,2,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,1,1,2,0,0,1,2,0,0,1,3,4,5,4,5,7,5,7,0,7,6,6,5,0,6,6,7,8,6,0,4,3,0,5,4,4,3,0,5,5,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,1,0,0,2,1,0,2,3,0,0,1,4,4,4,6,6,4,6,6,4,5,6,5,8,7,0,0,2,4,6,3,3,0,1,3,0,6,3,2,3,2,0,0,3,5,2,0,2,3,4,2,6,7,6,7,8,7,1,2,6,1,1,0,2,5,0,4,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,0,0,1,1,1,3,2,1,2,4,4,5,6,8,7,0,8,8,10,0,6,10,5,9,0,8,4,8,1,7,5,6,6,0,3,4,3,2,3,4,0,2,3,2,0,0,1,4,6,4,4,9,8,9,10,6,9,7,6,0,1,2,0,5,2,2,3,6,0,3,3,5,0,6,7,6,5,5,2,4,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0
2022-03-06 07:00:00,0,0,0,0,1,2,0,3,4,0,2,5,8,5,6,7,8,10,9,8,9,7,8,7,9,8,8,2,8,6,7,2,6,0,5,8,7,6,0,8,6,7,6,4,3,5,2,1,1,1,0,2,1,3,4,5,3,5,4,6,6,5,6,4,0,4,3,5,4,1,0,3,5,3,5,6,4,5,6,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 08:00:00,0,3,0,1,2,3,4,8,13,12,9,6,10,9,11,13,12,13,13,15,14,11,15,15,14,13,11,14,10,13,11,10,9,3,4,5,5,5,4,7,9,10,6,5,6,4,1,0,2,4,5,4,3,5,3,5,6,11,12,11,9,4,8,3,8,7,1,6,3,2,0,5,4,5,6,6,7,7,9,11,9,3,7,6,4,0,0,4,3,0,3,2,0,2,0,0,0
2022-03-06 09:00:00,0,2,0,1,4,5,0,8,10,0,13,15,16,18,12,12,14,11,13,15,14,10,10,11,14,11,11,16,17,16,15,8,15,14,6,13,11,6,13,18,19,16,17,15,16,12,3,1,4,7,5,9,12,12,13,14,15,17,2,15,14,13,12,10,9,7,8,5,7,7,7,6,7,9,10,7,9,11,20,16,12,6,5,3,4,3,0,4,0,3,2,0,2,2,1,1,0
2022-03-06 10:00:00,0,1,0,1,1,4,0,9,11,1,11,9,11,12,15,19,17,17,17,20,21,22,22,20,20,18,16,15,15,14,13,11,15,14,11,12,7,11,10,13,16,12,15,14,13,13,2,1,3,5,2,8,9,11,11,7,13,13,11,10,10,9,8,9,5,7,10,7,7,5,7,9,7,6,5,6,8,11,14,15,8,6,5,3,3,3,1,6,5,4,3,0,2,2,1,1,0
2022-03-06 11:00:00,0,0,0,0,2,5,0,7,11,7,9,14,17,18,20,21,22,21,20,20,21,18,18,14,17,18,16,20,17,19,18,14,14,11,9,14,10,10,12,16,18,17,18,15,13,15,3,1,1,9,11,13,14,15,17,15,15,19,18,17,15,13,16,10,11,6,14,13,8,8,11,11,14,11,11,10,12,15,18,15,10,8,9,9,7,2,6,3,4,4,3,0,0,3,0,0,0
2022-03-06 12:00:00,0,1,0,0,3,5,0,10,13,14,12,18,21,24,27,28,32,26,24,25,26,23,25,23,21,24,25,17,21,21,20,18,15,14,13,17,18,19,20,25,24,23,18,18,16,21,5,2,3,13,12,26,32,31,31,32,33,29,24,27,25,24,19,20,20,20,17,14,12,12,12,10,9,10,10,7,10,10,13,11,10,6,11,4,10,8,3,4,3,2,1,0,0,2,1,1,0
2022-03-06 13:00:00,0,0,0,1,2,9,0,11,14,12,13,16,18,18,15,15,20,20,29,30,32,35,36,34,28,27,26,27,23,22,16,17,17,15,14,16,16,19,17,21,21,22,21,20,16,16,2,0,12,15,17,11,12,17,18,20,24,22,21,18,13,22,20,23,22,19,16,18,19,21,13,18,11,15,16,16,16,14,14,13,9,9,9,6,6,2,0,7,0,5,6,3,0,4,1,1,0
2022-03-06 14:00:00,0,0,0,0,2,5,5,7,7,0,11,13,21,21,22,24,25,23,30,29,20,28,27,8,22,21,20,20,20,20,19,14,22,23,22,17,17,17,13,16,16,18,17,16,16,13,6,3,3,8,11,18,23,24,23,20,25,24,23,24,22,24,22,23,24,26,33,29,29,29,27,24,21,22,23,24,23,22,20,19,18,15,17,18,12,10,6,4,5,3,4,1,3,1,1,1,0
2022-03-06 15:00:00,0,0,1,2,3,7,0,6,11,6,12,15,16,15,14,15,26,20,19,18,18,19,12,20,16,17,16,18,19,16,16,16,17,16,21,21,20,21,21,22,24,22,19,21,14,14,8,4,6,17,26,16,18,14,16,17,18,17,15,16,13,17,16,23,24,28,28,28,33,33,32,27,26,27,25,25,24,23,26,21,16,18,12,10,8,6,6,7,5,6,4,3,4,3,1,1,0
2022-03-06 16:00:00,0,1,0,1,5,4,0,8,6,0,7,13,19,18,20,20,23,21,19,15,17,17,16,16,17,21,22,25,19,23,22,24,20,23,22,21,20,26,25,27,25,23,20,18,16,14,4,1,4,10,26,26,24,21,21,23,18,19,20,18,18,23,18,22,23,24,26,27,27,27,26,25,25,31,30,28,31,29,22,19,16,15,17,15,10,9,8,11,10,7,5,4,4,3,0,0,0
2022-03-06 17:00:00,0,0,0,1,2,5,0,6,4,0,5,4,9,10,13,14,24,18,19,16,17,6,10,5,14,14,11,15,16,15,14,14,13,18,17,18,16,19,20,18,17,22,14,17,15,15,5,1,3,8,25,27,19,21,20,13,21,14,13,17,13,12,13,19,22,23,24,27,27,26,12,26,25,28,23,22,24,30,31,24,20,18,14,11,9,5,1,2,0,3,4,5,1,0,0,0,0
2022-03-06 18:00:00,0,4,0,5,6,9,0,5,10,4,5,11,12,8,13,34,34,26,15,14,11,12,9,13,12,11,11,10,11,11,11,11,12,13,9,18,18,22,24,24,21,19,16,14,13,6,2,0,2,10,17,16,16,15,14,13,12,11,9,11,7,8,10,13,9,13,12,12,16,17,6,13,13,21,21,22,20,18,23,24,21,18,16,17,11,8,5,13,7,10,5,0,3,0,0,0,0
2022-03-06 19:00:00,0,3,0,1,2,3,0,7,9,0,3,2,7,5,12,14,20,21,19,15,15,13,11,5,13,12,12,11,12,11,6,8,7,7,9,10,12,13,11,10,14,11,12,11,10,5,3,1,4,12,13,13,15,12,14,8,8,10,6,7,10,12,11,14,15,16,15,18,20,19,20,19,17,16,18,16,12,14,14,15,14,16,15,13,10,5,5,11,4,9,8,7,5,0,0,0,0
2022-03-06 20:00:00,0,3,0,1,1,2,0,4,1,4,0,2,6,7,8,9,12,11,10,4,6,0,4,2,7,6,4,4,8,8,7,5,6,1,2,7,8,9,10,10,9,5,8,6,7,6,2,1,2,14,19,15,12,11,15,14,13,14,13,6,15,16,16,21,0,20,13,16,15,14,13,15,14,17,8,16,12,19,16,16,15,16,13,9,10,9,0,10,9,5,5,7,1,1,0,0,0
2022-03-06 21:00:00,0,0,0,0,0,0,0,1,0,0,1,1,4,5,10,10,10,9,7,5,6,5,4,6,7,3,8,0,9,8,4,6,6,0,9,4,11,12,11,10,10,8,10,9,8,6,2,1,3,10,12,12,11,9,9,7,5,7,8,5,10,10,12,13,8,0,12,12,14,14,10,15,10,14,15,9,15,12,13,13,15,13,12,9,8,6,4,8,3,6,5,0,4,1,0,0,0
2022-03-06 22:00:00,0,0,0,0,1,0,0,1,2,0,1,2,2,0,3,5,10,7,6,5,3,4,3,4,8,3,9,8,8,7,5,2,6,5,4,4,6,7,6,10,0,8,6,4,3,2,1,0,1,14,7,10,10,10,9,9,7,7,6,7,6,9,6,10,0,9,4,10,10,10,11,10,9,16,15,14,15,12,14,12,14,13,12,11,10,8,7,9,7,8,5,4,3,1,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,6,0,6,0,8,2,7,0,6,4,2,0,0,0,0,5,0,5,2,7,6,4,4,3,0,1,1,0,1,3,0,6,7,6,5,3,4,5,2,2,6,0,9,17,19,20,20,20,8,19,15,12,7,16,8,11,13,12,18,22,23,22,18,13,8,7,0,11,3,7,3,2,2,1,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,0,2,6,0,3,4,3,2,7,5,7,11,12,15,21,26,29,34,33,38,37,39,42,35,40,37,38,50,47,44,44,40,39,36,28,29,26,29,33,34,32,32,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,0,0,0,2,4,0,5,6,5,5,6,9,11,15,16,17,17,17,16,18,18,19,20,21,20,18,18,14,16,16,14,13,12,13,15,11,7,12,12,13,12,11,13,13,13,11,9,3,7,8,9,12,13,14,15,14,13,12,8,11,9,7,7,6,5,0,11,12,4,11,9,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,0,1,0,0,3,6,0,11,10,4,9,13,12,19,22,23,25,24,26,26,17,18,20,24,25,24,15,15,16,17,17,15,13,9,13,14,12,13,10,13,13,12,13,12,12,12,4,3,3,9,9,10,13,16,8,17,20,20,16,14,16,13,11,8,6,6,5,8,7,5,6,8,7,10,5,12,16,17,19,17,14,6,15,6,14,5,0,3,4,2,2,1,0,1,3,0,0
2022-03-07 07:00:00,0,4,3,0,4,10,12,23,31,30,23,25,40,43,44,46,46,43,48,47,45,44,47,28,31,28,29,29,25,30,30,27,26,25,24,24,23,20,19,24,28,32,35,36,42,44,6,4,6,12,12,23,33,22,33,37,36,34,30,21,17,15,8,8,6,8,6,6,6,5,5,4,7,8,7,8,10,10,14,9,7,8,9,6,7,6,5,9,7,5,4,1,6,8,14,12,0
2022-03-07 08:00:00,6,11,7,0,3,10,11,21,24,23,20,27,36,37,43,57,52,43,44,45,46,47,52,50,52,47,53,46,42,48,48,43,38,36,37,41,40,39,29,41,45,47,48,45,50,51,16,12,7,23,17,25,31,43,49,52,53,54,51,33,30,25,19,18,16,12,9,12,10,10,9,10,8,13,16,19,17,19,25,31,31,32,27,29,28,17,26,27,26,21,11,9,8,6,4,0,0
2022-03-07 09:00:00,0,9,8,1,4,10,0,14,17,16,15,13,22,24,24,25,25,28,26,27,30,32,35,34,33,32,31,30,30,27,23,22,23,21,19,18,15,14,16,26,29,30,25,26,27,33,7,5,3,12,14,19,25,25,27,30,30,29,25,20,21,19,16,23,11,23,16,15,16,16,12,11,12,12,13,12,17,15,19,15,14,11,10,7,8,8,6,12,7,6,4,3,3,2,3,1,0
2022-03-07 10:00:00,0,0,0,0,3,4,0,6,7,6,7,11,13,15,21,16,23,22,19,20,21,18,22,23,21,18,17,21,21,21,20,17,21,19,13,12,14,11,13,15,14,10,15,12,9,7,4,0,3,14,13,15,21,20,19,20,19,20,19,16,15,17,15,17,15,14,13,13,13,13,12,11,13,12,12,10,12,12,15,15,13,11,7,4,5,5,4,4,0,0,2,2,2,1,1,0,0
2022-03-07 11:00:00,0,1,0,1,4,9,10,13,15,16,17,18,20,20,19,18,17,14,18,14,20,12,21,15,22,25,26,25,23,22,12,18,16,12,9,10,10,13,11,10,11,12,12,13,12,12,4,3,5,9,12,15,14,16,14,16,18,19,19,20,22,16,13,15,12,14,18,15,16,16,15,15,16,17,19,18,18,15,18,16,15,13,13,12,9,8,9,12,11,10,7,6,4,1,1,0,0
2022-03-07 12:00:00,2,1,0,2,2,4,3,5,7,7,6,10,10,10,13,16,26,19,17,18,20,17,18,19,22,22,19,20,19,21,21,13,14,15,15,16,15,15,14,17,21,18,15,17,16,16,4,2,2,6,7,10,11,13,13,19,16,12,18,17,20,19,16,14,15,15,19,18,17,16,14,11,13,15,16,17,21,21,21,17,13,11,10,8,8,7,0,9,0,6,4,3,3,3,1,0,0
2022-03-07 13:00:00,0,1,0,2,3,6,0,13,10,7,12,13,15,17,19,20,25,22,21,22,25,12,24,22,22,22,21,19,19,17,17,17,16,16,17,18,16,19,18,20,22,23,17,15,12,14,3,5,6,8,8,11,12,18,18,17,15,14,12,15,14,15,13,16,16,15,15,16,17,16,18,17,17,19,17,15,15,17,18,23,12,10,11,10,9,8,7,11,9,7,5,3,3,3,2,0,0
2022-03-07 14:00:00,0,2,0,1,3,6,5,12,16,15,13,15,20,19,18,20,22,18,17,17,16,17,18,19,18,19,19,18,18,18,16,16,17,13,16,15,14,17,10,14,15,16,15,13,10,9,2,1,6,8,9,12,15,16,16,17,18,19,18,19,17,19,18,21,21,25,21,21,19,22,22,17,16,16,11,15,12,16,11,13,12,9,12,9,7,9,4,22,21,19,14,11,2,2,0,0,0
2022-03-07 15:00:00,0,3,0,3,4,6,0,8,10,9,7,9,11,11,11,9,10,7,20,19,12,0,21,22,17,18,9,11,14,15,19,19,21,19,17,16,14,7,9,12,16,14,15,12,9,9,5,4,6,11,13,17,16,18,16,18,19,18,20,19,21,29,29,31,31,28,28,27,27,29,27,26,30,29,34,30,31,29,26,19,16,19,18,17,13,12,6,13,9,10,5,9,7,5,1,0,0
2022-03-07 16:00:00,2,3,0,2,4,8,5,9,11,9,11,19,21,21,20,24,24,21,20,19,18,12,18,19,21,16,15,15,13,16,14,16,17,19,18,19,19,18,18,27,25,22,22,19,15,10,3,2,8,11,14,17,19,20,19,20,14,16,14,15,17,20,19,22,20,24,26,27,25,28,26,25,27,25,25,24,24,29,28,24,22,22,20,16,15,10,9,17,15,13,13,12,9,3,5,0,0
2022-03-07 17:00:00,0,0,0,4,3,5,4,18,19,20,16,16,16,15,17,19,17,15,15,14,15,15,17,19,15,17,18,20,19,21,21,20,18,18,16,17,21,21,25,30,32,21,23,22,10,14,3,0,11,29,49,37,27,24,26,24,25,22,23,24,25,27,29,30,33,35,37,35,35,38,39,38,37,36,35,26,23,22,29,27,26,23,26,21,17,15,14,18,16,16,9,8,8,2,2,0,0
