Unnamed: 0,1_도봉산역광역환승센터,2_도봉산역,3_도봉한신아파트,4_서울북부지방법원.검찰청.도봉역성황당,5_신도봉사거리,6_신도봉시장.도봉구청.방학북부역,7_도봉소방서.방학남부역,8_도봉보건소,9_도봉구민회관.도봉문화원(중),10_쌍문역,11_우이1교앞,12_수유3동우체국,13_수유(강북구청)역,14_수유역,15_수유시장.성신여대미아캠퍼스앞,16_미아역.신일중고,17_도봉세무서.성북시장,18_미아사거리역,19_월곡뉴타운,20_길음뉴타운,21_미아리고개.미아리예술극장,22_돈암사거리.성신여대입구,23_삼선교.한성대학교,24_혜화동로터리.여운형활동터,25_명륜3가.성대입구,26_창경궁.서울대학교병원,27_원남동,28_종로4가.종묘,29_종로3가.탑골공원,30_종로2가,31_종로1가,32_광화문,33_서울역사박물관.경희궁앞,34_경찰청.동북아역사재단,35_서울역버스환승센터,36_갈월동,37_숙대입구역,38_삼각지역,39_KT용산지사,40_신용산역,41_한강대교북단.LG유플러스,42_노들섬,43_노들역,44_노량진역,45_노량진수산시장.CTS기독교TV,46_현대아파트.유한양행,47_대방역1번출구앞,48_공군호텔,49_서울지방병무청,50_보라매역.동작세무서,51_보라매공원,52_경남아너스빌아파트,53_강남성심병원.대림성모병원,54_서울영림초등학교,55_구로디지털단지역,56_문성초등학교,57_금천우체국,58_말미고개.금천소방서,59_금천구청.금천경찰서,60_시흥사거리.시흥대교,61_독산한신아파트,62_금하마을,63_시흥대교,64_금천구청.금천경찰서,65_말미고개.금천소방서,66_금천우체국,67_문성초등학교,68_구로디지털단지역,69_동작상떼빌아파트,70_신대방경남아파트,71_신대방현대아파트,72_보라매공원,73_보라매역.동작세무서,74_강남중학교,75_서울지방병무청앞,76_공군호텔,77_대방역,78_현대아파트,79_노량진수산시장.CTS기독교TV,80_노량진역,81_노들역,82_노들섬,83_한강대교북단.LG유플러스,84_신용산역,85_KT용산지사,86_삼각지역,87_숙대입구역,88_갈월동,89_서울역버스환승센터.강우규의거터,90_시청앞,91_서울신문사,92_종로1가,93_종로2가,94_종로3가.탑골공원,95_종로4가.종묘,96_종로5가.광장시장,97_종로5가.효제초등학교,98_종로5가.효제동.김상옥의거터,99_방송통신대.이화장,100_혜화역.마로니에공원,101_혜화역.동성중고(장면총리가옥),102_삼선교.한성대학교.조소앙활동터,103_돈암사거리.성신여대입구,104_미아리고개.미아리예술극장,105_길음뉴타운,106_월곡뉴타운,107_미아사거리역,108_도봉세무서.성북시장,109_미아역.신일중고,110_수유시장.성신여대미아캠퍼스앞,111_수유역.강북구청,112_수유3동우체국,113_우이1교앞,114_쌍문역,115_도봉구민회관.도봉문화원(중),116_도봉보건소.북한산아이파크아파트,117_도봉소방서.방학남부역,118_신도봉시장.도봉구청.방학북부역,119_신도봉사거리,120_서울북부지방법원.검찰청.도봉역성황당,121_도봉한신아파트,122_도봉산역,123_도봉산역광역환승센터
2022-03-11 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,12,11,16,14,14,17,18,19,18,17,20,18,23,21,23,21,16,13,10,12,16,12,9,8,4,2,1,1,2,2,3,7,4,13,14,15,12,11,14,13,7,12,11,10,6,13,9,3,12,7,13,5,9,10,9,11,12,13,15,23,22,23,22,20,19,22,22,21,21,20,16,19,19,18,17,17,19,21,19,18,16,13,14,13,11,8,3,1,0
2022-03-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 04:00:00,0,0,2,4,5,4,8,11,14,16,19,18,19,13,20,22,22,24,20,20,19,18,17,0,19,19,20,17,14,0,0,12,10,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 05:00:00,0,0,3,4,5,2,7,5,0,7,6,7,11,8,13,16,17,21,17,17,10,16,16,15,14,12,13,12,10,11,11,12,3,11,9,7,6,5,8,9,6,6,9,11,10,11,10,12,10,9,8,0,9,8,8,7,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 06:00:00,1,1,5,2,5,3,7,6,4,5,7,9,8,8,7,8,7,6,2,12,13,11,10,7,9,7,8,6,5,3,3,5,2,4,3,2,4,5,4,5,5,0,6,6,5,5,7,5,8,6,2,4,6,5,6,5,3,2,1,1,1,3,0,5,8,13,14,13,14,16,18,20,19,20,21,18,13,17,9,0,4,3,11,9,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 07:00:00,1,3,3,6,10,8,10,16,17,18,23,17,15,7,5,11,9,10,4,6,9,0,10,9,10,11,9,8,5,7,6,6,2,4,5,2,5,7,0,8,8,0,9,6,8,8,11,11,13,13,8,7,7,4,7,8,5,3,2,0,4,8,10,15,15,17,18,13,14,15,21,22,19,19,23,29,23,22,15,14,12,10,12,8,11,6,12,11,5,4,3,5,0,9,4,4,5,4,7,9,10,5,0,12,10,8,12,4,11,3,5,4,0,4,2,0,1,0,0,2,0,0,0
2022-03-12 08:00:00,10,10,11,14,17,20,16,25,25,17,15,15,18,16,18,17,18,19,16,17,15,18,17,16,16,11,13,8,6,5,6,4,3,5,8,9,11,11,6,7,8,0,8,9,9,10,15,15,13,14,15,14,10,12,11,9,9,6,4,4,3,5,7,19,21,21,22,21,23,22,27,27,22,25,24,26,22,21,22,24,25,24,21,18,15,11,10,11,9,8,6,6,7,6,2,5,6,4,6,6,8,8,5,8,11,9,12,12,12,12,13,14,15,12,11,11,12,8,11,9,7,2,0
2022-03-12 09:00:00,4,9,12,9,11,17,26,27,29,25,26,27,26,26,26,27,26,27,29,32,28,29,32,32,33,32,31,27,16,13,10,9,8,2,5,4,6,7,9,11,10,5,10,9,9,10,13,14,12,13,7,12,12,11,8,8,6,6,4,1,5,6,10,14,18,19,22,17,22,21,25,26,27,28,28,29,27,25,17,17,15,15,14,13,12,9,14,12,14,13,8,9,7,7,5,3,0,6,3,4,4,8,10,11,11,12,13,13,17,8,13,14,15,13,10,10,9,7,8,6,3,1,0
2022-03-12 10:00:00,2,10,12,13,6,16,21,23,26,18,18,21,15,10,12,11,13,13,15,17,20,21,26,25,17,14,16,13,14,10,13,10,9,10,11,12,12,12,11,10,11,5,10,11,14,15,20,12,11,10,14,13,11,7,8,7,6,5,4,0,2,5,6,14,15,14,21,18,13,17,20,21,21,24,25,29,23,24,19,19,19,18,20,15,19,14,17,13,14,14,12,12,10,10,7,6,6,8,7,6,5,3,11,8,10,9,10,9,8,9,11,10,11,12,8,9,8,4,7,7,5,2,0
2022-03-12 11:00:00,1,12,13,17,16,17,22,24,24,21,25,21,18,16,21,19,19,17,18,24,22,17,23,24,21,16,19,14,12,12,11,10,8,11,9,9,8,8,9,7,8,5,8,10,11,5,13,19,17,17,16,20,17,13,12,10,7,5,3,2,3,5,8,13,16,21,23,22,21,27,27,30,28,31,32,34,30,30,28,26,29,30,27,30,28,27,22,24,22,24,23,19,18,16,15,16,15,14,11,14,13,11,12,13,16,14,21,20,11,20,20,18,17,19,12,11,10,9,8,7,3,1,0
2022-03-12 12:00:00,1,11,13,15,14,15,19,20,25,29,33,32,27,27,25,28,28,28,30,33,31,26,26,23,24,24,23,23,17,17,15,14,9,13,15,16,14,15,14,15,8,15,8,15,19,18,13,16,16,16,14,8,10,7,12,11,7,6,5,2,2,4,5,16,22,22,26,17,17,21,26,28,30,36,38,38,36,35,33,34,28,35,35,32,30,26,21,24,24,23,25,25,26,23,21,22,21,21,20,17,19,18,18,17,20,19,22,23,20,17,18,21,19,26,22,21,21,19,14,10,8,1,0
2022-03-12 13:00:00,2,12,15,16,18,20,19,23,24,24,20,20,18,17,20,22,22,28,30,28,29,28,29,26,27,26,26,23,22,20,20,16,11,13,15,14,14,17,15,16,19,12,21,12,20,17,19,20,20,21,16,15,16,14,11,10,9,7,5,2,4,5,5,10,10,19,24,17,18,21,24,29,27,32,35,38,34,34,29,28,27,28,28,29,28,27,26,26,25,27,25,30,29,25,26,24,25,0,15,25,27,26,25,25,24,22,21,15,19,20,15,14,12,20,21,19,14,14,11,11,11,2,0
2022-03-12 14:00:00,3,14,16,21,24,25,29,31,30,24,25,22,19,22,23,25,19,22,19,19,17,21,21,19,20,22,20,20,21,16,14,18,17,14,11,11,10,13,13,17,20,18,16,15,20,15,22,19,18,14,13,11,14,11,10,9,8,7,5,3,3,3,6,10,12,19,20,19,20,27,29,31,31,34,37,34,29,25,24,22,24,23,21,20,20,21,23,23,23,24,21,21,20,21,20,19,21,21,20,16,15,16,15,16,16,15,11,13,12,13,10,9,11,8,6,7,6,5,3,8,3,1,0
2022-03-12 15:00:00,1,8,7,9,6,13,16,17,26,19,16,17,18,14,17,16,17,22,21,21,23,22,22,21,28,35,34,30,26,24,25,25,13,10,28,30,30,23,11,18,20,18,18,17,19,18,21,19,18,16,13,15,12,10,11,10,8,7,5,5,2,3,4,12,13,17,20,22,23,21,21,20,24,25,27,27,23,22,26,23,21,23,27,29,26,25,22,24,22,18,22,20,22,24,25,25,24,15,20,22,24,25,26,18,25,19,21,19,23,20,16,17,10,18,16,12,11,7,6,8,4,2,0
2022-03-12 16:00:00,11,13,25,33,34,34,38,36,37,33,37,32,36,28,21,23,21,19,19,19,17,17,18,22,23,21,22,23,21,19,18,20,21,22,23,23,24,39,42,43,38,33,35,33,35,34,36,33,31,29,26,18,27,28,26,23,14,11,10,6,2,3,4,11,12,18,16,16,15,17,19,20,19,22,24,25,21,18,17,21,20,21,20,18,18,19,16,18,18,20,20,28,28,31,29,32,23,29,24,25,27,35,26,25,26,25,26,25,23,21,24,27,25,25,24,13,10,10,9,6,4,1,0
2022-03-12 17:00:00,2,9,10,13,11,14,19,22,23,15,16,14,16,15,17,19,18,16,17,16,17,19,19,17,19,22,24,23,24,20,20,23,28,30,35,29,28,31,27,32,31,27,26,25,27,29,35,34,31,31,30,27,27,22,22,19,17,14,12,9,6,8,8,22,12,29,30,29,29,29,30,25,24,24,20,24,22,21,18,19,20,11,21,17,18,17,18,20,20,22,22,23,25,24,20,31,25,0,28,26,25,27,40,36,35,36,28,25,22,21,17,16,16,25,19,22,19,15,13,7,6,2,0
2022-03-12 18:00:00,2,16,18,17,14,16,19,16,18,16,17,16,15,14,16,14,16,12,13,12,13,15,14,11,17,16,11,21,19,19,21,21,21,22,21,21,24,27,26,22,28,28,30,31,39,40,40,36,26,22,19,18,16,16,21,22,15,11,8,6,1,2,3,9,11,12,13,10,10,12,15,15,19,16,14,15,12,12,11,17,19,18,16,17,18,18,17,18,19,21,22,26,34,32,33,33,32,31,30,27,26,23,26,28,32,32,26,25,24,21,22,21,16,17,15,14,14,12,11,9,4,1,0
2022-03-12 19:00:00,1,7,6,6,7,8,9,18,17,15,17,16,9,15,13,13,14,14,13,9,11,10,7,6,8,10,6,9,11,13,17,18,16,17,15,12,22,12,23,24,20,22,23,23,24,22,28,23,19,20,21,20,16,14,20,19,17,12,10,6,2,1,2,5,7,10,12,10,9,5,8,7,7,8,8,9,5,8,8,11,12,18,14,16,18,10,9,10,7,13,14,13,15,20,24,21,23,18,22,17,21,24,25,24,22,19,21,19,19,17,17,14,10,17,16,9,7,6,5,1,2,2,0
2022-03-12 20:00:00,4,6,7,4,9,12,17,16,17,14,12,11,16,8,16,13,9,6,7,6,4,4,5,4,7,7,5,6,7,8,9,27,28,24,19,17,11,18,16,19,24,17,21,21,22,21,25,22,18,19,16,14,10,9,17,13,10,9,4,4,1,1,0,3,4,6,0,10,9,11,12,4,13,12,9,8,4,6,5,7,8,9,9,11,10,5,7,8,6,8,8,9,14,17,19,20,15,16,14,21,20,19,18,17,18,21,27,25,22,27,31,32,30,23,22,22,15,14,9,10,4,1,0
2022-03-12 21:00:00,0,3,2,3,1,5,6,6,1,5,3,5,7,6,4,3,5,5,5,4,3,4,3,4,5,6,5,6,7,9,10,11,12,12,12,12,12,20,16,27,29,23,28,19,20,19,20,20,16,21,20,15,13,10,13,10,10,6,5,6,1,0,2,4,5,6,7,9,7,8,6,8,9,8,13,13,9,8,9,11,11,0,10,12,11,10,11,10,11,8,14,20,24,25,27,27,16,0,11,28,26,28,26,24,23,21,24,25,17,18,22,24,10,22,18,12,10,8,7,6,3,1,0
2022-03-12 22:00:00,0,0,0,0,0,0,0,1,7,6,0,5,5,7,9,8,7,6,4,5,3,6,4,0,7,0,0,4,11,13,6,15,13,13,14,13,14,13,14,15,15,11,25,24,28,28,33,29,25,26,25,17,12,15,20,14,10,7,5,2,0,1,2,3,3,4,5,8,3,10,8,9,5,6,6,7,5,5,5,8,6,6,8,6,9,5,7,8,9,11,10,14,19,22,18,23,22,20,19,22,23,22,21,19,14,14,20,17,25,28,27,28,23,22,19,15,12,11,9,7,4,2,0
2022-03-12 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,13,11,18,19,18,15,19,21,17,20,19,18,18,15,13,5,11,16,15,16,8,6,4,1,0,3,4,4,6,8,13,6,12,11,11,9,7,0,8,6,6,6,7,6,0,5,8,9,10,15,10,12,7,6,9,19,25,26,17,25,18,24,25,24,19,16,15,14,13,14,10,9,8,12,11,6,10,5,5,7,6,4,1,1,0,0
2022-03-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 04:00:00,0,0,1,3,4,5,5,11,14,10,13,0,14,15,17,17,18,15,14,0,13,13,4,0,12,11,0,10,9,9,8,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 05:00:00,1,3,2,3,4,0,6,7,8,7,6,5,8,0,3,4,0,9,8,8,3,7,6,2,0,0,0,0,0,6,5,4,0,1,4,5,7,10,9,9,4,0,9,7,5,8,0,9,8,6,8,9,8,0,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 06:00:00,0,3,0,2,3,3,6,5,6,5,6,7,5,6,8,9,9,10,9,9,8,9,9,3,8,0,6,3,7,7,6,3,5,6,5,0,0,5,2,4,0,0,3,3,4,5,8,4,7,6,5,2,4,3,4,2,4,0,3,0,1,0,2,4,3,5,3,6,0,7,8,7,5,0,0,8,5,4,0,9,0,0,6,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 07:00:00,1,2,2,4,1,4,5,6,9,6,7,6,6,7,8,8,4,3,8,6,0,5,7,7,5,1,0,6,1,5,4,0,3,4,3,4,4,6,5,3,5,0,2,4,3,0,3,2,3,5,5,6,5,6,5,2,0,3,1,0,3,1,3,3,4,7,3,6,6,7,8,11,10,8,12,13,9,12,9,8,2,8,7,0,4,5,4,6,0,7,3,2,1,0,0,0,0,0,0,2,0,1,0,0,2,0,0,1,1,3,3,0,0,3,4,4,3,0,2,0,0,0,0
2022-03-13 08:00:00,3,1,4,5,6,0,8,7,4,7,8,6,4,6,2,4,3,7,6,7,7,6,7,0,6,8,7,3,6,4,2,2,2,3,2,1,2,3,0,3,3,0,5,5,6,5,9,10,6,4,9,7,5,4,4,3,2,1,2,0,2,4,3,5,8,9,9,10,6,11,14,15,14,13,17,20,18,18,10,11,7,0,8,8,7,7,8,4,6,3,2,7,0,6,5,6,4,0,0,0,0,3,0,5,7,6,8,0,9,6,12,11,14,14,14,12,5,0,8,9,5,1,0
2022-03-13 09:00:00,6,2,11,15,15,20,25,8,7,9,11,12,11,10,12,13,12,15,14,15,16,19,20,19,20,0,7,16,14,10,11,10,6,2,5,7,2,5,6,7,8,0,11,12,14,15,9,11,12,13,13,15,14,13,13,12,9,5,4,1,3,11,1,14,6,14,16,14,16,18,23,21,23,26,24,22,19,17,11,10,9,8,10,8,7,6,7,7,8,6,6,4,3,5,0,5,4,0,0,3,2,5,4,5,4,6,4,6,5,6,10,11,11,11,5,10,8,8,8,6,5,0,0
2022-03-13 10:00:00,2,5,10,6,7,9,10,31,30,27,31,26,21,22,17,18,14,10,8,8,9,9,11,9,9,8,6,7,6,4,2,3,3,4,7,6,5,5,6,3,7,10,11,12,14,12,18,16,14,13,11,10,7,9,7,4,3,3,2,1,2,4,5,9,10,12,16,12,11,10,16,21,20,17,20,26,25,18,21,19,19,18,16,11,10,7,13,12,9,11,8,11,13,2,2,1,0,2,1,0,3,0,1,0,2,1,8,9,10,8,7,8,7,13,15,13,6,14,6,11,10,2,0
2022-03-13 11:00:00,1,6,7,4,5,8,10,13,17,12,14,16,19,15,15,14,18,20,21,20,20,19,21,21,22,23,21,19,17,12,11,10,9,8,10,4,11,7,12,14,5,13,8,15,18,20,22,19,9,8,7,6,5,4,4,4,4,3,1,1,2,3,5,8,10,11,11,15,16,17,16,23,25,25,26,24,21,18,21,22,14,23,26,25,26,23,23,4,21,21,20,19,17,7,16,11,12,0,12,11,12,6,6,8,9,7,10,11,7,5,6,4,5,6,6,5,5,4,7,0,6,0,0
2022-03-13 12:00:00,0,2,6,10,11,11,19,22,20,15,18,20,17,12,2,12,12,10,10,11,13,11,13,14,15,16,16,15,11,13,12,13,10,12,14,13,9,10,13,9,14,0,10,14,12,12,15,15,17,15,12,10,8,8,10,9,5,3,0,1,3,6,10,12,16,18,19,15,16,18,17,37,33,31,30,27,26,21,21,22,11,17,21,18,19,18,19,21,20,20,21,15,18,15,14,13,11,12,10,13,16,22,23,23,26,30,22,6,21,20,15,13,15,16,16,16,13,14,14,15,9,1,0
2022-03-13 13:00:00,5,8,9,9,10,12,14,18,20,17,17,13,18,18,23,24,24,26,20,19,23,22,20,18,17,18,16,15,15,11,10,11,10,10,11,12,13,13,12,13,10,14,21,19,20,22,24,24,23,22,14,9,17,16,12,9,6,4,6,3,3,7,6,14,15,19,18,15,12,16,26,28,25,26,28,27,27,25,25,28,18,28,23,21,19,22,27,25,21,21,21,13,17,18,17,15,11,14,11,10,9,8,12,16,18,16,14,16,16,13,13,11,12,12,11,10,9,7,0,4,8,3,0
2022-03-13 14:00:00,1,6,7,10,0,13,12,17,16,12,18,18,20,23,22,22,20,23,23,22,19,21,21,20,25,23,22,22,18,13,14,9,14,12,17,16,15,8,13,12,14,16,11,14,14,11,15,11,10,10,11,9,10,7,20,19,16,14,15,11,1,3,4,9,0,11,12,14,15,16,13,17,16,18,19,22,18,21,16,17,18,17,20,18,20,26,26,25,23,20,22,20,21,18,20,17,20,21,16,14,8,17,18,17,15,12,9,7,8,13,14,15,12,9,11,11,7,11,9,9,6,2,0
2022-03-13 15:00:00,2,11,12,14,13,14,15,13,14,13,15,16,13,14,16,12,13,12,15,15,14,13,18,17,17,11,16,16,17,17,12,17,16,17,20,21,20,17,17,19,21,18,18,18,19,18,17,18,15,15,14,8,7,8,8,4,3,4,3,1,1,5,7,11,12,17,16,13,17,18,17,13,17,18,10,17,15,14,14,17,16,13,16,16,15,12,10,13,12,12,14,18,19,20,18,19,18,0,20,17,17,19,20,21,21,19,24,21,20,20,18,17,14,14,12,7,9,12,11,9,4,1,0
2022-03-13 16:00:00,1,8,17,26,28,27,32,30,33,32,37,35,23,26,28,24,26,26,25,25,24,23,25,22,23,13,9,22,17,18,17,18,18,19,17,15,16,20,18,23,24,24,23,16,23,23,21,20,20,22,19,21,17,14,17,13,12,8,6,6,2,4,3,10,12,12,9,12,11,9,11,11,13,11,9,21,15,20,15,25,24,24,23,20,9,20,18,18,19,23,24,24,20,23,26,28,23,27,25,23,22,24,32,31,27,24,24,7,17,19,19,20,18,17,16,12,8,9,6,8,8,0,0
2022-03-13 17:00:00,1,12,13,4,10,11,13,11,3,17,16,17,10,10,8,9,10,12,12,13,11,11,9,9,11,8,10,12,15,18,14,19,21,18,20,19,15,18,17,24,21,18,18,22,23,20,22,21,21,21,17,16,11,10,15,11,13,14,10,7,2,3,2,10,13,7,12,9,4,9,10,13,15,22,21,20,18,15,15,13,15,12,11,14,13,12,11,13,16,18,16,18,23,21,16,19,16,18,21,22,21,25,25,23,23,23,25,24,20,17,17,20,17,20,18,20,20,17,14,10,3,2,0
2022-03-13 18:00:00,2,8,9,10,10,10,14,12,13,12,13,12,14,17,17,14,15,14,15,13,11,7,7,6,9,0,10,16,17,17,19,18,19,19,20,21,23,24,25,35,34,31,30,31,33,27,32,29,26,25,20,15,13,10,13,13,12,9,7,2,2,4,2,7,8,10,11,10,8,9,10,13,12,15,18,16,16,15,18,17,14,14,17,15,14,11,10,9,10,13,15,18,23,24,24,13,23,0,22,19,20,21,20,25,23,27,20,21,21,18,26,25,23,26,24,16,11,9,8,5,2,2,0
2022-03-13 19:00:00,1,6,10,11,4,7,9,8,1,2,6,7,6,8,6,9,11,12,13,6,10,5,7,0,8,0,6,8,14,15,12,12,14,10,15,15,14,12,10,13,16,18,19,25,25,24,24,24,23,19,19,19,16,17,20,17,16,8,9,6,2,0,0,5,3,6,7,16,17,18,16,13,14,15,17,18,12,11,9,10,12,10,8,8,9,9,8,8,7,9,10,12,13,15,13,17,16,14,14,15,18,22,22,21,25,22,23,20,16,17,15,14,12,13,11,11,11,9,6,7,5,2,0
2022-03-13 20:00:00,1,4,5,4,4,13,12,13,14,12,11,10,9,10,7,6,0,10,9,8,7,6,7,7,5,7,0,8,10,11,13,17,16,17,19,18,15,19,24,16,18,19,17,12,17,17,21,19,19,18,14,12,11,10,15,13,10,7,6,4,3,3,4,7,1,5,8,9,8,9,8,7,8,8,9,9,7,7,7,6,6,7,8,9,0,5,8,5,8,3,7,9,13,14,15,8,0,0,13,16,13,15,10,9,14,12,10,15,15,17,24,20,14,11,8,9,6,6,5,4,1,1,0
2022-03-13 21:00:00,0,1,1,0,0,1,3,2,0,1,3,1,4,3,4,3,4,6,6,7,2,10,9,9,14,2,3,12,11,13,18,20,13,21,24,23,23,28,29,31,20,32,32,34,38,23,38,31,28,20,19,15,14,10,13,9,10,7,5,2,2,0,3,3,5,8,9,10,6,13,14,11,9,10,0,10,10,8,7,11,11,10,10,9,7,8,4,3,4,2,6,10,11,16,17,18,19,15,17,18,21,20,25,21,20,15,23,22,19,14,13,12,10,18,19,17,14,9,8,5,2,0,0
2022-03-13 22:00:00,0,1,0,0,0,0,1,2,0,4,0,2,5,6,7,6,1,7,8,5,7,5,5,4,8,0,7,9,13,12,10,15,16,9,16,14,13,14,21,23,16,15,22,25,24,18,20,17,16,18,18,17,17,16,13,12,10,6,4,3,0,0,0,1,5,3,4,8,9,9,9,8,8,10,11,0,6,5,10,13,13,10,11,11,8,4,9,8,11,11,10,12,14,17,16,12,15,12,11,15,12,16,17,16,13,11,15,12,9,12,18,16,14,12,13,8,7,7,5,4,3,0,0
