Unnamed: 0,1_강동공영차고지,2_강일초등학교,3_미사강변루나리움.강일리버5단지,4_미사강변리버뷰자이.베라체,5_강동리버스트상가,6_강동리버스트6.7단지,7_강일리버파크3단지.1단지,8_강일리버파크4단지.2단지,9_강일리버파크4단지.5단지,10_강일초등학교,11_강동공영차고지,12_고덕리엔파크1단지,13_해뜨는주유소,14_상일동역4번출구.센트럴푸르지오,15_상일동역1번출구,16_고덕그라시움,17_고덕평생학습관.온조대왕체육관,18_강동아트센터.강동경희대병원,19_한영중고한영외고,20_길동자연생태공원,21_일자산입구.둔촌도서관,22_중앙보훈병원역2번출구,23_중앙보훈병원1번출구,24_보훈회관,25_보훈병원,26_약수터,27_길동사거리.강동세무서,28_강동역,29_천호역,30_천호역.풍납시장,31_영파여고.강동구청역,32_현대아파트앞,33_풍납동극동.쌍용아파트,34_잠실파크리오아파트상가.올림픽회관,35_잠실파크리오아파트앞,36_잠실나루역,37_잠실중학교.장미종합상가,38_잠실역.롯데월드,39_잠실5단지,40_잠실새내역.잠실2동주민센터,41_잠실엘스아파트앞,42_종합운동장사거리,43_잠실종합운동장,44_강남경찰서면허시험장,45_삼성역7번출구,46_봉은사.코엑스북문,47_삼성중앙역.플래티넘아파트,48_삼성2문화센터,49_한국토지주택공사앞,50_강남보건소.강남구립국제교육원,51_강남구청역,52_영동고교앞,53_씨네시티앞,54_도산공원사거리,55_도산공원,56_신구중학교,57_압구정파출소,58_한양아파트.압구정로데오역,59_일지아트홀,60_영동고등학교현대아파트,61_강남구청역,62_강남보건소.강남구립국제교육원,63_한국토지주택공사앞,64_라마다서울호텔앞,65_삼성중앙역.플래티넘아파트,66_봉은사.코엑스북문,67_무역센타,68_강남경찰서.강남운전면허시험장,69_잠실종합운동장,70_종합운동장사거리,71_잠실새내역4번출구,72_잠실트리지움아파트앞,73_잠실역,74_잠실중학교,75_잠실나루역,76_잠실진주아파트,77_올림픽회관,78_풍납동극동.쌍용아파트,79_강동구청역농협중앙회,80_강동구청역1번출구.영파여고,81_천호역,82_천호역6번출구.천호사거리,83_강동역.강풀만화거리입구,84_길동사거리.강동세무서,85_약수터,86_보훈병원,87_보훈회관,88_중앙보훈병원1번출구,89_중앙보훈병원역3번출구,90_일자산입구.둔촌도서관,91_길동자연생태공원,92_한영중고한영외고,93_강동아트센터.강동경희대병원후문,94_강동경희대병원.명일동이마트,95_고덕그라시움,96_상일동역8번출구,97_상일동역6번출구.고덕아르테온,98_해뜨는주유소,99_고덕리엔파크1단지,100_강동공영차고지,101_강일초등학교,102_강일리버파크5단지.4단지,103_강일리버파크2단지.4단지,104_강일리버파크1단지,105_강동리버스트7.6단지,106_강동리버스트상가,107_강동리버스트8단지,108_강일리버5단지.미사강변루나리움,109_강일초등학교,110_강일리버파크6단지
2022-03-13 18:00:00,0,1,0,1,4,7,2,10,8,11,8,12,12,10,10,10,10,9,8,7,6,4,3,4,5,9,8,7,4,3,4,1,5,4,3,3,3,5,6,4,3,1,6,0,6,5,6,7,5,6,5,4,1,2,1,2,2,4,5,9,7,8,10,10,9,10,12,6,12,11,13,9,11,12,7,11,10,11,10,9,10,19,20,18,9,7,2,5,24,0,23,21,20,21,16,16,19,6,18,17,15,13,11,9,4,3,0,0,0,0
2022-03-13 19:00:00,0,0,0,0,3,6,7,8,4,9,10,12,11,6,5,0,4,4,5,3,4,4,4,2,3,5,7,4,4,5,4,3,4,4,3,5,4,5,4,3,1,2,2,1,3,4,5,1,3,5,2,0,4,0,5,4,4,5,8,15,7,5,5,3,5,5,4,3,3,2,5,0,12,6,15,7,14,9,9,8,9,12,12,10,9,5,3,5,17,5,16,13,12,11,9,12,29,32,0,31,30,28,4,23,13,7,3,1,0,0
2022-03-13 20:00:00,0,0,0,1,2,0,2,0,0,0,3,0,0,3,4,2,4,3,4,4,4,3,4,6,4,6,0,4,7,6,5,4,6,3,4,3,2,4,2,2,4,4,3,2,2,5,4,3,2,0,2,0,3,1,1,5,4,5,10,8,5,5,6,7,8,7,8,7,9,6,10,6,13,17,16,15,0,8,6,7,7,12,8,12,7,3,0,4,14,0,15,14,13,12,11,15,19,19,18,17,2,16,15,14,8,0,0,0,0,0
2022-03-13 21:00:00,0,0,0,3,4,1,0,5,6,5,6,6,6,4,5,0,6,7,8,0,6,4,4,3,5,2,5,7,10,8,7,3,8,0,1,5,7,5,0,4,3,0,15,17,19,13,9,7,1,7,5,0,5,4,3,0,3,4,8,9,10,8,5,1,3,4,6,8,13,13,15,19,21,11,17,21,19,18,19,18,17,20,13,12,9,7,3,6,10,8,9,7,10,11,10,7,19,17,15,14,13,5,7,6,2,3,0,0,0,0
2022-03-13 22:00:00,0,0,2,0,4,2,0,0,5,6,2,7,6,5,3,0,6,6,7,6,6,4,6,4,5,4,3,3,4,6,5,4,3,0,2,0,3,4,0,1,0,0,4,0,0,6,4,3,3,2,1,2,3,0,3,0,2,1,6,14,5,7,3,6,5,0,1,0,6,7,11,5,9,10,11,8,11,10,9,8,7,10,10,11,6,5,4,4,19,9,18,13,11,9,7,9,16,14,13,6,14,13,6,4,4,2,0,0,0,0
2022-03-13 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,4,0,0,0,3,0,4,3,2,0,3,1,0,4,3,1,1,0,0,0,2,1,1,0,0,0,0,4,6,8,3,9,0,8,7,3,8,7,2,8,10,0,5,11,6,6,10,9,7,8,8,13,14,12,9,6,1,0,10,0,4,8,8,10,8,8,14,13,14,9,8,11,6,10,5,2,0,0,0,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,0,0,1,2,3,6,0,2,0,3,4,5,6,8,10,0,0,10,8,10,9,5,0,6,7,15,23,29,34,33,18,34,35,24,33,29,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,0,0,0,4,6,10,0,11,12,9,6,0,8,7,8,9,10,11,12,9,6,5,0,3,4,8,7,9,8,10,13,6,10,22,21,21,18,13,24,23,10,11,18,11,8,8,5,5,4,0,4,2,1,0,1,2,3,1,1,0,0,0,0,3,0,0,1,2,3,4,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 06:00:00,0,1,2,5,11,14,16,21,24,28,26,27,26,19,22,17,23,21,26,26,21,6,5,4,5,7,8,10,6,8,9,7,9,9,9,7,7,9,8,7,5,4,3,6,6,3,6,3,5,0,5,4,3,2,1,0,1,2,0,1,0,3,0,2,1,0,2,2,3,2,3,2,6,5,0,4,3,5,5,4,8,7,7,9,8,9,6,8,10,9,0,3,4,3,3,9,12,9,6,6,7,5,0,0,5,1,1,0,0,0
2022-03-14 07:00:00,0,1,2,11,19,36,33,41,43,39,44,41,42,36,39,44,45,46,54,52,46,10,7,10,13,17,18,14,17,19,20,20,23,28,29,29,15,16,17,16,15,17,13,11,11,10,17,17,17,15,17,10,13,6,4,3,3,2,3,3,4,4,3,3,3,2,3,0,4,3,5,6,8,11,12,20,25,24,21,11,10,15,18,21,20,21,22,18,28,29,29,12,11,9,8,7,11,12,12,11,9,4,8,5,5,1,0,0,0,0
2022-03-14 08:00:00,0,0,2,12,26,43,45,46,51,55,51,49,49,35,38,39,38,36,44,56,40,15,15,13,16,20,19,22,22,24,25,24,28,28,29,21,20,23,28,25,26,24,21,20,21,21,26,26,25,23,47,43,32,14,9,3,5,6,4,9,8,11,10,11,10,8,5,6,8,9,12,11,10,8,6,4,7,7,8,11,10,13,13,12,12,17,18,15,14,14,14,14,11,7,7,8,12,11,3,5,4,6,10,9,5,1,0,0,0,0
2022-03-14 09:00:00,0,0,1,3,6,22,22,23,22,23,24,18,20,18,20,21,19,23,28,24,20,7,4,7,12,13,13,15,14,15,14,16,19,20,19,17,12,10,12,12,14,13,13,11,10,10,13,20,19,12,41,33,20,9,6,1,2,3,2,2,3,4,5,6,6,5,1,7,1,3,3,4,7,7,6,8,7,7,8,7,8,9,10,9,7,8,7,7,9,0,0,7,5,7,1,5,10,0,4,10,9,9,8,8,5,0,1,0,0,0
2022-03-14 10:00:00,0,0,0,3,8,13,14,13,15,15,17,17,18,16,18,19,17,16,18,16,16,9,9,13,14,13,14,10,13,14,14,12,12,5,10,11,12,12,14,11,12,10,9,10,9,8,14,15,10,13,21,20,9,6,4,2,3,1,3,4,3,4,3,4,5,1,2,3,4,3,3,0,7,6,6,2,4,5,6,9,11,15,10,8,7,7,6,5,11,10,0,8,4,8,9,10,4,3,0,2,0,0,1,2,2,0,0,0,0,0
2022-03-14 11:00:00,2,0,0,2,4,5,8,6,9,10,11,12,11,10,10,11,13,10,15,5,14,8,0,6,12,10,10,12,7,8,6,5,6,6,8,5,11,14,13,14,14,13,6,9,8,9,11,12,9,8,10,9,7,6,5,4,5,3,2,5,5,5,4,5,7,6,6,3,7,5,8,4,7,8,9,4,10,11,10,12,8,7,8,8,6,7,0,5,6,6,8,7,4,7,6,8,12,11,9,10,7,5,4,8,4,1,0,0,0,0
2022-03-14 12:00:00,0,0,2,4,7,11,12,14,16,14,16,17,10,12,13,12,7,11,12,11,6,7,4,9,12,10,11,11,9,7,5,8,8,8,10,9,7,7,9,7,7,2,4,5,7,6,8,7,5,10,7,3,5,0,3,2,4,4,6,5,7,3,8,9,7,2,8,4,5,8,9,8,12,11,14,13,12,11,6,7,7,9,11,10,13,13,4,4,9,6,6,9,4,7,8,3,11,10,9,8,4,5,4,4,2,1,0,0,0,0
2022-03-14 13:00:00,0,1,0,2,7,13,8,12,14,15,13,13,7,11,12,10,10,10,12,6,8,4,5,3,9,13,10,10,8,10,13,3,8,8,12,6,12,11,12,3,12,0,14,13,14,13,12,13,11,9,10,4,3,1,2,1,1,4,1,5,4,3,4,7,6,2,5,5,7,8,10,11,12,11,13,0,14,16,15,12,11,12,14,15,12,12,13,12,21,22,21,20,12,17,15,12,13,14,13,10,12,12,11,7,5,2,0,0,0,0
2022-03-14 14:00:00,0,0,2,5,7,9,3,10,5,0,7,11,13,9,10,7,8,11,10,0,8,5,0,8,13,12,10,9,9,8,7,3,0,4,6,4,5,6,6,4,3,2,3,2,3,3,4,5,4,4,5,4,1,2,3,2,4,3,4,8,7,7,6,8,6,6,5,8,9,9,11,10,12,12,7,11,6,11,9,11,10,10,12,9,10,8,6,6,10,7,9,10,10,9,7,9,14,14,16,11,10,11,9,10,8,2,1,0,0,0
2022-03-14 15:00:00,0,0,0,2,6,8,0,8,3,6,9,8,7,7,8,7,8,10,16,15,14,12,13,12,17,14,12,13,14,13,12,10,8,5,9,1,9,9,9,5,8,7,6,5,7,6,5,6,3,1,6,4,4,4,4,5,6,9,10,12,11,11,12,10,5,9,8,11,8,12,14,11,12,23,21,19,12,10,9,9,9,12,14,13,7,6,7,8,14,12,8,13,13,14,14,13,16,17,16,15,15,13,9,7,3,2,0,0,0,0
2022-03-14 16:00:00,0,1,0,3,7,12,7,16,10,17,18,18,17,11,10,9,8,14,23,15,18,15,14,16,18,20,19,18,10,8,26,27,28,28,19,14,11,6,5,4,3,5,6,4,3,4,5,6,4,5,6,3,3,2,2,0,3,2,4,11,7,8,8,8,7,11,14,7,15,16,12,17,17,21,21,25,28,20,18,16,16,16,17,17,9,7,7,9,24,23,23,24,21,21,19,17,23,24,22,21,17,16,15,13,9,4,1,0,0,0
2022-03-14 17:00:00,0,0,1,4,7,9,8,10,10,11,12,13,12,14,11,11,10,12,15,14,13,19,20,20,24,25,23,17,7,6,6,8,8,10,9,10,8,7,7,5,5,3,4,5,8,10,7,8,7,6,7,5,6,6,7,6,8,8,11,12,11,12,14,14,14,12,14,15,12,16,20,21,23,25,27,25,29,26,27,24,25,24,19,19,14,8,6,9,37,38,31,32,23,24,22,16,31,30,8,29,28,26,20,16,8,2,1,0,0,0
2022-03-14 18:00:00,0,2,1,3,7,8,4,10,11,10,13,13,13,12,14,13,10,14,15,0,11,9,9,9,11,26,27,18,15,15,14,14,17,16,11,8,11,10,10,9,7,2,6,8,9,6,8,8,9,7,8,7,4,5,4,6,9,8,19,31,12,12,13,14,13,12,12,19,20,19,21,16,28,31,34,35,35,32,31,31,29,28,28,18,15,11,14,35,66,65,61,49,47,43,17,24,40,41,28,36,33,31,26,24,14,6,1,0,0,0
2022-03-14 19:00:00,0,0,1,2,4,6,0,8,9,7,10,9,10,9,10,10,9,11,11,7,8,7,5,9,6,11,9,9,11,15,16,15,15,14,11,9,10,7,7,7,8,4,4,2,6,6,8,9,8,6,8,6,2,6,5,5,7,6,14,26,13,16,15,15,13,11,13,14,14,14,18,18,21,22,18,16,19,20,19,16,14,12,13,13,8,9,7,14,48,48,50,38,33,31,40,44,59,56,55,52,48,43,41,35,18,5,1,0,0,0
2022-03-14 20:00:00,0,1,0,0,1,1,1,1,2,3,4,5,2,4,5,4,4,5,5,4,4,6,4,7,8,6,6,8,11,10,8,9,6,7,8,3,7,8,4,4,3,3,3,1,5,2,5,5,3,3,4,3,2,2,1,4,7,7,11,14,12,9,7,13,14,11,12,14,13,12,14,11,11,12,12,12,14,13,11,13,12,14,13,12,10,7,6,8,22,0,21,14,15,16,12,11,17,18,10,21,9,20,19,17,9,3,1,0,0,0
2022-03-14 21:00:00,0,0,0,1,2,3,0,0,2,0,3,0,0,3,4,0,0,5,6,0,5,6,5,2,6,7,5,4,5,5,5,6,5,4,5,4,6,3,2,5,5,6,4,4,5,1,3,3,3,2,3,1,2,1,3,4,5,6,8,8,8,7,8,7,9,3,7,8,8,11,10,8,14,14,15,12,13,11,11,10,10,15,13,15,12,9,4,11,19,16,15,15,16,15,14,13,38,13,0,35,31,27,24,23,10,3,1,0,0,0
2022-03-14 22:00:00,0,0,0,1,1,2,0,0,4,5,6,0,0,5,4,5,5,6,8,3,7,7,8,2,5,5,7,7,10,10,11,5,11,0,9,7,8,7,8,6,9,10,0,9,8,4,6,4,5,4,5,6,5,3,5,3,1,5,10,11,11,13,11,11,10,9,10,8,8,10,10,11,14,12,14,11,14,13,13,13,11,12,12,8,6,4,0,5,14,15,17,13,14,16,15,14,18,16,17,16,14,12,9,8,5,3,1,0,0,0
2022-03-14 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4,0,5,0,2,4,0,5,6,3,5,3,4,3,5,3,6,2,7,5,5,5,3,2,4,2,2,4,5,2,5,5,5,8,4,7,6,7,0,8,5,8,10,0,8,0,9,0,7,7,8,10,8,8,6,6,5,3,1,2,8,0,0,4,13,12,11,11,23,21,18,0,16,14,7,15,8,3,0,0,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,0,0,1,2,3,8,0,3,0,4,5,3,7,9,11,0,0,10,9,11,10,8,0,9,12,17,25,31,34,35,37,38,0,37,0,34,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,0,0,0,4,6,9,0,10,12,10,5,13,10,9,9,0,2,8,6,0,3,4,0,3,3,7,6,10,11,13,17,16,9,10,15,14,14,15,14,24,10,19,14,10,8,3,6,4,3,2,0,0,0,0,1,2,3,2,2,3,4,0,0,3,0,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,0,1,2,6,11,25,26,33,34,39,20,23,21,18,17,12,16,20,28,20,22,6,5,3,6,8,7,7,8,10,9,9,8,7,8,8,7,8,0,9,7,5,7,6,7,6,5,0,4,2,6,0,5,2,1,1,2,3,0,2,2,3,1,2,1,1,2,3,4,3,5,6,7,8,4,11,10,6,3,6,7,7,8,10,7,9,5,2,2,0,1,0,1,0,0,5,5,0,4,0,0,0,0,0,0,1,0,0,0,0
2022-03-15 07:00:00,0,0,3,8,20,41,41,45,46,45,46,51,51,33,33,36,35,38,51,50,44,7,5,10,12,16,21,21,20,26,22,22,21,27,30,29,18,19,18,17,17,17,19,18,10,11,13,12,13,9,24,20,13,7,3,2,4,1,0,3,3,5,1,1,2,0,4,6,7,6,5,5,7,10,12,16,17,18,17,10,10,13,17,16,16,18,19,18,17,19,18,12,10,6,3,4,14,13,12,11,4,10,10,9,6,2,2,1,0,0
2022-03-15 08:00:00,0,0,3,13,22,38,39,43,45,47,49,49,50,42,43,42,40,43,51,50,44,8,10,9,13,16,20,25,30,32,34,33,33,37,40,32,28,25,27,27,27,24,24,19,21,21,25,23,22,21,32,29,20,8,6,2,2,3,5,7,2,6,6,6,7,5,4,3,4,4,7,7,10,8,10,10,11,8,6,7,9,10,13,12,16,14,15,12,13,8,14,18,16,12,12,11,16,14,13,11,9,13,11,5,6,1,1,0,0,0
2022-03-15 09:00:00,0,0,1,3,6,17,14,18,19,20,23,25,24,24,26,26,27,29,36,30,27,6,5,6,12,14,12,13,16,22,18,17,18,17,17,14,11,10,11,10,12,12,13,13,15,14,19,23,24,22,37,32,21,14,9,3,4,4,3,4,4,6,4,7,8,9,10,5,9,6,7,5,8,6,6,5,6,5,6,8,10,13,13,11,9,7,8,7,10,10,6,7,6,6,0,4,4,0,4,3,1,1,2,2,1,0,0,0,0,0
2022-03-15 10:00:00,0,0,1,2,8,13,14,15,19,24,17,24,19,18,16,15,13,13,15,13,10,6,9,8,12,13,13,10,10,5,11,10,9,9,9,9,8,8,10,8,10,11,7,5,8,7,10,12,13,11,20,17,10,7,3,2,2,2,3,4,5,6,5,4,7,6,4,9,8,6,4,1,6,5,5,4,7,5,8,6,7,8,7,7,9,9,8,4,6,7,3,9,10,9,8,8,10,4,0,9,1,8,4,3,2,1,0,2,0,0
2022-03-15 11:00:00,0,1,2,3,7,9,10,12,13,11,17,18,14,10,13,9,10,9,10,9,13,12,0,12,13,12,9,10,9,7,8,11,8,9,11,13,14,11,9,9,8,6,7,9,8,7,8,10,9,9,8,8,4,3,5,4,2,1,3,3,4,4,3,8,3,3,4,3,4,6,6,5,8,7,8,4,6,6,6,6,6,7,8,7,5,5,6,8,10,4,6,10,5,12,17,14,14,14,0,10,9,9,8,3,2,2,1,0,0,0
2022-03-15 12:00:00,0,1,0,1,5,9,8,10,8,9,9,9,11,9,10,6,10,15,15,16,13,10,8,7,11,14,14,13,10,10,11,10,12,11,11,10,10,10,9,10,10,10,7,9,4,11,10,9,8,6,8,6,5,3,1,3,4,4,6,3,4,3,3,3,3,2,4,3,6,5,7,6,8,13,7,5,5,7,10,10,10,7,7,6,4,5,2,4,6,7,0,8,8,6,4,5,5,5,6,0,5,4,3,8,2,1,0,0,0,0
2022-03-15 13:00:00,0,2,0,5,8,12,13,13,16,18,19,15,18,16,17,11,14,14,17,11,15,8,5,10,11,10,12,14,14,12,10,7,12,14,14,12,11,11,9,8,7,0,8,8,9,10,11,10,10,9,12,8,5,3,3,1,2,2,2,8,4,5,6,6,7,5,6,4,6,7,7,6,9,10,7,13,5,14,11,12,11,12,13,16,16,15,14,13,11,12,8,9,8,8,9,8,13,13,6,10,12,11,10,8,5,2,0,0,0,0
2022-03-15 14:00:00,1,0,2,2,5,11,12,12,13,14,15,15,16,10,11,10,9,12,9,7,15,10,11,12,15,14,12,9,7,9,11,11,9,8,7,6,9,9,9,8,7,6,3,3,2,7,8,10,9,8,9,4,4,3,4,4,4,3,4,8,7,6,7,8,5,7,7,6,6,8,13,12,12,13,14,15,11,12,12,14,13,18,15,13,10,9,9,5,10,10,9,8,8,13,12,11,14,16,12,15,14,13,12,6,5,1,0,0,0,0
2022-03-15 15:00:00,0,0,0,3,6,7,5,6,7,0,7,5,6,5,6,7,6,10,13,14,13,11,8,12,13,15,15,12,12,9,10,12,13,11,12,12,10,10,10,8,8,7,3,8,7,8,7,8,7,8,7,5,4,5,4,4,2,2,6,9,3,9,10,11,13,11,8,15,14,16,17,19,19,19,18,16,15,16,14,14,14,16,13,17,7,7,8,9,21,22,21,25,28,27,25,23,26,25,12,23,20,10,18,17,8,1,0,0,0,0
2022-03-15 16:00:00,0,0,1,9,14,13,14,16,8,11,15,14,15,13,16,9,16,21,27,28,26,21,13,20,22,24,18,14,10,10,42,43,44,35,28,16,17,18,17,13,12,9,9,11,10,9,11,11,10,8,9,7,5,4,4,4,4,7,6,8,9,10,9,10,7,7,7,7,10,10,13,10,12,31,32,30,21,20,18,23,22,16,17,14,7,5,7,9,20,0,19,20,19,19,19,20,25,26,25,23,22,20,15,8,6,2,1,0,0,0
2022-03-15 17:00:00,0,0,1,2,5,13,8,15,11,6,16,20,17,13,15,15,12,23,24,21,15,14,13,14,21,25,25,21,15,14,15,15,17,16,9,15,13,12,8,10,8,6,7,8,9,11,10,12,11,10,8,7,6,4,6,9,10,8,10,9,6,10,11,12,14,13,14,17,15,14,18,19,16,17,19,18,19,17,19,19,14,15,14,15,13,8,7,14,26,27,26,28,26,22,19,17,29,30,30,26,23,22,20,19,10,3,0,0,0,0
2022-03-15 18:00:00,0,0,0,1,7,10,9,11,12,4,13,13,10,10,14,7,11,14,16,15,13,11,7,9,11,26,23,16,13,15,16,15,14,15,15,12,13,15,17,12,9,10,10,8,10,12,13,14,13,10,10,8,4,3,4,5,11,9,13,19,14,15,17,17,14,14,12,15,16,17,18,18,26,30,35,32,33,33,32,29,28,30,25,24,17,19,20,22,50,41,48,38,41,41,39,48,65,64,63,43,39,37,36,33,11,3,1,0,0,0
2022-03-15 19:00:00,0,0,0,1,4,5,3,2,4,4,5,3,6,7,3,6,5,9,10,7,9,6,10,4,9,9,8,6,5,8,9,6,8,6,8,6,8,10,11,11,11,11,9,8,10,12,9,12,11,10,8,6,5,7,6,6,6,5,15,33,17,18,16,15,14,9,14,10,13,14,14,13,13,15,17,13,18,16,17,19,12,17,17,22,16,13,9,27,51,17,50,38,32,31,29,32,55,54,62,58,55,53,47,40,27,7,1,0,0,0
2022-03-15 20:00:00,0,0,0,2,3,4,0,2,4,0,5,6,3,4,5,6,8,10,11,1,12,13,12,11,11,9,11,5,4,8,7,6,6,7,8,7,10,7,6,5,3,2,2,4,5,5,5,8,9,5,4,1,2,1,1,2,8,12,13,22,14,14,16,14,13,14,8,14,12,14,16,13,21,20,21,17,20,17,17,18,17,14,14,12,9,9,7,12,27,28,27,23,23,26,25,23,20,25,19,25,23,21,18,17,9,2,0,0,0,0
2022-03-15 21:00:00,0,1,0,1,3,3,0,0,1,0,3,1,0,3,4,3,3,5,5,4,3,3,5,4,6,3,5,5,5,8,6,6,5,6,5,6,5,5,4,3,2,5,5,4,5,6,10,8,7,4,6,4,5,6,3,5,6,5,12,21,11,11,12,12,12,10,13,14,13,12,14,8,18,23,15,19,17,13,14,13,11,13,16,17,10,8,7,8,19,20,17,17,19,19,18,16,15,14,13,12,13,12,10,8,4,2,0,0,0,0
2022-03-15 22:00:00,0,0,1,1,0,1,0,0,3,0,6,0,0,4,4,0,4,7,12,0,11,9,8,8,8,7,5,5,6,6,5,4,6,4,5,5,5,6,5,4,3,4,3,5,5,6,6,7,5,6,4,2,2,2,5,6,5,7,8,9,8,8,10,10,12,12,13,12,10,8,14,15,20,18,18,16,15,12,10,11,12,15,17,17,13,8,6,7,29,30,0,23,19,19,17,16,20,19,18,15,14,10,10,6,7,1,0,0,0,0
2022-03-15 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,0,6,9,6,5,6,5,3,4,0,3,2,3,3,3,1,3,2,1,0,6,7,0,7,4,2,1,4,3,4,1,4,3,3,5,10,11,10,11,6,11,12,13,13,9,13,9,14,10,14,13,14,12,14,10,7,11,10,9,8,5,3,2,5,4,9,0,8,6,6,6,4,5,11,9,8,0,2,8,6,6,4,1,1,0,0,0
