Unnamed: 0,1_신자초등학교앞,2_자양미소약국.자양골목시장,3_국민은행자양지점앞,4_자양아파트앞,5_동서울우편집중국앞,6_광진구청,7_광진경찰서,8_구의사거리,9_구의2동주민센터입구,10_어린이대공원후문아차산역,11_중곡동입구삼거리,12_군자역4번출구.용마초등학교,13_군자교입구,14_장한평역,15_청년회의소,16_답십리역사거리,17_답십리초등학교.현대시장,18_답십리2동시온교회앞,19_청솔우성아파트.답십리시장,20_전농우체국앞,21_전농래미안크레시티아파트,22_동대문중학교,23_래미안크레시티.답십리도서관,24_롯데캐슬노블레스,25_청량리역6번출구,26_청량리.청과물도매시장,27_제기동역.서울약령시,28_서울시동부병원,29_신설동역.서울풍물시장,30_신설동역,31_용두동사거리,32_제기동역.서울약령시,33_청량리수산시장,34_청량리역6번출구,35_전농시장앞,36_동대문구답십리도서관앞,37_동대문중학교,38_대한노인회동대문구지회,39_전농우체국앞,40_청솔우성아파트.답십리시장,41_답십리1동희망샘교회앞,42_답십리초등학교앞,43_황물로사거리,44_청년회의소.서울새활용플라자,45_장한평역,46_군자교입구,47_군자역5번출구.용마초등학교,48_중곡동입구삼거리,49_어린이대공원후문아차산역,50_구의2동주민센터입구,51_구의사거리,52_광진경찰서,53_광진구청,54_자양동잠실대교북단,55_국민은행자양지점앞,56_자양미소약국.자양골목시장,57_신자초등학교앞
2022-04-02 19:00:00,2,5,11,14,15,20,5,21,21,18,17,14,15,12,14,17,13,12,8,7,5,6,4,3,1,3,0,0,1,1,2,5,8,10,7,6,6,7,5,6,9,11,9,7,9,14,13,14,8,10,15,13,14,10,3,2,0
2022-04-02 20:00:00,1,6,10,13,3,9,3,4,8,6,7,6,9,3,8,13,9,5,8,6,4,0,3,4,3,1,0,0,2,2,2,4,6,5,5,6,7,2,5,6,5,5,8,4,10,9,10,5,9,8,8,9,7,8,5,2,0
2022-04-02 21:00:00,0,5,8,9,12,11,9,8,6,9,8,7,4,6,3,9,7,7,5,4,5,3,5,4,4,2,2,1,2,1,2,3,5,6,4,6,6,7,6,4,5,4,4,5,6,7,9,7,13,12,11,12,12,10,3,2,0
2022-04-02 22:00:00,2,3,5,7,9,8,8,7,6,7,6,7,8,10,10,13,12,10,5,5,4,5,4,5,5,3,1,1,0,3,4,2,6,5,7,5,2,6,5,6,4,3,7,6,5,9,8,7,8,7,8,8,8,4,2,2,0
2022-04-02 23:00:00,2,5,6,5,0,8,1,9,7,6,6,8,9,7,8,8,6,6,8,7,8,0,7,6,3,3,3,0,0,3,4,5,5,5,4,2,2,4,4,1,4,3,4,3,5,5,9,8,10,7,0,5,7,6,4,2,0
2022-04-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 04:00:00,0,1,4,5,0,6,5,0,0,4,0,6,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 05:00:00,1,0,4,5,3,3,3,6,4,5,3,4,4,5,1,4,2,4,4,3,3,0,1,3,1,0,0,0,0,0,0,1,2,2,3,0,2,0,1,2,0,0,2,2,1,0,2,0,3,4,0,0,0,1,0,0,0
2022-04-03 06:00:00,2,3,11,11,9,7,5,0,6,6,3,3,4,4,2,3,4,4,3,2,3,0,0,2,1,0,3,0,0,0,1,1,0,2,2,2,1,2,3,4,4,1,4,3,2,2,4,4,3,3,3,2,1,2,1,0,0
2022-04-03 07:00:00,2,3,4,7,6,5,6,7,7,6,5,5,6,3,4,7,4,2,5,4,4,1,5,3,2,2,2,1,0,0,1,1,1,1,3,0,5,3,4,3,4,5,6,3,3,2,3,4,5,6,0,5,4,3,1,0,0
2022-04-03 08:00:00,2,6,12,15,10,10,10,9,9,8,7,8,7,6,4,7,10,9,8,8,8,9,11,12,5,4,3,1,0,1,2,0,4,7,8,7,1,8,7,2,4,5,6,5,7,4,4,3,9,7,9,8,9,11,3,0,0
2022-04-03 09:00:00,5,8,16,16,15,18,20,21,16,16,15,10,11,12,10,14,13,13,13,15,15,11,12,14,10,9,6,5,2,3,1,4,5,7,9,8,10,11,12,19,14,14,19,20,15,19,13,10,11,13,13,13,11,11,3,2,0
2022-04-03 10:00:00,3,11,23,24,25,27,9,26,19,8,5,9,7,8,7,8,6,7,7,16,7,17,10,14,10,8,8,7,1,1,2,3,8,4,7,5,7,5,11,14,11,12,11,8,10,12,20,18,10,10,8,11,12,10,6,5,0
2022-04-03 11:00:00,4,6,14,17,19,20,22,21,16,14,14,15,15,6,16,13,14,15,12,16,12,17,15,18,18,8,4,2,3,1,0,2,5,0,2,7,7,4,8,11,12,15,14,8,12,9,11,5,6,10,9,6,7,0,4,2,0
2022-04-03 12:00:00,11,16,22,26,26,30,18,19,18,13,14,15,16,14,13,14,18,22,19,17,18,0,11,7,9,4,5,3,2,4,6,7,11,12,11,10,11,13,16,24,29,31,35,30,30,27,23,22,19,18,14,16,8,6,5,2,0
2022-04-03 13:00:00,5,8,13,14,15,14,29,29,21,18,13,17,19,19,17,18,19,19,17,13,12,11,14,13,9,5,4,0,5,6,5,7,20,21,19,18,17,16,21,22,20,18,15,20,19,17,18,17,27,24,21,17,16,12,8,2,0
2022-04-03 14:00:00,1,6,13,18,18,18,20,15,18,16,13,14,17,17,11,22,17,17,14,13,14,15,14,15,6,3,0,2,4,5,7,8,13,18,13,21,21,21,20,22,21,15,13,18,20,16,19,16,15,13,13,12,11,9,7,3,0
2022-04-03 15:00:00,1,6,13,14,14,14,13,13,13,11,15,18,17,14,15,16,21,19,16,15,15,11,15,15,11,7,5,4,3,4,4,8,14,16,14,12,12,13,14,13,16,19,18,17,18,17,14,13,27,27,25,24,23,16,8,4,0
2022-04-03 16:00:00,4,6,9,7,8,10,10,9,9,18,14,16,16,15,17,21,18,15,11,13,11,9,11,10,5,2,0,1,6,5,9,10,27,28,22,22,13,17,21,18,18,17,18,16,15,16,15,13,16,12,16,14,11,8,7,2,0
2022-04-03 17:00:00,5,6,13,10,13,15,14,8,14,13,14,16,15,17,17,26,15,19,13,11,13,12,10,7,4,3,3,2,7,8,9,6,13,20,21,19,22,24,27,26,24,17,14,19,18,20,15,14,13,16,14,13,13,9,6,1,0
2022-04-03 18:00:00,6,10,14,20,15,12,12,13,10,16,15,16,18,12,13,15,12,11,9,8,6,0,5,8,3,4,1,0,12,8,13,14,18,19,18,19,19,21,19,18,18,17,17,15,14,15,14,10,15,17,16,14,22,18,11,6,0
2022-04-03 19:00:00,7,10,13,13,13,17,15,9,14,17,10,13,11,24,23,29,29,21,12,6,4,2,6,1,2,1,0,0,2,2,0,4,8,9,3,6,6,5,6,6,9,8,4,7,9,10,11,9,14,12,13,13,10,8,4,0,0
2022-04-03 20:00:00,2,5,8,5,7,8,9,9,7,7,4,4,8,11,12,19,18,15,10,8,6,5,2,3,2,1,1,0,0,2,8,9,12,12,11,9,7,6,7,6,7,6,8,7,7,8,8,5,6,6,5,6,4,4,3,0,0
2022-04-03 21:00:00,2,10,8,11,8,11,17,6,13,9,8,10,10,8,7,8,6,9,5,2,4,4,4,5,1,0,0,0,2,2,1,4,10,8,6,6,6,7,10,11,8,10,9,10,9,7,7,7,7,6,6,6,7,5,2,1,0
2022-04-03 22:00:00,1,5,7,9,8,8,7,8,7,10,8,6,8,7,8,11,7,10,8,7,6,5,4,0,3,2,2,1,2,3,3,5,8,6,7,6,5,6,5,5,5,0,4,5,7,8,7,3,6,6,4,7,8,9,7,3,0
2022-04-03 23:00:00,4,6,5,3,6,1,5,0,3,8,4,8,5,9,1,13,11,8,6,5,0,0,3,4,3,1,0,0,0,0,0,1,2,5,6,6,4,6,6,8,9,9,0,3,6,5,6,2,7,8,6,2,5,1,2,1,0
2022-04-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 04:00:00,1,2,5,7,8,10,11,13,14,14,14,14,15,15,13,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 05:00:00,3,2,4,5,6,5,8,6,8,7,6,8,9,11,6,12,8,15,16,17,22,0,9,14,7,3,2,0,1,1,2,1,4,5,6,4,2,1,5,7,10,11,11,10,6,7,9,0,9,11,6,9,8,0,0,0,0
2022-04-04 06:00:00,3,6,12,15,14,11,10,5,6,7,8,9,9,8,6,5,7,7,8,6,9,12,11,10,5,2,1,0,1,1,1,2,3,2,2,1,4,5,7,5,8,8,8,7,6,6,5,6,7,7,4,7,6,5,2,1,0
2022-04-04 07:00:00,5,14,24,27,25,23,25,17,23,14,15,15,17,9,8,13,18,10,12,12,14,11,21,28,13,10,9,8,7,0,2,4,9,10,13,11,10,8,12,22,29,13,11,15,15,16,18,25,29,37,35,23,14,9,3,1,0
2022-04-04 08:00:00,6,10,26,28,20,23,25,27,26,26,27,28,24,20,19,19,22,24,22,24,24,24,28,35,25,15,9,5,2,2,3,2,7,7,8,9,5,12,19,23,26,30,27,25,27,34,41,48,48,46,38,31,18,13,4,1,0
2022-04-04 09:00:00,2,9,18,14,11,14,14,15,14,15,14,14,17,14,13,14,17,20,18,17,11,15,14,17,9,6,3,3,2,2,3,4,8,5,6,7,7,6,9,12,17,20,19,18,12,9,9,7,9,12,13,10,8,7,4,1,0
2022-04-04 10:00:00,3,6,9,10,8,10,11,13,12,10,10,12,13,14,16,13,14,13,10,11,11,11,13,14,8,4,2,1,1,1,2,7,14,13,10,9,8,6,11,14,15,16,18,16,13,11,12,11,13,6,4,12,10,3,2,1,0
2022-04-04 11:00:00,3,4,7,8,8,9,7,10,10,11,9,10,10,9,11,20,23,21,19,17,19,8,18,15,6,3,2,0,3,2,2,6,8,14,7,5,9,10,10,12,14,14,15,8,13,10,11,11,12,11,9,8,10,8,5,4,0
2022-04-04 12:00:00,2,3,7,6,7,9,9,11,10,9,9,8,9,7,6,9,10,10,9,9,8,8,9,10,7,4,3,3,3,6,7,9,14,15,15,16,17,18,17,17,18,9,14,15,14,14,11,8,12,11,12,12,11,10,5,4,0
2022-04-04 13:00:00,2,5,9,10,15,18,20,22,21,17,17,11,8,11,10,11,12,11,10,12,9,13,15,15,7,2,2,2,2,4,5,6,10,11,11,11,9,10,14,16,17,15,16,15,15,16,16,16,18,16,15,14,12,8,4,1,0
2022-04-04 14:00:00,4,7,9,10,9,10,11,13,11,11,10,10,9,12,9,12,13,12,10,9,9,11,9,10,7,3,1,2,4,5,4,8,18,22,23,24,23,21,23,23,21,20,18,14,12,11,9,8,8,8,9,10,9,7,5,2,0
2022-04-04 15:00:00,4,6,10,15,15,16,20,21,20,16,14,14,15,11,11,18,17,16,12,12,12,13,11,10,7,2,1,0,5,4,5,8,18,16,16,15,17,15,15,14,14,13,13,13,13,11,11,9,11,12,9,10,13,11,5,3,0
2022-04-04 16:00:00,4,6,10,16,14,14,16,15,16,12,12,12,12,13,16,16,17,14,12,11,11,11,9,9,5,4,2,2,4,8,5,10,15,22,22,22,20,21,22,21,22,12,13,15,14,14,14,14,20,22,19,24,19,16,7,5,0
2022-04-04 17:00:00,4,10,12,13,14,18,19,25,21,21,19,22,17,21,21,24,21,22,14,14,14,11,12,11,6,5,3,1,6,7,12,15,26,23,19,17,22,21,20,20,22,20,23,24,24,22,19,19,24,22,20,19,16,11,5,2,0
2022-04-04 18:00:00,5,6,12,14,18,28,28,31,27,28,27,24,26,32,29,41,38,29,17,14,9,10,11,7,5,3,3,3,6,10,13,14,26,27,21,22,22,26,28,28,29,26,27,28,32,30,32,27,27,26,26,27,22,18,8,2,0
2022-04-04 19:00:00,3,6,8,8,9,16,18,19,17,14,12,13,14,14,17,35,32,23,9,9,6,6,6,10,2,3,2,1,3,4,8,8,10,18,12,10,10,10,11,11,12,14,13,17,14,14,17,15,16,15,15,15,14,13,6,3,0
2022-04-04 20:00:00,4,6,7,8,9,8,6,9,9,6,6,9,7,8,8,19,14,11,5,8,7,3,2,1,3,3,2,2,4,6,7,12,14,15,12,10,11,9,6,6,3,5,9,8,8,8,10,10,10,9,8,9,6,6,3,1,0
2022-04-04 21:00:00,2,5,10,9,8,11,11,13,11,12,13,15,14,13,11,10,10,9,7,6,5,3,2,3,1,1,1,1,1,2,3,8,11,7,6,3,9,8,10,9,8,5,9,12,13,14,13,4,14,14,12,13,11,9,5,1,0
2022-04-04 22:00:00,1,2,7,8,9,11,17,18,17,14,12,11,10,8,10,14,12,11,6,4,5,4,2,3,3,2,1,2,2,3,7,9,11,10,9,7,5,6,5,5,4,4,5,4,5,4,7,0,8,9,9,11,13,10,4,2,0
2022-04-04 23:00:00,0,2,4,1,5,6,0,7,5,7,6,5,5,5,0,8,6,7,3,5,2,3,2,4,2,1,0,0,2,2,3,4,6,6,5,4,3,4,2,4,0,2,3,3,8,7,7,6,8,6,4,3,4,2,2,0,0
2022-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 04:00:00,1,0,4,5,5,8,10,11,10,13,14,15,17,17,15,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 05:00:00,1,2,4,5,6,6,7,7,6,7,7,9,9,8,7,7,9,17,12,20,23,3,24,17,5,3,2,1,1,1,2,1,3,1,1,1,1,0,2,3,7,9,6,10,10,8,8,7,7,9,8,5,3,1,0,0,0
2022-04-05 06:00:00,2,3,10,11,7,11,11,8,10,6,6,7,6,6,7,8,9,10,4,10,9,9,13,16,5,4,2,1,0,1,0,1,3,2,4,2,1,5,6,4,9,10,7,5,5,4,5,6,6,6,5,4,3,0,0,0,0
2022-04-05 07:00:00,5,12,21,19,18,18,14,15,13,15,14,14,14,10,8,9,10,13,14,18,19,19,27,32,19,11,8,9,7,1,1,3,4,5,8,8,8,6,9,17,23,20,15,15,16,17,17,22,25,39,39,25,15,9,3,2,0
2022-04-05 08:00:00,4,13,23,33,30,30,32,30,28,27,30,30,28,18,15,19,20,21,18,23,26,26,28,28,16,10,8,3,2,2,3,6,9,11,13,13,13,16,25,38,40,37,31,24,24,21,24,32,33,34,29,19,14,13,7,4,0
2022-04-05 09:00:00,4,11,18,17,14,13,15,10,16,17,19,17,14,11,8,12,12,13,18,20,21,22,24,23,15,12,4,7,4,3,2,2,8,9,10,8,6,7,11,15,13,17,13,11,14,12,11,8,15,17,18,13,8,5,3,3,0
2022-04-05 10:00:00,2,5,10,13,12,10,10,11,10,14,11,10,8,8,7,10,12,13,11,13,14,13,14,12,9,4,3,2,2,3,7,7,11,10,9,6,8,10,8,8,7,6,6,7,6,7,7,8,6,6,5,6,7,5,4,1,0
2022-04-05 11:00:00,2,5,6,8,7,8,8,7,7,8,8,8,7,8,8,11,9,8,10,11,10,6,10,10,6,4,3,3,3,6,3,9,12,12,12,9,6,7,13,14,14,14,14,14,11,8,8,9,8,9,9,6,4,4,6,2,0
2022-04-05 12:00:00,1,2,9,8,7,10,12,11,8,11,15,14,13,11,12,12,11,13,13,13,14,11,9,13,8,2,3,1,5,4,3,6,15,18,19,19,20,19,16,14,15,13,12,12,15,12,15,12,14,12,12,13,9,5,2,1,0
2022-04-05 13:00:00,4,4,8,10,9,9,10,11,11,11,11,13,14,12,11,15,15,14,13,12,11,12,14,20,14,7,4,3,1,1,3,4,13,15,14,13,7,13,11,12,11,11,12,14,12,14,12,9,8,8,7,7,6,6,3,1,0
2022-04-05 14:00:00,2,5,6,6,8,8,9,6,7,8,7,7,8,7,5,14,15,14,11,11,11,13,11,11,6,6,3,2,1,2,4,8,17,14,19,13,11,17,16,18,19,19,18,17,17,16,14,13,12,11,12,11,11,9,5,3,4
2022-04-05 15:00:00,2,6,9,19,14,17,17,18,17,18,14,15,17,16,18,17,16,17,17,15,16,14,17,18,7,4,1,1,3,5,3,8,16,17,18,17,15,13,15,16,14,13,12,13,14,14,14,13,11,11,9,11,8,6,3,2,0
2022-04-05 16:00:00,4,5,10,12,18,17,23,17,20,16,13,15,19,17,19,22,24,23,16,15,16,16,15,13,6,4,2,1,3,5,5,12,21,24,23,20,19,18,17,17,14,14,11,12,16,14,14,10,13,12,11,13,11,11,8,3,0
2022-04-05 17:00:00,5,6,10,14,15,16,17,21,14,13,12,11,13,14,13,21,22,18,10,8,11,12,13,15,8,6,5,4,4,5,8,10,17,22,25,30,31,28,25,25,22,19,19,21,22,23,22,22,26,26,25,27,30,21,8,4,0
2022-04-05 18:00:00,5,10,10,16,19,29,24,31,27,25,26,28,25,21,20,40,36,30,14,12,13,9,10,13,6,4,2,2,2,8,18,25,30,28,24,22,21,19,21,22,21,20,23,22,27,29,26,24,25,25,23,24,24,21,7,4,0
2022-04-05 19:00:00,3,8,9,11,15,18,16,16,14,18,16,15,16,17,18,47,40,32,19,13,12,10,12,9,6,5,2,2,5,5,7,10,24,29,26,25,24,25,25,23,23,25,25,20,22,24,24,21,21,20,16,16,16,10,6,3,0
2022-04-05 20:00:00,2,6,8,9,9,12,7,10,12,10,7,8,9,8,8,15,14,11,9,8,8,5,5,4,4,1,2,1,4,6,8,6,9,11,7,8,7,8,7,6,5,6,8,8,9,8,10,9,9,8,6,7,8,5,4,2,0
2022-04-05 21:00:00,2,4,6,9,8,9,9,9,10,10,13,17,16,14,14,19,18,15,10,4,5,0,4,5,3,1,1,3,1,1,3,8,14,14,8,7,8,8,7,6,5,6,6,6,7,7,10,8,9,9,10,8,7,7,5,3,0
2022-04-05 22:00:00,2,4,9,6,10,14,15,7,9,9,6,10,10,9,6,13,12,10,8,5,5,3,4,5,3,2,2,1,2,5,7,7,11,12,6,7,8,7,6,5,8,6,8,8,9,10,11,10,13,11,10,9,8,6,3,1,0
2022-04-05 23:00:00,2,0,2,4,5,5,4,4,6,7,8,7,8,9,11,13,11,11,10,8,6,1,5,2,0,0,0,0,1,3,5,7,8,10,7,5,5,3,3,5,1,5,0,0,4,3,9,8,6,5,4,4,4,0,2,1,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,1,4,7,8,8,10,12,13,11,15,0,14,15,18,17,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,3,2,6,5,6,6,5,7,6,8,8,9,9,7,7,8,18,20,7,22,23,4,22,17,7,5,3,2,1,1,2,1,4,5,4,3,0,1,2,4,7,7,6,8,9,10,12,9,11,12,0,0,5,2,1,0,0
2022-04-06 06:00:00,2,2,5,5,4,5,5,5,5,7,9,8,6,7,8,9,9,6,11,11,14,8,13,14,4,3,2,1,0,1,0,2,2,2,2,2,3,5,5,7,10,5,7,6,7,8,7,7,8,6,7,8,6,4,2,0,0
2022-04-06 07:00:00,5,9,17,22,17,19,19,18,19,16,16,12,15,11,11,10,14,15,14,15,16,13,24,26,18,11,8,3,1,1,3,4,7,5,7,10,6,8,12,14,15,14,12,13,14,20,27,32,31,27,31,19,14,9,3,2,0
2022-04-06 08:00:00,5,10,23,23,22,23,29,30,28,26,26,23,23,19,17,20,20,23,19,21,20,19,27,33,15,12,11,7,2,3,3,6,12,15,12,9,10,14,18,26,24,24,25,27,24,27,29,27,36,37,30,20,14,9,6,1,0
2022-04-06 09:00:00,3,8,11,19,16,14,15,13,13,13,18,19,21,13,13,13,12,15,12,14,15,16,18,19,17,10,5,3,1,2,3,3,5,9,7,6,5,7,7,12,15,16,14,14,13,10,12,14,10,10,11,9,7,4,3,2,0
2022-04-06 10:00:00,3,7,11,11,9,11,12,13,10,11,10,9,13,10,11,9,13,15,16,20,19,15,19,17,11,9,4,2,2,1,3,4,10,11,10,5,10,11,9,11,9,7,13,13,12,10,8,7,10,10,10,9,9,6,1,0,0
2022-04-06 11:00:00,3,5,9,10,11,13,12,11,10,11,13,12,14,11,14,16,16,17,17,19,20,19,19,14,12,6,4,3,4,3,4,8,12,13,12,13,9,11,12,14,12,10,13,12,10,11,13,12,10,10,11,8,7,7,3,1,0
2022-04-06 12:00:00,3,6,11,10,10,13,12,12,11,12,10,9,11,13,16,17,18,15,12,11,11,13,11,14,9,5,2,1,2,3,5,6,12,12,13,14,8,10,14,14,14,13,12,14,10,11,8,10,8,6,10,12,12,9,3,2,0
2022-04-06 13:00:00,1,4,8,9,9,11,13,10,11,12,15,16,14,14,13,15,19,21,18,17,11,18,17,18,10,4,3,0,2,1,2,4,12,11,11,11,10,10,15,16,16,17,16,19,12,15,17,18,14,15,13,12,11,8,4,2,0
2022-04-06 14:00:00,2,6,9,11,10,12,7,14,11,9,10,11,11,10,9,15,13,11,13,14,14,13,13,14,6,4,3,1,4,3,7,8,15,15,13,13,13,12,15,15,16,9,14,10,13,12,12,11,15,12,10,9,11,8,4,3,0
2022-04-06 15:00:00,1,7,6,10,8,14,22,28,26,22,19,11,11,11,12,19,20,19,15,11,11,9,8,8,4,3,1,1,5,7,10,9,20,22,20,13,14,11,15,13,14,12,12,12,16,16,13,13,15,12,16,17,14,10,8,7,0
2022-04-06 16:00:00,4,8,11,13,15,18,19,18,18,16,14,12,9,12,12,17,15,15,12,12,14,16,11,12,8,6,3,3,2,6,6,9,18,24,23,23,28,25,29,30,14,14,17,16,17,15,17,15,15,17,16,17,14,15,7,3,0
2022-04-06 17:00:00,5,8,16,16,16,24,26,27,23,17,15,17,15,15,16,19,21,19,12,9,9,10,10,9,7,7,4,5,7,6,9,13,20,26,25,24,23,22,23,31,26,28,29,29,28,24,27,23,23,23,21,19,18,14,7,2,0
2022-04-06 18:00:00,8,13,15,18,19,38,39,45,40,26,23,21,20,23,24,39,34,28,13,9,10,7,16,18,10,6,2,3,3,7,10,15,28,29,24,21,18,18,18,20,20,21,22,25,32,30,32,30,27,23,22,21,20,15,9,4,0
2022-04-06 19:00:00,2,8,10,11,13,17,12,17,21,17,21,19,20,23,25,32,29,26,11,10,10,11,9,8,4,7,6,3,4,5,10,11,17,21,18,16,16,12,14,10,12,10,10,12,14,14,13,12,14,17,19,20,17,17,10,5,0
2022-04-06 20:00:00,1,8,11,10,10,8,8,7,8,9,8,8,7,11,7,13,10,10,8,6,6,0,7,8,2,4,2,0,3,1,4,4,8,8,8,10,9,8,8,8,8,6,8,7,8,7,8,9,9,14,12,9,7,6,4,3,0
2022-04-06 21:00:00,1,5,7,8,6,11,13,12,11,13,12,11,10,8,11,13,10,9,5,8,7,4,3,5,3,2,1,1,3,4,9,9,6,5,7,7,6,7,7,8,7,7,4,9,10,12,12,13,11,9,7,7,7,6,4,1,0
2022-04-06 22:00:00,2,3,6,7,8,9,9,10,11,10,12,12,12,13,12,14,11,12,8,6,6,5,7,3,2,2,1,1,2,2,4,8,8,8,7,5,5,5,6,5,6,6,5,5,6,6,7,5,10,8,8,6,7,6,4,1,0
2022-04-06 23:00:00,1,2,3,5,8,10,9,0,6,11,12,11,9,11,9,13,13,11,8,5,2,4,0,5,2,1,2,1,0,3,3,4,2,6,6,2,3,2,4,4,2,0,2,3,2,3,2,3,3,2,2,5,6,5,2,0,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
