Unnamed: 0,1_강동공영차고지,2_강일초등학교,3_강일고등학교.강일리버파크7단지,4_강일리버파크9단지후문,5_강일리버파크9단지.10단지,6_센트럴풍경채.동일하이빌,7_미사강변동원로얄듀크,8_미사강변더샵센트럴포레.동원로얄듀크,9_강동리엔파크13.14단지,10_강동리엔파크11단지,11_강동리엔파크9단지,12_고덕리엔파크2단지.3단지,13_상일동역4번출구.센트럴푸르지오,14_고현초등학교,15_고덕숲.고덕센트럴아이파크,16_상일동산.롯데캐슬베네루체,17_상일근린공원,18_초이동,19_일자산입구.둔촌도서관,20_중앙보훈병원역2번출구,21_중앙보훈병원1번출구,22_보훈회관,23_중앙보훈병원1번출구,24_중앙보훈병원역3번출구,25_일자산입구.둔촌도서관,26_초이동,27_상일근린공원,28_상일동산.롯데캐슬베네루체,29_고덕센트럴.고덕숲아이파크,30_고현초등학교,31_상일파출소.고덕아르테온,32_상일동역6번출구.고덕아르테온,33_고덕리엔파크3단지.2단지,34_강일역3번출구,35_강동리엔파크9단지,36_강동리엔파크11단지,37_강동리엔파크13.14단지,38_미사강변더샵센트럴포레.동원로얄듀크,39_미사강변동원로얄듀크,40_센트럴풍경채.동일하이빌,41_강일리버파크10단지.9단지,42_강일리버파크9단지후문,43_강일고등학교.강일리버파크7단지,44_강일초등학교,45_강일리버파크6단지
2022-03-15 20:00:00,0,0,0,0,0,2,0,0,1,1,0,2,3,0,3,0,1,1,0,0,2,0,3,19,18,17,12,10,10,8,4,5,5,12,11,5,2,0,1,1,0,0,0,0,0
2022-03-15 21:00:00,0,1,0,0,0,0,0,3,1,0,0,0,1,2,1,1,0,0,0,0,0,0,1,18,17,8,13,8,5,4,3,6,0,8,6,4,1,2,0,1,0,0,0,0,0
2022-03-15 22:00:00,0,0,0,0,1,0,1,3,0,0,0,2,1,0,0,0,0,1,0,0,0,0,3,12,0,11,8,3,2,1,2,3,0,4,2,2,0,2,2,0,0,0,1,0,0
2022-03-15 23:00:00,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,6,7,6,5,3,4,3,4,6,4,2,1,0,0,0,0,0,0,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,0,0,0,0,0,0,1,0,2,2,1,1,2,2,3,5,9,6,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,0,1,1,0,0,0,2,2,4,7,8,2,3,4,6,16,22,20,21,0,0,1,0,2,0,0,4,0,3,3,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0
2022-03-16 07:00:00,0,0,0,0,1,1,2,1,6,14,12,6,8,11,14,20,34,33,25,1,0,1,2,7,0,4,7,10,11,8,6,4,0,5,4,3,4,0,0,0,0,0,0,0,0
2022-03-16 08:00:00,0,3,1,0,1,2,5,4,8,23,24,10,9,12,14,18,23,25,22,1,0,1,1,10,11,7,9,8,9,9,3,10,12,15,12,7,3,2,2,0,1,0,0,0,0
2022-03-16 09:00:00,0,2,2,1,3,0,1,1,7,9,6,3,4,4,7,9,14,17,15,1,0,0,0,5,0,2,3,4,4,4,4,8,2,8,7,4,3,0,0,0,1,0,0,0,0
2022-03-16 10:00:00,0,0,0,0,0,0,0,1,3,4,2,2,3,0,2,5,8,6,6,0,0,0,0,2,0,2,0,0,1,0,1,4,0,1,3,0,0,1,1,0,0,0,0,0,0
2022-03-16 11:00:00,0,1,1,0,2,1,1,0,1,3,4,1,2,2,0,7,3,4,0,0,0,0,0,2,0,0,2,1,4,0,2,3,0,0,2,2,0,1,0,0,0,0,0,0,0
2022-03-16 12:00:00,0,1,1,0,0,3,2,0,3,4,3,3,4,0,2,7,9,8,5,0,0,0,0,7,6,5,7,6,4,0,5,3,0,4,2,2,0,1,0,0,0,0,0,0,0
2022-03-16 13:00:00,0,2,1,1,0,0,0,2,3,2,3,1,2,4,4,3,4,3,3,1,0,0,1,5,0,5,4,4,3,3,2,2,3,0,1,0,0,1,0,0,1,0,0,0,0
2022-03-16 14:00:00,0,0,1,0,3,0,0,1,2,5,0,4,2,0,0,1,2,0,1,0,0,1,0,4,5,3,5,3,5,1,2,4,2,5,4,1,3,2,0,0,0,0,0,0,0
2022-03-16 15:00:00,0,0,0,0,1,0,0,0,1,1,4,0,3,0,2,3,4,3,2,0,0,1,1,8,0,9,6,7,10,9,4,5,0,4,0,3,0,2,1,0,3,0,0,0,0
2022-03-16 16:00:00,0,0,1,0,0,0,0,2,4,5,5,3,3,4,0,5,7,2,4,0,0,1,1,10,9,10,8,7,5,4,2,5,4,8,5,4,5,3,2,2,2,0,0,0,0
2022-03-16 17:00:00,0,3,0,0,4,3,0,3,3,6,2,4,4,4,5,3,4,5,4,0,0,0,4,27,8,18,13,9,7,0,6,5,0,4,3,0,0,0,1,0,2,3,1,0,0
2022-03-16 18:00:00,0,0,0,0,1,0,0,4,7,10,4,5,2,1,0,0,3,5,4,0,0,1,10,23,24,26,19,12,9,8,7,8,7,13,11,7,4,4,2,2,1,0,1,1,0
2022-03-16 19:00:00,0,1,0,2,2,1,0,2,2,4,2,1,1,0,0,0,0,1,0,0,1,0,7,48,45,41,31,25,21,19,14,17,15,17,16,6,4,4,5,4,3,2,0,0,0
2022-03-16 20:00:00,0,0,0,0,0,1,0,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,13,0,12,18,14,10,8,6,10,2,13,10,4,2,0,3,1,0,0,0,0,0
2022-03-16 21:00:00,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,14,11,11,8,6,5,4,3,6,3,10,9,4,2,1,0,0,0,0,0,0,0
2022-03-16 22:00:00,0,0,0,1,0,0,1,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,15,0,13,9,5,2,4,3,1,2,6,5,3,1,0,0,1,0,0,0,0,0
2022-03-16 23:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,4,7,5,4,0,3,2,7,2,4,1,0,0,0,0,0,1,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,0,0,0,0,0,0,1,0,2,2,2,1,0,0,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-03-17 06:00:00,0,1,1,2,0,0,1,2,3,7,7,3,4,6,5,15,20,10,8,1,0,0,0,2,0,0,4,5,0,6,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0
2022-03-17 07:00:00,0,0,0,0,1,2,5,2,9,16,17,12,10,12,14,26,35,39,30,2,0,1,0,8,0,5,5,6,8,8,3,5,0,6,5,2,3,1,1,0,1,0,0,0,0
2022-03-17 08:00:00,0,3,1,0,1,3,3,1,10,20,21,8,6,8,12,15,20,18,26,1,0,0,1,9,10,5,7,7,10,9,4,11,12,16,15,10,8,2,1,0,0,0,0,0,0
2022-03-17 09:00:00,0,2,6,7,0,1,1,4,4,7,9,7,5,7,8,13,20,20,16,1,0,1,0,4,0,2,2,0,4,3,3,6,2,7,6,3,5,1,0,1,0,0,0,0,0
2022-03-17 10:00:00,0,0,2,0,0,0,0,1,3,4,5,4,3,4,6,5,6,6,4,0,0,0,1,4,3,4,2,1,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0
2022-03-17 11:00:00,0,0,0,0,0,0,0,1,3,4,0,2,4,2,3,3,4,4,4,0,0,0,0,5,0,4,3,2,1,2,2,2,3,3,2,1,1,0,0,0,0,0,0,0,0
2022-03-17 12:00:00,0,0,1,0,2,1,3,4,3,5,0,3,2,0,3,3,5,5,4,0,0,0,2,7,0,6,3,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0
2022-03-17 13:00:00,0,0,0,1,0,1,0,0,4,5,4,4,3,4,3,5,8,3,7,1,0,2,3,8,0,8,4,3,3,2,3,5,6,1,0,4,0,0,0,0,0,0,0,0,0
2022-03-17 14:00:00,0,2,1,0,0,0,0,0,1,3,1,0,1,2,1,4,2,0,0,0,0,1,1,5,6,5,4,5,4,5,2,5,0,4,2,1,0,0,0,2,0,1,0,0,0
2022-03-17 15:00:00,0,0,1,0,0,0,1,1,2,4,3,3,3,4,4,2,3,4,0,0,0,1,1,6,4,7,5,4,5,3,2,4,0,0,1,3,5,4,2,0,2,0,1,0,0
2022-03-17 16:00:00,0,0,1,0,2,1,0,0,3,6,7,2,5,2,6,1,4,1,3,1,0,2,3,12,11,10,6,5,3,5,4,8,7,4,5,3,2,0,0,0,0,0,0,0,0
2022-03-17 17:00:00,0,2,1,1,0,1,2,2,5,3,6,2,3,4,0,3,4,5,1,1,0,0,4,27,26,22,9,8,7,4,2,4,4,5,3,1,2,1,0,0,0,0,0,0,0
2022-03-17 18:00:00,0,1,0,0,0,0,0,6,13,17,0,7,4,5,2,0,0,6,4,1,0,1,10,43,0,35,26,13,12,10,9,13,8,18,14,8,4,2,3,0,0,0,0,1,0
2022-03-17 19:00:00,0,0,0,0,0,1,1,2,4,5,3,4,3,4,4,2,3,0,2,0,0,0,5,26,0,22,18,17,14,10,11,18,15,18,16,9,7,6,5,0,0,1,1,0,0
2022-03-17 20:00:00,0,1,0,0,0,0,0,0,0,1,0,1,2,0,1,2,3,0,2,1,0,0,1,10,8,9,12,6,5,4,5,5,4,8,7,5,2,1,1,3,1,0,0,0,0
2022-03-17 21:00:00,0,1,2,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,4,10,5,6,6,5,4,2,1,6,4,9,8,4,3,3,1,0,0,0,0,0,0
2022-03-17 22:00:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,16,0,15,11,9,5,3,7,10,11,10,8,6,2,1,0,0,0,0,0,0,0
2022-03-17 23:00:00,0,1,0,0,0,2,0,5,0,4,0,4,2,0,0,0,0,1,0,0,0,0,1,10,9,0,9,1,0,8,6,5,3,8,4,3,1,0,0,1,0,0,0,0,0
2022-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 04:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 05:00:00,0,0,0,0,0,0,1,0,2,3,4,0,2,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 06:00:00,0,2,1,0,1,1,2,0,3,6,4,3,4,4,5,17,20,18,19,0,0,0,0,4,0,1,2,3,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
2022-03-18 07:00:00,0,0,0,0,1,2,4,2,8,14,13,10,11,11,13,25,35,38,28,1,0,2,0,8,0,6,5,7,9,7,4,3,0,5,0,2,3,1,1,0,1,0,0,0,0
2022-03-18 08:00:00,0,3,2,0,1,2,3,2,9,15,14,8,9,14,17,24,32,24,26,1,0,1,2,9,8,5,5,9,11,12,4,10,11,12,11,3,3,2,0,0,1,1,0,0,0
2022-03-18 09:00:00,0,1,2,0,0,3,4,3,4,9,10,7,4,8,12,19,22,22,15,1,0,0,0,3,2,1,1,3,0,1,1,4,0,5,4,2,3,1,1,0,0,1,0,0,0
2022-03-18 10:00:00,0,0,0,0,0,1,3,1,2,3,4,4,2,2,3,7,8,7,6,0,0,0,0,2,3,0,1,2,2,0,2,2,2,3,1,1,1,0,0,0,0,0,0,0,0
2022-03-18 11:00:00,0,0,2,0,1,0,1,1,2,3,3,2,2,0,3,3,2,3,2,0,0,0,0,2,2,0,2,0,2,1,1,3,0,4,1,0,3,1,0,0,0,0,0,0,0
2022-03-18 12:00:00,0,0,0,0,0,0,1,1,2,3,4,2,1,3,4,6,5,5,4,0,0,0,0,6,3,4,3,0,4,0,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0
2022-03-18 13:00:00,0,0,1,0,0,0,2,1,3,2,4,2,1,2,4,5,6,2,5,1,0,1,1,6,2,7,7,5,6,4,5,3,4,7,6,2,0,0,0,0,0,0,0,0,0
2022-03-18 14:00:00,0,0,1,1,0,2,3,2,3,5,0,3,1,0,1,2,4,3,2,0,0,0,2,9,3,4,5,2,6,1,0,3,3,3,2,0,0,2,0,1,0,0,0,0,0
2022-03-18 15:00:00,0,1,0,0,0,0,0,2,0,4,5,1,2,3,1,0,4,5,3,0,0,1,1,11,10,9,6,5,4,4,3,3,2,4,0,3,1,0,1,0,0,0,0,0,0
2022-03-18 16:00:00,0,0,2,0,2,1,0,1,3,3,5,1,3,3,2,3,4,3,3,0,0,1,3,10,0,8,7,5,6,4,3,6,4,4,3,2,1,0,0,0,0,1,0,0,0
2022-03-18 17:00:00,0,0,2,0,3,1,2,4,6,3,5,3,2,4,3,5,5,5,4,1,0,1,4,21,15,13,12,11,8,9,7,8,0,7,4,3,3,2,2,1,0,0,0,0,0
2022-03-18 18:00:00,0,0,0,1,0,0,0,3,7,9,10,5,5,1,0,4,3,8,6,0,0,1,7,37,36,34,25,16,11,10,8,9,7,12,10,9,4,2,2,1,2,0,0,0,0
2022-03-18 19:00:00,0,0,0,0,0,0,0,2,3,3,0,1,2,1,1,1,0,2,0,1,0,1,8,32,11,27,18,16,10,6,7,12,13,18,5,13,8,3,2,1,3,1,0,1,0
2022-03-18 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,1,12,0,10,8,12,13,10,7,9,5,13,11,7,1,0,0,1,0,0,0,0,0
2022-03-18 21:00:00,0,0,0,0,0,0,1,0,2,3,1,0,2,0,0,0,0,1,1,0,0,0,1,11,5,10,7,1,3,1,0,8,2,10,9,6,2,2,1,0,0,0,0,0,0
2022-03-18 22:00:00,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,2,0,1,0,0,1,11,6,9,6,4,3,2,1,2,2,5,4,2,1,0,1,0,0,0,0,0,0
2022-03-18 23:00:00,0,0,0,1,0,1,0,1,0,0,0,0,1,2,2,1,0,2,0,0,0,0,1,18,0,14,9,7,7,6,5,3,2,5,4,3,0,0,0,0,0,0,0,0,0
2022-03-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 04:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 05:00:00,0,0,0,0,0,0,1,0,2,0,3,2,1,0,2,0,0,3,1,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 06:00:00,0,1,0,0,0,0,0,1,1,2,0,1,0,2,0,4,0,2,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 07:00:00,0,0,0,1,1,0,1,0,4,9,0,2,1,0,0,3,4,5,1,0,0,0,2,5,0,3,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0
2022-03-19 08:00:00,0,0,0,0,0,0,1,0,4,5,1,3,2,2,0,2,5,4,2,0,0,0,0,2,0,0,4,3,3,0,2,2,1,3,0,0,1,0,0,2,0,0,0,0,0
2022-03-19 09:00:00,0,0,0,1,0,1,3,0,4,5,0,4,2,3,1,4,5,6,4,1,0,0,0,2,0,1,1,2,3,1,1,0,1,2,1,0,0,0,0,0,3,1,0,0,0
2022-03-19 10:00:00,0,0,0,0,0,0,2,0,5,6,3,2,2,2,3,5,8,0,6,1,0,0,0,3,4,2,5,3,1,4,2,3,1,2,0,1,0,0,0,0,0,0,0,0,0
2022-03-19 11:00:00,0,0,1,0,0,0,0,0,3,5,0,3,3,3,0,5,6,5,3,0,0,1,0,2,1,1,2,0,2,0,1,4,2,4,0,3,1,0,0,0,1,0,0,0,0
2022-03-19 12:00:00,0,0,0,0,0,0,1,0,4,4,3,3,2,0,0,3,4,4,1,0,0,1,0,4,0,4,3,3,1,2,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0
2022-03-19 13:00:00,0,0,0,1,1,0,0,1,2,2,3,2,2,1,3,0,3,0,1,0,0,0,0,8,0,7,4,3,3,0,2,4,5,0,4,3,2,1,0,2,1,0,0,0,0
2022-03-19 14:00:00,0,0,0,0,0,0,0,0,3,6,7,5,2,3,0,4,10,5,6,2,0,1,1,7,0,6,5,6,8,8,6,5,2,4,3,4,2,0,0,0,0,0,0,0,0
2022-03-19 15:00:00,0,0,1,0,2,1,0,1,2,4,0,1,0,0,0,3,4,0,5,0,0,0,0,7,0,4,3,4,3,3,2,4,0,2,3,3,1,2,0,1,1,0,0,0,0
2022-03-19 16:00:00,0,0,0,0,1,0,3,2,5,6,7,7,4,3,2,5,5,6,4,1,0,0,0,8,9,2,6,7,1,0,6,7,3,5,2,4,2,2,0,1,1,0,0,0,0
2022-03-19 17:00:00,0,0,0,0,0,0,0,1,0,2,0,3,3,0,4,4,5,6,5,0,0,0,0,7,10,8,6,5,7,11,9,9,4,5,2,2,1,0,0,1,0,0,0,0,0
2022-03-19 18:00:00,0,0,0,0,3,0,2,2,1,2,0,1,4,2,0,1,2,0,0,0,0,0,2,7,0,6,6,5,4,0,2,3,0,11,9,8,2,1,0,0,0,0,0,0,0
2022-03-19 19:00:00,0,0,0,0,0,1,1,0,2,0,3,2,1,0,0,0,1,0,0,0,0,0,0,7,0,2,4,5,5,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-03-19 20:00:00,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,1,1,0,0,0,1,2,8,0,7,6,4,0,0,1,2,0,5,3,2,2,3,0,0,0,0,0,0,0
2022-03-19 21:00:00,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,7,0,5,5,1,4,2,3,4,3,5,4,2,0,0,0,2,0,0,0,0,0
2022-03-19 22:00:00,0,0,0,0,1,0,1,2,3,0,0,2,1,1,0,1,0,0,0,0,0,0,0,8,0,7,6,3,7,6,4,2,3,4,3,2,0,0,0,0,0,0,0,0,0
2022-03-19 23:00:00,0,1,0,2,3,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,5,4,3,0,2,4,1,3,2,1,1,2,0,0,0,0,0,0,0
2022-03-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 04:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 05:00:00,0,0,2,2,0,0,3,0,0,0,1,0,2,0,0,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 06:00:00,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,4,2,0,0,0,0,1,2,1,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2022-03-20 07:00:00,0,0,0,0,0,0,1,0,2,3,3,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2022-03-20 08:00:00,0,0,0,0,0,0,1,0,2,4,0,4,1,1,0,1,0,1,0,0,0,0,0,3,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-03-20 09:00:00,0,0,2,2,0,1,3,0,2,5,0,3,1,2,0,4,7,0,0,0,0,0,0,1,0,0,2,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-03-20 10:00:00,0,1,1,1,0,0,0,0,4,5,4,3,2,3,1,3,7,0,2,0,0,0,0,2,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-03-20 11:00:00,0,0,0,0,0,0,4,3,4,6,0,5,6,0,7,5,9,8,7,3,1,0,0,2,0,2,2,3,4,3,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0
2022-03-20 12:00:00,0,0,0,0,0,0,1,2,3,2,3,2,2,3,3,2,4,5,6,0,0,0,1,3,0,1,2,0,0,3,0,3,2,0,0,1,0,0,1,0,0,0,0,0,0
2022-03-20 13:00:00,0,0,1,1,0,1,2,3,5,7,8,7,5,3,4,7,7,0,5,1,0,1,0,4,0,6,5,5,5,0,2,4,0,0,0,3,1,3,2,3,0,2,1,0,0
2022-03-20 14:00:00,0,1,1,1,0,0,0,2,2,4,0,0,1,2,0,3,2,5,1,0,0,0,1,6,0,0,8,1,2,0,6,5,0,0,1,0,4,0,1,0,0,0,0,0,0
2022-03-20 15:00:00,0,0,0,0,1,0,1,0,0,3,3,2,1,0,0,3,2,0,1,0,0,0,1,4,0,2,3,0,0,0,2,5,4,5,0,2,4,0,0,2,0,0,0,0,0
2022-03-20 16:00:00,0,0,0,0,0,0,0,1,0,2,2,1,2,0,3,2,3,3,2,0,1,0,1,5,0,3,3,2,3,1,2,4,2,6,5,1,2,0,0,0,0,1,0,0,0
2022-03-20 17:00:00,0,1,1,1,1,2,0,1,2,3,3,0,3,2,0,3,3,0,1,0,0,0,1,10,0,3,6,4,0,0,2,2,2,3,2,4,2,0,0,0,0,0,0,0,0
2022-03-20 18:00:00,0,0,2,2,0,1,0,0,0,2,0,1,2,0,0,2,0,1,0,1,0,0,1,6,7,4,3,2,1,0,0,3,4,2,0,0,3,1,0,0,0,0,0,0,0
2022-03-20 19:00:00,0,0,0,0,0,0,0,0,1,0,0,0,4,0,4,0,3,0,2,1,0,0,0,13,12,9,9,6,5,3,0,5,4,2,3,1,0,1,0,0,0,0,0,0,0
2022-03-20 20:00:00,0,0,0,0,0,0,0,1,2,3,5,4,2,2,0,2,2,3,2,0,0,0,0,9,0,9,7,4,0,0,5,6,0,7,0,2,2,1,0,0,0,0,0,0,0
2022-03-20 21:00:00,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9,0,0,5,2,0,0,1,7,0,8,3,4,2,0,1,0,0,0,0,0,0
2022-03-20 22:00:00,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,5,0,5,3,2,2,0,0,3,1,5,4,2,1,1,1,0,0,0,0,0,0
2022-03-20 23:00:00,0,1,0,0,0,0,2,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,0,1,0,5,0,0,4,2,0,1,0,0,0,0,0,0,0
2022-03-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 04:00:00,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
