Unnamed: 0,1_서울버스종점,2_장지공영차고지,3_아이코리아,4_송파글마루도서관.버들어린이집,5_송파파인타운3단지.한림예고,6_문정3차푸르지오아파트.송파파인타운1단지,7_문정동래미안아파트남문,8_문정현대아파트,9_가윤예식장,10_경찰병원.서울동부고용노동지청,11_제일오피스텔,12_가락시장.가락몰,13_가락시장남문,14_수서역KT수서지점,15_궁마을,16_태화기독교사회복지관,17_수서삼성아파트앞,18_일원본동주민센터,19_푸른마을아파트앞,20_연금매점,21_대치아파트,22_쌍용아파트,23_새마을운동중앙회,24_총회회관.휘문고입구,25_삼성역,26_삼성역7번출구,27_봉은사역3번출구.삼성1파출소,28_청담역.경기고교,29_진흥아파트,30_강남구청.강남세무서,31_청담동래미안아파트,32_강남구청역,33_세관앞,34_논현동사거리.학동역,35_영동시장,36_논현사거리.논현역5번출구,37_반포역,38_고속터미널,39_반포대교남단한강시민공원입구,40_한강중학교,41_용산구청.크라운호텔,42_국군재정관리단,43_이태원동남산대림아파트.용산동아파트,44_용암초등학교입구.이태원주공아파트,45_남산3호터널.서울애니메이션센터,46_롯데영프라자,47_우리은행종로지점,48_조계사,49_덕성여중고,50_세종문화회관,51_시청앞.덕수궁,52_시청앞,53_서울역버스환승센터,54_숭례문,55_남대문시장,56_남산3호터널,57_용산한신아파트,58_해방촌,59_용산구청.크라운호텔,60_한강중학교앞,61_반포대교남단한강시민공원입구,62_고속터미널,63_반포역,64_논현사거리.논현역4번출구,65_영동시장,66_논현동사거리.학동역,67_세관앞,68_강남구청역,69_삼성동서광아파트,70_강남구청.강남세무서,71_진흥아파트청담역,72_청담역.경기고교,73_봉은사.삼성1파출소앞,74_무역센타,75_삼성역,76_휘문고.대치2동주민센터,77_대치동은마아파트,78_개원중학교,79_개포주공7단지앞,80_일원동한솔아파트,81_상록수아파트앞,82_일원본동주민센터,83_시립수서청소년수련관,84_수서119안전센터앞,85_궁마을,86_수서역.로즈데일빌딩,87_문정2동주민센터.청소년수련관,88_훼미리근린공원,89_가락시장역,90_경찰병원.서울동부고용노동지청,91_건너말공원입구,92_문정동현대아파트,93_문정중학교후문,94_문정3차푸르지오아파트.송파파인타운1단지,95_송파파인타운2단지.구립송파복지센터,96_송파글마루도서관.버들어린이집,97_아이코리아앞,98_장지공영차고지,99_서울버스종점
2022-03-25 04:00:00,1,2,3,0,4,5,6,3,5,6,6,3,5,11,4,0,1,2,3,10,16,18,17,15,12,15,5,16,15,17,16,16,17,17,14,12,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 05:00:00,0,0,0,1,1,3,2,3,2,0,2,4,3,4,0,5,0,7,5,4,8,7,7,5,2,6,4,7,3,7,7,4,5,5,4,0,5,4,0,13,0,12,11,11,4,8,6,3,3,2,3,3,5,7,8,7,8,0,0,8,0,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 06:00:00,0,1,1,0,2,6,5,6,4,3,2,2,1,1,2,3,0,3,6,7,7,9,2,8,6,2,4,0,1,6,7,5,4,5,3,8,8,7,5,8,6,9,14,14,10,7,4,2,1,3,3,0,3,3,2,3,6,7,3,10,9,7,7,8,6,5,5,4,6,5,10,10,8,9,6,5,8,4,5,3,0,4,6,2,0,5,6,5,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 07:00:00,2,1,0,4,5,8,9,13,11,9,5,4,7,6,8,9,12,13,18,19,22,26,28,21,17,15,17,15,15,16,16,15,13,14,13,15,20,28,31,31,27,26,30,33,24,12,9,6,4,6,1,0,5,9,6,9,15,23,25,28,25,12,14,17,18,19,16,14,19,15,20,25,22,16,17,9,10,8,9,12,7,9,12,13,6,13,12,12,17,18,4,7,2,4,1,0,0,0,0
2022-03-25 08:00:00,3,5,6,6,6,12,16,19,20,17,10,10,11,13,11,9,11,10,16,14,21,28,26,22,17,18,27,22,25,14,17,18,13,14,17,18,24,44,50,47,44,46,51,50,35,24,18,10,4,5,2,4,9,11,14,12,18,27,21,25,22,19,18,19,23,23,18,19,19,19,52,58,52,45,26,9,12,11,13,12,11,9,10,10,8,21,21,20,31,18,30,29,27,24,2,1,1,0,0
2022-03-25 09:00:00,4,3,0,4,3,4,2,7,7,5,5,4,7,6,7,8,6,9,13,15,20,21,22,20,15,17,15,12,12,10,11,8,7,8,8,11,15,34,37,37,38,40,45,46,37,24,16,11,6,7,3,4,5,6,8,7,9,14,15,20,19,11,16,16,17,13,12,12,13,11,25,31,28,19,18,9,8,7,0,7,6,4,7,6,2,5,8,7,8,5,5,4,2,1,0,0,0,0,0
2022-03-25 10:00:00,1,2,2,2,3,5,7,7,6,7,3,6,9,7,3,6,6,8,11,0,14,17,18,16,10,7,8,9,6,8,8,9,8,9,8,9,9,12,13,12,16,16,21,18,17,12,7,6,3,4,2,3,4,5,6,3,9,13,13,14,13,12,10,12,13,13,12,9,10,10,12,19,17,9,16,3,1,2,2,2,0,4,2,5,4,3,2,4,5,7,5,4,3,2,1,0,0,0,0
2022-03-25 11:00:00,1,1,2,0,4,3,5,6,6,6,4,5,6,6,4,2,0,6,7,3,9,9,9,7,9,9,13,11,6,9,9,11,11,10,10,11,13,19,7,17,17,13,16,15,12,9,8,7,3,4,3,6,5,7,10,9,14,15,16,17,14,9,8,9,11,9,8,7,8,8,11,10,9,8,14,11,8,7,10,7,6,7,4,7,6,5,2,4,5,3,3,2,2,1,0,1,0,0,0
2022-03-25 12:00:00,1,3,0,0,5,2,8,9,0,7,8,2,7,4,3,5,4,5,8,7,9,13,13,7,12,11,13,12,10,7,6,12,15,15,13,15,17,15,14,13,13,17,16,15,11,9,9,4,6,6,7,2,8,11,13,12,10,13,12,11,11,10,9,8,9,10,8,7,8,13,15,8,6,8,8,5,3,2,1,5,5,6,7,1,6,5,3,6,6,6,5,4,2,3,1,0,0,0,0
2022-03-25 13:00:00,0,0,0,0,3,3,3,4,6,7,4,6,10,9,8,11,12,6,14,2,8,10,9,6,8,10,16,12,14,12,12,15,17,21,19,22,23,28,19,24,22,22,24,22,18,16,11,8,6,6,9,10,12,14,13,12,14,17,14,12,10,11,10,9,14,17,15,13,4,12,11,5,8,9,10,7,6,3,4,7,3,5,9,7,8,9,3,8,7,6,7,4,1,0,1,0,0,0,0
2022-03-25 14:00:00,1,2,2,1,3,4,5,4,4,2,4,6,6,9,10,11,7,6,7,16,18,20,22,21,20,18,14,16,9,19,19,24,27,27,22,22,22,32,32,29,32,29,29,26,24,13,12,9,6,7,9,11,13,14,18,15,17,18,20,21,13,16,18,19,19,15,16,12,12,12,16,17,12,9,10,9,7,7,6,5,7,5,4,2,4,6,5,2,4,5,5,4,3,1,1,0,0,0,0
2022-03-25 15:00:00,0,0,1,0,3,4,6,6,5,5,6,4,3,8,2,9,7,9,9,0,8,9,14,15,17,18,16,13,11,17,16,19,20,23,20,21,23,21,17,20,16,14,28,24,20,11,7,7,7,9,10,7,12,15,17,23,22,26,23,23,21,12,11,10,12,15,15,14,13,16,17,17,16,15,19,17,18,19,19,16,16,11,8,11,6,8,8,8,10,9,6,4,3,4,3,2,1,0,0
2022-03-25 16:00:00,0,0,0,2,12,14,0,15,4,14,13,15,16,17,15,18,15,12,16,19,19,20,19,17,18,20,19,18,15,17,15,14,14,14,13,13,14,28,29,27,29,22,26,26,22,10,8,7,10,10,10,12,9,10,14,15,16,20,23,27,20,14,11,11,12,11,10,9,11,16,14,29,24,22,20,18,11,7,9,13,13,12,11,10,6,10,8,7,7,6,5,5,5,4,5,2,2,0,0
2022-03-25 17:00:00,1,1,1,2,3,5,7,8,11,11,6,6,8,11,12,12,13,10,11,10,12,14,32,37,34,33,30,17,13,13,13,14,17,22,22,23,24,31,30,23,20,18,17,15,9,8,5,5,6,7,11,13,17,21,24,27,25,20,26,24,23,16,17,14,14,14,21,19,18,15,14,17,19,19,23,22,24,21,13,19,14,18,15,15,10,17,15,16,18,15,14,9,7,4,2,0,0,0,0
2022-03-25 18:00:00,1,3,4,0,3,5,4,4,5,7,8,8,9,12,8,15,15,13,10,10,9,11,20,26,23,44,44,22,12,21,14,18,22,29,30,35,31,56,56,44,45,40,35,29,22,13,13,8,9,14,18,21,25,35,41,44,40,40,39,41,36,18,11,8,12,15,16,14,18,45,41,41,35,26,39,36,34,30,29,21,19,24,22,20,17,16,12,11,19,20,21,16,9,8,4,0,1,1,0
2022-03-25 19:00:00,1,0,0,2,4,4,1,5,6,5,5,6,5,4,5,5,3,7,10,13,17,16,25,26,18,22,22,19,18,24,19,22,23,25,27,24,27,36,36,35,28,21,16,13,13,11,8,0,6,11,12,13,17,22,24,27,21,23,26,24,22,21,20,16,19,18,17,16,16,13,13,16,16,16,20,16,13,16,16,15,13,12,9,10,9,14,13,14,20,18,15,11,15,12,6,0,5,1,0
2022-03-25 20:00:00,0,1,1,0,1,2,3,4,0,0,2,3,4,5,5,4,4,5,1,0,1,1,3,3,0,9,8,8,4,9,8,9,10,9,8,7,10,20,20,17,14,12,9,9,7,5,6,4,5,5,9,0,6,7,9,10,8,7,9,7,6,10,9,5,6,7,6,4,6,9,7,7,6,9,12,7,12,10,0,7,6,6,5,3,2,4,2,2,8,7,6,4,8,3,1,3,0,0,0
2022-03-25 21:00:00,0,1,2,0,0,3,4,6,2,4,6,4,2,3,4,3,2,4,3,2,1,5,3,7,2,8,8,4,4,10,10,13,18,15,16,17,16,15,17,16,13,8,5,4,1,4,3,1,2,3,6,3,7,8,8,11,12,12,9,9,8,12,11,8,7,8,6,6,7,5,7,9,10,12,11,11,9,8,7,7,6,5,4,1,3,8,5,3,8,4,4,5,4,0,1,0,0,0,0
2022-03-25 22:00:00,0,1,0,0,1,2,0,3,4,4,3,4,3,5,4,3,0,2,3,0,3,3,4,0,4,5,8,6,4,5,3,7,8,9,10,11,11,17,10,11,9,7,6,8,3,5,4,5,3,2,0,0,6,9,11,10,9,9,9,10,6,6,4,4,4,6,3,1,5,5,5,3,6,4,19,16,9,7,5,4,0,0,0,4,3,9,8,6,11,12,11,6,2,2,2,1,1,1,0
2022-03-25 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,4,0,0,4,0,6,0,1,4,11,12,13,0,10,7,5,7,5,3,3,1,3,0,0,4,5,6,5,5,3,8,14,15,14,12,8,6,6,12,6,11,9,8,6,6,6,9,10,14,5,12,8,4,5,0,0,1,0,0,12,10,4,12,10,8,4,2,0,0,1,0,0,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,0,1,0,0,2,3,2,4,2,4,3,4,3,5,2,0,1,0,0,0,3,3,4,0,2,2,0,0,3,4,0,4,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,0,1,0,0,0,0,2,3,3,2,4,5,4,2,0,0,0,1,2,3,2,4,3,0,3,0,3,3,4,6,0,6,5,8,6,2,5,6,0,5,2,3,4,6,5,2,1,1,0,0,0,1,2,1,3,0,6,0,7,3,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,0,1,1,2,2,3,4,2,3,0,0,2,1,1,3,2,0,1,1,0,1,3,2,2,0,1,3,2,2,2,1,4,2,1,0,3,3,4,2,3,4,3,4,5,1,3,4,1,1,1,0,1,3,4,3,0,4,4,5,6,3,5,3,4,5,6,5,1,0,6,4,4,5,1,4,4,0,3,4,1,0,5,0,4,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
2022-03-26 07:00:00,1,2,0,1,4,3,4,6,2,5,3,2,3,4,3,1,1,2,3,4,5,5,6,0,4,3,5,0,0,3,1,1,0,4,3,3,5,6,7,6,4,5,5,1,4,4,2,0,0,2,0,0,3,4,2,1,5,9,9,10,0,5,1,4,4,5,5,4,0,5,6,6,3,5,6,5,2,1,0,0,1,0,0,0,1,3,2,3,4,1,0,3,1,0,0,0,0,0,0
2022-03-26 08:00:00,0,0,1,2,4,6,7,8,8,5,4,3,4,2,4,4,4,3,3,4,5,7,6,5,5,6,7,5,4,5,6,4,7,7,6,5,4,6,7,5,2,4,6,5,4,2,3,1,0,1,0,0,4,5,5,4,5,2,5,8,7,10,8,7,6,7,4,5,4,6,17,19,14,13,12,5,3,4,3,2,0,3,0,1,0,1,4,4,0,3,0,2,1,2,0,0,0,0,0
2022-03-26 09:00:00,0,1,0,0,3,7,4,6,3,6,3,3,3,3,4,5,0,5,8,6,12,10,8,8,8,7,11,9,9,9,8,8,7,8,7,5,8,10,11,14,14,14,17,16,16,12,9,7,5,5,0,6,9,9,7,6,10,12,9,13,11,9,9,6,8,11,10,9,7,7,8,10,8,5,6,5,4,0,0,2,3,2,0,0,2,3,4,4,6,7,7,5,4,3,1,0,0,0,0
2022-03-26 10:00:00,1,0,0,1,2,4,6,7,3,5,3,4,5,3,2,2,7,8,5,4,6,11,13,12,10,9,8,7,8,8,8,9,9,8,8,9,10,19,18,20,18,18,20,19,14,11,10,8,1,1,0,1,4,8,5,7,6,9,13,14,9,7,0,7,8,8,2,1,1,3,6,9,11,10,11,4,3,1,2,5,1,3,6,7,7,5,7,6,2,2,3,2,1,1,0,0,0,0,0
2022-03-26 11:00:00,0,1,0,0,4,5,6,7,4,5,6,5,4,3,4,7,9,3,10,5,12,14,17,16,11,10,7,8,7,7,6,6,8,9,10,9,11,26,30,30,30,23,19,17,14,11,8,3,3,5,4,6,10,11,12,13,15,20,20,24,18,12,13,12,11,9,7,6,5,2,6,8,10,9,4,2,6,6,5,5,4,4,0,4,1,2,0,3,6,4,3,2,0,0,2,0,1,0,0
2022-03-26 12:00:00,1,0,3,4,0,5,3,5,6,5,5,2,4,5,4,4,6,8,14,0,10,12,15,14,11,10,11,8,7,12,10,15,16,17,18,18,18,28,29,29,26,26,26,23,21,15,11,11,8,9,8,2,7,10,11,10,11,21,16,28,20,12,13,13,17,16,15,14,13,13,18,14,15,10,9,7,6,6,4,6,2,0,6,6,6,6,5,5,6,5,5,4,3,1,0,0,0,0,0
2022-03-26 13:00:00,1,0,0,1,1,3,4,5,4,4,4,5,6,8,7,8,8,8,9,8,10,16,18,19,13,13,16,11,11,15,18,19,19,19,19,24,28,37,30,35,30,25,26,27,27,14,10,9,8,12,14,18,14,15,21,22,22,24,25,24,18,17,0,7,12,12,13,12,14,14,20,14,19,14,10,8,6,4,3,6,4,5,7,9,11,10,5,4,5,5,4,3,2,2,0,0,1,0,0
2022-03-26 14:00:00,0,1,0,0,1,2,3,4,5,5,3,6,0,4,5,4,5,7,12,13,14,17,19,16,12,14,11,9,10,11,12,16,16,17,17,20,23,42,43,37,34,31,29,28,25,19,15,12,7,7,7,7,12,12,13,17,16,17,13,17,16,16,15,16,9,13,15,13,14,12,15,13,12,11,13,10,11,10,11,9,3,9,6,0,0,11,10,7,8,8,7,4,3,3,2,0,1,0,0
2022-03-26 15:00:00,0,1,0,0,3,1,5,6,5,4,3,5,5,6,4,5,5,4,6,4,9,15,14,12,11,19,19,19,17,21,22,21,21,22,24,23,22,25,26,37,33,30,30,25,20,13,10,6,7,7,8,6,14,17,21,19,12,18,18,17,16,13,12,13,17,15,18,16,15,16,15,16,13,18,12,9,11,8,12,11,12,10,0,6,5,4,5,4,3,2,4,2,1,0,1,0,0,0,0
2022-03-26 16:00:00,1,0,0,1,2,5,4,7,3,5,2,3,5,2,1,2,3,6,8,9,11,10,13,12,12,12,15,17,18,15,17,18,21,21,20,24,25,29,30,27,24,20,24,22,21,20,15,14,14,13,11,13,11,9,19,19,21,25,27,35,30,15,16,15,13,13,12,7,11,15,13,13,13,8,9,8,6,5,8,6,8,9,8,9,7,7,2,4,6,4,3,2,1,2,0,1,0,0,0
2022-03-26 17:00:00,0,0,1,0,0,3,2,3,4,5,7,8,9,7,4,7,8,7,6,0,6,15,16,17,14,16,16,15,14,19,18,19,20,20,20,19,19,32,20,28,28,25,24,24,21,13,11,7,10,9,11,9,13,16,19,20,19,21,24,23,17,24,18,17,16,15,14,15,17,15,16,17,17,14,9,10,5,9,11,9,11,10,10,7,8,10,7,3,8,9,8,4,0,3,2,1,0,1,0
2022-03-26 18:00:00,0,1,0,0,1,2,3,2,1,0,2,3,5,4,2,3,6,7,15,0,17,17,17,12,12,13,8,8,8,13,12,14,16,17,9,19,20,27,26,24,20,16,15,13,11,13,8,9,12,13,19,19,19,13,22,24,20,22,24,27,20,16,10,9,13,15,17,13,11,14,15,13,15,14,16,13,13,12,14,13,14,9,8,1,6,11,10,10,12,9,7,4,1,1,1,0,0,0,0
2022-03-26 19:00:00,0,1,0,0,2,0,3,2,3,4,5,2,4,3,0,6,5,2,5,5,6,7,3,9,7,10,9,10,8,7,3,9,8,9,10,5,8,13,15,13,17,17,16,17,12,11,11,9,8,8,9,5,10,20,18,20,16,20,18,12,17,14,14,11,13,12,10,6,7,9,9,9,7,7,6,0,7,5,4,4,0,2,2,5,0,5,3,1,6,2,4,3,3,1,1,0,0,0,0
2022-03-26 20:00:00,0,0,0,0,0,0,1,0,0,3,2,1,1,3,0,1,0,2,0,2,0,0,3,5,3,5,9,4,7,6,7,8,10,9,10,11,9,20,23,17,7,15,14,10,7,5,3,5,7,7,8,9,10,14,15,17,16,14,17,18,13,10,12,9,10,9,8,5,8,9,8,9,8,9,11,8,10,2,9,5,0,3,0,4,6,6,5,2,10,8,5,3,3,2,1,1,0,0,0
2022-03-26 21:00:00,0,0,0,1,0,1,2,0,0,2,0,2,2,3,2,1,0,2,3,0,1,3,4,5,4,7,10,7,3,10,0,14,16,17,0,16,17,6,7,5,4,4,3,3,2,3,2,2,2,3,4,5,7,4,7,5,9,12,11,12,13,9,9,10,12,9,10,5,5,0,9,8,2,9,10,11,9,7,3,5,4,4,2,3,4,5,4,3,7,9,7,5,3,1,0,0,0,0,0
2022-03-26 22:00:00,0,0,0,0,0,2,0,4,5,4,6,7,0,4,0,0,2,2,4,3,4,5,5,11,10,12,10,5,4,4,5,6,2,6,4,5,8,20,0,19,16,10,9,8,5,3,4,3,2,4,6,8,7,5,0,7,0,9,7,4,8,6,5,5,3,4,2,3,7,4,5,6,9,13,17,14,15,13,8,7,0,6,1,5,0,12,10,8,15,14,10,8,6,4,3,2,0,0,0
2022-03-26 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,11,12,10,9,6,6,6,5,5,6,16,15,10,7,9,11,12,10,9,7,4,1,1,2,0,4,3,4,2,10,7,8,9,9,6,5,5,9,2,10,9,9,5,4,10,11,9,10,5,8,9,8,6,0,0,0,5,4,13,0,12,15,16,13,8,7,3,2,0,0,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,1,0,0,0,0,1,0,1,0,0,0,4,1,0,1,0,2,3,0,4,5,2,2,0,4,1,1,0,4,0,1,1,0,0,0,0,4,0,5,1,0,6,7,5,6,4,2,1,2,0,0,3,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,3,4,1,0,0,5,1,4,1,2,2,2,3,0,2,3,0,4,4,2,1,1,0,0,0,0,0,2,0,0,0,3,4,1,4,0,3,0,3,3,2,2,0,1,2,6,7,6,4,1,0,1,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-03-27 07:00:00,0,1,0,0,1,2,2,2,2,3,2,0,2,2,0,0,0,3,5,0,5,0,0,4,1,3,2,1,1,2,2,0,1,2,3,5,7,7,6,5,3,0,2,4,2,3,2,3,2,3,2,1,2,3,0,4,6,0,1,7,0,4,3,4,6,6,0,0,0,0,3,7,6,5,3,0,3,0,0,2,1,0,0,2,1,2,2,0,0,0,0,0,0,1,0,0,3,1,0
2022-03-27 08:00:00,0,0,2,0,1,3,4,2,0,0,2,3,0,1,0,3,1,4,6,0,4,8,8,7,0,4,10,9,5,6,5,2,3,2,1,2,2,4,5,4,0,5,7,5,5,2,1,1,2,3,0,2,2,3,7,0,4,2,6,9,8,3,4,5,0,6,5,4,5,4,6,9,8,6,2,2,0,1,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-03-27 09:00:00,0,2,2,3,1,3,4,3,3,2,2,1,0,3,3,5,0,2,7,3,6,3,5,1,5,5,7,7,0,7,4,8,5,9,7,4,7,9,7,10,9,10,9,0,7,6,6,4,2,1,2,3,7,8,8,8,10,12,14,18,11,10,6,6,10,10,9,7,8,7,7,11,9,7,7,5,4,2,1,3,0,2,2,3,2,3,2,0,1,1,2,0,0,0,5,3,0,0,0
2022-03-27 10:00:00,0,1,0,1,1,3,5,6,5,5,4,7,5,5,0,5,8,8,12,5,16,17,13,11,9,7,8,7,4,9,3,0,4,9,9,6,10,14,13,12,11,10,12,13,11,7,3,6,5,4,1,3,5,6,7,9,7,9,10,14,13,7,5,4,5,7,7,1,5,8,10,11,10,9,6,2,2,0,0,5,0,0,0,2,0,2,3,4,2,0,4,3,0,1,0,0,0,0,0
2022-03-27 11:00:00,0,2,4,1,7,2,0,8,1,7,4,7,3,7,7,7,8,10,4,0,11,16,16,15,11,6,4,5,6,10,11,11,10,8,11,15,11,17,16,17,14,17,17,16,14,12,2,8,7,4,4,4,5,9,0,14,8,9,14,9,8,13,12,11,12,9,10,9,8,8,7,7,7,4,6,3,5,4,3,3,2,3,4,2,0,4,1,0,3,1,3,2,0,0,0,0,0,0,0
2022-03-27 12:00:00,0,2,0,1,2,8,6,8,7,6,6,8,7,5,8,9,0,6,6,7,9,11,11,10,8,10,14,13,12,14,13,15,14,10,11,14,18,29,34,36,33,27,25,22,20,19,17,15,8,6,9,0,12,13,11,11,15,19,21,24,17,8,7,5,6,5,5,4,6,11,12,13,12,11,11,0,10,12,0,9,8,7,6,5,4,3,0,2,4,3,2,1,1,0,0,0,0,0,0
2022-03-27 13:00:00,0,1,2,0,2,3,5,6,7,7,6,5,2,5,6,11,10,7,13,15,19,21,23,21,18,16,15,22,19,18,20,20,16,18,19,18,19,29,28,26,20,19,25,26,19,15,15,14,4,5,6,8,19,25,27,27,25,21,23,22,15,15,13,12,12,13,10,6,12,10,10,10,11,6,8,6,7,7,6,5,4,3,0,5,5,8,7,0,6,0,7,3,2,1,0,0,0,0,0
2022-03-27 14:00:00,1,0,0,0,2,4,0,0,4,6,0,8,6,7,3,5,4,6,12,14,15,14,16,14,10,8,8,6,8,7,10,9,10,10,12,14,17,38,35,40,36,36,40,35,31,18,9,7,7,6,9,11,12,17,14,14,14,15,16,18,17,14,12,16,14,13,11,12,12,14,12,10,6,10,12,11,11,10,9,10,4,0,0,8,0,9,4,9,8,9,8,6,4,3,4,0,0,0,0
2022-03-27 15:00:00,0,1,0,0,0,0,1,5,3,3,2,3,2,5,0,3,2,4,3,1,7,10,12,15,7,14,19,17,11,17,18,15,14,16,16,16,18,24,22,23,21,22,22,21,19,13,12,13,8,13,5,11,13,13,13,15,13,14,15,16,14,9,8,6,8,10,12,11,7,8,11,9,10,7,8,7,7,6,8,8,7,4,5,6,5,4,2,2,4,0,3,1,2,2,1,0,0,0,0
