Unnamed: 0,1_서울버스종점,2_장지공영차고지,3_아이코리아,4_송파글마루도서관.버들어린이집,5_송파파인타운3단지.한림예고,6_문정3차푸르지오아파트.송파파인타운1단지,7_문정동래미안아파트남문,8_문정현대아파트,9_가윤예식장,10_경찰병원.서울동부고용노동지청,11_제일오피스텔,12_가락시장.가락몰,13_가락시장남문,14_수서역KT수서지점,15_궁마을,16_태화기독교사회복지관,17_수서삼성아파트앞,18_일원본동주민센터,19_푸른마을아파트앞,20_연금매점,21_대치아파트,22_쌍용아파트,23_새마을운동중앙회,24_총회회관.휘문고입구,25_삼성역,26_삼성역7번출구,27_봉은사역3번출구.삼성1파출소,28_청담역.경기고교,29_진흥아파트,30_강남구청.강남세무서,31_청담동래미안아파트,32_강남구청역,33_세관앞,34_논현동사거리.학동역,35_영동시장,36_논현사거리.논현역5번출구,37_반포역,38_고속터미널,39_반포대교남단한강시민공원입구,40_한강중학교,41_용산구청.크라운호텔,42_국군재정관리단,43_이태원동남산대림아파트.용산동아파트,44_용암초등학교입구.이태원주공아파트,45_남산3호터널.서울애니메이션센터,46_롯데영프라자,47_우리은행종로지점,48_조계사,49_덕성여중고,50_세종문화회관,51_시청앞.덕수궁,52_시청앞,53_서울역버스환승센터,54_숭례문,55_남대문시장,56_남산3호터널,57_용산한신아파트,58_해방촌,59_용산구청.크라운호텔,60_한강중학교앞,61_반포대교남단한강시민공원입구,62_고속터미널,63_반포역,64_논현사거리.논현역4번출구,65_영동시장,66_논현동사거리.학동역,67_세관앞,68_강남구청역,69_삼성동서광아파트,70_강남구청.강남세무서,71_진흥아파트청담역,72_청담역.경기고교,73_봉은사.삼성1파출소앞,74_무역센타,75_삼성역,76_휘문고.대치2동주민센터,77_대치동은마아파트,78_개원중학교,79_개포주공7단지앞,80_일원동한솔아파트,81_상록수아파트앞,82_일원본동주민센터,83_시립수서청소년수련관,84_수서119안전센터앞,85_궁마을,86_수서역.로즈데일빌딩,87_문정2동주민센터.청소년수련관,88_훼미리근린공원,89_가락시장역,90_경찰병원.서울동부고용노동지청,91_건너말공원입구,92_문정동현대아파트,93_문정중학교후문,94_문정3차푸르지오아파트.송파파인타운1단지,95_송파파인타운2단지.구립송파복지센터,96_송파글마루도서관.버들어린이집,97_아이코리아앞,98_장지공영차고지,99_서울버스종점
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,1,0,0,0,2,3,4,2,3,4,3,5,4,9,5,0,6,7,10,5,16,17,14,13,10,12,3,15,13,13,14,12,13,11,9,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,0,0,1,1,2,4,4,0,1,0,0,1,2,3,0,0,0,4,3,0,12,13,13,12,8,8,7,9,8,6,5,6,6,7,6,5,5,6,0,11,10,6,12,5,11,6,5,3,1,2,0,3,4,7,0,1,8,0,2,7,0,7,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,0,2,2,1,5,8,10,3,5,4,3,2,4,2,1,1,3,2,4,5,5,6,6,4,5,9,9,7,9,9,3,8,7,7,5,6,8,7,3,9,8,7,5,6,5,4,3,1,1,2,1,1,3,4,1,0,8,10,4,6,0,5,0,4,3,10,7,2,7,6,7,10,8,6,6,5,3,1,2,2,1,1,0,0,0,3,3,4,2,3,1,0,1,0,0,0,0,0,0
2022-03-16 07:00:00,1,2,3,0,6,10,10,12,12,13,9,12,15,9,11,9,13,12,19,20,27,37,30,24,20,19,17,14,13,15,13,15,13,12,14,15,20,23,24,27,24,23,23,19,20,17,12,8,2,2,1,0,4,7,4,9,13,17,18,22,16,18,17,14,16,22,17,13,14,13,19,24,22,24,19,9,6,9,10,7,6,8,9,0,10,21,22,0,3,2,3,4,0,3,2,0,1,0,0
2022-03-16 08:00:00,1,1,1,3,6,17,18,20,22,18,10,9,10,8,8,10,10,12,21,15,22,29,30,21,13,18,21,15,13,15,22,29,13,12,13,15,20,39,39,28,29,25,31,31,28,21,12,9,4,5,4,4,7,10,8,7,19,27,29,34,32,23,23,26,33,36,20,16,18,11,37,53,45,35,23,10,9,10,12,17,13,7,8,10,11,9,10,11,24,25,23,23,22,19,2,1,0,1,0
2022-03-16 09:00:00,1,1,2,3,4,7,9,9,10,8,3,4,7,4,5,5,7,5,10,0,15,18,18,19,18,21,18,15,16,15,14,12,12,13,15,15,19,27,27,25,22,18,21,22,18,11,7,8,7,5,3,1,7,11,10,10,14,19,17,19,19,11,12,14,15,13,13,11,9,9,21,24,26,18,17,13,8,6,5,7,5,8,8,8,7,6,6,3,11,12,3,10,1,1,0,2,0,0,0
2022-03-16 10:00:00,1,2,3,0,4,5,4,5,6,4,3,3,3,3,3,4,4,3,8,6,11,11,11,9,6,10,11,12,9,11,12,11,10,11,12,11,11,15,16,14,14,14,15,19,15,12,9,6,3,4,5,1,5,6,8,8,11,12,21,23,16,13,12,10,9,8,8,4,8,10,15,16,12,10,9,6,5,4,2,6,3,3,0,4,4,4,3,5,9,8,6,3,0,1,2,1,0,0,0
2022-03-16 11:00:00,0,1,0,1,2,2,3,0,5,4,4,4,4,5,5,8,8,8,8,6,8,7,8,8,7,9,9,8,6,12,12,14,13,13,9,10,11,16,21,19,18,14,15,13,13,11,9,10,7,5,2,3,5,6,8,8,9,11,12,14,13,7,9,10,9,9,7,9,10,10,9,5,8,3,7,5,6,5,5,4,5,4,3,3,4,3,3,2,2,2,1,2,1,0,0,0,3,0,0
2022-03-16 12:00:00,0,0,1,0,3,5,7,4,8,6,5,3,8,5,5,4,2,5,6,5,7,9,10,12,9,11,12,13,12,10,10,14,14,15,10,12,11,16,11,15,12,16,15,14,13,11,9,8,3,3,5,2,9,10,8,11,13,14,8,12,10,15,13,14,9,9,10,6,6,7,7,6,7,6,4,3,4,2,3,3,2,6,5,2,0,4,5,4,6,4,2,4,2,1,1,0,0,0,0
2022-03-16 13:00:00,0,1,0,2,5,3,5,3,4,3,4,5,6,7,0,8,8,6,10,9,6,8,12,10,9,11,15,14,15,13,11,13,12,12,11,10,15,24,23,22,19,23,25,23,21,18,10,8,6,5,8,7,10,5,11,11,12,13,14,15,14,12,9,9,13,11,9,9,11,9,12,14,9,11,12,10,6,4,5,4,3,3,4,3,3,4,3,2,3,4,3,5,2,1,1,0,0,0,0
2022-03-16 14:00:00,0,1,0,0,2,3,4,5,6,8,9,9,8,7,2,7,5,8,6,0,9,10,11,11,8,9,10,7,7,8,7,9,13,13,16,21,21,19,17,17,19,20,24,20,14,14,12,8,7,7,8,9,11,11,14,9,14,14,13,14,12,15,11,16,16,17,16,12,12,9,12,13,9,10,12,9,7,8,10,7,2,4,8,7,6,9,6,5,3,1,5,5,2,3,1,1,0,0,0
2022-03-16 15:00:00,0,1,0,2,7,1,8,6,9,6,7,5,5,6,6,9,7,7,8,11,11,12,13,10,9,10,13,16,16,16,13,12,13,17,15,14,13,13,13,12,11,11,11,12,10,9,6,8,8,11,10,11,10,12,14,15,16,22,22,24,20,10,8,14,15,11,11,8,8,7,8,9,10,10,12,9,7,7,8,7,7,4,6,7,7,3,4,3,5,7,7,3,3,0,0,2,1,0,0
2022-03-16 16:00:00,0,1,0,0,18,19,22,8,24,24,15,15,13,8,5,3,6,9,15,12,15,16,15,12,10,13,17,13,12,12,12,12,14,15,19,18,17,20,20,23,19,18,18,13,11,9,8,5,4,8,8,7,9,12,16,13,16,20,19,20,17,20,18,16,17,13,12,10,11,10,15,21,18,17,21,18,12,9,10,9,11,8,4,5,7,15,5,15,12,10,9,6,4,3,4,3,0,1,0
2022-03-16 17:00:00,0,1,0,4,4,6,9,11,7,7,6,9,11,10,10,11,9,13,14,12,19,21,26,27,22,27,27,19,15,13,13,13,15,15,14,16,17,24,22,21,23,19,16,15,12,9,7,7,5,7,8,9,10,14,18,20,18,19,23,24,16,14,14,13,14,11,11,12,18,18,18,19,18,16,17,17,13,10,7,6,7,6,8,9,10,16,10,11,14,13,12,7,4,2,1,0,0,0,0
2022-03-16 18:00:00,1,0,2,0,3,4,6,5,7,9,9,6,9,6,5,4,5,4,4,5,7,15,30,37,36,39,32,18,11,13,12,13,20,24,22,20,25,26,25,20,17,12,12,9,12,8,8,7,6,17,16,19,19,22,30,33,32,35,32,33,30,18,13,10,10,13,14,16,14,19,18,19,18,24,34,32,30,27,25,19,12,18,11,15,11,12,11,11,22,21,19,13,9,4,3,0,0,2,1
2022-03-16 19:00:00,0,1,0,0,1,3,5,6,0,4,4,3,4,7,5,6,4,3,6,5,6,11,13,17,10,17,20,14,10,10,11,13,17,17,18,17,18,17,15,13,10,10,11,12,9,5,2,6,4,5,7,9,10,15,16,17,19,18,17,17,16,14,11,12,13,14,13,11,14,15,16,15,12,15,24,23,16,12,11,7,6,5,4,5,5,10,8,9,23,25,21,16,11,7,1,0,0,0,0
2022-03-16 20:00:00,0,2,3,0,1,3,4,4,0,1,3,1,0,2,0,0,2,1,3,0,4,7,8,9,6,10,12,5,4,7,6,6,8,12,11,9,12,15,10,8,10,9,8,7,6,3,1,2,3,6,3,7,8,7,10,11,12,14,16,16,12,10,8,8,12,14,12,11,10,9,10,9,9,15,16,16,16,10,15,9,8,8,3,6,8,9,9,10,11,11,7,6,0,1,0,0,0,0,0
2022-03-16 21:00:00,0,0,0,0,0,3,2,0,4,3,3,3,4,3,2,1,0,2,2,2,4,4,6,7,4,6,7,4,4,5,4,6,8,10,9,8,9,13,11,12,8,9,8,2,4,2,0,3,5,7,7,0,9,12,9,11,8,8,9,9,10,8,7,7,8,10,10,7,7,9,11,10,6,7,8,7,8,7,4,5,4,4,7,0,5,12,6,11,10,8,9,7,2,4,2,1,0,0,0
2022-03-16 22:00:00,0,0,0,0,0,2,0,4,3,4,3,2,1,6,1,5,0,4,2,3,9,8,12,8,7,9,11,6,12,12,13,11,12,13,12,12,9,23,26,19,18,18,13,10,9,7,5,2,2,0,4,2,4,6,5,4,12,13,16,15,16,13,14,13,10,6,10,10,9,10,9,11,12,13,16,14,13,9,4,7,4,7,5,6,5,9,7,7,7,6,6,5,1,1,0,0,0,0,0
2022-03-16 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,2,0,2,0,0,3,0,6,7,8,0,9,0,6,5,6,4,6,2,2,3,4,2,5,0,2,5,4,5,7,3,9,9,5,6,5,3,7,8,7,3,3,1,2,4,8,5,9,8,7,7,9,8,4,4,3,3,5,0,5,0,3,9,10,8,6,3,2,0,0,0,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,0,1,2,0,3,2,4,3,0,7,6,0,4,7,0,0,2,4,5,6,12,14,8,11,9,11,12,16,13,13,13,16,16,18,18,16,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,0,1,2,1,3,4,5,0,1,4,3,4,3,4,0,0,1,6,6,5,7,8,9,7,6,6,5,3,0,9,10,9,1,7,4,0,3,5,0,4,5,16,16,14,12,7,4,2,1,4,3,4,5,9,10,9,10,11,5,9,8,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 06:00:00,3,0,4,3,4,7,8,6,4,5,3,0,2,9,0,2,3,2,6,5,7,9,7,8,6,8,6,6,7,6,5,5,3,4,5,6,7,9,8,8,7,3,7,6,5,3,2,1,1,2,2,1,3,4,5,5,7,10,9,11,8,7,8,7,9,6,5,4,4,3,3,1,0,3,5,4,0,1,1,3,2,0,3,0,2,3,2,1,2,0,1,0,0,0,1,0,0,0,0
2022-03-17 07:00:00,1,2,3,3,6,12,14,15,11,13,7,6,9,6,8,11,14,10,13,14,19,25,25,21,17,19,16,11,9,12,11,13,14,14,17,12,21,31,33,31,30,29,33,35,16,16,13,5,4,4,3,0,6,7,4,8,17,21,21,19,4,14,13,13,15,17,12,11,12,12,24,36,35,21,13,8,9,5,12,8,7,3,3,4,3,10,11,4,16,14,13,9,8,2,1,0,0,0,0
2022-03-17 08:00:00,1,3,5,6,9,17,18,20,20,14,6,4,7,8,9,10,17,17,29,22,29,35,30,22,13,14,27,23,18,14,15,24,15,15,14,17,21,28,31,31,30,30,33,33,24,17,13,7,4,5,4,3,6,12,14,14,18,28,27,26,25,27,28,30,33,33,28,24,29,16,35,45,48,42,32,10,7,11,11,10,9,7,0,6,10,12,14,6,28,28,27,24,21,20,2,0,0,0,0
2022-03-17 09:00:00,1,3,1,3,5,6,7,6,8,4,5,4,8,8,4,4,6,11,14,16,23,23,26,21,13,15,16,13,13,14,13,15,12,10,8,10,14,16,16,18,17,15,17,17,15,11,9,8,2,3,2,1,4,7,6,8,7,11,10,13,11,12,14,18,18,16,13,12,15,14,28,41,38,29,23,13,7,4,2,2,3,4,2,4,5,9,8,7,13,12,11,9,4,2,1,0,0,0,0
2022-03-17 10:00:00,1,2,0,0,2,3,6,0,6,7,5,3,4,4,4,4,5,10,12,14,14,18,15,11,10,10,12,10,9,12,10,12,11,9,8,8,12,10,9,12,11,12,11,10,9,7,7,4,2,3,3,4,4,5,5,6,11,15,17,19,16,11,12,11,11,12,10,9,10,10,10,11,10,5,7,4,4,3,2,4,1,4,3,3,2,3,4,2,5,4,3,1,0,0,1,0,0,0,0
2022-03-17 11:00:00,0,1,0,0,0,2,3,4,0,4,2,5,7,5,4,4,0,6,4,0,7,9,9,9,10,11,11,7,10,12,12,14,16,15,15,13,14,21,11,20,19,10,19,17,14,10,9,8,5,6,6,6,10,9,10,7,9,11,12,11,10,7,11,9,9,8,6,6,5,6,8,11,8,7,7,7,5,3,1,4,3,1,4,5,5,6,4,4,4,4,3,3,2,2,1,0,0,0,0
2022-03-17 12:00:00,1,0,3,2,3,4,5,2,5,3,4,4,6,5,5,7,8,7,11,4,12,7,11,7,5,9,9,10,8,11,10,11,13,11,12,7,14,12,12,12,16,17,20,18,12,8,6,4,4,5,9,7,6,6,8,8,8,11,11,13,10,12,13,16,11,10,10,4,8,8,5,8,7,8,9,8,5,3,3,3,3,0,6,0,2,3,3,3,6,4,2,2,1,0,0,0,0,0,0
2022-03-17 13:00:00,0,1,0,2,3,5,6,6,7,5,4,4,4,2,3,5,3,8,12,10,11,9,9,8,11,11,11,10,9,10,8,11,13,13,13,16,17,16,15,16,15,15,14,11,11,14,12,11,6,6,5,5,7,7,9,10,14,20,11,16,13,15,13,14,13,10,11,10,11,11,13,12,9,10,11,10,11,12,8,6,8,5,4,7,6,8,9,6,8,9,7,3,1,1,1,0,0,0,0
2022-03-17 14:00:00,0,2,1,2,2,3,5,7,7,6,3,4,4,4,3,5,4,6,9,7,8,13,13,12,10,13,10,12,11,14,16,18,17,13,10,14,11,14,14,14,13,16,16,13,12,11,9,7,7,9,8,6,8,9,13,16,15,17,17,10,6,10,12,10,9,8,8,5,10,13,13,12,11,10,11,11,10,8,9,7,5,8,7,6,5,5,3,3,4,5,5,5,3,1,0,0,1,0,0
2022-03-17 15:00:00,1,0,1,2,3,3,3,4,5,6,3,2,1,5,1,6,3,4,8,6,9,12,13,13,12,10,12,12,13,13,9,13,11,12,13,10,16,14,8,13,10,9,11,11,12,11,10,9,5,8,9,10,7,9,12,12,14,15,18,16,17,14,12,10,9,10,12,12,10,15,18,19,17,18,12,13,14,10,0,9,11,7,9,6,5,7,5,5,5,1,7,4,2,1,2,2,0,0,0
2022-03-17 16:00:00,1,1,1,2,13,10,14,11,15,11,7,4,9,7,5,6,7,9,10,12,10,9,10,9,8,15,20,17,17,12,13,13,15,16,15,15,18,28,26,22,21,15,17,18,16,9,6,5,10,11,13,3,15,17,18,25,22,23,23,24,22,12,11,8,11,12,10,8,7,11,10,22,21,23,24,19,17,15,13,14,13,9,13,12,11,10,9,8,6,5,5,5,2,2,4,0,1,0,0
2022-03-17 17:00:00,0,2,0,0,4,5,7,9,6,16,13,12,5,8,3,11,13,12,10,8,13,13,14,13,18,19,23,17,14,15,16,15,14,16,14,18,18,23,24,22,23,20,22,18,15,14,10,6,6,7,10,15,18,20,21,20,16,19,20,20,21,17,13,11,13,14,14,12,13,14,15,20,18,18,28,30,29,27,26,21,19,15,8,14,15,16,8,15,18,15,11,8,5,4,1,0,0,0,0
2022-03-17 18:00:00,1,1,0,3,3,3,5,5,5,9,11,9,5,9,8,7,8,10,12,10,11,12,32,35,31,36,42,14,11,14,13,13,19,26,24,25,28,55,52,41,35,27,27,24,18,12,6,7,9,10,10,14,12,19,23,27,25,30,33,35,34,17,14,14,13,15,14,12,13,26,23,23,21,24,32,28,28,23,20,17,17,18,17,16,12,17,12,12,19,16,17,14,11,7,4,0,0,0,0
2022-03-17 19:00:00,0,0,1,1,0,2,2,5,6,7,5,4,3,3,3,6,9,5,9,4,4,7,12,15,17,20,20,11,8,8,10,10,14,15,13,19,23,34,35,29,24,20,15,10,7,7,5,4,2,5,5,7,8,10,7,14,13,13,16,15,14,13,14,12,10,9,13,11,11,10,13,16,14,13,16,13,13,13,9,13,10,12,0,11,9,10,8,7,18,15,14,11,8,6,1,0,3,0,0
2022-03-17 20:00:00,0,0,1,0,1,4,2,5,2,3,5,6,4,4,5,3,5,6,3,0,2,6,10,11,9,14,19,14,7,4,3,3,10,11,10,9,7,20,8,17,15,10,9,6,5,6,6,3,3,4,6,9,4,8,10,10,11,12,15,15,14,9,6,12,13,14,15,14,12,10,5,12,11,11,16,16,15,12,9,5,7,1,0,6,0,6,1,4,6,10,9,6,4,2,1,0,0,0,0
2022-03-17 21:00:00,0,0,0,0,0,1,3,2,4,3,3,5,2,4,3,5,3,2,3,1,3,2,4,5,6,5,7,7,7,10,8,11,13,15,13,12,9,18,0,15,14,9,4,2,3,2,1,3,5,8,9,9,8,11,8,11,9,12,8,13,6,14,4,13,11,12,11,9,10,9,10,11,13,13,18,17,15,14,7,5,4,5,0,3,2,11,6,5,9,9,9,8,6,4,3,2,0,0,0
2022-03-17 22:00:00,0,0,0,0,0,3,3,4,6,4,5,4,2,5,0,4,1,3,4,2,3,7,11,10,9,10,7,4,2,6,6,6,4,7,9,11,9,17,18,11,10,8,4,6,3,4,2,2,1,4,5,4,7,0,6,8,9,11,11,5,10,8,6,6,7,7,6,4,5,5,7,7,7,8,9,8,10,8,11,6,0,4,5,2,4,5,4,5,9,10,9,6,5,2,2,1,0,0,0
2022-03-17 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,6,9,6,7,8,12,0,8,7,6,8,6,4,2,3,3,2,3,2,3,5,7,0,9,11,13,13,10,9,4,3,2,2,4,4,4,3,2,0,3,6,4,8,4,6,6,3,4,3,3,2,3,0,4,3,6,7,3,6,4,2,1,0,0,0,0,0
2022-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 04:00:00,1,3,4,0,5,6,7,0,6,7,6,7,2,11,6,0,10,7,9,10,16,17,7,12,12,13,14,14,0,16,14,12,12,12,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 05:00:00,0,0,1,1,0,2,1,2,0,2,0,3,2,5,0,2,1,6,5,4,9,7,8,5,7,8,7,7,0,6,6,5,4,4,3,0,8,10,0,5,6,0,10,12,11,10,7,5,3,4,0,5,5,7,0,6,8,9,3,10,9,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 06:00:00,0,0,1,0,5,7,9,9,9,5,4,1,0,7,3,2,0,3,6,2,6,9,10,7,6,4,4,2,3,6,4,5,7,8,4,5,11,12,5,7,6,5,7,10,7,4,3,1,1,2,1,2,4,4,5,0,6,7,8,10,2,8,3,7,6,5,4,3,0,5,8,11,6,5,2,4,3,0,2,1,0,0,0,1,0,1,0,0,2,3,0,2,1,0,0,0,0,0,0
2022-03-18 07:00:00,0,2,0,2,4,14,18,17,17,16,8,6,7,6,9,10,12,12,20,20,31,49,50,39,29,27,21,13,9,12,13,15,13,12,13,12,19,32,28,27,26,25,30,31,26,17,7,5,3,3,2,0,4,8,9,8,13,10,13,17,11,11,12,13,15,17,17,16,16,15,28,39,23,22,13,7,8,3,10,6,9,11,10,2,11,9,10,0,16,16,15,12,0,6,1,0,0,0,0
2022-03-18 08:00:00,3,3,4,3,5,10,18,22,23,17,9,9,12,9,11,10,11,10,26,21,19,32,32,22,18,20,27,23,18,16,18,22,13,15,12,16,18,27,28,24,22,21,23,23,18,11,10,7,3,4,3,2,7,8,8,9,10,20,18,22,18,21,19,25,26,24,19,17,18,19,48,56,56,41,38,10,10,8,9,11,9,8,8,7,9,11,10,11,21,16,21,20,18,16,2,2,0,1,0
2022-03-18 09:00:00,0,2,4,2,4,4,6,7,8,6,6,5,7,8,8,7,7,11,12,14,24,26,29,25,16,12,16,16,12,10,7,10,10,8,9,10,11,18,20,20,20,18,26,25,22,13,10,8,7,4,2,2,4,7,9,11,11,15,14,25,22,11,11,12,14,15,11,9,15,12,21,30,23,14,14,9,6,5,4,5,4,3,4,3,4,5,3,4,8,6,7,6,2,3,2,1,0,0,0
2022-03-18 10:00:00,1,1,3,1,4,3,6,2,6,7,5,4,7,4,5,2,3,4,9,8,13,12,13,10,11,10,14,11,10,9,9,8,7,10,9,11,15,14,4,12,15,13,14,13,12,10,10,9,5,4,3,7,9,5,3,5,11,19,20,25,21,13,7,11,9,10,7,6,7,9,10,13,12,7,5,4,5,4,2,3,0,5,1,7,8,8,7,6,5,3,2,2,1,3,2,1,0,0,0
2022-03-18 11:00:00,0,1,0,1,3,5,8,9,7,8,7,3,7,8,1,9,7,5,8,9,10,8,9,9,8,9,10,9,8,11,11,12,14,12,10,13,13,20,20,14,17,17,17,19,17,14,13,5,2,4,6,6,6,9,13,7,10,11,8,11,8,6,5,5,12,11,12,10,9,12,13,11,10,4,11,9,8,3,7,4,3,4,2,7,6,6,4,5,5,5,3,2,2,0,1,0,0,0,0
2022-03-18 12:00:00,0,0,1,0,2,5,4,5,5,3,4,4,3,4,5,2,5,3,5,0,6,10,12,11,8,9,11,10,8,13,10,12,14,14,13,16,16,22,10,19,20,18,22,20,17,15,12,8,5,6,4,6,6,11,11,7,11,13,13,14,12,13,14,11,10,9,9,10,11,10,12,10,9,6,9,7,6,5,7,5,4,3,5,3,4,5,4,5,6,6,7,5,3,3,2,1,0,0,0
2022-03-18 13:00:00,2,1,2,0,4,4,6,7,5,6,5,3,6,6,3,8,3,7,8,9,10,13,11,7,10,10,14,11,14,12,13,15,14,12,13,12,13,16,16,18,15,15,14,9,9,7,6,6,4,5,6,6,8,14,16,18,8,19,17,18,15,10,6,8,8,7,8,7,7,10,9,12,10,11,11,8,7,5,5,3,5,3,0,2,1,5,3,3,6,4,4,2,1,0,0,0,0,0,0
2022-03-18 14:00:00,1,0,2,0,4,6,2,5,1,4,3,5,6,5,7,4,7,5,8,3,12,15,16,18,11,11,12,11,12,15,16,16,19,19,16,16,16,16,17,17,17,17,11,18,15,9,7,7,10,12,12,11,11,14,16,17,15,18,22,24,21,16,15,15,14,19,17,14,11,12,10,9,8,9,12,10,7,11,10,7,5,5,7,4,4,7,4,6,6,7,8,7,2,2,1,0,0,0,0
