Unnamed: 0,1_한성여객종점,2_하계역,3_하계우성아파트,4_하계극동아파트,5_월계보건지소,6_인덕대학,7_월계주공108동앞롯데캐슬루나아파트,8_월계2교.참누리아파트,9_광운초교앞,10_장위래미안아파트,11_꿈의숲아이파크아파트,12_장곡초교사거리,13_장곡초교,14_국민은행장위동지점,15_장위1동치안센터,16_장위1동주민센터,17_장위동고개,18_장위동입구,19_창문여고앞,20_숭곡초등학교입구,21_월곡뉴타운,22_길음뉴타운,23_미아리고개.미아리예술극장,24_돈암사거리.성신여대입구,25_삼선교.한성대학교,26_혜화동로터리.여운형활동터,27_명륜3가.성대입구,28_창경궁.서울대학교병원,29_창덕궁,30_안국역.종로경찰서.서울공예박물관,31_조계사,32_을지로입구.시청입구,33_서소문,34_충정로역2호선,35_아현역,36_웨딩타운,37_이대역,38_신촌아트레온,39_연세로.문학의거리,40_연세로.명물거리,41_연세대앞,42_서대문우체국,43_연희104고지앞.구성산회관,44_성산2교,45_중동초등학교,46_성산2동주민센터,47_성산119안전센터,48_성산아파트,49_월드컵경기장북측,50_상암휴먼시아아파트,51_상암초등학교,52_월드컵파크2단지.에스플렉스센터,53_월드컵파크3단지.난지천공원,54_월드컵파크4단지후문.JTBC,55_상암DMC홍보관.YTN,56_상암초등학교,57_상암휴먼시아아파트,58_월드컵경기장북측,59_성산아파트,60_성산119안전센터,61_성산2동주민센터,62_중동초등학교,63_성산2교,64_연희104고지앞.구성산회관,65_서대문우체국,66_연세대학교앞,67_세브란스병원,68_신촌기차역,69_이대역,70_웨딩타운,71_아현역,72_종근당.충정로역,73_서소문,74_시청광장,75_우리은행종로지점,76_조계사,77_안국역.종로경찰서.인사동,78_창덕궁.우리소리박물관,79_창경궁.서울대학교병원,80_명륜동2가.성균관대입구,81_삼선교.한성대학교.조소앙활동터,82_돈암사거리.성신여대입구,83_미아리고개.미아리예술극장,84_길음뉴타운,85_월곡뉴타운,86_숭곡초교입구,87_창문여고,88_장위동고개,89_장위1동주민센터,90_장위1동치안센터,91_국민은행장위동지점,92_장곡초교,93_장곡초교사거리,94_꿈의숲아이파크아파트,95_장위래미안아파트,96_광운초교,97_월계2교,98_롯데캐슬루나아파트,99_인덕대앞,100_월계보건지소,101_하계시영아파트,102_하계장미아파트,103_하계미성아파트.을지병원,104_한성여객종점
2022-03-05 04:00:00,0,2,3,4,4,3,6,11,12,14,0,3,5,17,19,4,20,21,23,23,21,20,19,16,14,12,11,3,11,10,6,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,1,2,4,4,5,4,7,2,5,4,6,6,7,9,13,16,10,15,15,10,10,13,8,14,11,2,10,7,9,7,6,5,3,5,6,5,5,2,2,2,2,3,2,0,0,1,3,2,0,0,1,0,0,0,1,1,1,0,2,5,1,6,4,6,1,4,3,5,4,3,2,0,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,2,1,3,2,3,4,4,3,2,5,5,7,6,9,10,14,14,13,14,13,13,12,11,11,11,1,10,9,8,9,8,5,1,2,0,2,4,4,4,0,5,6,1,5,3,1,2,0,0,1,0,0,1,1,1,3,0,1,2,5,1,2,4,3,0,1,2,3,4,4,4,3,2,2,1,4,4,6,2,10,12,13,13,3,6,14,11,0,2,3,4,1,3,0,0,9,11,1,9,7,3,0,0
2022-03-05 07:00:00,1,5,6,3,4,7,7,6,2,5,8,7,8,10,11,13,16,18,17,13,10,11,12,13,10,7,8,8,7,7,6,5,3,3,3,3,4,2,2,2,5,2,7,5,5,6,5,4,0,1,0,0,1,1,2,2,3,2,5,6,5,4,5,4,5,6,0,5,4,0,3,4,3,2,3,0,2,3,1,2,4,3,3,5,6,7,4,5,4,4,5,3,3,2,4,3,5,7,8,4,5,2,0,0
2022-03-05 08:00:00,1,4,6,7,5,6,9,9,10,13,13,18,18,20,24,28,33,33,30,29,27,21,20,20,16,16,15,16,15,12,10,9,5,5,5,8,7,2,2,2,0,1,6,7,5,5,5,4,5,4,2,1,1,1,3,4,3,4,5,10,11,12,14,9,10,8,9,8,7,6,7,6,5,6,8,10,11,4,7,5,5,6,1,9,9,10,11,8,6,8,6,9,9,8,8,7,6,10,13,12,9,6,1,0
2022-03-05 09:00:00,0,5,10,14,13,12,12,9,8,8,11,12,16,18,20,26,28,31,38,35,29,25,21,18,20,17,19,19,14,11,7,8,7,4,3,4,3,6,6,6,7,6,9,8,8,7,7,7,7,5,1,0,0,0,3,4,5,7,4,7,8,9,10,10,8,7,6,9,8,7,10,11,8,9,7,9,15,6,12,10,9,10,9,10,11,9,7,6,7,2,5,6,1,0,4,0,0,4,7,12,8,3,1,0
2022-03-05 10:00:00,1,5,6,7,2,7,6,5,6,12,11,18,20,22,24,30,33,34,33,33,31,29,26,25,25,26,22,23,16,11,10,12,10,8,7,7,5,6,6,6,4,5,0,4,3,2,0,1,0,0,0,0,0,0,2,3,3,0,4,8,9,12,15,13,17,19,20,17,14,13,14,10,5,6,11,14,14,12,13,14,12,9,11,9,8,10,12,9,8,6,7,7,7,5,5,6,4,9,8,10,7,3,1,0
2022-03-05 11:00:00,1,4,12,11,10,10,13,16,17,21,23,26,34,33,38,39,45,44,45,47,45,38,33,27,13,25,28,14,12,10,8,8,8,6,6,5,5,5,5,5,9,7,8,7,7,6,7,4,4,3,4,2,0,1,4,6,7,5,7,9,10,10,11,11,10,8,9,8,7,9,10,12,8,8,10,9,8,10,11,15,9,12,14,17,19,18,15,13,10,11,10,8,7,7,8,8,11,11,12,7,10,4,0,0
2022-03-05 12:00:00,5,6,8,7,11,11,12,11,9,14,13,24,27,28,29,37,44,46,48,47,38,36,34,25,23,21,22,27,23,20,14,10,9,6,9,10,8,6,6,6,8,9,12,12,11,11,12,8,5,1,0,0,0,2,4,6,9,6,10,11,14,13,16,13,12,12,6,12,11,10,9,9,8,8,10,13,11,14,14,12,13,13,13,14,13,14,17,14,14,8,7,8,7,0,5,6,6,6,8,9,6,3,0,0
2022-03-05 13:00:00,0,4,6,7,8,4,11,10,9,10,11,13,16,25,28,29,31,32,30,26,26,27,28,29,24,25,28,14,25,18,14,14,12,11,13,13,10,9,9,9,7,10,8,4,7,8,8,7,4,5,3,2,1,1,5,9,4,4,5,10,13,14,16,14,15,12,11,10,12,11,8,8,11,12,13,14,20,22,18,15,17,24,22,23,25,25,21,19,21,18,18,18,14,16,17,20,19,18,13,12,10,6,2,0
2022-03-05 14:00:00,1,6,10,11,11,9,11,4,11,8,11,13,15,17,19,23,13,22,31,30,27,27,28,25,26,23,23,24,19,17,15,11,10,10,8,6,7,9,9,9,8,5,11,10,9,7,6,5,3,2,1,0,0,2,6,7,6,8,9,13,19,20,19,12,13,11,11,10,17,7,19,22,25,21,27,21,25,18,21,19,16,19,12,16,18,17,18,16,10,9,11,8,17,13,8,8,13,10,10,10,8,4,0,0
2022-03-05 15:00:00,1,6,5,2,7,8,6,6,9,10,10,13,20,23,25,27,24,26,29,30,27,24,18,17,18,14,13,11,13,14,14,15,16,15,17,19,13,12,12,12,14,15,17,12,14,11,9,7,4,3,3,2,2,1,7,9,3,3,4,10,10,12,13,12,13,13,11,10,13,12,11,15,12,13,14,12,12,17,19,19,21,16,16,17,10,18,20,16,16,14,12,11,10,9,8,6,8,8,7,4,4,2,1,0
2022-03-05 16:00:00,1,7,10,10,12,11,11,9,9,10,12,12,14,13,11,12,13,12,17,16,16,18,16,15,13,11,14,10,16,16,14,14,16,14,12,12,12,12,12,12,12,10,12,11,9,8,4,4,3,1,1,1,0,0,5,6,9,6,10,9,9,9,8,10,11,10,7,8,8,8,8,11,15,15,18,21,22,23,22,27,28,24,24,26,28,28,26,22,20,18,16,13,13,11,8,5,10,11,10,10,9,4,0,0
2022-03-05 17:00:00,1,11,18,16,17,14,12,9,7,9,10,7,8,9,16,19,11,10,20,18,24,22,19,19,14,9,15,19,19,16,14,15,19,17,20,21,20,18,18,18,21,23,23,22,17,18,16,14,0,5,2,0,1,0,5,2,3,0,2,5,6,6,7,8,9,8,4,10,11,12,13,11,14,14,15,23,24,26,25,21,20,29,28,28,26,24,27,21,18,17,15,14,11,10,6,1,11,14,12,11,5,3,1,0
2022-03-05 18:00:00,1,8,12,13,16,15,13,13,13,8,11,7,7,9,11,13,8,14,11,10,9,10,11,11,12,9,12,12,11,15,12,13,15,14,7,12,11,10,10,10,11,6,12,11,9,11,12,11,10,8,9,4,0,2,9,7,10,12,11,12,11,10,6,9,7,7,8,8,10,3,10,12,13,20,25,33,35,40,40,36,29,28,30,29,32,23,24,17,15,9,13,12,11,4,10,11,11,10,11,9,4,2,3,0
2022-03-05 19:00:00,1,8,14,12,10,4,9,8,3,4,5,7,8,9,8,10,12,11,10,7,7,7,6,8,9,3,6,7,6,9,14,12,11,11,10,8,8,7,7,7,9,10,12,7,11,6,3,4,1,3,1,1,0,0,6,2,7,8,1,7,6,3,3,7,8,7,6,7,8,7,3,8,5,7,10,12,15,18,17,18,19,22,23,21,12,17,22,16,16,14,12,11,10,10,0,12,10,8,9,8,5,4,1,0
2022-03-05 20:00:00,0,6,7,8,7,5,6,7,6,5,6,7,7,5,6,5,6,0,6,7,8,6,5,5,6,4,7,9,8,10,8,7,7,6,6,7,6,6,6,6,7,4,8,5,3,3,3,2,0,2,1,1,1,0,2,2,3,0,2,0,2,3,3,2,3,2,4,5,6,7,1,8,4,14,13,14,18,13,11,18,21,23,20,25,26,27,26,18,16,15,13,11,12,5,5,5,4,7,6,7,3,0,0,0
2022-03-05 21:00:00,0,4,9,6,7,7,6,4,2,5,3,4,6,2,5,7,6,5,6,4,5,4,5,5,6,0,7,8,8,9,5,7,4,6,6,5,5,7,7,7,10,10,9,8,1,5,3,2,1,0,0,1,0,2,2,0,3,0,2,3,0,4,3,3,1,3,4,2,4,3,4,3,0,3,8,13,17,12,13,18,16,22,23,26,25,27,25,21,20,19,16,9,15,12,11,12,7,11,11,9,5,3,1,0
2022-03-05 22:00:00,0,4,9,6,7,7,5,4,4,3,5,7,6,8,7,6,4,7,1,9,5,5,4,5,4,8,6,0,9,11,11,12,12,10,9,7,7,6,6,6,12,7,13,15,18,11,9,0,3,6,1,1,0,0,1,2,0,2,1,2,2,3,3,3,4,3,4,5,7,5,3,5,5,7,7,9,15,15,14,17,17,17,16,16,19,18,23,14,11,11,9,10,6,4,0,0,3,3,7,5,2,0,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,3,4,3,0,3,5,6,4,1,6,4,6,6,6,7,8,9,7,3,5,2,0,0,1,1,0,0,0,1,4,5,6,0,5,5,7,0,3,6,5,7,8,12,8,7,7,13,5,4,15,16,17,16,18,18,27,24,26,17,23,21,16,15,13,12,10,9,7,6,6,5,5,9,6,3,1,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,1,0,1,2,3,2,0,2,5,0,5,6,0,7,9,12,1,5,10,5,4,3,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,2,3,0,0,1,2,1,3,2,4,5,8,9,3,4,5,10,9,8,7,5,4,0,3,3,3,0,2,0,2,1,0,0,2,3,2,0,0,0,1,2,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,3,0,0,2,3,2,0,1,1,0,0,2,3,2,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,2,1,1,2,2,1,2,3,3,0,0,5,6,5,7,8,10,9,8,8,8,4,4,7,6,6,1,3,3,2,1,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,3,0,0,2,6,0,7,4,6,4,5,3,0,3,4,5,6,4,3,3,5,4,2,1,4,3,0,5,0,4,3,3,1,2,0,1,0,0,0,0,1,2,1,3,2,1,0,0
2022-03-06 07:00:00,2,4,4,5,5,7,6,5,7,0,6,5,5,9,8,11,15,16,13,11,9,10,10,9,8,0,6,5,3,5,3,1,3,2,2,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,1,1,2,1,0,3,4,4,5,3,3,6,0,5,3,2,0,2,3,3,0,1,0,1,4,0,3,2,1,2,0,3,3,3,2,2,0,2,2,2,3,3,1,2,0,3,0,2,2,0,0
2022-03-06 08:00:00,1,4,6,8,7,6,9,9,5,10,11,12,8,12,11,14,12,17,16,13,14,14,12,13,13,14,13,9,11,9,9,7,5,3,2,1,0,1,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,1,2,4,0,5,2,5,7,9,3,6,2,6,4,4,4,5,3,4,4,2,0,5,5,4,0,2,1,2,0,5,6,6,9,8,4,6,6,6,7,2,3,2,3,6,6,4,2,0,0,0
2022-03-06 09:00:00,0,5,6,9,4,8,9,7,6,9,8,9,10,11,14,16,18,16,17,18,18,17,18,14,14,13,13,15,13,10,8,9,7,7,7,5,3,1,0,0,6,1,5,0,2,4,3,0,3,2,1,0,1,0,2,3,0,0,4,8,9,10,4,9,8,7,7,6,11,9,4,10,6,3,3,3,3,5,3,5,6,5,7,9,9,10,10,9,8,9,7,7,7,4,8,7,4,7,7,10,6,1,0,0
2022-03-06 10:00:00,0,2,1,2,4,7,10,10,9,6,13,15,16,15,18,22,25,12,23,19,8,19,19,19,18,16,18,20,12,7,5,4,4,3,4,4,3,5,0,0,7,6,6,3,3,2,2,0,0,2,1,0,0,1,3,1,4,2,3,7,8,3,3,5,7,6,4,13,8,2,7,6,7,5,8,8,10,8,7,5,6,8,8,10,9,10,14,16,5,17,13,11,8,7,5,1,6,10,13,5,8,4,0,0
2022-03-06 11:00:00,1,2,3,6,9,7,8,10,9,11,12,13,8,13,14,19,21,20,21,21,20,19,18,17,16,17,16,15,12,12,8,7,5,4,6,3,5,6,0,0,4,7,3,3,6,3,1,0,1,2,1,0,0,0,3,1,0,0,5,6,7,6,7,6,5,4,5,4,5,0,3,3,4,4,3,4,5,0,4,5,7,11,10,16,14,15,14,13,12,11,10,9,11,7,8,8,8,11,11,11,9,5,1,0
2022-03-06 12:00:00,1,5,8,10,11,6,9,8,10,15,18,19,20,17,21,24,25,27,28,28,25,25,23,20,17,16,15,12,17,10,8,9,10,7,6,6,5,5,0,0,6,6,5,2,6,4,3,5,2,4,3,1,1,2,5,0,3,0,7,8,10,11,12,9,3,8,8,9,10,8,7,7,9,11,12,14,10,8,6,8,8,12,14,19,18,18,15,12,16,14,12,13,12,10,8,11,10,12,13,10,9,4,0,0
2022-03-06 13:00:00,1,5,8,7,14,13,11,12,13,10,12,18,18,28,29,34,38,37,32,36,35,34,35,26,16,16,15,11,14,13,12,13,11,7,8,6,9,6,0,0,10,10,12,5,1,5,4,1,2,0,0,1,0,0,2,2,0,0,0,4,6,5,9,11,10,5,3,4,6,3,6,6,5,7,8,7,9,11,6,14,17,14,13,14,14,15,17,14,12,9,10,9,11,10,7,3,7,8,8,10,10,5,1,0
2022-03-06 14:00:00,4,5,8,9,7,9,12,11,13,16,17,16,18,19,21,26,26,27,26,26,23,27,28,24,16,16,15,16,14,15,13,11,10,8,9,8,6,8,0,0,5,6,8,3,11,9,6,7,0,7,3,1,0,0,1,1,3,3,4,5,6,7,5,7,7,7,8,14,12,5,12,10,14,13,8,15,15,15,14,20,23,20,18,15,15,15,13,12,13,10,7,8,9,8,5,0,7,11,12,12,8,4,2,0
2022-03-06 15:00:00,1,5,7,6,8,8,7,7,9,8,10,9,11,16,17,16,16,24,26,28,25,22,11,22,23,21,20,21,18,15,12,14,13,12,9,8,8,5,0,0,7,8,8,8,7,6,3,2,2,1,0,0,0,0,3,5,2,4,5,8,11,13,15,9,3,7,4,8,9,9,11,10,10,8,12,13,16,18,15,14,21,19,14,15,14,15,20,19,18,8,10,9,6,8,8,7,7,9,10,10,8,4,0,0
2022-03-06 16:00:00,1,8,9,10,5,10,9,7,7,9,10,9,9,11,11,12,13,13,15,15,20,20,18,13,12,13,13,7,12,14,18,17,15,14,11,10,10,7,0,0,7,8,12,10,10,6,5,4,4,3,1,1,0,0,8,9,2,0,6,12,15,17,13,13,12,8,0,7,9,3,8,5,7,9,8,8,12,14,14,18,18,24,21,18,18,16,18,15,17,10,15,12,7,11,9,10,8,9,10,9,7,2,1,0
2022-03-06 17:00:00,1,6,5,4,9,7,9,6,6,8,8,8,12,17,8,19,17,10,21,19,20,20,17,11,9,10,12,13,14,9,9,7,12,11,11,9,5,8,0,0,13,12,10,11,10,6,4,4,0,3,1,2,1,1,3,5,6,7,6,4,5,6,4,5,14,11,9,10,6,5,8,6,8,7,9,10,15,18,10,24,20,20,19,20,20,21,19,15,14,13,10,8,8,8,6,6,8,9,11,9,8,4,0,0
2022-03-06 18:00:00,1,5,9,9,10,8,8,6,5,7,9,7,8,9,9,9,11,13,12,11,12,11,9,7,7,10,18,3,15,8,10,10,5,8,8,9,5,7,0,0,7,8,8,8,7,6,6,4,1,2,1,0,0,2,4,3,4,4,3,0,4,0,4,4,3,4,6,4,5,6,7,8,12,11,16,17,28,17,24,21,19,20,15,16,20,16,23,21,17,17,16,12,13,7,10,13,11,11,8,6,3,5,2,0
2022-03-06 19:00:00,0,7,10,9,11,8,6,3,4,5,5,4,6,4,6,5,8,0,7,6,10,12,9,8,5,1,6,5,6,7,4,6,8,8,7,3,6,6,0,0,9,6,12,13,7,10,5,4,0,2,1,0,0,0,3,4,6,7,0,5,4,1,7,6,5,3,3,4,6,4,4,6,8,10,11,13,12,13,10,13,13,14,16,15,22,16,21,17,16,8,13,12,13,12,6,14,6,13,10,9,8,3,1,0
2022-03-06 20:00:00,1,5,10,6,7,5,6,4,4,6,7,6,2,5,4,6,0,6,4,5,6,5,5,6,7,4,5,6,4,7,6,10,6,9,7,8,8,8,0,0,11,6,2,3,8,6,4,1,1,0,0,1,0,0,2,2,0,0,5,6,5,0,4,3,3,2,3,4,3,3,2,5,6,7,9,11,17,18,17,19,19,18,19,23,13,23,18,17,18,15,13,11,5,9,3,8,10,4,9,7,3,2,0,0
2022-03-06 21:00:00,0,3,6,4,6,6,5,3,2,4,3,3,6,6,7,8,5,4,7,7,6,5,4,7,5,3,6,5,4,4,5,6,5,5,6,6,6,5,0,0,6,5,7,6,5,3,2,0,0,0,0,2,0,1,4,0,5,1,1,6,2,0,4,5,3,3,4,4,4,3,5,6,6,5,9,9,12,16,6,19,19,20,19,16,18,17,19,15,13,11,14,13,12,11,10,6,6,6,7,6,2,2,1,0
2022-03-06 22:00:00,0,4,10,5,8,7,5,2,4,4,5,5,3,4,4,7,5,2,6,7,7,5,4,4,5,4,5,6,5,4,3,6,2,5,5,2,3,4,5,4,5,2,5,3,3,2,1,0,0,2,1,0,0,1,2,4,2,3,2,3,3,2,3,4,4,3,3,5,6,6,5,6,8,8,8,11,11,13,6,13,11,16,17,20,24,25,22,17,14,11,10,8,7,6,6,6,7,4,4,7,5,3,1,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,5,2,3,4,3,2,0,4,5,0,2,0,6,8,9,8,6,6,5,4,2,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,2,3,2,4,6,7,6,1,4,3,2,3,4,8,9,7,0,15,12,11,13,12,6,9,12,10,8,2,6,6,5,4,3,4,3,4,0,2,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,2,7,10,14,15,17,24,25,23,24,24,26,28,27,31,32,32,38,38,37,38,34,35,33,34,29,30,29,26,13,7,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,3,5,3,5,6,7,5,5,6,5,7,8,9,11,12,13,8,17,15,14,15,12,13,19,17,18,10,17,23,14,9,3,2,3,5,4,5,8,0,5,2,4,4,3,4,3,3,2,0,2,2,1,0,1,1,2,0,2,5,6,7,2,5,4,0,0,4,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,2,5,7,8,7,11,14,9,11,11,15,17,17,19,22,26,28,28,31,32,27,27,26,27,25,25,24,21,17,9,9,9,4,4,6,0,4,5,1,2,5,0,4,3,0,4,0,0,0,3,0,1,0,1,1,2,1,0,3,7,8,7,9,10,9,5,0,8,5,4,5,9,5,6,6,7,7,7,6,8,5,4,4,7,6,8,9,8,9,8,0,5,0,10,6,0,10,13,14,10,10,6,0,0
2022-03-07 07:00:00,1,6,11,17,12,18,20,20,19,23,25,26,29,31,37,44,49,52,48,49,49,46,48,45,49,50,53,48,38,30,24,20,11,6,5,3,5,9,11,6,9,10,10,11,10,2,0,11,0,2,1,1,1,3,5,7,5,4,10,16,21,23,22,23,20,20,17,19,18,20,21,23,16,12,18,16,30,25,10,11,9,8,19,22,29,30,12,10,10,14,19,21,22,24,19,23,26,32,42,42,30,7,1,0
2022-03-07 08:00:00,0,5,14,18,19,17,22,19,21,24,25,26,29,31,36,41,47,47,52,53,52,50,52,52,52,55,53,51,47,37,31,25,17,10,11,14,16,15,16,16,17,20,22,20,19,21,20,21,23,20,15,2,0,1,1,3,4,3,6,12,15,17,27,31,29,30,29,28,26,32,30,27,17,11,17,11,17,18,10,10,15,16,16,19,22,14,16,14,14,11,12,12,13,22,16,15,19,19,25,22,29,7,2,0
2022-03-07 09:00:00,1,6,16,17,15,13,13,13,14,18,20,20,20,21,27,31,35,33,33,36,38,29,28,27,26,27,25,24,19,19,20,14,9,7,9,8,8,9,12,11,12,9,6,7,11,10,9,8,9,7,4,1,0,0,1,4,0,1,7,14,15,16,19,20,18,11,16,15,15,6,19,17,11,10,10,9,9,9,11,12,10,11,12,15,17,14,11,15,15,14,14,12,14,4,14,15,17,19,14,14,12,4,0,0
2022-03-07 10:00:00,0,5,14,16,14,8,11,9,9,15,18,8,20,22,20,20,23,14,23,21,23,24,23,21,17,19,15,17,15,13,8,10,7,6,6,6,7,3,4,4,5,0,10,10,11,10,12,0,11,6,5,0,0,0,0,1,0,0,2,6,8,9,3,9,9,11,0,10,8,7,7,8,7,7,9,8,8,8,8,7,9,9,11,13,15,14,11,9,10,8,10,8,8,7,9,10,9,7,11,8,9,6,0,0
2022-03-07 11:00:00,2,3,9,10,11,11,12,9,11,12,14,16,16,17,21,21,25,26,25,22,23,21,21,17,18,17,15,19,16,15,11,8,6,6,7,4,2,3,3,3,3,4,4,3,4,3,3,1,0,3,1,0,0,0,2,3,0,3,5,9,14,17,14,14,4,15,13,13,13,8,14,11,10,9,8,13,13,10,12,11,12,11,14,13,13,16,15,12,14,12,14,12,11,5,10,8,8,10,14,16,14,6,4,0
2022-03-07 12:00:00,0,11,16,17,16,25,25,23,24,25,25,10,25,20,19,17,18,17,19,22,23,19,17,16,16,13,15,14,11,10,8,7,6,8,8,7,9,8,8,7,6,5,6,5,6,5,4,3,0,5,2,1,1,1,4,5,9,0,8,8,9,8,10,11,10,9,10,9,9,10,6,10,11,10,11,11,11,12,13,14,14,18,19,18,21,22,20,18,16,13,17,15,14,11,11,10,14,22,19,18,14,10,0,0
2022-03-07 13:00:00,1,5,14,11,17,10,11,13,14,15,15,16,18,22,21,24,26,23,23,20,21,20,26,19,17,15,14,12,14,12,12,13,15,11,10,9,8,10,9,11,11,9,9,6,8,8,7,0,7,4,3,1,0,1,6,8,4,5,9,14,11,15,0,12,0,8,10,9,10,12,12,14,13,15,15,16,16,16,15,13,12,11,16,17,18,22,25,21,18,17,15,14,11,10,10,12,11,11,10,8,6,2,1,0
