Unnamed: 0,1_한성여객종점,2_하계역,3_하계우성아파트,4_하계극동아파트,5_월계보건지소,6_인덕대학,7_월계주공108동앞롯데캐슬루나아파트,8_월계2교.참누리아파트,9_광운초교앞,10_장위래미안아파트,11_꿈의숲아이파크아파트,12_장곡초교사거리,13_장곡초교,14_국민은행장위동지점,15_장위1동치안센터,16_장위1동주민센터,17_장위동고개,18_장위동입구,19_창문여고앞,20_숭곡초등학교입구,21_월곡뉴타운,22_길음뉴타운,23_미아리고개.미아리예술극장,24_돈암사거리.성신여대입구,25_삼선교.한성대학교,26_혜화동로터리.여운형활동터,27_명륜3가.성대입구,28_창경궁.서울대학교병원,29_창덕궁,30_안국역.종로경찰서.서울공예박물관,31_조계사,32_을지로입구.시청입구,33_서소문,34_충정로역2호선,35_아현역,36_웨딩타운,37_이대역,38_신촌아트레온,39_연세로.문학의거리,40_연세로.명물거리,41_연세대앞,42_서대문우체국,43_연희104고지앞.구성산회관,44_성산2교,45_중동초등학교,46_성산2동주민센터,47_성산119안전센터,48_성산아파트,49_월드컵경기장북측,50_상암휴먼시아아파트,51_상암초등학교,52_월드컵파크2단지.에스플렉스센터,53_월드컵파크3단지.난지천공원,54_월드컵파크4단지후문.JTBC,55_상암DMC홍보관.YTN,56_상암초등학교,57_상암휴먼시아아파트,58_월드컵경기장북측,59_성산아파트,60_성산119안전센터,61_성산2동주민센터,62_중동초등학교,63_성산2교,64_연희104고지앞.구성산회관,65_서대문우체국,66_연세대학교앞,67_세브란스병원,68_신촌기차역,69_이대역,70_웨딩타운,71_아현역,72_종근당.충정로역,73_서소문,74_시청광장,75_우리은행종로지점,76_조계사,77_안국역.종로경찰서.인사동,78_창덕궁.우리소리박물관,79_창경궁.서울대학교병원,80_명륜동2가.성균관대입구,81_삼선교.한성대학교.조소앙활동터,82_돈암사거리.성신여대입구,83_미아리고개.미아리예술극장,84_길음뉴타운,85_월곡뉴타운,86_숭곡초교입구,87_창문여고,88_장위동고개,89_장위1동주민센터,90_장위1동치안센터,91_국민은행장위동지점,92_장곡초교,93_장곡초교사거리,94_꿈의숲아이파크아파트,95_장위래미안아파트,96_광운초교,97_월계2교,98_롯데캐슬루나아파트,99_인덕대앞,100_월계보건지소,101_하계시영아파트,102_하계장미아파트,103_하계미성아파트.을지병원,104_한성여객종점
2022-03-16 19:00:00,1,10,32,30,29,19,8,11,9,8,6,6,10,11,13,14,14,12,15,14,18,17,15,14,9,6,11,10,15,18,17,19,19,14,14,17,17,14,19,20,19,18,18,16,13,11,7,7,5,5,4,3,2,2,7,7,7,8,9,9,11,12,14,13,8,13,13,12,10,8,7,9,15,17,20,24,29,27,28,28,30,37,35,37,40,40,43,29,25,22,18,30,27,23,21,22,23,23,22,20,11,5,2,0
2022-03-16 20:00:00,2,7,15,18,15,15,12,6,5,6,8,8,7,3,9,8,8,7,7,8,7,7,0,8,7,6,6,0,8,7,7,13,19,18,17,16,14,12,7,8,7,8,10,10,9,7,4,1,6,5,4,2,0,1,5,6,4,5,4,4,3,4,6,5,6,7,10,13,13,10,9,11,16,18,20,24,25,26,23,26,25,27,23,27,24,25,22,17,14,12,12,11,6,5,4,0,7,5,5,4,4,3,1,0
2022-03-16 21:00:00,0,7,11,8,10,9,7,9,8,8,3,6,10,9,7,8,10,8,9,10,7,8,7,8,6,4,6,6,6,9,11,12,17,13,11,11,6,12,15,17,14,12,15,13,11,8,3,3,1,1,2,1,0,0,4,3,2,3,3,2,4,2,1,6,5,6,4,5,7,3,4,5,9,12,13,17,20,23,22,22,37,36,36,39,18,39,30,20,17,14,11,12,11,7,8,8,7,7,7,6,5,2,1,0
2022-03-16 22:00:00,1,6,13,3,14,13,12,9,7,6,5,7,6,4,5,5,5,0,7,8,7,7,6,8,8,7,9,0,8,8,7,10,12,8,8,8,10,11,10,11,18,17,16,14,12,8,7,8,4,7,2,2,1,2,5,6,5,1,5,3,3,4,4,4,3,5,4,8,7,4,7,9,10,14,18,24,27,29,30,35,34,33,31,34,35,33,29,25,24,22,20,17,13,11,8,10,8,6,10,6,8,4,1,0
2022-03-16 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,2,3,0,8,9,8,7,2,5,6,5,7,0,5,6,7,6,8,9,7,5,0,3,5,4,0,3,1,2,2,0,4,8,9,10,7,6,5,4,1,3,3,5,6,9,8,1,7,6,8,9,9,12,13,17,10,17,21,24,25,26,25,24,25,18,16,11,8,9,8,5,2,0,0,5,4,3,2,1,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,1,3,7,8,11,17,17,26,26,29,19,30,20,31,34,36,38,30,36,35,42,44,43,25,43,40,37,38,38,26,17,9,3,2,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,0,5,7,4,4,8,9,9,5,9,11,6,12,14,13,11,15,16,17,15,14,15,16,17,24,24,25,26,25,24,20,13,6,3,4,0,0,3,6,0,4,3,4,2,3,5,4,0,4,3,2,3,0,0,2,4,0,0,3,6,5,6,5,4,0,3,0,4,3,2,2,0,0,0,2,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 06:00:00,0,5,10,11,12,12,13,15,16,21,23,17,24,25,22,31,35,38,38,38,36,24,35,25,24,25,24,20,13,10,10,8,6,4,2,3,3,4,1,0,2,1,1,1,1,3,0,2,1,0,0,1,0,1,3,2,4,0,5,8,9,9,11,12,8,7,11,7,10,9,11,14,10,9,10,9,3,6,3,2,4,5,6,9,9,6,10,8,6,5,5,5,6,6,7,2,3,6,4,8,5,1,0,0
2022-03-17 07:00:00,4,9,16,18,20,17,21,24,25,28,24,27,31,32,34,37,42,43,45,41,36,38,37,37,42,42,43,41,26,22,18,17,9,8,7,8,7,6,13,3,12,11,10,10,11,12,9,8,3,1,2,1,0,2,3,4,5,5,9,13,23,26,19,27,24,22,21,20,24,16,24,23,19,16,17,17,18,11,7,6,10,10,9,11,12,13,9,7,9,10,11,13,16,18,17,17,21,26,24,15,18,6,0,0
2022-03-17 08:00:00,0,5,15,18,22,18,20,14,15,17,19,19,24,26,31,37,43,42,44,47,44,46,46,47,48,46,42,40,41,38,33,29,16,10,11,14,14,15,25,23,21,22,24,22,21,22,23,23,22,18,12,4,2,1,4,12,19,17,21,19,23,25,26,22,20,19,17,19,19,22,27,28,19,14,16,11,24,28,12,6,10,12,11,16,18,19,19,15,19,19,15,13,14,13,13,10,21,24,26,25,21,9,1,0
2022-03-17 09:00:00,5,5,19,20,19,15,15,14,10,21,12,14,22,23,25,31,38,39,37,37,34,36,33,35,36,36,31,30,27,24,16,17,10,7,9,4,5,9,12,10,9,8,10,7,6,3,7,8,7,7,6,2,1,1,4,7,8,0,10,14,17,15,20,19,21,20,18,19,22,16,13,14,12,11,11,11,8,8,6,6,9,5,6,8,10,10,10,7,8,9,5,11,5,11,7,9,13,15,17,19,14,2,0,0
2022-03-17 10:00:00,1,6,19,18,14,12,12,11,12,11,12,14,15,14,15,17,23,24,23,20,22,21,15,21,17,18,15,16,14,14,13,10,7,6,5,2,6,7,9,7,8,7,8,7,8,7,4,6,3,5,4,2,0,0,2,2,2,0,4,4,7,6,7,6,2,6,9,8,6,9,9,10,8,8,9,9,10,7,6,9,9,14,14,15,16,14,17,14,13,12,9,8,5,7,6,7,8,7,7,6,5,4,2,0
2022-03-17 11:00:00,2,4,6,7,4,8,9,9,12,10,11,15,16,20,21,24,26,25,26,24,20,20,23,20,19,18,16,16,15,12,10,8,7,6,3,3,5,6,7,5,8,9,4,8,3,5,4,2,0,1,2,1,0,1,2,3,4,3,4,8,11,13,0,6,14,14,14,10,6,7,7,7,10,11,10,9,7,7,8,6,8,7,10,14,12,11,10,9,9,7,8,6,7,6,7,8,5,9,10,9,7,5,0,0
2022-03-17 12:00:00,2,7,13,11,12,10,10,14,11,14,14,17,18,19,20,21,23,13,24,25,24,23,24,21,19,19,18,17,15,14,13,10,10,10,8,6,5,4,7,8,8,10,7,4,8,4,5,4,3,4,2,1,2,4,3,5,7,9,8,12,12,11,13,12,11,12,8,10,10,10,12,10,12,11,15,15,16,15,16,12,13,19,18,20,21,21,20,18,16,13,9,8,8,5,6,7,7,7,10,6,4,3,0,0
2022-03-17 13:00:00,1,4,11,12,13,8,10,12,6,14,15,14,11,15,21,25,30,29,28,24,22,18,16,18,18,12,16,12,14,13,12,14,15,10,11,11,10,11,9,5,8,5,7,6,6,5,5,6,0,4,5,0,0,0,2,1,3,2,4,7,11,8,10,9,8,7,5,6,8,7,9,8,8,8,12,11,13,15,16,17,15,14,13,14,14,16,16,15,15,12,14,10,9,13,13,14,16,14,12,11,9,7,1,0
2022-03-17 14:00:00,2,8,16,11,15,13,14,13,12,11,10,11,8,13,15,16,10,16,15,17,16,16,17,14,10,10,12,13,12,9,13,14,12,12,16,2,14,3,15,15,13,0,11,9,7,4,11,8,7,9,6,1,1,2,2,5,6,0,4,6,8,8,8,9,9,8,8,9,8,4,7,8,12,12,15,18,22,22,22,24,23,28,27,27,28,28,24,20,19,13,15,14,12,12,13,13,16,15,11,12,9,4,1,0
2022-03-17 15:00:00,0,13,14,10,15,13,14,14,13,14,10,12,15,15,16,18,18,19,18,18,20,18,20,16,13,11,15,16,16,15,13,13,13,11,11,16,11,12,10,9,8,8,10,8,6,7,5,0,0,1,3,1,1,2,3,3,4,0,5,5,4,1,5,2,0,4,10,13,12,10,9,9,13,19,20,22,25,25,25,27,31,27,28,30,29,23,33,21,19,18,16,16,17,17,20,0,18,17,16,16,14,4,0,0
2022-03-17 16:00:00,1,12,19,19,18,20,19,19,22,24,24,28,17,27,27,30,31,17,46,44,35,26,23,19,16,17,20,19,17,14,14,18,17,14,14,15,14,13,13,13,15,17,17,16,15,13,10,0,9,8,6,2,0,1,3,4,5,0,5,9,12,9,11,9,11,6,10,10,11,8,10,11,16,21,21,23,32,40,43,41,39,42,43,41,39,36,35,27,24,22,21,20,19,13,13,12,11,14,24,28,21,6,1,0
2022-03-17 17:00:00,0,6,12,13,13,20,18,18,14,17,16,15,18,20,22,22,26,15,22,21,21,22,20,17,14,14,15,20,21,21,22,23,24,20,17,16,18,20,21,21,22,23,22,18,16,12,9,8,6,6,4,1,2,3,7,7,10,0,9,11,10,7,10,8,5,9,12,16,14,12,14,15,20,23,28,27,29,27,30,30,33,39,38,39,40,39,40,33,34,32,27,24,23,18,16,15,15,18,17,13,13,4,1,0
2022-03-17 18:00:00,1,7,18,19,17,21,21,18,19,22,23,25,26,27,28,28,25,24,28,26,27,21,19,16,17,16,18,19,25,26,27,29,35,34,34,33,26,22,29,23,26,23,21,21,20,17,10,10,9,6,6,6,7,16,15,17,18,17,19,17,18,19,20,20,19,21,19,24,21,20,20,24,25,27,31,37,41,45,46,52,52,50,47,44,46,44,42,36,30,26,21,19,17,15,10,10,14,13,14,13,10,5,2,1
2022-03-17 19:00:00,1,7,12,3,12,11,9,8,9,8,10,10,14,15,18,20,22,20,16,16,16,12,11,11,11,11,8,16,16,17,19,20,22,15,18,17,16,20,34,34,30,23,24,20,17,18,15,14,12,9,3,5,2,4,9,7,8,8,9,8,11,9,11,9,6,3,8,10,9,9,9,10,15,15,15,36,35,35,34,35,41,42,36,35,36,36,37,28,28,24,22,20,19,14,14,16,15,14,11,11,8,3,2,0
2022-03-17 20:00:00,0,8,16,16,12,10,9,8,7,8,11,5,6,11,12,7,14,0,13,12,13,10,9,8,7,6,6,0,5,8,8,11,11,9,11,10,8,9,15,15,17,15,14,12,8,8,5,5,0,2,2,1,0,1,10,0,11,0,12,3,11,0,5,7,7,7,7,8,8,7,3,6,11,14,15,19,22,23,22,24,25,25,26,28,33,30,27,26,21,17,16,13,11,10,8,0,9,9,11,12,9,3,1,0
2022-03-17 21:00:00,1,7,12,10,9,7,8,5,6,7,6,7,5,6,5,7,6,7,9,10,8,7,7,8,4,4,7,6,6,10,9,14,19,17,17,15,10,13,11,12,7,6,15,14,10,6,7,4,3,3,2,1,1,2,2,4,5,7,4,9,9,2,7,5,4,3,5,6,8,4,6,9,9,10,11,16,18,24,22,23,26,38,33,30,29,22,22,21,16,14,13,9,12,10,9,8,9,6,8,6,5,4,0,0
2022-03-17 22:00:00,0,5,11,7,8,7,6,6,5,6,7,6,6,3,6,7,6,5,6,4,4,7,5,4,8,2,6,5,10,2,10,14,22,23,18,17,14,11,14,20,21,20,21,20,16,12,10,9,8,6,3,2,1,0,5,8,4,3,7,5,7,0,5,7,6,6,7,10,11,10,12,13,11,11,16,21,25,20,24,25,26,32,29,32,39,36,34,23,20,19,16,12,15,12,9,4,9,7,6,3,3,2,1,0
2022-03-17 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,3,5,5,7,6,5,8,9,8,11,0,12,13,12,16,15,14,12,11,12,9,7,4,2,1,2,0,0,0,3,5,5,0,4,3,6,5,4,3,5,8,6,9,8,6,6,9,10,6,13,17,19,22,14,23,21,18,15,19,22,19,16,13,12,11,9,6,8,6,6,0,5,6,5,0,4,3,0,0
2022-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 04:00:00,0,4,4,6,10,16,18,23,26,25,5,14,26,27,27,31,35,25,43,39,38,41,41,35,38,35,31,34,30,29,21,16,3,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 05:00:00,0,4,6,5,7,6,7,5,7,8,9,10,12,9,9,11,15,13,15,14,13,14,14,15,20,18,21,22,11,21,17,10,3,2,3,3,2,2,4,1,3,1,5,6,0,7,0,8,5,3,2,0,1,0,1,3,1,0,3,4,5,7,7,6,6,2,5,3,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 06:00:00,1,3,8,7,9,9,10,12,12,14,13,15,17,17,19,25,32,33,36,30,31,25,23,24,22,23,22,19,13,12,10,8,6,4,3,0,0,3,3,2,2,4,5,0,0,1,0,0,0,0,0,1,0,0,3,4,5,0,5,9,16,18,18,17,9,8,8,7,9,6,5,12,9,8,7,5,7,5,3,3,4,8,3,9,10,10,8,9,7,8,7,8,0,7,0,6,7,8,18,23,18,4,0,0
2022-03-18 07:00:00,3,7,10,15,16,16,16,18,21,23,24,25,28,29,31,37,41,41,42,41,43,41,43,44,45,44,45,48,36,35,22,20,15,15,13,12,9,9,10,8,7,8,7,7,6,6,5,4,3,2,2,1,0,1,4,4,4,5,7,11,12,13,10,16,13,15,17,14,13,14,15,22,13,12,14,13,12,8,4,5,8,9,14,20,24,23,11,10,11,13,15,17,16,17,19,23,27,24,22,26,22,2,0,0
2022-03-18 08:00:00,2,8,12,15,16,11,16,15,19,20,25,22,25,32,36,41,45,46,47,48,48,47,46,42,42,41,41,39,32,34,27,22,15,11,10,11,7,12,13,9,14,15,15,13,12,10,14,15,19,13,7,2,1,1,5,7,10,9,11,13,25,27,28,25,30,28,26,30,31,28,27,23,16,11,14,12,11,13,10,9,13,14,15,20,20,18,16,17,19,18,16,15,13,14,14,16,18,23,30,30,25,8,2,0
2022-03-18 09:00:00,1,3,21,22,23,12,11,11,11,11,15,17,21,25,26,30,34,38,39,41,40,35,35,36,37,34,35,30,23,19,13,11,8,6,5,5,6,7,8,4,8,7,8,9,10,0,11,0,9,7,5,0,0,2,4,3,2,0,5,8,12,14,18,15,12,5,11,10,8,22,21,17,10,6,8,7,9,9,11,10,12,15,14,15,20,21,22,20,19,17,12,17,18,19,20,23,24,20,8,10,7,10,1,0
2022-03-18 10:00:00,1,6,10,11,9,8,11,10,10,10,11,14,12,17,18,19,23,24,22,20,26,21,20,15,17,18,16,18,14,11,7,8,7,6,5,6,7,6,5,4,5,6,7,5,6,6,0,0,0,5,4,3,0,2,1,0,0,1,1,3,6,7,8,12,6,10,9,10,8,9,10,12,8,9,8,9,9,9,14,12,12,14,15,13,12,11,13,11,11,11,13,3,12,4,4,13,14,11,11,11,7,5,1,0
2022-03-18 11:00:00,0,4,8,9,8,7,8,8,9,10,9,11,14,16,18,21,19,22,22,23,20,23,23,20,20,21,20,20,18,17,16,17,14,9,10,8,6,7,8,11,13,12,11,7,9,11,7,6,5,4,5,3,1,1,3,4,4,0,6,12,15,16,16,15,15,14,11,9,10,8,4,7,9,7,10,13,12,9,11,14,14,13,14,18,17,15,17,12,12,4,12,12,14,13,14,10,13,10,14,13,9,5,2,0
2022-03-18 12:00:00,0,6,10,11,13,16,15,15,16,19,18,15,17,17,20,21,25,26,21,20,16,15,13,16,18,19,18,16,13,13,12,10,11,11,11,11,11,7,9,10,8,11,13,10,9,8,5,1,5,4,3,1,0,0,4,5,5,0,6,6,9,10,6,6,7,7,13,11,8,5,9,8,12,11,12,15,12,11,9,10,10,15,13,17,10,17,16,13,12,6,11,9,7,6,7,7,7,11,16,15,14,3,1,0
2022-03-18 13:00:00,1,7,10,9,10,12,12,11,13,13,14,14,14,12,15,16,20,21,27,24,21,20,19,18,17,15,14,14,12,12,11,13,13,12,11,6,10,9,10,7,9,8,12,9,7,10,19,8,18,15,5,3,1,0,3,5,4,0,6,10,10,9,11,10,11,10,14,12,10,8,12,15,16,15,20,20,20,21,19,16,14,13,12,16,17,18,18,11,11,10,10,7,7,8,8,7,10,12,10,9,10,8,0,0
2022-03-18 14:00:00,1,8,12,13,13,16,15,11,12,13,16,23,23,27,26,27,25,28,27,28,26,24,22,19,18,16,18,19,18,15,14,13,14,14,12,9,11,9,0,0,11,12,15,11,10,9,10,3,6,5,7,2,0,1,5,6,0,0,7,7,3,8,10,8,9,9,12,13,12,7,11,11,11,11,15,16,16,16,17,15,18,18,12,14,15,15,18,16,15,12,13,11,10,11,10,12,10,9,11,9,8,3,1,0
2022-03-18 15:00:00,1,6,12,9,9,11,18,18,10,19,16,18,22,23,24,24,24,22,18,19,15,18,15,14,16,14,12,16,14,11,15,13,15,14,16,5,10,7,0,0,11,12,15,7,14,10,5,0,3,3,2,1,0,0,7,10,10,10,8,14,14,16,23,10,24,7,22,12,14,7,10,17,20,19,21,22,23,22,25,26,29,25,26,23,26,26,30,28,27,17,15,13,9,8,9,1,8,9,10,9,6,1,0,0
2022-03-18 16:00:00,1,5,12,14,15,14,14,11,13,17,19,22,23,25,23,25,30,30,42,36,29,20,18,15,13,12,11,13,13,11,14,14,20,14,14,15,13,17,0,0,19,20,21,18,16,13,7,6,1,4,3,2,1,1,6,3,4,3,2,9,12,13,12,8,8,8,9,9,11,6,15,14,19,22,19,23,41,43,40,31,28,30,30,30,32,29,39,32,27,24,21,18,14,10,9,8,8,13,15,13,8,4,0,0
2022-03-18 17:00:00,1,10,16,15,16,17,15,15,18,19,16,18,20,18,22,22,30,22,29,28,25,19,20,18,18,16,17,17,25,26,25,24,19,19,24,26,24,25,0,0,31,33,34,26,24,16,14,12,5,10,3,4,3,3,13,11,0,14,15,12,13,16,17,12,11,13,14,16,13,11,12,18,23,21,29,34,37,51,49,47,40,37,37,30,36,41,45,36,33,27,20,19,20,15,16,17,16,17,16,14,10,6,2,0
2022-03-18 18:00:00,2,10,22,15,22,23,21,15,11,18,23,27,29,30,33,34,33,34,37,38,35,25,24,17,18,16,17,23,22,16,18,25,30,30,27,25,22,22,0,0,24,27,25,32,28,21,15,10,9,8,7,5,4,9,16,20,21,22,6,21,22,0,20,18,16,16,18,20,19,17,16,27,36,38,45,51,52,49,48,54,51,42,42,40,35,33,29,24,24,23,22,18,13,11,14,13,12,12,14,13,9,4,2,0
2022-03-18 19:00:00,2,6,17,13,20,13,12,7,7,13,9,10,13,16,21,27,25,23,18,17,18,16,14,9,10,7,0,10,11,10,9,16,18,18,21,23,25,26,0,0,29,25,27,28,27,22,13,12,13,6,2,1,0,2,8,6,0,6,7,8,8,8,10,8,10,10,11,12,13,11,11,11,11,12,13,18,19,21,28,27,31,27,25,44,49,47,39,28,27,26,20,16,13,14,13,13,11,9,10,10,6,5,0,0
2022-03-18 20:00:00,0,5,10,11,10,9,8,5,3,5,4,6,9,2,8,9,9,4,11,7,11,11,10,8,9,7,8,5,9,6,9,11,12,9,13,0,9,7,0,0,11,10,14,11,9,7,5,4,3,2,0,1,0,1,4,5,7,8,6,8,7,4,5,5,4,6,7,8,8,7,8,4,8,11,13,19,25,27,28,30,34,34,31,31,35,36,31,26,24,23,18,16,15,16,10,9,15,8,14,13,5,3,1,0
2022-03-18 21:00:00,0,4,9,8,7,7,9,10,5,10,9,9,10,9,10,11,8,10,10,5,9,9,9,12,10,5,12,11,10,8,8,11,14,13,13,12,12,13,0,0,13,11,14,15,16,10,5,4,3,3,1,1,0,2,5,7,0,6,5,9,10,0,11,10,11,7,5,8,9,8,7,8,9,13,16,16,19,24,25,25,28,34,33,29,28,28,23,18,17,15,12,11,8,9,6,7,9,5,7,9,4,1,0,0
2022-03-18 22:00:00,0,9,14,12,13,12,12,10,8,7,5,5,4,3,6,4,6,5,4,5,0,5,3,5,4,5,7,0,5,6,7,12,13,12,12,13,11,12,0,0,18,19,18,16,14,10,4,3,0,2,1,2,3,0,3,3,0,0,0,4,2,5,0,4,1,0,2,5,7,7,7,8,9,11,12,15,22,24,17,26,24,21,20,19,19,20,17,17,15,13,12,8,7,11,7,6,7,4,9,6,4,2,1,0
2022-03-18 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,3,4,5,6,0,7,8,8,1,7,8,10,11,12,8,9,8,0,0,10,7,10,8,5,4,4,3,2,1,0,0,1,0,4,7,4,8,6,5,3,4,2,3,2,3,4,5,9,5,10,7,9,9,10,17,18,20,10,20,20,31,27,26,28,26,23,20,18,11,16,15,15,14,10,9,9,5,10,9,5,3,0,0
2022-03-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 04:00:00,1,0,2,5,0,4,8,6,7,8,0,6,11,14,6,16,8,15,16,17,15,18,16,15,13,9,11,4,12,8,8,8,5,3,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
