Unnamed: 0,1_복정역환승센터3번승강장,2_장지역.가든파이브,3_문정법조단지.건영아파트,4_문정로데오거리입구,5_가락시장.가락시장역,6_송파역,7_석촌역,8_석촌호수.한솔병원,9_잠실역.롯데월드몰,10_잠실역.잠실대교남단,11_잠실대교전망쉼터,12_자양동잠실대교북단,13_동서울우편집중국앞,14_광진구청,15_광진경찰서,16_구의사거리,17_구의2동주민센터입구,18_어린이대공원후문,19_중곡동입구,20_신성시장,21_중곡동종점,22_대원고교앞,23_용암사입구,24_면목동,25_용마산역,26_용마폭포공원,27_면목동금호어울림아파트,28_한양수자인사가정파크,29_면중초등학교,30_중화중학교,31_중화중학교삼거리,32_면목본동파출소,33_동원시장,34_망우3동주민센터.혜원여중고후문,35_상봉신협,36_면목6거리,37_서울창업카페상봉점,38_면목2동주민센터,39_면목2동,40_동서그랜드맨션,41_면목5동,42_면목2동한신아파트,43_신성은하수아파트,44_서울우유앞,45_중랑역.동부시장1,46_상봉역.중랑우체국,47_상봉1동주민센터,48_신내쌍용아파트,49_쌍용아파트신내테크노타운앞,50_엘지아파트앞,51_신현중학교,52_중랑구청,53_중랑구청사거리,54_성원아파트경남아너스빌앞,55_국민은행망우동지점,56_망우지구대,57_상봉터미널,58_망우3동주민센터.혜원여중고후문,59_동원시장,60_면목본동파출소,61_중화중학교.다문화가족지원센터,62_면중초등학교,63_면목동금호어울림아파트,64_면목동대원칸타빌아파트,65_용마폭포공원,66_용마산역,67_면목동,68_용암사입구,69_대원고교앞,70_중곡동종점,71_신성시장앞,72_중곡동입구,73_어린이대공원후문아차산역,74_구의2동주민센터입구,75_구의사거리,76_광진경찰서,77_광진구청,78_자양동잠실대교북단,79_잠실대교전망쉼터,80_잠실역.잠실대교남단,81_석촌호수.한솔병원,82_석촌역,83_송파역,84_가락시장.가락시장역,85_문정로데오거리입구,86_문정법조단지.건영아파트,87_장지역.가든파이브,88_복정역환승주차장
2022-03-27 11:00:00,0,3,11,7,15,14,16,9,8,9,0,13,11,15,12,13,12,12,15,17,19,17,16,15,15,11,11,9,7,6,7,7,6,5,6,5,3,3,6,4,4,5,6,6,3,3,2,3,5,3,6,7,11,11,17,18,19,20,19,21,13,23,26,25,27,28,25,36,37,35,39,30,27,31,21,29,31,29,28,16,13,12,7,5,4,3,2,0
2022-03-27 12:00:00,1,13,18,18,20,25,25,25,14,17,19,19,17,16,18,16,15,13,21,24,22,20,19,15,14,13,12,10,9,9,11,10,7,5,4,1,3,5,6,5,6,7,7,4,6,6,3,5,5,4,3,5,7,11,7,12,14,14,18,21,23,25,27,26,23,23,24,27,30,32,32,27,28,30,31,28,20,22,21,16,12,11,9,9,8,4,2,0
2022-03-27 13:00:00,1,6,10,11,13,16,17,18,13,19,0,17,16,17,17,17,16,16,19,19,16,16,17,16,15,14,14,18,9,15,10,8,8,7,6,5,6,7,4,8,7,9,9,9,8,4,5,1,3,6,4,4,8,11,13,14,21,23,26,30,22,24,27,25,24,28,30,32,35,35,38,36,33,34,33,20,31,34,30,19,17,19,19,10,8,6,2,0
2022-03-27 14:00:00,2,5,4,8,12,15,17,16,19,21,22,25,24,23,20,16,14,18,21,22,21,18,17,19,11,10,16,17,17,14,16,8,10,9,9,7,5,5,4,7,9,11,13,12,8,6,6,7,7,8,7,8,7,10,8,10,16,16,18,22,31,34,34,33,32,31,30,34,30,29,32,28,25,27,29,28,27,28,25,18,19,20,18,14,12,5,0,0
2022-03-27 15:00:00,3,9,11,12,14,19,21,17,16,18,0,18,17,18,16,21,18,17,17,21,23,20,19,19,17,16,16,15,14,13,12,12,11,9,7,0,6,4,2,4,4,4,7,2,5,6,7,0,8,9,7,6,6,7,10,11,16,17,20,19,20,18,21,22,22,21,20,20,21,22,22,21,26,28,28,28,27,31,27,25,17,20,21,16,4,11,3,0
2022-03-27 16:00:00,2,6,8,9,9,10,11,11,19,21,20,22,24,25,23,16,20,25,25,26,26,24,27,26,27,24,22,19,13,12,11,10,9,8,8,3,4,7,5,6,3,8,6,7,8,6,7,7,6,5,6,7,8,10,10,11,13,13,19,19,17,17,19,15,18,21,22,22,15,25,25,23,27,30,29,30,29,21,26,24,20,15,15,14,11,4,2,0
2022-03-27 17:00:00,1,14,18,17,22,24,25,24,20,23,24,24,18,25,29,30,30,32,34,31,29,28,28,26,25,21,20,20,19,17,15,10,6,7,5,7,6,5,5,0,4,5,5,3,7,5,9,10,6,5,8,4,4,4,10,10,18,18,19,20,18,21,21,22,23,23,25,24,26,29,30,25,24,23,23,26,23,19,19,22,19,17,17,14,14,9,3,0
2022-03-27 18:00:00,2,9,14,15,16,18,17,21,35,37,24,36,20,35,30,32,31,34,36,27,27,24,23,21,19,17,17,15,18,11,16,11,13,11,7,5,0,4,4,10,9,6,7,7,6,4,6,0,8,7,8,6,8,8,9,11,17,17,18,23,24,21,21,21,20,20,19,18,16,18,20,20,21,25,21,24,20,21,20,15,12,14,13,12,7,4,2,0
2022-03-27 19:00:00,2,6,16,17,19,11,20,21,23,25,26,24,24,24,26,25,22,22,23,23,22,24,24,17,23,21,19,18,17,16,11,7,7,6,3,6,3,5,5,4,4,4,5,5,5,7,5,3,5,4,3,4,4,6,5,8,16,16,18,15,15,14,15,13,14,13,13,14,12,14,14,10,14,13,12,11,10,9,0,11,11,12,9,4,3,2,1,0
2022-03-27 20:00:00,2,10,12,10,11,13,14,15,29,31,0,29,28,24,15,25,24,22,22,22,21,20,18,16,15,7,10,8,12,7,8,4,3,8,6,5,3,2,0,2,2,3,1,4,6,7,6,1,4,0,3,4,5,7,8,8,10,10,13,5,12,12,9,8,7,15,18,17,15,20,18,17,24,26,22,17,13,11,5,9,7,9,6,3,2,1,1,0
2022-03-27 21:00:00,1,5,6,7,10,13,14,17,23,25,27,23,21,27,28,24,23,27,31,31,30,30,27,24,27,23,22,18,16,13,10,9,5,3,2,3,0,4,0,1,3,4,0,2,4,5,3,0,4,3,0,4,8,7,8,11,11,9,14,7,16,15,7,14,11,12,7,13,11,11,10,10,9,11,10,7,8,11,5,18,16,17,15,8,6,4,1,0
2022-03-27 22:00:00,1,5,6,6,4,10,13,14,24,25,26,25,26,24,23,24,22,26,28,25,23,21,18,19,22,21,22,20,18,16,14,13,10,8,6,7,0,5,0,0,3,4,3,2,4,5,4,0,0,2,0,5,6,6,7,4,10,9,10,5,8,8,7,7,6,6,7,9,8,7,7,8,13,12,11,11,10,9,9,10,12,9,8,5,3,1,0,0
2022-03-27 23:00:00,1,2,4,7,9,5,8,12,13,11,0,12,9,11,12,11,0,13,15,13,12,12,11,12,13,11,12,8,7,11,8,7,5,2,4,0,3,4,2,3,2,0,2,0,3,2,2,0,0,0,1,3,2,0,3,2,8,8,7,7,8,11,11,10,2,12,3,11,12,5,9,8,7,6,8,5,3,0,0,10,11,2,8,2,3,2,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,3,5,6,8,10,5,5,10,16,0,0,16,16,17,18,19,16,10,9,13,15,17,0,16,0,0,0,0,0,7,15,12,10,0,9,8,10,8,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,1,4,5,0,8,10,6,7,7,6,0,7,8,7,6,6,6,7,8,7,8,6,5,7,7,4,6,4,0,5,6,7,7,5,5,4,5,0,0,5,6,7,11,10,10,10,12,13,13,14,10,12,15,15,17,20,22,26,28,30,35,36,37,22,36,37,39,43,44,45,53,47,46,47,47,47,44,45,43,31,27,0,0,0,0,0,0,0
2022-03-28 06:00:00,0,1,9,5,8,14,16,10,12,8,0,7,7,8,11,13,13,19,18,18,12,14,8,7,8,2,7,4,6,7,6,3,1,5,3,2,1,0,0,3,4,4,2,4,2,3,4,3,3,5,4,5,9,10,11,14,16,20,21,24,28,31,33,34,34,33,36,38,42,47,50,46,36,35,32,29,30,26,22,18,14,26,25,22,16,10,4,0
2022-03-28 07:00:00,2,7,17,19,18,25,26,26,16,16,14,22,23,23,30,36,41,49,53,47,18,17,14,19,19,18,9,18,17,9,9,6,6,5,3,2,2,2,4,3,4,11,13,15,12,12,13,15,14,13,9,12,17,23,27,25,29,30,31,33,42,49,54,57,49,43,47,48,50,56,61,54,41,48,43,40,40,46,31,36,34,31,25,21,11,6,3,0
2022-03-28 08:00:00,4,8,23,26,34,39,50,50,27,23,0,22,21,27,33,36,35,32,34,34,38,36,36,36,36,34,37,35,33,26,17,13,10,9,9,9,7,7,10,11,13,16,16,16,22,21,21,20,19,20,15,14,16,18,23,25,32,41,43,47,54,52,54,56,53,45,50,55,55,62,62,60,54,49,50,44,40,52,48,38,35,38,32,26,11,4,1,0
2022-03-28 09:00:00,1,4,10,12,18,22,18,25,20,23,0,26,26,25,26,25,24,31,19,30,30,28,31,30,34,33,32,31,30,23,11,12,11,10,9,6,4,5,0,6,7,10,12,13,11,9,9,11,10,9,8,10,13,17,21,28,31,32,29,25,27,25,22,27,24,24,25,28,33,33,37,32,29,30,30,33,28,27,25,18,16,14,28,16,7,4,3,0
2022-03-28 10:00:00,1,3,10,9,10,9,14,17,11,13,6,17,15,10,12,12,11,12,13,16,14,12,14,10,11,15,13,12,4,10,9,5,7,4,2,4,3,2,0,3,3,3,4,3,5,5,6,4,10,9,8,9,10,10,15,13,13,14,14,16,19,23,23,22,31,27,29,33,36,35,40,38,31,23,18,26,24,22,18,18,13,12,9,6,3,1,0,0
2022-03-28 11:00:00,1,2,4,6,12,15,17,17,12,14,0,12,8,12,15,6,11,14,13,15,14,14,14,12,11,11,8,10,7,9,7,6,5,5,4,0,4,2,0,5,2,3,8,7,6,5,2,2,4,1,4,5,7,7,8,9,10,11,14,15,17,16,15,17,14,14,14,16,19,20,22,21,20,19,16,17,15,14,13,8,13,12,9,7,5,3,1,0
2022-03-28 12:00:00,2,4,5,6,7,13,15,21,17,17,11,19,17,14,18,14,16,18,19,19,19,17,17,15,15,16,10,11,7,14,8,7,6,5,4,4,3,1,3,2,4,5,3,4,3,4,6,3,2,4,5,4,7,5,7,9,10,11,11,14,18,20,15,15,16,21,22,25,27,31,31,27,22,23,22,18,18,17,15,13,9,8,7,6,3,5,1,0
2022-03-28 13:00:00,1,3,6,9,12,13,12,16,12,13,7,12,11,14,18,19,15,22,24,27,25,25,26,25,25,10,23,16,21,20,11,12,10,5,5,1,4,5,2,5,6,7,8,7,8,7,5,6,5,6,4,7,7,8,11,12,17,15,13,14,19,19,20,13,21,19,18,18,19,21,25,22,24,26,23,20,15,15,13,11,13,10,14,13,12,8,1,0
2022-03-28 14:00:00,5,6,12,14,21,19,19,18,16,17,0,10,9,11,12,12,21,22,18,18,15,17,17,16,17,16,16,13,18,17,18,17,16,12,10,9,7,4,4,5,4,6,5,6,4,3,3,0,4,3,4,8,9,7,8,9,11,14,15,16,16,15,15,14,13,13,15,16,16,17,25,25,15,16,15,13,16,14,15,12,13,13,11,9,8,4,1,0
2022-03-28 15:00:00,2,7,9,12,16,20,23,24,22,16,17,19,20,27,30,33,30,33,29,29,28,26,24,23,25,27,26,23,21,20,16,14,14,13,11,10,9,8,6,7,6,5,4,5,7,7,4,0,6,8,5,6,8,9,11,12,12,13,14,14,24,22,23,24,25,21,21,20,25,24,26,24,22,21,16,17,15,14,12,11,9,10,8,9,6,2,1,0
2022-03-28 16:00:00,3,8,14,12,20,27,28,31,27,26,26,27,27,28,29,30,29,32,31,30,27,28,28,27,29,25,24,18,26,24,21,19,17,17,16,8,14,9,0,9,6,8,9,6,8,7,9,6,5,7,7,10,9,12,13,16,21,20,20,23,34,34,33,28,28,31,29,30,45,52,50,45,32,31,30,25,22,23,14,14,13,11,12,10,8,6,1,0
2022-03-28 17:00:00,2,11,17,32,35,38,37,40,40,40,40,36,36,31,31,37,38,39,45,46,43,41,38,33,33,25,30,29,27,24,21,19,16,12,10,7,7,6,4,5,4,6,8,5,6,4,6,5,6,4,5,8,8,12,13,16,25,25,27,30,30,28,28,25,33,31,30,29,31,34,35,31,31,29,29,24,24,21,22,19,17,19,10,7,5,3,1,0
2022-03-28 18:00:00,7,9,19,32,35,40,43,45,45,45,42,42,42,48,52,54,53,49,48,43,42,37,38,38,39,35,30,32,29,25,20,18,15,11,10,8,7,6,3,7,10,12,11,9,10,11,10,5,7,8,9,9,12,12,18,25,33,29,29,31,30,28,27,27,27,28,31,31,33,35,41,36,31,30,31,25,28,27,26,30,22,19,20,15,14,7,2,0
2022-03-28 19:00:00,1,7,13,22,25,30,29,35,33,31,30,30,32,35,36,41,39,46,46,38,36,35,31,28,32,30,26,22,18,17,16,15,12,8,7,11,8,8,7,7,6,8,5,3,4,9,8,7,8,6,5,8,11,12,19,16,27,26,26,22,32,30,26,25,24,25,24,21,22,19,19,16,19,17,18,16,19,12,18,22,17,16,15,12,13,8,3,0
2022-03-28 20:00:00,2,6,7,9,17,18,21,23,28,31,33,22,29,33,33,33,31,36,29,28,21,27,25,23,30,27,26,21,17,15,11,8,10,7,7,6,5,6,4,3,5,3,8,7,10,9,6,5,5,6,5,5,7,8,8,10,11,16,15,16,17,14,14,14,10,14,14,14,20,21,26,20,21,19,18,17,13,14,2,18,13,13,10,6,3,3,0,0
2022-03-28 21:00:00,1,9,11,12,10,12,15,17,22,22,17,21,20,22,23,25,25,27,37,33,31,30,29,17,27,24,21,19,14,15,14,9,8,7,4,6,4,4,3,0,5,6,4,5,5,5,6,5,5,2,5,6,10,10,5,13,19,16,17,18,17,16,16,17,17,10,8,9,16,14,16,15,12,12,11,11,10,11,7,12,13,11,10,7,5,2,0,0
2022-03-28 22:00:00,1,7,8,23,26,25,23,25,23,17,24,20,22,25,24,22,24,29,28,27,22,21,19,17,18,16,14,12,11,10,14,13,11,8,6,3,5,6,3,5,4,1,3,7,6,5,4,4,2,1,2,4,8,9,11,13,18,16,15,15,18,16,13,11,15,16,6,15,22,25,31,26,14,12,10,10,8,7,0,12,9,10,8,6,5,2,1,0
2022-03-28 23:00:00,0,0,2,1,10,11,12,15,18,14,0,20,19,17,17,19,14,23,20,19,18,12,13,17,20,16,19,17,14,10,9,7,7,4,5,5,0,6,5,4,3,2,3,2,4,5,3,4,3,3,2,3,4,4,3,3,5,4,5,5,6,5,4,5,3,7,6,5,8,8,8,8,11,13,11,9,7,6,4,6,5,4,4,3,0,1,0,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,2,6,8,9,10,12,6,14,19,19,0,17,16,17,18,19,17,13,11,15,16,17,5,16,0,6,0,0,0,0,0,12,11,0,13,10,11,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,0,2,3,0,5,4,5,7,5,6,7,9,3,5,6,8,9,9,10,9,7,6,6,8,8,7,7,6,7,8,7,5,6,6,4,3,5,2,0,0,11,7,8,10,7,6,8,9,11,11,9,10,14,15,19,23,27,28,17,30,34,36,38,0,38,39,41,42,43,38,48,44,42,41,42,45,42,43,40,32,29,29,0,0,0,0,0,0
2022-03-29 06:00:00,1,1,5,7,8,11,15,16,5,6,6,8,6,11,10,12,12,12,11,11,6,5,7,9,9,7,7,6,7,2,5,6,5,4,3,1,2,1,0,0,4,6,6,7,9,8,6,0,3,5,6,10,14,19,24,25,29,34,20,21,27,28,30,32,30,28,30,31,33,35,41,34,29,28,26,29,24,25,24,19,17,17,28,24,18,13,4,0
2022-03-29 07:00:00,0,9,22,23,15,19,20,21,17,18,0,18,18,20,23,29,30,51,53,46,19,17,18,19,19,21,25,25,19,19,15,18,16,6,6,4,3,2,6,4,8,13,16,15,12,9,12,13,8,13,11,12,20,25,31,25,34,35,39,39,44,45,41,47,45,42,42,46,46,51,59,53,45,47,45,43,41,42,40,34,29,27,22,18,11,6,1,0
2022-03-29 08:00:00,3,8,23,24,35,42,53,50,26,30,29,31,32,36,37,38,37,44,49,48,39,37,38,39,45,24,24,40,37,30,22,20,18,16,14,10,8,6,7,8,6,11,13,16,11,14,16,15,13,0,11,11,19,25,26,31,33,41,44,46,51,55,57,57,57,54,56,56,58,67,66,58,57,53,47,42,38,44,41,33,30,32,31,28,14,10,4,0
2022-03-29 09:00:00,1,4,11,11,18,21,23,25,15,15,0,16,13,19,20,21,21,29,27,28,28,27,26,25,25,27,28,15,26,24,8,6,7,6,5,4,4,3,4,5,6,7,7,7,8,8,8,6,6,5,4,4,10,9,14,17,24,24,22,23,30,32,36,37,32,27,28,31,34,37,40,34,31,32,28,33,31,37,35,24,19,16,14,10,7,2,1,0
2022-03-29 10:00:00,1,3,12,15,17,15,17,18,12,15,0,14,11,15,9,17,16,17,17,18,16,7,15,13,9,12,8,7,10,9,8,3,4,7,4,3,2,2,1,3,4,5,6,5,5,5,5,3,6,6,5,6,9,11,11,13,14,15,14,16,17,18,18,17,18,16,18,18,18,24,25,22,22,23,20,20,17,20,19,13,10,10,11,9,6,4,0,0
2022-03-29 11:00:00,1,2,5,6,7,12,14,16,6,8,0,7,7,11,9,12,7,19,19,17,18,13,12,8,16,14,5,13,12,11,9,6,7,5,4,3,3,2,0,2,3,3,4,4,4,3,4,5,6,5,7,7,8,8,7,8,14,10,12,9,14,17,16,17,16,15,16,17,16,19,22,19,15,11,14,13,12,12,10,7,6,7,6,6,3,2,0,0
2022-03-29 12:00:00,1,2,11,10,11,16,16,17,15,16,15,13,13,14,11,14,13,16,14,19,18,18,8,16,15,13,16,14,13,10,8,5,9,10,9,6,5,3,6,5,4,6,5,6,6,4,2,2,3,4,5,6,11,12,12,16,22,22,21,23,31,34,34,37,33,31,14,32,32,33,35,28,24,21,17,19,19,18,17,15,14,14,12,8,6,4,0,0
2022-03-29 13:00:00,1,3,7,8,13,15,15,13,10,14,7,15,14,15,16,17,16,17,18,22,22,20,19,18,20,18,18,15,19,18,13,11,11,10,9,5,3,4,1,5,6,6,5,5,7,6,6,5,4,4,8,4,8,10,8,6,10,13,14,19,28,29,30,18,29,29,30,25,24,26,28,24,19,20,20,18,17,19,15,15,12,9,10,8,6,4,1,0
2022-03-29 14:00:00,1,2,6,9,16,17,8,19,14,17,11,15,14,16,16,14,16,18,15,15,17,19,16,15,16,8,15,15,17,7,6,15,12,8,5,4,3,4,0,5,2,6,2,6,5,3,5,5,4,5,6,8,9,3,10,11,14,13,14,15,17,17,18,16,17,18,15,16,16,15,18,19,18,14,21,20,18,17,15,11,11,10,8,7,5,4,1,0
2022-03-29 15:00:00,2,9,12,13,16,15,13,17,21,22,20,25,26,20,20,22,21,23,24,22,20,20,18,21,21,16,15,16,16,15,13,12,10,11,8,7,5,4,2,4,4,4,6,5,6,5,7,2,8,5,3,10,11,7,10,11,16,19,18,16,33,23,35,23,33,25,26,28,27,29,31,29,25,26,22,20,20,20,18,15,13,13,7,5,5,4,2,0
2022-03-29 16:00:00,3,7,13,19,21,32,30,28,24,26,23,25,25,27,35,36,36,44,43,40,37,36,35,37,37,35,34,30,26,23,25,14,12,13,11,10,9,7,6,7,7,8,9,8,8,10,9,7,4,4,1,8,11,12,12,15,18,19,19,21,32,35,34,29,30,32,31,28,33,50,49,44,36,33,26,25,25,26,24,18,20,16,11,11,8,5,2,0
2022-03-29 17:00:00,2,18,24,42,50,51,49,49,47,48,33,42,38,43,43,46,41,47,44,43,39,39,34,33,33,30,29,26,23,21,14,24,19,19,16,15,4,12,3,11,2,11,10,10,13,13,12,7,11,10,9,10,10,11,13,17,24,29,33,31,30,33,33,31,28,30,24,33,34,36,34,35,29,26,22,22,17,17,14,28,23,18,14,12,10,9,2,0
2022-03-29 18:00:00,3,15,25,39,43,42,41,48,50,54,53,54,50,59,63,54,62,62,59,56,54,50,40,37,40,37,35,33,31,27,23,20,18,17,15,13,6,12,12,12,9,12,10,10,12,16,13,12,10,8,7,10,11,13,15,20,23,25,27,30,33,30,28,28,27,28,23,33,33,32,34,32,32,30,29,26,23,25,25,30,23,21,20,16,12,7,4,0
2022-03-29 19:00:00,2,4,14,17,19,23,24,34,33,35,34,33,37,34,33,36,34,42,45,44,44,41,50,48,50,49,47,40,34,30,26,23,20,15,11,7,10,9,7,5,7,7,9,6,8,7,6,5,7,5,5,6,8,7,10,15,21,21,24,33,34,38,39,39,32,30,28,28,25,27,23,17,17,23,23,22,18,17,3,20,16,11,9,8,7,3,1,0
2022-03-29 20:00:00,2,6,10,18,18,22,21,26,34,36,35,35,37,38,39,35,32,34,33,29,28,26,25,22,25,24,22,17,15,16,11,11,10,12,9,7,6,5,4,6,3,4,3,5,4,6,6,2,7,1,0,5,7,8,7,7,14,12,11,10,24,22,23,13,12,23,10,21,21,22,26,23,18,10,16,6,14,14,13,19,14,13,15,11,9,5,3,0
2022-03-29 21:00:00,1,8,11,14,17,18,20,22,27,29,19,28,27,29,30,29,30,33,32,30,29,28,27,28,26,24,17,17,21,19,16,15,10,9,7,8,5,6,2,0,5,4,5,4,5,7,6,2,4,3,3,4,9,3,11,13,12,11,10,11,13,14,12,12,11,11,7,10,21,20,21,20,19,20,18,18,17,17,16,17,14,9,8,9,6,4,1,0
2022-03-29 22:00:00,1,3,7,17,20,17,19,15,27,31,32,34,36,40,40,38,31,36,31,30,27,27,24,23,26,24,23,21,21,19,16,15,14,9,9,6,3,6,5,3,3,4,3,3,4,9,5,3,4,1,2,4,5,5,8,9,12,12,11,11,13,15,15,16,14,15,15,15,28,29,31,27,22,21,16,14,17,16,14,10,7,8,7,4,3,2,1,0
2022-03-29 23:00:00,0,0,1,0,8,9,10,12,17,16,0,10,11,12,11,17,0,20,22,19,17,16,15,15,19,14,13,12,8,6,5,4,5,2,6,3,5,3,4,3,2,2,2,1,3,3,5,0,4,2,2,2,4,3,5,5,8,7,8,9,10,9,9,8,7,10,10,11,10,6,9,7,9,9,8,9,10,12,0,9,10,9,8,6,2,5,0,0
2022-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 04:00:00,1,4,0,6,10,11,5,13,20,2,0,21,21,21,22,24,23,17,15,20,19,21,0,20,18,8,0,17,0,6,16,14,13,12,12,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 05:00:00,1,2,3,3,6,6,5,6,5,5,0,5,5,8,7,8,9,9,8,7,8,3,7,6,7,6,7,6,4,3,4,0,5,5,4,2,0,10,10,11,12,13,15,13,12,12,14,14,13,14,15,13,15,15,18,22,24,26,27,29,35,35,36,29,36,38,41,44,28,47,56,49,42,42,40,14,38,38,32,27,22,0,0,0,0,0,0,0
2022-03-30 06:00:00,1,3,8,8,9,10,12,11,6,7,0,9,10,13,14,13,12,13,5,7,7,6,6,4,5,4,3,0,6,7,5,4,3,2,2,3,2,0,4,3,2,4,5,6,5,4,4,2,5,6,5,7,10,9,11,12,16,18,21,28,33,30,35,36,33,34,37,36,39,42,34,32,27,28,26,24,26,23,20,15,12,21,19,14,10,9,3,0
