Unnamed: 0,1_복정역환승센터3번승강장,2_장지역.가든파이브,3_문정법조단지.건영아파트,4_문정로데오거리입구,5_가락시장.가락시장역,6_송파역,7_석촌역,8_석촌호수.한솔병원,9_잠실역.롯데월드몰,10_잠실역.잠실대교남단,11_잠실대교전망쉼터,12_자양동잠실대교북단,13_동서울우편집중국앞,14_광진구청,15_광진경찰서,16_구의사거리,17_구의2동주민센터입구,18_어린이대공원후문,19_중곡동입구,20_신성시장,21_중곡동종점,22_대원고교앞,23_용암사입구,24_면목동,25_용마산역,26_용마폭포공원,27_면목동금호어울림아파트,28_한양수자인사가정파크,29_면중초등학교,30_중화중학교,31_중화중학교삼거리,32_면목본동파출소,33_동원시장,34_망우3동주민센터.혜원여중고후문,35_상봉신협,36_면목6거리,37_서울창업카페상봉점,38_면목2동주민센터,39_면목2동,40_동서그랜드맨션,41_면목5동,42_면목2동한신아파트,43_신성은하수아파트,44_서울우유앞,45_중랑역.동부시장1,46_상봉역.중랑우체국,47_상봉1동주민센터,48_신내쌍용아파트,49_쌍용아파트신내테크노타운앞,50_엘지아파트앞,51_신현중학교,52_중랑구청,53_중랑구청사거리,54_성원아파트경남아너스빌앞,55_국민은행망우동지점,56_망우지구대,57_상봉터미널,58_망우3동주민센터.혜원여중고후문,59_동원시장,60_면목본동파출소,61_중화중학교.다문화가족지원센터,62_면중초등학교,63_면목동금호어울림아파트,64_면목동대원칸타빌아파트,65_용마폭포공원,66_용마산역,67_면목동,68_용암사입구,69_대원고교앞,70_중곡동종점,71_신성시장앞,72_중곡동입구,73_어린이대공원후문아차산역,74_구의2동주민센터입구,75_구의사거리,76_광진경찰서,77_광진구청,78_자양동잠실대교북단,79_잠실대교전망쉼터,80_잠실역.잠실대교남단,81_석촌호수.한솔병원,82_석촌역,83_송파역,84_가락시장.가락시장역,85_문정로데오거리입구,86_문정법조단지.건영아파트,87_장지역.가든파이브,88_복정역환승주차장
2022-03-05 04:00:00,2,6,2,4,8,8,9,12,16,0,2,17,18,17,20,1,19,10,8,11,11,13,0,0,6,0,11,5,0,10,9,7,4,2,4,3,0,2,3,5,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,1,1,1,2,2,4,3,5,2,3,0,4,5,4,4,5,7,7,6,5,3,4,4,4,1,0,3,6,7,4,5,5,4,6,2,5,4,1,0,2,7,4,3,5,5,5,4,5,4,5,4,2,5,5,7,8,10,15,12,17,18,20,14,15,20,11,21,22,14,25,29,26,30,32,31,27,27,28,26,21,6,20,17,15,8,4,0,0
2022-03-05 06:00:00,0,1,1,2,4,4,7,7,5,5,5,6,4,7,10,7,9,8,9,11,12,6,10,4,6,8,0,8,7,0,6,5,4,4,1,2,0,1,0,2,1,5,3,5,2,1,2,0,2,2,0,3,4,5,6,7,9,11,12,11,13,10,10,15,11,15,12,14,14,15,20,19,19,21,20,22,20,21,17,16,14,15,13,8,5,3,3,0
2022-03-05 07:00:00,0,2,3,2,5,6,7,7,8,9,8,8,8,9,9,8,8,10,11,15,15,8,7,11,11,11,8,9,8,9,6,7,6,5,4,4,3,1,0,3,2,3,4,2,3,3,4,2,3,0,3,2,5,6,7,7,7,9,11,12,14,15,16,14,15,14,12,17,18,20,25,24,17,15,14,16,13,13,12,11,10,10,8,5,3,3,0,0
2022-03-05 08:00:00,0,4,11,12,17,14,13,14,12,11,13,14,14,14,16,17,18,18,21,19,17,15,21,14,24,10,12,24,20,17,15,12,9,7,5,6,3,5,6,4,7,7,8,6,8,6,5,3,6,0,7,13,12,11,12,16,15,18,19,17,27,27,29,32,30,28,29,29,27,29,31,27,26,22,21,22,20,19,17,15,14,11,7,6,3,3,1,0
2022-03-05 09:00:00,1,7,6,8,13,16,17,21,9,13,14,14,10,12,14,14,15,14,14,14,15,11,9,11,10,11,5,10,8,8,5,7,6,8,3,3,1,2,1,4,5,7,6,7,8,8,3,6,8,6,5,6,11,5,7,6,9,13,15,17,17,22,20,24,24,25,24,25,27,28,31,27,22,23,22,20,20,23,21,15,14,12,9,8,7,6,2,0
2022-03-05 10:00:00,1,2,9,8,11,14,19,18,16,13,4,15,17,18,17,16,16,15,15,16,15,15,13,12,11,10,11,8,10,11,10,6,5,10,8,4,6,2,1,3,5,6,9,2,8,7,7,9,10,12,11,12,14,14,14,13,16,17,22,23,23,24,23,23,23,22,24,27,23,24,27,25,20,18,19,19,17,16,15,11,7,6,6,6,4,2,0,0
2022-03-05 11:00:00,1,4,11,13,15,18,17,21,19,21,5,14,16,19,20,20,18,14,18,21,22,20,19,15,21,21,18,18,17,17,16,10,7,6,5,4,2,4,5,12,3,11,12,10,8,9,6,7,9,6,8,15,23,19,20,21,20,22,18,18,20,19,19,21,22,26,26,27,29,34,34,35,29,26,27,27,23,23,18,11,9,8,8,6,5,4,2,0
2022-03-05 12:00:00,1,3,17,21,21,28,30,28,15,14,6,21,20,18,19,18,17,22,20,25,23,22,22,19,17,16,15,12,15,14,15,13,12,10,7,6,3,5,0,3,6,15,18,17,17,9,4,8,4,9,8,11,12,14,11,15,20,20,22,24,28,27,30,31,31,28,30,36,37,42,48,42,37,39,37,33,30,21,25,15,13,10,9,11,7,5,0,0
2022-03-05 13:00:00,6,8,5,11,14,18,19,19,16,19,0,19,18,17,18,20,21,24,23,25,24,21,18,20,19,15,17,18,15,17,12,15,10,13,12,9,10,9,3,10,9,11,10,9,7,8,9,5,7,6,8,9,9,9,9,14,20,19,17,19,22,25,24,25,24,24,23,29,31,32,35,33,30,27,22,24,24,32,30,19,15,11,13,12,10,3,2,0
2022-03-05 14:00:00,1,3,12,14,13,20,17,16,17,20,11,18,19,16,21,21,18,17,16,22,17,21,18,18,19,19,20,19,16,14,11,9,7,5,3,3,3,3,4,3,4,5,5,4,4,1,6,7,6,6,6,9,11,10,13,12,18,19,21,20,21,25,24,19,20,21,21,23,24,25,27,26,26,26,25,28,26,22,22,13,10,12,10,6,7,3,2,0
2022-03-05 15:00:00,2,13,16,14,18,22,21,23,22,22,20,20,21,23,22,24,21,29,28,27,27,24,26,24,23,20,16,11,15,14,13,10,9,7,3,4,2,8,7,4,2,4,6,2,4,7,4,5,8,2,4,6,3,7,11,12,16,17,19,18,23,23,25,26,25,23,24,29,24,27,33,27,20,23,22,19,22,23,19,13,12,11,9,6,6,4,1,0
2022-03-05 16:00:00,4,17,20,12,25,28,25,28,23,25,22,25,24,29,32,39,38,30,29,29,30,27,25,25,24,26,20,21,20,20,18,16,11,9,11,9,8,7,0,6,7,7,5,4,6,4,5,4,6,8,2,5,7,10,9,10,17,20,23,27,27,28,26,26,24,22,19,25,26,25,32,27,24,24,23,22,19,17,22,19,15,15,13,13,6,4,3,0
2022-03-05 17:00:00,2,14,25,28,27,27,27,28,35,35,29,34,33,35,36,39,34,34,32,36,35,35,34,31,25,30,28,19,24,23,22,20,18,15,13,6,7,5,6,13,12,11,9,8,6,9,7,5,9,3,2,8,11,13,14,19,24,23,28,31,31,33,31,26,33,32,30,29,29,29,29,24,28,30,25,25,23,21,20,18,12,12,12,8,6,4,2,0
2022-03-05 18:00:00,4,6,10,15,20,17,17,23,32,32,28,30,32,32,33,35,34,40,47,36,33,30,28,28,28,25,26,21,20,18,13,14,13,11,10,5,9,9,4,8,4,6,6,6,7,4,9,8,8,3,7,7,7,8,10,15,29,26,26,22,20,23,21,20,19,20,20,20,19,22,26,20,26,28,29,24,19,19,9,16,16,12,13,8,7,5,1,0
2022-03-05 19:00:00,0,10,5,12,11,11,10,11,14,19,18,22,17,21,19,14,19,23,44,36,35,30,25,23,24,22,25,21,20,21,19,16,14,9,9,6,6,3,0,5,4,4,3,4,3,3,5,3,3,4,0,3,4,5,5,7,10,12,11,8,14,14,19,10,16,16,14,8,13,12,14,12,15,13,13,12,11,11,9,19,10,9,10,6,6,2,1,0
2022-03-05 20:00:00,0,5,7,16,16,16,15,13,19,22,0,21,22,27,28,30,29,26,23,23,20,19,17,18,18,14,12,13,12,10,9,4,9,9,8,3,5,3,4,1,5,5,6,1,7,7,8,2,6,0,2,1,6,7,6,7,15,14,15,15,13,12,11,10,10,10,10,11,10,10,11,9,13,10,7,8,7,6,5,6,17,17,11,6,3,3,1,0
2022-03-05 21:00:00,1,5,7,8,9,8,9,12,23,21,16,23,20,23,20,19,21,27,29,23,20,19,17,13,15,14,11,11,13,11,9,7,7,6,5,3,4,6,0,2,0,1,3,4,5,5,4,6,3,5,0,3,8,9,6,8,12,10,12,12,11,12,10,11,6,10,12,11,10,12,16,12,8,12,11,5,12,13,3,11,9,8,8,6,4,1,3,0
2022-03-05 22:00:00,1,8,5,10,15,17,12,19,29,30,0,32,33,34,33,32,31,32,34,33,29,25,22,21,27,24,20,19,18,16,15,14,14,12,12,9,8,7,0,0,6,0,4,6,7,7,4,4,5,0,0,4,7,6,7,5,13,11,12,9,10,9,10,8,8,9,8,4,9,10,10,8,15,16,6,12,11,11,0,7,4,3,2,2,0,0,0,0
2022-03-05 23:00:00,0,0,1,3,5,5,6,8,16,11,7,14,6,17,18,18,15,24,25,21,18,11,15,14,13,12,11,9,9,8,10,7,8,4,11,7,7,9,4,8,1,8,6,3,5,4,3,0,3,0,2,3,4,4,3,6,9,8,7,9,10,4,14,11,2,6,10,8,7,9,8,6,9,5,4,3,6,4,0,9,5,3,4,2,0,1,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,1,0,1,3,4,4,5,11,12,0,11,10,11,0,1,2,9,7,3,0,6,0,5,0,1,4,0,3,0,0,0,0,2,5,0,4,5,4,5,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,1,1,0,2,2,2,3,4,6,0,5,0,6,7,4,2,6,7,4,8,0,3,2,7,6,5,4,3,3,1,1,2,0,2,1,2,0,1,3,4,2,2,3,5,4,2,0,4,4,5,5,6,0,6,7,6,8,9,11,12,12,13,9,7,6,10,7,12,11,13,14,12,9,13,15,13,10,0,9,7,7,5,2,0,0,0,0
2022-03-06 06:00:00,0,0,2,2,3,1,0,2,5,0,0,5,3,4,4,4,2,4,4,5,5,4,3,2,3,0,2,3,4,3,2,2,0,3,3,0,0,2,1,2,3,2,1,3,3,2,0,2,2,2,2,3,3,4,4,7,5,6,6,8,9,10,11,9,3,10,5,9,8,8,10,9,9,4,10,11,10,9,9,5,4,4,4,2,3,3,1,0
2022-03-06 07:00:00,1,5,1,2,4,5,5,4,5,6,4,5,6,6,8,6,9,5,7,6,6,7,4,3,5,4,3,2,4,2,2,0,3,2,1,2,0,1,0,0,2,1,2,2,1,0,0,1,2,1,3,4,5,0,4,6,7,6,5,10,12,11,10,9,4,9,5,10,11,12,16,14,12,8,9,13,13,10,7,8,7,3,7,5,3,2,2,0
2022-03-06 08:00:00,1,2,4,3,5,7,6,7,6,8,3,7,8,9,6,8,3,10,6,10,8,6,4,7,6,4,5,6,6,4,4,5,4,4,4,2,0,1,0,3,2,7,7,7,6,4,5,3,2,0,4,3,5,8,9,10,12,11,12,14,18,18,19,15,21,21,21,21,22,17,17,16,18,13,15,17,14,15,14,11,9,8,9,9,2,8,1,0
2022-03-06 09:00:00,1,4,6,5,8,9,12,12,8,9,0,7,10,11,14,8,13,11,8,11,11,12,9,8,7,5,6,7,7,6,4,4,4,2,3,0,0,0,0,3,4,6,4,4,7,4,2,0,5,2,4,7,11,5,15,16,17,21,22,23,28,34,35,14,34,32,22,15,21,21,22,22,19,19,19,20,18,20,18,11,9,8,7,7,6,2,0,0
2022-03-06 10:00:00,1,4,8,9,12,14,14,19,19,20,12,27,26,26,28,27,25,22,23,21,24,22,20,15,13,14,11,10,11,8,7,6,7,6,4,5,6,4,3,5,4,5,4,5,5,6,5,7,7,8,7,8,13,12,13,15,17,18,17,20,22,20,24,25,24,25,32,31,29,30,34,32,26,17,25,28,28,29,0,15,12,7,10,4,3,3,0,0
2022-03-06 11:00:00,2,6,9,11,15,16,17,13,16,18,16,14,11,13,11,12,10,11,12,14,16,18,17,14,14,11,12,13,12,10,9,5,7,4,5,4,0,3,4,4,4,6,7,4,7,5,4,4,0,5,5,6,12,13,12,13,13,14,16,16,18,19,19,20,18,20,19,19,21,22,28,25,25,22,21,19,12,12,15,12,10,5,9,4,3,2,0,0
2022-03-06 12:00:00,1,2,6,8,12,14,15,19,12,15,0,12,12,12,13,13,13,12,14,14,14,17,16,14,11,9,12,12,13,10,17,16,14,12,9,5,4,3,2,3,6,7,4,6,5,4,5,2,1,6,4,6,8,9,10,11,19,19,21,24,25,25,20,19,19,21,21,26,22,26,30,30,24,24,24,28,33,31,30,16,16,15,14,10,8,5,4,0
2022-03-06 13:00:00,1,4,6,10,11,19,18,19,17,13,9,12,12,15,11,17,16,14,18,17,19,18,17,19,15,14,15,5,9,7,14,12,11,9,8,4,3,6,7,7,7,8,7,5,5,5,6,7,6,9,10,12,18,19,20,18,25,23,22,22,22,19,24,22,21,21,22,26,24,27,27,24,20,21,22,20,23,22,13,8,8,9,10,9,7,5,4,0
2022-03-06 14:00:00,2,6,9,8,10,13,12,22,20,19,11,21,19,21,17,16,16,21,18,17,14,16,16,16,17,18,17,20,22,19,18,16,12,9,8,7,5,6,7,10,12,13,7,11,5,4,2,0,5,6,5,5,10,11,14,13,19,19,15,21,23,21,23,22,21,22,19,17,22,22,22,22,22,22,22,25,23,27,25,14,12,11,10,11,8,7,2,0
2022-03-06 15:00:00,1,8,4,9,10,11,12,13,23,24,7,26,29,24,23,24,22,24,20,19,18,18,19,18,19,17,18,15,17,15,14,11,13,12,10,6,9,8,6,5,4,7,8,7,7,8,9,4,8,5,2,9,11,9,12,11,17,18,21,14,20,19,16,17,19,19,19,21,20,27,26,24,22,25,24,22,17,19,17,13,8,6,7,10,8,5,2,0
2022-03-06 16:00:00,1,9,11,11,15,19,20,22,27,31,34,31,34,37,37,18,18,30,23,25,23,21,20,19,19,17,17,14,14,13,9,7,7,5,7,3,4,3,0,5,7,7,9,5,6,5,2,3,4,5,4,7,11,12,13,14,24,24,21,23,22,18,17,16,17,18,20,18,20,23,25,22,26,19,25,22,27,28,21,14,11,8,7,6,6,3,1,0
2022-03-06 17:00:00,1,11,14,7,14,16,21,22,32,32,27,30,27,28,25,29,27,29,34,40,39,36,34,33,37,35,11,38,34,26,26,23,18,17,11,8,7,8,0,7,5,6,8,8,7,5,4,3,3,2,2,3,6,7,7,8,16,23,26,18,25,25,19,25,24,26,26,27,27,27,27,21,26,25,29,26,23,26,26,22,20,20,15,7,5,4,2,0
2022-03-06 18:00:00,0,5,11,8,15,16,18,18,23,24,0,23,21,21,22,22,20,28,32,31,31,28,26,24,21,18,20,27,26,24,22,17,14,13,10,8,7,8,6,2,9,7,6,4,8,6,8,0,3,4,5,4,8,9,10,13,23,23,24,22,23,26,26,17,25,23,22,22,21,20,19,17,17,16,15,15,17,14,13,11,10,6,7,5,1,4,1,0
2022-03-06 19:00:00,1,6,8,9,11,12,14,15,17,19,13,15,16,17,13,19,18,19,22,21,19,20,20,23,24,19,15,12,13,11,9,7,7,8,4,7,6,5,4,4,7,8,7,5,6,3,4,4,1,3,3,3,3,4,3,6,20,22,22,21,18,18,17,17,16,13,11,15,14,17,17,15,13,12,10,10,9,9,7,10,9,12,8,8,5,3,2,0
2022-03-06 20:00:00,0,5,7,9,13,11,14,13,21,23,25,23,22,21,20,21,19,21,26,22,16,16,16,17,16,14,15,12,10,9,7,5,6,4,3,2,2,4,0,3,3,2,0,0,3,5,3,5,4,5,0,6,4,3,4,6,14,16,17,18,16,14,13,10,0,14,12,12,11,12,16,15,19,7,8,12,11,9,5,7,6,9,8,6,4,1,0,0
2022-03-06 21:00:00,1,5,7,7,9,8,10,17,22,23,15,20,21,24,23,19,21,25,26,25,23,19,18,17,21,20,18,13,13,12,9,6,8,6,4,4,3,0,2,3,0,3,4,5,7,7,7,6,0,7,1,4,6,0,4,7,13,11,10,13,13,10,9,10,11,12,5,11,11,9,11,12,9,19,18,15,12,11,10,10,10,9,8,3,3,3,0,0
2022-03-06 22:00:00,2,2,4,7,9,0,9,10,27,26,25,23,25,27,27,14,26,28,29,24,23,22,21,17,20,18,17,15,12,11,9,5,4,10,7,7,4,3,0,6,5,3,3,3,5,4,3,4,0,3,2,3,5,3,5,6,10,12,13,15,14,13,7,11,5,9,8,8,6,8,8,6,11,8,9,8,5,6,0,8,7,6,6,6,0,2,1,0
2022-03-06 23:00:00,0,1,2,5,9,7,6,12,13,15,0,12,8,13,7,7,12,12,12,13,11,7,7,8,10,7,5,5,8,4,5,3,6,4,5,6,3,4,0,1,3,0,2,0,2,2,0,1,1,1,0,1,3,0,4,3,5,6,3,7,6,2,5,6,4,6,7,5,6,6,7,6,5,3,4,3,3,2,0,10,10,2,1,8,6,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,2,3,2,4,8,9,11,12,18,3,0,17,16,16,19,3,19,11,8,10,13,14,13,12,11,0,9,7,0,0,0,8,7,9,11,0,11,9,9,0,10,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,2,3,3,5,5,5,4,4,3,2,5,6,5,6,7,4,5,6,5,6,5,6,5,4,3,3,4,3,3,6,4,5,3,4,0,0,0,0,2,5,6,5,9,7,7,8,11,10,9,6,7,8,6,12,15,19,23,12,29,34,36,38,21,38,39,37,42,42,41,47,44,44,44,45,43,40,39,30,27,25,20,22,19,0,0,0,0
2022-03-07 06:00:00,0,2,4,2,8,10,12,8,6,4,4,9,4,8,10,7,10,16,18,19,14,4,7,6,8,7,6,6,6,7,4,4,5,3,2,2,3,0,0,4,4,3,4,3,4,4,4,0,5,6,7,8,10,12,17,14,18,19,19,22,27,29,28,30,30,29,30,30,30,36,44,38,32,24,23,27,23,22,21,20,17,14,13,18,11,5,1,0
2022-03-07 07:00:00,1,5,19,20,17,20,19,19,12,16,15,20,18,20,24,26,26,36,41,43,19,19,8,22,31,17,20,32,28,20,19,14,12,4,2,2,1,2,3,3,6,10,11,13,12,10,9,9,9,10,8,8,15,17,21,23,24,26,27,27,36,35,39,43,44,39,48,48,48,56,59,55,46,46,40,34,35,40,39,28,28,26,24,17,10,5,3,0
2022-03-07 08:00:00,2,7,18,21,25,36,46,46,28,28,27,21,22,24,27,30,30,46,42,42,41,37,38,36,35,33,37,35,38,33,18,15,15,11,12,7,9,7,0,11,16,17,20,22,21,18,9,17,17,17,18,11,12,16,19,19,24,27,28,30,40,47,51,56,47,40,45,44,48,54,57,53,50,54,54,44,39,39,37,27,29,32,28,23,11,4,1,0
2022-03-07 09:00:00,2,4,6,7,15,24,25,23,10,11,11,16,17,18,20,21,20,32,31,30,25,29,28,27,28,29,27,30,31,25,9,9,7,9,10,7,4,5,4,6,5,8,7,7,10,7,8,9,10,11,10,10,12,13,12,14,21,21,18,21,24,25,28,31,27,26,28,23,29,34,40,35,29,28,28,27,28,31,32,23,19,18,19,18,9,7,1,0
2022-03-07 10:00:00,1,3,7,12,12,14,12,12,9,10,2,12,11,13,14,11,12,14,15,15,14,12,11,13,12,10,9,11,10,8,8,6,7,7,5,4,1,3,2,8,6,5,6,6,5,4,5,4,5,4,3,6,6,5,8,7,12,13,11,14,20,23,23,21,19,19,19,19,20,20,22,21,17,18,16,15,27,28,27,20,16,14,12,7,3,2,0,0
2022-03-07 11:00:00,1,2,9,10,15,16,18,21,15,16,5,16,12,16,13,16,15,15,18,20,12,10,19,17,14,15,13,11,10,8,7,8,7,6,5,3,5,4,2,4,4,3,5,4,3,1,3,2,3,4,5,6,7,8,11,15,16,16,14,16,24,20,23,25,20,19,19,24,21,23,25,21,19,20,21,15,12,13,12,10,7,6,4,4,3,1,2,0
2022-03-07 12:00:00,0,1,7,11,8,11,14,19,14,11,9,8,17,19,20,22,21,20,17,15,14,15,14,14,14,13,12,14,15,13,8,7,6,13,10,8,6,5,0,7,6,7,8,7,6,6,5,4,7,8,3,4,7,8,10,14,14,19,19,17,19,20,21,20,20,19,17,20,22,33,33,34,22,18,11,19,18,23,22,16,12,10,8,4,1,2,1,0
2022-03-07 13:00:00,1,3,6,7,9,14,14,14,11,16,17,19,10,18,20,22,18,21,20,20,17,20,14,20,20,15,20,13,18,15,11,10,10,6,5,5,4,5,2,5,4,4,3,4,5,3,5,4,5,10,7,7,12,5,9,13,21,19,16,14,19,18,17,18,17,16,16,18,19,24,31,27,25,26,26,25,18,18,17,14,15,7,12,9,5,3,1,0
2022-03-07 14:00:00,1,5,8,12,17,17,14,13,13,15,6,13,11,11,11,14,12,15,16,15,14,15,16,14,15,11,12,12,12,12,15,13,12,11,10,9,7,6,3,6,7,3,8,6,4,4,3,1,4,2,3,8,7,8,11,9,18,17,16,20,38,40,38,38,33,28,26,25,26,28,31,28,20,18,16,18,15,11,9,11,9,7,9,8,5,3,1,0
2022-03-07 15:00:00,3,6,9,12,16,20,19,24,24,16,17,19,14,17,33,40,43,44,39,28,23,22,21,18,18,17,14,12,11,10,13,14,13,13,9,7,8,5,4,4,7,6,7,6,6,7,7,7,7,6,6,13,9,9,11,12,15,15,11,18,37,37,40,20,40,38,37,34,35,35,35,27,27,26,28,25,24,22,21,16,15,12,12,11,6,6,1,0
2022-03-07 16:00:00,6,10,17,23,24,34,33,37,30,31,23,31,27,32,33,33,32,36,36,32,29,31,30,29,30,27,26,22,19,16,14,12,11,11,6,4,5,4,4,6,2,8,6,7,6,5,6,7,6,7,6,10,12,13,15,14,15,15,16,18,30,32,31,29,30,27,24,27,45,47,46,43,25,25,23,22,25,23,22,20,17,13,9,8,7,4,2,0
2022-03-07 17:00:00,2,13,17,35,40,39,40,39,37,38,28,32,31,38,37,36,36,38,36,30,30,26,25,24,25,23,25,22,19,16,13,13,12,11,8,5,0,4,0,5,5,6,6,8,5,6,7,0,6,8,10,9,13,6,11,14,19,22,20,19,20,20,21,22,21,19,26,29,18,27,32,28,23,23,25,27,26,21,20,19,17,14,15,14,9,3,1,0
2022-03-07 18:00:00,2,12,18,29,36,40,44,47,48,50,49,38,36,41,46,47,46,47,48,46,41,40,38,37,40,37,35,33,28,24,22,20,17,14,12,11,12,14,13,12,12,11,11,10,13,14,12,8,10,10,11,12,16,20,20,26,28,29,32,33,33,31,29,28,27,24,25,25,24,25,35,32,24,21,22,23,23,20,16,19,16,13,14,10,9,8,5,0
2022-03-07 19:00:00,2,8,12,18,16,20,22,25,25,30,25,30,29,32,33,31,33,40,38,38,36,31,30,29,35,32,31,26,25,20,14,11,12,11,10,7,6,5,8,10,9,8,7,8,6,8,5,5,5,4,4,4,7,6,8,15,22,20,20,20,23,24,23,21,19,22,20,19,18,20,21,20,18,17,16,14,14,9,0,12,11,9,8,7,5,5,2,0
2022-03-07 20:00:00,2,5,6,10,12,13,14,16,22,17,0,17,14,20,26,28,27,29,27,20,17,18,17,15,18,16,15,13,13,12,12,10,6,10,8,7,6,8,4,3,8,3,6,4,5,7,7,0,5,4,3,5,6,4,8,5,10,15,17,20,21,20,23,8,21,18,18,18,19,17,18,16,13,14,13,12,12,11,11,10,8,12,13,9,7,3,1,0
2022-03-07 21:00:00,1,3,5,11,12,15,16,13,24,24,23,24,24,32,30,31,30,33,34,29,27,28,26,20,23,22,20,18,16,14,13,12,10,8,3,7,6,5,0,4,2,1,3,3,5,5,2,0,4,3,2,5,6,6,7,1,9,9,8,12,21,21,21,8,18,14,15,5,15,15,14,12,15,17,15,13,12,11,6,12,8,10,8,5,1,2,0,0
2022-03-07 22:00:00,2,4,6,15,16,14,14,17,26,28,26,29,28,31,29,30,27,28,26,24,21,18,19,23,24,22,17,13,16,14,11,9,8,7,8,3,5,5,6,5,1,4,4,4,3,6,4,2,1,0,0,3,7,8,9,8,12,11,12,8,8,8,8,6,7,8,7,9,11,12,13,11,12,11,8,7,13,11,6,9,8,7,6,7,6,4,1,0
2022-03-07 23:00:00,0,0,0,6,4,2,3,4,5,0,0,14,19,19,18,8,16,16,18,16,15,13,12,11,13,11,10,8,9,7,3,9,9,7,3,7,2,4,2,8,9,1,7,2,1,3,1,2,2,1,1,2,3,2,5,7,8,7,8,5,4,5,6,0,7,6,6,7,6,7,9,6,5,6,4,4,7,6,0,8,5,7,4,4,1,4,0,0
