Unnamed: 0,1_화계사입구.종점,2_화계사입구.한신대학교대학원,3_수유동삼양탕앞,4_화계사입구사거리,5_화계사입구,6_빨래골입구,7_롯데마트삼양점.래미안1차아파트,8_삼양초등학교,9_강북청소년문화정보도서관입구,10_삼양동사거리,11_송천초등학교.미아뉴타운입구,12_미아초교,13_길음동동부아파트,14_길음역,15_성북우체국현대백화점,16_성가복지병원,17_종암경찰서,18_종암동주민센터,19_숭례초교,20_고려대역.고대앞삼거리,21_홍파초등학교,22_제기동주민센터.서울약령시앞,23_경동시장,24_청량리수산시장,25_청량리역환승센터,26_서울성심병원,27_떡전교앞,28_서울시립대학교앞,29_전농로터리시장.동부교육지원청,30_전농래미안크레시티아파트,31_동대문중학교,32_답십리1동주민센터.래미안위브,33_신답역명문예식장,34_마장동주민센터,35_마장역,36_성동노인복지관,37_마장동금호아파트,38_한양대부속고등학교,39_한양대정문,40_성동교남단,41_성동구민종합체육센터,42_서울숲,43_뚝섬서울숲남문,44_뚝섬서울숲,45_뚝섬서울숲,46_뚝섬서울숲남문,47_서울숲,48_성동구민종합체육센터,49_성동교남단,50_한양대정문앞,51_한양대앞.한양시장,52_한양대부속고등학교,53_마장동금호아파트,54_마장역,55_마장동주민센터,56_신답역명문예식장,57_답십리1동주민센터.래미안위브,58_동대문중학교,59_대한노인회동대문구지회,60_서울시동부교육지원청.해성국제컨벤션고교,61_서울시립대입구,62_떡전교앞,63_서울성심병원,64_청량리미주아파트.동대문세무서,65_청량리역환승센타,66_경동시장앞,67_홍파초등학교,68_제기동한신아파트앞,69_고려대역.고대앞삼거리,70_숭례초등학교,71_종암동주민센터,72_종암경찰서,73_성가복지병원,74_현대백화점,75_길음역,76_길음동동부아파트,77_미아초교,78_송천초등학교.미아뉴타운입구,79_삼양동사거리,80_강북청소년문화정보도서관입구,81_삼양초등학교,82_롯데마트삼양점.래미안1차아파트,83_빨래골입구,84_화계사입구,85_화계사입구사거리,86_수유동삼양탕앞,87_화계사입구.한신대학교대학원,88_화계사입구.종점(가상),17_종암사거리입구,72_종암사거리입구
2022-03-05 04:00:00,1,1,2,3,3,5,0,6,6,4,5,5,0,5,0,4,5.0,6,6,2,5,6,6,6,6,3,4,5,4,7,3,9,5,0,0,9,6,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-05 05:00:00,0,1,2,2,4,6,7,5,7,6,8,9,9,9,10,12,13.0,12,13,10,0,9,8,8,5,4,8,7,3,4,0,6,2,2,4,2,1,3,2,1,0,2,0,1,2,0,2,3,3,4,3,1,4,4,3,0,5,5,0,6,2,6,0,7,6,5,1,8,2,7,1,6.0,3,2,0,0,4,3,2,0,1,0,0,0,0,0,0,0,,
2022-03-05 06:00:00,1,2,1,2,1,3,2,4,8,5,9,11,8,9,10,9,10.0,10,12,11,12,8,7,8,4,6,8,7,9,10,9,11,11,10,7,3,6,5,3,3,2,1,0,1,1,0,3,4,5,6,5,1,0,6,5,3,7,3,6,5,4,4,1,5,8,4,3,2,1,4,3,4.0,4,5,6,0,4,5,3,1,3,1,2,1,0,0,0,0,,
2022-03-05 07:00:00,0,3,1,3,1,3,4,5,6,9,11,12,14,14,16,17,8.0,12,12,13,11,6,6,11,9,7,8,5,5,11,11,11,10,9,10,10,8,6,5,4,3,1,0,1,0,0,2,4,5,3,0,2,3,6,6,0,7,0,7,5,5,6,5,4,5,8,2,5,9,9,5,2.0,5,4,2,3,1,2,3,1,2,2,0,1,0,0,0,0,,
2022-03-05 08:00:00,0,2,4,4,6,9,10,11,9,12,15,18,19,15,16,16,22.0,23,24,23,23,21,20,17,12,12,12,11,12,13,14,15,15,14,12,12,13,9,6,4,2,3,0,0,0,0,2,3,2,4,3,6,6,6,6,5,7,4,6,6,7,5,9,10,14,15,16,15,12,13,13,13.0,12,8,8,8,2,7,5,4,3,2,1,1,0,0,0,0,,
2022-03-05 09:00:00,3,4,1,2,6,10,13,12,14,13,20,21,23,20,20,18,16.0,20,25,25,24,21,22,17,13,13,14,13,13,17,20,22,18,18,18,13,9,15,13,9,6,5,2,1,1,0,5,6,7,3,6,6,0,7,8,3,10,4,4,9,8,9,10,6,10,11,12,9,15,16,20,12.0,11,6,10,7,7,6,4,5,4,4,3,1,0,1,0,0,,
2022-03-05 10:00:00,1,5,1,3,2,4,6,8,9,10,12,15,16,13,14,15,16.0,18,18,17,15,13,12,9,12,11,11,10,11,12,14,16,15,13,11,17,14,12,9,7,6,1,0,1,0,0,4,5,0,4,4,6,7,8,7,6,6,7,11,13,12,13,13,11,7,10,11,10,9,8,19,8.0,16,8,8,7,6,5,9,2,0,7,6,2,1,0,0,0,,
2022-03-05 11:00:00,2,4,5,6,7,9,10,8,9,13,15,17,18,16,19,21,26.0,24,23,21,21,20,17,10,12,12,12,10,11,14,14,18,19,18,18,18,16,17,13,8,6,1,0,1,1,1,3,6,8,11,7,12,11,14,13,10,11,10,11,12,9,12,13,9,10,15,5,15,14,16,18,16.0,15,15,14,11,9,9,11,2,3,10,4,0,2,2,0,0,,
2022-03-05 12:00:00,1,3,4,6,8,11,12,12,10,10,13,16,18,14,19,17,16.0,19,18,16,16,16,17,14,13,14,17,16,19,20,20,24,24,22,21,21,15,20,15,10,4,2,0,1,0,0,8,10,9,7,6,11,6,13,8,13,14,12,10,13,15,14,9,13,14,18,17,19,22,21,20,18.0,17,19,20,17,12,9,7,9,6,5,3,3,2,0,0,0,,
2022-03-05 13:00:00,2,4,4,6,8,10,11,9,11,13,16,16,18,16,18,19,16.0,19,19,19,21,20,17,14,14,17,16,16,19,18,18,20,20,16,16,15,11,15,13,11,7,2,2,0,1,2,5,9,10,11,9,12,13,14,12,11,9,8,8,10,9,10,11,9,15,16,15,16,17,16,17,19.0,23,21,21,18,16,14,5,15,12,12,11,9,4,3,0,0,,
2022-03-05 14:00:00,0,3,1,1,4,5,7,0,7,9,12,10,14,14,15,14,14.0,17,20,19,17,17,16,14,18,17,11,10,12,15,19,22,26,25,22,21,18,16,16,11,9,2,0,2,3,0,6,7,8,11,10,13,12,16,18,15,16,16,14,13,15,14,13,14,18,24,17,22,21,20,19,20.0,18,19,18,16,15,14,12,11,8,10,7,4,2,1,0,0,,
2022-03-05 15:00:00,0,5,4,5,6,8,11,12,14,14,17,16,17,14,18,17,17.0,20,20,20,19,19,18,19,17,17,20,19,19,17,20,20,21,19,21,21,18,17,16,11,10,6,2,2,1,0,4,8,13,17,15,18,0,20,21,22,26,20,16,13,14,12,14,15,22,25,23,23,22,21,18,16.0,19,17,16,14,11,11,15,17,7,13,9,7,2,0,0,0,,
2022-03-05 16:00:00,0,1,2,0,2,2,3,3,3,7,6,14,16,16,20,20,17.0,19,17,14,13,15,16,18,22,23,19,16,13,17,17,18,17,15,18,18,19,16,15,11,5,3,2,1,4,2,8,14,17,18,19,25,24,24,26,25,22,20,24,28,20,16,15,20,19,26,25,28,24,25,23,25.0,26,27,27,23,22,16,17,9,10,8,7,6,1,4,0,0,,
2022-03-05 17:00:00,0,0,0,1,1,1,3,4,2,2,6,7,10,9,16,15,13.0,13,12,9,10,6,9,12,14,13,16,16,15,16,15,17,19,20,16,18,17,16,16,12,6,4,0,1,0,2,7,18,19,19,12,23,21,24,12,24,23,22,21,19,20,18,17,14,23,25,26,26,27,26,22,21.0,21,21,22,21,12,10,10,15,16,8,8,7,5,1,1,0,,
2022-03-05 18:00:00,1,3,3,0,5,6,5,4,6,6,5,9,9,7,10,12,9.0,11,10,8,6,3,6,8,16,12,15,18,17,15,17,16,16,14,12,14,10,9,8,6,6,4,0,2,1,0,9,12,13,15,16,27,26,28,30,27,25,22,20,16,14,15,15,16,21,26,24,18,26,24,20,20.0,17,19,17,15,12,12,9,8,6,9,8,6,4,0,0,0,,
2022-03-05 19:00:00,0,2,3,1,4,3,4,6,5,5,4,5,3,5,10,13,14.0,14,14,13,14,6,11,12,10,9,10,10,6,11,10,13,5,12,11,9,7,10,7,3,6,4,0,3,0,0,6,11,12,18,19,27,27,22,23,23,20,19,17,20,13,10,11,12,13,15,13,13,19,14,18,13.0,12,16,18,14,11,8,11,12,11,7,6,5,2,0,0,0,,
2022-03-05 20:00:00,0,2,0,2,4,5,8,7,6,8,6,7,5,7,27,25,23.0,7,20,18,8,6,19,18,21,15,12,11,9,11,6,12,11,9,9,9,6,1,4,3,1,0,0,0,1,0,5,12,14,17,13,19,20,21,17,15,14,14,11,10,9,6,7,6,11,11,10,12,12,10,11,12.0,13,21,16,15,13,11,9,5,8,7,5,4,0,2,0,0,,
2022-03-05 21:00:00,0,1,2,0,3,2,5,0,4,4,5,6,7,6,8,6,6.0,5,7,8,0,0,8,10,10,8,7,6,6,7,5,5,6,6,5,6,3,4,2,2,1,0,0,0,0,0,6,13,12,14,19,21,16,17,16,18,19,18,18,17,16,14,13,12,15,15,11,12,13,11,12,11.0,13,10,11,9,7,4,4,4,4,7,4,0,1,0,0,0,,
2022-03-05 22:00:00,0,1,2,0,0,0,2,0,3,2,2,4,4,5,6,4,3.0,5,4,3,3,0,0,5,6,4,5,7,5,2,6,4,5,5,3,4,3,4,4,3,1,1,0,0,1,1,5,9,11,12,13,15,7,16,13,17,15,13,9,12,9,8,6,7,10,9,10,8,18,17,14,11.0,13,16,8,12,6,5,5,4,3,4,3,1,1,2,0,0,,
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,1,0,0,2,4,0,0,1,0,0,0,1,0,4,8,9,10,10,18,0,19,17,18,15,11,9,9,9,5,10,10,13,9,0,8,11,10,9,9.0,11,10,11,7,5,4,3,2,2,0,2,1,0,0,0,0,,
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 04:00:00,0,1,0,0,1,2,3,1,2,4,5,2,2,2,4,4,0.0,5,3,0,6,2,5,3,3,1,3,4,1,4,0,0,5,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 05:00:00,0,0,1,1,0,0,1,2,3,2,3,6,5,3,6,5,5.0,7,6,5,4,5,2,4,3,2,4,3,3,3,4,4,4,4,0,3,4,2,3,2,2,0,0,0,0,0,1,2,2,1,2,1,0,0,1,1,3,2,1,2,2,4,0,0,5,0,6,0,5,5,5,0.0,4,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 06:00:00,0,1,1,2,2,3,2,4,0,2,2,5,4,3,3,1,4.0,5,5,6,7,5,0,4,2,1,3,4,2,3,5,7,6,5,0,2,2,1,3,0,1,0,0,1,1,0,1,3,2,0,1,1,0,2,4,3,3,3,1,3,2,0,4,2,3,4,2,0,2,0,1,4.0,4,3,2,0,2,1,1,0,0,1,0,0,0,0,0,0,,
2022-03-06 07:00:00,0,1,0,2,2,4,4,0,5,6,4,5,5,5,7,6,5.0,6,2,5,8,6,7,5,4,2,3,3,4,5,0,6,7,4,6,2,4,5,4,3,2,0,0,0,0,0,1,2,1,0,1,2,0,3,2,2,2,1,2,3,3,3,2,5,4,5,0,2,6,3,5,4.0,5,6,2,5,6,7,8,0,5,4,3,2,1,0,0,0,,
2022-03-06 08:00:00,0,1,0,1,3,4,5,2,4,5,6,7,3,4,7,8,10.0,14,16,16,16,15,13,3,4,4,5,4,5,6,6,7,6,6,5,6,6,5,5,3,3,1,0,0,0,0,1,2,0,5,0,6,2,6,4,4,8,0,7,5,6,7,7,7,12,11,6,7,7,10,6,4.0,7,5,1,2,7,7,3,1,0,2,2,0,1,0,0,0,,
2022-03-06 09:00:00,2,3,0,1,6,7,8,5,12,12,15,17,17,16,15,14,13.0,17,18,17,19,18,17,14,6,8,9,7,7,8,7,8,9,4,8,7,7,8,7,5,3,0,0,0,0,0,3,4,5,1,4,4,3,6,5,5,8,6,5,9,8,9,0,4,9,9,10,9,12,10,14,15.0,14,10,6,2,7,4,2,5,1,4,2,1,0,1,0,0,,
2022-03-06 10:00:00,1,3,2,3,5,6,7,8,7,11,8,9,9,11,9,11,12.0,13,17,9,14,16,16,14,11,10,11,6,5,8,7,9,10,9,11,9,10,9,8,6,3,1,0,0,0,1,2,2,3,4,2,5,6,6,7,7,8,4,6,9,9,8,9,9,10,10,12,13,12,9,12,11.0,11,10,10,9,9,7,7,6,2,5,3,1,0,0,0,0,,
2022-03-06 11:00:00,0,3,2,0,4,6,6,7,8,9,12,15,17,12,8,9,10.0,14,16,14,14,15,12,8,8,6,9,6,6,8,9,10,12,11,9,11,11,10,9,8,4,1,2,1,0,0,1,4,4,4,0,5,3,8,7,9,6,5,6,9,11,5,12,13,11,13,12,1,11,10,7,8.0,8,4,3,5,6,4,6,4,3,7,1,5,4,3,0,0,,
2022-03-06 12:00:00,2,3,3,4,6,12,14,16,17,15,12,15,16,15,13,14,13.0,15,14,16,15,14,15,14,10,10,13,15,15,14,15,18,14,17,14,17,14,11,10,9,7,1,0,1,0,0,2,4,0,6,4,7,3,6,7,8,8,5,9,10,10,13,8,11,16,16,12,11,14,15,17,20.0,18,5,8,7,6,4,5,4,3,4,3,3,1,0,0,0,,
2022-03-06 13:00:00,0,1,1,2,2,5,6,7,10,13,14,10,11,11,15,15,13.0,15,16,16,15,15,16,14,13,13,14,14,14,19,17,20,22,18,16,18,15,11,10,8,4,3,1,1,0,0,5,6,7,6,7,8,8,8,7,9,9,6,7,8,8,8,8,9,14,15,14,14,13,16,14,11.0,17,14,9,8,5,6,6,5,5,6,3,5,1,0,0,0,,
2022-03-06 14:00:00,2,3,4,5,6,6,7,0,6,7,5,13,14,11,15,15,16.0,19,20,16,23,22,24,12,9,9,14,15,14,22,23,28,26,24,22,21,17,16,17,11,5,2,2,0,0,1,3,7,9,10,7,10,11,10,9,11,8,9,10,12,10,12,10,10,14,15,13,11,13,13,17,19.0,15,16,16,15,14,11,10,9,8,6,0,1,3,0,0,0,,
2022-03-06 15:00:00,2,2,5,7,8,10,8,5,10,14,15,16,18,17,17,13,16.0,14,19,20,19,20,19,18,16,14,13,11,10,14,15,18,16,17,15,10,15,14,14,13,6,4,1,6,5,7,5,8,9,10,7,11,10,13,13,11,8,9,6,9,6,7,6,8,14,18,16,19,17,15,16,19.0,17,16,17,15,11,9,8,9,6,9,8,4,1,0,0,0,,
2022-03-06 16:00:00,2,4,4,5,4,7,7,0,10,9,6,9,11,8,15,16,18.0,19,20,19,14,8,18,17,10,7,14,13,11,14,12,16,17,14,20,21,18,15,5,14,4,2,0,2,1,1,8,11,10,15,13,18,15,16,15,8,12,10,10,11,10,10,11,10,17,20,20,19,20,21,20,19.0,14,15,14,10,9,10,12,9,0,5,4,3,1,1,0,0,,
2022-03-06 17:00:00,1,0,1,1,2,4,7,6,8,7,9,11,11,11,13,12,13.0,12,14,12,11,11,9,16,14,11,12,13,9,14,15,18,14,15,14,14,11,7,6,6,3,2,2,1,3,1,11,13,13,18,18,16,15,21,17,19,17,13,13,10,10,12,10,10,20,19,16,18,19,16,16,14.0,15,21,17,14,12,10,6,9,7,5,4,3,0,0,0,0,,
2022-03-06 18:00:00,1,2,0,1,3,6,8,7,10,8,8,10,8,9,14,18,9.0,9,13,10,4,11,12,11,16,15,15,14,13,13,13,13,9,12,9,11,8,10,11,8,4,3,0,0,3,2,7,18,18,20,15,18,19,20,23,21,20,20,19,19,14,13,12,9,17,21,18,17,20,20,17,14.0,14,17,15,11,10,9,8,6,5,7,5,3,2,1,0,0,,
2022-03-06 19:00:00,0,1,1,1,2,4,6,0,0,5,4,6,6,5,10,12,17.0,10,11,9,10,5,12,12,13,12,11,11,10,8,8,9,5,9,8,7,5,4,3,1,2,1,0,1,0,0,4,11,15,17,15,18,13,20,8,16,13,12,7,13,8,8,8,10,14,12,14,13,14,11,15,14.0,13,13,14,11,8,8,7,6,7,6,4,0,2,0,1,0,,
2022-03-06 20:00:00,0,0,0,1,1,1,2,3,4,4,2,4,4,7,16,14,11.0,7,10,10,0,3,5,0,11,10,9,7,7,8,9,8,9,6,4,1,1,3,2,3,3,1,0,0,1,0,4,13,9,14,18,22,21,21,20,18,12,11,10,11,7,6,3,6,14,15,15,12,14,12,11,12.0,12,28,18,17,14,11,9,3,7,5,4,3,2,0,0,0,,
2022-03-06 21:00:00,0,3,0,1,0,0,4,0,6,4,1,3,0,4,5,5,7.0,8,8,7,5,0,0,8,7,5,6,5,4,6,5,7,0,4,3,3,5,5,4,5,3,1,0,0,1,0,8,13,14,16,16,19,0,22,21,19,16,12,13,11,11,10,0,9,14,13,13,12,15,13,15,14.0,16,18,16,14,12,10,9,10,6,9,7,5,4,2,0,0,,
2022-03-06 22:00:00,0,1,0,0,0,1,1,2,0,0,0,3,6,0,8,7,7.0,6,7,4,6,6,3,5,6,5,5,5,6,3,5,3,2,3,1,3,2,3,3,1,0,0,0,0,0,0,3,7,5,12,10,15,9,17,18,15,16,17,13,14,12,8,3,12,14,13,0,13,18,13,12,9.0,5,8,9,8,4,7,6,2,3,4,0,0,0,0,0,0,,
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,5,2,3,0,2,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,4,5,6,9,10,13,14,8,12,11,10,8,4,6,5,5,0,3,6,0,0,5,6,4,5,6.0,8,7,7,5,5,3,2,4,0,0,1,0,0,0,0,0,,
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 04:00:00,0,1,3,4,6,10,16,6,16,16,12,13,14,13,10,13,11.0,12,13,13,12,9,13,10,7,4,6,9,10,14,0,16,0,0,0,18,16,2,5,14,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 05:00:00,1,1,2,2,3,5,3,6,6,8,11,11,12,10,10,11,10.0,10,12,11,8,7,10,9,6,5,9,10,6,12,15,10,16,17,15,16,7,5,4,2,1,1,0,1,1,0,4,1,1,3,0,0,2,0,1,0,3,0,2,3,4,3,3,5,4,3,3,4,4,5,0,5.0,4,3,2,0,0,0,1,2,0,0,0,0,0,0,0,0,,
2022-03-07 06:00:00,0,2,1,3,1,4,6,7,8,9,7,16,18,11,9,12,12.0,14,14,11,12,11,10,10,6,6,7,7,9,13,14,18,19,17,19,17,12,9,8,6,5,2,0,1,0,0,5,6,5,5,4,4,5,4,4,0,7,8,7,9,8,11,5,11,6,6,5,6,6,6,6,5.0,6,4,3,2,1,3,4,2,1,3,1,0,1,0,0,0,,
2022-03-07 07:00:00,3,6,6,7,8,14,17,16,14,18,18,26,28,17,21,24,25.0,28,32,22,23,23,24,22,22,19,27,27,25,26,35,40,42,34,32,32,21,19,15,11,9,4,2,0,0,0,8,12,10,15,14,8,8,16,12,6,15,15,17,17,19,16,16,18,16,13,13,12,13,12,13,11.0,10,8,9,9,7,5,4,6,3,4,0,3,2,2,0,0,,
2022-03-07 08:00:00,1,5,4,6,9,12,10,8,8,13,21,23,24,26,26,29,26.0,31,29,27,26,26,23,17,20,17,20,19,22,30,30,33,36,36,33,35,27,23,19,16,10,7,6,1,1,0,9,10,12,18,17,16,17,18,10,17,15,14,15,20,22,25,27,25,16,15,15,21,23,15,15,14.0,14,9,9,7,10,15,12,11,10,9,6,4,5,4,0,0,,
2022-03-07 09:00:00,1,4,3,3,4,6,7,8,7,8,12,16,14,11,15,17,17.0,25,23,19,18,13,13,10,18,18,16,16,13,19,23,27,27,27,26,27,20,13,11,8,5,3,2,0,1,0,7,8,7,8,5,9,9,18,19,18,17,15,15,15,14,12,14,13,13,13,11,12,14,13,15,14.0,12,7,8,7,6,5,4,4,3,3,2,1,0,2,0,0,,
2022-03-07 10:00:00,1,3,0,4,4,6,10,9,8,9,13,15,14,14,14,15,18.0,18,18,20,20,15,14,11,8,10,13,12,12,15,17,16,17,17,15,17,13,13,9,6,3,0,0,0,1,1,4,3,4,3,5,10,11,7,7,10,12,7,12,15,12,12,10,9,11,10,9,10,8,9,12,11.0,11,9,9,8,7,3,3,0,0,3,1,0,0,0,0,0,,
2022-03-07 11:00:00,2,3,0,2,4,6,6,3,7,11,9,15,9,12,15,17,14.0,16,13,13,15,11,11,8,10,7,8,6,7,6,5,8,9,10,11,12,7,7,4,3,3,1,0,0,0,0,2,4,5,10,6,9,7,9,10,8,9,8,8,8,9,9,10,9,13,16,15,14,13,12,10,14.0,8,7,9,8,6,4,2,1,2,2,0,0,1,0,0,0,,
2022-03-07 12:00:00,1,1,1,2,2,4,8,2,6,11,8,10,10,11,10,10,10.0,13,14,14,16,9,13,7,11,11,11,16,19,20,18,12,12,11,11,13,10,9,5,4,3,1,0,2,0,0,5,5,7,8,9,12,8,13,13,7,7,12,12,23,17,16,16,15,20,24,23,11,20,19,17,17.0,16,14,15,14,7,4,6,5,4,6,4,3,0,0,0,0,,
2022-03-07 13:00:00,2,3,0,4,7,5,8,6,7,10,11,12,13,13,14,13,14.0,15,15,15,15,15,10,11,17,17,14,10,10,11,11,13,13,12,11,13,9,12,6,5,3,2,2,0,1,0,5,7,9,8,8,10,11,11,12,10,8,10,11,15,13,9,10,11,12,18,11,16,16,16,17,17.0,18,18,15,11,8,5,3,4,3,4,5,1,3,2,0,0,,
2022-03-07 14:00:00,2,4,0,4,0,8,6,5,7,7,9,16,17,9,16,16,10.0,10,11,13,9,9,11,11,10,9,9,8,10,9,7,8,6,11,10,4,6,8,5,4,2,2,0,1,3,0,4,5,6,7,7,12,11,10,12,11,13,11,10,11,12,11,9,9,9,10,14,16,16,16,16,13.0,11,13,10,13,9,8,9,3,7,6,3,2,1,1,0,0,,
2022-03-07 15:00:00,2,5,6,1,7,8,9,6,5,8,6,10,11,18,14,11,13.0,12,13,13,14,11,12,13,11,9,14,25,29,29,30,16,14,12,12,12,9,9,9,7,7,5,1,0,3,0,6,12,17,17,17,20,14,20,16,15,15,14,12,15,19,21,18,17,16,20,20,18,23,22,21,19.0,17,16,17,13,10,8,9,10,9,10,7,5,4,0,0,0,,
2022-03-07 16:00:00,1,2,0,3,4,5,4,5,7,7,9,13,15,14,14,15,16.0,17,17,15,18,19,18,18,13,10,15,14,12,13,12,14,11,12,11,10,10,9,10,9,4,3,0,2,1,2,9,7,12,24,25,30,29,28,29,30,27,26,24,24,20,20,19,19,22,24,27,27,27,26,24,22.0,16,19,19,15,14,14,11,8,8,6,4,2,2,0,0,0,,
2022-03-07 17:00:00,1,3,0,2,5,8,13,7,16,13,13,13,14,15,17,20,16.0,17,10,8,12,13,15,15,18,17,15,13,14,16,15,17,18,15,14,13,10,11,12,9,6,5,2,5,1,2,9,12,15,20,21,33,23,21,19,22,17,16,16,19,15,15,14,15,22,25,26,25,26,23,22,25.0,20,27,23,20,14,11,10,7,8,8,6,4,3,2,0,0,,
2022-03-07 18:00:00,0,1,0,2,2,3,5,5,7,7,10,16,16,18,18,16,14.0,15,20,19,19,18,21,21,23,22,26,18,17,19,23,26,26,24,22,19,14,14,15,13,6,4,3,1,4,2,12,15,20,30,29,37,34,38,39,37,34,28,21,20,18,19,17,16,27,32,33,35,43,39,33,35.0,38,38,36,28,23,15,16,7,14,7,5,3,2,0,0,0,,
2022-03-07 19:00:00,0,2,1,0,3,4,5,6,6,7,6,9,8,10,15,12,10.0,12,13,13,10,11,11,10,22,19,17,11,9,16,17,19,7,12,11,9,10,9,6,8,5,2,0,2,3,1,9,14,18,27,26,29,29,31,29,35,30,23,19,19,17,18,17,17,23,29,19,27,29,27,26,26.0,26,25,31,26,16,11,14,13,12,12,6,4,3,1,0,0,,
2022-03-07 20:00:00,0,1,1,2,2,3,2,2,3,4,2,6,7,6,22,10,20.0,19,17,16,15,3,8,14,9,11,8,9,8,7,6,7,8,9,7,6,6,5,8,6,4,1,0,0,1,0,9,12,12,13,11,19,20,24,25,22,15,13,12,16,13,10,10,11,11,11,11,11,13,13,12,12.0,14,17,17,19,17,8,7,4,2,6,4,4,2,1,0,0,,
2022-03-07 21:00:00,0,1,0,0,2,3,4,3,2,4,4,5,8,9,8,5,7.0,6,5,5,4,3,4,3,9,9,10,10,10,9,8,10,10,10,10,7,3,6,5,4,4,1,0,1,0,1,7,11,14,16,15,18,15,24,23,22,20,17,14,13,12,11,13,15,15,12,14,13,16,12,13,9.0,12,10,9,8,6,5,4,5,4,3,1,2,1,0,0,0,,
