Unnamed: 0,1_화계사입구.종점,2_화계사입구.한신대학교대학원,3_수유동삼양탕앞,4_화계사입구사거리,5_화계사입구,6_빨래골입구,7_롯데마트삼양점.래미안1차아파트,8_삼양초등학교,9_강북청소년문화정보도서관입구,10_삼양동사거리,11_송천초등학교.미아뉴타운입구,12_미아초교,13_길음동동부아파트,14_길음역,15_성북우체국현대백화점,16_성가복지병원,17_종암경찰서,18_종암동주민센터,19_숭례초교,20_고려대역.고대앞삼거리,21_홍파초등학교,22_제기동주민센터.서울약령시앞,23_경동시장,24_청량리수산시장,25_청량리역환승센터,26_서울성심병원,27_떡전교앞,28_서울시립대학교앞,29_전농로터리시장.동부교육지원청,30_전농래미안크레시티아파트,31_동대문중학교,32_답십리1동주민센터.래미안위브,33_신답역명문예식장,34_마장동주민센터,35_마장역,36_성동노인복지관,37_마장동금호아파트,38_한양대부속고등학교,39_한양대정문,40_성동교남단,41_성동구민종합체육센터,42_서울숲,43_뚝섬서울숲남문,44_뚝섬서울숲,45_뚝섬서울숲,46_뚝섬서울숲남문,47_서울숲,48_성동구민종합체육센터,49_성동교남단,50_한양대정문앞,51_한양대앞.한양시장,52_한양대부속고등학교,53_마장동금호아파트,54_마장역,55_마장동주민센터,56_신답역명문예식장,57_답십리1동주민센터.래미안위브,58_동대문중학교,59_대한노인회동대문구지회,60_서울시동부교육지원청.해성국제컨벤션고교,61_서울시립대입구,62_떡전교앞,63_서울성심병원,64_청량리미주아파트.동대문세무서,65_청량리역환승센타,66_경동시장앞,67_홍파초등학교,68_제기동한신아파트앞,69_고려대역.고대앞삼거리,70_숭례초등학교,71_종암동주민센터,72_종암경찰서,73_성가복지병원,74_현대백화점,75_길음역,76_길음동동부아파트,77_미아초교,78_송천초등학교.미아뉴타운입구,79_삼양동사거리,80_강북청소년문화정보도서관입구,81_삼양초등학교,82_롯데마트삼양점.래미안1차아파트,83_빨래골입구,84_화계사입구,85_화계사입구사거리,86_수유동삼양탕앞,87_화계사입구.한신대학교대학원,88_화계사입구.종점(가상),17_종암사거리입구,72_종암사거리입구
2022-03-25 05:00:00,0,2,4,2,5,6,8,9,12,12,14,19,10,7,12,12,,12,13,13,14,8,5,8,5,6,7,6,7,9,11,8,11,9,5,7,6,7,6,5,1,4,0,1,2,1,5,4,2,1,3,0,0,4,7,2,8,0,7,8,6,4,3,4,5,4,0,5,6,4,0,,5,1,0,4,5,4,3,0,0,0,0,0,0,0,0,0,11.0,5.0
2022-03-25 06:00:00,1,2,0,1,3,5,3,7,5,8,10,13,12,16,15,8,,14,13,11,9,7,8,11,8,9,9,9,10,13,16,17,16,16,19,20,16,16,7,8,5,4,3,0,1,2,5,6,6,6,1,5,0,4,5,1,4,1,4,4,5,6,4,4,4,5,6,5,10,4,4,,5,4,2,3,2,3,2,0,3,1,2,1,0,0,0,0,15.0,5.0
2022-03-25 07:00:00,4,4,8,5,10,14,20,21,23,23,19,23,28,23,25,21,,25,29,21,18,19,18,17,17,17,25,27,27,35,35,25,24,23,25,27,21,22,23,14,11,4,2,1,0,0,6,7,10,14,4,7,9,9,6,11,14,18,19,21,21,15,16,16,15,14,6,17,18,13,15,,12,9,8,7,7,5,3,7,9,10,4,0,2,0,0,0,24.0,14.0
2022-03-25 08:00:00,1,4,4,6,8,10,12,13,14,17,22,26,27,23,25,26,,33,32,25,25,23,20,17,20,19,17,17,23,28,31,42,40,37,35,35,28,23,14,11,10,7,1,1,2,1,10,9,9,8,7,8,8,13,13,12,16,14,19,22,20,22,23,22,22,21,21,23,21,19,16,,10,9,7,8,9,10,7,7,4,9,9,7,5,6,1,0,24.0,15.0
2022-03-25 09:00:00,2,5,3,0,6,4,7,9,10,11,12,15,20,16,17,18,,18,20,18,19,16,18,14,18,14,17,14,13,19,22,23,22,25,23,19,16,15,14,11,4,2,1,1,1,0,9,8,5,6,6,7,6,9,10,7,10,11,11,13,14,15,13,14,16,17,16,15,11,14,15,,13,9,8,6,6,5,4,4,5,4,2,2,1,1,0,0,18.0,17.0
2022-03-25 10:00:00,1,2,3,3,5,4,6,6,8,9,12,17,18,19,19,17,,22,14,23,24,20,15,12,12,10,15,14,13,13,14,17,16,17,16,16,14,15,13,8,11,7,3,0,0,0,2,4,4,6,7,11,10,12,12,8,9,10,10,16,14,14,14,12,9,10,6,9,11,10,11,,10,8,6,7,6,4,5,6,4,5,3,2,0,1,0,0,19.0,11.0
2022-03-25 11:00:00,0,2,2,2,4,4,6,3,7,10,14,13,16,14,15,17,,16,17,15,15,12,11,13,15,15,17,14,9,11,12,12,14,10,14,14,14,11,12,10,6,2,0,0,1,0,3,6,8,8,9,15,8,16,15,9,9,8,8,10,9,8,8,9,8,10,6,12,12,14,15,,12,12,12,13,10,7,8,7,7,5,4,2,1,0,0,0,18.0,15.0
2022-03-25 12:00:00,1,3,3,2,2,4,7,7,7,8,11,12,11,14,16,13,,16,16,14,14,15,14,15,8,8,10,12,11,14,13,17,12,17,16,18,15,15,14,11,4,1,0,0,1,0,4,5,7,9,7,12,9,11,10,6,9,10,12,14,14,14,12,12,21,22,21,12,15,15,17,,13,12,12,12,12,6,5,3,3,4,4,1,2,0,1,0,13.0,16.0
2022-03-25 13:00:00,2,2,0,2,3,5,5,5,6,8,9,11,11,15,15,13,,12,17,16,17,13,13,12,13,12,13,13,13,16,18,19,19,18,17,20,21,16,12,10,5,4,4,1,0,0,5,7,9,8,10,10,9,10,11,10,9,10,9,16,16,17,11,19,20,23,20,18,14,12,12,,11,10,9,9,7,6,4,3,2,3,4,0,2,1,0,0,15.0,12.0
2022-03-25 14:00:00,6,10,11,0,2,13,8,9,6,9,10,15,15,15,15,17,,20,21,22,26,23,20,16,14,14,16,17,12,13,16,15,14,11,13,8,10,11,11,11,7,3,1,1,1,0,6,11,13,11,14,15,14,15,13,10,13,12,12,11,11,12,11,11,12,16,16,17,18,18,15,,13,19,17,12,13,13,7,12,11,11,5,4,2,1,0,0,16.0,15.0
2022-03-25 15:00:00,2,7,0,0,9,10,8,8,7,10,10,11,13,15,15,21,,18,20,18,17,16,15,15,14,16,16,13,13,14,17,17,18,17,18,19,12,16,16,15,7,2,1,2,4,0,8,11,16,18,17,19,20,23,18,17,16,16,14,13,12,14,16,11,13,16,17,16,18,17,20,,18,22,22,16,15,12,11,10,7,4,3,3,1,0,0,0,18.0,19.0
2022-03-25 16:00:00,5,6,1,5,6,9,9,8,7,9,11,14,15,12,14,16,,14,17,12,18,15,14,15,17,15,20,17,21,24,28,28,26,27,24,23,19,22,18,13,6,2,1,2,5,2,10,10,13,19,22,27,23,24,25,22,19,16,15,25,26,25,26,23,24,28,27,23,23,23,22,,24,20,17,14,18,14,15,17,11,11,4,2,2,1,0,0,15.0,24.0
2022-03-25 17:00:00,5,2,0,3,5,8,9,6,13,16,13,12,10,10,11,10,,14,13,15,13,9,14,12,12,12,17,18,20,23,23,24,25,22,23,22,17,13,12,13,8,4,3,3,3,4,13,15,18,21,20,24,25,26,27,26,24,24,21,23,19,19,16,18,23,30,29,22,28,29,26,,23,22,23,20,17,13,11,10,8,9,5,4,3,1,0,0,13.0,27.0
2022-03-25 18:00:00,0,1,2,4,5,6,6,7,7,6,8,9,10,9,13,17,,17,16,16,15,14,13,15,25,25,22,18,17,18,19,22,20,19,19,18,14,10,11,11,8,3,2,1,4,10,13,17,21,29,28,37,29,34,32,33,26,23,22,20,34,33,34,31,23,32,34,35,39,38,35,,32,33,34,29,21,17,12,12,10,11,9,8,4,2,0,0,17.0,36.0
2022-03-25 19:00:00,0,2,1,1,2,4,5,6,7,7,5,7,8,9,9,13,,14,14,13,4,10,16,14,13,22,19,16,13,15,8,18,18,16,15,14,12,8,5,4,3,3,0,1,2,2,9,10,13,23,22,37,35,39,38,33,26,24,19,19,16,18,21,24,14,19,19,18,26,21,23,,23,22,27,25,20,17,15,15,16,14,10,9,3,2,0,0,13.0,27.0
2022-03-25 20:00:00,0,1,2,0,2,5,4,4,4,5,4,5,6,5,10,10,,13,13,15,12,10,0,11,17,14,9,9,10,8,7,9,10,6,7,8,9,8,6,5,4,3,2,1,3,0,5,8,11,18,17,23,22,19,12,20,18,14,13,17,13,12,10,9,16,18,16,10,16,12,15,,15,21,18,17,14,11,8,8,7,7,3,2,2,0,0,0,13.0,14.0
2022-03-25 21:00:00,0,1,1,2,3,3,3,4,3,3,1,5,4,5,7,6,,3,5,6,4,0,3,6,13,13,12,9,8,6,8,7,5,5,4,4,2,5,3,0,1,0,0,0,1,0,5,14,15,16,20,23,23,23,22,20,21,19,19,16,14,11,10,12,16,17,8,13,13,13,14,,18,17,15,14,9,7,4,9,8,6,4,3,2,1,0,0,6.0,19.0
2022-03-25 22:00:00,0,1,1,1,2,3,5,6,0,3,6,4,6,8,12,10,,4,5,5,7,6,0,4,8,6,4,6,5,7,6,6,5,4,2,6,1,4,3,2,2,1,1,0,1,0,6,10,12,21,18,24,21,23,21,20,17,14,14,13,11,9,10,11,20,17,13,11,23,20,19,,14,17,14,9,11,6,5,5,4,3,5,1,3,1,0,0,7.0,16.0
2022-03-25 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,2,0,0,1,3,7,6,1,1,0,0,0,0,8,8,8,11,17,35,36,34,30,27,24,20,19,14,18,11,10,9,14,7,12,12,10,15,18,,14,11,16,17,12,6,5,5,3,4,2,1,2,0,0,0,0.0,18.0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-26 04:00:00,0,2,2,3,0,4,6,4,7,6,7,7,6,5,5,5,,6,4,3,6,5,2,3,4,0,5,6,5,9,8,9,8,0,0,9,7,6,5,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0
2022-03-26 05:00:00,0,0,1,1,2,5,6,6,6,7,7,8,7,6,7,8,,9,10,6,12,5,6,10,7,5,5,6,7,7,4,8,7,6,3,7,4,4,2,2,2,1,0,1,2,0,1,0,1,3,4,0,3,5,2,0,5,6,5,7,9,8,8,6,6,3,0,4,5,3,4,,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8.0,3.0
2022-03-26 06:00:00,0,1,1,2,2,4,5,2,8,11,12,13,14,12,12,13,,15,16,15,14,12,11,9,4,3,5,6,8,10,11,10,8,9,7,6,6,4,5,3,1,1,0,0,0,0,2,3,3,3,0,1,3,3,4,1,5,3,2,4,6,0,3,5,4,3,1,0,3,2,2,,5,2,0,0,3,2,3,3,1,2,0,1,0,0,0,0,13.0,4.0
2022-03-26 07:00:00,0,4,4,4,3,3,4,6,5,9,7,10,4,10,11,8,,11,12,7,13,7,12,12,10,6,8,6,8,8,12,12,12,6,8,13,7,6,5,4,3,2,1,0,0,0,2,4,4,4,1,2,3,5,1,2,4,4,5,5,6,7,6,7,8,9,4,10,5,9,11,,7,2,3,1,2,4,5,4,0,4,3,0,0,0,0,0,12.0,6.0
2022-03-26 08:00:00,0,6,6,7,9,8,7,9,6,9,11,14,17,14,17,16,,15,13,19,20,16,15,8,11,9,11,11,13,14,16,18,17,15,13,12,14,12,8,6,2,1,0,0,0,0,3,2,0,3,4,4,0,6,5,4,3,3,4,7,10,9,11,11,8,9,10,9,11,7,9,,9,7,5,6,5,4,3,5,3,3,2,1,0,0,0,0,15.0,11.0
2022-03-26 09:00:00,1,2,0,4,3,5,7,7,8,10,11,16,16,12,14,16,,20,19,17,19,21,19,11,10,9,15,7,16,15,17,16,15,14,13,13,13,8,7,4,4,3,4,0,1,0,4,4,5,6,3,7,6,7,8,3,6,7,8,9,11,11,12,12,13,19,13,18,18,15,17,,14,11,12,9,7,6,8,7,3,2,3,1,0,0,0,0,17.0,16.0
2022-03-26 10:00:00,1,0,1,3,3,5,5,4,5,11,10,13,14,12,13,15,,12,14,14,15,16,13,11,11,8,12,10,12,13,15,15,11,9,9,10,11,10,8,6,3,1,1,1,1,0,4,3,4,4,3,9,9,10,11,11,9,11,7,9,9,10,9,10,9,10,13,12,14,13,12,,11,10,10,7,8,9,7,8,7,6,5,3,0,1,0,0,13.0,12.0
2022-03-26 11:00:00,2,6,4,5,6,8,9,7,12,12,13,16,17,16,16,21,,19,19,19,18,18,17,14,12,11,13,9,12,14,19,21,23,20,18,20,17,20,18,17,6,2,2,2,1,0,2,4,5,6,6,7,4,10,8,11,9,8,5,12,14,15,13,14,11,15,14,15,9,7,15,,17,13,14,13,9,8,9,8,6,6,3,0,2,0,0,0,15.0,17.0
2022-03-26 12:00:00,0,5,5,0,6,9,8,10,8,15,16,16,18,18,22,23,,19,24,23,26,28,24,19,9,12,15,16,17,22,23,25,26,26,26,32,26,27,28,26,12,2,0,2,0,0,6,7,6,7,6,9,10,11,13,12,11,7,8,11,14,13,9,12,11,14,17,16,16,15,20,,15,15,18,13,12,7,9,8,6,5,5,2,2,1,0,0,20.0,17.0
2022-03-26 13:00:00,6,2,0,3,0,5,6,6,7,10,11,15,16,16,18,19,,21,22,20,21,18,21,21,15,16,18,15,15,18,28,28,26,25,26,27,25,23,22,20,9,7,5,1,2,0,8,11,11,13,14,15,11,18,18,19,20,14,15,17,16,16,16,15,13,18,16,15,16,17,19,,15,16,13,11,11,9,8,9,10,10,8,4,2,1,0,0,20.0,19.0
2022-03-26 14:00:00,2,3,1,3,4,6,8,7,9,7,13,10,13,12,15,18,,19,22,23,24,23,21,18,18,18,23,20,20,19,18,21,23,22,21,21,21,20,17,12,11,3,0,0,1,1,7,12,12,10,11,12,13,15,16,14,13,12,15,16,18,14,18,16,12,16,13,12,15,13,15,,14,16,18,13,13,12,12,9,8,8,5,1,2,1,0,0,17.0,14.0
2022-03-26 15:00:00,0,2,3,1,2,6,7,0,8,10,9,9,14,12,18,20,,17,16,14,15,13,16,14,14,13,14,17,18,12,19,21,23,21,22,23,24,20,10,15,8,5,2,1,2,1,5,13,16,21,22,23,21,20,21,21,21,20,19,18,15,16,17,16,20,21,18,20,21,19,17,,16,17,15,14,15,15,10,10,9,5,7,6,4,1,0,0,16.0,17.0
2022-03-26 16:00:00,0,2,2,0,3,0,4,4,5,8,10,11,14,14,14,16,,13,12,11,11,12,15,16,20,17,19,17,15,18,20,21,19,18,19,21,20,21,16,12,4,3,0,2,4,4,6,13,10,13,12,13,12,16,16,11,12,11,10,13,17,18,0,12,15,19,19,19,18,20,20,,19,24,23,17,14,11,14,7,13,12,5,4,3,1,0,0,12.0,21.0
2022-03-26 17:00:00,0,2,0,0,2,3,6,3,7,10,10,10,12,9,15,12,,13,14,13,12,11,14,12,16,16,21,21,20,21,18,21,19,21,21,17,14,17,14,12,5,4,0,1,3,2,7,10,16,14,13,17,16,19,21,20,20,15,15,17,14,12,11,14,17,23,22,20,29,24,20,,22,21,20,16,12,9,6,6,4,11,8,3,1,0,0,0,11.0,19.0
2022-03-26 18:00:00,0,1,2,0,0,1,3,4,6,7,10,11,0,10,15,19,,14,15,13,11,12,11,9,13,11,12,13,15,14,13,15,17,12,12,12,12,9,9,6,6,2,4,2,8,11,15,19,21,20,22,21,19,21,20,20,20,12,16,21,17,14,14,12,21,23,22,23,25,21,21,,20,19,17,14,18,15,13,11,9,6,4,2,1,1,0,0,19.0,22.0
2022-03-26 19:00:00,1,5,0,0,1,7,10,0,3,10,9,12,14,13,13,8,,13,11,12,13,8,15,10,13,12,13,13,13,12,7,11,10,4,10,13,7,7,5,6,1,1,0,0,2,2,7,15,19,24,26,27,22,23,22,23,21,15,18,19,15,15,14,15,17,19,16,13,22,21,19,,14,16,17,12,10,8,7,8,7,8,7,6,0,1,0,0,14.0,15.0
2022-03-26 20:00:00,0,2,3,3,1,4,7,4,5,4,4,3,4,10,17,20,,17,13,13,12,8,14,12,9,8,6,7,6,4,5,6,7,7,9,8,8,5,3,0,3,1,0,0,1,0,6,20,24,26,22,25,23,22,20,11,18,17,14,13,13,12,5,10,17,17,16,9,18,15,14,,12,14,13,12,13,11,7,0,6,5,2,1,4,3,0,0,16.0,15.0
2022-03-26 21:00:00,1,1,0,0,2,2,4,0,5,5,4,6,6,7,8,9,,7,5,6,8,4,2,5,8,7,5,6,5,3,4,7,7,8,7,6,8,7,2,6,5,1,0,0,0,0,8,15,16,18,20,20,20,21,22,21,21,19,18,17,14,8,10,9,10,12,13,14,14,11,14,,6,16,15,13,9,6,7,7,3,6,6,4,4,1,0,0,8.0,12.0
2022-03-26 22:00:00,0,2,1,0,3,3,2,1,2,3,5,2,9,10,7,10,,11,13,11,5,8,2,8,15,14,14,11,9,10,7,8,7,8,4,7,7,8,3,7,6,4,0,0,1,0,9,16,17,22,24,30,28,34,35,32,29,26,23,17,16,12,13,15,17,13,12,11,16,14,15,,13,13,14,13,10,9,7,8,7,4,3,1,1,0,0,0,10.0,16.0
2022-03-26 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,0,3,3,4,3,3,0,0,5,0,1,4,3,2,0,0,0,0,0,0,0,4,6,8,12,15,17,13,18,15,14,13,11,6,10,6,5,4,5,6,7,6,5,13,10,11,,8,9,12,8,6,3,4,5,0,6,4,3,1,0,0,0,0.0,10.0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-27 04:00:00,0,1,0,2,1,4,0,0,5,3,5,2,0,4,5,6,,5,4,3,0,1,0,0,3,1,5,2,4,4,0,5,2,0,0,4,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0
2022-03-27 05:00:00,0,1,1,0,2,3,4,3,2,5,5,7,9,10,5,9,,8,8,7,8,5,7,5,5,4,3,3,5,7,2,8,3,7,1,5,5,4,3,1,1,0,0,1,0,0,2,1,3,3,1,0,2,1,0,2,3,0,2,3,0,3,0,1,3,0,0,3,0,1,2,,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.0,3.0
2022-03-27 06:00:00,1,1,2,1,3,3,2,4,2,4,6,7,7,6,5,5,,6,5,7,9,4,7,4,4,0,6,2,7,5,3,6,6,5,4,5,6,5,3,2,2,0,1,0,0,0,2,3,0,2,2,2,0,3,2,2,1,1,0,3,2,3,2,0,4,2,3,4,3,2,2,,2,3,2,0,2,3,4,1,0,2,1,0,0,0,0,0,5.0,3.0
2022-03-27 07:00:00,1,3,0,1,2,5,6,2,1,7,6,4,3,5,7,6,,10,10,0,10,5,7,9,4,2,3,4,3,5,3,6,5,4,3,4,4,4,0,3,3,1,0,0,0,0,1,1,1,2,2,1,0,2,3,2,2,3,3,4,3,4,2,3,7,5,2,4,8,6,6,,4,4,5,4,5,6,4,0,1,3,2,1,0,0,0,0,9.0,4.0
2022-03-27 08:00:00,2,1,1,2,4,3,4,3,4,7,8,11,11,10,4,8,,8,9,10,11,9,7,7,3,4,5,5,5,7,7,8,7,7,6,5,4,4,4,2,4,3,0,0,0,0,2,4,1,3,3,4,1,7,6,0,7,6,4,8,8,11,6,12,6,7,8,7,7,6,5,,5,8,9,6,5,5,2,4,3,5,4,2,0,3,0,0,8.0,7.0
2022-03-27 09:00:00,2,2,3,2,4,5,8,9,7,10,13,14,21,19,21,20,,21,20,15,20,13,18,11,8,10,9,11,10,11,13,15,13,11,10,8,8,7,7,6,3,1,2,0,0,0,2,1,1,3,0,7,6,5,4,4,5,6,6,10,10,11,10,10,16,14,15,14,16,19,17,,12,5,6,3,5,5,6,5,1,6,0,3,5,3,0,0,18.0,10.0
2022-03-27 10:00:00,1,2,1,4,6,8,10,9,9,10,10,12,13,11,11,11,,16,17,17,17,12,14,12,9,6,10,11,10,11,15,14,13,15,14,13,12,15,13,9,6,2,1,1,0,0,2,4,4,6,0,9,9,5,10,3,10,9,7,9,9,10,9,10,13,13,12,11,11,10,10,,15,6,5,4,5,7,5,3,2,1,2,1,1,0,0,0,12.0,9.0
2022-03-27 11:00:00,2,3,2,0,3,4,6,9,6,11,12,13,13,13,18,20,,16,17,15,16,16,12,13,12,10,11,10,12,14,15,15,16,15,15,15,14,14,10,9,5,3,1,1,1,3,5,2,3,5,4,5,6,8,7,7,10,10,13,12,13,10,9,10,8,8,9,4,7,9,8,,8,7,2,6,3,5,6,5,0,4,2,1,1,0,0,0,17.0,8.0
2022-03-27 12:00:00,2,3,2,2,4,5,6,5,9,11,13,16,19,16,22,26,,29,31,33,31,30,24,17,15,20,23,27,30,37,36,33,32,13,30,32,31,28,25,18,7,3,2,1,2,4,9,8,7,6,6,8,8,9,10,8,10,10,11,13,15,13,14,15,15,17,7,17,16,18,16,,16,15,14,12,8,5,7,5,3,8,2,0,1,1,0,0,29.0,17.0
2022-03-27 13:00:00,2,6,1,2,3,7,9,10,11,13,13,16,18,16,19,18,,20,21,22,23,22,20,13,15,15,17,18,17,18,23,22,25,25,25,26,21,22,18,15,6,3,0,0,2,0,9,12,0,10,10,12,12,12,15,13,12,12,10,14,14,14,12,11,16,16,17,18,18,19,20,,18,17,14,11,9,8,7,6,5,5,3,2,1,1,0,0,19.0,25.0
2022-03-27 14:00:00,1,4,3,2,6,6,7,7,9,12,12,16,16,11,12,17,,20,19,19,14,20,21,18,21,22,22,22,22,21,24,18,22,18,17,17,15,15,14,10,7,2,2,0,4,2,9,13,15,16,17,16,13,17,18,16,17,18,17,16,21,20,4,19,22,25,27,12,26,13,15,,16,17,16,14,13,7,5,6,0,6,4,2,2,1,0,0,18.0,14.0
2022-03-27 15:00:00,0,2,1,2,4,8,7,7,5,8,6,8,10,8,11,13,,13,13,15,0,11,18,12,15,14,16,16,12,15,17,19,21,16,25,17,16,16,16,17,9,5,3,1,2,3,8,16,17,18,16,14,15,14,12,12,11,10,9,12,12,10,12,14,14,20,14,21,25,22,23,,24,23,20,19,16,12,8,7,6,5,3,0,1,0,0,0,12.0,23.0
2022-03-27 16:00:00,0,2,0,0,2,4,5,4,6,9,8,11,13,11,16,13,,12,13,11,12,10,12,8,18,18,19,23,22,23,22,25,25,24,24,25,23,24,23,18,11,4,4,0,4,6,14,18,18,18,13,17,16,19,20,19,19,18,15,14,12,11,9,7,14,16,13,13,16,14,13,,21,15,12,11,9,10,9,5,5,6,3,5,1,0,0,0,11.0,20.0
2022-03-27 17:00:00,0,3,0,1,2,9,10,8,7,10,10,14,15,10,15,12,,12,12,9,13,12,12,15,17,16,19,15,13,17,17,23,20,17,16,15,11,10,8,7,9,5,3,2,3,4,16,20,20,23,18,24,17,21,15,12,14,16,16,17,17,14,11,15,17,22,20,18,18,14,16,,17,26,24,22,8,7,7,7,7,4,8,3,0,0,0,0,13.0,18.0
2022-03-27 18:00:00,0,1,2,0,3,4,5,4,4,7,7,8,7,10,9,8,,13,15,12,13,7,12,7,18,17,15,8,8,8,7,8,9,8,7,9,4,7,4,2,7,6,6,2,8,4,11,29,34,37,32,35,30,30,27,24,24,24,20,20,16,16,15,17,18,20,14,20,20,18,19,,19,19,20,21,17,13,9,7,7,6,5,4,3,1,0,0,11.0,20.0
2022-03-27 19:00:00,0,0,1,0,1,2,1,1,2,2,1,4,5,6,8,11,,11,10,11,10,6,11,10,10,10,11,10,9,8,9,11,12,10,7,9,5,7,5,4,3,2,0,1,3,0,6,19,23,23,18,23,16,25,22,20,19,17,16,12,11,9,0,8,15,16,13,9,15,14,14,,12,13,12,12,10,6,5,4,5,6,3,2,0,1,0,0,10.0,15.0
2022-03-27 20:00:00,0,0,0,1,1,3,3,3,2,2,4,5,4,7,13,12,,11,10,9,9,10,6,9,8,7,9,9,8,6,5,10,9,7,7,5,6,5,4,3,3,2,0,1,0,1,6,16,15,16,15,19,16,20,18,19,17,16,13,14,12,13,10,11,26,21,20,14,16,15,11,,13,15,13,12,10,9,4,8,7,7,0,5,1,0,0,0,8.0,13.0
2022-03-27 21:00:00,0,1,1,1,2,3,1,2,0,4,3,3,3,2,7,8,,5,8,6,7,3,7,6,9,11,11,9,6,4,4,5,0,3,2,2,1,3,3,4,2,0,0,0,0,1,4,14,17,21,16,23,12,23,21,21,18,15,14,12,12,9,8,10,15,17,15,16,17,16,12,,13,9,12,13,10,7,5,4,3,5,4,2,1,0,0,0,7.0,12.0
2022-03-27 22:00:00,0,1,0,0,1,1,0,0,1,2,2,3,4,6,7,5,,5,1,5,4,0,1,2,10,10,10,9,9,10,4,9,8,7,6,3,4,5,3,0,4,1,0,0,3,0,6,8,10,12,13,20,21,22,23,15,20,17,13,11,9,8,6,9,11,10,7,8,9,7,6,,5,4,4,5,4,3,4,5,0,4,2,1,0,0,0,0,5.0,5.0
