Unnamed: 0,1_양천공영차고지,2_트럭터미널주유소앞,3_넓은들공원,4_대일관광고.푸른마을3단지,5_푸른마을1단지.이든채아파트,6_푸른마을2단지아파트,7_신월시영아파트.강월초등학교,8_강월초교사거리,9_신한은행신월동지점,10_신곡시장.금빛새마을금고,11_동방아파트.신월종합사회복지관,12_신정네거리.신정119안전센터,13_제일여성병원,14_양강중학교,15_까치산역2번출구,16_화곡역,17_화곡본동시장,18_한국폴리텍1.서울강서대학교,19_우장초등학교,20_강서구청.한국건강관리협회,21_강서구청사거리.서울디지털대학교,22_등촌중학교백석초등학교,23_등촌역.강서보건소,24_염창역.서울도시가스,25_안양천입구,26_양평동한솔아파트,27_양평한신아파트.선유도공원입구,28_당산초등학교앞,29_선유도역.롯데제과,30_당산역,31_당산역삼성래미안아파트,32_삼환아파트,33_신화병원,34_영등포시장,35_영등포시장로터리방면,36_신길역,37_신길역1호선,38_대윤병원,39_신길새마을금고,40_대방역,41_공군호텔,42_서울지방병무청,43_대방초등학교,44_서울공업고등학교,45_대림초등학교,46_신대방삼거리,47_보라매병원입구,48_롯데백화점관악점,49_패션문화의거리입구,50_신림사거리,51_서원동문화교앞,52_서림동주민센터.신화단지,53_삼성동시장,54_대학동고시촌입구,55_서울산업정보학교.삼성교,56_관악산입구.관악아트홀.중앙도서관,57_서울대학교,58_신림중.삼성고.관악아트홀.도서관,59_서울산업정보학교.삼성교,60_신성초등학교,61_영광메디컬센터,62_쑥고개입구,63_서원동문화교앞,64_신림역2번출구,65_패션문화의거리입구,66_보라매공원.보라매병원,67_보라매삼성아파트.모자원고개,68_신대방삼거리,69_대림초등학교,70_서울공업고등학교,71_강남중학교,72_서울지방병무청앞,73_공군호텔,74_대방역,75_신길새마을금고,76_신길역,77_영등포로터리,78_영등포시장입구,79_영등포시장,80_신화병원,81_당산푸르지오아파트,82_당산역삼성래미안아파트,83_당산역,84_선유도역.롯데제과,85_한신아파트.선유도역,86_영등포아리수정수센터,87_염창역.서울도시가스,88_등촌역.강서보건소,89_등촌중학교백석초등학교,90_강서구청사거리.서울디지털대학교,91_강서구청.한국건강관리협회,92_우장초등학교,93_한국폴리텍1.서울강서대학교,94_화곡본동시장,95_화곡역.현대주유소,96_까치산역4번출구,97_KT강서지사,98_양강중학교,99_신월2동우체국,100_신정네거리해누리분수광장,101_동방아파트,102_신곡시장.금빛새마을금고,103_신한은행신월동지점,104_강월초교사거리,105_신월시영아파트.강월초등학교,106_푸른마을2단지아파트,107_푸른마을1단지.이든채아파트,108_대일관광고.푸른마을3단지,109_넓은들공원,110_신정현대아파트,111_양천공영차고지
2022-03-11 17:00:00,2,4,3,5,4,8,8,6,9,11,13,11,14,19,23,20,25,21,20,16,16,17,19,18,17,15,16,15,21,19,22,20,24,28,30,29,29,27,28,26,27,25,24,24,29,34,29,23,22,25,23,15,9,4,0,1,12,4,15,20,21,23,22,12,18,18,16,17,21,22,24,24,27,29,28,32,26,24,27,26,25,23,24,22,22,23,23,22,21,20,24,31,28,25,26,24,25,20,18,25,22,19,20,13,10,4,3,4,1,0,0
2022-03-11 18:00:00,2,3,5,2,6,10,10,8,10,15,14,15,19,22,23,30,25,21,16,15,17,18,11,21,20,18,10,21,27,27,34,31,29,27,42,44,46,44,44,43,41,41,40,38,39,39,33,29,25,46,36,28,19,6,1,1,6,8,15,17,21,22,20,15,22,31,28,24,24,28,32,29,31,31,31,29,27,23,17,17,24,18,28,32,36,35,41,47,50,56,48,44,38,32,33,26,25,28,29,46,38,26,24,19,15,6,5,2,1,0,0
2022-03-11 19:00:00,1,1,0,2,1,4,3,5,10,10,11,10,13,12,20,21,25,22,12,7,7,8,6,9,7,5,0,10,13,11,15,21,19,23,27,25,24,23,25,27,26,24,25,25,24,22,22,20,18,47,39,25,15,3,2,0,7,4,9,18,20,23,21,8,11,12,10,12,19,19,18,21,20,27,27,23,21,16,15,17,17,15,17,17,21,22,29,30,28,24,34,32,26,26,25,19,18,16,13,46,41,29,23,16,11,4,4,3,0,0,0
2022-03-11 20:00:00,0,1,2,0,1,0,0,2,6,4,7,8,9,10,13,10,11,11,8,7,8,7,9,8,5,9,11,9,9,10,12,13,15,20,21,20,17,19,20,21,19,19,17,18,18,19,17,12,9,13,10,9,8,4,1,0,2,3,3,3,6,9,9,7,9,9,9,8,12,11,13,14,15,13,12,8,12,9,10,11,11,11,16,14,15,13,17,16,16,14,18,15,14,13,14,14,12,9,5,17,16,15,10,9,6,3,1,0,1,0,0
2022-03-11 21:00:00,0,1,0,2,1,3,2,1,4,3,5,2,6,9,14,11,9,8,8,5,5,4,3,4,0,0,4,5,9,8,10,14,15,17,19,17,12,12,18,21,17,20,19,18,18,18,15,10,12,27,21,19,12,1,0,0,1,1,3,8,8,9,10,7,8,11,13,14,15,16,15,10,16,15,14,13,13,11,13,13,14,12,13,17,21,19,24,29,26,24,21,15,16,14,18,16,14,12,11,17,4,9,7,4,5,3,3,0,0,0,0
2022-03-11 22:00:00,0,0,0,0,2,0,0,0,7,6,0,8,12,8,9,10,10,7,6,8,6,0,4,5,4,5,4,4,6,8,12,13,15,16,28,17,26,21,22,22,18,16,13,17,19,16,14,12,11,18,13,8,5,3,0,2,1,1,5,8,7,10,7,6,13,13,14,8,13,12,14,18,9,14,11,11,9,9,10,10,12,11,8,8,13,14,16,18,16,15,19,22,15,21,26,25,16,12,9,15,11,14,17,15,14,3,1,0,0,0,0
2022-03-11 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,13,12,0,15,13,17,7,6,15,16,20,20,19,16,13,10,8,3,1,0,0,2,2,5,7,4,6,8,9,14,13,10,11,9,9,9,8,6,7,5,6,9,10,9,6,7,6,10,9,7,6,9,14,14,9,13,12,11,15,12,10,8,7,6,8,7,5,4,1,3,2,1,0,0,0,0
2022-03-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 04:00:00,0,0,0,0,2,3,4,6,7,0,9,10,4,7,13,14,15,16,15,0,15,14,14,15,0,14,15,13,11,10,0,9,0,8,0,6,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 05:00:00,0,0,0,0,0,1,2,3,4,5,6,6,7,9,9,5,6,6,7,8,9,5,5,4,4,5,0,4,7,7,7,2,5,4,5,5,4,3,4,5,9,7,1,6,5,5,4,4,3,3,2,0,2,0,0,0,0,0,0,4,8,8,12,10,10,13,11,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 06:00:00,1,0,1,0,2,3,2,5,6,7,9,3,5,8,9,8,6,7,6,5,7,6,5,6,5,0,1,3,4,4,5,4,6,8,4,2,6,0,7,8,7,8,7,4,6,7,9,8,8,1,2,1,0,1,0,1,0,1,1,2,6,12,13,7,8,6,7,7,9,11,0,12,14,13,15,14,12,13,10,9,7,5,4,3,4,2,3,0,0,1,2,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 07:00:00,0,1,2,0,3,3,5,6,8,10,9,8,8,9,15,14,13,14,11,8,8,9,8,8,4,7,0,6,7,4,3,6,4,5,6,0,4,5,4,5,7,8,9,8,5,7,8,6,7,12,12,8,7,4,6,2,0,1,4,12,14,19,18,6,8,10,9,7,7,7,7,8,6,9,7,6,5,4,2,2,4,4,3,2,3,6,1,5,4,5,4,5,5,4,4,6,8,6,4,6,5,1,5,4,3,1,0,2,1,0,0
2022-03-12 08:00:00,0,0,1,2,9,4,7,7,10,13,13,9,11,13,19,13,15,16,20,26,31,26,18,16,17,18,16,17,12,10,12,15,16,20,7,9,10,12,14,13,12,10,8,7,11,10,12,11,11,9,10,8,9,6,4,1,0,3,9,14,14,19,25,11,12,12,12,13,13,14,16,15,15,15,13,13,12,11,9,7,8,6,5,6,8,7,3,8,9,8,7,10,13,6,13,15,14,12,11,8,8,6,3,2,2,1,0,0,0,0,0
2022-03-12 09:00:00,1,0,4,1,7,11,4,12,15,13,15,13,11,15,21,19,22,22,21,23,20,15,15,13,13,16,15,13,16,17,23,23,24,22,22,22,21,21,26,25,25,26,22,23,23,23,24,25,22,24,26,25,24,21,18,4,1,2,3,8,11,27,29,12,20,25,24,26,27,26,25,23,20,18,19,18,16,10,10,10,11,6,5,3,5,7,5,13,9,10,19,22,18,17,14,14,15,15,5,15,13,9,7,6,0,5,1,1,0,0,0
2022-03-12 10:00:00,1,0,1,0,1,3,4,5,7,8,12,5,8,15,16,16,16,22,25,23,23,20,18,17,9,19,7,16,16,15,19,18,17,16,17,21,22,25,26,23,24,24,23,22,21,21,16,21,20,35,34,32,30,26,19,3,2,3,9,11,16,16,19,4,8,10,10,12,14,13,16,17,25,20,21,20,16,14,14,13,14,13,12,6,4,3,7,6,9,9,15,10,11,12,12,10,10,9,7,8,9,8,6,5,3,3,2,1,0,0,0
2022-03-12 11:00:00,1,0,2,0,5,10,13,14,16,17,17,12,12,13,10,9,12,16,16,21,24,19,19,15,13,16,7,16,19,13,16,18,15,16,19,17,18,16,17,17,21,21,20,17,16,18,18,17,14,21,24,26,28,25,17,3,2,2,6,14,27,32,30,12,10,13,16,15,16,18,23,24,25,24,24,22,17,16,15,15,11,13,11,8,7,7,8,9,10,10,12,14,14,13,15,11,11,9,7,10,8,7,6,5,4,2,1,0,0,0,0
2022-03-12 12:00:00,3,0,0,6,5,10,9,11,15,18,19,16,19,18,16,12,11,16,13,13,15,14,14,13,9,12,13,13,13,19,20,17,16,12,17,17,16,15,15,15,14,11,13,14,15,13,12,15,12,11,12,10,8,5,3,5,5,7,11,18,22,31,34,15,25,28,29,31,29,34,36,38,39,38,35,36,31,24,18,17,16,17,15,15,14,15,14,14,9,12,17,21,17,19,19,14,13,8,11,7,8,9,10,9,4,3,2,1,0,1,0
2022-03-12 13:00:00,0,1,1,0,3,4,5,7,9,15,19,18,18,21,19,15,16,18,16,13,18,9,20,19,14,15,13,20,22,20,20,22,23,22,25,23,22,23,26,12,23,24,23,22,19,16,16,17,14,21,17,15,11,7,5,9,12,10,12,21,25,25,27,15,24,26,25,24,25,25,25,23,27,26,23,23,19,15,17,16,21,20,18,16,15,14,29,31,28,27,22,23,21,22,19,16,18,15,13,16,16,17,17,6,12,7,1,1,0,0,0
2022-03-12 14:00:00,2,1,0,0,7,5,3,5,9,11,12,10,11,13,12,12,10,13,14,15,11,10,12,11,12,14,0,12,13,13,16,19,17,13,17,16,15,15,17,18,23,19,18,16,22,19,15,16,14,30,26,21,15,8,7,14,16,17,19,22,28,38,35,25,26,29,29,26,22,24,28,26,29,29,24,25,15,13,14,13,16,13,13,15,15,14,19,24,19,21,25,24,22,13,17,11,10,9,9,19,18,15,16,9,6,4,0,0,2,1,0
2022-03-12 15:00:00,1,0,2,3,5,9,10,11,13,15,13,10,11,12,18,16,15,12,9,11,10,10,3,11,12,17,15,13,13,13,17,16,17,15,20,21,17,19,18,19,14,15,9,13,10,11,10,11,9,21,22,19,13,5,4,14,15,22,24,26,31,34,37,27,14,16,15,19,29,32,33,35,34,33,32,31,27,23,19,17,21,15,15,14,14,16,18,14,12,14,12,13,20,22,21,16,14,12,11,22,19,14,9,7,7,5,4,2,3,2,0
2022-03-12 16:00:00,4,2,2,0,3,5,6,7,9,11,10,14,15,15,12,14,16,16,13,10,13,13,10,6,10,7,11,10,15,15,16,19,16,16,26,15,13,28,17,15,25,26,25,21,21,19,22,22,18,17,17,12,9,5,4,4,7,6,9,16,22,25,13,13,22,24,25,24,29,33,35,33,34,33,29,30,26,26,26,24,22,21,22,17,17,16,16,16,17,16,21,22,20,22,21,25,22,20,17,13,12,11,13,12,10,3,0,1,0,0,0
2022-03-12 17:00:00,1,1,7,0,4,7,7,9,11,10,10,8,9,8,18,16,19,15,12,10,12,11,10,9,10,8,0,9,13,16,21,23,25,32,34,34,34,31,29,31,32,29,21,21,24,21,20,21,18,37,27,18,14,4,1,10,11,19,23,33,38,44,39,22,25,26,23,21,18,18,25,18,24,23,24,20,18,17,19,18,17,14,15,15,15,15,14,17,18,17,21,22,19,22,21,18,14,11,0,13,14,11,9,6,4,2,0,0,0,0,0
2022-03-12 18:00:00,0,0,0,1,2,5,6,5,6,10,14,8,17,18,23,23,22,20,16,11,7,3,6,6,6,7,7,7,9,11,15,15,13,19,26,26,21,23,25,25,25,28,27,22,22,23,20,24,20,30,26,21,13,4,1,2,3,4,7,11,21,24,25,20,30,34,30,25,22,22,23,21,22,21,22,21,18,18,23,16,19,20,21,16,18,17,17,23,29,28,20,22,21,18,23,15,14,15,14,24,21,18,19,18,17,8,5,4,2,0,0
2022-03-12 19:00:00,0,0,0,2,2,2,3,0,4,6,5,5,6,10,11,13,14,12,7,5,13,10,9,7,8,0,0,3,6,10,13,11,8,15,17,18,16,17,12,16,17,21,15,16,14,15,11,14,15,32,29,25,20,3,1,1,2,5,0,10,12,15,16,15,20,15,14,16,15,14,13,12,13,11,13,12,11,11,9,10,12,10,12,13,11,19,18,17,18,17,16,16,16,17,21,20,19,15,17,13,10,6,5,3,3,1,0,0,0,0,0
2022-03-12 20:00:00,0,0,0,0,1,2,2,0,4,3,6,3,5,7,8,8,11,7,6,4,7,0,4,3,0,0,0,3,6,5,12,13,15,15,20,15,20,21,20,20,20,19,18,17,16,13,11,10,12,28,24,17,12,5,0,0,1,0,1,5,4,7,8,6,9,8,5,10,7,10,10,11,12,9,12,11,11,10,12,12,12,10,12,14,16,12,20,18,19,19,13,13,11,9,10,7,8,7,11,9,8,6,4,3,2,2,0,0,1,0,0
2022-03-12 21:00:00,0,0,4,2,5,5,3,7,8,7,8,10,12,4,12,12,14,8,6,5,3,3,5,3,0,0,5,1,8,5,10,9,6,12,17,18,20,19,14,18,19,16,13,13,15,17,14,11,10,26,23,15,10,4,1,0,1,0,3,4,6,7,6,6,10,12,4,5,13,7,8,10,10,10,6,9,5,8,11,8,8,2,12,9,9,9,18,19,16,18,14,12,12,10,12,9,8,9,8,11,9,7,0,2,5,4,0,0,0,0,0
2022-03-12 22:00:00,0,0,0,0,2,0,0,3,9,1,9,7,7,6,8,8,10,8,9,6,4,2,4,5,6,0,5,6,7,11,16,16,14,15,20,16,20,18,12,18,17,14,8,12,11,10,8,12,11,29,21,17,15,6,2,0,2,0,2,21,22,24,19,11,14,14,11,9,10,12,10,5,13,10,6,8,11,12,13,11,17,15,16,14,13,12,19,14,13,10,13,12,11,10,12,10,9,7,3,8,6,6,4,4,3,2,1,0,0,0,0
2022-03-12 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,11,22,0,0,21,19,18,13,15,14,14,13,11,10,9,7,18,11,9,8,1,0,0,1,0,2,4,3,4,5,6,12,9,5,11,12,12,11,4,5,12,11,9,10,11,13,9,12,12,12,11,10,8,7,7,11,12,17,14,11,12,13,8,9,6,5,14,11,9,7,5,4,2,0,0,0,0,0
2022-03-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 04:00:00,1,0,0,0,1,1,1,3,3,5,2,4,6,7,9,6,7,6,6,8,7,5,6,8,4,2,0,0,0,9,0,9,8,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 05:00:00,0,0,0,1,1,2,0,2,0,3,3,0,5,3,8,4,4,5,5,5,4,3,4,4,0,1,5,0,4,4,2,3,3,3,4,0,2,5,4,2,3,5,0,3,0,4,1,4,5,4,3,2,3,1,2,1,0,0,0,2,3,6,5,5,7,8,7,6,7,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 06:00:00,0,0,0,0,2,0,1,0,0,3,3,1,0,3,5,4,1,4,3,4,3,2,3,1,0,4,0,2,4,0,3,4,2,3,4,2,0,5,6,5,5,1,4,2,2,4,3,1,2,3,1,0,2,1,0,0,0,0,1,3,4,4,5,5,3,7,9,8,6,6,5,3,6,3,5,7,4,3,3,2,3,2,0,0,0,0,3,1,0,1,3,0,2,4,3,3,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 07:00:00,0,0,0,0,2,1,3,1,4,5,4,5,1,1,3,2,4,5,5,5,7,2,7,6,2,0,4,3,5,4,3,2,0,2,3,3,0,2,2,0,3,2,0,3,1,2,3,4,2,3,4,1,2,1,0,0,0,1,2,4,4,4,6,5,8,10,11,11,10,9,7,7,8,7,9,8,7,5,2,2,7,8,5,4,0,1,2,2,0,3,0,2,3,2,3,2,2,0,1,2,1,1,2,0,0,0,1,0,0,0,0
2022-03-13 08:00:00,0,0,0,1,3,6,8,8,8,7,10,8,8,9,7,7,9,9,10,12,13,8,9,8,6,7,6,5,6,6,9,9,7,8,10,4,3,10,5,11,8,9,4,10,8,5,7,7,6,5,3,5,3,3,1,0,1,2,1,6,7,10,13,4,6,5,4,7,7,6,7,9,7,8,8,10,9,9,9,9,9,7,5,1,6,0,5,4,4,4,4,4,5,5,8,7,6,3,1,8,7,5,2,3,0,2,1,0,0,0,0
2022-03-13 09:00:00,0,0,1,2,1,4,4,5,5,7,8,6,9,9,12,9,13,17,20,23,20,6,16,13,13,12,0,12,10,10,10,5,9,8,10,9,8,9,11,12,12,10,9,11,12,9,10,10,9,17,15,16,18,13,7,1,1,2,0,4,8,11,14,5,7,10,11,9,11,11,13,5,15,13,12,11,9,7,6,7,8,6,7,6,4,3,5,11,10,8,11,15,16,13,15,9,8,5,4,4,7,4,3,2,1,1,0,0,0,0,0
2022-03-13 10:00:00,0,0,1,0,1,2,2,4,4,9,11,9,10,11,11,8,8,7,9,8,7,16,14,11,8,9,0,10,11,10,12,11,9,10,9,5,0,8,8,9,11,10,8,13,12,16,17,15,10,15,16,11,10,8,4,1,0,3,6,9,11,12,18,10,15,14,12,11,12,14,15,16,19,17,16,17,10,6,5,8,7,3,5,4,2,0,5,4,3,4,4,6,7,7,8,9,8,6,5,3,3,2,1,0,0,0,0,0,3,2,0
2022-03-13 11:00:00,0,0,3,5,6,7,0,9,9,10,10,10,11,14,15,11,11,15,15,13,11,8,8,6,8,8,7,9,10,8,8,9,8,6,8,7,4,6,7,8,6,6,4,7,9,9,7,9,6,8,8,6,4,3,2,1,1,4,5,14,16,23,22,13,16,15,13,15,18,15,16,17,15,14,15,15,12,7,3,0,7,6,5,4,5,4,6,7,2,8,9,10,12,11,14,7,7,4,0,5,4,2,2,3,2,1,2,0,1,0,0
2022-03-13 12:00:00,0,0,1,0,2,3,4,0,6,8,7,9,11,13,15,8,10,10,9,8,13,14,17,15,0,14,8,13,11,10,14,13,13,15,12,0,9,10,11,12,13,11,12,11,14,11,10,12,8,12,11,8,5,2,1,5,2,11,16,22,24,29,29,11,15,17,15,19,17,16,19,18,19,19,20,23,21,15,16,16,13,10,9,9,9,4,6,10,8,13,12,9,12,12,9,9,10,11,10,9,5,6,3,2,2,0,0,0,1,0,0
2022-03-13 13:00:00,0,0,1,2,5,6,9,8,8,11,12,10,12,13,12,9,9,10,8,12,16,15,12,11,7,9,10,15,14,17,17,14,16,17,16,11,11,15,13,12,12,12,14,9,15,17,17,18,14,24,24,21,18,9,4,7,6,8,13,22,27,30,27,21,22,21,20,20,21,25,24,22,22,23,23,24,20,13,11,10,15,10,8,7,7,8,8,9,8,8,11,11,16,15,14,12,13,8,9,9,10,9,8,5,2,1,0,0,0,0,0
2022-03-13 14:00:00,1,0,0,1,1,3,0,2,9,14,16,12,14,15,14,12,11,10,8,7,7,7,7,8,5,9,0,9,10,10,12,11,10,18,22,13,21,8,21,22,23,20,21,24,22,21,18,18,12,17,16,13,10,6,2,4,7,9,12,18,20,23,22,12,18,18,17,14,15,13,17,17,17,17,17,17,13,12,11,8,11,10,9,8,10,4,9,12,5,7,12,13,11,11,9,12,10,7,6,8,10,8,5,1,0,2,0,1,0,0,0
2022-03-13 15:00:00,0,0,1,0,3,4,3,5,7,9,9,9,12,15,13,8,9,9,13,16,8,14,13,12,1,13,0,15,13,10,11,11,9,11,15,10,14,11,12,10,11,14,12,9,10,11,11,12,9,19,21,19,15,6,5,9,11,6,9,19,18,25,25,15,19,21,22,20,17,14,12,13,11,10,13,14,13,12,8,13,12,11,9,7,6,0,14,12,11,9,10,10,10,11,15,15,15,11,10,11,10,7,6,4,4,2,0,2,0,0,0
2022-03-13 16:00:00,0,0,0,0,1,2,2,0,4,6,7,8,7,8,12,9,12,11,12,8,10,7,6,6,7,0,7,9,9,10,12,16,17,15,18,15,17,16,17,16,18,18,19,16,15,18,15,18,10,17,15,11,13,3,3,7,6,0,6,13,16,20,19,12,14,12,13,12,11,11,15,15,18,11,13,13,9,10,13,11,9,11,13,15,15,5,16,8,13,12,11,13,15,15,17,14,14,11,11,14,11,8,8,7,5,0,0,0,0,0,0
2022-03-13 17:00:00,0,0,1,2,3,4,6,5,6,8,7,5,7,7,12,12,13,10,12,12,10,9,7,8,7,5,0,7,6,4,9,11,9,12,14,15,13,13,14,13,16,14,17,19,19,21,17,15,17,21,21,14,11,5,3,4,4,6,8,18,19,22,20,12,12,11,10,15,12,10,12,12,14,15,18,12,13,11,9,9,12,13,11,12,6,6,14,13,14,10,12,11,14,11,17,12,14,11,6,13,11,8,7,7,4,2,0,0,0,0,0
2022-03-13 18:00:00,2,2,0,3,6,2,3,2,5,5,7,6,8,8,15,14,11,12,8,7,6,5,5,5,4,0,0,5,5,9,12,9,13,16,23,21,19,21,20,20,20,18,13,16,14,12,9,13,12,31,26,19,12,6,2,1,3,3,4,12,14,18,22,12,17,19,19,19,18,17,15,15,15,13,17,13,11,14,13,11,13,14,14,13,14,14,19,18,12,16,15,18,19,18,16,14,13,12,11,14,16,14,12,10,5,2,0,1,1,0,0
2022-03-13 19:00:00,0,0,0,0,5,8,6,6,8,0,4,5,4,5,14,10,11,11,6,7,8,2,9,7,5,0,8,6,8,9,9,9,10,12,19,17,15,14,14,11,10,13,0,10,10,15,15,15,11,22,20,12,12,6,1,0,1,0,2,5,8,12,14,9,15,13,12,14,12,13,10,10,9,4,6,8,7,8,8,7,5,3,5,4,12,11,10,9,8,6,9,11,16,13,12,10,7,6,6,11,11,9,9,7,5,2,1,0,0,0,0
2022-03-13 20:00:00,0,0,0,1,0,0,0,2,2,3,4,4,5,8,9,8,9,6,5,4,3,1,2,3,4,0,6,4,5,6,9,8,10,11,12,10,11,14,18,16,14,12,13,12,13,8,12,11,7,14,13,10,8,4,2,0,1,0,2,6,0,8,6,4,6,7,4,10,11,9,11,6,0,14,11,12,13,13,13,10,11,9,11,8,6,8,9,11,10,6,9,8,9,7,14,9,8,6,6,8,3,7,7,3,5,3,2,0,0,1,0
2022-03-13 21:00:00,0,0,0,1,1,0,0,2,4,5,7,7,7,6,9,10,8,8,5,5,5,5,4,5,0,7,0,7,8,7,11,10,9,12,15,17,15,15,15,14,15,10,14,13,12,14,7,10,9,13,12,8,7,2,1,0,1,0,2,6,4,6,4,7,11,6,4,7,8,8,9,7,6,8,10,15,16,17,13,11,10,6,8,10,10,11,14,15,12,14,12,11,11,9,13,11,10,9,4,9,7,5,6,3,3,2,0,0,0,0,0
