Unnamed: 0,1_양천공영차고지,2_트럭터미널주유소앞,3_넓은들공원,4_대일관광고.푸른마을3단지,5_푸른마을1단지.이든채아파트,6_푸른마을2단지아파트,7_신월시영아파트.강월초등학교,8_강월초교사거리,9_신한은행신월동지점,10_신곡시장.금빛새마을금고,11_동방아파트.신월종합사회복지관,12_신정네거리.신정119안전센터,13_제일여성병원,14_양강중학교,15_까치산역2번출구,16_화곡역,17_화곡본동시장,18_한국폴리텍1.서울강서대학교,19_우장초등학교,20_강서구청.한국건강관리협회,21_강서구청사거리.서울디지털대학교,22_등촌중학교백석초등학교,23_등촌역.강서보건소,24_염창역.서울도시가스,25_안양천입구,26_양평동한솔아파트,27_양평한신아파트.선유도공원입구,28_당산초등학교앞,29_선유도역.롯데제과,30_당산역,31_당산역삼성래미안아파트,32_삼환아파트,33_신화병원,34_영등포시장,35_영등포시장로터리방면,36_신길역,37_신길역1호선,38_대윤병원,39_신길새마을금고,40_대방역,41_공군호텔,42_서울지방병무청,43_대방초등학교,44_서울공업고등학교,45_대림초등학교,46_신대방삼거리,47_보라매병원입구,48_롯데백화점관악점,49_패션문화의거리입구,50_신림사거리,51_서원동문화교앞,52_서림동주민센터.신화단지,53_삼성동시장,54_대학동고시촌입구,55_서울산업정보학교.삼성교,56_관악산입구.관악아트홀.중앙도서관,57_서울대학교,58_신림중.삼성고.관악아트홀.도서관,59_서울산업정보학교.삼성교,60_신성초등학교,61_영광메디컬센터,62_쑥고개입구,63_서원동문화교앞,64_신림역2번출구,65_패션문화의거리입구,66_보라매공원.보라매병원,67_보라매삼성아파트.모자원고개,68_신대방삼거리,69_대림초등학교,70_서울공업고등학교,71_강남중학교,72_서울지방병무청앞,73_공군호텔,74_대방역,75_신길새마을금고,76_신길역,77_영등포로터리,78_영등포시장입구,79_영등포시장,80_신화병원,81_당산푸르지오아파트,82_당산역삼성래미안아파트,83_당산역,84_선유도역.롯데제과,85_한신아파트.선유도역,86_영등포아리수정수센터,87_염창역.서울도시가스,88_등촌역.강서보건소,89_등촌중학교백석초등학교,90_강서구청사거리.서울디지털대학교,91_강서구청.한국건강관리협회,92_우장초등학교,93_한국폴리텍1.서울강서대학교,94_화곡본동시장,95_화곡역.현대주유소,96_까치산역4번출구,97_KT강서지사,98_양강중학교,99_신월2동우체국,100_신정네거리해누리분수광장,101_동방아파트,102_신곡시장.금빛새마을금고,103_신한은행신월동지점,104_강월초교사거리,105_신월시영아파트.강월초등학교,106_푸른마을2단지아파트,107_푸른마을1단지.이든채아파트,108_대일관광고.푸른마을3단지,109_넓은들공원,110_신정현대아파트,111_양천공영차고지
2022-03-05 04:00:00,0,1,2,0,1,3,5,6,8,4,8,5,9,7,11,12,6,13,12,8,11,9,10,10,10,9,8,10,9,10,5,9,10,9,0,10,0,9,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,0,0,0,0,2,1,3,4,6,7,5,9,11,9,6,6,9,8,9,9,7,7,5,1,5,5,6,5,6,6,6,5,7,8,3,2,7,5,8,8,10,9,7,2,5,6,4,3,6,5,1,0,2,1,0,0,0,2,4,9,10,0,5,7,5,6,5,4,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,0,1,2,3,4,0,5,6,7,8,9,6,6,9,9,10,11,7,6,5,5,4,3,4,3,5,4,6,2,5,3,5,6,3,5,6,4,5,0,7,7,4,5,3,5,4,5,1,7,4,4,4,4,0,0,0,1,1,4,7,14,18,7,7,3,6,9,8,7,6,7,7,6,6,4,5,7,7,4,5,6,3,2,3,4,5,0,0,0,5,6,5,6,7,8,9,8,0,7,6,3,0,0,0,2,0,1,0,0,0
2022-03-05 07:00:00,0,0,1,1,3,5,7,10,11,12,12,11,5,12,11,10,12,16,16,10,10,8,9,5,6,7,6,7,6,6,7,6,4,8,10,4,9,6,5,10,11,10,11,10,7,10,9,11,9,12,10,9,8,3,2,1,0,1,5,8,11,14,19,15,12,16,17,13,14,13,12,13,13,11,8,9,6,4,5,5,8,6,5,3,4,3,4,3,6,8,7,9,7,6,6,7,6,5,3,3,2,4,4,3,2,1,1,0,0,0,0
2022-03-05 08:00:00,1,0,1,2,6,9,10,11,16,17,17,12,13,15,16,12,15,16,17,22,20,18,12,15,16,11,11,12,14,8,16,13,14,13,13,14,13,12,14,15,15,15,14,13,14,15,14,11,9,21,20,18,16,12,2,1,0,2,6,11,20,24,32,13,21,19,17,17,16,17,21,22,23,22,21,23,18,14,8,9,9,6,7,7,7,4,9,13,5,11,13,13,17,18,18,16,20,19,19,18,5,8,5,0,2,0,1,0,0,0,0
2022-03-05 09:00:00,0,0,2,1,3,6,8,8,8,9,13,14,17,18,23,20,20,20,18,19,21,14,16,13,9,10,0,11,11,12,11,13,11,12,10,11,11,12,14,12,12,19,13,19,18,21,18,18,17,31,31,9,28,22,18,4,1,2,2,9,13,17,24,10,10,13,10,13,12,15,19,19,18,14,18,18,15,14,12,14,13,9,9,7,6,7,9,13,11,12,16,18,20,16,13,12,10,10,9,7,3,4,5,3,3,2,0,0,0,0,0
2022-03-05 10:00:00,1,0,0,2,2,5,6,5,9,11,12,6,12,12,17,12,12,15,18,21,18,17,16,14,12,13,13,13,13,13,13,13,13,14,15,0,17,19,20,19,18,15,14,20,19,20,22,23,20,38,41,37,34,28,20,17,2,4,6,20,25,31,37,17,17,19,21,18,16,18,19,20,20,20,18,19,16,13,15,14,15,12,6,10,11,10,9,16,15,12,18,20,21,20,16,8,8,9,8,9,3,5,4,3,2,1,0,0,0,0,0
2022-03-05 11:00:00,0,0,1,1,9,13,16,16,12,14,14,12,14,18,20,16,16,15,14,14,14,14,10,6,7,9,8,10,10,11,14,11,10,15,19,20,18,20,20,12,18,15,16,16,16,18,19,21,20,27,28,24,19,14,11,2,3,10,13,20,26,27,32,15,17,20,19,19,22,26,24,23,24,21,22,21,17,13,11,10,11,11,11,6,7,6,7,7,14,16,14,17,18,17,18,10,13,13,4,13,11,5,3,2,0,0,0,0,0,0,0
2022-03-05 12:00:00,1,2,0,2,8,9,11,12,16,14,18,11,11,14,12,9,11,14,15,23,30,29,21,20,18,0,19,9,18,18,19,20,19,16,16,16,18,18,19,22,23,27,24,18,16,16,19,18,16,31,31,28,17,9,3,28,27,28,32,34,35,37,38,14,17,25,26,24,24,26,26,27,26,27,27,26,23,22,19,17,18,12,10,8,9,12,13,12,10,8,12,13,13,13,18,16,10,11,10,11,7,7,9,7,6,5,2,1,0,0,0
2022-03-05 13:00:00,1,0,0,1,2,5,7,6,10,13,11,10,11,10,16,16,18,19,15,19,18,15,13,10,8,13,0,14,19,19,25,27,20,19,20,18,19,20,24,20,20,18,18,20,23,27,23,21,17,26,22,19,16,5,3,5,7,8,12,26,32,34,35,15,16,20,22,21,22,20,25,26,30,28,29,28,24,18,18,22,15,12,8,6,12,4,13,15,0,9,13,18,16,16,14,10,10,11,10,10,10,9,7,6,7,2,0,1,0,0,0
2022-03-05 14:00:00,0,0,1,2,5,3,4,2,7,10,12,12,13,9,20,17,15,20,18,17,18,17,18,11,8,11,6,8,8,9,16,13,11,13,19,18,18,18,20,21,20,19,20,21,26,18,22,18,10,17,14,16,15,7,3,7,5,4,8,19,24,21,23,15,20,27,27,23,25,28,32,34,36,33,35,34,19,17,19,18,16,10,15,10,12,9,14,18,17,19,16,17,15,12,15,13,13,11,10,13,12,9,6,6,4,2,0,0,0,0,0
2022-03-05 15:00:00,1,0,2,2,4,6,8,9,12,13,13,10,14,16,16,11,10,10,12,11,10,13,6,11,10,5,5,6,9,10,11,13,15,17,21,8,14,21,18,22,21,19,18,24,24,30,29,28,25,38,39,32,27,6,1,11,6,8,6,15,17,25,30,17,21,22,24,26,28,27,26,28,31,26,26,33,26,18,26,19,26,22,22,21,15,20,17,21,11,17,18,20,18,17,17,16,14,13,11,10,11,12,8,3,6,2,1,0,0,0,0
2022-03-05 16:00:00,1,1,1,1,5,7,8,5,10,11,10,8,9,11,17,18,20,17,17,12,12,13,12,13,13,5,13,10,11,11,18,12,25,25,34,24,23,21,20,27,26,23,22,23,21,22,22,18,15,32,27,18,9,5,2,3,7,15,19,23,24,18,25,12,23,20,19,16,16,14,17,16,21,18,25,23,16,15,18,16,17,16,18,16,15,15,16,16,14,17,16,13,13,14,13,14,11,9,8,17,16,10,14,11,8,3,3,1,2,0,0
2022-03-05 17:00:00,1,0,1,2,4,8,7,9,10,12,13,9,7,10,13,11,14,14,12,8,11,12,11,12,4,0,8,12,16,13,20,19,20,25,33,33,31,30,31,31,31,32,30,23,24,28,27,22,18,36,36,21,16,5,1,6,12,18,23,32,34,36,29,18,21,20,16,18,19,22,21,20,20,17,21,21,16,16,16,7,20,18,21,18,17,15,17,22,23,19,23,26,17,16,18,12,13,9,6,16,11,8,6,9,5,4,1,1,0,0,0
2022-03-05 18:00:00,0,0,0,1,3,9,11,12,11,13,15,13,14,15,18,16,17,16,12,7,9,9,8,7,0,7,8,6,9,12,15,17,16,14,27,26,14,28,27,26,25,24,22,19,20,22,21,22,22,26,22,19,12,5,1,2,1,5,7,17,21,23,26,14,18,18,17,15,15,15,20,18,19,17,16,17,20,19,22,22,21,19,17,15,14,14,16,20,13,19,17,17,23,18,19,16,18,16,4,20,21,12,9,6,5,3,0,0,0,0,0
2022-03-05 19:00:00,1,0,0,0,1,2,4,2,6,12,0,7,4,7,8,11,14,14,12,8,7,3,6,7,7,8,9,8,12,11,14,9,10,15,19,14,20,21,24,26,25,22,21,22,22,18,13,19,18,28,22,18,13,5,4,2,3,5,6,13,18,12,15,10,16,15,14,9,10,10,11,10,9,9,10,10,12,9,10,6,9,7,10,10,12,11,12,12,13,10,12,13,11,11,14,8,7,5,7,10,6,2,3,5,3,2,2,1,0,0,0
2022-03-05 20:00:00,0,0,1,0,2,0,3,5,8,6,9,8,11,10,12,14,19,16,11,7,5,2,5,4,2,0,0,7,8,7,8,9,10,13,14,0,15,13,15,16,19,17,16,19,18,18,16,14,8,30,29,22,19,4,1,0,1,0,1,8,13,15,17,11,19,18,16,12,10,12,15,14,13,10,7,9,8,9,8,4,8,5,11,13,11,6,12,13,12,13,11,13,12,12,13,10,10,8,0,15,12,6,5,2,4,2,0,2,1,0,0
2022-03-05 21:00:00,0,0,0,0,0,0,1,2,5,4,6,6,7,7,9,6,6,5,4,4,6,5,3,7,3,0,0,2,9,9,10,12,9,11,14,0,13,12,12,12,12,12,0,10,12,12,11,16,13,22,20,16,13,7,1,0,1,0,2,8,12,12,8,9,14,16,12,15,13,14,10,14,16,17,16,15,14,15,14,13,13,7,12,11,9,10,23,22,20,18,15,12,14,7,13,9,10,7,3,8,7,12,10,8,6,2,0,0,0,0,0
2022-03-05 22:00:00,0,0,0,0,5,0,0,4,5,0,6,0,8,6,6,8,2,8,5,10,6,5,9,8,7,6,0,7,10,10,15,13,14,18,20,18,19,16,17,19,16,11,7,11,10,12,13,16,17,41,33,24,18,7,2,0,1,2,6,18,17,19,16,7,15,15,13,9,8,9,11,11,11,11,10,10,12,13,10,14,12,12,12,14,13,15,22,20,18,19,19,19,16,18,17,9,11,8,5,11,11,9,10,8,6,1,0,0,1,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,13,14,13,12,14,0,13,11,14,10,9,10,22,21,15,10,3,0,1,1,0,3,5,7,6,8,7,11,9,8,8,9,9,5,7,6,7,6,6,7,4,7,13,13,12,10,9,5,7,11,10,10,10,14,11,15,15,13,10,8,6,4,12,11,10,7,3,6,3,2,0,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,1,1,0,1,2,2,3,3,2,3,0,4,5,6,6,5,0,5,4,5,0,4,4,6,0,2,0,0,3,0,7,7,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,0,0,0,2,0,1,3,4,2,0,3,4,6,5,5,8,3,9,10,8,7,5,0,6,0,4,4,4,5,2,4,5,4,3,2,2,4,5,3,1,2,5,4,4,3,4,2,3,0,1,2,0,0,0,0,0,1,3,5,6,4,4,0,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,1,0,2,0,3,1,2,3,4,4,2,3,4,5,6,6,3,6,6,5,5,0,3,2,0,0,4,2,4,3,4,5,4,6,0,5,0,4,7,6,4,3,5,0,4,5,2,3,2,4,3,0,1,0,0,0,0,0,1,3,6,9,11,7,8,9,3,4,5,5,6,3,5,5,5,6,5,3,5,4,3,2,2,2,3,2,3,3,1,2,3,0,4,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 07:00:00,0,0,1,0,1,2,1,3,3,3,4,3,0,0,5,3,5,5,6,8,11,9,5,6,0,0,2,2,7,7,9,11,0,12,5,5,6,5,4,1,3,4,0,3,4,7,8,9,8,7,4,8,4,2,4,0,0,0,3,3,5,13,10,6,4,8,10,10,9,11,9,7,8,6,1,7,6,4,2,5,6,4,4,5,2,1,2,4,0,5,7,4,5,8,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0
2022-03-06 08:00:00,1,0,0,0,3,3,5,0,7,8,8,3,7,8,9,8,9,10,9,8,11,13,13,13,12,14,4,10,12,9,11,10,9,4,11,10,9,8,10,8,8,7,9,10,13,17,18,17,15,14,7,6,13,7,7,0,0,1,2,7,6,15,16,7,6,8,8,13,12,13,14,13,9,14,13,13,8,11,9,6,11,4,4,2,1,5,5,7,3,7,5,4,5,5,8,7,6,5,2,4,3,2,4,2,1,1,0,0,0,0,0
2022-03-06 09:00:00,0,1,1,0,2,7,10,11,14,14,12,6,5,7,12,9,8,9,11,10,10,10,12,11,10,9,12,11,9,8,12,11,13,12,13,11,14,15,14,12,18,19,18,22,20,18,22,19,17,26,28,27,25,18,22,1,0,2,5,7,7,10,12,8,9,12,12,11,15,11,15,12,16,15,18,17,10,8,8,6,8,7,5,4,7,8,11,11,3,12,15,19,18,14,14,9,7,6,3,8,1,6,3,0,1,2,0,1,0,0,0
2022-03-06 10:00:00,0,0,1,2,4,5,6,9,9,10,12,11,11,13,12,10,10,11,11,11,16,17,16,6,0,12,11,13,13,11,16,17,16,15,14,9,13,13,30,29,14,28,14,20,21,23,21,22,24,32,30,27,26,24,17,3,5,0,5,8,10,12,14,10,16,17,14,15,15,19,20,21,20,20,20,19,16,10,9,8,7,5,4,5,6,7,5,10,9,7,5,7,9,9,6,7,8,9,10,9,8,3,0,0,0,1,0,0,0,0,0
2022-03-06 11:00:00,0,0,0,1,1,3,9,8,6,7,7,7,10,9,9,10,11,11,11,13,10,0,10,9,10,11,0,9,10,10,15,14,15,18,16,11,18,15,19,20,19,17,19,17,15,18,17,18,17,33,34,22,30,25,19,5,2,7,7,15,14,13,14,7,11,14,13,16,16,17,21,22,21,17,15,11,13,9,10,13,16,9,8,7,8,7,6,8,7,6,7,11,13,15,16,8,9,8,9,9,8,4,5,2,3,1,0,0,0,0,0
2022-03-06 12:00:00,0,0,0,4,5,6,7,8,9,10,11,8,6,11,12,11,10,11,9,8,8,6,7,8,6,8,7,9,8,8,7,9,11,9,10,11,10,9,10,11,11,8,5,10,11,11,16,17,12,14,14,12,10,6,3,5,4,16,10,14,23,31,34,19,21,14,15,16,19,22,22,17,23,22,23,21,17,14,11,10,10,9,10,11,13,13,17,15,15,16,14,14,12,10,13,10,11,9,0,16,14,9,6,5,2,2,1,2,1,0,0
2022-03-06 13:00:00,0,0,1,3,5,8,5,7,10,15,16,13,9,13,16,7,10,12,11,10,11,9,13,12,9,14,12,16,17,18,23,26,26,26,16,15,13,15,18,15,14,16,11,15,16,15,15,13,11,6,7,8,8,6,5,7,10,17,23,31,32,39,40,19,21,18,21,18,23,24,28,21,25,22,23,23,22,16,12,12,16,10,13,11,12,0,12,11,12,10,11,14,16,16,10,9,8,6,5,6,0,7,8,7,4,2,0,0,0,0,0
2022-03-06 14:00:00,2,0,2,0,5,6,7,8,12,12,12,10,9,9,10,10,9,9,9,8,8,7,8,10,11,12,8,11,12,13,14,14,13,15,23,22,23,23,13,22,20,19,10,20,24,21,22,18,16,18,16,13,11,7,4,9,12,12,15,28,32,42,42,21,24,25,25,22,21,14,24,13,27,26,25,21,21,18,15,16,16,15,18,13,10,9,17,17,14,13,11,13,13,14,11,11,9,8,7,10,5,8,2,7,6,4,3,0,2,0,0
2022-03-06 15:00:00,0,0,3,0,3,7,8,9,10,12,13,11,13,11,15,9,14,9,10,11,6,7,6,12,0,3,11,10,15,7,20,17,17,18,24,13,23,22,21,22,18,18,10,24,21,21,23,22,22,32,28,18,13,9,3,17,30,19,21,30,27,27,29,20,19,10,19,16,19,20,20,15,17,16,14,15,14,11,11,8,8,6,4,9,12,11,15,16,14,15,13,13,9,13,15,11,11,10,6,17,15,9,9,7,4,1,0,0,0,0,0
2022-03-06 16:00:00,0,0,2,4,5,7,9,9,12,14,15,12,7,10,10,10,11,10,10,10,11,10,9,8,6,0,6,7,8,10,11,12,10,13,16,14,9,20,22,22,22,19,20,16,14,15,15,11,11,27,28,11,7,4,1,7,12,38,42,43,45,47,38,15,14,23,21,15,14,15,16,19,20,17,14,16,13,10,12,13,11,9,12,6,9,8,10,11,10,8,10,9,13,14,14,15,12,14,3,14,13,12,13,12,11,6,0,4,0,0,0
2022-03-06 17:00:00,0,0,1,2,4,4,7,6,3,9,12,10,12,12,17,12,13,10,10,6,11,10,6,5,6,3,0,5,5,6,7,9,8,10,15,15,14,18,19,17,18,19,15,17,16,19,20,17,20,24,27,20,14,5,3,8,17,25,26,46,44,46,41,22,27,28,25,25,23,25,29,29,29,23,22,20,18,19,20,18,21,7,16,14,10,11,17,20,19,20,19,15,13,13,14,13,12,9,11,12,9,9,8,4,3,3,2,1,3,0,0
2022-03-06 18:00:00,0,0,1,1,1,3,2,1,3,4,11,10,10,10,9,11,11,10,8,6,7,7,5,3,4,5,5,5,6,7,9,8,9,19,31,30,29,28,25,23,24,16,23,18,16,15,15,11,7,22,20,15,9,4,2,1,2,4,7,16,20,23,23,20,22,20,15,17,19,17,16,16,16,16,16,17,13,15,24,25,21,17,17,15,14,16,18,20,20,21,15,16,18,13,11,12,13,11,10,10,0,9,9,8,3,1,0,0,0,0,0
2022-03-06 19:00:00,1,0,5,0,6,7,8,9,10,11,3,2,12,7,9,8,8,8,6,7,6,5,5,4,0,0,0,7,4,6,11,8,14,11,18,19,0,11,13,10,12,10,3,7,13,12,11,6,9,14,12,12,9,2,0,0,0,2,2,7,10,14,12,12,17,18,18,16,15,17,14,14,13,13,12,11,10,7,8,7,6,11,12,12,13,11,14,14,13,15,12,12,10,12,11,11,13,8,7,10,8,7,6,5,3,1,0,1,0,0,0
2022-03-06 20:00:00,0,0,1,0,1,2,3,4,3,4,3,5,3,6,6,7,7,5,9,7,7,7,6,6,3,2,0,8,7,10,11,12,12,14,23,25,25,24,25,26,12,9,9,10,11,10,9,8,9,12,9,6,4,2,1,0,0,0,2,5,9,5,10,9,16,16,15,13,11,15,14,13,13,14,13,14,10,11,5,0,10,0,10,11,9,10,13,12,11,10,12,11,6,7,9,9,7,5,9,8,7,6,5,2,4,3,0,2,0,0,0
2022-03-06 21:00:00,2,0,0,3,1,4,6,5,6,6,7,6,12,11,12,8,10,11,11,10,8,7,7,7,0,8,0,8,9,9,12,12,11,14,16,20,19,16,15,14,27,26,3,13,21,16,13,11,10,24,22,17,14,4,2,1,0,0,2,7,9,9,11,12,18,17,16,13,11,11,9,13,7,12,10,11,9,2,12,10,10,10,8,9,12,9,10,11,6,8,10,7,9,13,14,15,12,11,10,11,14,12,10,0,8,0,0,0,0,0,0
2022-03-06 22:00:00,1,0,0,0,3,0,0,5,8,0,4,0,8,9,9,7,7,8,4,5,3,3,4,2,0,0,0,1,6,7,11,5,12,12,14,13,8,14,15,13,15,14,9,13,13,11,11,10,8,15,15,10,9,2,0,0,3,2,3,8,5,7,7,7,13,12,11,10,12,12,7,13,11,9,9,11,10,12,13,14,13,11,9,8,6,8,11,10,12,11,11,13,10,10,10,7,9,7,5,6,6,4,3,2,2,0,0,0,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,15,14,0,12,11,0,10,8,8,7,7,5,6,11,12,9,3,4,1,0,1,0,2,7,0,8,6,7,11,10,9,9,9,7,8,7,6,5,5,8,7,7,8,3,7,6,6,5,4,0,3,4,5,4,6,8,7,5,8,7,9,6,6,9,7,5,5,0,4,2,1,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,0,1,2,3,4,6,8,8,11,12,11,12,15,15,17,18,5,17,18,18,21,0,5,0,19,18,14,11,10,10,10,9,9,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,0,0,0,1,1,2,3,4,5,6,6,9,9,11,8,6,9,13,14,16,12,11,8,10,10,11,9,8,8,6,7,4,5,6,4,3,5,5,3,4,4,12,12,11,11,9,8,6,7,3,0,3,5,0,4,0,0,2,5,11,19,19,11,12,13,12,13,13,11,0,10,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,1,0,2,3,5,7,12,14,10,17,15,6,7,7,11,12,14,13,15,17,18,18,17,16,6,7,0,11,10,9,9,11,11,11,10,11,2,6,10,8,9,6,7,6,6,5,3,2,3,6,4,1,4,2,3,0,1,1,7,8,15,27,27,14,15,10,17,15,18,16,17,18,8,15,15,15,12,7,6,10,10,7,6,4,3,1,2,1,0,0,2,4,4,7,7,6,5,4,2,0,0,4,2,0,0,0,1,0,0,0,0
2022-03-07 07:00:00,0,0,6,8,13,17,18,21,32,37,38,26,25,29,30,28,33,36,31,33,32,26,24,22,24,27,17,14,15,15,20,23,26,28,27,26,18,18,16,19,22,22,21,18,17,17,15,13,11,16,15,15,16,12,5,4,1,1,8,24,56,26,33,21,26,33,34,37,40,19,23,26,29,28,33,32,30,17,17,17,17,13,15,8,5,5,10,10,12,11,12,15,20,18,20,22,24,25,11,12,13,12,10,9,8,6,4,2,2,1,0
2022-03-07 08:00:00,0,2,2,5,13,22,27,25,26,31,28,19,28,31,34,39,43,43,52,51,47,45,41,35,35,35,33,22,18,12,16,20,23,23,21,20,28,28,31,30,33,26,24,24,45,42,28,18,17,29,27,24,19,12,9,3,0,3,9,19,28,42,47,28,53,45,37,36,41,37,40,43,41,40,45,43,35,32,26,24,31,25,27,17,11,12,15,18,21,26,25,28,33,23,22,32,36,32,26,32,31,26,25,23,20,18,13,5,3,2,0
