Unnamed: 0,1_범일운수종점,2_시흥동은행나무.은행나무시장,3_은행나무입구사거리,4_경남아파트,5_시흥초등학교.금천구보훈회관,6_동산교회앞,7_현대시장.시흥4동주민센터,8_남부여성발전센터,9_독산동정훈단지,10_독산4동주민센터,11_독산동성당앞,12_독산동쌈지공원,13_독산동남문시장,14_독산3동주민센터,15_모두의학교.금천문화예술정보학교,16_구로디지털단지역,17_동작상떼빌아파트,18_신대방경남아파트,19_태양의집.KT대방지사,20_신길주유소,21_신풍역.백악관웨딩문화원앞,22_신길힐스테이트클래시안아파트,23_우신초등학교,24_영등포공원.영등포문화원,25_영등포로터리,26_영등포시장입구,27_김안과병원,28_당산동진로아파트,29_현대아파트,30_영등포구청,31_당산삼성아파트,32_당산역,33_당산역,34_선유도역.롯데제과,35_한신아파트.선유도역,36_한신아파트.선유도역,37_선유도역.롯데제과,38_당산역,39_당산역,40_당산유원제일1차아파트,41_영등포구청,42_당산동진로아파트,43_김안과병원,44_영등포시장,45_영등포시장로터리방면,46_영등포공원.영등포문화원,47_대성병원,48_우신초등학교,49_사러가쇼핑센타,50_신길한화꿈에그린아파트,51_신풍역.백악관웨딩문화원앞,52_태양의집,53_강남성심병원.대림성모병원,54_서울영림초등학교,55_구로디지털단지역,56_모두의학교.금천문화예술정보학교,57_독산3동주민센터,58_독산동남문시장,59_독산동쌈지공원,60_독산동성당앞,61_독산동정훈단지,62_남부여성발전센터,63_현대시장.시흥4동주민센터,64_동산교회앞,65_시흥초등학교.금천구보훈회관,66_은행나무입구사거리,67_시흥동은행나무.은행나무시장,68_범일운수종점
2022-03-05 04:00:00,3,6,0,8,9,10,14,15,16,17,17,16,17,19,18,19,18,19,19,20,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,3,5,6,8,10,14,15,16,18,19,22,28,26,29,34,22,18,18,17,15,13,10,22,23,18,15,14,5,13,12,11,9,6,2,0,2,0,1,3,4,5,6,8,2,10,13,0,5,12,10,7,6,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,4,5,5,7,8,11,12,14,16,17,12,13,18,22,21,9,10,11,11,11,12,13,15,17,13,10,7,8,7,7,6,4,3,1,0,1,2,3,4,4,6,7,8,6,7,4,6,7,4,7,7,3,5,7,6,6,8,3,6,5,3,3,2,3,1,1,0,0
2022-03-05 07:00:00,4,9,11,14,16,15,20,21,26,26,27,33,38,38,36,30,12,11,8,7,9,9,11,13,9,8,5,3,4,3,3,2,3,1,0,1,2,1,4,3,4,4,5,4,5,6,8,13,15,14,13,9,6,3,8,9,3,4,3,2,3,2,1,0,2,1,0,0
2022-03-05 08:00:00,5,9,8,10,11,16,19,23,25,33,31,33,34,39,42,22,16,17,18,17,16,19,19,21,20,17,13,13,11,8,8,3,5,2,1,3,5,4,3,5,6,6,7,8,8,9,10,14,18,16,13,10,9,10,16,15,12,11,10,9,9,10,10,9,3,5,2,0
2022-03-05 09:00:00,5,10,12,17,19,19,24,26,32,36,41,44,49,51,54,24,22,28,33,30,29,31,28,27,21,11,13,10,9,6,7,6,3,2,0,2,5,8,12,11,11,12,11,13,15,12,15,15,13,12,9,9,12,10,15,13,13,12,11,13,9,8,5,5,3,3,1,0
2022-03-05 10:00:00,4,10,11,15,16,18,24,26,29,29,28,33,40,44,48,18,17,16,15,15,18,21,24,28,20,14,16,7,16,9,9,8,7,4,0,7,9,5,7,6,12,11,11,11,13,12,12,12,13,9,11,11,13,13,11,12,11,12,16,18,18,12,9,9,8,7,3,0
2022-03-05 11:00:00,6,9,12,12,13,14,22,29,18,23,30,31,34,40,44,20,20,23,27,26,22,24,22,23,21,20,17,18,17,15,12,10,7,3,2,4,9,11,13,11,12,13,13,12,13,16,13,12,15,14,13,13,13,15,22,25,23,20,18,15,13,11,10,9,9,7,2,0
2022-03-05 12:00:00,5,10,14,16,19,21,20,16,18,19,19,22,26,30,38,17,18,21,20,21,26,27,25,21,18,10,17,18,15,12,6,7,9,3,3,11,13,15,14,10,11,13,15,18,19,19,16,18,19,19,16,19,19,19,21,20,19,24,27,28,24,22,22,20,16,12,7,0
2022-03-05 13:00:00,2,9,11,7,10,7,15,21,22,24,25,27,33,37,37,17,20,22,25,22,18,17,17,18,16,14,17,16,14,8,5,5,2,1,0,2,10,6,8,7,13,14,17,17,18,17,13,16,19,17,17,18,17,17,26,27,21,16,12,13,10,9,13,6,5,10,3,0
2022-03-05 14:00:00,3,6,6,6,7,8,15,19,20,22,22,26,28,31,34,18,17,19,20,20,19,22,21,23,11,14,13,12,8,8,8,9,9,5,0,2,5,6,8,14,15,14,15,15,19,18,16,17,21,21,15,14,16,12,21,19,16,17,16,16,18,17,13,12,9,6,3,0
2022-03-05 15:00:00,2,6,5,7,12,8,19,20,25,26,26,29,30,33,34,26,15,17,17,16,17,19,17,16,18,13,13,16,14,13,13,13,9,3,0,6,7,8,11,14,17,18,20,22,22,22,19,20,20,22,20,13,15,15,28,28,26,21,22,16,16,14,11,5,10,8,3,0
2022-03-05 16:00:00,4,9,14,7,7,8,14,15,18,21,13,16,18,19,22,20,21,19,15,15,18,19,20,17,13,11,10,13,7,10,10,5,8,7,1,2,5,7,9,11,15,17,17,18,21,19,20,21,24,17,23,22,25,22,36,34,30,28,25,20,16,14,12,11,7,6,2,0
2022-03-05 17:00:00,5,6,9,15,19,17,18,19,21,24,30,32,31,33,37,18,17,19,21,24,30,31,30,22,12,13,12,10,9,6,5,4,3,2,2,5,7,11,11,12,14,16,24,26,28,28,30,27,25,22,27,27,25,30,39,38,38,36,31,32,25,17,13,11,9,7,2,0
2022-03-05 18:00:00,3,7,8,10,10,13,18,18,18,19,22,23,26,28,32,15,15,17,19,18,19,16,17,14,12,11,12,8,13,9,8,6,11,7,1,4,11,13,11,12,15,14,20,26,30,31,28,27,26,21,24,22,21,20,32,35,35,31,25,22,21,17,15,12,11,7,2,0
2022-03-05 19:00:00,2,8,1,6,6,2,12,10,11,0,12,10,12,14,20,11,12,11,11,12,13,11,14,12,13,9,12,13,12,9,8,8,8,6,2,2,6,10,12,14,17,18,21,28,27,26,16,27,28,27,26,27,24,22,33,30,27,25,25,29,26,26,22,19,17,10,4,0
2022-03-05 20:00:00,1,4,3,1,0,5,7,6,10,9,9,7,8,9,8,6,5,4,8,7,6,5,6,5,10,7,6,4,5,4,1,3,3,1,2,3,4,4,7,7,12,14,20,24,25,22,22,21,20,18,20,21,21,21,33,29,26,23,24,21,19,13,9,8,7,7,2,0
2022-03-05 21:00:00,1,3,4,5,3,2,2,4,5,5,0,7,8,7,8,12,10,5,8,6,8,9,8,7,6,4,3,1,3,2,5,1,4,0,0,2,5,8,6,8,10,12,19,21,25,25,24,23,23,21,22,21,20,21,40,35,32,29,25,23,17,12,11,7,5,3,4,0
2022-03-05 22:00:00,1,2,3,5,4,5,6,6,5,5,7,4,8,4,7,15,14,13,12,8,8,5,2,4,5,2,6,5,3,3,4,1,6,1,0,2,5,9,12,11,19,21,24,34,35,34,30,29,15,27,23,24,22,16,35,31,26,21,26,26,20,15,9,7,5,3,1,0
2022-03-05 23:00:00,1,0,0,3,0,0,3,4,7,6,0,2,6,5,2,4,0,3,3,3,4,6,5,2,4,5,2,0,6,5,4,3,2,0,0,1,2,3,5,5,7,8,9,12,19,16,15,12,11,10,12,11,11,11,29,29,25,23,22,21,16,13,14,13,10,5,1,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,5,4,0,5,0,0,8,0,0,9,7,10,4,9,8,6,3,7,6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,3,5,6,6,2,7,11,16,16,19,8,22,25,25,26,10,4,5,8,6,9,6,11,11,9,8,5,5,4,2,2,1,3,0,0,1,2,1,2,0,1,3,3,4,3,5,0,2,0,4,3,4,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,1,3,4,5,8,5,10,7,12,13,13,6,16,19,19,9,1,8,6,7,8,7,8,3,7,6,3,7,4,3,1,2,1,0,0,2,2,2,3,5,4,3,0,4,5,6,7,4,5,4,6,6,5,4,6,7,3,6,4,1,5,3,2,1,0,0,0,0
2022-03-06 07:00:00,3,4,4,6,7,8,6,8,9,10,10,14,15,16,14,6,0,6,5,2,6,6,7,6,4,3,2,4,4,0,2,2,2,1,0,1,0,2,0,1,3,4,3,3,2,0,1,2,3,4,2,0,3,2,6,4,5,4,2,5,3,1,1,0,0,0,0,0
2022-03-06 08:00:00,2,4,5,12,13,16,17,20,18,25,27,28,31,35,43,13,13,10,12,11,12,12,13,14,9,7,4,6,3,5,2,3,2,0,0,2,3,2,2,3,5,6,7,7,8,4,4,7,8,8,9,8,7,8,12,9,11,10,9,8,6,5,2,2,3,2,1,0
2022-03-06 09:00:00,5,6,5,7,8,12,21,23,23,25,27,30,35,35,40,33,16,32,31,30,29,20,20,23,13,10,9,10,9,4,7,4,3,1,0,2,1,3,1,3,5,5,5,7,5,5,8,7,7,6,7,8,8,7,11,6,5,5,5,3,7,6,3,3,2,2,1,0
2022-03-06 10:00:00,3,6,10,11,12,15,18,19,24,26,28,31,36,36,40,19,19,19,17,17,28,25,28,32,18,11,10,9,5,4,3,5,3,2,0,4,6,7,6,6,8,11,12,9,12,11,3,10,9,11,13,12,12,13,16,17,14,12,12,11,9,8,7,6,7,5,2,0
2022-03-06 11:00:00,5,7,7,9,10,13,20,20,22,21,21,19,23,25,37,15,16,16,16,12,13,15,13,11,13,11,9,8,6,4,4,3,2,1,0,1,4,3,5,5,9,10,9,8,8,10,9,8,13,12,8,10,9,10,15,12,14,16,15,14,14,11,9,8,7,4,0,0
2022-03-06 12:00:00,5,7,10,11,0,14,20,12,16,18,19,16,18,20,28,16,15,18,22,21,23,24,25,27,23,19,14,15,15,10,4,5,8,3,0,3,7,7,7,9,11,11,14,18,9,17,17,16,17,15,14,16,14,16,17,14,14,14,14,15,13,8,6,3,5,3,1,0
2022-03-06 13:00:00,5,10,14,15,0,18,22,22,24,22,23,21,22,25,26,25,21,26,24,25,30,32,28,40,34,20,15,15,12,12,3,5,5,2,0,2,2,4,4,8,10,10,12,11,19,20,21,18,19,18,15,13,15,12,14,18,16,18,17,14,13,12,11,10,4,5,1,0
2022-03-06 14:00:00,2,5,10,4,3,5,11,12,13,14,14,15,18,22,25,15,18,18,19,20,18,19,17,19,19,14,10,12,11,9,7,6,3,2,0,4,4,3,5,3,8,10,12,12,14,14,13,12,12,14,15,17,15,12,26,22,19,15,15,18,15,11,8,7,5,3,1,0
2022-03-06 15:00:00,3,7,9,9,6,14,23,24,27,27,26,25,15,28,27,17,14,16,15,12,12,13,11,14,10,9,8,3,5,4,6,5,5,1,1,4,5,7,9,8,19,18,20,17,15,16,15,17,18,13,16,13,17,15,20,20,18,16,17,16,11,10,10,7,9,5,3,0
2022-03-06 16:00:00,3,8,10,11,16,17,20,24,26,28,29,26,28,27,21,14,13,14,15,11,13,13,14,13,9,8,11,5,9,7,5,1,2,1,0,2,4,7,11,10,9,10,14,20,23,22,19,20,22,22,18,17,18,19,28,23,17,16,13,13,11,8,8,6,5,3,0,0
2022-03-06 17:00:00,4,7,8,11,12,14,16,14,18,13,15,16,18,20,21,10,12,11,11,10,8,7,7,6,5,7,8,7,6,5,3,5,7,4,0,2,3,4,8,5,10,11,16,18,27,27,26,27,26,25,32,31,30,26,37,37,31,29,27,24,17,15,15,10,9,5,2,0
2022-03-06 18:00:00,2,7,5,8,9,11,15,15,16,15,15,14,11,14,18,16,7,15,16,17,11,10,8,7,5,6,5,5,4,5,6,4,6,4,0,2,5,6,8,9,10,12,12,29,41,39,38,34,33,15,30,27,27,29,35,34,29,27,25,22,20,16,15,15,6,9,2,0
2022-03-06 19:00:00,0,3,0,3,0,5,8,7,11,10,11,13,14,12,15,11,12,12,10,10,10,8,7,6,6,4,4,3,4,4,6,2,3,4,0,5,5,6,10,8,10,8,10,14,16,14,17,12,15,12,10,13,10,13,26,28,23,21,22,18,18,17,10,8,7,3,3,0
2022-03-06 20:00:00,4,3,0,6,5,7,9,6,7,10,8,9,0,8,8,11,9,11,8,7,7,8,6,7,6,5,4,3,4,5,6,2,3,2,0,3,5,5,9,6,10,7,11,14,21,22,11,19,13,10,13,12,11,12,20,24,21,20,13,17,14,13,10,8,6,3,1,0
2022-03-06 21:00:00,0,3,1,4,5,4,9,10,13,12,11,10,11,12,10,9,7,7,6,4,5,5,8,6,8,5,7,6,2,5,7,4,7,5,1,2,5,6,9,9,12,8,13,17,18,17,15,16,16,14,9,10,12,10,27,22,16,16,14,13,12,10,7,8,4,3,1,0
2022-03-06 22:00:00,1,0,2,2,2,3,2,3,4,3,3,2,1,4,5,8,7,8,10,10,9,8,8,6,4,6,6,7,1,3,5,4,3,1,0,0,2,7,8,10,10,10,14,14,18,19,18,15,13,14,14,15,13,16,36,32,25,23,17,15,15,13,10,8,7,6,1,0
2022-03-06 23:00:00,0,1,0,0,0,3,4,2,3,3,4,5,0,6,1,6,0,5,5,4,4,3,4,2,4,0,5,7,4,7,6,5,4,3,0,1,3,2,4,0,6,11,14,15,16,15,14,13,11,8,10,11,13,14,25,22,18,16,20,18,17,15,13,12,11,7,3,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,7,11,0,14,15,17,22,23,27,29,32,30,35,34,35,29,30,28,27,29,32,33,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,4,6,7,8,0,9,11,14,18,19,20,25,28,30,33,20,17,17,27,26,24,22,21,28,22,20,17,15,12,13,11,6,5,2,0,2,4,0,5,6,7,7,0,8,9,13,14,4,16,17,16,18,14,9,6,5,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,5,9,6,12,14,15,17,15,19,20,20,24,25,27,26,14,16,17,17,16,16,15,14,15,13,10,9,8,7,9,8,4,5,2,0,2,2,2,5,6,4,6,5,4,10,4,6,8,7,7,6,5,6,5,6,5,4,5,3,3,2,1,2,2,0,0,0,0
2022-03-07 07:00:00,13,19,20,19,24,28,35,36,39,43,47,52,58,62,56,24,24,24,24,25,21,25,26,27,24,22,20,22,23,24,25,19,17,15,0,4,5,7,8,9,13,14,11,15,18,17,18,19,18,17,18,18,13,11,11,11,12,13,10,14,12,16,16,15,15,11,10,0
2022-03-07 08:00:00,11,17,21,29,33,38,45,50,57,61,64,68,66,71,68,37,33,28,38,33,29,33,37,40,37,34,33,32,28,20,21,15,37,12,0,8,14,12,13,14,13,13,15,11,17,17,14,17,26,27,33,31,23,20,16,17,16,16,14,15,15,15,11,9,8,6,3,0
2022-03-07 09:00:00,10,13,14,18,19,21,32,36,42,42,43,47,51,56,51,39,21,16,19,22,22,25,29,37,33,30,23,22,19,11,11,9,11,9,1,3,5,7,8,9,13,13,15,13,16,17,18,13,13,10,9,11,11,7,11,10,10,9,5,7,9,9,9,7,4,5,2,0
2022-03-07 10:00:00,3,7,5,12,9,10,14,14,18,22,23,20,28,28,28,23,16,17,19,21,21,21,27,29,22,20,17,15,12,9,8,6,6,4,1,5,6,6,9,11,15,12,12,11,12,12,10,10,14,14,13,8,13,13,19,17,14,14,12,10,12,11,9,7,5,5,1,0
2022-03-07 11:00:00,6,8,8,13,15,14,18,16,18,19,20,23,27,27,30,14,12,13,13,12,13,13,16,19,16,12,15,13,11,8,10,7,6,2,1,3,7,9,10,9,20,21,22,23,18,22,22,21,19,17,12,9,17,16,21,22,19,18,17,15,16,13,11,9,7,4,2,0
2022-03-07 12:00:00,4,8,10,11,11,12,18,18,17,18,17,18,19,22,22,21,18,19,23,21,20,12,16,15,14,10,10,11,10,7,6,4,6,2,0,2,4,5,7,7,13,13,17,18,20,16,14,16,16,15,14,15,12,11,21,20,19,18,17,15,12,13,13,11,10,5,1,0
2022-03-07 13:00:00,5,11,13,14,16,15,22,23,25,27,27,27,26,27,27,17,16,15,14,20,20,19,23,20,17,15,20,20,12,10,9,4,3,1,1,3,8,10,11,12,14,15,15,19,22,21,18,20,18,14,17,16,16,16,24,20,18,18,12,10,11,9,9,5,7,7,1,0
2022-03-07 14:00:00,4,8,9,9,10,10,17,13,13,16,19,21,21,24,24,18,14,15,15,17,19,18,18,20,15,11,11,12,9,9,6,4,3,2,1,4,13,14,15,14,19,19,18,17,21,20,16,15,14,13,13,12,16,16,21,17,16,16,14,12,15,11,11,9,7,6,2,0
2022-03-07 15:00:00,13,17,18,19,15,21,24,22,23,24,23,22,23,22,23,23,21,23,30,26,25,24,21,24,11,11,11,12,10,6,7,4,12,6,2,6,11,13,17,11,16,20,25,27,29,28,19,25,26,20,21,21,28,25,39,36,35,34,33,31,30,15,18,15,11,9,3,1
2022-03-07 16:00:00,4,7,9,10,11,10,13,14,15,13,11,17,19,19,20,13,11,16,19,19,17,19,16,20,18,13,15,13,11,8,9,6,10,5,0,6,10,10,10,10,17,20,24,24,30,30,30,28,33,30,28,24,28,27,37,36,24,30,28,24,30,27,17,16,15,8,5,0
2022-03-07 17:00:00,2,10,11,12,10,15,17,12,15,16,15,14,16,22,22,18,16,17,20,21,18,19,18,18,15,15,14,16,13,13,17,12,12,6,2,8,9,10,13,14,20,21,24,28,30,29,26,22,22,25,24,23,26,31,40,42,39,34,34,29,27,22,15,13,14,9,2,0
2022-03-07 18:00:00,2,7,10,11,12,11,19,19,21,22,21,21,16,15,16,19,21,20,21,22,27,23,20,19,18,18,19,19,15,11,12,10,10,3,0,13,22,23,26,30,35,41,44,45,47,43,41,37,34,32,31,30,29,30,46,44,40,35,34,28,27,22,18,16,17,15,7,0
2022-03-07 19:00:00,3,6,7,9,7,11,11,9,12,13,8,9,10,13,13,18,19,19,18,22,24,14,11,9,9,8,8,6,3,12,10,7,8,6,1,8,16,9,16,15,19,24,24,25,27,21,26,21,20,18,19,25,29,31,46,43,43,41,42,39,34,28,24,22,17,14,5,0
2022-03-07 20:00:00,3,4,3,5,3,6,8,8,9,9,10,10,12,11,12,9,6,10,9,11,9,9,8,5,6,5,4,8,8,7,6,5,4,4,0,3,9,11,12,10,10,14,19,23,21,16,20,15,19,12,18,15,16,18,27,29,26,25,24,20,17,15,14,13,12,6,2,0
2022-03-07 21:00:00,2,4,1,2,4,3,5,4,6,7,6,6,5,7,6,10,9,9,9,7,8,5,3,2,2,2,3,4,3,5,4,3,4,2,0,3,6,9,11,14,17,18,21,21,23,22,21,20,17,16,16,14,14,16,26,23,21,19,17,16,13,9,7,6,4,3,2,0
2022-03-07 22:00:00,2,3,0,4,1,0,4,4,2,2,0,2,4,1,3,7,8,8,9,8,10,6,5,6,5,4,5,4,6,4,4,4,3,2,0,3,6,7,10,11,14,15,19,21,24,25,23,20,20,12,19,16,17,15,24,25,19,17,16,16,14,12,10,10,9,8,2,0
2022-03-07 23:00:00,0,1,2,2,0,0,1,0,0,3,2,0,0,0,2,6,5,4,2,2,5,3,3,3,1,4,1,5,4,6,7,4,5,2,0,1,3,6,7,4,8,9,12,15,16,14,14,12,13,4,7,7,12,13,27,23,21,22,21,16,11,10,8,7,6,5,1,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,7,11,0,15,17,13,24,25,27,28,30,21,35,32,30,25,25,25,24,23,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,3,5,4,5,7,9,14,16,18,21,24,27,30,31,32,24,21,15,22,20,18,16,26,26,21,17,15,16,14,11,8,6,6,3,0,1,2,2,0,3,4,2,6,7,8,13,14,13,15,10,8,9,11,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 06:00:00,4,8,7,10,12,17,20,15,27,28,30,32,33,38,37,12,12,12,17,17,11,20,22,23,19,16,15,14,11,9,13,7,6,2,0,1,2,2,3,4,4,6,7,7,9,10,4,11,15,15,10,9,8,6,9,8,7,6,5,4,4,5,4,3,2,1,1,0
2022-03-08 07:00:00,13,19,20,21,22,25,32,35,44,43,46,49,53,59,53,33,32,21,21,20,20,25,28,30,28,26,15,14,16,15,13,10,14,5,0,5,7,6,11,13,15,13,12,11,14,14,17,24,32,35,28,17,14,15,18,16,14,16,17,23,24,24,24,25,22,13,10,0
2022-03-08 08:00:00,6,16,18,24,26,30,35,41,52,56,62,67,70,70,70,30,31,29,33,33,27,32,35,35,30,30,28,30,24,20,21,18,23,11,0,6,11,9,13,12,15,16,15,14,15,16,17,17,21,23,21,23,19,17,16,21,19,18,18,19,19,16,15,10,14,5,4,0
2022-03-08 09:00:00,4,12,13,16,17,21,25,28,35,34,37,39,45,49,56,26,20,17,20,18,21,24,29,32,28,23,21,21,18,12,14,8,13,6,1,2,6,6,7,8,12,9,11,8,10,9,6,10,13,15,9,10,14,11,14,11,11,13,11,10,8,8,9,5,9,5,1,0
2022-03-08 10:00:00,5,9,7,8,11,11,17,17,20,24,27,30,22,34,31,21,21,18,19,18,18,21,20,23,20,16,14,11,12,9,6,4,4,1,2,3,7,7,12,9,13,15,14,15,16,15,15,15,14,12,12,9,12,11,15,14,8,13,14,13,6,6,7,6,4,4,1,0
2022-03-08 11:00:00,2,9,10,9,11,11,15,12,18,17,20,21,21,23,24,13,9,11,12,12,12,11,11,11,12,9,11,13,13,7,6,6,5,1,0,4,5,5,6,7,12,11,18,19,19,12,20,19,18,19,8,15,16,11,15,14,13,13,11,12,13,13,11,8,7,4,1,0
2022-03-08 12:00:00,3,10,11,12,10,15,17,18,18,20,17,18,24,29,26,19,19,20,23,24,21,20,20,20,14,11,8,10,10,7,7,5,4,2,0,3,5,5,6,7,16,17,17,19,23,18,17,16,17,16,13,12,16,18,15,16,11,12,18,19,14,13,12,10,8,6,3,0
2022-03-08 13:00:00,4,6,7,11,14,14,20,23,22,24,22,22,22,22,28,19,18,15,17,16,15,20,19,21,17,12,11,9,9,7,8,7,6,3,1,4,5,6,12,11,19,18,16,15,22,22,21,23,20,19,22,15,12,11,28,30,29,29,27,21,18,16,14,10,7,7,4,0
2022-03-08 14:00:00,4,9,11,8,12,16,19,16,17,17,18,17,20,22,23,17,16,13,18,19,14,13,13,14,13,11,11,9,10,8,7,6,7,2,1,4,13,12,12,10,18,16,16,19,22,21,20,22,19,18,19,11,15,13,24,17,14,14,12,11,12,11,9,8,7,5,2,0
2022-03-08 15:00:00,10,14,16,12,14,15,18,18,19,22,24,17,23,22,27,18,15,13,17,18,18,16,12,16,14,13,14,8,5,8,5,7,5,2,0,5,9,11,14,16,27,26,25,28,29,29,28,28,30,19,18,16,23,17,27,26,21,18,18,17,14,13,11,10,6,5,3,0
2022-03-08 16:00:00,10,8,9,17,16,17,18,18,16,19,21,25,30,34,36,17,16,16,15,16,19,22,23,23,19,15,19,20,19,16,13,10,8,2,0,2,5,9,10,15,19,23,26,25,29,30,28,26,22,28,25,26,26,25,32,33,28,26,27,23,19,16,18,16,15,10,5,0
2022-03-08 17:00:00,3,8,9,11,14,11,15,16,18,18,18,20,21,24,25,16,16,16,19,20,22,22,23,21,18,16,20,23,21,15,14,9,11,7,0,9,12,12,14,15,18,23,26,27,31,34,30,25,19,19,20,18,24,25,30,31,31,29,27,25,21,19,16,15,13,11,2,0
2022-03-08 18:00:00,2,5,5,8,7,7,10,14,19,20,14,18,20,20,20,20,19,18,19,20,26,24,18,16,14,13,13,20,17,12,17,7,12,10,0,18,24,27,28,30,52,53,50,52,51,51,45,41,35,30,28,25,24,29,45,35,33,29,29,28,27,24,22,19,17,11,6,0
2022-03-08 19:00:00,1,5,7,1,5,5,5,7,10,12,13,12,14,13,15,21,21,20,20,20,20,17,14,18,13,12,14,16,15,14,14,10,8,7,0,6,10,12,18,20,22,23,25,27,29,23,27,25,22,26,29,30,32,31,50,51,44,46,46,41,30,26,20,18,11,14,7,0
