Unnamed: 0,1_범일운수종점,2_시흥동은행나무.은행나무시장,3_은행나무입구사거리,4_경남아파트,5_시흥초등학교.금천구보훈회관,6_동산교회앞,7_현대시장.시흥4동주민센터,8_남부여성발전센터,9_독산동정훈단지,10_독산4동주민센터,11_독산동성당앞,12_독산동쌈지공원,13_독산동남문시장,14_독산3동주민센터,15_모두의학교.금천문화예술정보학교,16_구로디지털단지역,17_동작상떼빌아파트,18_신대방경남아파트,19_태양의집.KT대방지사,20_신길주유소,21_신풍역.백악관웨딩문화원앞,22_신길힐스테이트클래시안아파트,23_우신초등학교,24_영등포공원.영등포문화원,25_영등포로터리,26_영등포시장입구,27_김안과병원,28_당산동진로아파트,29_현대아파트,30_영등포구청,31_당산삼성아파트,32_당산역,33_당산역,34_선유도역.롯데제과,35_한신아파트.선유도역,36_한신아파트.선유도역,37_선유도역.롯데제과,38_당산역,39_당산역,40_당산유원제일1차아파트,41_영등포구청,42_당산동진로아파트,43_김안과병원,44_영등포시장,45_영등포시장로터리방면,46_영등포공원.영등포문화원,47_대성병원,48_우신초등학교,49_사러가쇼핑센타,50_신길한화꿈에그린아파트,51_신풍역.백악관웨딩문화원앞,52_태양의집,53_강남성심병원.대림성모병원,54_서울영림초등학교,55_구로디지털단지역,56_모두의학교.금천문화예술정보학교,57_독산3동주민센터,58_독산동남문시장,59_독산동쌈지공원,60_독산동성당앞,61_독산동정훈단지,62_남부여성발전센터,63_현대시장.시흥4동주민센터,64_동산교회앞,65_시흥초등학교.금천구보훈회관,66_은행나무입구사거리,67_시흥동은행나무.은행나무시장,68_범일운수종점
2022-03-26 13:00:00,2,4,9,11,0,14,19,20,29,31,32,33,36,43,43,21,19,20,23,24,28,28,29,26,16,12,16,15,12,11,11,7,6,2,2,4,4,6,9,10,16,16,18,20,20,18,15,19,21,20,21,19,17,13,19,17,18,17,17,16,14,9,12,10,8,4,2,0
2022-03-26 14:00:00,2,7,9,11,12,10,17,18,19,20,17,23,27,27,32,17,12,14,21,20,19,24,24,23,26,15,12,11,10,7,9,8,7,3,0,1,4,7,8,9,12,13,22,22,28,27,27,25,18,15,16,11,13,12,16,16,15,12,15,14,11,10,10,8,7,5,4,0
2022-03-26 15:00:00,4,7,8,10,12,13,25,26,25,27,24,21,26,27,28,19,13,20,22,21,17,18,23,17,17,14,12,10,12,10,9,6,5,3,1,4,7,9,10,12,12,11,15,14,18,17,18,17,17,10,17,17,17,15,25,22,18,15,17,16,14,10,8,7,8,6,2,0
2022-03-26 16:00:00,3,12,13,10,14,10,14,20,24,18,19,27,25,25,25,19,18,18,17,15,19,20,22,23,21,18,20,17,14,8,7,4,4,3,0,2,3,3,5,2,8,14,14,17,20,15,19,20,19,18,18,17,16,25,47,45,42,38,36,30,14,12,9,5,8,5,2,0
2022-03-26 17:00:00,3,4,6,14,6,10,13,14,18,20,22,24,29,31,32,11,11,12,11,13,19,13,14,16,15,14,11,13,10,9,8,5,4,2,0,6,7,9,10,9,10,13,19,24,24,23,22,22,21,18,21,23,21,26,40,35,33,33,33,30,28,21,14,17,7,8,4,0
2022-03-26 18:00:00,3,6,7,8,11,13,22,24,23,28,30,33,33,37,34,12,11,16,13,12,14,16,16,18,17,19,12,19,17,19,19,15,10,6,2,3,9,9,11,12,16,18,19,26,32,31,30,26,28,27,26,25,27,25,33,35,32,30,29,26,24,18,14,10,12,6,1,0
2022-03-26 19:00:00,2,5,6,4,4,5,8,10,12,14,15,16,19,22,23,10,9,6,9,10,12,10,8,5,6,5,8,2,9,8,8,6,4,2,0,2,4,5,7,8,13,14,20,21,23,23,22,20,21,18,22,21,18,16,26,23,17,23,19,14,10,10,8,9,5,4,1,0
2022-03-26 20:00:00,1,4,5,5,2,6,8,10,10,7,11,12,10,11,12,11,10,9,11,10,10,11,10,7,7,5,8,7,7,6,3,4,4,1,0,3,5,6,8,6,10,11,19,21,22,24,24,23,19,19,21,19,19,23,37,35,31,29,29,27,24,23,21,18,14,13,4,0
2022-03-26 21:00:00,2,3,0,5,4,2,5,5,4,3,4,5,4,6,8,7,0,6,8,8,5,7,5,5,6,7,6,3,7,8,7,6,10,3,2,2,7,7,12,9,15,15,19,20,20,18,17,16,16,15,21,21,23,22,29,31,26,24,23,23,20,14,13,13,11,10,2,0
2022-03-26 22:00:00,1,3,4,2,0,3,3,5,6,3,8,3,4,2,10,7,5,6,11,10,12,6,5,5,3,6,6,5,4,5,6,3,5,1,0,2,4,10,11,13,13,16,16,22,23,22,20,21,20,19,20,21,21,22,38,41,39,36,33,31,24,18,16,11,7,5,4,0
2022-03-26 23:00:00,0,1,0,0,0,0,0,1,3,2,4,4,3,5,4,13,12,6,7,10,12,8,4,6,7,6,2,4,4,3,3,2,3,1,0,2,4,5,8,6,15,10,17,19,22,21,20,17,16,15,15,16,13,15,37,29,25,21,19,22,20,17,13,11,6,4,1,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,3,4,0,5,0,6,7,8,10,0,11,12,11,11,12,9,10,9,8,8,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,4,2,5,3,7,0,9,6,9,10,12,13,13,16,17,12,13,14,13,10,8,7,8,7,6,5,5,0,3,3,3,2,3,1,2,1,2,0,3,4,4,4,8,1,0,9,0,11,11,10,9,9,8,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,4,5,2,6,4,7,8,9,10,13,14,17,12,18,18,6,8,6,7,6,5,6,7,9,7,6,3,2,1,1,2,0,0,0,0,3,2,1,2,4,8,7,9,10,10,3,11,9,8,7,6,6,7,8,10,11,7,9,10,8,7,5,5,4,1,3,1,0
2022-03-27 07:00:00,2,2,0,3,4,4,8,11,13,12,10,13,14,15,14,8,7,7,8,5,8,5,7,7,6,5,1,4,4,4,2,2,2,1,0,1,2,2,4,3,1,4,5,6,8,5,0,6,6,2,3,8,9,9,11,3,4,2,1,5,7,5,3,4,0,2,1,0
2022-03-27 08:00:00,3,7,3,9,15,19,22,25,27,28,31,32,33,37,34,16,14,14,14,16,14,13,13,13,12,8,3,4,6,5,4,2,1,0,0,3,4,4,6,5,8,8,5,2,8,4,0,7,9,9,6,8,8,4,10,13,12,13,15,13,16,14,13,9,3,4,1,0
2022-03-27 09:00:00,3,6,3,7,7,9,14,17,24,26,28,30,32,40,47,18,14,21,20,20,18,22,23,21,16,13,12,13,12,10,10,8,5,2,1,1,1,3,4,2,4,4,5,6,8,9,6,7,7,3,6,6,6,5,10,11,11,10,10,11,9,8,6,3,3,3,0,0
2022-03-27 10:00:00,3,7,8,9,9,10,12,19,20,21,27,28,31,35,39,19,20,20,23,25,23,23,25,24,19,10,10,9,6,5,6,4,5,1,0,2,3,6,7,6,9,10,10,9,11,10,11,11,12,8,10,6,10,9,11,15,16,19,24,19,15,13,8,5,4,1,0,0
2022-03-27 11:00:00,4,9,10,17,20,19,20,24,24,25,26,31,33,36,35,19,17,16,17,13,18,20,18,18,12,6,6,11,4,6,5,2,3,1,0,3,5,2,0,3,4,3,6,7,6,8,9,4,10,9,8,7,10,10,12,11,12,8,11,9,8,5,7,8,6,6,3,0
2022-03-27 12:00:00,3,6,6,10,11,6,13,20,22,25,26,31,32,40,42,18,18,20,24,27,26,27,24,23,14,14,10,10,9,8,6,4,3,2,3,2,3,6,3,6,8,11,13,15,17,9,16,15,15,13,13,12,15,13,19,18,18,15,15,12,11,10,12,9,10,6,1,0
2022-03-27 13:00:00,3,6,7,10,11,12,13,17,23,27,31,29,28,27,26,13,12,18,20,19,21,25,23,25,18,11,7,8,7,4,4,3,3,1,2,3,4,10,11,12,9,8,11,14,20,10,18,18,18,11,16,15,18,7,17,18,14,10,13,14,12,9,7,4,4,4,2,0
2022-03-27 14:00:00,5,11,11,18,15,17,26,23,26,30,32,32,34,38,38,22,17,16,17,20,23,26,26,24,20,14,13,12,11,11,8,6,5,0,0,2,3,2,3,5,7,8,8,9,12,13,13,10,15,14,13,13,15,18,20,19,18,11,10,8,7,9,9,8,4,2,0,0
2022-03-27 15:00:00,0,7,10,9,11,11,12,12,16,18,20,20,22,22,25,14,15,14,15,14,15,16,17,16,13,9,8,10,9,11,7,6,6,2,0,1,3,2,1,3,5,5,9,12,16,15,18,20,17,14,14,14,14,15,19,21,19,18,17,16,15,14,10,7,5,8,5,0
2022-03-27 16:00:00,4,4,5,10,8,9,18,23,24,25,24,25,29,32,36,16,18,18,14,15,15,17,17,18,12,9,10,10,9,8,7,7,12,6,2,1,4,8,7,9,10,10,13,16,20,21,22,14,23,22,24,23,22,30,37,36,28,26,24,25,23,22,15,10,5,3,2,0
2022-03-27 17:00:00,2,5,6,7,7,9,13,15,15,20,21,20,23,24,26,12,12,14,15,13,15,15,13,12,15,15,16,15,13,9,8,5,4,2,1,3,4,6,7,5,9,11,15,18,26,26,25,22,22,12,22,23,21,19,44,36,32,26,28,27,23,17,10,6,7,5,2,0
2022-03-27 18:00:00,1,5,8,11,13,14,18,17,16,17,16,17,16,21,25,11,7,11,10,9,9,10,6,7,12,9,10,7,8,8,9,8,10,6,1,2,3,4,7,7,10,11,14,28,37,36,35,36,31,28,25,22,22,23,29,29,26,24,21,17,16,13,9,11,10,7,4,0
2022-03-27 19:00:00,1,5,0,7,3,7,10,9,9,11,13,13,15,15,17,15,0,7,9,10,12,12,13,10,11,3,7,8,9,8,9,8,5,1,2,5,5,3,9,5,6,8,11,22,25,24,23,24,18,19,25,24,22,19,25,24,17,21,21,18,13,15,10,11,9,6,3,1
2022-03-27 20:00:00,1,1,2,4,5,8,10,11,9,11,12,13,13,14,15,7,15,11,9,8,7,9,7,8,7,6,7,3,0,4,3,4,5,2,0,1,2,6,7,9,13,8,12,12,12,13,10,14,15,12,16,15,13,14,24,20,16,18,17,15,13,10,8,7,6,4,3,0
2022-03-27 21:00:00,5,6,3,8,6,9,13,12,11,8,9,8,12,9,11,8,7,7,7,0,9,10,6,9,10,9,6,3,5,5,3,3,3,1,0,2,4,5,7,7,11,12,15,18,20,19,20,16,13,13,15,14,13,14,33,29,23,18,21,21,19,17,12,9,7,5,3,0
2022-03-27 22:00:00,1,1,3,4,0,2,4,4,5,5,3,4,5,6,5,3,4,4,4,4,6,4,3,4,3,1,4,5,4,3,4,1,3,0,0,0,2,5,5,5,7,11,13,12,17,14,13,11,11,10,11,11,13,16,27,29,26,22,21,19,18,17,9,13,8,6,4,0
2022-03-27 23:00:00,0,0,1,0,0,0,1,0,2,3,4,5,6,0,7,6,5,4,6,3,6,3,3,3,4,3,4,0,2,4,2,3,5,2,0,1,4,4,6,0,10,12,14,18,28,28,26,15,25,22,21,19,18,17,37,30,28,26,19,14,10,7,6,5,2,2,1,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,7,13,0,15,11,12,23,24,24,25,27,31,33,34,35,25,26,27,24,25,35,34,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,3,6,7,12,8,16,22,26,30,32,34,38,43,43,42,18,19,19,29,24,22,20,19,28,21,16,17,15,14,14,10,7,5,4,0,1,2,2,3,0,3,4,6,7,0,11,6,12,15,13,14,15,16,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,4,8,7,13,18,23,29,31,35,38,41,45,49,32,32,17,20,12,21,19,16,18,19,20,17,13,11,8,9,6,7,5,6,2,0,2,2,3,4,6,7,7,5,7,7,8,9,7,10,10,11,9,8,7,9,12,11,5,9,5,8,7,6,5,4,1,0,0
2022-03-28 07:00:00,15,21,23,25,26,31,37,40,46,49,47,54,58,63,60,53,37,26,25,27,27,32,32,30,27,22,20,21,21,21,18,18,14,4,0,4,6,7,11,11,13,14,15,16,13,15,18,20,26,25,21,17,16,14,16,15,17,15,17,18,19,18,19,18,15,13,12,0
2022-03-28 08:00:00,10,17,19,24,28,32,36,43,44,46,51,57,59,65,61,30,29,35,34,30,32,38,37,43,39,34,40,41,38,28,28,22,34,12,0,3,10,12,14,15,22,19,21,19,19,19,22,21,27,27,24,23,24,19,23,23,19,15,13,12,15,14,12,11,9,8,6,0
2022-03-28 09:00:00,9,16,17,20,23,25,26,27,29,34,36,38,47,58,55,24,20,19,21,21,21,24,26,26,28,24,23,22,16,13,9,9,11,6,0,3,6,6,8,9,14,13,14,12,12,15,15,19,24,24,20,18,13,11,19,16,15,14,12,9,8,7,7,6,5,3,1,0
2022-03-28 10:00:00,2,7,7,8,10,12,19,21,22,28,32,36,40,42,39,14,15,15,18,17,19,20,24,24,19,13,12,12,10,9,10,7,7,3,0,3,6,7,8,8,15,16,17,18,15,19,17,15,16,13,15,12,13,13,19,17,16,15,14,13,9,7,7,3,6,4,1,0
2022-03-28 11:00:00,4,7,6,10,12,11,18,21,22,26,27,29,29,30,29,14,8,12,14,14,18,20,19,17,15,11,11,11,7,7,6,4,3,2,1,5,7,6,6,9,13,14,15,13,13,15,12,11,12,11,9,7,13,14,14,11,15,11,16,14,11,9,7,5,3,1,1,0
2022-03-28 12:00:00,4,9,7,11,10,15,18,17,18,19,18,13,20,21,22,17,14,15,15,14,14,15,17,16,14,7,7,8,9,12,10,5,4,2,1,1,3,3,6,5,9,8,11,10,13,12,11,11,12,11,9,8,12,12,16,15,9,13,12,11,10,9,10,6,2,5,3,0
2022-03-28 13:00:00,5,9,12,10,13,13,15,15,14,13,13,16,16,18,19,20,18,15,14,15,14,15,18,17,14,14,7,8,7,9,5,4,4,1,3,3,10,11,13,12,11,12,16,18,18,18,12,14,13,13,14,14,13,13,18,16,15,13,13,12,12,11,8,7,5,5,2,0
2022-03-28 14:00:00,4,6,5,8,9,11,15,15,16,17,19,21,22,23,23,13,11,19,17,16,14,13,15,16,16,13,12,13,10,9,7,5,6,3,1,4,7,8,12,12,17,17,20,22,22,22,22,18,18,11,12,15,16,17,21,18,16,16,15,15,12,11,8,5,5,3,1,0
2022-03-28 15:00:00,5,8,7,9,9,11,14,14,16,16,16,14,14,16,19,15,16,16,16,15,16,17,15,18,13,12,12,8,11,10,13,9,7,3,1,5,12,14,16,16,22,22,22,23,27,24,19,23,20,16,19,19,24,26,41,37,35,31,29,20,17,14,13,11,10,7,2,0
2022-03-28 16:00:00,8,14,15,16,14,17,18,20,17,20,19,20,23,26,26,14,16,19,20,23,21,20,19,20,20,19,17,16,12,11,9,6,8,3,1,6,13,12,11,12,18,19,21,23,26,25,23,22,23,26,19,19,23,23,33,29,25,23,23,19,19,16,11,12,11,7,3,0
2022-03-28 17:00:00,2,15,16,6,15,9,17,12,20,19,16,19,20,23,26,19,19,23,25,23,22,22,20,17,17,13,14,13,14,15,18,16,9,4,1,8,14,16,17,16,23,25,27,26,27,25,26,24,23,24,34,30,30,31,45,41,40,34,32,24,21,19,14,11,9,6,3,0
2022-03-28 18:00:00,4,9,9,14,16,12,17,15,16,15,15,15,17,19,20,23,20,17,18,16,21,20,18,19,19,18,16,17,16,15,14,12,14,5,3,33,42,44,48,47,56,53,53,51,54,54,51,45,38,34,40,37,26,29,56,48,41,36,34,33,26,18,18,16,14,10,4,0
2022-03-28 19:00:00,1,5,7,7,7,8,7,6,9,11,9,15,14,15,18,20,21,20,19,21,24,15,13,13,11,9,8,4,7,8,7,5,8,6,0,5,13,13,20,20,20,25,26,29,31,28,26,25,21,23,21,36,33,33,49,42,44,42,42,37,30,26,23,19,16,11,5,0
2022-03-28 20:00:00,3,4,1,9,0,9,9,7,9,10,13,10,14,7,13,13,11,12,13,11,12,12,10,7,7,6,6,8,7,7,4,5,6,3,0,4,7,12,13,13,16,18,18,18,20,17,19,16,15,14,12,10,12,14,28,35,31,29,24,23,19,18,14,8,7,4,3,0
2022-03-28 21:00:00,1,4,3,2,3,4,5,4,6,5,6,5,5,5,5,13,9,12,10,9,8,6,7,6,5,2,4,5,4,3,4,4,4,2,1,5,7,5,10,12,14,18,25,25,26,25,24,22,21,19,19,13,13,15,37,35,29,27,25,20,18,15,13,9,9,8,2,0
2022-03-28 22:00:00,2,5,9,13,11,10,14,11,3,12,11,3,14,14,6,7,0,9,10,9,10,9,10,7,5,7,3,2,3,10,6,4,5,2,0,2,5,9,18,18,22,20,21,18,24,20,18,16,18,14,18,20,19,22,44,38,32,28,22,21,17,13,9,6,5,4,1,0
2022-03-28 23:00:00,0,2,0,3,0,2,1,2,3,3,1,0,1,0,3,10,9,7,4,4,7,5,3,2,3,4,4,3,3,5,9,8,6,4,0,3,4,6,8,9,13,14,12,16,19,17,16,13,14,13,14,12,15,13,29,29,23,22,21,20,17,12,9,8,5,4,5,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,3,9,6,12,13,16,21,22,26,27,30,31,32,32,33,29,29,31,30,27,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,4,5,5,7,9,13,12,16,23,28,29,30,34,34,35,24,23,21,21,20,18,14,30,33,28,22,21,19,17,15,14,11,7,4,0,3,4,2,0,2,3,3,4,2,6,12,4,15,15,11,8,9,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 06:00:00,4,7,4,10,13,14,17,20,22,24,20,28,30,33,29,13,12,10,12,12,12,14,16,20,12,12,12,11,9,8,9,7,5,1,0,1,4,5,6,5,6,9,7,10,11,10,10,9,12,11,10,6,5,4,9,7,6,4,4,3,3,4,3,3,2,1,0,0
2022-03-29 07:00:00,16,26,26,34,37,39,45,49,61,42,41,45,51,55,54,35,30,27,17,18,18,21,21,20,19,17,17,19,18,16,15,13,15,8,0,3,7,9,9,11,14,13,12,15,18,22,24,26,28,28,32,15,19,13,13,8,7,12,9,10,14,16,18,12,15,11,6,0
2022-03-29 08:00:00,9,16,21,25,27,28,33,33,44,61,62,65,68,67,70,37,35,26,27,27,24,26,31,33,32,30,28,26,24,21,18,16,26,8,1,6,12,10,14,11,19,13,12,12,15,22,25,27,34,34,30,26,24,18,21,18,17,17,16,17,15,17,16,17,15,11,7,0
2022-03-29 09:00:00,7,15,20,22,22,25,28,29,29,32,32,34,40,44,40,28,27,22,24,22,21,22,28,29,25,22,20,18,19,13,12,9,7,4,0,2,6,6,6,8,10,11,11,12,13,9,14,9,10,11,10,8,17,15,16,14,12,11,10,12,7,6,5,7,3,4,2,0
2022-03-29 10:00:00,3,8,9,10,11,13,18,19,24,27,30,31,34,39,37,14,14,17,20,20,19,17,18,20,17,16,13,13,12,9,10,7,5,3,0,4,7,8,9,9,12,12,15,16,14,15,15,13,13,18,13,11,17,9,20,19,16,13,13,14,11,11,9,9,3,4,1,0
2022-03-29 11:00:00,2,8,10,12,11,13,13,13,18,19,20,22,21,21,22,15,13,19,19,15,14,15,15,19,15,13,11,9,8,9,6,5,6,2,1,3,4,8,9,8,10,11,15,13,15,15,8,16,16,15,13,9,11,11,12,14,13,15,13,11,11,10,7,8,7,6,1,0
2022-03-29 12:00:00,8,11,12,13,15,14,19,21,25,26,27,27,27,27,25,14,13,22,27,25,24,23,19,23,18,12,10,11,9,7,9,5,4,2,0,2,4,7,6,7,8,8,11,12,14,14,15,15,12,9,10,9,14,10,16,17,13,12,12,13,11,9,7,6,4,4,2,0
2022-03-29 13:00:00,8,6,8,10,14,13,14,15,17,19,18,18,19,21,20,15,14,14,15,17,17,15,16,16,12,12,12,12,10,8,9,7,5,2,0,2,3,4,10,13,11,14,12,13,15,12,13,13,16,15,14,12,16,13,17,16,14,13,16,13,11,11,9,7,6,4,2,0
2022-03-29 14:00:00,5,10,6,12,16,13,16,11,18,18,19,19,18,20,23,17,16,13,11,14,15,12,15,15,14,12,12,11,9,10,8,4,5,1,0,6,7,8,9,9,12,13,15,15,16,17,14,11,12,14,15,11,15,16,20,18,18,17,15,15,13,14,10,8,8,6,1,0
2022-03-29 15:00:00,2,5,6,5,3,8,12,11,13,14,7,14,15,17,20,13,10,14,16,14,14,16,16,15,11,9,12,13,12,11,10,6,4,2,0,4,9,8,11,12,17,15,17,18,20,19,18,20,18,13,19,17,23,24,34,35,34,33,30,24,21,19,18,13,10,6,3,0
2022-03-29 16:00:00,14,16,19,18,17,17,18,18,17,16,16,19,18,17,20,18,17,17,17,18,19,17,19,20,17,13,13,11,10,11,11,6,8,3,0,3,10,12,12,13,18,19,25,26,31,31,25,21,20,18,17,17,21,24,36,33,30,28,31,27,15,12,10,8,9,8,4,0
2022-03-29 17:00:00,3,6,7,9,10,12,20,21,23,27,27,28,27,33,34,14,18,21,23,20,21,23,24,22,18,15,13,15,14,14,20,16,10,5,1,11,16,16,18,18,19,22,27,30,31,30,29,28,29,26,28,32,26,24,35,37,34,30,28,23,19,17,13,11,7,6,5,0
2022-03-29 18:00:00,2,7,8,12,15,13,18,19,19,22,24,26,26,24,26,15,15,16,19,21,28,24,22,19,19,22,21,23,22,24,22,12,13,7,0,22,33,39,42,41,42,50,56,59,59,55,53,49,43,38,37,36,33,30,53,51,48,44,45,43,36,27,23,23,19,13,7,3
2022-03-29 19:00:00,2,5,6,9,8,12,11,10,12,14,13,12,13,14,13,21,19,18,14,16,18,15,12,13,10,10,10,10,8,11,9,7,5,3,2,4,11,13,15,17,24,26,28,31,34,32,29,21,24,23,22,23,24,31,59,57,55,54,45,43,35,29,28,23,20,12,5,1
2022-03-29 20:00:00,2,4,5,5,4,6,10,11,12,13,5,9,14,15,16,9,10,16,15,16,12,7,8,6,5,4,5,4,2,4,4,3,5,3,0,7,9,9,16,16,16,19,20,22,25,23,22,14,19,15,16,14,16,13,28,25,21,21,16,16,18,16,11,9,7,4,2,0
2022-03-29 21:00:00,5,7,7,8,8,3,9,10,12,12,7,8,13,12,12,11,9,8,9,9,8,7,5,8,5,9,8,11,9,10,6,8,6,3,0,3,6,9,12,13,16,20,19,18,21,19,20,18,19,14,17,15,17,21,39,38,33,28,24,21,20,17,10,10,4,9,1,0
2022-03-29 22:00:00,2,3,4,5,2,4,6,2,6,5,4,4,3,0,5,12,8,10,9,7,10,8,7,6,3,5,4,5,2,6,7,5,7,6,1,7,12,15,18,20,25,25,26,32,30,29,25,20,20,17,15,13,17,18,32,29,24,20,18,18,14,13,12,10,6,3,2,0
2022-03-29 23:00:00,0,0,0,0,0,0,0,2,4,5,6,5,4,0,5,7,5,6,6,5,6,5,5,2,4,0,3,3,4,8,5,5,6,2,0,3,4,9,13,4,17,20,20,21,20,17,16,16,13,13,18,16,17,20,26,27,25,13,22,19,12,5,10,9,7,5,0,0
2022-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 04:00:00,3,6,10,13,15,18,20,21,23,24,24,23,26,25,21,23,24,25,24,21,25,25,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
