Unnamed: 0,1_복정역환승센터3번승강장,2_장지역.가든파이브,3_문정법조단지.건영아파트,4_문정로데오거리입구,5_가락시장.가락시장역,6_송파역,7_석촌역,8_석촌동한솔아파트앞,9_석촌고분역.올림픽병원,10_송파구민회관구의회,11_삼전역,12_잠실우성4차현대아파트,13_잠실근린공원.성현교회,14_아시아선수촌아파트,15_잠실종합운동장,16_삼성역,17_휘문중고등학교,18_영동농협풍림아이원아파트,19_도성초교사거리,20_역삼동개나리아파트,21_신한은행데이터센터,22_총지사,23_역삼초등학교,24_서초청소년도서관,25_서초동신동아아파트,26_창신교회앞.서리풀노리학교,27_서울교대정문앞,28_서울교대사거리,29_서초유스센터.서초아트자이,30_서초중학교,31_서울고등학교,32_방배동신동아아파트,33_지하철2호선방배역,34_대우효령아파트,35_종로교회,36_서울교통공사,37_사당역,38_이수역,39_총신대입구역.남성시장입구앞,40_경문고등학교,41_정금마을,42_이수교,43_동작역.국립현충원,44_흑석동한강현대아파트,45_비계,46_흑석역.명수대현대아파트,47_흑석동효사정앞,48_노들역앞,49_흑석동효사정앞,50_흑석역.명수대현대아파트,51_비계,52_흑석동한강현대아파트,53_동작역.국립현충원,54_갯마을앞,55_정금마을.방배경찰서,56_경문고교.배나무골앞,57_총신대입구역.남성시장입구앞,58_사당동우체국앞,59_방배노인종합복지관,60_방배동래미안타워.동덕여중고,61_대항병원.연세사랑병원,62_서울교통공사,63_종로교회앞,64_방배동대우효령아파트앞,65_방배역.백석예술대학교,66_신동아아파트앞,67_서울고등학교,68_서초중학교,69_서초아트자이아파트,70_서울교대사거리,71_서울교대정문앞,72_창신교회.서리풀노리학교,73_서초2동주민센터서이초등학교,74_서초청소년도서관,75_역삼초등학교,76_총지사,77_예림당아트홀.신한은행전산센터,78_역삼동개나리아파트,79_도성초교사거리,80_영동농협풍림아이원아파트,81_휘문중고등학교,82_삼성역,83_강남경찰서.강남운전면허시험장,84_잠실종합운동장,85_아시아선수촌아파트,86_아시아선수촌아파트삼거리.성현교회,87_잠실우성4차현대아파트,88_삼전역,89_송파구민회관구의회,90_석촌고분역.올림픽병원,91_석촌동한솔아파트,92_송파역,93_가락시장.가락시장역,94_문정로데오거리입구,95_문정법조단지.건영아파트,96_장지역.가든파이브,97_복정역환승주차장
2022-03-25 17:00:00,2,12,14,24,27,30,29,28,23,17,14,13,7,12,9,11,11,10,11,14,14,18,19,21,23,24,25,23,22,24,24,24,26,25,24,21,16,13,9,10,10,12,8,7,5,4,2,2,2,14,17,15,21,17,17,15,10,10,10,9,0,7,10,10,9,14,11,12,14,13,16,18,16,16,19,19,30,28,24,23,17,18,17,22,24,20,19,16,17,17,13,10,8,4,3,0,0
2022-03-25 18:00:00,3,17,23,39,47,52,52,52,42,33,22,25,29,23,15,15,15,18,19,23,30,32,29,23,23,24,24,25,26,27,28,28,26,24,25,20,16,16,19,17,16,13,9,5,5,3,3,2,1,8,10,9,12,10,9,11,14,19,13,9,8,4,10,9,9,10,11,12,16,18,19,17,15,17,21,31,32,29,26,25,25,28,29,37,31,33,29,29,24,24,23,16,15,7,5,2,0
2022-03-25 19:00:00,2,10,14,15,18,22,22,26,19,13,12,9,7,5,5,8,10,14,18,19,19,17,16,17,16,15,14,14,15,17,19,22,16,13,12,12,9,11,9,10,14,11,13,11,7,4,4,1,2,6,4,6,17,12,11,10,13,14,16,10,3,10,0,7,6,8,6,9,10,11,12,13,11,14,17,16,15,17,16,16,16,14,17,22,20,17,17,16,16,13,15,14,10,13,7,3,0
2022-03-25 20:00:00,1,3,0,9,12,14,15,16,11,8,8,9,2,5,8,8,8,7,10,10,10,9,9,13,11,12,11,10,10,8,9,18,13,8,12,13,9,8,7,6,4,5,6,5,3,3,4,0,1,1,1,2,8,4,3,3,8,6,6,5,0,2,3,3,5,4,5,5,5,5,12,13,12,12,12,14,11,14,11,14,13,20,20,18,21,16,15,16,15,12,8,9,7,6,4,1,0
2022-03-25 21:00:00,0,5,7,9,11,13,15,15,13,8,5,4,4,3,4,6,5,6,9,11,10,10,10,15,15,11,10,12,11,13,11,10,12,11,7,9,9,7,7,6,3,5,3,2,1,0,0,1,2,4,4,5,6,5,5,3,8,10,13,10,4,5,6,5,7,7,6,6,6,6,8,5,7,8,12,15,18,9,8,8,13,12,13,17,21,17,11,10,8,9,8,7,6,5,3,1,0
2022-03-25 22:00:00,0,2,2,6,7,9,12,13,12,14,13,10,8,12,5,8,11,31,30,26,28,29,30,28,24,15,23,22,18,20,21,22,19,18,0,14,11,8,7,11,12,11,10,7,4,3,2,0,1,5,4,0,9,8,5,3,8,8,9,8,0,3,0,7,10,12,13,12,13,15,14,12,14,16,29,22,17,19,24,38,41,35,34,35,25,32,34,27,25,22,20,12,8,5,2,0,0
2022-03-25 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,8,8,6,5,4,11,9,7,10,11,5,7,8,11,9,7,5,6,10,10,11,9,6,6,5,4,3,3,2,2,0,3,0,0,5,5,4,3,6,8,7,6,5,5,3,4,6,7,6,0,4,7,2,6,0,11,18,16,11,8,7,7,7,5,7,7,10,5,7,8,8,9,9,7,3,6,2,0,1
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,0,2,2,5,6,8,6,6,7,9,9,10,11,6,8,8,0,6,4,0,0,4,5,4,3,4,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,0,1,2,1,3,2,1,3,1,2,3,1,3,2,5,4,3,3,2,0,1,2,2,3,1,1,2,0,3,2,0,3,4,1,4,5,3,3,3,2,2,0,0,0,0,0,1,1,0,2,3,0,0,0,2,1,1,3,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,1,2,0,1,3,4,4,5,4,4,4,4,4,3,5,4,5,0,0,1,2,0,1,1,0,1,0,3,1,2,2,1,2,0,1,3,2,3,1,3,0,3,2,0,0,0,0,1,0,2,3,1,2,2,0,2,2,0,0,1,0,1,0,0,2,3,2,2,4,5,5,4,1,3,2,3,0,0,2,3,2,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0
2022-03-26 07:00:00,3,2,3,3,6,5,0,7,4,4,5,6,7,5,5,5,5,5,6,3,3,2,3,2,3,4,3,2,2,3,2,3,4,3,3,2,2,2,3,4,5,3,2,0,0,1,0,3,1,3,5,5,3,2,4,0,6,4,0,0,1,0,0,0,0,4,3,4,4,7,7,8,9,9,7,7,6,5,4,4,3,3,0,3,2,4,5,3,7,7,4,2,3,0,2,0,0
2022-03-26 08:00:00,1,4,5,6,8,8,10,11,10,10,12,10,13,13,11,14,7,8,8,7,9,5,8,6,6,5,7,5,3,7,5,6,6,3,4,5,7,6,4,4,4,5,4,1,2,0,0,2,4,4,6,5,4,5,4,5,7,8,7,6,5,7,8,7,0,5,7,9,10,11,9,7,9,10,11,10,11,7,11,5,4,3,2,3,2,5,8,9,14,15,11,9,5,3,1,1,0
2022-03-26 09:00:00,1,2,5,6,9,11,12,12,12,11,11,14,19,16,10,13,7,5,7,7,7,9,9,8,8,9,10,8,7,9,11,8,6,3,4,5,4,2,3,2,8,6,1,0,0,1,0,1,0,5,5,0,8,7,7,6,7,6,8,8,4,9,6,7,8,8,6,8,9,12,13,14,12,12,14,15,10,13,9,8,7,6,1,5,8,10,13,12,15,15,11,9,6,5,3,1,0
2022-03-26 10:00:00,0,2,3,3,3,6,8,10,5,8,8,11,15,12,10,10,10,6,6,8,6,6,6,7,8,9,8,8,7,11,5,10,6,5,0,8,7,6,7,3,9,9,3,1,2,0,0,1,0,3,3,0,6,6,8,9,7,6,6,5,3,6,9,10,11,12,8,6,7,8,9,7,11,12,14,14,14,10,9,7,5,4,4,5,0,4,7,8,11,11,11,9,8,7,3,0,0
2022-03-26 11:00:00,2,3,5,2,5,9,8,10,9,9,9,8,11,12,11,12,12,6,7,9,12,8,9,10,11,11,12,10,9,10,20,16,14,16,15,10,12,11,11,10,7,6,5,0,3,1,0,1,3,5,4,4,5,4,6,7,10,8,11,8,5,9,10,2,8,9,11,12,13,14,14,13,14,13,15,13,13,15,9,10,11,11,11,8,7,8,10,12,12,15,13,11,8,5,3,1,0
2022-03-26 12:00:00,1,3,5,8,11,14,18,17,14,10,10,9,8,9,7,9,10,14,15,14,12,11,9,5,7,9,4,10,8,12,17,16,16,6,15,14,16,15,13,13,13,10,11,9,6,6,5,2,1,3,7,5,7,6,8,7,6,1,5,6,0,5,8,7,6,5,5,9,13,14,15,16,12,18,16,14,15,16,14,14,17,14,13,11,10,9,11,10,13,15,14,10,7,4,4,1,0
2022-03-26 13:00:00,2,8,9,9,14,13,14,17,15,14,13,13,14,13,11,10,18,21,25,23,23,21,15,15,15,12,17,13,11,14,15,14,17,16,14,12,13,7,9,7,5,8,7,6,3,1,0,5,0,5,7,8,10,5,9,8,7,6,9,7,0,10,9,5,7,6,6,9,10,11,10,12,13,16,19,17,18,20,19,18,18,14,14,15,14,15,16,15,15,18,14,12,8,7,5,2,0
2022-03-26 14:00:00,2,3,10,10,13,16,18,15,10,9,7,11,12,12,11,8,9,7,9,10,13,12,8,9,9,10,13,19,20,19,20,21,18,17,15,15,15,15,11,9,8,11,12,10,2,8,5,5,1,6,1,7,9,7,8,6,11,6,7,10,8,10,0,9,10,9,8,7,10,9,10,11,11,11,18,19,18,17,14,13,15,14,13,9,9,10,11,17,21,20,14,13,11,5,3,1,0
2022-03-26 15:00:00,1,8,15,18,21,20,18,16,12,12,9,8,5,4,5,9,10,9,17,14,14,16,12,10,9,11,10,6,10,13,16,15,16,15,13,11,15,13,10,9,7,10,7,0,3,3,0,2,1,7,10,9,8,5,7,6,10,11,10,9,10,11,9,12,14,11,8,7,10,12,12,13,14,16,18,19,20,23,22,20,20,16,14,15,15,17,15,13,14,14,12,16,14,11,8,2,0
2022-03-26 16:00:00,1,9,6,7,12,13,17,20,18,19,17,16,15,13,14,10,11,12,12,11,10,10,12,10,13,14,12,11,9,11,12,11,13,13,8,12,15,15,13,12,10,17,9,8,7,1,1,16,1,17,6,0,10,18,21,1,28,27,27,10,8,8,8,9,6,10,9,7,9,9,7,7,9,10,11,12,11,14,13,14,15,15,17,17,15,13,12,11,12,10,16,13,8,7,4,2,0
2022-03-26 17:00:00,2,9,13,11,16,14,11,13,11,13,12,12,13,13,10,15,11,12,10,11,12,10,9,11,12,13,10,12,12,14,15,11,17,18,8,5,13,10,9,8,6,4,11,10,9,7,1,1,1,5,8,0,15,11,9,9,13,13,14,11,10,8,6,8,5,4,4,4,4,7,7,8,11,12,14,11,11,12,9,10,11,10,10,11,14,10,11,10,11,12,12,9,6,3,3,1,0
2022-03-26 18:00:00,1,10,4,12,15,13,15,12,11,12,8,10,8,11,14,16,15,13,17,19,17,14,13,14,9,16,13,11,10,12,13,14,13,12,10,12,11,8,12,4,10,7,9,3,5,2,0,2,2,4,6,0,7,0,9,8,11,10,10,10,6,0,9,7,8,8,7,9,10,9,11,14,12,11,11,11,10,11,12,20,21,17,18,16,17,12,9,9,11,11,10,9,7,5,3,1,0
2022-03-26 19:00:00,2,4,7,8,9,11,12,14,14,12,9,8,10,7,6,7,6,13,11,13,12,11,10,10,11,8,9,13,14,17,9,15,12,11,7,10,9,0,4,1,5,5,4,3,2,0,0,1,0,3,4,0,5,2,5,4,7,6,6,5,8,10,0,1,8,8,7,12,9,11,10,9,8,10,10,10,7,5,7,8,8,9,8,14,15,13,14,12,9,13,14,8,7,4,2,0,0
2022-03-26 20:00:00,1,6,8,6,9,11,11,11,11,7,6,4,2,2,3,5,4,4,8,7,8,10,9,8,6,9,8,7,9,7,10,0,7,2,5,4,6,3,10,8,3,7,0,0,2,1,0,1,1,2,3,2,4,3,4,4,17,18,19,15,4,3,0,14,16,13,8,7,6,8,7,6,5,8,5,6,7,6,8,8,0,10,9,13,13,9,9,9,9,11,10,9,7,6,2,1,0
2022-03-26 21:00:00,1,8,4,9,13,14,15,17,14,12,10,7,7,9,9,11,6,5,6,9,9,7,7,7,6,7,6,7,6,7,2,1,8,7,6,7,7,0,7,4,4,8,7,3,8,4,0,0,2,2,0,0,1,2,3,1,4,4,3,4,0,5,0,4,8,7,6,5,7,7,6,7,4,9,11,9,7,8,6,8,8,7,7,8,13,11,10,8,7,8,7,3,4,2,1,0,0
2022-03-26 22:00:00,0,7,3,8,10,8,10,11,10,9,8,8,5,4,8,10,8,11,17,17,18,16,14,14,12,11,10,11,10,9,10,10,10,9,4,9,9,9,9,9,6,4,5,4,1,2,0,1,1,6,2,0,5,4,5,7,9,7,8,7,0,6,8,6,7,3,3,4,7,10,9,5,7,7,9,10,9,8,9,12,11,7,8,16,18,16,16,12,8,9,10,7,5,3,1,0,0
2022-03-26 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,6,7,0,6,6,3,3,4,3,3,7,6,5,4,0,6,5,4,3,10,11,9,8,7,0,7,5,3,1,0,0,0,2,0,0,6,5,1,0,6,5,9,7,2,8,0,7,8,8,0,9,7,8,8,8,6,5,7,8,6,10,8,7,6,5,6,9,7,6,5,10,7,8,9,7,5,4,0,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,1,1,0,2,0,2,0,0,2,2,0,0,0,3,5,4,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,1,1,0,0,1,3,2,3,2,2,2,1,2,0,3,2,0,2,0,1,2,3,5,1,2,2,0,0,0,0,0,1,0,0,2,3,3,1,2,4,3,0,2,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,0,1,2,1,1,2,0,2,1,2,3,3,5,4,3,2,2,1,4,0,0,3,0,1,4,0,1,2,1,2,3,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,3,2,0,0,0,1,2,0,0,3,1,0,0,0,1,2,4,2,1,3,6,0,0,5,2,1,0,0,0,2,1,0,0,1,0,1,0,0,2,1,0,3,0,0,0,0,0
2022-03-27 07:00:00,0,1,2,0,0,2,4,3,3,3,5,4,7,4,4,6,4,3,2,0,2,2,2,2,3,4,0,2,0,2,1,1,0,0,1,0,0,0,0,1,0,2,3,1,0,0,0,1,0,1,1,0,0,0,2,0,0,3,5,0,0,1,0,7,2,6,3,7,4,6,4,3,5,5,6,4,6,0,5,4,4,2,1,3,0,2,4,3,6,4,3,3,4,3,1,1,0
2022-03-27 08:00:00,2,6,7,3,4,6,4,4,5,6,9,9,10,9,6,8,7,6,8,6,7,5,3,2,0,2,3,2,0,3,2,3,1,0,0,3,4,5,4,4,6,4,3,2,0,1,0,1,3,5,1,0,0,0,2,3,5,6,8,8,7,5,9,8,9,4,8,10,8,9,7,10,8,9,9,8,8,7,6,4,3,2,0,3,4,3,7,9,10,10,9,6,3,0,1,2,0
2022-03-27 09:00:00,1,1,3,5,0,2,7,8,7,8,9,12,14,13,12,14,9,7,10,10,8,10,7,6,6,7,9,6,7,6,5,4,4,5,0,4,4,2,4,0,2,0,1,0,1,1,0,1,0,2,3,4,3,2,4,5,4,6,4,0,0,9,3,2,6,7,7,4,10,6,7,12,11,11,8,7,7,6,6,6,5,5,4,4,1,4,5,7,9,13,12,9,7,5,3,0,0
2022-03-27 10:00:00,0,6,7,8,4,8,6,5,6,5,7,9,10,7,6,7,7,9,9,11,10,9,9,7,9,8,9,3,7,8,8,6,6,6,5,3,6,7,4,8,3,9,6,3,3,3,1,1,0,3,4,1,5,4,5,2,4,6,3,6,0,0,4,4,10,10,5,14,13,12,10,11,13,16,9,5,6,8,7,7,8,9,8,7,5,8,9,4,3,3,3,2,3,2,0,0,0
2022-03-27 11:00:00,1,4,5,6,6,7,5,8,7,9,8,7,21,20,15,9,7,7,5,4,6,6,7,5,7,9,6,4,6,7,8,7,7,8,7,5,7,7,7,6,8,5,6,0,3,2,1,2,3,5,5,0,4,4,6,5,5,3,5,5,6,5,0,5,5,4,3,4,5,5,6,8,7,7,7,4,6,0,5,7,6,4,3,5,4,9,4,10,11,10,9,7,7,6,5,2,0
2022-03-27 12:00:00,1,5,6,0,3,4,7,7,8,9,8,7,8,8,11,9,8,7,6,7,8,10,13,12,12,15,11,12,12,13,17,14,12,13,0,11,8,7,6,3,5,6,2,0,2,1,1,2,3,6,6,2,11,7,12,12,6,5,5,4,5,3,6,3,6,4,7,8,7,8,12,12,12,14,15,12,15,18,14,10,12,11,8,10,9,8,13,12,13,13,11,6,6,5,2,1,0
2022-03-27 13:00:00,0,7,10,11,12,12,12,18,15,15,17,17,20,16,14,15,9,10,10,11,10,8,8,8,9,8,14,14,11,16,22,22,16,17,16,6,13,12,10,11,10,11,11,3,13,9,6,4,6,3,10,0,12,10,6,8,10,7,7,9,8,10,12,12,10,9,11,10,11,12,14,15,16,15,19,18,17,21,17,14,16,12,12,12,11,17,19,22,24,23,21,19,11,8,6,0,0
2022-03-27 14:00:00,0,4,8,11,14,16,14,16,13,11,9,8,8,7,6,8,3,7,5,4,4,5,11,10,12,10,9,10,5,9,11,9,12,6,9,9,10,15,12,9,10,12,7,6,5,4,3,1,4,1,3,0,5,0,3,7,7,6,6,5,4,3,0,6,7,7,2,5,5,7,0,5,7,6,3,4,4,5,7,10,5,3,6,9,10,8,10,10,11,11,13,9,13,16,11,1,0
2022-03-27 15:00:00,2,12,13,11,17,16,15,13,10,9,8,6,7,5,6,8,9,10,9,10,8,8,9,8,8,11,13,6,7,12,11,8,7,6,5,5,10,5,11,4,9,7,6,3,1,0,1,2,2,3,5,0,4,4,6,6,12,13,11,10,11,5,15,12,11,4,9,8,10,12,13,11,14,15,10,9,7,11,10,9,11,8,4,7,8,10,8,9,12,14,11,9,9,9,5,1,0
2022-03-27 16:00:00,4,9,6,11,13,16,18,16,15,13,13,10,11,12,9,9,3,9,10,13,14,14,12,10,10,11,11,12,12,13,15,13,14,8,12,0,11,9,8,8,12,14,8,4,8,7,2,4,3,6,7,8,10,8,10,9,7,10,6,11,10,11,0,10,13,13,13,11,11,12,7,10,7,7,14,12,11,10,4,5,14,8,13,13,13,7,6,5,10,14,14,11,8,5,4,2,0
2022-03-27 17:00:00,3,7,10,8,10,11,10,11,11,7,9,7,5,6,5,4,5,8,10,7,12,11,14,12,13,14,16,15,14,14,16,14,13,12,11,10,10,9,8,6,6,7,4,1,4,2,1,1,0,2,3,0,14,18,17,17,9,10,3,8,0,5,9,9,8,7,7,8,11,11,10,12,11,9,11,6,9,10,8,15,16,13,12,12,18,17,17,16,15,10,10,6,5,3,3,1,0
2022-03-27 18:00:00,1,5,4,5,8,9,8,7,11,8,6,6,7,7,5,5,7,7,14,11,14,13,12,10,10,14,15,15,13,15,14,13,18,17,16,13,11,7,6,3,4,3,3,2,0,2,1,1,3,7,0,3,7,5,7,6,8,7,9,6,0,5,6,6,7,0,5,6,6,11,11,3,10,9,9,10,8,13,9,10,11,8,8,12,12,6,6,6,8,8,9,7,6,5,3,2,0
2022-03-27 19:00:00,2,6,8,9,14,16,10,14,12,9,6,4,4,6,7,7,6,15,16,13,9,12,11,12,9,8,6,8,3,11,6,4,8,7,6,9,13,11,5,4,0,3,2,1,1,0,0,1,3,4,5,4,6,3,2,0,6,9,8,5,0,6,2,0,8,8,0,9,9,8,4,8,8,6,7,5,6,6,7,7,2,10,4,11,10,11,11,10,11,15,6,3,3,1,0,0,0
2022-03-27 20:00:00,1,5,14,15,14,16,17,16,17,12,9,5,4,4,3,9,5,7,8,2,11,10,9,8,6,0,3,5,5,8,9,8,5,0,6,5,5,6,2,5,3,4,3,2,2,0,0,1,1,1,0,0,3,3,2,3,12,13,15,13,11,10,3,4,7,6,6,6,5,6,4,5,5,6,7,6,6,3,5,7,7,8,5,14,16,14,11,9,6,7,19,15,8,6,5,0,0
2022-03-27 21:00:00,0,5,8,9,11,13,12,14,10,8,7,7,3,7,16,10,9,8,8,7,8,9,7,9,8,3,7,6,2,7,9,7,5,0,3,3,7,5,5,6,5,2,0,3,0,1,0,0,0,5,2,0,0,2,0,3,8,0,6,1,0,2,8,9,10,0,9,8,10,11,10,10,8,10,11,10,8,7,7,8,7,6,7,11,11,9,7,5,2,7,7,6,2,0,1,0,0
2022-03-27 22:00:00,0,2,3,5,7,6,6,7,6,5,5,4,2,4,2,3,3,10,11,9,9,5,5,8,7,10,5,7,8,9,4,8,10,8,8,7,6,5,4,5,4,3,2,1,1,0,1,0,1,2,2,0,2,1,3,0,9,11,12,9,6,8,2,6,5,4,6,4,8,11,12,10,7,10,14,14,12,10,10,9,10,8,10,11,10,10,9,11,9,8,9,7,6,4,1,0,0
2022-03-27 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,4,0,5,6,2,6,7,7,0,0,8,4,0,12,12,8,8,7,6,6,5,4,4,2,1,3,0,0,0,0,2,2,0,3,3,0,4,6,7,0,1,6,0,5,0,7,5,3,4,6,0,7,0,2,6,5,7,5,4,4,6,5,4,5,7,8,7,8,6,4,5,5,4,3,0,1,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,6,1,0,7,9,3,7,6,9,12,14,15,16,2,12,12,11,9,8,6,5,6,7,5,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,2,3,0,3,2,4,2,6,7,6,11,9,7,8,7,6,7,2,0,4,4,4,5,4,3,4,2,2,6,2,3,7,2,6,5,2,3,2,0,0,1,2,0,0,0,1,2,3,3,5,0,4,4,0,6,7,9,9,7,0,8,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,1,1,4,4,6,0,4,6,5,6,7,8,7,7,7,6,7,7,0,7,5,6,6,3,3,2,2,2,1,3,3,3,4,2,2,3,3,0,4,2,5,5,3,2,0,1,0,1,2,4,10,5,3,2,2,6,9,8,8,5,0,2,2,9,8,9,10,11,12,13,12,12,10,8,9,7,8,8,8,10,9,6,1,4,5,8,11,7,8,10,8,4,3,0,0,0,0
