Unnamed: 0,1_복정역환승센터3번승강장,2_장지역.가든파이브,3_문정법조단지.건영아파트,4_문정로데오거리입구,5_가락시장.가락시장역,6_송파역,7_석촌역,8_석촌동한솔아파트앞,9_석촌고분역.올림픽병원,10_송파구민회관구의회,11_삼전역,12_잠실우성4차현대아파트,13_잠실근린공원.성현교회,14_아시아선수촌아파트,15_잠실종합운동장,16_삼성역,17_휘문중고등학교,18_영동농협풍림아이원아파트,19_도성초교사거리,20_역삼동개나리아파트,21_신한은행데이터센터,22_총지사,23_역삼초등학교,24_서초청소년도서관,25_서초동신동아아파트,26_창신교회앞.서리풀노리학교,27_서울교대정문앞,28_서울교대사거리,29_서초유스센터.서초아트자이,30_서초중학교,31_서울고등학교,32_방배동신동아아파트,33_지하철2호선방배역,34_대우효령아파트,35_종로교회,36_서울교통공사,37_사당역,38_이수역,39_총신대입구역.남성시장입구앞,40_경문고등학교,41_정금마을,42_이수교,43_동작역.국립현충원,44_흑석동한강현대아파트,45_비계,46_흑석역.명수대현대아파트,47_흑석동효사정앞,48_노들역앞,49_흑석동효사정앞,50_흑석역.명수대현대아파트,51_비계,52_흑석동한강현대아파트,53_동작역.국립현충원,54_갯마을앞,55_정금마을.방배경찰서,56_경문고교.배나무골앞,57_총신대입구역.남성시장입구앞,58_사당동우체국앞,59_방배노인종합복지관,60_방배동래미안타워.동덕여중고,61_대항병원.연세사랑병원,62_서울교통공사,63_종로교회앞,64_방배동대우효령아파트앞,65_방배역.백석예술대학교,66_신동아아파트앞,67_서울고등학교,68_서초중학교,69_서초아트자이아파트,70_서울교대사거리,71_서울교대정문앞,72_창신교회.서리풀노리학교,73_서초2동주민센터서이초등학교,74_서초청소년도서관,75_역삼초등학교,76_총지사,77_예림당아트홀.신한은행전산센터,78_역삼동개나리아파트,79_도성초교사거리,80_영동농협풍림아이원아파트,81_휘문중고등학교,82_삼성역,83_강남경찰서.강남운전면허시험장,84_잠실종합운동장,85_아시아선수촌아파트,86_아시아선수촌아파트삼거리.성현교회,87_잠실우성4차현대아파트,88_삼전역,89_송파구민회관구의회,90_석촌고분역.올림픽병원,91_석촌동한솔아파트,92_송파역,93_가락시장.가락시장역,94_문정로데오거리입구,95_문정법조단지.건영아파트,96_장지역.가든파이브,97_복정역환승주차장
2022-03-14 20:00:00,0,5,7,4,10,10,7,9,7,6,6,8,4,7,4,7,7,9,16,15,17,16,16,17,17,14,13,12,13,10,9,8,9,8,7,9,9,8,9,6,6,5,5,4,3,3,1,1,2,1,2,0,7,6,4,1,4,3,3,3,2,0,3,1,4,4,3,6,7,7,8,10,10,15,14,14,12,15,14,14,12,13,13,17,17,16,14,12,12,13,9,9,6,6,3,1,0
2022-03-14 21:00:00,0,3,3,11,14,13,16,15,10,8,6,6,5,4,3,4,7,10,10,11,12,11,13,18,17,18,14,17,16,15,17,16,9,7,0,7,7,5,6,5,4,3,3,2,3,2,0,1,1,3,1,0,5,5,4,2,5,6,7,5,0,4,4,5,6,4,3,4,6,10,11,10,8,11,12,13,12,11,13,13,14,15,16,14,13,12,15,13,11,11,9,8,4,2,1,0,0
2022-03-14 22:00:00,0,2,0,6,5,6,8,4,5,8,7,5,6,5,3,4,7,18,24,23,24,23,19,18,16,13,12,11,9,10,15,15,15,15,0,12,10,8,9,8,8,9,7,6,3,2,1,2,1,3,2,1,1,3,3,5,7,5,4,4,0,3,0,2,7,6,8,10,10,12,12,11,10,11,18,13,11,12,16,17,20,17,16,18,14,17,17,15,13,15,12,8,8,5,4,0,0
2022-03-14 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,5,6,6,11,12,11,7,6,10,11,11,12,8,12,13,6,5,10,9,9,7,6,5,4,4,2,1,0,3,1,4,5,1,7,5,4,2,4,8,7,2,6,5,4,3,3,3,3,2,6,8,8,9,5,7,8,12,10,4,10,13,5,14,4,16,13,11,5,10,3,4,3,1,2,0,2,2,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,3,4,5,6,8,2,9,4,10,12,16,7,17,16,13,12,11,9,8,5,7,6,8,4,0,7,0,0,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,1,3,2,4,5,4,2,0,3,4,11,12,10,8,11,10,9,9,3,8,5,4,2,6,7,6,5,3,1,3,4,3,2,4,4,1,6,4,4,2,0,5,2,1,3,2,1,1,0,1,2,0,0,0,0,4,0,5,4,5,6,0,0,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,1,2,2,4,5,3,3,5,5,6,5,8,9,7,7,7,8,10,6,3,4,5,3,2,4,1,5,1,1,1,3,1,2,3,2,3,2,3,3,2,5,4,2,1,1,2,1,2,0,2,5,6,7,8,4,7,8,7,3,2,0,3,4,5,6,8,7,7,7,8,9,6,4,5,4,4,5,4,3,4,5,3,2,2,3,3,3,6,8,7,6,4,3,0,2,1,0
2022-03-15 07:00:00,1,5,11,13,11,14,16,18,18,21,28,35,38,36,27,29,18,16,16,19,13,13,10,7,8,15,16,18,9,15,7,4,5,4,2,3,6,5,7,8,7,11,5,2,4,1,0,2,3,7,14,15,16,16,13,14,18,19,21,19,18,18,19,23,25,22,16,20,21,25,25,24,12,20,25,24,23,24,17,17,8,4,6,5,5,12,15,19,25,25,19,15,9,7,5,2,0
2022-03-15 08:00:00,4,8,13,15,20,24,32,36,31,29,34,46,55,47,42,47,45,39,38,38,25,19,17,20,19,21,17,16,13,15,15,13,10,11,8,9,14,13,31,30,14,11,5,0,4,2,0,2,4,9,21,22,26,24,26,29,27,32,32,30,16,31,22,32,30,33,31,27,30,28,29,33,30,40,40,35,30,31,25,22,18,13,9,16,15,25,30,37,46,53,50,41,32,14,6,3,0
2022-03-15 09:00:00,1,5,7,7,11,12,14,14,14,16,22,27,34,31,21,18,13,16,18,21,19,18,11,10,9,8,7,8,6,6,7,7,8,7,8,7,9,8,7,6,8,7,3,3,4,0,3,2,2,3,8,8,8,5,8,8,7,7,9,10,9,10,13,14,20,21,20,23,23,25,28,31,31,29,25,19,11,12,10,12,9,5,8,5,5,7,14,22,36,45,41,29,23,9,5,1,0
2022-03-15 10:00:00,1,1,2,4,7,8,11,12,11,10,8,8,13,11,8,9,7,8,8,7,8,6,5,4,5,6,5,5,4,5,4,5,6,4,4,5,3,3,7,8,5,6,2,0,1,1,0,1,2,3,5,4,1,6,6,5,5,6,8,5,4,10,11,8,11,10,11,10,10,10,11,7,8,11,12,11,10,9,5,8,6,4,5,3,4,5,4,6,14,15,13,11,10,9,7,1,0
2022-03-15 11:00:00,2,4,1,5,7,8,7,8,9,11,12,11,12,9,7,5,4,4,4,6,6,6,10,7,6,5,7,7,5,6,8,8,9,0,8,9,7,10,8,7,6,5,4,2,4,3,2,1,2,5,8,7,2,6,6,5,10,8,8,6,4,0,3,1,5,4,6,7,8,11,10,9,12,13,15,10,10,9,9,10,9,6,4,5,5,7,10,8,11,14,14,12,10,3,1,0,0
2022-03-15 12:00:00,1,2,3,8,5,10,9,9,8,10,8,7,10,9,8,8,9,9,8,9,13,14,12,10,11,9,6,8,6,9,12,11,8,7,5,7,6,6,4,1,4,4,3,3,3,1,0,0,1,3,6,0,8,2,3,7,10,9,9,8,1,9,10,9,8,9,6,8,9,9,10,9,9,10,12,10,7,9,5,6,6,3,7,6,7,5,6,7,7,7,5,6,5,3,6,0,0
2022-03-15 13:00:00,1,7,9,9,9,10,12,11,11,10,11,11,10,11,9,9,6,10,10,11,10,13,12,9,10,11,12,14,14,16,15,17,18,11,4,16,14,12,8,11,12,14,6,0,5,2,0,2,3,2,3,0,4,3,5,0,9,8,9,5,7,6,7,6,9,11,10,9,10,10,10,11,11,11,12,10,10,11,10,10,12,9,10,11,10,10,10,15,19,20,10,16,11,7,5,4,0
2022-03-15 14:00:00,3,4,5,5,8,10,11,11,10,12,9,10,10,10,6,8,6,8,6,6,7,8,12,12,13,14,5,10,10,13,16,18,14,11,9,10,11,9,14,10,8,9,8,2,4,3,1,1,2,5,6,7,7,3,8,5,7,6,6,7,4,5,8,9,10,11,19,16,18,16,18,14,10,9,10,10,11,13,11,14,17,16,4,10,8,8,9,9,12,14,13,12,9,6,3,2,0
2022-03-15 15:00:00,1,3,4,6,8,13,14,15,15,13,12,12,11,6,7,8,29,29,27,21,23,18,20,15,14,14,15,15,14,18,17,15,12,11,9,6,8,6,6,7,7,9,9,5,2,3,3,1,2,3,4,0,9,10,7,9,8,9,8,8,7,8,3,8,8,11,10,14,8,10,15,13,12,13,15,14,14,13,14,11,11,15,10,13,13,14,16,10,12,10,14,8,8,6,2,1,0
2022-03-15 16:00:00,2,7,9,13,12,21,20,20,17,12,10,10,12,7,14,13,13,14,10,14,15,15,13,13,13,15,14,16,15,18,39,39,38,37,38,41,40,31,22,31,30,27,26,24,18,15,13,3,2,6,9,8,12,10,10,11,22,11,22,21,0,23,21,22,21,21,28,36,36,39,37,29,24,19,18,16,18,27,25,21,13,12,13,17,15,15,14,16,18,22,20,20,16,10,5,0,0
2022-03-15 17:00:00,1,12,14,22,28,32,33,30,28,19,16,12,11,9,8,11,12,11,11,14,19,20,18,15,17,17,18,17,16,22,22,23,18,17,14,16,11,11,12,11,10,8,7,6,5,3,4,2,4,7,12,6,14,13,13,9,11,13,13,7,0,6,7,8,12,11,11,12,16,15,16,16,14,15,22,19,17,18,16,21,16,19,20,24,24,24,23,19,18,18,15,13,10,5,4,2,0
2022-03-15 18:00:00,4,13,19,29,36,40,39,41,27,24,15,11,9,6,9,12,17,20,21,20,22,24,20,17,21,21,21,22,22,26,31,30,27,24,25,24,23,22,15,15,14,14,11,10,7,3,2,1,6,12,13,5,18,13,15,14,20,24,22,14,15,16,18,16,16,13,13,14,18,21,20,20,16,16,17,20,23,24,24,26,26,31,32,37,36,29,26,24,22,26,26,17,14,11,8,4,0
2022-03-15 19:00:00,1,8,7,10,11,14,18,19,17,11,16,10,12,11,8,13,13,16,15,17,17,21,19,16,17,15,16,16,17,17,19,18,16,14,14,15,16,16,17,13,10,11,12,9,6,3,1,3,0,3,4,4,8,7,4,7,8,10,9,7,6,8,2,5,8,9,8,11,10,16,16,16,13,16,17,16,15,16,15,13,16,12,16,35,37,26,17,17,19,19,17,14,11,10,5,2,0
2022-03-15 20:00:00,0,4,6,7,11,8,9,9,16,13,9,5,5,5,5,7,6,7,11,10,11,12,9,9,12,5,9,10,10,11,14,13,10,9,9,9,10,9,10,9,10,9,5,8,6,4,2,1,0,3,5,2,5,3,4,0,6,4,8,7,0,7,6,4,9,9,6,5,4,5,6,7,7,10,12,10,12,12,11,9,12,14,12,16,17,13,11,10,9,12,8,6,7,6,2,1,0
2022-03-15 21:00:00,1,5,6,9,8,13,15,14,12,11,9,5,6,5,5,8,11,13,16,15,14,15,7,11,15,16,15,15,13,11,13,13,11,13,0,7,7,5,7,5,6,6,7,6,2,1,0,1,0,1,1,0,5,4,3,1,4,5,5,4,0,8,9,8,8,7,7,7,6,9,8,9,10,8,10,9,11,9,12,14,24,15,18,24,25,15,16,13,13,12,5,7,6,2,1,0,0
2022-03-15 22:00:00,0,4,4,7,11,13,16,15,11,8,6,5,4,4,2,4,7,14,23,24,27,23,23,20,22,20,16,18,14,14,15,5,15,13,12,12,15,15,13,12,10,9,4,2,6,3,2,1,1,3,2,0,4,4,3,5,7,8,6,3,2,4,2,2,4,6,8,7,8,10,14,13,12,19,23,23,19,17,15,17,24,21,22,23,22,19,16,14,14,13,12,10,8,5,4,0,0
2022-03-15 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,4,3,9,9,10,11,9,8,7,9,0,0,8,9,7,6,8,9,12,9,10,7,2,5,4,2,1,1,0,1,2,0,1,4,0,3,9,9,8,6,0,6,6,5,4,3,2,2,4,4,5,6,2,8,8,11,10,5,9,8,6,7,6,11,16,11,9,8,6,7,0,4,3,1,1,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,2,2,3,6,3,7,5,9,12,15,5,17,10,10,7,6,8,7,7,0,7,9,6,0,8,0,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,0,1,3,0,3,5,7,3,7,5,5,9,10,8,9,7,2,7,5,3,4,7,7,6,5,6,5,2,2,1,2,3,2,1,0,1,3,5,8,9,0,8,2,3,0,2,2,3,4,0,4,0,3,0,0,3,4,6,6,5,0,6,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,1,1,3,2,4,3,3,5,6,6,6,7,10,8,8,7,6,3,5,6,5,5,2,2,3,5,4,3,1,2,3,1,2,1,4,3,2,2,3,2,6,8,3,0,1,0,0,1,0,1,2,4,4,3,0,5,6,6,5,4,0,3,4,6,8,10,10,7,10,12,6,5,5,11,12,9,8,7,2,10,9,7,6,3,3,3,5,7,11,12,10,8,8,7,4,0,0
2022-03-16 07:00:00,2,6,14,15,10,15,15,19,24,29,37,24,25,26,28,23,13,16,17,20,15,15,16,7,10,14,18,19,8,18,8,7,7,7,6,7,10,14,7,10,9,9,6,2,5,4,2,2,4,14,26,4,32,31,25,13,22,26,25,13,12,13,15,16,18,16,13,14,19,23,18,20,23,29,34,29,22,24,18,16,7,6,4,6,5,12,16,26,35,39,35,19,18,6,5,1,0
2022-03-16 08:00:00,2,6,15,16,21,26,27,26,26,28,36,43,54,44,42,31,26,30,30,29,21,16,14,17,16,17,11,12,12,12,10,9,10,9,4,10,14,12,22,20,18,17,4,0,3,5,2,3,5,8,19,16,16,12,21,18,15,13,17,17,15,18,21,20,21,26,25,23,34,37,37,39,32,41,40,28,20,25,21,19,17,12,10,9,8,22,31,40,50,52,53,45,35,20,9,2,0
2022-03-16 09:00:00,3,3,6,5,6,8,11,15,18,22,26,31,36,32,27,22,18,17,16,16,17,14,9,9,10,9,8,7,6,6,5,7,8,7,6,6,8,8,10,8,11,6,5,3,3,2,1,1,3,7,10,11,10,10,12,11,8,9,9,11,10,17,18,17,20,22,19,16,20,22,23,26,25,24,21,17,15,17,15,14,7,11,8,9,8,10,11,16,20,23,23,16,12,9,4,1,0
2022-03-16 10:00:00,0,2,3,4,6,8,7,9,8,7,15,16,20,14,8,9,8,7,6,7,7,9,7,4,4,6,5,5,3,6,8,7,6,3,0,4,4,5,8,9,7,6,4,3,3,1,0,2,1,2,5,2,6,7,8,2,11,10,10,11,10,9,10,1,11,8,10,9,10,9,8,10,10,13,12,13,9,12,5,11,8,6,5,3,5,4,6,6,8,10,9,8,4,5,2,1,0
2022-03-16 11:00:00,1,3,5,8,9,10,9,9,9,9,10,10,15,12,10,8,8,7,6,6,5,4,5,4,4,4,3,4,3,6,9,10,9,8,5,7,6,6,4,6,7,5,4,0,3,2,3,5,0,6,7,4,8,8,7,5,6,5,5,4,3,2,4,4,7,3,7,6,9,11,12,13,11,11,12,14,11,10,10,9,6,7,6,6,5,7,8,9,12,11,12,7,4,2,2,1,0
2022-03-16 12:00:00,0,5,4,8,11,14,9,15,10,8,8,10,12,11,8,9,9,8,8,10,9,9,10,9,7,7,5,10,9,10,8,7,9,4,6,5,8,7,5,4,2,5,4,3,2,1,0,1,0,1,3,2,3,4,5,6,7,3,6,5,5,6,7,7,9,8,8,7,7,9,9,7,7,6,9,9,11,12,9,7,9,9,9,10,9,6,9,10,10,13,12,14,16,11,6,2,0
2022-03-16 13:00:00,1,6,7,8,9,11,11,13,16,13,12,14,16,12,12,12,12,9,10,11,13,15,11,13,16,14,13,9,11,11,11,12,9,10,6,9,14,15,12,12,11,11,7,0,5,0,3,1,1,3,5,0,5,2,4,7,9,10,9,5,3,8,7,6,6,6,6,8,9,9,13,12,11,13,12,13,14,12,13,13,13,10,11,9,10,10,11,14,12,11,10,9,7,3,2,1,0
2022-03-16 14:00:00,1,2,4,4,6,10,10,18,14,12,9,7,8,6,9,10,12,13,11,12,10,10,12,12,10,9,9,11,12,18,27,29,28,26,15,25,22,22,10,5,6,4,6,4,5,3,0,2,1,5,9,0,11,10,6,8,7,8,8,5,0,0,0,6,7,9,15,10,16,18,14,13,13,15,16,19,20,18,16,13,10,7,8,12,13,12,11,10,11,14,13,11,6,6,3,2,0
2022-03-16 15:00:00,1,5,5,7,12,40,41,36,27,16,10,7,6,7,8,9,24,28,24,15,17,18,17,16,18,9,15,17,15,16,34,20,20,12,19,18,14,13,8,10,6,6,9,7,6,3,1,1,1,3,5,0,4,6,6,7,10,15,15,15,7,14,7,13,9,12,24,23,22,18,15,15,15,16,13,13,15,12,9,8,28,26,26,24,22,18,19,19,18,22,15,8,9,5,5,2,0
2022-03-16 16:00:00,1,4,8,12,11,13,14,13,12,11,10,9,9,9,7,7,9,7,9,9,9,9,9,18,18,16,12,10,11,19,37,39,40,29,27,40,40,29,21,20,14,7,6,3,0,4,4,2,3,6,8,8,9,10,8,8,16,18,17,15,11,14,13,13,16,14,21,25,24,22,22,20,14,16,20,19,21,23,16,12,12,14,18,19,17,17,17,13,13,12,11,11,10,7,3,1,0
2022-03-16 17:00:00,2,7,9,22,22,24,27,29,26,20,16,11,10,10,6,11,12,13,13,11,19,19,20,18,18,17,16,17,18,21,26,23,23,20,20,19,16,18,14,15,13,19,10,8,6,4,0,3,4,7,8,0,13,16,15,13,12,12,12,12,11,10,11,11,11,12,12,13,15,18,19,24,23,21,17,19,20,21,18,16,15,14,17,23,23,18,19,19,18,16,16,13,6,5,4,2,0
2022-03-16 18:00:00,4,10,17,41,51,45,41,36,34,33,21,13,11,11,8,13,13,20,20,24,24,29,31,22,25,29,27,27,29,30,36,34,22,22,23,24,20,17,17,15,16,17,12,11,7,5,6,4,3,7,10,11,19,21,23,20,20,18,16,11,6,7,9,8,12,12,12,13,14,17,19,17,17,16,17,27,35,36,34,38,36,37,40,41,39,40,29,24,21,23,21,15,14,12,4,2,0
2022-03-16 19:00:00,1,5,9,12,19,21,22,23,18,13,19,16,12,11,10,14,13,16,18,15,17,17,13,15,16,18,20,20,17,16,16,18,17,18,16,15,14,12,7,11,9,8,8,6,5,4,2,1,3,4,6,5,4,3,3,0,8,9,10,5,6,5,0,7,14,15,14,12,11,11,13,12,14,14,13,16,15,15,14,16,21,16,17,31,31,15,16,11,12,15,15,15,11,10,4,2,0
2022-03-16 20:00:00,0,4,8,10,13,16,20,21,16,11,11,10,5,5,6,7,7,7,10,10,11,16,12,10,11,11,9,9,7,10,10,11,13,11,10,10,8,7,12,9,11,13,8,2,4,3,1,1,1,2,4,0,8,9,8,6,4,6,3,2,1,0,5,4,7,7,7,7,9,8,8,7,5,11,16,14,15,14,13,12,14,13,14,21,19,17,17,13,11,12,11,8,8,3,2,1,0
2022-03-16 21:00:00,0,2,3,6,10,12,13,14,11,13,10,6,4,4,3,5,6,11,11,10,10,10,11,12,14,13,12,7,5,11,9,9,8,8,4,6,11,10,11,11,9,11,8,7,4,4,2,1,1,2,2,0,7,2,3,2,4,5,6,5,4,5,6,3,5,7,6,5,7,8,9,10,5,15,16,15,14,13,16,15,21,17,16,18,19,14,13,10,12,15,14,11,8,6,3,2,0
2022-03-16 22:00:00,0,3,7,19,19,20,12,16,13,10,9,8,9,7,5,6,7,14,17,15,17,17,16,17,18,19,25,22,19,18,17,18,17,16,15,14,11,10,8,7,8,6,5,4,4,2,1,2,4,3,1,0,4,3,2,5,7,8,8,6,0,0,0,4,10,10,10,12,12,10,10,7,9,16,19,19,17,16,16,17,20,23,24,25,22,19,19,17,12,10,6,9,4,4,2,0,0
2022-03-16 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,4,6,10,11,13,12,14,9,8,9,2,9,8,6,6,10,10,12,13,14,12,10,8,6,3,1,1,0,3,2,0,4,3,2,3,4,4,5,4,0,3,2,3,1,0,0,4,5,6,2,4,4,5,8,8,7,7,8,11,10,9,8,11,10,12,10,8,6,6,4,6,3,4,2,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,5,6,2,7,9,8,5,4,9,13,16,4,18,17,15,4,14,11,11,8,0,5,10,11,0,10,0,9,8,8,0,0,8,7,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,0,1,2,0,2,3,3,4,5,7,7,8,7,6,8,7,6,5,6,3,5,4,3,5,5,3,4,3,3,2,1,3,4,3,1,3,4,2,1,3,0,0,1,1,0,2,1,1,1,0,0,0,0,2,0,4,5,5,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 06:00:00,1,4,2,3,5,6,5,7,3,8,7,13,14,12,6,6,4,7,6,4,4,5,6,4,3,2,1,3,2,2,4,2,4,6,3,5,4,3,6,5,6,7,4,2,1,1,0,1,2,4,6,8,3,7,6,6,8,5,6,6,0,6,4,5,7,10,8,7,11,12,13,5,7,7,6,5,5,4,1,5,4,3,3,4,3,5,7,9,11,13,14,10,7,5,2,0,0
2022-03-17 07:00:00,2,8,10,8,10,11,12,19,23,29,36,41,28,23,20,23,11,14,16,20,16,13,11,7,8,15,16,18,11,17,8,9,6,5,1,10,12,13,12,15,19,17,4,3,2,1,0,2,4,7,13,12,14,14,13,12,13,15,13,10,11,11,19,25,26,24,11,12,18,19,20,20,21,24,29,25,21,21,19,18,7,5,4,2,4,14,18,22,35,37,32,21,19,5,3,2,0
2022-03-17 08:00:00,2,5,14,16,19,21,23,28,30,32,36,39,43,39,35,41,34,32,31,33,28,23,25,25,29,27,20,9,8,11,12,12,13,12,9,8,13,14,16,14,15,15,7,6,4,3,2,2,6,7,12,11,13,12,11,13,13,15,18,16,9,18,16,13,18,20,17,19,24,27,27,26,24,32,32,27,27,29,24,21,20,15,10,13,11,17,22,28,35,43,41,41,36,13,8,3,0
2022-03-17 09:00:00,1,3,4,4,10,11,14,16,17,20,23,26,31,29,24,23,19,15,14,14,15,13,12,14,16,7,17,8,6,5,6,5,6,3,7,2,6,4,8,8,9,8,6,4,3,3,0,1,2,5,10,10,11,11,11,10,8,12,15,15,12,13,14,15,20,12,20,22,23,25,27,28,18,23,20,17,14,14,11,12,8,8,8,9,8,12,13,18,25,25,19,15,14,6,6,2,0
