Unnamed: 0,1_김포교통(기점가상),2_방화도시7단지.국립국어원,3_방화역,4_한서고등학교.보람아파트,5_방화동동부센트레빌아파트,6_방화동도시개발2단지아파트,7_서남환경공원.마곡청구아파트,8_서남물재생센터,9_마곡실내배드민턴장,10_서울식물원.식물문화센터,11_서울식물원.숲문화학교,12_LG사이언스파크,13_발산역,14_등촌3동천주교회,15_등촌3동주공10단지아파트,16_서울서진학교,17_서울서진학교.우체국앞.허준박물관,18_가양도시개발4단지아파트,19_가양도시개발5단지아파트,20_가양초등학교,21_가양3동도시개발9단지아파트,22_블루나인비지니스센터.이마트,23_태영.삼성한사랑아파트,24_태영송화아파트,25_염창동관음삼성아파트,26_염창동새마을금고,27_염창동아3차아파트,28_안양천입구,29_양평동한솔아파트,30_양평한신아파트.선유도공원입구,31_양화대교전망카페,32_합정역(가상),33_합정역,34_서교동,35_홍대입구역(가상),36_홍대입구역,37_동교동삼거리,38_신촌오거리.현대백화점,39_신촌오거리.2호선신촌역,40_이화여대입구,41_이화여대입구,42_대흥교회,43_서강대학교후문,44_마포자이2차아파트.대흥역,45_광성중고등학교,46_서강대학교,47_신촌로터리,48_신촌오거리.현대백화점,49_동교동삼거리,50_홍대입구역(가상),51_홍대입구역,52_서교동,53_합정역(가상),54_합정역,55_양화대교전망카페,56_양평한신아파트.선유도공원입구,57_영등포아리수정수센터,58_염창동아3차아파트.나이아가라호텔,59_염창동새마을금고,60_염창동한마음.관음삼성아파트,61_금호.한솔아파트,62_블루나인비지니스센터.이마트,63_가양도시개발9단지.세현고등학교,64_가양3동주민센터,65_가양3동도시개발6단지아파트,66_가양2동강변아파트,67_대림경동아파트,68_탑산초등학교허준박물관,69_강서한강자이아파트,70_등촌3동대림아파트,71_등촌3동천주교회,72_등촌주공5단지아파트,73_발산역4번출구,74_발산역9번출구,75_LG사이언스파크,76_서울식물원.숲문화학교,77_겸재정선미술관.서울식물원,78_마곡실내배드민턴장,79_서남물재생센터,80_서남환경공원.마곡청구아파트,81_방화동도시개발2단지아파트,82_방화동동부센트레빌아파트,83_한서고등학교.보람아파트,84_방화역,85_방화3동주민센터.국립국어원,86_김포교통(종점가상)
2022-03-25 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 04:00:00,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 05:00:00,0,1,2,0,1,2,3,0,0,0,0,2,1,1,1,0,2,0,1,2,2,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 06:00:00,0,1,1,2,0,1,2,1,0,0,0,0,1,0,1,0,2,1,2,2,3,4,4,5,9,10,11,9,6,4,0,7,4,3,2,3,2,1,0,3,4,5,4,1,5,4,3,1,1,2,0,0,1,4,3,0,2,1,3,5,4,0,2,4,3,0,3,2,4,5,4,5,3,6,0,4,0,0,3,1,0,0,0,0,0,0
2022-03-25 07:00:00,0,3,5,0,2,5,7,6,3,4,0,2,4,7,5,5,1,7,7,12,13,12,13,15,18,23,25,24,27,28,0,25,13,14,13,10,6,5,3,2,5,5,3,1,2,3,0,2,3,0,9,2,0,14,6,12,13,11,10,13,13,13,10,14,18,15,14,14,9,11,11,10,6,8,4,2,5,0,4,3,1,2,1,0,0,0
2022-03-25 08:00:00,0,2,3,3,8,10,13,7,9,8,12,6,8,6,8,9,10,8,11,11,14,15,18,22,24,26,29,29,31,37,36,31,17,14,13,9,9,8,9,11,14,13,10,9,5,4,3,4,5,3,7,8,0,20,18,16,22,12,20,19,19,16,14,16,18,19,22,19,16,17,15,13,10,12,6,4,5,0,0,2,2,0,1,0,0,0
2022-03-25 09:00:00,0,1,2,1,1,4,5,0,0,0,2,4,3,2,4,3,6,7,6,9,9,9,12,12,14,16,21,20,13,21,12,18,13,11,10,6,7,4,2,5,8,8,4,4,3,3,4,5,1,3,6,7,3,7,9,6,7,6,7,8,7,6,5,7,8,7,6,6,5,6,4,4,3,5,2,1,2,0,0,3,4,5,3,2,0,0
2022-03-25 10:00:00,0,1,0,0,3,4,9,0,0,0,0,5,4,4,3,3,0,4,4,7,8,10,10,9,13,16,14,15,11,12,12,14,10,8,7,8,6,2,0,2,2,4,3,4,0,2,1,3,4,1,5,2,1,6,3,5,6,3,4,6,6,7,6,6,5,5,6,4,0,5,5,4,3,3,0,2,0,4,0,1,0,1,0,0,0,0
2022-03-25 11:00:00,0,1,2,2,3,3,5,6,5,0,5,6,5,3,0,0,5,0,5,6,5,10,14,6,15,16,17,5,0,0,0,4,11,10,9,8,8,4,5,2,3,2,3,0,4,1,1,3,5,4,5,6,0,7,0,0,8,7,7,8,7,8,6,7,7,6,8,7,2,3,3,4,2,7,5,1,5,6,5,2,1,0,0,0,0,0
2022-03-25 12:00:00,0,1,1,2,3,5,3,0,4,8,4,6,4,6,3,2,4,5,8,8,4,7,11,11,12,14,15,13,0,15,0,15,9,8,5,5,2,4,0,2,4,4,3,3,2,4,3,5,1,2,6,2,1,8,0,0,8,7,8,15,7,9,16,9,17,16,9,10,15,10,16,15,4,6,5,0,3,4,0,1,2,0,1,0,0,0
2022-03-25 13:00:00,0,1,5,2,3,3,4,2,0,0,2,3,4,4,28,6,28,25,7,6,7,8,9,11,12,12,13,11,0,12,0,12,11,8,7,7,6,6,5,7,5,6,2,0,3,6,3,7,7,2,6,5,0,9,6,0,11,9,9,10,9,7,7,6,7,7,8,9,8,7,9,6,5,5,3,0,0,2,1,3,3,2,2,1,0,0
2022-03-25 14:00:00,0,0,4,5,5,3,5,5,4,3,0,4,4,6,10,9,8,10,11,22,21,19,19,18,9,9,8,0,7,10,8,5,8,6,7,4,4,5,5,6,6,6,5,5,6,5,4,7,8,6,11,13,0,13,6,0,12,11,9,9,10,10,12,14,13,12,13,14,14,13,12,10,6,6,6,3,1,0,2,7,4,0,3,2,0,0
2022-03-25 15:00:00,0,0,2,3,7,3,7,0,4,6,0,3,11,13,5,15,14,8,9,15,17,18,19,17,15,12,16,9,0,10,0,9,6,5,4,7,5,6,4,6,7,7,4,3,6,1,8,10,10,8,10,11,7,13,0,7,14,10,11,12,9,8,7,6,5,7,5,4,5,8,9,9,6,9,5,0,6,5,3,2,1,2,1,0,0,0
2022-03-25 16:00:00,0,2,1,3,9,10,6,0,0,3,10,12,11,11,8,9,18,18,19,10,20,19,22,19,22,22,22,13,17,21,20,16,12,14,8,9,7,5,6,7,7,7,11,10,11,12,10,9,11,0,17,15,11,14,8,13,14,12,11,11,12,11,13,13,14,6,14,5,15,14,11,9,4,4,6,0,10,7,8,7,5,3,4,3,0,0
2022-03-25 17:00:00,0,0,2,3,3,4,7,8,9,9,12,15,11,10,12,15,17,7,16,16,21,23,21,21,22,22,24,15,25,28,0,27,19,20,18,14,9,7,6,10,10,10,8,7,8,8,9,12,14,12,21,24,23,31,26,26,27,25,19,16,13,13,15,16,9,16,18,19,21,21,19,17,8,8,11,10,12,8,10,8,5,2,1,0,0,0
2022-03-25 18:00:00,0,2,5,4,5,6,7,4,3,5,5,8,9,10,9,12,21,24,23,24,33,37,39,39,39,40,41,37,39,40,39,36,21,19,15,13,13,10,12,15,16,14,18,15,16,19,18,17,18,16,21,30,28,29,28,22,29,23,22,17,16,17,23,24,23,18,20,20,24,22,22,18,8,7,10,10,12,11,11,9,8,4,3,2,0,0
2022-03-25 19:00:00,0,1,2,1,4,2,4,8,0,3,0,5,6,6,5,0,6,2,5,6,8,12,11,11,11,13,17,16,17,9,0,14,9,7,3,5,4,6,5,6,12,13,7,6,5,5,6,9,10,5,15,26,23,33,19,32,34,26,24,18,17,13,12,12,10,9,9,0,10,19,16,13,4,4,5,0,5,6,5,3,2,0,3,1,0,0
2022-03-25 20:00:00,0,0,2,0,3,2,2,0,1,0,0,2,3,5,6,0,0,7,2,7,2,9,10,9,7,8,4,7,10,6,4,7,6,6,5,7,5,3,0,3,3,2,2,2,2,3,3,4,7,6,11,14,0,17,16,0,17,14,10,8,11,13,10,8,6,3,4,3,3,2,5,1,4,5,4,0,2,5,4,0,3,1,2,0,0,0
2022-03-25 21:00:00,0,0,2,0,3,0,1,0,1,0,2,3,6,7,5,8,0,3,6,5,3,6,5,4,3,2,1,0,4,5,0,0,3,3,0,2,3,5,4,3,3,3,1,3,5,6,0,7,8,0,13,16,0,20,19,0,20,17,18,13,11,10,10,11,10,9,8,3,7,4,5,4,5,6,7,2,6,7,6,5,4,2,2,1,0,0
2022-03-25 22:00:00,0,0,1,0,0,2,0,0,2,0,0,2,8,14,0,11,8,7,6,0,5,4,1,5,5,3,3,3,2,4,0,3,2,3,0,5,2,4,0,7,5,3,4,5,6,8,8,13,14,0,22,28,0,30,29,27,26,25,23,17,15,11,9,7,8,8,7,6,5,4,8,7,4,6,7,0,0,0,6,5,2,0,1,0,0,0
2022-03-25 23:00:00,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,4,0,0,0,3,0,5,6,5,4,6,5,3,0,0,0,0,5,4,3,7,3,8,9,10,11,10,9,6,4,3,2,5,5,0,13,16,0,22,0,20,23,21,19,15,11,10,9,9,7,8,7,0,6,5,4,4,5,5,6,5,4,0,0,3,1,0,1,0,0,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,1,2,0,0,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,0,1,0,0,0,1,1,0,0,0,0,2,3,0,1,0,0,1,2,3,2,0,4,1,2,0,3,0,0,0,0,2,0,2,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 07:00:00,0,0,1,0,0,1,2,0,0,0,1,0,1,1,1,0,1,2,2,3,3,2,3,5,6,7,0,5,6,8,0,5,4,3,0,2,2,1,0,0,0,1,1,2,0,0,0,2,0,1,1,2,0,2,0,3,4,3,2,0,2,2,2,3,2,3,5,6,7,6,5,4,3,4,1,0,3,0,2,0,1,0,0,0,0,0
2022-03-26 08:00:00,0,0,1,1,2,3,4,0,5,0,0,4,4,3,2,0,2,6,7,7,9,8,7,6,9,10,9,6,6,7,0,8,7,5,0,5,7,5,4,3,4,2,4,3,1,0,0,1,0,0,2,0,0,2,0,0,4,1,3,4,5,2,6,7,4,3,6,2,3,2,7,4,1,4,3,0,2,0,0,0,1,1,0,0,0,0
2022-03-26 09:00:00,0,2,0,3,2,2,4,1,0,0,0,2,4,3,4,0,5,9,6,9,11,9,10,13,17,17,18,16,15,16,15,9,11,10,7,9,8,3,1,7,9,3,3,3,3,1,2,4,2,1,5,4,0,1,1,0,4,4,5,3,2,2,3,8,6,10,11,10,11,12,8,6,1,4,0,2,1,0,0,0,3,2,1,0,0,0
2022-03-26 10:00:00,0,0,1,0,0,4,0,0,2,0,0,1,1,1,1,0,1,3,4,5,5,6,12,13,14,15,16,12,17,19,18,16,13,11,7,6,7,3,2,2,3,4,4,3,2,3,1,4,3,2,3,3,0,4,0,3,2,2,3,0,1,2,3,0,6,5,4,0,6,7,8,5,4,2,1,0,0,0,0,0,1,1,0,0,0,0
2022-03-26 11:00:00,0,5,1,0,2,5,6,0,0,8,1,5,2,3,3,4,4,5,3,10,9,11,11,12,15,21,23,19,27,31,30,26,16,15,13,11,11,8,5,3,6,6,6,6,10,8,4,6,7,5,8,7,5,6,0,4,5,6,8,11,4,3,5,6,8,4,3,0,7,7,4,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0
2022-03-26 12:00:00,0,0,1,0,5,1,5,0,0,0,0,2,8,5,6,7,8,10,9,11,15,19,20,18,24,26,18,26,20,27,26,23,16,16,14,11,8,4,4,2,4,7,7,4,5,5,3,5,6,5,9,9,0,8,7,5,0,7,7,10,12,11,9,10,10,10,10,0,5,9,9,7,6,3,5,2,0,0,0,0,2,0,0,0,0,0
2022-03-26 13:00:00,0,0,1,0,3,2,4,0,3,5,0,4,8,10,9,8,7,10,8,9,11,12,19,18,18,22,25,23,26,28,21,23,17,16,10,18,15,7,6,8,4,4,5,4,5,6,3,8,5,7,9,11,8,13,7,6,14,16,15,15,15,12,13,12,9,10,9,4,11,10,9,8,5,4,3,1,2,1,2,2,1,0,0,0,0,0
2022-03-26 14:00:00,0,1,1,2,5,6,6,0,5,5,4,4,4,4,5,6,5,9,8,10,14,19,20,21,22,24,29,27,0,28,0,28,23,22,20,15,13,6,5,1,2,3,7,6,5,4,4,6,5,5,13,14,13,18,0,16,15,15,15,15,15,11,8,8,7,8,10,6,10,9,7,6,5,6,2,4,3,2,1,2,1,1,0,0,0,0
2022-03-26 15:00:00,0,1,0,0,2,4,8,0,11,5,13,2,6,6,7,5,0,8,10,11,13,14,7,15,17,22,22,22,16,20,24,22,22,18,16,10,7,8,5,4,7,6,5,8,7,3,2,10,11,4,20,18,10,25,24,20,12,14,14,13,12,11,10,12,8,11,10,7,9,8,8,6,7,5,5,4,5,0,6,4,5,3,2,0,0,0
2022-03-26 16:00:00,0,2,4,5,3,5,6,5,6,19,18,10,6,9,10,7,11,13,15,17,17,11,19,20,22,22,21,22,22,23,0,20,13,14,12,9,8,4,0,3,4,5,9,9,7,6,6,18,13,11,19,23,21,22,0,5,20,22,19,22,19,20,7,18,17,16,10,13,8,12,11,9,5,5,4,0,2,5,3,5,0,3,1,0,0,0
2022-03-26 17:00:00,0,0,3,0,4,5,6,0,6,9,9,7,9,10,15,7,0,6,10,14,0,13,14,16,18,18,19,16,18,26,21,23,17,16,11,11,11,7,0,6,11,10,9,8,1,3,7,10,12,6,16,22,21,23,22,10,23,22,20,17,15,17,13,12,10,12,13,4,12,11,15,14,11,5,6,4,5,4,3,6,3,2,0,0,0,0
2022-03-26 18:00:00,0,0,1,0,1,1,3,0,0,4,0,5,4,5,8,14,9,8,14,17,19,15,17,14,20,20,21,21,9,17,0,20,14,17,12,10,9,6,7,8,11,9,4,4,9,11,13,16,15,13,19,22,11,25,19,17,19,18,27,21,13,13,12,12,16,17,19,11,18,16,8,4,2,8,6,4,0,5,4,3,1,1,0,0,0,0
2022-03-26 19:00:00,0,0,2,2,1,1,2,0,2,0,0,1,5,6,0,5,2,3,5,3,4,7,9,8,11,12,13,8,7,12,0,14,10,9,8,9,3,3,1,5,7,5,7,9,3,4,10,14,13,12,13,16,14,19,17,12,19,17,18,18,13,8,7,10,9,10,10,2,11,12,15,12,9,7,7,6,11,7,6,10,5,1,3,0,0,0
2022-03-26 20:00:00,0,0,2,0,2,3,5,0,0,4,0,2,2,3,4,0,3,4,0,5,3,7,3,7,7,6,5,5,4,2,0,5,5,0,4,3,0,2,0,2,4,0,3,3,0,3,4,9,9,6,12,15,0,28,14,26,24,22,18,17,15,7,6,7,3,4,1,0,6,0,2,5,3,5,2,0,3,0,2,2,0,1,1,0,0,0
2022-03-26 21:00:00,0,0,4,0,1,1,2,0,0,0,1,0,4,3,2,2,0,3,0,1,0,7,8,8,5,4,2,0,0,0,0,3,1,0,2,5,1,3,3,2,0,1,1,0,2,4,1,7,6,0,20,25,0,27,26,0,26,26,23,17,13,12,10,9,8,6,6,0,5,5,4,4,1,3,3,0,3,5,2,3,2,3,0,1,0,0
2022-03-26 22:00:00,0,0,1,0,2,0,2,3,0,0,0,0,7,7,9,5,0,2,8,7,6,6,2,2,7,5,7,3,1,5,0,2,5,5,1,6,2,3,0,2,1,2,3,2,4,5,4,8,9,7,20,21,15,22,20,19,23,21,19,15,13,9,6,6,5,6,5,4,3,2,4,2,2,8,7,0,0,0,0,6,4,2,1,0,0,0
2022-03-26 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,2,0,0,4,0,5,0,1,0,0,0,0,0,0,2,14,0,15,15,11,10,6,11,8,2,3,2,1,1,6,5,0,13,27,26,43,40,32,27,24,18,13,12,8,11,9,7,6,4,4,4,3,1,0,1,2,0,0,0,0,1,0,0,2,0,0,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,2,2,4,0,0,5,0,0,4,0,3,0,0,2,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,2,0,3,2,2,3,3,4,2,0,0,0,2,1,2,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,2,0,0,0,0,1,0,0,2,1,0,0,3,2,2,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 07:00:00,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,2,2,3,2,0,1,0,4,4,0,0,1,0,5,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,3,2,0,2,3,1,4,1,0,6,5,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 08:00:00,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,1,2,3,8,9,4,4,5,1,5,0,4,7,6,0,3,4,3,2,3,3,2,0,0,1,1,0,0,2,0,1,2,1,0,3,0,1,5,0,5,0,4,5,6,7,2,6,0,0,0,0,5,2,1,4,2,1,3,1,0,0,0,0,0,0,1,0,0,0,0
2022-03-27 09:00:00,0,0,1,0,0,2,3,0,2,0,0,0,2,3,4,0,0,5,5,7,8,7,7,7,9,7,9,9,8,9,8,7,6,5,3,4,4,3,0,4,0,3,2,0,2,0,0,1,0,0,0,0,0,3,2,1,3,4,5,5,6,3,5,4,6,7,8,5,6,6,4,5,2,1,0,0,3,4,2,1,3,2,1,0,0,0
2022-03-27 10:00:00,0,0,1,0,0,2,2,0,0,3,0,2,2,3,4,4,5,3,4,6,0,9,12,13,15,16,13,15,15,17,9,16,13,9,3,5,5,6,5,3,2,1,0,1,1,0,0,2,1,1,2,0,0,5,4,3,0,0,4,5,6,2,5,6,7,0,5,4,3,2,3,2,0,7,1,6,5,0,2,1,0,0,0,0,0,0
2022-03-27 11:00:00,0,1,2,0,1,2,2,0,0,1,0,0,1,3,4,0,5,4,5,10,5,11,12,16,13,17,19,14,0,20,20,18,15,15,13,8,7,2,3,1,4,3,3,3,4,3,5,1,6,5,4,1,0,7,0,0,5,0,2,6,6,7,5,1,6,7,11,5,0,10,10,7,6,7,6,1,0,5,4,0,3,2,1,0,0,0
2022-03-27 12:00:00,0,1,1,3,4,5,5,0,4,2,2,0,3,7,11,10,0,12,12,11,14,18,16,20,28,26,28,25,22,0,27,26,19,14,8,4,5,3,3,2,2,0,0,1,2,0,3,5,5,2,6,8,0,9,8,8,9,9,9,7,10,11,11,4,10,9,8,7,7,6,7,6,4,5,2,3,4,0,0,2,0,0,0,0,0,0
2022-03-27 13:00:00,0,5,7,2,3,5,8,7,0,9,0,7,3,4,5,0,5,4,6,9,5,10,15,21,12,24,16,25,27,14,26,25,22,20,17,7,6,3,1,2,0,1,1,2,4,3,1,7,9,7,10,12,8,11,8,7,7,9,7,8,5,3,8,9,0,8,8,8,9,9,9,8,7,5,0,3,3,0,0,4,1,1,0,0,0,0
2022-03-27 14:00:00,0,0,3,3,4,6,8,0,3,0,6,6,6,7,8,9,10,9,11,11,11,14,15,19,17,21,23,24,20,18,23,21,18,18,15,13,11,6,6,3,4,3,7,6,8,7,5,8,3,7,8,9,5,16,14,8,9,12,9,11,9,8,9,10,12,14,0,11,11,7,11,10,8,9,6,2,2,0,2,2,0,1,0,0,0,0
2022-03-27 15:00:00,0,1,1,1,3,3,4,0,6,8,0,9,9,10,8,11,10,9,8,8,8,7,12,13,13,16,19,20,22,14,0,21,20,19,13,8,6,5,4,4,4,4,4,4,4,5,5,7,9,8,14,13,9,20,8,10,15,14,12,12,8,14,11,10,9,8,9,9,8,8,9,7,6,8,1,3,6,0,4,4,3,2,1,0,0,0
2022-03-27 16:00:00,0,3,1,5,2,9,11,10,0,12,9,7,5,6,5,4,7,8,7,10,12,14,16,11,16,17,19,0,15,25,9,19,12,9,10,6,6,4,3,3,4,3,2,1,4,5,1,10,11,3,13,14,0,24,0,26,25,26,26,21,19,13,11,12,11,13,10,0,12,6,15,10,10,9,7,7,0,0,5,1,6,0,0,0,0,0
2022-03-27 17:00:00,0,0,0,1,3,4,8,0,0,5,12,11,6,5,6,6,8,7,7,9,8,9,10,12,14,15,17,18,21,23,11,20,18,16,12,7,4,4,2,2,3,2,4,3,5,6,0,8,6,7,15,11,8,17,0,19,18,16,19,16,15,13,18,14,14,12,11,0,10,10,8,6,4,5,6,0,0,5,4,3,2,2,0,0,0,0
2022-03-27 18:00:00,0,2,3,0,3,3,4,5,2,12,11,5,3,0,1,0,1,1,3,2,2,3,6,10,7,12,13,11,11,14,0,13,12,9,8,9,8,5,5,8,10,7,4,2,6,7,6,9,6,5,20,21,20,27,26,24,20,20,16,11,9,11,8,9,8,0,9,8,7,8,10,6,9,7,8,0,9,0,8,7,4,3,1,0,0,0
2022-03-27 19:00:00,0,0,1,0,0,0,0,1,0,0,0,2,4,4,0,5,0,2,5,3,5,6,8,7,4,4,6,4,0,0,0,3,7,8,1,3,1,2,3,4,3,2,5,4,4,0,2,6,5,4,14,16,0,27,10,24,11,18,16,15,10,7,4,6,3,8,0,0,0,3,1,8,5,5,0,0,0,0,3,1,2,0,1,1,0,0
2022-03-27 20:00:00,0,0,1,1,0,2,0,0,0,0,0,0,1,5,5,4,4,3,3,4,5,5,0,4,4,3,5,6,7,6,0,5,8,7,7,7,5,4,2,3,5,4,2,0,1,3,4,8,11,0,16,23,22,30,25,27,25,24,17,14,15,14,11,10,7,4,4,3,3,2,2,0,5,9,0,0,5,0,0,8,2,0,0,0,0,0
2022-03-27 21:00:00,0,0,1,0,0,1,0,0,0,0,0,5,6,3,0,3,4,3,2,0,5,5,4,3,2,0,2,0,0,0,4,3,7,5,4,5,5,5,4,4,6,6,5,2,5,2,0,5,5,0,18,20,0,29,26,28,0,26,18,17,14,12,10,8,7,8,6,5,3,3,2,1,0,3,4,2,3,0,4,3,1,0,0,0,0,0
2022-03-27 22:00:00,0,0,0,0,1,2,0,1,0,0,0,0,9,9,0,10,0,11,3,9,6,3,0,2,3,3,0,0,0,3,0,2,3,4,3,5,4,3,0,4,5,3,2,0,2,2,2,9,5,0,10,11,0,15,0,12,13,14,12,7,6,5,3,4,0,3,4,3,2,4,1,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0
2022-03-27 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,1,0,3,0,4,3,0,2,1,0,0,5,0,2,0,0,3,4,2,9,8,6,3,5,3,4,1,0,0,0,1,5,8,0,9,11,8,13,12,13,12,12,11,9,7,4,4,2,1,0,2,0,1,0,0,1,0,3,0,0,0,0,2,0,1,0,0,0,0,0
