Unnamed: 0,1_기점용두동,2_용두사거리,3_용두5통앞,4_용두6통앞,5_용두7통앞,6_용두초등학교앞,7_용두초등학교입구.금륜사앞,8_서오릉입구,9_시계입구가게앞검문소,10_806의무경찰대.우남아파트,11_수국사입구,12_선정중고등학교,13_선진운수종점,14_구산동주민센터.구산치안센터,15_구산중학교.구산교회,16_시립서북병원세현교회앞,17_서울기독대학교입구,18_우남교통,19_신사동고개.은평지역자활센터,20_응암역신사오거리,21_신진과학기술고교.이마트은평점,22_본서부병원,23_은평세무서,24_은평구청,25_녹번역,26_산골고개,27_홍제역(중).서대문세무서,28_홍제삼거리.인왕산한신휴플러스,29_무악재역,30_안산초등학교,31_독립문역.한성과학고,32_영천시장,33_금화초등학교.서울시교육청,34_서대문역사거리.농협중앙회,35_서울역사박물관.경희궁앞,36_광화문,37_을지로입구역.광교,38_롯데백화점,39_북창동.남대문시장,40_숭례문(가상),41_숭례문,42_서울역버스환승센터,43_경찰청.동북아역사재단,44_서대문경찰서.농협은행.유관순활동터,45_영천시장,46_독립문역.한성과학고,47_무악재역,48_인왕산.홍제원아파트,49_홍제역(중).서대문세무서,50_산골고개,51_녹번역,52_은평구청,53_은평세무서,54_본서부병원,55_신진과학기술고교.이마트은평점,56_응암역신사오거리,57_신사동고개,58_서울기독대학교입구,59_시립서북병원세현교회앞,60_구산중학교.구산교회,61_구산동주민센터.구산치안센터,62_선진운수종점,63_선정중고등학교,64_806의무경찰대.우남아파트,65_시계입구가게앞검문소,66_서오릉입구,67_용두초등학교입구.금륜사앞,68_용두초등학교앞,69_용두7통앞,70_용두6통앞,71_용두5통앞,72_용두사거리,73_용두동종점
2022-03-05 04:00:00,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,5,0,3,4,1,1,1,0,0,0,0,0,6,0,5,0,2,2,0,1,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,0,0,0,0,0,0,0,0,2,3,5,4,5,7,10,10,13,14,17,12,21,21,19,12,13,13,4,5,0,10,12,8,9,8,6,3,1,3,0,2,4,2,5,6,3,0,2,2,4,2,5,3,4,1,3,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,0,1,0,0,1,0,0,0,0,1,2,2,6,8,11,10,12,13,15,16,18,20,15,10,11,12,5,6,0,13,4,2,10,5,4,3,1,2,0,2,2,0,3,8,7,4,1,1,5,6,3,7,10,4,7,6,0,6,5,6,4,5,4,2,4,3,2,0,0,0,0,0
2022-03-05 07:00:00,0,0,2,3,5,3,0,0,0,7,9,6,5,8,11,18,22,26,24,18,23,29,33,28,19,17,16,17,0,16,15,13,0,1,7,5,3,2,1,0,1,2,3,1,4,3,0,4,3,4,3,7,11,2,0,9,7,5,6,7,6,7,6,3,3,0,2,0,2,0,0,0,0
2022-03-05 08:00:00,0,1,2,1,4,5,0,4,0,5,13,12,15,17,24,35,44,50,52,39,40,24,29,25,16,17,19,18,15,15,17,20,19,16,12,8,6,1,0,0,0,4,5,6,8,9,11,12,11,5,17,18,17,16,17,21,4,21,15,13,13,10,8,8,0,6,3,3,1,0,0,0,0
2022-03-05 09:00:00,0,0,2,4,5,7,5,0,6,6,0,7,7,10,15,23,29,37,36,26,39,39,35,26,19,18,21,16,15,13,21,19,17,16,11,7,3,5,2,1,0,5,7,5,6,7,6,3,5,6,6,5,4,11,10,11,10,7,5,0,6,8,9,3,8,0,7,2,1,1,0,0,0
2022-03-05 10:00:00,0,0,3,1,3,6,0,0,0,6,8,9,10,13,16,19,18,20,22,21,19,22,25,23,17,16,21,23,0,0,26,25,20,20,17,12,5,2,4,3,0,13,3,4,5,0,3,6,9,10,10,12,13,12,13,16,15,12,10,9,8,10,8,0,4,5,2,4,2,1,0,0,0
2022-03-05 11:00:00,0,0,2,3,4,4,3,0,6,6,9,13,13,13,16,21,19,22,23,22,25,30,35,32,14,14,15,16,15,11,15,15,16,13,13,8,4,4,2,0,0,6,9,12,12,11,8,8,8,0,12,12,12,11,15,18,12,13,10,7,8,8,7,4,6,4,3,4,1,2,1,0,0
2022-03-05 12:00:00,1,1,5,1,5,7,0,8,5,12,18,15,16,15,17,21,26,27,27,26,31,26,24,30,23,18,21,19,24,25,24,24,21,18,11,10,8,9,4,2,3,8,6,5,10,9,9,9,10,17,13,15,11,15,18,16,17,15,15,12,10,13,11,9,8,8,7,6,2,1,0,0,0
2022-03-05 13:00:00,0,0,3,4,3,2,0,5,0,5,8,9,4,6,7,11,17,20,26,27,30,30,29,25,20,20,20,23,20,21,22,22,24,16,15,9,4,12,15,0,16,23,18,18,15,16,16,18,21,19,23,22,25,21,19,24,22,20,14,13,12,8,7,6,0,0,3,2,1,1,0,0,0
2022-03-05 14:00:00,1,2,3,4,5,5,4,6,4,7,9,12,10,8,12,17,22,26,28,24,28,30,33,31,24,22,17,19,16,0,18,20,17,16,10,10,4,8,9,0,10,15,7,17,19,19,17,15,18,18,23,30,30,28,26,27,22,20,17,14,15,17,14,9,6,3,5,5,3,2,0,0,0
2022-03-05 15:00:00,1,0,2,3,2,4,0,3,6,7,9,7,7,13,31,36,40,40,38,25,30,31,28,27,27,25,23,23,21,21,19,21,21,19,18,15,18,16,18,0,17,21,20,23,33,33,33,29,32,21,22,21,21,16,20,22,18,15,13,10,9,19,17,6,12,10,9,2,1,0,0,0,0
2022-03-05 16:00:00,0,1,2,3,8,9,4,11,10,15,17,17,15,17,19,22,28,29,27,18,27,27,28,23,17,14,16,24,20,15,15,14,0,13,12,10,9,7,10,0,17,20,18,23,28,28,26,25,23,35,32,38,37,30,26,30,28,24,15,9,13,9,8,7,0,5,4,4,3,2,0,0,0
2022-03-05 17:00:00,0,0,1,2,3,6,2,9,10,14,14,10,16,15,23,31,34,35,35,24,26,31,29,26,23,21,16,15,16,0,14,13,13,11,8,4,8,13,19,0,20,28,16,27,32,31,28,30,31,32,31,36,38,34,31,30,29,24,19,14,13,12,11,10,4,7,6,5,3,2,1,0,0
2022-03-05 18:00:00,0,0,2,2,4,5,2,8,0,4,13,19,19,19,21,24,26,0,29,21,19,14,11,13,11,9,7,5,6,4,8,14,13,12,7,4,4,12,13,0,15,22,10,19,21,20,19,18,17,19,31,33,35,30,36,51,48,36,32,24,19,17,11,6,0,0,4,3,2,1,1,0,0
2022-03-05 19:00:00,1,0,3,1,1,4,0,0,2,5,6,6,9,10,10,9,12,11,9,14,19,19,20,19,17,15,13,12,0,11,12,11,2,6,5,3,1,5,6,3,8,17,22,19,21,22,20,18,19,20,31,19,29,28,24,38,32,24,16,14,14,12,8,6,0,0,2,4,3,2,1,0,0
2022-03-05 20:00:00,0,1,3,0,0,2,0,0,0,1,0,3,5,7,11,12,10,5,4,11,9,6,6,4,4,3,3,2,0,2,5,6,8,7,6,4,4,7,6,0,6,16,8,13,12,11,11,11,13,14,19,19,20,18,18,21,17,15,12,8,4,6,7,5,3,4,0,0,2,1,1,0,0
2022-03-05 21:00:00,0,0,2,0,1,0,0,0,3,0,0,1,9,0,4,6,0,7,5,10,14,12,9,5,6,5,4,4,0,0,3,1,0,2,1,2,5,9,10,0,0,17,18,20,22,23,20,18,18,21,22,22,19,18,19,30,27,20,16,13,11,9,7,4,3,2,0,0,0,0,0,0,0
2022-03-05 22:00:00,1,0,1,2,0,0,1,0,0,0,2,0,5,6,3,8,9,9,7,7,5,2,5,4,2,0,0,0,0,0,3,2,0,0,0,0,4,5,4,0,0,11,11,19,21,10,20,14,15,18,22,22,21,20,17,19,19,17,11,8,5,8,5,3,0,3,2,1,0,1,0,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,8,0,7,8,0,0,7,7,11,15,16,13,10,11,15,14,9,9,8,7,7,3,2,0,0,0,1,0,0,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,7,0,2,4,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,0,0,0,0,0,0,0,1,4,5,6,0,0,8,9,0,10,11,0,0,10,7,9,8,9,10,0,6,7,4,2,5,2,2,2,1,1,0,0,2,3,5,4,6,0,1,0,5,0,0,5,4,3,4,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,1,2,0,0,0,0,0,1,3,1,4,5,3,9,10,13,14,6,4,4,3,3,2,5,6,7,0,0,6,5,4,0,0,3,0,2,1,0,0,0,1,2,3,0,2,4,4,4,5,1,0,0,4,7,0,0,5,4,1,3,2,2,0,1,1,0,0,0,0,0,0
2022-03-06 07:00:00,0,0,1,0,2,1,0,0,0,3,4,3,4,2,3,9,10,12,11,12,14,16,14,14,10,11,10,0,0,8,7,6,5,4,2,2,2,1,0,0,0,2,0,3,1,0,0,0,0,0,1,0,3,5,0,7,6,8,7,0,0,8,0,9,8,7,0,1,1,0,0,0,0
2022-03-06 08:00:00,0,0,1,1,3,0,0,2,2,5,7,8,9,12,16,18,24,27,28,25,26,27,26,20,13,9,9,0,10,8,11,9,6,4,3,4,2,1,1,0,0,2,0,3,2,3,0,2,4,5,6,6,8,10,9,8,6,8,5,5,7,5,0,4,3,5,6,3,2,0,0,0,0
2022-03-06 09:00:00,0,0,1,1,2,2,0,0,0,3,6,10,9,9,10,12,11,13,14,14,14,16,14,11,11,12,14,18,6,10,14,16,17,13,9,8,6,4,2,0,0,4,4,7,9,8,0,5,10,0,11,14,16,16,14,6,5,5,8,9,13,9,8,5,7,5,4,3,1,0,1,0,0
2022-03-06 10:00:00,1,2,2,3,9,1,0,0,0,12,13,9,11,14,16,16,17,18,21,21,25,25,24,18,11,10,11,0,12,14,11,10,0,7,6,4,2,3,2,0,1,4,5,5,6,5,6,4,9,10,9,13,17,17,19,20,14,13,13,14,11,18,19,18,16,9,8,5,2,1,0,0,0
2022-03-06 11:00:00,1,1,2,0,3,0,0,3,2,7,9,10,9,0,11,14,17,18,20,11,14,5,25,22,20,16,16,17,5,16,16,19,17,15,14,10,7,1,0,0,0,4,5,6,5,9,8,7,11,11,7,11,12,14,13,11,9,10,9,7,6,7,5,8,2,4,6,4,0,1,0,0,0
2022-03-06 12:00:00,0,0,1,3,10,14,6,2,8,4,15,11,13,6,13,16,15,14,17,15,16,18,21,18,17,19,14,13,14,14,15,13,12,10,7,8,5,4,6,0,0,15,18,18,16,12,14,15,13,12,14,16,17,20,24,26,24,20,18,12,10,10,8,5,4,4,2,2,2,1,0,0,0
2022-03-06 13:00:00,0,0,3,4,6,7,3,0,8,0,10,6,11,10,14,16,18,19,19,17,18,18,18,20,18,19,17,18,16,14,13,13,9,8,10,8,5,6,7,0,8,7,13,12,18,20,19,6,24,26,26,28,29,27,21,18,14,12,12,10,9,7,8,7,3,2,1,1,0,0,0,0,0
2022-03-06 14:00:00,3,0,1,2,4,6,7,7,9,11,12,16,17,7,9,13,13,13,13,12,21,22,21,25,24,26,21,22,23,0,21,20,17,14,11,10,12,8,10,0,0,19,10,13,6,11,10,12,12,11,12,13,17,16,14,12,12,7,8,4,7,8,6,4,5,5,4,2,3,1,2,0,0
2022-03-06 15:00:00,0,0,2,1,3,4,0,0,5,0,9,12,11,13,20,22,23,25,24,17,19,19,22,20,21,17,21,20,21,9,23,21,16,14,15,15,9,13,14,12,10,19,25,28,29,32,31,28,25,30,31,34,33,28,18,18,16,13,9,7,0,5,3,2,0,0,0,2,0,0,0,0,0
2022-03-06 16:00:00,2,0,3,4,4,4,4,3,3,5,7,7,5,6,9,13,19,23,21,20,30,30,30,27,21,19,13,13,12,11,6,11,10,12,9,17,10,12,15,0,17,21,10,18,20,7,22,21,24,28,35,38,37,35,24,29,21,17,14,10,8,11,10,6,0,4,0,3,1,1,0,0,0
2022-03-06 17:00:00,0,0,0,2,3,6,0,10,7,16,10,12,15,17,20,21,11,25,22,13,14,13,12,12,12,11,9,10,6,7,8,6,0,5,4,8,4,13,12,0,7,20,17,17,16,16,14,13,12,13,11,10,11,12,13,21,22,16,7,4,6,5,4,3,0,1,0,1,0,0,0,0,0
2022-03-06 18:00:00,0,0,0,1,2,4,5,0,7,8,6,0,9,6,11,12,10,12,16,11,13,15,13,10,6,6,6,8,4,7,7,9,4,8,7,7,8,16,19,0,1,37,38,34,33,32,32,31,32,36,37,38,34,32,32,32,24,18,12,9,7,8,2,2,7,0,2,0,0,1,0,0,0
2022-03-06 19:00:00,0,0,1,1,0,3,0,1,5,0,5,6,2,5,7,4,8,8,11,6,7,9,9,7,9,8,7,6,4,3,6,3,4,3,3,3,4,8,9,0,0,16,16,12,15,11,13,11,11,11,16,16,15,13,30,30,26,18,12,9,8,8,6,5,2,0,1,0,0,0,0,0,0
2022-03-06 20:00:00,0,0,2,1,0,2,0,1,2,1,2,2,2,1,2,3,5,7,8,12,14,16,14,3,2,1,4,5,0,0,3,2,0,1,0,2,1,11,12,0,10,20,12,21,22,20,19,17,21,23,25,21,23,22,13,12,11,10,8,6,5,5,3,1,0,0,0,0,0,0,0,0,0
2022-03-06 21:00:00,0,0,1,1,3,4,0,2,5,2,8,0,7,4,7,10,0,9,7,9,10,8,12,11,11,9,8,7,0,6,6,4,0,3,3,2,2,2,0,0,1,12,10,13,12,13,10,8,12,8,15,13,13,11,10,20,19,12,9,6,3,3,2,0,0,0,1,0,1,0,0,0,0
2022-03-06 22:00:00,0,0,1,0,0,0,0,0,0,0,2,3,4,5,6,8,9,10,4,10,3,8,7,8,7,4,5,3,0,1,4,3,1,2,0,2,3,5,6,0,0,18,16,15,14,11,13,12,12,14,14,13,14,7,16,25,24,21,13,10,8,3,2,1,0,0,0,0,0,0,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,7,5,5,6,7,4,4,6,6,8,5,4,3,2,0,4,2,1,0,0,0,0,0,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,1,0,0,0,0,0,1,2,1,2,3,6,18,19,13,14,22,26,31,32,31,29,0,32,33,0,32,29,28,26,17,13,5,2,8,0,6,4,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,0,1,0,0,0,0,0,0,3,5,5,4,6,7,10,11,13,14,12,13,15,14,15,11,8,8,10,11,12,13,10,9,8,5,3,3,1,2,0,0,3,3,6,7,9,10,5,9,7,5,0,4,6,0,7,6,6,3,1,2,3,3,0,0,0,0,1,1,0,0,0,0
2022-03-07 06:00:00,0,0,1,1,1,4,0,0,0,3,10,14,12,13,18,23,27,30,30,26,28,26,29,29,22,20,18,19,0,16,14,10,0,8,8,6,5,2,0,0,1,2,1,4,5,3,4,3,4,5,6,5,4,5,3,6,0,4,3,0,4,3,3,2,1,0,0,0,0,0,0,0,0
2022-03-07 07:00:00,1,1,5,4,6,9,0,0,0,13,21,23,19,18,30,38,47,53,50,39,47,52,49,45,41,32,39,31,38,37,36,33,31,21,18,16,7,3,3,0,2,23,13,9,9,10,8,7,9,4,7,8,15,20,23,28,33,40,40,39,18,29,4,5,0,0,2,4,4,1,0,0,0
2022-03-07 08:00:00,0,0,3,4,7,10,0,0,0,13,15,22,23,28,34,42,55,71,64,42,45,44,48,46,40,39,45,50,49,48,45,40,37,29,26,19,13,6,5,3,3,16,11,9,10,12,13,14,16,17,16,21,23,27,26,33,31,31,22,16,13,14,13,10,0,9,8,7,4,1,0,0,0
2022-03-07 09:00:00,1,0,3,3,5,6,0,0,0,8,13,12,13,14,18,18,21,25,30,26,27,25,32,30,30,30,29,30,32,33,36,32,27,21,18,16,6,4,2,1,2,5,5,3,3,4,0,6,7,8,9,13,12,11,9,9,6,8,8,8,5,7,4,7,5,0,3,4,2,2,1,0,0
2022-03-07 10:00:00,0,0,3,5,6,7,0,3,0,8,9,15,14,16,20,26,26,26,28,20,21,23,22,21,18,16,16,17,10,8,16,17,14,13,10,4,4,3,3,2,1,7,6,5,6,6,5,7,9,11,10,11,13,12,10,10,9,7,7,9,2,8,2,5,3,4,3,1,0,0,0,0,0
2022-03-07 11:00:00,0,0,2,1,2,3,0,2,0,4,6,3,5,6,10,10,10,13,14,16,16,17,16,13,8,10,9,11,12,9,9,8,8,11,10,5,4,1,5,0,0,8,6,7,8,6,14,10,10,12,10,12,12,14,13,7,5,5,4,6,1,11,10,3,9,0,2,5,3,2,0,0,0
2022-03-07 12:00:00,0,0,1,3,2,4,3,0,2,4,7,10,7,4,11,14,15,15,17,17,18,17,19,18,16,15,13,13,13,12,14,12,12,10,9,7,5,6,5,0,6,12,12,12,13,14,13,12,14,16,18,17,17,17,17,19,16,8,9,8,7,10,7,1,0,0,6,5,3,2,0,0,0
2022-03-07 13:00:00,0,1,2,2,3,4,0,4,0,4,8,11,16,17,18,19,20,13,13,14,16,16,15,12,14,13,16,11,14,16,16,16,15,15,16,13,7,7,8,1,2,13,12,12,12,13,7,6,11,13,13,14,13,12,13,18,15,10,8,6,6,8,8,5,4,3,2,3,1,1,1,0,0
2022-03-07 14:00:00,1,0,2,1,3,3,0,0,4,5,7,8,9,4,9,10,12,19,17,15,12,15,13,13,11,10,8,7,8,7,8,8,5,7,6,7,5,6,10,0,11,16,11,13,16,17,18,17,15,15,16,16,16,16,18,23,24,21,12,10,9,11,12,11,0,0,10,7,4,1,0,0,0
2022-03-07 15:00:00,0,1,3,5,8,10,0,0,9,8,8,15,13,11,18,23,24,25,25,23,27,26,22,15,11,14,12,10,11,10,10,8,7,8,7,4,8,8,7,0,8,13,19,23,27,31,31,29,32,33,37,41,43,38,38,40,30,28,20,18,9,12,9,3,0,9,8,6,3,1,0,0,0
2022-03-07 16:00:00,0,1,2,3,3,5,3,5,7,8,13,23,27,31,34,37,38,35,32,26,29,26,25,20,17,15,13,11,14,15,12,12,7,5,5,4,6,7,11,0,14,20,23,29,35,40,40,38,43,43,43,44,42,43,39,31,25,21,20,16,13,10,7,6,0,0,5,2,3,1,0,0,0
2022-03-07 17:00:00,0,0,4,5,7,8,0,5,4,7,5,4,9,7,11,15,17,17,16,9,9,20,23,15,6,5,4,6,0,6,6,7,6,7,10,11,14,21,26,0,29,42,46,52,55,58,58,54,59,40,46,48,46,38,30,33,30,17,12,9,6,10,7,4,0,0,3,2,2,1,0,0,0
2022-03-07 18:00:00,0,0,1,9,11,13,0,0,0,15,16,14,12,11,10,18,21,20,21,20,30,31,28,24,17,16,14,0,0,4,11,8,9,11,9,9,14,22,23,22,27,33,34,56,55,54,52,45,57,58,59,62,58,56,56,62,56,49,39,30,24,23,14,10,0,0,0,7,2,4,1,0,0
2022-03-07 19:00:00,0,0,1,3,4,5,0,2,0,2,0,6,10,11,12,12,12,10,13,20,20,21,16,6,5,4,4,4,3,0,3,2,3,1,1,2,4,7,8,0,12,25,26,32,33,35,29,28,27,29,35,36,34,33,30,62,46,36,29,23,19,19,13,7,6,0,4,3,1,0,1,0,0
2022-03-07 20:00:00,0,1,3,0,0,0,0,0,0,3,2,3,5,4,5,7,7,6,7,11,13,13,8,6,5,1,3,4,3,4,1,0,2,1,0,2,3,1,1,0,6,12,13,14,15,14,11,12,15,14,18,19,21,21,19,28,22,18,11,9,8,9,6,4,5,0,0,4,3,2,1,0,0
2022-03-07 21:00:00,0,1,3,4,0,1,0,0,5,2,2,5,3,3,4,5,4,4,3,7,10,11,13,11,11,9,8,6,7,3,6,2,3,2,1,2,3,4,3,0,5,16,17,19,19,20,18,16,15,17,21,23,22,20,25,22,20,17,13,10,8,8,7,5,0,4,3,0,0,1,0,0,0
2022-03-07 22:00:00,0,1,0,1,2,0,0,0,0,0,3,1,2,2,1,5,4,4,6,5,5,4,1,3,5,6,3,5,4,0,2,1,4,2,2,2,4,5,5,0,6,17,18,18,22,20,21,20,23,24,28,23,21,22,20,33,27,23,12,8,7,9,4,2,0,0,0,1,2,1,0,0,0
2022-03-07 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,4,5,6,8,11,9,8,5,4,0,3,0,0,0,0,2,1,0,0,0,3,2,1,0,2,3,4,1,5,5,0,6,7,10,15,14,14,9,8,34,26,24,15,10,8,6,3,1,0,0,0,2,0,1,0,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,0,0,1,2,0,0,0,0,0,2,4,5,6,0,7,16,18,16,20,24,28,33,36,37,28,27,41,0,43,42,37,33,30,20,11,10,8,13,11,10,8,12,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,0,0,2,0,0,0,0,0,0,2,6,5,5,6,8,11,13,14,14,11,17,19,11,17,13,13,12,0,5,0,24,22,21,14,5,9,9,6,4,3,2,7,4,9,8,7,6,0,7,8,0,9,0,10,7,5,6,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0
2022-03-08 06:00:00,0,0,1,1,1,2,0,0,0,4,4,6,6,7,8,10,15,19,22,23,24,28,25,23,20,18,18,18,0,14,17,18,17,15,9,8,7,3,1,0,1,6,6,6,7,6,4,6,5,4,7,8,8,10,7,7,8,9,6,6,3,4,4,3,0,2,1,2,0,0,0,0,0
2022-03-08 07:00:00,0,1,3,5,6,10,0,11,0,10,18,17,19,19,25,28,29,33,37,32,34,40,42,40,34,35,38,39,40,42,41,35,33,28,26,18,12,5,1,4,1,15,4,4,7,4,5,5,9,13,14,18,25,35,40,38,41,47,49,51,50,39,9,8,6,0,3,1,2,0,0,0,0
2022-03-08 08:00:00,0,0,4,5,7,10,0,0,0,17,25,23,23,23,36,51,58,47,55,43,49,50,52,47,43,34,47,53,53,56,53,47,40,32,24,19,15,11,3,1,0,25,13,6,5,3,4,3,8,9,12,15,18,22,18,28,26,25,20,19,20,13,8,9,0,0,7,6,4,1,0,0,0
2022-03-08 09:00:00,0,0,5,7,2,8,0,0,0,10,12,13,12,14,22,31,37,50,49,50,51,44,39,39,32,28,33,40,42,40,39,40,34,30,26,19,10,4,3,0,3,8,6,5,6,6,3,5,3,6,8,10,10,11,10,11,10,7,7,6,0,7,5,6,4,4,2,0,3,2,1,0,0
2022-03-08 10:00:00,0,1,3,4,4,6,0,0,0,7,7,7,8,9,14,15,18,23,25,25,25,22,26,25,19,16,13,14,15,16,16,16,16,13,13,12,9,6,5,0,1,3,1,3,4,3,0,4,9,10,11,14,13,14,9,10,7,8,7,6,0,7,9,7,6,0,2,4,2,1,0,0,0
2022-03-08 11:00:00,0,0,3,2,1,3,0,0,0,4,7,9,10,13,15,22,22,26,24,18,22,23,22,21,18,17,16,15,12,18,14,16,15,14,12,8,5,2,3,0,5,8,9,10,10,12,13,12,12,10,11,14,16,12,14,13,11,9,8,6,8,7,5,0,3,0,1,1,0,2,0,0,0
2022-03-08 12:00:00,0,1,2,3,6,4,0,7,6,4,10,11,9,11,13,16,17,9,14,14,16,16,17,18,14,10,12,15,16,15,17,16,7,14,10,6,7,5,6,5,4,10,10,11,13,10,7,10,14,15,14,16,15,17,13,14,12,9,11,7,4,7,2,6,4,0,2,2,1,0,0,0,0
2022-03-08 13:00:00,1,0,2,2,3,3,3,1,2,4,5,4,10,11,15,19,20,23,23,20,24,24,22,18,17,16,17,18,13,12,17,17,15,14,12,11,8,7,7,0,4,7,8,8,9,4,5,8,11,14,15,14,13,3,6,8,6,8,5,6,3,5,6,5,0,1,4,3,2,1,0,0,0
