Unnamed: 0,1_기점용두동,2_용두사거리,3_용두5통앞,4_용두6통앞,5_용두7통앞,6_용두초등학교앞,7_용두초등학교입구.금륜사앞,8_서오릉입구,9_시계입구가게앞검문소,10_806의무경찰대.우남아파트,11_수국사입구,12_선정중고등학교,13_선진운수종점,14_구산동주민센터.구산치안센터,15_구산중학교.구산교회,16_시립서북병원세현교회앞,17_서울기독대학교입구,18_우남교통,19_신사동고개.은평지역자활센터,20_응암역신사오거리,21_신진과학기술고교.이마트은평점,22_본서부병원,23_은평세무서,24_은평구청,25_녹번역,26_산골고개,27_홍제역(중).서대문세무서,28_홍제삼거리.인왕산한신휴플러스,29_무악재역,30_안산초등학교,31_독립문역.한성과학고,32_영천시장,33_금화초등학교.서울시교육청,34_서대문역사거리.농협중앙회,35_서울역사박물관.경희궁앞,36_광화문,37_을지로입구역.광교,38_롯데백화점,39_북창동.남대문시장,40_숭례문(가상),41_숭례문,42_서울역버스환승센터,43_경찰청.동북아역사재단,44_서대문경찰서.농협은행.유관순활동터,45_영천시장,46_독립문역.한성과학고,47_무악재역,48_인왕산.홍제원아파트,49_홍제역(중).서대문세무서,50_산골고개,51_녹번역,52_은평구청,53_은평세무서,54_본서부병원,55_신진과학기술고교.이마트은평점,56_응암역신사오거리,57_신사동고개,58_서울기독대학교입구,59_시립서북병원세현교회앞,60_구산중학교.구산교회,61_구산동주민센터.구산치안센터,62_선진운수종점,63_선정중고등학교,64_806의무경찰대.우남아파트,65_시계입구가게앞검문소,66_서오릉입구,67_용두초등학교입구.금륜사앞,68_용두초등학교앞,69_용두7통앞,70_용두6통앞,71_용두5통앞,72_용두사거리,73_용두동종점
2022-03-14 15:00:00,0,1,3,2,2,5,0,2,6,6,7,8,10,11,15,14,19,18,19,20,21,18,14,12,9,8,8,6,1,0,5,6,5,4,3,9,11,11,17,0,20,33,33,31,18,30,15,29,27,28,36,38,40,34,36,31,26,22,16,13,10,9,7,6,0,0,4,2,1,0,0,0,0
2022-03-14 16:00:00,1,0,2,4,4,7,0,0,0,5,6,22,21,24,24,24,23,24,27,22,21,19,23,23,20,11,16,15,12,11,12,7,9,8,5,5,7,6,10,0,13,17,18,27,32,35,33,31,34,36,38,42,38,34,33,34,26,22,20,13,12,13,12,10,0,9,7,3,3,1,0,0,0
2022-03-14 17:00:00,1,0,1,4,5,7,0,5,4,7,8,15,16,10,13,13,14,15,13,15,17,15,13,14,20,16,11,8,5,5,6,6,5,5,4,7,6,5,9,0,10,19,26,29,32,28,33,31,37,34,32,31,30,30,29,31,27,26,17,17,12,11,9,8,5,2,4,3,2,0,0,0,0
2022-03-14 18:00:00,1,1,1,6,8,11,0,0,5,10,9,9,6,5,10,8,9,9,8,17,21,15,19,18,10,8,11,11,10,9,10,9,8,7,4,9,6,10,14,10,20,26,39,52,51,49,46,42,38,37,45,46,43,38,33,68,65,53,37,32,30,23,17,8,0,0,7,5,3,1,0,0,0
2022-03-14 19:00:00,0,1,1,1,2,5,0,0,0,1,0,2,3,4,6,14,14,8,16,18,15,14,13,13,9,6,6,0,0,5,5,4,1,5,5,6,6,12,12,0,15,23,25,28,31,43,41,35,40,43,51,50,50,48,42,52,42,32,24,21,20,21,15,6,0,11,9,6,5,4,3,0,0
2022-03-14 20:00:00,0,0,2,0,0,3,0,0,4,5,6,5,6,8,8,11,11,12,12,11,13,12,10,13,10,6,9,8,7,5,7,2,6,3,5,4,5,13,8,11,10,13,17,23,27,27,24,23,15,12,19,21,20,17,15,25,21,15,14,13,9,8,4,4,3,0,1,2,2,0,0,0,0
2022-03-14 21:00:00,0,0,1,0,0,1,0,0,0,0,0,2,3,0,4,6,6,1,7,7,9,5,8,7,5,9,9,0,1,0,8,0,7,6,5,4,4,6,6,5,8,17,19,20,20,21,20,18,16,18,23,22,24,23,21,29,24,17,14,8,6,8,6,3,2,0,0,0,1,2,0,0,0
2022-03-14 22:00:00,0,0,1,1,2,3,0,0,1,1,2,2,7,3,6,9,7,9,8,8,10,11,7,5,4,2,3,3,0,0,1,2,0,1,1,2,5,7,9,0,8,12,12,14,15,15,15,10,13,12,19,18,15,13,24,29,24,20,15,11,12,12,8,7,0,0,6,4,2,0,0,0,0
2022-03-14 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,0,3,5,7,6,7,6,4,3,6,5,0,4,5,4,3,0,0,3,4,2,3,1,3,8,8,10,5,10,11,10,5,9,9,10,8,8,2,19,14,8,7,2,2,3,0,0,0,0,0,0,0,1,0,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,0,0,1,1,0,0,0,0,0,1,2,4,3,4,2,8,17,18,19,23,24,28,29,29,29,28,30,27,0,25,28,24,22,17,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,1,0,2,2,0,3,0,0,0,4,8,10,7,8,9,11,12,13,14,13,15,18,19,15,11,12,15,11,12,14,14,14,11,13,10,9,4,7,7,0,0,8,7,7,6,6,3,5,2,4,6,7,6,4,5,4,2,0,2,1,0,2,3,0,0,0,2,0,0,0,0,0,0
2022-03-15 06:00:00,0,0,1,0,2,4,0,0,0,3,10,12,11,13,18,25,33,39,40,26,26,26,28,26,21,14,15,18,8,19,21,19,7,13,8,4,3,1,2,0,1,5,3,6,5,6,5,4,8,10,9,13,13,14,13,13,12,11,7,6,6,6,3,4,2,3,1,3,1,0,0,0,0
2022-03-15 07:00:00,1,1,3,5,6,8,7,0,0,14,19,17,16,19,29,37,42,49,58,48,60,60,56,56,41,40,43,49,39,52,48,44,34,24,17,13,8,6,3,2,1,11,4,3,5,0,7,4,7,5,10,15,25,33,40,37,37,40,40,43,43,38,12,5,1,2,4,0,3,1,0,0,0
2022-03-15 08:00:00,0,0,2,3,3,11,0,3,5,13,18,20,17,19,31,41,47,54,58,32,36,39,45,46,39,38,49,51,51,51,48,44,34,27,23,18,10,7,6,2,6,29,18,7,10,9,11,9,17,23,30,31,25,26,25,20,15,19,14,11,8,9,8,7,0,0,11,5,4,1,0,0,0
2022-03-15 09:00:00,0,0,1,1,3,4,0,3,0,8,12,12,11,12,17,24,23,27,38,38,42,41,44,41,34,32,35,36,37,39,33,31,27,24,21,18,11,5,3,2,2,10,7,5,7,0,8,8,6,5,7,9,9,10,12,14,14,11,8,10,9,9,5,6,7,5,4,3,1,1,0,0,0
2022-03-15 10:00:00,0,1,1,3,4,6,0,0,7,9,11,12,13,11,14,18,21,23,24,20,23,20,20,19,17,12,18,17,18,8,17,10,14,13,12,10,9,4,3,2,1,5,4,4,3,0,5,3,4,5,9,15,14,13,10,13,12,11,9,10,2,11,3,2,1,5,1,3,4,3,1,0,0
2022-03-15 11:00:00,0,0,1,1,3,5,0,6,0,3,7,8,7,6,13,15,16,12,16,16,17,15,14,14,14,14,20,20,0,10,19,20,19,15,12,10,9,6,2,0,0,5,3,5,6,7,8,8,17,18,17,16,17,14,13,13,12,9,8,7,0,7,6,6,4,5,4,3,2,0,0,0,0
2022-03-15 12:00:00,0,1,2,4,0,6,3,3,4,3,8,7,9,8,9,10,12,12,14,13,15,16,15,9,8,5,10,12,12,14,11,15,2,7,14,11,7,4,5,0,5,5,7,7,8,9,5,7,10,6,9,9,16,15,16,16,16,9,12,8,4,8,6,3,0,4,2,5,4,2,0,0,0
2022-03-15 13:00:00,0,1,1,3,6,6,0,1,3,7,6,6,8,7,9,10,11,11,12,10,16,18,20,18,16,14,11,11,11,10,9,10,9,8,7,4,4,5,6,2,0,10,10,9,11,4,5,3,8,9,11,15,9,13,13,12,10,11,10,10,9,10,9,8,5,6,0,5,3,1,0,2,0
2022-03-15 14:00:00,1,0,6,5,3,3,5,7,5,8,10,11,8,6,11,12,12,14,12,16,18,18,17,16,11,10,9,0,8,7,7,8,0,7,6,6,7,3,2,0,3,8,12,11,12,16,15,14,16,15,11,19,17,17,13,14,10,11,7,5,0,12,6,10,0,6,7,4,3,2,1,0,0
2022-03-15 15:00:00,0,2,1,2,4,5,0,8,5,0,9,10,9,11,25,30,33,32,34,22,20,17,16,14,9,9,10,9,8,0,10,9,9,9,11,12,12,8,14,0,16,19,22,23,27,24,22,21,26,26,21,24,22,23,18,16,14,12,6,7,8,7,3,0,0,6,5,4,3,2,0,0,0
2022-03-15 16:00:00,0,2,5,7,8,10,9,5,7,10,11,28,32,33,36,42,38,39,41,36,33,25,29,24,22,18,17,17,16,0,13,13,12,13,11,11,8,9,15,0,17,24,22,34,34,36,32,31,31,34,40,37,40,36,33,34,26,24,21,16,15,11,9,7,6,6,5,3,2,1,1,0,0
2022-03-15 17:00:00,0,1,3,6,7,11,0,11,11,6,10,15,12,14,17,23,20,19,19,17,22,10,10,15,8,7,6,7,2,6,7,6,4,6,5,7,4,8,9,0,9,14,29,36,39,34,30,28,30,31,31,32,32,31,28,30,26,16,13,10,8,10,7,4,0,6,5,2,4,3,2,0,0
2022-03-15 18:00:00,2,0,3,13,14,15,11,6,14,15,9,14,22,23,24,31,38,35,36,30,27,26,26,21,18,18,10,8,11,9,6,10,11,10,15,27,26,31,35,34,36,46,49,55,55,53,49,44,40,38,39,38,37,36,31,43,37,30,22,21,10,16,13,6,0,0,3,5,2,0,0,0,0
2022-03-15 19:00:00,0,1,2,2,3,6,0,4,0,5,9,9,11,14,16,18,10,19,21,27,26,22,14,12,8,9,7,10,9,10,7,8,7,4,8,7,10,10,13,0,15,21,30,32,40,38,30,26,28,28,41,38,36,35,29,43,30,26,20,21,20,14,12,9,8,0,8,6,3,1,1,0,0
2022-03-15 20:00:00,0,1,2,0,1,3,1,0,0,1,2,5,6,8,10,11,13,12,11,15,14,12,11,10,6,2,5,3,6,0,4,1,3,2,2,2,4,7,10,0,9,20,20,23,25,23,19,16,14,16,18,21,19,19,23,37,32,25,14,9,7,7,5,3,0,0,2,0,0,0,1,0,0
2022-03-15 21:00:00,0,2,3,0,0,0,0,1,0,0,4,4,5,2,6,8,7,4,0,11,12,7,9,10,9,7,6,3,4,5,6,5,2,3,3,5,5,7,6,0,8,17,18,21,23,24,24,21,24,22,24,24,25,21,18,23,19,14,10,8,9,5,4,2,1,0,0,0,0,1,0,0,0
2022-03-15 22:00:00,0,1,1,0,0,0,0,0,2,0,0,2,4,0,3,4,5,0,4,6,8,3,7,5,3,0,3,0,0,4,2,4,3,0,2,4,8,10,10,0,10,18,19,21,25,27,25,20,23,24,26,26,23,23,20,23,20,15,13,9,9,6,4,4,0,0,0,3,0,0,0,0,0
2022-03-15 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,0,0,9,14,12,10,10,8,7,6,6,0,0,5,0,0,3,4,3,6,6,5,0,4,6,7,10,13,6,9,6,11,13,12,12,13,8,11,17,13,11,9,5,4,5,3,2,0,0,0,0,0,0,0,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,0,1,1,0,0,0,0,0,2,4,4,7,4,8,18,19,20,22,25,28,33,38,15,37,24,40,40,0,39,35,33,32,25,17,12,8,13,10,0,9,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,0,1,2,0,0,3,0,0,0,4,6,0,3,1,4,8,9,11,11,11,15,16,17,19,19,22,15,24,26,25,19,19,20,15,10,7,4,4,4,0,2,9,8,11,5,10,3,10,8,2,2,2,6,8,7,4,3,0,3,4,1,2,3,0,0,0,0,0,1,0,0,0,0
2022-03-16 06:00:00,0,0,1,0,2,3,0,0,0,7,9,5,10,14,23,28,37,39,35,30,31,16,16,29,25,26,17,19,20,13,20,17,9,13,12,10,8,1,0,0,0,2,3,0,8,2,7,6,1,2,6,3,7,4,3,4,3,3,4,5,6,5,6,4,3,0,2,2,0,0,0,0,0
2022-03-16 07:00:00,0,1,3,5,6,8,0,0,5,13,18,23,16,17,22,35,46,51,48,33,38,49,58,53,37,40,49,53,53,54,59,57,44,27,21,18,8,6,5,0,2,9,5,5,7,0,7,9,10,11,13,14,17,15,25,24,28,38,41,35,9,28,4,4,3,3,3,2,2,1,0,0,0
2022-03-16 08:00:00,0,0,2,4,6,10,0,9,0,15,18,16,16,22,28,32,38,46,52,46,54,55,53,50,48,49,59,66,68,66,60,55,44,34,26,21,12,8,4,1,2,32,17,14,17,16,15,13,19,24,24,28,30,33,27,26,25,22,18,13,14,19,15,14,7,0,6,5,12,3,2,1,0
2022-03-16 09:00:00,0,0,2,1,4,5,0,0,6,0,9,10,10,13,18,26,34,39,41,31,34,39,42,43,31,28,28,32,34,31,31,32,31,24,17,12,9,6,3,0,2,8,8,8,10,7,6,8,8,7,10,16,15,17,16,13,12,9,5,4,8,9,5,10,4,1,3,2,1,0,0,0,0
2022-03-16 10:00:00,0,1,2,1,3,4,0,2,0,9,14,16,13,6,20,25,27,30,33,34,35,36,32,25,21,22,23,15,22,12,19,20,16,16,15,14,9,3,2,0,2,11,6,5,8,7,7,8,10,9,7,11,12,10,7,7,10,7,5,5,6,6,3,7,0,8,9,8,3,2,0,0,0
2022-03-16 11:00:00,0,0,3,2,5,5,0,6,0,0,7,9,8,9,10,12,16,16,21,19,24,25,21,15,16,14,15,11,16,10,15,13,12,11,10,9,8,4,5,1,6,10,8,14,15,15,14,9,10,9,6,12,11,10,10,9,6,5,6,4,0,6,1,4,0,2,2,1,1,1,0,0,0
2022-03-16 12:00:00,0,1,2,1,4,7,0,3,0,2,5,8,8,10,13,15,17,19,20,15,18,18,20,19,16,5,19,18,20,16,16,16,16,12,9,5,5,4,6,3,7,10,11,11,14,15,13,12,14,17,21,24,25,27,27,22,7,12,5,4,2,5,4,0,0,0,3,2,0,0,0,0,0
2022-03-16 13:00:00,0,0,1,2,4,5,2,2,6,7,9,10,9,8,11,16,19,21,23,21,20,21,19,17,12,11,12,8,0,7,12,17,15,13,11,11,13,8,7,0,5,6,6,9,10,9,7,6,6,7,9,9,4,8,8,21,20,19,13,11,11,12,12,9,5,8,6,5,4,2,0,0,0
2022-03-16 14:00:00,0,1,3,3,4,4,0,0,0,6,5,5,6,0,11,15,16,16,15,13,16,15,15,16,14,12,11,4,10,10,7,7,7,6,5,7,5,8,10,0,13,16,16,16,19,20,20,21,29,31,32,36,29,26,29,29,23,19,14,13,8,9,7,4,2,3,2,2,0,1,0,0,0
2022-03-16 15:00:00,0,0,2,1,2,4,0,3,3,6,7,23,26,2,28,28,24,27,27,25,24,23,20,17,11,8,10,11,6,5,10,7,8,6,6,3,7,8,11,0,12,16,19,25,38,38,29,24,22,25,27,26,28,21,20,25,19,15,14,12,11,13,10,7,5,3,3,1,2,0,0,0,0
2022-03-16 16:00:00,2,0,3,4,5,10,2,12,4,8,14,20,20,21,20,25,27,15,16,18,19,18,17,10,8,7,7,11,7,0,8,8,5,5,5,4,3,6,10,0,11,18,17,28,31,40,40,19,43,43,42,39,37,34,29,28,20,19,13,9,8,9,9,8,8,1,7,4,3,0,0,0,0
2022-03-16 17:00:00,1,1,2,5,4,8,5,9,10,7,14,18,16,18,20,23,26,28,29,24,26,28,26,23,17,14,11,12,12,13,15,13,11,9,11,15,12,16,22,0,29,36,38,39,37,36,34,29,30,29,32,37,38,38,39,36,33,25,13,11,11,13,10,6,0,0,5,3,1,1,0,0,0
2022-03-16 18:00:00,1,1,3,9,11,13,0,16,0,19,21,21,25,25,30,39,41,42,46,31,32,28,23,17,8,11,11,12,0,0,9,6,10,11,14,25,18,17,21,20,24,28,42,52,53,53,49,46,44,43,43,46,48,47,34,45,42,35,31,25,24,22,16,10,9,8,6,4,3,1,0,0,0
2022-03-16 19:00:00,0,0,1,0,3,4,0,0,3,3,6,6,7,7,11,15,12,12,13,14,14,16,14,12,11,8,8,8,6,0,8,6,5,4,5,5,6,10,12,0,15,29,29,32,31,30,28,26,30,29,32,33,34,37,33,48,40,36,26,21,21,14,9,6,6,3,5,4,2,1,0,1,0
2022-03-16 20:00:00,0,0,1,0,0,2,0,0,0,1,0,3,4,6,6,9,0,8,8,14,12,12,11,11,10,4,5,4,0,0,1,1,0,2,1,2,4,12,14,13,14,22,23,25,32,29,29,27,29,29,35,30,28,22,25,34,28,20,12,11,9,5,3,2,0,0,0,1,1,0,0,0,0
2022-03-16 21:00:00,0,1,1,2,3,1,0,2,3,1,0,3,4,4,6,7,8,2,8,12,12,11,8,9,9,8,7,1,0,0,6,5,0,4,5,8,8,7,7,0,8,11,13,18,18,18,17,16,14,14,20,17,14,13,14,21,19,17,13,10,4,7,6,4,0,0,0,3,2,1,0,0,0
2022-03-16 22:00:00,0,1,1,0,0,1,0,0,1,2,3,4,6,8,7,8,6,9,7,12,11,11,7,5,4,3,4,3,2,0,4,1,0,2,1,2,3,5,6,0,4,13,13,17,22,19,18,17,20,18,25,27,22,19,17,30,24,20,15,12,9,7,5,4,0,0,0,2,3,2,1,0,0
2022-03-16 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,6,9,11,14,13,12,6,3,0,4,3,0,0,3,3,2,0,2,4,2,3,0,1,9,5,7,12,14,12,11,10,12,16,15,13,12,8,19,16,10,6,5,4,5,3,1,0,0,0,0,0,2,0,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,0,0,0,1,0,0,0,0,0,1,3,2,4,6,7,9,19,22,25,31,30,37,39,40,23,15,42,0,23,21,37,30,28,22,17,8,5,5,4,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,0,0,2,0,0,1,0,0,0,3,5,7,4,5,6,9,11,13,14,15,14,16,17,14,11,10,9,0,10,8,13,11,7,10,7,6,5,4,4,3,3,7,7,8,8,7,2,6,8,10,6,11,5,10,9,5,6,7,4,2,1,2,3,0,0,0,0,0,1,0,0,0,0
2022-03-17 06:00:00,0,0,2,0,0,1,0,0,0,5,11,12,10,12,20,23,25,28,22,23,26,27,28,26,19,20,17,21,22,8,23,20,19,17,14,11,4,2,1,0,0,5,2,0,0,3,0,2,4,4,5,4,5,7,0,7,9,8,9,2,3,8,2,0,1,4,0,3,0,0,2,1,0
2022-03-17 07:00:00,0,2,3,4,6,10,0,0,5,14,15,17,19,26,32,39,52,61,57,35,40,43,42,40,39,40,38,42,43,46,45,40,34,22,17,15,10,6,3,0,1,4,3,2,5,4,2,5,7,0,8,10,13,18,25,31,36,41,40,32,32,29,6,6,0,0,7,6,4,1,0,0,0
2022-03-17 08:00:00,0,1,4,2,5,9,4,9,10,12,24,25,23,27,35,43,48,54,56,41,47,55,59,54,51,42,40,41,45,48,44,42,37,34,26,18,14,6,3,2,2,36,18,10,10,13,8,14,15,7,19,15,15,15,17,21,20,18,14,14,16,16,13,12,11,10,9,8,7,1,0,0,0
2022-03-17 09:00:00,0,0,3,1,4,7,0,5,0,11,13,15,13,11,14,20,26,34,37,33,35,39,41,38,39,36,41,43,44,0,42,40,34,27,22,13,10,7,3,2,2,7,3,5,8,2,4,7,9,12,15,20,22,19,18,14,12,13,10,8,6,7,5,6,5,0,1,4,1,0,0,0,0
2022-03-17 10:00:00,0,0,3,1,3,4,0,0,0,5,8,9,8,10,15,20,23,24,26,26,28,32,32,33,27,26,20,19,20,17,19,20,19,16,13,7,6,2,2,0,1,5,9,8,8,7,8,7,7,5,6,6,6,7,7,11,7,9,8,7,0,8,7,6,0,6,5,3,2,2,1,0,0
2022-03-17 11:00:00,0,1,1,2,3,2,0,2,0,0,10,3,10,5,10,12,20,20,25,21,18,19,20,18,16,16,16,14,14,14,15,15,9,14,12,11,6,5,4,0,0,5,7,7,11,11,6,8,10,12,15,15,14,15,17,15,13,15,10,4,9,7,8,7,6,4,3,4,3,2,1,0,0
2022-03-17 12:00:00,0,0,0,1,1,4,0,0,5,6,7,7,8,9,4,14,16,7,18,15,15,12,13,13,9,7,8,4,9,7,7,6,4,7,6,5,3,4,15,0,3,20,19,20,19,5,20,17,17,20,21,20,21,23,19,18,15,13,6,4,3,6,1,5,2,1,0,4,2,1,0,0,0
2022-03-17 13:00:00,0,1,2,4,0,5,5,3,0,4,8,10,8,10,13,15,13,17,16,16,18,19,20,13,16,14,13,10,11,12,13,11,9,7,6,6,4,4,7,0,6,8,10,9,8,9,3,8,9,9,11,15,17,13,14,15,14,17,14,9,7,6,5,5,4,3,4,3,2,1,1,0,0
2022-03-17 14:00:00,0,0,1,2,3,3,0,2,7,9,5,13,10,13,18,20,23,25,26,24,23,23,21,18,15,7,15,7,6,12,12,3,5,10,9,9,6,8,16,0,15,19,19,21,27,19,25,24,25,27,23,25,24,18,18,17,14,12,9,4,8,5,6,6,3,3,4,1,3,1,1,0,0
2022-03-17 15:00:00,0,1,3,2,4,5,0,5,0,0,3,8,8,9,21,20,18,21,21,20,21,20,19,16,14,13,10,8,0,14,9,15,14,11,10,10,9,9,10,0,10,14,15,15,20,20,20,21,21,22,26,26,27,23,25,35,34,14,20,16,13,15,11,9,3,7,6,3,2,1,0,0,0
2022-03-17 16:00:00,0,2,3,4,7,14,15,8,14,13,15,38,41,14,39,38,36,34,20,32,23,25,21,20,18,14,10,11,8,12,11,12,12,10,10,6,5,6,14,0,13,20,18,34,35,36,35,29,27,27,35,36,32,30,30,33,28,20,13,9,8,10,10,8,10,0,9,4,6,2,0,0,0
2022-03-17 17:00:00,1,2,3,7,8,7,5,6,6,9,11,14,10,12,14,15,15,19,18,19,20,18,16,14,9,7,8,10,8,6,6,5,5,5,12,12,7,7,16,0,20,29,30,33,35,36,34,32,38,37,45,47,40,36,28,34,26,25,13,11,9,10,7,6,5,0,4,1,3,1,0,0,0
2022-03-17 18:00:00,0,2,3,12,13,14,8,6,0,16,17,15,15,14,17,16,17,18,23,31,32,29,26,20,14,12,11,11,10,11,8,9,6,8,10,13,10,13,17,16,26,30,38,52,53,51,47,45,45,46,47,51,46,43,39,59,53,37,26,19,14,13,10,6,0,3,2,5,3,2,1,0,0
2022-03-17 19:00:00,0,1,7,8,9,6,0,0,2,5,3,8,7,5,7,14,12,7,9,8,13,11,11,11,8,5,6,5,0,5,4,3,2,5,1,6,5,7,10,0,11,23,24,29,40,36,32,29,34,32,40,41,39,37,33,51,41,30,22,15,13,17,10,5,0,0,4,3,2,0,1,0,0
2022-03-17 20:00:00,0,2,0,0,0,0,1,0,1,2,2,5,8,7,8,7,9,10,13,14,14,14,13,12,10,9,7,0,0,6,4,3,2,3,2,1,4,5,5,0,1,12,12,18,20,18,15,18,15,15,21,22,20,17,26,29,22,18,10,7,5,7,6,4,0,0,0,3,1,0,0,0,0
2022-03-17 21:00:00,0,0,1,0,2,3,0,0,1,0,2,3,5,6,9,10,10,3,8,11,12,12,11,9,7,4,5,0,0,0,4,3,2,2,1,0,3,4,1,0,7,21,22,21,24,23,22,19,19,23,29,31,27,27,24,28,20,17,13,10,9,10,8,3,0,0,2,0,1,0,0,0,0
2022-03-17 22:00:00,0,0,1,0,0,0,0,0,0,0,1,1,5,1,6,7,7,8,7,7,3,6,4,4,5,4,2,1,3,0,3,4,3,2,1,3,3,4,6,0,4,11,17,19,20,19,19,16,16,18,25,24,25,24,22,35,30,21,11,8,5,4,3,2,0,0,0,0,1,1,0,0,0
2022-03-17 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,5,6,7,6,5,0,4,0,3,1,0,0,0,0,0,3,4,6,1,5,6,10,12,17,17,3,16,17,17,19,23,24,23,19,17,24,17,14,9,6,3,5,1,4,0,0,3,2,0,1,0,0,0
2022-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
