Unnamed: 0,1_개화역광역환승센터,2_개화역1번출구.개화검문소,3_개화119안전센터,4_김포공항국제선,5_한국공항공사,6_김포공항국내선,7_제과점앞,8_공항동주민센터,9_공항동천주교회,10_공항동송정중학교,11_강서면허시험장.메이필드호텔,12_마곡수명산파크7단지,13_마곡수명산파크5단지6단지,14_마곡수명산파크2단지,15_마곡엠밸리15단지아파트,16_마곡역교차로,17_발산역3번출구,18_서울호서전문학교.등촌주공3단지아파트,19_등촌3동주공4단지아파트,20_등촌3동5단지아파트.등촌고등학교,21_등촌3동주공10단지아파트,22_SBS공개홀,23_가양역.우성아파트,24_가양역.마포중고등학교,25_강서구청사거리.서울디지털대학교,26_등촌중학교백석초등학교,27_등촌역.강서보건소,28_염창역.서울도시가스,29_안양천입구,30_양평동한솔아파트,31_양평한신아파트.선유도공원입구,32_당산역,33_당산역,34_양평한신아파트.선유도공원입구,35_영등포아리수정수센터,36_염창역.서울도시가스,37_등촌역.강서보건소,38_등촌중학교백석초등학교,39_KC대학교.강서LG베스트샵,40_경복비즈니스고등학교,41_가양역.마포중고등학교,42_가양역.우성아파트,43_SBS공개홀,44_등촌3동대림아파트,45_등촌3동5단지아파트.등촌고등학교,46_등촌동부영아파트,47_서울호서전문학교.등촌주공3단지아파트,48_발산역2번출구,49_발산역9번출구,50_마곡동로사거리,51_마곡엠밸리14단지아파트,52_마곡수명산파크2단지,53_마곡수명산파크3단지4단지,54_마곡수명산파크7단지,55_강서면허시험장.메이필드호텔,56_공항동송정중학교,57_국립항공박물관.공항동천주교회,58_공항동지하도입구,59_롯데몰.김포공항역,60_김포공항국제선,61_한국공항공사,62_김포공항국내선,63_방화동도시개발11단지,64_개화119안전센터,65_개화역광역환승센터,66_강서공영차고지(종점가상)
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,0,1,1,0,0,0,1,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,0,2,2,1,0,0,0,1,0,0,0,1,3,0,0,1,1,0,6,8,8,7,7,3,9,1,11,7,8,9,0,1,1,0,5,3,0,4,4,6,1,7,6,0,6,5,6,5,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 06:00:00,0,1,0,0,0,0,1,1,0,0,0,0,2,3,3,2,1,0,6,5,5,5,3,2,4,3,6,5,3,7,5,3,4,2,1,1,4,3,2,3,3,2,2,2,3,5,5,3,2,0,2,3,4,4,7,5,8,6,4,1,3,1,0,0,0,0
2022-03-14 07:00:00,0,3,2,1,1,2,3,5,8,3,8,16,9,13,12,11,14,12,19,13,16,16,9,9,23,23,22,19,6,21,22,6,8,6,9,10,12,13,19,15,14,16,18,19,10,17,14,13,11,11,9,10,10,9,8,7,14,12,5,2,3,1,0,0,0,0
2022-03-14 08:00:00,3,5,0,3,1,2,6,7,13,10,8,12,18,19,21,16,16,13,24,26,28,24,17,20,20,19,21,22,22,25,23,7,10,10,13,12,14,16,14,14,21,23,22,24,24,23,20,17,16,10,8,7,8,7,13,14,11,12,7,5,6,2,1,0,0,0
2022-03-14 09:00:00,0,2,1,1,3,2,2,2,4,3,4,7,10,12,11,10,6,7,9,12,14,11,10,9,10,12,11,12,11,9,10,5,4,2,5,4,8,9,9,8,10,8,8,8,9,10,10,10,9,5,5,4,5,0,3,1,6,1,1,0,1,3,0,0,0,0
2022-03-14 10:00:00,0,0,3,1,2,4,3,1,3,2,4,3,3,4,7,7,6,4,6,5,10,8,7,5,8,5,6,6,8,8,0,1,2,2,4,5,7,7,5,7,6,7,6,0,7,10,10,9,3,3,1,0,1,3,3,4,5,4,2,1,0,2,1,0,0,0
2022-03-14 11:00:00,0,1,0,2,0,1,2,1,1,0,6,10,9,5,10,9,7,6,7,8,7,6,7,6,6,6,5,4,1,1,0,1,4,0,2,1,6,5,3,4,7,5,4,6,4,5,5,7,7,7,5,4,5,4,4,3,3,2,1,0,0,0,0,0,0,0
2022-03-14 12:00:00,1,2,0,0,0,2,1,5,7,1,3,9,6,6,6,4,8,7,9,8,11,14,10,11,9,7,7,4,0,1,3,1,4,2,3,6,7,5,6,5,6,7,8,11,9,10,8,5,6,6,3,3,4,5,3,4,6,0,5,3,0,1,0,0,0,0
2022-03-14 13:00:00,1,0,0,3,1,4,4,1,3,4,5,6,6,4,6,5,6,8,10,11,10,10,11,8,6,4,4,1,2,4,0,3,5,2,4,6,7,6,6,1,6,12,13,8,11,11,11,10,6,8,6,4,3,1,4,3,6,5,2,0,1,1,0,0,0,0
2022-03-14 14:00:00,0,1,0,2,0,3,3,1,2,3,3,4,7,8,8,10,8,6,7,10,14,13,12,13,11,9,3,3,1,1,0,3,3,2,4,4,6,5,4,4,5,9,8,9,13,13,11,13,10,8,6,4,3,2,3,2,1,0,0,0,0,1,0,0,0,0
2022-03-14 15:00:00,0,0,0,1,0,2,2,2,0,1,4,5,4,5,6,6,9,9,14,16,16,13,11,16,11,8,9,2,1,4,1,2,3,1,2,3,5,8,7,8,8,9,9,9,8,8,8,8,9,9,7,5,4,2,5,6,2,4,2,0,1,1,0,1,0,0
2022-03-14 16:00:00,1,1,0,0,2,2,4,5,4,0,5,13,15,14,11,8,9,11,9,9,10,13,10,10,11,10,5,2,3,5,6,4,8,7,8,7,6,8,8,4,9,10,8,9,6,10,9,7,10,9,8,7,6,4,7,4,5,1,2,0,0,0,1,0,0,0
2022-03-14 17:00:00,0,1,0,0,1,2,2,0,3,3,5,6,8,9,8,9,8,13,11,9,10,9,9,12,13,14,11,9,0,9,9,4,6,8,8,10,11,13,13,10,15,17,16,15,12,14,13,12,11,10,8,3,2,4,5,6,5,7,2,0,0,1,0,0,0,0
2022-03-14 18:00:00,2,0,0,1,1,3,2,3,3,0,7,3,7,9,9,18,17,19,15,14,11,13,10,13,11,8,5,5,5,12,11,10,20,28,25,27,29,23,18,10,21,23,29,24,21,14,16,17,22,24,19,13,10,9,10,6,8,6,1,0,0,0,0,0,0,0
2022-03-14 19:00:00,1,0,0,1,2,3,3,5,6,0,5,10,11,4,12,11,9,8,8,8,6,8,6,5,7,5,6,6,4,5,2,8,17,18,16,18,18,15,12,13,13,21,18,15,9,5,6,8,11,13,11,10,6,5,6,4,3,4,3,1,0,4,3,2,0,0
2022-03-14 20:00:00,1,0,2,1,2,4,5,0,0,3,3,4,3,3,4,5,9,7,4,3,3,3,2,4,4,2,3,4,2,1,0,3,9,8,1,11,12,10,7,8,5,10,11,9,8,6,4,6,8,0,7,4,3,2,2,1,0,0,2,1,0,2,0,0,0,0
2022-03-14 21:00:00,0,0,0,1,0,2,2,1,1,3,0,1,4,4,0,6,8,7,6,5,4,5,5,4,3,2,2,1,0,2,0,4,6,4,7,6,9,7,6,5,7,8,9,5,7,5,7,6,7,6,6,5,3,3,4,3,0,0,1,0,0,0,0,0,0,0
2022-03-14 22:00:00,0,0,0,0,0,1,3,1,2,4,5,4,3,4,2,5,7,6,8,3,8,7,9,11,6,4,4,3,2,1,0,4,8,6,10,4,11,12,7,6,5,8,9,7,6,5,5,7,7,8,8,5,6,2,1,1,1,0,0,0,0,0,0,0,0,0
2022-03-14 23:00:00,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,5,5,3,3,0,0,1,4,2,2,0,1,1,0,0,2,5,0,4,6,6,2,7,6,5,10,7,9,6,4,2,5,5,5,4,3,2,0,0,1,0,1,1,0,0,1,0,0,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,0,2,0,2,0,1,0,2,2,0,1,3,3,4,0,0,2,1,5,5,5,4,3,5,7,6,6,5,6,7,0,1,1,1,5,0,6,7,6,7,6,8,0,8,8,9,9,7,7,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,3,0,0,0,0,1,1,2,2,1,0,1,3,2,2,1,1,1,5,6,8,5,4,3,4,3,6,4,4,6,4,3,5,4,2,3,5,5,2,4,3,4,0,2,4,6,3,5,3,1,1,2,4,5,5,7,9,8,3,1,1,0,1,0,0,0
2022-03-15 07:00:00,0,1,2,1,1,2,3,7,7,6,8,10,11,13,14,13,14,14,15,16,19,20,10,7,17,14,20,19,16,21,22,7,9,11,12,13,15,17,16,17,18,18,19,18,16,23,18,15,8,7,5,5,6,7,8,6,9,5,3,1,0,0,0,1,0,0
2022-03-15 08:00:00,1,3,0,0,0,1,5,2,9,8,10,12,15,17,18,17,16,13,18,21,26,22,12,12,22,21,19,19,21,27,27,5,9,10,13,18,18,17,19,16,20,21,17,18,16,19,18,15,14,7,7,7,7,10,4,9,5,5,3,1,1,3,1,0,0,0
2022-03-15 09:00:00,0,2,0,0,0,2,3,2,5,3,2,5,10,14,15,17,7,8,16,18,18,12,10,11,11,10,10,9,8,11,13,3,3,9,5,9,9,9,12,8,11,11,9,10,10,10,8,7,8,3,4,2,3,3,4,2,5,3,1,0,0,2,0,0,0,0
2022-03-15 10:00:00,0,1,0,0,0,2,1,0,3,1,4,3,4,6,7,0,8,9,9,5,6,7,8,5,7,8,7,5,0,5,3,1,2,0,0,5,6,6,5,4,5,8,8,9,6,11,8,6,7,4,2,2,3,2,5,6,5,5,4,2,0,1,0,0,0,0
2022-03-15 11:00:00,1,1,2,0,0,2,1,0,2,0,3,5,5,4,6,6,8,6,11,13,11,8,6,5,5,5,3,0,2,6,1,1,3,3,3,5,6,8,8,8,8,10,11,11,10,11,6,9,6,2,4,4,3,3,2,4,1,1,0,0,0,0,0,0,0,0
2022-03-15 12:00:00,1,2,0,0,3,2,3,3,4,0,5,5,6,7,8,7,6,6,6,5,6,7,6,9,11,9,6,4,1,4,5,1,3,2,5,5,9,8,4,2,7,10,10,7,7,7,6,7,7,6,5,3,4,0,5,3,2,4,2,0,1,1,0,0,0,0
2022-03-15 13:00:00,0,1,0,1,0,6,5,4,5,6,7,6,7,6,4,5,5,6,8,9,10,8,6,7,7,5,6,5,5,5,5,2,4,2,3,5,6,6,7,7,10,12,11,10,9,8,8,5,6,3,4,3,5,2,6,1,4,0,2,1,0,2,1,0,0,0
2022-03-15 14:00:00,1,0,0,0,1,3,3,4,5,4,5,6,7,9,11,9,11,4,12,10,9,9,7,7,6,4,3,3,2,4,3,4,5,2,3,4,7,6,6,4,5,6,7,5,6,8,6,7,7,6,6,6,6,7,6,5,5,2,1,0,0,1,0,0,0,0
2022-03-15 15:00:00,0,1,1,0,0,3,4,3,1,0,9,9,10,9,10,9,9,10,12,28,32,29,10,27,23,12,6,5,3,5,0,2,4,5,6,7,10,10,9,8,8,11,14,15,22,23,19,21,20,19,15,11,5,8,7,6,1,4,2,0,1,0,0,0,0,0
2022-03-15 16:00:00,0,1,0,0,0,1,3,2,3,3,6,9,9,11,12,12,8,8,10,8,10,12,11,10,8,8,5,4,4,5,4,6,5,0,5,5,8,8,7,7,10,11,12,11,11,12,10,11,10,8,6,6,5,6,7,7,6,4,2,0,1,0,0,0,0,0
2022-03-15 17:00:00,2,3,0,0,1,0,5,1,6,5,7,6,6,7,8,10,15,16,14,14,16,15,13,10,11,12,12,13,13,10,10,5,10,12,14,15,11,8,9,9,18,18,17,18,15,14,14,13,14,15,11,6,5,6,8,7,6,4,2,1,0,2,0,0,0,0
2022-03-15 18:00:00,1,3,2,3,2,6,5,4,3,4,4,5,7,8,10,14,11,13,12,10,14,13,9,15,13,13,11,9,10,15,16,10,20,22,24,21,20,19,14,12,12,20,23,22,17,15,12,17,25,21,18,15,9,6,6,4,3,5,1,3,2,2,1,0,0,0
2022-03-15 19:00:00,1,1,2,2,3,5,6,5,2,4,6,4,8,9,8,10,8,8,7,8,6,8,9,8,10,8,5,4,4,5,6,6,12,13,23,24,28,20,18,18,18,23,25,22,16,8,8,6,13,13,11,13,12,11,9,8,7,3,1,0,0,1,0,0,0,0
2022-03-15 20:00:00,0,0,0,0,1,3,5,2,6,0,3,3,3,3,4,6,8,6,8,7,5,7,5,7,8,2,2,1,3,3,2,4,8,0,9,11,10,9,7,2,7,9,13,12,8,7,5,4,6,8,9,8,5,2,3,3,0,0,0,0,0,1,0,0,0,0
2022-03-15 21:00:00,1,2,0,2,0,4,3,1,0,4,0,3,2,4,1,3,6,6,5,3,6,6,4,3,4,9,4,5,4,4,0,4,5,7,6,7,6,5,6,6,6,12,11,11,6,6,7,11,12,8,10,8,7,3,2,1,1,0,0,0,0,1,0,0,0,0
2022-03-15 22:00:00,0,2,2,0,1,6,6,5,3,7,4,3,2,2,0,2,7,5,6,4,3,5,2,6,4,2,3,2,0,0,0,4,8,8,9,15,15,14,11,10,8,9,10,9,7,5,3,4,6,7,6,6,2,1,0,1,0,0,0,0,1,1,0,0,0,0
2022-03-15 23:00:00,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,2,6,6,4,4,0,3,5,5,4,3,1,3,0,2,0,3,5,0,2,5,7,8,3,0,9,10,10,9,8,6,2,5,9,0,8,5,3,2,1,0,1,0,0,0,0,0,0,0,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,1,0,0,0,0,0,0,1,0,0,0,3,2,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,0,1,0,0,0,0,1,2,2,0,0,2,2,0,0,0,1,0,2,7,5,6,5,6,8,7,9,8,9,11,0,1,2,0,2,4,0,3,2,3,5,7,6,0,5,4,5,3,3,0,0,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,0,1,1,0,0,0,1,2,0,0,0,1,3,4,3,0,1,1,3,4,9,8,3,2,4,5,5,7,6,7,2,4,5,2,2,1,4,5,5,3,2,4,1,4,7,3,2,1,3,2,3,4,6,7,5,7,8,6,4,3,0,1,0,0,0,0
2022-03-16 07:00:00,0,2,2,0,2,1,2,4,7,7,5,10,11,14,19,18,22,21,24,18,22,19,9,8,20,21,21,20,21,24,22,4,5,5,6,7,10,20,22,21,20,21,21,17,8,19,17,14,8,7,6,7,7,6,4,3,5,5,2,2,2,1,0,0,0,0
2022-03-16 08:00:00,1,2,0,0,2,3,6,8,10,5,11,13,16,19,21,20,16,15,27,27,29,23,13,13,41,41,31,19,18,24,26,5,10,9,16,21,21,18,14,13,13,15,17,21,22,23,23,19,18,16,9,7,7,7,7,4,11,12,2,1,1,2,2,1,0,0
2022-03-16 09:00:00,0,3,0,2,0,3,3,5,6,2,7,8,7,9,10,7,6,5,10,14,13,11,9,9,9,8,9,10,10,12,11,3,4,5,6,9,11,8,8,7,9,10,9,7,10,9,8,6,5,3,5,4,3,0,3,2,3,1,1,0,0,0,0,0,0,0
2022-03-16 10:00:00,0,1,2,0,0,1,1,1,2,0,1,4,5,6,8,6,6,5,8,7,5,7,5,4,13,10,9,9,1,9,7,1,2,0,2,4,8,6,5,7,7,9,7,5,4,4,3,3,5,3,1,1,3,3,4,4,3,3,1,0,0,0,0,0,0,0
2022-03-16 11:00:00,0,1,0,0,0,1,2,0,3,0,2,3,4,5,3,5,4,5,5,5,7,8,6,6,5,4,1,3,1,3,0,1,2,3,3,3,8,9,7,7,7,6,10,10,11,9,8,7,6,8,4,2,3,3,5,2,2,0,2,0,0,0,0,0,0,0
2022-03-16 12:00:00,0,1,0,0,1,0,1,0,2,0,4,7,10,5,11,8,5,5,9,10,12,12,11,10,10,10,9,7,6,7,6,3,3,2,4,3,4,6,1,5,7,6,7,5,7,6,5,9,10,8,5,4,3,3,4,5,6,5,2,2,1,0,0,0,0,0
2022-03-16 13:00:00,0,2,0,1,2,3,5,4,3,1,6,9,10,9,5,9,8,8,7,5,8,9,10,14,11,6,5,3,6,10,0,2,4,3,4,5,6,5,4,5,5,7,5,7,6,2,4,7,9,8,5,4,7,6,7,0,5,6,2,0,1,2,1,0,0,0
2022-03-16 14:00:00,0,1,1,2,3,2,3,3,7,5,5,4,8,9,6,11,4,4,5,17,22,21,18,3,13,8,11,6,6,3,7,3,5,3,4,6,6,8,6,5,3,6,7,6,8,9,9,11,13,5,4,5,6,3,3,0,2,1,0,0,0,0,0,0,0,0
2022-03-16 15:00:00,0,1,0,1,1,1,3,4,5,1,4,5,6,7,9,10,7,6,6,9,13,17,14,13,13,13,7,5,4,3,2,2,6,6,6,6,9,7,8,7,12,10,6,11,10,7,8,8,10,3,9,8,6,5,7,6,6,1,2,0,0,1,0,0,0,0
2022-03-16 16:00:00,2,1,3,0,2,2,0,0,3,0,3,6,8,9,9,10,8,7,9,8,9,9,10,9,7,7,5,3,6,5,5,4,7,6,8,12,10,12,10,10,13,13,12,11,11,10,10,11,11,12,8,6,4,4,6,5,4,1,2,1,0,0,0,0,0,0
2022-03-16 17:00:00,1,1,0,1,2,3,2,1,4,7,9,9,11,13,5,9,8,11,12,15,14,15,11,12,16,17,15,12,13,13,5,4,12,11,12,16,14,14,7,12,13,15,14,14,13,11,9,10,11,12,13,10,3,1,4,3,4,3,1,0,0,0,0,0,0,0
2022-03-16 18:00:00,1,1,0,2,3,7,8,5,9,10,11,9,6,9,11,11,11,14,14,14,15,17,15,14,13,14,10,9,11,13,13,13,19,21,20,29,23,21,13,12,13,15,17,16,14,12,12,10,14,15,11,5,10,6,5,6,5,8,2,1,0,0,0,0,0,0
2022-03-16 19:00:00,0,2,0,2,2,3,1,4,5,4,7,5,5,6,5,8,10,9,8,5,5,3,8,6,7,8,7,6,5,6,7,10,20,19,10,19,21,19,15,14,16,18,18,14,10,7,4,10,16,15,15,10,9,8,9,6,6,3,1,0,0,0,1,1,0,0
2022-03-16 20:00:00,0,0,1,1,0,3,6,5,4,3,5,3,2,3,3,3,7,6,5,4,4,8,4,4,3,2,5,4,6,4,3,6,12,13,12,9,13,9,12,11,13,13,11,8,7,4,4,6,8,8,5,4,3,2,3,2,0,1,1,0,0,1,0,0,0,0
2022-03-16 21:00:00,2,1,0,1,0,5,2,4,1,2,0,3,3,4,3,4,9,10,6,5,5,5,5,4,3,2,1,4,0,3,0,5,5,7,9,12,8,6,4,6,6,7,6,9,9,7,4,5,6,5,5,4,4,3,3,3,4,2,0,0,1,0,0,0,0,0
2022-03-16 22:00:00,2,2,1,0,1,2,3,2,1,0,0,1,2,4,5,3,5,5,6,3,0,7,6,5,2,0,2,3,1,1,0,6,11,9,10,11,12,11,6,10,14,16,8,14,10,7,7,5,6,6,6,4,1,0,0,1,0,0,0,0,0,2,0,0,0,0
2022-03-16 23:00:00,0,0,0,0,0,1,1,1,2,0,0,1,2,0,0,5,8,8,7,0,7,8,5,3,3,1,0,4,3,0,0,5,8,2,5,6,5,5,7,4,7,10,11,11,10,7,7,8,9,0,8,5,3,2,2,1,1,0,0,0,0,0,0,0,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,2,1,0,0,0,0,0,0,0,0,0,1,3,2,3,2,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,0,5,0,4,0,0,0,1,0,0,1,1,2,3,0,0,1,1,5,6,7,6,5,2,4,3,5,4,5,4,0,1,1,0,2,2,3,4,3,3,6,5,4,0,3,3,4,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 06:00:00,1,0,0,0,0,0,0,1,1,1,0,2,2,3,3,0,2,4,5,6,11,5,5,3,6,8,8,6,7,7,8,2,3,2,1,2,3,2,2,2,3,3,0,5,4,9,10,9,5,0,1,2,5,6,4,5,7,6,1,0,0,0,1,0,0,0
2022-03-17 07:00:00,0,2,1,0,0,1,2,3,6,6,6,7,9,12,12,7,16,19,22,18,26,25,12,9,16,16,16,15,16,15,15,6,8,3,8,11,20,21,20,17,14,17,17,15,9,17,11,10,8,6,7,6,6,5,4,6,7,8,2,1,0,2,1,0,0,0
2022-03-17 08:00:00,1,8,0,7,6,2,11,5,13,11,9,12,16,17,18,16,18,13,23,24,25,20,12,10,14,15,16,17,18,24,24,8,9,10,11,11,14,16,11,14,16,18,20,22,24,26,21,18,23,7,7,5,4,4,6,8,8,8,4,3,2,1,1,0,0,0
2022-03-17 09:00:00,2,4,2,5,4,3,0,1,3,1,3,3,7,7,7,8,8,7,11,10,13,14,11,11,12,10,12,13,11,10,9,2,3,3,4,5,9,9,8,9,9,10,9,10,9,12,12,11,13,11,2,6,7,0,4,4,6,5,3,0,2,2,1,0,0,0
2022-03-17 10:00:00,0,0,0,1,0,1,0,0,2,0,3,3,5,6,5,5,4,4,5,7,10,10,8,8,7,4,6,4,5,6,7,1,2,3,3,3,3,4,5,4,6,6,2,8,6,6,6,6,5,4,3,1,2,1,3,0,4,3,2,1,0,1,0,0,0,0
2022-03-17 11:00:00,0,1,0,1,0,1,2,2,2,3,2,4,5,5,6,6,7,3,6,10,10,7,5,5,6,3,3,3,2,4,2,1,3,0,2,3,4,6,5,5,7,8,9,9,7,9,7,7,6,4,3,2,0,2,3,0,1,1,0,0,0,0,0,0,0,0
2022-03-17 12:00:00,1,0,1,0,0,1,3,1,4,3,3,7,5,7,9,9,8,6,7,4,5,6,4,5,4,3,3,3,5,4,4,3,3,2,3,4,9,5,11,9,8,8,9,8,6,7,9,11,12,12,9,7,5,3,4,3,4,2,3,0,2,1,1,0,0,0
2022-03-17 13:00:00,0,2,1,1,1,3,4,4,5,3,9,9,11,9,12,10,8,7,10,8,10,9,7,8,8,5,7,6,5,6,0,2,5,0,0,7,10,9,9,8,10,8,8,7,6,7,5,6,4,6,5,2,1,4,7,2,3,6,4,3,2,1,0,0,0,0
2022-03-17 14:00:00,0,1,0,2,1,3,2,2,2,0,6,8,9,8,9,7,7,7,10,27,36,35,28,28,21,8,4,1,3,1,0,2,4,0,3,4,7,8,7,5,8,9,9,9,22,22,18,14,12,11,7,6,5,6,4,2,2,0,1,0,1,3,1,0,0,0
2022-03-17 15:00:00,0,1,0,0,1,2,3,3,2,3,5,4,9,8,12,12,7,7,7,7,8,7,7,11,10,10,5,3,0,0,0,3,4,4,7,8,9,11,8,9,10,12,11,10,10,9,8,12,13,6,13,7,7,5,5,6,5,0,4,3,3,0,0,0,0,0
2022-03-17 16:00:00,2,3,2,0,2,3,4,6,5,4,6,12,13,15,15,12,8,8,10,11,10,7,6,8,8,9,8,7,8,4,5,5,8,8,8,7,10,5,8,5,9,12,13,10,8,8,7,9,6,6,5,4,3,6,9,8,7,6,2,0,0,0,0,0,0,0
2022-03-17 17:00:00,1,2,0,2,2,4,1,2,5,3,6,6,9,10,10,9,10,12,11,11,11,10,9,11,13,13,12,11,10,11,6,4,9,10,10,13,13,12,11,11,13,14,15,15,12,11,9,9,14,10,10,7,4,5,7,6,8,7,3,2,1,1,0,0,0,0
2022-03-17 18:00:00,0,0,0,0,2,3,3,3,5,2,8,4,6,8,11,14,14,14,14,10,10,12,9,9,14,14,10,7,11,29,26,16,24,26,26,36,29,25,15,14,15,17,18,18,14,13,13,13,21,12,10,9,8,7,9,7,5,5,2,0,0,2,1,0,0,0
2022-03-17 19:00:00,1,1,0,2,4,6,10,9,7,6,5,5,10,10,10,10,10,11,10,9,8,7,5,6,5,7,7,6,5,4,5,10,16,12,15,15,18,16,14,13,14,22,21,18,12,9,11,12,13,22,19,14,11,9,9,8,6,4,3,1,0,1,1,0,0,0
