Unnamed: 0,1_도봉산역광역환승센터,2_도봉산역,3_도봉한신아파트,4_서울북부지방법원.검찰청.도봉역성황당,5_신도봉사거리,6_신도봉시장.도봉구청.방학북부역,7_도봉소방서.방학남부역,8_도봉보건소,9_도봉구민회관.도봉문화원(중),10_쌍문역,11_우이1교앞,12_수유3동우체국,13_수유(강북구청)역,14_수유역,15_수유시장.성신여대미아캠퍼스앞,16_미아역.신일중고,17_도봉세무서.성북시장,18_미아사거리역,19_월곡뉴타운,20_길음뉴타운,21_미아리고개.미아리예술극장,22_돈암사거리.성신여대입구,23_삼선교.한성대학교,24_혜화동로터리.여운형활동터,25_명륜3가.성대입구,26_창경궁.서울대학교병원,27_원남동,28_종로4가.종묘,29_종로3가.탑골공원,30_종로2가,31_종로1가,32_광화문,33_서울역사박물관.경희궁앞,34_서대문역사거리,35_충정로역,36_아현초등학교,37_마포경찰서,38_아현동주민센터,39_공덕역,40_마포역,41_여의도환승센터,42_여의도공원,43_영등포역,44_남부지방법원등기국.구로세무서(에이스하이테크시티),45_문래동남성아파트,46_신도림역,47_신도림동.구로역,48_구일역.중앙유통상가,49_동양미래대학.구로성심병원,50_개봉역.영화아파트,51_경인중학교.개봉사거리,52_오류1동주민센터.오류문화센터,53_오류동역,54_오류지구대.신오류주유소,55_연세중앙교회,56_궁동청소년문화의집,57_우신고등학교,58_온수역,59_온수동종점,60_온수역,61_우신고등학교,62_궁동청소년문화의집.구로검사소,63_연세중앙교회,64_씨티월드,65_오류동역,66_오류1동주민센터.오류문화센터,67_경인중학교.개봉사거리,68_개봉역.한마을아파트,69_동양미래대학.구로성심병원,70_구일역.제일제당,71_신도림동.구로역,72_신도림역,73_문래동남성아파트,74_남부지방법원등기국.구로세무서(에이스하이테크시티),75_영등포역,76_전경련회관,77_여의도환승센터,78_파크원타워.LG트윈타워,79_마포역,80_공덕역,81_아현동주민센터,82_마포경찰서,83_아현초등학교,84_충정로역,85_서대문역사거리,86_서울역사박물관.경희궁앞,87_광화문,88_종로1가,89_종로2가,90_종로3가.탑골공원,91_종로4가.종묘,92_종로5가.광장시장,93_종로5가.효제초등학교,94_종로5가.효제동.김상옥의거터,95_방송통신대.이화장,96_혜화역.마로니에공원,97_혜화역.동성중고(장면총리가옥),98_삼선교.한성대학교.조소앙활동터,99_돈암사거리.성신여대입구,100_미아리고개.미아리예술극장,101_길음뉴타운,102_월곡뉴타운,103_미아사거리역,104_도봉세무서.성북시장,105_미아역.신일중고,106_수유시장.성신여대미아캠퍼스앞,107_수유역.강북구청,108_수유3동우체국,109_우이1교앞,110_쌍문역,111_도봉구민회관.도봉문화원(중),112_도봉보건소.북한산아이파크아파트,113_도봉소방서.방학남부역,114_신도봉시장.도봉구청.방학북부역,115_신도봉사거리,116_서울북부지방법원.검찰청.도봉역성황당,117_도봉한신아파트,118_도봉산역,119_도봉산역광역환승센터
2022-03-05 04:00:00,0,5,6,7,6,8,9,10,17,21,21,21,22,17,23,31,24,34,33,32,31,33,34,32,32,31,29,24,21,18,14,13,10,11,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,2,5,7,9,11,6,9,12,12,13,14,14,13,15,15,16,15,13,34,15,32,31,30,24,24,23,20,19,16,14,12,7,15,14,14,13,13,13,12,10,6,8,6,7,6,4,0,5,4,3,3,0,2,5,0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,1,5,4,5,6,7,9,7,6,6,5,3,5,0,9,5,10,10,11,14,14,13,12,12,13,12,12,11,11,10,9,7,8,8,9,9,10,10,10,12,10,0,8,10,8,10,7,6,5,3,4,1,3,3,2,4,1,0,3,8,8,9,10,11,11,13,14,13,14,11,12,13,6,8,14,14,10,9,9,3,7,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 07:00:00,2,6,7,11,12,15,10,17,21,16,16,17,15,14,15,17,15,18,20,19,21,19,20,18,15,14,17,16,12,9,12,13,11,14,15,15,15,15,9,15,13,5,7,5,4,6,7,5,4,3,2,5,0,5,5,4,7,2,2,6,7,6,7,8,8,10,17,18,19,21,16,12,11,7,12,9,10,10,8,10,8,10,8,10,11,9,10,11,12,8,11,6,5,0,10,7,9,8,7,10,7,9,10,11,11,6,10,9,6,9,8,7,6,5,6,8,7,0,0
2022-03-05 08:00:00,2,9,18,24,22,22,26,25,22,20,21,20,22,22,23,23,22,22,21,19,22,18,20,19,17,20,21,14,19,18,17,13,12,15,14,17,19,11,10,12,10,9,7,8,7,10,7,8,9,5,4,4,5,2,5,7,8,1,5,10,11,12,13,18,27,34,29,27,23,23,25,22,17,19,19,22,23,20,13,14,14,12,15,12,12,13,8,12,12,12,8,11,8,6,7,10,9,8,8,9,11,10,11,11,9,10,10,11,8,8,7,8,7,6,9,7,6,2,0
2022-03-05 09:00:00,2,9,14,18,19,24,29,35,34,34,32,29,31,30,35,34,36,35,31,32,32,33,34,35,36,36,35,36,30,18,16,14,11,14,22,18,18,20,17,14,11,10,9,7,6,6,6,7,8,8,12,10,8,7,7,9,7,2,6,9,12,15,17,20,19,19,23,26,25,26,27,22,10,19,23,21,23,24,21,21,30,29,17,16,26,21,18,16,18,12,14,14,12,7,13,13,11,14,12,13,10,10,11,13,12,13,15,15,16,20,22,21,18,15,14,11,10,1,0
2022-03-05 10:00:00,2,9,13,21,29,24,31,35,29,29,28,28,34,28,22,25,27,25,23,24,30,27,30,28,25,23,25,22,29,26,23,15,15,18,18,21,21,18,23,31,20,19,15,14,14,11,6,10,8,7,8,6,7,8,8,10,9,5,6,9,13,16,18,19,22,25,26,23,25,25,25,25,24,23,24,24,26,25,25,24,26,26,25,22,20,22,23,19,17,17,16,17,16,12,11,15,9,14,16,17,18,14,15,14,15,13,20,19,18,18,17,18,18,17,15,13,8,1,0
2022-03-05 11:00:00,2,9,10,16,13,16,24,26,29,22,21,19,23,22,25,25,27,28,28,35,35,34,32,26,29,33,32,30,27,23,17,18,14,18,19,23,23,23,23,28,27,20,17,13,12,12,9,10,15,12,15,8,10,9,9,11,9,2,5,7,9,14,15,15,16,22,25,29,32,30,30,25,22,26,27,25,27,25,22,22,25,27,28,29,27,25,20,19,19,17,20,16,16,14,15,15,14,16,14,16,16,12,19,18,17,18,18,19,20,25,27,28,23,23,22,17,10,3,0
2022-03-05 12:00:00,3,6,13,17,20,22,30,23,28,27,34,33,23,24,27,25,24,23,29,28,32,26,27,28,27,25,27,27,24,22,24,19,21,22,24,26,28,28,29,34,35,29,19,18,17,19,19,18,10,12,11,9,14,14,14,12,12,4,5,9,7,19,18,22,25,30,32,31,37,39,37,32,25,27,29,29,30,29,35,32,33,36,30,34,31,24,25,22,23,28,18,28,27,27,14,17,18,25,24,20,22,12,22,11,18,14,13,14,12,16,13,12,11,10,10,10,9,1,0
2022-03-05 13:00:00,1,17,17,19,19,19,19,17,17,16,20,23,23,23,29,34,29,29,28,34,36,39,41,37,36,32,33,31,32,30,27,25,26,34,35,31,29,28,30,30,30,34,20,20,18,20,17,16,15,14,14,9,11,9,12,14,12,3,4,11,12,14,12,16,21,23,22,22,25,29,35,28,18,29,29,29,32,30,30,25,26,27,30,28,26,25,23,24,22,26,31,34,33,31,25,20,22,23,25,25,25,25,25,29,32,31,32,31,32,34,35,24,16,13,11,7,7,2,0
2022-03-05 14:00:00,2,11,14,16,14,20,26,24,24,22,24,24,29,29,23,29,26,29,27,27,27,28,24,27,28,30,32,33,32,33,36,36,34,34,31,32,33,37,39,46,31,27,22,22,21,18,14,14,14,10,15,14,11,12,9,9,8,3,4,9,7,8,9,13,17,20,22,21,19,20,21,24,23,26,30,30,35,36,32,28,29,29,28,29,24,22,22,27,24,27,29,28,28,30,23,19,19,24,16,17,14,11,21,19,24,19,21,22,23,31,20,22,17,16,13,12,6,2,0
2022-03-05 15:00:00,0,13,16,18,18,19,29,28,27,25,26,22,22,19,21,22,22,21,24,27,28,29,27,23,26,23,25,27,31,34,35,37,36,37,39,30,29,30,32,43,36,34,24,21,22,25,25,23,21,21,17,17,15,15,13,20,18,13,5,11,13,11,12,13,16,20,20,22,29,32,34,26,24,24,31,33,34,33,30,30,30,30,31,24,28,32,33,38,37,38,38,31,31,30,29,28,26,23,25,27,26,24,22,21,21,20,22,18,22,29,27,24,23,25,21,17,11,5,0
2022-03-05 16:00:00,1,4,8,10,7,13,22,18,18,12,24,18,16,17,20,21,17,23,21,23,30,32,34,36,39,39,37,35,30,31,25,24,25,24,38,35,34,32,29,32,38,30,31,29,26,25,25,19,17,20,19,13,15,12,11,11,6,5,8,15,16,21,17,17,17,19,19,24,26,33,38,35,35,38,38,36,39,46,34,33,34,36,38,35,28,28,28,33,33,38,37,37,34,29,32,31,26,29,31,28,22,20,26,21,24,25,25,25,21,27,23,19,16,16,13,5,3,1,0
2022-03-05 17:00:00,1,6,9,11,13,17,32,34,33,28,29,24,19,19,23,23,21,19,19,19,18,19,21,12,24,13,17,15,22,25,24,25,31,32,34,35,34,34,38,45,45,44,29,29,27,29,27,27,24,21,20,12,16,14,13,8,8,3,3,9,13,14,14,14,16,17,18,20,26,28,26,25,26,30,39,38,41,45,37,34,35,34,33,35,30,28,29,34,35,41,45,46,44,42,38,39,34,34,30,26,24,25,22,24,21,20,24,21,19,23,22,20,20,18,10,13,6,1,0
2022-03-05 18:00:00,7,16,15,17,16,16,22,16,15,19,20,18,18,17,16,12,16,14,14,12,13,14,13,14,15,11,18,19,23,24,23,30,31,36,37,35,35,33,32,35,35,30,30,28,27,40,37,33,31,25,15,11,16,18,15,10,7,3,3,7,6,8,9,9,10,11,14,12,15,14,19,15,14,15,28,31,37,37,25,22,21,20,19,32,31,34,37,24,39,37,36,36,37,18,37,33,34,30,26,24,23,25,18,18,18,19,23,26,22,23,21,17,15,12,11,7,6,2,0
2022-03-05 19:00:00,6,8,16,17,16,18,19,18,19,17,16,17,14,14,13,12,14,14,11,15,14,10,9,9,13,14,15,11,18,19,22,22,25,25,24,22,19,22,22,19,22,17,29,31,29,25,27,21,19,24,23,17,16,14,8,7,4,2,6,10,9,8,5,8,13,13,11,13,14,15,18,16,18,17,25,27,33,38,37,29,25,25,24,21,20,19,21,23,25,26,26,27,0,18,22,24,27,25,23,19,17,18,20,15,22,25,21,20,18,23,23,20,16,15,12,10,8,3,0
2022-03-05 20:00:00,0,6,0,5,3,4,9,13,8,11,12,10,7,8,6,7,5,6,7,7,6,4,7,5,10,0,0,8,12,16,19,26,24,21,27,25,23,23,25,24,33,22,24,23,20,24,25,24,22,21,20,14,11,10,9,7,6,5,1,6,5,3,3,6,8,6,5,7,8,9,8,6,4,5,17,18,19,30,23,19,19,16,15,14,15,18,20,16,22,24,25,20,25,24,7,23,23,24,29,25,26,35,29,28,28,26,21,20,15,19,19,19,20,15,13,7,4,3,0
2022-03-05 21:00:00,1,8,7,6,3,0,5,6,4,5,7,5,5,6,6,7,7,5,6,7,5,8,9,8,10,9,10,10,12,16,18,12,15,18,14,16,17,21,22,27,30,29,26,26,23,27,23,21,19,18,15,11,8,7,6,5,5,2,2,10,9,4,4,6,4,7,6,7,9,7,9,12,6,5,19,15,15,20,17,16,19,15,17,17,18,22,23,25,27,30,27,27,22,26,25,30,37,34,34,29,24,23,25,24,22,25,22,21,20,19,19,15,13,9,6,5,4,1,0
2022-03-05 22:00:00,0,4,7,8,7,0,9,10,8,11,4,10,12,13,12,10,9,6,7,6,5,7,5,8,9,7,7,6,13,17,15,21,20,22,25,20,19,15,19,23,24,14,23,22,23,27,26,18,25,21,19,15,13,11,11,8,4,4,1,9,11,11,12,9,7,7,6,4,5,4,6,10,11,10,21,11,28,29,28,30,18,30,29,24,18,20,24,21,29,32,33,34,33,13,32,28,30,31,28,20,25,24,23,21,16,17,21,20,18,16,14,13,11,7,6,6,4,1,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,12,0,18,20,19,16,17,15,14,16,13,8,12,11,11,20,21,22,19,16,13,11,10,9,8,7,2,1,1,3,5,3,6,3,5,4,3,5,4,6,5,8,6,0,15,13,17,16,16,23,25,23,18,18,21,5,22,24,25,28,15,28,27,26,25,11,31,31,32,33,30,30,25,19,14,12,15,7,14,12,8,11,8,6,5,2,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,1,2,3,4,0,3,5,6,7,8,8,9,9,10,12,13,12,13,14,14,13,9,0,12,0,0,13,6,12,11,10,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,1,1,2,2,4,4,5,7,9,10,12,11,14,15,14,7,12,13,12,14,13,14,13,5,12,11,13,12,10,12,0,15,9,10,15,13,11,10,9,8,6,4,3,2,1,3,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,1,1,0,2,2,3,4,3,3,4,5,6,8,0,4,0,8,8,3,9,3,7,8,5,9,4,4,7,6,11,3,7,6,4,8,9,9,9,4,5,4,3,3,4,2,4,5,5,4,0,1,2,0,2,1,0,0,0,1,3,4,6,7,6,7,5,5,9,9,0,7,7,0,6,5,4,4,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 07:00:00,1,4,6,7,5,9,9,11,12,9,8,11,11,12,11,10,11,14,15,14,16,15,10,4,8,0,9,8,10,8,9,6,8,8,10,13,15,15,11,10,6,4,3,2,1,3,3,2,1,3,2,3,3,3,0,0,1,0,3,5,3,3,4,5,4,5,7,9,7,7,10,8,7,7,9,8,9,5,4,4,4,5,6,4,7,7,3,0,6,7,0,6,0,2,3,8,4,8,7,6,5,6,7,3,5,6,5,4,5,4,4,1,0,0,0,0,0,0,0
2022-03-06 08:00:00,0,5,6,8,9,9,12,11,12,13,12,15,16,16,19,19,22,14,14,14,16,15,15,14,12,15,16,15,14,11,9,8,7,11,13,12,13,15,15,13,15,0,10,9,8,7,6,0,6,5,4,3,2,6,6,7,11,1,2,4,2,9,9,13,15,11,20,20,20,18,18,15,14,12,15,15,13,12,13,14,13,14,9,11,10,9,8,4,7,1,3,8,5,7,0,6,5,4,3,5,6,6,8,4,3,7,6,7,6,7,7,6,4,5,6,4,2,1,0
2022-03-06 09:00:00,2,8,13,14,16,18,22,22,22,18,18,23,20,21,23,22,23,24,20,23,24,25,24,16,15,17,16,15,17,16,18,16,15,14,18,19,15,20,20,27,24,20,9,7,4,6,6,0,6,6,6,8,8,6,7,6,4,0,4,5,8,9,10,11,14,17,20,22,31,29,30,25,17,25,25,24,22,17,15,16,18,18,17,16,14,13,13,7,6,11,10,5,4,9,6,8,7,8,7,8,8,6,7,8,9,9,9,7,10,12,14,11,11,8,8,9,7,1,0
2022-03-06 10:00:00,2,5,11,12,15,17,17,21,20,16,17,19,19,15,21,22,19,23,21,21,23,23,25,25,25,17,24,24,24,24,22,21,19,17,18,25,11,25,25,28,15,14,10,7,4,8,5,8,3,3,6,5,4,5,4,5,6,1,2,9,10,10,11,13,18,22,29,30,38,36,31,25,24,23,23,24,27,27,20,18,20,15,19,18,16,14,12,11,9,10,8,9,7,6,6,4,4,4,7,6,6,6,7,9,6,7,12,13,13,15,14,11,8,5,6,6,4,3,0
2022-03-06 11:00:00,1,8,7,6,7,7,8,18,16,7,8,9,9,11,15,11,19,21,20,22,17,20,18,13,19,21,22,21,19,21,18,19,19,19,22,25,28,24,23,28,26,25,9,9,9,10,11,9,6,8,5,7,6,7,6,3,6,4,2,8,13,11,12,17,18,20,20,24,27,28,21,24,20,22,27,25,22,21,20,21,23,23,21,19,17,12,17,16,15,12,14,15,13,13,12,12,13,10,9,0,8,7,6,5,8,8,7,7,8,10,12,13,10,5,8,4,3,1,0
2022-03-06 12:00:00,2,9,11,12,17,17,25,26,24,20,20,21,20,19,18,13,21,17,21,21,27,30,29,27,30,12,32,29,30,28,25,21,15,17,19,19,21,23,31,38,44,39,16,15,16,16,20,19,10,16,18,11,14,19,16,18,17,2,4,22,8,17,18,19,22,23,24,30,31,29,27,31,25,30,33,34,31,19,26,28,29,26,26,25,19,19,17,16,14,14,15,16,15,14,14,18,18,16,15,12,14,13,11,6,5,11,16,17,15,15,8,14,15,18,13,17,10,1,0
2022-03-06 13:00:00,2,7,0,8,15,17,23,22,22,22,21,22,23,24,25,26,29,30,28,27,28,30,30,31,30,29,30,28,28,28,24,22,21,23,25,26,27,31,33,33,22,21,16,14,12,14,12,10,16,15,10,6,7,9,8,10,9,1,3,10,14,13,13,17,18,22,23,22,21,32,33,31,32,32,38,39,35,34,30,27,26,23,18,20,19,21,21,20,20,21,23,23,17,16,20,16,17,21,16,15,12,13,21,23,18,20,16,15,15,17,15,18,13,9,8,7,3,2,0
2022-03-06 14:00:00,1,25,16,18,21,16,19,18,19,15,22,25,23,21,29,32,34,39,39,41,43,42,41,35,35,34,33,30,33,27,35,33,35,40,42,40,34,33,32,39,27,26,19,0,16,18,16,15,12,11,12,13,12,9,7,7,5,1,2,22,21,17,10,12,12,15,17,17,18,20,26,25,24,25,23,21,23,24,23,23,24,22,25,23,23,22,26,25,23,22,19,21,14,17,21,19,24,25,27,32,30,27,28,25,25,23,18,19,17,17,14,12,11,6,11,11,8,1,0
2022-03-06 15:00:00,4,14,34,35,36,37,33,32,33,26,27,23,22,21,20,20,21,20,21,23,26,28,25,25,26,29,22,30,28,23,17,21,23,24,26,28,28,28,30,40,38,35,23,23,20,23,22,22,14,10,9,6,8,7,6,6,8,2,3,7,6,9,9,12,14,17,17,22,24,28,33,26,17,24,25,22,24,28,27,27,28,30,28,29,26,24,22,28,30,30,30,31,28,26,25,23,25,29,24,23,25,19,23,20,19,17,15,13,12,9,13,12,11,10,9,8,5,3,0
2022-03-06 16:00:00,9,13,19,17,18,20,20,29,26,26,28,24,21,20,20,21,20,22,19,20,19,17,19,20,21,18,23,25,24,24,26,27,32,34,38,39,33,31,32,31,30,29,22,23,23,22,22,21,15,13,10,9,8,7,6,5,4,2,4,9,5,10,11,9,11,11,12,12,14,17,18,21,20,19,29,27,34,41,29,27,24,23,22,21,22,25,31,30,29,31,33,34,30,30,29,26,24,24,24,20,20,18,18,17,18,17,15,13,13,17,15,15,13,11,8,5,4,1,0
2022-03-06 17:00:00,1,8,12,14,15,15,26,26,30,30,29,29,26,24,20,10,17,11,17,16,15,16,16,13,15,16,14,15,15,20,21,22,25,28,30,29,29,27,25,30,33,31,26,27,23,28,27,24,22,20,16,9,11,11,8,7,6,2,4,10,11,10,10,9,13,16,18,19,16,15,14,14,16,14,22,31,43,49,33,30,30,28,25,24,22,26,30,31,28,31,23,23,35,36,33,27,28,25,27,25,28,24,24,23,24,22,24,22,20,23,20,18,14,11,9,8,6,3,0
2022-03-06 18:00:00,4,9,15,19,10,26,28,27,25,23,26,21,14,14,17,14,15,15,13,16,15,16,19,17,22,21,24,25,21,23,25,25,27,26,27,25,24,22,20,24,26,24,20,22,15,27,25,25,23,18,17,14,13,14,55,54,46,2,3,5,6,7,22,24,26,22,18,15,12,11,12,12,12,13,29,30,29,34,25,21,21,19,19,18,17,18,25,30,27,30,22,34,26,33,25,29,26,29,29,25,27,33,28,24,22,23,24,23,19,21,17,17,16,14,12,7,3,1,0
2022-03-06 19:00:00,2,8,13,16,17,18,23,18,17,16,15,15,16,17,16,15,15,11,9,12,11,12,12,10,12,12,21,5,19,19,20,18,11,17,18,14,16,14,11,14,16,10,15,16,14,15,17,15,14,17,18,13,13,10,8,6,39,4,2,3,6,0,11,23,18,18,18,16,17,16,17,12,10,6,22,24,33,40,33,28,24,24,19,17,13,18,16,24,25,24,25,26,25,22,24,25,22,18,16,15,14,12,13,14,12,20,16,17,16,15,14,14,10,8,8,7,3,2,0
2022-03-06 20:00:00,1,4,7,6,6,12,13,10,8,13,8,11,11,11,13,11,10,12,11,11,12,11,9,9,11,8,13,12,15,14,14,19,18,20,21,21,16,15,16,17,24,22,19,18,16,25,18,15,20,19,15,12,12,12,8,7,5,1,2,5,7,6,7,6,6,7,8,7,7,8,9,10,9,9,19,8,27,35,31,24,22,23,22,20,18,17,15,15,21,23,18,25,26,25,23,21,23,19,19,16,15,13,16,11,9,9,10,9,8,12,11,8,8,7,6,5,4,2,0
2022-03-06 21:00:00,4,2,3,8,8,10,15,14,12,9,11,10,9,8,4,6,5,9,7,8,8,8,9,6,10,9,10,8,10,16,17,18,18,20,19,10,20,15,19,22,23,22,23,21,18,18,18,16,15,14,15,14,12,10,6,7,5,6,4,4,1,1,3,3,5,8,8,8,9,3,8,9,6,7,18,19,20,22,20,19,20,21,20,15,13,17,21,22,22,22,21,24,25,26,19,27,28,25,23,23,21,23,26,25,22,21,23,21,14,19,18,18,14,13,0,5,2,0,0
2022-03-06 22:00:00,2,0,0,2,1,0,1,0,0,0,2,0,6,2,4,5,8,6,9,8,6,6,7,6,7,7,8,0,9,8,10,11,10,13,13,13,12,11,14,16,19,9,23,21,19,18,15,15,16,14,14,11,11,12,9,7,5,4,2,3,4,3,1,4,5,1,3,5,9,0,10,8,7,7,15,10,19,21,17,14,13,20,19,15,13,14,18,21,22,23,13,20,19,13,17,20,23,19,22,23,23,12,21,20,17,20,25,20,23,23,18,16,15,13,12,9,5,4,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,9,10,10,11,9,9,10,8,13,8,6,10,7,9,10,11,10,8,11,7,7,4,5,3,2,0,0,1,4,3,3,2,3,4,3,3,4,2,0,4,7,0,8,7,8,11,11,9,11,11,9,12,11,10,6,11,7,14,15,5,16,17,16,14,17,24,23,21,20,19,16,23,19,17,19,22,21,19,29,26,18,11,10,8,6,4,1,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,2,3,6,8,11,15,17,19,23,24,25,28,30,31,33,36,40,41,40,37,38,35,34,36,32,31,29,26,21,16,13,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
