Unnamed: 0,1_도봉산역광역환승센터,2_도봉산역,3_도봉한신아파트,4_서울북부지방법원.검찰청.도봉역성황당,5_신도봉사거리,6_신도봉시장.도봉구청.방학북부역,7_도봉소방서.방학남부역,8_도봉보건소,9_도봉구민회관.도봉문화원(중),10_쌍문역,11_우이1교앞,12_수유3동우체국,13_수유(강북구청)역,14_수유역,15_수유시장.성신여대미아캠퍼스앞,16_미아역.신일중고,17_도봉세무서.성북시장,18_미아사거리역,19_월곡뉴타운,20_길음뉴타운,21_미아리고개.미아리예술극장,22_돈암사거리.성신여대입구,23_삼선교.한성대학교,24_혜화동로터리.여운형활동터,25_명륜3가.성대입구,26_창경궁.서울대학교병원,27_원남동,28_종로4가.종묘,29_종로3가.탑골공원,30_종로2가,31_종로1가,32_광화문,33_서울역사박물관.경희궁앞,34_서대문역사거리,35_충정로역,36_아현초등학교,37_마포경찰서,38_아현동주민센터,39_공덕역,40_마포역,41_여의도환승센터,42_여의도공원,43_영등포역,44_남부지방법원등기국.구로세무서(에이스하이테크시티),45_문래동남성아파트,46_신도림역,47_신도림동.구로역,48_구일역.중앙유통상가,49_동양미래대학.구로성심병원,50_개봉역.영화아파트,51_경인중학교.개봉사거리,52_오류1동주민센터.오류문화센터,53_오류동역,54_오류지구대.신오류주유소,55_연세중앙교회,56_궁동청소년문화의집,57_우신고등학교,58_온수역,59_온수동종점,60_온수역,61_우신고등학교,62_궁동청소년문화의집.구로검사소,63_연세중앙교회,64_씨티월드,65_오류동역,66_오류1동주민센터.오류문화센터,67_경인중학교.개봉사거리,68_개봉역.한마을아파트,69_동양미래대학.구로성심병원,70_구일역.제일제당,71_신도림동.구로역,72_신도림역,73_문래동남성아파트,74_남부지방법원등기국.구로세무서(에이스하이테크시티),75_영등포역,76_전경련회관,77_여의도환승센터,78_파크원타워.LG트윈타워,79_마포역,80_공덕역,81_아현동주민센터,82_마포경찰서,83_아현초등학교,84_충정로역,85_서대문역사거리,86_서울역사박물관.경희궁앞,87_광화문,88_종로1가,89_종로2가,90_종로3가.탑골공원,91_종로4가.종묘,92_종로5가.광장시장,93_종로5가.효제초등학교,94_종로5가.효제동.김상옥의거터,95_방송통신대.이화장,96_혜화역.마로니에공원,97_혜화역.동성중고(장면총리가옥),98_삼선교.한성대학교.조소앙활동터,99_돈암사거리.성신여대입구,100_미아리고개.미아리예술극장,101_길음뉴타운,102_월곡뉴타운,103_미아사거리역,104_도봉세무서.성북시장,105_미아역.신일중고,106_수유시장.성신여대미아캠퍼스앞,107_수유역.강북구청,108_수유3동우체국,109_우이1교앞,110_쌍문역,111_도봉구민회관.도봉문화원(중),112_도봉보건소.북한산아이파크아파트,113_도봉소방서.방학남부역,114_신도봉시장.도봉구청.방학북부역,115_신도봉사거리,116_서울북부지방법원.검찰청.도봉역성황당,117_도봉한신아파트,118_도봉산역,119_도봉산역광역환승센터
2022-03-27 18:00:00,2,13,17,16,17,18,21,24,23,18,17,14,13,15,16,14,13,14,13,14,13,10,12,7,11,15,16,21,18,16,16,16,16,17,21,20,21,16,26,27,29,28,23,25,26,33,32,23,18,19,13,10,10,6,26,24,22,1,6,9,8,8,23,27,22,6,5,24,21,18,11,11,12,10,31,36,38,39,26,23,23,19,18,16,13,19,22,25,27,34,20,31,30,31,31,27,28,25,22,22,22,25,24,18,24,26,17,16,16,15,10,23,22,17,15,12,8,3,0
2022-03-27 19:00:00,2,13,15,25,27,26,27,26,23,22,22,21,17,16,17,15,12,16,15,15,14,14,15,14,15,15,11,10,15,17,17,22,22,22,21,21,22,22,21,23,19,18,18,19,18,17,19,28,27,22,22,14,13,12,17,17,16,4,1,4,4,4,8,12,10,8,8,9,7,17,14,14,14,14,20,18,35,43,35,25,22,23,21,18,18,17,23,25,29,29,14,19,15,18,14,28,27,26,26,24,21,20,22,21,21,21,23,21,19,23,22,20,18,17,13,9,4,1,0
2022-03-27 20:00:00,2,8,9,8,11,11,13,12,4,18,18,16,10,10,10,9,8,11,13,10,8,9,10,9,12,10,16,13,15,18,19,25,24,28,29,22,23,8,26,27,28,29,27,26,16,20,18,19,17,15,15,13,12,7,10,6,11,1,1,6,5,10,11,12,3,9,5,4,6,4,8,8,9,8,20,21,25,44,32,29,25,24,22,21,20,19,20,19,20,23,22,20,22,16,19,20,21,20,23,21,18,17,18,18,16,13,15,13,5,11,4,10,8,9,8,4,2,1,0
2022-03-27 21:00:00,1,7,5,7,8,9,9,10,8,12,8,9,11,10,13,13,10,9,7,0,8,8,7,6,8,0,0,6,14,15,7,9,8,9,15,16,18,15,19,22,25,22,22,21,20,37,38,27,25,19,14,8,6,5,5,5,4,2,2,5,4,4,5,7,5,9,10,7,11,12,7,9,9,10,18,17,22,24,20,22,19,22,21,16,17,17,20,23,24,25,23,26,25,0,23,25,27,27,24,18,17,15,14,13,12,9,10,11,10,7,11,12,8,5,7,8,3,1,0
2022-03-27 22:00:00,6,0,7,7,7,0,8,5,1,4,5,5,7,6,7,9,0,10,9,8,7,6,6,7,9,6,7,8,14,7,19,20,7,17,16,15,14,13,14,17,19,17,11,9,10,12,12,11,12,12,12,6,9,9,6,4,3,4,2,4,3,3,4,5,5,6,4,3,7,6,9,9,9,6,16,15,22,25,21,20,18,19,18,16,12,13,14,14,17,24,20,24,23,22,19,23,23,27,30,29,28,24,20,19,17,16,14,13,11,16,12,11,9,8,5,6,4,2,0
2022-03-27 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,7,0,8,9,7,8,9,11,8,9,13,9,12,13,14,14,10,8,7,5,9,7,5,3,1,2,1,6,6,4,1,3,4,3,4,2,5,4,6,9,0,8,10,14,16,17,19,18,16,15,16,14,15,3,16,15,17,18,15,16,11,17,15,14,17,16,15,16,14,14,12,11,14,13,15,14,12,14,17,16,17,15,9,4,3,1,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,0,3,4,6,9,15,18,19,23,30,32,32,33,35,37,40,39,43,40,42,40,40,39,34,35,37,36,34,33,20,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,3,4,3,6,7,10,12,13,6,6,17,19,10,21,22,21,18,20,21,19,31,30,29,28,27,29,19,32,29,20,19,18,19,11,18,16,8,15,15,16,3,7,5,5,5,4,0,0,3,0,4,3,2,3,2,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,3,7,7,9,7,12,17,20,23,21,20,20,21,23,28,30,30,32,32,33,35,37,40,43,43,42,28,27,26,25,26,24,20,21,16,23,22,21,21,26,14,12,11,10,8,8,4,5,6,5,7,5,4,7,6,7,5,1,6,11,15,16,19,27,27,30,34,31,35,31,31,28,26,27,26,24,28,29,26,26,28,28,30,27,13,14,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 07:00:00,14,27,29,30,30,35,41,54,53,38,39,40,42,42,37,40,44,59,39,49,49,52,51,40,41,40,42,41,39,38,36,33,28,41,44,43,48,59,56,64,38,21,20,9,7,10,8,5,10,12,15,14,19,27,29,31,27,2,18,20,30,38,40,47,49,53,56,56,53,50,48,47,45,44,51,43,38,31,34,37,35,34,36,39,39,34,33,26,23,23,20,19,17,16,11,14,13,8,8,10,15,16,18,18,5,6,8,11,10,14,10,14,12,13,13,19,22,1,0
2022-03-28 08:00:00,8,20,35,33,35,39,39,41,40,41,42,44,42,43,45,46,53,60,60,63,62,63,64,65,65,64,59,57,54,53,45,40,40,44,47,45,47,43,49,55,33,32,42,11,10,19,18,12,10,9,8,14,15,22,24,27,23,3,10,20,24,25,30,35,39,47,45,63,66,61,59,50,50,50,62,57,43,40,38,36,36,40,45,44,37,30,29,16,19,16,15,16,17,13,9,10,7,19,17,20,18,13,15,17,20,21,30,24,25,25,24,26,22,18,16,16,13,8,0
2022-03-28 09:00:00,3,12,14,20,20,25,29,25,30,29,29,29,25,27,29,30,33,35,34,40,45,48,53,55,58,35,61,53,40,36,28,21,19,25,30,29,30,27,26,31,14,12,20,11,9,11,9,8,6,7,5,6,6,10,7,11,8,2,7,9,10,10,10,13,25,28,37,39,43,36,40,33,31,29,40,36,39,31,30,27,30,33,36,35,33,29,33,26,20,22,21,19,16,14,13,13,10,11,8,6,7,5,10,11,10,13,13,13,13,17,12,10,7,6,7,4,3,2,0
2022-03-28 10:00:00,2,9,9,12,13,15,19,20,20,21,20,17,18,17,20,20,19,19,29,31,31,26,27,26,29,28,23,25,16,25,23,19,15,16,16,17,14,14,15,15,14,11,11,5,6,6,6,7,8,4,5,3,4,6,4,4,5,2,3,8,9,9,11,11,15,16,15,17,17,21,22,19,17,22,24,24,28,24,22,19,20,20,24,20,16,16,17,19,18,16,14,17,16,14,8,9,9,11,12,11,9,8,11,11,11,12,11,13,10,15,13,12,10,6,8,7,5,4,0
2022-03-28 11:00:00,3,8,11,14,12,16,17,19,17,17,18,19,15,15,15,17,18,20,18,18,22,18,22,20,19,19,20,20,17,21,16,16,17,22,25,23,26,25,20,20,22,17,14,10,13,12,8,8,6,8,6,5,5,5,4,5,6,1,3,6,8,11,11,16,12,13,14,17,17,20,21,16,13,18,21,22,25,25,23,21,22,26,26,21,19,21,20,16,14,19,20,21,21,9,10,20,18,15,14,12,8,9,11,14,17,15,15,14,11,8,8,11,6,7,8,7,5,2,0
2022-03-28 12:00:00,2,5,8,12,11,11,21,19,20,17,18,19,24,23,23,23,18,25,28,28,24,22,24,22,24,21,15,16,16,15,16,16,17,16,17,22,25,24,23,24,22,22,11,10,10,8,11,10,9,10,8,7,8,7,5,7,8,3,3,6,6,8,10,14,14,15,12,12,13,15,17,16,14,15,19,18,18,18,17,20,21,22,18,21,19,20,20,20,16,18,18,19,14,16,16,15,12,18,17,16,14,10,12,13,12,15,19,19,19,20,21,18,13,11,7,5,5,1,0
2022-03-28 13:00:00,2,7,8,9,8,10,14,15,14,14,14,16,21,22,21,19,18,17,18,18,22,20,21,22,25,23,22,23,21,21,21,22,20,23,27,26,21,20,22,25,21,16,14,11,12,11,12,8,14,13,10,6,9,9,9,9,9,3,4,8,7,11,14,12,16,18,24,20,19,25,21,21,20,18,24,16,25,24,24,21,25,27,22,24,22,21,22,22,22,21,20,20,22,19,20,12,20,18,22,19,20,18,15,16,13,19,16,15,13,17,15,14,10,10,9,8,6,2,0
2022-03-28 14:00:00,1,4,3,7,9,9,9,11,11,13,13,14,15,13,13,13,11,13,13,14,16,15,19,19,22,23,25,21,20,20,19,18,20,28,28,36,32,25,24,30,37,33,23,24,25,25,24,24,21,15,18,10,9,8,7,7,5,3,4,9,8,8,9,10,12,14,15,15,12,14,13,11,12,19,19,20,21,22,25,24,25,26,27,18,27,18,27,27,17,27,27,26,28,27,25,18,20,23,23,21,19,18,14,16,13,12,15,13,11,13,13,10,9,7,7,5,2,0,0
2022-03-28 15:00:00,2,8,13,14,13,14,15,17,16,16,12,16,15,14,18,19,16,19,23,20,23,19,18,17,19,21,22,18,19,21,21,22,27,28,31,32,29,25,24,25,27,27,22,21,22,28,25,26,35,45,44,32,26,24,9,8,7,4,2,8,11,10,11,12,12,15,14,20,21,23,23,14,14,17,16,15,31,34,22,23,26,25,23,24,23,29,29,32,33,32,31,30,26,19,24,27,26,28,30,29,27,26,26,20,18,16,17,18,14,16,18,17,14,12,10,7,3,2,0
2022-03-28 16:00:00,2,8,17,15,14,19,18,18,15,16,20,21,17,15,14,13,12,17,18,19,16,15,16,16,21,23,25,22,23,26,28,26,30,38,39,37,36,35,33,33,30,29,24,27,24,29,26,21,23,22,23,16,16,21,14,13,10,4,3,14,26,26,28,22,21,15,19,15,20,20,25,20,17,22,23,23,31,34,31,27,29,29,29,26,24,28,31,32,31,32,33,30,32,26,30,31,31,27,30,37,39,35,28,29,25,29,29,27,24,32,28,25,17,17,16,10,5,2,0
2022-03-28 17:00:00,4,15,15,19,18,21,25,24,23,17,16,15,16,15,17,16,17,18,18,19,18,16,16,17,19,24,27,29,26,27,34,36,41,48,46,46,43,38,35,37,46,46,33,26,25,31,28,26,25,25,25,18,17,16,14,11,9,4,6,14,17,16,15,13,16,16,14,12,14,19,22,18,19,24,34,40,44,52,44,43,40,42,39,31,31,38,41,45,43,45,45,45,44,43,40,35,35,35,32,34,32,30,33,31,33,33,27,26,18,24,20,14,14,15,13,12,10,4,0
2022-03-28 18:00:00,7,12,14,16,21,22,22,22,23,22,22,24,26,27,27,27,27,29,30,25,25,25,20,18,23,26,35,34,32,31,37,46,50,55,54,52,50,49,57,74,78,76,42,48,46,43,43,39,42,34,35,21,18,15,14,14,13,5,6,39,37,27,21,15,14,15,13,14,21,25,25,22,25,49,44,42,61,65,52,40,43,50,50,43,42,45,43,44,42,41,43,43,46,45,44,41,43,44,42,38,38,31,30,28,29,32,31,29,29,47,38,31,26,24,23,15,10,5,0
2022-03-28 19:00:00,12,20,21,18,14,18,20,19,17,15,14,13,12,14,15,13,12,14,14,15,12,13,17,15,17,18,16,14,18,22,23,27,33,37,35,32,33,35,31,32,38,38,25,26,22,43,37,31,24,23,23,16,24,22,19,15,10,4,4,9,12,10,11,14,15,16,14,14,19,20,11,13,14,17,28,30,38,45,37,32,31,29,33,24,23,34,33,31,34,34,36,35,39,38,36,36,40,36,39,36,35,30,27,21,23,26,28,23,20,29,27,21,16,16,21,16,9,5,0
2022-03-28 20:00:00,0,6,5,5,7,9,8,8,10,10,11,10,8,6,9,7,9,12,11,12,9,10,11,9,13,13,19,20,20,17,17,16,20,19,21,20,18,19,20,25,42,41,31,27,20,26,26,25,20,16,16,12,16,14,10,9,7,4,3,9,13,13,11,10,11,10,11,9,11,10,11,10,9,13,18,14,28,33,33,26,28,29,26,20,19,26,25,27,27,27,26,26,25,24,24,22,21,21,23,21,21,26,21,18,19,20,18,15,15,21,15,14,14,14,9,8,3,1,0
2022-03-28 21:00:00,0,7,3,8,10,6,9,7,6,5,6,5,10,9,6,5,8,7,8,9,8,9,7,6,9,5,10,9,9,12,21,26,27,32,31,26,23,21,22,24,33,31,18,17,19,27,26,23,21,19,20,15,16,11,9,7,6,3,2,9,6,7,6,6,10,2,11,7,13,12,12,11,10,9,15,16,26,27,22,20,19,19,18,17,15,22,24,23,22,32,30,25,24,23,29,25,26,26,25,23,22,19,18,19,16,14,16,18,17,23,20,14,11,10,9,5,5,3,0
2022-03-28 22:00:00,0,4,3,0,0,0,0,6,5,6,5,7,2,7,8,3,9,10,5,9,8,5,7,7,7,0,8,8,14,19,20,19,21,19,21,17,17,19,19,26,30,30,18,17,16,27,28,26,23,21,18,12,11,8,10,11,7,4,2,7,7,5,4,2,4,2,7,7,8,6,6,5,7,9,19,20,21,23,20,22,24,23,21,17,15,15,17,17,22,29,28,30,29,18,25,24,25,28,26,27,33,32,25,22,20,16,16,16,15,21,17,15,12,11,7,6,2,1,0
2022-03-28 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,13,12,14,15,13,11,10,10,10,11,15,14,13,13,9,19,13,12,18,14,13,14,11,10,5,4,2,1,1,6,5,4,3,4,4,5,5,3,6,7,8,9,4,5,12,13,15,15,14,13,10,12,11,10,9,11,16,21,23,30,21,31,30,20,23,32,29,27,23,24,20,17,14,13,15,17,16,14,13,19,17,13,10,8,4,2,3,1,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,2,1,4,5,6,9,13,16,17,22,23,25,31,32,23,36,39,35,38,37,37,36,35,33,32,28,33,24,32,21,19,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,0,2,3,4,6,8,9,9,10,8,11,12,15,11,14,17,10,18,22,25,13,26,26,25,23,22,23,22,28,25,18,15,14,17,14,14,13,15,15,13,10,8,7,5,3,3,2,0,4,5,1,6,8,9,0,11,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 06:00:00,2,5,9,9,13,17,24,29,27,15,17,18,19,22,27,28,29,23,25,25,28,28,31,32,33,34,24,23,21,21,20,14,13,14,16,15,16,16,15,17,11,5,10,9,8,6,3,7,6,7,5,4,3,6,10,17,18,1,4,11,14,13,15,24,21,25,26,27,28,30,28,28,28,28,29,31,35,34,32,33,29,29,30,29,23,20,17,16,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 07:00:00,9,23,25,26,24,28,31,33,34,33,40,39,39,41,42,43,45,49,51,55,56,56,60,62,61,60,60,58,55,54,50,47,40,34,41,40,30,35,41,54,23,22,17,11,8,12,15,10,11,10,14,14,21,22,27,31,24,1,12,19,25,30,36,40,42,52,57,58,58,55,54,42,43,44,49,44,46,42,39,42,46,48,37,35,28,22,21,16,14,15,15,13,12,11,10,8,7,6,10,10,11,10,14,12,5,4,13,9,8,9,10,13,12,12,14,15,10,3,0
2022-03-29 08:00:00,5,9,25,27,26,30,40,47,53,38,41,50,43,43,45,49,47,54,53,60,60,59,58,61,62,57,57,52,47,51,45,39,39,57,54,53,51,52,47,52,28,27,36,11,11,21,22,12,11,9,9,16,16,23,26,26,16,3,11,19,26,30,30,40,49,67,63,60,59,50,47,46,43,45,53,54,47,38,47,47,51,48,52,51,43,33,32,24,20,18,14,16,12,12,12,10,9,10,11,11,17,13,16,17,16,20,21,20,22,29,29,30,20,15,16,16,15,5,0
2022-03-29 09:00:00,9,14,16,17,17,19,25,29,28,24,26,26,28,25,30,29,28,29,28,28,34,39,41,37,42,37,40,35,34,33,29,28,26,33,34,32,29,32,42,47,17,16,12,10,6,9,9,8,5,6,5,4,6,8,8,9,8,2,8,11,15,15,16,22,21,26,32,38,35,33,30,33,32,37,41,39,40,36,30,28,31,31,33,31,33,28,22,20,18,17,13,14,14,12,12,13,9,13,11,14,13,13,18,19,17,18,15,11,12,11,11,13,11,7,5,3,1,4,3
2022-03-29 10:00:00,2,7,12,14,14,14,15,18,18,16,19,18,20,22,24,23,22,24,26,15,27,25,23,23,22,22,23,22,21,24,22,17,17,22,28,27,28,25,26,23,17,12,12,9,8,10,11,8,9,10,9,7,6,6,5,8,7,3,8,12,12,13,14,16,17,19,19,20,23,23,23,25,23,24,22,23,30,30,26,24,25,25,24,23,22,22,21,16,17,16,13,15,13,12,12,11,10,9,8,11,14,14,14,11,15,14,10,11,11,13,14,12,9,9,8,5,5,0,0
2022-03-29 11:00:00,0,9,10,13,13,16,20,18,19,17,19,20,19,18,17,18,17,18,19,23,22,21,19,19,20,21,23,21,18,19,19,20,20,20,23,23,16,20,25,24,16,13,11,12,10,9,9,8,4,9,8,6,6,9,8,3,9,3,4,6,6,8,9,8,8,7,20,19,18,17,18,16,17,18,20,22,27,28,25,21,24,22,24,22,22,22,24,21,21,23,20,17,18,16,17,15,15,12,12,11,13,12,14,8,12,14,11,12,11,12,11,12,7,8,7,6,4,1,0
2022-03-29 12:00:00,2,4,7,11,9,17,18,18,17,15,16,15,18,16,15,20,20,20,21,23,22,20,24,21,24,26,24,23,21,20,21,20,20,23,24,23,27,28,23,25,21,20,14,12,11,13,12,10,11,13,12,5,7,9,10,11,9,3,3,7,7,9,10,11,15,18,18,19,21,15,20,15,16,15,18,19,26,18,17,18,18,18,19,15,16,17,16,14,14,18,16,19,19,17,17,14,13,16,17,16,16,15,16,15,12,13,19,17,16,15,17,14,13,13,10,6,4,2,0
2022-03-29 13:00:00,2,5,8,7,9,8,10,17,19,22,11,21,17,14,16,19,20,17,19,17,22,22,23,24,25,22,24,25,22,24,22,26,29,30,30,27,26,24,24,32,20,18,14,13,9,18,15,13,12,12,13,5,7,7,6,5,4,2,6,12,12,16,19,21,21,24,23,22,25,23,23,22,16,25,22,24,27,28,22,22,20,21,22,22,19,17,17,22,20,21,19,20,20,18,17,15,17,19,20,10,19,20,20,18,15,15,16,12,15,12,16,16,14,13,11,7,6,1,0
2022-03-29 14:00:00,1,7,8,10,11,13,11,10,12,10,17,16,16,17,17,16,16,16,15,19,17,21,24,22,25,25,26,23,23,22,18,17,18,22,24,25,30,25,26,23,26,22,21,20,16,17,19,14,14,13,10,8,9,6,4,2,5,1,3,9,10,8,9,10,10,12,11,16,15,17,15,21,19,20,20,22,24,23,19,19,20,23,26,24,21,23,24,24,25,24,27,27,28,24,21,22,19,21,25,28,22,18,21,16,14,13,14,13,12,13,14,10,13,13,8,7,6,1,0
2022-03-29 15:00:00,2,8,9,14,16,13,13,11,17,13,15,16,19,21,17,14,11,14,14,14,15,17,16,18,22,22,23,19,21,23,22,22,25,27,26,24,27,30,30,33,27,26,20,22,19,22,23,32,28,28,29,28,14,17,14,13,11,7,3,8,8,7,6,10,9,10,10,9,10,12,13,16,17,19,28,26,32,33,30,33,36,35,29,26,27,27,27,29,28,29,29,30,29,28,26,27,26,29,27,28,27,24,22,23,24,22,29,25,24,22,22,18,15,16,15,9,8,3,0
2022-03-29 16:00:00,5,16,17,17,16,17,17,19,16,15,13,12,14,15,16,15,14,18,17,18,16,18,18,22,24,21,26,27,29,31,29,29,34,38,41,38,39,37,33,36,31,30,31,29,26,34,29,28,28,28,26,22,15,14,13,7,6,4,4,8,22,23,21,15,17,20,16,20,20,24,23,15,16,16,20,21,30,31,24,26,26,34,34,28,26,27,36,42,39,42,43,44,33,42,39,40,39,41,41,39,35,34,35,35,31,27,27,24,21,20,19,19,19,17,16,16,11,1,0
2022-03-29 17:00:00,3,18,21,22,21,24,26,24,22,17,22,23,21,16,21,21,18,18,18,19,23,20,19,18,20,24,28,27,23,30,38,43,51,54,56,55,54,46,40,39,45,46,31,33,34,35,32,33,28,28,28,23,20,19,17,15,12,6,7,15,15,16,15,20,19,20,25,21,27,31,30,22,21,24,31,28,55,60,48,42,41,38,38,37,28,33,38,37,35,39,41,40,44,45,33,44,42,37,33,33,33,32,33,28,29,25,25,23,20,23,24,15,12,13,10,7,4,1,0
2022-03-29 18:00:00,4,15,17,22,25,27,28,31,28,21,20,19,15,16,17,16,15,14,18,18,21,20,22,20,22,26,33,31,25,29,38,42,58,60,60,61,58,55,56,62,62,62,39,39,39,41,42,44,37,34,32,27,26,26,23,16,13,4,6,29,23,20,17,16,17,17,16,18,18,23,23,23,24,37,45,47,65,66,61,53,50,49,49,43,43,50,50,45,48,54,53,54,54,57,55,51,52,45,45,42,43,44,39,39,34,32,43,35,30,50,40,33,23,21,17,15,7,4,0
