Unnamed: 0,1_중계본동종점,2_노원우체국,3_중계본동주민센터,4_중계주공6단지상가,5_중계주공6단지,6_불암중학교,7_서라벌고등학교,8_동천학교,9_노원경찰서,10_하계1동주민센터,11_골마을근린공원,12_하계역,13_하계장미아파트,14_서울과학기술대입구,15_공릉역4번출구,16_공릉시장,17_태릉입구역7번출구.서울생활사박물관,18_주유소앞다운복지관,19_화랑대역1번출구,20_지하철6호선화랑대역,21_봉화산역3번출구,22_봉화초등학교,23_신내10단지아파트,24_신내9단지아파트.서울의료원,25_봉화산역2번출구,26_지하철6호선화랑대역,27_화랑대역2번출구,28_경춘선숲길.토끼굴앞,29_서울생활사박물관.농협앞,30_태릉입구역4번출구,31_공릉시장,32_공릉역1번출구,33_서울과학기술대입구,34_하계미성아파트,35_하계미성아파트.을지병원,36_한성여객종점,37_대진고등학교,38_서울온천,39_노원경찰서.혜성여고,40_동천학교,41_서라벌고등학교,42_불암중학교,43_대림벽산아파트,44_중계주공7단지,45_노원우체국,46_중계본동종점(가상)
2022-04-07 05:00:00,1,2,5,6,7,7,0,7,8,8,8,4,8,10,0,7,4,3,2,2,1,1,4,4,6,0,8,0,4,4,5,1,4,4,6,0,1,4,0,5,0,4,2,0,0,0
2022-04-07 06:00:00,1,9,12,13,11,13,6,7,15,14,12,3,2,5,5,6,4,3,0,3,3,2,1,6,5,0,5,4,3,4,5,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0
2022-04-07 07:00:00,1,23,30,33,34,38,18,39,46,47,41,11,12,10,9,8,5,3,4,3,2,1,7,13,11,10,0,11,9,15,27,29,41,41,48,44,45,36,30,29,21,0,19,1,0,0
2022-04-07 08:00:00,1,15,22,25,12,28,21,30,36,37,37,15,13,20,18,14,12,10,9,4,4,3,5,15,12,7,11,9,8,12,14,11,10,9,20,0,19,17,16,12,11,6,7,5,1,0
2022-04-07 09:00:00,2,4,6,7,8,12,11,10,15,0,15,5,6,2,8,6,3,5,2,3,3,0,2,6,7,2,8,7,7,11,11,11,7,3,10,9,8,7,9,6,6,3,2,1,0,0
2022-04-07 10:00:00,2,3,5,6,7,9,0,11,11,11,12,10,8,6,6,5,4,2,3,3,2,1,3,5,6,0,3,0,0,6,10,3,11,6,7,6,0,5,5,4,0,3,3,0,0,0
2022-04-07 11:00:00,1,3,3,4,5,0,0,4,5,6,8,4,5,5,4,5,5,2,4,5,4,3,3,3,1,0,4,6,0,5,5,6,5,4,11,10,11,10,9,7,2,0,5,2,0,0
2022-04-07 12:00:00,3,5,7,9,10,12,11,12,12,13,14,5,3,3,4,4,3,5,3,1,3,2,6,5,3,2,3,4,5,6,7,6,3,7,10,10,8,10,2,7,9,8,6,3,0,0
2022-04-07 13:00:00,1,2,3,0,3,0,0,4,6,6,5,4,9,6,5,6,4,4,2,3,0,0,2,4,4,5,2,0,3,6,6,9,8,4,19,2,14,12,11,10,0,0,8,2,0,0
2022-04-07 14:00:00,0,3,4,5,4,0,7,7,9,10,10,7,5,6,7,8,4,6,0,5,4,0,0,6,7,0,9,0,11,9,7,0,8,8,13,0,13,12,12,10,0,8,8,4,3,0
2022-04-07 15:00:00,0,2,5,6,9,10,10,11,34,37,12,31,13,16,12,6,11,9,0,8,6,5,2,7,12,6,11,10,0,0,9,7,8,4,12,0,0,9,9,10,0,6,5,1,0,0
2022-04-07 16:00:00,3,4,6,13,14,18,24,8,27,13,34,26,29,23,19,14,12,9,6,8,6,5,6,6,10,13,12,0,10,10,11,13,14,3,25,28,27,26,22,17,0,16,9,3,0,0
2022-04-07 17:00:00,2,4,7,0,0,3,4,5,7,3,7,9,11,12,11,12,12,4,2,11,11,9,3,7,7,5,7,0,9,10,13,12,14,14,22,17,20,18,17,16,0,11,8,3,0,0
2022-04-07 18:00:00,2,6,4,5,8,9,0,16,23,0,25,17,15,12,9,13,12,12,0,11,11,9,5,6,8,6,7,0,7,12,11,11,12,13,32,27,29,26,22,23,22,20,15,10,1,0
2022-04-07 19:00:00,0,4,6,4,3,3,0,5,6,3,4,6,5,0,7,8,9,6,5,7,10,5,4,5,10,0,5,6,10,9,6,15,8,16,33,24,31,27,26,30,29,26,21,15,1,0
2022-04-07 20:00:00,0,2,0,3,4,5,0,6,7,6,5,7,7,9,8,4,5,4,0,2,2,0,1,4,4,0,5,0,5,6,7,6,7,11,18,0,14,14,0,17,9,14,13,6,1,0
2022-04-07 21:00:00,0,1,3,1,5,4,0,4,4,6,7,8,8,7,5,5,4,0,2,3,3,2,0,4,2,2,0,1,3,4,5,6,5,4,11,0,0,9,8,11,10,7,5,4,0,0
2022-04-07 22:00:00,1,0,0,2,7,8,0,0,3,0,9,9,2,7,6,5,6,5,4,5,8,0,7,1,6,0,7,0,1,5,9,10,7,7,26,25,23,20,19,18,17,16,15,8,1,0
2022-04-07 23:00:00,0,0,0,0,3,0,0,0,0,0,0,2,3,2,4,0,3,0,0,0,4,0,4,3,0,0,4,0,4,6,0,7,8,8,21,0,20,18,17,8,16,14,11,5,1,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,0,2,5,8,9,4,0,8,7,0,8,7,6,7,8,0,5,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,1,2,4,6,7,8,0,8,9,0,8,7,1,8,9,8,4,0,0,3,1,0,2,2,3,0,4,0,2,3,4,3,5,4,5,0,4,2,0,2,3,3,1,2,0,0
2022-04-08 06:00:00,1,7,11,7,4,8,0,9,12,0,8,3,4,6,7,8,5,0,0,0,3,2,3,7,6,0,3,0,3,4,0,2,4,0,0,0,3,0,0,2,0,0,0,0,0,0
2022-04-08 07:00:00,2,21,29,32,33,36,31,36,41,39,32,11,10,9,8,5,5,0,4,5,1,0,6,13,10,9,10,8,9,13,22,27,40,37,46,44,44,39,33,30,20,5,15,1,0,0
2022-04-08 08:00:00,1,22,32,36,39,44,38,40,45,47,44,15,16,15,14,11,7,5,4,5,2,1,7,13,12,11,13,9,12,13,14,12,9,11,20,18,17,20,18,12,10,8,5,5,1,0
2022-04-08 09:00:00,0,5,6,7,8,10,9,12,14,15,15,7,7,11,14,12,8,4,7,6,6,5,3,8,6,0,6,7,7,11,8,7,6,5,7,6,7,5,4,11,10,9,7,5,1,0
2022-04-08 10:00:00,0,3,4,5,0,6,0,4,9,10,10,6,0,8,5,4,2,0,0,5,3,1,0,3,2,0,3,0,2,2,3,4,4,4,7,8,7,7,5,6,4,4,5,2,0,0
2022-04-08 11:00:00,1,4,5,7,0,3,0,0,9,0,10,5,4,4,3,4,3,2,1,0,1,2,3,2,4,0,3,5,4,4,7,4,6,5,5,0,3,4,0,4,0,0,4,2,0,0
2022-04-08 12:00:00,0,1,2,3,0,3,0,7,10,11,8,8,9,7,5,3,2,0,1,0,4,3,6,5,5,0,6,7,4,7,5,9,9,7,13,14,13,6,12,13,8,9,8,3,1,0
2022-04-08 13:00:00,1,3,4,3,5,0,0,0,5,6,7,4,2,4,3,4,2,4,0,3,2,0,4,5,7,1,7,6,4,5,4,3,5,4,7,7,9,7,5,6,5,5,4,2,1,0
2022-04-08 14:00:00,0,3,0,6,8,9,19,11,7,0,8,6,7,8,8,7,6,6,5,5,5,0,2,6,8,0,9,0,0,8,9,4,11,12,11,11,9,8,0,0,5,0,4,1,0,0
2022-04-08 15:00:00,2,8,8,4,9,7,20,24,35,13,34,31,29,18,14,6,6,4,0,5,5,0,2,9,11,10,9,8,10,9,10,7,8,7,10,13,9,12,12,0,11,10,6,5,1,0
2022-04-08 16:00:00,2,3,7,11,3,13,14,15,18,20,20,13,14,16,12,12,9,5,0,6,3,2,2,5,8,6,10,0,12,9,12,13,10,12,19,16,15,15,14,13,6,11,5,4,0,0
2022-04-08 17:00:00,6,3,7,8,11,12,14,4,10,4,11,12,13,15,12,15,15,14,12,7,7,5,2,9,8,0,10,9,9,10,11,13,11,11,25,23,25,24,21,20,19,8,6,3,0,0
2022-04-08 18:00:00,5,2,4,0,0,8,9,18,22,9,23,16,18,16,12,15,13,13,12,7,14,13,3,6,8,4,11,8,10,17,19,16,14,16,35,32,34,32,28,27,24,23,14,7,2,0
2022-04-08 19:00:00,1,3,4,5,3,4,5,7,6,6,6,5,6,0,7,6,4,0,0,7,7,2,4,8,9,2,3,0,9,11,12,11,12,10,32,31,29,25,24,23,20,28,21,13,1,0
2022-04-08 20:00:00,0,1,5,1,3,0,6,0,5,7,2,5,4,5,6,7,8,7,7,5,5,4,4,5,3,4,6,0,7,7,5,7,6,11,34,33,32,26,24,21,20,18,12,5,0,0
2022-04-08 21:00:00,1,2,3,5,3,3,4,4,6,7,7,4,5,5,6,5,6,5,4,2,2,1,0,1,2,2,3,2,3,4,2,2,0,4,34,31,30,25,21,3,5,4,4,1,0,0
2022-04-08 22:00:00,2,0,0,3,8,9,0,7,0,5,2,6,5,6,7,5,6,5,4,5,2,0,1,2,3,0,2,0,4,7,7,8,5,9,11,10,8,0,9,8,18,16,10,8,1,0
2022-04-08 23:00:00,0,0,1,1,3,0,0,0,4,0,0,2,3,5,1,0,4,0,0,0,5,0,2,1,3,2,2,3,2,5,0,4,6,5,14,15,7,10,14,5,0,3,11,7,0,0
2022-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 04:00:00,0,2,5,6,0,4,0,5,5,0,0,0,4,0,0,0,3,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 05:00:00,0,2,4,4,2,5,0,6,8,6,7,3,2,2,3,1,2,2,0,1,0,1,2,4,5,1,4,0,1,3,5,4,5,3,4,0,3,2,1,2,0,4,2,1,0,0
2022-04-09 06:00:00,1,2,5,6,0,4,0,0,9,4,10,4,3,4,4,0,4,0,0,1,2,0,2,2,1,0,2,3,0,3,0,4,5,1,4,0,2,3,2,2,1,0,0,0,0,0
2022-04-09 07:00:00,2,4,4,5,0,6,0,7,9,0,7,1,0,1,0,0,1,3,0,2,2,0,3,5,3,0,0,2,1,3,0,4,0,3,8,7,0,3,6,0,0,0,3,0,0,0
2022-04-09 08:00:00,0,3,6,5,6,8,0,7,8,8,9,3,4,4,3,4,3,2,1,0,1,0,5,10,9,8,0,2,7,6,7,6,5,7,8,7,6,5,6,4,0,5,3,2,0,0
2022-04-09 09:00:00,2,7,9,11,12,11,0,13,18,10,14,5,6,8,7,8,5,4,0,2,3,0,2,6,6,0,0,0,2,2,4,5,3,4,12,0,6,6,11,10,4,11,7,4,0,0
2022-04-09 10:00:00,0,1,2,9,0,4,0,9,10,10,9,2,4,1,3,3,0,1,0,4,4,0,0,5,5,0,7,5,5,4,6,6,3,9,12,13,7,8,5,11,10,9,6,2,0,0
2022-04-09 11:00:00,2,10,16,19,20,6,0,10,23,24,25,11,10,10,7,4,4,1,0,0,2,0,2,6,7,0,5,5,6,7,9,7,7,6,8,5,14,15,13,11,3,10,7,0,1,0
2022-04-09 12:00:00,1,2,3,2,8,10,0,10,10,23,21,12,12,15,16,13,9,0,0,6,5,6,2,7,4,0,8,4,6,9,11,10,13,5,14,0,8,12,11,0,0,3,7,2,0,0
2022-04-09 13:00:00,0,5,7,8,10,11,0,9,14,14,15,6,6,9,7,4,2,0,0,0,0,0,3,7,8,0,9,8,5,4,7,6,8,5,14,13,12,11,10,9,10,8,5,2,0,0
2022-04-09 14:00:00,1,3,6,7,13,12,11,12,13,15,16,12,12,12,13,12,14,13,12,10,6,5,3,6,9,10,0,9,0,8,11,10,9,8,12,0,11,10,9,0,0,8,6,3,1,0
2022-04-09 15:00:00,2,3,4,0,5,6,0,0,0,8,0,10,0,12,13,3,9,8,7,5,4,2,1,6,7,0,7,5,6,4,9,7,5,5,9,0,7,0,0,0,0,6,2,1,0,0
2022-04-09 16:00:00,3,4,7,9,13,8,14,0,15,16,12,13,14,12,9,7,6,8,0,6,7,6,0,4,6,0,9,9,2,0,10,0,8,5,5,4,0,3,7,4,0,3,2,0,0,0
2022-04-09 17:00:00,1,2,3,7,7,6,7,0,11,4,12,7,10,9,8,6,5,0,0,5,4,3,2,4,9,6,6,0,5,4,9,8,6,1,15,14,11,11,9,0,8,7,2,0,0,0
2022-04-09 18:00:00,3,4,5,4,6,0,0,0,9,8,11,6,6,5,7,8,7,0,0,6,7,5,3,3,4,0,5,0,4,7,5,6,4,5,10,0,9,8,5,0,0,7,3,2,1,0
2022-04-09 19:00:00,0,3,5,0,6,7,0,0,8,10,0,3,1,2,4,3,1,5,0,2,12,3,1,1,3,4,5,0,6,6,3,8,9,7,12,0,0,7,0,6,11,8,5,4,1,0
2022-04-09 20:00:00,0,1,2,3,3,4,0,0,0,4,3,7,8,5,4,3,4,2,0,3,3,0,0,4,6,0,6,4,7,0,8,6,2,3,10,8,7,7,0,6,6,5,3,0,0,0
2022-04-09 21:00:00,0,0,0,1,0,2,0,1,0,2,0,5,6,7,6,5,0,4,0,3,5,4,2,1,2,3,4,0,2,3,0,3,0,1,14,9,12,11,12,0,0,11,7,5,0,0
2022-04-09 22:00:00,0,1,2,5,7,0,0,0,6,7,6,6,5,4,4,0,3,0,2,2,4,3,1,2,0,0,1,3,0,3,3,3,6,7,13,10,9,9,7,8,6,5,8,4,0,0
2022-04-09 23:00:00,0,0,0,1,0,0,0,0,0,0,0,0,3,0,4,0,1,1,2,0,3,0,1,1,0,2,0,0,3,0,0,0,1,2,13,11,8,6,6,4,0,5,4,1,0,0
2022-04-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 04:00:00,0,1,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 05:00:00,0,0,1,2,2,3,0,4,5,0,6,0,7,2,1,4,1,0,0,0,0,0,1,0,2,1,3,0,0,2,3,0,0,2,3,0,1,2,2,0,0,0,1,0,0,0
2022-04-10 06:00:00,1,3,5,6,3,0,0,7,4,8,6,2,0,1,0,0,2,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,3,0,3,4,0,2,0,1,0,0,0,0,0,0
2022-04-10 07:00:00,2,3,2,2,4,0,0,0,6,0,4,3,2,3,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,2,0,1,0,0,0
2022-04-10 08:00:00,1,5,0,4,5,5,0,6,5,5,7,3,4,5,4,3,2,3,0,0,1,0,1,5,6,0,0,0,6,5,0,3,6,5,6,5,3,3,2,0,2,0,0,0,0,0
2022-04-10 09:00:00,0,6,8,10,11,9,0,13,15,14,11,7,6,5,4,5,4,4,0,3,1,0,4,7,8,7,4,5,3,5,6,5,4,0,9,8,5,7,5,3,3,4,2,1,0,0
2022-04-10 10:00:00,0,6,8,4,5,9,5,6,10,10,10,2,3,2,4,0,2,2,0,1,4,0,5,7,6,3,5,0,0,7,7,6,8,7,12,10,10,9,0,10,9,8,6,5,4,0
2022-04-10 11:00:00,0,3,1,3,4,5,0,8,10,11,12,7,3,5,4,3,4,3,4,5,4,2,1,5,0,6,7,3,6,5,8,9,8,4,6,0,5,5,6,3,5,0,2,1,0,0
2022-04-10 12:00:00,1,5,10,16,0,10,0,17,10,19,13,9,10,8,6,7,4,3,2,4,5,3,5,5,5,0,5,4,3,6,4,6,8,6,13,12,10,11,8,0,9,8,5,4,0,0
2022-04-10 13:00:00,2,5,8,0,7,9,0,10,11,14,15,10,8,1,4,7,5,4,0,3,2,0,4,5,4,0,5,5,3,3,3,0,5,0,6,0,0,6,4,6,3,5,2,1,0,0
2022-04-10 14:00:00,1,2,3,6,7,7,0,10,11,11,12,7,5,5,6,6,4,3,6,0,5,4,2,4,5,0,3,0,6,8,2,6,7,5,9,9,8,5,0,5,0,6,2,1,0,0
2022-04-10 15:00:00,1,3,4,5,7,0,0,0,8,0,9,7,0,0,5,4,4,3,1,0,4,0,4,6,6,0,9,0,7,9,7,8,9,6,13,2,10,9,7,0,0,6,3,2,0,0
2022-04-10 16:00:00,2,1,5,6,9,5,0,7,8,10,8,7,0,7,6,5,3,0,2,2,4,1,1,4,6,1,0,0,2,6,7,5,7,7,12,0,11,11,9,8,4,4,1,2,0,0
2022-04-10 17:00:00,0,0,1,2,0,3,4,0,6,5,6,4,6,5,3,1,1,0,0,0,0,0,2,4,2,0,7,6,0,8,6,8,11,10,20,18,17,16,13,9,0,12,10,7,0,0
2022-04-10 18:00:00,0,1,3,4,8,7,0,0,8,9,8,5,0,6,7,3,8,7,0,5,7,0,3,3,4,0,1,0,0,0,4,6,7,4,15,0,14,10,8,9,6,8,5,3,1,0
2022-04-10 19:00:00,0,0,1,0,0,1,0,0,2,0,0,1,2,0,0,6,9,8,0,7,7,0,0,2,3,0,4,0,0,0,5,4,3,1,7,8,6,7,5,0,0,4,3,2,0,0
2022-04-10 20:00:00,2,1,2,3,2,0,0,0,5,0,2,2,2,4,3,5,6,5,1,6,8,6,2,4,5,0,2,0,4,4,4,5,5,0,13,0,6,0,4,11,2,10,4,0,0,0
2022-04-10 21:00:00,0,0,1,0,2,0,0,0,3,3,4,5,5,3,0,2,0,0,0,0,4,0,1,3,1,4,6,0,0,10,0,2,7,6,17,9,0,16,7,15,11,9,8,3,0,0
2022-04-10 22:00:00,3,1,4,0,5,0,0,0,2,0,0,1,1,0,2,1,2,0,0,2,2,0,0,1,3,0,5,4,5,5,4,5,4,4,20,17,10,15,13,11,0,8,6,2,1,0
2022-04-10 23:00:00,0,1,0,2,0,0,0,0,0,0,3,1,1,0,0,2,1,2,0,1,4,0,0,1,2,0,0,0,1,1,0,2,0,3,10,0,0,0,0,9,8,7,6,3,0,0
2022-04-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 04:00:00,1,2,5,8,9,3,0,9,8,7,6,6,5,6,7,0,2,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 05:00:00,3,3,5,6,7,6,0,9,11,0,9,4,8,10,11,11,3,0,2,1,0,1,0,5,3,0,2,0,3,4,6,0,7,5,5,2,3,2,0,3,2,2,1,0,0,0
2022-04-11 06:00:00,1,8,15,6,7,6,7,8,10,0,10,3,4,5,6,6,5,3,2,6,2,3,3,5,5,4,2,3,4,5,7,8,6,2,5,0,4,0,5,4,0,0,3,1,0,0
2022-04-11 07:00:00,2,24,32,35,26,38,0,40,42,37,34,10,12,7,5,7,5,4,3,4,2,2,7,17,14,5,5,14,5,18,27,28,38,38,45,42,42,37,33,30,21,18,13,2,0,0
2022-04-11 08:00:00,5,16,21,25,27,31,30,30,37,38,36,14,15,16,16,15,10,7,0,9,6,5,6,17,14,12,13,13,14,13,14,12,10,0,20,17,19,17,15,9,10,9,8,4,0,0
2022-04-11 09:00:00,2,10,12,14,16,17,16,7,17,18,20,4,4,3,11,10,9,8,7,6,1,0,3,6,7,0,6,0,3,7,6,5,12,11,13,11,10,9,10,9,8,5,3,0,1,0
2022-04-11 10:00:00,0,3,9,10,12,0,4,6,15,15,16,8,7,8,6,5,4,3,1,0,1,0,4,5,6,7,0,6,1,9,11,12,11,9,8,9,7,4,5,4,1,3,3,0,0,0
2022-04-11 11:00:00,4,2,4,7,6,5,8,10,11,12,13,6,6,5,6,6,5,4,3,2,2,1,3,4,6,0,5,7,8,9,10,11,10,7,6,3,0,5,4,1,0,2,2,1,0,0
2022-04-11 12:00:00,5,2,7,0,3,0,6,5,8,8,8,5,7,6,6,6,4,5,4,0,5,5,4,3,4,5,5,0,3,7,5,5,5,4,7,0,6,3,5,6,5,5,4,1,1,0
2022-04-11 13:00:00,0,5,6,1,6,0,0,7,11,0,13,10,10,8,7,6,5,6,4,0,4,1,2,3,4,3,5,4,2,1,5,5,6,5,9,3,8,5,4,2,0,0,2,1,0,0
2022-04-11 14:00:00,1,1,1,12,12,4,9,7,6,0,6,5,5,5,3,5,4,3,4,3,6,0,4,4,5,6,2,0,0,7,9,10,9,8,12,13,11,9,8,6,0,6,5,4,1,0
2022-04-11 15:00:00,2,6,8,6,10,12,14,16,36,10,34,8,9,10,7,8,8,5,7,6,7,6,3,4,7,0,4,0,0,4,5,6,0,3,11,0,6,10,9,10,0,9,6,1,1,0
2022-04-11 16:00:00,0,3,7,14,15,16,24,27,28,30,35,28,26,16,15,9,8,6,0,6,6,0,3,3,4,0,8,4,8,9,10,11,12,7,13,0,16,19,9,18,16,14,8,4,0,0
2022-04-11 17:00:00,1,3,3,4,5,7,8,8,10,6,11,10,7,9,7,6,6,4,0,0,5,4,2,6,9,6,12,0,14,18,18,17,15,15,27,25,23,27,18,23,21,20,14,9,0,0
2022-04-11 18:00:00,1,3,9,10,10,9,7,11,15,0,24,12,12,11,9,12,12,10,9,10,10,10,4,5,9,12,6,11,11,15,19,20,20,23,41,18,36,29,26,24,22,21,17,11,0,0
2022-04-11 19:00:00,0,2,3,1,3,3,0,0,4,4,4,3,4,5,6,5,0,3,1,3,7,5,3,3,4,0,0,0,0,9,8,4,6,11,31,42,41,39,36,25,32,30,27,17,0,0
2022-04-11 20:00:00,0,3,6,0,0,4,5,4,3,3,3,5,5,5,2,4,0,3,1,3,4,3,2,4,0,0,5,0,4,7,7,7,9,9,16,13,13,12,25,22,21,20,11,7,1,0
2022-04-11 21:00:00,0,2,0,2,3,0,0,4,6,4,6,7,9,10,9,5,0,0,0,4,3,0,3,3,2,0,0,0,1,5,6,9,10,12,25,24,21,18,17,13,16,13,11,6,0,0
2022-04-11 22:00:00,0,1,0,3,6,7,0,6,1,7,6,8,0,6,4,6,7,5,0,5,4,3,1,3,4,0,6,0,4,8,7,7,8,6,19,15,0,11,11,10,10,9,8,3,0,0
2022-04-11 23:00:00,0,0,1,1,2,0,0,0,0,0,1,2,4,6,5,4,3,0,0,0,0,1,1,0,2,0,3,0,0,5,4,0,3,0,8,0,18,17,14,5,0,6,11,7,1,0
2022-04-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 04:00:00,1,3,5,8,0,5,7,7,8,0,9,8,7,8,0,0,4,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 05:00:00,1,3,4,4,5,8,7,8,11,6,10,11,12,15,14,11,6,0,4,3,2,1,2,3,2,0,2,0,4,5,7,5,9,7,6,1,0,2,5,3,2,1,1,0,0,0
2022-04-12 06:00:00,8,5,14,3,4,10,11,12,13,13,14,3,3,5,6,4,3,4,2,1,2,2,3,6,4,0,3,3,3,5,2,1,4,5,3,0,0,2,0,2,0,0,1,1,0,0
2022-04-12 07:00:00,3,21,29,34,28,38,0,37,42,37,37,11,10,12,10,10,9,0,3,7,4,3,9,19,14,3,6,14,6,15,25,25,35,35,46,46,44,36,32,29,22,5,16,4,0,0
2022-04-12 08:00:00,17,6,23,28,29,32,31,32,38,40,33,12,14,17,15,14,12,7,10,11,5,3,5,13,11,8,13,11,9,11,13,11,11,10,17,0,12,15,17,14,12,4,7,4,1,0
2022-04-12 09:00:00,5,5,10,8,11,12,9,13,18,17,20,7,6,8,11,12,8,6,2,5,7,0,7,6,6,0,5,0,5,9,8,7,7,4,8,5,7,6,2,6,5,3,3,2,0,0
2022-04-12 10:00:00,0,5,6,9,2,11,0,10,12,13,13,5,7,8,5,3,1,0,2,0,1,1,2,2,3,0,4,3,4,5,4,3,3,2,9,0,9,5,7,5,4,2,3,0,0,0
2022-04-12 11:00:00,0,3,1,4,2,4,0,2,7,8,10,7,8,8,7,6,5,4,1,4,3,0,2,6,4,5,2,3,5,2,10,9,3,5,7,0,0,5,1,2,4,3,2,1,0,0
2022-04-12 12:00:00,5,4,5,0,0,6,0,7,11,13,14,7,7,6,5,5,6,5,3,0,3,0,0,4,4,0,5,0,5,6,10,10,12,12,14,15,14,16,15,13,6,5,7,4,2,0
