Unnamed: 0,1_중계본동종점,2_노원우체국,3_중계본동주민센터,4_영신여자고등학교입구,5_노원문화예술회관.불암초등학교,6_기업은행중계동지점,7_은행사거리,8_양지근린공원,9_중계주공9단지후문,10_한신동성아파트.시립과학관,11_골마을근린공원,12_하계역,13_하계5단지아파트,14_하계2동주민센터,15_경춘선숲길방문자센터,16_청솔7단지앞,17_한천중학교,18_서울과학기술대앞,19_공릉동.동신아파트앞,20_원자력병원입구,21_안마을,22_두산힐스빌아파트,23_태릉사거리,24_서울생활사박물관.농협앞,25_태릉입구역,26_한진한화그랑빌아파트,27_석계역2번출구,28_석계역1번출구.A,29_석계역굴다리앞,30_석계역,31_태릉입구역,32_태릉입구역7번출구.서울생활사박물관,33_태릉사거리,34_두산힐스빌아파트,35_안마을,36_원자력병원공릉동삼익2차아파트,37_동부아파트,38_서울과학기술대앞,39_경기기계공업고등학교,40_경춘선숲길방문자센터,41_하계2동주민센터,42_하계장미아파트,43_하계미성아파트.을지병원,44_한성여객종점,45_대진고등학교,46_삼익선경아파트후문.시립과학관,47_중계주공9단지후문,48_대림벽산아파트,49_은행사거리,50_신한은행중계본동지점,51_노원문화예술회관.불암초등학교,52_불암고등학교,53_노원우체국,54_중계본동종점
2022-04-04 21:00:00,0,1,2,3,0,7,15,7,0,6,6,5,0,3,0,4,0,6,9,8,9,6,8,0,6,5,4,7,0,8,4,12,11,11,10,9,6,5,4,2,5,8,19,0,20,6,17,13,13,0,7,5,1,0
2022-04-04 22:00:00,0,0,0,1,4,14,25,28,0,10,23,17,15,14,0,4,13,12,10,2,10,7,3,0,3,2,6,7,8,9,0,10,11,11,9,5,7,6,0,3,0,6,20,19,20,21,18,14,13,12,3,2,0,0
2022-04-04 23:00:00,0,1,1,2,0,1,3,2,0,0,3,0,0,2,0,0,1,3,3,3,4,0,2,0,3,2,0,2,0,3,2,4,2,0,1,0,2,5,0,4,0,5,16,0,15,7,6,13,10,9,3,2,0,0
2022-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 05:00:00,0,1,1,2,5,6,7,0,0,0,2,2,2,0,3,0,0,1,2,5,3,0,0,0,4,0,3,0,0,1,0,0,2,3,1,3,0,0,4,5,6,5,6,0,5,0,4,3,2,1,0,0,0,0
2022-04-05 06:00:00,1,3,5,7,12,11,14,15,15,15,14,2,2,2,6,3,0,0,7,8,12,13,12,11,4,0,3,1,0,5,4,2,6,3,4,6,7,8,4,9,0,3,5,3,3,0,0,0,4,0,0,0,0,0
2022-04-05 07:00:00,1,11,16,29,34,36,45,48,37,50,35,3,5,8,8,10,7,0,6,14,18,19,15,15,8,5,6,1,1,2,3,3,7,13,21,28,37,25,23,39,41,44,50,49,45,43,36,15,32,30,11,0,0,0
2022-04-05 08:00:00,0,5,9,14,18,18,22,38,10,41,36,3,4,4,6,7,6,6,7,13,19,18,15,15,9,9,8,7,4,8,0,3,10,10,12,12,10,9,4,2,4,8,14,24,7,24,12,23,16,13,2,1,0,0
2022-04-05 09:00:00,0,5,4,8,9,9,13,14,14,22,16,4,5,4,2,4,8,7,0,8,11,11,8,9,6,2,6,6,3,9,0,5,13,0,7,12,10,5,3,0,0,6,14,13,12,6,9,4,5,5,3,0,0,0
2022-04-05 10:00:00,1,4,5,6,8,6,11,8,10,7,8,2,3,0,4,0,0,3,2,5,6,7,6,5,3,2,0,2,0,3,0,0,4,3,3,4,3,2,0,0,0,3,5,0,2,6,0,5,2,3,2,1,0,0
2022-04-05 11:00:00,0,2,3,1,4,9,14,15,0,4,7,5,6,0,0,0,1,7,6,7,6,5,4,6,1,0,4,4,0,5,1,0,6,2,6,6,5,4,0,0,3,3,7,8,2,3,0,10,5,3,4,2,0,0
2022-04-05 12:00:00,3,5,7,9,3,6,11,13,14,0,12,3,4,3,4,2,0,3,5,6,8,6,6,0,6,5,2,2,3,4,3,0,5,7,9,6,9,10,0,10,6,11,18,11,15,14,13,16,10,6,4,2,0,0
2022-04-05 13:00:00,6,2,9,14,17,12,21,22,0,21,21,9,9,8,4,5,5,8,10,8,7,6,6,0,1,0,4,5,0,6,1,4,8,0,8,6,5,4,0,6,5,2,10,3,11,8,1,7,5,3,1,0,0,0
2022-04-05 14:00:00,0,4,7,6,8,9,11,0,0,7,8,3,5,3,3,0,4,4,5,2,3,4,3,5,4,0,3,6,7,2,5,6,7,8,8,9,9,6,0,5,8,7,12,0,12,9,0,10,7,5,4,2,0,0
2022-04-05 15:00:00,0,4,5,3,9,7,9,11,22,11,10,3,0,2,0,0,4,7,2,3,8,0,3,0,2,1,0,2,1,3,2,8,5,7,8,9,3,0,4,0,0,8,17,16,16,14,15,15,8,7,4,3,2,0
2022-04-05 16:00:00,0,5,13,26,35,38,27,30,37,36,33,25,22,16,21,0,24,21,17,14,13,12,11,7,6,0,4,6,6,7,0,7,10,10,10,12,12,17,18,15,19,18,28,23,36,39,38,29,15,12,4,2,0,0
2022-04-05 17:00:00,0,2,4,8,11,13,16,16,18,12,17,13,10,0,11,0,0,11,10,8,9,10,6,7,5,0,5,6,0,8,7,5,9,12,10,7,12,15,0,16,19,31,47,0,47,36,0,34,10,6,6,4,1,0
2022-04-05 18:00:00,1,4,9,13,14,18,25,14,17,11,21,15,9,16,14,5,13,18,21,18,19,19,15,14,12,10,8,15,6,18,17,22,23,22,18,11,9,8,9,8,9,15,36,35,34,35,31,27,20,17,8,3,0,0
2022-04-05 19:00:00,1,1,2,2,3,6,10,10,14,13,12,7,6,7,0,0,0,6,6,5,6,5,4,5,4,0,1,9,6,13,0,18,19,13,18,11,10,10,0,10,8,16,48,48,42,42,42,31,24,22,11,8,0,0
2022-04-05 20:00:00,0,3,0,2,2,7,9,10,11,10,7,4,3,4,0,5,0,9,8,7,6,4,5,1,4,3,4,9,0,3,2,12,13,0,11,9,7,6,3,4,0,6,19,17,16,15,15,11,9,10,8,4,0,0
2022-04-05 21:00:00,0,0,0,1,1,13,26,10,4,8,10,4,0,0,5,6,0,10,7,11,10,9,8,4,8,4,3,10,7,8,0,10,11,9,8,9,12,6,7,6,2,8,33,34,33,29,25,21,15,14,8,2,0,0
2022-04-05 22:00:00,0,1,0,2,0,18,34,35,35,31,26,14,11,11,10,0,0,11,8,7,5,0,4,4,3,2,1,4,4,0,5,7,11,10,9,7,10,13,7,12,4,14,26,0,27,25,22,20,17,11,10,8,0,0
2022-04-05 23:00:00,0,1,0,1,3,2,3,4,0,3,2,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,1,4,0,4,0,6,5,1,4,3,3,2,0,2,1,3,21,20,18,17,15,10,6,8,3,2,0,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,1,3,1,2,5,0,5,6,0,0,2,2,3,0,4,1,3,1,2,6,3,0,0,5,4,0,2,2,2,3,2,0,1,0,0,2,3,0,0,5,6,4,3,0,3,0,0,1,0,0,0,0,0,0
2022-04-06 06:00:00,1,2,6,10,15,14,16,16,0,19,13,2,2,1,3,4,3,3,5,6,11,4,9,4,4,0,0,1,1,2,2,3,6,6,9,12,13,12,11,10,0,4,5,2,3,3,1,4,3,1,0,0,0,0
2022-04-06 07:00:00,1,9,14,22,27,30,36,39,35,38,35,6,12,13,12,12,8,7,7,10,14,14,7,13,6,0,5,2,4,3,6,8,16,21,27,33,42,43,38,41,47,50,55,49,54,55,38,26,36,37,19,1,0,0
2022-04-06 08:00:00,1,6,8,14,21,24,25,29,20,32,28,5,7,7,8,9,3,7,8,12,17,17,15,19,12,11,10,7,3,15,14,15,11,17,16,11,10,6,5,3,4,7,15,10,9,16,14,12,7,19,3,2,1,0
2022-04-06 09:00:00,1,4,8,12,14,11,19,13,14,16,18,3,6,8,4,10,9,7,9,9,10,9,8,8,7,0,6,13,0,21,22,23,25,24,6,24,19,9,6,7,5,7,15,0,13,12,10,9,6,5,2,1,0,0
2022-04-06 10:00:00,0,2,6,6,8,8,12,11,12,10,9,4,4,3,5,0,1,2,3,8,8,4,8,9,6,6,7,4,0,6,3,0,7,5,6,6,3,2,1,3,0,5,7,0,6,0,0,0,3,4,1,0,0,0
2022-04-06 11:00:00,1,3,3,6,4,9,12,11,0,11,10,5,4,0,5,0,0,7,0,8,12,8,6,5,3,0,2,2,2,4,0,5,7,9,8,7,3,1,3,2,4,5,8,7,0,10,5,9,6,3,2,1,0,0
2022-04-06 12:00:00,1,2,3,4,4,0,5,7,8,8,9,3,6,5,0,7,0,7,3,10,12,4,9,8,7,6,3,2,1,5,0,3,5,6,7,10,9,6,0,5,4,5,9,11,7,8,0,9,4,3,2,0,1,0
2022-04-06 13:00:00,1,2,5,7,5,8,11,10,0,0,12,2,3,0,4,0,0,4,3,7,8,6,0,4,2,3,3,10,11,16,7,18,21,20,18,16,14,7,0,6,0,6,12,0,0,13,12,9,3,2,1,0,0,0
2022-04-06 14:00:00,0,2,3,4,5,5,7,0,5,12,14,5,5,4,2,0,5,4,3,5,6,4,3,3,2,1,2,6,2,7,0,10,11,0,10,9,7,5,5,7,2,10,15,0,14,10,9,6,5,5,2,1,0,0
2022-04-06 15:00:00,4,5,13,21,23,25,28,28,6,26,22,15,14,13,0,3,16,17,14,14,13,13,13,6,7,5,3,3,0,4,5,10,11,10,8,7,6,6,15,15,0,9,18,14,17,19,0,12,7,7,4,3,0,0
2022-04-06 16:00:00,1,1,4,9,18,22,23,16,30,21,28,19,17,15,12,0,11,16,14,13,13,11,12,10,8,6,7,7,9,10,0,6,7,7,11,10,13,12,11,12,11,11,26,19,29,33,22,29,8,9,4,2,0,0
2022-04-06 17:00:00,2,7,7,9,9,11,16,15,9,14,13,9,10,9,10,10,2,15,17,15,10,7,6,6,7,5,2,3,0,0,0,13,15,15,16,15,14,13,0,13,12,16,35,36,39,38,37,23,9,6,4,3,0,0
2022-04-06 18:00:00,3,8,13,17,20,23,25,24,20,14,19,12,11,6,0,0,12,11,12,11,15,13,10,5,8,9,8,12,8,10,11,15,15,12,12,9,11,4,12,10,0,14,40,37,38,37,36,29,15,12,5,4,0,0
2022-04-06 19:00:00,0,3,6,9,12,13,16,0,6,7,13,5,6,5,6,0,7,7,7,7,6,4,5,0,4,0,3,11,0,14,7,14,14,12,11,9,9,6,5,9,6,11,52,49,47,45,39,31,24,21,8,8,1,0
2022-04-06 20:00:00,0,3,0,2,6,6,9,11,0,10,10,5,4,4,0,0,2,5,7,0,9,8,5,7,7,1,0,3,4,4,5,7,10,0,10,10,10,14,13,12,11,11,33,32,29,23,28,19,16,19,9,6,2,0
2022-04-06 21:00:00,1,0,0,2,3,10,17,0,0,7,6,6,3,0,4,0,0,6,7,6,7,6,6,3,6,5,4,9,10,12,12,13,14,12,10,7,9,3,2,6,0,4,17,18,17,15,10,14,13,12,7,2,0,0
2022-04-06 22:00:00,0,1,0,2,4,12,36,39,0,16,29,13,14,0,12,0,11,10,11,6,4,5,4,3,2,1,0,6,0,8,0,9,9,11,10,7,8,12,14,13,0,9,18,19,18,9,14,9,6,6,2,1,0,0
2022-04-06 23:00:00,0,0,1,0,1,2,3,0,0,0,2,2,2,4,0,0,0,5,4,3,3,4,3,0,1,1,0,5,3,6,0,6,10,9,7,4,7,0,3,3,0,3,16,15,14,13,0,9,8,5,3,3,0,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,1,3,3,4,7,8,10,10,0,0,4,2,2,0,0,0,0,1,0,6,2,3,5,4,4,0,2,2,0,1,1,2,4,5,1,3,4,0,6,7,8,6,9,0,8,0,4,3,2,0,0,0,0,0
2022-04-07 06:00:00,1,2,3,7,10,10,14,15,16,16,12,2,1,2,0,2,0,0,3,5,6,7,6,4,1,0,2,0,1,0,0,2,4,7,8,11,13,2,0,5,4,3,6,5,6,4,2,7,5,3,2,0,0,0
2022-04-07 07:00:00,0,11,18,30,37,40,42,47,48,46,36,8,13,8,7,9,7,6,6,9,15,16,14,13,9,10,0,4,7,11,2,12,17,26,28,36,40,37,28,31,34,39,48,47,46,44,36,35,33,29,16,1,0,0
2022-04-07 08:00:00,1,9,11,14,19,21,28,34,31,38,38,6,9,8,15,14,11,3,9,14,18,17,15,12,8,7,5,5,2,10,11,8,16,15,19,22,18,12,9,10,8,13,16,15,14,14,13,8,12,9,4,2,2,0
2022-04-07 09:00:00,1,5,9,12,14,15,21,22,13,13,22,3,5,6,0,7,6,3,7,5,7,5,3,5,3,2,0,2,0,4,0,0,7,7,7,11,8,6,2,7,4,5,15,0,6,13,5,12,8,7,3,1,1,0
2022-04-07 10:00:00,0,3,4,7,12,11,12,12,11,12,10,3,4,5,0,0,0,1,4,5,7,6,4,0,2,0,0,1,2,4,0,3,5,0,4,4,6,4,0,3,2,8,18,3,17,0,15,13,10,4,9,7,4,0
2022-04-07 11:00:00,3,4,1,8,10,9,12,6,0,12,5,2,4,5,0,5,0,3,2,4,4,0,2,1,3,4,3,2,2,3,0,5,7,8,9,10,6,3,0,0,0,3,7,0,5,10,4,7,2,1,0,0,0,0
2022-04-07 12:00:00,1,5,7,8,8,9,14,13,0,0,15,8,5,4,6,5,4,7,5,6,8,9,5,8,6,3,4,2,0,4,2,4,5,6,7,8,7,5,0,7,4,5,11,12,8,4,11,10,4,3,2,1,0,0
2022-04-07 13:00:00,0,1,4,7,8,7,11,12,8,6,11,5,9,0,0,0,7,4,6,8,9,11,9,4,7,6,1,3,0,5,4,3,10,3,6,7,6,5,0,4,6,8,12,0,12,10,11,8,6,3,2,1,0,0
2022-04-07 14:00:00,2,3,4,17,28,29,32,33,34,0,32,6,8,5,0,8,16,8,14,13,13,10,9,1,4,0,3,3,0,4,3,3,4,3,6,3,7,9,13,13,4,8,17,10,17,8,16,11,7,4,3,2,0,0
2022-04-07 15:00:00,0,2,4,2,7,8,12,14,27,8,11,6,4,6,7,8,5,9,6,6,6,5,4,5,3,1,2,4,5,2,0,4,3,3,4,3,5,5,8,0,3,8,15,16,15,12,11,13,10,10,4,2,1,0
2022-04-07 16:00:00,1,3,10,25,30,32,35,0,34,17,33,22,24,21,20,0,19,21,14,13,9,8,6,7,3,1,2,3,4,6,0,5,6,3,6,6,4,5,8,5,9,7,23,18,31,32,32,27,10,7,4,3,0,0
2022-04-07 17:00:00,0,4,6,9,12,16,20,21,12,19,17,11,7,8,7,0,9,9,9,10,11,8,6,7,8,6,4,8,0,10,8,8,10,11,11,11,12,18,21,22,21,32,51,52,53,29,30,26,16,8,3,2,0,0
2022-04-07 18:00:00,0,5,6,10,11,17,25,25,24,22,19,10,11,10,4,11,3,11,10,10,11,13,0,3,2,11,9,19,21,24,9,18,19,16,14,8,10,15,14,16,16,20,42,42,42,39,49,35,20,16,6,5,2,0
2022-04-07 19:00:00,0,2,3,0,5,9,13,11,12,11,9,4,5,4,3,0,5,2,4,5,5,4,4,5,3,4,3,4,0,6,25,29,24,22,18,16,12,14,16,13,14,12,33,34,41,45,43,34,27,25,12,10,0,0
2022-04-07 20:00:00,0,3,1,2,3,7,7,7,10,11,10,6,6,7,5,0,4,8,8,7,8,7,8,5,4,0,4,11,13,15,13,14,15,12,9,8,9,0,0,7,6,7,21,20,18,0,0,16,15,16,12,10,1,0
2022-04-07 21:00:00,0,1,1,2,3,9,23,12,11,10,12,7,5,4,0,0,0,5,4,6,3,4,0,7,4,3,3,3,3,5,2,3,4,3,4,5,11,2,0,1,0,4,20,18,17,12,11,10,8,7,4,3,0,0
2022-04-07 22:00:00,0,2,0,3,5,9,23,24,23,23,22,13,12,10,8,0,0,9,8,8,5,6,0,7,6,5,3,7,3,8,0,15,15,12,9,7,8,8,0,9,8,10,29,0,28,21,15,16,15,11,6,5,1,0
2022-04-07 23:00:00,0,0,0,2,0,0,4,4,0,3,0,27,0,0,0,0,0,3,3,0,4,0,2,2,2,1,0,5,4,7,6,7,7,6,6,5,7,6,0,3,0,4,16,0,15,7,13,25,23,22,8,7,0,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,0,2,3,4,6,7,12,5,0,0,2,1,0,0,3,0,1,2,3,6,3,0,0,2,4,1,0,1,0,2,0,0,1,2,0,3,3,4,0,6,7,5,0,0,4,0,3,2,0,1,0,0,0,0
2022-04-08 06:00:00,0,2,4,5,7,8,12,11,13,13,12,3,4,0,5,4,0,0,6,8,10,7,8,1,3,2,0,0,1,0,0,1,5,8,4,10,13,11,10,3,4,1,5,0,2,3,2,4,2,1,0,0,0,0
2022-04-08 07:00:00,1,11,17,25,31,33,34,40,38,36,32,4,6,7,6,7,6,0,5,7,13,12,8,6,8,4,6,4,2,5,4,6,15,20,22,28,33,24,27,31,31,36,44,43,36,42,33,30,29,28,11,1,0,0
2022-04-08 08:00:00,1,6,12,20,21,22,25,28,28,27,28,4,7,6,7,8,5,4,4,11,12,12,10,13,7,4,5,4,3,5,3,4,10,12,11,11,9,8,1,7,6,7,10,0,8,7,0,5,15,15,3,2,1,0
2022-04-08 09:00:00,0,10,13,10,14,14,21,24,0,25,28,2,6,3,0,6,5,4,3,10,13,11,11,10,6,6,5,3,0,1,0,0,7,6,5,8,10,6,0,7,3,7,9,0,2,9,0,6,5,4,1,2,1,0
2022-04-08 10:00:00,0,5,10,13,14,13,16,18,12,19,17,5,4,0,5,0,4,4,4,4,5,3,4,2,3,4,2,2,0,0,0,3,4,5,2,4,3,0,4,0,1,8,12,0,5,0,11,10,7,6,4,2,1,0
2022-04-08 11:00:00,1,3,4,6,7,9,13,14,12,13,13,4,3,0,0,0,4,3,5,5,6,6,4,3,1,3,2,3,4,8,0,9,10,11,10,3,11,10,0,5,2,7,7,0,6,7,0,6,4,3,2,0,1,0
2022-04-08 12:00:00,3,7,5,9,10,11,15,14,9,10,14,5,3,6,0,0,0,4,3,5,5,6,5,6,5,0,3,2,0,4,0,5,2,0,4,3,2,0,0,9,8,10,12,6,7,6,5,11,5,4,4,1,2,0
2022-04-08 13:00:00,0,4,5,8,10,8,15,14,12,15,16,6,6,4,7,6,7,8,7,8,8,6,6,5,4,3,0,5,0,7,1,5,7,6,6,6,6,1,0,7,0,7,11,11,12,10,11,9,7,4,3,2,0,0
2022-04-08 14:00:00,0,5,0,7,9,11,15,16,23,6,9,6,2,1,3,8,12,13,12,13,11,11,9,5,4,0,1,3,0,4,0,3,6,8,6,5,9,6,15,7,6,6,15,18,15,13,11,13,11,6,1,0,2,0
2022-04-08 15:00:00,1,2,3,6,3,1,7,7,26,7,25,17,17,10,9,0,0,8,7,7,5,4,0,3,7,0,6,5,2,6,0,4,9,8,9,12,13,15,17,17,5,15,30,11,34,33,31,24,12,10,7,3,0,0
2022-04-08 16:00:00,0,3,9,21,31,33,37,38,27,38,37,22,25,25,14,13,4,23,19,15,10,9,7,6,5,4,3,5,1,5,0,6,10,10,11,6,9,11,10,8,9,9,27,26,24,22,18,17,10,6,5,3,1,0
2022-04-08 17:00:00,6,2,8,9,10,16,29,30,0,28,24,5,4,9,4,0,5,6,7,18,10,8,9,10,9,7,3,8,0,9,8,10,13,12,10,11,12,14,13,16,15,19,40,40,39,38,37,31,12,10,8,7,0,0
2022-04-08 18:00:00,2,4,6,8,12,15,22,23,23,20,21,9,11,6,9,0,10,13,14,17,15,15,13,11,5,3,4,21,22,25,26,27,25,24,21,7,6,7,0,9,10,15,28,25,27,27,25,24,15,11,3,2,0,0
2022-04-08 19:00:00,0,1,2,0,1,4,8,10,9,8,13,4,5,4,5,0,0,5,0,6,9,9,8,7,6,5,3,6,7,10,9,10,12,10,20,11,10,6,0,7,8,14,50,28,49,49,46,34,26,19,9,8,1,0
2022-04-08 20:00:00,1,0,0,1,0,2,8,7,0,6,6,4,4,3,4,0,1,3,3,3,5,0,1,2,4,4,0,6,1,8,0,7,8,9,8,7,5,8,5,0,6,11,22,0,21,12,19,16,14,13,10,9,1,0
2022-04-08 21:00:00,0,0,0,0,2,6,15,15,7,13,12,6,5,6,4,5,5,6,5,6,7,2,5,0,0,0,3,9,3,13,0,4,14,10,8,7,6,8,5,6,5,7,24,30,28,15,27,24,23,20,9,7,1,0
2022-04-08 22:00:00,0,1,2,2,7,18,29,30,29,14,26,15,14,13,14,9,0,15,14,12,10,11,10,8,5,0,4,4,3,8,9,10,11,9,8,7,8,9,6,4,7,6,27,0,26,17,22,20,12,0,7,6,0,0
2022-04-08 23:00:00,0,1,0,2,2,1,5,0,3,0,4,2,3,0,0,0,0,3,2,4,3,1,0,0,2,1,0,9,7,10,9,12,12,11,12,6,3,4,0,2,5,7,16,0,11,11,15,19,18,6,7,6,0,0
2022-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 05:00:00,0,2,1,0,2,0,1,3,0,0,1,0,0,0,1,0,0,0,2,3,1,0,0,0,2,0,1,0,0,2,0,0,2,3,4,3,0,0,4,4,5,4,0,0,3,0,2,0,1,0,0,0,0,0
2022-04-09 06:00:00,1,1,0,5,5,0,6,0,6,3,4,2,0,0,1,1,2,0,0,4,4,0,2,2,1,0,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,3,5,6,5,0,4,2,3,0,1,0,0,0
2022-04-09 07:00:00,0,6,7,8,5,5,6,7,8,9,9,2,3,4,3,2,2,0,0,2,4,5,2,4,3,3,4,2,0,0,0,0,3,4,0,2,2,3,2,0,3,6,9,0,0,8,3,3,2,0,0,0,0,0
2022-04-09 08:00:00,0,0,0,3,10,6,8,11,0,8,11,4,3,0,5,6,8,1,0,5,11,9,7,3,5,6,5,6,6,10,3,11,10,11,12,13,7,8,5,0,6,8,17,0,0,16,13,9,5,4,2,1,0,0
2022-04-09 09:00:00,1,1,2,3,7,0,8,8,0,6,7,4,8,0,7,6,5,5,0,6,7,0,6,2,5,6,4,8,0,25,26,0,0,27,26,25,20,8,5,0,9,13,21,13,20,19,11,14,4,1,1,0,0,0
2022-04-09 10:00:00,0,4,7,9,13,15,21,24,0,22,20,5,0,2,5,0,0,4,5,6,9,8,1,9,6,3,0,1,2,0,0,0,3,4,6,4,8,7,0,6,7,7,7,0,7,8,6,6,4,3,1,0,0,0
