Unnamed: 0,1_남한산성입구(가상),2_비호아파트,3_마천역.송파파크센트럴,4_마천1동주민센터,5_마천2동주민센터,6_마천2동윤진빌딩.신동아아파트,7_거여초등학교,8_오금동사거리,9_송파도서관,10_송파중학교,11_가락동쌍용아파트앞,12_가락동미륭아파트,13_문정1동주민센터.로데오거리,14_문정로데오거리입구,15_가락시장.가락시장역,16_송파역,17_석촌역,18_석촌호수.한솔병원,19_잠실역.롯데월드,20_잠실리센츠아파트앞,21_잠실트리지움아파트앞,22_잠실역.롯데월드,23_석촌호수.한솔병원,24_석촌역,25_송파역,26_가락시장.가락시장역,27_문정1동주민센터.로데오거리,28_문정현대아파트,29_가락동쌍용아파트,30_가락동극동아파트,31_우창아파트,32_오금동사거리,33_거여초등학교,34_마천2동윤진빌딩.신동아아파트,35_마천2동주민센터,36_마천1동주민센터,37_마천역.송파파크센트럴,38_종점,39_비호아파트,40_남한산성입구
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,2,3,7,12,18,24,25,27,29,28,25,23,22,11,7,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,2,2,5,3,2,7,8,6,9,10,8,7,7,6,5,3,3,2,2,3,0,3,4,8,5,10,5,3,0,10,11,1,10,9,4,3,2,0,1,0
2022-04-06 06:00:00,4,0,2,5,7,9,11,13,16,18,11,12,10,7,8,4,1,2,0,0,1,3,2,3,3,5,4,5,4,6,6,3,4,2,1,2,2,1,0,0
2022-04-06 07:00:00,12,10,6,9,14,23,30,36,40,39,42,46,53,52,19,14,13,10,4,1,1,4,7,8,11,10,10,9,8,2,6,4,6,6,4,1,3,1,0,0
2022-04-06 08:00:00,6,6,14,22,28,37,49,53,45,43,43,43,33,48,37,20,18,17,8,2,2,10,12,12,13,16,15,16,18,17,16,15,14,9,5,4,4,2,0,0
2022-04-06 09:00:00,3,4,4,6,10,16,24,28,29,27,24,25,27,19,16,13,13,13,3,1,1,5,2,3,5,9,10,9,11,12,10,11,8,9,5,3,2,1,1,0
2022-04-06 10:00:00,1,1,4,7,8,10,12,15,17,16,11,16,15,14,9,8,6,5,1,0,2,2,6,2,3,9,11,5,11,6,9,7,6,5,3,1,2,0,1,0
2022-04-06 11:00:00,2,3,1,2,7,9,10,8,10,8,17,6,18,17,15,14,13,12,1,1,2,4,5,4,5,8,10,9,13,12,11,8,7,6,4,3,0,2,1,0
2022-04-06 12:00:00,4,1,5,9,11,13,15,18,20,16,16,17,18,13,11,13,12,10,0,0,1,4,7,6,9,15,11,12,11,9,8,7,4,5,3,3,1,1,2,0
2022-04-06 13:00:00,3,4,2,4,7,9,10,11,14,15,16,15,20,17,15,14,13,10,1,0,1,8,5,7,10,10,11,10,14,14,13,11,11,8,7,4,3,3,0,0
2022-04-06 14:00:00,3,2,5,7,9,10,11,12,12,11,10,11,13,12,10,7,5,4,0,0,0,7,11,11,14,18,20,21,17,24,21,18,16,16,9,7,4,0,0,0
2022-04-06 15:00:00,2,3,4,5,11,10,13,13,15,14,16,14,18,15,12,12,11,9,1,1,2,8,8,9,21,24,29,28,29,31,21,19,16,13,9,6,8,7,3,0
2022-04-06 16:00:00,6,3,7,5,7,10,12,11,17,14,14,13,16,14,15,13,12,8,1,1,2,12,17,17,22,28,31,24,23,23,19,18,15,10,6,5,4,3,4,0
2022-04-06 17:00:00,1,2,3,12,13,13,12,15,17,16,14,18,16,14,12,12,11,8,3,2,2,17,19,20,23,30,29,25,27,19,19,15,16,12,8,7,6,4,2,0
2022-04-06 18:00:00,3,4,5,10,12,14,14,14,17,17,22,22,25,21,24,24,20,9,3,2,6,20,24,25,24,30,42,41,39,38,29,23,22,17,10,7,7,5,1,0
2022-04-06 19:00:00,2,1,4,6,7,8,8,11,15,13,15,14,11,9,12,11,11,5,1,2,3,23,25,27,25,29,31,28,28,27,24,21,16,13,10,6,4,3,3,0
2022-04-06 20:00:00,1,2,0,4,5,5,5,8,8,6,7,5,8,9,7,4,4,3,0,0,1,11,13,15,21,26,27,25,21,21,18,11,12,10,8,7,5,3,1,0
2022-04-06 21:00:00,2,1,4,6,4,6,8,7,11,11,4,2,9,6,3,3,2,1,1,0,2,11,23,23,22,23,20,14,14,10,11,10,9,7,4,5,6,4,3,0
2022-04-06 22:00:00,1,1,2,3,4,4,5,6,8,9,5,4,9,7,6,5,3,0,0,1,1,9,9,12,13,18,20,21,21,23,18,14,11,9,8,5,5,3,2,0
2022-04-06 23:00:00,0,0,0,1,1,2,3,1,2,4,0,5,5,4,3,4,3,4,2,0,2,7,5,6,6,9,25,22,19,17,15,13,11,5,3,4,3,0,2,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,2,0,8,13,17,23,26,26,28,26,24,20,19,11,6,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,3,0,3,4,5,7,12,4,14,12,6,5,9,6,3,2,1,0,2,0,1,4,4,6,5,11,10,3,4,4,11,0,10,7,2,0,1,0,0,0
2022-04-07 06:00:00,3,3,2,4,6,9,12,13,16,18,15,14,15,13,8,5,4,3,0,0,1,2,2,3,4,5,6,5,6,6,5,3,2,2,1,0,0,1,0,0
2022-04-07 07:00:00,13,10,7,12,16,26,38,32,36,35,36,33,31,30,25,19,14,17,3,0,1,2,4,5,6,14,16,18,9,5,7,6,5,6,7,4,3,0,0,0
2022-04-07 08:00:00,4,12,14,16,21,28,39,43,47,45,46,47,39,31,25,20,19,18,1,0,1,9,9,11,14,16,17,19,20,19,17,15,13,12,8,6,6,3,2,0
2022-04-07 09:00:00,6,5,4,6,8,16,22,28,28,27,29,27,28,19,17,16,14,13,1,1,2,3,8,11,10,10,8,8,8,9,7,7,9,5,4,3,3,2,1,0
2022-04-07 10:00:00,4,5,3,7,7,12,13,17,16,17,17,17,13,12,12,11,10,8,1,1,2,3,4,6,8,7,7,8,11,13,12,11,12,10,6,0,3,0,5,0
2022-04-07 11:00:00,3,5,6,9,10,13,13,14,16,17,15,12,13,12,12,10,8,5,2,1,2,5,6,5,6,9,11,11,11,8,11,10,7,7,4,3,2,2,1,0
2022-04-07 12:00:00,3,1,2,3,7,8,9,12,14,14,14,16,17,16,14,11,9,6,2,1,1,5,5,3,8,11,14,12,11,13,9,6,6,3,4,3,2,0,0,0
2022-04-07 13:00:00,2,2,5,9,12,11,13,13,14,13,14,10,18,17,16,14,8,6,1,1,0,5,8,9,10,13,14,15,18,17,16,15,15,11,7,5,4,3,0,0
2022-04-07 14:00:00,4,5,6,6,6,10,13,13,13,11,12,13,12,11,10,9,7,7,1,1,2,6,8,6,10,16,16,17,16,15,14,13,9,9,7,6,4,0,3,0
2022-04-07 15:00:00,4,7,8,3,10,10,12,8,10,13,11,11,11,12,11,9,7,5,1,0,0,8,7,9,12,24,23,23,27,27,27,19,26,17,15,10,4,4,2,0
2022-04-07 16:00:00,2,5,3,6,8,11,12,15,20,19,20,18,20,16,14,14,9,7,3,1,4,9,11,13,19,25,25,25,25,25,22,17,16,13,8,7,5,3,2,0
2022-04-07 17:00:00,4,3,5,9,12,14,20,19,20,20,19,19,21,17,13,10,9,7,2,2,3,14,17,18,20,28,35,35,36,37,33,30,25,22,12,6,5,2,2,0
2022-04-07 18:00:00,4,5,6,8,11,20,22,24,25,24,22,18,20,18,16,13,10,9,4,3,6,24,26,28,31,41,49,44,41,44,36,31,27,21,14,9,11,8,0,0
2022-04-07 19:00:00,2,3,3,7,10,10,10,11,12,12,13,11,11,9,8,9,4,3,2,0,3,24,29,32,33,40,38,29,28,21,19,16,15,13,7,5,6,4,5,0
2022-04-07 20:00:00,2,0,3,4,3,4,4,5,8,6,8,7,9,8,6,6,5,1,0,0,3,16,21,20,21,25,19,17,19,17,17,14,11,10,6,5,6,3,2,0
2022-04-07 21:00:00,2,2,4,4,5,8,9,5,10,9,5,8,13,11,8,7,3,3,1,0,1,10,13,16,17,20,23,22,25,24,21,17,12,10,5,1,5,2,0,0
2022-04-07 22:00:00,1,0,1,0,2,3,3,4,6,8,10,8,5,4,4,3,6,1,2,1,3,19,19,23,25,30,23,24,26,25,20,15,8,10,7,3,2,1,0,0
2022-04-07 23:00:00,0,0,0,2,4,2,5,3,7,6,5,6,6,7,5,2,4,5,3,1,2,10,8,10,11,15,18,19,18,16,12,11,10,4,3,2,2,1,1,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,5,0,6,14,19,26,30,31,33,32,29,26,8,18,6,5,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,2,1,2,4,6,5,7,6,5,5,5,6,4,3,2,0,0,1,1,0,1,4,4,9,8,15,3,12,5,11,10,2,1,9,4,3,2,1,0,0
2022-04-08 06:00:00,1,2,2,3,5,8,10,13,13,11,15,17,15,12,7,5,4,0,1,1,0,2,0,1,2,5,4,2,5,5,4,3,4,3,3,1,2,1,2,0
2022-04-08 07:00:00,15,6,9,13,15,25,32,29,31,32,36,37,41,41,38,15,13,12,3,1,2,3,1,3,4,7,10,11,6,9,6,5,5,4,3,1,0,0,0,0
2022-04-08 08:00:00,4,9,18,23,29,39,44,49,49,43,44,41,39,38,33,31,28,23,1,1,2,8,12,13,13,18,19,19,18,13,16,14,17,15,11,5,1,5,3,0
2022-04-08 09:00:00,3,4,4,5,7,14,19,25,26,23,23,24,23,17,15,15,14,13,1,0,0,4,5,6,8,10,8,6,8,10,7,5,8,8,5,2,3,2,1,0
2022-04-08 10:00:00,3,1,3,4,8,10,10,11,14,18,18,17,19,17,17,13,10,8,2,1,1,2,3,3,7,8,10,4,9,7,9,7,9,7,4,5,4,2,0,0
2022-04-08 11:00:00,2,4,0,4,10,11,13,13,13,12,13,14,14,14,14,13,11,11,1,0,3,5,4,4,8,10,14,9,14,13,9,7,6,4,5,0,6,0,0,0
2022-04-08 12:00:00,4,6,5,6,8,10,12,13,14,15,15,14,14,10,6,10,8,5,1,1,2,8,12,12,12,13,13,14,11,14,12,9,7,5,4,2,0,0,2,0
2022-04-08 13:00:00,3,3,4,5,6,9,10,15,14,12,16,14,14,13,13,12,8,6,1,1,1,7,8,10,9,15,14,15,15,20,16,14,10,6,7,5,4,3,0,0
2022-04-08 14:00:00,8,4,5,10,10,15,18,16,16,15,17,16,16,15,11,11,8,6,2,0,3,10,11,14,15,20,22,21,25,26,16,15,7,8,5,4,3,2,2,0
2022-04-08 15:00:00,2,3,2,5,7,10,11,13,13,14,14,10,12,14,11,9,8,6,3,1,4,9,14,14,15,18,18,17,16,16,23,14,21,13,9,5,4,3,3,0
2022-04-08 16:00:00,2,1,2,4,7,9,13,19,22,22,21,22,25,23,15,16,9,8,3,1,8,11,14,20,40,44,44,35,35,30,30,23,18,17,14,9,6,4,0,0
2022-04-08 17:00:00,4,0,3,8,11,12,14,18,17,17,17,19,20,18,12,15,12,9,1,4,5,21,25,25,24,30,35,32,24,27,21,16,14,14,10,7,7,6,1,0
2022-04-08 18:00:00,2,3,8,14,15,18,17,20,24,24,29,29,32,31,28,25,18,14,4,5,8,32,34,31,36,42,41,35,34,34,22,21,18,13,10,7,6,5,5,0
2022-04-08 19:00:00,1,2,7,3,10,11,12,13,18,21,9,19,25,19,11,8,7,7,7,6,3,17,19,22,25,34,39,36,34,35,30,27,26,20,15,9,9,8,5,0
2022-04-08 20:00:00,1,2,0,2,3,5,6,3,9,9,8,7,10,9,7,7,6,7,3,0,2,12,15,18,20,19,18,20,21,19,18,17,13,10,7,4,4,2,3,0
2022-04-08 21:00:00,1,1,3,5,5,7,9,10,13,14,4,12,12,4,4,3,0,2,0,0,1,15,19,22,21,25,24,23,21,21,20,17,13,12,7,3,4,2,3,0
2022-04-08 22:00:00,1,1,1,1,2,4,4,4,6,6,5,7,7,13,7,5,2,1,1,1,4,20,22,24,24,30,29,26,24,26,21,19,16,9,7,5,3,2,0,0
2022-04-08 23:00:00,0,0,1,0,2,3,3,4,4,2,5,6,7,5,4,3,1,0,0,0,3,10,12,8,13,19,18,16,16,14,13,12,11,9,7,6,4,3,1,0
2022-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 04:00:00,2,3,4,5,8,10,9,10,0,0,8,8,9,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 05:00:00,1,2,2,3,5,5,8,6,10,5,8,4,2,5,0,0,0,0,1,0,2,3,5,4,4,8,7,7,0,5,6,0,0,6,4,0,3,1,0,0
2022-04-09 06:00:00,2,0,2,2,2,5,9,10,11,7,8,10,11,9,5,4,2,0,0,0,0,1,2,4,4,12,5,6,0,5,9,6,5,2,0,0,0,1,0,0
2022-04-09 07:00:00,2,2,2,5,4,7,13,16,15,13,15,16,14,11,6,5,4,3,1,1,0,1,1,0,2,6,11,10,12,11,3,8,6,6,5,4,3,0,0,0
2022-04-09 08:00:00,4,7,6,8,11,11,12,14,16,12,14,16,16,16,14,12,11,10,2,1,2,7,6,8,10,13,15,14,19,19,17,14,12,11,6,5,2,4,3,0
2022-04-09 09:00:00,3,0,6,5,7,17,19,20,18,17,19,21,23,20,21,20,19,15,2,1,2,2,5,5,10,11,9,11,12,7,12,9,11,10,5,8,7,5,4,0
2022-04-09 10:00:00,2,2,9,10,13,19,19,16,18,18,17,18,20,16,16,17,14,12,4,0,1,5,6,8,9,12,11,12,10,11,11,9,11,11,8,5,5,7,4,0
2022-04-09 11:00:00,2,4,5,7,7,11,14,16,19,19,25,26,32,28,26,27,24,14,3,0,1,5,5,7,10,16,16,14,17,13,20,16,12,11,6,4,3,2,3,0
2022-04-09 12:00:00,6,5,6,9,9,13,13,13,13,19,27,29,32,26,28,26,20,13,2,0,1,11,13,15,16,18,17,22,23,22,16,16,15,12,7,6,4,3,4,0
2022-04-09 13:00:00,4,4,7,9,13,12,15,17,20,20,19,21,23,20,17,17,14,11,1,2,2,12,16,17,19,19,16,13,11,12,11,11,12,14,8,6,7,0,1,1
2022-04-09 14:00:00,8,10,10,13,10,14,17,18,20,16,21,20,24,22,20,24,25,14,1,0,1,17,24,21,22,27,27,23,26,26,18,15,12,10,6,5,2,4,3,0
2022-04-09 15:00:00,11,8,11,6,12,16,18,18,22,18,21,22,21,20,22,22,17,11,4,2,3,20,21,26,25,29,27,21,24,26,27,24,17,12,7,4,4,1,2,0
2022-04-09 16:00:00,9,9,12,13,15,15,19,22,24,24,28,28,34,37,35,30,22,10,2,1,1,12,15,17,19,24,28,25,22,18,16,15,13,9,9,4,2,1,3,0
2022-04-09 17:00:00,4,5,8,4,11,20,22,26,19,19,20,22,28,25,23,22,16,17,1,2,6,19,25,29,29,34,28,28,26,25,24,21,17,13,9,5,3,4,0,0
2022-04-09 18:00:00,3,4,5,5,11,14,15,14,14,13,14,15,17,16,17,14,11,6,1,0,4,24,24,25,24,28,32,31,32,25,26,25,22,16,11,9,8,7,5,0
2022-04-09 19:00:00,4,1,6,4,8,11,14,14,13,14,10,6,12,11,10,9,8,6,1,2,2,16,17,18,23,24,21,20,18,17,13,12,11,7,5,4,3,3,2,0
2022-04-09 20:00:00,1,0,0,2,3,5,5,6,8,9,7,8,9,10,9,10,6,3,0,2,3,24,32,19,30,30,35,24,31,29,25,24,13,11,6,4,5,0,2,0
2022-04-09 21:00:00,3,1,5,6,7,9,8,4,15,14,6,5,5,7,8,6,2,5,0,1,1,14,17,18,20,23,26,24,17,15,13,21,14,8,7,6,3,2,1,0
2022-04-09 22:00:00,1,2,1,0,5,5,6,9,12,12,12,11,14,7,8,8,13,11,1,0,3,14,16,14,18,22,21,14,12,8,16,13,8,9,4,4,3,2,0,0
2022-04-09 23:00:00,1,0,0,0,0,2,2,3,0,0,3,2,0,1,2,5,0,5,3,1,2,9,13,7,15,18,19,17,16,14,13,10,8,7,6,5,6,5,1,0
2022-04-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 04:00:00,2,0,0,3,3,4,4,5,0,0,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 05:00:00,0,1,1,4,1,4,5,4,4,3,5,0,2,1,0,0,1,1,0,0,0,1,2,3,0,6,7,0,6,5,4,0,3,4,1,0,0,0,3,0
2022-04-10 06:00:00,0,1,2,3,2,3,3,4,2,5,5,3,3,4,4,0,0,0,0,0,0,1,1,1,2,3,4,5,4,4,3,1,0,4,0,3,0,0,1,0
2022-04-10 07:00:00,2,0,2,4,3,5,6,6,5,7,6,4,8,8,6,6,2,4,0,0,0,2,5,2,3,6,5,2,0,5,5,3,3,2,0,2,2,0,1,0
2022-04-10 08:00:00,2,3,3,5,6,7,9,10,13,11,13,11,14,15,12,7,8,6,1,0,2,5,4,8,10,8,9,10,13,12,11,6,10,8,8,2,2,1,4,0
2022-04-10 09:00:00,7,6,8,10,12,18,16,14,15,16,19,11,22,22,19,18,15,9,1,0,2,3,5,8,7,10,10,11,14,15,16,16,17,16,14,8,12,11,13,0
2022-04-10 10:00:00,5,6,4,5,8,11,13,16,17,15,17,19,21,17,18,13,8,7,1,0,1,3,7,8,9,10,14,13,12,13,14,13,15,11,10,9,6,8,7,0
2022-04-10 11:00:00,4,6,5,9,11,14,16,17,17,17,19,24,28,23,21,19,17,10,3,1,1,3,8,10,15,17,19,21,10,11,9,1,7,8,8,7,8,7,5,0
2022-04-10 12:00:00,5,8,5,9,14,15,17,14,16,15,19,18,23,24,20,14,16,11,1,0,2,9,7,8,11,12,13,13,23,22,20,17,16,18,13,9,6,7,2,0
2022-04-10 13:00:00,10,6,12,11,18,18,18,20,18,15,25,22,20,21,22,20,15,13,2,0,3,13,21,20,18,10,8,9,10,11,16,14,14,11,10,6,5,6,5,0
2022-04-10 14:00:00,12,13,6,12,12,14,17,22,24,29,34,35,38,36,35,29,22,10,0,0,1,12,20,17,19,20,19,18,20,20,17,16,14,11,7,6,4,0,1,0
2022-04-10 15:00:00,10,12,12,14,14,16,17,20,21,20,20,18,19,20,21,20,15,11,5,1,2,11,13,15,19,18,16,15,15,16,14,11,9,6,5,4,3,3,3,0
2022-04-10 16:00:00,6,7,10,11,12,11,12,14,21,21,23,22,26,22,20,21,23,15,2,0,2,13,17,13,18,22,18,15,16,13,14,13,10,10,8,6,3,5,3,0
2022-04-10 17:00:00,8,3,4,6,12,15,18,19,22,23,19,18,19,16,10,10,7,8,6,3,2,19,30,29,26,26,21,20,18,11,15,14,8,16,10,7,5,4,2,0
2022-04-10 18:00:00,4,0,4,5,6,8,8,12,15,20,16,15,16,10,13,18,16,13,2,1,2,15,14,18,20,19,16,16,13,14,15,13,11,5,4,1,3,4,0,0
2022-04-10 19:00:00,1,3,4,3,4,5,4,7,3,6,13,7,15,15,15,14,12,6,1,0,0,9,15,18,12,14,14,14,17,8,14,12,10,9,5,3,2,1,2,0
2022-04-10 20:00:00,3,0,5,1,2,3,4,7,9,9,10,9,11,11,10,9,5,5,4,0,0,13,18,25,24,26,21,20,14,11,9,8,6,6,5,5,7,2,0,0
2022-04-10 21:00:00,1,1,0,1,3,3,6,4,5,7,7,9,10,7,5,3,4,3,2,0,2,19,22,23,23,21,18,15,15,16,12,12,9,7,6,2,5,1,0,0
2022-04-10 22:00:00,1,1,1,1,2,3,4,3,5,5,4,7,7,3,3,1,0,0,1,0,1,11,18,21,25,27,24,21,14,13,11,10,6,5,2,3,3,2,1,0
2022-04-10 23:00:00,0,1,0,1,1,2,4,2,5,5,3,5,4,3,2,3,1,0,1,0,1,9,16,10,16,20,16,14,12,11,11,10,8,5,4,3,0,1,1,0
2022-04-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 04:00:00,2,1,6,10,13,18,20,22,24,23,21,19,12,9,6,5,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 05:00:00,1,0,2,2,5,6,7,8,9,8,8,3,7,5,1,3,2,0,2,0,3,3,5,8,7,11,10,11,8,7,8,0,7,6,2,0,0,0,0,0
2022-04-11 06:00:00,3,2,3,6,6,11,15,15,19,11,13,11,11,10,6,5,0,3,0,0,2,1,3,2,2,6,4,5,6,7,6,4,3,4,3,0,3,1,2,0
2022-04-11 07:00:00,10,11,8,11,15,28,30,35,38,38,40,45,44,37,32,21,20,19,4,1,1,7,10,4,11,13,10,8,9,9,6,6,5,4,5,3,2,0,0,0
2022-04-11 08:00:00,8,10,13,18,30,37,46,51,45,41,44,45,40,31,26,25,21,20,1,1,1,6,14,13,21,21,22,22,17,17,16,14,11,9,8,6,5,1,3,0
2022-04-11 09:00:00,3,2,3,6,8,14,16,20,25,26,31,28,26,20,17,16,15,14,0,1,2,2,3,4,8,13,14,11,14,13,12,11,6,6,5,3,4,2,1,0
2022-04-11 10:00:00,3,3,3,5,6,10,12,13,14,16,13,16,15,12,10,8,4,9,1,2,1,2,4,6,6,12,12,14,16,15,14,13,10,4,6,2,0,5,4,0
2022-04-11 11:00:00,3,5,5,8,10,11,11,12,14,14,16,17,19,16,15,13,11,7,0,0,0,4,9,4,10,10,11,12,10,10,8,6,7,8,4,3,3,2,1,0
2022-04-11 12:00:00,6,6,6,5,8,10,11,14,14,12,12,11,11,11,10,11,12,10,1,1,3,4,7,7,9,15,9,9,11,10,8,7,6,3,1,3,1,2,1,1
2022-04-11 13:00:00,2,4,3,3,6,7,8,10,12,11,11,12,12,11,9,7,8,7,3,2,1,6,7,8,12,10,19,17,18,20,21,17,11,7,7,6,5,3,0,0
2022-04-11 14:00:00,2,2,4,6,7,12,11,9,12,12,12,10,11,12,11,10,9,6,3,0,4,12,14,6,14,17,11,9,11,12,11,10,8,5,3,2,1,0,0,0
2022-04-11 15:00:00,3,4,7,8,10,11,13,13,14,15,17,14,13,11,10,9,8,6,1,2,4,8,12,12,22,27,26,21,23,33,29,30,26,17,8,5,3,0,2,0
2022-04-11 16:00:00,4,5,4,3,5,11,14,17,16,13,17,17,16,15,12,10,8,7,5,2,2,10,15,14,31,31,30,26,24,23,18,16,15,13,4,3,2,4,1,0
2022-04-11 17:00:00,4,4,5,8,10,13,14,14,14,14,17,15,20,20,19,18,16,9,3,2,4,22,21,22,23,24,26,27,25,28,23,18,14,11,8,8,6,3,2,0
2022-04-11 18:00:00,4,4,4,6,9,15,18,17,21,17,21,21,26,25,24,22,17,14,2,1,4,34,36,37,42,48,47,44,40,42,30,24,22,18,13,10,11,5,0,0
2022-04-11 19:00:00,1,2,2,4,6,8,8,10,12,16,14,17,13,12,8,5,5,3,3,4,7,24,30,32,36,44,41,38,36,30,25,20,20,19,14,10,9,6,4,0
2022-04-11 20:00:00,2,0,1,2,2,6,8,8,11,11,10,9,10,7,5,3,2,2,0,1,3,10,15,17,16,22,21,16,15,14,14,10,9,5,3,1,4,1,2,0
2022-04-11 21:00:00,1,0,2,2,3,6,7,10,7,9,7,8,7,7,4,2,0,1,1,0,2,18,19,22,23,24,21,19,20,12,9,11,8,8,4,2,2,1,2,0
2022-04-11 22:00:00,1,1,2,3,1,2,3,6,3,7,9,10,9,8,9,7,6,2,0,1,2,14,16,19,21,25,29,25,21,21,21,17,16,8,6,3,4,2,1,0
2022-04-11 23:00:00,0,0,1,0,2,3,2,4,4,5,3,7,8,6,4,3,0,3,1,0,0,6,7,4,8,9,13,9,7,7,9,6,5,3,3,2,1,0,0,0
2022-04-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
