Unnamed: 0,1_남한산성입구(가상),2_비호아파트,3_마천역.송파파크센트럴,4_마천1동주민센터,5_마천2동주민센터,6_마천2동윤진빌딩.신동아아파트,7_거여초등학교,8_오금동사거리,9_송파도서관,10_송파중학교,11_가락동쌍용아파트앞,12_가락동미륭아파트,13_문정1동주민센터.로데오거리,14_문정로데오거리입구,15_가락시장.가락시장역,16_송파역,17_석촌역,18_석촌호수.한솔병원,19_잠실역.롯데월드,20_잠실리센츠아파트앞,21_잠실트리지움아파트앞,22_잠실역.롯데월드,23_석촌호수.한솔병원,24_석촌역,25_송파역,26_가락시장.가락시장역,27_문정1동주민센터.로데오거리,28_문정현대아파트,29_가락동쌍용아파트,30_가락동극동아파트,31_우창아파트,32_오금동사거리,33_거여초등학교,34_마천2동윤진빌딩.신동아아파트,35_마천2동주민센터,36_마천1동주민센터,37_마천역.송파파크센트럴,38_종점,39_비호아파트,40_남한산성입구
2022-03-30 23:00:00,0,0,0,1,3,4,5,4,5,6,4,2,5,6,3,1,2,0,1,0,1,13,14,15,10,21,23,21,18,16,14,9,8,8,6,4,2,1,0,0
2022-03-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 04:00:00,2,0,7,12,16,20,21,23,25,24,22,20,12,12,8,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 05:00:00,1,2,1,2,3,5,8,9,10,9,8,7,6,5,1,0,1,0,1,0,0,2,5,8,9,11,4,4,9,2,10,9,8,6,3,2,0,0,0,0
2022-03-31 06:00:00,1,4,5,4,8,14,16,17,18,17,18,17,16,14,8,6,5,4,0,0,0,2,3,4,3,6,2,0,4,5,4,2,2,2,3,0,1,2,1,0
2022-03-31 07:00:00,9,9,8,9,17,25,34,38,41,40,43,46,44,43,35,22,21,19,4,1,2,2,2,4,5,9,8,8,8,7,6,7,5,7,6,3,2,1,1,0
2022-03-31 08:00:00,6,9,17,21,27,35,38,39,41,36,36,40,36,26,18,16,12,12,1,0,2,6,12,13,13,19,18,17,16,18,16,13,12,11,5,3,6,4,0,0
2022-03-31 09:00:00,3,1,4,5,7,16,22,25,27,26,24,26,25,22,17,18,15,14,1,0,1,4,5,7,8,9,10,10,10,10,9,8,6,4,5,4,3,1,1,0
2022-03-31 10:00:00,3,2,3,6,8,9,12,15,15,13,16,16,13,11,10,9,8,8,1,1,2,5,7,9,11,12,7,8,8,9,11,10,9,5,5,0,2,1,2,0
2022-03-31 11:00:00,3,4,5,5,9,14,9,12,13,13,13,12,14,13,9,6,4,6,1,0,1,5,6,7,9,13,13,12,12,10,11,10,11,10,6,0,5,1,4,0
2022-03-31 12:00:00,3,4,4,6,7,10,10,12,13,11,11,12,13,12,10,8,6,5,2,0,2,6,7,6,6,8,9,11,7,10,5,5,7,6,4,1,2,1,1,0
2022-03-31 13:00:00,3,0,3,4,7,12,13,15,9,14,12,11,12,9,10,8,6,3,1,0,1,6,3,5,8,11,14,14,8,11,11,9,9,10,4,4,3,1,0,0
2022-03-31 14:00:00,4,3,2,5,5,8,6,9,10,8,10,9,9,11,10,9,11,4,3,0,2,8,10,14,8,18,16,14,15,16,28,27,26,13,7,4,6,5,3,0
2022-03-31 15:00:00,3,5,6,6,8,10,10,12,13,15,14,10,13,9,8,8,7,4,3,3,5,7,7,9,11,11,13,13,13,19,21,20,20,17,11,8,5,2,2,0
2022-03-31 16:00:00,2,4,5,6,10,13,16,16,20,20,19,17,19,16,11,11,6,8,1,2,2,9,13,14,21,25,29,27,27,27,24,22,16,14,9,5,6,5,4,0
2022-03-31 17:00:00,3,5,6,5,9,13,14,15,14,14,15,13,15,16,13,13,10,8,2,1,3,22,25,28,31,33,32,27,25,17,23,19,17,13,8,6,5,3,1,0
2022-03-31 18:00:00,2,2,3,9,11,14,17,16,21,16,18,20,25,22,23,17,15,12,4,3,6,32,32,33,32,36,39,36,35,34,31,27,23,15,11,8,9,8,6,1
2022-03-31 19:00:00,1,1,4,6,6,8,6,11,9,12,8,9,12,9,8,7,3,3,1,2,3,18,22,29,26,32,38,34,35,33,26,20,18,9,7,6,5,2,1,0
2022-03-31 20:00:00,1,0,4,6,6,6,7,6,11,9,10,6,9,6,8,7,2,3,2,1,1,14,14,15,22,29,29,25,22,20,16,13,9,11,8,8,9,4,2,0
2022-03-31 21:00:00,1,1,2,2,3,6,7,9,6,8,9,8,7,4,4,4,4,3,1,0,2,13,14,11,15,14,18,18,18,18,17,15,11,10,7,5,3,2,1,0
2022-03-31 22:00:00,1,2,3,5,3,5,6,8,10,4,2,9,7,4,6,1,5,3,1,1,2,12,13,12,13,16,17,15,13,15,14,10,11,10,6,5,4,2,1,0
2022-03-31 23:00:00,0,1,0,1,3,1,4,0,6,3,7,7,8,10,4,4,2,1,2,1,2,12,13,8,14,15,15,14,14,16,14,11,9,8,3,2,4,3,1,0
2022-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 04:00:00,1,1,7,13,17,21,23,25,27,25,23,21,20,13,9,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 05:00:00,2,3,2,3,6,9,12,11,7,9,5,5,3,4,1,0,0,2,1,0,1,2,6,11,9,12,11,13,6,6,13,3,12,10,4,3,1,0,0,0
2022-04-01 06:00:00,2,3,0,4,5,10,11,11,13,13,15,13,14,13,8,6,5,3,2,0,0,1,1,2,3,4,3,4,5,3,4,2,2,1,1,0,2,0,1,0
2022-04-01 07:00:00,9,10,8,11,16,24,34,38,37,37,41,43,43,39,31,18,17,15,2,2,3,4,3,6,5,9,8,9,10,9,8,6,6,6,4,5,4,2,0,0
2022-04-01 08:00:00,5,8,10,18,25,34,40,43,44,40,41,38,28,22,29,18,16,14,1,0,0,4,6,13,10,16,19,22,22,20,18,16,14,10,6,4,3,3,1,0
2022-04-01 09:00:00,4,0,2,4,7,17,20,24,27,26,26,24,25,19,15,13,14,10,1,0,3,4,6,7,5,9,10,11,12,11,11,10,8,6,5,3,4,4,3,0
2022-04-01 10:00:00,2,2,4,3,10,13,18,17,18,16,17,18,15,13,11,10,5,4,1,1,2,3,5,3,7,11,14,15,18,17,16,17,15,13,12,2,2,2,7,0
2022-04-01 11:00:00,2,3,2,6,7,10,12,12,16,15,13,17,12,11,10,8,4,6,1,0,1,6,4,5,8,11,12,9,8,8,8,7,9,8,5,4,0,2,0,0
2022-04-01 12:00:00,5,4,6,8,9,10,14,16,20,17,19,19,20,16,13,12,12,10,1,2,3,8,7,6,8,8,11,12,14,15,11,7,6,5,4,4,6,2,1,0
2022-04-01 13:00:00,4,4,4,6,7,7,10,9,12,12,12,9,13,9,7,5,4,5,1,0,0,7,6,8,12,14,12,14,12,15,14,12,9,6,2,1,1,0,0,0
2022-04-01 14:00:00,4,3,5,5,7,11,13,18,20,18,18,16,16,15,13,12,5,10,1,0,2,11,6,6,8,12,11,12,14,15,13,10,11,9,7,6,7,6,5,0
2022-04-01 15:00:00,4,4,4,5,7,11,12,16,17,19,18,17,14,13,12,11,9,8,5,3,2,9,11,10,14,18,18,17,18,27,27,25,21,16,9,7,4,3,2,0
2022-04-01 16:00:00,5,3,8,10,11,12,10,12,20,17,19,19,25,22,21,15,9,9,5,5,5,16,18,20,39,43,35,34,33,30,25,17,20,14,9,5,3,2,2,0
2022-04-01 17:00:00,3,2,4,6,8,18,19,19,19,18,17,16,14,15,14,17,15,12,4,1,2,20,20,17,21,25,26,27,17,16,20,18,14,12,13,6,5,3,0,0
2022-04-01 18:00:00,2,1,2,4,7,12,18,24,23,20,19,17,16,15,18,16,14,8,4,2,4,38,38,38,41,45,43,34,36,41,36,33,27,20,12,7,8,4,3,0
2022-04-01 19:00:00,2,2,1,5,8,11,12,15,17,16,14,17,19,14,10,13,10,9,2,2,8,25,26,26,27,32,40,37,34,32,26,21,18,13,10,9,8,7,3,0
2022-04-01 20:00:00,1,1,2,1,4,6,6,7,8,9,7,8,9,8,8,5,5,4,2,0,2,13,12,13,13,18,21,18,16,15,14,13,12,9,4,4,4,3,0,0
2022-04-01 21:00:00,1,1,1,3,4,4,4,5,7,7,6,8,6,5,5,2,1,0,1,1,2,16,18,17,16,20,24,24,24,22,17,12,17,15,4,3,5,3,2,0
2022-04-01 22:00:00,1,1,3,1,0,3,4,4,4,4,8,8,10,8,7,5,3,2,2,0,2,14,16,17,19,22,25,25,25,24,21,15,10,7,13,8,5,3,2,0
2022-04-01 23:00:00,0,0,1,1,2,2,3,3,5,4,3,6,4,6,2,2,0,0,1,0,0,12,15,16,15,19,21,20,18,17,14,11,8,8,5,3,2,1,0,0
2022-04-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 04:00:00,2,0,5,6,7,8,10,11,0,0,10,0,9,7,5,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 05:00:00,2,1,1,2,1,4,4,5,6,3,3,5,3,1,4,3,1,0,1,2,3,2,4,5,4,7,0,4,3,0,8,2,3,8,5,0,4,1,0,0
2022-04-02 06:00:00,2,1,2,3,3,6,8,9,10,10,3,6,11,10,6,0,5,4,1,1,0,2,3,4,5,6,6,3,6,5,5,2,4,3,4,0,0,3,1,0
2022-04-02 07:00:00,4,3,3,4,6,9,11,12,9,10,9,9,10,6,5,2,3,2,1,0,0,3,2,1,2,7,6,5,7,0,6,5,4,4,3,1,0,2,2,0
2022-04-02 08:00:00,4,0,5,9,11,10,12,12,13,12,11,14,15,13,9,8,6,2,2,1,2,5,3,8,5,8,8,9,10,9,8,6,8,7,5,1,4,4,0,0
2022-04-02 09:00:00,5,5,4,5,8,12,13,15,15,16,17,19,19,20,17,10,15,12,2,1,2,6,7,4,9,13,15,12,17,12,15,16,15,14,12,6,15,11,0,0
2022-04-02 10:00:00,3,6,5,7,8,9,12,15,16,14,18,20,18,18,16,12,9,8,2,1,1,2,5,6,9,19,13,14,16,15,14,15,16,20,19,16,13,7,12,2
2022-04-02 11:00:00,4,4,7,7,10,15,17,16,18,18,20,20,23,22,24,20,16,12,10,2,1,6,7,6,9,11,19,17,16,17,15,14,12,9,7,5,5,4,5,0
2022-04-02 12:00:00,5,4,6,7,10,12,15,16,21,13,20,21,22,20,19,17,14,11,2,3,3,9,12,13,15,18,19,18,18,21,18,16,18,14,11,9,11,10,3,0
2022-04-02 13:00:00,10,5,11,8,12,16,18,16,18,17,20,20,23,24,17,18,14,12,2,0,1,12,13,14,13,19,22,20,18,16,17,15,11,13,13,14,6,11,10,0
2022-04-02 14:00:00,10,0,3,6,17,17,17,18,17,17,14,15,17,19,21,24,21,16,2,2,2,9,14,17,20,22,22,20,14,16,15,14,15,13,9,8,6,2,2,0
2022-04-02 15:00:00,6,6,5,5,13,16,13,14,21,17,20,16,18,19,17,12,10,8,6,0,0,12,13,16,19,38,35,35,29,29,26,22,19,13,6,5,5,5,0,0
2022-04-02 16:00:00,8,3,8,9,11,15,18,20,19,17,19,20,20,17,16,14,14,9,4,3,2,18,19,22,26,25,24,21,21,21,21,18,16,12,8,6,3,1,1,0
2022-04-02 17:00:00,7,0,8,8,11,14,13,14,17,18,17,17,19,17,12,9,9,7,3,3,2,20,19,20,16,21,20,21,21,23,21,16,10,8,5,4,2,2,2,0
2022-04-02 18:00:00,3,2,4,4,9,10,12,11,12,15,16,15,13,11,7,5,4,1,2,1,1,18,17,18,22,29,25,24,20,20,18,14,14,12,6,5,3,2,0,0
2022-04-02 19:00:00,1,2,3,5,4,12,12,14,13,13,12,11,12,10,6,9,8,7,3,1,3,12,15,17,14,20,21,22,17,18,13,9,10,8,6,5,1,2,1,0
2022-04-02 20:00:00,2,0,2,2,3,4,3,6,3,5,6,5,7,4,3,6,4,2,1,1,0,13,13,15,15,18,18,15,16,17,15,14,11,8,7,4,2,1,0,0
2022-04-02 21:00:00,1,2,2,2,3,2,3,5,5,7,7,4,6,5,5,3,4,1,1,0,1,12,13,15,16,21,22,20,18,17,16,14,13,9,5,2,2,0,1,0
2022-04-02 22:00:00,1,1,1,1,3,4,5,9,10,11,9,6,8,3,9,4,6,5,1,0,1,10,11,11,15,21,16,13,15,15,13,10,11,6,5,3,2,1,1,0
2022-04-02 23:00:00,0,0,0,0,1,3,1,2,3,1,4,0,5,4,3,4,2,0,4,3,2,12,14,16,14,15,13,12,12,10,9,7,6,6,4,3,3,2,0,0
2022-04-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 04:00:00,0,0,0,3,4,3,0,5,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 05:00:00,2,0,1,0,1,2,3,4,4,3,3,2,2,1,0,0,0,2,1,0,2,2,2,4,2,6,4,5,0,4,3,0,1,4,0,0,0,0,3,0
2022-04-03 06:00:00,1,2,2,2,3,4,2,4,5,4,4,2,2,3,1,0,0,0,0,0,0,1,2,1,3,3,5,6,0,5,3,0,3,2,1,0,0,0,1,0
2022-04-03 07:00:00,1,2,0,3,3,7,7,9,9,9,10,3,8,8,4,4,3,1,0,0,0,1,1,2,2,5,8,0,0,2,7,5,4,3,0,3,0,0,0,0
2022-04-03 08:00:00,2,1,3,3,5,7,10,13,12,11,13,7,10,7,5,4,2,1,0,1,2,3,4,5,4,6,8,8,6,4,7,6,6,8,3,0,4,3,4,0
2022-04-03 09:00:00,2,2,3,4,6,8,9,9,8,8,11,12,14,12,12,10,8,7,3,0,4,3,5,5,9,9,13,15,17,16,15,8,12,12,11,7,9,9,5,0
2022-04-03 10:00:00,6,7,2,5,10,11,14,15,16,14,14,15,13,15,10,8,9,7,2,0,1,3,6,4,10,11,14,12,15,14,18,16,17,15,12,11,12,10,0,0
2022-04-03 11:00:00,5,6,6,7,9,13,12,10,15,14,15,13,15,12,11,13,12,11,1,1,2,3,5,4,9,9,8,9,9,9,10,2,12,14,13,3,11,11,5,0
2022-04-03 12:00:00,14,5,6,10,12,17,20,25,25,22,22,23,29,25,24,23,12,10,1,0,1,6,4,9,10,11,10,11,13,13,12,10,10,11,9,6,8,3,7,0
2022-04-03 13:00:00,11,12,9,10,9,12,14,16,15,12,13,14,16,12,11,22,26,21,0,0,3,8,9,9,7,14,11,11,11,12,12,10,8,6,6,5,6,5,5,0
2022-04-03 14:00:00,14,6,19,12,14,20,17,20,20,18,22,26,25,19,21,17,15,11,6,6,7,11,11,12,14,15,15,15,15,15,13,8,11,9,6,0,5,0,5,0
2022-04-03 15:00:00,6,0,7,6,8,10,14,15,15,16,16,17,19,18,20,21,17,15,3,3,3,19,24,28,28,18,19,16,16,12,15,13,13,11,12,4,7,3,0,0
2022-04-03 16:00:00,15,6,6,19,25,27,27,29,31,23,22,24,26,23,21,14,12,10,2,0,2,21,16,19,19,29,23,17,15,14,10,10,8,8,7,6,4,1,2,0
2022-04-03 17:00:00,7,8,8,4,10,13,14,16,18,20,18,19,15,14,11,7,8,7,3,2,2,13,13,15,18,16,14,11,13,13,11,10,6,5,4,3,4,3,1,0
2022-04-03 18:00:00,2,3,1,4,6,7,7,9,10,10,11,10,11,7,9,8,7,7,2,0,2,12,13,13,16,19,17,16,16,14,13,10,10,5,4,4,3,3,2,0
2022-04-03 19:00:00,2,2,4,4,7,8,7,7,8,9,10,7,9,8,7,8,7,6,2,0,2,8,11,14,17,20,11,16,17,8,13,12,10,9,7,5,3,0,2,0
2022-04-03 20:00:00,1,2,4,6,7,8,8,6,7,5,4,5,6,4,3,2,1,3,0,0,5,18,21,23,24,37,36,36,34,31,26,8,24,9,4,3,3,1,1,0
2022-04-03 21:00:00,3,2,3,1,1,5,5,7,7,7,8,4,10,9,5,4,3,2,1,0,2,14,16,6,18,20,22,21,20,19,18,16,13,7,4,3,2,1,0,0
2022-04-03 22:00:00,1,4,5,4,3,4,2,3,5,4,6,4,6,4,2,3,4,1,1,0,2,8,10,8,8,11,16,10,14,10,10,8,7,3,4,1,2,1,0,0
2022-04-03 23:00:00,0,0,0,1,2,3,4,0,5,4,4,6,5,5,3,4,1,3,2,1,1,9,8,9,9,10,8,7,6,4,8,6,7,5,4,2,0,0,0,0
2022-04-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 04:00:00,2,2,7,14,18,23,27,28,30,29,26,25,0,14,12,11,8,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 05:00:00,2,2,1,4,6,6,7,5,7,6,13,10,9,7,5,4,2,1,0,0,0,3,3,7,5,9,9,8,0,9,6,1,5,5,4,1,0,0,0,0
2022-04-04 06:00:00,2,0,3,4,4,9,10,12,11,14,15,11,12,10,8,4,2,3,0,0,0,2,4,4,4,6,6,4,6,5,5,6,3,5,2,1,4,3,2,0
2022-04-04 07:00:00,9,8,8,15,21,26,35,36,38,35,37,37,35,30,29,13,11,10,5,1,1,5,4,5,4,7,10,6,8,7,6,5,4,4,2,3,1,0,0,0
2022-04-04 08:00:00,6,11,11,15,23,29,42,45,46,43,41,41,35,33,29,24,15,22,1,1,1,9,8,10,14,16,18,19,16,18,18,15,12,11,6,6,0,3,2,0
2022-04-04 09:00:00,2,4,4,6,8,22,27,27,23,22,24,24,24,17,12,11,10,11,2,1,2,2,4,5,7,15,14,14,14,18,13,13,11,9,8,6,5,4,3,0
2022-04-04 10:00:00,3,3,4,7,10,16,10,17,18,11,17,15,11,12,13,7,11,10,0,1,1,2,3,2,6,7,6,4,7,6,5,5,6,5,3,2,0,1,0,0
2022-04-04 11:00:00,3,6,3,6,9,10,9,13,18,16,12,17,15,13,10,8,5,6,4,2,0,6,3,2,4,7,8,7,9,8,6,4,7,6,4,2,0,0,2,0
2022-04-04 12:00:00,2,3,4,3,6,8,10,13,12,10,10,12,11,9,7,4,5,2,1,1,2,6,8,11,15,20,18,17,14,14,11,9,6,9,5,4,2,3,1,0
2022-04-04 13:00:00,2,2,3,4,6,9,14,18,22,19,17,14,14,12,9,8,5,3,1,0,0,6,7,8,9,12,13,12,16,17,14,12,9,9,6,4,4,3,0,0
2022-04-04 14:00:00,5,0,7,7,9,14,15,14,15,13,10,15,15,13,11,10,8,7,4,0,1,4,4,4,8,17,26,24,25,32,29,25,23,20,11,4,2,2,1,0
2022-04-04 15:00:00,4,2,3,5,6,10,9,10,13,11,11,12,11,11,11,8,6,4,1,2,2,7,7,7,14,19,25,23,30,33,34,35,29,18,8,7,6,2,1,0
2022-04-04 16:00:00,3,4,2,5,8,12,10,15,17,18,19,17,19,17,12,12,10,9,1,3,4,13,12,12,31,32,29,29,25,23,18,14,15,14,12,11,11,2,10,0
2022-04-04 17:00:00,4,5,4,8,9,11,12,15,15,15,11,17,16,12,10,7,4,4,3,3,6,20,18,16,21,25,31,31,32,30,28,24,24,20,12,10,10,8,2,0
2022-04-04 18:00:00,3,4,4,9,11,16,17,19,23,21,24,19,18,18,19,13,10,9,4,0,4,30,33,34,33,37,43,41,41,43,38,32,24,20,12,8,8,7,1,0
2022-04-04 19:00:00,1,2,4,5,5,7,10,18,14,19,18,15,11,10,7,4,5,7,3,2,6,19,20,36,34,38,35,34,35,34,25,23,16,11,8,6,7,3,6,0
2022-04-04 20:00:00,2,1,3,4,2,4,5,7,8,9,9,7,8,8,6,4,1,0,1,0,2,20,17,17,19,22,25,24,25,24,26,21,13,10,7,6,5,3,1,0
2022-04-04 21:00:00,2,0,3,3,4,6,7,6,7,8,5,7,8,7,4,3,2,3,1,1,2,13,18,14,14,22,21,21,21,21,19,18,15,10,7,5,7,6,1,0
2022-04-04 22:00:00,1,3,4,0,5,6,7,8,8,9,8,7,8,6,4,3,2,1,0,1,1,15,15,15,17,19,22,20,20,14,21,19,14,10,7,5,6,2,1,0
2022-04-04 23:00:00,0,0,0,1,3,1,5,1,7,8,0,7,5,6,4,5,4,3,1,0,2,5,5,6,8,9,9,10,10,10,9,8,7,6,5,3,3,0,2,0
2022-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 04:00:00,2,3,8,12,16,23,27,29,30,29,26,24,23,14,10,8,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 05:00:00,3,1,2,4,7,6,9,10,11,10,8,9,7,6,3,0,0,1,1,0,1,2,4,8,7,10,9,10,6,1,11,0,10,9,5,1,4,2,1,0
2022-04-05 06:00:00,4,3,2,4,6,8,11,12,15,14,10,12,11,12,7,4,5,6,0,1,1,2,3,3,7,5,8,0,9,10,7,6,3,3,1,1,2,0,0,0
2022-04-05 07:00:00,8,8,11,13,17,27,35,42,45,44,43,49,51,43,34,19,19,16,3,0,2,6,9,11,8,16,13,7,10,10,9,9,8,3,4,2,2,0,1,0
2022-04-05 08:00:00,8,9,11,15,21,31,39,40,39,38,40,38,36,28,36,23,20,17,2,1,4,8,16,17,15,23,24,22,23,22,19,15,13,11,10,8,3,5,6,0
2022-04-05 09:00:00,4,4,5,8,9,13,21,27,27,27,22,24,24,15,13,12,10,10,2,1,4,7,10,11,13,15,15,17,16,11,11,8,9,7,5,4,5,1,3,0
2022-04-05 10:00:00,3,1,6,7,8,12,12,13,13,12,13,7,12,10,8,9,6,5,1,0,0,3,5,6,5,10,9,8,10,10,9,7,8,7,5,4,3,2,3,0
2022-04-05 11:00:00,3,4,4,7,10,10,10,9,10,9,11,11,13,11,9,6,6,5,2,1,1,2,4,2,6,12,11,9,10,9,10,9,7,6,4,3,1,2,0,0
2022-04-05 12:00:00,3,4,2,3,6,10,11,12,12,12,11,12,12,9,8,8,5,4,0,1,0,5,8,7,8,9,9,10,11,11,10,8,7,6,5,3,1,2,0,0
2022-04-05 13:00:00,3,0,4,5,9,12,11,12,13,13,12,12,14,13,12,9,7,6,2,1,2,7,8,9,11,14,12,14,15,11,7,9,8,6,6,5,0,2,3,0
2022-04-05 14:00:00,4,0,4,5,6,9,9,10,16,10,10,12,14,8,14,12,7,4,1,1,0,5,8,8,13,20,16,14,14,16,14,13,12,10,8,6,5,4,4,0
2022-04-05 15:00:00,4,6,5,6,8,7,11,15,19,16,15,9,11,10,8,7,6,8,1,1,2,8,11,10,11,19,21,18,14,19,21,20,18,11,7,4,3,0,3,0
2022-04-05 16:00:00,3,4,5,4,7,8,10,11,12,9,10,12,19,17,16,13,12,9,2,2,3,13,15,13,18,22,27,24,23,21,22,20,17,15,8,7,5,3,2,0
2022-04-05 17:00:00,3,2,4,7,7,14,10,15,16,12,11,10,18,18,17,15,13,9,1,1,3,21,24,18,23,31,30,29,30,33,31,30,21,14,7,4,4,3,2,0
2022-04-05 18:00:00,2,2,4,6,10,13,18,21,24,20,19,17,19,18,17,17,13,10,2,1,5,27,26,33,31,38,45,47,44,42,37,33,27,23,13,8,7,6,5,0
2022-04-05 19:00:00,1,1,3,6,9,12,8,12,12,10,10,13,14,11,9,8,6,5,1,2,4,20,19,22,26,27,38,35,30,31,27,21,17,12,10,8,7,4,3,0
2022-04-05 20:00:00,1,0,2,3,4,7,4,6,9,11,13,11,9,8,7,4,3,1,2,1,2,17,20,21,22,30,29,24,25,19,20,17,13,12,7,6,5,4,3,0
2022-04-05 21:00:00,1,0,2,2,3,5,7,8,13,9,14,15,16,9,3,1,0,4,1,0,2,14,16,17,22,30,33,28,29,28,24,22,15,14,10,8,6,2,1,0
2022-04-05 22:00:00,1,2,3,1,3,3,4,6,3,11,15,14,13,9,5,6,5,3,1,0,2,16,12,18,19,17,18,15,15,18,15,12,8,8,5,3,4,3,1,0
2022-04-05 23:00:00,1,0,0,0,3,2,5,2,7,7,6,7,8,6,5,2,1,4,0,1,1,5,7,10,8,11,12,11,8,9,10,7,6,3,4,4,5,0,0,0
