Unnamed: 0,1_한남운수대학동차고지,2_서울산업정보학교.삼성교,3_관악산입구.관악아트홀.중앙도서관,4_서울대학교,5_서울대학교치과병원.동물병원,6_서울여상.서울문영여중고앞,7_관악구청,8_봉천사거리.봉천중앙시장,9_봉원중학교.행운동우성아파트,10_관악푸르지오아파트,11_봉천고개.관악현대아파트,12_숭실대입구역,13_상도동중앙하이츠빌.상도전통시장,14_상도시장,15_상도터널상도동,16_상도터널노량진동,17_노들섬,18_한강대교북단.LG유플러스,19_신용산역,20_KT용산지사,21_삼각지역,22_숙대입구역,23_갈월동,24_서울역버스환승센터.강우규의거터,25_시청앞,26_서울신문사,27_종로1가,28_종로2가,29_종로2가.삼일교,30_을지로2가.기업은행본점.서울노동청,31_롯데백화점,32_북창동.남대문시장,33_숭례문(가상),34_숭례문,35_서울역버스환승센터,36_갈월동,37_숙대입구역,38_삼각지역,39_KT용산지사,40_신용산역,41_한강대교북단.LG유플러스,42_노들섬,43_상도터널노량진동,44_상도터널상도동,45_상도시장,46_상도동중앙하이츠빌.상도전통시장,47_숭실대입구역,48_봉현초등학교,49_성현동동아아파트,50_봉원중학교.행운동우성아파트,51_봉천사거리.위버폴리스,52_관악구청,53_관악경찰서.관악소방서,54_서울여상.서울문영여중고앞,55_서울대학교치과병원.동물병원,56_서울대학교,57_신림중.삼성고.관악아트홀.도서관,58_한남운수대학동차고지
2022-03-17 14:00:00,9,11,13,16,19,14,16,19,17,21,24,25,24,26,25,25,25,21,18,17,21,18,15,7,13,8,8,15,16,15,7,9,0,9,12,10,13,16,14,19,20,21,24,26,25,20,20,17,16,13,12,9,7,6,9,8,5,0
2022-03-17 15:00:00,6,9,20,30,32,21,19,27,27,26,24,24,25,26,28,26,25,23,19,20,15,12,13,13,12,9,10,10,8,7,16,22,1,12,24,25,29,31,31,37,38,37,32,30,31,33,28,24,21,20,17,15,14,3,0,13,12,0
2022-03-17 16:00:00,9,16,18,20,23,24,21,18,20,21,22,22,24,27,30,29,28,25,22,20,13,10,11,8,11,10,10,8,11,13,16,20,10,21,29,33,34,36,37,42,42,41,44,36,35,34,42,38,16,14,13,11,7,0,6,12,11,0
2022-03-17 17:00:00,6,14,12,21,29,21,25,25,27,25,24,17,15,17,16,17,16,19,15,12,10,9,9,8,9,8,9,12,15,18,20,23,21,26,25,28,27,31,33,33,36,36,33,29,25,22,27,35,29,26,20,24,12,11,0,22,13,0
2022-03-17 18:00:00,9,10,19,33,42,41,29,35,36,32,30,29,28,27,36,32,28,31,25,24,16,15,9,14,11,10,17,23,25,32,33,36,28,37,38,42,47,54,54,58,59,56,55,47,42,37,44,37,34,32,28,49,48,19,19,45,36,0
2022-03-17 19:00:00,5,7,6,14,17,14,13,22,26,26,24,19,16,14,20,23,21,23,21,17,13,11,9,6,8,6,8,9,12,15,21,20,12,20,22,23,27,30,29,38,39,44,47,41,43,35,38,36,31,23,21,28,27,0,0,26,21,0
2022-03-17 20:00:00,6,9,10,13,15,6,9,13,15,16,14,11,12,12,16,15,15,13,10,12,6,5,4,4,5,4,6,8,10,14,15,17,0,18,19,18,20,22,0,25,28,29,28,25,20,19,25,20,17,15,13,16,15,0,16,15,11,0
2022-03-17 21:00:00,4,3,1,10,7,0,6,13,14,8,6,8,8,7,9,5,1,6,10,6,8,7,3,6,2,7,11,9,12,15,14,13,0,15,14,15,18,20,20,24,28,24,25,18,21,19,19,17,16,14,12,15,13,0,15,13,12,0
2022-03-17 22:00:00,5,7,6,12,14,0,9,15,16,16,14,12,13,14,14,13,12,8,10,9,6,4,6,4,2,4,4,6,10,13,14,8,0,13,19,23,27,29,26,39,39,31,40,30,28,27,26,21,19,16,17,26,25,0,13,24,21,0
2022-03-17 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,4,5,7,4,6,3,0,7,7,11,14,15,24,12,25,26,22,19,17,16,12,10,4,9,12,15,0,6,11,14,0
2022-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 04:00:00,14,15,14,13,0,14,14,21,23,25,29,34,35,37,38,35,0,36,35,35,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 05:00:00,9,8,10,9,7,9,8,9,11,11,14,16,17,18,19,21,5,20,15,18,15,28,25,18,12,6,2,1,1,1,0,1,0,3,4,4,2,4,3,0,6,0,5,0,3,1,0,0,2,0,1,1,0,0,0,0,0,0
2022-03-18 06:00:00,6,12,13,12,9,13,10,11,12,15,20,23,26,32,31,31,17,19,17,15,11,13,12,9,10,6,5,1,0,0,0,0,0,1,1,3,2,5,0,2,5,0,4,4,4,5,6,6,8,5,3,4,0,2,0,2,1,0
2022-03-18 07:00:00,31,34,37,35,0,33,30,33,31,40,42,35,41,42,43,43,29,42,39,36,35,34,32,27,20,13,7,5,3,3,2,2,1,2,7,6,10,12,11,13,10,5,8,7,9,9,15,11,15,17,17,24,10,14,13,10,9,0
2022-03-18 08:00:00,17,28,30,29,29,26,19,31,35,44,44,39,42,42,49,47,44,43,38,39,31,30,31,28,22,16,10,9,5,4,2,3,2,3,8,11,20,29,28,33,37,37,36,32,31,28,35,35,36,36,28,26,21,17,14,12,9,0
2022-03-18 09:00:00,15,18,19,14,18,16,24,30,34,41,48,45,48,51,52,51,35,41,33,30,22,18,16,20,16,9,8,2,5,3,5,4,0,5,6,7,6,13,6,12,11,12,15,15,13,15,16,19,18,20,17,14,13,12,7,4,3,0
2022-03-18 10:00:00,7,11,6,12,8,10,10,14,16,18,19,18,19,22,23,23,21,27,24,18,18,13,13,11,11,10,7,4,3,5,4,7,2,8,6,4,10,13,9,15,9,17,19,19,17,13,12,11,12,11,9,6,5,3,4,3,0,0
2022-03-18 11:00:00,5,8,9,7,11,11,13,13,17,20,18,16,17,18,23,25,15,23,18,18,12,15,12,10,10,7,7,5,7,5,5,5,4,8,7,8,9,8,9,9,9,10,10,9,7,7,9,6,8,7,5,6,5,0,4,2,5,0
2022-03-18 12:00:00,7,8,9,10,12,7,9,13,14,19,25,28,29,18,31,30,23,28,22,19,21,17,16,15,11,11,7,6,7,9,7,6,0,7,15,14,14,20,9,21,14,15,18,17,18,17,18,12,11,10,9,12,13,12,6,10,8,0
2022-03-18 13:00:00,10,13,10,14,15,14,16,24,26,26,28,27,28,30,37,37,36,32,29,27,24,20,20,19,14,14,13,7,9,9,12,16,4,12,16,9,14,13,13,17,22,0,21,18,16,15,19,17,16,12,11,10,10,9,8,6,7,0
2022-03-18 14:00:00,8,11,12,13,13,12,14,17,20,21,22,25,26,28,32,32,28,24,23,21,16,14,12,9,7,7,8,7,8,8,8,12,0,15,14,11,16,20,20,27,29,23,27,24,20,18,20,18,16,15,12,9,9,5,8,6,5,0
2022-03-18 15:00:00,11,27,35,38,44,40,29,32,23,24,22,24,26,28,35,33,23,27,20,21,18,12,13,12,12,10,7,6,7,7,9,10,5,8,16,18,19,21,11,23,24,26,27,23,20,20,24,22,17,17,19,15,14,10,10,13,9,0
2022-03-18 16:00:00,8,15,18,23,24,26,24,29,35,33,32,29,30,29,37,35,32,29,23,23,17,14,14,8,5,11,13,13,13,12,13,17,12,18,22,22,40,41,42,44,41,43,40,36,35,33,30,29,14,14,17,20,17,17,2,16,13,0
2022-03-18 17:00:00,8,17,20,28,33,34,26,34,38,34,33,31,33,35,37,36,35,30,26,23,18,18,16,14,13,10,8,10,15,19,22,24,0,27,27,28,29,38,37,38,39,41,38,26,34,31,33,28,25,22,20,26,25,23,16,20,18,10
2022-03-18 18:00:00,8,16,18,33,43,39,35,51,53,56,51,36,38,36,51,47,43,37,29,26,17,12,10,9,7,9,18,20,22,22,25,29,18,36,38,39,39,47,50,57,58,60,60,50,42,38,38,36,26,21,25,33,32,0,31,28,22,17
2022-03-18 19:00:00,4,5,7,24,29,28,18,28,29,25,23,23,25,27,32,32,30,27,22,20,13,9,11,7,7,9,14,14,14,17,21,22,0,24,28,30,32,37,36,49,52,51,47,44,38,36,34,31,28,26,23,32,31,25,0,26,23,0
2022-03-18 20:00:00,4,6,3,9,8,1,9,15,24,26,26,24,21,19,17,18,7,17,16,16,7,6,2,4,4,5,9,8,10,11,13,14,4,15,18,23,25,23,24,27,27,26,23,25,26,23,29,26,24,19,18,17,12,30,13,28,22,0
2022-03-18 21:00:00,2,2,2,4,8,2,6,10,14,13,9,12,8,12,11,11,13,11,11,10,9,9,8,5,4,7,5,8,11,14,11,12,13,14,16,17,23,23,18,24,23,24,25,19,23,18,23,23,16,12,13,20,20,0,0,16,15,0
2022-03-18 22:00:00,4,8,8,5,11,8,10,11,12,4,10,11,9,10,14,13,9,12,9,8,8,7,5,5,3,3,8,11,13,14,15,17,0,17,21,21,24,32,29,38,40,40,37,31,27,24,25,20,17,16,13,20,13,0,0,19,17,0
2022-03-18 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,8,4,11,11,11,0,14,18,13,21,29,30,34,30,36,35,30,30,28,27,22,19,19,17,20,19,8,0,13,11,0
2022-03-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 04:00:00,6,9,10,4,0,9,9,10,10,11,14,17,19,21,24,0,22,0,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 05:00:00,4,4,5,0,0,4,5,7,10,12,12,11,14,15,16,18,0,14,13,18,16,14,12,8,4,3,0,0,0,1,0,0,0,1,4,1,2,1,3,2,3,0,4,5,4,4,2,0,3,2,1,1,0,0,0,0,0,0
2022-03-19 06:00:00,3,4,0,1,0,0,6,5,5,7,13,13,14,9,15,9,0,14,11,10,9,7,5,3,4,3,1,0,2,2,0,0,0,0,2,2,2,5,1,3,1,0,2,4,1,5,5,6,2,4,1,3,0,0,2,1,1,0
2022-03-19 07:00:00,6,8,9,10,0,8,6,9,8,9,11,9,13,14,13,10,0,11,10,7,9,8,5,4,3,3,2,1,0,0,1,0,0,1,3,4,5,5,2,2,3,3,4,3,0,2,4,4,5,5,3,3,1,0,1,2,1,0
2022-03-19 08:00:00,8,14,10,12,9,14,13,13,16,14,15,13,17,18,21,22,0,19,16,14,11,8,9,7,5,5,3,0,2,0,0,1,0,2,4,5,6,7,1,8,7,9,9,10,12,9,15,13,10,8,6,6,5,0,2,0,3,0
2022-03-19 09:00:00,6,12,12,11,12,12,13,13,17,18,25,21,24,27,28,28,27,26,22,21,20,16,12,8,6,5,4,3,2,3,0,3,0,0,5,6,6,8,9,11,12,9,11,11,11,13,11,11,9,8,5,6,4,3,5,4,5,0
2022-03-19 10:00:00,5,12,14,10,0,13,11,12,11,12,14,17,22,24,25,24,0,25,19,16,14,15,15,16,12,7,3,4,3,2,4,5,0,4,8,3,5,10,5,8,9,8,9,10,10,12,12,13,12,10,7,10,11,0,10,8,6,0
2022-03-19 11:00:00,7,10,10,12,9,9,10,13,17,21,26,30,35,41,44,39,36,34,29,27,21,25,12,16,14,12,6,5,7,5,6,10,1,3,8,13,13,14,16,16,16,15,11,15,13,12,13,9,8,6,6,7,5,0,3,4,6,0
2022-03-19 12:00:00,14,21,25,26,13,24,21,17,18,20,23,21,24,26,32,30,27,31,28,17,23,22,13,9,12,14,10,8,7,6,6,9,0,0,11,8,11,15,14,18,11,19,17,20,19,16,15,20,22,15,10,10,8,0,6,5,6,0
2022-03-19 13:00:00,7,12,23,24,11,25,24,29,29,28,31,26,26,30,32,34,32,30,24,21,16,17,20,19,12,9,4,3,6,7,5,8,0,11,15,15,15,17,0,17,18,14,18,16,17,17,21,18,17,16,11,16,7,3,13,12,15,0
2022-03-19 14:00:00,10,13,13,11,14,13,13,18,21,18,24,21,24,23,31,31,33,33,27,25,22,18,17,12,15,10,11,6,2,7,9,8,0,8,11,13,14,17,16,20,21,21,18,19,17,14,17,14,13,13,11,13,8,0,6,12,9,0
2022-03-19 15:00:00,7,13,14,15,3,16,19,15,20,16,19,19,21,19,25,27,16,18,19,7,17,16,13,10,7,9,10,8,9,10,14,20,18,20,21,22,22,29,21,37,31,38,41,37,26,19,26,21,20,17,16,22,20,19,0,19,16,2
2022-03-19 16:00:00,10,14,16,15,17,17,19,24,22,24,24,23,25,26,30,32,27,28,23,22,20,18,16,15,12,12,12,9,12,9,12,18,0,17,23,27,29,32,31,39,24,41,39,17,36,30,29,24,24,20,16,14,12,11,7,13,10,0
2022-03-19 17:00:00,13,18,20,23,24,23,19,24,29,28,31,34,34,37,39,39,37,31,29,28,25,20,19,17,16,15,11,10,10,10,20,22,0,21,25,25,24,24,23,31,30,29,26,29,29,24,25,22,23,22,18,21,19,0,17,19,17,0
2022-03-19 18:00:00,9,11,12,14,16,15,12,13,15,15,14,15,14,16,20,19,17,16,13,14,10,8,7,5,14,9,11,12,16,10,25,27,26,25,28,29,25,31,30,34,31,33,33,27,26,19,19,18,18,17,18,21,13,20,0,13,18,0
2022-03-19 19:00:00,6,10,12,12,10,0,12,13,12,14,12,12,7,9,12,11,14,12,10,9,10,4,7,6,8,6,7,6,8,12,16,20,15,21,23,11,27,26,24,27,27,28,27,24,21,20,22,20,20,17,15,16,13,0,0,17,15,0
2022-03-19 20:00:00,1,3,0,4,0,4,3,12,13,11,12,10,9,8,8,6,10,9,7,6,4,3,4,0,2,7,5,9,8,10,16,17,16,11,21,24,29,35,34,38,40,40,35,24,23,21,29,28,29,28,23,22,17,9,16,20,17,0
2022-03-19 21:00:00,5,10,0,4,0,0,8,13,14,14,13,10,7,15,16,7,4,4,5,4,4,5,0,2,2,5,5,4,7,9,12,13,0,6,11,17,19,26,29,37,38,23,37,31,29,26,26,22,23,18,13,12,6,0,7,6,10,0
2022-03-19 22:00:00,9,12,11,7,0,0,13,13,6,12,0,9,8,9,10,9,11,10,3,0,8,5,0,4,5,4,5,11,14,15,16,15,14,15,21,20,20,28,30,34,36,41,38,36,33,29,24,23,22,18,17,14,10,9,0,9,13,0
2022-03-19 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,9,11,9,10,0,0,12,9,13,22,19,28,29,30,36,27,26,22,25,20,16,18,18,19,18,0,0,19,17,0
2022-03-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 04:00:00,3,0,0,2,0,0,3,1,4,6,6,4,5,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 05:00:00,4,8,4,5,3,7,6,6,7,8,9,5,3,6,8,9,0,8,7,3,2,5,4,3,2,1,0,0,0,2,0,1,0,0,0,0,2,1,0,0,6,0,1,1,2,0,0,0,3,0,2,1,0,0,0,0,0,0
2022-03-20 06:00:00,3,2,3,7,0,1,6,6,5,7,8,6,12,14,12,11,7,9,8,5,3,5,4,3,1,2,1,2,1,2,1,0,0,2,2,0,1,1,0,0,1,0,2,3,0,0,4,2,3,2,1,1,0,0,0,0,0,0
2022-03-20 07:00:00,4,6,9,5,8,5,6,8,9,8,10,8,9,7,13,14,3,12,8,7,5,4,5,1,2,1,2,0,1,0,0,0,0,0,2,1,3,3,0,4,4,5,5,5,6,5,7,5,6,7,6,5,4,0,4,3,2,0
2022-03-20 08:00:00,8,10,8,11,0,10,12,7,10,11,13,12,14,13,16,12,4,14,12,5,10,7,5,4,3,3,2,1,2,2,0,3,0,0,5,3,7,8,7,7,8,4,8,6,4,9,10,8,7,6,7,8,7,4,3,6,5,0
2022-03-20 09:00:00,8,16,12,16,7,18,13,16,17,19,19,18,19,19,20,23,22,17,21,19,16,14,13,10,8,7,5,3,2,3,2,3,0,2,4,4,5,7,8,6,10,11,11,9,16,18,19,21,20,11,15,11,5,10,8,7,6,0
2022-03-20 10:00:00,11,15,19,20,14,19,20,22,30,30,32,35,43,41,43,46,43,39,33,31,24,17,11,14,11,10,5,3,5,3,2,3,2,3,4,4,6,8,7,11,13,0,15,13,15,14,16,15,13,13,13,14,13,12,8,6,5,0
2022-03-20 11:00:00,13,17,22,21,12,18,14,21,22,28,30,32,33,37,40,45,44,38,32,27,20,17,15,15,11,12,13,8,7,10,10,10,0,12,15,13,15,16,13,15,10,4,14,14,12,8,15,14,8,17,13,10,4,3,9,8,6,0
2022-03-20 12:00:00,13,19,23,16,26,25,23,22,23,25,25,27,29,30,33,33,29,29,26,27,23,21,21,21,16,9,7,6,7,7,11,9,3,8,9,9,14,19,10,21,25,26,24,19,18,19,22,21,20,12,9,6,4,3,5,4,4,0
2022-03-20 13:00:00,10,18,23,25,28,27,22,31,38,42,45,30,34,36,39,37,29,31,27,27,23,19,16,12,16,15,11,8,6,5,7,8,0,6,12,12,13,16,15,20,23,10,23,21,24,21,22,23,19,17,10,13,6,0,11,8,5,3
2022-03-20 14:00:00,16,22,32,36,16,31,32,32,36,36,42,44,45,48,52,50,46,45,37,37,23,22,19,18,15,13,10,7,7,9,8,10,7,8,11,10,12,14,14,21,20,22,23,19,18,19,20,19,19,16,16,17,9,7,15,13,4,0
2022-03-20 15:00:00,6,8,20,23,23,0,21,26,25,32,33,30,31,30,31,29,26,25,23,23,18,15,16,10,13,8,6,5,8,10,13,14,0,16,19,17,16,21,20,27,26,26,25,25,23,25,31,26,23,20,19,18,19,0,0,15,12,3
2022-03-20 16:00:00,8,16,21,29,22,27,22,25,27,29,29,32,34,39,43,44,41,37,28,27,21,19,18,16,11,12,10,9,13,14,19,21,0,23,26,25,25,26,24,41,43,41,36,35,31,32,32,30,24,21,20,17,15,0,15,14,12,0
2022-03-20 17:00:00,6,11,12,16,17,16,18,23,20,23,23,19,22,22,25,27,29,30,22,19,15,12,11,12,15,14,14,9,11,15,15,16,0,17,20,20,26,25,14,31,30,34,28,26,24,20,19,29,28,23,17,22,20,0,8,14,18,0
2022-03-20 18:00:00,7,9,13,3,11,12,12,17,17,17,16,14,16,18,16,14,18,18,18,14,11,8,6,6,6,6,9,13,8,15,15,18,0,17,22,23,24,24,23,31,27,31,29,33,30,28,30,28,26,22,19,19,16,14,0,15,15,0
2022-03-20 19:00:00,7,9,2,10,11,11,10,18,18,15,11,11,8,9,13,7,13,12,9,7,9,11,6,11,7,9,8,12,15,15,16,11,13,13,19,20,20,23,20,26,25,29,24,22,29,29,28,23,20,18,15,18,14,0,0,17,16,0
2022-03-20 20:00:00,4,6,4,5,0,0,8,13,15,14,14,11,11,12,11,12,10,9,9,10,8,9,7,6,4,6,5,9,4,10,13,12,4,15,17,21,20,24,23,28,29,31,29,26,25,24,25,20,18,16,18,20,18,17,0,17,14,9
2022-03-20 21:00:00,10,12,0,4,0,0,11,13,13,10,11,8,8,9,14,10,0,9,13,12,8,6,4,4,4,5,8,7,5,9,11,12,0,11,15,12,26,27,28,33,25,35,31,23,30,28,29,25,19,23,24,29,27,0,28,29,28,0
2022-03-20 22:00:00,1,3,0,5,6,5,8,11,0,5,3,6,5,3,7,4,3,0,0,3,4,2,2,0,2,1,7,7,8,10,13,14,0,7,18,17,18,28,29,32,33,35,34,31,31,32,32,26,22,19,19,19,18,17,13,16,17,0
2022-03-20 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,13,16,30,0,28,22,18,14,11,21,25,23,22,19,13,6,12,0,5,11,0
2022-03-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 04:00:00,14,15,15,0,0,14,16,20,24,25,31,32,33,36,39,40,39,38,34,32,30,25,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 05:00:00,8,7,9,7,6,7,7,10,12,16,16,14,15,16,16,17,12,24,24,23,21,21,21,18,12,7,5,2,0,2,0,3,0,0,3,4,3,4,0,2,0,0,4,6,3,4,2,4,5,7,6,4,0,3,1,0,0,0
2022-03-21 06:00:00,11,16,19,11,0,14,13,20,28,30,33,34,35,37,38,36,19,28,24,22,18,18,17,16,11,9,5,2,1,2,1,2,0,1,2,2,3,6,7,8,7,3,7,6,5,0,7,8,7,5,4,4,3,0,0,3,1,0
2022-03-21 07:00:00,27,36,38,37,0,32,23,19,24,26,33,32,39,41,42,44,43,38,37,38,34,28,27,27,20,14,7,6,5,3,4,5,0,0,11,11,14,6,4,8,10,10,15,15,17,18,27,26,24,21,18,19,15,10,5,8,3,0
2022-03-21 08:00:00,17,30,32,31,31,26,21,25,29,33,43,39,51,57,57,54,54,48,38,37,40,36,34,32,22,21,8,10,4,6,6,4,0,3,9,10,17,21,20,22,20,18,21,19,17,22,35,33,36,35,24,25,22,16,9,8,6,0
2022-03-21 09:00:00,11,17,17,18,29,26,18,21,22,34,46,32,42,44,50,52,33,44,35,29,26,20,20,20,15,11,7,6,3,4,3,4,3,4,8,6,9,11,12,13,15,17,18,16,16,24,23,26,22,17,15,14,13,12,9,6,3,0
2022-03-21 10:00:00,7,13,10,12,9,12,12,15,11,17,16,17,21,24,26,28,27,26,20,8,15,14,14,11,7,7,6,9,7,6,4,3,0,1,6,7,8,12,8,13,16,17,16,14,13,14,11,10,7,8,7,8,7,6,7,5,6,0
2022-03-21 11:00:00,4,7,7,9,10,8,13,17,22,30,27,24,27,30,31,29,26,27,22,21,20,15,14,15,12,10,6,7,7,7,10,9,4,5,8,12,10,15,14,17,19,6,19,16,9,8,9,7,9,8,7,10,7,9,5,5,2,0
2022-03-21 12:00:00,5,13,14,12,10,14,12,17,19,19,18,21,27,31,37,37,35,33,25,21,20,14,12,11,8,8,4,5,7,7,7,8,0,9,10,13,16,19,13,23,24,23,21,18,20,21,18,16,12,17,16,16,16,0,12,6,11,0
2022-03-21 13:00:00,7,12,16,19,11,18,16,19,17,18,18,22,22,21,22,16,21,19,15,16,13,12,10,10,10,11,8,7,9,7,8,9,0,8,13,16,17,20,20,20,11,19,18,14,15,13,15,14,14,10,12,16,16,7,13,12,8,0
2022-03-21 14:00:00,5,8,13,15,17,14,17,21,22,23,22,27,33,21,22,20,18,16,14,12,12,12,14,11,7,7,5,5,10,12,11,18,10,20,23,23,23,25,24,25,26,28,27,22,22,21,24,21,13,12,9,10,0,9,8,2,7,0
2022-03-21 15:00:00,5,7,12,14,17,14,18,19,19,20,19,19,21,20,33,34,32,26,18,19,16,10,11,9,7,7,7,10,13,16,18,23,0,23,27,29,26,21,27,30,30,28,29,24,24,21,24,19,13,18,13,13,12,8,11,10,9,0
2022-03-21 16:00:00,8,17,32,34,36,16,27,22,22,22,29,28,28,27,29,28,25,23,15,15,14,14,11,10,9,10,9,11,6,13,14,12,16,19,23,16,27,30,29,33,26,29,30,29,28,23,23,19,18,16,15,16,14,5,0,12,12,0
2022-03-21 17:00:00,7,12,11,23,29,28,23,28,34,37,39,35,39,38,42,41,39,28,23,21,15,13,12,8,7,9,12,14,15,21,26,27,12,28,34,33,33,37,40,51,51,33,47,46,42,38,40,33,31,22,20,35,18,16,16,33,32,0
2022-03-21 18:00:00,8,11,17,37,49,47,31,38,40,39,35,35,34,33,38,36,35,40,32,28,23,16,15,14,14,19,17,20,19,29,37,39,0,46,46,48,47,48,48,50,53,56,62,53,56,53,50,40,34,30,29,34,34,33,0,30,29,0
2022-03-21 19:00:00,4,7,0,17,19,17,19,25,26,29,29,28,32,31,34,33,32,33,27,26,19,13,12,8,7,7,8,8,10,11,15,18,0,21,26,25,25,31,31,40,39,37,40,28,40,37,33,24,22,21,28,33,32,0,23,31,30,0
2022-03-21 20:00:00,5,10,8,27,28,26,14,13,16,14,10,12,13,12,15,14,13,11,11,8,6,5,4,4,3,5,7,8,7,11,16,14,0,17,20,22,22,27,19,30,26,23,23,21,23,29,29,25,22,19,16,19,17,0,13,12,14,0
